econ_compare_comparison_year,econ_compare_region_grouping_scheme,econ_compare_region_a_code,econ_compare_region_b_code,econ_compare_metric_name,econ_compare_metric_value_region_a,econ_compare_metric_value_region_b,econ_compare_absolute_difference,econ_compare_percent_difference,econ_compare_rank_region_a,econ_compare_rank_region_b,econ_compare_percentile_region_a,econ_compare_percentile_region_b,econ_compare_inequality_gini_estimate,econ_compare_cost_of_living_index,econ_compare_housing_affordability_index,econ_compare_tax_burden_index,econ_compare_job_growth_rate_pct,econ_compare_population_growth_rate_pct,econ_compare_composite_score
2023,STATE,RA01477,RB01477,GDP_PER_CAPITA,203.769,98.359,105.41,107.169,113,285,96.35,71.57,0.4629,123.75,158.15,120.22,2.759,-2.831,50.95
2015,REGION,RA01478,RB01478,JOB_GROWTH,243.241,129.088,114.153,88.43,227,119,70.62,17.92,0.3438,116.27,130.42,139.76,2.261,-3.163,54.59
2000,REGION,RA01479,RB01479,EXPORT_INTENSITY,134.708,179.759,-45.051,-25.062,373,80,59.46,87.68,0.4023,77.58,78.7,72.81,-2.355,5.887,67.09
2019,STATE,RA01480,RB01480,INCOME_GROWTH,33.83,59.211,-25.381,-42.865,395,153,94.19,76.45,0.5423,85.02,144.59,100.39,11.277,-0.26,67.17
2018,REGION,RA01481,RB01481,JOB_GROWTH,138.01,61.988,76.022,122.64,252,199,75.97,71.22,0.4454,111.78,134.58,106.55,-0.911,1.654,57.84
2014,CENSUS_DIVISION,RA01482,RB01482,COST_OF_LIVING,83.687,179.855,-96.168,-53.47,349,273,3.66,42.86,0.5742,135.67,136.73,106.89,4.148,3.445,63.01
2024,STATE,RA01483,RB01483,COST_OF_LIVING,197.83,175.457,22.373,12.751,154,206,85.92,56.74,0.3096,93.52,97.54,86.9,10.354,0.416,78.55
2020,REGION,RA01484,RB01484,GDP_PER_CAPITA,184.906,62.836,122.07,194.268,341,358,7.22,23.87,0.3812,109.91,107.7,92.53,7.426,2.736,44.28
2012,STATE,RA01485,RB01485,COST_OF_LIVING,31.992,44.868,-12.876,-28.698,39,5,89.05,27.0,0.3189,123.72,100.9,109.34,11.081,2.545,64.43
2014,STATE,RA01486,RB01486,GDP_PER_CAPITA,185.857,149.42,36.437,24.386,186,266,33.93,91.73,0.3061,121.12,155.88,135.46,-1.743,-1.71,82.87
2004,CENSUS_DIVISION,RA01487,RB01487,MEDIAN_WAGE,191.804,95.314,96.49,101.234,298,172,80.41,0.24,0.3318,131.09,132.42,97.05,-6.641,5.525,35.7
2022,REGION,RA01488,RB01488,PRODUCTIVITY,160.746,182.783,-22.037,-12.056,348,193,95.43,14.89,0.556,111.3,129.55,116.77,-6.943,1.337,80.69
2002,CENSUS_DIVISION,RA01489,RB01489,GDP_PER_CAPITA,216.682,29.903,186.779,624.616,291,33,26.69,40.05,0.3403,78.76,82.39,121.78,6.888,2.249,46.8
2024,STATE,RA01490,RB01490,INCOME_GROWTH,121.695,109.509,12.186,11.128,334,72,15.97,19.59,0.4427,141.0,152.81,79.63,4.021,1.868,83.54
2001,CENSUS_DIVISION,RA01491,RB01491,INCOME_GROWTH,93.928,245.569,-151.641,-61.751,315,82,14.33,38.66,0.5364,147.89,152.28,138.84,-4.425,-0.36,70.49
2012,REGION,RA01492,RB01492,JOB_GROWTH,244.141,220.144,23.997,10.901,105,326,51.09,46.88,0.4997,95.49,152.02,136.9,11.397,-1.064,75.37
2025,METRO,RA01493,RB01493,PRODUCTIVITY,39.163,74.068,-34.905,-47.126,357,392,51.18,46.65,0.3474,102.4,94.78,82.11,5.673,0.169,74.4
2022,METRO,RA01494,RB01494,GDP_PER_CAPITA,165.605,244.592,-78.987,-32.293,272,150,46.22,96.61,0.4196,144.66,63.62,71.76,-3.358,-0.326,82.52
2022,STATE,RA01495,RB01495,JOB_GROWTH,176.935,215.241,-38.306,-17.797,355,1,50.48,76.51,0.2642,154.68,100.02,90.14,1.421,4.036,77.51
2006,REGION,RA01496,RB01496,COST_OF_LIVING,198.367,244.397,-46.03,-18.834,186,159,14.5,83.51,0.5482,99.59,142.05,126.43,6.282,-0.328,82.84
2025,CENSUS_DIVISION,RA01497,RB01497,GDP_PER_CAPITA,245.57,164.936,80.634,48.888,166,304,16.24,60.85,0.5303,111.65,85.02,122.77,1.332,2.73,71.34
2021,METRO,RA01498,RB01498,MEDIAN_WAGE,66.241,124.926,-58.685,-46.976,233,88,96.24,22.8,0.4683,143.37,64.85,121.15,9.603,1.753,63.02
2019,REGION,RA01499,RB01499,UNEMP_RATE,153.183,148.888,4.295,2.885,257,398,72.65,54.97,0.4433,134.94,137.02,127.67,0.093,6.283,76.86
2023,CENSUS_DIVISION,RA01500,RB01500,EXPORT_INTENSITY,47.83,87.137,-39.307,-45.109,260,374,17.15,38.57,0.341,76.16,126.02,118.82,-1.472,1.465,76.88
2011,CENSUS_DIVISION,RA01501,RB01501,EXPORT_INTENSITY,164.349,39.262,125.087,318.596,33,81,39.98,70.77,0.3984,79.16,105.86,94.0,6.325,5.031,37.9
2009,METRO,RA01502,RB01502,UNEMP_RATE,171.355,78.086,93.269,119.444,40,31,89.65,3.9,0.3213,91.97,69.61,129.16,-5.854,3.508,43.94
2002,STATE,RA01503,RB01503,JOB_GROWTH,37.753,129.136,-91.383,-70.765,262,263,16.38,3.87,0.2832,133.43,104.57,128.47,9.486,1.323,56.37
2020,STATE,RA01504,RB01504,UNEMP_RATE,111.798,217.994,-106.196,-48.715,56,71,83.43,68.03,0.4843,114.75,61.04,78.56,-4.757,4.749,59.19
2003,CENSUS_DIVISION,RA01505,RB01505,INCOME_GROWTH,55.12,188.435,-133.315,-70.749,305,215,96.5,53.52,0.3547,128.93,106.58,130.66,-0.893,3.056,63.2
2002,METRO,RA01506,RB01506,JOB_GROWTH,131.206,16.497,114.709,695.332,165,360,20.25,87.54,0.3433,81.43,138.23,70.6,3.102,-0.976,56.93
2014,CENSUS_DIVISION,RA01507,RB01507,JOB_GROWTH,35.771,238.772,-203.001,-85.019,234,238,75.04,53.52,0.2904,85.44,144.36,77.37,-1.935,-0.017,67.28
2007,METRO,RA01508,RB01508,EXPORT_INTENSITY,148.329,157.986,-9.657,-6.113,239,175,1.87,23.61,0.3964,83.06,124.8,84.42,6.326,1.175,84.26
2000,REGION,RA01509,RB01509,UNEMP_RATE,122.968,130.896,-7.928,-6.057,379,44,45.33,45.98,0.5053,134.27,128.65,70.66,2.943,-3.242,82.12
2000,CENSUS_DIVISION,RA01510,RB01510,JOB_GROWTH,246.493,109.429,137.064,125.254,103,222,68.02,80.25,0.2607,136.58,100.6,73.59,-6.707,2.72,45.42
2015,CENSUS_DIVISION,RA01511,RB01511,JOB_GROWTH,26.048,68.075,-42.027,-61.736,396,307,92.37,83.72,0.5433,86.84,82.19,134.55,-2.61,3.826,61.09
2022,STATE,RA01512,RB01512,EXPORT_INTENSITY,249.68,97.999,151.681,154.778,202,399,76.27,77.91,0.4558,153.18,107.62,74.38,-2.888,-0.21,59.93
2015,CENSUS_DIVISION,RA01513,RB01513,EXPORT_INTENSITY,165.374,188.518,-23.144,-12.277,254,254,30.48,20.48,0.5932,143.45,107.54,112.15,7.018,1.275,80.71
2000,REGION,RA01514,RB01514,MEDIAN_WAGE,48.251,44.68,3.571,7.992,75,204,35.35,72.73,0.5899,90.49,67.09,87.72,1.204,-0.348,94.18
2008,CENSUS_DIVISION,RA01515,RB01515,GDP_PER_CAPITA,68.297,142.446,-74.149,-52.054,219,267,82.75,62.87,0.593,104.3,128.78,76.46,8.519,-0.25,68.13
2000,STATE,RA01516,RB01516,MEDIAN_WAGE,80.541,126.467,-45.926,-36.315,58,132,15.02,79.18,0.5467,145.85,88.23,102.4,8.734,-0.499,72.44
2008,STATE,RA01517,RB01517,PRODUCTIVITY,223.369,204.038,19.331,9.474,195,200,9.93,77.19,0.5735,126.17,68.19,106.49,4.273,5.341,71.58
2021,REGION,RA01518,RB01518,INCOME_GROWTH,219.479,48.718,170.761,350.509,43,346,63.79,72.93,0.3894,153.33,91.54,132.31,-3.048,5.911,39.74
2005,METRO,RA01519,RB01519,EXPORT_INTENSITY,170.511,216.691,-46.18,-21.311,286,151,77.5,11.46,0.2815,154.42,90.92,78.56,4.179,3.528,73.92
2023,METRO,RA01520,RB01520,JOB_GROWTH,95.818,104.043,-8.225,-7.905,153,364,10.51,30.65,0.3682,117.43,121.35,76.88,-6.168,0.605,85.86
2024,REGION,RA01521,RB01521,MEDIAN_WAGE,101.98,59.288,42.692,72.008,301,305,1.69,53.56,0.48,117.87,134.97,104.75,5.414,2.13,59.22
2007,REGION,RA01522,RB01522,INCOME_GROWTH,163.384,12.484,150.9,1208.747,267,131,96.87,14.17,0.3805,91.63,112.57,137.66,3.757,1.64,53.62
2010,STATE,RA01523,RB01523,UNEMP_RATE,131.783,105.043,26.74,25.456,183,367,26.4,41.42,0.4109,92.68,141.89,110.78,7.7,5.076,61.77
2011,REGION,RA01524,RB01524,INCOME_GROWTH,214.216,175.037,39.179,22.383,308,377,35.99,16.82,0.5425,80.83,73.47,91.55,5.041,6.368,62.32
2019,METRO,RA01525,RB01525,EXPORT_INTENSITY,171.995,245.672,-73.677,-29.99,137,58,7.63,1.13,0.4926,118.67,105.57,131.69,2.132,5.724,66.27
2006,STATE,RA01526,RB01526,EXPORT_INTENSITY,196.899,93.522,103.377,110.538,9,147,90.58,96.14,0.3572,80.91,103.01,96.24,11.588,0.092,47.3
2015,CENSUS_DIVISION,RA01527,RB01527,JOB_GROWTH,105.365,73.867,31.498,42.642,107,397,73.75,64.99,0.3034,97.99,106.21,109.87,2.556,-0.2,80.54
2016,STATE,RA01528,RB01528,UNEMP_RATE,184.432,201.772,-17.34,-8.594,66,108,68.92,51.0,0.3691,102.06,153.9,85.67,8.533,-0.24,83.35
2005,CENSUS_DIVISION,RA01529,RB01529,GDP_PER_CAPITA,154.804,202.647,-47.843,-23.609,234,381,22.74,42.05,0.4,129.47,91.45,99.02,1.368,5.398,70.79
2025,REGION,RA01530,RB01530,EXPORT_INTENSITY,241.02,82.984,158.036,190.442,380,176,0.27,62.28,0.5197,145.42,130.42,102.25,6.199,5.54,36.31
2003,CENSUS_DIVISION,RA01531,RB01531,UNEMP_RATE,221.59,159.699,61.891,38.755,322,276,94.36,8.62,0.3642,141.88,87.32,105.41,11.788,1.1,64.9
2022,REGION,RA01532,RB01532,MEDIAN_WAGE,100.448,152.765,-52.317,-34.247,175,100,22.69,75.51,0.4172,127.47,90.97,129.4,5.964,0.07,78.82
2016,METRO,RA01533,RB01533,MEDIAN_WAGE,231.011,173.245,57.766,33.344,273,322,50.05,83.55,0.612,91.03,80.29,122.95,-7.449,-1.351,72.43
2021,STATE,RA01534,RB01534,PRODUCTIVITY,101.249,34.36,66.889,194.671,139,384,72.47,99.68,0.4306,147.27,94.01,97.37,-5.968,-1.61,50.41
2004,STATE,RA01535,RB01535,INCOME_GROWTH,25.241,58.977,-33.736,-57.202,133,56,91.1,98.85,0.5727,116.64,131.78,114.25,-2.553,4.608,60.02
2000,STATE,RA01536,RB01536,INCOME_GROWTH,237.343,139.1,98.243,70.628,369,321,39.73,92.9,0.3017,123.66,82.23,88.66,-2.074,0.25,71.29
2016,CENSUS_DIVISION,RA01537,RB01537,GDP_PER_CAPITA,21.274,77.347,-56.073,-72.495,319,338,7.55,4.64,0.2922,77.93,75.1,104.0,-2.217,2.383,62.96
2002,METRO,RA01538,RB01538,JOB_GROWTH,114.651,141.705,-27.054,-19.092,339,357,53.22,13.69,0.5675,143.93,128.91,111.44,11.29,0.91,73.2
2020,REGION,RA01539,RB01539,PRODUCTIVITY,127.594,226.525,-98.931,-43.673,280,188,16.17,15.51,0.3024,120.01,107.96,139.45,11.675,0.616,65.05
2021,CENSUS_DIVISION,RA01540,RB01540,JOB_GROWTH,107.024,124.394,-17.37,-13.964,22,267,82.84,63.2,0.2795,119.92,144.15,125.08,-5.966,-1.951,79.34
2007,STATE,RA01541,RB01541,INCOME_GROWTH,27.222,166.604,-139.382,-83.661,272,161,11.6,38.55,0.478,106.18,131.14,136.26,-2.167,5.105,49.6
2025,CENSUS_DIVISION,RA01542,RB01542,COST_OF_LIVING,249.226,55.848,193.378,346.258,224,386,86.63,85.76,0.3857,139.57,118.61,71.96,-2.016,-3.442,49.93
2003,STATE,RA01543,RB01543,UNEMP_RATE,212.733,237.42,-24.687,-10.398,217,151,14.6,54.19,0.5746,151.03,72.19,102.32,0.121,-2.863,86.16
2014,REGION,RA01544,RB01544,COST_OF_LIVING,103.949,179.344,-75.395,-42.039,57,329,63.38,76.05,0.3423,143.22,99.57,96.97,-4.145,1.225,74.78
2016,CENSUS_DIVISION,RA01545,RB01545,GDP_PER_CAPITA,94.26,115.535,-21.275,-18.414,382,372,22.04,6.75,0.5223,120.65,124.37,126.75,3.192,-2.044,81.61
2014,METRO,RA01546,RB01546,UNEMP_RATE,16.698,196.84,-180.142,-91.517,265,150,88.05,76.71,0.5064,101.77,151.64,116.16,-3.676,-3.458,50.35
2021,REGION,RA01547,RB01547,EXPORT_INTENSITY,115.38,80.568,34.812,43.208,63,291,50.32,11.66,0.4745,141.86,120.19,138.46,-3.078,-2.595,71.18
2005,STATE,RA01548,RB01548,UNEMP_RATE,88.566,37.263,51.303,137.678,104,190,43.97,66.82,0.3315,112.35,119.83,125.08,5.004,1.298,52.95
2014,REGION,RA01549,RB01549,GDP_PER_CAPITA,234.343,169.372,64.971,38.36,374,400,41.26,11.19,0.5486,93.78,108.47,128.1,-1.027,2.877,74.96
2013,CENSUS_DIVISION,RA01550,RB01550,MEDIAN_WAGE,49.571,21.246,28.325,133.319,166,211,69.72,56.76,0.3555,146.7,100.68,77.16,1.683,2.408,54.05
2012,REGION,RA01551,RB01551,COST_OF_LIVING,231.49,214.907,16.583,7.716,42,74,71.54,79.12,0.4185,108.48,116.82,100.18,11.245,0.124,80.0
2022,STATE,RA01552,RB01552,EXPORT_INTENSITY,45.504,211.053,-165.549,-78.44,211,20,4.2,57.48,0.3323,122.56,153.21,87.3,8.86,2.288,51.25
2021,METRO,RA01553,RB01553,EXPORT_INTENSITY,50.836,41.725,9.111,21.836,329,155,47.43,35.66,0.3988,94.49,115.08,117.5,-3.934,6.463,63.84
2004,CENSUS_DIVISION,RA01554,RB01554,MEDIAN_WAGE,80.329,246.678,-166.349,-67.436,100,374,66.6,70.82,0.5527,119.45,153.12,137.11,10.95,3.405,48.05
2012,REGION,RA01555,RB01555,MEDIAN_WAGE,56.267,18.099,38.168,210.885,8,208,21.35,30.84,0.3296,111.22,75.02,102.94,10.309,-2.4,41.14
2015,STATE,RA01556,RB01556,GDP_PER_CAPITA,135.376,162.806,-27.43,-16.848,384,322,74.08,46.06,0.4452,110.56,139.01,83.6,5.108,4.484,70.75
2012,STATE,RA01557,RB01557,GDP_PER_CAPITA,227.398,227.692,-0.294,-0.129,329,388,0.47,47.82,0.3448,97.84,120.21,70.37,4.438,-2.617,84.14
2013,METRO,RA01558,RB01558,GDP_PER_CAPITA,201.814,216.936,-15.122,-6.971,388,310,3.79,95.49,0.5584,153.35,119.88,84.79,10.954,-1.117,77.22
2007,METRO,RA01559,RB01559,MEDIAN_WAGE,163.607,195.328,-31.721,-16.24,184,69,98.35,77.41,0.5379,117.62,124.48,74.98,-1.248,-0.16,91.88
2006,METRO,RA01560,RB01560,MEDIAN_WAGE,84.554,211.696,-127.142,-60.059,299,326,49.3,66.63,0.4811,141.7,91.94,133.73,-5.391,5.106,53.02
2008,REGION,RA01561,RB01561,INCOME_GROWTH,88.758,139.415,-50.657,-36.335,133,94,73.73,35.84,0.5658,98.74,151.46,75.9,-5.181,-0.471,77.86
2015,STATE,RA01562,RB01562,COST_OF_LIVING,65.682,24.976,40.706,162.98,359,290,57.58,36.89,0.4208,99.32,107.34,114.78,3.135,5.776,40.08
2017,CENSUS_DIVISION,RA01563,RB01563,MEDIAN_WAGE,104.795,141.333,-36.538,-25.852,81,352,11.88,35.76,0.4413,148.99,127.62,90.09,3.172,6.434,63.67
2002,METRO,RA01564,RB01564,EXPORT_INTENSITY,31.698,34.701,-3.003,-8.654,335,361,46.4,49.65,0.546,103.61,96.67,131.9,10.643,-0.704,78.54
2020,METRO,RA01565,RB01565,JOB_GROWTH,71.574,48.666,22.908,47.072,288,199,82.07,10.69,0.3472,119.58,132.46,92.26,7.097,5.758,52.73
2016,METRO,RA01566,RB01566,EXPORT_INTENSITY,233.529,21.881,211.648,967.268,229,243,74.37,80.7,0.5221,145.27,109.28,92.4,-4.689,0.836,55.04
2006,STATE,RA01567,RB01567,JOB_GROWTH,176.646,42.579,134.067,314.866,220,179,32.78,22.34,0.3734,144.73,103.81,136.07,11.857,0.177,46.6
2025,CENSUS_DIVISION,RA01568,RB01568,MEDIAN_WAGE,211.797,159.66,52.137,32.655,315,175,94.52,15.82,0.5095,142.35,107.78,136.6,11.382,5.64,51.76
2022,REGION,RA01569,RB01569,JOB_GROWTH,111.16,234.265,-123.105,-52.549,336,261,19.41,16.54,0.4181,152.9,123.86,83.98,-2.921,4.371,61.93
2021,REGION,RA01570,RB01570,COST_OF_LIVING,99.041,237.487,-138.446,-58.296,45,116,65.81,98.51,0.6125,128.12,110.82,120.82,-2.834,3.883,61.75
2005,METRO,RA01571,RB01571,UNEMP_RATE,189.091,195.617,-6.526,-3.336,354,213,98.53,51.49,0.3452,83.22,90.98,70.96,-2.008,-1.154,91.78
2020,CENSUS_DIVISION,RA01572,RB01572,EXPORT_INTENSITY,182.365,216.6,-34.235,-15.806,288,44,66.49,35.4,0.4805,136.96,140.87,72.67,9.064,-2.134,73.4
2006,REGION,RA01573,RB01573,PRODUCTIVITY,203.519,118.321,85.198,72.006,254,350,89.1,24.92,0.5949,121.22,137.08,87.79,11.99,-3.041,46.17
2020,REGION,RA01574,RB01574,UNEMP_RATE,99.041,74.898,24.143,32.235,281,321,11.01,69.32,0.2887,149.02,81.79,129.56,6.892,1.193,74.2
2006,STATE,RA01575,RB01575,UNEMP_RATE,246.213,124.347,121.866,98.005,308,229,32.31,52.53,0.5956,139.42,129.19,89.17,-0.219,4.738,48.79
2004,METRO,RA01576,RB01576,COST_OF_LIVING,55.913,199.64,-143.727,-71.993,280,399,91.18,1.62,0.2615,126.12,82.25,129.88,1.864,3.447,59.94
2019,STATE,RA01577,RB01577,MEDIAN_WAGE,65.572,125.677,-60.105,-47.825,187,257,91.16,59.56,0.4105,118.05,89.79,134.43,-6.805,2.763,63.38
2010,REGION,RA01578,RB01578,COST_OF_LIVING,149.36,19.586,129.774,662.586,364,254,27.89,72.75,0.3126,86.96,67.12,137.08,-3.775,1.173,55.23
2008,REGION,RA01579,RB01579,MEDIAN_WAGE,31.752,209.187,-177.435,-84.821,340,249,94.11,58.63,0.2715,109.3,110.98,97.24,9.954,6.308,33.3
2013,REGION,RA01580,RB01580,JOB_GROWTH,246.932,187.538,59.394,31.67,89,53,63.34,93.7,0.4767,83.42,92.53,106.63,-4.018,-0.576,80.87
2006,CENSUS_DIVISION,RA01581,RB01581,INCOME_GROWTH,27.564,156.093,-128.529,-82.341,137,29,34.4,56.05,0.3044,91.06,109.9,135.29,9.134,0.848,54.51
2005,STATE,RA01582,RB01582,JOB_GROWTH,182.534,78.082,104.452,133.772,43,349,86.61,37.98,0.5693,141.93,64.72,102.63,-7.622,-0.23,52.76
2009,METRO,RA01583,RB01583,MEDIAN_WAGE,233.47,223.458,10.012,4.48,22,76,17.91,70.77,0.2847,110.22,160.0,111.25,10.99,6.345,59.74
2023,CENSUS_DIVISION,RA01584,RB01584,COST_OF_LIVING,16.263,13.293,2.97,22.343,137,331,74.95,69.26,0.5392,129.49,101.05,130.5,7.473,2.584,71.93
2025,REGION,RA01585,RB01585,PRODUCTIVITY,59.809,100.475,-40.666,-40.474,75,239,65.13,94.34,0.5192,141.38,95.6,134.57,8.061,6.314,51.64
2001,STATE,RA01586,RB01586,MEDIAN_WAGE,35.803,151.173,-115.37,-76.317,332,12,48.65,9.06,0.3636,154.41,113.71,115.66,-6.134,-1.472,58.94
2009,STATE,RA01587,RB01587,GDP_PER_CAPITA,137.94,224.72,-86.78,-38.617,286,20,0.57,53.24,0.3279,143.55,105.05,82.33,10.511,2.63,61.51
2003,REGION,RA01588,RB01588,PRODUCTIVITY,235.096,152.013,83.083,54.655,141,291,40.37,26.47,0.424,124.22,100.23,70.41,8.572,2.806,58.19
2009,CENSUS_DIVISION,RA01589,RB01589,COST_OF_LIVING,149.663,147.661,2.002,1.356,306,149,29.92,98.38,0.2962,125.49,86.42,94.43,-3.38,5.776,74.24
2017,REGION,RA01590,RB01590,COST_OF_LIVING,88.338,54.816,33.522,61.154,219,112,51.41,92.14,0.2974,79.93,134.4,136.62,6.686,0.14,68.08
2018,METRO,RA01591,RB01591,PRODUCTIVITY,88.104,205.604,-117.5,-57.149,327,61,3.47,31.05,0.3584,147.17,98.62,108.61,1.88,4.825,60.29
2022,REGION,RA01592,RB01592,JOB_GROWTH,43.377,198.382,-155.005,-78.135,373,21,50.73,75.1,0.3574,99.91,119.56,137.6,6.952,-0.42,60.75
2020,CENSUS_DIVISION,RA01593,RB01593,EXPORT_INTENSITY,158.982,235.679,-76.697,-32.543,48,370,70.19,25.76,0.5334,123.92,133.01,80.01,1.617,4.087,71.88
2019,METRO,RA01594,RB01594,JOB_GROWTH,151.176,118.085,33.091,28.023,76,123,73.09,46.53,0.338,145.21,112.86,119.58,2.572,-1.337,81.65
2008,CENSUS_DIVISION,RA01595,RB01595,COST_OF_LIVING,68.84,190.6,-121.76,-63.882,103,161,28.47,31.33,0.2648,151.5,89.39,125.72,-1.145,4.225,61.14
2021,STATE,RA01596,RB01596,PRODUCTIVITY,85.698,247.041,-161.343,-65.31,263,196,0.05,50.11,0.6058,128.8,105.9,119.24,-1.939,4.095,59.9
2001,STATE,RA01597,RB01597,GDP_PER_CAPITA,192.799,226.435,-33.636,-14.855,76,229,97.19,36.02,0.3612,137.78,142.14,132.76,-6.87,0.723,81.97
2024,METRO,RA01598,RB01598,MEDIAN_WAGE,39.418,187.405,-147.987,-78.966,250,188,73.65,35.26,0.2914,109.09,100.4,136.87,4.053,-1.913,59.59
2007,METRO,RA01599,RB01599,INCOME_GROWTH,165.989,65.876,100.113,151.972,213,400,72.38,37.98,0.5391,150.86,123.79,98.43,11.6,1.693,41.67
2017,REGION,RA01600,RB01600,PRODUCTIVITY,41.248,53.839,-12.591,-23.386,297,24,17.92,52.73,0.3337,89.63,112.77,75.99,8.764,2.501,69.92
2020,METRO,RA01601,RB01601,PRODUCTIVITY,177.046,56.417,120.629,213.817,206,83,14.2,8.52,0.3744,94.33,71.66,128.98,-2.385,2.526,52.58
2025,CENSUS_DIVISION,RA01602,RB01602,MEDIAN_WAGE,201.011,15.252,185.759,1217.932,395,202,66.3,48.26,0.356,92.08,132.05,90.77,-3.352,-1.088,56.16
2015,METRO,RA01603,RB01603,MEDIAN_WAGE,175.126,210.329,-35.203,-16.737,375,198,42.15,31.32,0.5373,124.09,149.41,88.82,9.134,-3.364,68.67
2009,STATE,RA01604,RB01604,PRODUCTIVITY,43.593,104.005,-60.412,-58.086,22,162,46.54,87.62,0.4465,118.45,68.34,125.7,10.619,-0.171,63.14
2008,CENSUS_DIVISION,RA01605,RB01605,UNEMP_RATE,130.342,48.763,81.579,167.297,8,295,69.09,29.74,0.282,113.64,86.62,93.26,9.569,0.51,48.86
2012,METRO,RA01606,RB01606,UNEMP_RATE,130.333,206.474,-76.141,-36.877,30,262,28.87,69.01,0.3369,136.95,142.17,102.42,-5.303,4.133,64.67
2019,REGION,RA01607,RB01607,MEDIAN_WAGE,18.83,117.693,-98.863,-84.001,398,178,55.04,70.4,0.601,149.86,156.23,82.02,11.93,2.913,42.51
2023,CENSUS_DIVISION,RA01608,RB01608,MEDIAN_WAGE,218.508,242.065,-23.557,-9.732,83,232,80.43,36.35,0.5994,114.88,124.09,124.57,0.345,1.461,90.96
2005,CENSUS_DIVISION,RA01609,RB01609,EXPORT_INTENSITY,242.872,39.695,203.177,511.845,244,141,80.81,83.19,0.3205,111.96,91.48,103.63,3.242,5.12,42.22
2017,CENSUS_DIVISION,RA01610,RB01610,UNEMP_RATE,129.519,112.936,16.583,14.684,148,192,50.5,51.04,0.3528,126.61,145.52,125.65,3.349,-0.791,87.07
2021,REGION,RA01611,RB01611,EXPORT_INTENSITY,218.275,75.848,142.427,187.78,264,191,97.56,3.39,0.4649,89.16,138.9,115.75,-5.072,5.125,39.45
2020,REGION,RA01612,RB01612,PRODUCTIVITY,96.641,95.042,1.599,1.682,376,270,14.15,36.11,0.4795,105.98,156.48,138.52,4.704,1.619,86.69
2010,METRO,RA01613,RB01613,MEDIAN_WAGE,72.626,15.548,57.078,367.108,182,312,29.06,92.91,0.2555,142.09,73.06,108.43,6.372,-0.671,53.09
2004,METRO,RA01614,RB01614,INCOME_GROWTH,156.113,185.878,-29.765,-16.013,86,85,88.41,58.43,0.361,100.67,125.14,130.19,4.43,-2.232,79.94
2018,STATE,RA01615,RB01615,UNEMP_RATE,109.803,207.414,-97.611,-47.061,198,362,55.68,14.07,0.2777,108.43,117.8,81.01,2.681,5.393,60.63
2017,STATE,RA01616,RB01616,GDP_PER_CAPITA,83.183,105.129,-21.946,-20.875,376,355,15.4,57.81,0.572,145.56,131.81,88.65,-0.46,-0.373,90.7
2010,STATE,RA01617,RB01617,JOB_GROWTH,159.401,152.564,6.837,4.481,212,256,23.94,90.76,0.3709,93.22,84.35,102.33,8.433,-0.081,85.5
2018,METRO,RA01618,RB01618,UNEMP_RATE,239.977,197.204,42.773,21.69,101,330,87.98,7.53,0.4033,152.08,96.63,136.01,9.707,0.55,75.92
2007,STATE,RA01619,RB01619,COST_OF_LIVING,50.071,29.066,21.005,72.267,288,296,60.27,50.92,0.533,120.46,101.23,135.01,7.824,2.184,55.33
2012,REGION,RA01620,RB01620,JOB_GROWTH,139.575,71.569,68.006,95.022,154,28,0.38,23.17,0.3267,153.69,126.08,93.1,10.506,4.609,34.85
2009,CENSUS_DIVISION,RA01621,RB01621,UNEMP_RATE,97.924,60.251,37.673,62.527,18,104,54.01,33.89,0.3265,105.78,101.29,72.92,-4.918,4.483,55.05
2020,REGION,RA01622,RB01622,EXPORT_INTENSITY,194.881,82.99,111.891,134.825,283,2,72.68,47.62,0.4475,110.96,151.09,123.64,-7.208,-2.334,46.02
2012,CENSUS_DIVISION,RA01623,RB01623,PRODUCTIVITY,163.109,239.328,-76.219,-31.847,134,302,28.38,76.45,0.5954,127.89,66.93,99.59,-6.129,-2.461,71.05
2025,CENSUS_DIVISION,RA01624,RB01624,PRODUCTIVITY,108.943,218.734,-109.791,-50.194,246,275,53.94,48.17,0.3587,89.88,66.07,78.43,11.598,-1.703,59.07
2010,STATE,RA01625,RB01625,EXPORT_INTENSITY,187.902,41.432,146.47,353.519,340,223,67.73,96.17,0.6076,120.12,101.93,97.95,0.656,4.073,49.76
2009,CENSUS_DIVISION,RA01626,RB01626,PRODUCTIVITY,198.868,49.303,149.565,303.359,266,104,34.98,25.41,0.3657,112.5,94.37,138.7,3.679,-2.035,52.36
2017,REGION,RA01627,RB01627,COST_OF_LIVING,59.62,188.547,-128.927,-68.379,291,358,10.83,36.4,0.6114,99.03,70.61,98.01,-5.822,6.101,45.98
2020,REGION,RA01628,RB01628,JOB_GROWTH,212.662,110.552,102.11,92.364,386,368,8.6,11.73,0.5869,130.39,122.59,124.05,-4.848,-1.817,54.04
2002,REGION,RA01629,RB01629,JOB_GROWTH,110.866,203.187,-92.321,-45.436,266,262,83.44,53.05,0.5964,84.8,128.07,84.99,-2.232,-0.651,78.47
2023,METRO,RA01630,RB01630,MEDIAN_WAGE,110.16,70.405,39.755,56.466,120,86,13.79,91.37,0.5641,90.77,60.54,112.21,-5.248,4.897,55.23
