econ_tradebal_reference_month,econ_tradebal_reporting_country_iso2,econ_tradebal_partner_area_code,econ_tradebal_flow_direction,econ_tradebal_hs2_code,econ_tradebal_product_group,econ_tradebal_trade_value_eur,econ_tradebal_trade_quantity_kg,econ_tradebal_trade_value_index,econ_tradebal_unit_value_index,econ_tradebal_intra_eu_flag,econ_tradebal_extra_eu_flag,econ_tradebal_mode_of_transport_code,econ_tradebal_incoterms_code,econ_tradebal_customs_procedure_code,econ_tradebal_sanctions_regime_flag,econ_tradebal_current_account_balance_eur,econ_tradebal_financial_account_balance_eur,econ_tradebal_eurostat_table_code,econ_tradebal_data_extract_date
2025-12,IE,CHN,EXPORT,21,SERVICES_EST,19369341.2,17269.33,84.571,138.931,0,1,POST,CIF,4200,0,-3973747515.98,-4670008476.43,bop_q_c,2025-12-27
2026-05,PL,USA,IMPORT,38,ELECTRONICS,19406843.9,17370.58,85.191,138.493,0,1,PIPE,CFR,5100,0,-3395546911.08,4794600039.61,bop_q_g,2025-05-29
2018-10,AT,UK,EXPORT,55,METALS,19564865.77,17599.83,85.336,138.75,0,1,RAIL,FOB,6100,0,3146629430.61,2983344392.2,ext_lt_extratrd,2025-02-08
2019-03,EE,EFTA,IMPORT,72,TEXTILES,19589492.83,17737.83,85.007,139.238,0,1,ROAD,DDP,7100,0,5041654260.42,-2993063826.83,bop_q_f,2024-11-27
2020-08,IT,EA20,EXPORT,89,PHARMA,19766603.97,17813.46,85.783,140.463,1,0,AIR,DPU,A123,0,-4402045561.57,-844728473.64,ext_lt_intratrd,2024-07-16
2021-01,PT,EU27_2020,IMPORT,07,VEHICLES,19785015.54,17951.51,86.47,139.863,1,0,SEA,DAP,4000,0,6782155083.76,-930408783.44,bop_q_c,2025-12-06
2022-06,BE,APAC,EXPORT,24,MACHINERY,19895948.93,18100.28,86.536,140.249,0,1,POST,CIP,4200,0,4623301024.96,1897864194.29,bop_q_g,2024-11-05
2023-11,FI,LATAM,IMPORT,41,CHEMICALS,20033607.24,18240.85,86.805,142.151,0,1,PIPE,CPT,5100,0,8143925784.12,1009742500.45,ext_lt_extratrd,2025-05-19
2024-04,LV,AFR,EXPORT,58,ENERGY,20143108.26,18340.13,87.657,142.487,0,1,RAIL,FCA,6100,0,-464620170.76,3618286944.66,bop_q_f,2024-05-07
2025-09,RO,MEA,IMPORT,75,AGRI_FOOD,20201594.5,18533.23,88.527,141.815,0,1,ROAD,EXW,7100,0,4615738903.43,3363281318.8,ext_lt_intratrd,2025-07-17
2026-02,BG,TUR,EXPORT,92,SERVICES_EST,20305715.23,18653.47,87.984,143.079,0,1,AIR,CIF,A123,0,695783078.84,-5033322482.43,bop_q_c,2024-04-02
2018-07,FR,RUS,IMPORT,10,ELECTRONICS,20393862.28,18760.96,89.68,143.643,0,1,SEA,CFR,4000,1,3273976395.58,-3595048349.33,bop_q_g,2024-04-09
2019-12,LT,CHN,EXPORT,27,METALS,20516043.14,18861.12,89.739,143.185,0,1,POST,FOB,4200,0,-1237911148.91,1708267222.78,ext_lt_extratrd,2025-04-16
2020-05,SK,USA,IMPORT,44,TEXTILES,20613344.14,19062.41,89.558,143.545,0,1,PIPE,DDP,5100,0,-1072113074.61,-4055181559.44,bop_q_f,2025-11-03
2021-10,HR,UK,EXPORT,61,PHARMA,20642005.81,19179.45,90.357,144.1,0,1,RAIL,DPU,6100,0,-2086447397.04,-2499787233.75,ext_lt_intratrd,2025-06-04
2022-03,DE,EFTA,IMPORT,78,VEHICLES,20790348.84,19302.52,90.081,145.449,1,0,ROAD,DAP,7100,0,1035982497.6,1369904599.77,bop_q_c,2025-10-02
2023-08,LU,EA20,EXPORT,95,MACHINERY,20842766.1,19402.81,91.119,145.374,0,1,AIR,CIP,A123,0,3201598606.02,5700054672.59,bop_q_g,2025-11-30
2024-01,SI,EU27_2020,IMPORT,13,CHEMICALS,20917190.35,19543.21,91.075,146.321,1,0,SEA,CPT,4000,0,-3226318977.81,6342091119.81,ext_lt_extratrd,2024-04-22
2025-06,CY,APAC,EXPORT,30,ENERGY,21102234.27,19749.07,92.469,146.435,0,1,POST,FCA,4200,0,8218607434.94,-5665273053.66,bop_q_f,2025-06-05
2026-11,GR,LATAM,IMPORT,47,AGRI_FOOD,21168094.24,19878.36,93.107,146.482,0,1,PIPE,EXW,5100,0,1295914630.79,5501848900.77,ext_lt_intratrd,2024-01-09
2018-04,MT,AFR,EXPORT,64,SERVICES_EST,21237240.17,19953.66,92.496,146.052,0,1,RAIL,CIF,6100,0,1567003833.05,4112099290.67,bop_q_c,2024-09-03
2019-09,ES,MEA,IMPORT,81,ELECTRONICS,21355086.32,20101.94,93.288,146.927,0,1,ROAD,CFR,7100,0,1606852910.96,-15982796.17,bop_q_g,2025-05-11
2020-02,CZ,TUR,EXPORT,98,METALS,21466313.52,20241.07,93.919,148.228,0,1,AIR,FOB,A123,0,3668082091.39,-5047404475.5,ext_lt_extratrd,2025-03-09
2021-07,HU,RUS,IMPORT,16,TEXTILES,21508770.92,20384.14,94.223,148.401,0,1,SEA,DDP,4000,0,-3098690575.03,-1920308502.45,bop_q_f,2026-01-07
2022-12,NL,CHN,EXPORT,33,PHARMA,21638490.98,20493.98,94.755,148.23,0,1,POST,DPU,4200,0,-3654486423.89,-2083357802.08,ext_lt_intratrd,2024-11-04
2023-05,SE,USA,IMPORT,50,VEHICLES,21683205.21,20620.45,94.418,149.477,0,1,PIPE,DAP,5100,0,961092704.74,6588085537.93,bop_q_c,2024-11-29
2024-10,DK,UK,EXPORT,67,MACHINERY,21823617.43,20757.02,95.313,149.049,0,1,RAIL,CIP,6100,0,4412892047.09,6682680193.96,bop_q_g,2025-02-25
2025-03,IE,EFTA,IMPORT,84,CHEMICALS,21872222.05,20910.83,96.717,150.502,0,1,ROAD,CPT,7100,0,4993803767.32,5603588713.13,ext_lt_extratrd,2025-08-22
2026-08,PL,EA20,EXPORT,02,ENERGY,21991956.68,21107.35,96.539,150.409,1,0,AIR,FCA,A123,0,-2483521448.8,2663044611.64,bop_q_f,2024-01-01
2018-01,AT,EU27_2020,IMPORT,19,AGRI_FOOD,22148949.26,21194.25,96.932,149.858,1,0,SEA,EXW,4000,0,1270284464.12,4624222425.59,ext_lt_intratrd,2024-06-19
2019-06,EE,APAC,EXPORT,36,SERVICES_EST,22205383.71,21342.55,97.276,150.342,0,1,POST,CIF,4200,0,5306338759.46,4032587578.24,bop_q_c,2025-08-06
2020-11,IT,LATAM,IMPORT,53,ELECTRONICS,22255020.53,21472.74,98.107,151.09,0,1,PIPE,CFR,5100,0,-2907789145.69,4311176379.45,bop_q_g,2025-08-20
2021-04,PT,AFR,EXPORT,70,METALS,22336695.4,21568.77,97.743,151.245,0,1,RAIL,FOB,6100,0,-2586698444.51,6612208947.76,ext_lt_extratrd,2026-02-25
2022-09,BE,MEA,IMPORT,87,TEXTILES,22506417.94,21756.4,99.108,151.742,0,1,ROAD,DDP,7100,0,1784869657.31,2706347644.21,bop_q_f,2024-08-07
2023-02,FI,TUR,EXPORT,05,PHARMA,22616710.86,21877.95,98.666,152.968,0,1,AIR,DPU,A123,0,-143283522.44,2779175242.92,ext_lt_intratrd,2024-11-04
2024-07,LV,RUS,IMPORT,22,VEHICLES,22652831.81,22046.41,100.086,152.461,0,1,SEA,DAP,4000,0,3031083002.48,-4344157822.26,bop_q_c,2024-07-25
2025-12,RO,CHN,EXPORT,39,MACHINERY,22726361.98,22170.74,99.775,153.462,0,1,POST,CIP,4200,0,-3036311437.01,-4738568005.78,bop_q_g,2025-09-03
2026-05,BG,USA,IMPORT,56,CHEMICALS,22873484.5,22266.87,99.927,153.656,0,1,PIPE,CPT,5100,0,-3286702574.91,286025320.71,ext_lt_extratrd,2024-07-21
2018-10,FR,UK,EXPORT,73,ENERGY,22985906.72,22385.57,100.82,153.99,0,1,RAIL,FCA,6100,0,6756150143.29,3934668245.13,bop_q_f,2024-11-21
2019-03,LT,EFTA,IMPORT,90,AGRI_FOOD,23089349.63,22529.79,102.227,155.062,0,1,ROAD,EXW,7100,0,-3898738736.33,5410560356.86,ext_lt_intratrd,2024-10-03
2020-08,SK,EA20,EXPORT,08,SERVICES_EST,23124008.35,22723.16,101.953,155.332,0,1,AIR,CIF,A123,0,-2809731120.65,798745971.57,bop_q_c,2026-01-28
2021-01,HR,EU27_2020,IMPORT,25,ELECTRONICS,23217942.06,22806.24,102.002,156.422,0,1,SEA,CFR,4000,0,6143866521.71,-4074936574.69,bop_q_g,2024-09-07
2022-06,DE,APAC,EXPORT,42,METALS,23311756.94,22940.1,103.422,155.287,0,1,POST,FOB,4200,0,-1040189002.72,-4395014426.85,ext_lt_extratrd,2025-04-09
2023-11,LU,LATAM,IMPORT,59,TEXTILES,23468408.9,23090.54,103.664,156.965,0,1,PIPE,DDP,5100,0,1787662294.69,6513911340.06,bop_q_f,2024-02-19
2024-04,SI,AFR,EXPORT,76,PHARMA,23527091.63,23193.85,104.34,157.333,0,1,RAIL,DPU,6100,0,5799292008.0,-5439879865.43,ext_lt_intratrd,2025-10-10
2025-09,CY,MEA,IMPORT,93,VEHICLES,23589086.94,23369.06,103.437,156.587,0,1,ROAD,DAP,7100,0,-3393575885.98,3868003776.13,bop_q_c,2025-07-25
2026-02,GR,TUR,EXPORT,11,MACHINERY,23688773.14,23509.35,104.107,158.379,0,1,AIR,CIP,A123,0,7394238135.6,7454430867.81,bop_q_g,2025-10-18
2018-07,MT,RUS,IMPORT,28,CHEMICALS,23796556.3,23676.97,105.114,158.91,0,1,SEA,CPT,4000,1,4409124491.4,6885098335.73,ext_lt_extratrd,2025-02-23
2019-12,ES,CHN,EXPORT,45,ENERGY,23894951.57,23800.65,104.881,158.579,0,1,POST,FCA,4200,0,4438761446.61,-5773905284.56,bop_q_f,2024-06-13
2020-05,CZ,USA,IMPORT,62,AGRI_FOOD,23997698.1,23919.99,106.028,159.031,0,1,PIPE,EXW,5100,0,-1850545061.58,-2824802897.84,ext_lt_intratrd,2025-10-21
2021-10,HU,UK,EXPORT,79,SERVICES_EST,24077642.82,24045.93,106.217,159.329,0,1,RAIL,CIF,6100,0,5938432019.36,4939526361.05,bop_q_c,2025-12-24
2022-03,NL,EFTA,IMPORT,96,ELECTRONICS,24199350.13,24154.62,107.179,160.229,1,0,ROAD,CFR,7100,0,-3828165455.03,-272439265.44,bop_q_g,2024-05-14
2023-08,SE,EA20,EXPORT,14,METALS,24244228.36,24282.39,107.238,160.671,1,0,AIR,FOB,A123,0,8815698822.14,2344087226.69,ext_lt_extratrd,2024-12-11
2024-01,DK,EU27_2020,IMPORT,31,TEXTILES,24410744.32,24409.74,107.843,160.612,1,0,SEA,DDP,4000,0,-3030571985.65,-951668735.69,bop_q_f,2025-02-06
2025-06,IE,APAC,EXPORT,48,PHARMA,24431538.06,24619.45,108.227,160.408,0,1,POST,DPU,4200,0,3247946231.46,1457838079.56,ext_lt_intratrd,2024-12-02
2026-11,PL,LATAM,IMPORT,65,VEHICLES,24587551.06,24708.26,108.12,161.395,0,1,PIPE,DAP,5100,0,6376516591.87,2167452153.8,bop_q_c,2024-09-25
2018-04,AT,AFR,EXPORT,82,MACHINERY,24698082.58,24818.95,109.921,162.23,0,1,RAIL,CIP,6100,0,8439278421.31,4925807353.15,bop_q_g,2024-12-20
2019-09,EE,MEA,IMPORT,99,CHEMICALS,24789568.94,25018.79,109.093,162.889,0,1,ROAD,CPT,7100,0,268679005.08,2303190413.13,ext_lt_extratrd,2025-11-20
2020-02,IT,TUR,EXPORT,17,ENERGY,24813466.18,25082.3,110.669,162.26,0,1,AIR,FCA,A123,0,963753929.31,-2253293239.47,bop_q_f,2024-04-10
2021-07,PT,RUS,IMPORT,34,AGRI_FOOD,24988254.42,25230.53,110.661,163.927,0,1,SEA,EXW,4000,1,2101957274.61,2660987926.29,ext_lt_intratrd,2025-01-25
2022-12,BE,CHN,EXPORT,51,SERVICES_EST,24996988.61,25335.01,110.969,164.327,0,1,POST,CIF,4200,0,-1361088671.04,6697215520.75,bop_q_c,2024-08-03
2023-05,FI,USA,IMPORT,68,ELECTRONICS,25189338.09,25542.4,111.439,163.908,0,1,PIPE,CFR,5100,0,3019987828.11,-3898114543.72,bop_q_g,2025-04-03
2024-10,LV,UK,EXPORT,85,METALS,25277043.76,25664.84,111.825,164.482,0,1,RAIL,FOB,6100,0,8759134926.6,859829489.84,ext_lt_extratrd,2025-07-03
2025-03,RO,EFTA,IMPORT,03,TEXTILES,25376500.24,25793.37,112.411,164.227,0,1,ROAD,DDP,7100,0,2219421401.68,3424527910.05,bop_q_f,2025-02-07
2026-08,BG,EA20,EXPORT,20,PHARMA,25448884.14,25880.01,112.375,166.046,1,0,AIR,DPU,A123,0,721991641.51,3087177716.59,ext_lt_intratrd,2024-06-12
2018-01,FR,EU27_2020,IMPORT,37,VEHICLES,25488540.86,26062.79,113.826,165.847,0,1,SEA,DAP,4000,0,2608667896.36,7037688446.55,bop_q_c,2025-06-20
2019-06,LT,APAC,EXPORT,54,MACHINERY,25606754.7,26214.87,113.4,165.887,0,1,POST,CIP,4200,0,-675083899.68,528937911.03,bop_q_g,2025-02-13
2020-11,SK,LATAM,IMPORT,71,CHEMICALS,25700926.19,26350.19,114.343,167.096,0,1,PIPE,CPT,5100,0,4483115289.73,1914125256.42,ext_lt_extratrd,2025-01-02
2021-04,HR,AFR,EXPORT,88,ENERGY,25792050.22,26417.08,113.989,166.939,0,1,RAIL,FCA,6100,0,8700190215.62,-487575284.43,bop_q_f,2024-02-28
2022-09,DE,MEA,IMPORT,06,AGRI_FOOD,25882423.63,26593.83,114.233,166.923,0,1,ROAD,EXW,7100,0,180211451.15,-5228675949.2,ext_lt_intratrd,2025-08-04
2023-02,LU,TUR,EXPORT,23,SERVICES_EST,26001886.78,26757.13,116.148,168.451,0,1,AIR,CIF,A123,0,5572412962.27,2038995132.05,bop_q_c,2024-11-25
2024-07,SI,RUS,IMPORT,40,ELECTRONICS,26122033.14,26907.24,116.066,167.765,0,1,SEA,CFR,4000,1,3605775770.45,-1921729708.67,bop_q_g,2025-12-05
2025-12,CY,CHN,EXPORT,57,METALS,26194241.35,27040.67,116.207,167.92,0,1,POST,FOB,4200,0,4046585814.64,6570264525.29,ext_lt_extratrd,2026-01-19
2026-05,GR,USA,IMPORT,74,TEXTILES,26306983.44,27118.55,116.559,168.632,0,1,PIPE,DDP,5100,0,3968931098.8,-5609725215.56,bop_q_f,2024-10-08
2018-10,MT,UK,EXPORT,91,PHARMA,26416162.08,27230.6,116.524,168.845,0,1,RAIL,DPU,6100,0,6324399326.88,6395555801.69,ext_lt_intratrd,2024-10-10
2019-03,ES,EFTA,IMPORT,09,VEHICLES,26442293.35,27421.88,118.321,169.779,0,1,ROAD,DAP,7100,0,1129559074.58,8058896123.58,bop_q_c,2024-11-16
2020-08,CZ,EA20,EXPORT,26,MACHINERY,26607295.86,27593.85,118.801,170.504,0,1,AIR,CIP,A123,0,6033503562.9,3373911127.13,bop_q_g,2025-02-09
2021-01,HU,EU27_2020,IMPORT,43,CHEMICALS,26709508.38,27682.69,118.914,171.519,1,0,SEA,CPT,4000,0,6382524327.68,-1663805022.28,ext_lt_extratrd,2025-12-15
2022-06,NL,APAC,EXPORT,60,ENERGY,26804296.95,27860.01,119.275,170.457,0,1,POST,FCA,4200,0,2131273512.54,5016542132.76,bop_q_f,2024-10-27
2023-11,SE,LATAM,IMPORT,77,AGRI_FOOD,26867382.97,27936.27,119.356,172.157,0,1,PIPE,EXW,5100,0,4382560330.19,-3697727118.32,ext_lt_intratrd,2025-01-19
2024-04,DK,AFR,EXPORT,94,SERVICES_EST,26943828.69,28041.51,119.174,172.03,0,1,RAIL,CIF,6100,0,-3340467531.9,-327270473.55,bop_q_c,2025-02-01
2025-09,IE,MEA,IMPORT,12,ELECTRONICS,27082011.09,28219.64,121.127,172.55,0,1,ROAD,CFR,7100,0,-786783001.0,-4873191422.94,bop_q_g,2024-02-14
2026-02,PL,TUR,EXPORT,29,METALS,27151173.93,28307.43,120.571,173.646,0,1,AIR,FOB,A123,0,6371784687.01,-4661595683.89,ext_lt_extratrd,2024-09-16
2018-07,AT,RUS,IMPORT,46,TEXTILES,27205957.79,28460.71,121.847,172.945,0,1,SEA,DDP,4000,1,-2830451054.0,-2895267855.7,bop_q_f,2025-01-07
2019-12,EE,CHN,EXPORT,63,PHARMA,27326523.11,28578.17,121.577,173.529,0,1,POST,DPU,4200,0,-659801501.4,-1254171844.55,ext_lt_intratrd,2025-07-15
2020-05,IT,USA,IMPORT,80,VEHICLES,27457775.52,28806.91,121.925,173.537,0,1,PIPE,DAP,5100,0,125771664.53,-1991280524.19,bop_q_c,2024-03-07
2021-10,PT,UK,EXPORT,97,MACHINERY,27511582.85,28932.32,123.167,174.637,0,1,RAIL,CIP,6100,0,-323945561.27,1965668614.21,bop_q_g,2024-03-14
2022-03,BE,EFTA,IMPORT,15,CHEMICALS,27606158.91,29043.76,123.373,175.079,1,1,ROAD,CPT,7100,0,-7437577.25,857502387.84,ext_lt_extratrd,2026-02-15
2023-08,FI,EA20,EXPORT,32,ENERGY,27728118.54,29144.73,124.148,175.972,1,1,AIR,FCA,A123,0,-2298455442.84,5294743098.99,bop_q_f,2025-09-01
2024-01,LV,EU27_2020,IMPORT,49,AGRI_FOOD,27776766.39,29328.64,123.236,74.662,1,0,SEA,EXW,4000,0,5232606650.56,3110114957.61,ext_lt_intratrd,2025-02-02
2025-06,RO,APAC,EXPORT,66,SERVICES_EST,27909675.57,29474.09,124.856,74.86,0,1,POST,CIF,4200,0,-2253530453.78,5667805954.7,bop_q_c,2025-10-29
2026-11,BG,LATAM,IMPORT,83,ELECTRONICS,27970233.32,29546.23,124.16,75.436,0,1,PIPE,CFR,5100,0,-1229341255.86,-3954416621.25,bop_q_g,2025-01-10
2018-04,FR,AFR,EXPORT,01,METALS,28083424.45,29671.13,125.488,76.545,0,1,RAIL,FOB,6100,0,-4478040836.9,-2312080275.9,ext_lt_extratrd,2025-10-07
2019-09,LT,MEA,IMPORT,18,TEXTILES,28190805.21,29844.39,125.612,76.045,0,1,ROAD,DDP,7100,0,2360216560.92,-2494289167.93,bop_q_f,2025-05-24
2020-02,SK,TUR,EXPORT,35,PHARMA,28233726.57,29980.79,125.88,77.622,0,1,AIR,DPU,A123,0,2302897065.52,-3772709121.12,ext_lt_intratrd,2024-07-19
2021-07,HR,RUS,IMPORT,52,VEHICLES,28352247.29,30085.91,127.083,77.24,0,1,SEA,DAP,4000,0,-4791115981.57,2025574368.6,bop_q_c,2024-08-05
2022-12,DE,CHN,EXPORT,69,MACHINERY,28505991.45,30277.74,127.651,77.71,0,1,POST,CIP,4200,0,-4461201581.68,-4459643430.2,bop_q_g,2025-01-08
2023-05,LU,USA,IMPORT,86,CHEMICALS,28530949.31,30331.97,126.91,77.706,0,1,PIPE,CPT,5100,0,516135363.74,-1950699986.67,ext_lt_extratrd,2025-06-25
2024-10,SI,UK,EXPORT,04,ENERGY,28670752.41,30477.74,128.162,79.135,0,1,RAIL,FCA,6100,0,4489975478.95,-1093495487.38,bop_q_f,2024-11-03
2025-03,CY,EFTA,IMPORT,21,AGRI_FOOD,28778175.1,30627.8,127.867,78.734,1,0,ROAD,EXW,7100,0,4093799711.04,3524562682.62,ext_lt_intratrd,2025-10-02
2026-08,GR,EA20,EXPORT,38,SERVICES_EST,28839858.66,30780.31,129.102,78.934,0,1,AIR,CIF,A123,0,4648224729.91,7098609815.94,bop_q_c,2025-12-03
2018-01,MT,EU27_2020,IMPORT,55,ELECTRONICS,28912049.47,30938.02,129.362,79.545,1,0,SEA,CFR,4000,0,4839866094.54,5853602347.18,bop_q_g,2025-03-14
2019-06,ES,APAC,EXPORT,72,METALS,29083990.36,31065.44,129.879,79.764,0,1,POST,FOB,4200,0,7697687187.47,-6542831964.28,ext_lt_extratrd,2024-01-17
2020-11,CZ,LATAM,IMPORT,89,TEXTILES,29162467.9,31160.61,129.977,80.878,0,1,PIPE,DDP,5100,0,5775117173.93,-3897730645.21,bop_q_f,2025-03-16
2021-04,HU,AFR,EXPORT,07,PHARMA,29230142.17,31283.07,130.966,81.15,0,1,RAIL,DPU,6100,0,-4289834117.14,438413641.94,ext_lt_intratrd,2025-04-04
2022-09,NL,MEA,IMPORT,24,VEHICLES,29348328.21,31468.51,130.799,82.347,0,1,ROAD,DAP,7100,0,-956613921.07,-4871195547.11,bop_q_c,2025-02-28
2023-02,SE,TUR,EXPORT,41,MACHINERY,29449324.41,31547.54,131.507,82.277,0,1,AIR,CIP,A123,0,2823341883.74,2805091680.89,bop_q_g,2025-11-09
2024-07,DK,RUS,IMPORT,58,CHEMICALS,29521001.94,31712.27,131.516,83.282,0,1,SEA,CPT,4000,1,4676258768.49,-4403201841.08,ext_lt_extratrd,2025-11-19
2025-12,IE,CHN,EXPORT,75,ENERGY,29624734.84,31873.7,133.127,82.925,0,1,POST,FCA,4200,0,5632089044.89,4378747116.4,bop_q_f,2024-09-29
2026-05,PL,USA,IMPORT,92,AGRI_FOOD,29707791.71,31961.65,132.848,83.331,0,1,PIPE,EXW,5100,0,5833269487.96,4419660150.33,ext_lt_intratrd,2025-02-20
2018-10,AT,UK,EXPORT,10,SERVICES_EST,29745458.19,32178.52,133.943,84.402,0,1,RAIL,CIF,6100,0,-2291043934.54,-4231936262.29,bop_q_c,2025-02-03
2019-03,EE,EFTA,IMPORT,27,ELECTRONICS,29885395.74,32279.52,133.512,84.679,1,0,ROAD,CFR,7100,0,-2246630475.13,-2634510645.62,bop_q_g,2025-08-15
2020-08,IT,EA20,EXPORT,44,METALS,30014181.46,32361.91,134.47,84.798,1,0,AIR,FOB,A123,0,-898135204.69,2268702541.23,ext_lt_extratrd,2025-08-04
2021-01,PT,EU27_2020,IMPORT,61,TEXTILES,30091278.12,32507.41,135.022,85.75,1,0,SEA,DDP,4000,0,-2593400875.65,-2992902594.94,bop_q_f,2024-12-06
2022-06,BE,APAC,EXPORT,78,PHARMA,30152905.32,32627.55,135.598,85.894,0,1,POST,DPU,4200,0,4654573005.6,-2769051971.85,ext_lt_intratrd,2024-01-18
2023-11,FI,LATAM,IMPORT,95,VEHICLES,30294837.71,32776.04,135.374,85.938,0,1,PIPE,DAP,5100,0,-2615564630.39,-4308163313.41,bop_q_c,2026-01-14
2024-04,LV,AFR,EXPORT,13,MACHINERY,30381091.84,32946.73,136.078,86.373,0,1,RAIL,CIP,6100,0,5932828773.79,3491821260.62,bop_q_g,2024-10-29
2025-09,RO,MEA,IMPORT,30,CHEMICALS,30509448.84,33062.95,136.888,86.738,0,1,ROAD,CPT,7100,0,-3452769789.92,2350083975.6,ext_lt_extratrd,2024-11-14
2026-02,BG,TUR,EXPORT,47,ENERGY,30547949.51,33190.57,137.211,87.557,0,1,AIR,FCA,A123,0,-3802850811.02,-4619367475.47,bop_q_f,2024-02-07
2018-07,FR,RUS,IMPORT,64,AGRI_FOOD,30673730.67,33351.91,137.572,86.828,0,1,SEA,EXW,4000,1,3047758208.55,-1957840155.8,ext_lt_intratrd,2024-10-20
2019-12,LT,CHN,EXPORT,81,SERVICES_EST,30720780.17,33463.74,137.791,88.246,0,1,POST,CIF,4200,0,1547348105.43,-3865302245.43,bop_q_c,2025-08-17
2020-05,SK,USA,IMPORT,98,ELECTRONICS,30790781.61,33606.87,138.741,87.715,0,1,PIPE,CFR,5100,0,6938966129.11,507380317.44,bop_q_g,2024-03-19
2021-10,HR,UK,EXPORT,16,METALS,30972520.6,33722.84,138.927,89.38,0,1,RAIL,FOB,6100,0,4683435222.22,3009429116.53,ext_lt_extratrd,2025-05-12
2022-03,DE,EFTA,IMPORT,33,TEXTILES,30985728.25,33896.5,139.38,88.851,1,0,ROAD,DDP,7100,0,4289783331.42,5197052420.32,bop_q_f,2025-04-26
2023-08,LU,EA20,EXPORT,50,PHARMA,31116773.26,34019.25,140.264,90.474,0,1,AIR,DPU,A123,0,1648932003.62,158647401.07,ext_lt_intratrd,2024-10-11
2024-01,SI,EU27_2020,IMPORT,67,VEHICLES,31201837.47,34180.26,140.166,89.797,1,0,SEA,DAP,4000,0,8098936473.76,2565252790.45,bop_q_c,2025-04-30
2025-06,CY,APAC,EXPORT,84,MACHINERY,31353277.3,34279.28,140.152,89.852,0,1,POST,CIP,4200,0,-2940059658.65,-4051696182.99,bop_q_g,2024-02-01
2026-11,GR,LATAM,IMPORT,02,CHEMICALS,31403003.16,34449.95,140.831,91.11,0,1,PIPE,CPT,5100,0,5783589869.5,-6062851197.44,ext_lt_extratrd,2024-10-22
2018-04,MT,AFR,EXPORT,19,ENERGY,31466845.44,34560.8,141.776,92.179,0,1,RAIL,FCA,6100,0,-1841057095.01,-4951024017.68,bop_q_f,2024-02-13
2019-09,ES,MEA,IMPORT,36,AGRI_FOOD,31597533.9,34686.25,141.213,92.581,0,1,ROAD,EXW,7100,0,3940019083.51,1700263490.54,ext_lt_intratrd,2025-02-20
2020-02,CZ,TUR,EXPORT,53,SERVICES_EST,31679860.07,34785.92,142.096,93.008,0,1,AIR,CIF,A123,0,6183419045.71,6623936016.49,bop_q_c,2024-07-11
2021-07,HU,RUS,IMPORT,70,ELECTRONICS,31775794.34,34970.17,143.121,92.384,0,1,SEA,CFR,4000,1,-3737760437.91,588538527.42,bop_q_g,2024-10-03
2022-12,NL,CHN,EXPORT,87,METALS,31852447.9,35059.64,143.845,93.145,0,1,POST,FOB,4200,0,-3947275511.86,-4276692071.68,ext_lt_extratrd,2024-07-22
2023-05,SE,USA,IMPORT,05,TEXTILES,32026765.3,35224.47,143.747,93.748,0,1,PIPE,DDP,5100,0,4117164261.46,1938142352.35,bop_q_f,2025-08-06
2024-10,DK,UK,EXPORT,22,PHARMA,32069921.43,35363.1,143.993,94.348,0,1,RAIL,DPU,6100,0,848086872.88,-3854395560.61,ext_lt_intratrd,2024-01-14
2025-03,IE,EFTA,IMPORT,39,VEHICLES,32211910.38,35494.94,144.581,94.291,0,1,ROAD,DAP,7100,0,3201077622.78,6133491376.77,bop_q_c,2024-02-24
2026-08,PL,EA20,EXPORT,56,MACHINERY,32280098.55,35678.29,144.469,94.566,1,0,AIR,CIP,A123,0,-341826368.19,1314404939.22,bop_q_g,2024-03-08
2018-01,AT,EU27_2020,IMPORT,73,CHEMICALS,32326667.75,35733.43,145.46,94.841,0,1,SEA,CPT,4000,0,1907152573.58,5348580257.05,ext_lt_extratrd,2026-02-15
2019-06,EE,APAC,EXPORT,90,ENERGY,32471227.58,35927.84,145.607,95.167,0,1,POST,FCA,4200,0,4979460216.66,-146308565.69,bop_q_f,2025-03-25
2020-11,IT,LATAM,IMPORT,08,AGRI_FOOD,32572103.35,36056.29,147.207,96.085,0,1,PIPE,EXW,5100,0,5447491099.29,3299176376.58,ext_lt_intratrd,2024-12-22
2021-04,PT,AFR,EXPORT,25,SERVICES_EST,32686928.05,36213.67,146.996,96.904,0,1,RAIL,CIF,6100,0,5232295050.88,7142021296.73,bop_q_c,2025-05-10
2022-09,BE,MEA,IMPORT,42,ELECTRONICS,32775149.54,36332.63,147.056,97.168,0,1,ROAD,CFR,7100,0,4247610655.97,754874194.81,bop_q_g,2025-11-14
2023-02,FI,TUR,EXPORT,59,METALS,32823015.48,36419.5,147.375,97.993,0,1,AIR,FOB,A123,0,8328902873.54,-4945392849.51,ext_lt_extratrd,2024-08-28
2024-07,LV,RUS,IMPORT,76,TEXTILES,32914971.54,36624.3,147.964,97.749,0,1,SEA,DDP,4000,1,7109910241.45,-4856659710.69,bop_q_f,2024-10-02
2025-12,RO,CHN,EXPORT,93,PHARMA,33032752.16,36706.92,148.527,98.483,0,1,POST,DPU,4200,0,821453707.71,617142875.12,ext_lt_intratrd,2024-05-31
