tax_customs_reference_month,tax_customs_country_iso2,tax_customs_customs_office_code,tax_customs_partner_country_iso2,tax_customs_hs2_code,tax_customs_tariff_rate_pct,tax_customs_customs_value_eur,tax_customs_duty_collected_eur,tax_customs_antidumping_duty_flag,tax_customs_sanctions_goods_flag,tax_customs_risk_channel_code,tax_customs_phytosanitary_control_flag,tax_customs_security_safety_declaration_flag,tax_customs_clearance_time_hours_median,tax_customs_post_clearance_audit_flag,tax_customs_infringement_case_count,tax_customs_aep_authorised_economic_operator_flag,tax_customs_import_one_stop_shop_ioss_flag,tax_customs_data_source,tax_customs_data_extract_date
2019-12,LV,LVCUST096,PL,56,16.341,7609668.9,908636.95,0,0,RED,1,1,29.43,0,13,0,0,FRAUD_RISK_SYSTEM,2025-03-15
2020-01,MT,MTCUST097,US,67,16.702,7683961.44,1183318.33,0,0,GREEN,0,1,70.63,1,21,0,0,NATIONAL_CUSTOMS_ADMIN,2024-05-24
2020-02,PT,PTCUST098,CA,78,14.925,7726207.65,936163.23,0,0,YELLOW,0,1,15.14,0,45,0,0,ICS2_AGGREGATE,2024-10-24
2020-03,SI,SICUST099,AU,89,10.078,7781496.12,631144.57,0,0,RED,0,1,45.88,0,38,1,0,TARIC_ANALYTICS,2025-11-03
2020-04,AT,ATCUST100,DK,01,13.004,7831723.43,816275.69,0,0,GREEN,1,1,43.57,0,6,1,1,FRAUD_RISK_SYSTEM,2025-07-14
2020-05,HR,HRCUST101,IE,12,6.204,7912948.46,450433.15,0,0,YELLOW,0,1,61.91,0,33,0,0,NATIONAL_CUSTOMS_ADMIN,2025-12-22
2020-06,DK,DKCUST102,PL,23,15.57,7942507.67,586777.13,0,0,RED,0,1,53.32,1,45,0,1,ICS2_AGGREGATE,2025-03-01
2020-07,FR,FRCUST103,US,34,0.079,7991659.31,3810.72,0,0,GREEN,0,1,11.95,0,19,1,1,TARIC_ANALYTICS,2025-06-23
2020-08,HU,HUCUST104,CA,45,5.2,8053278.04,362480.93,1,0,YELLOW,0,0,12.7,1,12,1,0,FRAUD_RISK_SYSTEM,2026-02-03
2020-09,LV,LVCUST105,AU,56,7.999,8127397.95,699815.5,0,0,RED,0,1,116.27,0,2,0,0,NATIONAL_CUSTOMS_ADMIN,2025-10-26
2020-10,MT,MTCUST106,DK,67,5.736,8182401.38,464076.28,0,0,GREEN,0,1,46.25,0,37,1,1,ICS2_AGGREGATE,2025-10-21
2020-11,PT,PTCUST107,IE,78,8.039,8241879.41,341759.83,0,0,YELLOW,0,1,32.41,0,0,1,1,TARIC_ANALYTICS,2024-03-08
2020-12,SI,SICUST108,PL,89,13.468,8305428.57,1001647.54,0,0,RED,0,1,56.14,1,18,0,0,FRAUD_RISK_SYSTEM,2024-06-13
2021-01,AT,ATCUST109,US,01,4.649,8348087.63,405646.38,0,0,GREEN,1,1,63.57,0,23,0,1,NATIONAL_CUSTOMS_ADMIN,2025-06-29
2021-02,HR,HRCUST110,CA,12,7.77,8381564.13,598968.39,1,0,YELLOW,1,1,85.44,0,6,0,0,ICS2_AGGREGATE,2025-10-06
2021-03,DK,DKCUST111,AU,23,16.542,8440483.09,1480685.81,0,0,RED,1,1,75.06,0,26,0,0,TARIC_ANALYTICS,2024-07-06
2021-04,FR,FRCUST112,DK,34,4.163,8493913.49,368926.03,0,0,GREEN,0,0,31.07,0,23,0,1,FRAUD_RISK_SYSTEM,2024-09-23
2021-05,HU,HUCUST113,IE,45,15.193,8553424.59,1170708.65,0,0,YELLOW,0,1,76.05,0,7,0,1,NATIONAL_CUSTOMS_ADMIN,2024-07-07
2021-06,LV,LVCUST114,PL,56,0.002,8607528.81,187.31,0,0,RED,0,1,102.37,1,23,0,0,ICS2_AGGREGATE,2024-01-13
2021-07,MT,MTCUST115,US,67,10.842,8687708.42,495370.93,0,1,GREEN,0,1,15.81,1,13,0,0,TARIC_ANALYTICS,2024-09-04
2021-08,PT,PTCUST116,CA,78,8.066,8712331.5,606932.59,0,0,YELLOW,0,1,83.12,0,22,0,1,FRAUD_RISK_SYSTEM,2024-09-13
2021-09,SI,SICUST117,AU,89,14.589,8758707.96,664170.39,0,0,RED,0,1,42.47,0,19,0,0,NATIONAL_CUSTOMS_ADMIN,2026-01-31
2021-10,AT,ATCUST118,DK,01,9.238,8831260.91,729569.19,1,0,GREEN,1,1,50.39,0,33,1,0,ICS2_AGGREGATE,2025-08-16
2021-11,HR,HRCUST119,IE,12,5.743,8902726.33,281760.01,0,0,YELLOW,0,0,71.81,0,33,0,0,TARIC_ANALYTICS,2025-01-03
2021-12,DK,DKCUST120,PL,23,11.728,8940957.61,856416.74,0,0,RED,0,1,44.68,1,31,0,0,FRAUD_RISK_SYSTEM,2025-01-07
2022-01,FR,FRCUST001,US,34,5.921,9013600.96,515360.47,0,0,GREEN,0,0,9.83,1,35,1,0,NATIONAL_CUSTOMS_ADMIN,2025-06-09
2022-02,HU,HUCUST002,CA,45,5.933,9041107.82,437741.83,0,0,YELLOW,0,1,79.57,1,19,0,1,ICS2_AGGREGATE,2025-04-26
2022-03,LV,LVCUST003,AU,56,13.319,9122386.2,864562.59,0,0,RED,0,1,54.86,0,24,0,0,TARIC_ANALYTICS,2025-04-21
2022-04,MT,MTCUST004,DK,67,4.547,9163973.91,207706.06,0,0,GREEN,0,1,56.93,1,8,0,0,FRAUD_RISK_SYSTEM,2025-08-20
2022-05,PT,PTCUST005,IE,78,10.346,9208700.78,654032.4,1,0,YELLOW,0,0,41.07,0,27,0,0,NATIONAL_CUSTOMS_ADMIN,2024-02-01
2022-06,SI,SICUST006,PL,89,11.467,9280819.18,852440.41,0,0,RED,0,0,112.69,0,32,0,0,ICS2_AGGREGATE,2025-12-14
2022-07,AT,ATCUST007,US,01,9.123,9347351.82,477601.35,0,0,GREEN,0,1,70.46,1,19,1,0,TARIC_ANALYTICS,2025-02-20
2022-08,HR,HRCUST008,CA,12,4.343,9403002.21,199637.15,0,0,YELLOW,0,0,38.58,0,25,0,0,FRAUD_RISK_SYSTEM,2025-07-30
2022-09,DK,DKCUST009,AU,23,2.999,9449662.73,181135.49,0,0,RED,1,0,54.33,0,45,0,1,NATIONAL_CUSTOMS_ADMIN,2024-06-09
2022-10,FR,FRCUST010,DK,34,10.61,9490142.09,866930.68,0,0,GREEN,0,1,69.92,1,13,0,1,ICS2_AGGREGATE,2024-10-24
2022-11,HU,HUCUST011,IE,45,4.67,9533137.0,202849.71,0,0,YELLOW,1,1,64.76,0,0,1,1,TARIC_ANALYTICS,2024-06-21
2022-12,LV,LVCUST012,PL,56,2.885,9591133.18,160327.97,0,0,RED,0,1,53.08,0,36,0,1,FRAUD_RISK_SYSTEM,2025-01-25
2023-01,MT,MTCUST013,US,67,9.234,9636128.21,965394.56,0,0,GREEN,0,1,49.78,0,17,1,0,NATIONAL_CUSTOMS_ADMIN,2025-09-09
2023-02,PT,PTCUST014,CA,78,1.24,9718687.93,102122.06,0,0,YELLOW,1,1,71.2,0,2,1,1,ICS2_AGGREGATE,2025-03-25
2023-03,SI,SICUST015,AU,89,15.231,9755914.21,1040025.88,0,0,RED,0,1,41.18,1,9,0,0,TARIC_ANALYTICS,2025-12-15
2023-04,AT,ATCUST016,DK,01,14.606,9815335.55,1173877.71,0,0,GREEN,1,1,53.14,0,40,1,1,FRAUD_RISK_SYSTEM,2024-04-30
2023-05,HR,HRCUST017,IE,12,2.082,9879566.65,208821.35,0,0,YELLOW,0,0,53.28,1,33,0,1,NATIONAL_CUSTOMS_ADMIN,2024-07-26
2023-06,DK,DKCUST018,PL,23,4.63,9916437.57,332261.61,0,0,RED,0,1,61.88,0,7,0,0,ICS2_AGGREGATE,2025-03-20
2023-07,FR,FRCUST019,US,34,12.295,10013483.46,780497.25,0,0,GREEN,0,0,16.39,1,0,0,0,TARIC_ANALYTICS,2025-12-13
2023-08,HU,HUCUST020,CA,45,13.413,10038620.42,1007540.24,0,0,YELLOW,0,0,60.52,0,43,0,1,FRAUD_RISK_SYSTEM,2024-05-15
2023-09,LV,LVCUST021,AU,56,0.38,10077612.72,33843.99,0,0,RED,1,1,25.13,0,5,0,1,NATIONAL_CUSTOMS_ADMIN,2025-02-15
2023-10,MT,MTCUST022,DK,67,15.568,10154927.78,999064.34,0,0,GREEN,1,1,67.16,0,18,0,1,ICS2_AGGREGATE,2024-07-15
2023-11,PT,PTCUST023,IE,78,10.091,10186051.76,570817.63,0,0,YELLOW,0,0,9.87,0,7,0,0,TARIC_ANALYTICS,2025-02-23
2023-12,SI,SICUST024,PL,89,11.387,10252385.3,1029859.91,0,0,RED,0,1,38.88,0,15,0,0,FRAUD_RISK_SYSTEM,2024-04-20
2024-01,AT,ATCUST025,US,01,5.139,10333153.59,374221.91,1,0,GREEN,1,1,20.66,1,44,0,1,NATIONAL_CUSTOMS_ADMIN,2024-07-31
2024-02,HR,HRCUST026,CA,12,12.96,10362600.98,903522.95,0,0,YELLOW,0,1,88.28,1,12,0,0,ICS2_AGGREGATE,2025-09-06
2024-03,DK,DKCUST027,AU,23,8.891,10433318.4,852441.81,0,0,RED,1,1,82.27,0,1,0,1,TARIC_ANALYTICS,2025-02-28
2024-04,FR,FRCUST028,DK,34,3.653,10490423.83,267168.99,0,0,GREEN,0,1,61.57,0,22,0,1,FRAUD_RISK_SYSTEM,2024-12-09
2024-05,HU,HUCUST029,IE,45,0.452,10531781.45,33235.0,0,0,YELLOW,0,1,22.86,0,22,0,1,NATIONAL_CUSTOMS_ADMIN,2025-06-15
2024-06,LV,LVCUST030,PL,56,9.213,10603627.13,489301.96,0,0,RED,0,1,17.58,0,27,0,0,ICS2_AGGREGATE,2024-02-13
2024-07,MT,MTCUST031,US,67,7.175,10670027.26,522842.56,0,0,GREEN,0,1,43.71,1,37,0,1,TARIC_ANALYTICS,2024-11-06
2024-08,PT,PTCUST032,CA,78,14.369,10692902.25,903609.75,0,0,YELLOW,0,0,84.64,0,4,0,0,FRAUD_RISK_SYSTEM,2024-03-09
2024-09,SI,SICUST033,AU,89,12.165,10755675.99,818113.24,0,0,RED,0,1,36.05,0,10,1,1,NATIONAL_CUSTOMS_ADMIN,2025-03-11
2024-10,AT,ATCUST034,DK,01,13.369,10797149.11,1580593.7,0,0,GREEN,0,1,20.29,0,6,0,1,ICS2_AGGREGATE,2026-01-04
2024-11,HR,HRCUST035,IE,12,15.495,10861189.13,797130.08,0,0,YELLOW,0,0,34.6,0,6,0,0,TARIC_ANALYTICS,2024-04-09
2024-12,DK,DKCUST036,PL,23,2.989,10922662.28,338221.19,0,0,RED,0,1,104.7,1,26,0,1,FRAUD_RISK_SYSTEM,2024-08-25
2025-01,FR,FRCUST037,US,34,2.115,10971006.95,112373.19,0,0,GREEN,0,0,30.49,0,35,0,0,NATIONAL_CUSTOMS_ADMIN,2025-09-04
2025-02,HU,HUCUST038,CA,45,5.408,11024582.24,632595.09,0,0,YELLOW,0,1,27.42,0,21,0,1,ICS2_AGGREGATE,2024-11-17
2025-03,LV,LVCUST039,AU,56,11.675,11085891.67,1361648.64,0,0,RED,0,1,114.68,0,14,0,0,TARIC_ANALYTICS,2025-06-17
2025-04,MT,MTCUST040,DK,67,9.354,11167716.88,720367.83,0,1,GREEN,0,1,71.62,0,8,0,0,FRAUD_RISK_SYSTEM,2024-03-30
2025-05,PT,PTCUST041,IE,78,16.404,11222729.94,1307938.93,0,0,YELLOW,0,1,49.51,0,31,0,1,NATIONAL_CUSTOMS_ADMIN,2024-03-09
2025-06,SI,SICUST042,PL,89,11.754,11273213.41,1193509.54,0,0,RED,0,1,31.45,1,33,1,1,ICS2_AGGREGATE,2024-02-12
2025-07,AT,ATCUST043,US,01,13.333,11318855.47,949001.75,0,0,GREEN,1,1,44.82,0,39,0,1,TARIC_ANALYTICS,2025-10-04
2025-08,HR,HRCUST044,CA,12,7.275,11385284.5,905882.29,0,0,YELLOW,1,1,19.42,1,41,1,1,FRAUD_RISK_SYSTEM,2024-05-28
2025-09,DK,DKCUST045,AU,23,9.197,11436870.42,942009.1,0,0,RED,0,1,75.26,1,39,1,0,NATIONAL_CUSTOMS_ADMIN,2026-01-27
2025-10,FR,FRCUST046,DK,34,15.657,11455242.55,1238569.59,1,0,GREEN,0,1,56.53,1,35,1,0,ICS2_AGGREGATE,2025-06-19
2025-11,HU,HUCUST047,IE,45,9.646,11527813.68,735091.83,0,0,YELLOW,0,1,10.46,1,2,0,0,TARIC_ANALYTICS,2025-02-24
2025-12,LV,LVCUST048,PL,56,1.699,11561456.59,160613.32,0,0,RED,1,1,69.08,0,43,0,0,FRAUD_RISK_SYSTEM,2025-06-06
2026-01,MT,MTCUST049,US,67,6.017,11623292.19,633998.66,0,1,GREEN,0,1,70.8,0,5,0,0,NATIONAL_CUSTOMS_ADMIN,2024-01-04
2026-02,PT,PTCUST050,CA,78,15.948,11677550.86,2038342.61,0,0,YELLOW,1,1,3.5,1,17,0,0,ICS2_AGGREGATE,2024-09-12
2026-03,SI,SICUST051,AU,89,2.937,11741690.08,177021.94,0,0,RED,0,1,68.59,1,6,1,0,TARIC_ANALYTICS,2024-02-23
2026-04,AT,ATCUST052,DK,01,13.423,11803855.91,1710475.77,0,0,GREEN,0,1,9.72,0,36,0,0,FRAUD_RISK_SYSTEM,2025-08-15
2026-05,HR,HRCUST053,IE,12,1.867,11847537.99,241344.76,0,0,YELLOW,1,1,8.18,1,15,0,0,NATIONAL_CUSTOMS_ADMIN,2024-08-31
2026-06,DK,DKCUST054,PL,23,10.199,11909787.07,811770.38,0,0,RED,1,1,112.15,0,10,1,1,ICS2_AGGREGATE,2024-04-09
2026-07,FR,FRCUST055,US,34,9.054,11975738.28,831944.4,0,0,GREEN,0,1,11.48,0,0,0,0,TARIC_ANALYTICS,2024-10-27
2026-08,HU,HUCUST056,CA,45,2.3,12025880.85,195040.55,0,0,YELLOW,0,1,59.1,0,39,0,1,FRAUD_RISK_SYSTEM,2024-06-25
2026-09,LV,LVCUST057,AU,56,1.025,12073579.74,111053.02,0,0,RED,0,1,84.5,0,19,0,0,NATIONAL_CUSTOMS_ADMIN,2026-01-14
2026-10,MT,MTCUST058,DK,67,16.235,12154692.17,1272010.43,0,0,GREEN,0,1,9.8,1,13,1,1,ICS2_AGGREGATE,2024-11-13
2026-11,PT,PTCUST059,IE,78,0.053,12205051.45,5965.54,0,0,YELLOW,0,1,67.28,1,45,0,0,TARIC_ANALYTICS,2025-12-28
2026-12,SI,SICUST060,PL,89,15.672,12241659.33,1229987.79,0,0,RED,0,0,85.72,1,17,0,0,FRAUD_RISK_SYSTEM,2025-11-24
2018-01,AT,ATCUST061,US,01,12.171,12283611.32,1251670.96,0,0,GREEN,1,1,34.27,0,29,0,1,NATIONAL_CUSTOMS_ADMIN,2024-07-24
2018-02,HR,HRCUST062,CA,12,12.445,12359535.3,862678.23,0,0,YELLOW,0,1,60.8,1,1,0,0,ICS2_AGGREGATE,2025-12-13
2018-03,DK,DKCUST063,AU,23,7.633,12397877.18,508193.14,0,1,RED,0,1,114.73,1,33,0,0,TARIC_ANALYTICS,2024-05-26
2018-04,FR,FRCUST064,DK,34,15.622,12449984.77,1306349.38,0,0,GREEN,0,0,33.95,0,38,0,0,FRAUD_RISK_SYSTEM,2025-01-06
2018-05,HU,HUCUST065,IE,45,8.187,12539587.42,748520.08,0,0,YELLOW,0,1,50.44,0,44,1,1,NATIONAL_CUSTOMS_ADMIN,2025-07-15
2018-06,LV,LVCUST066,PL,56,8.666,12551634.06,573769.97,0,0,RED,0,1,101.75,0,9,1,0,ICS2_AGGREGATE,2025-04-12
2018-07,MT,MTCUST067,US,67,12.089,12647617.42,1545106.14,0,0,GREEN,0,1,56.32,1,11,0,0,TARIC_ANALYTICS,2025-02-19
2018-08,PT,PTCUST068,CA,78,13.049,12701794.98,888607.48,0,0,YELLOW,0,1,38.78,0,4,0,0,FRAUD_RISK_SYSTEM,2024-12-08
2018-09,SI,SICUST069,AU,89,2.71,12727171.87,251529.11,0,0,RED,0,1,33.68,0,20,0,0,NATIONAL_CUSTOMS_ADMIN,2026-02-07
2018-10,AT,ATCUST070,DK,01,8.623,12788227.03,963188.74,0,0,GREEN,1,1,45.54,1,37,0,1,ICS2_AGGREGATE,2026-01-24
2018-11,HR,HRCUST071,IE,12,6.504,12866663.62,644604.87,0,0,YELLOW,1,1,2.46,1,37,0,1,TARIC_ANALYTICS,2024-11-11
2018-12,DK,DKCUST072,PL,23,3.563,12925054.56,504220.76,0,0,RED,1,1,54.46,0,25,1,1,FRAUD_RISK_SYSTEM,2025-04-24
2019-01,FR,FRCUST073,US,34,6.354,12943148.53,874587.9,0,0,GREEN,0,1,18.32,1,3,0,0,NATIONAL_CUSTOMS_ADMIN,2024-07-07
2019-02,HU,HUCUST074,CA,45,3.114,13035711.32,311935.52,0,0,YELLOW,0,1,35.46,0,24,0,0,ICS2_AGGREGATE,2026-01-18
2019-03,LV,LVCUST075,AU,56,0.952,13081715.27,91727.69,0,0,RED,0,1,117.66,1,42,0,1,TARIC_ANALYTICS,2025-10-26
2019-04,MT,MTCUST076,DK,67,7.091,13120187.19,942881.27,0,0,GREEN,1,1,66.6,1,28,1,0,FRAUD_RISK_SYSTEM,2025-12-06
2019-05,PT,PTCUST077,IE,78,4.022,13181566.13,275104.49,0,0,YELLOW,0,0,54.1,1,20,1,0,NATIONAL_CUSTOMS_ADMIN,2024-08-08
2019-06,SI,SICUST078,PL,89,12.705,13253741.67,1471927.59,0,0,RED,0,0,72.42,0,5,0,1,ICS2_AGGREGATE,2025-03-14
2019-07,AT,ATCUST079,US,01,16.525,13286898.5,2143045.36,0,0,GREEN,0,1,28.03,0,26,0,1,TARIC_ANALYTICS,2024-09-05
2019-08,HR,HRCUST080,CA,12,15.862,13330900.55,1191473.43,0,0,YELLOW,1,1,1.73,0,31,0,0,FRAUD_RISK_SYSTEM,2025-09-21
2019-09,DK,DKCUST081,AU,23,6.055,13400381.94,468313.62,0,0,RED,0,1,107.36,1,54,0,1,NATIONAL_CUSTOMS_ADMIN,2025-09-11
2019-10,FR,FRCUST082,DK,34,9.063,13438065.85,955748.46,0,0,GREEN,1,1,61.62,1,34,0,1,ICS2_AGGREGATE,2026-01-16
2019-11,HU,HUCUST083,IE,45,9.537,13519486.97,912576.5,1,0,YELLOW,0,1,11.97,0,7,0,0,TARIC_ANALYTICS,2025-07-30
2019-12,LV,LVCUST084,PL,56,3.397,13568301.14,284590.91,0,0,RED,0,0,17.29,0,14,0,0,FRAUD_RISK_SYSTEM,2024-11-21
2020-01,MT,MTCUST085,US,67,13.761,13643423.01,1871372.91,0,0,GREEN,0,1,14.53,1,3,0,0,NATIONAL_CUSTOMS_ADMIN,2024-02-23
2020-02,PT,PTCUST086,CA,78,16.42,13692152.19,2409498.68,0,0,YELLOW,0,1,25.15,1,42,1,0,ICS2_AGGREGATE,2025-09-11
2020-03,SI,SICUST087,AU,89,2.487,13731091.39,174188.98,0,0,RED,0,1,68.8,0,45,0,1,TARIC_ANALYTICS,2025-05-07
2020-04,AT,ATCUST088,DK,01,0.897,13776854.13,97884.09,0,0,GREEN,1,1,70.41,0,12,0,0,FRAUD_RISK_SYSTEM,2024-07-05
2020-05,HR,HRCUST089,IE,12,4.332,13848725.16,606741.23,0,0,YELLOW,0,0,50.24,1,28,1,0,NATIONAL_CUSTOMS_ADMIN,2024-10-02
2020-06,DK,DKCUST090,PL,23,15.119,13874484.58,1079221.33,0,0,RED,0,1,21.64,1,28,1,0,ICS2_AGGREGATE,2024-11-09
2020-07,FR,FRCUST091,US,34,1.344,13958144.67,127920.67,0,0,GREEN,1,0,59.41,1,41,0,0,TARIC_ANALYTICS,2024-11-24
2020-08,HU,HUCUST092,CA,45,5.999,14014796.9,397294.42,0,0,YELLOW,0,1,40.33,0,23,0,1,FRAUD_RISK_SYSTEM,2025-07-29
2020-09,LV,LVCUST093,AU,56,14.466,14050980.57,1213205.92,0,0,RED,0,0,63.68,0,26,0,0,NATIONAL_CUSTOMS_ADMIN,2025-05-06
2020-10,MT,MTCUST094,DK,67,11.416,14130980.93,1724806.05,0,0,GREEN,0,1,47.43,0,6,0,1,ICS2_AGGREGATE,2025-06-19
2020-11,PT,PTCUST095,IE,78,3.424,14172229.07,518863.61,0,0,YELLOW,1,1,64.16,1,2,0,0,TARIC_ANALYTICS,2025-04-26
2020-12,SI,SICUST096,PL,89,3.266,14237019.14,339655.68,0,0,RED,0,0,81.39,0,55,1,1,FRAUD_RISK_SYSTEM,2024-12-15
2021-01,AT,ATCUST097,US,01,4.723,14284272.89,429041.32,0,0,GREEN,0,1,71.82,1,2,0,1,NATIONAL_CUSTOMS_ADMIN,2024-04-03
2021-02,HR,HRCUST098,CA,12,11.376,14351592.88,1739489.76,0,0,YELLOW,0,1,59.55,0,9,0,0,ICS2_AGGREGATE,2025-05-11
2021-03,DK,DKCUST099,AU,23,0.668,14381696.46,52460.22,0,0,RED,1,1,47.63,0,40,0,1,TARIC_ANALYTICS,2024-05-20
2021-04,FR,FRCUST100,DK,34,7.465,14462848.74,828255.59,0,0,GREEN,0,1,38.66,0,24,0,1,FRAUD_RISK_SYSTEM,2025-10-01
2021-05,HU,HUCUST101,IE,45,3.53,14480067.26,499713.24,0,0,YELLOW,0,1,25.75,0,40,0,1,NATIONAL_CUSTOMS_ADMIN,2025-06-12
2021-06,LV,LVCUST102,PL,56,14.328,14557132.3,1082121.06,0,0,RED,0,1,45.07,0,47,0,0,ICS2_AGGREGATE,2025-10-27
2021-07,MT,MTCUST103,US,67,10.835,14601765.02,1155042.11,0,0,GREEN,0,1,58.03,0,33,1,0,TARIC_ANALYTICS,2024-02-23
2021-08,PT,PTCUST104,CA,78,12.147,14670020.74,1433099.92,0,0,YELLOW,1,1,9.77,1,6,0,0,FRAUD_RISK_SYSTEM,2025-01-01
2021-09,SI,SICUST105,AU,89,5.889,14716332.54,665347.91,0,0,RED,0,1,72.89,0,9,0,1,NATIONAL_CUSTOMS_ADMIN,2025-06-15
2021-10,AT,ATCUST106,DK,01,3.1,14757822.65,229700.08,0,0,GREEN,1,0,39.83,0,7,0,0,ICS2_AGGREGATE,2025-04-06
2021-11,HR,HRCUST107,IE,12,6.656,14852887.65,653966.21,0,0,YELLOW,0,1,67.92,1,21,1,0,TARIC_ANALYTICS,2024-05-22
2021-12,DK,DKCUST108,PL,23,10.617,14891348.15,1461252.39,0,0,RED,0,1,2.04,0,36,1,0,FRAUD_RISK_SYSTEM,2025-04-13
2022-01,FR,FRCUST109,US,34,14.307,14951052.97,1774743.36,0,0,GREEN,0,1,70.71,0,9,1,0,NATIONAL_CUSTOMS_ADMIN,2025-05-21
2022-02,HU,HUCUST110,CA,45,12.663,15013445.54,1803072.83,0,0,YELLOW,0,1,5.57,0,6,0,0,ICS2_AGGREGATE,2024-04-12
2022-03,LV,LVCUST111,AU,56,5.521,15049581.72,738857.88,1,0,RED,0,1,35.57,0,1,0,0,TARIC_ANALYTICS,2024-04-01
2022-04,MT,MTCUST112,DK,67,7.276,15096091.16,1147592.82,0,0,GREEN,0,1,13.33,0,8,0,0,FRAUD_RISK_SYSTEM,2026-02-13
2022-05,PT,PTCUST113,IE,78,16.589,15177336.95,2468126.11,0,0,YELLOW,0,1,13.25,0,27,0,0,NATIONAL_CUSTOMS_ADMIN,2024-04-30
2022-06,SI,SICUST114,PL,89,0.387,15196355.76,42185.27,0,0,RED,0,1,87.65,0,31,0,1,ICS2_AGGREGATE,2024-12-26
2022-07,AT,ATCUST115,US,01,5.663,15252083.86,444218.63,0,0,GREEN,1,1,50.26,1,22,0,1,TARIC_ANALYTICS,2024-12-10
2022-08,HR,HRCUST116,CA,12,11.033,15337558.57,1806726.64,0,0,YELLOW,0,1,22.99,1,35,0,0,FRAUD_RISK_SYSTEM,2025-05-06
2022-09,DK,DKCUST117,AU,23,15.474,15381978.12,1098879.28,0,1,RED,1,1,13.21,1,35,0,0,NATIONAL_CUSTOMS_ADMIN,2025-04-28
2022-10,FR,FRCUST118,DK,34,5.181,15418550.3,502121.07,0,0,GREEN,0,1,46.51,0,11,1,0,ICS2_AGGREGATE,2024-01-03
2022-11,HU,HUCUST119,IE,45,3.529,15487650.66,543293.31,0,0,YELLOW,0,0,19.47,1,29,0,0,TARIC_ANALYTICS,2026-02-20
2022-12,LV,LVCUST120,PL,56,13.329,15546113.54,1135776.39,0,1,RED,0,1,27.1,0,27,0,0,FRAUD_RISK_SYSTEM,2024-05-08
2023-01,MT,MTCUST001,US,67,11.585,15599499.59,1317636.15,0,0,GREEN,0,1,35.52,1,2,0,0,NATIONAL_CUSTOMS_ADMIN,2025-07-13
2023-02,PT,PTCUST002,CA,78,16.588,15641106.69,1695423.91,0,0,YELLOW,0,1,11.6,1,28,0,0,ICS2_AGGREGATE,2024-03-09
2023-03,SI,SICUST003,AU,89,11.059,15716837.57,1471345.34,0,0,RED,0,1,4.84,1,41,0,1,TARIC_ANALYTICS,2025-12-27
2023-04,AT,ATCUST004,DK,01,10.591,15743522.3,1667156.04,0,0,GREEN,0,1,71.67,1,15,0,0,FRAUD_RISK_SYSTEM,2025-03-31
2023-05,HR,HRCUST005,IE,12,11.131,15827989.01,1776352.54,0,1,YELLOW,1,1,2.43,0,43,0,1,NATIONAL_CUSTOMS_ADMIN,2024-06-29
2023-06,DK,DKCUST006,PL,23,13.005,15882009.01,2027388.23,0,0,RED,0,1,10.17,0,6,0,0,ICS2_AGGREGATE,2024-07-31
2023-07,FR,FRCUST007,US,34,12.83,15909973.63,1082284.47,0,0,GREEN,0,1,47.23,0,8,1,1,TARIC_ANALYTICS,2026-01-29
2023-08,HU,HUCUST008,CA,45,16.433,15996176.46,1303956.97,0,0,YELLOW,0,0,37.75,1,34,0,1,FRAUD_RISK_SYSTEM,2025-08-30
2023-09,LV,LVCUST009,AU,56,0.426,16054696.05,68831.5,0,0,RED,0,1,94.18,0,44,0,1,NATIONAL_CUSTOMS_ADMIN,2026-02-14
2023-10,MT,MTCUST010,DK,67,5.101,16081971.2,575617.83,0,0,GREEN,0,1,45.02,1,19,0,0,ICS2_AGGREGATE,2026-01-28
2023-11,PT,PTCUST011,IE,78,5.566,16139776.92,651551.36,0,0,YELLOW,0,0,3.54,0,36,0,1,TARIC_ANALYTICS,2026-02-06
2023-12,SI,SICUST012,PL,89,3.34,16181074.88,509318.08,0,0,RED,0,1,22.57,0,16,0,0,FRAUD_RISK_SYSTEM,2025-11-05
2024-01,AT,ATCUST013,US,01,9.186,16280163.1,998181.35,0,1,GREEN,0,1,50.99,0,28,1,1,NATIONAL_CUSTOMS_ADMIN,2025-04-01
2024-02,HR,HRCUST014,CA,12,5.797,16316109.83,510209.06,0,0,YELLOW,0,1,24.21,0,43,1,0,ICS2_AGGREGATE,2024-05-13
2024-03,DK,DKCUST015,AU,23,3.098,16352462.48,255951.97,0,0,RED,1,1,116.44,0,24,0,1,TARIC_ANALYTICS,2024-10-17
2024-04,FR,FRCUST016,DK,34,12.216,16404011.05,2163416.21,0,0,GREEN,0,0,48.97,1,0,0,0,FRAUD_RISK_SYSTEM,2024-11-05
2024-05,HU,HUCUST017,IE,45,6.204,16499955.89,1092205.76,0,0,YELLOW,0,1,6.32,1,26,1,1,NATIONAL_CUSTOMS_ADMIN,2025-03-26
2024-06,LV,LVCUST018,PL,56,6.062,16534882.96,646105.6,0,0,RED,0,1,24.35,0,22,0,0,ICS2_AGGREGATE,2026-02-10
2024-07,MT,MTCUST019,US,67,10.575,16571675.03,1296503.72,0,0,GREEN,0,1,7.21,0,34,0,1,TARIC_ANALYTICS,2025-01-22
2024-08,PT,PTCUST020,CA,78,13.407,16644381.77,1625839.95,0,0,YELLOW,0,1,55.1,1,27,0,0,FRAUD_RISK_SYSTEM,2025-02-21
