tech_infra_project_start_date,tech_infra_project_id,tech_infra_project_type_code,tech_infra_funding_source_code,tech_infra_total_budget_inr,tech_infra_matching_funds_inr,tech_infra_km_fiber_planned,tech_infra_km_fiber_completed,tech_infra_locations_planned,tech_infra_locations_connected,tech_infra_construction_status_code,tech_infra_permits_issued_count,tech_infra_right_of_way_delay_days,tech_infra_contractor_id,tech_infra_workforce_local_hire_pct,tech_infra_equipment_supply_risk_score,tech_infra_open_access_policy_flag,tech_infra_community_anchor_sites_connected,tech_infra_performance_milestone_met_flag,tech_infra_project_closeout_date
2021-01-23,INF2POJC21H74,FIBER_BACKBONE,PRIVATE_CAPEX,3220446,264368,790.5,558.6,155352,140328,COMPLETED,688,8,CON6654227,2.9,0.832,0,1485,0,2022-05-17
2020-07-28,INF4UC8ABIJP9,SAT_GATEWAY,MDB_LOAN,90758008,48467140,1348.1,288.8,117360,44729,COMPLETED,715,277,CON9077967,75.5,0.78,0,1608,1,2020-07-03
2024-03-14,INF7LVN4FPYQF,SAT_GATEWAY,PRIVATE_CAPEX,231368082,70094666,960.3,710.1,73400,34072,CANCELLED,269,319,CON4262248,42.1,0.539,0,2115,0,2020-11-19
2020-10-13,INFDHUNERE781,LAST_MILE,MDB_LOAN,227789648,114638917,587.6,161.9,73349,36998,IN_PROGRESS,1191,236,CON3073336,59.9,0.435,1,1359,0,
2023-06-18,INF7HK1VB3XFP,TOWER_UPGRADE,MDB_LOAN,192241038,36619304,250.0,37.1,34399,26385,ON_HOLD,585,22,CON1349655,27.3,0.246,0,103,0,
2025-03-06,INFW4YHM9NZ93,FIBER_BACKBONE,MDB_LOAN,244748234,93302647,914.3,366.4,20423,4823,ON_HOLD,639,218,CON5007703,85.2,0.708,0,1753,0,
2023-07-28,INFEH2HCWCALN,LAST_MILE,STATE_GRANT,39719268,15561665,927.6,239.5,142357,86237,ON_HOLD,793,48,CON2063966,76.6,0.94,1,633,0,
2025-09-28,INFTZSYSCCZXU,SAT_GATEWAY,MDB_LOAN,190568065,37541827,969.9,210.5,221933,176810,PLANNED,891,42,CON0095198,39.9,0.194,0,1528,0,
2023-12-06,INFZJZGFMUYIK,TOWER_UPGRADE,USOF,144525979,25326983,508.2,426.7,110414,102725,CANCELLED,709,181,CON1644150,2.3,0.821,0,620,0,2022-11-20
2025-06-08,INFY0C3XPLZSF,FIBER_BACKBONE,PPP,119971840,83369306,854.3,214.9,185158,54080,CANCELLED,496,147,CON1721473,58.2,0.198,0,443,0,2022-06-12
2019-11-18,INFZSZGJ1O9CU,LAST_MILE,USOF,91783673,32678347,673.5,446.8,209352,34863,PLANNED,1318,28,CON3805403,81.6,0.218,0,793,0,
2022-05-26,INFX1FEST05JR,COMMUNITY_WIFI,USOF,134599258,39536784,1457.5,585.2,173422,94891,IN_PROGRESS,653,269,CON5028699,69.8,0.327,1,2910,1,
2020-02-28,INFG1M1IHAA7J,LAST_MILE,USOF,240571259,17302143,1456.8,1115.7,5605,5416,COMPLETED,643,51,CON0000463,29.8,0.618,1,262,0,2025-02-16
2020-01-23,INFKPWO8J6OSL,FIBER_BACKBONE,MDB_LOAN,219416125,69060145,654.0,52.7,204708,108038,ON_HOLD,405,42,CON3352951,36.0,0.472,1,2449,0,
2025-03-18,INFF11YS51YTQ,COMMUNITY_WIFI,PPP,230210812,152251848,1012.5,357.1,10589,9358,ON_HOLD,495,259,CON6670027,5.5,0.349,0,348,0,
2023-10-27,INFOFOQ58R8WL,COMMUNITY_WIFI,MDB_LOAN,175701883,114581484,124.7,78.6,143798,125954,PLANNED,1211,90,CON1081140,47.4,0.889,0,635,0,
2020-05-09,INFK3UC2AN7ST,LAST_MILE,PRIVATE_CAPEX,199301033,1580526,1409.7,285.2,112335,88649,COMPLETED,78,336,CON3689014,90.7,0.792,0,850,0,2020-01-10
2025-03-27,INFCDTOSVUCVF,COMMUNITY_WIFI,USOF,26533166,15980485,1494.1,294.9,20412,6109,IN_PROGRESS,108,284,CON7884419,80.9,0.969,0,424,0,
2022-09-16,INFJJR97VN266,TOWER_UPGRADE,PPP,228186952,23240312,77.2,28.7,231263,98785,PLANNED,861,49,CON1624727,74.8,0.629,0,1240,0,
2025-12-02,INFOWJ30TKCO6,TOWER_UPGRADE,STATE_GRANT,119809843,21089084,1124.1,548.0,187289,121852,CANCELLED,618,128,CON3393032,36.8,0.142,1,1185,0,2020-10-11
2019-02-18,INF8KLVMMFVQL,COMMUNITY_WIFI,USOF,12789978,4740836,1495.9,813.9,148266,96547,CANCELLED,786,215,CON2498757,9.2,0.121,0,477,0,2023-05-05
2019-02-12,INFJJM5IHQ511,TOWER_UPGRADE,MDB_LOAN,177647598,76287900,452.4,444.4,29344,2404,IN_PROGRESS,1465,238,CON7099927,21.2,0.098,0,1140,0,
2025-07-10,INFCLPSRM3MH1,FIBER_BACKBONE,USOF,175456425,112359950,1066.2,396.9,168134,110477,CANCELLED,32,32,CON8976901,75.6,0.48,1,1152,0,2023-03-08
2020-02-19,INF4SIQHFTQO4,COMMUNITY_WIFI,STATE_GRANT,24116057,3812936,1356.2,107.8,138667,33376,CANCELLED,715,5,CON8464439,6.4,0.874,0,1658,0,2023-07-01
2024-03-22,INF2LVAYGFI2X,COMMUNITY_WIFI,STATE_GRANT,18484327,7213921,258.5,96.5,223199,23392,COMPLETED,1187,312,CON6354071,68.6,0.035,0,1320,0,2021-11-06
2025-07-14,INFGJHVJ2D5ZA,COMMUNITY_WIFI,PPP,31254384,14544253,247.2,91.1,161562,145113,IN_PROGRESS,1063,62,CON7310875,59.8,0.854,1,1903,1,
2020-08-24,INFLDGWQAT4M5,LAST_MILE,USOF,2666841,1350748,790.9,645.0,6905,3320,IN_PROGRESS,246,321,CON9140623,15.2,0.226,0,1083,1,
2019-07-27,INFDFSZV3FVWB,FIBER_BACKBONE,PRIVATE_CAPEX,137604495,66020490,172.3,80.2,170782,46784,IN_PROGRESS,1157,6,CON9327782,28.8,0.612,0,247,1,
2019-05-26,INF6VVXMV5C0O,SAT_GATEWAY,MDB_LOAN,17456936,4973252,320.3,262.3,110667,3524,CANCELLED,128,217,CON0576672,12.9,0.747,0,1227,0,2023-10-22
2021-08-27,INFLNK0UNGY7F,SAT_GATEWAY,MDB_LOAN,101904396,24508840,418.2,295.1,153670,24881,IN_PROGRESS,1322,140,CON4929411,61.7,0.194,0,1207,1,
2022-04-05,INF9JFTY64G0D,COMMUNITY_WIFI,USOF,245884464,31410926,575.5,446.8,84638,58515,PLANNED,123,261,CON3899012,6.9,0.469,0,495,0,
2020-09-09,INFRNYCJ0S38F,SAT_GATEWAY,PRIVATE_CAPEX,229128657,45825809,652.4,453.2,61357,47822,COMPLETED,868,146,CON8372402,10.1,0.945,1,326,0,2020-09-13
2019-11-14,INFVA8ESERKJ7,TOWER_UPGRADE,PPP,764298,367478,967.0,19.6,78609,14444,COMPLETED,693,266,CON5493612,56.1,0.869,0,46,1,2024-04-15
2023-01-10,INFG3LVQV5R90,TOWER_UPGRADE,STATE_GRANT,20946562,9979505,1249.2,978.3,74029,74009,CANCELLED,127,325,CON3429095,15.9,0.97,1,1611,0,2024-04-15
2024-04-28,INFPKMLNNPHWV,SAT_GATEWAY,STATE_GRANT,146576189,63679742,18.1,16.6,71462,48832,PLANNED,1265,218,CON4723313,21.5,0.262,1,967,0,
2023-06-08,INFIOCNW5I5VI,COMMUNITY_WIFI,STATE_GRANT,183908560,112735137,193.6,147.6,81379,31415,IN_PROGRESS,209,263,CON9622404,85.3,0.42,0,1901,1,
2022-05-26,INF09OJRW7AVN,TOWER_UPGRADE,USOF,152504113,9367393,283.7,2.1,113727,82938,ON_HOLD,817,83,CON6001169,8.1,0.106,0,2650,0,
2025-04-26,INFPURA1CA7W0,TOWER_UPGRADE,MDB_LOAN,203077628,58444815,1115.4,434.0,229510,207362,CANCELLED,182,290,CON0386189,96.8,0.307,0,726,0,2025-08-08
2023-09-13,INFC7K3NRE9I1,TOWER_UPGRADE,PPP,137317239,63471395,1088.8,1006.8,101072,19652,CANCELLED,1366,290,CON7755175,10.9,0.835,0,49,0,2026-02-05
2024-12-04,INFFFD8XXPB2L,FIBER_BACKBONE,STATE_GRANT,63215703,15958579,515.2,251.3,183887,161635,CANCELLED,386,64,CON8934319,4.5,0.492,0,1361,0,2020-02-06
2022-11-26,INF9MQ111FAT6,LAST_MILE,PRIVATE_CAPEX,96070740,52488427,1397.9,1076.0,11804,11768,IN_PROGRESS,30,264,CON9316830,56.3,0.511,1,947,0,
2019-11-11,INF53MC3YN426,COMMUNITY_WIFI,PRIVATE_CAPEX,18838421,9791431,93.5,31.9,102459,12005,CANCELLED,793,120,CON3932745,44.4,0.987,1,2877,0,2023-08-23
2022-08-08,INFD5AIGEY7E5,COMMUNITY_WIFI,MDB_LOAN,171328770,103040094,694.6,612.0,135075,29393,COMPLETED,1119,360,CON7536292,41.9,0.621,1,1364,1,2022-10-28
2025-07-15,INFQ7GNB4DNIX,LAST_MILE,STATE_GRANT,56604263,36249737,1205.5,521.7,122964,120011,PLANNED,295,52,CON1519335,39.6,0.547,0,1796,0,
2020-12-25,INFMHBJQF77ZD,COMMUNITY_WIFI,PRIVATE_CAPEX,47365997,10359979,954.9,335.8,106835,52110,COMPLETED,1325,239,CON7639686,80.6,0.42,1,544,0,2026-02-23
2024-06-07,INF8KZJSNHWRX,COMMUNITY_WIFI,PPP,203273340,64974022,175.3,153.3,77959,77038,PLANNED,1473,177,CON4562193,4.5,0.017,1,1385,0,
2021-11-26,INF1JH56OHNLV,COMMUNITY_WIFI,PPP,56333891,14876633,935.6,139.6,219136,154269,IN_PROGRESS,675,89,CON6674516,45.5,0.381,0,2916,0,
2026-01-10,INFMNGWJOF0VU,FIBER_BACKBONE,USOF,96525669,8541058,734.1,649.9,69182,33768,PLANNED,475,125,CON8920550,94.8,0.775,1,970,0,
2023-06-13,INF303K4RA14D,SAT_GATEWAY,PPP,177402183,94002324,551.3,1.7,237974,132908,CANCELLED,1246,135,CON1115621,30.1,0.398,0,2628,0,2020-08-12
2019-04-04,INF8509GJY8FR,FIBER_BACKBONE,STATE_GRANT,81496561,14612586,1163.1,940.9,71948,70163,IN_PROGRESS,617,32,CON2611689,80.8,0.859,1,2551,1,
2019-12-08,INF46L6NQXXJP,SAT_GATEWAY,PPP,148810728,96044137,548.2,94.0,65832,55088,PLANNED,682,1,CON2745642,35.6,0.169,0,486,0,
2020-10-29,INFIGBLVHZCNQ,SAT_GATEWAY,USOF,176424030,70341596,1289.3,597.7,180102,100258,ON_HOLD,1277,23,CON5095473,99.3,0.548,0,2034,0,
2022-06-05,INFMCD648MLDB,COMMUNITY_WIFI,PRIVATE_CAPEX,119209912,51325809,306.9,52.1,179278,125626,ON_HOLD,1411,157,CON9631000,12.2,0.668,0,2755,0,
2024-04-28,INFVAO4XPAZ2C,COMMUNITY_WIFI,STATE_GRANT,237035448,163574630,1446.0,996.2,66962,60199,ON_HOLD,993,155,CON5523673,2.6,0.361,0,1067,1,
2024-01-29,INFX66209QHC8,LAST_MILE,PRIVATE_CAPEX,147264689,36813684,985.4,777.9,166425,57520,COMPLETED,881,197,CON9323164,39.0,0.693,0,2279,0,2024-12-18
2024-08-19,INF9WQQ2UHZIT,TOWER_UPGRADE,USOF,68859390,19183880,1315.1,725.8,152418,86287,COMPLETED,1125,44,CON9129813,34.6,0.976,1,1496,0,2021-06-16
2020-03-30,INFYR8AP5JPSA,LAST_MILE,PRIVATE_CAPEX,168452297,60341874,83.7,17.5,159442,56629,IN_PROGRESS,636,83,CON3115035,65.2,0.624,0,1350,1,
2019-12-22,INFWHLMZ3JAYK,COMMUNITY_WIFI,USOF,126037588,20709803,1435.5,444.2,140545,89589,PLANNED,476,252,CON6963153,40.7,0.152,0,1195,0,
2022-02-25,INFCZX6OTDV16,FIBER_BACKBONE,PPP,170766356,99705157,936.1,826.2,20052,12564,IN_PROGRESS,492,61,CON9253689,40.9,0.767,0,257,1,
2019-11-01,INFQW741Z6F9E,COMMUNITY_WIFI,PPP,86335565,47854060,1389.7,308.3,37237,33576,CANCELLED,314,284,CON5648408,61.8,0.965,1,1121,0,2026-02-25
2022-02-28,INF00MZKQO9OD,SAT_GATEWAY,PPP,172364187,5980078,588.4,454.1,118946,118235,ON_HOLD,586,270,CON4757730,21.0,0.258,0,1567,0,
2020-04-11,INFOD1VQQGBLG,LAST_MILE,MDB_LOAN,221924673,9060421,797.5,234.9,1007,431,CANCELLED,1322,174,CON3590418,84.1,0.155,1,1864,1,2025-09-27
2020-11-13,INFD1MQKDY1J4,FIBER_BACKBONE,PPP,53683626,37403844,1418.4,640.4,152368,14489,CANCELLED,0,48,CON5881941,63.5,0.849,1,519,1,2021-12-13
2022-02-18,INFBJ18H3YK89,SAT_GATEWAY,MDB_LOAN,208082153,53289268,273.5,62.4,204555,110291,IN_PROGRESS,1274,113,CON5704375,37.4,0.085,0,1571,0,
2022-07-06,INFEGAHMND4ZK,COMMUNITY_WIFI,PRIVATE_CAPEX,144156260,673876,778.2,394.0,52186,42445,PLANNED,789,316,CON5970860,12.5,0.158,0,1123,1,
2025-05-25,INFADMQU7XSS3,FIBER_BACKBONE,PRIVATE_CAPEX,60949353,22564094,666.8,220.4,28946,20667,COMPLETED,970,208,CON7377491,14.6,0.97,0,662,0,2023-12-17
2025-10-03,INF050OVJJRZO,TOWER_UPGRADE,USOF,209607450,116055215,1113.1,1046.5,136210,89801,CANCELLED,689,328,CON6167428,15.3,0.855,1,2532,0,2021-10-03
2021-08-08,INFW9FLDEWC6M,COMMUNITY_WIFI,PPP,235186219,41737527,1494.9,1256.6,1763,234,CANCELLED,473,59,CON0334168,31.7,0.263,0,198,0,2025-04-06
2021-10-08,INFU3QW11S6QG,SAT_GATEWAY,STATE_GRANT,216761391,35794059,1198.3,58.9,166956,76767,CANCELLED,840,81,CON9120853,40.4,0.799,1,1393,0,2021-07-16
2022-03-08,INF152E7Y2Q4M,COMMUNITY_WIFI,PRIVATE_CAPEX,187179173,40299974,773.1,471.9,105980,30367,PLANNED,255,70,CON5198834,69.7,0.719,0,2528,0,
2019-12-10,INFRF411H1CCF,COMMUNITY_WIFI,STATE_GRANT,72278286,12423319,329.0,2.0,40183,22122,IN_PROGRESS,26,361,CON3631805,29.0,0.169,0,88,0,
2022-06-08,INF605ET9I1FT,FIBER_BACKBONE,USOF,235911931,96103971,936.4,413.2,208834,203160,ON_HOLD,234,252,CON1801129,97.3,0.477,1,2460,0,
2024-10-15,INF0159VHKGY9,FIBER_BACKBONE,USOF,81208445,3578687,1064.6,64.6,211708,153785,COMPLETED,1350,37,CON4960126,66.3,0.754,0,1747,0,2026-02-04
2019-11-19,INF21MH2HCH5T,SAT_GATEWAY,PPP,184259342,45686450,1136.4,378.3,18369,6131,PLANNED,668,172,CON7652552,34.2,0.871,0,2187,0,
2019-09-25,INF66A3KDG9Y6,COMMUNITY_WIFI,USOF,100106995,31937798,1398.9,421.3,248234,208400,CANCELLED,133,71,CON3375664,18.3,0.518,1,1995,0,2023-12-06
2019-04-07,INF8GDNSNGURQ,LAST_MILE,USOF,224601987,113007111,127.6,24.3,88028,7095,COMPLETED,952,76,CON9128115,43.8,0.138,0,2500,1,2025-12-06
2020-07-22,INFQLV1JZNRXP,TOWER_UPGRADE,PRIVATE_CAPEX,66931815,43197841,942.6,606.7,82173,45396,COMPLETED,182,170,CON5308615,13.4,0.703,0,1426,1,2024-03-09
2023-09-02,INFIPHYJAOODF,COMMUNITY_WIFI,MDB_LOAN,216596675,100360503,646.2,512.3,216206,76370,PLANNED,924,179,CON9393351,44.1,0.713,1,701,0,
2019-10-24,INFHCXBTLB8BK,LAST_MILE,PPP,28653519,10054542,241.5,99.8,249516,165986,CANCELLED,802,364,CON6974468,11.4,0.885,0,587,0,2020-01-26
2022-06-17,INFQP39MOP5M9,TOWER_UPGRADE,STATE_GRANT,39416678,18343304,840.4,81.8,75615,34655,ON_HOLD,457,73,CON6003248,9.1,0.973,0,136,0,
2022-12-15,INFZ8E4VYZ9OH,COMMUNITY_WIFI,USOF,84152314,56275218,1253.6,737.8,236343,101738,CANCELLED,883,287,CON2272686,32.3,0.33,0,2419,0,2024-04-07
2020-06-06,INFYMRHU8D67Y,LAST_MILE,USOF,52027173,18763247,1493.4,582.6,127285,119033,IN_PROGRESS,691,87,CON7380795,44.1,0.378,0,2617,0,
2019-04-08,INFN3JZK3WOK6,TOWER_UPGRADE,PRIVATE_CAPEX,21730030,11332518,152.5,19.6,165584,3061,CANCELLED,670,120,CON3565342,56.8,0.405,0,627,0,2026-01-16
2022-12-06,INFREW4DJFR8E,COMMUNITY_WIFI,USOF,177329626,42563240,882.8,285.3,20388,18644,COMPLETED,644,167,CON4858742,25.7,0.146,1,2665,1,2020-04-04
2025-02-03,INFRQ0UJ0VN6H,SAT_GATEWAY,PRIVATE_CAPEX,10484064,5493474,864.5,773.2,139162,134005,PLANNED,344,355,CON0786279,53.4,0.753,0,1141,0,
2023-06-12,INFI6ZF9T5PDM,SAT_GATEWAY,STATE_GRANT,139807082,6627312,1021.9,28.0,205383,45894,PLANNED,520,159,CON3547422,22.8,0.616,1,2421,0,
2025-09-19,INFEUNMPH6VBD,SAT_GATEWAY,PPP,157801448,94334849,712.6,151.4,125622,103666,ON_HOLD,947,73,CON1465167,27.5,0.297,1,1896,0,
2022-10-10,INF6ITGEFR80B,FIBER_BACKBONE,PPP,108270504,26559977,1305.5,1021.6,45328,37745,COMPLETED,1451,317,CON4450733,62.7,0.042,0,2159,0,2025-04-10
2019-07-05,INF133RZ6DWMY,TOWER_UPGRADE,MDB_LOAN,23533149,1110717,1497.7,1200.3,10454,9161,COMPLETED,936,135,CON5528685,66.8,0.574,0,2787,1,2023-07-10
2024-12-22,INFC26M0Z8YWM,FIBER_BACKBONE,PRIVATE_CAPEX,102580245,63993107,95.7,72.8,232733,185223,ON_HOLD,1016,343,CON0845106,1.9,0.169,0,1754,0,
2022-06-10,INFVQ26FQV44A,LAST_MILE,PRIVATE_CAPEX,137010210,44665752,585.2,573.9,246526,69508,ON_HOLD,1052,289,CON7329995,19.4,0.123,0,1743,0,
2022-04-01,INFFKMFSJ088W,SAT_GATEWAY,PPP,100553009,38072172,1344.0,410.7,164644,57119,ON_HOLD,1074,6,CON2678082,49.8,0.916,0,1917,1,
2022-01-16,INFX749AJ0WVX,FIBER_BACKBONE,STATE_GRANT,61075923,23013769,467.9,263.6,9378,6320,ON_HOLD,302,290,CON3057058,99.3,0.989,0,1206,0,
2025-01-17,INF31OJY92W5H,LAST_MILE,USOF,63808014,15328146,644.9,248.2,184396,63989,PLANNED,840,84,CON5595133,30.4,0.707,0,804,0,
2022-07-08,INFD5DJQHPH8B,TOWER_UPGRADE,USOF,231676611,34196991,73.2,30.3,93710,83230,IN_PROGRESS,1292,232,CON7667102,78.2,0.043,0,1586,0,
2023-11-03,INF5BAMT4TQD8,LAST_MILE,USOF,8098465,2755583,338.4,170.1,52169,34489,PLANNED,1387,93,CON6440209,53.9,0.198,1,1991,0,
2024-08-19,INF8NE1EIC7T1,TOWER_UPGRADE,PRIVATE_CAPEX,152246382,15947361,757.0,612.0,24637,273,PLANNED,1480,154,CON4239047,47.1,0.09,0,588,0,
2025-04-26,INFLEJ88PNQAR,TOWER_UPGRADE,MDB_LOAN,242276576,113054305,1368.5,106.0,197346,59228,COMPLETED,588,238,CON2729795,19.5,0.717,1,1707,0,2023-04-28
2025-10-01,INFLX5IJT9UWL,FIBER_BACKBONE,MDB_LOAN,227882742,89746595,966.1,765.0,49316,8283,ON_HOLD,273,364,CON8943366,92.2,0.072,0,1241,1,
2019-04-16,INFBJIBW9J9KF,TOWER_UPGRADE,USOF,241794708,147840156,1319.3,285.0,205479,116347,PLANNED,1224,241,CON0974894,19.8,0.193,1,649,0,
2020-03-07,INF9FAO16CER9,LAST_MILE,USOF,130835379,68450929,383.6,158.3,185432,111869,COMPLETED,987,270,CON0352103,91.2,0.263,1,740,1,2023-04-08
2021-03-23,INFT40F99PW3V,COMMUNITY_WIFI,USOF,182429163,99337480,475.0,129.7,70962,45093,CANCELLED,732,331,CON9120958,61.7,0.924,0,1267,0,2025-07-30
2019-05-09,INFXKPFM5NXGB,TOWER_UPGRADE,PRIVATE_CAPEX,100537618,46520339,815.5,773.9,152434,10912,PLANNED,1406,304,CON5836342,0.3,0.322,0,2793,0,
2024-05-12,INFCVJ5ZEPNRA,SAT_GATEWAY,STATE_GRANT,30290201,5457893,189.7,9.0,125938,49517,CANCELLED,1166,356,CON7460922,56.8,0.455,0,157,0,2020-10-25
2019-11-22,INFEJ1EXHRWBS,SAT_GATEWAY,PRIVATE_CAPEX,231226707,1659801,563.4,548.0,130144,82596,COMPLETED,710,74,CON7858620,34.0,0.512,1,2552,0,2023-09-09
2022-05-03,INFTDZVUH5BN2,FIBER_BACKBONE,USOF,240326457,11193519,1040.6,856.8,104985,25089,ON_HOLD,785,216,CON9206062,23.9,0.967,0,199,0,
2024-07-17,INFTBWSSUOWFA,COMMUNITY_WIFI,PRIVATE_CAPEX,39634541,6480153,905.1,615.4,64980,13364,COMPLETED,1362,351,CON2827188,74.6,0.157,0,396,0,2020-10-23
2019-05-06,INFH0U1LIQW1A,COMMUNITY_WIFI,MDB_LOAN,37209611,17745389,1251.5,797.6,71812,18000,PLANNED,785,152,CON5881714,45.0,0.463,1,126,0,
2020-07-17,INFV2A8YL3PU2,SAT_GATEWAY,USOF,170010279,40527475,62.8,16.5,131150,80022,COMPLETED,202,119,CON4291838,21.0,0.265,0,2383,1,2021-09-16
2021-09-16,INFZWT9HLEHOA,TOWER_UPGRADE,MDB_LOAN,38739977,5744501,1108.0,573.4,186857,46063,PLANNED,332,27,CON6408938,51.0,0.818,1,410,0,
2019-02-04,INF7NF682D7SV,FIBER_BACKBONE,USOF,171979488,18251545,544.9,489.1,12975,8033,PLANNED,5,271,CON4382658,62.8,0.036,1,1745,0,
2023-06-04,INF9BDYMEPY6T,FIBER_BACKBONE,MDB_LOAN,210541824,57598822,841.9,173.5,94248,61235,PLANNED,462,199,CON9660201,81.3,0.858,1,2717,0,
2024-01-04,INF8428S45U95,COMMUNITY_WIFI,USOF,214252212,68175839,960.9,669.7,107793,19493,PLANNED,525,351,CON4579886,31.5,0.434,0,1215,0,
2019-01-21,INFP979TAL5UF,LAST_MILE,PPP,40142253,9133677,1277.9,476.3,66866,47812,CANCELLED,945,364,CON5565473,25.2,0.641,0,2975,0,2020-06-25
2021-04-28,INFLXZ66KOF6L,TOWER_UPGRADE,PRIVATE_CAPEX,58316960,36697322,382.3,156.2,77580,18324,CANCELLED,909,286,CON9759258,58.0,0.179,0,774,1,2025-01-06
2019-08-27,INFQMVHAIJG6L,FIBER_BACKBONE,STATE_GRANT,130895834,9879870,450.5,340.5,106576,32279,COMPLETED,1299,194,CON1357065,49.9,0.47,1,137,0,2022-11-09
2019-07-09,INFFBK8MYWMYZ,COMMUNITY_WIFI,MDB_LOAN,248348442,99702780,1077.0,209.7,218370,45700,CANCELLED,513,283,CON0746122,44.3,0.471,0,1528,1,2025-02-16
2024-01-10,INFM05TVP8YOE,TOWER_UPGRADE,PPP,102841786,49486168,1029.5,680.2,32678,20632,COMPLETED,1011,270,CON6874965,36.4,0.489,0,1069,0,2023-10-18
2021-05-31,INFRG4VD1UN89,FIBER_BACKBONE,USOF,178792698,124537758,956.8,48.0,87197,25142,PLANNED,965,300,CON3428680,98.6,0.5,0,2306,1,
2026-02-11,INFVOITZ76NIG,COMMUNITY_WIFI,USOF,213221094,141842633,253.4,164.2,87910,79355,ON_HOLD,93,364,CON2640471,22.4,0.469,0,1021,0,
2025-06-16,INFFHQELMAJ2S,TOWER_UPGRADE,USOF,60996454,34298352,989.4,465.7,179559,61176,IN_PROGRESS,793,99,CON7159848,13.5,0.304,0,2615,0,
2020-03-03,INF40Q3BPADNZ,FIBER_BACKBONE,MDB_LOAN,176799765,68014598,836.4,817.2,249192,149923,COMPLETED,983,142,CON8797745,83.9,0.646,0,1575,1,2024-07-02
2019-12-30,INFFKCRO18A12,FIBER_BACKBONE,PRIVATE_CAPEX,247525956,652354,1462.6,866.5,1821,1476,CANCELLED,186,176,CON1981581,29.9,0.995,1,1152,1,2022-02-06
2024-06-30,INFCD33CUSK0S,LAST_MILE,MDB_LOAN,179910551,102706248,1386.7,570.0,1718,1648,ON_HOLD,656,69,CON6258102,6.7,0.141,1,877,0,
2019-02-24,INFOEHM0KN4C5,COMMUNITY_WIFI,USOF,99268800,4879995,1455.2,261.6,51064,20360,CANCELLED,547,184,CON0505777,29.0,0.324,0,2872,0,2020-09-26
2022-11-28,INF2ZFFDHST1S,SAT_GATEWAY,USOF,109283877,11222722,243.8,104.3,66668,62090,CANCELLED,1080,190,CON0311386,37.6,0.727,0,248,0,2020-08-03
2025-08-06,INF9NFJSKXUWN,TOWER_UPGRADE,MDB_LOAN,74120349,20897160,326.3,246.2,151113,141987,CANCELLED,248,365,CON1019486,36.6,0.122,1,1893,1,2022-06-21
2020-12-01,INF2RMF1I4H1D,FIBER_BACKBONE,PRIVATE_CAPEX,5982788,60505,128.7,92.2,15975,4795,IN_PROGRESS,16,240,CON5809922,58.4,0.098,0,2006,0,
2025-12-25,INFNXD6PZZGIX,LAST_MILE,USOF,16507822,3947999,540.9,106.8,87680,64192,COMPLETED,1423,18,CON2293628,62.1,0.651,1,202,1,2024-10-19
2021-07-25,INFP4A8WC1UAF,TOWER_UPGRADE,PPP,115163694,59364611,289.8,238.8,3425,29,COMPLETED,840,222,CON7925412,59.6,0.888,0,2366,1,2023-02-07
2024-10-21,INFVRX437QO1O,SAT_GATEWAY,PRIVATE_CAPEX,80091218,43421935,352.8,343.0,155690,149459,IN_PROGRESS,180,214,CON5031152,71.5,0.752,0,1876,1,
2021-02-22,INFH98KZNUAF4,TOWER_UPGRADE,PRIVATE_CAPEX,26673070,1954338,1084.7,92.5,134253,36310,PLANNED,305,15,CON3571634,13.4,0.731,1,2557,1,
2019-08-22,INFG5VPFUH7ML,SAT_GATEWAY,STATE_GRANT,231420417,131177845,1459.9,1028.2,37064,3619,ON_HOLD,889,232,CON9436529,96.1,0.421,0,2660,0,
2022-01-26,INF3PD8YXX4CZ,COMMUNITY_WIFI,PRIVATE_CAPEX,5250191,139833,273.4,103.5,197893,163908,CANCELLED,403,320,CON2522394,31.0,0.645,1,1962,0,2022-08-19
2024-11-19,INF6E7N2G81D0,COMMUNITY_WIFI,MDB_LOAN,84915472,13238220,1140.2,316.7,65744,12538,IN_PROGRESS,8,43,CON4800086,68.6,0.452,0,1469,1,
2024-11-05,INFDW6E36GO39,TOWER_UPGRADE,PRIVATE_CAPEX,243547167,55442863,1229.0,157.7,199759,137409,PLANNED,40,26,CON9773216,95.1,0.794,1,1828,0,
2022-02-18,INFQ7423NU7PH,FIBER_BACKBONE,MDB_LOAN,247203862,171896893,243.9,159.9,237190,87051,ON_HOLD,249,134,CON4334538,66.3,0.169,0,1879,0,
2025-08-04,INFYUNQ4CWB2B,FIBER_BACKBONE,PPP,116463474,22571552,1274.6,65.9,40623,30356,COMPLETED,27,104,CON8161523,68.7,0.172,0,1392,0,2021-01-31
2021-05-01,INFT3KQS012QA,SAT_GATEWAY,USOF,47469729,13175288,950.5,538.3,178772,94008,PLANNED,600,287,CON4888653,48.3,0.14,0,2530,0,
2022-11-03,INF6GXB87W1M9,COMMUNITY_WIFI,STATE_GRANT,233177792,32646799,452.5,164.7,239927,118284,PLANNED,303,46,CON8969412,57.6,0.578,1,2189,0,
2021-06-15,INFCZMXHAJPBO,TOWER_UPGRADE,MDB_LOAN,110140708,4854780,520.1,376.1,38675,10578,CANCELLED,1479,168,CON5420293,94.3,0.245,0,2598,0,2022-02-04
