edu_enroll_collection_date,edu_enroll_campus_id,edu_enroll_enrollment_total,edu_enroll_enrollment_by_grade_band,edu_enroll_new_entries_count,edu_enroll_withdrawals_count,edu_enroll_mobility_rate_pct,edu_enroll_average_daily_attendance,edu_enroll_seat_capacity,edu_enroll_class_size_average,edu_enroll_teacher_vacancy_count,edu_enroll_substitute_fill_rate_pct,edu_enroll_transport_ridership_count,edu_enroll_meal_program_participation,edu_enroll_after_school_participation,edu_enroll_internet_device_access_rate,edu_enroll_learning_loss_indicator,edu_enroll_weather_closure_days,edu_enroll_instructional_minutes_week,edu_enroll_data_quality_flag
2023-08-22,CAMP101469,940,HIGH,176,58,25.59,880,1072,26.11,17,72.17,3572,UNIVERSAL,19.87,98.94,LOW,19,1645,PASS
2023-08-23,CAMP101470,3558,MIDDLE,163,132,13.12,2972,3950,28.75,1,70.74,818,UNIVERSAL,26.22,94.06,MODERATE,3,1241,PASS
2023-08-24,CAMP101471,1078,K12,151,111,8.2,1007,1431,27.85,24,50.51,854,PAID_ONLY,36.66,78.65,LOW,13,1535,PASS
2023-08-25,CAMP101472,310,K12,217,101,17.92,275,341,22.97,16,59.93,650,UNIVERSAL,17.05,89.38,HIGH,1,1468,PASS
2023-08-26,CAMP101473,186,HIGH,7,23,28.54,154,200,25.88,5,74.28,1959,FREE_REDUCED,18.93,75.17,HIGH,3,1525,WARN
2023-08-27,CAMP101474,585,MIDDLE,96,154,28.97,539,711,22.35,4,84.28,1528,PAID_ONLY,1.04,80.75,HIGH,19,1664,PASS
2023-08-28,CAMP101475,378,ELEM,142,145,32.77,344,459,16.91,20,67.72,1981,FREE_REDUCED,18.39,56.86,UNKNOWN,15,1610,FAIL
2023-08-29,CAMP101476,3227,K12,112,199,26.02,3131,4060,23.05,23,94.19,838,UNIVERSAL,3.19,64.19,LOW,19,1683,PASS
2023-08-30,CAMP101477,2113,HIGH,46,51,4.44,1893,2538,16.61,4,62.21,2993,PAID_ONLY,5.25,85.81,HIGH,9,1243,PASS
2023-08-31,CAMP101478,686,HIGH,30,85,3.83,637,819,16.87,27,80.35,74,MIXED,19.04,59.48,LOW,2,1824,PASS
2023-09-01,CAMP101479,3930,HIGH,175,36,15.11,3776,4746,20.05,12,81.61,1216,UNIVERSAL,35.76,59.95,MODERATE,2,1325,PASS
2023-09-02,CAMP101480,2382,HIGH,55,153,2.44,2317,2942,14.8,28,86.07,1857,MIXED,47.44,58.68,LOW,12,1325,PASS
2023-09-03,CAMP101481,3591,ELEM,44,41,10.49,3062,3715,31.54,7,85.41,87,FREE_REDUCED,11.46,88.81,HIGH,10,1389,PASS
2023-09-04,CAMP101482,761,ELEM,160,66,6.26,628,884,16.85,5,96.65,3291,PAID_ONLY,68.53,75.89,MODERATE,20,1346,PASS
2023-09-05,CAMP101483,405,HIGH,55,42,14.02,371,533,30.33,7,66.51,2420,FREE_REDUCED,59.83,61.74,MODERATE,12,1207,PASS
2023-09-06,CAMP101484,1280,MIDDLE,130,161,11.12,1071,1338,25.81,2,54.17,1595,PAID_ONLY,3.26,84.1,LOW,4,1474,PASS
2023-09-07,CAMP101485,3440,ELEM,46,188,32.55,2957,4560,27.62,13,69.6,2291,PAID_ONLY,7.02,63.36,MODERATE,7,1772,PASS
2023-09-08,CAMP101486,388,MIDDLE,154,93,22.56,354,502,19.71,19,41.46,356,MIXED,47.19,94.49,MODERATE,8,1645,PASS
2023-09-09,CAMP101487,3688,HIGH,97,41,32.68,3560,4387,29.06,24,80.53,292,PAID_ONLY,74.87,74.97,LOW,13,1814,PASS
2023-09-10,CAMP101488,3364,HIGH,61,128,12.89,2952,4213,24.74,0,41.75,2400,MIXED,2.24,56.87,HIGH,13,1855,FAIL
2023-09-11,CAMP101489,2955,K12,111,58,30.52,2476,3204,31.59,20,91.14,1728,FREE_REDUCED,57.75,89.65,HIGH,1,1339,PASS
2023-09-12,CAMP101490,2455,ELEM,165,113,4.42,2066,2710,27.16,0,94.76,2440,MIXED,50.04,68.23,LOW,16,1414,PASS
2023-09-13,CAMP101491,292,ELEM,149,11,5.93,273,341,17.32,23,77.91,2797,UNIVERSAL,38.55,87.85,LOW,0,1645,PASS
2023-09-14,CAMP101492,2402,K12,71,9,10.51,2199,2684,22.89,14,66.82,1738,PAID_ONLY,32.67,73.57,LOW,14,1836,PASS
2023-09-15,CAMP101493,3830,MIDDLE,133,94,9.41,3336,3967,24.91,26,69.75,3452,UNIVERSAL,20.59,67.98,MODERATE,1,1236,PASS
2023-09-16,CAMP101494,2942,ELEM,201,73,5.62,2427,3336,24.87,6,52.28,1411,UNIVERSAL,53.13,55.4,UNKNOWN,4,1491,PASS
2023-09-17,CAMP101495,3539,ELEM,194,202,11.52,3340,4759,16.99,5,41.91,2982,MIXED,72.72,66.46,MODERATE,1,1646,PASS
2023-09-18,CAMP101496,3564,MIDDLE,14,45,33.33,3308,4299,21.43,4,83.69,1419,PAID_ONLY,23.55,71.09,LOW,19,1778,PASS
2023-09-19,CAMP101497,1724,MIDDLE,137,22,4.12,1577,2239,31.8,7,69.69,2926,FREE_REDUCED,70.03,58.78,MODERATE,19,1329,PASS
2023-09-20,CAMP101498,1682,ELEM,198,110,20.83,1435,2111,30.31,14,85.13,2405,PAID_ONLY,35.24,98.6,HIGH,5,1888,PASS
2023-09-21,CAMP101499,2805,K12,46,30,5.47,2661,3254,27.14,28,94.56,933,PAID_ONLY,30.71,85.15,LOW,18,1831,PASS
2023-09-22,CAMP101500,661,K12,118,115,15.51,592,808,19.22,0,56.41,894,MIXED,40.98,70.57,MODERATE,4,1792,PASS
2023-09-23,CAMP101501,1559,ELEM,218,36,32.81,1279,1957,27.14,16,61.78,2569,FREE_REDUCED,6.11,92.17,HIGH,14,1775,PASS
2023-09-24,CAMP101502,1685,HIGH,185,84,7.38,1529,2166,14.09,13,86.04,2939,MIXED,31.64,73.81,MODERATE,19,1512,PASS
2023-09-25,CAMP101503,4159,MIDDLE,4,146,22.81,3562,5178,19.06,29,72.01,2207,FREE_REDUCED,36.57,71.72,LOW,11,1784,PASS
2023-09-26,CAMP101504,4078,ELEM,16,121,2.5,3539,4362,22.1,10,56.91,2875,FREE_REDUCED,35.61,71.51,MODERATE,6,1368,PASS
2023-09-27,CAMP101505,1654,ELEM,168,148,16.53,1521,2050,16.51,28,75.72,3035,FREE_REDUCED,49.29,78.11,MODERATE,12,1852,PASS
2023-09-28,CAMP101506,1131,K12,156,182,8.14,1086,1295,30.57,10,94.12,1971,UNIVERSAL,46.29,95.42,UNKNOWN,9,1583,PASS
2023-09-29,CAMP101507,2919,ELEM,72,128,14.33,2638,3521,23.19,7,92.88,1019,PAID_ONLY,56.65,79.18,LOW,19,1375,PASS
2023-09-30,CAMP101508,2513,MIDDLE,5,183,22.94,2246,2996,22.29,15,87.2,2229,FREE_REDUCED,70.18,63.83,UNKNOWN,18,1231,PASS
2023-10-01,CAMP101509,725,MIDDLE,141,2,31.65,609,817,19.05,13,58.37,866,UNIVERSAL,21.89,61.26,MODERATE,20,1899,PASS
2023-10-02,CAMP101510,2695,HIGH,79,208,28.48,2293,2855,23.62,7,50.36,1445,MIXED,66.88,56.41,MODERATE,4,1438,PASS
2023-10-03,CAMP101511,3814,K12,129,217,8.31,3431,4616,29.34,14,93.38,1007,MIXED,58.27,66.93,HIGH,5,1647,PASS
2023-10-04,CAMP101512,3545,HIGH,110,88,9.84,3190,4668,17.95,20,72.89,980,MIXED,61.1,64.35,HIGH,7,1226,PASS
2023-10-05,CAMP101513,4005,HIGH,118,185,24.96,3635,4870,28.59,7,99.46,2440,FREE_REDUCED,44.78,91.62,HIGH,9,1535,PASS
2023-10-06,CAMP101514,276,K12,80,67,14.49,230,348,22.93,7,81.29,2556,FREE_REDUCED,62.43,58.02,MODERATE,12,1494,PASS
2023-10-07,CAMP101515,2832,ELEM,92,135,11.76,2418,3807,26.47,12,98.63,623,MIXED,1.98,68.61,LOW,9,1528,PASS
2023-10-08,CAMP101516,579,MIDDLE,123,2,26.99,511,738,16.35,22,54.52,3687,PAID_ONLY,7.1,60.51,LOW,9,1762,PASS
2023-10-09,CAMP101517,407,ELEM,126,105,0.58,341,490,22.21,16,64.15,2033,FREE_REDUCED,50.23,55.13,UNKNOWN,2,1615,PASS
2023-10-10,CAMP101518,3682,ELEM,43,71,6.11,3269,4696,31.61,2,87.13,3147,UNIVERSAL,69.33,89.14,HIGH,4,1546,PASS
2023-10-11,CAMP101519,2789,HIGH,160,81,10.98,2342,3592,21.6,27,54.96,2706,UNIVERSAL,1.4,62.93,MODERATE,6,1666,PASS
2023-10-12,CAMP101520,2973,HIGH,138,141,9.61,2825,3916,27.8,12,98.13,920,PAID_ONLY,25.93,97.08,UNKNOWN,16,1682,PASS
2023-10-13,CAMP101521,3052,ELEM,181,151,2.0,2886,3212,29.19,3,81.74,283,MIXED,42.35,57.84,MODERATE,0,1268,PASS
2023-10-14,CAMP101522,635,MIDDLE,191,78,10.83,553,835,22.39,16,47.66,2124,PAID_ONLY,65.84,84.96,MODERATE,11,1510,PASS
2023-10-15,CAMP101523,2924,HIGH,21,166,23.3,2622,3801,19.47,12,79.36,968,UNIVERSAL,30.89,84.58,LOW,10,1591,WARN
2023-10-16,CAMP101524,3114,HIGH,108,33,17.75,2812,4133,24.33,15,48.84,1324,MIXED,16.91,94.87,MODERATE,16,1540,PASS
2023-10-17,CAMP101525,296,HIGH,178,109,16.13,261,368,24.35,8,49.82,1978,UNIVERSAL,26.73,69.29,MODERATE,4,1203,PASS
2023-10-18,CAMP101526,386,ELEM,186,204,6.47,334,414,26.91,17,80.68,1505,PAID_ONLY,23.24,94.9,MODERATE,3,1345,PASS
2023-10-19,CAMP101527,3370,ELEM,69,35,11.05,3134,3445,19.33,17,40.13,173,FREE_REDUCED,48.99,60.73,MODERATE,8,1339,PASS
2023-10-20,CAMP101528,2651,ELEM,125,142,27.4,2454,3426,22.43,12,93.94,2223,PAID_ONLY,16.3,99.53,MODERATE,10,1676,PASS
2023-10-21,CAMP101529,844,MIDDLE,76,101,14.3,805,931,18.59,5,82.49,1477,MIXED,18.82,70.18,MODERATE,4,1483,PASS
2023-10-22,CAMP101530,2107,K12,169,51,3.39,2043,2230,28.46,11,40.08,764,FREE_REDUCED,64.32,60.23,LOW,12,1273,WARN
2023-10-23,CAMP101531,153,K12,85,90,28.55,140,197,29.86,0,71.25,2724,FREE_REDUCED,71.32,58.67,MODERATE,8,1430,PASS
2023-10-24,CAMP101532,2803,MIDDLE,175,59,18.11,2664,3704,20.64,15,73.09,1890,MIXED,7.49,96.67,HIGH,5,1765,PASS
2023-10-25,CAMP101533,4107,MIDDLE,162,145,9.83,3917,5400,15.75,24,59.34,3292,MIXED,18.5,85.16,HIGH,20,1260,PASS
2023-10-26,CAMP101534,3590,MIDDLE,168,139,12.57,3189,3895,31.15,17,88.72,104,UNIVERSAL,42.38,55.51,MODERATE,11,1386,PASS
2023-10-27,CAMP101535,503,ELEM,7,33,31.25,439,566,26.47,12,59.0,3160,UNIVERSAL,62.7,77.25,UNKNOWN,19,1314,PASS
2023-10-28,CAMP101536,163,MIDDLE,34,114,30.82,152,204,20.39,4,47.15,22,PAID_ONLY,46.11,93.46,LOW,2,1600,WARN
2023-10-29,CAMP101537,736,HIGH,112,146,0.63,629,886,20.35,4,63.01,901,FREE_REDUCED,73.57,70.56,LOW,20,1322,PASS
2023-10-30,CAMP101538,1536,MIDDLE,124,165,11.26,1447,1623,18.62,10,89.37,1870,PAID_ONLY,39.54,83.28,LOW,9,1546,PASS
2023-10-31,CAMP101539,960,HIGH,58,54,10.01,833,1017,20.7,8,84.48,3649,FREE_REDUCED,19.68,58.08,MODERATE,8,1374,PASS
2023-11-01,CAMP101540,487,K12,84,185,11.53,462,537,16.74,29,72.2,1649,PAID_ONLY,16.6,98.19,LOW,2,1246,PASS
2023-11-02,CAMP101541,914,ELEM,22,175,25.83,844,1021,22.23,8,79.28,3125,MIXED,6.16,98.51,MODERATE,4,1319,PASS
2023-11-03,CAMP101542,186,K12,95,143,34.06,181,249,14.82,21,74.37,891,UNIVERSAL,7.94,61.61,MODERATE,11,1432,WARN
2023-11-04,CAMP101543,4111,MIDDLE,60,117,13.39,3577,5309,14.97,21,85.73,1134,MIXED,26.54,95.21,LOW,19,1202,FAIL
2023-11-05,CAMP101544,1836,HIGH,208,73,32.42,1764,2025,25.17,21,62.33,2596,FREE_REDUCED,61.69,80.72,MODERATE,11,1387,PASS
2023-11-06,CAMP101545,3874,HIGH,163,79,11.24,3575,4968,24.08,12,56.64,116,PAID_ONLY,61.63,95.73,LOW,17,1656,PASS
2023-11-07,CAMP101546,2852,ELEM,111,150,16.94,2635,3092,14.01,25,56.3,1047,PAID_ONLY,66.38,73.43,HIGH,2,1715,FAIL
2023-11-08,CAMP101547,1448,MIDDLE,15,92,16.94,1248,1648,22.18,1,84.61,998,UNIVERSAL,69.39,87.93,MODERATE,6,1815,PASS
2023-11-09,CAMP101548,3699,HIGH,170,62,33.47,3293,4698,24.89,24,97.54,2718,FREE_REDUCED,42.32,96.38,MODERATE,12,1887,PASS
2023-11-10,CAMP101549,3370,K12,105,219,14.23,3034,3640,15.64,3,93.67,1845,PAID_ONLY,68.63,70.47,LOW,14,1733,PASS
2023-11-11,CAMP101550,937,K12,118,29,1.89,802,1050,19.77,8,67.28,3251,UNIVERSAL,53.81,69.34,HIGH,20,1256,PASS
2023-11-12,CAMP101551,2833,K12,137,73,6.24,2419,3620,16.58,23,43.84,3091,FREE_REDUCED,14.89,81.65,HIGH,15,1439,PASS
2023-11-13,CAMP101552,3754,ELEM,20,68,1.44,3629,4071,27.28,7,69.4,248,UNIVERSAL,8.32,72.34,LOW,10,1240,PASS
2023-11-14,CAMP101553,3866,HIGH,189,0,17.41,3180,4862,20.56,14,41.09,2831,MIXED,17.42,89.09,MODERATE,13,1675,PASS
2023-11-15,CAMP101554,1284,HIGH,150,31,10.04,1180,1639,17.41,23,54.36,722,UNIVERSAL,26.1,92.42,LOW,0,1313,PASS
2023-11-16,CAMP101555,3539,ELEM,202,191,10.49,3141,4080,28.63,28,61.53,462,UNIVERSAL,61.93,93.38,MODERATE,5,1764,PASS
2023-11-17,CAMP101556,958,HIGH,20,182,31.11,918,1220,30.35,24,84.44,653,PAID_ONLY,29.12,91.21,MODERATE,6,1585,PASS
2023-11-18,CAMP101557,452,HIGH,216,77,12.35,389,537,21.35,16,90.38,993,FREE_REDUCED,39.47,82.73,LOW,15,1898,PASS
2023-11-19,CAMP101558,3295,K12,217,69,8.81,2830,3781,26.11,27,82.08,1533,FREE_REDUCED,6.4,56.71,MODERATE,14,1488,PASS
2023-11-20,CAMP101559,1186,MIDDLE,154,48,7.65,1116,1519,14.54,4,49.25,109,UNIVERSAL,27.63,92.12,UNKNOWN,2,1627,FAIL
2023-11-21,CAMP101560,1470,HIGH,213,76,3.16,1415,1754,23.35,22,72.27,1207,MIXED,61.06,91.4,HIGH,12,1456,PASS
2023-11-22,CAMP101561,3171,ELEM,191,144,1.22,2768,3672,27.72,0,64.18,1510,MIXED,46.75,65.11,HIGH,11,1834,PASS
2023-11-23,CAMP101562,1407,K12,82,43,19.27,1336,1598,17.97,1,57.17,1641,PAID_ONLY,60.71,72.13,UNKNOWN,20,1562,PASS
2023-11-24,CAMP101563,3012,HIGH,59,62,23.79,2620,3793,20.48,1,64.0,2818,UNIVERSAL,73.29,98.49,MODERATE,1,1844,PASS
2023-11-25,CAMP101564,419,K12,191,133,9.08,378,522,31.37,12,49.87,1846,PAID_ONLY,26.6,60.71,MODERATE,0,1556,PASS
2023-11-26,CAMP101565,2375,MIDDLE,129,36,8.83,2012,2852,16.31,17,82.03,3212,PAID_ONLY,45.2,73.64,MODERATE,9,1801,PASS
2023-11-27,CAMP101566,3469,MIDDLE,129,63,6.52,3013,3701,26.28,7,84.44,3480,FREE_REDUCED,28.2,58.07,LOW,4,1301,PASS
2023-11-28,CAMP101567,190,ELEM,124,125,25.99,183,195,17.2,6,57.05,1818,MIXED,71.09,83.7,HIGH,4,1592,PASS
2023-11-29,CAMP101568,4050,K12,171,5,5.05,3362,4279,31.91,15,90.92,3650,MIXED,55.56,83.54,LOW,2,1356,PASS
2023-11-30,CAMP101569,1554,MIDDLE,163,22,34.8,1410,1882,20.38,21,66.4,1813,FREE_REDUCED,70.9,77.26,UNKNOWN,17,1769,WARN
2023-12-01,CAMP101570,2293,MIDDLE,71,183,3.65,2171,2350,15.21,2,83.42,1273,PAID_ONLY,29.98,90.92,LOW,4,1838,PASS
2023-12-02,CAMP101571,993,MIDDLE,94,206,8.88,972,1238,19.7,1,64.42,3373,PAID_ONLY,5.7,75.96,LOW,17,1884,PASS
2023-12-03,CAMP101572,1230,HIGH,204,162,27.79,1026,1533,15.56,17,45.46,584,PAID_ONLY,53.1,89.91,HIGH,20,1768,WARN
2023-12-04,CAMP101573,3358,ELEM,68,38,31.53,3010,4433,20.14,21,96.37,739,MIXED,61.89,75.67,MODERATE,20,1333,PASS
2023-12-05,CAMP101574,1560,K12,201,143,21.14,1449,2046,28.13,16,60.91,3041,UNIVERSAL,50.32,55.17,UNKNOWN,14,1825,WARN
2023-12-06,CAMP101575,1378,MIDDLE,103,9,26.62,1285,1623,18.2,18,76.9,1591,FREE_REDUCED,42.28,87.32,MODERATE,8,1545,PASS
2023-12-07,CAMP101576,184,ELEM,135,159,31.85,170,205,17.2,10,69.62,177,FREE_REDUCED,54.71,90.61,MODERATE,18,1342,PASS
2023-12-08,CAMP101577,1464,MIDDLE,110,204,26.96,1385,1791,15.17,4,77.31,1674,UNIVERSAL,12.62,58.45,LOW,18,1238,PASS
2023-12-09,CAMP101578,1005,MIDDLE,12,53,22.14,982,1169,27.83,20,82.02,1737,MIXED,37.78,72.1,LOW,5,1817,WARN
2023-12-10,CAMP101579,2950,MIDDLE,24,103,30.23,2625,3504,22.22,23,63.96,1571,UNIVERSAL,30.96,70.16,MODERATE,18,1701,PASS
2023-12-11,CAMP101580,1903,ELEM,125,26,2.19,1744,2196,18.07,19,51.73,2587,PAID_ONLY,72.66,93.2,HIGH,17,1866,PASS
2023-12-12,CAMP101581,703,K12,167,50,29.61,632,801,29.15,8,60.15,1699,FREE_REDUCED,12.61,87.21,LOW,1,1873,PASS
2023-12-13,CAMP101582,2662,MIDDLE,60,133,20.48,2536,2850,19.25,5,86.06,3103,UNIVERSAL,11.98,60.38,HIGH,0,1806,FAIL
2023-12-14,CAMP101583,3608,MIDDLE,117,166,15.78,3491,3799,30.17,7,67.38,3109,FREE_REDUCED,69.83,72.68,MODERATE,12,1608,PASS
2023-12-15,CAMP101584,2315,MIDDLE,74,6,7.33,2247,2899,26.37,12,97.28,3520,UNIVERSAL,5.36,66.74,LOW,3,1245,PASS
2023-12-16,CAMP101585,2569,MIDDLE,84,51,29.93,2432,3131,29.77,0,83.36,155,PAID_ONLY,18.02,82.55,UNKNOWN,9,1830,PASS
2023-12-17,CAMP101586,639,HIGH,156,129,8.76,527,742,14.99,26,94.28,2903,FREE_REDUCED,27.86,93.23,MODERATE,4,1692,PASS
2023-12-18,CAMP101587,2621,ELEM,96,205,29.52,2162,2890,31.49,15,90.8,3736,PAID_ONLY,17.3,78.79,MODERATE,2,1394,PASS
2023-12-19,CAMP101588,3445,MIDDLE,57,196,30.69,3276,4429,27.89,2,65.96,2151,FREE_REDUCED,50.88,95.25,HIGH,9,1784,WARN
2023-12-20,CAMP101589,3913,ELEM,40,212,22.58,3430,4591,19.59,14,76.2,1164,FREE_REDUCED,38.58,77.82,LOW,16,1502,PASS
2023-12-21,CAMP101590,1433,ELEM,191,61,30.52,1204,1675,29.34,20,67.15,1909,UNIVERSAL,36.92,56.68,MODERATE,17,1261,PASS
2023-12-22,CAMP101591,873,K12,128,84,1.06,724,1051,20.36,25,66.34,2139,FREE_REDUCED,74.22,64.51,LOW,15,1334,PASS
2023-12-23,CAMP101592,2099,K12,202,47,14.07,1855,2467,16.4,15,67.88,3759,FREE_REDUCED,19.52,99.45,MODERATE,20,1512,PASS
2023-12-24,CAMP101593,303,K12,191,108,13.18,289,310,21.19,25,42.82,3532,UNIVERSAL,66.16,98.66,LOW,14,1624,PASS
2023-12-25,CAMP101594,991,K12,92,30,17.24,914,1301,31.09,3,53.35,1680,UNIVERSAL,46.67,94.41,MODERATE,9,1671,PASS
2023-12-26,CAMP101595,3418,K12,37,188,9.29,3305,4028,27.52,25,81.34,812,FREE_REDUCED,56.84,71.39,UNKNOWN,9,1792,PASS
2023-12-27,CAMP101596,1792,HIGH,207,49,8.43,1487,2395,30.04,11,72.91,742,FREE_REDUCED,13.85,95.17,UNKNOWN,6,1510,PASS
2023-12-28,CAMP101597,788,MIDDLE,24,196,14.12,764,894,29.72,25,92.05,2920,MIXED,65.29,60.52,LOW,7,1849,PASS
2023-12-29,CAMP101598,3706,MIDDLE,36,194,20.26,3218,4994,19.74,0,91.36,953,FREE_REDUCED,73.59,69.29,MODERATE,17,1784,PASS
2023-12-30,CAMP101599,3606,K12,217,37,33.07,3408,4306,28.92,4,69.12,2128,PAID_ONLY,44.94,81.99,UNKNOWN,20,1281,PASS
2023-12-31,CAMP101600,3952,K12,61,11,20.69,3630,5324,19.56,5,67.19,1538,UNIVERSAL,17.32,85.98,MODERATE,20,1879,PASS
2024-01-01,CAMP101601,2268,K12,128,92,33.64,2214,2328,28.71,19,58.97,3403,MIXED,73.61,91.14,LOW,0,1232,WARN
2024-01-02,CAMP101602,2995,ELEM,41,161,6.9,2569,3363,28.81,29,72.37,1984,UNIVERSAL,40.54,79.98,LOW,4,1468,PASS
2024-01-03,CAMP101603,566,HIGH,152,116,30.13,493,615,29.89,12,56.85,2689,PAID_ONLY,58.98,67.47,UNKNOWN,10,1206,PASS
2024-01-04,CAMP101604,1107,MIDDLE,124,164,26.63,949,1276,31.6,24,48.26,467,FREE_REDUCED,2.81,65.97,HIGH,9,1241,PASS
2024-01-05,CAMP101605,271,HIGH,169,40,6.73,258,313,20.29,27,40.11,2775,UNIVERSAL,51.87,88.75,MODERATE,2,1407,PASS
2024-01-06,CAMP101606,3599,HIGH,91,139,4.97,3308,4733,21.12,26,82.13,1584,PAID_ONLY,4.76,61.5,UNKNOWN,12,1837,PASS
2024-01-07,CAMP101607,287,ELEM,127,23,7.4,242,380,25.42,11,66.06,1281,MIXED,36.63,68.33,UNKNOWN,16,1225,PASS
2024-01-08,CAMP101608,1341,ELEM,161,102,3.0,1227,1489,20.79,12,54.27,3227,UNIVERSAL,39.91,70.77,MODERATE,9,1730,FAIL
2024-01-09,CAMP101609,1019,MIDDLE,97,203,9.74,984,1330,15.17,29,62.27,2529,UNIVERSAL,40.61,79.44,MODERATE,2,1815,PASS
2024-01-10,CAMP101610,3404,ELEM,213,215,28.13,2814,4249,27.07,0,50.24,1735,MIXED,69.83,99.21,UNKNOWN,4,1369,PASS
2024-01-11,CAMP101611,1716,K12,122,6,9.08,1432,1813,30.6,19,60.72,525,UNIVERSAL,58.14,93.29,MODERATE,17,1801,PASS
2024-01-12,CAMP101612,1269,MIDDLE,127,69,14.4,1109,1557,17.79,15,53.16,3234,FREE_REDUCED,64.17,97.36,LOW,3,1388,PASS
2024-01-13,CAMP101613,1536,ELEM,169,115,22.6,1414,1894,21.18,1,71.04,3496,MIXED,23.93,72.34,MODERATE,19,1560,WARN
2024-01-14,CAMP101614,1907,K12,12,168,34.16,1617,2376,23.97,29,43.39,1607,UNIVERSAL,41.38,93.4,MODERATE,17,1855,PASS
2024-01-15,CAMP101615,3302,ELEM,116,119,18.5,3125,3822,19.41,0,41.19,1180,PAID_ONLY,27.9,91.22,MODERATE,8,1886,PASS
2024-01-16,CAMP101616,207,K12,139,46,28.74,181,230,29.4,25,67.12,1474,PAID_ONLY,62.21,82.4,MODERATE,6,1813,PASS
2024-01-17,CAMP101617,3346,MIDDLE,177,87,27.33,3022,3768,21.43,27,58.33,1049,UNIVERSAL,73.19,88.91,LOW,16,1344,PASS
2024-01-18,CAMP101618,4146,K12,159,62,29.97,3852,5455,27.86,19,87.21,1712,MIXED,70.3,81.84,LOW,15,1528,FAIL
2024-01-19,CAMP101619,1212,HIGH,179,124,23.99,1142,1440,25.02,8,83.1,489,MIXED,56.27,91.35,HIGH,14,1885,WARN
2024-01-20,CAMP101620,3379,HIGH,129,166,31.78,3010,4433,28.49,3,78.87,759,FREE_REDUCED,25.39,75.99,LOW,16,1320,PASS
2024-01-21,CAMP101621,2064,MIDDLE,67,139,26.29,1802,2616,20.85,24,86.37,3106,MIXED,39.3,60.14,LOW,7,1375,PASS
2024-01-22,CAMP101622,1256,K12,172,105,2.89,1063,1448,17.1,29,59.39,740,FREE_REDUCED,2.84,80.62,LOW,20,1896,PASS
2024-01-23,CAMP101623,2489,MIDDLE,73,193,32.16,2190,2859,27.26,27,77.71,333,PAID_ONLY,64.82,66.76,MODERATE,19,1498,WARN
2024-01-24,CAMP101624,3876,ELEM,128,148,22.51,3399,4118,25.39,19,72.23,1707,UNIVERSAL,49.82,77.42,UNKNOWN,14,1327,WARN
2024-01-25,CAMP101625,3409,HIGH,45,117,22.43,2890,4567,18.08,0,70.85,1734,FREE_REDUCED,29.27,57.97,HIGH,1,1562,PASS
2024-01-26,CAMP101626,1833,K12,195,207,1.2,1507,1891,15.42,25,45.78,3316,UNIVERSAL,56.36,76.15,HIGH,20,1708,PASS
2024-01-27,CAMP101627,1905,ELEM,28,38,8.54,1792,2306,17.12,29,56.48,1354,PAID_ONLY,16.6,80.14,MODERATE,14,1731,PASS
2024-01-28,CAMP101628,1072,K12,66,141,29.7,987,1161,18.99,14,62.44,2012,FREE_REDUCED,61.08,62.99,HIGH,9,1256,PASS
2024-01-29,CAMP101629,1921,K12,102,148,7.26,1688,2495,31.7,10,99.5,238,FREE_REDUCED,12.33,77.36,LOW,12,1727,PASS
2024-01-30,CAMP101630,3202,MIDDLE,179,154,33.53,3122,3991,30.15,25,87.82,2289,UNIVERSAL,3.33,73.38,UNKNOWN,18,1716,PASS
2024-01-31,CAMP101631,1508,MIDDLE,31,194,10.54,1245,1546,27.43,13,73.04,3728,MIXED,25.56,94.81,HIGH,9,1807,PASS
2024-02-01,CAMP101632,2116,MIDDLE,179,187,29.44,1826,2287,28.64,1,52.89,3178,UNIVERSAL,27.44,59.97,MODERATE,10,1244,PASS
2024-02-02,CAMP101633,469,MIDDLE,108,218,34.46,421,628,25.23,17,75.46,2872,FREE_REDUCED,35.95,85.98,UNKNOWN,18,1516,FAIL
2024-02-03,CAMP101634,3800,ELEM,166,85,16.33,3513,3930,17.06,16,48.68,1205,MIXED,11.8,81.16,HIGH,7,1374,PASS
2024-02-04,CAMP101635,1793,HIGH,150,155,20.94,1547,1894,23.73,28,52.54,1980,FREE_REDUCED,52.62,84.24,HIGH,16,1872,PASS
2024-02-05,CAMP101636,1216,HIGH,217,0,2.82,1035,1340,21.58,2,60.41,2591,UNIVERSAL,3.21,55.68,MODERATE,3,1291,PASS
2024-02-06,CAMP101637,533,K12,121,168,33.7,499,601,18.23,28,94.23,62,UNIVERSAL,8.22,63.34,MODERATE,1,1634,PASS
2024-02-07,CAMP101638,2782,K12,180,60,6.62,2620,3746,21.12,14,71.14,2022,PAID_ONLY,8.01,77.33,LOW,2,1443,PASS
2024-02-08,CAMP101639,3644,ELEM,124,194,23.34,3133,4775,17.85,29,69.69,2725,UNIVERSAL,10.58,76.34,MODERATE,20,1517,PASS
2024-02-09,CAMP101640,434,MIDDLE,35,13,5.05,415,561,20.32,15,73.5,1035,UNIVERSAL,51.52,79.76,UNKNOWN,20,1299,PASS
2024-02-10,CAMP101641,2016,ELEM,133,146,32.57,1799,2636,28.35,10,50.64,1176,PAID_ONLY,3.86,75.82,LOW,15,1524,WARN
