civic_district_plan_id,civic_district_plan_effective_year,civic_district_district_number,civic_district_district_type_code,civic_district_population_total_ideal,civic_district_population_deviation_pct,civic_district_voting_age_population,civic_district_citizen_vap,civic_district_minority_vap_share_pct,civic_district_compactness_polsby_popper,civic_district_compactness_reock,civic_district_contiguity_flag,civic_district_split_count_county,civic_district_split_count_tract,civic_district_incumbent_residence_flag,civic_district_communities_of_interest_index,civic_district_partisan_lean_metric,civic_district_election_competitiveness_score,civic_district_public_comment_count,civic_district_litigation_risk_flag
PLAN2020-7XJJW8,2020,193,LOKSABHA,1959787,4.55,1488507,1406588,7.73,0.333,0.348,1,2,2,0,52.7,8.62,3.8,17,0
PLAN2014-L08KKL,2014,14,LOKSABHA,326654,-4.05,233823,230932,44.43,0.595,0.605,1,1,4,1,17.2,-3.95,81.0,13,0
PLAN2012-EAUZVM,2012,114,MUNICIPAL_WARD,1226910,-6.22,893689,855029,37.43,0.268,0.737,0,1,0,0,34.5,2.24,20.7,13,1
PLAN2023-TK4KL9,2023,160,VIDHANSABHA,991010,0.46,641181,624699,14.17,0.419,0.73,0,1,3,1,79.4,7.59,97.5,11,0
PLAN2020-5VYFRR,2020,76,MUNICIPAL_WARD,511567,-0.57,347350,338471,35.37,0.182,0.369,1,0,0,0,12.5,-2.3,6.4,23,0
PLAN2024-ZNI3DP,2024,378,VIDHANSABHA,139905,-5.03,88043,87096,18.66,0.081,0.212,1,0,3,1,94.7,-11.35,12.4,11,0
PLAN2022-LPQK5F,2022,465,PANCHAYAT_WARD,2167399,0.14,1687819,1616481,6.04,0.243,0.646,1,2,0,1,48.6,-12.07,54.9,19,1
PLAN2013-6OEM9N,2013,504,MUNICIPAL_WARD,1939438,-5.49,1254873,1177966,13.22,0.358,0.729,1,0,1,1,78.8,1.99,93.0,21,0
PLAN2018-ANHAPY,2018,513,LOKSABHA,1449540,2.18,1047655,1002006,11.47,0.3,0.535,1,2,3,1,85.6,5.15,36.9,17,1
PLAN2015-P3LBSU,2015,431,MUNICIPAL_WARD,1532059,-5.38,1109843,1037765,31.16,0.111,0.447,1,2,5,1,29.4,-3.39,5.0,16,0
PLAN2016-EJCILP,2016,159,MUNICIPAL_WARD,1144161,-1.82,738082,688568,32.35,0.107,0.754,1,1,8,1,75.6,12.72,8.8,11,1
PLAN2024-CNJ0HY,2024,503,MUNICIPAL_WARD,1751257,-0.85,1281158,1257017,8.74,0.554,0.658,1,1,4,1,33.1,6.46,97.0,17,0
PLAN2010-Y9QB0E,2010,316,LOKSABHA,659897,-3.4,442282,418610,11.68,0.535,0.148,1,5,0,1,13.6,11.63,89.7,12,0
PLAN2017-17WTP0,2017,471,MUNICIPAL_WARD,1593859,-5.02,1156319,1106682,4.94,0.361,0.694,1,3,2,0,67.7,7.23,27.1,15,0
PLAN2018-4OHL5T,2018,498,VIDHANSABHA,477832,-0.2,343449,324246,24.14,0.354,0.168,1,0,0,1,14.1,-1.74,62.1,16,0
PLAN2017-5ZRWUO,2017,178,LOKSABHA,1249319,0.39,898671,846468,33.91,0.448,0.425,1,2,7,1,52.2,2.1,93.9,20,0
PLAN2021-NQ189Y,2021,59,PANCHAYAT_WARD,277742,4.09,203672,188563,44.1,0.616,0.192,1,2,3,1,19.1,-1.91,82.0,15,0
PLAN2022-2DJ43D,2022,346,VIDHANSABHA,807894,-5.07,503972,495401,8.18,0.576,0.166,1,1,4,1,37.5,-0.64,47.0,18,0
PLAN2013-FVPIG3,2013,509,PANCHAYAT_WARD,1286338,-5.91,897963,886985,6.27,0.249,0.127,1,1,1,0,14.9,-4.86,50.5,15,0
PLAN2025-HYH9OJ,2025,377,VIDHANSABHA,521924,-5.35,358124,344329,16.57,0.165,0.524,1,1,3,0,65.9,-9.11,86.6,18,1
PLAN2013-57L137,2013,184,PANCHAYAT_WARD,2147641,-1.78,1398460,1306290,30.77,0.222,0.276,1,1,7,1,79.5,-4.1,14.0,15,0
PLAN2015-N4XJP7,2015,366,VIDHANSABHA,115883,-2.42,87485,82999,43.11,0.289,0.641,1,1,1,0,75.4,-3.57,38.0,14,0
PLAN2010-ITMFEY,2010,117,LOKSABHA,836355,4.57,609332,573234,16.53,0.42,0.533,1,1,2,0,29.6,-8.62,70.5,14,0
PLAN2025-UJ9CWI,2025,123,VIDHANSABHA,887665,6.36,624977,603004,8.64,0.612,0.334,1,2,5,0,20.5,-5.18,60.9,11,0
PLAN2009-SKHKXV,2009,411,VIDHANSABHA,2269942,-6.45,1668427,1634323,39.94,0.59,0.383,1,3,2,0,38.2,3.18,71.4,24,0
PLAN2010-6AYLLD,2010,147,MUNICIPAL_WARD,452882,2.08,309433,301863,44.91,0.463,0.647,1,2,8,0,59.2,3.56,89.9,13,1
PLAN2014-YEO6PP,2014,377,LOKSABHA,1535075,3.47,1148250,1106719,21.44,0.489,0.113,1,0,2,1,55.0,-2.51,61.1,9,0
PLAN2024-H8EA32,2024,117,VIDHANSABHA,1351763,-3.79,915663,873761,32.67,0.329,0.763,1,2,1,1,23.0,8.96,37.8,18,0
PLAN2015-HF1PW2,2015,98,VIDHANSABHA,398978,6.41,297368,287024,32.44,0.29,0.775,1,0,1,0,58.1,-1.81,45.1,17,0
PLAN2023-RQH7O0,2023,219,LOKSABHA,171690,4.47,132232,123619,36.91,0.503,0.687,1,1,2,1,91.5,-4.99,53.9,20,0
PLAN2018-8OKR7P,2018,43,VIDHANSABHA,2266429,0.09,1699161,1656515,17.41,0.13,0.295,1,2,2,1,14.3,3.03,89.9,12,0
PLAN2022-UBNBWG,2022,250,MUNICIPAL_WARD,1872171,3.07,1374699,1353967,34.96,0.307,0.193,1,3,6,1,45.4,8.42,14.8,17,0
PLAN2008-EK0BRZ,2008,453,LOKSABHA,1268894,-5.05,946499,903051,30.19,0.395,0.228,0,1,4,1,33.3,-2.44,82.4,21,0
PLAN2013-ERAXP2,2013,100,MUNICIPAL_WARD,1315483,4.98,868820,852828,31.66,0.566,0.285,1,3,4,1,71.7,14.16,57.2,21,0
PLAN2012-SPPN74,2012,137,PANCHAYAT_WARD,2146419,-2.29,1599266,1478918,16.38,0.152,0.539,1,0,4,0,57.7,3.99,37.9,17,0
PLAN2008-3ABZGS,2008,144,MUNICIPAL_WARD,1740361,-0.27,1089718,1042917,20.84,0.578,0.367,1,2,2,0,58.3,13.72,4.5,18,0
PLAN2009-W27528,2009,239,LOKSABHA,540740,1.1,418628,394351,3.89,0.143,0.15,1,0,3,0,38.5,8.54,74.9,22,0
PLAN2025-KQLRVD,2025,427,VIDHANSABHA,1346558,5.84,836739,826159,39.56,0.414,0.327,1,1,2,0,92.4,-11.74,76.3,19,0
PLAN2010-9ZURUT,2010,38,MUNICIPAL_WARD,1620615,1.51,1243540,1166517,18.24,0.449,0.199,1,4,3,0,28.3,12.28,10.2,14,0
PLAN2012-4VCVZP,2012,120,MUNICIPAL_WARD,2021438,-0.91,1299138,1221995,10.53,0.623,0.111,1,5,2,1,56.6,-4.42,66.9,17,0
PLAN2013-3AKZXF,2013,323,PANCHAYAT_WARD,2148731,-2.34,1569002,1530829,27.21,0.224,0.501,1,0,5,1,50.4,12.38,30.6,21,0
PLAN2022-1PHEIV,2022,314,PANCHAYAT_WARD,1172141,5.22,818247,781485,5.28,0.648,0.762,1,1,3,0,17.0,7.65,37.8,11,0
PLAN2016-DDZV7T,2016,427,LOKSABHA,787313,-2.8,546364,512560,40.62,0.079,0.179,1,2,2,0,69.2,-0.04,96.7,19,0
PLAN2013-X6LK7I,2013,350,LOKSABHA,338655,3.39,223188,214331,12.45,0.532,0.746,1,1,1,1,91.8,-11.43,47.8,15,0
PLAN2008-ACYPZ7,2008,434,VIDHANSABHA,1828841,-5.07,1395877,1344930,5.99,0.418,0.662,1,1,8,0,92.8,13.49,78.1,16,0
PLAN2022-EGVT67,2022,439,MUNICIPAL_WARD,304699,2.17,210529,194467,21.58,0.505,0.147,1,1,2,1,18.4,-1.66,14.7,13,0
PLAN2010-G6WMZ0,2010,371,PANCHAYAT_WARD,304994,1.32,219777,211619,22.61,0.426,0.465,1,3,1,1,10.7,13.05,18.0,14,0
PLAN2018-CSSF8H,2018,64,PANCHAYAT_WARD,294845,-0.86,183898,171581,11.2,0.057,0.219,1,1,2,0,91.5,14.78,62.3,23,0
PLAN2021-CX9KNB,2021,394,LOKSABHA,2167939,5.09,1604219,1504909,37.0,0.477,0.755,1,2,0,1,46.6,11.05,38.6,6,0
PLAN2013-9H0UNL,2013,175,MUNICIPAL_WARD,296468,3.71,222579,210259,5.42,0.096,0.583,1,0,4,1,51.1,10.1,42.8,18,0
PLAN2018-O1LPPJ,2018,150,PANCHAYAT_WARD,1029924,-5.45,746098,713937,13.86,0.457,0.112,1,2,2,0,71.8,-6.32,15.5,33,0
PLAN2020-GYIAW7,2020,423,VIDHANSABHA,427390,-0.54,306420,283096,42.71,0.448,0.199,1,4,1,0,16.9,14.74,0.1,20,0
PLAN2015-H2BTUF,2015,466,LOKSABHA,324445,-5.72,244757,233352,22.38,0.461,0.544,1,2,1,1,74.2,14.03,61.2,17,0
PLAN2010-NEDL60,2010,294,PANCHAYAT_WARD,852493,3.67,532979,494145,38.02,0.218,0.158,1,1,2,0,80.3,10.61,71.4,17,0
PLAN2020-8LXSOL,2020,502,MUNICIPAL_WARD,1371800,1.57,952285,898836,5.79,0.607,0.703,1,2,2,1,82.1,-2.74,79.9,14,0
PLAN2025-5M9GQJ,2025,52,LOKSABHA,1075705,-1.41,704373,690095,27.85,0.384,0.381,1,1,1,1,63.7,1.77,13.1,15,0
PLAN2021-BSM2OT,2021,207,VIDHANSABHA,1076282,2.15,828639,803774,5.91,0.276,0.505,1,1,4,1,50.6,-14.53,93.8,17,0
PLAN2014-KCCNJD,2014,225,VIDHANSABHA,1084270,1.48,843666,819381,11.18,0.208,0.424,1,0,0,1,54.5,-12.61,47.5,22,0
PLAN2020-65J1VR,2020,99,MUNICIPAL_WARD,446913,-0.18,336414,323199,23.47,0.646,0.632,1,1,3,0,17.6,7.74,92.6,16,0
PLAN2025-A23HOT,2025,197,PANCHAYAT_WARD,1439116,6.49,1091896,1029216,7.53,0.427,0.742,1,0,3,1,18.2,7.12,43.7,21,0
PLAN2017-A14350,2017,386,PANCHAYAT_WARD,514520,2.29,355991,329489,41.98,0.608,0.375,1,2,2,0,67.4,-13.57,10.4,17,0
PLAN2010-AIG5K7,2010,251,VIDHANSABHA,1253145,0.17,939361,927887,31.51,0.172,0.354,1,1,3,1,93.4,-8.59,83.3,19,0
PLAN2009-6SOG2L,2009,16,LOKSABHA,957958,-3.37,665718,648961,29.64,0.494,0.662,0,3,2,1,17.0,1.77,84.7,21,0
PLAN2020-T0I91K,2020,361,LOKSABHA,283826,-6.09,195026,187495,18.04,0.481,0.466,1,1,0,0,79.2,8.94,83.1,15,0
PLAN2024-HYA1W3,2024,479,PANCHAYAT_WARD,1170197,0.91,763168,748594,43.19,0.547,0.124,1,0,1,1,59.9,7.32,45.6,21,0
PLAN2017-V5765E,2017,309,MUNICIPAL_WARD,1321796,-1.95,888810,833646,33.2,0.155,0.124,1,1,4,0,92.5,-9.29,62.0,15,0
PLAN2017-MFJHOJ,2017,259,LOKSABHA,508534,3.43,393800,369431,17.8,0.226,0.551,1,1,4,1,64.4,12.28,28.5,22,0
PLAN2017-K6QM11,2017,467,PANCHAYAT_WARD,951661,-1.98,653179,626082,24.44,0.192,0.733,1,0,7,1,75.5,-11.87,70.3,24,0
PLAN2021-KS9URX,2021,107,VIDHANSABHA,1466184,0.03,1016450,978008,11.98,0.448,0.666,1,0,5,0,49.9,-7.55,42.0,17,0
PLAN2023-UY5VWT,2023,496,VIDHANSABHA,2276955,-5.33,1538686,1481445,18.6,0.191,0.239,1,2,2,1,15.9,-7.91,63.5,20,0
PLAN2017-XPGWJX,2017,506,LOKSABHA,179775,4.77,112690,103755,13.51,0.127,0.289,1,1,5,1,78.6,12.2,63.3,26,0
PLAN2010-28MT9F,2010,195,MUNICIPAL_WARD,1868275,-1.99,1244282,1219550,34.44,0.568,0.711,1,0,1,0,83.4,-13.85,5.7,12,0
PLAN2008-V5Q4FI,2008,163,PANCHAYAT_WARD,1502661,-5.96,943760,924939,10.4,0.387,0.506,1,0,2,1,80.4,-10.82,67.1,17,0
PLAN2021-XQTQV8,2021,65,LOKSABHA,778653,-1.96,570939,546341,21.5,0.228,0.157,1,2,2,1,89.0,11.56,87.2,19,0
PLAN2017-XC609Y,2017,32,VIDHANSABHA,2227117,5.66,1679611,1565288,37.38,0.157,0.309,1,0,5,0,13.2,-1.49,84.7,24,1
PLAN2011-HS1EV2,2011,115,PANCHAYAT_WARD,519541,-0.76,328943,321918,42.61,0.484,0.386,1,1,3,0,13.6,-5.83,9.1,14,0
PLAN2009-Z3JUFX,2009,494,VIDHANSABHA,1611701,-4.49,1009933,938685,7.91,0.416,0.136,1,1,3,0,65.3,1.16,37.5,11,0
PLAN2018-G6BX0N,2018,106,MUNICIPAL_WARD,1689354,5.82,1317219,1275481,7.84,0.36,0.649,1,1,2,1,57.8,-0.67,54.2,21,0
PLAN2017-FPR7H4,2017,490,PANCHAYAT_WARD,1550737,-1.36,1140754,1111494,4.93,0.287,0.792,0,1,4,0,40.2,2.54,81.0,19,0
PLAN2024-GAO4H8,2024,120,LOKSABHA,2380702,-2.56,1598263,1482264,5.14,0.323,0.186,1,1,4,1,82.9,8.37,24.1,15,0
PLAN2022-N9T61Q,2022,534,VIDHANSABHA,1897196,-6.48,1477981,1400669,30.23,0.296,0.649,1,1,1,0,11.1,10.86,68.1,18,0
PLAN2017-KFNNML,2017,200,LOKSABHA,1980006,3.1,1404041,1359988,14.91,0.439,0.133,1,1,4,0,45.6,-7.87,74.3,8,0
PLAN2024-77IQFX,2024,85,LOKSABHA,882264,-6.43,618195,577213,17.2,0.295,0.492,1,1,4,1,56.4,8.66,79.5,21,0
PLAN2009-QSU95I,2009,453,LOKSABHA,1175633,-3.53,904888,869028,6.51,0.271,0.687,1,0,2,0,16.0,-12.92,90.0,21,0
PLAN2022-B31P35,2022,393,PANCHAYAT_WARD,633842,-4.65,442348,433134,31.76,0.521,0.225,1,0,4,0,38.5,4.24,14.6,22,0
PLAN2016-C5KQQL,2016,249,MUNICIPAL_WARD,884759,6.48,573455,530690,5.91,0.45,0.67,1,0,3,1,40.7,0.59,90.0,14,0
PLAN2014-C2PLHS,2014,217,LOKSABHA,1684850,-2.06,1118308,1053053,13.69,0.116,0.162,1,2,2,0,68.8,9.65,53.6,13,0
PLAN2025-40QCUL,2025,73,LOKSABHA,730633,-1.89,453496,447081,32.84,0.625,0.695,1,1,6,1,94.2,-4.52,40.3,18,0
PLAN2019-UKSVZO,2019,208,PANCHAYAT_WARD,1396104,3.03,1063234,1037404,43.42,0.568,0.331,1,3,1,1,59.1,7.49,87.6,19,0
PLAN2021-3HJSOS,2021,345,VIDHANSABHA,1856700,-0.83,1278688,1216137,42.74,0.14,0.206,1,4,2,0,18.5,-4.06,3.5,16,0
PLAN2025-8YOFVY,2025,348,VIDHANSABHA,1610581,1.0,1137338,1105985,11.24,0.176,0.191,1,0,1,1,72.1,12.2,96.6,10,1
PLAN2021-EWYB40,2021,341,LOKSABHA,1926560,5.64,1318816,1240177,9.33,0.305,0.357,1,0,1,1,37.9,-5.63,39.8,24,0
PLAN2021-FU2SNX,2021,359,LOKSABHA,2049492,-6.06,1334765,1237379,40.18,0.623,0.677,1,1,2,0,91.9,7.63,51.8,26,0
PLAN2016-SE3XR6,2016,196,PANCHAYAT_WARD,1125290,-5.83,736446,724046,4.69,0.416,0.269,1,2,4,0,40.8,-5.66,73.4,15,0
PLAN2009-Z4V5BV,2009,248,VIDHANSABHA,2013486,3.29,1265696,1226512,5.71,0.382,0.528,1,2,6,1,62.9,-8.34,12.9,13,0
PLAN2021-RFTNVI,2021,506,MUNICIPAL_WARD,1388398,-2.05,892941,833281,6.42,0.101,0.235,1,1,1,1,46.6,8.98,88.2,14,0
PLAN2009-6S7PK6,2009,179,LOKSABHA,867612,-5.63,661606,620786,36.81,0.08,0.271,1,1,4,1,70.1,6.1,48.6,18,0
PLAN2014-ILPLSO,2014,501,VIDHANSABHA,1896699,-2.01,1401854,1333592,30.55,0.506,0.787,1,1,2,1,94.3,1.17,93.3,24,0
PLAN2023-9GMQ2P,2023,373,LOKSABHA,221583,-2.57,139286,130628,19.78,0.189,0.208,1,2,2,0,38.6,5.91,25.1,13,0
PLAN2015-14X5DL,2015,215,LOKSABHA,1184553,4.22,865970,855507,17.5,0.604,0.343,1,1,0,1,14.3,-2.78,42.2,15,0
PLAN2008-Y1P6MX,2008,89,PANCHAYAT_WARD,1188324,6.07,914279,860452,4.23,0.438,0.214,1,3,3,1,39.8,8.63,41.1,18,0
PLAN2024-WY0SZK,2024,536,LOKSABHA,812374,5.2,605415,567567,27.21,0.558,0.65,1,1,1,0,37.8,13.58,26.8,12,1
PLAN2019-L9TDCC,2019,527,PANCHAYAT_WARD,493844,-4.39,337695,320760,28.83,0.584,0.531,1,1,2,1,54.7,9.47,90.7,21,0
PLAN2024-8XZ179,2024,149,MUNICIPAL_WARD,1445522,5.04,947305,871752,24.55,0.359,0.768,1,0,3,0,81.4,-0.15,93.2,20,0
PLAN2016-4HTPL1,2016,20,LOKSABHA,164609,5.61,116696,110257,13.02,0.359,0.409,1,0,4,1,69.7,10.41,98.3,12,0
PLAN2014-0UP5WT,2014,45,VIDHANSABHA,1692843,1.54,1270742,1217916,17.39,0.178,0.625,1,4,3,1,57.0,-14.16,18.2,19,0
PLAN2008-I92WMS,2008,155,MUNICIPAL_WARD,1438855,5.06,992261,950481,36.64,0.409,0.349,1,3,3,0,69.6,7.12,49.6,21,1
PLAN2014-OR3A1I,2014,37,PANCHAYAT_WARD,788792,-5.63,548515,541713,5.26,0.142,0.541,1,2,1,1,46.4,12.44,47.9,20,0
PLAN2017-0PKAP7,2017,538,MUNICIPAL_WARD,1936080,3.1,1415575,1348412,37.29,0.193,0.372,1,1,2,1,79.6,12.51,89.6,12,0
PLAN2014-R1SHEU,2014,293,PANCHAYAT_WARD,1075861,3.31,703547,668019,33.37,0.102,0.703,1,1,3,1,85.0,6.93,85.4,21,0
PLAN2011-NZF6YX,2011,19,VIDHANSABHA,1022992,-0.35,651028,640513,31.68,0.478,0.637,1,1,5,0,67.8,-12.54,99.5,18,0
PLAN2008-DOU0ZE,2008,543,LOKSABHA,2043574,5.57,1268034,1225431,25.29,0.271,0.392,1,1,5,1,40.0,14.97,54.4,15,0
PLAN2023-LNZKF3,2023,90,VIDHANSABHA,1058173,0.33,719978,682888,37.61,0.537,0.68,1,0,4,1,40.0,-7.66,8.6,9,0
PLAN2019-GD40CM,2019,30,MUNICIPAL_WARD,1286656,-3.91,879105,810580,23.89,0.214,0.132,1,1,5,1,53.4,3.02,60.9,17,0
PLAN2012-TU2AQH,2012,57,MUNICIPAL_WARD,2278269,5.39,1768248,1679375,13.38,0.327,0.171,1,1,4,0,34.0,14.82,40.3,18,0
PLAN2018-24ZN0M,2018,44,MUNICIPAL_WARD,2084796,-2.32,1574261,1469255,33.35,0.17,0.34,1,1,5,1,17.0,5.51,75.4,12,0
PLAN2022-TX7R07,2022,444,LOKSABHA,2372966,-2.36,1486317,1447250,7.93,0.103,0.161,1,0,3,1,57.0,11.41,21.5,19,0
PLAN2016-PPM86C,2016,281,LOKSABHA,1854917,4.94,1270653,1219474,32.13,0.077,0.462,0,0,2,0,78.3,4.0,3.2,20,0
PLAN2015-OTX76D,2015,388,MUNICIPAL_WARD,2093582,0.82,1298641,1211092,12.94,0.58,0.467,1,0,3,0,80.1,-8.64,69.1,11,0
PLAN2019-4YN6ZJ,2019,415,VIDHANSABHA,1491001,-3.2,1070189,1042074,40.88,0.07,0.467,1,0,5,0,67.7,4.76,89.2,18,0
PLAN2022-Y3K0E3,2022,308,VIDHANSABHA,1699486,2.13,1156292,1124221,10.93,0.501,0.437,1,1,6,0,63.6,1.41,54.0,17,0
PLAN2015-TKWIH7,2015,527,VIDHANSABHA,143336,-3.88,105019,100879,20.14,0.255,0.519,1,3,2,1,43.2,-2.55,29.7,12,0
PLAN2022-P4M7B0,2022,526,PANCHAYAT_WARD,1836648,3.08,1165780,1151306,17.21,0.17,0.771,0,2,6,1,90.0,13.85,87.2,14,1
PLAN2024-ZGUGNQ,2024,61,PANCHAYAT_WARD,1219816,3.58,893005,858379,17.1,0.601,0.554,1,1,1,0,52.0,-0.75,91.8,18,0
PLAN2024-9O8A90,2024,363,VIDHANSABHA,121825,-2.37,89453,87744,38.21,0.445,0.695,1,1,2,0,17.8,-0.37,11.9,23,1
PLAN2017-K37E4E,2017,411,VIDHANSABHA,1413955,1.5,1057736,999539,20.23,0.301,0.141,1,3,2,1,13.4,-0.35,14.9,21,0
PLAN2015-JVB6HP,2015,287,PANCHAYAT_WARD,2376670,-0.15,1576997,1465448,24.54,0.168,0.353,1,1,4,1,63.0,-11.18,97.5,19,0
PLAN2017-T6RWAR,2017,496,PANCHAYAT_WARD,1466863,6.37,1049159,971649,27.29,0.173,0.554,1,3,0,0,83.8,7.3,14.8,19,0
PLAN2014-WLWJOJ,2014,7,LOKSABHA,787750,4.27,559119,521496,29.23,0.645,0.256,1,0,2,0,85.2,13.8,68.0,20,0
PLAN2008-WH1MQ4,2008,514,MUNICIPAL_WARD,763846,-4.39,583810,569347,8.04,0.634,0.426,1,2,1,1,28.8,-8.21,68.7,21,0
PLAN2021-PL5NBT,2021,335,VIDHANSABHA,570682,-4.76,436468,412181,40.53,0.172,0.211,1,2,1,0,17.6,-6.16,21.3,20,0
PLAN2022-REHU2M,2022,134,PANCHAYAT_WARD,970448,-2.88,751371,700175,30.96,0.148,0.48,0,0,0,0,10.3,-0.23,38.8,10,0
PLAN2023-6WM1XR,2023,203,PANCHAYAT_WARD,626970,-6.04,405011,387364,5.47,0.27,0.688,1,0,2,1,59.5,5.1,30.8,18,0
PLAN2021-N53KBH,2021,49,MUNICIPAL_WARD,1266100,-0.41,978708,930423,4.19,0.291,0.428,1,0,3,1,49.3,-6.43,53.1,19,0
PLAN2012-AG2M09,2012,65,MUNICIPAL_WARD,1332697,-3.72,923568,853458,9.89,0.605,0.757,0,1,5,1,70.5,-4.87,72.0,16,0
PLAN2021-27JTRG,2021,112,VIDHANSABHA,2206763,1.45,1606318,1549510,4.2,0.481,0.645,1,1,1,0,42.5,-8.45,22.9,28,0
PLAN2009-UK18C7,2009,467,MUNICIPAL_WARD,450679,3.61,341037,327445,7.07,0.242,0.277,1,1,1,0,85.5,10.08,94.1,14,0
PLAN2016-N0DYK3,2016,289,VIDHANSABHA,117991,1.25,88304,81785,34.17,0.586,0.552,1,2,2,0,18.4,-1.31,59.5,20,0
PLAN2012-MEZVSQ,2012,397,MUNICIPAL_WARD,1630930,2.78,1103879,1048180,37.18,0.641,0.27,1,0,1,0,87.4,-3.41,38.1,16,0
PLAN2009-HEYKUK,2009,461,PANCHAYAT_WARD,915376,-0.36,630142,588169,5.94,0.185,0.191,1,2,3,1,59.5,-3.75,4.8,12,0
PLAN2014-RPDGZ2,2014,195,LOKSABHA,1968597,0.89,1462916,1353216,28.56,0.464,0.446,1,1,0,1,50.9,-13.26,8.9,14,0
PLAN2009-C0T8DH,2009,339,LOKSABHA,1441342,-3.37,1064294,1039303,3.17,0.114,0.799,1,1,4,1,10.6,11.55,94.9,13,0
PLAN2009-L7JPTG,2009,356,LOKSABHA,180103,-6.15,128112,121306,26.62,0.434,0.126,1,4,4,1,84.9,-12.96,29.9,23,0
PLAN2013-8A2CQB,2013,21,PANCHAYAT_WARD,1047842,-5.57,686204,655236,33.71,0.109,0.596,1,4,2,1,64.1,-0.34,45.3,14,0
PLAN2022-WLKLQB,2022,468,LOKSABHA,1533593,4.66,1094125,1070750,20.51,0.243,0.588,1,3,4,0,59.3,-11.42,69.5,11,1
PLAN2012-FPUH7Z,2012,194,MUNICIPAL_WARD,439564,3.25,337856,332820,9.81,0.187,0.747,1,1,2,0,12.3,-6.3,66.4,20,0
PLAN2024-7G0ABG,2024,38,LOKSABHA,2060077,3.1,1495761,1388415,36.67,0.589,0.146,1,0,2,1,35.7,8.24,59.3,8,0
PLAN2012-GS59YM,2012,442,LOKSABHA,266722,-1.76,177468,171803,19.98,0.393,0.239,1,2,2,0,56.4,3.49,91.4,23,0
PLAN2011-Y6EKDK,2011,199,VIDHANSABHA,959557,-1.94,663916,612774,43.39,0.112,0.778,1,1,5,1,33.4,-6.55,59.7,19,0
PLAN2011-AOBLJ0,2011,203,VIDHANSABHA,1418473,-5.49,1089644,1020454,23.48,0.624,0.547,1,2,3,1,28.2,-5.42,54.5,17,0
PLAN2025-A9O6H0,2025,26,VIDHANSABHA,878771,0.06,565417,534300,16.01,0.477,0.452,1,1,3,1,40.5,4.98,34.8,23,0
PLAN2016-E4KBL5,2016,253,VIDHANSABHA,2263253,5.95,1549013,1496257,15.74,0.317,0.534,1,1,2,1,20.1,8.1,63.2,18,1
PLAN2014-GGNFA8,2014,207,LOKSABHA,284721,3.18,196124,193973,38.4,0.165,0.459,1,1,1,0,71.2,-2.84,43.9,20,0
PLAN2016-4EHTHU,2016,51,VIDHANSABHA,308245,2.08,213956,210488,20.49,0.624,0.719,1,0,3,1,93.4,-0.74,14.6,21,0
PLAN2008-IGGN92,2008,165,VIDHANSABHA,1730366,4.67,1073255,1007448,40.2,0.11,0.236,1,2,3,0,79.9,-10.49,17.6,16,0
PLAN2019-IVM4YL,2019,309,VIDHANSABHA,453921,-0.78,311954,298395,25.29,0.185,0.205,1,0,3,1,76.4,0.65,8.0,18,0
PLAN2021-KSK2VP,2021,246,LOKSABHA,222692,5.11,143305,140619,30.12,0.601,0.75,1,2,2,1,58.6,-3.0,21.3,14,1
PLAN2019-GVPGGB,2019,497,MUNICIPAL_WARD,1545756,-5.61,1164105,1132551,42.42,0.33,0.46,1,1,4,1,52.9,14.56,99.5,19,0
PLAN2025-I1WR63,2025,285,MUNICIPAL_WARD,1684050,2.77,1087527,1028248,12.4,0.102,0.551,1,1,2,1,88.5,-12.14,10.5,12,0
PLAN2020-XTWGQI,2020,125,PANCHAYAT_WARD,1546069,-4.07,1078951,1013713,17.59,0.394,0.693,1,2,3,0,33.4,9.28,21.1,19,0
PLAN2010-4DY99O,2010,235,MUNICIPAL_WARD,1191150,-5.58,752039,699403,44.12,0.578,0.501,1,0,1,1,63.9,0.05,83.4,9,0
PLAN2010-UCR68N,2010,316,VIDHANSABHA,1840683,-0.8,1147855,1098646,4.49,0.261,0.196,1,2,5,0,16.3,14.39,82.1,16,1
PLAN2013-5SWOKJ,2013,122,MUNICIPAL_WARD,1157041,-2.75,855332,837508,27.57,0.326,0.11,1,0,1,1,70.2,-1.37,93.1,16,0
PLAN2012-HOUNKP,2012,385,MUNICIPAL_WARD,494911,-2.91,367513,361820,22.16,0.3,0.358,1,2,3,1,12.9,-6.49,94.6,15,0
PLAN2017-7OZYMU,2017,220,PANCHAYAT_WARD,808096,2.64,532811,496936,36.9,0.127,0.641,1,1,2,0,69.4,8.93,69.0,21,0
PLAN2025-EW1TMI,2025,169,MUNICIPAL_WARD,1347023,4.92,872047,808940,38.65,0.637,0.385,1,1,1,1,43.8,13.76,41.5,11,0
PLAN2013-H61N7F,2013,496,LOKSABHA,665082,-4.34,430157,416737,16.35,0.186,0.581,1,2,1,1,23.7,-0.35,33.9,24,0
PLAN2012-MCX5ZP,2012,418,VIDHANSABHA,1082673,6.46,744820,734010,6.34,0.238,0.519,1,1,2,1,32.6,7.06,87.1,20,1
PLAN2022-0TIJ7K,2022,525,MUNICIPAL_WARD,727978,-0.42,567771,545899,38.5,0.223,0.399,1,3,6,1,66.1,10.52,67.3,14,0
