safe_emergency_reference_month,safe_emergency_country_iso2,safe_emergency_region_nuts_code,safe_emergency_call_type_code,safe_emergency_calls_received_count,safe_emergency_calls_answered_within_10s_pct,safe_emergency_dispatch_time_seconds_median,safe_emergency_response_time_minutes_median,safe_emergency_incident_location_type_code,safe_emergency_ambulance_dispatch_count,safe_emergency_fire_dispatch_count,safe_emergency_police_dispatch_count,safe_emergency_cross_border_assistance_flag,safe_emergency_major_incident_flag,safe_emergency_critical_care_transfers_count,safe_emergency_air_ambulance_missions_count,safe_emergency_emergency_alert_system_used_flag,safe_emergency_data_source,safe_emergency_data_quality_flag,safe_emergency_data_extract_date
2024-09,GR,IT17,FIRE,20879,57.73,390.07,41.91,MOUNTAIN,3115,7873,3258,0,0,887,331,0,112_PUBLIC_SAFETY_ANSWERING_POINT,0,2024-12-12
2024-10,MT,DK34,PUBLIC_ORDER,9960,67.72,348.53,6.09,COASTAL,1209,1108,1377,0,0,533,134,0,NATIONAL_EMS_ADMIN,1,2025-05-04
2024-11,ES,PL2,POLICE,435573,70.41,152.42,15.63,MOTORWAY,91053,49240,143962,0,0,2172,145,0,FIRE_SERVICE_REPORT,1,2025-06-27
2024-12,CZ,DE786,OTHER,1140369,85.37,121.47,13.73,RURAL,116532,83772,54258,0,0,2331,342,0,POLICE_DISPATCH_SYSTEM,1,2024-12-17
2025-01,HU,CZ3,TRAFFIC_ACCIDENT,275234,80.57,51.97,44.64,SUBURBAN,78102,72084,94380,0,0,1285,156,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-09-03
2025-02,NL,SI7,MEDICAL,447784,91.49,219.55,10.52,URBAN,233844,37381,23253,0,0,5914,92,0,NATIONAL_EMS_ADMIN,1,2024-08-31
2025-03,SE,PL7,RESCUE,112786,70.16,152.27,22.33,INDUSTRIAL_ZONE,45004,20589,12506,0,0,1038,18,0,FIRE_SERVICE_REPORT,1,2024-12-31
2025-04,DK,RO466,FIRE,230216,74.66,287.42,12.66,MOUNTAIN,26738,54682,39886,0,1,2357,79,1,POLICE_DISPATCH_SYSTEM,1,2025-05-31
2025-05,IE,LU61,PUBLIC_ORDER,5258,55.19,176.38,6.53,COASTAL,616,259,2470,0,0,2534,140,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-11-05
2025-06,PL,MT59,POLICE,92546,88.99,161.88,12.34,MOTORWAY,8390,7267,19911,0,0,2810,106,1,NATIONAL_EMS_ADMIN,1,2024-09-19
2025-07,AT,PL4,OTHER,1125952,72.73,182.41,19.09,RURAL,84218,36569,104791,0,0,1313,22,0,FIRE_SERVICE_REPORT,1,2024-09-03
2025-08,EE,LT5,TRAFFIC_ACCIDENT,973860,98.0,154.12,34.53,SUBURBAN,191462,295476,408780,0,1,994,42,0,POLICE_DISPATCH_SYSTEM,1,2026-01-22
2025-09,IT,HR5,MEDICAL,1023207,95.41,178.76,26.46,URBAN,528457,33213,45736,0,0,937,0,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-03-21
2025-10,PT,SI371,RESCUE,693513,64.95,419.28,29.7,INDUSTRIAL_ZONE,381038,155343,95199,0,1,306,35,0,NATIONAL_EMS_ADMIN,1,2025-02-22
2025-11,BE,GR864,FIRE,8747,96.25,117.3,42.09,MOUNTAIN,1788,957,817,0,0,879,174,0,FIRE_SERVICE_REPORT,1,2024-12-22
2025-12,FI,HU863,PUBLIC_ORDER,54680,95.66,304.44,24.45,COASTAL,5810,5607,22851,0,0,1346,119,0,POLICE_DISPATCH_SYSTEM,1,2025-03-01
2026-01,LV,SI700,POLICE,829802,84.84,333.05,35.36,MOTORWAY,64759,66861,146210,0,0,1342,142,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-11-09
2026-02,RO,ES82,OTHER,516385,85.81,272.33,7.84,RURAL,69843,22029,38596,0,0,1035,380,0,NATIONAL_EMS_ADMIN,1,2024-01-25
2026-03,BG,SE964,TRAFFIC_ACCIDENT,1067259,57.91,308.48,37.98,SUBURBAN,242344,164315,185123,0,0,1166,76,0,FIRE_SERVICE_REPORT,1,2025-12-15
2026-04,FR,SE18,MEDICAL,843664,91.54,103.22,10.75,URBAN,422515,55595,66960,0,0,2386,80,0,POLICE_DISPATCH_SYSTEM,1,2025-09-11
2026-05,LT,AT6,RESCUE,13301,63.14,128.81,23.27,INDUSTRIAL_ZONE,3319,5025,824,0,0,513,18,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-01-30
2026-06,SK,ES385,FIRE,790132,70.47,263.57,8.49,MOUNTAIN,60581,214835,77118,0,0,403,294,0,NATIONAL_EMS_ADMIN,1,2024-04-13
2026-07,HR,PT809,PUBLIC_ORDER,481623,83.43,232.07,24.34,COASTAL,32017,34625,85285,1,0,1375,74,0,FIRE_SERVICE_REPORT,1,2024-09-03
2026-08,DE,AT719,POLICE,145850,81.31,104.44,19.82,MOTORWAY,13513,5681,44203,0,0,501,93,0,POLICE_DISPATCH_SYSTEM,1,2025-01-17
2026-09,LU,IT81,OTHER,11321,95.46,318.55,20.19,RURAL,2097,553,1877,0,0,142,316,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-07-18
2026-10,SI,MT588,TRAFFIC_ACCIDENT,1044226,87.4,271.82,8.02,SUBURBAN,417289,385359,429443,1,0,1290,125,0,NATIONAL_EMS_ADMIN,1,2024-03-01
2026-11,CY,ES88,MEDICAL,772145,65.13,452.94,32.3,URBAN,250795,67297,34362,0,1,213,82,1,FIRE_SERVICE_REPORT,1,2025-10-29
2026-12,GR,IT11,RESCUE,369931,88.7,201.37,13.66,INDUSTRIAL_ZONE,157533,78660,40054,0,0,2873,70,0,POLICE_DISPATCH_SYSTEM,1,2024-10-26
2016-01,MT,IT74,FIRE,350505,78.65,299.61,24.59,MOUNTAIN,39888,77672,36143,1,0,2502,272,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-08-19
2016-02,ES,PT734,PUBLIC_ORDER,424087,65.07,380.15,18.89,COASTAL,78848,49058,206484,0,0,1104,225,0,NATIONAL_EMS_ADMIN,1,2026-01-30
2016-03,CZ,DE42,POLICE,1008146,64.67,99.64,12.14,MOTORWAY,190587,84210,440802,0,0,2697,208,0,FIRE_SERVICE_REPORT,1,2025-10-22
2016-04,HU,EE7,OTHER,211287,77.04,51.47,24.07,RURAL,34642,19072,20885,0,0,3249,38,0,POLICE_DISPATCH_SYSTEM,1,2025-10-24
2016-05,NL,DE24,TRAFFIC_ACCIDENT,109178,72.89,67.81,25.6,SUBURBAN,45562,10698,18332,1,0,3100,38,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-02-11
2016-06,SE,IE428,MEDICAL,1126465,83.4,31.76,27.79,URBAN,519005,92213,105928,0,0,6744,173,0,NATIONAL_EMS_ADMIN,1,2025-12-09
2016-07,DK,IT4,RESCUE,641766,58.16,75.61,23.34,INDUSTRIAL_ZONE,165877,91181,78662,0,0,1518,191,0,FIRE_SERVICE_REPORT,1,2025-01-03
2016-08,IE,CY225,FIRE,172512,57.9,306.9,21.13,MOUNTAIN,21132,36417,27581,0,1,1181,434,1,POLICE_DISPATCH_SYSTEM,0,2024-06-13
2016-09,PL,LT329,PUBLIC_ORDER,57659,61.55,440.28,20.68,COASTAL,9488,3932,16294,0,0,567,180,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2026-01-17
2016-10,AT,DK712,POLICE,155664,62.08,409.36,30.07,MOTORWAY,20933,11805,54543,0,0,458,26,0,NATIONAL_EMS_ADMIN,1,2024-10-23
2016-11,EE,PL442,OTHER,827084,61.12,250.86,34.62,RURAL,117999,54533,70164,0,0,479,206,0,FIRE_SERVICE_REPORT,0,2024-02-20
2016-12,IT,CZ38,TRAFFIC_ACCIDENT,41735,97.88,133.18,40.5,SUBURBAN,12543,4249,4434,0,0,372,220,0,POLICE_DISPATCH_SYSTEM,1,2024-07-08
2017-01,PT,GR9,MEDICAL,846860,92.68,162.2,9.82,URBAN,280136,64264,125404,1,0,1175,217,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-09-12
2017-02,BE,PL87,RESCUE,36798,67.98,207.38,43.45,INDUSTRIAL_ZONE,6733,7222,3469,0,0,3046,40,0,NATIONAL_EMS_ADMIN,1,2025-02-17
2017-03,FI,ES901,FIRE,154286,90.1,206.29,10.17,MOUNTAIN,32613,51132,17355,1,0,1508,304,0,FIRE_SERVICE_REPORT,1,2025-08-31
2017-04,LV,SE8,PUBLIC_ORDER,426164,93.29,203.89,11.33,COASTAL,37955,45996,132617,0,0,3123,417,0,POLICE_DISPATCH_SYSTEM,1,2025-09-05
2017-05,RO,LV782,POLICE,246637,82.61,341.21,10.07,MOTORWAY,30616,17837,125967,0,0,1649,60,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-09-01
2017-06,BG,LV95,OTHER,981698,62.14,180.47,30.66,RURAL,133119,115671,152741,1,0,2570,489,1,NATIONAL_EMS_ADMIN,1,2024-12-04
2017-07,FR,AT35,TRAFFIC_ACCIDENT,841472,74.73,114.63,21.87,SUBURBAN,346033,324721,165381,0,0,630,10,0,FIRE_SERVICE_REPORT,1,2025-02-09
2017-08,LT,IE537,MEDICAL,683499,63.06,361.18,29.61,URBAN,185426,54528,38912,0,0,1790,183,0,POLICE_DISPATCH_SYSTEM,1,2024-01-29
2017-09,SK,CZ5,RESCUE,310591,66.67,388.28,45.69,INDUSTRIAL_ZONE,57846,33319,17150,1,0,1270,55,0,112_PUBLIC_SAFETY_ANSWERING_POINT,0,2025-07-27
2017-10,HR,FR24,FIRE,78164,63.83,47.64,14.8,MOUNTAIN,7817,15665,3487,0,0,707,234,0,NATIONAL_EMS_ADMIN,1,2024-10-24
2017-11,DE,LU10,PUBLIC_ORDER,206131,69.45,383.82,9.76,COASTAL,14968,10919,30893,0,0,807,139,0,FIRE_SERVICE_REPORT,1,2025-03-16
2017-12,LU,LT9,POLICE,544400,57.95,498.3,31.85,MOTORWAY,39929,34209,121073,0,0,947,81,0,POLICE_DISPATCH_SYSTEM,1,2025-10-26
2018-01,SI,BE93,OTHER,497219,85.06,81.96,11.5,RURAL,88452,28542,60557,0,1,1527,196,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-10-20
2018-02,CY,BE8,TRAFFIC_ACCIDENT,360544,89.17,256.68,9.33,SUBURBAN,101178,66021,36582,0,0,592,151,1,NATIONAL_EMS_ADMIN,1,2024-01-06
2018-03,GR,PL71,MEDICAL,417620,81.15,149.34,29.89,URBAN,165507,26290,31123,0,0,2990,131,0,FIRE_SERVICE_REPORT,1,2025-02-18
2018-04,MT,CZ1,RESCUE,66443,79.85,171.51,13.59,INDUSTRIAL_ZONE,24091,17650,6246,0,1,933,237,0,POLICE_DISPATCH_SYSTEM,1,2025-07-02
2018-05,ES,ES946,FIRE,176332,91.36,318.99,24.59,MOUNTAIN,30620,39429,25909,0,0,2468,387,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-12-28
2018-06,CZ,PT16,PUBLIC_ORDER,579541,95.11,299.1,19.17,COASTAL,126932,63811,153843,0,0,1216,187,0,NATIONAL_EMS_ADMIN,1,2025-02-18
2018-07,HU,MT993,POLICE,214636,96.89,280.84,34.97,MOTORWAY,25039,24807,92486,0,0,255,149,0,FIRE_SERVICE_REPORT,1,2024-08-22
2018-08,NL,IE749,OTHER,979620,81.71,39.64,26.04,RURAL,111852,98814,108601,0,0,1927,388,0,POLICE_DISPATCH_SYSTEM,1,2025-10-03
2018-09,SE,HU719,TRAFFIC_ACCIDENT,293026,67.26,462.77,44.93,SUBURBAN,102025,40375,125822,1,0,716,142,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2026-01-27
2018-10,DK,EE69,MEDICAL,223677,63.9,412.2,32.09,URBAN,101018,12951,11415,0,0,403,81,0,NATIONAL_EMS_ADMIN,0,2024-12-19
2018-11,IE,LV4,RESCUE,382632,93.92,153.52,12.95,INDUSTRIAL_ZONE,183513,40335,50151,0,0,846,241,0,FIRE_SERVICE_REPORT,1,2025-06-08
2018-12,PL,PL704,FIRE,17994,70.29,123.36,35.05,MOUNTAIN,2327,6452,2298,0,0,2367,58,0,POLICE_DISPATCH_SYSTEM,1,2025-06-09
2019-01,AT,ES28,PUBLIC_ORDER,63784,79.67,352.99,35.86,COASTAL,11119,3427,7203,1,0,2848,135,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-08-18
2019-02,EE,EE236,POLICE,735386,81.19,299.05,19.09,MOTORWAY,69341,28275,296626,0,0,2543,207,0,NATIONAL_EMS_ADMIN,1,2025-10-28
2019-03,IT,HR323,OTHER,604462,61.91,519.64,35.98,RURAL,103995,38878,60286,0,0,470,494,0,FIRE_SERVICE_REPORT,1,2025-08-08
2019-04,PT,DK732,TRAFFIC_ACCIDENT,733838,93.01,302.26,38.62,SUBURBAN,262960,82674,372920,0,0,3098,230,0,POLICE_DISPATCH_SYSTEM,1,2025-09-23
2019-05,BE,FR939,MEDICAL,544571,90.54,188.37,35.08,URBAN,232016,31974,76834,0,0,3436,50,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-12-20
2019-06,FI,SK61,RESCUE,978115,55.25,98.46,45.28,INDUSTRIAL_ZONE,301579,79750,155116,0,0,2989,44,0,NATIONAL_EMS_ADMIN,1,2025-06-18
2019-07,LV,DK3,FIRE,224520,87.2,293.14,20.49,MOUNTAIN,27045,71874,19362,0,0,1058,475,0,FIRE_SERVICE_REPORT,1,2024-10-29
2019-08,RO,IT2,PUBLIC_ORDER,849552,76.75,122.24,15.63,COASTAL,111515,35154,407253,0,0,2809,200,0,POLICE_DISPATCH_SYSTEM,1,2025-03-24
2019-09,BG,LV3,POLICE,888147,77.2,331.7,28.18,MOTORWAY,122340,89745,88932,0,0,2276,218,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-06-19
2019-10,FR,CY58,OTHER,1132231,61.58,371.13,30.83,RURAL,113798,81330,153711,0,0,1717,143,0,NATIONAL_EMS_ADMIN,1,2024-01-18
2019-11,LT,SE27,TRAFFIC_ACCIDENT,163492,57.49,417.98,45.25,SUBURBAN,42443,27771,35800,0,0,2130,153,0,FIRE_SERVICE_REPORT,1,2024-05-10
2019-12,SK,MT528,MEDICAL,270001,88.97,99.1,34.15,URBAN,144356,18930,22826,0,0,5873,132,0,POLICE_DISPATCH_SYSTEM,1,2025-02-17
2020-01,HR,BG873,RESCUE,440610,56.28,324.53,37.9,INDUSTRIAL_ZONE,100582,132674,46769,1,0,2878,172,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-01-26
2020-02,DE,CY63,FIRE,1214185,56.74,271.63,41.32,MOUNTAIN,193200,418985,202800,0,0,1313,448,0,NATIONAL_EMS_ADMIN,1,2025-02-11
2020-03,LU,MT3,PUBLIC_ORDER,256974,87.95,125.07,35.28,COASTAL,17675,20588,99054,0,0,2647,290,0,FIRE_SERVICE_REPORT,1,2024-04-11
2020-04,SI,SI467,POLICE,502976,95.57,169.12,14.18,MOTORWAY,27047,30147,79405,0,0,1870,226,0,POLICE_DISPATCH_SYSTEM,1,2025-09-13
2020-05,CY,EE78,OTHER,377130,94.73,43.17,29.98,RURAL,67727,30729,27766,0,0,2805,215,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-06-20
2020-06,GR,HR6,TRAFFIC_ACCIDENT,1033639,76.65,320.86,16.24,SUBURBAN,258692,207424,524340,0,0,2184,178,0,NATIONAL_EMS_ADMIN,1,2025-12-30
2020-07,MT,SI490,MEDICAL,473778,60.98,486.4,33.96,URBAN,122073,56653,46678,0,0,3345,31,0,FIRE_SERVICE_REPORT,1,2026-01-20
2020-08,ES,GR908,RESCUE,249938,67.85,423.97,39.0,INDUSTRIAL_ZONE,83704,99772,28904,0,0,237,220,1,POLICE_DISPATCH_SYSTEM,1,2024-12-07
2020-09,CZ,IE347,FIRE,41287,76.84,111.7,27.82,MOUNTAIN,8057,10683,4023,0,0,2028,368,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-07-07
2020-10,HU,ES64,PUBLIC_ORDER,141049,80.96,157.92,9.7,COASTAL,29989,6299,64419,0,1,2318,387,1,NATIONAL_EMS_ADMIN,1,2025-11-30
2020-11,NL,NL26,POLICE,584064,68.3,483.44,8.0,MOTORWAY,43660,32938,288462,0,0,2032,207,0,FIRE_SERVICE_REPORT,1,2025-06-10
2020-12,SE,FR91,OTHER,203099,98.05,129.66,22.37,RURAL,17940,24016,19049,0,0,539,254,0,POLICE_DISPATCH_SYSTEM,1,2025-01-24
2021-01,DK,RO328,TRAFFIC_ACCIDENT,607982,61.85,306.74,21.1,SUBURBAN,115793,219879,144390,0,0,1382,202,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-01-03
2021-02,IE,CZ572,MEDICAL,416355,65.58,286.56,8.11,URBAN,98377,43676,42200,1,0,2436,148,0,NATIONAL_EMS_ADMIN,1,2026-02-23
2021-03,PL,IE104,RESCUE,830361,67.72,235.17,18.65,INDUSTRIAL_ZONE,166087,241773,73939,0,0,265,211,0,FIRE_SERVICE_REPORT,1,2025-02-12
2021-04,AT,MT5,FIRE,1214091,56.28,445.46,38.89,MOUNTAIN,192304,221670,183290,1,0,2593,399,1,POLICE_DISPATCH_SYSTEM,1,2024-05-10
2021-05,EE,PT4,PUBLIC_ORDER,398405,62.41,387.57,20.94,COASTAL,79949,30333,106668,0,0,2306,473,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-01-02
2021-06,IT,SE26,POLICE,162684,61.93,180.15,32.41,MOTORWAY,24399,5096,26295,1,0,1557,167,0,NATIONAL_EMS_ADMIN,1,2024-11-17
2021-07,PT,SE639,OTHER,688098,66.89,162.61,28.62,RURAL,101501,57966,109455,0,0,1738,237,0,FIRE_SERVICE_REPORT,1,2024-05-12
2021-08,BE,NL9,TRAFFIC_ACCIDENT,798796,69.5,422.14,39.78,SUBURBAN,162866,214175,418602,0,0,1306,25,0,POLICE_DISPATCH_SYSTEM,1,2024-04-15
2021-09,FI,HR269,MEDICAL,771797,98.25,59.79,14.8,URBAN,152768,28479,117952,0,0,4924,141,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-09-30
2021-10,LV,ES450,RESCUE,1072505,94.09,270.42,44.49,INDUSTRIAL_ZONE,366437,148821,82550,0,0,1932,18,0,NATIONAL_EMS_ADMIN,1,2024-12-10
2021-11,RO,RO573,FIRE,792052,84.85,143.77,32.68,MOUNTAIN,71827,190177,86769,0,0,2750,60,1,FIRE_SERVICE_REPORT,1,2025-11-12
2021-12,BG,SI3,PUBLIC_ORDER,816267,76.36,113.6,13.55,COASTAL,118957,34147,104626,0,0,1207,219,0,POLICE_DISPATCH_SYSTEM,0,2024-12-01
2022-01,FR,DE9,POLICE,384549,62.59,159.15,35.0,MOTORWAY,27031,43672,184003,0,0,819,83,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-09-29
2022-02,LT,CZ13,OTHER,795341,76.99,265.45,18.26,RURAL,57571,78945,72032,0,0,2714,449,0,NATIONAL_EMS_ADMIN,1,2025-11-08
2022-03,SK,RO134,TRAFFIC_ACCIDENT,952295,94.19,82.6,23.29,SUBURBAN,201310,96289,297612,0,0,3119,184,0,FIRE_SERVICE_REPORT,1,2024-09-18
2022-04,HR,DE6,MEDICAL,784313,80.65,330.45,17.94,URBAN,204143,42459,122217,1,0,371,119,0,POLICE_DISPATCH_SYSTEM,1,2024-12-24
2022-05,DE,BE549,RESCUE,624703,80.56,51.68,45.1,INDUSTRIAL_ZONE,121213,142346,66804,0,0,967,103,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-11-21
2022-06,LU,HR46,FIRE,776355,90.31,276.45,27.53,MOUNTAIN,90266,126367,135136,0,0,2960,403,0,NATIONAL_EMS_ADMIN,1,2024-09-22
2022-07,SI,GR87,PUBLIC_ORDER,58189,93.57,76.29,30.88,COASTAL,3573,2264,6961,0,0,288,208,0,FIRE_SERVICE_REPORT,0,2025-05-24
2022-08,CY,IT347,POLICE,498788,92.36,227.78,12.15,MOTORWAY,98054,23555,199216,0,0,1755,158,0,POLICE_DISPATCH_SYSTEM,1,2025-02-16
2022-09,GR,SI851,OTHER,358820,57.25,414.27,10.66,RURAL,38023,40802,34528,0,0,2694,471,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-06-16
2022-10,MT,ES592,TRAFFIC_ACCIDENT,544518,78.77,30.35,38.98,SUBURBAN,293816,214223,274463,0,0,2422,198,0,NATIONAL_EMS_ADMIN,1,2024-07-25
2022-11,ES,PL69,MEDICAL,882001,94.08,252.91,29.66,URBAN,178609,72766,81943,0,1,1743,99,1,FIRE_SERVICE_REPORT,1,2024-07-18
2022-12,CZ,NL950,RESCUE,471062,60.54,203.41,12.55,INDUSTRIAL_ZONE,198026,157718,84126,0,0,1437,26,0,POLICE_DISPATCH_SYSTEM,1,2025-07-10
2023-01,HU,EE101,FIRE,655671,76.23,51.39,12.64,MOUNTAIN,104244,54316,44747,0,0,927,330,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-02-02
2023-02,NL,LU20,PUBLIC_ORDER,748387,91.23,282.61,13.0,COASTAL,91126,59103,309665,0,0,1383,118,0,NATIONAL_EMS_ADMIN,1,2024-03-30
2023-03,SE,BE850,POLICE,176808,56.45,151.89,26.96,MOTORWAY,33737,19229,20120,0,0,2243,16,1,FIRE_SERVICE_REPORT,1,2025-05-30
2023-04,DK,SE76,OTHER,806077,62.94,157.31,16.99,RURAL,128148,60546,87804,0,0,1549,113,0,POLICE_DISPATCH_SYSTEM,1,2025-03-27
2023-05,IE,LT431,TRAFFIC_ACCIDENT,758883,96.11,336.78,34.89,SUBURBAN,252790,299592,281594,0,0,2554,29,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-08-25
2023-06,PL,EE64,MEDICAL,408798,62.11,63.13,33.5,URBAN,81088,46544,62192,0,0,2056,124,0,NATIONAL_EMS_ADMIN,1,2024-04-30
2023-07,AT,SI44,RESCUE,506910,64.5,497.61,23.99,INDUSTRIAL_ZONE,201850,76896,43201,0,0,2339,151,1,FIRE_SERVICE_REPORT,1,2024-12-04
2023-08,EE,DK198,FIRE,515055,65.61,392.99,22.3,MOUNTAIN,38554,126522,77171,0,0,1332,22,0,POLICE_DISPATCH_SYSTEM,1,2024-08-07
2023-09,IT,LU529,PUBLIC_ORDER,734486,77.88,153.16,23.71,COASTAL,42631,55864,338974,0,0,53,40,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-06-10
2023-10,PT,MT196,POLICE,157617,83.31,41.93,28.4,MOTORWAY,29395,9976,73520,0,0,912,228,0,NATIONAL_EMS_ADMIN,1,2024-11-28
2023-11,BE,GR30,OTHER,1011886,87.49,248.12,34.73,RURAL,118677,98062,53449,0,0,2071,85,0,FIRE_SERVICE_REPORT,1,2025-09-28
2023-12,FI,CZ17,TRAFFIC_ACCIDENT,133063,85.69,50.23,19.01,SUBURBAN,45806,44458,63518,0,0,3086,228,1,POLICE_DISPATCH_SYSTEM,0,2025-12-08
2024-01,LV,EE55,MEDICAL,664963,77.14,243.96,29.25,URBAN,310955,39084,40822,0,0,2102,163,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-05-03
2024-02,RO,AT236,RESCUE,665600,76.23,264.54,28.73,INDUSTRIAL_ZONE,202141,147467,71964,1,0,2451,59,0,NATIONAL_EMS_ADMIN,1,2024-03-18
2024-03,BG,CY16,FIRE,722004,92.9,333.66,27.85,MOUNTAIN,66845,148380,100176,0,0,3163,3,0,FIRE_SERVICE_REPORT,1,2024-03-14
2024-04,FR,LU4,PUBLIC_ORDER,435546,94.75,156.75,12.48,COASTAL,33923,18550,194117,0,1,1928,208,1,POLICE_DISPATCH_SYSTEM,1,2025-08-23
2024-05,LT,EE91,POLICE,672344,80.69,116.83,22.7,MOTORWAY,58058,36083,249841,0,0,2825,241,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-06-20
2024-06,SK,DK1,OTHER,872350,55.96,226.67,25.28,RURAL,72845,35261,70281,0,0,768,155,0,NATIONAL_EMS_ADMIN,1,2025-03-26
2024-07,HR,SI45,TRAFFIC_ACCIDENT,360685,81.81,132.43,26.01,SUBURBAN,162126,94366,111048,0,0,909,42,0,FIRE_SERVICE_REPORT,0,2024-05-21
2024-08,DE,AT239,MEDICAL,909991,77.46,172.87,10.58,URBAN,174590,105891,132491,0,0,1838,50,0,POLICE_DISPATCH_SYSTEM,1,2025-11-19
2024-09,LU,DK28,RESCUE,1066749,83.28,108.44,44.19,INDUSTRIAL_ZONE,371219,355643,102941,0,0,1988,198,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-10-11
2024-10,SI,BE857,FIRE,354228,59.75,487.44,38.18,MOUNTAIN,53801,112285,48604,0,0,2383,261,0,NATIONAL_EMS_ADMIN,1,2025-08-09
2024-11,CY,EE45,PUBLIC_ORDER,477241,63.75,196.84,29.48,COASTAL,38848,54207,137011,0,0,1031,503,0,FIRE_SERVICE_REPORT,1,2025-01-05
2024-12,GR,FR854,POLICE,856029,82.09,58.22,21.08,MOTORWAY,181568,71024,252170,0,0,1000,162,1,POLICE_DISPATCH_SYSTEM,0,2025-07-21
2025-01,MT,BG530,OTHER,267299,71.08,76.77,28.51,RURAL,28142,22136,31640,0,0,2420,206,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-09-21
2025-02,ES,LV7,TRAFFIC_ACCIDENT,1039518,83.81,261.74,33.0,SUBURBAN,561246,296969,376019,1,1,3008,51,1,NATIONAL_EMS_ADMIN,1,2025-03-08
2025-03,CZ,PT213,MEDICAL,620635,71.63,222.66,35.4,URBAN,169499,69647,102126,0,0,6192,50,0,FIRE_SERVICE_REPORT,1,2025-11-03
2025-04,HU,NL50,RESCUE,136724,62.22,521.08,22.07,INDUSTRIAL_ZONE,61855,51020,11530,0,0,933,30,0,POLICE_DISPATCH_SYSTEM,1,2025-07-12
2025-05,NL,LV333,FIRE,239351,90.6,145.74,44.41,MOUNTAIN,17553,95724,15479,0,0,303,417,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-01-31
2025-06,SE,IT599,PUBLIC_ORDER,460061,96.3,285.05,29.59,COASTAL,30673,29898,119231,0,0,3208,116,0,NATIONAL_EMS_ADMIN,1,2025-11-16
2025-07,DK,LU31,POLICE,649813,84.04,153.02,16.87,MOTORWAY,38117,55106,344392,0,0,1484,233,1,FIRE_SERVICE_REPORT,1,2025-11-30
2025-08,IE,GR27,OTHER,569061,90.27,253.53,19.47,RURAL,47620,28041,27122,0,1,1630,44,0,POLICE_DISPATCH_SYSTEM,1,2024-06-22
2025-09,PL,NL59,TRAFFIC_ACCIDENT,475932,81.47,87.45,41.85,SUBURBAN,185449,69339,213541,0,0,156,77,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-06-27
2025-10,AT,BG3,MEDICAL,690630,69.07,399.22,16.19,URBAN,154726,81604,86997,0,0,4018,193,0,NATIONAL_EMS_ADMIN,1,2025-08-09
2025-11,EE,ES18,RESCUE,295578,89.93,315.94,46.03,INDUSTRIAL_ZONE,56145,111938,52736,0,0,1654,118,0,FIRE_SERVICE_REPORT,1,2024-04-10
2025-12,IT,BG28,FIRE,174720,84.25,275.55,45.56,MOUNTAIN,19713,19594,18080,0,1,3014,337,0,POLICE_DISPATCH_SYSTEM,1,2024-12-12
2026-01,PT,SE4,PUBLIC_ORDER,899654,61.18,328.28,34.33,COASTAL,138086,87510,265654,0,0,2949,143,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-07-27
