travel_intl_arrival_year,travel_intl_arrival_month,travel_intl_port_of_entry_air_sea,travel_intl_visitor_country_code,travel_intl_visitor_region_code,travel_intl_purpose_of_trip_code,travel_intl_length_of_stay_days_median,travel_intl_visitor_spend_inr_total,travel_intl_visitor_spend_retail_inr,travel_intl_visitor_spend_lodging_inr,travel_intl_visitor_spend_food_inr,travel_intl_visitor_spend_entertainment_inr,travel_intl_payment_method_share_cash,travel_intl_payment_method_share_card,travel_intl_group_tour_flag,travel_intl_business_travel_flag,travel_intl_visa_waiver_eligible_flag,travel_intl_repeat_visitor_flag,travel_intl_satisfaction_score,travel_intl_exchange_rate_index
2025,5,CCU_AIR,THA,MIDDLE_EAST,MEDICAL,22,279513,108211,12560,158001,110371,0.74,0.06,1,0,1,0,1.9,68.47
2022,4,MUM_SEA,MYS,N_AMERICA,LEISURE,36,972463,349994,479731,187540,161943,0.79,0.19,1,0,1,1,5.1,106.21
2024,5,HYD_AIR,SAU,OCEANIA,CONFERENCE,33,451966,305756,293223,49338,135480,0.69,0.11,0,1,1,1,9.1,88.51
2018,8,GOI_AIR,BTN,AFRICA,PILGRIMAGE,42,728426,167197,155106,102583,189942,0.21,0.16,1,0,1,0,7.9,63.42
2019,8,AMD_AIR,MMR,AFRICA,LEISURE,23,147220,7951,80877,228753,168557,0.47,0.42,0,1,1,0,7.2,123.12
2016,11,CCU_AIR,LKA,EUROPE,EDUCATION,34,637010,93776,217837,131140,169181,0.48,0.35,0,0,0,0,3.3,63.58
2015,9,CCU_AIR,RUS,N_AMERICA,BUSINESS,44,123448,41809,537851,38088,128125,0.21,0.09,0,0,1,0,2.2,115.4
2022,4,MAA_AIR,SGP,EUROPE,BUSINESS,20,725972,85752,534928,171521,136042,0.36,0.18,0,0,0,0,9.1,98.04
2021,8,BOM_SEA,MMR,EUROPE,BUSINESS,32,278953,275062,257578,225916,9001,0.3,0.51,0,1,0,1,2.7,89.78
2022,6,BOM_SEA,ESP,ASIA,PILGRIMAGE,6,981666,48491,200821,63949,79232,0.27,0.06,0,1,0,0,3.1,107.54
2024,4,BOM_SEA,BGD,N_AMERICA,MEDICAL,22,615478,226410,381762,65247,27865,0.4,0.21,1,0,1,1,7.9,93.85
2023,3,MAA_AIR,ESP,S_AMERICA,EDUCATION,12,428001,365593,348403,134144,57427,0.32,0.33,1,1,0,1,8.0,101.41
2022,4,BOM_AIR,CHN,S_AMERICA,BUSINESS,23,1099045,223484,105682,188983,189904,0.84,0.15,1,1,1,1,7.2,100.55
2019,12,BLR_AIR,KEN,AFRICA,PILGRIMAGE,35,1062509,149613,446016,177570,48847,0.59,0.36,1,0,1,0,2.3,102.09
2021,8,BOM_SEA,USA,OCEANIA,EDUCATION,14,488250,71063,263046,24206,2527,0.54,0.14,0,1,1,0,2.7,129.38
2019,4,KOCHI_SEA,NPL,OCEANIA,VFR,12,563420,202645,245690,46993,100360,0.41,0.22,1,0,0,0,8.5,80.52
2015,5,MAA_AIR,ETH,S_AMERICA,BUSINESS,30,204947,123225,555782,151165,86779,0.44,0.31,1,1,0,1,3.9,81.52
2017,10,BOM_AIR,BTN,EUROPE,CONFERENCE,22,1192025,249618,541532,63849,119390,0.43,0.28,0,1,1,1,6.0,85.35
2015,6,GOI_AIR,CHN,EUROPE,PILGRIMAGE,16,813790,80989,177306,177826,47770,0.06,0.73,1,0,1,1,8.3,123.17
2023,9,MUM_SEA,MDV,MIDDLE_EAST,MEDICAL,22,608744,144754,322139,62578,55957,0.86,0.14,1,0,0,0,3.5,98.75
2018,4,COK_AIR,USA,ASIA,MEDICAL,29,156547,83924,51867,212920,170480,0.66,0.23,1,0,0,1,2.6,124.97
2015,10,BLR_AIR,USA,AFRICA,CONFERENCE,42,891422,72607,537613,30608,149934,0.52,0.1,1,1,0,1,4.2,113.03
2024,12,HYD_AIR,CAN,OCEANIA,VFR,7,534245,370281,479094,83139,56788,0.25,0.36,1,1,0,1,5.7,77.59
2015,4,HYD_AIR,MDV,MIDDLE_EAST,PILGRIMAGE,15,471331,335010,144088,218219,7844,0.05,0.54,0,0,0,1,5.0,99.95
2025,6,BOM_AIR,DEU,AFRICA,VFR,2,46168,261168,520422,112258,146153,0.29,0.68,0,1,0,0,3.5,65.66
2015,8,CCU_AIR,USA,OCEANIA,MEDICAL,22,898039,162142,218239,207253,19369,0.71,0.13,0,0,0,0,4.6,99.11
2021,2,BOM_SEA,JPN,AFRICA,LEISURE,15,321811,239795,316914,70697,185880,0.88,0.1,1,1,0,1,7.7,73.36
2023,11,HYD_AIR,SGP,MIDDLE_EAST,MEDICAL,19,250862,148594,480490,137170,188674,0.7,0.05,1,0,1,0,6.0,88.79
2019,3,MAA_AIR,MYS,MIDDLE_EAST,EDUCATION,27,143450,334970,19377,208587,14850,0.42,0.28,0,0,0,1,3.8,100.35
2020,7,COK_AIR,MYS,OCEANIA,CONFERENCE,23,960914,353066,214412,51870,179832,0.77,0.06,0,0,0,1,5.6,73.47
2017,6,DEL_AIR,VNM,OCEANIA,MEDICAL,30,1131833,321333,261125,92813,198339,0.9,0.06,1,1,1,0,7.9,112.66
2015,9,BOM_SEA,SGP,S_AMERICA,MEDICAL,25,1012408,26811,223569,49611,80373,0.31,0.35,0,0,1,0,3.6,93.55
2024,2,GOI_AIR,THA,ASIA,VFR,40,968313,303009,77498,230764,176428,0.4,0.37,0,1,1,1,2.7,121.15
2019,11,BOM_AIR,GBR,OCEANIA,VFR,21,560936,234313,437092,180611,61161,0.42,0.51,0,0,0,1,6.0,81.7
2022,10,COK_AIR,JPN,ASIA,LEISURE,27,313301,124769,192699,161008,56954,0.38,0.16,1,0,1,0,5.3,113.62
2017,4,BOM_AIR,ETH,ASIA,VFR,19,397444,19831,483548,243044,89211,0.6,0.16,1,0,0,0,6.3,61.7
2025,10,MAA_AIR,ETH,MIDDLE_EAST,MEDICAL,26,843344,116625,138382,49724,36900,0.79,0.14,1,0,0,0,2.0,98.67
2020,12,BOM_SEA,NGA,ASIA,LEISURE,33,397419,337520,245297,24737,79393,0.79,0.08,0,1,1,1,3.0,119.23
2019,9,BOM_SEA,PAK,MIDDLE_EAST,EDUCATION,36,838236,83621,180417,224479,188408,0.14,0.79,1,0,1,1,1.6,118.17
2017,6,HYD_AIR,KEN,ASIA,LEISURE,3,257308,63036,376768,188387,60859,0.07,0.82,0,1,1,1,8.5,99.61
2017,12,MUM_SEA,BTN,N_AMERICA,VFR,39,210085,202708,250540,43827,45001,0.42,0.52,0,0,1,0,4.6,103.47
2023,7,BOM_SEA,LKA,EUROPE,LEISURE,25,1057730,250137,94533,40732,193752,0.17,0.61,0,0,0,1,9.0,113.66
2017,1,COK_AIR,SGP,N_AMERICA,MEDICAL,13,1083310,157911,38022,206106,62792,0.11,0.89,0,0,1,1,9.5,97.99
2023,7,COK_AIR,FRA,EUROPE,LEISURE,14,1192079,16065,482485,233366,3838,0.14,0.72,0,1,1,0,1.5,116.1
2018,12,BOM_AIR,MMR,EUROPE,LEISURE,40,49304,83684,529057,114038,96349,0.59,0.23,1,1,1,1,4.9,102.12
2020,1,CCU_AIR,THA,MIDDLE_EAST,BUSINESS,10,428772,272276,259428,211523,4574,0.35,0.49,0,0,1,1,4.9,70.58
2023,1,AMD_AIR,GBR,N_AMERICA,LEISURE,24,1106935,190717,129467,39474,31772,0.59,0.08,0,0,1,0,6.8,113.69
2016,2,BOM_AIR,GBR,EUROPE,LEISURE,43,66910,104819,75612,53819,59163,0.09,0.84,1,1,1,1,1.6,85.06
2021,7,MAA_AIR,AFG,N_AMERICA,EDUCATION,36,829756,34779,477639,242306,156415,0.84,0.16,1,1,1,1,9.4,121.89
2015,6,MUM_SEA,VNM,ASIA,BUSINESS,22,131899,91231,97642,64519,71815,0.87,0.12,0,1,1,0,8.1,86.95
2021,7,GOI_AIR,SAU,ASIA,EDUCATION,34,42648,215793,549436,36896,57126,0.84,0.05,0,1,1,1,1.2,77.01
2019,10,MUM_SEA,THA,N_AMERICA,BUSINESS,14,494832,266308,363412,69720,193578,0.25,0.17,1,0,1,0,2.7,81.21
2024,12,COK_AIR,NPL,AFRICA,CONFERENCE,9,1167882,264957,526680,225376,59428,0.78,0.07,1,0,1,0,8.4,72.77
2020,3,COK_AIR,NPL,ASIA,LEISURE,12,335831,395456,346701,50712,73242,0.38,0.29,0,1,0,1,3.0,91.39
2023,4,COK_AIR,BGD,EUROPE,MEDICAL,22,1173595,109155,396675,106335,141492,0.64,0.06,1,0,0,0,4.3,112.37
2017,10,BOM_AIR,KOR,ASIA,EDUCATION,33,960119,277982,279711,123033,40776,0.21,0.75,0,0,0,0,6.9,106.21
2021,5,MUM_SEA,SAU,N_AMERICA,VFR,18,254251,254991,49442,82676,31308,0.41,0.37,0,0,0,0,1.6,121.01
2018,11,MAA_AIR,KEN,EUROPE,CONFERENCE,31,137223,378679,292774,218795,52926,0.81,0.13,1,1,0,0,7.1,61.44
2015,4,DEL_AIR,BTN,OCEANIA,VFR,12,1078922,250795,505455,169239,148008,0.44,0.28,0,0,0,1,3.4,113.19
2020,1,DEL_AIR,NGA,S_AMERICA,BUSINESS,38,284571,184108,498231,49571,133267,0.84,0.09,1,0,1,1,2.5,102.6
2018,2,GOI_AIR,BTN,OCEANIA,BUSINESS,34,545067,217638,475991,3637,146319,0.35,0.34,1,0,0,1,1.9,127.53
2015,7,AMD_AIR,BTN,S_AMERICA,VFR,15,1136513,40544,597369,183789,78025,0.56,0.25,0,1,1,0,2.4,118.18
2019,5,COK_AIR,MDV,S_AMERICA,MEDICAL,40,756680,10121,119392,240938,192664,0.43,0.41,1,0,0,0,6.0,79.65
2015,3,BLR_AIR,ESP,EUROPE,LEISURE,1,41812,357449,199416,189125,56386,0.16,0.18,1,1,1,1,9.4,120.49
2015,8,KOCHI_SEA,SAU,OCEANIA,PILGRIMAGE,31,639140,230870,424432,83045,79822,0.46,0.33,1,1,1,1,7.1,121.28
2025,10,DEL_AIR,MYS,EUROPE,PILGRIMAGE,10,118978,162807,506030,26547,98944,0.36,0.39,0,0,0,1,5.1,117.73
2019,10,COK_AIR,GBR,N_AMERICA,CONFERENCE,34,1022882,344037,421244,64365,82160,0.22,0.32,0,1,1,1,9.7,96.8
2018,6,BLR_AIR,NPL,ASIA,EDUCATION,37,56098,51265,461352,10624,174391,0.41,0.57,0,1,1,1,3.2,119.46
2025,4,KOCHI_SEA,KOR,ASIA,MEDICAL,13,446249,263558,328729,13539,160383,0.29,0.54,1,0,1,0,8.4,82.07
2024,12,HYD_AIR,MYS,ASIA,CONFERENCE,38,1126028,366679,57284,216386,28942,0.27,0.53,0,0,0,0,2.5,84.41
2020,1,BLR_AIR,NGA,EUROPE,EDUCATION,45,872558,256374,331600,168411,92919,0.78,0.2,0,1,1,0,3.0,105.37
2017,8,MUM_SEA,ETH,MIDDLE_EAST,CONFERENCE,10,736171,105420,392292,43146,82506,0.7,0.13,1,0,0,0,5.3,61.91
2018,3,CCU_AIR,ETH,EUROPE,EDUCATION,22,588462,220239,489357,47715,4288,0.63,0.12,0,0,1,0,1.9,105.57
2017,2,DEL_AIR,GBR,MIDDLE_EAST,LEISURE,38,420216,326572,99767,15470,12370,0.36,0.31,1,1,0,1,3.6,82.43
2016,9,HYD_AIR,BGD,AFRICA,LEISURE,26,364642,328010,321747,234171,36679,0.25,0.47,0,1,0,1,7.0,122.71
2018,3,DEL_AIR,MYS,ASIA,EDUCATION,11,854253,227591,541122,12370,199123,0.59,0.25,1,1,0,0,5.2,88.92
2016,8,CCU_AIR,DEU,MIDDLE_EAST,PILGRIMAGE,33,517370,398852,280444,242353,173768,0.29,0.2,1,1,1,1,6.1,112.4
2024,4,BOM_AIR,PAK,OCEANIA,LEISURE,10,725697,393648,150305,69234,144134,0.69,0.12,0,0,0,1,1.5,79.08
2015,2,COK_AIR,DEU,OCEANIA,LEISURE,31,377480,244051,525757,223907,150329,0.46,0.5,0,0,0,1,3.3,83.05
2019,4,GOI_AIR,MYS,S_AMERICA,MEDICAL,21,296390,54707,10525,63568,67467,0.82,0.06,0,0,0,1,7.9,72.98
2025,4,KOCHI_SEA,LKA,ASIA,EDUCATION,34,684689,31082,150602,174190,115222,0.81,0.12,1,1,1,0,6.2,76.88
2020,5,MAA_AIR,NPL,MIDDLE_EAST,VFR,25,473442,67150,375539,219831,79590,0.43,0.3,0,1,0,1,1.0,67.56
2019,3,BOM_SEA,GBR,AFRICA,MEDICAL,9,730315,116333,219519,24490,77032,0.86,0.08,0,1,1,0,6.4,103.19
2025,5,GOI_AIR,CAN,MIDDLE_EAST,LEISURE,18,223627,169808,301214,6656,26815,0.61,0.32,0,0,0,0,2.2,118.82
2024,6,CCU_AIR,THA,MIDDLE_EAST,VFR,30,499073,259058,99809,193982,121315,0.56,0.41,1,0,1,1,2.2,79.87
2018,3,MUM_SEA,AUS,EUROPE,MEDICAL,21,913641,231839,66344,59587,132185,0.13,0.87,0,1,0,0,9.4,81.14
2020,2,MUM_SEA,MDV,S_AMERICA,MEDICAL,29,1061260,66986,461106,85595,53415,0.89,0.06,1,0,1,0,9.7,123.63
2015,9,COK_AIR,ETH,AFRICA,CONFERENCE,40,374672,142413,298262,201276,140489,0.13,0.09,0,1,0,1,5.7,66.36
2016,12,CCU_AIR,FRA,AFRICA,LEISURE,17,826383,109461,494255,50923,196568,0.28,0.23,0,1,1,1,6.3,66.42
2021,8,AMD_AIR,BGD,MIDDLE_EAST,PILGRIMAGE,4,356627,118152,293365,77279,172637,0.19,0.57,1,1,0,0,4.7,113.94
2020,6,GOI_AIR,NGA,OCEANIA,EDUCATION,33,424706,250779,365579,90138,103908,0.1,0.39,0,0,1,0,9.0,77.55
2025,5,GOI_AIR,SGP,ASIA,BUSINESS,23,550698,125589,465013,87314,165247,0.9,0.07,1,1,0,1,5.7,97.17
2016,12,DEL_AIR,MDV,AFRICA,PILGRIMAGE,7,711858,34700,309525,79892,85225,0.32,0.68,1,0,0,0,9.3,92.05
2024,11,AMD_AIR,THA,AFRICA,BUSINESS,34,205768,153569,367789,69650,118304,0.09,0.47,1,0,1,0,3.0,98.86
2019,4,CCU_AIR,BTN,AFRICA,VFR,24,764663,359441,32651,54895,48491,0.16,0.77,0,1,0,0,1.9,65.98
2020,6,KOCHI_SEA,DEU,MIDDLE_EAST,BUSINESS,7,97814,345456,395695,235673,52067,0.25,0.34,0,0,0,0,9.9,86.57
2021,1,BOM_SEA,PAK,ASIA,PILGRIMAGE,8,863438,153115,468695,19013,100458,0.08,0.43,0,0,0,0,5.4,104.82
2022,7,AMD_AIR,AFG,ASIA,CONFERENCE,3,854015,214602,558796,100427,187380,0.17,0.65,1,0,1,1,6.5,75.67
2019,2,GOI_AIR,KOR,S_AMERICA,EDUCATION,40,531517,71416,522818,243107,158353,0.08,0.83,0,0,1,1,4.1,70.52
2025,12,BOM_SEA,ETH,N_AMERICA,EDUCATION,45,993312,362951,134592,154246,194589,0.19,0.67,0,1,1,0,2.2,90.73
2016,1,MUM_SEA,MDV,OCEANIA,VFR,27,34670,274060,31183,45319,10552,0.43,0.3,0,1,0,0,8.6,126.06
2015,1,HYD_AIR,SAU,ASIA,LEISURE,4,1010036,316977,42409,140300,18962,0.88,0.1,0,1,0,0,2.3,126.39
2020,2,CCU_AIR,PAK,ASIA,CONFERENCE,2,1002156,168209,319616,199371,85195,0.63,0.13,0,1,0,1,5.5,119.5
2020,11,DEL_AIR,ARE,N_AMERICA,LEISURE,5,704748,188285,68229,144857,114977,0.51,0.08,1,1,1,1,8.5,78.04
2024,3,BOM_SEA,GBR,S_AMERICA,VFR,10,809438,23319,13830,107851,29571,0.89,0.06,1,1,0,0,6.9,108.56
2021,3,BOM_AIR,MMR,OCEANIA,PILGRIMAGE,37,946812,13581,337372,5474,157719,0.65,0.06,1,1,1,0,7.1,127.34
2015,10,MUM_SEA,KOR,AFRICA,BUSINESS,9,481626,356945,187605,68749,171078,0.36,0.31,1,1,0,1,3.1,107.57
2021,9,COK_AIR,SAU,EUROPE,BUSINESS,8,325011,307945,197407,187227,88047,0.72,0.2,1,1,0,1,5.7,102.78
2018,8,BOM_SEA,BGD,AFRICA,VFR,3,1033932,347569,219809,249285,43600,0.46,0.07,1,0,0,0,1.4,68.21
2016,1,BLR_AIR,RUS,OCEANIA,PILGRIMAGE,29,1133746,278211,26189,213991,10726,0.08,0.1,0,1,1,1,1.5,112.37
2024,10,MAA_AIR,KOR,N_AMERICA,MEDICAL,45,488885,273002,181088,151426,88433,0.59,0.24,0,0,0,1,7.5,113.73
2023,10,AMD_AIR,AFG,OCEANIA,PILGRIMAGE,15,428044,5281,270797,7578,135447,0.67,0.31,0,1,1,1,8.1,71.98
2022,5,GOI_AIR,KOR,N_AMERICA,VFR,33,171140,274040,285762,209381,123407,0.88,0.06,1,0,1,1,2.3,87.9
2024,12,GOI_AIR,CHN,S_AMERICA,LEISURE,42,401509,95101,47095,46246,122136,0.13,0.61,1,0,0,0,9.6,99.75
2017,5,HYD_AIR,RUS,OCEANIA,BUSINESS,16,172960,377496,484164,215919,92242,0.32,0.46,1,0,0,1,2.2,77.34
2015,7,BLR_AIR,JPN,ASIA,MEDICAL,42,991699,170208,203834,79689,14233,0.66,0.14,1,1,1,1,4.8,128.8
2019,7,HYD_AIR,NGA,N_AMERICA,PILGRIMAGE,11,795096,197420,442954,36150,122784,0.6,0.08,0,0,1,1,2.8,71.66
2022,8,MUM_SEA,ETH,EUROPE,MEDICAL,6,239784,149504,344288,32668,94541,0.49,0.33,0,1,0,1,1.9,127.55
2016,2,HYD_AIR,BGD,OCEANIA,BUSINESS,8,409917,318680,494048,115652,58091,0.21,0.38,1,1,1,1,9.7,71.57
2022,2,COK_AIR,NPL,ASIA,MEDICAL,43,190038,111791,306341,50158,127958,0.23,0.27,1,0,0,0,4.9,94.65
2023,2,GOI_AIR,MDV,S_AMERICA,PILGRIMAGE,9,769971,208272,224747,37547,42078,0.87,0.11,0,1,0,0,4.0,129.1
2025,9,BLR_AIR,RUS,S_AMERICA,PILGRIMAGE,14,360533,377306,312886,198864,81170,0.14,0.38,1,1,0,0,4.0,73.65
2020,10,DEL_AIR,ITA,N_AMERICA,MEDICAL,24,457278,260287,402277,194710,50077,0.67,0.22,1,1,0,0,2.9,111.63
2022,9,GOI_AIR,KEN,EUROPE,VFR,8,654176,332517,388873,163786,80438,0.05,0.28,1,1,1,1,9.7,95.72
2023,8,BOM_AIR,USA,MIDDLE_EAST,VFR,33,887850,174483,529252,23063,65518,0.16,0.11,0,0,0,1,5.4,89.54
2022,1,COK_AIR,PAK,N_AMERICA,EDUCATION,29,208259,316745,65180,186351,96921,0.78,0.08,0,1,1,0,5.8,89.16
2024,1,BOM_SEA,ESP,ASIA,BUSINESS,2,1129563,240673,507491,173118,91207,0.31,0.29,0,0,0,0,7.4,99.03
2019,11,COK_AIR,LKA,ASIA,EDUCATION,18,873802,282646,64180,230233,199253,0.9,0.09,1,0,1,1,4.7,113.68
2022,8,BOM_SEA,LKA,OCEANIA,VFR,23,766247,122315,56898,162182,117213,0.67,0.21,1,1,0,0,3.5,82.82
2023,2,MUM_SEA,RUS,EUROPE,LEISURE,31,872002,102226,106832,31511,84161,0.36,0.27,1,1,0,1,3.6,129.71
2024,7,BLR_AIR,SAU,S_AMERICA,VFR,22,750230,367274,35813,222849,90700,0.41,0.31,0,1,0,0,4.1,123.48
2017,1,COK_AIR,MMR,MIDDLE_EAST,EDUCATION,44,441428,85279,514850,121143,19071,0.25,0.46,0,1,1,1,6.2,94.41
2021,6,CCU_AIR,JPN,S_AMERICA,CONFERENCE,45,919177,392926,418349,135442,54426,0.75,0.08,1,0,0,1,8.5,97.43
2023,10,MUM_SEA,FRA,N_AMERICA,PILGRIMAGE,20,773333,167745,318269,115737,155448,0.06,0.29,0,0,0,1,3.2,110.69
2016,5,MAA_AIR,BGD,ASIA,MEDICAL,38,351620,321593,485274,160926,68979,0.25,0.24,1,1,0,1,6.3,80.62
2020,8,MAA_AIR,SGP,S_AMERICA,BUSINESS,45,720693,66012,232352,41084,25050,0.79,0.07,0,0,1,1,7.8,94.92
2021,8,KOCHI_SEA,RUS,N_AMERICA,PILGRIMAGE,16,679826,89789,52110,19060,31782,0.88,0.06,0,1,1,0,10.0,84.07
2023,10,KOCHI_SEA,THA,ASIA,PILGRIMAGE,23,241688,174451,67820,222493,53391,0.42,0.35,1,0,0,0,9.2,89.75
2021,3,HYD_AIR,DEU,MIDDLE_EAST,LEISURE,25,33373,204152,88443,150554,161514,0.75,0.1,1,0,1,0,6.8,116.14
2020,3,COK_AIR,USA,N_AMERICA,VFR,37,535334,250278,506139,46828,158684,0.74,0.17,0,0,1,1,9.5,95.47
2020,10,HYD_AIR,NPL,N_AMERICA,LEISURE,19,1167704,256440,307016,6578,98850,0.71,0.06,0,1,0,0,9.5,118.43
2022,10,DEL_AIR,ETH,EUROPE,MEDICAL,19,902551,282068,571786,84821,164781,0.77,0.08,0,0,0,1,1.4,73.48
2023,8,KOCHI_SEA,KEN,ASIA,LEISURE,38,725449,342544,281742,12571,196815,0.85,0.11,1,1,1,1,6.9,106.44
2025,11,COK_AIR,DEU,AFRICA,PILGRIMAGE,36,767507,320930,559533,161000,142874,0.1,0.55,1,0,1,1,6.9,120.33
2023,8,BLR_AIR,IND,AFRICA,LEISURE,2,1040981,55800,571848,139505,5088,0.36,0.21,0,0,0,0,7.1,73.07
2020,6,MUM_SEA,NGA,ASIA,LEISURE,7,1034356,18577,322960,218041,179800,0.65,0.24,0,1,0,0,9.4,93.57
2025,1,MAA_AIR,FRA,N_AMERICA,EDUCATION,20,721240,329798,321184,214197,120864,0.22,0.17,1,0,0,1,3.6,123.39
2015,9,BOM_AIR,GBR,S_AMERICA,VFR,4,138932,101531,511469,44175,155211,0.5,0.42,1,0,1,1,3.1,126.61
2018,8,COK_AIR,AUS,AFRICA,CONFERENCE,26,921332,16004,563300,155985,128717,0.58,0.14,1,1,0,1,5.3,113.51
2022,7,KOCHI_SEA,SGP,ASIA,BUSINESS,11,776735,376929,295112,50349,166153,0.19,0.41,1,0,1,1,3.7,106.07
2018,1,MAA_AIR,GBR,MIDDLE_EAST,EDUCATION,17,880100,382682,268843,146401,52137,0.63,0.35,1,1,1,0,3.9,72.15
2019,1,BOM_AIR,SGP,AFRICA,EDUCATION,37,700908,114706,346723,173920,108452,0.08,0.55,1,1,1,1,3.2,128.34
2025,12,BOM_SEA,AUS,ASIA,PILGRIMAGE,43,710915,299035,488524,175185,81419,0.07,0.71,0,1,0,0,7.0,61.1
2024,9,GOI_AIR,SGP,OCEANIA,VFR,15,519876,234231,563447,68222,104380,0.68,0.25,0,1,1,0,7.6,97.78
2017,12,COK_AIR,MYS,AFRICA,BUSINESS,12,146647,278817,390411,230274,41966,0.6,0.18,0,0,0,1,1.9,73.05
2016,1,BOM_AIR,ETH,AFRICA,LEISURE,40,636070,516,117244,72745,90339,0.7,0.08,0,0,0,0,8.2,126.21
2017,12,DEL_AIR,BGD,ASIA,BUSINESS,17,246375,101604,341045,65400,13126,0.06,0.35,0,1,0,1,3.4,106.29
2025,1,BOM_AIR,ITA,MIDDLE_EAST,VFR,41,926058,371869,538590,85824,22731,0.12,0.08,0,1,0,0,2.2,121.48
2020,6,AMD_AIR,ARE,AFRICA,LEISURE,16,929230,186519,128220,86276,13843,0.31,0.22,0,0,1,1,5.1,90.3
2024,1,KOCHI_SEA,USA,AFRICA,PILGRIMAGE,16,771924,232804,26912,166633,100897,0.14,0.08,0,0,1,0,6.5,111.66
2022,3,COK_AIR,CHN,EUROPE,EDUCATION,35,383120,377810,333218,53042,98910,0.33,0.31,1,0,1,0,7.5,109.3
2018,11,BOM_SEA,DEU,EUROPE,MEDICAL,3,602651,100626,94481,142132,152965,0.53,0.05,1,1,0,0,6.4,120.33
2018,2,BOM_AIR,AFG,ASIA,EDUCATION,45,143793,358931,110160,208672,14572,0.52,0.38,1,1,0,0,9.4,63.06
2018,7,BOM_SEA,THA,AFRICA,BUSINESS,44,670025,326706,571311,158043,188675,0.13,0.84,0,1,0,1,1.2,97.64
2018,4,AMD_AIR,MMR,OCEANIA,BUSINESS,28,407305,377584,109060,127926,116623,0.11,0.08,1,1,1,0,9.2,112.81
2025,5,HYD_AIR,RUS,N_AMERICA,EDUCATION,9,156913,302879,469496,231152,40413,0.09,0.55,0,1,0,0,7.6,128.84
2022,11,HYD_AIR,BGD,N_AMERICA,MEDICAL,11,41985,234232,4854,179296,140575,0.8,0.09,0,0,0,1,9.4,109.49
2017,7,KOCHI_SEA,IND,ASIA,BUSINESS,27,152606,33115,347028,243337,106395,0.7,0.18,0,1,0,1,3.2,101.85
2015,11,KOCHI_SEA,AUS,N_AMERICA,EDUCATION,10,1054979,67516,214106,88009,706,0.75,0.24,0,1,0,0,2.7,96.03
2019,2,HYD_AIR,KEN,ASIA,BUSINESS,12,469001,150268,71493,218009,82351,0.07,0.72,0,0,1,0,10.0,82.2
2015,4,GOI_AIR,CHN,OCEANIA,EDUCATION,35,760758,35583,48822,114896,1663,0.66,0.27,1,0,1,0,5.0,69.52
2020,12,MUM_SEA,RUS,N_AMERICA,CONFERENCE,45,768571,173586,363200,62858,1210,0.59,0.16,1,1,0,0,3.5,124.57
2019,9,GOI_AIR,CHN,OCEANIA,CONFERENCE,35,1023153,194064,262607,130630,108785,0.13,0.7,1,1,1,0,8.1,72.93
2020,3,DEL_AIR,VNM,ASIA,BUSINESS,31,1022716,268503,139370,23176,47682,0.54,0.09,0,0,1,1,5.8,110.3
2019,6,CCU_AIR,ITA,ASIA,MEDICAL,44,1187275,230507,545414,172681,58743,0.1,0.65,0,1,0,1,6.6,115.25
2017,4,GOI_AIR,NGA,OCEANIA,BUSINESS,17,1085782,264464,230466,149054,91954,0.44,0.26,0,0,1,0,1.5,120.09
2024,11,COK_AIR,LKA,OCEANIA,VFR,18,870489,134274,387968,29272,176296,0.63,0.19,1,1,1,1,7.0,82.35
2025,10,AMD_AIR,NPL,S_AMERICA,MEDICAL,37,748507,304785,427767,94722,89948,0.1,0.47,1,1,1,1,7.2,122.0
2024,11,MAA_AIR,LKA,MIDDLE_EAST,BUSINESS,6,195923,101757,416966,158237,89324,0.48,0.41,0,1,1,1,2.2,95.46
2023,8,CCU_AIR,KOR,N_AMERICA,PILGRIMAGE,17,861686,232426,127411,26509,182700,0.64,0.15,0,1,1,0,7.7,72.35
2015,10,COK_AIR,AUS,EUROPE,BUSINESS,3,93636,38018,395413,165918,24558,0.09,0.33,1,1,0,0,1.6,67.21
2021,2,HYD_AIR,ETH,S_AMERICA,PILGRIMAGE,38,315042,32280,417713,83624,169523,0.79,0.13,1,1,1,0,1.8,66.44
2017,5,COK_AIR,SAU,EUROPE,VFR,33,1016945,52075,327286,148031,72010,0.35,0.21,0,0,1,1,6.6,105.58
2016,10,BOM_SEA,USA,OCEANIA,MEDICAL,44,174784,190726,541141,89375,14471,0.32,0.33,0,1,1,1,9.5,110.58
2025,12,MUM_SEA,FRA,ASIA,PILGRIMAGE,20,81467,127768,409779,198294,161643,0.15,0.58,1,0,0,0,5.0,92.22
2020,4,BLR_AIR,SAU,EUROPE,CONFERENCE,41,498810,222072,528143,84921,109988,0.89,0.11,0,1,1,1,2.5,72.55
2017,9,MAA_AIR,SGP,EUROPE,VFR,39,459855,359537,218199,99253,80265,0.54,0.16,1,0,1,0,7.7,126.43
2022,7,GOI_AIR,SGP,MIDDLE_EAST,CONFERENCE,16,610817,182987,553159,215072,10798,0.55,0.15,1,0,1,1,6.3,89.17
2021,6,BOM_SEA,SAU,S_AMERICA,EDUCATION,36,607752,60278,578952,146570,175270,0.57,0.2,1,0,0,1,9.8,65.39
