health_chronic_surveillance_year,health_chronic_small_area_id,health_chronic_condition_code,health_chronic_prevalence_rate_pct,health_chronic_incidence_rate_per_100k,health_chronic_hospitalization_rate_per_100k,health_chronic_mortality_rate_per_100k,health_chronic_comorbidity_index,health_chronic_risk_factor_smoking_rate,health_chronic_risk_factor_obesity_rate,health_chronic_risk_factor_diabetes_rate,health_chronic_physical_activity_rate,health_chronic_diet_quality_score,health_chronic_medication_adherence_rate,health_chronic_preventive_screening_rate,health_chronic_avoidable_ed_visit_rate,health_chronic_healthcare_access_barrier_index,health_chronic_ncoioeconomic_deprivation_index,health_chronic_age_adjustment_standard,health_chronic_confidence_interval_width
2023,LGD-SA-2490486,CANC,22.62,2509.59,1525.11,78.95,6.08,20.42,52.68,34.01,79.71,81.2,96.75,13.69,69.73,17.72,27.42,Census2011,4.919
2016,LGD-SA-4576748,COPD,17.31,3404.65,908.78,1661.37,6.08,17.26,3.92,10.02,76.66,33.86,86.04,7.59,105.04,65.07,77.03,GBDStd,3.946
2021,LGD-SA-4170634,DM2,44.61,120.39,1209.18,1785.8,7.73,36.92,35.75,14.66,84.29,49.67,61.35,28.9,174.35,19.97,3.0,GBDStd,0.246
2023,LGD-SA-7939113,NCD_MULTI,30.37,2726.76,784.68,587.99,4.86,7.25,19.9,25.63,39.63,23.06,90.37,7.88,38.39,82.87,9.63,WHO2000,13.627
2022,LGD-SA-6455023,COPD,21.42,1581.56,1231.14,1573.63,8.88,40.37,29.51,8.56,34.3,82.56,90.03,4.14,47.62,57.21,48.18,GBDStd,3.63
2019,LGD-SA-1770321,NCD_MULTI,23.46,1642.56,2167.85,1138.07,7.19,18.63,45.88,28.04,56.56,90.85,41.92,14.95,94.0,3.44,88.64,Census2011,2.545
2021,LGD-SA-8710721,HTN,12.5,1766.29,830.82,608.83,0.32,12.01,9.49,31.32,53.76,21.98,77.37,70.18,106.71,87.94,32.2,India2011,3.97
2022,LGD-SA-6852247,CVD,2.67,623.79,893.47,856.87,14.66,43.62,48.75,29.13,89.37,58.53,74.44,52.83,108.43,45.74,15.45,GBDStd,5.944
2021,LGD-SA-5496336,TB_SEQ,35.56,298.38,152.83,1628.72,14.56,35.21,6.71,7.88,69.89,12.99,95.46,73.47,134.46,16.4,66.45,India2011,12.309
2015,LGD-SA-2766422,COPD,17.77,2103.02,1565.2,477.11,8.71,6.78,18.76,29.16,35.0,67.78,63.85,69.44,140.89,0.97,85.25,WHO2000,6.294
2018,LGD-SA-9847368,TB_SEQ,39.13,2718.8,1359.45,708.18,11.36,13.92,24.91,33.05,79.45,64.01,87.39,58.35,116.01,71.73,97.03,Census2011,2.247
2017,LGD-SA-3241752,TB_SEQ,23.4,1650.57,323.76,333.23,8.61,27.16,4.17,6.61,17.59,2.4,88.64,89.42,19.32,69.58,57.56,Census2011,8.388
2015,LGD-SA-2757207,CANC,31.97,211.97,652.58,960.28,13.43,1.73,6.17,22.95,48.96,69.94,62.91,0.09,99.23,75.64,0.27,Census2011,11.773
2018,LGD-SA-5383551,HTN,17.82,2163.17,2017.05,762.48,11.25,16.37,23.61,7.63,45.52,41.91,96.21,81.06,174.5,79.2,56.99,Census2011,3.726
2023,LGD-SA-9289991,NCD_MULTI,7.33,2976.35,467.26,98.7,9.83,34.69,26.78,26.98,11.52,33.64,22.27,27.36,149.79,40.4,33.98,GBDStd,5.98
2019,LGD-SA-6883614,CVD,15.59,489.89,135.39,1451.8,11.43,27.41,31.03,26.35,30.39,85.3,77.77,93.26,11.71,93.41,21.36,GBDStd,5.359
2022,LGD-SA-8619849,NCD_MULTI,17.43,979.61,2068.69,568.78,2.64,17.6,9.32,23.27,68.72,51.23,29.85,69.44,27.73,72.7,86.7,India2011,8.613
2023,LGD-SA-1015604,COPD,27.42,1476.66,1444.26,402.5,11.57,43.05,44.85,6.72,72.62,60.19,53.01,44.82,126.17,1.44,92.32,GBDStd,7.206
2024,LGD-SA-9013176,TB_SEQ,17.58,2137.12,219.21,1378.36,11.43,22.18,32.96,18.01,70.42,60.13,76.83,68.31,95.29,42.47,64.2,GBDStd,10.757
2018,LGD-SA-5577961,HTN,36.82,2388.35,1254.51,206.79,3.31,43.29,4.08,7.38,86.63,51.66,72.71,89.97,69.66,74.76,13.02,GBDStd,11.739
2017,LGD-SA-2009857,CANC,17.88,2158.78,2159.58,115.6,1.24,27.25,36.13,29.59,77.24,53.95,66.88,32.43,149.35,77.78,44.93,WHO2000,12.5
2018,LGD-SA-1169554,STROKE,30.62,3390.43,75.11,1003.05,7.65,39.52,44.18,32.8,73.76,18.78,97.29,92.59,89.03,75.62,44.88,GBDStd,3.557
2024,LGD-SA-5940962,CVD,33.38,1969.28,389.33,1016.51,8.79,30.71,15.74,30.79,13.77,14.19,83.67,5.13,58.23,33.98,34.31,Census2011,6.834
2023,LGD-SA-2904920,OBES,17.63,284.18,888.19,444.03,1.92,29.99,11.09,17.9,64.75,14.51,57.24,50.3,23.27,65.25,72.76,India2011,0.828
2025,LGD-SA-4298928,ASTH,18.96,1749.9,598.03,1104.51,8.53,42.45,7.2,34.09,27.55,28.89,76.64,58.53,20.9,95.25,23.67,Census2011,4.326
2021,LGD-SA-7687708,CVD,9.94,457.32,2013.4,256.98,3.8,34.69,16.92,1.18,59.05,71.82,49.43,3.14,122.88,26.94,16.43,WHO2000,11.392
2025,LGD-SA-8019355,CVD,12.33,2896.71,1130.76,1717.92,0.59,19.69,23.48,17.92,26.18,66.41,51.21,44.33,68.11,21.18,35.83,WHO2000,12.433
2024,LGD-SA-2752803,DM2,36.94,1805.65,2147.45,1479.04,4.26,21.81,12.34,14.75,58.59,89.71,39.29,70.29,91.93,60.24,14.39,Census2011,14.344
2017,LGD-SA-5003162,CVD,36.34,2299.31,726.43,1409.63,4.7,35.54,47.51,6.9,62.81,97.8,54.32,73.13,140.36,36.78,76.64,WHO2000,0.814
2020,LGD-SA-1737962,CKD,35.12,2332.97,1170.14,756.04,1.66,25.72,1.07,29.77,52.37,34.61,81.15,69.35,87.26,67.69,2.6,GBDStd,2.914
2019,LGD-SA-7092416,CKD,40.3,1296.71,835.4,1599.93,4.6,15.8,21.71,5.65,42.43,72.66,25.22,63.22,96.97,55.03,4.53,Census2011,0.688
2020,LGD-SA-6654436,CANC,4.76,1849.18,739.19,1607.33,10.96,35.23,37.18,33.62,25.97,97.93,54.28,70.54,122.22,95.95,57.14,Census2011,8.88
2016,LGD-SA-1366995,CKD,37.99,3490.18,2154.17,1798.45,8.62,4.09,20.31,12.19,47.75,94.18,57.19,77.75,72.75,7.87,70.87,Census2011,3.356
2023,LGD-SA-5694600,CKD,22.17,3024.92,1615.59,1507.95,14.63,5.39,53.53,22.08,35.31,2.66,45.67,58.15,164.55,34.86,34.36,Census2011,13.38
2022,LGD-SA-4942547,CVD,3.98,532.01,1079.63,1427.35,11.75,3.14,13.65,15.37,81.33,60.77,25.11,37.52,64.4,76.29,56.01,India2011,12.482
2019,LGD-SA-5346978,ASTH,44.48,1490.54,1992.15,699.46,13.86,5.28,11.56,30.83,45.23,96.64,21.01,86.05,83.34,53.64,56.64,Census2011,3.679
2017,LGD-SA-3154322,NCD_MULTI,35.36,1659.91,1075.1,859.67,8.93,12.75,38.62,27.3,72.82,19.15,53.09,38.63,24.01,14.99,88.66,GBDStd,2.428
2022,LGD-SA-1118880,ASTH,2.37,3252.93,134.13,585.71,14.1,38.61,4.48,18.47,46.44,21.88,34.66,63.59,10.8,32.58,1.62,Census2011,9.623
2015,LGD-SA-7436591,NCD_MULTI,33.42,2231.63,368.66,979.47,1.62,36.88,10.95,8.9,79.69,6.72,32.24,17.32,128.82,2.34,60.21,WHO2000,11.426
2020,LGD-SA-7357299,ASTH,37.45,1915.47,1980.67,1505.17,7.7,21.39,31.12,1.81,66.3,21.35,71.75,82.0,172.87,50.24,21.1,Census2011,10.822
2017,LGD-SA-5255674,CVD,37.9,2696.39,265.82,985.68,9.4,17.72,37.5,9.48,28.92,11.49,25.73,39.57,77.58,24.29,17.65,GBDStd,2.571
2023,LGD-SA-2082425,CKD,44.11,3181.38,954.97,1433.58,8.06,28.51,5.11,23.58,38.92,86.97,63.68,8.28,50.95,42.8,50.04,GBDStd,9.911
2017,LGD-SA-2744227,CANC,7.78,3069.07,1029.99,1220.85,11.72,10.87,2.55,17.76,47.04,96.95,57.02,22.45,46.38,41.66,85.79,Census2011,2.277
2021,LGD-SA-6381033,COPD,23.89,3291.81,1247.27,797.02,9.17,28.86,5.59,19.91,54.31,70.41,93.48,46.98,55.17,33.36,93.07,India2011,6.039
2018,LGD-SA-1363404,CVD,16.79,2858.47,1895.98,1275.67,7.68,44.46,47.51,22.36,89.0,89.74,58.19,36.92,70.4,37.73,54.52,India2011,5.14
2023,LGD-SA-3758477,HTN,9.4,2104.86,734.94,1262.28,8.92,22.98,20.98,19.15,63.04,85.95,67.77,45.54,114.58,15.6,39.61,Census2011,1.73
2024,LGD-SA-9023101,DM2,6.24,2233.77,301.13,141.53,12.16,17.42,19.79,33.64,60.83,48.17,69.32,73.94,79.95,13.39,43.07,Census2011,12.344
2017,LGD-SA-2490758,HTN,31.48,3064.65,438.86,1328.52,2.56,7.47,42.47,15.24,88.45,80.48,34.99,38.28,66.7,74.95,68.7,WHO2000,1.769
2017,LGD-SA-3193705,COPD,17.75,2938.66,1663.73,81.69,6.18,2.56,46.48,19.34,87.28,43.34,46.92,20.19,137.32,6.26,8.63,GBDStd,3.737
2023,LGD-SA-8938434,HTN,26.35,1625.03,1271.36,229.07,11.09,27.37,34.49,13.04,10.46,47.21,86.31,58.49,128.06,37.26,28.38,GBDStd,0.499
2022,LGD-SA-2849893,TB_SEQ,0.29,451.76,1484.11,1403.1,2.4,42.84,42.85,27.32,75.52,9.87,35.78,47.12,59.52,45.64,95.49,WHO2000,2.637
2016,LGD-SA-6546620,OBES,38.55,2291.71,1793.18,230.98,6.86,12.61,28.97,31.1,68.43,40.58,26.48,22.88,118.0,28.51,76.99,India2011,10.311
2016,LGD-SA-5071825,OBES,19.93,1727.72,996.46,1034.54,1.91,32.71,30.62,16.65,16.58,53.29,20.24,2.89,111.11,10.83,32.12,WHO2000,8.501
2024,LGD-SA-5606500,STROKE,34.25,2284.4,456.81,301.49,4.22,18.38,49.73,16.6,89.01,91.96,75.28,90.09,169.88,72.43,22.67,India2011,3.34
2018,LGD-SA-5232620,CANC,33.46,2785.13,189.13,1681.82,1.3,18.19,3.74,13.04,18.61,24.73,43.86,80.02,108.41,12.88,78.07,India2011,3.666
2016,LGD-SA-3701818,ASTH,42.61,3078.41,1670.38,1396.6,11.02,3.09,20.85,31.26,51.85,4.54,58.49,58.73,105.07,70.3,17.26,Census2011,1.018
2025,LGD-SA-8898163,NCD_MULTI,8.98,1447.96,39.77,574.11,11.04,8.2,15.28,28.47,11.78,91.64,62.93,24.78,45.23,62.13,53.81,GBDStd,4.264
2020,LGD-SA-1580574,NCD_MULTI,37.55,1076.63,899.58,923.76,10.88,30.75,28.64,17.26,34.82,31.74,35.24,0.32,103.07,56.58,15.24,India2011,9.883
2021,LGD-SA-6975351,STROKE,41.69,3369.83,1211.13,412.73,10.59,31.13,15.38,25.96,36.45,88.67,54.69,80.25,146.49,87.97,43.91,WHO2000,5.319
2022,LGD-SA-9382238,CANC,7.6,2530.86,797.82,647.11,13.65,37.16,2.12,12.79,12.86,9.41,26.39,7.8,152.76,52.8,25.66,Census2011,10.951
2022,LGD-SA-9295205,DM2,43.77,363.67,912.99,1425.85,9.89,40.16,18.9,21.62,30.42,54.95,37.34,48.46,160.59,5.07,8.14,WHO2000,4.872
2019,LGD-SA-9602198,ASTH,12.45,2726.06,1200.48,785.48,6.13,37.84,14.28,16.67,15.68,92.42,34.07,18.3,155.85,12.79,91.47,India2011,12.535
2020,LGD-SA-5317491,ASTH,8.55,2440.78,427.22,201.06,8.93,39.35,42.2,22.69,30.21,81.93,40.85,26.09,168.73,36.18,88.03,WHO2000,7.528
2023,LGD-SA-2816055,CANC,41.24,613.22,884.41,1245.75,10.16,27.36,54.06,26.05,38.27,87.89,43.4,53.86,161.38,3.29,3.2,Census2011,5.565
2024,LGD-SA-3855973,DM2,40.04,1815.14,224.8,938.2,7.17,8.68,10.64,23.31,27.66,74.93,68.66,33.79,148.09,62.59,50.99,GBDStd,9.956
2025,LGD-SA-7607045,COPD,0.88,970.08,481.09,930.85,3.96,41.38,12.31,30.61,18.82,9.8,94.91,36.41,39.13,60.28,32.79,GBDStd,9.429
2022,LGD-SA-6117584,COPD,42.82,2598.83,2075.05,810.23,0.89,37.72,24.69,30.18,24.9,4.53,68.51,3.07,150.99,31.79,9.6,India2011,0.652
2020,LGD-SA-8143715,STROKE,38.42,2386.71,641.47,789.87,9.86,24.58,27.74,2.65,20.47,5.1,46.2,49.78,41.94,68.11,83.42,WHO2000,2.62
2015,LGD-SA-6808585,DM2,26.55,860.07,159.74,584.03,5.93,1.22,21.48,14.93,17.07,89.93,88.65,67.07,115.92,6.34,48.93,WHO2000,12.559
2019,LGD-SA-5457825,ASTH,35.36,728.66,66.16,664.52,7.94,17.72,8.29,23.79,73.8,89.34,61.85,55.87,83.79,60.43,32.72,GBDStd,13.235
2022,LGD-SA-9182594,OBES,27.4,3082.2,1182.67,185.15,0.74,26.62,16.11,16.2,88.54,50.32,42.81,21.31,115.8,26.86,54.52,GBDStd,11.946
2025,LGD-SA-4677037,CVD,11.78,514.48,1377.47,1372.33,3.59,12.01,34.47,11.57,38.44,30.18,85.98,63.48,27.4,12.68,33.04,WHO2000,6.648
2016,LGD-SA-1445407,CKD,32.61,3210.53,1213.33,358.83,4.16,42.35,43.89,16.0,82.48,1.87,26.97,16.38,145.36,76.24,95.57,Census2011,2.758
2020,LGD-SA-9514616,ASTH,13.33,812.12,193.64,659.24,2.41,5.62,12.06,3.8,57.66,79.56,37.01,82.36,96.56,95.04,59.91,Census2011,1.857
2025,LGD-SA-6582636,OBES,41.06,1809.48,2122.15,1146.32,2.79,1.23,38.07,31.26,20.96,79.26,75.88,84.77,73.02,39.26,58.5,India2011,3.649
2018,LGD-SA-9386794,CANC,18.78,2767.79,236.7,1370.52,12.91,13.05,1.42,28.48,48.14,48.89,53.15,4.14,137.11,7.46,63.72,Census2011,6.99
2023,LGD-SA-3366945,ASTH,14.57,2936.6,831.84,1076.13,7.42,7.79,44.26,2.29,35.18,79.56,90.26,31.48,14.6,60.86,64.58,WHO2000,2.056
2025,LGD-SA-3547875,TB_SEQ,11.7,1922.72,861.37,217.64,5.93,31.97,47.04,33.65,32.8,76.72,68.53,42.03,165.33,8.48,36.0,WHO2000,6.757
2019,LGD-SA-1694655,NCD_MULTI,10.21,3319.61,1609.83,719.6,9.03,14.12,28.18,13.72,44.65,19.89,66.76,73.0,148.71,52.59,16.04,WHO2000,14.191
2025,LGD-SA-9252650,CVD,40.38,3151.76,705.28,1561.54,2.56,38.82,12.17,34.03,57.97,94.45,71.2,15.59,99.88,43.15,55.09,GBDStd,2.146
2022,LGD-SA-4226674,HTN,12.83,3398.82,1126.18,1096.91,12.17,38.01,8.43,34.51,56.62,67.09,38.6,29.95,133.26,39.3,71.43,Census2011,8.097
2022,LGD-SA-7903687,ASTH,29.42,1588.6,2031.96,305.89,0.47,29.79,31.55,2.57,16.25,86.8,68.9,43.6,72.58,8.58,27.48,India2011,11.396
2015,LGD-SA-8421783,CKD,37.12,3448.57,2034.44,1247.31,0.88,16.3,7.59,9.48,85.94,49.66,35.55,88.33,61.4,75.54,55.46,WHO2000,0.188
2018,LGD-SA-7162154,CVD,39.31,2062.78,1274.92,1661.28,5.15,3.42,30.11,19.46,61.07,23.2,52.55,9.58,117.88,28.61,14.22,WHO2000,9.788
2022,LGD-SA-3873560,OBES,36.28,3267.02,756.15,1223.62,13.53,38.19,30.8,11.41,48.55,43.59,64.57,86.25,177.77,48.2,18.9,India2011,8.516
2024,LGD-SA-9725963,TB_SEQ,40.79,2788.22,1563.61,306.58,14.0,16.57,17.38,32.0,56.63,95.85,27.24,80.39,139.61,74.21,43.71,India2011,3.0
2016,LGD-SA-2407978,CVD,11.87,2778.05,1380.68,1145.55,1.76,33.6,28.27,23.72,71.94,26.91,33.55,20.75,166.38,40.3,38.91,Census2011,8.975
2017,LGD-SA-8899777,CKD,36.8,1401.83,1011.71,891.55,2.31,30.23,48.38,20.33,14.31,14.36,28.62,69.45,39.77,36.65,71.64,WHO2000,14.929
2022,LGD-SA-2628362,NCD_MULTI,8.1,1051.76,1684.8,1752.25,7.28,9.5,28.77,21.82,30.55,27.99,40.77,67.14,68.09,66.17,49.52,Census2011,13.709
2020,LGD-SA-5149549,COPD,33.04,3064.07,1327.95,507.92,8.66,43.79,7.57,3.1,73.99,73.36,66.02,43.92,17.33,68.24,72.82,GBDStd,13.502
2023,LGD-SA-7315622,CKD,16.75,1403.62,1526.6,532.38,3.43,23.04,41.83,5.36,45.75,74.13,72.62,89.03,153.4,34.8,92.38,WHO2000,5.163
2015,LGD-SA-8009051,DM2,5.72,2451.4,687.46,1360.98,12.84,10.27,49.05,19.72,81.48,51.72,59.8,55.73,5.84,36.47,65.63,India2011,2.096
2024,LGD-SA-1791253,NCD_MULTI,9.85,2811.31,69.79,1376.37,4.83,36.94,28.31,32.78,54.33,90.78,80.16,49.69,111.71,11.43,93.43,WHO2000,9.436
2017,LGD-SA-2001811,NCD_MULTI,27.72,514.98,753.54,582.7,6.52,21.16,22.96,15.85,45.86,5.03,21.79,78.12,3.33,51.18,87.43,Census2011,14.513
2024,LGD-SA-8382049,STROKE,31.87,1891.4,892.14,1072.17,6.59,1.84,25.78,1.81,49.26,5.53,94.08,64.49,96.81,45.17,39.9,GBDStd,13.484
2018,LGD-SA-7694377,HTN,34.14,471.91,607.45,368.13,4.2,5.38,17.83,12.78,47.86,29.09,54.65,19.13,112.76,65.27,87.19,Census2011,0.966
2022,LGD-SA-5656016,OBES,37.6,655.19,666.46,1274.52,0.2,16.61,27.22,21.76,29.89,12.09,52.22,54.33,52.69,73.28,32.94,WHO2000,11.061
2020,LGD-SA-7232990,HTN,39.13,1513.07,1867.74,1431.29,4.25,15.73,20.1,8.79,85.3,9.59,77.63,18.89,136.41,38.26,84.94,GBDStd,12.857
2024,LGD-SA-3015650,HTN,28.27,3086.02,459.55,171.3,5.31,1.22,33.28,17.8,69.88,18.19,57.51,66.59,98.18,45.26,46.68,Census2011,13.426
2016,LGD-SA-7125004,STROKE,34.27,2038.61,168.56,495.61,2.83,44.58,32.01,29.08,59.6,40.04,88.22,66.21,155.86,36.28,78.86,GBDStd,11.014
2017,LGD-SA-6890526,CVD,18.04,804.35,1278.19,724.81,9.44,42.94,11.54,7.1,42.33,67.24,36.76,15.88,74.08,74.95,65.9,Census2011,13.619
2021,LGD-SA-3263987,STROKE,37.94,1697.6,1670.4,3.97,11.45,37.92,31.19,11.44,42.01,81.45,30.94,62.11,63.72,26.04,20.21,GBDStd,7.945
2025,LGD-SA-3047125,NCD_MULTI,7.69,423.34,1354.96,778.67,6.08,13.71,27.06,20.22,78.42,97.7,84.6,43.12,155.79,99.15,58.89,Census2011,11.62
2017,LGD-SA-1216629,HTN,9.28,1942.6,306.33,479.58,8.09,17.74,8.83,30.41,49.34,77.59,81.82,44.13,122.86,97.88,25.03,WHO2000,14.062
2019,LGD-SA-3230994,COPD,11.25,236.6,1051.96,791.12,7.79,44.99,25.79,27.93,41.45,78.93,25.09,92.85,126.7,19.27,19.11,GBDStd,6.028
2019,LGD-SA-9496108,CANC,1.97,2777.58,1134.02,561.99,4.83,9.9,9.84,12.45,27.85,15.2,76.62,29.45,124.92,86.4,57.06,GBDStd,8.694
2018,LGD-SA-9325380,DM2,24.51,1386.51,1811.19,777.89,8.01,33.07,14.76,12.81,20.58,11.48,81.33,84.83,156.71,62.81,6.56,India2011,6.267
2021,LGD-SA-1584534,CANC,20.5,3328.42,455.17,449.37,9.66,7.18,9.32,27.09,30.01,2.39,74.69,76.04,81.08,59.87,45.78,Census2011,14.599
2025,LGD-SA-4214618,CVD,37.13,778.48,1108.23,508.93,12.27,22.77,1.69,1.05,32.92,33.92,22.63,67.75,85.28,86.99,6.34,GBDStd,7.604
2023,LGD-SA-4566590,TB_SEQ,4.2,1371.37,1666.7,1165.31,4.43,11.21,39.99,9.41,89.74,69.76,97.93,5.0,63.85,60.57,53.9,GBDStd,3.488
2015,LGD-SA-5194365,CKD,21.84,1055.61,1433.53,1342.28,3.14,33.03,53.45,25.39,24.55,75.91,92.7,81.71,101.42,33.6,9.35,India2011,8.902
2018,LGD-SA-9646831,NCD_MULTI,9.69,2616.9,1913.67,1474.85,11.07,36.11,41.76,28.27,49.9,35.45,92.29,10.87,18.34,23.31,98.91,India2011,7.604
2020,LGD-SA-2158077,ASTH,27.65,141.74,903.73,506.87,2.39,19.71,16.09,31.76,63.41,72.8,81.08,12.52,110.47,64.98,92.71,Census2011,13.053
2015,LGD-SA-9884165,OBES,37.95,1676.47,1619.69,617.59,8.79,11.63,25.86,20.09,23.09,28.15,37.8,72.96,173.01,80.13,8.4,Census2011,5.147
2023,LGD-SA-3368196,COPD,17.39,1462.33,1145.42,209.85,14.77,11.58,1.22,31.99,32.03,32.46,40.26,94.8,42.23,6.47,64.42,WHO2000,7.111
2019,LGD-SA-3616523,CANC,9.0,2982.81,1222.25,759.56,9.28,32.96,10.53,29.63,24.37,29.02,31.09,52.19,74.74,78.3,4.41,WHO2000,9.334
2025,LGD-SA-8705140,NCD_MULTI,3.85,119.27,1733.34,1659.0,9.37,43.79,5.39,5.16,39.46,63.55,23.71,3.45,158.36,60.34,94.76,Census2011,10.571
2018,LGD-SA-7968581,COPD,28.88,1201.75,1325.85,68.97,0.56,29.79,11.35,26.34,20.0,3.06,94.02,25.4,9.91,18.28,28.13,GBDStd,12.663
2018,LGD-SA-4385240,HTN,43.52,1213.03,377.2,314.29,4.95,7.27,51.5,6.05,51.6,99.58,26.87,59.01,105.83,19.31,9.37,WHO2000,1.885
2022,LGD-SA-8963973,COPD,3.84,231.34,41.23,660.87,7.78,7.49,46.05,31.5,27.07,31.34,20.06,63.01,15.85,74.86,42.04,WHO2000,13.709
2021,LGD-SA-5083753,STROKE,8.77,1628.02,1477.66,36.9,5.41,29.36,48.04,31.53,58.08,97.58,49.02,49.09,164.64,3.51,27.42,Census2011,4.263
2023,LGD-SA-7687326,COPD,32.91,2488.96,947.34,665.7,1.99,44.21,33.54,17.21,67.03,38.5,44.4,62.81,0.4,46.0,34.61,GBDStd,5.496
2022,LGD-SA-9930975,NCD_MULTI,28.93,2058.98,391.68,360.19,3.07,8.25,35.83,15.38,25.39,50.27,33.01,83.84,73.47,62.4,12.26,Census2011,6.234
2018,LGD-SA-2306263,CVD,37.65,2126.89,1648.29,751.72,9.16,29.8,20.82,11.63,33.93,44.75,93.93,72.27,38.68,71.55,61.95,WHO2000,7.221
2020,LGD-SA-8403946,CVD,39.28,2396.56,818.27,537.71,11.73,2.27,15.76,6.12,52.14,2.2,79.76,81.38,28.53,64.21,83.37,GBDStd,7.23
2021,LGD-SA-3387873,HTN,34.67,517.47,73.86,221.92,9.49,37.85,41.56,16.71,18.09,36.92,95.44,40.97,21.46,94.21,32.15,Census2011,2.713
2024,LGD-SA-1800090,NCD_MULTI,3.87,2781.24,1063.21,1415.91,12.24,18.66,10.78,20.48,67.24,60.6,23.07,15.9,105.36,5.59,76.15,WHO2000,6.165
2015,LGD-SA-7436515,CVD,26.04,3336.71,396.87,1254.56,0.83,10.1,26.22,7.93,54.73,19.28,79.16,7.95,26.47,19.63,36.98,India2011,6.621
2020,LGD-SA-7716017,HTN,6.6,194.78,53.55,1667.67,11.0,34.8,21.37,18.83,16.44,17.46,77.37,14.22,164.56,62.69,70.34,GBDStd,13.824
2025,LGD-SA-9271156,DM2,16.09,3197.82,692.64,1136.4,6.2,28.35,26.88,6.1,76.5,11.03,40.75,21.76,84.95,10.42,50.61,Census2011,9.321
2021,LGD-SA-3462044,COPD,32.18,539.32,1197.81,72.7,11.05,11.39,52.89,5.75,71.87,34.36,61.91,85.64,91.18,22.63,71.79,WHO2000,8.295
2021,LGD-SA-7890970,CKD,14.91,2433.86,553.8,917.8,6.54,22.27,47.55,23.52,85.15,48.67,90.24,77.16,30.22,5.14,6.93,WHO2000,1.898
2021,LGD-SA-7464604,ASTH,27.94,3253.21,671.26,1513.96,1.9,30.16,27.32,17.24,45.73,63.33,95.62,46.34,36.42,28.11,52.06,India2011,1.968
2016,LGD-SA-4501028,HTN,17.8,72.39,573.47,502.48,13.02,20.89,41.53,21.28,56.03,80.18,33.61,53.19,99.95,15.49,36.28,GBDStd,8.64
2017,LGD-SA-9935399,CVD,37.26,2658.84,1545.7,864.85,12.45,32.45,42.9,14.6,82.89,0.74,86.14,62.53,18.66,28.97,2.46,India2011,13.193
2021,LGD-SA-2568776,CKD,35.73,1315.47,1205.25,133.24,3.03,31.62,30.94,7.49,87.25,61.99,53.9,34.54,106.26,96.88,6.92,WHO2000,13.338
2015,LGD-SA-7712219,STROKE,13.92,669.86,271.18,1610.99,11.25,41.13,49.36,3.26,25.02,78.32,85.72,24.7,102.39,96.1,35.06,India2011,0.583
2024,LGD-SA-8606145,HTN,34.97,2841.94,963.83,1170.01,2.67,44.77,34.73,13.85,57.24,19.74,92.73,74.11,137.81,73.19,40.88,India2011,8.531
2022,LGD-SA-5590710,CKD,32.24,1463.87,570.23,937.48,5.11,18.96,27.46,30.83,12.81,97.76,80.02,67.27,38.51,57.81,38.02,Census2011,0.25
2024,LGD-SA-8423245,DM2,9.74,355.12,417.15,266.98,12.59,28.97,5.51,25.11,24.73,2.49,36.48,69.41,41.16,23.88,92.38,WHO2000,4.14
2021,LGD-SA-3468793,CKD,6.74,3226.91,1512.93,120.39,11.53,31.42,26.67,34.81,44.94,80.76,43.13,5.06,81.85,90.29,16.77,WHO2000,3.168
2017,LGD-SA-5788233,TB_SEQ,12.02,3385.84,431.53,69.61,11.53,38.41,8.29,30.48,81.68,60.17,50.82,1.73,85.4,69.06,82.87,Census2011,0.832
2017,LGD-SA-8849054,NCD_MULTI,36.04,605.18,911.03,1737.22,14.04,3.02,8.61,1.37,62.83,34.0,28.62,8.84,94.67,84.62,6.21,Census2011,7.677
2021,LGD-SA-2245396,COPD,8.54,1060.66,168.34,444.12,2.37,19.47,44.92,2.99,46.7,5.49,39.53,11.94,75.77,95.63,16.81,India2011,5.156
2015,LGD-SA-2522096,OBES,13.13,870.99,281.29,351.82,14.0,24.39,13.89,15.85,45.23,67.6,48.01,3.22,168.07,41.27,33.19,Census2011,10.296
2024,LGD-SA-5475295,CKD,14.5,3137.53,2127.09,1367.63,10.38,4.86,14.39,28.5,84.6,98.62,79.28,91.76,106.14,36.09,9.46,GBDStd,13.434
2022,LGD-SA-1978804,CKD,35.36,3118.86,1085.85,1295.18,6.39,24.03,33.91,19.73,82.29,60.52,34.88,56.65,64.07,34.58,50.73,India2011,12.907
2022,LGD-SA-5275752,TB_SEQ,34.13,2720.68,1241.91,585.33,1.54,6.07,25.83,10.72,69.6,88.74,82.11,3.66,37.38,26.28,37.48,GBDStd,7.362
2023,LGD-SA-7092334,CKD,38.85,1559.05,266.62,1134.07,11.52,44.91,51.97,16.83,22.41,7.53,30.25,70.36,132.13,12.97,47.32,GBDStd,14.34
2025,LGD-SA-5602655,CVD,30.84,237.59,2103.6,62.64,4.78,26.66,21.31,25.63,68.92,66.91,54.96,58.17,132.22,70.43,6.9,India2011,5.68
2016,LGD-SA-9229884,HTN,3.08,2505.22,3.0,287.68,3.28,43.6,25.82,31.24,79.59,52.88,49.38,34.99,108.55,10.98,41.65,Census2011,3.881
