env_ghg_reference_year,env_ghg_country_iso2,env_ghg_sector_ipcc_code,env_ghg_subsector_code,env_ghg_emissions_co2e_tonnes,env_ghg_emissions_ch4_tonnes,env_ghg_emissions_n2o_tonnes,env_ghg_lulucf_net_sink_co2e_tonnes,env_ghg_per_capita_co2e_tonnes,env_ghg_emissions_intensity_per_gdp,env_ghg_national_target_2030_pct,env_ghg_fit55_alignment_flag,env_ghg_policy_measure_count,env_ghg_energy_efficiency_contribution_pct,env_ghg_renewables_contribution_pct,env_ghg_transport_contribution_pct,env_ghg_agriculture_contribution_pct,env_ghg_data_source_eea_inventory,env_ghg_methodology_version,env_ghg_data_extract_date
2005,GR,1_ENERGY,1B_FUGITIVE,38034946.83,15728.0526,2786.35927,-554311.11,16.028,0.1276,-46.5,0,99,41.42,31.39,7.92,2.43,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-02-18
2006,MT,1_ENERGY,1A1_ENERGY_INDUSTRIES,243212676.97,121260.6416,1235.77957,-745377.62,8.387,0.1442,-52.37,1,131,25.11,47.54,32.95,2.1,EEA_GHG_INVENTORY,IPCC_2006_GPG,2026-02-01
2007,ES,1_ENERGY,1A2_MANUFACTURING,301264007.23,46585.4414,3874.39316,-623059.59,6.859,0.3253,-64.29,1,99,39.82,52.05,25.94,12.8,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-03-09
2008,CZ,1_ENERGY,1A3_TRANSPORT,567203528.19,78658.4727,9976.97578,-369630.54,4.61,0.0786,-55.99,0,143,34.91,29.12,30.39,16.9,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-01-06
2009,HU,1_ENERGY,1A4_BUILDINGS,360480625.32,78230.8588,13802.95236,-35513.36,12.142,0.5367,-45.13,1,102,31.25,11.61,24.8,22.1,EEA_GHG_INVENTORY,IPCC_2006_GPG,2026-02-12
2010,NL,1_ENERGY,1B_FUGITIVE,288321622.56,52196.5995,13566.54009,-159061.88,2.189,0.2176,-38.11,1,122,22.78,24.07,8.75,13.57,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-01-23
2011,SE,1_ENERGY,1A1_ENERGY_INDUSTRIES,415582716.51,203581.3089,9627.0788,-645646.81,9.04,0.1937,-57.42,0,139,21.37,30.41,6.45,2.47,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-10-16
2012,DK,1_ENERGY,1A2_MANUFACTURING,449916683.71,207588.259,18556.11704,-158160.2,7.239,0.2057,-46.82,0,108,24.75,10.18,35.44,9.0,EEA_GHG_INVENTORY,IPCC_2006_GPG,2026-02-23
2013,IE,1_ENERGY,1A3_TRANSPORT,488994166.34,273630.977,32178.8964,-555599.38,14.884,0.5812,-64.97,1,117,22.26,34.27,16.78,5.29,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-06-04
2014,PL,1_ENERGY,1A4_BUILDINGS,130608410.55,60781.1131,1234.16604,-134649.86,14.509,0.3962,-34.71,1,141,30.04,5.3,25.76,22.84,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-08-04
2015,AT,1_ENERGY,1B_FUGITIVE,81112200.92,56573.2153,2374.90505,-484902.12,11.62,0.0707,-37.44,1,118,35.57,18.28,6.34,9.07,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-11-18
2016,EE,1_ENERGY,1A1_ENERGY_INDUSTRIES,276603150.82,94298.5501,19739.76657,-493429.58,5.392,0.6165,-48.94,1,113,32.38,20.74,39.46,23.17,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-02-23
2017,IT,1_ENERGY,1A2_MANUFACTURING,136809247.39,16033.8861,4042.85325,-34662.84,9.929,0.1074,-43.98,1,155,31.33,54.91,35.43,21.14,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-05-27
2018,PT,1_ENERGY,1A3_TRANSPORT,209116544.18,11113.1731,9596.95155,-301910.7,15.904,0.142,-41.84,1,127,33.15,33.32,11.97,20.33,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-11-18
2019,BE,1_ENERGY,1A4_BUILDINGS,521029149.12,265821.5558,31474.30157,-677604.83,9.197,0.5132,-58.16,1,148,35.51,35.21,36.11,17.18,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-06-18
2020,FI,1_ENERGY,1B_FUGITIVE,284044701.86,94577.3148,12330.88165,-736964.35,10.214,0.2404,-61.29,0,151,36.18,25.73,8.43,9.98,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-04-24
2021,LV,1_ENERGY,1A1_ENERGY_INDUSTRIES,563846486.15,153574.4396,32418.82386,-671926.04,8.615,0.0782,-35.3,0,153,16.8,39.03,23.04,11.26,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-11-09
2022,RO,1_ENERGY,1A2_MANUFACTURING,489060392.96,99141.7948,9076.31141,-598995.86,13.843,0.304,-40.21,1,149,25.31,49.97,6.59,6.58,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-01-07
2023,BG,1_ENERGY,1A3_TRANSPORT,323849982.57,30866.9091,7021.96575,-399453.51,4.352,0.6026,-45.71,0,131,13.58,53.01,7.95,4.33,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2026-01-13
2024,FR,1_ENERGY,1A4_BUILDINGS,225271970.14,64273.3567,5734.42924,-677080.06,15.264,0.445,-41.22,1,145,20.06,10.34,30.4,2.06,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-02-25
2025,LT,1_ENERGY,1B_FUGITIVE,138796463.31,40829.5017,6795.92022,-597073.36,17.71,0.446,-46.19,0,139,7.24,11.88,22.08,18.34,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-06-27
1995,SK,1_ENERGY,1A1_ENERGY_INDUSTRIES,238808951.95,151012.7205,2967.5091,-534136.69,12.378,0.6355,-50.61,0,163,6.37,10.75,27.92,16.26,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-03-06
1996,HR,1_ENERGY,1A2_MANUFACTURING,335691261.08,136448.6286,4194.54608,-399457.14,16.985,0.5487,-54.99,0,127,32.14,22.08,18.99,6.67,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-09-18
1997,DE,1_ENERGY,1A3_TRANSPORT,329474418.86,226034.7482,11418.51275,-725287.84,2.816,0.1924,-59.34,1,156,26.75,24.45,19.23,22.81,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-12-09
1998,LU,1_ENERGY,1A4_BUILDINGS,277197531.8,190346.3526,3868.38386,-864629.12,10.019,0.3351,-62.6,1,153,19.77,35.59,34.77,15.84,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-12-09
1999,SI,1_ENERGY,1B_FUGITIVE,205651219.57,136080.3867,9304.99299,-92645.78,10.232,0.2329,-54.21,1,140,24.84,10.22,25.38,20.0,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-04-12
2000,CY,1_ENERGY,1A1_ENERGY_INDUSTRIES,304687814.97,146197.569,17223.51097,-952207.07,2.124,0.2082,-42.44,1,128,16.86,45.09,28.45,21.92,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-05-10
2001,GR,1_ENERGY,1A2_MANUFACTURING,92689338.62,33238.4544,4509.21672,-97712.18,3.426,0.5641,-38.0,0,166,26.55,19.52,36.98,16.44,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-12-18
2002,MT,1_ENERGY,1A3_TRANSPORT,209310466.36,117899.3046,4117.68887,-956283.78,4.457,0.1624,-54.34,1,124,25.11,45.22,14.76,4.47,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-05-21
2003,ES,1_ENERGY,1A4_BUILDINGS,102125097.83,11676.3529,3439.39933,-695591.45,4.419,0.552,-36.39,1,156,35.45,24.89,9.85,3.47,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-09-02
2004,CZ,1_ENERGY,1B_FUGITIVE,169280649.52,81212.7895,5023.48225,-35249.05,2.215,0.4383,-57.95,0,143,41.78,47.25,29.48,3.61,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-03-22
2005,HU,1_ENERGY,1A1_ENERGY_INDUSTRIES,133184107.31,3774.4374,3127.4014,-484436.83,9.908,0.5607,-64.35,1,16,26.15,18.32,15.82,8.01,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-07-31
2006,NL,1_ENERGY,1A2_MANUFACTURING,80190900.56,33223.1458,2488.60021,-606697.26,13.217,0.2634,-45.97,0,31,36.88,40.53,38.99,11.52,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-11-26
2007,SE,1_ENERGY,1A3_TRANSPORT,179110743.91,93864.9019,11897.02536,-407874.17,7.088,0.4924,-56.82,0,46,36.08,44.29,27.89,18.7,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-03-29
2008,DK,1_ENERGY,1A4_BUILDINGS,58998795.39,39696.8765,2944.96023,-384679.25,12.226,0.2438,-39.86,1,10,25.41,6.2,20.04,3.95,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-04-15
2009,IE,1_ENERGY,1B_FUGITIVE,328618530.33,105910.8613,23791.90869,-305738.51,11.878,0.0731,-36.32,1,21,29.99,43.31,7.58,10.69,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-02-06
2010,PL,1_ENERGY,1A1_ENERGY_INDUSTRIES,490024615.78,260365.4019,25167.6639,-791086.88,9.143,0.5833,-60.79,1,37,10.41,38.97,9.08,11.9,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-04-28
2011,AT,1_ENERGY,1A2_MANUFACTURING,139972519.53,56773.8279,7774.14292,-493456.53,10.074,0.5213,-54.09,1,21,44.86,24.8,19.25,11.83,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-02-25
2012,EE,1_ENERGY,1A3_TRANSPORT,5892578.84,1946.0851,178.10679,-50843.53,11.299,0.0622,-55.84,0,57,21.1,54.77,6.08,12.25,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-10-23
2013,IT,1_ENERGY,1A4_BUILDINGS,188825081.62,28700.8563,5009.27081,-73904.36,13.985,0.2263,-51.85,0,20,12.6,52.46,37.76,17.49,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-09-19
2014,PT,1_ENERGY,1B_FUGITIVE,149112264.68,6085.3875,1277.44394,-658388.13,16.788,0.3171,-62.47,0,41,43.66,48.06,5.46,6.47,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-09-10
2015,BE,1_ENERGY,1A1_ENERGY_INDUSTRIES,86770302.66,36486.089,6138.41095,-725164.43,7.277,0.3883,-36.56,1,20,39.88,23.23,9.73,19.6,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-05-10
2016,FI,1_ENERGY,1A2_MANUFACTURING,215424918.56,124024.5247,11074.67159,-33054.63,4.93,0.0744,-48.28,1,61,44.08,45.91,39.51,5.86,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2026-02-01
2017,LV,1_ENERGY,1A3_TRANSPORT,18798499.77,7490.6859,1460.9694,-670601.02,6.174,0.4721,-59.85,0,52,35.96,9.92,20.77,21.99,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-01-23
2018,RO,1_ENERGY,1A4_BUILDINGS,648894492.24,315455.1333,36950.214,-900856.71,11.245,0.5241,-35.29,0,50,44.66,29.47,39.06,18.1,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-03-23
2019,BG,1_ENERGY,1B_FUGITIVE,566437516.63,121936.5808,31374.3159,-436768.91,9.266,0.1841,-55.29,0,46,29.69,20.12,37.96,17.86,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-07-17
2020,FR,1_ENERGY,1A1_ENERGY_INDUSTRIES,272429157.61,137464.5474,8833.56712,-543174.2,11.031,0.2601,-42.45,0,20,28.06,41.75,17.26,20.01,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-01-18
2021,LT,1_ENERGY,1A2_MANUFACTURING,130401009.55,26561.8996,4922.87355,-475706.33,10.425,0.0738,-44.68,0,44,20.99,31.94,21.79,14.94,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-01-31
2022,SK,1_ENERGY,1A3_TRANSPORT,382281435.59,147974.5282,9312.19926,-205304.8,7.549,0.583,-57.36,1,24,24.97,14.3,15.11,17.8,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-02-28
2023,HR,1_ENERGY,1A4_BUILDINGS,288863745.3,12163.2432,4968.6175,-525561.43,11.674,0.4598,-40.72,1,71,19.42,22.93,12.82,10.74,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-03-09
2024,DE,1_ENERGY,1B_FUGITIVE,455255512.46,199424.3476,10571.901,-843802.15,14.922,0.6173,-48.09,1,26,27.48,29.79,26.23,13.32,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-01-11
2025,LU,1_ENERGY,1A1_ENERGY_INDUSTRIES,19305235.32,542.0387,1000.32579,-887349.41,15.617,0.5257,-44.12,1,68,15.3,6.41,7.42,14.16,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-12-11
1995,SI,1_ENERGY,1A2_MANUFACTURING,281993282.85,81573.2112,21521.97219,-719479.81,17.42,0.3617,-36.45,0,30,26.86,17.42,33.08,9.15,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-11-02
1996,CY,1_ENERGY,1A3_TRANSPORT,176117946.29,120943.2636,239.35837,-300352.07,6.505,0.4799,-34.81,1,65,21.44,43.66,6.19,11.95,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-12-07
1997,GR,1_ENERGY,1A4_BUILDINGS,229606603.4,60180.5263,10700.89834,-967797.98,17.425,0.4481,-60.14,1,46,38.07,20.77,30.61,6.28,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-06-15
1998,MT,1_ENERGY,1B_FUGITIVE,91009898.04,26649.2922,1308.20841,-932693.53,17.727,0.4342,-59.73,1,48,43.13,21.06,27.09,4.58,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-06-25
1999,ES,1_ENERGY,1A1_ENERGY_INDUSTRIES,274353254.81,177690.0467,17954.85954,-298483.79,11.297,0.5712,-62.47,1,47,5.79,10.42,19.03,6.26,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-01-04
2000,CZ,1_ENERGY,1A2_MANUFACTURING,526237606.46,148177.4563,15414.00076,-107214.56,6.706,0.4165,-53.3,1,44,15.68,52.53,31.17,7.44,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-12-10
2001,HU,1_ENERGY,1A3_TRANSPORT,113718655.73,77838.4478,4342.53266,-210884.91,14.906,0.4545,-51.66,0,32,15.22,24.3,14.21,10.83,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-04-15
2002,NL,1_ENERGY,1A4_BUILDINGS,101481594.14,39978.4311,2405.90081,-664651.4,4.946,0.3212,-34.2,0,40,16.84,12.54,17.5,4.6,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-02-09
2003,SE,1_ENERGY,1B_FUGITIVE,226684658.12,58729.2066,1284.31101,-41480.44,14.437,0.1045,-55.18,1,81,38.06,9.32,10.2,14.77,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-05-26
2004,DK,1_ENERGY,1A1_ENERGY_INDUSTRIES,51865200.89,2534.561,3551.30994,-386471.73,8.403,0.1726,-53.53,1,38,28.99,11.3,14.09,11.53,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-08-03
2005,IE,1_ENERGY,1A2_MANUFACTURING,131796349.25,87858.1922,4028.56497,-28502.07,8.07,0.47,-32.34,1,78,31.24,25.07,11.25,13.88,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-02-14
2006,PL,1_ENERGY,1A3_TRANSPORT,195341787.77,85233.9585,10223.70849,-458346.85,6.654,0.1579,-50.67,1,42,36.03,9.51,7.03,6.26,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-05-09
2007,AT,1_ENERGY,1A4_BUILDINGS,194409101.27,13215.7354,4463.80871,-552198.24,12.008,0.3713,-64.13,0,60,21.79,21.28,24.23,5.79,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-12-07
2008,EE,1_ENERGY,1B_FUGITIVE,56333657.45,39076.4381,3373.02278,-376793.07,4.234,0.4422,-54.73,1,65,36.94,36.63,29.62,18.94,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-11-24
2009,IT,1_ENERGY,1A1_ENERGY_INDUSTRIES,120457086.53,59116.1552,7992.79202,-826541.05,8.478,0.4639,-39.67,1,58,41.97,43.12,12.94,18.3,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-07-20
2010,PT,1_ENERGY,1A2_MANUFACTURING,275087545.38,25694.0251,13139.17626,-680355.36,16.512,0.5528,-54.21,1,50,8.47,37.95,8.5,8.82,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-11-21
2011,BE,1_ENERGY,1A3_TRANSPORT,163044364.28,80747.7654,7900.40485,-703495.31,7.717,0.5603,-53.24,1,72,31.08,6.21,15.92,2.25,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-02-21
2012,FI,1_ENERGY,1A4_BUILDINGS,560454739.55,156165.3463,13489.64757,-435541.08,12.633,0.1545,-37.82,0,53,36.3,30.47,32.02,6.67,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-03-16
2013,LV,1_ENERGY,1B_FUGITIVE,227541459.41,51502.2448,10291.5678,-885426.98,5.869,0.4978,-31.57,0,79,33.25,13.18,11.43,5.97,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-01-07
2014,RO,1_ENERGY,1A1_ENERGY_INDUSTRIES,543845907.78,285749.3757,41359.70939,-230654.06,6.069,0.5512,-64.12,1,94,12.85,39.14,5.26,4.46,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-01-13
2015,BG,1_ENERGY,1A2_MANUFACTURING,631420129.38,324439.6501,12084.45886,-452158.94,13.87,0.1084,-39.54,1,55,21.66,24.31,33.21,11.1,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-09-15
2016,FR,1_ENERGY,1A3_TRANSPORT,171472186.3,49943.2201,5669.37252,-73652.13,4.982,0.4688,-59.4,1,65,5.24,47.41,19.48,17.06,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-10-13
2017,LT,1_ENERGY,1A4_BUILDINGS,596024315.55,257778.8955,11755.03588,-272049.51,11.422,0.0745,-55.19,0,62,27.33,26.03,23.07,2.13,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-07-30
2018,SK,1_ENERGY,1B_FUGITIVE,239047859.4,21921.8083,419.26575,-831709.29,16.03,0.4813,-62.83,1,59,27.88,47.21,6.49,17.07,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-08-06
2019,HR,1_ENERGY,1A1_ENERGY_INDUSTRIES,199330415.89,88363.2239,11865.79071,-628522.79,4.89,0.3377,-60.19,1,95,27.2,17.82,33.86,9.24,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-10-28
2020,DE,1_ENERGY,1A2_MANUFACTURING,14797639.31,4709.4307,749.36912,-615721.21,14.651,0.6133,-53.38,1,95,41.13,40.77,33.08,8.46,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-10-11
2021,LU,1_ENERGY,1A3_TRANSPORT,45185985.69,12710.9775,1269.2049,-551240.5,16.202,0.1307,-37.62,1,85,16.59,53.9,6.87,20.7,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-06-16
2022,SI,1_ENERGY,1A4_BUILDINGS,199961842.83,115568.3019,13999.99379,-856754.1,17.69,0.4425,-55.19,1,92,7.23,9.3,26.89,10.29,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-04-10
2023,CY,1_ENERGY,1B_FUGITIVE,623223336.84,37499.7799,32987.18662,-863568.61,6.353,0.2141,-59.76,1,74,23.02,36.87,20.87,13.2,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-03-08
2024,GR,1_ENERGY,1A1_ENERGY_INDUSTRIES,6803850.07,4555.7344,260.882,-465243.05,13.055,0.466,-54.52,1,83,35.75,7.99,27.07,8.29,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-08-16
2025,MT,1_ENERGY,1A2_MANUFACTURING,314076436.52,119779.1093,19399.4079,-469460.97,3.904,0.2323,-44.98,1,66,6.88,25.07,24.72,2.64,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-09-16
1995,ES,1_ENERGY,1A3_TRANSPORT,16105911.72,6732.726,841.17473,-848651.08,5.53,0.5859,-59.15,1,75,41.85,44.13,16.87,9.94,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-11-06
1996,CZ,1_ENERGY,1A4_BUILDINGS,129613653.23,20937.9573,2751.83561,-90347.59,2.499,0.6219,-38.91,1,81,21.8,43.09,22.35,22.92,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-06-21
1997,HU,1_ENERGY,1B_FUGITIVE,19887980.63,6278.0303,412.04396,-109562.62,16.088,0.4819,-42.65,0,77,13.96,35.59,21.88,6.5,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-04-08
1998,NL,1_ENERGY,1A1_ENERGY_INDUSTRIES,207222713.65,28492.9868,11191.99241,-531988.22,7.414,0.4997,-34.02,1,107,24.3,32.24,37.08,3.61,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-06-27
1999,SE,1_ENERGY,1A2_MANUFACTURING,35822158.44,7038.5186,2370.6701,-738367.84,8.713,0.504,-42.93,1,103,43.32,41.98,19.84,24.22,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-02-02
2000,DK,1_ENERGY,1A3_TRANSPORT,241799963.65,39982.5281,18604.26933,-770675.44,14.26,0.5356,-54.87,1,67,9.33,17.21,27.73,13.65,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-08-18
2001,IE,1_ENERGY,1A4_BUILDINGS,243714193.99,22435.5087,7681.26917,-613002.9,11.981,0.4082,-52.11,1,106,42.69,43.96,9.63,5.33,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-06-17
2002,PL,1_ENERGY,1B_FUGITIVE,279327401.72,150946.617,13366.65872,-940994.85,2.642,0.3954,-60.72,1,114,43.99,45.34,10.31,4.24,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-01-27
2003,AT,1_ENERGY,1A1_ENERGY_INDUSTRIES,189966441.03,28831.7426,4577.02843,-23164.75,2.505,0.225,-44.84,1,85,33.46,43.69,6.51,2.82,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-10-06
2004,EE,1_ENERGY,1A2_MANUFACTURING,234046567.01,127931.0085,12890.16067,-757590.67,12.593,0.2808,-61.98,1,89,41.39,37.01,26.13,21.93,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-02-02
2005,IT,1_ENERGY,1A3_TRANSPORT,224199393.76,142988.2994,17156.49966,-385040.6,10.022,0.3883,-54.3,1,86,31.73,7.13,19.47,10.55,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-06-14
2006,PT,1_ENERGY,1A4_BUILDINGS,390376124.94,190378.8952,19787.10636,-202689.81,17.141,0.1517,-60.12,1,93,24.02,10.98,15.92,19.42,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-12-19
2007,BE,1_ENERGY,1B_FUGITIVE,329053341.08,108474.3992,19239.20231,-136555.18,7.843,0.397,-54.46,1,95,16.0,11.46,29.79,19.08,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-01-11
2008,FI,1_ENERGY,1A1_ENERGY_INDUSTRIES,523750968.68,359248.4028,15741.44901,-842656.4,14.239,0.6086,-61.98,1,93,41.47,13.21,15.83,15.53,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-12-31
2009,LV,1_ENERGY,1A2_MANUFACTURING,624878172.96,376906.6314,21526.92576,-485155.26,14.254,0.3874,-55.18,1,101,17.95,22.85,38.6,7.03,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-01-20
2010,RO,1_ENERGY,1A3_TRANSPORT,79512092.29,6563.1724,2918.55526,-79507.42,16.329,0.4287,-48.81,1,87,34.41,37.19,31.25,24.94,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-12-14
2011,BG,1_ENERGY,1A4_BUILDINGS,330015975.2,51837.8144,16235.9474,-694030.45,12.123,0.0787,-48.22,1,107,8.5,49.84,28.99,16.5,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-08-19
2012,FR,1_ENERGY,1B_FUGITIVE,517102733.39,99034.7129,1427.2946,-839524.81,9.381,0.2242,-38.89,1,92,8.86,54.06,17.57,9.95,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-04-06
2013,LT,1_ENERGY,1A1_ENERGY_INDUSTRIES,375091068.22,213855.6675,15704.22944,-742263.98,10.825,0.5966,-59.54,0,97,23.12,54.72,30.59,16.26,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-03-14
2014,SK,1_ENERGY,1A2_MANUFACTURING,338472200.86,71235.0038,592.59713,-252101.86,14.072,0.3488,-57.32,1,92,37.88,23.13,35.9,11.58,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-10-29
2015,HR,1_ENERGY,1A3_TRANSPORT,32824568.13,4692.8389,776.77298,-468696.92,13.53,0.105,-30.45,1,93,25.43,48.48,23.47,6.59,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-07-29
2016,DE,1_ENERGY,1A4_BUILDINGS,199473531.82,63049.2008,4000.98256,-672413.89,4.939,0.3622,-47.85,1,107,41.57,36.79,10.31,17.88,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-11-30
2017,LU,1_ENERGY,1B_FUGITIVE,296726323.24,92996.0675,17645.34164,-194134.92,2.6,0.1584,-64.31,0,104,30.77,49.34,9.08,19.67,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-05-01
2018,SI,1_ENERGY,1A1_ENERGY_INDUSTRIES,225980715.94,20098.0417,17506.44505,-205042.23,12.996,0.6431,-56.1,1,123,12.32,52.46,25.37,19.74,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-11-02
2019,CY,1_ENERGY,1A2_MANUFACTURING,42522475.35,19737.9028,3351.80825,-321783.17,9.494,0.4815,-42.62,1,121,9.9,10.86,36.44,7.2,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-11-10
2020,GR,1_ENERGY,1A3_TRANSPORT,258117991.29,73761.1776,19256.75638,-547581.9,14.433,0.3043,-51.43,1,126,23.56,29.03,8.5,14.09,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-09-14
2021,MT,1_ENERGY,1A4_BUILDINGS,173386737.97,117008.2331,7182.14564,-419836.01,10.887,0.1599,-60.46,1,104,15.11,11.3,5.56,19.33,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-08-25
