demo_popproj_projection_year,demo_popproj_geography_geoid,demo_popproj_age_cohort_5yr,demo_popproj_sex_at_birth,demo_popproj_race_ethnicity_group,demo_popproj_population_base_estimate,demo_popproj_population_projected_mid,demo_popproj_population_projected_low,demo_popproj_population_projected_high,demo_popproj_net_births_assumption,demo_popproj_net_deaths_assumption,demo_popproj_domestic_migration_assumption,demo_popproj_international_migration_assumption,demo_popproj_housing_units_baseline,demo_popproj_group_quarters_population,demo_popproj_cohort_survival_rate,demo_popproj_fertility_rate_assumption,demo_popproj_migration_rate_assumption,demo_popproj_release_vintage,demo_popproj_methodology_code
2046,08106,50-54,F,NH_White,2008378,1961694,1941316,2060765,8.87,6.31,19.24,17.02,221725,45364,0.877,2.142,-0.0257,2019,TREND_EXTRAP
2050,08107,25-29,F,Hispanic,518233,599759,583343,640990,9.91,13.87,1.51,-9.07,883706,52835,0.9184,1.312,-0.0036,2022,TREND_EXTRAP
2038,08108,85+,M,NH_Multiracial,316117,358941,338504,377863,9.11,3.34,22.42,-1.86,989961,37488,0.9376,2.259,0.0125,2021,MICROSIM
2038,08109,25-29,M,Hispanic,1804553,1899392,1835342,1974597,14.54,16.29,-10.48,11.94,545063,47213,0.9266,2.005,-0.0265,2021,COHORT_COMP
2023,08110,80-84,M,NH_Multiracial,1093515,1127487,1087835,1196759,12.23,16.06,-2.28,10.25,859480,36494,0.9737,2.25,-0.0264,2024,TREND_EXTRAP
2023,08111,55-59,F,NH_AI_AN,2087524,2337838,2214419,2375870,2.72,9.1,9.71,-2.71,254147,678,0.8845,2.393,-0.0078,2019,COHORT_COMP
2045,08112,80-84,M,NH_Asian,276952,283248,279286,293716,6.56,19.85,16.6,7.87,899848,58627,0.9062,1.822,-0.0183,2021,TREND_EXTRAP
2030,08113,85+,F,NH_Black,92063,94430,90845,97001,6.43,12.04,-3.93,13.81,4816,30352,0.968,1.312,0.0261,2025,COHORT_COMP
2046,08114,45-49,M,NH_AI_AN,1346301,1438614,1423836,1462032,10.4,14.92,19.62,-9.0,689323,45797,0.9287,1.4,0.0049,2020,HYBRID_SCEN
2024,08115,55-59,M,NH_Black,1492675,1406377,1351533,1484867,5.6,6.19,-19.1,11.53,483713,9098,0.9099,1.588,-0.0128,2021,TREND_EXTRAP
2039,08116,15-19,M,NH_Asian,1583201,1556288,1510218,1619547,2.55,10.35,10.43,-2.44,658150,8459,0.8544,1.324,0.0123,2025,MICROSIM
2030,08117,45-49,F,Hispanic,759995,798800,755056,833472,11.94,19.25,-7.59,18.44,686430,38894,0.9623,2.178,-0.0075,2021,COHORT_COMP
2049,08118,20-24,F,NH_Black,1691492,1858174,1788885,1922606,15.39,6.26,-19.93,6.15,534022,27679,0.9949,1.556,-0.0221,2023,HYBRID_SCEN
2029,08119,15-19,M,NH_White,168396,172084,163813,178557,16.8,9.81,-5.67,-9.0,270265,32666,0.9424,2.371,-0.0158,2019,MICROSIM
2027,08120,75-79,M,NH_White,1737509,1838533,1805031,1869716,17.52,8.36,19.01,2.1,240963,13227,0.9776,2.043,0.0086,2019,HYBRID_SCEN
2025,08121,20-24,M,NH_Multiracial,1017997,990706,970095,1040612,14.17,5.02,24.03,18.99,44577,4906,0.927,1.408,-0.0269,2025,TREND_EXTRAP
2025,08122,25-29,F,NH_AI_AN,30563,34412,33765,35649,2.94,7.79,-5.36,11.91,1088481,7898,0.8845,1.771,-0.0136,2020,MICROSIM
2027,08123,30-34,M,NH_Asian,254871,276077,269500,292367,15.43,6.66,19.32,-0.99,1145268,50352,0.8522,1.76,-0.0175,2020,COHORT_COMP
2042,08124,45-49,F,NH_Multiracial,2199818,2394529,2350551,2446675,7.5,20.47,0.48,7.26,1198612,47207,0.9474,1.791,-0.0179,2020,COHORT_COMP
2034,08125,30-34,M,NH_AI_AN,1063582,1169190,1110778,1195266,13.27,16.82,10.85,7.97,1112982,54507,0.9235,1.843,0.011,2019,MICROSIM
2045,08126,65-69,M,NH_AI_AN,1274489,1369677,1318454,1436442,9.8,8.32,-22.73,-9.3,345708,33884,0.9665,1.237,0.0195,2023,COHORT_COMP
2033,08127,45-49,M,NH_Multiracial,1162680,1210319,1179567,1283858,15.0,17.27,2.87,-4.63,110732,6344,0.9535,2.024,0.013,2023,HYBRID_SCEN
2030,08128,50-54,M,NH_NHPI,421388,479446,465959,497824,7.95,2.44,-21.49,6.55,221786,55082,0.9972,1.785,0.0087,2022,MICROSIM
2031,08129,65-69,M,NH_AI_AN,1363633,1471923,1436328,1550843,1.58,12.53,-11.57,2.08,1166866,41858,0.926,2.149,0.025,2019,COHORT_COMP
2045,08130,55-59,M,NH_NHPI,1304192,1382517,1315068,1479237,10.24,7.01,3.34,-4.3,396514,27366,0.9136,2.178,-0.0265,2022,HYBRID_SCEN
2032,08131,15-19,F,NH_White,1376286,1471911,1390840,1574085,3.5,4.29,15.36,13.18,1075796,45980,0.8927,1.477,-0.02,2021,COHORT_COMP
2027,08132,60-64,M,NH_White,190785,203796,200910,214935,17.4,19.68,3.04,4.67,450688,46846,0.9211,1.258,-0.0051,2020,HYBRID_SCEN
2049,08133,10-14,F,NH_AI_AN,2211630,2343120,2268160,2470527,9.72,5.99,21.81,-0.7,122243,10836,0.9801,2.044,-0.0077,2022,TREND_EXTRAP
2037,08134,60-64,M,NH_White,1208239,1325155,1255837,1358094,10.19,18.45,15.52,-5.15,444755,17442,0.8563,2.373,-0.0049,2024,HYBRID_SCEN
2044,08135,70-74,M,NH_Asian,2201516,2232003,2186630,2365950,16.38,10.26,-17.19,8.33,1002192,56436,0.9957,1.736,-0.0176,2022,COHORT_COMP
2020,08136,15-19,F,NH_NHPI,936614,953690,940096,986407,11.43,2.29,-5.55,9.99,273329,49839,0.998,1.512,-0.021,2019,HYBRID_SCEN
2034,08137,25-29,M,NH_NHPI,394795,435678,413231,465181,5.8,16.65,8.42,10.09,139555,54729,0.9391,1.388,0.0006,2020,COHORT_COMP
2027,08138,70-74,F,NH_AI_AN,1489043,1580299,1550068,1603822,5.68,13.93,21.92,-3.39,653588,54742,0.8994,1.545,0.0257,2020,MICROSIM
2047,08139,15-19,F,NH_White,1659490,1872375,1847399,1940062,9.28,8.88,24.39,7.86,119835,40920,0.8832,1.594,-0.0065,2023,MICROSIM
2030,08140,25-29,M,NH_Black,1735387,1899437,1874588,1981778,15.67,7.63,13.16,17.16,856930,56215,0.8912,1.709,-0.0274,2022,TREND_EXTRAP
2031,08141,5-9,F,NH_Multiracial,2438087,2527911,2491781,2614642,14.41,3.47,3.69,0.6,210084,41747,0.8575,1.986,0.0124,2023,HYBRID_SCEN
2031,08142,15-19,F,NH_Multiracial,2223311,2455659,2375410,2511242,17.35,20.83,12.83,-3.68,1150042,12686,0.9208,1.528,-0.0125,2022,TREND_EXTRAP
2023,08143,85+,M,NH_NHPI,1764308,2014542,1929549,2106363,1.76,11.88,-11.34,13.16,1168693,43604,0.8585,1.261,-0.0153,2019,MICROSIM
2035,08144,70-74,F,NH_AI_AN,1393953,1528913,1437734,1613546,5.2,3.71,-10.82,-4.69,798661,10356,0.9571,1.648,-0.0105,2019,HYBRID_SCEN
2023,08145,55-59,M,NH_AI_AN,1111788,1234012,1163729,1294096,1.9,19.37,7.72,-2.39,41783,41163,0.9054,2.227,0.0134,2021,HYBRID_SCEN
2024,08146,35-39,M,NH_Asian,1772003,1877780,1805376,1922972,13.64,7.58,18.59,-6.98,365444,27793,0.8797,1.798,0.0191,2022,TREND_EXTRAP
2043,08147,55-59,M,Hispanic,126349,142721,137007,150413,2.96,6.07,23.49,-1.96,462784,2491,0.9312,2.358,0.0053,2022,TREND_EXTRAP
2024,08148,40-44,M,Hispanic,255993,264993,251540,271727,2.25,7.62,-7.93,2.31,1116923,21206,0.9951,1.804,-0.0107,2020,HYBRID_SCEN
2027,08149,30-34,F,NH_NHPI,604611,659214,632696,672735,10.33,13.29,14.83,-8.08,452752,59382,0.9536,1.531,-0.0114,2025,HYBRID_SCEN
2050,08150,35-39,M,NH_Multiracial,1153291,1411824,1339443,1484448,7.7,3.48,17.58,16.15,1091818,13928,0.9233,1.432,-0.0225,2020,HYBRID_SCEN
2029,08151,45-49,M,NH_Asian,2129882,2347838,2306608,2490040,13.01,11.64,6.16,5.41,355469,39772,0.9658,2.033,0.026,2025,TREND_EXTRAP
2036,08152,50-54,F,NH_Asian,2444369,2553772,2438621,2653094,9.02,19.91,-7.62,7.64,1125380,11560,0.9599,1.844,0.0083,2023,COHORT_COMP
2047,08153,5-9,M,NH_Asian,748448,781830,758318,814575,7.94,5.76,5.95,1.14,56118,7011,0.9829,1.925,-0.0284,2021,MICROSIM
2050,08154,15-19,M,NH_NHPI,2400440,2558195,2469021,2630246,7.95,8.62,4.22,10.1,384569,22084,0.8805,2.106,0.0097,2019,MICROSIM
2045,08155,40-44,F,Hispanic,1228812,1377590,1298508,1432248,15.76,9.92,5.33,2.95,775544,44518,0.978,2.071,-0.0032,2022,TREND_EXTRAP
2028,08156,35-39,F,NH_Multiracial,832135,897662,886092,913747,7.42,13.72,5.96,12.84,1047248,28633,0.8949,1.252,0.0284,2023,HYBRID_SCEN
2041,08157,20-24,F,NH_Asian,1377897,1420733,1372941,1516419,6.33,20.39,17.35,14.64,593370,4862,0.9902,2.163,0.0191,2021,MICROSIM
2038,08158,65-69,F,NH_Multiracial,1467717,1513190,1446992,1600987,6.42,9.89,-16.5,10.16,561310,38118,0.8919,1.839,-0.0197,2020,MICROSIM
2048,08159,5-9,F,NH_White,231914,250263,237225,262795,3.94,3.38,-6.64,4.74,1052976,58570,0.9881,1.67,0.0132,2021,MICROSIM
2033,08160,80-84,F,NH_AI_AN,257312,275978,264090,287649,15.56,8.96,4.3,13.47,47459,12682,0.9936,1.845,-0.0009,2023,MICROSIM
2027,08161,35-39,F,NH_AI_AN,2064229,2265075,2131493,2395385,3.07,5.8,-10.83,4.83,505965,45303,0.8717,1.935,-0.0188,2019,HYBRID_SCEN
2028,08162,5-9,M,NH_Multiracial,2402610,2703054,2590006,2810325,16.4,15.04,23.91,-6.65,935648,11703,0.9952,1.379,0.0119,2020,TREND_EXTRAP
2041,08163,70-74,F,NH_Black,1643583,2027592,1959818,2084361,5.46,2.59,-11.84,-6.51,635965,58257,0.8628,1.701,0.0028,2024,HYBRID_SCEN
2030,08164,5-9,F,NH_Black,2016226,1980494,1948000,2019356,16.24,7.84,-1.52,18.46,200972,42379,0.8826,1.603,-0.0282,2020,HYBRID_SCEN
2042,08165,50-54,F,NH_NHPI,2268608,2520903,2456289,2644062,14.34,12.9,18.87,-3.59,488974,15096,0.9162,1.62,0.0088,2019,MICROSIM
2020,08166,65-69,M,NH_NHPI,1406565,1513321,1430964,1612845,10.68,7.55,-21.0,14.48,274782,14106,0.998,1.31,0.0081,2025,MICROSIM
2033,08167,45-49,M,NH_AI_AN,1411308,1353903,1282670,1379921,12.22,13.02,16.03,-2.6,326688,355,0.9228,1.392,-0.0214,2020,HYBRID_SCEN
2024,08168,30-34,F,NH_White,856254,980386,942549,1000779,6.2,4.29,3.55,2.92,219912,52624,0.932,1.394,-0.0091,2023,HYBRID_SCEN
2040,08169,65-69,F,Hispanic,22150,24260,23041,25133,10.55,20.86,-23.41,9.65,975709,8432,0.9535,1.648,0.0052,2025,HYBRID_SCEN
2045,08170,60-64,F,Hispanic,1405462,1571290,1479200,1663075,5.62,7.82,20.15,-5.23,1168903,15700,0.9943,2.273,-0.0217,2020,COHORT_COMP
2033,08171,5-9,M,NH_NHPI,1873704,1813810,1777988,1863935,7.54,20.46,-23.04,12.12,70588,59254,0.9667,1.447,0.0212,2022,MICROSIM
2023,08172,45-49,M,NH_White,1219809,1289063,1212977,1321592,13.88,8.52,0.76,10.7,858881,59620,0.8834,1.699,-0.0284,2021,TREND_EXTRAP
2041,08173,0-4,F,NH_NHPI,2339689,2351968,2308537,2462976,4.77,17.64,-22.55,6.29,323427,56862,0.8951,1.574,-0.0238,2025,TREND_EXTRAP
2042,08174,0-4,M,Hispanic,206751,248056,234959,258508,15.18,6.92,-21.44,6.98,817986,25196,0.8645,2.145,-0.023,2023,TREND_EXTRAP
2044,08175,10-14,F,NH_Multiracial,2118694,2412499,2385319,2445340,7.08,15.4,19.36,-6.83,991272,31650,0.946,1.26,0.0017,2019,COHORT_COMP
2020,08176,50-54,M,NH_NHPI,1826206,1879425,1823406,1907408,9.81,8.47,13.29,3.08,150065,46618,0.8769,1.436,0.0072,2023,COHORT_COMP
2050,08177,40-44,M,NH_Asian,979082,957348,935088,1003856,16.98,12.18,-15.15,-7.4,71335,17238,0.8884,1.453,-0.0058,2022,TREND_EXTRAP
2041,08178,60-64,F,NH_Multiracial,319403,345480,326659,358576,12.42,15.48,6.02,-0.76,950475,44703,0.9823,2.392,-0.0127,2025,TREND_EXTRAP
2042,08179,15-19,F,NH_NHPI,1417193,1609286,1582097,1719133,11.8,13.78,14.73,17.01,201969,59658,0.8987,1.885,0.0186,2020,TREND_EXTRAP
2038,08180,25-29,F,NH_AI_AN,1879814,1815706,1782949,1907783,12.95,13.53,19.48,7.24,1115276,27776,0.9344,1.367,-0.0259,2020,HYBRID_SCEN
2027,08181,5-9,F,NH_NHPI,895301,907918,883086,917545,16.57,3.31,-1.58,12.28,474894,55515,0.9092,1.527,-0.0132,2024,MICROSIM
2034,08182,40-44,M,NH_AI_AN,1725354,1731677,1671265,1798971,4.85,6.98,19.87,7.22,380128,6704,0.861,1.401,-0.0277,2023,COHORT_COMP
2040,08183,85+,M,NH_White,815311,914792,892905,946687,11.23,13.44,0.39,-4.17,835855,20008,0.9041,1.35,-0.0292,2020,COHORT_COMP
2034,08184,15-19,M,Hispanic,383311,401637,377657,408224,7.51,2.37,9.41,7.84,669744,15379,0.9108,2.157,-0.0088,2020,HYBRID_SCEN
2028,08185,0-4,F,NH_Multiracial,502191,527463,511439,561955,0.71,7.01,23.95,12.66,592971,54598,0.9835,1.795,-0.0183,2022,COHORT_COMP
2040,08186,0-4,M,NH_Multiracial,1008814,1090002,1070785,1153549,2.69,6.58,-13.2,-5.85,1028097,42020,0.8983,1.957,-0.0139,2019,TREND_EXTRAP
2028,08187,80-84,F,NH_Black,214804,218520,209308,223721,6.19,7.0,-16.57,14.51,381522,8573,0.9065,1.598,0.0193,2024,COHORT_COMP
2029,08188,10-14,M,NH_Black,2493830,2452379,2318514,2514568,10.39,12.71,-7.9,6.66,395827,22415,0.9667,1.864,-0.0202,2024,HYBRID_SCEN
2039,08189,80-84,F,Hispanic,1718287,1979777,1902652,2003378,15.93,13.64,-16.78,-9.87,278018,22566,0.9631,1.509,0.0168,2024,MICROSIM
2044,08190,10-14,F,NH_Black,1953134,2261239,2207772,2324108,14.34,20.18,-10.79,5.59,926012,1132,0.9689,1.57,0.0105,2025,TREND_EXTRAP
2040,08191,15-19,M,NH_Multiracial,912112,985787,931928,1030223,10.18,9.72,12.15,1.87,1117236,51628,0.9921,1.983,-0.0104,2021,COHORT_COMP
2045,08192,60-64,F,NH_NHPI,2412145,2617489,2487406,2709757,1.79,20.53,-1.12,-1.11,1018845,52287,0.9685,1.38,0.0028,2023,TREND_EXTRAP
2028,08193,70-74,F,NH_White,202404,231886,219683,247690,5.5,15.04,-6.25,13.14,525064,48302,0.9107,1.941,-0.0033,2019,MICROSIM
2022,08194,55-59,M,NH_White,712216,768765,753272,779039,6.92,20.25,-6.56,16.98,145913,43798,0.9724,2.223,-0.0223,2021,COHORT_COMP
2050,08195,10-14,F,Hispanic,2103382,2197729,2072776,2297694,11.38,18.67,-15.27,12.88,992203,34847,0.9258,1.345,0.0244,2019,TREND_EXTRAP
2039,08196,35-39,F,NH_Black,1456213,1561585,1521498,1657620,1.64,15.75,-2.63,15.4,1024399,944,0.8914,2.277,0.0042,2023,HYBRID_SCEN
2044,08197,0-4,F,NH_NHPI,1700160,1961287,1879546,2037472,9.78,9.12,6.23,17.26,313251,5840,0.8951,1.295,0.0228,2024,HYBRID_SCEN
2045,08198,85+,M,NH_White,1917041,2057367,2011671,2078306,16.28,6.82,-18.04,17.38,434555,53114,0.8834,1.619,0.0194,2022,MICROSIM
2030,08199,60-64,M,NH_White,345930,356251,352054,365003,12.85,6.45,23.64,-6.56,826283,39442,0.8716,1.933,-0.0252,2022,MICROSIM
2025,08200,30-34,F,NH_Asian,828911,894245,845711,920559,14.45,21.04,-2.84,3.69,712875,43489,0.8775,1.871,-0.0176,2022,MICROSIM
2021,09001,60-64,M,NH_Asian,1858345,2061598,1970308,2201703,12.43,21.17,22.4,-9.99,93635,45261,0.8594,1.316,-0.0213,2019,COHORT_COMP
2026,09002,80-84,F,NH_Multiracial,1940483,2138752,2097059,2277142,4.12,16.5,-18.27,5.19,563395,44278,0.9824,2.159,0.0198,2023,MICROSIM
2037,09003,60-64,F,NH_White,1569686,1731629,1650775,1847561,2.43,19.68,13.36,17.73,425163,33602,0.9887,2.368,0.0217,2020,COHORT_COMP
2046,09004,60-64,F,Hispanic,2118575,2161792,2055336,2290517,15.02,20.38,5.88,-4.03,996205,20134,0.9374,1.417,0.0017,2020,TREND_EXTRAP
2021,09005,50-54,F,NH_AI_AN,847905,946436,928708,975869,12.67,12.23,16.0,9.19,579424,4184,0.9752,2.274,-0.0237,2022,HYBRID_SCEN
2046,09006,65-69,F,NH_AI_AN,1445179,1548809,1532320,1648478,10.56,14.58,5.03,9.33,1074954,27963,0.8774,1.868,-0.0219,2025,TREND_EXTRAP
2036,09007,45-49,M,NH_NHPI,2292447,2355013,2279285,2517275,3.81,10.38,23.14,-5.19,392958,7178,0.9843,2.323,0.0188,2019,HYBRID_SCEN
2030,09008,35-39,F,NH_White,233962,261038,249004,269131,11.06,10.37,6.35,-2.84,1148199,5168,0.9254,1.411,0.0258,2020,MICROSIM
2046,09009,25-29,M,NH_White,2149065,2241005,2151204,2298449,1.05,2.77,14.23,3.86,8200,32654,0.86,2.15,-0.018,2019,TREND_EXTRAP
2031,09010,55-59,M,NH_Multiracial,1969421,1921253,1822320,2003511,2.58,10.68,18.88,-4.35,1048082,4991,0.8711,1.272,-0.0293,2023,TREND_EXTRAP
2046,09011,30-34,F,NH_White,1382796,1396573,1365980,1426221,5.96,15.47,10.73,7.55,925769,8146,0.896,2.26,-0.0101,2025,MICROSIM
2038,09012,85+,F,Hispanic,1321524,1399628,1369779,1416363,8.27,10.44,1.21,4.54,980108,46652,0.8565,2.009,-0.0282,2025,TREND_EXTRAP
2041,09013,85+,M,NH_Asian,410726,453728,446357,484014,2.61,19.45,-11.36,5.58,108607,5290,0.8961,1.644,0.0197,2022,COHORT_COMP
2043,09014,10-14,M,NH_White,1176115,1197468,1127212,1275955,2.6,8.65,17.72,-5.97,1035293,53390,0.8589,1.429,-0.0005,2021,HYBRID_SCEN
2044,09015,40-44,M,NH_White,1765194,1863268,1803828,1900084,13.2,4.65,-0.97,5.52,132357,57550,0.8852,2.18,0.0085,2022,MICROSIM
2026,09016,25-29,F,NH_Multiracial,1736094,1730891,1645580,1790545,10.47,18.23,6.04,-8.52,673182,24549,0.8896,1.924,-0.0053,2021,COHORT_COMP
2039,09017,0-4,M,NH_Black,2277726,2571374,2460918,2725302,9.84,15.48,-21.04,16.45,1174966,52686,0.9982,1.632,-0.0093,2025,COHORT_COMP
2025,09018,45-49,F,NH_Multiracial,1807754,2120567,2076560,2225874,8.42,6.84,-0.13,0.3,536496,14844,0.8851,1.733,-0.0167,2020,MICROSIM
2040,09019,35-39,F,NH_Multiracial,657235,766702,728061,792530,17.59,12.73,9.91,15.69,253044,51204,0.8856,2.192,0.0162,2025,TREND_EXTRAP
2043,09020,80-84,F,Hispanic,1672849,1886804,1833817,1989918,1.37,10.04,4.2,11.05,113092,28882,0.9523,1.607,0.0117,2024,HYBRID_SCEN
2020,09021,10-14,M,NH_NHPI,809024,907523,882773,965443,3.66,20.78,-2.57,12.99,663572,40919,0.978,1.308,-0.0084,2021,COHORT_COMP
2036,09022,10-14,F,NH_White,132062,124889,123353,133077,11.83,14.15,-13.83,-0.56,313469,28,0.9077,2.294,-0.0107,2024,TREND_EXTRAP
2048,09023,10-14,F,NH_Multiracial,1052805,1137693,1113526,1174930,2.89,5.17,-9.52,-3.17,1134478,58557,0.9805,1.665,-0.0299,2019,MICROSIM
2050,09024,30-34,F,NH_Multiracial,1710410,1779227,1743965,1815547,10.81,12.04,10.03,2.2,870796,57531,0.9007,1.618,-0.0262,2025,MICROSIM
2030,09025,50-54,F,NH_Black,1396436,1567957,1515555,1669514,10.44,19.25,-13.79,-9.27,1189697,18244,0.8794,1.445,0.0074,2024,HYBRID_SCEN
2041,09026,85+,F,NH_Multiracial,258860,237567,225531,241261,17.49,15.43,6.09,17.56,172644,7934,0.8991,2.277,0.0009,2021,MICROSIM
2045,09027,20-24,M,NH_AI_AN,2456666,2657076,2554189,2798701,15.96,18.85,4.49,1.61,1062543,29845,0.9408,1.461,-0.0039,2020,HYBRID_SCEN
2047,09028,5-9,F,NH_NHPI,2394446,2531248,2448917,2577898,17.05,7.01,23.52,19.66,474063,35340,0.9047,1.964,0.0197,2020,MICROSIM
2037,09029,65-69,F,NH_White,628677,714872,696228,738722,2.49,19.77,-21.96,12.84,569540,48049,0.9503,2.257,0.0002,2025,MICROSIM
2040,09030,0-4,M,NH_White,360806,419573,407147,434129,15.69,17.11,-19.59,-7.58,771630,40819,0.8853,1.242,-0.0069,2022,COHORT_COMP
2036,09031,15-19,F,NH_Black,1505058,1526534,1465012,1556340,2.76,16.58,0.3,9.81,655079,55280,0.9544,2.195,-0.0203,2020,TREND_EXTRAP
2026,09032,65-69,M,Hispanic,1459357,1484133,1414773,1581137,11.58,8.93,1.36,-1.87,939269,20398,0.9018,1.693,0.0192,2019,COHORT_COMP
2036,09033,70-74,F,NH_White,1595002,1728710,1639528,1746273,13.1,19.75,-23.0,-2.69,362891,30061,0.9179,1.99,0.0046,2021,HYBRID_SCEN
2039,09034,80-84,M,NH_AI_AN,1488803,1747893,1703657,1859108,3.31,14.76,16.29,-2.3,68325,53404,0.9331,1.647,-0.0245,2023,COHORT_COMP
2028,09035,10-14,M,NH_White,1788743,1920410,1867156,2041452,11.57,19.04,-0.26,17.48,501690,2127,0.9522,2.035,0.0089,2020,MICROSIM
2036,09036,15-19,F,NH_AI_AN,518990,515486,502273,530444,1.42,9.22,-7.67,5.0,975692,10083,0.8856,1.505,-0.0045,2024,MICROSIM
2039,09037,85+,F,NH_NHPI,1805433,1866182,1788971,1963703,5.63,4.91,-9.06,10.08,765578,19091,0.9746,1.226,0.0187,2021,TREND_EXTRAP
2041,09038,0-4,F,NH_NHPI,2074446,2244882,2139642,2301382,16.62,8.65,18.07,-1.57,1072199,9933,0.9576,2.337,0.0251,2022,HYBRID_SCEN
2041,09039,20-24,M,NH_Asian,35424,38414,37568,40546,3.51,11.11,-15.16,5.69,84893,15877,0.8849,1.22,0.006,2023,MICROSIM
2047,09040,85+,M,NH_Asian,1261868,1296890,1269243,1353521,1.64,12.67,-16.98,0.5,215977,34581,0.9953,2.189,0.0139,2022,TREND_EXTRAP
2050,09041,60-64,M,NH_AI_AN,1483026,1531153,1474164,1574045,8.26,12.22,-14.34,-0.37,838385,12519,0.9491,1.403,-0.0266,2019,TREND_EXTRAP
2048,09042,65-69,F,Hispanic,1903624,1924765,1868167,1990234,15.39,12.92,6.25,-2.59,627089,7816,0.9174,1.671,0.0036,2022,MICROSIM
2027,09043,10-14,M,NH_White,2061083,2346481,2249514,2467074,1.84,18.83,15.55,2.27,751523,8351,0.8735,2.187,0.0153,2021,MICROSIM
2036,09044,25-29,M,NH_Multiracial,470692,480065,468110,510964,6.72,5.4,-8.45,9.8,837259,57687,0.9294,1.447,-0.0002,2023,HYBRID_SCEN
2026,09045,50-54,F,NH_White,1588042,1654918,1624775,1684447,16.25,8.32,-16.33,-3.34,336925,15648,0.8746,2.239,0.0056,2025,TREND_EXTRAP
2020,09046,40-44,M,NH_Asian,662632,689405,671764,719933,2.57,19.77,-14.54,18.96,43547,57548,0.914,1.797,0.0239,2022,TREND_EXTRAP
2032,09047,30-34,M,NH_Multiracial,1640527,1597286,1542385,1637575,5.94,13.21,5.96,-6.26,360547,44002,0.9109,1.639,-0.0181,2022,TREND_EXTRAP
2049,09048,45-49,F,NH_AI_AN,155036,157856,152004,167024,14.12,13.67,-12.7,4.41,540436,27461,0.9573,1.995,-0.0241,2025,HYBRID_SCEN
2042,09049,30-34,M,NH_Multiracial,575925,658678,640311,668040,10.01,11.56,18.86,-7.45,25318,41264,0.8787,1.61,0.0114,2024,TREND_EXTRAP
2038,09050,20-24,F,NH_White,423948,422863,411864,444571,15.07,12.98,-19.81,-9.32,778990,44901,0.9725,1.617,0.0194,2024,COHORT_COMP
2046,09051,15-19,F,NH_White,2040604,2065461,1999235,2107796,2.45,5.96,-23.38,17.68,997397,41359,0.8986,2.08,0.021,2019,COHORT_COMP
2043,09052,80-84,F,Hispanic,625273,619049,601249,647390,16.61,12.94,-20.58,14.31,126877,44480,0.9162,1.572,0.0085,2025,TREND_EXTRAP
2038,09053,20-24,F,NH_Black,2018028,2148318,2029794,2277521,16.86,21.94,17.28,10.82,1065797,39017,0.9651,1.441,0.02,2025,COHORT_COMP
2049,09054,80-84,F,NH_Multiracial,1678832,1986274,1961620,2096124,3.22,13.32,7.56,15.96,1018813,15441,0.9432,2.169,0.012,2021,COHORT_COMP
2049,09055,80-84,M,NH_Asian,1002521,1064715,1042929,1123462,1.09,2.89,22.89,14.09,48415,39253,0.8959,2.166,-0.0248,2022,HYBRID_SCEN
2048,09056,80-84,M,NH_Asian,2098553,2253857,2160764,2346424,17.82,17.93,-8.19,9.42,263567,9177,0.9075,1.797,0.0157,2021,TREND_EXTRAP
2036,09057,0-4,F,NH_Black,2185632,2234312,2163128,2376067,8.94,9.93,-14.37,15.42,90362,34573,0.8956,1.832,-0.0192,2020,HYBRID_SCEN
2032,09058,5-9,F,NH_White,1418814,1512885,1425691,1581397,10.51,5.07,3.1,1.72,808158,21431,0.9386,2.035,-0.0158,2019,TREND_EXTRAP
2048,09059,40-44,M,Hispanic,789813,903343,851004,962106,11.28,19.25,1.89,6.58,1033638,21924,0.8996,1.811,-0.0063,2024,MICROSIM
2049,09060,70-74,F,Hispanic,292507,315490,300516,328990,14.32,5.96,4.55,13.29,1087605,34864,0.9581,1.7,-0.0111,2025,COHORT_COMP
2035,09061,20-24,F,NH_Asian,2496490,2990560,2914256,3111252,14.71,20.42,-7.62,-7.46,996772,12493,0.9364,2.394,-0.0107,2019,HYBRID_SCEN
2027,09062,60-64,F,Hispanic,1525460,1747519,1717125,1788308,3.89,10.84,-24.71,15.76,1100638,5337,0.8717,1.377,-0.0198,2019,HYBRID_SCEN
2038,09063,15-19,M,NH_NHPI,2349491,2501787,2421627,2608581,4.64,16.86,-23.25,-5.3,651536,16035,0.8962,1.911,-0.0124,2021,MICROSIM
2037,09064,60-64,M,NH_Black,1370471,1457705,1409027,1484577,15.84,12.94,8.19,15.94,413752,50611,0.883,2.263,-0.0288,2025,MICROSIM
2020,09065,25-29,F,NH_White,597360,697630,669805,741009,14.84,7.13,1.16,-0.66,30996,23318,0.9082,2.025,-0.0016,2024,COHORT_COMP
2033,09066,55-59,F,NH_NHPI,1612619,1738789,1648510,1826690,11.31,15.42,16.05,-0.2,984120,42305,0.9269,2.257,0.0161,2024,COHORT_COMP
2038,09067,40-44,M,NH_Black,388273,448274,424030,479481,17.91,21.16,-9.98,-7.78,811120,41190,0.9255,1.604,0.0217,2022,TREND_EXTRAP
2034,09068,70-74,M,NH_AI_AN,2083316,2479509,2425044,2518005,13.37,17.39,15.77,16.58,1012268,3782,0.9624,1.526,0.0192,2022,TREND_EXTRAP
