health_mch_birth_cohort_year,health_mch_prenatal_visit_adequacy_index,health_mch_maternal_mortality_ratio,health_mch_severe_maternal_morbidity_rate,health_mch_preterm_birth_rate,health_mch_low_birthweight_rate,health_mch_breastfeeding_initiation_rate,health_mch_breastfeeding_6mo_rate,health_mch_postpartum_care_rate,health_mch_infant_sleep_safe_rate,health_mch_immunization_series_completion,health_mch_well_child_visit_rate,health_mch_teen_birth_rate,health_mch_fertility_rate_age_specific,health_mch_nicu_admission_rate,health_mch_postnatal_depression_screen_rate,health_mch_substance_exposure_flag_rate,health_mch_doula_support_rate,health_mch_pmjay_eligibility_category,health_mch_home_visiting_program_uptake
2025,4.48,198.62,4.748,11.11,24.66,84.19,15.96,47.41,35.17,95.11,75.8,28.11,17.93,12.72,58.15,10.47,18.21,PMJAY_OtherEligible,57.71
2015,8.25,311.09,2.546,6.69,27.2,66.12,7.87,25.52,74.88,42.61,32.66,5.5,78.06,0.14,53.08,2.39,4.86,SECC_Eligible,25.06
2017,2.48,113.4,5.938,8.69,22.89,43.07,73.14,82.54,92.65,18.61,9.31,12.71,72.07,7.65,78.45,4.51,18.24,SECC_Eligible,35.79
2016,1.77,155.61,0.968,12.88,28.62,29.37,55.2,15.0,32.73,23.84,66.86,9.99,92.46,0.91,40.07,4.4,28.74,NotEligible,65.7
2025,9.36,142.25,4.891,18.0,9.29,89.42,52.41,29.89,87.47,41.33,22.06,24.02,235.45,12.78,60.08,7.63,11.66,Unknown,33.09
2025,2.74,99.63,1.13,11.37,13.77,61.82,27.73,91.95,90.1,19.61,26.34,17.74,240.79,21.38,42.21,9.02,4.08,NotEligible,54.92
2022,2.41,245.01,4.281,7.16,17.57,71.99,65.45,14.14,31.77,49.89,40.13,2.83,86.49,9.49,69.92,9.09,13.65,PMJAY_OtherEligible,17.47
2019,7.34,110.43,1.004,5.27,11.53,72.63,10.26,78.24,62.52,81.42,31.12,0.29,86.0,7.44,30.91,9.51,21.31,PMJAY_OtherEligible,76.32
2022,1.68,170.69,4.158,9.79,10.04,46.55,16.99,94.61,89.47,40.33,43.61,27.37,114.9,3.48,81.75,2.44,18.61,NotEligible,64.24
2018,6.86,289.75,3.542,3.67,14.45,35.08,35.4,13.97,55.9,14.61,90.52,0.09,91.93,19.08,87.58,4.6,7.47,PMJAY_OtherEligible,36.83
2024,6.87,303.9,3.638,7.27,15.43,59.43,72.63,51.63,14.23,33.67,31.14,14.53,167.59,0.75,35.26,5.67,21.41,PMJAY_OtherEligible,56.06
2025,2.05,262.82,3.517,9.25,11.78,43.6,20.64,17.58,20.3,86.15,28.3,33.59,10.65,0.07,38.17,2.64,7.55,NotEligible,0.23
2017,4.21,214.28,0.314,15.65,14.95,91.78,76.45,41.22,31.87,26.93,21.27,1.25,213.11,19.72,28.38,3.34,19.92,PMJAY_OtherEligible,64.75
2019,8.31,295.66,1.364,8.0,17.55,33.5,37.57,89.12,23.7,43.67,66.32,25.19,182.49,2.73,29.88,7.88,0.16,SECC_Eligible,79.48
2016,9.78,130.06,1.783,15.86,22.76,84.86,59.15,62.83,36.81,23.33,42.4,9.74,190.04,2.8,20.45,2.94,20.09,Unknown,43.33
2018,2.97,28.83,2.408,11.79,16.81,40.06,40.22,62.73,28.57,10.25,32.29,18.46,114.59,9.53,62.33,0.03,0.61,SECC_Eligible,13.97
2021,0.17,204.39,3.771,12.33,14.07,28.42,10.38,55.5,59.02,36.85,78.04,4.81,145.23,16.18,38.5,6.5,18.04,NotEligible,68.06
2020,1.19,217.11,0.333,12.38,24.71,47.35,46.61,36.13,76.98,50.86,17.92,28.84,247.17,17.65,81.47,7.21,18.04,SECC_Eligible,6.16
2022,2.14,174.71,2.558,12.79,6.78,69.68,64.69,94.36,17.55,81.7,47.17,14.2,103.49,3.76,57.78,5.83,4.68,NotEligible,5.51
2014,6.0,122.57,5.918,16.72,24.49,52.31,61.58,37.98,62.88,73.85,36.37,33.95,74.31,16.02,84.93,7.56,11.72,Unknown,41.14
2025,1.01,60.68,3.205,17.23,27.11,48.93,7.2,92.11,21.54,81.66,86.25,30.39,246.83,4.5,18.37,9.67,18.27,Unknown,34.93
2019,6.92,156.06,5.66,4.26,23.06,51.85,18.96,43.02,25.43,13.77,48.95,21.79,138.07,9.35,44.36,9.87,23.02,Unknown,5.07
2019,0.42,63.92,0.109,16.6,11.97,35.41,42.04,86.43,66.7,57.98,51.36,16.94,114.3,11.71,44.63,1.14,5.51,Unknown,78.74
2017,7.56,262.81,4.653,12.27,24.75,36.2,69.92,89.61,68.99,34.33,7.82,5.09,109.54,10.72,84.3,9.36,0.95,Unknown,32.56
2015,1.0,253.68,4.776,6.92,11.36,40.5,19.54,44.75,43.11,19.61,68.7,14.3,11.21,9.84,2.94,1.77,5.08,SECC_Eligible,70.39
2015,2.18,294.46,2.947,8.81,13.98,27.38,55.48,53.15,29.33,87.17,12.32,20.62,205.54,4.34,71.28,6.2,12.69,NotEligible,74.1
2024,9.91,203.15,4.142,14.99,10.31,68.61,11.69,70.08,79.06,79.91,37.38,22.87,27.7,9.4,29.12,0.26,20.84,PMJAY_OtherEligible,40.03
2015,8.77,309.26,2.218,16.62,8.1,26.38,33.76,30.38,12.81,97.7,10.24,6.65,94.19,16.33,85.34,6.96,13.04,PMJAY_OtherEligible,52.14
2024,5.11,185.66,1.581,17.08,6.76,92.85,62.13,41.49,59.2,42.05,85.02,24.52,224.2,12.86,20.87,9.22,18.87,Unknown,56.8
2024,2.35,117.61,1.963,15.04,10.07,93.4,60.51,61.38,75.85,77.14,82.92,0.25,10.62,16.66,48.14,11.72,1.74,SECC_Eligible,27.12
2019,6.4,268.57,5.108,8.04,8.11,44.99,78.58,58.0,73.47,24.84,42.52,13.68,29.96,9.24,59.35,0.3,12.16,SECC_Eligible,32.48
2024,2.07,329.89,0.364,8.09,16.14,75.67,70.22,71.31,74.8,41.51,86.55,31.5,155.79,9.87,42.84,5.98,13.25,SECC_Eligible,35.81
2020,0.82,121.78,1.985,8.26,12.74,45.56,19.59,37.59,92.06,68.82,71.25,10.69,156.55,16.9,55.69,2.71,1.06,NotEligible,24.26
2014,6.0,203.61,2.317,3.22,24.66,62.34,9.66,15.14,42.15,45.79,78.64,32.58,28.48,24.02,20.64,9.11,6.58,PMJAY_OtherEligible,41.34
2018,5.28,192.76,3.83,15.02,8.21,46.68,20.04,14.92,70.71,43.06,34.8,23.02,99.17,14.6,85.05,0.75,14.95,Unknown,78.25
2015,5.62,274.83,0.483,6.1,27.28,30.68,33.3,84.8,84.33,75.74,8.33,18.57,101.47,24.29,79.22,2.45,19.48,NotEligible,28.01
2016,0.42,282.08,1.097,17.78,20.23,82.81,19.55,41.92,75.61,19.91,92.49,11.83,243.77,13.18,1.42,3.85,28.33,SECC_Eligible,17.16
2016,9.66,67.29,4.928,5.4,5.02,21.11,20.6,66.0,85.08,89.28,65.56,7.38,219.46,20.38,41.56,11.73,18.03,Unknown,9.46
2025,9.81,337.03,5.404,11.21,21.67,36.47,32.67,39.06,88.62,30.89,35.71,17.03,71.95,9.55,61.85,8.78,17.47,PMJAY_OtherEligible,7.17
2020,7.97,295.99,5.999,16.76,20.91,68.71,76.05,59.23,55.45,50.04,22.48,2.71,201.59,11.92,38.69,4.13,6.36,SECC_Eligible,67.29
2021,4.98,309.21,2.367,17.91,5.47,28.98,64.11,88.27,35.21,21.25,23.19,32.19,97.55,5.32,40.32,4.17,9.16,PMJAY_OtherEligible,0.88
2017,0.96,284.59,0.494,8.27,29.32,33.83,31.25,88.59,27.44,98.44,50.18,21.74,12.33,12.33,46.21,2.71,12.05,NotEligible,38.75
2016,0.61,157.7,5.333,17.82,22.3,28.38,26.85,81.36,53.05,51.09,48.55,29.71,120.67,17.45,43.69,4.78,28.16,PMJAY_OtherEligible,16.41
2023,4.97,197.61,4.479,5.83,10.96,68.05,59.74,54.58,92.77,56.54,46.39,13.23,86.7,1.14,75.07,6.8,26.41,PMJAY_OtherEligible,43.46
2017,1.65,28.03,3.187,4.93,15.56,20.85,40.84,52.09,89.25,32.44,41.79,18.04,204.44,9.16,70.39,10.2,23.13,Unknown,38.34
2020,6.99,180.8,5.496,16.55,14.7,40.04,25.46,36.6,51.15,62.58,38.83,8.65,53.29,7.17,15.1,0.77,17.85,SECC_Eligible,2.16
2018,0.9,320.55,5.841,15.42,20.01,32.41,62.97,22.42,42.19,49.87,43.88,11.13,179.95,14.46,15.74,11.0,23.13,NotEligible,41.89
2022,0.31,273.43,5.644,17.54,13.27,23.44,37.05,67.88,35.4,93.62,61.63,28.22,224.02,5.45,49.04,8.06,27.28,PMJAY_OtherEligible,7.61
2015,9.21,146.35,2.48,16.7,5.68,30.17,7.79,34.73,70.74,90.77,73.48,34.16,64.62,13.45,9.66,1.75,5.56,Unknown,20.65
2023,3.68,323.35,1.352,3.41,25.66,48.88,29.0,80.41,18.17,48.23,94.51,21.47,80.59,14.69,9.59,11.51,21.16,SECC_Eligible,1.84
2021,9.55,77.51,5.961,7.86,21.13,57.25,77.84,62.1,69.87,90.79,50.96,16.22,138.75,15.31,1.04,3.35,9.45,SECC_Eligible,3.63
2021,5.5,130.78,2.855,6.26,17.99,64.61,71.25,10.86,94.92,16.3,10.37,30.81,179.89,2.74,70.89,9.26,1.69,SECC_Eligible,45.1
2024,6.92,209.41,4.823,4.17,15.62,54.91,28.91,21.73,18.09,75.01,45.21,26.01,224.03,19.33,16.96,0.18,3.96,SECC_Eligible,74.21
2024,3.8,38.64,3.041,3.66,21.93,70.62,31.88,35.65,69.4,37.73,63.52,22.22,162.31,14.65,30.59,7.87,12.74,PMJAY_OtherEligible,71.9
2019,7.25,169.58,1.678,3.35,23.5,71.95,48.16,58.48,57.82,52.83,72.0,3.94,9.62,20.74,74.38,5.53,6.77,NotEligible,46.95
2025,2.73,22.58,5.621,16.6,13.22,27.43,74.27,46.94,51.1,57.89,46.87,16.38,206.16,8.37,36.01,11.6,6.23,PMJAY_OtherEligible,75.83
2015,0.49,325.69,1.415,15.7,20.55,61.94,27.74,70.86,47.85,18.43,50.48,26.22,59.97,16.73,48.28,2.24,11.32,SECC_Eligible,35.36
2015,0.53,333.63,1.799,7.01,25.87,37.59,78.23,18.36,90.63,82.44,24.53,19.73,53.56,1.96,88.94,7.7,3.78,SECC_Eligible,55.96
2022,8.83,32.54,3.592,14.51,14.65,80.08,17.16,93.41,52.25,48.97,28.53,20.08,194.37,7.93,81.96,1.63,1.22,Unknown,37.2
2021,5.84,86.41,3.205,16.25,11.04,52.68,79.16,59.49,86.04,19.62,48.27,1.65,117.59,12.09,72.67,0.87,16.89,SECC_Eligible,27.71
2016,5.13,215.5,3.202,2.76,20.88,81.27,54.06,63.84,42.01,48.22,23.86,22.96,143.33,14.11,87.69,10.56,24.57,SECC_Eligible,18.99
2024,2.18,131.96,2.184,15.84,26.23,29.64,13.2,15.61,63.04,35.85,28.57,30.61,71.12,20.33,70.59,10.77,12.53,Unknown,40.03
2016,3.39,121.0,3.253,5.83,22.42,77.54,37.69,67.09,56.33,80.64,52.99,31.32,180.96,14.26,66.17,9.74,18.95,SECC_Eligible,42.73
2015,1.49,36.7,1.505,3.28,4.27,48.89,31.0,16.05,81.39,75.49,90.09,10.4,108.21,6.26,81.75,5.16,20.22,NotEligible,2.33
2024,1.7,257.22,5.317,16.13,6.41,44.5,52.32,32.53,65.86,97.23,43.28,0.52,248.94,0.07,24.96,6.43,28.92,SECC_Eligible,1.52
2019,6.42,207.15,3.629,8.33,13.83,79.66,6.62,11.99,51.2,26.39,47.73,26.02,108.69,13.71,77.41,2.29,5.59,Unknown,34.36
2020,8.37,147.97,5.177,6.47,12.61,90.34,76.2,52.04,26.88,21.38,92.92,13.8,69.44,7.04,47.32,8.5,15.72,Unknown,13.68
2022,3.41,247.78,2.321,15.78,26.97,84.04,33.83,65.54,16.53,59.23,8.0,16.24,35.39,18.65,79.43,3.16,13.16,NotEligible,2.39
2015,1.66,319.81,5.568,10.75,5.69,28.87,69.62,75.14,28.48,92.43,50.95,31.68,137.12,24.59,45.4,0.51,22.42,NotEligible,18.57
2014,6.17,188.89,2.145,11.41,8.81,47.31,9.77,54.07,35.02,65.97,38.96,0.76,246.33,0.08,39.77,6.9,5.78,PMJAY_OtherEligible,61.28
2021,8.37,329.61,5.173,17.96,12.81,45.77,59.5,24.96,77.6,14.1,5.31,30.18,23.89,3.31,42.58,6.04,2.34,PMJAY_OtherEligible,16.94
2016,5.65,192.07,4.049,12.44,14.5,73.22,63.63,44.32,74.43,33.46,46.27,31.95,105.79,20.41,3.01,7.88,9.78,SECC_Eligible,51.91
2022,0.0,271.35,5.502,11.1,20.46,40.21,79.83,17.66,14.65,80.78,6.45,10.56,143.79,8.44,78.64,9.68,1.45,NotEligible,34.27
2021,9.52,183.45,2.313,16.12,11.49,80.31,48.19,24.85,97.01,85.33,6.18,15.21,88.79,7.1,78.72,11.2,13.11,NotEligible,73.58
2019,9.85,55.83,4.482,7.64,9.55,73.48,39.86,34.0,16.51,61.95,20.88,4.64,224.64,9.24,87.97,11.59,11.68,NotEligible,10.72
2018,2.56,36.96,4.953,10.26,24.61,22.69,5.37,71.79,71.93,38.7,29.21,22.51,103.62,3.98,87.39,5.06,6.7,Unknown,25.85
2017,1.35,249.47,4.701,2.39,18.58,57.43,27.27,70.97,89.65,66.49,32.54,9.56,59.32,15.12,39.22,0.65,27.64,PMJAY_OtherEligible,29.93
2014,2.89,84.01,2.325,13.1,27.7,52.78,41.27,32.82,92.93,35.73,53.56,12.11,34.35,1.93,37.68,7.38,26.02,PMJAY_OtherEligible,40.03
2023,0.33,106.99,3.109,9.36,27.26,39.06,32.17,37.38,29.27,20.84,67.08,17.75,107.65,16.23,9.71,8.99,16.4,PMJAY_OtherEligible,68.39
2020,5.08,154.1,1.853,12.95,20.44,26.3,13.46,30.92,91.54,58.6,31.2,2.35,138.83,22.77,87.34,7.9,18.82,NotEligible,21.94
2016,3.04,247.68,1.635,10.74,19.86,67.71,20.54,40.12,25.0,79.01,29.04,25.08,2.98,9.33,16.73,8.61,24.46,NotEligible,5.36
2022,5.14,227.53,1.983,3.39,22.25,84.44,18.12,85.88,21.52,95.65,22.1,26.22,94.18,23.46,69.33,5.5,26.7,NotEligible,29.49
2024,2.86,345.63,1.33,12.76,16.16,85.93,44.92,44.58,94.16,35.69,26.9,32.76,170.4,14.47,60.67,3.17,23.1,NotEligible,21.03
2019,4.36,202.67,4.353,16.25,9.8,85.27,43.65,81.69,73.81,37.11,83.09,0.01,63.4,11.8,79.78,1.91,28.35,NotEligible,67.4
2015,9.24,108.85,2.362,7.06,20.35,42.02,48.3,41.16,49.97,40.55,5.87,31.51,3.98,12.49,41.78,0.58,17.45,PMJAY_OtherEligible,33.34
2024,3.17,90.44,3.056,3.01,14.56,54.15,16.01,25.02,13.89,47.7,84.76,11.07,54.79,22.28,58.24,7.06,17.16,NotEligible,63.04
2021,3.88,338.56,3.836,8.5,16.16,61.21,46.0,33.3,81.83,50.25,76.19,29.66,226.18,12.37,30.06,5.45,0.8,SECC_Eligible,25.93
2024,7.68,316.58,3.879,13.96,10.38,32.44,36.68,32.0,66.19,17.06,82.13,11.39,198.31,11.72,40.8,6.96,22.46,NotEligible,18.65
2016,5.25,348.76,2.356,7.55,4.68,63.0,50.54,72.53,34.04,36.23,8.13,22.8,148.81,4.26,1.06,3.68,22.93,SECC_Eligible,6.42
2016,4.94,327.64,4.86,17.95,24.95,29.08,56.25,30.81,62.85,85.86,44.74,2.86,121.63,8.94,0.59,10.18,7.02,NotEligible,14.14
2023,6.66,200.93,3.189,6.88,28.65,77.72,37.21,88.48,33.19,19.68,82.47,23.07,167.48,9.5,77.9,9.73,29.48,NotEligible,68.82
2019,6.23,261.88,5.332,7.85,23.29,65.45,22.52,35.36,92.61,36.34,8.28,31.31,30.58,13.9,70.15,1.83,2.99,NotEligible,57.63
2014,3.58,244.63,1.37,6.57,25.27,55.02,76.0,40.07,79.48,84.6,32.02,14.81,160.42,17.01,87.59,6.88,1.53,NotEligible,6.16
2014,0.4,270.73,5.075,5.51,23.87,44.03,24.54,36.57,64.06,74.03,83.59,11.62,189.57,2.51,89.45,10.74,11.4,PMJAY_OtherEligible,26.63
2016,9.99,320.58,4.867,16.5,27.35,27.48,21.92,44.23,88.52,31.57,80.53,29.98,51.64,7.78,3.46,5.04,21.78,SECC_Eligible,25.53
2015,9.33,166.95,4.239,6.51,9.65,94.65,38.98,84.33,19.3,81.35,15.15,27.36,72.89,17.23,35.62,2.72,23.76,NotEligible,45.8
2014,3.13,297.48,2.807,14.73,21.91,24.97,61.28,79.56,77.68,87.86,45.05,23.87,23.88,23.52,70.36,9.6,19.82,Unknown,37.02
2014,9.67,139.24,1.021,2.6,27.06,68.16,5.9,18.79,97.02,32.48,90.53,33.89,137.7,23.88,8.32,9.85,29.66,PMJAY_OtherEligible,23.92
2025,6.25,265.23,5.312,16.06,17.18,24.48,10.16,80.24,91.74,77.24,41.8,28.82,191.71,20.42,42.3,11.85,16.72,NotEligible,29.52
2021,2.39,93.21,4.849,17.58,6.47,76.4,25.97,26.55,73.1,30.04,74.74,26.86,126.56,15.7,64.94,4.79,10.83,PMJAY_OtherEligible,78.14
2025,1.45,191.02,4.946,13.81,9.55,24.89,17.11,39.63,96.17,94.77,8.32,9.14,8.89,1.01,18.73,1.25,15.08,Unknown,22.92
2018,6.49,47.58,2.052,17.3,15.2,70.64,17.66,41.45,78.19,48.59,13.21,2.18,3.79,20.91,85.08,11.52,2.98,SECC_Eligible,53.48
2023,4.44,65.47,3.709,11.4,24.41,95.33,43.75,31.14,91.92,11.96,33.83,34.13,181.43,7.99,39.76,7.76,8.53,SECC_Eligible,32.82
2017,2.6,149.36,0.88,14.93,20.87,48.56,32.65,91.44,25.19,77.99,7.06,23.57,175.5,15.69,39.47,3.85,28.13,SECC_Eligible,76.43
2015,6.37,124.86,2.269,15.52,23.11,80.44,67.0,74.74,30.16,46.63,65.74,31.8,34.07,9.1,57.19,6.8,27.55,SECC_Eligible,52.02
2015,1.63,293.05,4.341,2.59,6.5,48.51,67.99,36.03,92.85,85.84,85.24,18.96,50.96,20.89,55.38,10.38,0.66,NotEligible,17.66
2024,8.61,232.58,4.545,15.32,9.76,86.85,38.16,40.81,48.67,30.2,66.93,26.71,248.32,20.21,58.92,0.54,0.21,PMJAY_OtherEligible,68.11
2014,9.15,63.18,0.105,11.41,17.55,36.6,22.5,10.46,76.26,41.9,8.24,29.04,235.24,0.31,23.39,7.72,20.52,PMJAY_OtherEligible,50.36
2024,9.21,173.97,1.684,10.1,22.46,43.46,26.07,72.21,94.45,72.84,31.72,11.61,69.84,2.35,29.18,4.85,22.54,Unknown,50.33
2014,7.44,155.88,0.223,5.64,29.42,42.31,29.01,69.63,32.55,34.11,30.71,23.43,40.14,23.08,2.6,9.44,26.96,PMJAY_OtherEligible,27.26
2018,8.0,282.37,0.411,9.34,20.5,83.27,79.11,60.42,54.79,19.15,38.59,17.32,121.85,15.57,22.37,8.9,2.97,Unknown,56.78
2023,2.58,176.13,3.576,5.35,23.32,43.63,65.09,73.83,90.25,33.03,71.04,4.9,155.22,16.89,79.55,2.41,13.27,SECC_Eligible,47.21
2022,2.4,84.5,2.69,2.64,12.65,57.46,5.2,74.8,78.89,56.38,69.83,14.04,20.92,18.15,37.88,2.61,19.94,PMJAY_OtherEligible,64.76
2015,3.88,344.72,4.192,8.81,11.3,21.66,33.02,85.79,12.19,29.93,89.46,11.75,91.36,15.8,24.39,2.07,6.39,PMJAY_OtherEligible,16.42
2023,6.51,304.6,0.671,3.81,26.66,90.08,47.84,21.75,10.45,81.22,90.03,13.6,192.95,20.94,61.53,11.03,29.03,NotEligible,41.71
2020,8.08,264.89,2.903,8.01,24.55,51.8,66.5,37.43,79.03,26.56,36.37,16.79,36.97,0.26,34.4,9.0,10.68,Unknown,39.57
2024,9.29,61.41,3.955,8.79,17.19,96.43,52.97,76.41,85.38,49.63,81.26,3.24,47.75,1.02,56.05,4.47,15.49,SECC_Eligible,21.67
2025,0.51,225.95,5.019,9.57,18.71,43.93,72.03,79.47,11.06,23.01,11.2,24.46,121.85,12.13,37.86,7.15,8.83,PMJAY_OtherEligible,72.94
2014,4.42,297.45,3.398,2.83,29.84,64.49,60.24,49.6,68.05,55.42,61.96,25.83,141.32,18.74,0.81,1.43,9.79,SECC_Eligible,25.45
2015,6.65,315.02,4.539,4.1,6.09,58.93,26.25,80.68,48.51,76.48,74.76,27.3,7.33,5.11,52.77,2.11,5.06,PMJAY_OtherEligible,50.46
2022,0.05,119.24,3.062,14.89,29.95,27.16,51.96,44.29,77.67,16.17,35.06,21.43,120.75,3.53,87.09,1.97,9.19,NotEligible,6.36
2024,2.32,340.62,1.855,7.4,20.16,60.35,48.55,89.76,49.99,76.16,57.81,16.64,241.51,24.53,16.13,1.03,9.15,Unknown,68.9
2019,8.92,107.6,5.703,14.66,11.12,90.14,82.56,32.09,94.27,10.75,58.11,29.46,129.38,21.7,70.69,0.99,26.78,SECC_Eligible,13.08
2015,5.65,169.43,0.398,16.08,10.13,20.98,29.66,48.75,80.47,50.85,34.35,32.57,157.44,13.66,5.74,4.74,14.88,NotEligible,21.92
2015,5.05,52.67,4.472,9.62,16.45,35.61,23.18,25.76,66.72,23.75,93.33,29.68,61.48,12.19,2.21,3.66,6.32,Unknown,79.49
2021,4.12,193.72,2.57,7.71,20.97,20.66,9.9,29.02,37.36,90.5,64.71,8.65,24.32,10.9,65.73,8.22,3.04,SECC_Eligible,34.06
2023,7.62,191.86,2.805,9.67,8.02,71.09,41.2,55.84,96.21,44.61,39.08,2.43,210.09,1.91,5.8,8.57,25.9,SECC_Eligible,15.0
2020,3.14,230.63,2.256,7.23,24.02,57.43,73.85,60.23,74.94,10.65,7.4,4.66,37.15,10.56,68.05,5.34,2.14,Unknown,45.61
2014,3.59,257.21,2.74,16.03,29.02,76.73,70.43,85.28,69.16,46.97,52.45,31.7,1.01,3.35,61.86,6.56,7.19,PMJAY_OtherEligible,67.42
2019,7.84,127.14,1.214,15.73,26.64,46.1,57.87,44.08,95.93,64.43,67.53,26.34,171.96,4.23,10.09,10.18,29.16,SECC_Eligible,11.85
2022,7.04,216.78,5.864,6.02,7.26,60.16,15.79,50.49,57.17,83.57,65.32,28.19,201.71,18.4,55.08,7.91,13.86,Unknown,74.75
2018,6.52,105.48,4.517,2.54,24.67,41.9,31.94,80.02,86.72,82.43,14.09,0.32,68.31,18.03,42.99,6.87,26.3,NotEligible,46.94
2025,6.56,101.46,2.676,12.53,23.71,51.22,19.74,41.6,90.22,38.27,9.67,33.89,137.06,10.71,63.26,8.53,3.68,NotEligible,33.07
2020,2.26,41.57,3.696,8.58,24.78,95.6,75.77,89.98,59.38,84.52,93.44,10.96,111.06,8.84,64.77,9.21,13.64,PMJAY_OtherEligible,2.23
2019,2.68,149.9,0.541,5.66,10.92,42.36,18.16,87.19,45.7,23.38,41.27,4.59,119.69,16.73,2.44,5.63,22.33,NotEligible,47.11
2015,0.62,292.03,0.69,2.82,27.42,89.71,42.79,85.3,29.81,63.57,75.17,28.64,7.73,10.64,19.82,5.23,13.46,NotEligible,4.0
2019,1.44,20.83,1.966,11.15,4.05,20.84,81.18,90.41,27.76,72.88,33.73,6.15,128.11,5.3,36.49,6.2,4.59,NotEligible,27.65
2015,6.39,56.45,1.576,15.37,28.07,61.79,56.9,31.77,47.25,79.64,25.87,7.09,93.57,15.26,16.76,1.45,9.91,NotEligible,28.61
2022,0.05,318.85,2.972,10.22,29.93,59.65,75.49,87.46,11.14,64.25,65.29,4.02,78.2,1.37,3.34,3.22,15.3,NotEligible,38.49
2014,8.69,232.84,4.385,9.59,5.86,36.93,82.19,28.04,56.68,58.19,12.21,15.4,38.4,21.24,84.18,0.41,4.08,PMJAY_OtherEligible,21.05
2021,4.19,167.02,3.588,11.58,21.61,50.81,16.33,80.85,63.6,13.16,87.07,0.52,35.35,14.34,25.35,9.68,26.45,NotEligible,37.68
2015,7.22,270.37,2.195,3.98,17.72,81.76,39.12,78.15,67.05,93.83,88.82,24.68,190.33,19.25,2.98,3.1,17.64,SECC_Eligible,43.52
2022,2.44,187.39,3.501,10.27,5.84,90.17,61.75,83.36,56.64,47.92,88.65,16.86,99.96,22.06,39.64,2.75,10.93,SECC_Eligible,22.02
2016,8.74,299.26,5.802,16.6,13.87,67.19,19.1,70.31,17.42,75.86,33.68,32.52,132.57,0.19,68.42,8.38,21.21,NotEligible,79.98
2015,4.31,258.33,1.964,14.58,5.31,21.72,79.41,68.92,87.02,38.01,77.4,24.54,137.11,6.13,33.23,3.9,26.65,SECC_Eligible,66.78
2019,5.57,242.02,2.198,5.94,20.57,65.5,83.25,21.23,12.32,26.19,7.32,34.13,183.09,21.89,65.33,2.98,2.95,Unknown,49.52
2014,1.45,172.39,4.398,15.44,17.9,95.73,67.59,75.99,77.8,22.17,28.88,32.59,106.79,5.08,14.32,7.5,17.38,SECC_Eligible,71.59
2022,8.44,174.96,3.024,15.93,13.1,29.97,50.78,86.9,87.69,10.87,81.55,33.15,125.63,23.5,49.8,9.4,15.57,NotEligible,3.06
2016,4.8,264.0,1.316,10.23,18.08,94.66,14.01,93.21,68.25,33.5,56.1,33.04,160.44,8.22,66.26,6.84,17.08,NotEligible,46.76
2014,2.02,101.04,5.481,16.85,22.1,50.58,24.14,48.76,15.55,72.75,31.94,13.21,38.1,13.14,87.53,8.28,20.83,NotEligible,27.51
2022,7.37,21.58,2.906,2.99,24.6,88.29,56.96,11.04,43.39,82.83,89.6,6.11,70.45,12.23,12.95,11.26,11.73,PMJAY_OtherEligible,5.69
2014,2.17,256.12,5.92,9.7,29.24,68.95,37.35,30.15,47.04,78.2,38.33,17.74,142.91,21.61,35.89,3.05,16.7,SECC_Eligible,23.27
2023,4.82,116.55,1.81,7.4,22.18,96.55,76.6,64.47,62.76,81.42,20.82,8.43,158.19,23.15,59.36,1.81,23.22,NotEligible,17.69
2020,5.15,46.03,2.634,10.9,17.49,60.29,36.59,33.76,35.74,25.35,8.85,16.77,96.62,22.57,56.49,9.91,1.16,PMJAY_OtherEligible,21.25
2017,9.2,311.94,3.063,14.07,13.92,38.9,46.45,14.63,73.38,77.02,30.24,25.94,169.4,6.12,64.05,11.28,16.71,PMJAY_OtherEligible,74.06
2016,6.68,348.64,3.568,7.52,9.52,40.86,45.38,48.04,14.01,28.38,50.96,22.64,44.04,22.26,8.89,5.08,17.2,Unknown,26.49
2021,5.74,277.49,5.086,10.0,16.61,63.82,9.8,16.58,81.64,32.61,91.02,13.96,5.85,1.36,14.38,3.19,8.95,PMJAY_OtherEligible,2.1
2020,5.68,277.43,4.428,12.45,19.16,40.67,52.53,13.96,71.34,32.34,15.04,2.43,132.53,4.8,28.8,4.47,18.26,Unknown,47.73
2025,2.02,277.12,5.905,5.65,17.23,97.55,66.69,43.83,68.06,60.3,73.42,6.48,122.86,15.74,80.92,2.16,22.5,SECC_Eligible,11.37
2017,0.8,291.66,4.572,4.54,27.48,95.23,67.61,90.44,83.9,70.01,79.77,5.55,64.98,19.91,4.85,6.08,9.04,PMJAY_OtherEligible,0.69
2021,0.88,143.23,1.763,13.04,12.25,59.38,42.04,75.72,93.81,86.93,63.0,19.75,102.2,20.14,27.69,5.25,27.65,SECC_Eligible,73.21
2021,5.23,338.45,3.707,6.83,26.29,63.79,31.95,13.23,57.77,75.34,21.33,0.95,108.55,7.97,66.28,8.0,11.27,NotEligible,64.36
2020,7.37,263.46,5.287,2.96,12.75,70.86,56.4,56.25,19.95,35.84,62.97,24.82,148.66,15.61,73.75,4.5,8.2,SECC_Eligible,21.98
