soc_policy_policy_effective_date,soc_policy_policy_change_id,soc_policy_eligibility_rule_area,soc_policy_income_threshold_pct_fpl,soc_policy_asset_limit_inr,soc_policy_work_requirement_flag,soc_policy_time_limit_months,soc_policy_sanction_rate_pct,soc_policy_exemption_category_code,soc_policy_expected_caseload_change_pct,soc_policy_observed_caseload_change_pct,soc_policy_expected_spending_change_inr,soc_policy_observed_spending_change_inr,soc_policy_application_volume_change_pct,soc_policy_approval_rate_change_pct,soc_policy_benefit_level_change_inr,soc_policy_disparity_impact_score,soc_policy_administrative_cost_change_inr,soc_policy_stakeholder_comment_count,soc_policy_implementation_status_code
2019-09-13,POL691931,Occupation,120.3,248720,1,17,1.45,OBC,11.93,30.65,1886122737,-38124161,38.45,-8.28,3298,0.998,19875801,969,Paused
2025-08-19,POL458607,Landholding,189.7,76022,1,31,5.92,Tribal,-2.27,18.07,-437715418,27070010,41.87,18.73,3667,0.064,-12322945,859,Draft
2025-06-30,POL441465,Landholding,238.3,374902,1,51,0.87,Senior,32.6,13.09,1402681275,1403426203,-22.09,22.34,4192,-0.526,20354978,748,Piloting
2022-04-30,POL602915,Occupation,88.5,278852,0,5,6.41,Senior,13.06,30.82,228515876,1049177246,59.23,1.77,693,0.34,56945629,1141,Revised
2020-02-19,POL582851,Age,65.1,1501,0,25,10.24,PwD,-9.52,30.39,173283667,2717127959,-19.46,-8.64,2099,0.516,73657537,557,Revised
2018-03-19,POL822639,Landholding,68.4,348563,0,45,16.66,Senior,-18.67,29.97,-236267487,-440358640,35.17,8.86,1886,0.723,70454573,540,Draft
2024-07-19,POL910999,HouseholdSize,136.1,26027,1,48,8.28,SC,18.43,10.91,-474530768,406391155,19.07,22.7,322,-0.975,-17777674,56,Piloting
2017-03-23,POL214147,CasteCategory,102.6,4641,0,51,6.76,SingleParent,-5.76,-5.95,411443755,2029760808,14.24,13.87,1777,0.495,23450596,603,Piloting
2019-08-11,POL198258,CasteCategory,138.2,158090,1,24,12.23,ST,-13.52,0.24,1440323199,2000274903,50.67,-13.08,4405,0.061,84347853,1022,Notified
2021-12-22,POL842238,Disability,57.7,62281,0,56,12.93,Senior,-9.85,21.08,782731461,-308999933,40.01,17.06,4114,0.453,40868398,340,Notified
2019-05-03,POL959908,HouseholdSize,91.9,327154,0,8,3.08,SingleParent,16.67,38.27,-151035312,338028781,-29.59,5.34,1616,0.055,87821993,740,RolledOut
2023-08-06,POL584450,Landholding,112.9,377873,0,48,12.61,Tribal,14.49,24.2,973655114,266193908,24.61,0.59,-31,-0.341,17861822,974,Revised
2018-09-13,POL611373,Disability,236.1,313366,0,11,9.71,ST,-18.95,29.33,1968982368,3045847861,12.0,-11.8,3511,-0.93,23982113,260,Piloting
2024-09-30,POL751167,Income,102.4,147282,0,40,9.17,Migrant,14.89,-8.1,2008880737,2899257479,4.28,4.29,3641,-0.359,30118543,3,Piloting
2017-07-27,POL954838,Disability,50.1,116853,1,52,17.66,None,11.99,2.87,1244161260,3131375756,-31.79,13.24,1878,0.312,73834852,332,Piloting
2020-01-12,POL421640,Disability,105.3,137055,1,41,13.88,None,23.02,26.02,1155844670,-43660878,48.42,-2.98,1308,-0.981,11906157,46,Retired
2020-10-10,POL280583,Landholding,236.7,34631,0,10,14.67,PwD,-19.78,35.31,597379014,2042516789,-3.92,22.88,-408,0.843,28104832,893,Notified
2025-12-13,POL835547,Occupation,129.7,361440,0,52,14.78,Migrant,-8.66,8.42,966877729,1386139670,59.92,-12.37,479,-0.201,66415116,390,Revised
2023-06-26,POL148859,CasteCategory,211.9,97619,0,56,11.66,SC,23.21,-28.63,1815578178,2255202313,42.43,-19.03,-1413,-0.874,16374211,981,Notified
2025-12-29,POL192919,Occupation,96.1,100072,0,29,0.46,PwD,1.38,36.43,797609559,203788648,41.27,2.82,1131,0.764,24855042,917,Revised
2021-08-04,POL658908,Disability,68.5,286351,0,17,6.63,Tribal,29.54,-22.71,2022630980,-486920652,21.28,-12.31,-731,-0.639,76863890,871,Revised
2025-07-10,POL384465,HouseholdSize,144.3,247091,0,38,13.8,Senior,16.52,9.73,1341483284,-169655431,43.81,8.89,1605,-0.883,18752989,300,Notified
2020-09-13,POL574175,Age,187.4,383540,0,58,3.24,Migrant,-21.75,5.94,721304146,1320980324,-11.15,-0.5,-11,-0.843,40191848,249,Revised
2017-04-04,POL549058,Age,217.5,392509,0,58,17.23,Senior,2.08,42.16,2267855724,3122400607,21.3,-1.5,3820,0.056,-12554076,373,Notified
2018-11-10,POL761397,HouseholdSize,90.6,166913,1,5,0.13,SingleParent,-7.18,-20.64,2162581669,-466924566,20.42,0.47,-760,-0.428,84578412,88,Piloting
2020-05-30,POL253888,Assets,247.2,368370,0,8,10.05,None,20.66,19.81,695995560,1631682244,5.93,-14.55,1138,0.684,52809575,400,Piloting
2023-03-18,POL641304,Income,142.7,382054,0,32,1.52,None,-16.01,-6.67,1723931281,150650807,18.85,-7.64,-667,0.091,85909272,524,Piloting
2018-11-28,POL774350,Disability,145.5,342449,0,51,13.69,PwD,27.96,2.55,2287298348,-325057527,36.8,0.15,1918,-0.444,69331733,650,Paused
2019-04-19,POL562857,Residence,220.3,373009,0,2,11.1,SingleParent,18.78,1.23,1265986258,1771003628,-17.23,14.39,391,0.169,63977470,647,Paused
2022-12-10,POL377185,Occupation,125.5,239997,0,41,7.29,EWS,10.15,-3.86,2311497057,824497036,57.75,19.81,-873,0.888,-5136891,980,Retired
2017-04-17,POL912289,HouseholdSize,199.0,45730,1,15,1.82,SC,8.67,36.01,-260518329,2224196550,9.55,-7.79,2103,0.725,33525824,648,Paused
2025-01-10,POL217427,Age,159.2,343830,0,17,8.13,ST,32.11,24.1,2314359142,800898245,30.82,-12.93,1729,-0.727,-18313266,934,Piloting
2025-10-06,POL391067,HouseholdSize,68.4,123019,0,51,6.29,SingleParent,26.82,37.42,1545151869,-219683764,51.13,-3.55,-238,0.744,41771259,661,RolledOut
2024-05-06,POL594703,Assets,46.9,370055,0,17,3.38,Senior,30.32,30.68,-25580278,2184409870,57.01,-3.42,4301,-0.268,85264873,268,RolledOut
2025-07-25,POL344390,CasteCategory,236.2,207696,0,11,3.31,OBC,24.33,1.25,-139220323,1881734154,20.73,0.4,3230,-0.231,22499040,851,Revised
2018-06-28,POL686758,HouseholdSize,222.0,195885,1,57,15.25,PwD,-3.96,-25.38,1692038369,2832470233,56.15,7.54,2204,0.008,18277759,1175,Paused
2018-12-13,POL823591,Assets,246.5,332525,1,53,5.92,Tribal,-14.81,-7.59,248082266,2046824944,19.7,-0.97,4161,0.536,11448021,681,Piloting
2024-11-16,POL576974,HouseholdSize,181.6,155307,0,55,1.79,Migrant,-7.11,-4.07,-397913057,-551263355,-10.77,-8.57,2981,-0.155,43289802,700,RolledOut
2019-03-03,POL416472,HouseholdSize,175.6,42488,1,35,2.85,PwD,32.7,-22.36,104753320,2550082308,17.4,-16.35,1396,0.322,79508479,284,Paused
2023-05-25,POL643408,HouseholdSize,83.8,313495,1,15,11.9,Senior,32.82,-18.44,-184870443,1501704115,-23.77,16.16,4279,-0.66,44759422,910,RolledOut
2022-04-09,POL606767,CasteCategory,174.9,116243,1,43,6.65,None,-12.78,-28.28,11183702,-556482412,33.95,13.25,2352,-0.41,62940697,47,RolledOut
2019-09-12,POL831126,Occupation,142.6,338363,1,45,1.01,None,-11.42,2.9,1087375286,2448938574,-12.73,18.5,-681,0.896,20501181,863,Piloting
2020-11-19,POL652642,Landholding,119.2,366326,0,21,0.99,ST,14.48,-17.27,1099312452,2328075451,4.45,-11.49,-909,-0.16,20727326,576,Piloting
2021-01-23,POL105522,Age,183.3,156765,1,34,1.07,OBC,8.21,-9.64,844895134,3198658163,0.77,18.25,-946,0.453,6075296,1116,Revised
2025-01-24,POL365018,HouseholdSize,57.8,268165,1,59,13.27,PwD,8.86,6.05,1740345818,1234317723,-12.58,20.66,633,-0.841,-9352714,227,Draft
2021-11-18,POL428048,Assets,145.8,7042,0,34,15.3,Tribal,29.42,-17.7,-452286284,2359317469,33.4,18.04,-1450,-0.939,71917497,581,Piloting
2020-11-17,POL420172,CasteCategory,199.2,317608,1,49,15.21,ST,8.42,-25.09,2167088209,2110228423,-4.7,-18.28,1853,-0.895,59960285,490,Notified
2023-02-02,POL873779,Residence,214.3,183746,1,1,9.82,None,9.82,27.43,2469563802,1281269188,54.47,-4.42,1118,0.403,-5547573,995,Notified
2018-03-27,POL136629,CasteCategory,142.9,105744,1,54,7.06,PwD,14.68,36.4,2334188647,60851964,-34.37,23.54,683,-0.887,39164411,274,RolledOut
2019-12-01,POL769581,Assets,114.0,350112,1,57,5.71,PwD,5.63,-4.68,295247248,1087594421,8.08,4.24,1077,0.204,48764001,490,Notified
2021-12-19,POL351582,Residence,160.2,163717,0,8,13.42,Senior,9.9,4.69,2135181699,-5867162,9.11,14.63,1047,-0.499,75142449,579,Notified
2022-08-12,POL595636,HouseholdSize,66.9,329365,1,26,14.54,ST,19.81,-8.38,1724370463,557584758,20.53,-6.1,4429,-0.719,-4499868,677,Retired
2018-01-11,POL393482,CasteCategory,59.2,168226,0,16,16.9,SingleParent,29.92,4.65,952261436,2715886960,-23.6,0.12,1012,0.385,-7553592,280,Retired
2019-10-23,POL162721,Occupation,212.0,379802,1,33,17.73,PwD,30.93,-23.33,2466250585,363244164,46.78,-2.75,4032,0.088,8330979,492,RolledOut
2021-01-23,POL115125,Residence,66.6,268161,1,50,12.69,EWS,15.07,4.46,181183842,2540684912,-13.9,15.84,3622,0.782,6263729,361,Piloting
2017-01-10,POL452171,CasteCategory,127.6,266878,0,11,3.46,ST,-8.88,4.6,1254452430,-477063265,1.37,-13.28,1067,0.454,-3810295,183,RolledOut
2022-03-31,POL840847,Occupation,126.5,49508,1,40,17.32,ST,27.02,-6.97,140468058,1256348100,18.63,0.7,-1246,-0.355,76504977,228,Notified
2024-09-12,POL412614,Assets,246.4,299006,1,7,2.21,OBC,16.64,35.1,267274840,2214962373,-34.55,19.92,3589,-0.747,89273218,243,Notified
2025-08-03,POL896813,HouseholdSize,188.1,208096,0,23,5.03,SingleParent,-2.94,1.51,1994304055,2688946903,24.15,18.89,-226,0.274,52056150,714,Retired
2022-11-11,POL924831,HouseholdSize,201.0,287342,0,32,14.98,EWS,12.65,-18.87,1408353282,-504415243,-15.68,16.66,-1149,-0.305,63291886,887,Draft
2019-09-01,POL259551,Occupation,180.7,346985,1,27,9.27,SC,0.36,26.29,1641485248,2426077822,37.24,-15.24,3726,-0.669,37703078,820,Revised
2023-06-10,POL851033,Occupation,97.2,281268,1,7,4.4,Migrant,25.01,-19.02,571997760,2786931264,-7.68,6.11,2450,0.146,48706066,8,Retired
2022-11-25,POL644895,HouseholdSize,115.8,199655,0,26,9.43,Migrant,-4.8,-23.6,2269383302,-16713399,22.14,-5.49,-431,0.323,73571310,646,Notified
2017-04-23,POL601974,Assets,78.5,340823,1,20,13.87,None,1.38,-2.34,867177220,-401121300,12.48,23.7,234,-0.429,77448703,267,RolledOut
2017-01-01,POL497769,Occupation,153.8,295265,1,33,4.93,SingleParent,22.58,29.8,483132659,176168351,48.71,5.99,2974,0.443,15870686,1197,Paused
2026-01-21,POL957808,CasteCategory,56.4,305902,1,19,9.02,SingleParent,-12.97,41.35,58554038,300051248,-1.18,20.55,-760,-0.864,67721382,175,Notified
2024-12-01,POL215035,Age,229.8,364607,0,29,5.17,None,8.84,19.35,293200466,123125623,12.73,-11.9,2836,0.459,-18234515,511,Revised
2020-09-02,POL105087,Assets,81.3,55247,0,57,7.16,Tribal,1.93,37.13,1866091340,1644673615,15.84,17.21,1251,-0.789,-6608446,670,Retired
2019-11-19,POL122467,Age,84.8,199611,0,27,3.82,Tribal,-2.96,12.65,499958619,361560357,-24.48,-1.34,3523,0.381,12254119,220,RolledOut
2017-11-05,POL896418,Residence,141.8,49566,1,43,12.74,OBC,-18.4,-15.73,464555762,2140925728,16.59,1.84,2358,-0.13,34250714,63,Retired
2019-03-11,POL697194,CasteCategory,107.2,299851,1,19,5.65,EWS,-24.3,12.38,662029533,1357263864,11.47,17.02,4392,-0.696,5572648,989,Paused
2017-11-02,POL559468,Occupation,75.0,172797,0,40,9.12,ST,11.82,25.23,481484632,1134400461,-18.76,-11.04,3643,-0.958,75780154,382,Draft
2017-12-07,POL171720,CasteCategory,247.0,288135,0,26,14.48,Senior,8.61,-24.38,1067730221,2698393468,24.06,-12.67,562,0.691,39601616,544,Revised
2024-10-12,POL220137,CasteCategory,98.7,48703,1,37,2.55,PwD,31.17,1.48,2433945191,1663960061,13.59,-17.67,1389,0.759,25476351,892,RolledOut
2024-02-19,POL901919,HouseholdSize,195.3,248079,0,10,11.91,SingleParent,-6.93,-23.68,2344246674,404848201,-21.59,4.29,4137,-0.26,67336609,456,RolledOut
2024-03-10,POL885862,Residence,192.5,45133,0,50,5.95,SingleParent,-22.56,-0.25,2301943248,-260335464,24.68,11.43,-587,0.319,57608572,547,Notified
2017-07-07,POL810691,CasteCategory,91.4,141262,0,11,8.78,Senior,2.8,12.2,1309455059,1447276578,9.62,21.78,1003,0.739,62922745,645,RolledOut
2020-05-09,POL888596,Age,98.3,214274,1,10,12.89,SC,-22.48,23.82,2454649549,2239975430,51.02,14.58,1958,-0.821,15608024,904,RolledOut
2022-08-13,POL751861,Age,152.3,276642,1,41,16.62,SingleParent,-9.47,-3.34,597297551,1961886769,16.17,7.83,607,0.012,14501555,162,Revised
2022-01-12,POL779413,Disability,220.8,200433,1,17,15.49,ST,15.09,-20.83,96700739,2458493178,-11.85,2.88,-935,-0.15,13004129,1199,Paused
2019-11-13,POL858484,Disability,195.3,292296,1,57,16.2,Tribal,2.43,7.13,2216425665,2358665987,35.38,0.55,-262,-0.569,66953471,1095,Retired
2020-09-14,POL507340,HouseholdSize,103.6,69547,0,40,0.89,SC,-5.37,-20.31,1956351196,1374199234,5.27,-0.33,1098,-0.498,22005429,743,Notified
2023-06-18,POL195956,Disability,49.1,256780,1,12,7.58,PwD,22.96,-22.74,667140267,406117395,44.29,16.26,3733,0.836,-6489752,986,Retired
2024-09-08,POL206977,Occupation,167.6,154307,1,58,14.42,EWS,-4.81,24.93,221104218,2533624748,7.8,-3.96,1932,0.39,35175951,836,Revised
2025-10-10,POL664211,Disability,139.9,61689,1,54,14.61,Migrant,-15.4,15.65,609718970,1070843283,-14.97,-5.85,291,0.249,3174359,1113,Paused
2023-06-10,POL274087,Assets,112.2,341358,0,17,7.56,SC,-8.24,9.8,797030077,-71717358,12.35,20.17,-492,0.295,43467799,37,Paused
2019-07-02,POL285753,Occupation,175.7,390358,1,37,5.14,SingleParent,32.14,-17.42,2004210135,2793524457,-25.18,19.22,2210,-0.174,37744620,570,RolledOut
2025-03-31,POL894644,Assets,239.9,95837,1,26,9.88,Migrant,-9.99,39.03,668255276,181157638,2.47,13.15,-416,0.575,9855229,1176,Draft
2022-08-19,POL567784,Disability,229.7,63016,1,57,13.44,None,-3.25,34.53,943229028,33004198,18.73,9.46,-1076,0.492,81836705,397,Paused
2023-12-14,POL525569,Assets,179.8,305788,0,57,12.45,OBC,-14.5,33.21,52507850,125750627,23.64,-3.63,-1302,-0.127,28438128,1007,Notified
2020-05-14,POL422695,Age,241.4,396250,0,23,4.51,EWS,13.86,-25.1,1696307176,189911545,0.75,14.48,2686,-0.707,38537299,168,Draft
2022-01-22,POL341153,HouseholdSize,123.1,167431,1,54,0.01,OBC,-8.39,-24.58,1380837104,451930535,-20.14,15.35,3818,-0.805,58561499,5,Piloting
2021-08-18,POL210150,Landholding,61.2,316367,0,41,15.95,EWS,-12.43,5.35,-57584872,1551413044,-4.59,2.73,1681,0.59,50143192,797,Retired
2023-08-24,POL944158,Disability,135.0,58861,1,5,8.02,PwD,10.22,-8.38,348125077,208936541,13.35,-2.54,175,0.406,-15603934,1100,Draft
2017-10-04,POL761080,Income,178.7,91224,1,32,14.98,Tribal,20.87,-4.79,432340349,2686068696,16.89,-14.67,-274,-0.1,34229099,282,Draft
2021-12-02,POL874098,CasteCategory,208.3,56365,1,23,15.68,Migrant,10.49,23.22,1344382638,1033150730,44.91,6.05,158,-0.728,79250538,993,Piloting
2018-11-10,POL371683,Assets,237.0,266452,1,58,16.9,Migrant,4.91,40.15,-436277431,1196410356,-29.95,3.44,331,0.547,77788837,364,Draft
2018-06-19,POL195160,Disability,148.6,235000,1,11,6.35,PwD,33.4,15.24,1250170725,2022400189,15.95,8.67,2124,-0.282,-5798827,1169,Draft
2024-03-20,POL210613,Landholding,118.3,264757,1,3,11.88,Senior,-7.9,-27.84,270107629,-385973996,-17.4,-19.4,4041,0.553,12727465,17,Draft
2021-11-29,POL978764,Assets,99.1,67557,1,8,10.73,Senior,3.37,-26.99,2227120381,598829114,48.92,8.1,-155,0.398,10258590,884,Revised
2020-02-19,POL891472,Residence,167.4,32495,0,3,2.95,PwD,-13.53,-12.63,1966612356,2007812742,30.13,17.01,656,0.86,80753001,1154,Revised
2023-01-29,POL936521,Residence,185.5,213587,0,29,7.87,ST,5.18,-29.32,1178310840,856363419,-9.29,6.5,2067,-0.864,86510515,639,Notified
2017-01-04,POL221170,Disability,172.8,211921,1,51,7.75,OBC,4.13,-19.61,393216513,-247651936,20.21,0.34,1159,0.287,28266280,1011,Notified
2025-04-16,POL475783,Disability,81.0,168636,0,29,3.44,Senior,21.3,-26.01,291806247,1265096595,47.25,24.81,-800,0.585,56504595,73,Revised
2019-12-01,POL284874,Income,133.7,273184,0,3,6.75,OBC,2.42,-9.18,-323786945,226177126,-21.17,7.63,-561,-0.417,-1633309,858,Piloting
2018-01-24,POL625200,CasteCategory,55.6,167508,0,51,7.85,SC,-16.42,-26.58,645075933,2750703513,-4.84,15.91,1971,0.474,52582321,58,Piloting
2023-02-01,POL121342,CasteCategory,149.3,342592,1,54,14.4,OBC,31.98,38.35,-55249099,-147274852,10.41,-10.01,2151,-0.404,-14726405,908,Notified
2024-09-15,POL455778,Age,85.0,311080,0,45,15.45,Tribal,-8.93,9.24,1385813003,-311302838,-11.36,-11.27,2031,0.27,-11390671,205,RolledOut
2025-10-29,POL566715,Occupation,226.7,134309,1,5,12.91,Tribal,-10.31,34.63,2085360306,1528097175,-22.32,21.56,3391,0.361,23305571,997,Retired
2023-11-04,POL345238,Landholding,209.7,357686,0,13,14.49,SC,29.1,20.89,-267076628,162230599,-16.86,21.73,-345,0.79,74260699,636,Notified
2024-10-04,POL842779,Disability,193.6,196817,0,6,1.77,OBC,14.75,4.53,2183493920,2666659996,-3.48,-14.23,1205,0.902,-18587929,265,Retired
2019-11-06,POL166427,Occupation,63.6,185761,1,39,10.03,Migrant,28.15,4.92,711535010,76096014,37.18,23.36,1293,0.994,16355502,979,Notified
2023-11-17,POL866102,Occupation,133.8,288397,1,19,4.66,PwD,-7.73,24.05,-414985840,1200601378,58.37,12.81,-209,0.388,49785762,561,RolledOut
2017-02-03,POL109130,HouseholdSize,77.8,382516,1,3,7.54,OBC,-21.85,-5.94,-249247946,2256616606,-14.54,-6.54,2757,0.158,13725906,1109,RolledOut
2025-06-11,POL769402,HouseholdSize,49.2,13320,0,43,12.65,SingleParent,1.0,9.83,-499337753,-406778835,42.26,-10.19,374,0.366,-19216052,525,Revised
2024-04-14,POL697219,CasteCategory,124.5,70094,1,44,17.04,SingleParent,-10.29,-21.19,1276122244,3198682857,7.35,9.32,2214,0.495,38398648,525,Revised
2022-12-28,POL524211,CasteCategory,105.9,322115,1,34,6.42,SingleParent,18.8,28.87,309935252,2315131203,-23.84,-15.62,1028,0.631,-6449919,52,Notified
2025-06-24,POL143331,Disability,232.8,176707,1,10,10.39,EWS,-12.09,-5.38,905431337,676536471,21.82,11.98,-60,-0.418,14679881,261,Revised
2021-09-19,POL900506,Income,234.5,343471,0,54,1.93,None,-20.31,-16.6,1687412589,1190457540,2.16,17.0,-259,0.418,78916998,736,Paused
2019-12-05,POL919626,Occupation,236.3,140586,0,23,12.29,OBC,3.37,25.56,757959594,-8444006,-5.81,2.9,1451,-0.616,45269955,318,Draft
2021-11-26,POL790418,CasteCategory,43.0,390209,1,37,4.29,EWS,-8.08,-23.01,90820554,896000320,0.29,17.15,-57,-0.794,60511876,155,Draft
2017-07-03,POL956724,Assets,149.0,86384,0,0,8.44,Tribal,-9.72,41.4,2013979257,595430296,13.61,10.36,2545,0.586,-2535184,273,Piloting
2025-07-30,POL900315,Occupation,43.8,379564,0,35,5.86,EWS,-6.13,21.71,119081378,568385963,12.39,6.04,2202,0.16,62283614,685,Retired
2021-08-12,POL843541,Landholding,166.9,315892,0,53,0.91,ST,-6.63,25.53,1675114487,2328591384,2.63,-0.8,3240,-0.048,-1392530,443,Revised
2017-01-08,POL315519,Assets,146.8,389642,0,34,13.33,Senior,1.52,-23.85,1562808200,2445387744,-24.74,9.36,-701,-0.204,76423030,898,RolledOut
2022-06-26,POL847880,CasteCategory,130.4,64707,1,16,11.15,SingleParent,9.62,12.28,1903304078,791137500,14.13,23.85,3793,-0.489,55890177,1108,Piloting
2021-09-07,POL641156,Age,51.0,141309,0,24,14.72,SingleParent,7.31,-27.75,836896360,-159053196,50.36,-14.7,1639,0.172,53775140,121,Revised
2025-12-25,POL170520,HouseholdSize,62.0,79040,1,15,17.03,OBC,10.71,-5.46,2286784402,-435335309,2.6,-12.41,2407,-0.83,4222247,89,Draft
2023-12-27,POL119422,HouseholdSize,105.7,331904,0,38,7.4,Tribal,-17.28,24.31,-136879508,3016163808,16.47,9.84,4375,0.393,27487111,208,Paused
2019-06-28,POL329539,Disability,90.8,107326,1,31,13.61,None,-21.4,-13.82,1109667025,-207960137,25.27,24.31,1615,-0.025,-15632138,23,Paused
2017-05-07,POL569337,Disability,77.6,210320,0,58,5.58,Senior,30.91,22.29,1620007404,1883185099,5.71,2.48,3779,0.261,18057172,1044,Revised
2020-12-26,POL970772,Residence,218.8,77303,0,1,7.79,None,-11.62,11.28,2094162887,-256321994,40.53,-2.18,449,-0.937,-17495716,895,Retired
2024-06-24,POL889195,Income,46.0,282963,0,58,15.05,None,24.82,38.29,1446545988,2416284650,-31.79,23.22,3480,-0.251,-19354084,871,Piloting
2023-08-09,POL973408,Age,85.8,297207,0,16,16.17,Senior,-21.04,7.26,1484696875,770529880,-23.83,-7.45,4113,-0.201,-107051,1100,Retired
2024-09-01,POL764620,CasteCategory,232.6,46050,1,6,6.77,Tribal,15.55,-7.41,2386188873,651574937,-32.41,-5.2,-375,0.156,54464785,939,Paused
2024-07-19,POL214735,Residence,223.1,274353,1,15,14.45,OBC,11.19,35.62,733869622,-506089190,54.15,-1.01,1490,0.804,5672295,992,Piloting
2021-10-04,POL798552,Landholding,114.6,66193,0,27,13.79,SC,2.76,5.85,1100928753,3065177819,-25.78,3.37,3871,0.433,79025024,186,Paused
2024-04-26,POL446162,Disability,208.9,381686,0,44,3.36,Senior,-2.57,-8.39,1522009517,1239778448,41.98,-17.57,638,0.612,40807764,1042,Draft
2024-07-12,POL385380,Assets,72.0,351970,1,35,11.26,OBC,26.86,1.17,305775316,-31561771,-25.94,-1.88,2676,0.517,29379784,822,Notified
2017-12-11,POL577427,Disability,174.5,80626,1,13,8.93,Migrant,17.19,3.22,661753123,-116556122,6.63,6.22,-890,-0.609,26590314,172,Piloting
2018-04-19,POL458338,HouseholdSize,225.5,136019,1,42,1.13,SC,13.81,-13.33,1564019588,1989253250,16.65,-14.43,305,0.027,29354180,165,Notified
2019-02-19,POL667532,CasteCategory,139.1,238311,1,2,9.85,None,30.65,29.81,682793405,188825269,39.91,0.75,2457,0.47,3106784,896,Revised
2025-07-27,POL987630,HouseholdSize,75.0,322730,1,18,17.63,Tribal,-20.97,31.53,2226080816,1283397981,-20.17,-6.17,1151,0.072,26020938,500,Paused
2024-10-16,POL388165,Income,161.5,377314,0,57,14.04,Tribal,19.95,3.38,1206273972,135664645,26.74,-14.98,2451,0.899,-18476356,376,Revised
2017-06-12,POL340547,Age,197.1,167610,0,58,3.62,EWS,33.07,-28.73,1583201043,857110809,47.5,21.22,1816,0.036,25688002,49,Notified
2025-06-03,POL973291,HouseholdSize,221.8,195536,0,18,3.98,Migrant,33.28,-22.28,-14167561,2310351022,55.12,-3.89,4076,0.096,22001414,493,Draft
2017-05-04,POL177615,Assets,119.6,62624,0,24,5.74,Senior,-14.59,8.18,2410837133,-494580919,58.42,2.18,-779,-0.76,-15301222,392,Paused
2023-12-24,POL858219,Income,99.7,139783,1,21,0.32,SC,23.59,-10.44,2483005805,268153096,53.09,3.61,2241,-0.842,46923946,358,Piloting
2021-10-05,POL450113,Landholding,184.0,396785,0,17,1.33,PwD,-21.47,-5.19,1509803891,2901223027,-1.96,-12.53,1236,-0.882,66456737,1161,Retired
2022-11-08,POL966985,Occupation,92.5,374979,0,11,12.95,None,16.52,9.79,129573473,1903908965,-16.31,5.49,4061,-0.701,1004057,235,Notified
2023-09-06,POL790512,Residence,91.0,165519,0,46,9.84,None,13.48,19.71,1127699209,2756961812,5.11,-8.94,3639,0.344,30706137,834,Notified
2024-11-27,POL228432,Disability,78.3,89325,1,39,12.53,EWS,2.34,-15.96,-203316731,-507754120,-14.74,7.23,400,-0.644,80462945,780,Piloting
2023-05-12,POL571250,Age,117.2,229180,1,35,12.88,EWS,-4.33,21.53,-333431855,2735990653,53.17,-14.72,3504,-0.784,78955363,44,Retired
2021-12-03,POL338132,CasteCategory,132.2,169313,0,46,1.33,SingleParent,-10.65,-21.82,409043839,2369071406,8.68,15.64,1952,0.226,8570109,4,Retired
2021-12-31,POL139339,Income,192.2,301035,1,54,17.03,SC,-4.04,12.36,168816269,-121720156,-5.56,18.86,244,0.717,4231156,920,RolledOut
2025-10-11,POL653466,Landholding,62.6,251963,1,51,17.45,Migrant,-19.04,20.25,2374553569,1081769104,52.4,24.12,-951,-0.934,4106207,616,Notified
2024-02-14,POL698251,CasteCategory,129.4,264309,1,6,0.61,EWS,-6.86,-8.1,1743570184,873127941,-6.61,20.3,-499,0.012,44796168,466,Paused
2022-09-03,POL834363,CasteCategory,178.1,149727,0,46,1.22,Senior,5.47,32.73,1641364102,2683295966,12.19,9.89,2274,-0.617,72356321,558,Draft
2022-07-10,POL762044,Occupation,154.4,246857,1,3,14.75,PwD,5.88,29.11,1784494521,1918495552,8.56,-13.49,1487,0.829,6785317,349,Notified
2019-09-13,POL647825,Residence,205.5,275840,0,42,10.94,EWS,9.62,36.14,579112734,2205489646,44.65,-16.07,-697,-0.163,50691905,1116,Piloting
2024-09-21,POL642497,CasteCategory,227.4,259201,1,56,17.85,PwD,18.63,-4.37,2481184721,2873067254,11.06,-16.44,3861,0.294,58096960,230,Retired
2023-07-12,POL652395,Occupation,84.7,278202,0,55,4.44,None,-18.0,39.99,1242528872,590101879,-1.55,17.8,1969,-0.131,-5234364,235,Draft
2018-01-20,POL254204,Residence,230.8,356077,0,26,14.32,OBC,26.0,6.31,127824754,-340671144,-23.19,14.42,4293,0.636,-10179445,505,Paused
2024-04-03,POL674852,Age,225.9,107273,1,58,9.44,Tribal,-3.05,-6.66,1520847551,1054752562,16.25,-9.99,152,-0.015,-10256746,185,Notified
2025-12-01,POL271949,Residence,116.4,62506,1,12,9.99,SC,-13.52,16.73,1158020565,2969908491,28.23,-9.36,-397,0.892,29558016,310,Paused
2023-08-08,POL620119,Assets,210.8,13862,1,55,3.76,PwD,-14.24,36.27,1327161382,1967030585,-10.44,-15.65,3733,-0.282,8241463,790,RolledOut
2025-01-01,POL466602,Landholding,148.2,280025,0,44,10.92,SC,23.36,36.68,300544009,-461578108,28.1,23.73,3005,0.443,19237686,1103,Revised
2024-02-03,POL861621,Occupation,210.3,134164,1,47,7.39,EWS,3.68,-11.79,1255143514,3139528169,8.89,-8.7,-228,-0.823,87289982,57,Draft
