soc_access_service_date,soc_access_state_ut_code,soc_access_district_lgd_code,soc_access_benefit_delivery_method,soc_access_dbt_transaction_id_hash,soc_access_bank_ifsc_code,soc_access_upi_success_rate_pct,soc_access_aeps_transactions_count,soc_access_eload_card_spend_inr,soc_access_authorized_retailer_density,soc_access_caseworker_caseload_avg,soc_access_appointment_no_show_rate,soc_access_document_verification_time_days,soc_access_language_service_request_count,soc_access_disability_accommodation_count,soc_access_office_distance_km_avg,soc_access_mobile_office_visits_count,soc_access_website_uptime_pct,soc_access_client_satisfaction_score,soc_access_service_gap_index
2020-10-13,HP,109080,DBT,ada0858791f54cc7a85bcbea,SBIN0375989,93.47,208,195848.46,2.318,330.5,11.3,6,64,18,25.47,31,97.95,1.97,0.565
2022-10-17,AS,597900,InKind,1044e277f2b24b7791baf8c8,YESB0189656,94.31,1258,128485.39,0.534,396.8,4.22,40,239,54,0.98,4,92.24,4.54,0.392
2021-12-04,SK,778823,Voucher,42610a10e03e4432a4fd1993,YESB0605945,99.83,3973,70978.28,5.76,240.2,15.86,42,174,75,18.25,2,93.36,2.31,0.663
2023-03-15,PY,758318,Voucher,a656cd335b55456b82e4f004,UTIB0525265,82.19,3131,263421.29,1.421,145.4,6.58,1,20,39,2.63,49,97.44,2.85,0.604
2020-09-22,LD,192820,Mixed,4721222443a342888a75bcb8,YESB0207012,82.41,1947,150339.52,2.698,342.4,10.11,36,60,64,21.2,34,94.52,2.98,0.4
2023-05-01,LA,802581,InKind,1fd6da08919f40f8a9273fb5,BARB0341442,96.05,2313,300574.66,4.5,237.8,19.81,26,154,59,15.92,2,92.5,2.73,0.689
2025-06-24,TS,442685,Mixed,f6aad29e9dae4d87b7e06a59,BARB0808481,85.75,3098,126448.57,0.608,374.7,8.2,17,73,20,27.08,51,99.12,2.71,0.536
2023-10-12,UK,240158,Mixed,596762c1663e4ed7a9da6609,IDIB0330043,94.26,2410,266.18,1.594,252.9,6.37,22,101,67,20.36,22,99.62,2.33,0.187
2024-02-23,AS,524766,InKind,bd76ab65f12748c8840cf1b6,CBIN0483146,91.01,2286,345252.5,3.719,395.8,0.7,19,161,38,27.57,39,94.99,3.84,0.638
2019-06-26,HR,295075,InKind,65b648ebfdca492ca353ab97,BARB0245176,87.7,2756,72597.23,3.222,41.8,15.43,36,86,0,13.03,27,99.94,3.6,0.027
2025-04-26,UP,705572,Mixed,25daeb931a64423db52609e9,YESB0252861,86.14,1407,113626.51,4.226,319.5,4.73,18,226,57,30.02,11,98.85,3.7,0.823
2023-12-04,PY,769709,InKind,16bb4ee5ab384f7f95871845,SBIN0780710,95.9,2850,105909.39,5.492,168.4,14.07,5,154,70,30.35,40,96.45,3.42,0.906
2023-05-23,JK,753092,Cash,9e60dc57d50c4b838c9f640f,PUNB0160006,85.06,3460,154008.46,2.712,292.4,8.07,17,104,19,23.01,21,97.98,2.48,0.078
2020-01-31,TN,204501,Mixed,e0475f1298b34c529a547e10,CBIN0356523,84.84,3548,218403.86,3.093,397.8,17.33,23,69,21,9.38,9,99.49,3.62,0.257
2022-11-16,BR,413685,InKind,a63afe59a0a8427fac81b22d,IDIB0982759,89.91,3101,365603.49,2.116,286.8,19.58,20,73,58,34.7,13,97.82,3.83,0.127
2023-09-28,LD,548343,Mixed,9e793a9472d14e1f858d61f9,BARB0528303,84.14,2262,292598.99,2.614,321.8,5.19,22,8,77,28.66,49,94.7,1.96,0.772
2023-05-14,KL,986324,DBT,591c9dabfb92498ab64172af,PUNB0645591,93.48,3275,65699.23,0.478,95.8,17.43,44,21,20,29.84,31,93.54,4.86,0.071
2019-11-14,AR,591392,InKind,cac022f9137440b185a0bbd4,IDIB0676709,99.76,3613,82654.22,4.393,100.6,3.36,17,194,34,0.6,25,95.45,3.6,0.541
2019-04-16,WB,688068,InKind,4ef474dbe3084ef1b61632a6,SBIN0276524,95.39,1551,381178.19,1.379,255.8,3.1,36,192,54,28.95,46,93.49,3.78,0.388
2022-05-10,GJ,405418,Cash,ccc6a092d852420e87324025,CBIN0432407,92.8,2429,112434.96,5.401,200.8,9.43,44,21,68,7.78,15,92.17,3.57,0.751
2024-01-09,KA,365867,InKind,182377c9bcd84472994392c7,PUNB0460635,89.06,3389,98407.4,0.412,77.8,7.14,37,138,2,17.89,9,95.65,3.94,0.639
2021-09-15,TR,816701,Mixed,c777d1ac77b94a299e5c030e,BARB0307614,99.69,3314,1606.55,0.543,315.4,21.72,24,82,15,24.71,5,94.63,3.84,0.544
2023-10-25,LD,851044,Voucher,1b3b044183394a15a8f04a76,SBIN0310585,97.75,2480,348334.08,2.207,304.1,17.69,44,174,71,14.48,6,92.76,4.28,0.503
2025-10-09,JK,149874,Voucher,89ba0574f45646259f47d20c,CBIN0647081,96.69,1315,332303.32,3.344,70.3,19.59,18,148,42,8.68,55,98.97,2.3,0.775
2025-03-24,GA,584887,Voucher,6135c2acddc749a3b704e690,YESB0197627,86.12,4550,156426.37,5.233,53.7,2.99,12,199,60,17.61,54,92.98,2.31,0.477
2023-06-01,GJ,799699,Voucher,2f25a7c8df2e4b0a9f2e939c,HDFC0216230,84.21,2708,3291.68,5.222,180.8,15.71,38,155,5,10.63,24,97.04,2.48,0.42
2024-02-06,CH,242087,Voucher,678b34cb5e324069a376643b,BARB0615971,85.19,2704,353508.9,7.303,278.7,13.29,41,49,7,21.61,28,96.55,4.79,0.025
2019-08-14,KL,681428,Voucher,10ed5e65534a49479005f320,HDFC0504403,86.63,2339,44714.35,2.702,379.0,2.18,6,166,58,4.02,22,99.83,2.91,0.269
2019-08-06,AS,526284,Voucher,e2fe71ba4efa4592a968f214,SBIN0650739,83.46,3800,207210.57,0.539,202.3,17.46,14,208,30,14.41,32,94.03,2.78,0.37
2023-11-28,SK,556495,Mixed,54b988687aba4d3c9c63cdb6,BARB0124263,97.9,1510,378066.43,6.473,67.4,18.78,12,248,75,20.79,10,93.88,2.51,0.579
2024-08-10,TS,634506,DBT,d6ca5de5e4124f64890e1a50,SBIN0734423,85.32,4686,109926.95,5.507,358.6,20.11,36,175,34,34.67,39,97.02,3.29,0.673
2020-05-11,PY,885134,Cash,bb33728fdb3a48c489e41020,YESB0864899,86.06,311,170850.91,0.604,83.1,20.68,12,100,67,17.44,30,96.47,4.61,0.963
2023-02-23,NL,178172,DBT,25771cf50ea84048a0e8ec14,BARB0571725,97.9,62,297385.32,0.717,280.4,2.37,29,127,43,15.02,54,98.49,3.89,0.277
2021-01-01,AN,282021,DBT,aa966fc17c7d4c5597bb5046,YESB0856755,99.15,2550,302923.24,3.627,194.2,19.41,42,34,54,34.62,19,93.38,2.38,0.544
2019-10-05,PB,410530,Mixed,c27d57bef7cd40489bfd919e,IDIB0459695,85.97,4296,208217.87,2.628,385.2,20.8,40,159,52,32.4,45,94.4,4.4,0.756
2021-08-25,LA,820695,Cash,d6a341bf63e2430e852c5fab,PUNB0171031,87.27,48,195188.67,4.513,306.4,15.2,39,34,9,23.62,9,92.04,4.73,0.311
2022-02-18,NL,633035,Voucher,3bb2115e247446a0826ff6f8,HDFC0439789,96.32,3394,188779.14,1.722,35.1,4.04,23,65,63,19.16,5,97.77,4.01,0.549
2024-06-07,TR,268996,Voucher,0224c9f8962447e5b32fe097,YESB0501731,99.37,1949,218714.72,7.199,178.5,8.82,27,127,78,9.63,45,94.6,3.64,0.419
2025-01-19,LD,121263,DBT,a6e05715dbc249c7a167cf65,BARB0878983,93.63,108,155990.26,3.89,104.4,1.98,32,119,30,21.91,53,93.89,3.88,0.397
2025-08-11,DL,991400,Cash,8a5caa0c20f9401d833d26e2,PUNB0401244,89.92,1853,115386.5,5.655,144.2,0.09,14,95,27,29.22,53,96.84,4.08,0.063
2019-09-25,MN,223932,DBT,ca697952d45f4b129f41678d,BKID0383590,94.07,3233,142223.12,1.031,188.6,20.24,22,161,47,34.36,3,94.01,4.46,0.024
2025-06-21,OD,129488,InKind,2cc2c15e38444f519dd1beb7,UTIB0899214,95.97,3168,214995.28,4.665,243.4,21.39,21,228,50,6.15,21,92.45,3.84,0.295
2022-08-16,SK,465906,DBT,12cf660f7acf437ca09d82be,PUNB0325869,84.02,4244,171963.39,6.502,342.4,20.22,36,230,30,9.74,28,93.89,3.45,0.912
2020-03-12,CG,597876,Voucher,a7055c69044347b389ffba91,YESB0678201,89.79,4937,263492.11,0.27,68.3,5.59,25,127,21,30.98,17,98.8,2.37,0.193
2023-07-14,HP,332767,DBT,d33ca722c6f742068657757d,BKID0393970,97.35,272,284013.54,4.096,204.8,13.66,20,137,77,30.16,17,96.76,2.96,0.063
2019-06-04,UP,251214,Cash,7641ca8848944e44938ba223,BKID0956309,94.63,4290,448264.67,1.926,362.5,10.99,24,112,66,25.14,22,95.77,2.06,0.62
2022-03-26,AS,177901,InKind,882a4728e00e4a52a9f9414e,HDFC0270662,84.75,48,276826.26,3.64,201.4,10.91,7,224,45,3.81,1,95.93,4.06,0.959
2024-10-19,SK,467177,Mixed,c5b1998e9bb14b9aac6b5bc3,BARB0751543,95.52,4875,330584.93,6.138,234.9,9.42,11,215,30,24.78,55,99.98,4.88,0.057
2025-10-19,NL,956654,Voucher,9eda786324a14600bc037ad3,SBIN0595057,93.95,3869,44114.31,5.207,334.8,20.71,36,13,28,16.52,18,92.25,2.1,0.745
2021-01-06,NL,233151,InKind,8bd0507839d14fa8b6eac634,HDFC0980836,86.74,4754,342201.96,5.683,309.5,17.4,5,199,31,13.12,35,93.29,3.16,0.108
2020-03-22,DN,615514,InKind,35e643f5eb0045b68be0fa5e,BKID0994649,88.16,338,229006.57,1.666,231.3,18.63,30,7,47,8.92,47,98.92,3.97,0.135
2023-01-30,JH,274442,Voucher,87d702127f114f43b3a5fbfa,ICIC0814327,87.63,370,389951.14,6.261,407.3,0.76,40,178,0,11.27,9,96.28,1.89,0.936
2020-02-07,AN,706338,Voucher,fe864b7def504e5d96e3f049,UTIB0193110,99.78,4927,436908.94,4.644,48.9,9.06,30,84,52,18.85,12,99.96,3.16,0.701
2025-11-07,AN,154882,Cash,539e675eafc34d2dacdbc373,PUNB0522105,85.29,1409,103664.52,0.613,56.0,13.16,28,131,46,5.84,37,97.47,4.26,0.559
2021-04-18,PY,282920,DBT,81d27b18f2d44e1598c5def0,BARB0869060,96.85,1907,417903.8,6.484,199.5,14.49,32,195,11,17.92,59,97.79,2.71,0.165
2020-04-21,CH,107203,DBT,2f984c7b3ef14ce5ab7ab7f4,ICIC0674634,91.5,1484,302238.39,0.513,95.8,19.69,6,58,20,1.88,24,96.64,3.85,0.559
2020-08-31,OD,683587,Voucher,644ff729e6ea4670a3ccd92b,HDFC0891071,97.76,783,332601.14,0.313,118.4,3.67,6,33,22,14.49,54,92.14,3.68,0.062
2021-08-16,MH,747374,Cash,8708be80e4df4bd28727c78c,PUNB0819428,99.58,355,212562.48,6.27,92.8,1.98,44,141,73,33.61,1,99.26,3.97,0.394
2024-03-11,AN,254385,Mixed,494c76a12aa04027919b783c,ICIC0381664,99.2,676,159657.11,0.196,301.6,19.65,19,209,74,25.92,44,96.18,2.54,0.704
2025-01-27,LA,508114,DBT,2daf7ac9f7524c48a16f25b3,IDIB0275558,97.29,4233,360015.31,0.754,197.2,11.15,18,28,62,2.59,58,92.07,2.32,0.568
2024-02-26,KA,363889,DBT,7e3a16a348b544f08b164fbc,BARB0390307,89.4,134,9887.31,0.225,356.2,11.86,7,96,54,24.14,44,93.68,1.85,0.675
2023-07-21,MH,141032,Voucher,5a1a4ac31807454aa91ff9c3,UTIB0726349,86.86,4476,243268.08,6.614,131.4,19.58,32,134,76,7.02,6,94.8,3.29,0.116
2020-11-21,NL,133544,Mixed,e0988b6d3d8e423894ce5d60,BKID0532957,87.72,1100,33223.4,0.431,275.0,16.5,1,56,58,16.7,0,94.29,2.38,0.759
2025-07-25,BR,945071,Voucher,765ef0969b4e4e89b8452cbc,CBIN0139463,93.69,3024,114585.67,2.858,117.2,16.08,7,212,31,10.44,24,92.22,3.82,0.956
2025-12-31,KL,682641,DBT,e7767bd8c8b94a6a80f1b95f,ICIC0768228,88.12,1286,326339.6,1.706,40.6,4.09,10,149,28,32.71,33,94.24,3.5,0.908
2023-06-04,GA,699048,DBT,05de207606f2479593ac9041,CBIN0140227,89.78,4454,339632.38,2.628,300.2,13.67,41,128,52,2.09,39,99.17,4.38,0.088
2024-06-25,WB,365811,Mixed,5abe46432cf04060a0394ae1,YESB0468373,83.43,202,400069.5,2.25,91.0,9.9,42,34,32,30.86,55,96.71,4.29,0.099
2021-02-15,NL,337845,Cash,0f8961d634cb420996fa5399,UTIB0516055,95.8,3571,321946.76,6.67,302.1,13.44,3,17,36,24.61,35,94.62,2.92,0.513
2022-02-17,SK,815258,Cash,9add214a2c7243f4a3cde31e,UTIB0552723,84.0,4672,303635.69,5.788,300.9,12.66,6,41,77,12.83,16,92.7,2.72,0.524
2024-08-20,AS,494825,Mixed,1387850f3fd448a9a700e995,HDFC0225181,88.03,2202,425302.78,6.649,292.2,0.58,43,7,72,30.81,0,98.01,2.05,0.857
2021-12-20,RJ,191886,InKind,ef16761ea6814fbd82433925,IDIB0773010,92.57,2253,241834.32,5.428,262.9,7.57,28,133,48,14.34,55,97.75,4.14,0.369
2024-04-25,UP,540339,InKind,855ecb2be7604456880a608a,UTIB0864434,91.51,749,294246.74,2.545,375.7,10.07,32,215,25,24.5,36,92.02,3.34,0.514
2025-01-07,TR,569446,Voucher,dd16a3a5d07142df829825ab,BKID0728109,97.99,4393,390628.28,1.475,64.1,11.0,25,189,35,27.62,40,99.95,2.84,0.204
2025-07-15,AN,612934,Mixed,ba32c16c786e4218b3b796d7,BKID0955962,93.79,4792,343662.82,4.02,393.8,2.19,10,56,26,10.17,43,94.13,3.98,0.947
2021-01-15,CG,583199,InKind,b9b8451aa089498ab5fbaa67,YESB0331750,96.12,2482,346466.5,2.739,60.4,19.77,32,49,33,2.71,48,94.1,2.65,0.121
2022-05-02,PB,871704,DBT,6e06bb28753b4ab0b8734e8d,BKID0244656,87.43,3461,241540.11,4.861,225.7,7.35,8,131,29,30.41,50,94.41,3.28,0.904
2021-09-13,NL,319903,DBT,9c7229f25dbb483d8021e058,BARB0160565,84.37,3790,237530.16,0.388,390.4,10.77,1,194,35,8.25,52,99.69,3.15,0.891
2022-07-09,JK,630909,DBT,147421a8aabe463da3b8fe09,HDFC0749367,95.31,1770,291918.01,5.376,138.5,14.6,37,194,39,32.63,11,98.73,2.64,0.05
2024-03-14,TR,898937,InKind,41097a38d101424aa52443cc,UTIB0245896,84.75,19,315245.88,2.317,357.6,15.82,17,130,51,11.16,17,97.1,4.25,0.775
2021-04-08,LD,980852,Cash,b37808477c9347cd918f3a9f,IDIB0944362,96.93,643,245745.83,3.521,263.4,8.32,1,63,71,14.64,2,95.95,3.99,0.338
2020-08-18,AP,968482,Cash,b826acba4e4545aa994aaaca,ICIC0638514,98.88,4484,83460.12,7.342,366.6,2.84,19,120,42,15.17,7,94.62,3.41,0.225
2020-11-18,MZ,754127,InKind,86b202b209394973b49f7ee1,ICIC0823721,87.06,3994,111785.24,1.695,53.7,4.56,5,184,16,16.48,56,94.68,3.94,0.402
2024-05-12,UP,196005,Voucher,815dbbd7594747c199484186,CBIN0491228,95.62,474,221883.8,0.971,249.0,3.63,21,219,14,33.7,25,94.61,2.08,0.924
2025-12-23,BR,989664,Mixed,5777246ee2454d8c9b916c01,IDIB0761360,89.83,4010,91829.19,1.653,107.6,5.37,30,18,52,8.73,40,98.9,3.13,0.399
2019-09-21,TS,129017,InKind,906cf883bef64417a09171be,HDFC0499285,87.35,4415,190569.32,2.701,42.0,13.28,15,193,79,21.37,33,97.45,3.66,0.243
2025-11-03,HP,595673,Voucher,c7e709361a3b4aabbdfbffa6,YESB0584886,89.72,2715,66213.46,4.068,300.2,11.79,3,187,24,10.44,27,95.25,3.02,0.525
2019-03-24,AS,502038,Cash,c6520bb4733a451fb2febd6d,SBIN0796222,93.58,2256,65804.59,7.354,323.6,3.71,40,53,7,4.76,9,99.95,4.01,0.41
2022-09-16,TS,710603,Voucher,a76c20832f284edbbd63cb08,PUNB0314337,99.69,4999,379446.83,6.537,318.5,14.99,24,15,6,10.25,43,93.42,3.42,0.019
2019-12-09,ML,804480,DBT,79c4d22ab3484e4eb0e3f31e,YESB0896057,87.37,4359,244012.5,5.391,314.9,1.4,1,77,21,19.42,45,92.61,2.99,0.186
2025-09-08,MN,764107,Voucher,3a8b835e7aab48f595e20cdf,BARB0744668,94.64,1932,351195.7,5.432,343.0,20.01,25,69,76,21.32,9,94.95,3.09,0.017
2024-05-02,KL,304141,Voucher,a404662ba34946f1acb0b4d0,ICIC0771885,87.99,2384,5192.72,2.2,215.8,12.46,41,28,62,9.38,19,99.85,4.02,0.522
2021-06-29,TR,779271,Voucher,e55c2f5b2a1846ab8b991584,IDIB0314346,86.5,4710,128533.94,6.967,168.8,12.99,0,64,62,34.56,57,92.19,2.0,0.641
2023-10-22,TN,782023,Mixed,bb81fbe397b24ab292335297,IDIB0181114,93.31,4607,7956.29,4.093,331.8,6.29,35,48,26,12.82,51,92.65,4.4,0.718
2024-12-13,TR,121986,Voucher,d9d9c2db78f54c42bde431be,PUNB0165570,95.63,3151,1521.97,1.303,291.6,11.26,16,222,76,29.15,39,94.73,1.98,0.208
2020-07-10,AN,673585,Mixed,c410e9c208dd4026b732955c,PUNB0682314,94.84,3242,14407.38,7.132,112.0,9.38,31,21,32,1.42,57,99.9,2.21,0.805
2023-06-12,SK,214726,Voucher,9c0d7e2c63a34cf294b27511,YESB0235001,98.87,3682,234685.92,3.848,202.6,20.92,1,133,32,24.39,52,94.75,4.31,0.411
2021-02-05,AS,605823,Cash,701c284f04d54be4bb793bdf,YESB0999271,83.92,1444,40869.92,1.251,105.1,1.68,40,81,75,10.76,36,97.42,2.96,0.049
2024-01-08,GA,304949,Mixed,2e89a30e99f94af2b593384a,SBIN0964941,91.68,4585,359268.3,5.541,334.9,10.09,43,210,60,18.88,33,98.91,3.22,0.928
2022-12-22,PY,422547,Voucher,94c640b51a1a4d4fb4106eb3,IDIB0126259,87.21,1470,232284.43,1.83,130.1,17.41,24,118,23,29.31,38,97.36,2.96,0.693
2024-01-11,KA,344344,Cash,82d05d78902a49cd93333c37,SBIN0752551,96.62,4155,110408.88,1.489,274.7,11.98,9,145,52,25.42,48,92.72,2.09,0.563
2023-06-17,ML,875932,Cash,e1f458783245442fafe5c7c3,PUNB0334694,83.11,4100,377395.71,2.08,318.1,12.43,6,98,28,12.72,57,93.19,3.69,0.04
2023-06-14,MH,914830,InKind,1ab1a1142d0e4963b219cb49,PUNB0406809,85.15,1443,229336.95,4.379,416.8,20.05,31,201,49,25.69,19,94.07,3.94,0.014
2019-08-05,PY,818460,Voucher,54c2b3f27edd47dcb20bb40b,IDIB0316279,95.82,4038,157859.57,2.265,201.8,8.27,35,166,10,14.61,18,98.37,2.39,0.565
2024-12-19,CH,750342,Cash,73f11813552040ef938a3779,SBIN0847490,88.35,4336,255577.79,0.402,370.9,0.05,30,137,3,2.41,7,98.42,4.13,0.879
2020-03-14,NL,426990,DBT,ac510d7ba91348c68315b90e,YESB0904376,94.2,2483,302673.93,2.967,290.8,20.36,22,99,77,23.36,0,93.36,2.11,0.647
2021-09-29,TR,228953,Cash,6c1104e975cd4359883bedd7,IDIB0136361,99.87,2698,251461.66,1.834,38.3,0.73,34,112,5,32.8,21,95.03,4.2,0.006
2022-07-30,PB,611412,Mixed,48097f13d2154d41a141ade6,BKID0343034,90.23,2546,419753.38,3.885,185.6,17.54,33,63,32,3.11,14,93.12,3.97,0.638
2024-12-11,TS,483719,InKind,d812db192365489baa6951bb,PUNB0503828,91.54,224,159288.18,3.501,186.7,3.07,15,164,15,24.13,53,95.78,4.63,0.349
2023-05-28,LD,354158,Voucher,36e391a470694d6cab176b8d,IDIB0569639,99.46,2702,184477.23,0.678,81.1,0.46,34,73,1,29.42,29,94.91,4.32,0.122
2020-04-13,TR,318809,Cash,83f3c534069040b5b10c1093,ICIC0178882,95.36,3369,386484.5,1.915,203.3,7.8,8,71,59,20.96,41,99.94,4.42,0.812
2021-01-02,CG,244837,InKind,4dedadb90cce46b9a1961adf,BARB0847024,85.52,2806,286869.4,2.183,79.8,19.01,36,116,22,17.09,12,95.11,4.77,0.576
2020-05-26,OD,846876,InKind,9c17691bac7d48338761ba43,BKID0940580,96.4,2498,434820.04,3.687,356.6,0.81,23,229,63,8.45,27,92.4,4.42,0.724
2023-02-20,CH,389224,Mixed,eb10c64dfdf645f8b5846ae1,SBIN0462578,91.23,2506,356474.1,6.184,174.3,5.78,33,109,43,6.95,48,96.16,4.27,0.165
2024-01-09,AR,926016,DBT,3627dde8776f4269bb8f161b,CBIN0871509,96.09,2683,230817.73,1.718,105.5,6.14,31,227,51,13.99,14,99.26,2.41,0.116
2023-12-19,MP,702757,Voucher,9ad43cf1335949be876fcf1c,UTIB0708718,92.71,4645,285623.24,1.271,266.7,2.09,4,131,53,22.52,23,94.96,4.14,0.515
2024-04-02,HR,247860,Mixed,4caafd8693c34675be35a452,ICIC0632568,86.07,2057,182737.98,0.108,365.2,2.04,33,18,15,11.15,35,98.55,3.76,0.528
2023-11-30,UP,156298,DBT,da13d7920c1b43b191774436,BKID0837144,96.58,1121,57440.53,4.588,394.9,19.98,35,145,36,17.2,12,95.33,4.78,0.582
2025-04-26,GA,474913,Voucher,a7c57b6b02704fc3aaa0f0b9,PUNB0525726,82.04,320,183199.74,2.51,379.3,15.3,2,229,62,21.08,35,96.55,4.03,0.744
2025-05-07,TN,173412,Voucher,1c5a7915030c4fadaaf8091b,YESB0592943,97.9,4353,126668.6,5.059,374.6,6.85,10,220,18,7.51,36,96.02,2.6,0.664
2020-12-03,AS,957552,InKind,afa11f52dc0442cfab399580,UTIB0347198,96.65,901,305135.94,5.207,169.0,5.24,33,45,9,26.0,31,98.99,2.31,0.676
2021-02-17,LA,916516,DBT,4130701a76db4f71952ded00,BKID0740965,99.37,2085,301138.75,0.431,229.6,0.94,16,66,33,22.08,9,96.54,2.67,0.175
2019-05-24,KL,691379,Mixed,44eadf7b66b84c8c8f2a263c,BARB0243155,82.64,3782,421815.55,3.196,178.0,7.89,5,170,71,20.8,44,95.03,3.29,0.418
2020-11-14,MN,363627,DBT,412af3e9c33943fe9cdd7d2f,HDFC0318845,89.83,892,35755.85,7.263,390.1,6.62,38,109,25,16.84,50,98.14,3.82,0.6
2022-07-21,AN,881286,Mixed,03f3e0b7097a4e40bd9d9d8d,SBIN0531928,85.03,1171,210405.8,2.136,70.7,20.18,23,205,30,12.9,14,92.4,2.47,0.519
2023-08-12,MH,682356,Voucher,f59f8780a9be4d65ac5460e5,PUNB0446780,88.69,3176,179387.63,4.019,248.4,4.85,17,130,10,19.3,6,94.18,2.52,0.304
2025-02-16,CG,421924,Mixed,76ce3359b07d4318941c3a0a,IDIB0315620,88.44,3138,237347.27,4.08,130.1,8.91,24,60,58,26.85,30,94.29,2.74,0.944
2023-02-27,JK,891893,InKind,35b3594556ab4bcaae282551,YESB0272699,92.7,1216,53803.39,2.028,362.4,15.0,17,82,27,24.77,10,96.55,4.3,0.14
2025-10-20,CG,288731,DBT,4cb3df2613c44c54b3f51079,CBIN0874806,89.83,2709,221141.94,5.866,165.6,7.07,5,28,13,25.87,18,98.67,2.93,0.975
2022-11-15,NL,611018,Voucher,9afe4859b9e44489be0bccdd,YESB0631772,99.28,3520,295654.95,0.127,367.5,17.2,25,71,8,7.49,39,96.43,2.04,0.782
2025-01-02,CG,722172,InKind,dbc89e9133fc4f58ab9dfcdc,ICIC0439653,86.97,1106,141203.84,1.778,392.3,15.98,43,189,25,27.33,12,95.67,3.49,0.596
2024-08-28,UP,917085,Cash,95a1626236d24cd19c60b6d3,PUNB0861201,89.5,2216,292698.97,4.485,101.2,0.78,42,55,16,11.87,21,92.52,1.82,0.127
2022-06-06,JH,223683,Cash,3a13c87b988f4f55a32b3f91,UTIB0842643,94.54,1402,119552.26,6.888,325.4,18.83,28,110,39,8.31,19,99.76,3.89,0.564
2025-02-08,LA,358891,InKind,46a2780217b64a0abc88fef3,IDIB0199798,86.95,4700,166187.43,0.171,169.7,8.01,7,44,34,4.43,42,94.36,4.41,0.088
2025-01-16,HR,855910,Voucher,a342ef1b3001400bb6e99eda,IDIB0610556,94.96,1917,408279.74,4.546,190.3,2.11,10,121,39,29.1,48,93.04,2.32,0.932
2021-03-09,TR,549653,Cash,63a93ca7394148878796c59e,CBIN0375051,94.69,4279,11276.28,0.125,140.6,15.36,14,241,29,21.89,52,98.66,4.42,0.286
2020-07-01,AP,779352,Voucher,4b494a2d250143f8bee556d8,UTIB0586750,94.75,4400,122770.55,4.709,272.4,16.44,2,190,7,29.48,6,99.12,3.9,0.4
2019-11-07,CG,796175,Voucher,084373d83046442cbe3ee7f4,HDFC0746198,94.08,838,421076.53,3.146,167.1,1.56,6,191,62,19.74,46,94.39,2.11,0.637
2025-06-13,JH,374415,Voucher,f2ddc5ef2ffe4e8aaf21db2f,CBIN0107656,96.63,4706,66169.27,3.315,320.1,7.79,34,63,43,30.14,16,96.39,2.51,0.019
2022-02-04,DL,398284,InKind,78e57878a37144eda0224dae,ICIC0562210,99.81,245,178833.52,7.26,334.7,19.7,19,76,14,19.57,53,98.27,2.5,0.542
2022-12-20,PY,548839,Voucher,ab762a91e886439ba3f79d88,BKID0362558,82.99,1933,204343.05,5.149,187.1,14.73,37,24,6,22.68,31,92.17,2.44,0.715
2020-11-29,TN,125130,InKind,6acf7a5711ea41a7bcd03b97,YESB0580609,90.9,794,293691.3,1.553,36.8,11.75,2,230,75,2.16,55,99.9,2.84,0.207
2021-09-22,MP,819273,Mixed,e430bddcd8604a0e8b387cf2,BARB0198857,96.55,230,275297.98,7.48,60.4,11.09,4,239,73,23.5,24,94.59,4.61,0.154
2021-10-26,KL,203923,Mixed,26475b955afb469580472446,CBIN0835808,82.0,2759,282043.05,1.999,140.4,13.39,31,84,15,21.0,19,95.84,2.49,0.488
2023-01-27,HR,941418,Cash,a551b2ab543549a0ba7cd5b4,ICIC0589301,91.76,3004,423184.84,5.176,402.2,14.37,11,174,33,8.62,49,92.4,4.67,0.537
2020-03-23,MP,800906,DBT,6d36d41c891a4e35b2174ced,SBIN0289956,93.81,2909,176753.22,5.134,186.6,1.51,10,52,46,4.12,21,92.38,3.5,0.439
2024-06-27,NL,416944,Mixed,8f0dab8377b44dd997cf5ba9,SBIN0792715,85.43,2087,220415.78,6.388,321.5,7.35,28,163,35,12.28,46,92.89,3.4,0.296
2021-09-26,TR,165054,Cash,846d130a8e3641058e5af08b,IDIB0134004,89.17,3934,433788.37,3.052,395.4,11.59,41,23,66,2.29,3,94.57,3.89,0.41
2020-09-05,HP,810991,Mixed,53146c67d96b4713a081bd32,BKID0633540,96.13,2461,57668.62,5.25,166.5,16.07,18,83,46,21.11,40,99.37,4.3,0.312
2019-02-07,AR,503673,DBT,2aa97f967cd34c1db0b196ad,BKID0551584,83.19,2675,426695.28,4.732,251.1,16.34,34,98,21,19.2,54,96.12,4.77,0.25
2019-09-18,RJ,275020,InKind,c18a6d40d78848ea8b949bef,IDIB0135680,84.41,2209,426726.19,3.33,363.1,13.32,15,248,62,32.14,16,94.61,1.81,0.472
2020-11-19,HP,486622,InKind,adb09a59b1ea4abb92b1f526,HDFC0324734,96.64,1036,429063.73,6.878,271.7,12.9,37,116,69,18.21,59,95.61,3.03,0.396
2024-02-18,MN,913185,Mixed,191acad7c42a41c7ad08c0c6,BKID0169426,96.48,3272,30163.08,1.964,78.2,8.09,19,55,5,25.59,1,94.12,2.35,0.435
2024-12-25,UP,719630,Cash,fbab2594724d444d83f2e32b,HDFC0759147,92.57,4145,259904.85,1.76,331.3,18.36,6,11,68,23.31,7,96.99,2.27,0.0
