trans_mar_reference_month,trans_mar_port_code,trans_mar_country_iso2,trans_mar_ship_type_code,trans_mar_gross_tonnage_total,trans_mar_cargo_tonnes_total,trans_mar_container_teu_total,trans_mar_passengers_count,trans_mar_vessel_calls_count,trans_mar_port_dwell_time_hours_median,trans_mar_congestion_index,trans_mar_fuel_type_code,trans_mar_sulphur_cap_compliance_flag,trans_mar_ghg_intensity_index,trans_mar_shore_power_available_flag,trans_mar_eu_mrv_reporting_flag,trans_mar_accident_incidents_count,trans_mar_customs_clearance_time_hours_median,trans_mar_data_source,trans_mar_data_extract_date
2026-03,BEPORT043,BE,FERRY,47282532.54,145686874.5,3626426,130223,10001,7.4,1.9997,AMMONIA_PILOT,1,1.6172,1,1,21,0.95,EU_MRV_DATABASE,2025-09-19
2026-04,DKPORT044,DK,GENERAL_CARGO,37921132.4,160272549.82,729745,618170,16362,86.21,0.342,METHANOL,0,2.0172,0,0,22,39.79,CUSTOMS_ADMIN_DATA,2024-10-20
2026-05,GRPORT045,GR,CRUISE,105374994.67,314677686.72,277791,5364491,6365,3.79,1.5347,LNG,0,0.5974,0,1,5,38.82,EMSA_PORT_STAT,2025-08-30
2026-06,LTPORT046,LT,RORO,64596384.92,170536754.57,2302494,3304574,2440,11.25,0.5527,MGO,1,0.6936,0,1,6,40.35,PORT_AUTHORITY_REPORT,2024-08-14
2026-07,PTPORT047,PT,TANKER,55138291.46,96792611.64,2821662,2083634,12939,49.73,2.063,VLSFO,1,0.6906,1,1,63,64.85,EU_MRV_DATABASE,2025-03-30
2026-08,SEPORT048,SE,BULK_CARRIER,48334984.25,160663382.42,1823288,2060428,26845,25.69,0.4581,HFO_SCRUBBER,1,1.8617,0,1,26,58.62,CUSTOMS_ADMIN_DATA,2026-02-16
2026-09,CYPORT049,CY,CONTAINER,60519637.26,137233845.45,7447552,539679,1359,65.98,0.4946,AMMONIA_PILOT,1,1.3188,0,1,3,58.35,EMSA_PORT_STAT,2024-06-29
2026-10,FRPORT050,FR,OFFSHORE_SUPPORT,71074769.67,161325927.36,345046,2161607,13412,83.98,0.9566,METHANOL,1,1.0319,0,1,28,17.03,PORT_AUTHORITY_REPORT,2025-06-04
2026-11,ITPORT051,IT,FERRY,30907396.02,286577487.69,1440815,2388168,22846,57.98,1.3876,LNG,1,0.5949,1,1,21,52.43,EU_MRV_DATABASE,2025-03-05
2026-12,NLPORT052,NL,GENERAL_CARGO,6482484.67,2677714.13,891975,1613389,5236,40.93,2.2183,MGO,0,0.9688,0,1,17,57.7,CUSTOMS_ADMIN_DATA,2024-03-31
2016-01,SIPORT053,SI,CRUISE,68200825.22,214697933.78,3461047,6490515,7052,8.76,2.19,VLSFO,1,1.3249,1,1,4,66.75,EMSA_PORT_STAT,2026-02-10
2016-02,BGPORT054,BG,RORO,83366869.58,179996480.14,1364928,13406588,21714,55.83,0.3282,HFO_SCRUBBER,1,1.1775,0,1,43,18.85,PORT_AUTHORITY_REPORT,2025-04-24
2016-03,EEPORT055,EE,TANKER,28543307.04,232764099.4,1620120,1921776,21458,44.64,0.4088,AMMONIA_PILOT,1,0.5424,0,1,12,29.36,EU_MRV_DATABASE,2026-01-13
2016-04,HUPORT056,HU,BULK_CARRIER,52921885.81,34354994.81,2316850,1077663,21148,73.38,1.4453,METHANOL,1,1.1825,0,0,34,10.89,CUSTOMS_ADMIN_DATA,2024-06-25
2016-05,LUPORT057,LU,CONTAINER,61584202.06,92997349.18,11226586,893946,7733,15.15,1.9362,LNG,1,0.6563,0,1,17,22.58,EMSA_PORT_STAT,2024-09-27
2016-06,ROPORT058,RO,OFFSHORE_SUPPORT,46709961.04,78159831.3,1794834,760422,8970,72.49,1.5944,MGO,1,2.3253,0,1,64,50.5,PORT_AUTHORITY_REPORT,2025-01-15
2016-07,ATPORT059,AT,FERRY,42892501.4,28783271.1,2305355,14013864,18429,54.83,2.283,VLSFO,1,1.0904,0,0,34,70.89,EU_MRV_DATABASE,2024-09-10
2016-08,CZPORT060,CZ,GENERAL_CARGO,108073717.05,293300137.8,3455783,2123041,14604,38.1,0.4509,HFO_SCRUBBER,1,0.8592,0,0,7,31.17,CUSTOMS_ADMIN_DATA,2025-09-26
2016-09,DEPORT061,DE,CRUISE,31527414.95,11505961.69,3504852,3070747,13963,57.31,2.2079,AMMONIA_PILOT,1,1.8019,1,1,31,56.71,EMSA_PORT_STAT,2026-01-06
2016-10,LVPORT062,LV,RORO,20527474.0,247895953.71,3112645,4562052,4118,63.29,0.7548,METHANOL,0,1.5491,0,1,36,52.78,PORT_AUTHORITY_REPORT,2026-01-19
2016-11,PLPORT063,PL,TANKER,27976952.68,222789711.93,1268640,1917364,17403,36.0,1.1322,LNG,1,1.1596,0,1,10,60.96,EU_MRV_DATABASE,2025-11-15
2016-12,ESPORT064,ES,BULK_CARRIER,94730488.89,168000461.46,184056,1816121,5751,52.91,0.6728,MGO,1,1.3247,0,1,18,9.57,CUSTOMS_ADMIN_DATA,2025-01-21
2017-01,HRPORT065,HR,CONTAINER,33306210.35,46907349.05,682186,807066,13979,83.35,1.0289,VLSFO,1,0.8233,1,0,16,19.69,EMSA_PORT_STAT,2024-05-05
2017-02,FIPORT066,FI,OFFSHORE_SUPPORT,11619322.12,125405805.18,2941956,411091,9761,43.25,1.3927,HFO_SCRUBBER,1,1.9238,1,1,39,32.7,PORT_AUTHORITY_REPORT,2026-02-01
2017-03,IEPORT067,IE,FERRY,40779635.71,111152601.37,2322048,2137134,1936,35.25,0.6451,AMMONIA_PILOT,1,2.0049,1,1,19,5.11,EU_MRV_DATABASE,2025-07-28
2017-04,MTPORT068,MT,GENERAL_CARGO,26895503.62,110743900.09,2581840,194144,9931,75.44,2.6254,METHANOL,1,0.4414,0,1,24,63.2,CUSTOMS_ADMIN_DATA,2024-11-26
2017-05,SKPORT069,SK,CRUISE,596987.48,342979085.1,734242,14569662,1797,14.21,0.7544,LNG,0,1.4211,0,1,13,60.54,EMSA_PORT_STAT,2026-01-03
2017-06,BEPORT070,BE,RORO,76166838.62,17634170.31,2697645,11053795,3279,58.06,0.48,MGO,0,1.7263,0,1,11,57.53,PORT_AUTHORITY_REPORT,2025-08-23
2017-07,DKPORT071,DK,TANKER,109655663.29,44412166.46,1244594,837352,10202,88.08,0.7604,VLSFO,1,0.9348,1,1,53,56.73,EU_MRV_DATABASE,2025-01-03
2017-08,GRPORT072,GR,BULK_CARRIER,27410629.81,107277205.7,1072727,388713,2210,16.06,0.8702,HFO_SCRUBBER,1,0.7749,0,1,9,55.14,CUSTOMS_ADMIN_DATA,2025-02-25
2017-09,LTPORT073,LT,CONTAINER,115768774.53,239288634.82,10386946,1553545,14722,10.53,0.8593,AMMONIA_PILOT,1,1.4722,1,1,13,40.54,EMSA_PORT_STAT,2024-09-27
2017-10,PTPORT074,PT,OFFSHORE_SUPPORT,16593247.24,23299783.09,711584,1094677,5883,15.23,0.8078,METHANOL,1,2.0109,1,1,14,46.36,PORT_AUTHORITY_REPORT,2024-12-09
2017-11,SEPORT075,SE,FERRY,74987193.23,148501228.21,115810,5320344,22045,82.2,2.1804,LNG,1,1.7827,1,1,40,41.9,EU_MRV_DATABASE,2024-12-18
2017-12,CYPORT076,CY,GENERAL_CARGO,74976760.79,136099394.49,1936176,1319028,539,60.18,1.3157,MGO,1,1.9001,1,0,16,22.6,CUSTOMS_ADMIN_DATA,2025-12-03
2018-01,FRPORT077,FR,CRUISE,14252473.24,154530006.85,3504608,7669943,18167,32.38,0.7237,VLSFO,1,1.0211,0,1,35,12.68,EMSA_PORT_STAT,2024-03-26
2018-02,ITPORT078,IT,RORO,11739986.68,113351267.94,45981,13200433,13315,7.62,2.0834,HFO_SCRUBBER,1,2.0287,1,0,18,11.26,PORT_AUTHORITY_REPORT,2025-03-26
2018-03,NLPORT079,NL,TANKER,2818114.16,197169009.42,3441042,1997470,7780,64.58,1.1362,AMMONIA_PILOT,1,1.9479,0,1,20,38.68,EU_MRV_DATABASE,2025-07-18
2018-04,SIPORT080,SI,BULK_CARRIER,5713847.86,105728177.46,3601629,311147,26053,61.53,1.1875,METHANOL,1,1.4511,0,1,19,48.02,CUSTOMS_ADMIN_DATA,2024-10-18
2018-05,BGPORT081,BG,CONTAINER,15801180.99,37613939.06,1474251,1976459,18871,45.23,0.3979,LNG,1,1.5358,0,0,16,52.17,EMSA_PORT_STAT,2026-01-11
2018-06,EEPORT082,EE,OFFSHORE_SUPPORT,73242518.05,85405764.81,3461226,1168558,3838,29.86,2.2932,MGO,1,2.2677,1,1,59,71.61,PORT_AUTHORITY_REPORT,2025-11-06
2018-07,HUPORT083,HU,FERRY,71967481.99,311200757.64,960211,6160841,7568,37.36,2.399,VLSFO,1,2.3876,0,1,3,16.05,EU_MRV_DATABASE,2024-08-26
2018-08,LUPORT084,LU,GENERAL_CARGO,18806571.04,127477318.87,3464750,986531,13747,34.22,1.2553,HFO_SCRUBBER,1,1.693,1,1,42,51.55,CUSTOMS_ADMIN_DATA,2026-02-12
2018-09,ROPORT085,RO,CRUISE,24581872.6,41806856.44,2706129,9256730,17577,40.32,2.6534,AMMONIA_PILOT,1,1.2528,0,1,28,1.14,EMSA_PORT_STAT,2024-01-05
2018-10,ATPORT086,AT,RORO,61564898.77,159601963.35,2549813,1876362,5118,65.09,1.8288,METHANOL,1,0.7331,1,1,18,22.09,PORT_AUTHORITY_REPORT,2024-11-24
2018-11,CZPORT087,CZ,TANKER,19972922.24,58802422.82,3784728,262336,28154,72.36,2.2012,LNG,0,1.0948,1,1,6,51.71,EU_MRV_DATABASE,2024-07-08
2018-12,DEPORT088,DE,BULK_CARRIER,12638433.05,118133651.28,472840,2314866,17098,46.97,2.5274,MGO,1,2.01,0,1,25,29.87,CUSTOMS_ADMIN_DATA,2024-12-20
2019-01,LVPORT089,LV,CONTAINER,97836382.13,238778144.14,514017,447746,13430,89.1,0.691,VLSFO,0,1.2342,1,1,17,46.15,EMSA_PORT_STAT,2024-09-27
2019-02,PLPORT090,PL,OFFSHORE_SUPPORT,25891197.15,275854028.94,1657367,601922,9404,27.59,1.713,HFO_SCRUBBER,1,1.0974,0,1,35,22.98,PORT_AUTHORITY_REPORT,2026-01-03
2019-03,ESPORT091,ES,FERRY,74826241.44,104929463.71,3717158,14813101,18384,32.4,1.0175,AMMONIA_PILOT,1,0.5186,0,1,8,53.02,EU_MRV_DATABASE,2024-03-20
2019-04,HRPORT092,HR,GENERAL_CARGO,64135223.64,123280891.73,3125670,270489,1494,18.35,1.954,METHANOL,1,1.366,0,1,22,19.48,CUSTOMS_ADMIN_DATA,2025-01-15
2019-05,FIPORT093,FI,CRUISE,59358436.48,6393799.15,2406276,12409532,21184,76.74,1.0453,LNG,0,1.097,0,1,12,4.01,EMSA_PORT_STAT,2024-08-10
2019-06,IEPORT094,IE,RORO,38755740.15,75268626.43,768305,7859210,14675,58.87,2.77,MGO,1,0.9416,0,1,32,7.93,PORT_AUTHORITY_REPORT,2026-01-08
2019-07,MTPORT095,MT,TANKER,43029422.04,201053123.31,715419,2332435,14061,27.3,1.5229,VLSFO,1,2.0275,0,1,65,21.12,EU_MRV_DATABASE,2025-05-24
2019-08,SKPORT096,SK,BULK_CARRIER,49774457.73,234837390.1,1845562,803332,22219,85.75,1.4437,HFO_SCRUBBER,1,1.2449,0,1,18,30.11,CUSTOMS_ADMIN_DATA,2025-09-05
2019-09,BEPORT097,BE,CONTAINER,65286537.07,244115031.5,1746264,572603,14833,18.37,0.3398,AMMONIA_PILOT,1,0.582,1,1,34,13.33,EMSA_PORT_STAT,2025-04-05
2019-10,DKPORT098,DK,OFFSHORE_SUPPORT,68453934.56,7504810.4,1687889,202002,207,43.97,0.9548,METHANOL,1,1.0471,0,1,24,54.4,PORT_AUTHORITY_REPORT,2024-03-03
2019-11,GRPORT099,GR,FERRY,38095668.99,223740081.0,3578077,2468361,5536,53.64,2.0573,LNG,1,1.1613,0,1,31,3.71,EU_MRV_DATABASE,2024-04-15
2019-12,LTPORT100,LT,GENERAL_CARGO,44012506.73,207367988.81,1960826,322345,3194,58.96,0.7252,MGO,1,1.6328,0,1,14,54.13,CUSTOMS_ADMIN_DATA,2025-10-03
2020-01,PTPORT101,PT,CRUISE,7807084.95,246128717.75,3065394,3670781,14764,37.53,0.6285,VLSFO,1,1.3696,1,1,22,5.94,EMSA_PORT_STAT,2025-07-10
2020-02,SEPORT102,SE,RORO,36279100.32,180287012.23,1013519,5862022,10473,74.91,2.3411,HFO_SCRUBBER,1,2.3153,1,1,38,30.85,PORT_AUTHORITY_REPORT,2024-09-19
2020-03,CYPORT103,CY,TANKER,8577737.71,153582903.42,3255598,1984210,12885,66.65,1.7592,AMMONIA_PILOT,1,0.7379,0,0,0,76.64,EU_MRV_DATABASE,2025-09-02
2020-04,FRPORT104,FR,BULK_CARRIER,36321170.46,45889272.01,3716326,267072,25984,56.28,2.4641,METHANOL,1,0.8034,1,1,36,52.95,CUSTOMS_ADMIN_DATA,2025-04-05
2020-05,ITPORT105,IT,CONTAINER,3990316.96,46697478.9,6197253,1518218,1091,57.38,0.4677,LNG,1,0.4733,0,1,41,3.66,EMSA_PORT_STAT,2025-05-21
2020-06,NLPORT106,NL,OFFSHORE_SUPPORT,61200598.5,171547166.95,2063296,997869,1715,47.22,2.3777,MGO,1,0.6382,0,0,55,33.72,PORT_AUTHORITY_REPORT,2024-01-29
2020-07,SIPORT107,SI,FERRY,29464014.65,102943651.91,2707680,6150237,16214,59.78,0.5226,VLSFO,1,2.098,1,1,14,25.31,EU_MRV_DATABASE,2025-09-30
2020-08,BGPORT108,BG,GENERAL_CARGO,94795483.67,201619450.92,2799595,2373504,19159,25.56,1.0906,HFO_SCRUBBER,1,2.0453,0,1,6,59.2,CUSTOMS_ADMIN_DATA,2025-01-31
2020-09,EEPORT109,EE,CRUISE,49653330.06,291953616.72,3569580,14091233,10580,73.5,2.309,AMMONIA_PILOT,1,0.4079,1,1,7,78.41,EMSA_PORT_STAT,2024-08-15
2020-10,HUPORT110,HU,RORO,55800389.91,153352256.65,2618770,5225624,9180,49.67,2.4588,METHANOL,1,1.6365,1,1,0,81.8,PORT_AUTHORITY_REPORT,2025-03-27
2020-11,LUPORT111,LU,TANKER,18108202.06,112963153.38,39879,1833813,4724,47.27,1.4205,LNG,1,1.1482,0,1,3,15.94,EU_MRV_DATABASE,2025-01-21
2020-12,ROPORT112,RO,BULK_CARRIER,37221154.18,264549708.69,795211,444936,6499,48.31,1.0741,MGO,1,1.4176,0,1,34,27.36,CUSTOMS_ADMIN_DATA,2024-09-16
2021-01,ATPORT113,AT,CONTAINER,11007275.2,19236880.21,3770820,1559071,19385,75.01,2.022,VLSFO,0,1.696,1,1,29,33.41,EMSA_PORT_STAT,2025-09-24
2021-02,CZPORT114,CZ,OFFSHORE_SUPPORT,41924595.62,234973505.13,3279127,1453702,16642,25.6,0.4517,HFO_SCRUBBER,1,2.5106,0,1,5,56.14,PORT_AUTHORITY_REPORT,2025-11-01
2021-03,DEPORT115,DE,FERRY,60536842.08,233020343.97,2452192,9542391,15844,77.27,0.6347,AMMONIA_PILOT,1,1.261,0,0,5,55.82,EU_MRV_DATABASE,2025-09-13
2021-04,LVPORT116,LV,GENERAL_CARGO,27663372.23,78924461.83,1861553,56614,21926,61.63,0.5262,METHANOL,0,0.9601,0,0,22,60.99,CUSTOMS_ADMIN_DATA,2026-02-18
2021-05,PLPORT117,PL,CRUISE,29659190.55,157180246.05,267094,10266410,22956,17.48,1.5839,LNG,1,1.832,0,1,7,70.42,EMSA_PORT_STAT,2026-02-20
2021-06,ESPORT118,ES,RORO,6675963.16,36623749.79,2097909,13082394,4559,18.76,2.3388,MGO,1,0.6349,1,0,36,10.38,PORT_AUTHORITY_REPORT,2024-07-29
2021-07,HRPORT119,HR,TANKER,1573439.42,239108580.91,1452261,1846626,13003,58.1,1.084,VLSFO,1,0.4804,0,1,15,32.26,EU_MRV_DATABASE,2025-06-21
2021-08,FIPORT120,FI,BULK_CARRIER,73145662.49,142921568.27,3095336,2206012,4530,9.35,1.8124,HFO_SCRUBBER,1,1.4406,0,1,36,11.59,CUSTOMS_ADMIN_DATA,2025-08-14
2021-09,IEPORT121,IE,CONTAINER,29695891.13,118471082.2,12208250,832020,1509,41.97,1.4034,AMMONIA_PILOT,1,0.9261,1,1,22,7.8,EMSA_PORT_STAT,2025-05-05
2021-10,MTPORT122,MT,OFFSHORE_SUPPORT,93229450.06,218248994.41,1674747,219231,10687,87.51,0.2179,METHANOL,1,1.6723,0,0,37,15.22,PORT_AUTHORITY_REPORT,2024-01-01
2021-11,SKPORT123,SK,FERRY,53188418.02,182320718.63,716973,8523462,9117,46.87,2.3675,LNG,1,0.3409,0,1,8,82.49,EU_MRV_DATABASE,2024-03-13
2021-12,BEPORT124,BE,GENERAL_CARGO,40537156.57,141894889.64,534254,561280,22538,22.28,2.5463,MGO,0,0.5815,1,1,22,42.34,CUSTOMS_ADMIN_DATA,2025-01-12
2022-01,DKPORT125,DK,CRUISE,3763548.85,47248474.32,2011820,13550775,5458,55.53,0.634,VLSFO,1,0.6231,1,1,40,41.85,EMSA_PORT_STAT,2024-10-22
2022-02,GRPORT126,GR,RORO,16003989.58,95583549.36,903514,5119541,4267,4.73,0.5556,HFO_SCRUBBER,1,1.4487,0,0,16,55.34,PORT_AUTHORITY_REPORT,2025-02-01
2022-03,LTPORT127,LT,TANKER,57442820.92,273957925.24,759846,254027,5430,59.25,2.6422,AMMONIA_PILOT,0,0.6291,1,0,36,8.55,EU_MRV_DATABASE,2024-02-04
2022-04,PTPORT128,PT,BULK_CARRIER,17894496.11,208330462.55,3003184,83241,75,41.42,2.1366,METHANOL,1,1.3457,0,0,26,6.45,CUSTOMS_ADMIN_DATA,2024-08-07
2022-05,SEPORT129,SE,CONTAINER,67251447.87,104264135.26,8676642,1581773,25150,65.67,0.8354,LNG,1,1.2408,0,1,13,1.02,EMSA_PORT_STAT,2024-09-19
2022-06,CYPORT130,CY,OFFSHORE_SUPPORT,81725382.27,138478904.66,1247723,505982,13732,88.17,1.4279,MGO,1,1.2068,1,1,52,28.46,PORT_AUTHORITY_REPORT,2025-08-21
2022-07,FRPORT131,FR,FERRY,83486875.5,94337149.68,2354939,13761754,20752,84.98,2.783,VLSFO,1,1.1196,0,1,43,54.7,EU_MRV_DATABASE,2025-01-27
2022-08,ITPORT132,IT,GENERAL_CARGO,89005206.37,213042500.34,1575797,885803,13894,61.86,1.0273,HFO_SCRUBBER,1,2.0644,1,1,29,48.6,CUSTOMS_ADMIN_DATA,2025-02-01
2022-09,NLPORT133,NL,CRUISE,9069958.38,289569753.68,652979,8237317,10179,79.92,1.7076,AMMONIA_PILOT,1,1.5093,0,1,31,85.45,EMSA_PORT_STAT,2026-01-29
2022-10,SIPORT134,SI,RORO,77675269.58,59570739.32,419948,3849946,21600,9.19,2.6188,METHANOL,1,1.7528,0,1,19,26.92,PORT_AUTHORITY_REPORT,2025-09-02
2022-11,BGPORT135,BG,TANKER,56156316.9,319766254.99,1950822,1356579,11308,51.47,2.5599,LNG,1,0.5279,1,0,43,82.85,EU_MRV_DATABASE,2025-06-13
2022-12,EEPORT136,EE,BULK_CARRIER,2659511.39,226905547.76,3614931,1603802,11086,34.51,0.9442,MGO,1,1.5829,1,1,5,45.31,CUSTOMS_ADMIN_DATA,2024-08-09
2023-01,HUPORT137,HU,CONTAINER,24680050.2,297138621.24,12863183,833078,17851,16.92,2.1536,VLSFO,1,1.0463,0,0,27,23.87,EMSA_PORT_STAT,2024-05-22
2023-02,LUPORT138,LU,OFFSHORE_SUPPORT,14589358.99,234272472.01,368303,1004163,7346,19.39,2.5879,HFO_SCRUBBER,1,1.2125,1,1,18,37.87,PORT_AUTHORITY_REPORT,2024-06-04
2023-03,ROPORT139,RO,FERRY,33168751.33,161119378.07,3156271,2325809,26441,48.2,2.3988,AMMONIA_PILOT,0,1.0785,0,1,42,8.58,EU_MRV_DATABASE,2024-12-31
2023-04,ATPORT140,AT,GENERAL_CARGO,19353340.34,189824908.89,1773236,2200435,17216,24.07,0.2569,METHANOL,1,1.9269,0,1,35,6.83,CUSTOMS_ADMIN_DATA,2024-01-13
2023-05,CZPORT141,CZ,CRUISE,85401638.56,5269300.25,830628,2979315,17447,56.66,1.9801,LNG,1,0.4711,0,1,0,33.17,EMSA_PORT_STAT,2024-07-16
2023-06,DEPORT142,DE,RORO,4071922.06,105957607.57,1758457,7192348,10171,47.43,2.4002,MGO,1,0.4112,1,0,23,37.2,PORT_AUTHORITY_REPORT,2024-02-26
2023-07,LVPORT143,LV,TANKER,100165318.6,306542523.03,1506566,142035,9205,46.42,1.4253,VLSFO,1,0.9916,0,1,39,20.93,EU_MRV_DATABASE,2024-09-29
2023-08,PLPORT144,PL,BULK_CARRIER,10910105.67,268051859.82,3569332,2239029,9997,39.08,2.4658,HFO_SCRUBBER,1,0.6696,0,1,11,11.21,CUSTOMS_ADMIN_DATA,2024-09-27
2023-09,ESPORT145,ES,CONTAINER,73333848.42,21085486.47,3480046,274270,10033,59.74,1.4729,AMMONIA_PILOT,1,0.6979,0,1,21,38.27,EMSA_PORT_STAT,2024-03-22
2023-10,HRPORT146,HR,OFFSHORE_SUPPORT,65759399.11,191474115.78,328670,1320231,4934,65.66,0.1032,METHANOL,1,1.3978,0,1,46,0.44,PORT_AUTHORITY_REPORT,2026-02-01
2023-11,FIPORT147,FI,FERRY,398201.86,131802693.39,2709960,9250350,14109,22.03,1.3,LNG,1,1.8579,1,0,39,55.16,EU_MRV_DATABASE,2024-12-08
2023-12,IEPORT148,IE,GENERAL_CARGO,6787045.37,181518743.8,3806795,1143870,1417,55.38,1.9167,MGO,1,0.6301,1,1,20,54.27,CUSTOMS_ADMIN_DATA,2024-01-19
2024-01,MTPORT149,MT,CRUISE,70881412.07,184644299.47,3747553,13874582,19166,81.25,2.7252,VLSFO,1,1.3074,0,1,34,27.9,EMSA_PORT_STAT,2025-10-18
2024-02,SKPORT150,SK,RORO,17510529.69,114653594.66,2040358,2191561,12247,76.42,0.7243,HFO_SCRUBBER,1,0.9707,0,1,12,43.42,PORT_AUTHORITY_REPORT,2025-03-08
2024-03,BEPORT151,BE,TANKER,27059556.39,184124778.99,938696,187628,9492,85.86,2.5989,AMMONIA_PILOT,0,1.0782,0,1,48,79.19,EU_MRV_DATABASE,2024-06-24
2024-04,DKPORT152,DK,BULK_CARRIER,41449589.99,79859964.02,331939,1032316,16050,38.65,2.0605,METHANOL,1,0.5802,1,1,0,18.24,CUSTOMS_ADMIN_DATA,2024-03-10
2024-05,GRPORT153,GR,CONTAINER,11174751.91,164550473.98,10155866,1601060,5396,63.53,1.7714,LNG,1,1.7317,0,1,1,34.02,EMSA_PORT_STAT,2024-07-15
2024-06,LTPORT154,LT,OFFSHORE_SUPPORT,7204486.04,78457436.84,3595948,2168367,21416,72.6,1.4577,MGO,1,1.6876,0,1,56,36.15,PORT_AUTHORITY_REPORT,2025-11-18
2024-07,PTPORT155,PT,FERRY,95474149.3,174300136.53,2653464,7124951,17870,73.24,1.7244,VLSFO,1,0.9924,0,1,24,42.81,EU_MRV_DATABASE,2025-06-02
2024-08,SEPORT156,SE,GENERAL_CARGO,97464856.78,88114857.14,65062,2173741,20710,8.62,2.7213,HFO_SCRUBBER,1,1.6542,0,1,12,44.24,CUSTOMS_ADMIN_DATA,2024-12-08
2024-09,CYPORT157,CY,CRUISE,85579039.54,52726468.72,149283,14479222,13555,68.93,1.5398,AMMONIA_PILOT,1,1.9606,0,1,16,29.16,EMSA_PORT_STAT,2024-08-11
2024-10,FRPORT158,FR,RORO,99075369.22,186909383.8,3030677,10367621,6236,24.82,2.1365,METHANOL,1,0.7708,1,0,3,78.16,PORT_AUTHORITY_REPORT,2024-07-23
2024-11,ITPORT159,IT,TANKER,8819429.94,60402020.99,673139,2135883,11926,16.7,0.6371,LNG,0,0.9354,0,1,48,24.66,EU_MRV_DATABASE,2024-05-05
2024-12,NLPORT160,NL,BULK_CARRIER,96355010.37,104256384.75,617365,246025,7362,64.86,0.8714,MGO,1,1.3876,0,1,12,27.05,CUSTOMS_ADMIN_DATA,2024-07-10
2025-01,SIPORT161,SI,CONTAINER,33437746.79,254787031.24,13497651,2363514,26378,46.03,1.7598,VLSFO,1,2.2399,0,1,41,1.73,EMSA_PORT_STAT,2026-02-07
2025-02,BGPORT162,BG,OFFSHORE_SUPPORT,39711982.37,176571300.6,468854,2142186,22465,17.83,2.5668,HFO_SCRUBBER,1,1.3804,0,1,10,49.43,PORT_AUTHORITY_REPORT,2024-06-20
2025-03,EEPORT163,EE,FERRY,29009776.52,188516763.02,2421762,1026770,28430,46.59,1.0994,AMMONIA_PILOT,1,0.6578,1,1,28,28.38,EU_MRV_DATABASE,2024-12-31
2025-04,HUPORT164,HU,GENERAL_CARGO,33007324.7,94460071.41,3584964,3076,19043,30.41,1.1175,METHANOL,1,0.6082,0,0,3,35.01,CUSTOMS_ADMIN_DATA,2024-10-30
2025-05,LUPORT165,LU,CRUISE,100202262.23,29669995.83,673341,699800,20126,46.63,0.753,LNG,0,1.9683,0,1,17,38.5,EMSA_PORT_STAT,2024-01-01
2025-06,ROPORT166,RO,RORO,4058112.24,138519236.52,1006300,14959341,9900,20.91,1.4699,MGO,1,1.608,1,1,1,37.98,PORT_AUTHORITY_REPORT,2024-12-13
2025-07,ATPORT167,AT,TANKER,76489988.94,159899367.19,1018973,1251322,19502,49.97,1.1194,VLSFO,1,1.9615,0,1,32,26.34,EU_MRV_DATABASE,2024-12-08
2025-08,CZPORT168,CZ,BULK_CARRIER,63893514.34,227692381.89,2106191,1422371,9292,10.99,2.4721,HFO_SCRUBBER,1,1.5875,1,1,10,11.59,CUSTOMS_ADMIN_DATA,2024-12-12
2025-09,DEPORT169,DE,CONTAINER,37794222.66,59854785.14,2598782,918547,18359,42.83,0.1663,AMMONIA_PILOT,1,1.0073,0,0,33,16.05,EMSA_PORT_STAT,2024-11-28
2025-10,LVPORT170,LV,OFFSHORE_SUPPORT,22362025.55,146221483.78,861861,2301503,14373,66.52,1.5077,METHANOL,1,0.3618,0,0,4,46.02,PORT_AUTHORITY_REPORT,2025-01-25
2025-11,PLPORT171,PL,FERRY,82594012.89,288969287.47,3469521,14116447,2626,4.99,0.6372,LNG,1,1.0171,0,1,41,43.32,EU_MRV_DATABASE,2025-06-10
2025-12,ESPORT172,ES,GENERAL_CARGO,73010985.82,103537491.19,38578,602745,13534,48.71,1.1509,MGO,1,0.7015,1,0,24,42.31,CUSTOMS_ADMIN_DATA,2026-01-06
2026-01,HRPORT173,HR,CRUISE,33367693.23,227685308.7,3311448,7885657,17380,51.65,0.249,VLSFO,1,2.3743,1,1,22,55.5,EMSA_PORT_STAT,2025-07-25
2026-02,FIPORT174,FI,RORO,33289648.58,238554000.31,3745893,4635043,20458,13.7,0.2157,HFO_SCRUBBER,0,1.3431,0,1,17,38.68,PORT_AUTHORITY_REPORT,2025-03-15
2026-03,IEPORT175,IE,TANKER,81626602.92,226295355.43,2037543,2077058,22304,31.28,2.3644,AMMONIA_PILOT,1,0.8689,0,1,28,18.29,EU_MRV_DATABASE,2024-06-23
2026-04,MTPORT176,MT,BULK_CARRIER,52040020.38,174620006.53,3354118,205332,8635,10.14,0.4723,METHANOL,1,1.3112,1,0,2,5.19,CUSTOMS_ADMIN_DATA,2025-04-02
2026-05,SKPORT177,SK,CONTAINER,92571950.95,153398590.85,9731320,1324990,9623,86.83,2.1056,LNG,1,0.6657,1,1,20,63.69,EMSA_PORT_STAT,2024-12-23
2026-06,BEPORT178,BE,OFFSHORE_SUPPORT,22021570.07,195675592.51,3363943,985158,12789,28.26,0.4572,MGO,1,0.8358,0,1,48,8.75,PORT_AUTHORITY_REPORT,2025-11-05
