qol_cost_index_month,qol_cost_city_geo_id,qol_cost_cost_of_living_index,qol_cost_housing_cost_index,qol_cost_grocery_cost_index,qol_cost_utilities_cost_index,qol_cost_transport_cost_index,qol_cost_healthcare_cost_index,qol_cost_childcare_cost_index,qol_cost_tax_burden_estimate,qol_cost_median_wage_local,qol_cost_purchasing_power_index,qol_cost_inflation_local_estimate,qol_cost_rent_to_income_ratio_local,qol_cost_commute_cost_share_pct,qol_cost_essential_basket_usd,qol_cost_price_dispersion_score,qol_cost_low_income_adjusted_index,qol_cost_seniors_adjusted_index,qol_cost_methodology_release_tag
2150-09,CITY00001581,171.31,154.9,113.64,130.38,108.24,164.1,188.98,9.154,65417.9,299.569,-1.207,59.9,12.29,398.02,0.0374,161.11,154.67,REL_2024Q3
2150-10,CITY00001582,215.1,202.3,177.78,138.1,169.0,215.95,225.35,5.495,103795.81,517.878,12.42,31.41,11.72,677.57,0.3241,192.71,233.31,REL_2024Q3
2150-11,CITY00001583,182.82,144.34,170.68,165.64,160.37,130.19,202.18,13.526,113413.8,472.455,14.068,62.64,10.94,1422.27,0.3998,181.91,162.5,REL_2025Q3
2150-12,CITY00001584,215.45,180.44,181.98,135.81,130.18,211.77,232.83,1.919,113772.1,575.092,13.218,28.01,17.2,203.82,0.7288,213.13,177.59,REL_2023Q2
2151-01,CITY00001585,95.73,69.2,76.89,73.89,76.6,72.55,115.89,8.807,62985.66,494.161,17.283,11.26,23.96,1098.99,0.7761,86.13,82.06,REL_2021Q4
2151-02,CITY00001586,127.15,120.65,105.68,112.04,103.39,133.46,159.32,22.862,79070.45,632.707,14.386,23.74,11.06,1224.39,0.4732,98.48,122.33,REL_2019Q1
2151-03,CITY00001587,141.04,140.4,134.94,116.92,143.17,131.42,104.26,6.598,23007.98,223.814,10.505,61.58,21.78,1130.6,0.6974,132.25,134.25,REL_2022Q2
2151-04,CITY00001588,94.55,67.98,56.02,88.86,73.52,62.15,63.46,10.941,53719.63,870.503,7.845,49.03,15.55,1119.18,0.1286,85.64,90.17,REL_2022Q2
2151-05,CITY00001589,182.04,158.8,131.17,170.53,109.05,135.33,134.99,7.273,86237.08,725.684,0.278,37.76,12.79,941.4,0.8575,161.38,191.81,REL_2025Q3
2151-06,CITY00001590,162.14,126.57,151.68,155.33,130.65,126.89,203.11,4.384,28017.27,165.082,8.222,32.9,22.27,1077.76,0.4934,141.42,168.05,REL_2023Q3
2151-07,CITY00001591,131.44,131.64,88.36,136.93,137.24,93.8,110.41,5.629,132963.7,1363.473,13.538,59.63,13.21,1223.27,0.1706,124.4,137.48,REL_2023Q2
2151-08,CITY00001592,196.72,225.3,186.18,191.61,131.29,212.93,190.14,17.934,105695.75,642.377,12.612,46.61,6.92,869.7,0.3917,172.07,201.86,REL_2025Q2
2151-09,CITY00001593,169.07,138.24,154.27,164.07,162.09,127.03,143.92,13.395,68463.52,508.303,5.079,35.25,17.35,1253.99,0.1894,168.58,144.53,REL_2020Q2
2151-10,CITY00001594,106.8,113.07,86.38,64.82,105.38,86.56,132.14,23.557,90984.74,1290.61,2.8,30.11,4.78,1288.58,0.9646,78.35,104.25,REL_2023Q3
2151-11,CITY00001595,93.2,90.34,63.61,74.27,86.01,58.94,110.95,16.938,27677.66,496.392,12.778,51.48,23.54,847.55,0.6697,83.42,91.65,REL_2022Q2
2151-12,CITY00001596,127.36,119.5,84.51,101.78,102.13,113.97,125.79,23.544,105406.32,1048.937,7.84,26.08,9.68,907.68,0.4458,121.86,122.27,REL_2022Q4
2152-01,CITY00001597,189.15,166.75,155.73,104.68,145.76,133.79,144.09,17.302,53845.66,220.55,3.547,64.83,22.12,1292.79,0.1858,149.14,168.13,REL_2022Q1
2152-02,CITY00001598,213.9,221.64,183.53,219.5,190.1,165.35,245.95,24.746,79345.12,424.62,2.603,55.22,12.36,516.0,0.4727,211.54,227.89,REL_2024Q4
2152-03,CITY00001599,137.38,137.04,88.86,82.44,121.8,112.1,131.37,8.484,24119.24,129.041,9.138,36.61,0.17,1379.83,0.1777,117.64,112.02,REL_2022Q2
2152-04,CITY00001600,194.92,216.21,191.99,185.43,142.36,167.23,264.26,22.111,92092.55,442.798,8.708,14.46,15.98,451.36,0.3764,194.44,199.79,REL_2021Q2
2152-05,CITY00001601,136.72,139.95,123.6,123.79,125.76,105.64,155.91,7.912,31620.56,331.497,3.803,44.5,9.86,568.68,0.3464,105.25,139.97,REL_2019Q4
2152-06,CITY00001602,158.43,164.62,144.99,98.29,136.03,169.42,119.31,3.011,46824.79,435.917,6.2,46.33,24.02,595.77,0.9444,132.85,161.88,REL_2022Q4
2152-07,CITY00001603,115.23,107.79,92.22,100.95,82.49,79.83,130.95,10.371,79989.32,529.049,4.147,35.94,19.26,425.75,0.271,87.54,112.76,REL_2021Q2
2152-08,CITY00001604,81.89,81.48,49.62,42.91,67.54,66.35,98.32,13.626,53902.95,972.546,12.374,14.49,12.59,1290.28,0.6321,62.2,68.17,REL_2025Q3
2152-09,CITY00001605,210.6,204.21,206.88,186.91,171.85,205.19,195.5,24.391,72146.62,486.557,16.531,19.73,1.83,1454.48,0.1467,223.67,215.91,REL_2021Q1
2152-10,CITY00001606,143.27,142.51,126.07,124.56,107.0,142.53,110.47,3.83,132869.96,911.099,1.553,14.96,3.79,996.97,0.0547,133.36,117.44,REL_2025Q4
2152-11,CITY00001607,96.08,95.66,68.26,87.8,69.45,89.41,67.97,9.416,99239.23,1375.733,-1.695,16.51,19.94,720.83,0.5509,68.94,92.24,REL_2025Q1
2152-12,CITY00001608,199.61,213.28,143.87,200.33,133.97,180.34,233.22,16.988,65556.51,279.626,10.256,39.52,24.2,458.52,0.9734,169.36,176.43,REL_2023Q3
2153-01,CITY00001609,148.77,140.52,96.66,122.74,89.06,120.46,151.5,2.756,27069.18,127.333,17.427,40.96,22.07,1316.92,0.2214,150.63,117.29,REL_2022Q4
2153-02,CITY00001610,204.25,177.54,157.22,222.35,209.22,184.01,257.95,22.2,60287.94,333.653,16.387,40.51,10.63,183.67,0.5038,180.44,194.51,REL_2021Q3
2153-03,CITY00001611,135.15,144.69,85.01,125.99,121.99,138.16,98.89,3.15,134434.98,1530.309,11.532,17.43,23.91,540.91,0.5656,118.03,108.37,REL_2023Q2
2153-04,CITY00001612,76.46,62.46,58.12,57.06,70.72,53.63,61.22,14.672,27935.69,335.523,5.791,41.24,13.71,1221.3,0.3159,63.03,57.32,REL_2023Q4
2153-05,CITY00001613,193.03,192.7,172.28,194.76,200.91,199.49,204.07,14.556,134752.53,484.64,16.602,50.51,3.82,263.94,0.4269,186.97,186.54,REL_2025Q3
2153-06,CITY00001614,98.45,74.97,61.18,55.54,78.09,82.03,110.5,13.408,47371.24,399.699,4.622,11.48,16.56,302.62,0.4666,92.77,93.4,REL_2023Q2
2153-07,CITY00001615,87.14,62.58,51.78,45.36,59.95,82.64,84.12,18.564,52042.78,988.523,0.969,48.69,16.23,571.32,0.5893,72.17,74.36,REL_2023Q1
2153-08,CITY00001616,202.14,180.78,160.65,197.36,169.77,163.06,155.7,24.751,133219.25,611.764,1.012,49.94,13.38,608.25,0.2403,198.02,216.41,REL_2022Q2
2153-09,CITY00001617,147.05,147.83,126.58,110.18,130.24,104.83,144.15,20.2,62587.21,521.392,5.663,31.66,10.89,1194.65,0.4568,138.76,149.39,REL_2022Q4
2153-10,CITY00001618,97.52,77.03,80.97,52.69,73.46,90.38,91.71,15.745,111998.72,1534.827,12.166,54.75,12.02,1358.7,0.3754,70.66,96.35,REL_2023Q2
2153-11,CITY00001619,136.05,111.37,113.33,126.38,134.92,141.48,142.09,18.802,114073.88,872.521,12.98,58.64,5.11,1471.39,0.2668,135.44,137.31,REL_2020Q3
2153-12,CITY00001620,149.94,141.86,125.7,128.2,95.09,110.9,147.15,17.683,139983.79,872.329,9.258,46.95,2.51,388.51,0.551,120.28,155.89,REL_2023Q3
2154-01,CITY00001621,203.93,162.43,151.81,219.83,176.76,150.02,178.25,20.529,105815.64,751.594,3.658,62.25,24.64,1090.56,0.4762,204.39,220.74,REL_2022Q2
2154-02,CITY00001622,114.74,100.95,81.22,86.79,66.01,110.46,101.87,5.47,118069.04,1485.226,13.513,61.52,7.29,1409.71,0.3874,95.63,97.55,REL_2019Q3
2154-03,CITY00001623,208.84,184.05,177.06,191.18,217.96,155.5,259.6,3.821,65679.29,467.435,13.3,33.73,0.71,431.94,0.1353,209.19,219.52,REL_2021Q2
2154-04,CITY00001624,87.14,82.63,58.23,72.31,58.34,56.68,79.03,17.196,48184.65,877.556,0.357,32.84,22.77,1385.02,0.5271,74.78,70.48,REL_2022Q4
2154-05,CITY00001625,78.96,59.05,45.13,54.63,61.35,62.62,64.66,16.494,47576.98,845.765,2.44,25.98,14.84,477.69,0.5709,55.55,67.52,REL_2022Q1
2154-06,CITY00001626,105.93,83.91,78.45,91.28,74.21,87.89,132.14,1.025,82682.59,719.252,15.795,41.96,13.75,621.1,0.1267,82.42,98.03,REL_2020Q1
2154-07,CITY00001627,173.63,142.71,165.98,123.48,176.29,143.54,187.16,23.648,31066.55,233.402,16.751,41.41,6.36,822.5,0.5144,152.18,138.61,REL_2020Q4
2154-08,CITY00001628,172.44,162.26,167.41,141.6,170.39,157.94,181.89,1.385,55845.07,395.821,-1.706,49.91,4.38,853.27,0.8057,145.08,141.8,REL_2024Q1
2154-09,CITY00001629,123.65,120.22,103.58,99.69,119.34,101.94,93.34,14.554,32985.13,209.633,-1.734,58.06,11.76,1420.71,0.8976,106.84,107.69,REL_2020Q3
2154-10,CITY00001630,76.98,67.56,55.99,68.75,70.61,66.94,49.48,5.617,135716.63,1592.794,12.439,32.08,0.64,172.08,0.7054,51.91,68.92,REL_2023Q1
2154-11,CITY00001631,100.13,74.82,77.36,98.64,75.72,90.4,124.21,21.297,39245.95,358.934,-1.677,62.04,0.78,1217.13,0.9251,86.09,92.75,REL_2021Q4
2154-12,CITY00001632,83.74,58.76,56.85,47.35,56.67,58.7,86.23,19.945,55063.34,666.623,3.567,41.88,9.19,247.71,0.6213,75.36,60.37,REL_2019Q3
2155-01,CITY00001633,119.55,116.27,102.21,87.29,67.39,104.25,118.09,0.167,139939.31,1644.307,14.615,57.07,13.11,176.62,0.4159,91.34,119.23,REL_2024Q3
2155-02,CITY00001634,117.09,111.95,84.16,77.31,87.36,95.87,107.05,5.642,121574.92,1446.236,2.371,28.52,10.35,1214.32,0.5553,115.26,96.54,REL_2024Q4
2155-03,CITY00001635,102.75,94.46,87.7,84.2,74.13,80.39,102.02,19.066,112966.45,1556.556,12.817,58.21,11.43,782.52,0.8128,82.87,83.42,REL_2023Q2
2155-04,CITY00001636,211.4,235.13,211.36,185.22,206.75,203.17,182.22,14.015,35819.93,256.526,13.129,21.72,15.27,1416.44,0.1785,208.73,215.86,REL_2024Q1
2155-05,CITY00001637,180.93,200.62,132.29,153.02,178.41,156.37,150.13,13.716,37065.33,189.184,6.407,57.69,14.66,255.8,0.6741,178.73,180.82,REL_2025Q2
2155-06,CITY00001638,133.83,121.04,104.67,109.36,124.65,115.91,124.08,10.303,56574.1,382.544,1.105,37.83,3.13,572.65,0.7761,131.63,121.74,REL_2020Q3
2155-07,CITY00001639,143.5,130.47,112.37,82.12,98.69,98.8,128.82,15.564,65564.31,433.783,13.279,29.33,12.12,1336.41,0.5192,143.94,135.92,REL_2019Q3
2155-08,CITY00001640,194.9,187.53,132.67,209.28,140.17,140.09,221.95,24.524,120975.41,933.494,4.986,50.26,7.73,172.29,0.2864,201.37,168.25,REL_2021Q2
2155-09,CITY00001641,158.57,123.27,117.82,149.89,127.34,108.34,155.44,21.471,91498.08,459.243,11.66,56.19,15.69,1031.07,0.0446,146.11,152.9,REL_2021Q3
2155-10,CITY00001642,184.95,189.55,179.68,155.16,183.13,165.35,163.43,11.407,39452.8,177.211,14.379,34.15,13.27,1433.9,0.4102,174.41,158.83,REL_2020Q4
2155-11,CITY00001643,162.84,168.76,124.18,175.54,157.97,114.35,178.09,2.626,131979.79,619.52,5.604,14.21,10.1,930.86,0.4058,139.42,153.03,REL_2025Q2
2155-12,CITY00001644,161.75,142.89,142.07,116.46,115.79,140.21,133.05,24.229,135616.09,576.072,3.619,40.93,10.6,853.72,0.1653,156.32,164.34,REL_2024Q4
2156-01,CITY00001645,96.48,87.94,63.61,69.2,84.86,67.08,78.06,2.549,46476.26,435.14,6.465,28.12,21.33,1043.54,0.2498,85.36,89.41,REL_2024Q4
2156-02,CITY00001646,129.46,135.25,84.65,119.64,124.69,116.26,163.47,21.954,57553.78,653.008,2.925,31.51,9.14,1426.58,0.8982,98.57,101.93,REL_2022Q2
2156-03,CITY00001647,139.72,114.92,117.05,103.76,119.5,133.0,154.25,5.032,84979.13,908.602,12.264,23.24,14.27,324.7,0.7009,110.65,120.05,REL_2020Q1
2156-04,CITY00001648,175.22,146.24,118.63,165.43,144.75,159.35,203.24,14.95,85487.95,409.961,2.84,41.82,8.52,530.1,0.4231,145.52,189.99,REL_2025Q4
2156-05,CITY00001649,193.02,215.43,169.99,175.14,192.33,161.14,250.75,0.799,63077.27,265.298,0.173,29.15,5.5,483.05,0.1156,159.91,174.32,REL_2024Q4
2156-06,CITY00001650,195.51,153.12,129.02,190.17,161.36,179.86,144.71,3.948,53178.13,233.986,-1.049,22.55,16.05,756.8,0.9833,186.2,174.46,REL_2023Q3
2156-07,CITY00001651,195.37,168.32,151.77,115.92,182.4,204.54,163.97,4.145,134337.1,870.179,3.39,10.28,2.4,886.53,0.4524,171.22,187.75,REL_2023Q3
2156-08,CITY00001652,207.0,187.94,140.6,172.32,138.35,211.12,179.34,14.041,123061.36,392.359,8.06,61.12,9.41,769.44,0.3801,168.27,171.75,REL_2025Q3
2156-09,CITY00001653,164.95,151.72,135.17,129.43,141.02,172.83,190.23,23.581,54427.86,346.957,15.06,28.57,12.54,1156.61,0.0435,153.27,136.4,REL_2020Q1
2156-10,CITY00001654,127.55,105.59,101.04,81.83,94.99,92.49,157.36,16.088,72109.55,508.812,5.86,39.75,20.96,212.4,0.0535,118.52,113.36,REL_2021Q3
2156-11,CITY00001655,118.93,114.15,91.38,75.43,119.55,79.34,89.42,24.074,61652.4,725.685,0.822,24.42,14.73,1018.21,0.499,104.76,98.86,REL_2023Q2
2156-12,CITY00001656,146.03,139.1,91.05,80.67,93.71,97.32,123.95,15.063,97157.08,673.985,14.209,29.0,13.43,960.29,0.0477,117.92,135.65,REL_2025Q3
2157-01,CITY00001657,141.76,152.52,99.18,114.96,106.42,116.56,178.03,20.658,117605.66,1250.179,3.531,62.78,5.63,945.06,0.8435,131.16,143.67,REL_2019Q3
2157-02,CITY00001658,123.51,132.28,100.63,95.93,111.92,84.49,129.9,11.334,53517.65,411.605,9.483,50.99,8.36,156.7,0.4067,94.71,127.48,REL_2021Q3
2157-03,CITY00001659,182.12,148.53,132.66,133.15,118.94,148.38,207.11,5.941,139842.97,836.377,16.763,52.68,11.12,1354.95,0.1819,144.02,171.25,REL_2019Q1
2157-04,CITY00001660,125.06,98.75,76.88,67.27,104.13,125.14,162.6,5.763,76742.11,704.982,3.539,42.42,3.92,981.5,0.9987,106.99,106.05,REL_2021Q3
2157-05,CITY00001661,142.35,143.19,113.41,77.57,132.82,130.81,160.14,23.256,103629.54,1081.638,6.157,64.77,15.03,947.92,0.3277,129.38,124.09,REL_2023Q4
2157-06,CITY00001662,160.27,129.77,150.86,116.68,120.46,126.63,128.3,17.771,123917.93,645.751,-1.198,59.11,12.98,1238.94,0.0105,139.32,171.84,REL_2021Q3
2157-07,CITY00001663,200.74,164.26,161.26,207.43,213.36,209.12,178.67,14.297,31598.78,117.962,13.73,53.02,0.6,586.34,0.5154,184.88,178.35,REL_2023Q4
2157-08,CITY00001664,190.51,206.86,130.3,153.52,154.39,144.87,199.12,21.859,94199.2,738.601,16.561,20.66,13.11,791.4,0.1079,154.9,170.18,REL_2019Q4
2157-09,CITY00001665,117.37,116.25,75.31,105.41,104.54,117.94,143.07,13.273,113067.31,1367.693,9.622,49.06,8.81,297.11,0.6992,102.2,88.93,REL_2024Q3
2157-10,CITY00001666,213.14,231.92,142.7,210.45,149.98,169.78,264.98,15.46,71873.78,225.367,13.84,35.92,8.28,443.48,0.6575,174.07,202.73,REL_2024Q4
2157-11,CITY00001667,181.33,146.63,129.71,147.67,183.55,172.8,139.11,13.808,37254.16,191.78,9.251,58.98,8.31,288.02,0.1957,152.87,173.18,REL_2019Q3
2157-12,CITY00001668,198.91,215.11,139.12,217.5,162.61,199.81,264.28,3.71,62383.39,359.026,7.163,39.69,24.94,1493.71,0.1262,199.63,193.86,REL_2021Q4
2158-01,CITY00001669,100.1,93.07,73.17,68.81,98.43,93.35,75.0,0.983,117063.02,934.508,10.748,33.57,7.93,814.98,0.3592,84.68,90.22,REL_2020Q1
2158-02,CITY00001670,81.36,63.06,64.98,46.99,66.25,69.11,66.01,18.19,138420.48,2968.52,8.161,50.39,18.33,1470.8,0.6117,68.07,65.4,REL_2024Q3
2158-03,CITY00001671,112.84,94.96,98.98,94.46,71.4,85.61,80.5,6.151,43475.42,629.505,10.012,29.67,4.55,381.47,0.0425,102.99,94.5,REL_2023Q4
2158-04,CITY00001672,164.53,134.86,124.55,172.88,158.22,173.66,190.36,14.056,83963.74,687.682,10.1,29.93,20.4,1161.55,0.2148,147.34,149.67,REL_2019Q1
2158-05,CITY00001673,187.97,168.44,156.9,134.64,198.33,143.53,137.26,22.625,86801.36,540.399,1.686,50.78,1.9,1099.01,0.8486,162.06,163.07,REL_2022Q3
2158-06,CITY00001674,120.19,114.94,84.19,62.69,79.96,100.81,101.42,22.933,121405.7,1262.18,3.039,13.54,20.58,764.45,0.7771,104.39,99.2,REL_2023Q1
2158-07,CITY00001675,113.41,86.63,82.18,113.66,104.0,115.22,111.86,13.411,139739.14,1055.575,9.451,47.36,23.8,558.95,0.7745,86.02,104.89,REL_2024Q1
2158-08,CITY00001676,136.31,136.89,87.02,113.53,125.14,120.95,97.89,21.255,77030.12,396.346,2.352,45.76,16.44,563.99,0.3373,128.34,112.41,REL_2020Q3
2158-09,CITY00001677,190.53,181.94,180.87,134.71,168.98,163.28,175.55,10.454,67998.75,511.526,7.412,13.01,11.27,254.3,0.2048,186.7,155.75,REL_2022Q2
2158-10,CITY00001678,151.83,141.81,148.31,143.43,125.35,106.47,146.77,8.817,50071.08,344.759,8.728,29.65,8.62,1449.43,0.7751,145.87,156.45,REL_2021Q2
2158-11,CITY00001679,116.04,118.92,101.74,96.45,111.62,111.97,136.98,15.558,120907.28,997.025,11.835,19.58,15.3,1226.88,0.366,101.73,112.03,REL_2020Q4
2158-12,CITY00001680,109.45,99.84,66.23,58.97,87.56,92.37,88.1,3.238,74091.74,891.87,14.982,59.99,13.47,657.79,0.3676,104.22,91.39,REL_2023Q2
2159-01,CITY00001681,110.11,79.49,85.4,93.18,92.4,104.0,98.61,24.277,123912.19,1666.304,4.002,36.0,16.29,1009.03,0.9119,83.61,83.21,REL_2024Q1
2159-02,CITY00001682,129.7,96.37,124.16,83.87,125.95,112.31,107.41,21.842,57907.37,482.788,14.576,64.52,10.08,455.97,0.954,105.78,131.22,REL_2019Q3
2159-03,CITY00001683,121.54,112.48,93.47,96.17,115.74,103.06,103.31,22.014,104296.82,1132.347,6.006,46.57,0.08,1404.27,0.1996,103.75,118.12,REL_2019Q2
2159-04,CITY00001684,151.39,137.58,132.41,106.39,96.17,155.53,164.42,24.296,76490.95,764.28,11.392,19.21,2.07,870.53,0.5967,139.21,144.22,REL_2025Q4
2159-05,CITY00001685,122.54,114.13,98.83,84.2,92.26,122.49,125.85,7.319,32405.48,209.677,13.804,10.07,2.82,1271.52,0.5948,104.41,93.69,REL_2024Q1
2159-06,CITY00001686,124.88,99.55,96.23,107.15,114.55,104.51,150.89,8.613,65007.88,509.528,13.578,48.63,18.42,241.56,0.5177,103.18,123.69,REL_2024Q4
2159-07,CITY00001687,145.1,159.57,122.19,103.92,141.67,102.68,104.83,19.308,28414.03,187.592,12.213,33.47,17.08,919.17,0.8561,133.83,124.7,REL_2021Q4
2159-08,CITY00001688,185.14,160.91,167.87,178.01,150.8,194.59,195.12,12.247,26409.46,140.436,4.644,52.28,2.07,813.5,0.5396,157.48,171.62,REL_2024Q4
2159-09,CITY00001689,131.45,106.51,93.31,95.25,82.82,109.27,108.42,13.79,83052.53,573.476,17.072,64.94,7.48,856.17,0.3829,121.02,130.78,REL_2021Q3
2159-10,CITY00001690,86.3,84.88,54.49,72.0,81.67,59.21,82.82,8.34,97592.15,1018.8,10.322,51.25,6.99,268.72,0.0706,62.37,70.28,REL_2022Q4
2159-11,CITY00001691,157.18,127.26,119.09,161.36,139.33,157.92,112.39,19.335,53540.52,448.48,7.901,33.97,13.06,761.95,0.3901,148.23,146.82,REL_2020Q1
2159-12,CITY00001692,107.35,109.86,89.32,71.73,64.94,80.44,118.83,16.982,31187.93,433.189,11.028,44.18,24.05,839.35,0.3537,95.69,81.96,REL_2020Q2
2160-01,CITY00001693,87.3,82.44,61.14,56.79,80.15,59.97,89.17,17.551,86312.06,1135.791,4.47,36.43,23.65,1255.85,0.1172,62.33,81.37,REL_2020Q1
2160-02,CITY00001694,106.18,77.22,89.07,95.38,64.31,88.17,89.85,23.51,53432.2,728.599,2.876,61.53,12.98,727.58,0.5591,91.0,88.62,REL_2024Q3
2160-03,CITY00001695,97.14,77.99,62.16,55.91,94.54,78.62,116.78,23.325,107350.73,822.4,11.001,49.73,1.03,488.74,0.0586,69.05,83.58,REL_2021Q1
2160-04,CITY00001696,143.45,139.75,95.39,95.94,115.59,132.0,110.6,19.611,65077.75,344.122,1.874,35.07,9.57,170.86,0.5391,131.86,116.72,REL_2020Q3
2160-05,CITY00001697,93.75,87.11,83.15,53.51,62.2,86.4,91.11,21.674,50110.45,841.401,4.618,46.02,17.51,650.5,0.4831,67.27,67.96,REL_2022Q2
2160-06,CITY00001698,94.67,81.37,78.68,69.96,61.58,62.6,103.9,19.394,113365.24,1554.094,13.902,53.1,21.74,1474.97,0.788,86.0,73.35,REL_2025Q4
2160-07,CITY00001699,191.34,180.11,137.06,141.42,142.91,185.51,220.04,14.661,25952.06,144.561,9.002,56.07,0.35,625.19,0.3263,150.78,171.03,REL_2025Q3
2160-08,CITY00001700,177.3,174.99,147.63,182.16,126.77,125.41,143.85,24.737,76538.45,621.276,5.834,28.64,21.25,524.89,0.5602,158.71,181.93,REL_2025Q4
2160-09,CITY00001701,175.08,177.6,164.96,96.08,185.17,157.13,193.91,14.331,71404.65,361.413,9.991,13.1,14.63,255.62,0.4702,169.08,186.27,REL_2024Q4
2160-10,CITY00001702,152.96,127.11,124.26,135.81,92.59,114.31,138.25,15.752,110253.21,922.612,9.436,59.49,10.83,776.97,0.9397,131.99,152.55,REL_2019Q1
2160-11,CITY00001703,119.5,99.47,96.83,111.1,112.44,81.78,147.93,21.294,56256.76,382.372,3.82,40.43,7.85,1182.76,0.4768,108.92,109.05,REL_2020Q4
2160-12,CITY00001704,180.71,188.31,157.24,193.41,196.37,124.11,201.16,14.545,60486.87,261.037,-0.336,17.62,6.89,202.06,0.0369,149.12,188.17,REL_2021Q3
2161-01,CITY00001705,125.27,122.96,88.95,125.56,71.68,129.5,98.15,13.354,81690.55,928.235,-0.296,19.93,7.34,831.82,0.4303,104.92,113.23,REL_2019Q4
2161-02,CITY00001706,170.49,146.51,128.84,121.73,142.12,148.11,200.05,8.097,53808.47,343.147,5.731,11.45,14.72,562.25,0.7723,164.88,170.8,REL_2023Q1
2161-03,CITY00001707,121.54,125.75,83.88,83.53,94.44,104.7,118.85,5.258,137730.18,1553.498,14.834,22.32,20.8,1112.19,0.3672,96.33,101.82,REL_2019Q4
2161-04,CITY00001708,138.13,141.48,120.1,142.88,92.89,104.81,122.18,4.988,54040.68,583.88,7.616,20.46,18.99,1218.6,0.611,132.05,134.71,REL_2024Q4
2161-05,CITY00001709,124.62,98.16,107.85,94.84,91.42,109.08,118.05,5.337,95338.28,1081.407,0.96,25.72,10.5,710.24,0.9912,99.69,96.77,REL_2021Q1
2161-06,CITY00001710,158.64,162.93,103.09,112.77,115.34,156.87,124.09,21.251,106855.92,759.232,3.487,45.73,7.59,911.95,0.6774,143.43,130.2,REL_2020Q2
2161-07,CITY00001711,156.58,158.72,98.97,125.38,159.47,129.27,175.65,11.175,124317.27,960.775,3.052,45.31,24.4,634.99,0.0529,145.9,153.91,REL_2019Q3
2161-08,CITY00001712,173.5,193.87,120.44,97.4,161.12,140.79,226.65,19.331,56931.22,357.355,10.264,42.7,10.11,1469.92,0.9837,160.74,161.31,REL_2022Q1
2161-09,CITY00001713,127.6,112.98,104.88,132.52,110.55,95.34,106.31,19.655,49464.48,521.264,3.196,29.9,8.92,158.34,0.4793,100.64,97.73,REL_2022Q1
2161-10,CITY00001714,170.49,178.85,117.82,124.51,164.76,143.55,126.66,1.397,90583.17,519.695,-1.225,63.36,3.58,1190.29,0.626,147.17,148.06,REL_2023Q2
2161-11,CITY00001715,214.4,191.81,150.44,217.36,216.23,151.56,282.98,10.021,66048.29,350.71,10.137,25.62,5.47,1018.66,0.9193,208.66,205.62,REL_2019Q2
2161-12,CITY00001716,190.87,209.19,130.92,114.19,195.24,199.21,170.24,15.221,39128.15,302.347,1.726,28.25,19.74,727.35,0.2883,173.97,175.24,REL_2022Q3
2162-01,CITY00001717,203.38,164.12,167.95,169.86,150.14,144.8,157.34,19.973,61691.27,298.709,10.399,46.65,11.4,645.35,0.5774,207.32,172.73,REL_2024Q1
2162-02,CITY00001718,198.78,201.95,159.69,120.58,187.58,212.53,155.06,7.689,92257.64,380.141,1.431,52.73,18.92,1350.66,0.7512,170.91,200.76,REL_2024Q1
2162-03,CITY00001719,128.91,138.57,92.06,124.1,93.36,108.35,133.71,23.304,71831.94,437.421,5.192,15.19,17.08,705.6,0.0014,101.1,131.12,REL_2021Q2
2162-04,CITY00001720,102.47,79.77,81.43,91.62,63.19,82.42,86.36,18.646,96143.73,1559.456,1.083,20.43,3.19,1156.62,0.9707,80.6,77.68,REL_2020Q4
2162-05,CITY00001721,111.82,109.29,72.94,102.14,86.78,93.21,83.46,16.879,29703.96,390.702,5.233,36.74,2.87,346.97,0.7362,86.46,111.21,REL_2023Q4
2162-06,CITY00001722,172.81,160.26,129.44,162.61,137.65,172.71,124.89,13.07,46333.87,391.724,-0.241,33.98,22.72,835.37,0.3986,161.58,157.24,REL_2023Q4
2162-07,CITY00001723,204.71,221.32,142.29,183.4,192.47,184.3,267.12,8.766,46793.63,187.165,12.092,11.59,12.37,159.62,0.0903,170.62,204.99,REL_2019Q2
2162-08,CITY00001724,136.68,148.01,130.53,138.62,124.13,133.38,118.57,24.372,137713.9,874.887,5.971,59.57,21.7,596.4,0.8304,130.78,113.11,REL_2025Q3
2162-09,CITY00001725,150.85,151.76,142.43,103.77,107.24,105.15,144.82,18.915,57781.63,384.499,15.413,36.73,22.34,1282.11,0.7134,144.59,153.8,REL_2021Q4
2162-10,CITY00001726,127.74,102.27,90.61,88.29,112.82,112.43,98.27,8.973,121671.01,1039.153,13.471,25.89,7.78,1171.67,0.6804,108.36,128.95,REL_2022Q1
2162-11,CITY00001727,145.02,154.43,127.98,135.25,134.54,140.6,118.56,20.754,120033.43,609.498,-1.529,27.03,10.67,1299.65,0.6111,127.79,135.01,REL_2021Q3
2162-12,CITY00001728,205.33,176.23,195.66,224.05,184.95,188.65,170.71,6.779,100490.98,638.979,-0.336,26.62,12.91,1492.1,0.229,210.22,195.31,REL_2023Q2
2163-01,CITY00001729,192.73,154.71,151.48,206.74,157.32,145.75,233.45,23.049,88773.27,521.603,13.617,55.52,22.64,780.03,0.7515,157.15,173.2,REL_2021Q3
