health_mental_survey_year,health_mental_behavioral_health_region,health_mental_serious_mental_illness_rate,health_mental_major_depressive_episode_rate,health_mental_anxiety_disorder_rate,health_mental_suicidal_ideation_rate,health_mental_suicide_mortality_rate,health_mental_opioid_overdose_rate,health_mental_alcohol_use_disorder_rate,health_mental_stimulant_use_disorder_rate,health_mental_treatment_gap_pct,health_mental_provider_shortage_area_flag,health_mental_telehealth_visit_share_pct,health_mental_crisis_line_call_volume,health_mental_involuntary_hold_rate,health_mental_naloxone_distribution_rate,health_mental_medication_assisted_treatment_rate,health_mental_recovery_support_participation,health_mental_homelessness_comorbidity_rate,health_mental_justice_involved_rate
2017,South,1.302,13.766,5.876,4.732,7.49,10.665,8.202,5.99,55.58,N,52.77,23593,14.272,469.73,17.28,21.53,8.04,11.72
2015,North,6.663,0.53,12.672,8.022,19.817,4.476,6.94,3.122,77.5,N,81.45,14988,4.906,465.87,28.06,60.35,25.64,7.47
2021,East,7.688,3.696,6.83,3.68,31.175,9.353,8.146,2.689,36.26,Y,26.77,11027,3.292,322.67,6.74,7.0,8.1,1.56
2021,NorthEast,4.44,9.586,6.744,0.897,17.545,8.438,4.354,3.188,58.81,N,2.03,6816,6.384,464.72,7.37,0.29,6.93,0.05
2016,Central,6.323,8.45,19.897,6.044,26.797,7.047,8.258,6.857,84.65,N,2.87,21749,9.668,47.71,12.64,34.44,4.4,6.29
2022,West,7.987,1.092,10.9,3.886,27.198,7.554,6.823,6.352,38.36,Y,23.71,24029,5.509,50.28,3.99,56.64,16.65,19.64
2017,Central,1.129,11.748,16.365,4.12,0.657,1.483,11.346,1.965,35.76,N,81.93,13880,11.729,36.02,32.54,40.58,26.66,5.22
2022,West,6.107,9.13,11.337,6.246,27.338,4.991,7.947,2.659,40.82,Y,13.57,16359,11.251,62.57,5.74,28.51,9.55,2.35
2020,East,2.611,8.176,14.812,5.289,1.318,3.192,2.902,3.579,30.73,N,12.92,7610,9.698,442.63,33.9,5.52,20.41,3.4
2021,East,0.865,11.849,17.46,7.262,8.574,8.987,11.609,0.825,35.12,Y,5.41,8551,1.354,451.72,55.81,70.48,4.48,2.83
2019,East,5.781,3.356,10.312,7.702,2.319,3.463,1.717,6.221,19.47,N,66.17,3800,1.622,268.9,32.11,31.27,2.75,14.34
2020,West,7.913,13.935,8.316,2.275,28.324,11.466,3.374,6.332,87.91,N,35.56,20476,14.588,363.36,36.09,14.09,3.87,15.58
2020,West,5.133,10.042,17.56,5.168,34.238,5.164,6.838,5.84,85.53,N,77.12,19457,0.33,195.68,18.68,42.99,11.15,6.78
2025,West,2.854,1.418,10.382,7.612,1.442,1.681,4.736,6.607,49.32,N,11.15,11984,3.607,186.58,29.82,42.12,3.61,12.67
2017,NorthEast,7.591,5.374,3.029,2.086,8.07,8.592,4.936,5.406,20.26,N,62.45,8204,8.928,49.47,36.68,58.69,23.77,19.03
2024,Central,4.679,11.682,18.692,7.345,20.653,3.704,9.722,5.196,28.51,Y,34.22,21762,9.847,422.45,54.6,16.85,29.47,5.92
2018,South,5.614,12.83,16.315,0.236,17.914,1.178,6.261,3.377,15.2,Y,26.55,10091,4.292,389.74,15.4,4.24,19.67,19.55
2019,South,3.362,4.34,7.549,6.586,16.325,4.145,10.115,4.59,49.35,Y,40.95,9855,7.249,150.89,3.03,21.68,1.02,2.33
2017,West,5.027,2.536,1.968,6.777,18.149,3.745,3.035,5.922,31.36,N,17.49,17414,14.075,0.86,35.99,61.25,15.25,16.17
2020,West,6.648,8.237,14.266,1.977,15.21,1.215,7.085,2.793,21.76,N,55.92,24017,13.409,312.69,38.34,40.3,19.21,12.43
2017,West,7.653,5.597,16.945,8.301,15.488,4.707,2.295,1.922,60.34,N,75.71,6812,10.764,214.52,45.15,79.02,26.42,17.15
2024,South,1.538,3.294,14.452,6.617,33.783,11.41,11.007,5.091,69.15,N,69.01,2632,11.134,414.73,53.78,61.89,26.93,1.28
2025,North,2.85,8.303,12.01,7.482,7.354,2.43,1.2,1.447,46.35,N,82.44,5226,1.903,57.4,19.85,31.63,4.13,15.12
2017,South,4.21,0.71,21.193,1.967,18.556,0.739,3.654,7.081,52.51,N,18.5,24499,2.968,323.44,0.2,27.99,20.41,15.76
2025,NorthEast,3.112,14.849,15.746,1.382,30.576,2.11,0.888,4.82,80.1,N,73.39,8994,2.505,479.93,17.72,52.44,0.36,2.93
2021,East,2.659,9.799,7.453,6.296,29.363,5.759,1.972,2.029,28.76,Y,28.73,10157,13.404,284.83,48.16,18.97,25.32,11.22
2021,Central,2.655,10.182,1.904,4.6,23.288,11.378,6.502,7.054,57.81,Y,18.63,4596,1.464,99.78,31.34,3.81,6.57,12.87
2017,East,6.718,9.501,17.628,8.998,28.018,4.817,10.052,2.288,71.26,N,13.64,9531,8.994,217.36,19.12,8.91,27.48,9.98
2018,North,3.305,14.378,21.448,2.42,26.357,3.652,1.34,7.131,43.52,Y,77.3,4722,5.545,369.31,53.77,16.94,26.25,17.25
2019,NorthEast,7.917,10.708,6.847,5.89,1.046,7.04,5.567,4.144,45.56,N,63.62,24724,5.625,272.12,19.84,10.14,4.94,17.72
2022,North,0.57,12.841,8.856,6.907,25.989,8.584,3.113,5.101,82.64,N,67.22,3100,2.97,297.46,16.46,59.71,3.8,8.46
2023,North,2.239,1.546,6.385,0.504,34.719,1.437,9.381,3.368,44.79,N,63.87,5136,13.139,213.04,10.84,26.06,21.02,11.3
2024,Central,1.315,8.55,4.025,4.456,17.407,2.674,5.896,3.892,47.51,N,15.19,2668,1.852,129.0,47.0,2.53,29.87,2.06
2018,West,6.89,4.107,16.536,0.22,9.878,6.78,4.082,4.044,54.31,N,32.98,2272,12.498,142.19,37.14,59.09,13.41,18.78
2025,West,4.669,7.532,4.519,7.479,23.93,9.993,2.437,3.757,36.48,Y,63.02,20157,6.13,499.67,25.52,9.74,10.28,18.27
2019,North,6.537,9.79,2.063,4.76,31.872,1.25,11.186,6.108,28.57,N,1.58,17583,13.453,203.17,53.98,59.91,19.72,3.38
2018,East,4.696,3.261,19.441,0.998,29.676,7.013,5.561,5.41,13.77,N,27.58,18608,7.787,383.14,41.35,27.83,13.9,2.32
2025,South,1.905,6.451,8.222,3.67,29.431,11.536,6.097,4.248,41.76,N,21.15,24165,11.612,301.84,10.73,2.15,13.88,14.29
2023,West,4.077,6.663,1.42,5.992,29.629,7.358,7.626,3.969,51.14,N,20.6,21742,8.224,74.98,7.46,45.8,2.11,9.8
2021,South,7.762,5.653,7.867,4.924,15.888,11.513,3.113,3.4,30.93,Y,55.59,8984,10.888,114.86,13.7,44.17,24.13,17.83
2024,South,0.244,11.181,7.296,5.681,1.704,8.277,11.391,7.502,88.06,N,60.67,16016,9.896,89.42,5.48,56.51,16.22,7.21
2024,West,2.74,14.166,15.523,3.788,0.805,5.462,5.304,7.821,90.61,Y,8.46,12454,2.483,313.58,55.21,9.52,19.73,5.96
2018,NorthEast,4.793,4.896,3.404,8.466,1.444,4.523,1.214,2.953,25.0,Y,68.04,8568,8.917,489.24,36.14,32.64,27.54,11.92
2022,West,5.677,0.84,12.972,8.864,11.69,2.893,10.054,7.362,61.09,N,74.35,18291,14.476,271.75,37.48,67.89,16.24,1.71
2023,West,6.183,2.582,14.649,0.953,18.232,6.876,8.945,7.857,43.65,Y,80.83,13645,2.66,486.37,56.19,16.78,4.94,3.78
2025,East,7.888,10.222,13.215,7.33,5.07,11.119,9.12,6.864,30.53,N,63.92,21529,11.718,348.53,0.05,29.57,13.79,10.33
2019,North,7.667,5.697,10.391,3.282,7.513,10.945,4.442,5.756,50.31,N,70.66,24206,5.854,383.0,15.41,59.95,23.46,1.82
2021,NorthEast,6.902,3.243,20.169,3.447,21.421,4.984,1.962,6.982,77.95,Y,57.94,10428,10.769,235.38,38.8,8.34,21.51,12.56
2018,East,1.537,6.356,6.767,5.553,13.029,5.201,4.069,5.159,24.82,N,7.12,13533,11.748,144.21,9.9,29.41,22.44,0.81
2025,West,7.667,14.576,17.518,7.072,30.008,0.401,10.487,5.51,63.02,Y,7.6,10974,13.448,142.64,57.79,8.09,12.42,16.06
2020,East,2.87,14.363,8.333,8.654,10.058,9.356,10.065,0.369,92.91,Y,77.96,10915,12.052,394.5,49.82,6.17,0.84,12.97
2024,NorthEast,2.978,0.962,14.465,4.409,18.777,5.602,5.462,7.809,36.28,Y,35.98,7237,10.124,401.13,56.59,61.17,25.2,0.09
2015,Central,3.444,14.685,1.789,6.88,10.297,5.921,5.949,3.57,53.68,Y,74.58,18193,6.682,186.47,14.89,32.8,24.3,16.71
2018,West,2.565,1.65,4.889,8.946,31.526,5.542,1.55,4.889,63.65,N,67.53,20134,9.681,48.32,36.81,58.27,26.17,14.96
2017,NorthEast,4.528,13.631,12.961,4.844,33.984,2.782,1.583,2.308,42.03,Y,12.65,11519,12.785,235.87,25.61,47.58,1.81,8.51
2025,South,5.329,13.102,11.537,1.083,15.939,5.401,5.306,1.062,10.33,Y,73.86,16121,6.058,396.68,44.87,54.81,29.78,3.42
2016,North,4.801,4.532,13.021,1.474,21.766,1.091,10.385,3.421,84.72,N,0.54,11299,1.9,388.94,50.71,31.55,14.48,17.21
2016,Central,5.141,8.633,12.109,0.143,30.959,10.386,5.069,0.154,30.95,N,80.35,17965,5.809,373.55,58.85,65.38,18.51,2.45
2016,South,3.589,6.791,14.162,6.853,6.287,11.294,0.64,4.248,57.33,Y,20.41,10136,12.638,466.67,43.33,67.88,11.42,4.93
2022,Central,5.539,0.817,21.843,4.934,31.618,8.634,5.887,1.833,45.15,Y,1.82,13233,1.509,434.86,51.78,8.03,12.08,16.77
2025,South,6.813,10.185,19.42,0.76,17.074,8.769,2.098,5.799,44.33,N,80.69,22303,2.885,374.91,9.23,74.83,0.94,19.72
2015,South,7.727,11.776,15.607,6.452,11.885,6.122,9.719,4.465,34.2,Y,61.4,20573,8.74,295.91,37.67,72.17,13.39,16.38
2017,South,5.042,14.956,6.203,5.167,8.851,11.006,10.213,3.6,64.67,N,75.28,101,6.895,71.64,6.8,22.97,13.87,7.88
2024,South,1.467,11.086,4.366,3.974,16.108,10.367,10.359,7.873,12.36,Y,21.23,6531,9.348,401.56,16.76,54.85,17.28,1.61
2018,East,6.689,6.69,5.182,8.571,28.481,8.016,6.052,7.041,86.95,N,23.67,104,0.885,43.72,25.55,17.51,29.17,4.44
2021,West,0.262,1.653,13.189,6.776,13.749,9.093,0.27,2.346,89.03,N,19.34,13826,2.717,307.52,10.96,36.09,29.39,7.8
2024,West,5.052,7.86,18.7,8.595,27.337,0.046,5.991,7.777,90.47,N,34.11,8477,9.632,57.51,1.63,31.81,0.21,14.14
2022,Central,0.555,2.501,15.883,2.979,34.226,3.972,9.515,2.097,86.37,N,70.39,6409,7.719,211.18,38.02,1.31,5.01,5.4
2023,West,6.043,10.915,20.057,2.109,26.197,4.627,10.711,1.525,22.25,N,80.46,3394,2.273,247.49,6.38,79.54,28.21,2.14
2023,Central,7.161,7.6,3.185,3.229,21.244,7.233,6.96,2.799,14.56,N,30.87,18344,11.852,54.94,16.81,68.25,29.16,14.51
2016,South,1.204,13.488,1.47,1.307,17.985,4.916,3.954,4.652,17.06,Y,44.81,5975,0.42,328.16,45.93,57.78,1.09,12.83
2023,Central,3.447,1.361,13.164,4.804,28.753,1.255,11.0,3.75,56.97,Y,61.64,177,3.298,160.19,55.52,27.88,9.29,15.44
2023,South,6.776,0.701,7.978,5.784,4.649,6.399,2.31,6.596,40.47,Y,6.65,3607,3.681,421.65,9.34,15.52,0.25,5.23
2021,NorthEast,3.178,6.578,7.606,6.524,2.73,6.396,0.405,2.811,27.78,N,33.69,23758,1.38,315.27,42.74,31.84,10.78,1.71
2017,Central,4.292,9.798,20.566,5.117,18.45,4.527,6.215,4.771,92.56,N,23.24,13912,6.205,350.49,58.59,7.28,8.3,11.17
2016,Central,6.224,14.852,12.448,8.287,18.274,4.013,5.785,7.225,41.37,N,32.5,716,11.604,352.31,3.19,29.78,26.09,15.21
2020,North,1.755,13.146,17.683,2.28,25.318,2.003,4.147,3.941,45.62,N,71.16,5968,10.21,323.94,52.51,25.19,11.63,0.31
2025,South,7.415,7.166,15.914,1.161,1.507,6.429,2.083,4.371,88.74,N,11.69,9953,2.985,42.1,23.38,12.69,0.32,7.39
2016,South,3.273,7.809,2.647,8.401,10.348,1.418,5.899,3.781,29.08,Y,72.87,22869,7.452,475.66,3.48,53.21,16.13,9.64
2024,North,3.409,10.873,17.748,0.374,24.805,2.961,6.87,1.125,77.09,Y,61.84,750,6.021,255.92,48.41,24.7,24.26,0.81
2017,Central,7.529,14.305,1.586,6.73,19.601,0.287,7.618,7.988,80.24,N,28.79,2075,4.96,275.22,51.32,17.98,11.43,16.26
2024,NorthEast,2.542,5.843,7.806,2.719,10.265,9.0,6.932,7.15,29.15,Y,31.34,22944,10.565,289.27,38.67,78.12,14.57,5.88
2015,North,7.081,1.259,17.265,7.495,9.631,0.835,7.357,6.513,80.32,N,67.87,2205,9.09,437.17,20.44,23.96,27.32,3.24
2018,Central,4.273,13.901,14.316,1.972,21.873,10.829,9.952,4.473,92.12,Y,46.55,8296,10.231,409.03,29.15,37.45,0.14,11.37
2021,NorthEast,4.889,13.501,9.022,7.406,26.859,1.221,0.69,5.856,47.54,Y,30.13,7041,12.603,315.3,19.9,27.3,1.3,4.58
2019,East,5.68,10.644,20.583,5.048,22.796,10.172,8.11,3.921,44.43,N,63.45,23502,1.02,147.76,21.38,1.3,25.43,14.63
2017,South,3.845,13.209,16.779,8.678,7.232,3.729,9.389,1.257,67.04,N,16.01,21555,4.359,484.78,9.93,77.31,11.37,15.08
2024,North,6.44,2.821,7.228,3.839,10.725,2.779,6.532,0.184,63.26,N,5.89,5382,10.648,82.87,12.14,63.54,0.48,15.33
2015,South,1.574,12.643,0.924,6.706,24.454,11.736,9.395,0.633,57.02,N,82.54,4671,12.019,270.54,37.06,49.74,16.99,15.49
2021,West,6.308,8.241,5.104,3.21,19.598,3.437,9.895,1.124,42.15,N,18.45,15841,1.86,125.68,46.1,78.02,14.59,16.5
2015,East,0.942,13.573,17.106,0.446,13.394,3.203,10.945,5.993,29.06,Y,28.84,14657,9.745,125.93,37.3,64.0,29.66,7.6
2015,West,0.204,13.971,20.204,5.448,9.245,8.652,5.514,7.81,44.59,Y,22.39,16236,11.383,169.1,16.31,77.17,23.47,6.46
2015,East,2.179,2.942,8.43,8.231,14.572,11.518,11.889,2.772,13.92,N,63.93,20754,14.02,203.55,52.85,54.01,26.0,0.27
2022,South,3.94,6.93,2.762,8.059,11.304,8.384,7.138,5.867,10.31,Y,32.56,24139,1.309,282.55,22.29,56.03,7.49,13.08
2016,NorthEast,2.192,9.669,11.116,4.498,8.221,6.896,3.924,3.207,21.53,Y,59.63,17370,7.586,4.49,8.31,13.86,14.26,11.74
2021,West,2.632,13.918,8.067,2.695,10.823,10.534,7.29,0.974,70.89,Y,50.67,2508,13.746,196.88,27.44,32.75,28.29,5.85
2024,NorthEast,5.966,0.975,5.499,1.819,12.894,0.286,6.756,7.352,94.37,N,12.21,159,5.659,401.11,27.98,55.02,15.64,0.83
2015,Central,6.958,8.985,20.913,5.777,10.78,3.742,9.999,7.972,94.79,Y,64.84,2256,0.181,232.17,50.98,47.91,6.37,1.36
2017,East,2.828,1.564,1.594,3.989,31.34,4.786,7.401,3.284,21.95,N,82.01,1348,4.783,363.53,14.79,65.27,22.82,14.2
2017,NorthEast,4.327,6.814,5.173,2.715,9.793,7.934,2.996,4.448,62.2,N,69.52,18703,8.902,40.92,19.57,62.42,25.79,18.04
2017,East,0.554,12.217,14.565,6.963,28.076,11.14,11.983,7.493,87.38,Y,35.45,20678,1.442,15.91,45.6,24.05,13.84,14.1
2023,North,7.561,1.845,21.558,2.242,22.152,3.817,8.009,3.067,78.44,N,33.01,6373,5.617,343.71,3.35,27.93,21.02,14.48
2021,West,4.592,14.608,11.118,1.931,9.669,10.37,5.975,1.607,40.64,N,49.4,14259,10.353,468.21,3.51,48.21,12.97,12.76
2017,North,5.575,9.548,7.352,3.368,29.73,6.841,4.701,7.349,25.96,Y,58.23,21871,12.941,25.38,59.3,79.33,24.06,17.04
2016,West,2.122,8.728,21.877,1.586,11.019,6.784,0.807,2.011,94.59,N,30.13,18,3.953,173.0,5.07,14.67,12.81,17.51
2016,Central,6.063,5.563,3.92,8.883,26.742,9.101,2.742,3.477,16.21,Y,7.47,19467,4.0,133.08,6.56,63.69,2.64,9.11
2019,East,5.672,2.019,4.974,4.421,29.114,6.547,1.804,5.531,72.54,N,23.17,9199,8.488,412.06,34.45,27.53,12.69,13.48
2016,West,3.521,8.705,4.807,7.89,2.772,0.212,2.547,6.962,91.19,Y,40.45,8619,14.817,252.53,1.46,69.45,26.51,13.92
2023,West,5.473,0.886,17.559,8.444,26.545,1.076,3.936,7.41,33.7,N,6.69,8143,6.263,180.76,59.79,44.29,0.35,16.71
2016,East,3.679,5.375,3.455,6.925,3.16,7.722,11.186,5.022,90.24,N,83.53,21614,9.628,301.41,6.54,33.34,20.64,0.26
2023,North,5.006,9.444,16.79,2.243,2.735,10.674,10.655,0.496,67.36,Y,47.91,1794,1.379,165.58,14.96,74.93,9.54,3.48
2022,East,7.38,0.705,19.282,2.764,28.273,4.202,8.282,5.294,39.37,Y,59.63,3981,2.389,398.86,27.75,7.14,16.42,12.38
2018,North,4.978,12.758,17.428,3.956,3.79,0.227,10.589,6.679,85.77,N,15.92,12391,10.604,10.29,29.13,76.02,20.49,1.9
2023,West,1.17,1.282,12.119,2.931,0.945,1.89,8.499,5.329,40.53,N,44.56,21815,10.196,393.21,9.21,7.71,10.66,14.94
2015,NorthEast,3.813,7.985,17.767,4.893,34.091,4.136,11.159,1.511,81.43,N,19.7,23467,5.899,360.77,36.29,72.46,22.99,19.82
2021,Central,4.442,3.411,5.037,5.652,20.819,10.03,2.104,7.674,38.07,Y,7.75,2636,8.598,463.92,39.69,24.79,17.51,15.58
2019,East,1.699,14.734,21.029,8.47,23.322,9.506,3.096,1.931,12.64,Y,10.7,8753,14.189,443.09,48.06,22.63,5.57,7.97
2022,East,3.546,7.461,20.452,2.005,0.948,3.258,2.452,1.281,29.15,Y,33.93,18638,8.085,154.11,16.85,3.59,17.29,0.14
2020,West,1.372,13.202,19.823,0.519,34.523,2.197,8.052,3.598,11.05,Y,32.55,9801,3.12,448.92,20.55,2.27,16.18,6.36
2021,North,0.983,14.637,9.068,3.199,16.728,6.607,11.722,2.241,51.87,N,2.74,11229,13.284,177.37,31.38,62.14,15.4,14.41
2024,NorthEast,4.849,8.117,2.765,0.31,13.243,9.267,8.777,3.64,28.88,N,6.96,1630,3.425,360.78,34.86,18.7,7.43,0.45
2020,North,5.897,6.645,14.061,2.7,14.635,4.228,0.926,2.562,53.56,Y,33.64,1325,7.521,455.55,14.76,7.04,14.62,16.99
2024,East,6.364,2.88,10.23,3.555,21.454,10.017,2.204,5.328,12.15,N,52.11,22246,7.524,120.71,44.47,6.54,18.74,8.69
2019,NorthEast,3.257,7.387,19.258,7.688,23.978,2.052,1.31,4.785,55.3,Y,16.52,20360,12.907,122.11,27.18,41.08,3.48,14.65
2022,West,1.068,4.576,16.64,2.531,8.183,8.382,1.31,1.49,94.37,N,52.77,13527,11.944,9.76,53.94,41.3,14.64,13.14
2016,East,5.548,9.334,14.083,4.808,19.44,4.826,6.425,4.018,60.9,N,31.68,20302,4.695,346.24,2.62,49.47,15.27,6.33
2018,West,3.213,5.654,20.684,4.693,7.383,3.607,10.089,3.412,17.16,Y,16.44,6749,10.826,239.38,43.03,47.31,6.38,16.99
2015,Central,6.34,6.869,15.492,2.759,2.256,5.01,1.666,4.087,18.13,Y,19.7,17756,5.494,25.37,31.53,61.01,11.38,5.16
2018,West,3.96,14.968,6.708,8.924,29.684,5.736,7.871,2.326,56.23,N,7.39,7752,1.946,404.16,38.74,53.79,16.7,11.86
2025,South,3.841,10.828,13.417,7.629,31.686,0.765,4.389,3.711,53.19,N,16.52,17303,7.402,214.71,51.65,78.09,25.53,13.07
2024,East,7.339,12.019,3.142,6.958,15.438,5.137,9.438,3.262,43.52,N,70.72,6488,2.774,382.36,41.55,37.93,14.94,3.04
2024,North,6.46,8.191,8.733,5.092,26.085,7.854,3.6,7.086,16.95,Y,77.85,2922,1.093,89.06,45.05,5.34,22.59,18.25
2025,Central,4.533,1.98,7.018,4.701,34.977,5.498,6.518,0.779,12.23,N,40.41,9267,3.739,184.34,21.46,23.47,14.61,7.91
2016,North,0.9,6.528,19.091,8.438,13.048,7.657,1.822,0.018,78.88,Y,74.61,14017,7.934,209.79,55.5,41.94,10.57,7.76
2015,NorthEast,3.417,11.928,17.18,5.607,17.698,8.014,7.821,3.54,26.06,Y,8.74,11997,13.532,336.39,9.37,64.31,2.32,16.55
2024,Central,5.624,6.59,11.019,0.916,10.738,6.823,11.115,7.746,35.05,N,40.94,13161,12.102,220.74,18.15,29.98,10.97,2.65
2017,Central,3.883,9.08,20.927,4.957,24.479,3.153,9.655,6.401,23.36,Y,46.31,3282,0.668,212.7,3.13,4.77,21.11,6.6
2019,West,2.959,0.725,17.495,1.127,27.155,0.062,6.281,6.013,70.23,N,45.4,16928,0.97,0.15,25.99,45.7,10.87,12.77
2023,Central,4.498,12.504,17.085,2.34,10.17,7.973,9.539,7.646,29.56,N,64.16,14456,4.248,305.26,13.46,14.51,4.59,9.17
2017,West,7.427,1.692,8.215,3.235,10.386,1.919,4.217,6.347,17.87,Y,72.68,5874,8.115,193.18,27.87,19.79,27.86,4.15
2017,West,2.221,3.54,17.156,1.388,7.113,6.664,1.718,2.47,15.9,N,9.61,7192,10.089,427.46,19.18,36.49,17.35,14.82
2015,Central,7.15,13.136,10.663,5.31,19.091,8.105,7.889,2.189,55.2,N,75.3,12803,11.071,128.51,40.37,35.83,7.93,1.94
2016,West,2.479,3.749,3.422,5.764,19.607,5.062,8.852,2.897,88.81,N,23.62,11520,4.465,453.74,46.81,22.28,22.06,10.56
2019,East,7.554,5.716,17.525,2.39,23.484,6.894,10.505,6.676,39.06,N,45.25,12050,3.889,38.46,36.5,10.13,8.48,15.2
2018,South,1.539,6.766,4.288,6.836,24.37,0.633,6.624,4.133,51.43,Y,29.81,9752,6.413,224.64,59.51,48.67,23.11,17.23
2024,Central,5.283,9.662,9.925,1.727,2.831,11.174,11.897,4.039,67.5,N,45.79,16704,14.17,276.82,5.21,31.25,7.24,5.68
2015,West,4.156,11.524,5.381,3.197,5.547,7.538,4.973,4.148,37.08,Y,22.69,552,13.669,340.22,11.51,44.38,17.44,12.7
2021,North,7.38,9.1,18.746,5.717,11.338,3.169,0.878,1.976,69.81,N,72.56,8764,10.155,184.61,45.31,42.49,29.32,18.81
2024,West,5.49,14.401,12.03,6.955,33.986,5.876,3.678,5.224,80.31,N,72.98,9678,4.785,269.45,4.49,67.14,29.51,15.74
2020,West,1.276,3.596,2.961,1.831,27.377,5.69,5.532,2.725,88.33,Y,54.78,14350,4.222,492.87,22.98,33.02,19.86,6.16
2024,East,2.615,3.626,8.367,7.289,13.532,3.247,9.305,5.624,78.38,Y,29.74,24740,12.176,469.02,59.25,5.77,17.61,10.93
2024,South,0.504,7.787,6.792,1.432,14.973,1.367,6.849,7.975,40.01,Y,37.73,9858,14.402,343.93,41.39,54.08,20.48,3.07
2022,East,3.51,8.098,20.878,4.503,24.52,10.063,1.95,0.152,55.47,Y,8.18,11613,7.668,413.0,12.8,54.57,20.78,7.53
2020,South,3.001,3.676,19.095,5.213,16.38,6.79,6.572,3.224,48.58,Y,45.47,14950,1.045,74.78,37.52,17.04,18.67,16.25
2020,NorthEast,3.283,3.34,21.077,7.522,32.195,4.024,10.481,1.14,94.29,Y,81.49,10477,8.637,366.16,33.25,32.21,21.98,1.76
2020,North,4.897,0.527,21.572,6.671,16.858,9.836,6.765,3.845,26.62,N,40.91,16195,11.585,435.32,9.07,73.06,26.41,7.4
2025,Central,5.177,12.59,19.698,1.198,20.854,9.543,6.275,5.477,25.23,Y,16.82,17365,1.087,429.11,58.68,65.59,8.33,8.75
2017,NorthEast,0.279,6.059,4.639,0.673,15.453,6.688,3.13,4.888,79.91,Y,79.87,20702,7.955,23.6,44.27,61.36,6.76,2.18
2016,West,3.548,14.938,14.34,7.675,34.201,3.124,4.411,4.963,66.31,N,21.86,23947,12.697,419.64,13.81,7.87,20.38,11.02
2022,North,5.155,3.408,11.58,0.701,19.444,6.417,4.125,0.393,36.21,Y,7.08,18527,8.636,5.13,15.19,0.65,7.96,13.88
2023,East,3.938,12.406,21.784,5.656,30.305,2.131,8.289,2.119,29.62,N,43.46,2684,7.412,217.09,2.59,13.85,4.97,2.79
2025,West,6.157,10.364,9.408,1.679,8.089,5.158,5.051,1.744,93.74,N,15.01,10033,13.881,430.6,39.89,21.42,1.31,9.42
2020,East,4.375,10.705,12.447,2.672,11.928,6.945,1.428,6.596,57.5,N,22.35,8206,13.828,91.73,25.64,71.09,5.01,0.02
2024,North,5.119,1.007,4.512,6.406,30.485,8.548,10.429,4.321,63.83,Y,58.01,20678,6.684,150.55,46.92,22.98,24.09,8.45
2020,North,1.212,7.406,6.71,3.072,1.539,8.151,3.213,3.046,82.05,N,84.77,5027,2.298,268.06,38.52,55.2,26.8,15.5
2019,West,7.34,9.008,6.438,1.189,33.266,4.72,9.956,4.904,85.13,N,74.02,19854,4.427,218.07,13.67,48.75,20.05,10.24
2018,West,3.509,13.167,16.65,1.797,21.543,2.2,7.437,7.66,42.08,N,27.46,15674,4.356,0.89,9.55,26.6,9.73,10.79
2025,NorthEast,2.276,8.497,17.861,0.324,31.107,4.878,9.778,0.413,78.39,N,27.29,4845,5.21,7.36,33.91,59.04,23.98,13.71
2019,North,2.23,14.264,6.721,0.316,21.212,7.362,1.32,2.427,61.49,Y,28.88,24887,1.207,96.07,20.37,49.13,19.33,6.72
2015,NorthEast,4.386,8.76,21.482,7.213,29.969,6.612,6.988,0.514,43.83,Y,9.63,16479,9.043,200.24,22.61,21.93,27.67,14.87
2025,NorthEast,2.948,7.509,7.073,2.76,25.221,2.802,5.272,1.483,14.84,Y,13.79,8018,14.466,320.93,21.91,52.05,3.65,2.77
2019,West,0.545,11.319,20.613,6.382,13.157,7.191,4.34,5.592,74.69,Y,42.68,24030,7.881,206.35,53.37,62.24,16.06,3.17
2025,North,1.294,10.368,14.226,0.511,32.059,8.832,10.918,2.071,60.6,N,37.6,12375,9.698,461.27,44.11,65.06,20.7,17.24
2021,East,6.453,10.661,12.999,4.896,21.069,6.917,4.27,6.119,17.69,Y,56.56,218,14.232,186.55,34.96,77.89,18.71,6.16
2023,East,7.393,9.076,9.348,5.45,0.634,10.506,6.303,3.323,35.12,N,38.86,21897,1.012,466.32,6.16,75.32,20.05,5.87
2025,NorthEast,2.801,0.782,19.809,6.848,16.221,5.31,9.734,0.84,15.07,Y,52.54,8679,12.938,467.52,24.25,58.87,11.73,14.3
2015,East,5.451,7.468,1.864,4.597,25.606,5.241,7.004,6.929,54.29,N,51.17,21614,14.674,197.85,14.79,56.62,27.48,3.99
2020,Central,2.065,9.459,3.609,5.618,10.548,6.305,3.994,7.008,86.01,N,29.45,13114,5.517,312.65,17.56,45.9,4.34,19.77
2016,West,1.509,4.104,6.205,7.879,10.539,9.595,0.791,4.04,30.14,Y,14.43,7691,12.667,224.55,16.78,70.25,14.15,10.68
2018,South,7.159,7.824,8.952,2.313,26.18,4.53,9.159,2.145,24.31,Y,60.96,18885,10.623,217.95,52.45,32.19,1.2,0.6
2016,NorthEast,4.636,7.953,19.698,4.227,33.443,11.636,4.182,5.079,65.89,N,82.96,15894,9.193,183.58,6.2,61.81,27.05,17.26
2017,Central,6.153,8.722,3.169,5.261,15.546,5.721,8.776,7.809,22.38,N,20.54,21747,11.401,54.42,17.7,27.64,3.22,5.87
