tech_broadband_reference_year,tech_broadband_country_iso2,tech_broadband_region_nuts_code,tech_broadband_technology_type_code,tech_broadband_households_covered_pct,tech_broadband_households_subscribed_pct,tech_broadband_download_speed_mbps_median,tech_broadband_upload_speed_mbps_median,tech_broadband_latency_ms_median,tech_broadband_5g_coverage_pct,tech_broadband_fiber_coverage_pct,tech_broadband_rural_coverage_gap_pp,tech_broadband_affordability_index,tech_broadband_price_eur_per_month_median,tech_broadband_outage_minutes_avg,tech_broadband_net_neutrality_complaints_count,tech_broadband_public_subsidy_program_code,tech_broadband_infrastructure_investment_eur,tech_broadband_desi_component_score,tech_broadband_data_extract_date
2021,LU,SI72,DSL,81.45,45.54,36.93,10.63,50.94,49.51,50.93,52.47,79.26,18.07,217.24,6,NONE,95736852.72,30.2,2024-05-15
2022,RO,MT908,DSL,84.51,67.64,37.1,12.11,19.96,56.01,66.63,49.76,77.49,66.88,234.27,9,STATE_AID_GBER,184976717.14,43.77,2024-11-22
2023,AT,LU9,DSL,48.46,24.21,20.19,5.94,28.51,59.56,45.97,17.26,78.05,45.08,406.41,8,NATIONAL_RURAL_FIBER,236450189.6,47.33,2024-01-24
2024,CZ,IE70,DSL,71.63,34.15,10.74,12.31,54.98,96.58,72.83,41.6,88.77,74.23,240.04,8,ERDF_CONNECT,142925325.86,62.09,2025-11-06
2025,DE,SI29,DSL,82.54,63.25,15.35,14.56,29.46,90.47,35.48,7.88,61.15,72.06,222.87,20,RRF_BROADBAND,255253032.95,74.01,2024-07-21
2026,LV,EE122,DSL,47.99,43.97,28.29,2.63,45.97,42.26,41.39,17.36,63.04,19.24,285.97,11,CEF2_DIGITAL,116422967.18,70.05,2024-03-16
2014,PL,IT723,DSL,64.29,56.97,25.42,10.96,35.11,59.36,60.19,35.06,78.07,71.09,91.59,18,NONE,231431695.38,63.01,2024-09-22
2015,ES,ES813,DSL,38.78,22.35,46.53,14.36,29.73,22.14,51.89,48.4,83.48,20.71,192.72,12,STATE_AID_GBER,284867464.64,77.69,2025-01-07
2016,HR,LV577,DSL,40.13,18.08,27.28,9.45,51.63,61.25,58.01,37.16,79.74,73.49,374.98,14,NATIONAL_RURAL_FIBER,360635733.76,59.57,2025-08-27
2017,FI,MT40,DSL,40.78,36.62,35.0,1.83,26.52,55.43,34.57,43.99,44.34,66.42,129.91,73,ERDF_CONNECT,106542487.07,84.59,2025-04-18
2018,IE,GR93,DSL,55.11,39.64,38.76,1.61,52.69,88.01,24.66,35.09,44.7,25.88,58.64,27,RRF_BROADBAND,83659113.95,34.72,2024-09-21
2019,MT,HR7,DSL,51.81,41.29,43.42,8.51,54.91,77.28,24.52,20.91,58.5,82.28,32.73,64,CEF2_DIGITAL,33909024.91,38.37,2025-02-22
2020,SK,AT113,DSL,77.74,34.4,16.98,9.74,44.85,42.91,63.55,23.4,77.58,79.89,311.45,77,NONE,72317545.45,27.19,2024-08-25
2021,BE,GR4,DSL,37.99,30.11,27.46,11.35,32.77,60.76,40.39,36.96,63.67,78.77,248.79,27,STATE_AID_GBER,5998971.65,32.11,2024-05-28
2022,DK,GR509,DSL,84.15,62.84,17.27,9.37,53.2,42.08,55.45,36.37,59.56,32.32,192.83,31,NATIONAL_RURAL_FIBER,266062077.78,78.05,2025-02-15
2023,GR,LV1,DSL,60.19,23.2,15.07,10.53,43.07,34.3,33.17,21.9,66.08,47.92,184.51,27,ERDF_CONNECT,75540096.6,56.02,2025-01-17
2024,LT,SE153,DSL,80.06,50.53,43.22,7.04,34.73,64.06,41.72,32.21,64.09,24.54,281.31,27,RRF_BROADBAND,134432458.35,41.08,2024-10-17
2025,PT,NL6,DSL,80.49,67.87,38.47,8.59,25.02,86.43,36.7,48.39,52.35,38.91,309.63,27,CEF2_DIGITAL,147469687.8,31.59,2024-11-24
2026,SE,CZ460,DSL,56.72,48.85,51.08,7.24,33.32,59.05,42.08,34.07,46.17,41.0,141.13,82,NONE,312385653.47,82.81,2025-02-20
2014,CY,LV166,DSL,72.67,49.26,54.18,14.32,19.08,87.27,66.34,30.96,53.94,22.39,117.61,31,STATE_AID_GBER,257622898.86,55.84,2024-12-17
2015,FR,SI71,DSL,48.86,21.79,42.74,2.46,25.02,79.65,30.72,19.58,95.88,20.6,229.42,35,NATIONAL_RURAL_FIBER,161853299.07,62.98,2025-09-19
2016,IT,CZ91,DSL,35.64,16.96,24.78,14.99,40.82,87.22,28.0,44.25,82.95,46.0,49.82,33,ERDF_CONNECT,8754885.68,54.98,2024-12-24
2017,NL,CY54,DSL,83.95,38.58,42.16,4.02,37.91,74.02,69.67,22.1,97.67,30.14,344.03,32,RRF_BROADBAND,41982524.24,70.52,2025-08-15
2018,SI,SE3,DSL,75.97,64.45,47.99,1.96,20.8,70.69,31.59,36.78,53.94,43.47,163.75,30,CEF2_DIGITAL,80129762.16,45.57,2024-05-09
2019,BG,SK714,DSL,78.77,30.7,22.01,2.68,52.99,53.18,29.01,39.0,57.97,71.41,12.6,36,NONE,43721809.12,36.66,2024-12-01
2020,EE,IE15,DSL,43.94,23.5,31.2,14.24,37.47,61.27,33.94,38.91,54.05,70.6,318.74,30,STATE_AID_GBER,272071590.64,43.32,2024-05-17
2021,HU,SI291,DSL,49.91,25.22,46.76,2.91,36.43,49.84,16.84,21.76,57.27,35.86,66.05,41,NATIONAL_RURAL_FIBER,408556540.58,68.63,2024-06-03
2022,LU,ES89,DSL,39.49,30.16,43.7,12.09,53.74,35.28,47.26,42.83,69.69,84.57,191.52,36,ERDF_CONNECT,207175958.74,59.75,2025-10-29
2023,RO,EE156,DSL,37.89,24.33,21.49,12.11,19.72,73.23,42.4,51.42,73.42,37.24,313.54,39,RRF_BROADBAND,146406574.43,35.78,2025-06-12
2024,AT,RO49,DSL,76.83,59.17,23.33,11.5,39.0,44.62,22.51,48.97,52.24,31.43,216.42,51,CEF2_DIGITAL,187612586.02,65.86,2025-07-02
2025,CZ,LT3,DSL,35.2,31.51,25.01,9.49,18.54,47.93,30.96,33.1,63.87,55.35,405.61,45,NONE,162932222.66,44.15,2025-06-29
2026,DE,SI16,DSL,47.38,33.65,34.03,1.73,38.46,61.58,56.81,51.49,50.4,18.7,99.01,43,STATE_AID_GBER,1550575.62,40.58,2025-12-14
2014,LV,BG73,DSL,42.65,22.86,14.7,12.97,19.43,27.04,42.23,15.08,60.96,35.68,320.96,83,NATIONAL_RURAL_FIBER,254369854.44,28.14,2024-03-09
2015,PL,IT998,DSL,56.44,30.32,14.28,5.43,54.84,76.98,74.24,29.12,87.68,35.44,258.28,86,ERDF_CONNECT,133724767.45,40.51,2024-01-08
2016,ES,ES414,DSL,67.1,35.3,22.17,13.88,42.15,89.84,54.2,19.55,90.03,52.92,282.67,51,RRF_BROADBAND,240635945.41,40.0,2024-12-08
2017,HR,SK197,DSL,51.98,20.04,36.94,11.63,41.79,76.91,32.12,11.57,74.65,34.5,411.88,59,CEF2_DIGITAL,98208488.42,42.57,2024-11-15
2018,FI,HU48,DSL,47.3,34.59,36.16,7.58,50.82,54.63,64.24,42.93,45.68,39.75,196.57,46,NONE,151533110.12,77.61,2025-12-09
2019,IE,SK71,DSL,40.39,17.88,33.12,2.76,35.6,41.1,23.57,41.25,74.3,84.61,402.72,2,STATE_AID_GBER,129367270.33,26.64,2025-09-20
2020,MT,LT14,DSL,79.32,45.58,14.64,5.43,22.76,37.0,24.4,26.48,44.46,26.06,213.6,51,NATIONAL_RURAL_FIBER,327606397.81,78.17,2025-07-06
2021,SK,SK87,DSL,71.0,61.22,18.29,8.28,40.2,75.9,36.46,38.96,50.68,82.77,201.93,10,ERDF_CONNECT,358181845.05,21.07,2025-03-04
2022,BE,IT84,DSL,67.62,48.34,12.59,7.22,52.88,64.86,14.2,50.09,61.85,54.14,220.11,10,RRF_BROADBAND,283166.06,44.86,2025-10-08
2023,DK,ES1,DSL,57.02,52.36,44.92,14.89,27.15,51.09,6.53,53.73,80.57,65.05,294.03,17,CEF2_DIGITAL,208290082.71,38.29,2025-06-24
2024,GR,GR29,DSL,44.08,28.86,28.37,9.89,54.91,46.49,62.66,34.44,91.01,41.42,419.27,11,NONE,223051001.54,68.11,2025-07-25
2025,LT,ES8,DSL,52.15,42.84,16.42,9.1,25.46,63.68,13.44,15.85,56.3,28.05,97.77,8,STATE_AID_GBER,134957558.85,38.52,2025-12-11
2026,PT,RO505,DSL,52.04,39.06,36.73,3.7,44.46,76.16,43.86,15.67,69.75,55.34,298.04,11,NATIONAL_RURAL_FIBER,85258303.67,44.55,2025-12-19
2014,SE,HU183,DSL,65.66,47.41,20.87,6.41,35.07,24.33,23.8,43.48,95.47,67.89,131.29,11,ERDF_CONNECT,206135800.36,68.25,2025-09-08
2015,CY,AT259,DSL,77.88,29.76,38.06,2.17,24.9,18.64,48.56,14.36,51.03,79.97,371.05,18,RRF_BROADBAND,276111954.55,53.29,2024-07-11
2016,FR,AT76,DSL,40.94,34.75,35.09,12.13,28.3,46.59,27.93,31.9,84.64,32.32,126.9,33,CEF2_DIGITAL,75628014.92,31.58,2025-08-14
2017,IT,BE284,DSL,55.3,38.42,43.73,12.95,45.96,74.2,27.69,13.23,89.46,60.84,316.42,21,NONE,184033951.24,35.87,2025-12-26
2018,NL,FI574,DSL,81.55,35.96,51.82,8.03,46.88,57.15,53.48,36.0,71.45,71.85,47.89,22,STATE_AID_GBER,381447565.52,47.18,2026-01-19
2019,SI,SK964,DSL,51.48,31.49,43.41,2.05,50.89,27.65,9.76,21.13,52.01,60.73,328.31,22,NATIONAL_RURAL_FIBER,83629976.62,52.05,2024-05-01
2020,BG,DK1,DSL,53.8,44.32,28.34,11.26,40.38,42.26,69.68,29.96,76.78,57.03,156.72,27,ERDF_CONNECT,205713395.8,79.16,2025-03-06
2021,EE,EE188,DSL,35.7,31.23,31.79,5.52,19.32,35.77,63.77,38.59,70.41,46.58,172.46,21,RRF_BROADBAND,198004727.95,32.59,2025-07-02
2022,HU,SK495,DSL,64.52,56.23,48.44,11.38,21.94,72.17,18.51,10.15,50.4,31.59,360.39,43,CEF2_DIGITAL,125498134.55,22.59,2026-02-22
2023,LU,MT58,DSL,40.51,25.61,19.83,7.68,36.87,25.51,54.25,40.28,82.27,81.07,93.79,24,NONE,48722874.71,39.41,2024-02-14
2024,RO,PT69,DSL,37.21,23.88,45.45,8.19,45.36,71.33,19.05,48.97,43.9,54.27,238.16,32,STATE_AID_GBER,277747338.91,84.81,2024-07-05
2025,AT,ES48,DSL,75.06,58.87,29.95,12.64,30.17,66.02,13.37,38.71,63.66,38.96,388.49,30,NATIONAL_RURAL_FIBER,191339047.87,29.03,2024-11-02
2026,CZ,SK17,DSL,37.24,32.05,38.66,2.18,37.51,15.82,51.41,46.53,86.37,68.65,228.4,32,ERDF_CONNECT,185908729.88,49.52,2025-09-16
2014,DE,HR611,DSL,63.25,46.6,22.21,6.78,31.01,64.58,9.7,46.04,49.16,47.1,166.21,23,RRF_BROADBAND,268978929.29,76.71,2024-07-12
2015,LV,HU27,DSL,58.97,30.18,32.81,5.92,51.42,58.67,70.78,36.64,83.7,40.32,75.61,34,CEF2_DIGITAL,100876115.37,52.22,2025-01-06
2016,PL,CZ6,DSL,65.67,46.48,28.93,8.34,30.91,97.89,68.89,13.47,49.63,66.63,315.42,37,NONE,58925002.51,53.01,2024-01-30
2017,ES,BE603,DSL,74.58,51.34,13.56,2.71,53.81,11.71,37.49,9.91,46.04,53.2,52.98,34,STATE_AID_GBER,161913514.57,23.75,2025-11-21
2018,HR,LV5,DSL,79.97,69.91,52.93,8.77,37.03,48.39,56.56,20.6,68.27,48.94,58.32,59,NATIONAL_RURAL_FIBER,44185088.51,79.21,2025-02-07
2019,FI,RO80,DSL,83.36,72.41,46.76,10.42,40.33,14.24,44.59,9.58,84.62,65.59,417.53,28,ERDF_CONNECT,140864789.06,26.27,2024-08-13
2020,IE,MT16,DSL,78.05,55.03,36.17,14.7,45.51,60.41,20.97,10.7,51.53,54.43,384.13,32,RRF_BROADBAND,83747244.29,58.04,2024-12-24
2021,MT,IT18,DSL,69.24,61.52,33.4,3.28,44.44,51.44,17.77,16.43,81.87,53.27,219.53,31,CEF2_DIGITAL,206160910.75,39.71,2026-02-03
2022,SK,LU835,DSL,43.88,33.27,20.06,4.85,29.88,66.73,27.68,28.98,66.96,58.17,223.82,34,NONE,58584888.74,23.69,2024-04-17
2023,BE,RO122,DSL,52.32,31.59,49.98,10.09,20.49,55.92,24.65,35.9,84.36,53.97,260.42,38,STATE_AID_GBER,120420265.08,80.89,2024-11-02
2024,DK,RO961,DSL,49.33,36.39,28.52,9.92,39.08,64.38,47.43,29.16,59.55,72.73,152.79,41,NATIONAL_RURAL_FIBER,134619036.19,80.29,2024-04-13
2025,GR,SK2,DSL,52.55,19.61,27.82,9.07,39.66,44.88,30.84,43.02,46.18,48.92,218.1,36,ERDF_CONNECT,163920670.99,81.05,2025-10-31
2026,LT,SE5,DSL,50.46,42.66,52.68,4.22,24.75,78.23,67.14,42.25,63.54,65.91,132.1,44,RRF_BROADBAND,155956366.05,58.07,2025-06-04
2014,PT,FR386,DSL,83.54,75.32,13.31,11.87,44.27,35.47,9.93,26.64,76.31,19.53,278.45,46,CEF2_DIGITAL,131039592.01,83.82,2025-11-09
2015,SE,GR46,DSL,84.63,70.74,42.4,3.08,34.92,63.95,53.67,6.94,73.19,51.59,181.49,49,NONE,191365117.32,74.45,2024-12-21
2016,CY,SK91,DSL,41.89,26.32,34.91,9.35,41.31,30.41,12.33,40.72,95.79,84.75,133.25,60,STATE_AID_GBER,956581.32,21.06,2024-07-07
2017,FR,HU749,DSL,67.08,49.42,11.75,10.66,37.47,55.14,34.24,17.13,74.16,39.95,66.2,46,NATIONAL_RURAL_FIBER,140222817.21,75.45,2025-05-16
2018,IT,BG2,DSL,36.09,30.81,18.67,12.89,54.37,61.63,71.78,9.72,69.21,44.76,210.47,49,ERDF_CONNECT,124387019.22,78.73,2025-04-25
2019,NL,BG701,DSL,58.09,50.65,24.44,3.13,38.8,28.37,13.72,30.3,43.63,46.37,15.6,3,RRF_BROADBAND,329948979.32,39.47,2025-11-04
2020,SI,BE36,DSL,65.53,36.2,48.74,11.71,53.14,57.92,21.31,13.26,97.85,21.64,365.5,27,CEF2_DIGITAL,321911576.3,51.23,2024-02-18
2021,BG,IE56,DSL,43.5,18.99,36.4,13.7,21.34,43.65,54.45,54.17,96.14,59.88,23.99,4,NONE,279708913.82,52.4,2025-12-10
2022,EE,PT66,DSL,54.41,27.06,22.78,2.74,51.07,76.66,54.3,37.54,60.5,76.85,66.92,23,STATE_AID_GBER,105895844.57,66.55,2024-12-30
2023,HU,SI56,DSL,37.04,17.01,18.54,10.59,52.29,45.1,42.62,29.56,91.24,39.39,336.38,12,NATIONAL_RURAL_FIBER,131000194.61,59.68,2025-12-28
2024,LU,HU5,DSL,79.56,48.77,16.65,9.31,33.94,58.3,33.27,14.18,86.73,50.02,265.9,15,ERDF_CONNECT,42418209.13,34.48,2024-08-15
2025,RO,HU59,DSL,50.93,18.13,50.13,9.96,54.99,86.68,57.3,17.2,51.04,64.31,52.32,15,RRF_BROADBAND,225944494.8,67.66,2024-04-29
2026,AT,AT37,DSL,58.34,47.97,47.35,1.98,26.91,70.2,58.7,48.99,76.37,54.73,149.93,15,CEF2_DIGITAL,15662389.72,31.95,2024-06-09
2014,CZ,IE635,DSL,70.55,50.07,22.3,10.19,41.89,24.57,25.43,13.65,53.01,60.17,225.78,9,NONE,375440310.38,83.93,2025-10-09
2015,DE,GR7,DSL,36.99,18.3,50.18,5.53,39.14,91.33,21.47,42.45,90.75,26.89,367.75,16,STATE_AID_GBER,143628529.94,59.03,2024-07-27
2016,LV,CZ817,DSL,64.38,41.95,41.19,4.62,34.18,17.44,64.66,47.7,79.98,34.03,300.39,22,NATIONAL_RURAL_FIBER,21597450.89,57.78,2024-08-29
2017,PL,FR80,DSL,60.65,39.15,43.2,12.72,48.29,73.53,43.06,10.56,67.77,78.83,89.62,16,ERDF_CONNECT,171150121.77,63.41,2025-02-02
2018,ES,EE7,DSL,79.37,43.03,50.11,14.24,51.84,85.17,14.43,48.16,52.24,39.54,189.01,19,RRF_BROADBAND,88206485.01,35.77,2025-03-18
2019,HR,MT6,DSL,60.15,31.46,26.56,8.44,19.15,15.51,30.34,11.08,86.37,23.38,370.34,17,CEF2_DIGITAL,244156067.03,37.4,2024-04-15
2020,FI,DE86,DSL,41.64,28.52,28.25,10.33,36.88,46.41,63.27,23.44,79.93,26.8,60.63,21,NONE,148558641.4,60.65,2024-09-23
2021,IE,AT45,DSL,53.58,28.03,18.87,3.69,41.2,95.78,7.6,33.42,55.58,29.03,83.42,28,STATE_AID_GBER,32176586.99,24.01,2025-11-14
2022,MT,NL90,DSL,61.41,50.65,42.04,4.4,31.9,44.98,50.99,26.15,83.11,31.98,248.94,21,NATIONAL_RURAL_FIBER,190981685.53,36.67,2025-02-04
2023,SK,BG62,DSL,46.74,25.93,49.19,12.67,53.03,76.56,49.74,22.9,56.43,50.27,153.84,27,ERDF_CONNECT,36641791.48,80.15,2024-10-09
2024,BE,BE447,DSL,35.11,23.82,20.24,13.61,44.36,78.35,46.22,47.9,76.94,31.62,172.65,25,RRF_BROADBAND,57945291.3,20.98,2025-07-29
2025,DK,IT8,DSL,72.06,47.44,24.42,6.03,28.81,61.64,61.31,32.53,91.46,52.19,280.33,31,CEF2_DIGITAL,306200569.23,38.51,2024-11-03
2026,GR,RO37,DSL,50.54,17.86,43.96,4.52,46.59,13.71,19.6,47.72,47.97,56.64,261.91,27,NONE,196975466.35,26.09,2024-01-07
2014,LT,HR60,DSL,38.96,15.82,17.28,7.71,53.22,83.32,59.95,28.93,74.83,51.19,377.54,30,STATE_AID_GBER,318748559.09,75.14,2024-07-04
2015,PT,PT772,DSL,68.84,60.44,30.01,1.65,48.28,56.42,32.03,21.61,93.61,84.44,112.93,61,NATIONAL_RURAL_FIBER,201877768.46,45.51,2025-07-31
2016,SE,CY3,DSL,72.64,33.32,23.49,8.49,29.8,45.25,30.12,36.07,78.87,67.87,161.58,68,ERDF_CONNECT,185738972.39,65.47,2025-11-06
2017,CY,MT351,DSL,70.28,42.09,46.34,7.69,38.07,96.46,45.04,17.21,49.91,73.07,86.81,83,RRF_BROADBAND,19811440.6,50.17,2024-02-09
2018,FR,FI43,DSL,52.77,34.91,31.92,11.29,51.62,52.6,41.75,27.75,79.54,64.46,54.85,76,CEF2_DIGITAL,222938098.03,77.11,2024-11-03
2019,IT,PT42,DSL,49.41,30.6,27.44,9.32,48.32,96.22,67.81,20.08,61.87,37.5,300.48,32,NONE,215361486.91,42.25,2025-04-27
2020,NL,BE8,DSL,83.95,37.42,53.43,1.95,38.83,35.11,55.63,43.07,86.18,60.35,178.34,33,STATE_AID_GBER,55477059.26,83.03,2024-04-09
2021,SI,LU58,DSL,53.61,31.44,40.54,6.7,33.02,92.02,56.98,39.05,48.8,77.3,403.62,80,NATIONAL_RURAL_FIBER,128354343.29,23.29,2026-02-19
2022,BG,FR52,DSL,83.49,66.57,50.01,8.82,24.09,29.24,48.12,54.2,61.75,63.85,163.97,30,ERDF_CONNECT,245804410.43,49.72,2024-05-02
2023,EE,BE1,DSL,59.14,51.69,10.01,4.82,29.11,36.62,63.59,45.95,74.78,32.85,353.9,42,RRF_BROADBAND,206591633.71,54.14,2025-04-08
2024,HU,IE98,DSL,69.66,46.29,39.35,1.76,26.77,22.69,39.42,37.24,52.6,62.12,217.54,40,CEF2_DIGITAL,51076043.74,60.57,2024-05-03
2025,LU,DE3,DSL,57.33,34.65,35.5,8.02,48.13,14.28,24.43,10.22,47.01,75.89,381.69,61,NONE,128658738.51,83.81,2024-08-24
2026,RO,DK718,DSL,73.48,64.85,35.17,9.63,19.14,79.07,74.96,15.94,60.27,43.25,141.64,41,STATE_AID_GBER,76186455.31,49.31,2024-05-30
2014,AT,LU60,DSL,58.36,27.24,38.37,2.12,53.64,73.43,51.4,35.2,78.56,31.73,160.45,83,NATIONAL_RURAL_FIBER,103624021.87,76.73,2026-01-14
2015,CZ,SK137,DSL,84.28,42.97,43.21,10.25,34.86,92.2,25.89,42.6,74.36,47.54,156.68,42,ERDF_CONNECT,300408109.75,74.8,2025-11-08
2016,DE,HU3,DSL,57.83,47.03,14.57,11.88,43.83,94.52,16.79,41.44,47.64,33.87,139.0,41,RRF_BROADBAND,325414161.69,66.56,2026-02-11
2017,LV,SE58,DSL,84.45,62.79,52.07,1.86,29.33,23.42,40.83,12.52,75.8,72.11,298.66,39,CEF2_DIGITAL,142697753.5,78.93,2024-03-01
2018,PL,FI9,DSL,44.43,22.08,26.68,9.16,37.16,43.47,39.63,21.56,83.04,60.31,317.1,49,NONE,210067823.44,72.56,2024-08-03
2019,ES,FI16,DSL,65.78,47.71,32.68,9.23,50.96,94.81,68.63,47.55,68.61,25.57,67.03,36,STATE_AID_GBER,216831137.14,82.71,2024-01-15
2020,HR,IT93,DSL,54.11,49.45,27.71,2.14,34.62,53.34,63.35,25.46,63.24,27.4,182.13,9,NATIONAL_RURAL_FIBER,311295031.95,52.51,2024-01-15
2021,FI,IT924,DSL,39.44,23.67,27.06,3.5,26.9,41.32,69.46,20.08,79.7,30.64,71.9,7,ERDF_CONNECT,300370388.53,39.79,2024-10-01
2022,IE,AT560,DSL,51.87,44.21,12.82,4.93,49.84,35.08,8.58,11.35,52.04,62.05,241.88,8,RRF_BROADBAND,249076213.01,70.68,2025-07-24
2023,MT,IE484,DSL,71.28,33.37,18.57,5.34,44.24,48.56,18.66,19.6,64.32,25.03,399.94,17,CEF2_DIGITAL,147463879.86,73.35,2024-01-07
2024,SK,HR937,DSL,41.65,29.97,12.15,3.73,21.06,21.94,34.46,50.44,79.58,18.82,112.75,11,NONE,189453871.88,67.88,2024-07-29
2025,BE,LV30,DSL,79.08,29.08,25.63,12.8,30.98,17.23,13.18,19.87,82.17,69.88,24.5,15,STATE_AID_GBER,55643058.69,49.97,2025-03-03
2026,DK,DK36,DSL,84.16,33.36,47.66,9.64,52.7,83.21,25.7,25.64,53.52,36.21,280.98,41,NATIONAL_RURAL_FIBER,268088365.01,28.36,2025-05-21
2014,GR,LU2,DSL,72.92,34.32,29.94,2.98,19.45,14.86,49.68,48.27,86.93,47.05,92.75,11,ERDF_CONNECT,254352695.14,77.23,2024-02-01
2015,LT,BG56,DSL,41.21,23.58,50.57,5.05,21.55,93.1,34.09,28.27,64.23,40.4,288.23,49,RRF_BROADBAND,210107961.22,46.05,2025-11-20
2016,PT,AT385,DSL,65.23,23.64,47.14,13.47,18.7,33.81,50.35,17.64,86.85,60.72,13.26,12,CEF2_DIGITAL,190163942.21,78.81,2024-07-29
2017,SE,SK8,DSL,53.65,26.9,54.22,3.75,51.25,19.04,60.51,13.11,91.01,53.57,210.61,27,NONE,104347553.25,42.19,2024-07-11
2018,CY,AT8,DSL,41.71,31.57,12.97,10.21,41.98,18.93,32.12,16.32,60.26,60.62,29.7,54,STATE_AID_GBER,54273602.14,25.41,2024-11-28
2019,FR,HU938,DSL,37.72,33.63,25.26,8.32,43.39,13.55,36.85,8.49,66.3,55.74,219.44,22,NATIONAL_RURAL_FIBER,247294904.91,83.36,2025-12-15
2020,IT,AT815,DSL,35.93,13.1,23.38,6.96,32.4,62.19,44.08,28.6,45.96,35.43,284.43,16,ERDF_CONNECT,116324615.39,47.46,2024-03-06
2021,NL,BE850,DSL,52.08,23.49,43.85,3.47,24.45,14.81,51.49,22.14,55.49,39.3,202.79,33,RRF_BROADBAND,89299487.71,60.03,2024-02-27
2022,SI,HU29,DSL,52.89,19.41,20.77,6.56,20.58,82.67,27.98,13.48,56.83,29.17,293.39,23,CEF2_DIGITAL,285688181.51,65.6,2025-07-27
2023,BG,EE798,DSL,81.74,73.13,32.39,7.24,20.46,25.13,32.08,46.2,57.28,81.58,337.33,25,NONE,344296165.64,74.66,2025-12-02
2024,EE,SK21,DSL,75.66,59.41,39.23,4.71,38.28,39.23,16.59,50.22,77.54,29.37,284.16,19,STATE_AID_GBER,188391388.39,38.79,2025-10-21
2025,HU,IE29,DSL,64.36,28.97,17.17,7.43,22.28,17.78,61.81,36.75,96.49,35.54,232.74,79,NATIONAL_RURAL_FIBER,93697244.13,79.29,2026-01-15
2026,LU,RO749,DSL,44.97,22.42,29.57,3.81,44.01,91.19,21.92,16.7,80.02,20.14,179.24,24,ERDF_CONNECT,240434111.17,81.27,2025-11-27
2014,RO,BE133,DSL,72.42,33.93,19.32,1.74,20.55,97.91,43.42,38.0,64.96,22.03,305.8,37,RRF_BROADBAND,58723948.99,32.84,2025-05-15
2015,AT,DE550,DSL,53.69,29.32,43.2,10.75,54.1,24.67,61.72,7.73,53.61,64.23,366.81,25,CEF2_DIGITAL,12493136.5,80.37,2024-03-23
2016,CZ,LU45,DSL,57.48,25.79,33.02,3.28,18.1,52.14,49.73,9.74,95.26,36.24,364.27,62,NONE,207959405.08,74.38,2024-06-23
2017,DE,CZ29,DSL,59.91,54.81,27.14,13.83,40.67,90.55,15.83,14.83,55.43,34.92,170.68,31,STATE_AID_GBER,61534264.89,56.1,2026-01-09
2018,LV,LV79,DSL,45.93,33.27,24.04,3.43,37.81,49.29,44.72,15.34,57.05,77.57,262.38,28,NATIONAL_RURAL_FIBER,359010075.13,62.63,2024-06-01
2019,PL,IE27,DSL,76.3,32.4,52.02,10.72,33.37,29.53,35.24,14.97,86.44,78.53,247.02,27,ERDF_CONNECT,149882038.14,79.62,2024-09-10
2020,ES,CZ87,DSL,35.63,16.24,25.4,3.99,50.6,70.1,55.04,18.77,56.05,65.44,263.59,39,RRF_BROADBAND,192639872.21,25.65,2024-01-12
2021,HR,DK87,DSL,69.64,45.54,30.05,10.31,48.75,21.78,72.1,25.29,45.09,30.48,197.06,30,CEF2_DIGITAL,60702730.63,36.1,2025-02-14
2022,FI,RO745,DSL,84.95,58.9,24.92,13.91,41.56,67.73,53.62,40.55,73.19,82.22,128.43,54,NONE,260206493.55,66.2,2024-11-15
2023,IE,PT962,DSL,75.96,68.13,15.36,8.93,25.06,67.59,61.54,15.02,86.22,58.36,334.07,32,STATE_AID_GBER,247628548.8,43.0,2024-02-10
2024,MT,EE262,DSL,66.26,23.65,21.65,13.89,45.63,19.25,8.58,48.86,62.81,48.92,411.35,34,NATIONAL_RURAL_FIBER,42319391.15,40.82,2024-01-07
2025,SK,PL296,DSL,73.58,46.92,22.85,9.32,37.67,27.46,41.46,40.59,50.13,30.33,32.93,43,ERDF_CONNECT,121598724.21,61.67,2024-10-31
2026,BE,IT792,DSL,50.75,27.04,12.27,10.28,46.13,35.37,46.09,44.41,52.02,67.28,72.02,36,RRF_BROADBAND,330445233.29,59.85,2025-04-09
2014,DK,LT82,DSL,79.57,70.87,25.85,14.15,35.04,32.24,44.47,41.11,80.29,18.34,412.95,90,CEF2_DIGITAL,10979924.62,66.5,2025-02-05
2015,GR,LV560,DSL,60.33,44.65,44.11,13.48,39.78,64.21,13.01,14.47,83.32,82.88,156.27,44,NONE,120339406.68,24.49,2025-03-25
2016,LT,PL61,DSL,39.82,30.57,38.06,9.64,25.93,71.91,59.26,31.53,58.14,75.71,284.9,39,STATE_AID_GBER,74685963.9,50.68,2025-12-07
2017,PT,HR6,DSL,44.46,36.88,40.63,6.28,38.19,53.09,71.86,27.31,57.68,69.39,311.62,47,NATIONAL_RURAL_FIBER,29916238.33,77.37,2026-01-27
2018,SE,FR933,DSL,38.26,33.22,19.61,2.45,43.52,10.45,31.91,13.57,57.68,59.11,142.32,43,ERDF_CONNECT,181611419.77,28.66,2025-01-09
2019,CY,IT86,DSL,60.65,53.87,10.27,3.77,32.88,36.14,48.38,29.88,88.27,76.82,306.36,52,RRF_BROADBAND,129963377.05,73.96,2025-10-26
