tax_vat_reference_year,tax_vat_country_iso2,tax_vat_region_nuts_code,tax_vat_vat_rate_standard_pct,tax_vat_vat_rate_reduced_pct,tax_vat_tax_base_eur,tax_vat_net_vat_revenue_eur,tax_vat_gross_vat_revenue_eur,tax_vat_refunds_eur,tax_vat_vies_transactions_count,tax_vat_one_stop_shop_oss_flag,tax_vat_e_invoicing_mandate_flag,tax_vat_vat_gap_eur,tax_vat_vat_gap_pct,tax_vat_compliance_rate_pct,tax_vat_audit_yield_eur,tax_vat_late_payment_interest_eur,tax_vat_carousel_fraud_cases_count,tax_vat_data_source,tax_vat_data_extract_date
2018,CY,HR9,21.87,12.83,93413186667.23,16579212205.33,18844264487.64,2265052282.31,2039744,0,0,998408877.5,5.68,94.32,138424797.46,14635940.1,26,NATIONAL_TAX_AUTHORITY,2026-01-25
2019,FR,HU8,20.11,11.2,93542677903.28,15550692010.59,18266713608.7,2716021598.11,2038324,0,1,1541737106.35,9.02,90.98,138303997.36,9528654.94,116,EUROFISC,2024-04-29
2020,IT,SK654,27.12,18.03,93727598238.87,23132977615.99,24995620737.17,1862643121.18,2033728,1,1,654145896.6,2.75,97.25,62257056.92,23514811.49,23,VIES_AGGREGATE,2024-11-03
2021,NL,HR157,17.76,5.14,93918660202.79,11551799703.7,13646349046.24,2094549342.54,2035713,0,1,3165743554.93,21.51,78.49,81478409.89,35938400.06,40,EU_COMMISSION_VAT_GAP_STUDY,2024-02-27
2022,SI,RO1,21.1,13.13,94075384644.4,16746087549.35,20782279447.02,4036191897.67,2046080,1,0,448786204.99,2.61,97.39,111172244.07,14399696.94,133,NATIONAL_TAX_AUTHORITY,2025-02-01
2023,BG,DE75,19.91,12.89,94328243123.55,12508479377.16,14707905737.5,2199426360.34,2042705,0,1,3156491665.0,20.15,79.85,272215670.69,19018476.95,128,EUROFISC,2024-03-29
2024,EE,ES1,20.16,8.69,94433876126.04,16266569745.25,17936929463.2,1670359717.95,2059224,0,0,598717704.47,3.55,96.45,75522752.77,1210409.96,146,VIES_AGGREGATE,2024-05-01
2025,HU,HU65,22.01,8.16,94583737308.97,17202901056.2,19048723358.24,1845822302.04,2058426,1,0,1778563200.89,9.37,90.63,76212420.47,19486549.85,105,EU_COMMISSION_VAT_GAP_STUDY,2026-02-01
2026,LU,PT46,27.22,19.35,94820309545.61,21790039253.27,25021536482.94,3231497229.67,2063323,1,0,1175853720.24,5.12,94.88,92488400.58,9182969.62,93,NATIONAL_TAX_AUTHORITY,2025-12-02
2010,RO,CY1,21.96,14.14,94958515398.65,17982441414.24,20431249988.89,2448808574.65,2053177,0,0,970384696.89,5.12,94.88,84003725.76,579409.1,14,EUROFISC,2026-01-28
2011,AT,LU681,17.85,10.36,95152760434.63,14281909045.97,18531946482.22,4250037436.25,2071628,0,0,1211591763.28,7.82,92.18,31934398.37,15029294.04,71,VIES_AGGREGATE,2024-08-04
2012,CZ,DK75,17.02,9.02,95329488982.41,12360505966.28,14596599546.85,2236093580.57,2059591,0,1,2138621266.9,14.75,85.25,117441857.67,41537459.97,129,EU_COMMISSION_VAT_GAP_STUDY,2024-11-05
2013,DE,IT353,22.11,12.34,95532262288.67,16103404403.49,18296099743.49,2192695340.0,2062461,0,0,4114303573.27,20.35,79.65,290637058.45,25639724.35,58,NATIONAL_TAX_AUTHORITY,2025-06-02
2014,LV,ES98,20.91,12.83,95749708358.34,17491659780.65,19807683953.32,2316024172.67,2077669,1,1,610026839.09,3.37,96.63,8193811.69,13308781.45,9,EUROFISC,2024-12-09
2015,PL,HU706,19.18,6.33,95909611885.8,13932891430.35,16124514797.87,2191623367.52,2065341,1,1,1423541315.54,9.27,90.73,81997016.72,11431896.99,81,VIES_AGGREGATE,2025-08-20
2016,ES,FI3,17.04,7.09,96025380040.25,12921021330.76,15478613916.28,2557592585.52,2073171,1,1,1595349111.61,10.99,89.01,255715675.02,18792317.52,66,EU_COMMISSION_VAT_GAP_STUDY,2025-01-20
2017,HR,RO413,17.13,6.45,96271218632.75,13940222886.4,18226078355.27,4285855468.87,2083198,1,0,817582413.62,5.54,94.46,15929978.95,12682461.58,16,NATIONAL_TAX_AUTHORITY,2024-05-16
2018,FI,HR12,20.88,9.88,96436222192.34,16922083051.42,19449478774.3,2527395722.88,2087755,1,0,1289370942.79,7.08,92.92,115431385.59,9594034.62,141,EUROFISC,2024-12-07
2019,IE,NL23,17.98,5.67,96613074333.85,11774242497.87,14466985885.28,2692743387.41,2083545,0,0,2772634816.03,19.06,80.94,91198274.08,5649276.97,22,VIES_AGGREGATE,2025-06-01
2020,MT,FR9,23.21,16.05,96795218920.63,16342340143.86,20284644457.92,3942304314.06,2093702,1,1,3297535044.05,16.79,83.21,87798181.1,42295323.54,94,EU_COMMISSION_VAT_GAP_STUDY,2024-07-02
2021,SK,LT4,17.88,11.32,97002059181.36,12880191583.22,16443986445.44,3563794862.22,2080131,1,1,1503048599.05,10.45,89.55,142855625.95,22904493.5,140,NATIONAL_TAX_AUTHORITY,2024-02-19
2022,BE,AT2,22.07,12.96,97115339829.8,14779344986.15,18940010650.47,4160665664.32,2081667,1,0,4151543941.92,21.93,78.07,24630810.91,21405379.92,23,EUROFISC,2024-06-24
2023,DK,BE10,25.14,16.61,97345229020.17,17824315196.93,19879792660.74,2055477463.81,2093771,1,0,2548659082.34,12.51,87.49,117762435.85,29931390.03,148,VIES_AGGREGATE,2024-09-10
2024,GR,NL4,19.12,11.07,97551431049.22,14500480741.6,16357843642.97,1857362901.37,2086666,0,0,2727130927.16,15.83,84.17,269071818.54,33301737.03,101,EU_COMMISSION_VAT_GAP_STUDY,2024-06-05
2025,LT,IE5,25.9,17.24,97728874527.79,21504962308.27,27514491230.76,6009528922.49,2097208,1,0,2582137051.35,10.72,89.28,293450384.48,4601727.2,65,NATIONAL_TAX_AUTHORITY,2024-01-21
2026,PT,GR67,18.16,6.65,97845237100.31,13239637812.49,16295606936.77,3055969124.28,2098339,1,0,2604830608.39,16.44,83.56,199828579.87,24715632.08,96,EUROFISC,2024-01-21
2010,SE,NL380,27.16,14.85,98041320721.44,22761663863.96,30002320825.43,7240656961.47,2103533,0,1,2790271322.34,10.92,89.08,229896005.42,4318168.91,59,VIES_AGGREGATE,2024-12-19
2011,CY,DE349,20.81,13.34,98212913026.48,16611488393.05,20264404149.43,3652915756.38,2104015,1,1,1590887667.71,8.74,91.26,15769876.32,24347638.12,128,EU_COMMISSION_VAT_GAP_STUDY,2025-02-27
2012,FR,IE17,19.83,8.77,98454170250.78,17136320597.14,21195412430.74,4059091833.6,2113515,0,0,1309664975.67,7.1,92.9,101922990.19,19274133.67,154,NATIONAL_TAX_AUTHORITY,2024-04-25
2013,IT,PT82,22.76,9.86,98570621643.69,17096902583.62,21408930883.21,4312028299.59,2115682,1,1,2609070887.59,13.24,86.76,30374243.69,28903022.96,131,EUROFISC,2025-06-12
2014,NL,FR91,21.05,12.93,98768300629.02,15101513749.03,18089043333.35,2987529584.32,2114724,1,0,4175373855.05,21.66,78.34,290079525.55,12299639.25,32,VIES_AGGREGATE,2025-01-24
2015,SI,LV33,26.85,20.07,98957335019.45,21600372360.42,24898480950.79,3298108590.37,2115298,1,0,2900957449.49,11.84,88.16,39529724.73,24150116.76,69,EU_COMMISSION_VAT_GAP_STUDY,2025-09-28
2016,BG,NL699,18.04,5.36,99095882943.44,12464376546.08,14578139368.13,2113762822.05,2123139,0,1,2609243657.18,17.31,82.69,140354192.03,14962978.78,7,NATIONAL_TAX_AUTHORITY,2024-08-31
2017,EE,SK86,19.18,6.32,99315458158.43,13844770337.29,16459916232.96,2615145895.67,2110777,1,1,2099915067.86,13.17,86.83,151481940.63,27263399.1,45,EUROFISC,2025-07-12
2018,HU,LU914,23.83,13.02,99482979405.62,18261332291.88,21398968231.69,3137635939.81,2116896,0,0,1359740332.89,6.93,93.07,121814441.99,26993476.29,121,VIES_AGGREGATE,2026-01-09
2019,LU,DE673,24.15,18.13,99716429033.62,17822274221.75,21774287590.83,3952013369.08,2123165,1,1,3468221802.32,16.29,83.71,139331820.88,25434091.98,108,EU_COMMISSION_VAT_GAP_STUDY,2024-11-26
2020,RO,HR7,26.94,17.21,99802452350.09,22796571564.22,26673719841.15,3877148276.93,2120585,0,1,534276418.81,2.29,97.71,2865146.14,12223507.46,56,NATIONAL_TAX_AUTHORITY,2025-07-12
2021,AT,IT2,25.95,13.71,100022831160.48,21778907121.82,24187377974.83,2408470853.01,2138078,0,1,1870682542.44,7.91,92.09,71588925.63,18722755.52,84,EUROFISC,2024-09-13
2022,CZ,HU32,21.04,10.28,100264352163.14,16604620299.32,19983039979.69,3378419680.37,2124663,0,0,2033408996.14,10.91,89.09,164488771.81,17968843.26,66,VIES_AGGREGATE,2024-01-14
2023,DE,IT4,16.95,8.27,100415427047.27,13394746003.09,17003930421.68,3609184418.59,2143300,1,0,961894943.42,6.7,93.3,31856832.89,196970.74,113,EU_COMMISSION_VAT_GAP_STUDY,2025-10-21
2024,LV,HU650,17.85,4.8,100564897511.58,13248374307.05,17409463891.26,4161089584.21,2138489,1,1,1911683259.09,12.61,87.39,243007446.79,20056430.22,113,NATIONAL_TAX_AUTHORITY,2024-09-30
2025,PL,PL4,25.95,12.72,100760127379.88,22302331024.14,28656901362.41,6354570338.27,2145412,0,0,2082461261.17,8.54,91.46,137204213.31,13949918.85,143,EUROFISC,2024-04-25
2026,ES,AT89,25.02,13.63,100909097560.11,18651939833.16,20900374768.49,2248434935.33,2135268,1,0,2100107155.23,10.12,89.88,73129049.34,6535103.17,113,VIES_AGGREGATE,2025-11-14
2010,HR,IE29,17.04,4.98,101101471994.84,13130931728.97,15336497862.37,2205566133.4,2149266,1,0,1514318916.76,10.34,89.66,259043593.65,7172851.12,70,EU_COMMISSION_VAT_GAP_STUDY,2026-01-12
2011,FI,SI1,26.16,16.26,101325574280.35,17684080613.43,19172285340.43,1488204727.0,2153572,1,0,4479198761.71,20.21,79.79,232720219.5,33617720.06,152,NATIONAL_TAX_AUTHORITY,2025-10-12
2012,IE,SI29,18.85,10.75,101466575712.32,14480733612.16,16350225023.13,1869491410.97,2155263,1,0,1738726078.88,10.72,89.28,262334223.31,26957069.51,66,EUROFISC,2025-12-21
2013,MT,LU784,21.84,13.06,101660391030.75,16866090551.47,19589373801.9,2723283250.43,2149547,1,0,2247792666.42,11.76,88.24,129956569.78,23429373.52,61,VIES_AGGREGATE,2024-02-24
2014,SK,BE288,17.17,4.11,101840320008.63,13441994903.44,17661327431.7,4219332528.26,2161126,1,0,3322777986.85,19.82,80.18,213899471.14,912841.57,79,EU_COMMISSION_VAT_GAP_STUDY,2024-11-14
2015,BE,SI4,16.81,4.18,101986659153.55,13297371031.52,17441191017.6,4143819986.08,2155274,0,1,1908313395.6,12.55,87.45,37727603.33,3178403.09,47,NATIONAL_TAX_AUTHORITY,2024-03-06
2016,DK,DE640,20.92,11.64,102177787952.25,17190521146.43,22181257473.62,4990736327.19,2166008,1,1,1984627929.34,10.35,89.65,274736645.57,4563888.68,77,EUROFISC,2025-05-23
2017,GR,CZ33,21.17,10.28,102345634194.31,18600925191.39,20993156858.06,2392231666.67,2152654,0,0,1126432101.42,5.71,94.29,87854392.68,10925741.25,101,VIES_AGGREGATE,2025-11-12
2018,LT,ES4,25.88,18.5,102536153806.07,18713206634.66,22897041316.09,4183834681.43,2174099,0,1,5143507585.97,21.56,78.44,212066181.68,11567481.8,7,EU_COMMISSION_VAT_GAP_STUDY,2024-08-03
2019,PT,CY72,17.78,4.83,102701538294.2,13915378248.0,16572300167.55,2656921919.55,2158990,1,0,3127338528.48,18.35,81.65,77206480.21,20333522.95,73,NATIONAL_TAX_AUTHORITY,2025-02-18
2020,SE,FI31,19.01,5.03,102920723051.11,17158548364.66,19545930911.74,2387382547.08,2167679,0,1,943095653.34,5.21,94.79,86956390.21,21881204.82,127,EUROFISC,2025-03-28
2021,CY,EE808,18.95,7.61,103086185826.27,13664127037.92,16521307606.29,2857180568.37,2163846,1,0,3726896301.67,21.43,78.57,241087633.62,32344614.86,26,VIES_AGGREGATE,2026-02-10
2022,FR,DK752,24.98,13.09,103232773586.14,21440267873.0,26361113280.93,4920845407.93,2178973,1,1,1728381222.52,7.46,92.54,68533758.2,16702404.87,42,EU_COMMISSION_VAT_GAP_STUDY,2025-09-28
2023,IT,SE1,25.14,15.05,103441272919.27,21718650563.55,24593109523.11,2874458959.56,2167799,0,1,332979615.71,1.51,98.49,81948125.71,2150331.81,31,NATIONAL_TAX_AUTHORITY,2025-08-09
2024,NL,LU8,23.77,17.61,103661548991.86,16689877229.5,20836503577.98,4146626348.48,2180704,1,0,4444575384.78,21.03,78.97,75704662.0,23659267.9,39,EUROFISC,2024-10-22
2025,SI,PT49,17.94,10.83,103834237248.99,13895305390.02,18205778897.25,4310473507.23,2176880,0,1,3077096454.39,18.13,81.87,287956086.42,11184318.62,70,VIES_AGGREGATE,2025-09-27
2026,BG,IT79,26.84,13.63,103988566726.65,22944016536.5,27935758946.99,4991742410.49,2176173,1,1,2258110590.59,8.96,91.04,127877211.34,3718181.59,87,EU_COMMISSION_VAT_GAP_STUDY,2025-06-28
2010,EE,AT40,22.9,14.97,104210188936.08,17141290692.55,19457354768.55,2316064076.0,2196665,1,1,4559292536.4,21.01,78.99,118266859.02,21945261.36,50,NATIONAL_TAX_AUTHORITY,2025-01-09
2011,HU,IT91,27.22,16.4,104355579681.31,22322615534.58,27475293169.91,5152677635.33,2181315,0,0,2940643332.08,11.64,88.36,51986112.28,18878378.29,87,EUROFISC,2026-01-05
2012,LU,LV426,22.92,14.02,104532196821.04,18846983657.5,22147366212.37,3300382554.87,2187037,0,0,2976758419.28,13.64,86.36,218102734.33,1166131.35,61,VIES_AGGREGATE,2024-10-28
2013,RO,NL1,23.97,16.41,104759633511.98,16761247947.0,18748623708.42,1987375761.42,2188046,0,0,4711014347.39,21.94,78.06,71658255.84,37959673.03,138,EU_COMMISSION_VAT_GAP_STUDY,2024-07-10
2014,AT,AT32,19.21,9.35,104912916832.53,16348784908.58,20536533541.52,4187748632.94,2191581,0,0,1493390043.48,8.37,91.63,58317731.08,4559513.11,91,NATIONAL_TAX_AUTHORITY,2024-08-06
2015,CZ,PT184,26.22,12.23,105131451842.01,20342905287.02,24551315039.87,4208409752.85,2192882,1,0,5691014967.67,21.86,78.14,203124941.75,43052149.91,94,EUROFISC,2026-01-13
2016,DE,EE896,26.89,14.54,105310671314.38,26237997767.91,33657958579.9,7419960811.99,2210395,1,0,448330311.74,1.68,98.32,74031551.01,21600785.6,115,VIES_AGGREGATE,2024-03-31
2017,LV,PL22,22.92,16.39,105477054944.61,16684687024.5,20779248232.44,4094561207.94,2201620,0,1,3605580547.55,17.77,82.23,293913043.79,37817599.5,98,EU_COMMISSION_VAT_GAP_STUDY,2024-03-13
2018,PL,PL8,17.92,8.37,105583001494.48,14615978794.63,17743027114.27,3127048319.64,2213589,1,1,1113658306.78,7.08,92.92,8478513.09,22911009.11,137,NATIONAL_TAX_AUTHORITY,2025-02-08
2019,ES,CY813,26.07,18.04,105812295280.44,23301235772.07,27858772597.82,4557536825.75,2206333,1,0,2856415521.23,10.92,89.08,124306645.2,5267328.91,73,EUROFISC,2024-09-19
2020,HR,DK83,24.06,12.42,105987570240.66,19428059238.23,24598634781.65,5170575543.42,2207125,1,0,2484933360.73,11.34,88.66,6621931.72,10864154.05,86,VIES_AGGREGATE,2025-07-04
2021,FI,FR567,22.16,12.57,106158284374.99,19871409228.27,24360397400.41,4488988172.14,2208925,0,1,553515459.03,2.71,97.29,102086266.9,13691236.79,79,EU_COMMISSION_VAT_GAP_STUDY,2025-12-30
2022,IE,PL87,22.95,10.19,106343499739.95,18555790122.59,20550371459.05,1994581336.46,2218265,1,0,3028239332.55,14.03,85.97,12182750.14,26224465.42,46,NATIONAL_TAX_AUTHORITY,2025-08-24
2023,MT,BG871,18.77,8.01,106472191229.87,14965081139.68,16564964044.7,1599882905.02,2228084,1,1,1996361838.53,11.77,88.23,152863803.52,25608507.21,85,EUROFISC,2024-03-14
2024,SK,FI181,16.97,6.11,106736562930.22,15046471509.27,17866841740.26,2820370230.99,2217024,1,1,449379684.62,2.9,97.1,106229095.53,16196629.33,74,VIES_AGGREGATE,2024-04-24
2025,BE,IE165,24.97,13.44,106859676266.56,20830977162.46,23305571753.65,2474594591.19,2220772,0,0,4578851042.54,18.02,81.98,26585090.8,23328167.58,96,EU_COMMISSION_VAT_GAP_STUDY,2024-10-31
2026,DK,DK649,18.18,7.47,107081039201.12,16269549761.45,19350130264.63,3080580503.18,2220651,1,0,970621650.49,5.63,94.37,34916186.7,3780498.45,98,NATIONAL_TAX_AUTHORITY,2026-01-07
2010,GR,BE599,19.1,6.07,107267637575.03,16954789304.54,18798549885.21,1843760580.67,2230185,0,0,774782278.17,4.37,95.63,100927212.38,14279387.07,35,EUROFISC,2026-01-31
2011,LT,AT240,24.07,12.31,107424069826.46,21536208077.6,26844090611.24,5307882533.64,2237923,1,0,464208796.03,2.11,97.89,131148282.78,25401437.88,142,VIES_AGGREGATE,2024-08-16
2012,PT,FR263,20.18,10.12,107597732751.45,18155319804.35,21616252527.82,3460932723.47,2244536,1,0,1266288886.65,6.52,93.48,21551167.3,24632473.68,24,EU_COMMISSION_VAT_GAP_STUDY,2024-09-17
2013,SE,ES49,23.12,10.01,107773727122.62,17184120213.55,18586567353.47,1402447139.92,2244963,0,1,4576194100.17,21.03,78.97,272478580.67,41343801.19,144,NATIONAL_TAX_AUTHORITY,2025-08-21
2014,CY,RO435,23.99,15.16,107911525974.35,21841431692.2,27807655917.78,5966224225.58,2232408,1,0,1178627005.32,5.12,94.88,3827968.52,13917071.22,12,EUROFISC,2025-11-07
2015,FR,NL516,25.97,19.77,108160720895.92,24271656517.84,27485268383.71,3213611865.87,2245969,0,1,786836686.62,3.14,96.86,21289813.15,27133638.96,108,VIES_AGGREGATE,2024-03-12
2016,IT,EE74,22.11,9.83,108268776624.64,18053732312.02,19555109072.38,1501376760.36,2239357,0,0,3580458595.14,16.55,83.45,96365992.28,35926427.8,70,EU_COMMISSION_VAT_GAP_STUDY,2025-04-18
2017,NL,DK31,17.1,8.96,108538924461.04,13955273179.44,16028811997.53,2073538818.09,2243334,1,0,3490999078.89,20.01,79.99,221701505.06,30723827.76,155,NATIONAL_TAX_AUTHORITY,2025-11-14
2018,SI,LU378,25.0,12.37,108706082629.01,23708307808.13,29074629153.03,5366321344.9,2253046,0,0,2176950198.35,8.41,91.59,126525119.93,21032549.53,126,EUROFISC,2026-01-23
2019,BG,LT578,20.99,11.15,108890374481.52,16855179876.06,19715212024.87,2860032148.81,2261423,0,0,2664426234.03,13.65,86.35,215614937.74,12048551.5,79,VIES_AGGREGATE,2024-02-21
2020,EE,CZ94,22.17,13.42,109069889937.07,18765104753.69,20655900522.1,1890795768.41,2258271,1,1,1532466640.24,7.55,92.45,17199365.97,7635339.0,21,EU_COMMISSION_VAT_GAP_STUDY,2024-12-25
2021,HU,LV74,16.81,4.86,109278699183.48,14657955452.88,16958628431.48,2300672978.6,2261746,0,1,588513709.68,3.86,96.14,88226892.49,22237610.89,103,NATIONAL_TAX_AUTHORITY,2024-03-08
2022,LU,EE658,24.95,16.43,109343866114.73,20147027692.24,22533431578.82,2386403886.58,2269982,0,0,4579319500.0,18.52,81.48,260846655.0,13790112.52,63,EUROFISC,2024-07-02
2023,RO,BG928,21.92,9.86,109580066297.28,22469101131.87,25824321807.58,3355220675.71,2261383,0,0,583223821.32,2.53,97.47,24919662.57,11421068.34,138,VIES_AGGREGATE,2025-06-01
2024,AT,BE23,21.83,13.95,109766512893.53,18547572066.07,23233086475.15,4685514409.08,2271651,1,0,2686053653.52,12.65,87.35,306547084.27,258938.83,123,EU_COMMISSION_VAT_GAP_STUDY,2024-03-20
2025,CZ,DE189,24.07,16.19,109903168981.92,20314184290.95,22125824135.0,1811639844.05,2260091,1,0,3356503533.51,14.18,85.82,156283150.42,5945804.6,44,NATIONAL_TAX_AUTHORITY,2024-12-07
2026,DE,CY517,19.86,8.09,110160258569.46,18360703785.28,21425248304.53,3064544519.25,2269662,0,0,1371379809.87,6.95,93.05,78515065.99,3003134.42,10,EUROFISC,2024-04-22
2010,LV,PL120,21.22,13.29,110271746052.22,18318893225.12,21951554513.13,3632661288.01,2270051,0,0,1047734563.35,5.41,94.59,84411478.04,21820393.4,43,VIES_AGGREGATE,2024-10-02
2011,PL,PL54,18.79,9.07,110525105764.53,15506822239.41,19733743495.79,4226921256.38,2284565,1,1,2009073207.79,11.47,88.53,272636813.7,722375.14,20,EU_COMMISSION_VAT_GAP_STUDY,2025-03-15
2012,ES,RO65,16.9,10.1,110660239373.52,13926369452.46,16309758013.14,2383388560.68,2272782,1,0,3414396893.52,19.69,80.31,76862200.4,30360203.56,78,NATIONAL_TAX_AUTHORITY,2024-11-15
2013,HR,SE74,23.09,10.42,110860948003.97,19618319292.6,22598960195.96,2980640903.36,2280325,0,0,3800946903.65,16.23,83.77,83799288.83,6383785.52,16,EUROFISC,2025-05-18
2014,FI,IE54,23.77,17.44,111058204424.44,19171295867.18,24302468877.46,5131173010.28,2291711,1,1,3082094576.44,13.85,86.15,93805223.31,24554900.05,40,VIES_AGGREGATE,2025-11-18
2015,IE,DK60,25.96,13.53,111224449929.26,22418446864.85,27329763077.29,4911316212.44,2282336,1,1,5200681957.19,18.83,81.17,204010965.44,27730506.68,125,EU_COMMISSION_VAT_GAP_STUDY,2025-10-17
2016,MT,AT81,18.97,7.89,111348930256.95,15691039494.04,19657948204.23,3966908710.19,2289039,1,0,3800935032.71,19.5,80.5,231259551.56,26174520.83,145,NATIONAL_TAX_AUTHORITY,2024-08-26
2017,SK,IT889,24.76,13.87,111500344101.73,19541727255.71,23010747400.25,3469020144.54,2293654,1,1,3244801727.16,14.24,85.76,10601076.53,25219736.33,160,EUROFISC,2024-12-20
2018,BE,LV60,18.1,5.62,111744747093.56,14383150258.62,17311061298.58,2927911039.96,2287729,1,1,2304574835.5,13.81,86.19,84171588.67,3967573.87,75,VIES_AGGREGATE,2024-10-22
2019,DK,IE37,24.78,15.93,111899182269.09,25114137000.72,29807317801.61,4693180800.89,2293022,1,1,696897943.49,2.7,97.3,100240324.24,23820906.92,20,EU_COMMISSION_VAT_GAP_STUDY,2025-11-27
2020,GR,SE5,22.87,10.89,112107246851.78,21601014054.47,24229383107.44,2628369052.97,2288218,1,0,2400112672.72,10.0,90.0,55324977.26,13213650.87,59,NATIONAL_TAX_AUTHORITY,2024-12-04
2021,LT,SE157,24.91,11.98,112239927245.38,22909957461.88,26425763947.11,3515806485.23,2303372,1,1,3207185107.53,12.28,87.72,293540942.69,10957887.85,68,EUROFISC,2024-01-23
2022,PT,EE27,17.87,3.96,112510507478.49,13651719958.3,14839242983.94,1187523025.64,2304818,0,1,3113256043.54,18.57,81.43,116886973.43,1511230.6,142,VIES_AGGREGATE,2024-02-26
2023,SE,AT28,27.1,19.44,112677039355.18,24796339732.99,28695378548.81,3899038815.82,2298022,1,0,1903713818.2,7.13,92.87,77369342.51,17716101.91,132,EU_COMMISSION_VAT_GAP_STUDY,2024-06-06
2024,CY,BE2,20.76,10.1,112873431905.88,18316615289.07,21689398827.11,3372783538.04,2302224,1,0,3143976730.93,14.65,85.35,105872903.59,10430308.72,10,NATIONAL_TAX_AUTHORITY,2025-03-13
2025,FR,DE80,23.02,12.96,4944538528.12,846748368.51,1054219087.19,207470718.68,58344,1,1,234529078.19,21.69,78.31,310959031.69,43831393.42,53,EUROFISC,2026-01-26
2026,IT,CY50,20.81,14.36,5236799136.04,716469664.93,908776313.6,192306648.67,72009,1,1,201845722.06,21.98,78.02,77216578.33,34185636.13,125,VIES_AGGREGATE,2024-02-14
2010,NL,SI3,22.1,12.95,5365237401.05,954894053.61,1207983982.34,253089928.73,71457,1,1,107634102.18,10.13,89.87,88687649.68,13942740.68,72,EU_COMMISSION_VAT_GAP_STUDY,2026-02-12
2011,SI,GR5,19.91,9.49,5542386546.77,921271241.08,1090564377.21,169293136.13,62367,1,0,120772918.04,11.59,88.41,191296991.84,10100761.27,112,NATIONAL_TAX_AUTHORITY,2024-03-29
2012,BG,SI52,17.77,6.39,5671717992.52,895242717.69,1076353043.15,181110325.46,65118,0,1,51402854.57,5.43,94.57,31282738.5,11277293.74,75,EUROFISC,2025-05-04
2013,EE,CZ346,26.89,14.39,5861363102.08,1184186467.01,1407469333.04,223282866.03,72022,1,1,144270417.68,10.86,89.14,291315516.39,27362804.48,68,VIES_AGGREGATE,2024-11-29
2014,HU,FI682,19.87,9.85,6046002794.77,887777911.74,1043728768.34,155950856.6,75983,1,0,152018190.08,14.62,85.38,81248758.51,9607913.85,114,EU_COMMISSION_VAT_GAP_STUDY,2024-10-03
2015,LU,PT94,22.91,14.81,6222519897.9,1135949172.83,1367771284.92,231822112.09,75422,1,1,69813668.51,5.79,94.21,73753267.63,7588324.87,44,NATIONAL_TAX_AUTHORITY,2024-09-24
2016,RO,BE70,18.06,7.67,6403937751.53,847885201.37,1092398946.82,244513745.45,77043,1,1,125129718.73,12.86,87.14,77758603.52,21869770.7,1,EUROFISC,2026-01-26
2017,AT,BE649,20.92,9.26,6595603225.48,1103568053.09,1243759342.73,140191289.64,86270,0,0,121665712.97,9.93,90.07,43521791.25,920496.39,46,VIES_AGGREGATE,2024-01-23
2018,CZ,HU81,16.88,9.61,6850130343.24,1020258757.59,1107413808.17,87155050.58,84144,0,0,26160480.97,2.5,97.5,107469133.39,8899700.18,85,EU_COMMISSION_VAT_GAP_STUDY,2025-04-16
2019,DE,SK838,24.15,16.82,7005628076.44,1300136370.6,1516992070.47,216855699.87,80834,1,0,184885183.48,12.45,87.55,243122313.67,41071046.04,120,NATIONAL_TAX_AUTHORITY,2024-01-25
2020,LV,EE1,22.93,12.98,7196383118.89,1213636884.05,1588716276.98,375079392.93,94265,0,1,319313582.1,20.83,79.17,282919389.63,40544331.87,16,EUROFISC,2025-06-10
2021,PL,MT461,23.04,12.78,7392318394.44,1294680131.98,1525362735.21,230682603.23,86527,0,1,102406446.18,7.33,92.67,50839041.13,7393035.13,74,VIES_AGGREGATE,2025-05-28
2022,ES,RO86,16.95,9.09,7520377667.61,957728197.36,1263972693.94,306244496.58,101758,0,1,196022190.97,16.99,83.01,69951614.51,17131786.83,131,EU_COMMISSION_VAT_GAP_STUDY,2026-01-14
2023,HR,DK602,24.86,12.2,7645692107.74,1522231226.46,1903156628.76,380925402.3,100344,0,1,62435884.16,3.94,96.06,141901725.49,7705734.35,54,NATIONAL_TAX_AUTHORITY,2025-11-06
2024,FI,AT893,21.01,10.29,7892980937.72,1386873421.88,1586990944.76,200117522.88,95090,0,0,189119102.98,12.0,88.0,109705297.78,6193365.23,54,EUROFISC,2024-10-24
2025,IE,HU508,26.23,16.56,8009687059.65,1483199692.41,1893987293.0,410787600.59,110695,1,1,412263173.28,21.75,78.25,116718677.51,7255580.68,128,VIES_AGGREGATE,2024-10-06
2026,MT,IT343,20.8,12.74,8241005113.57,1295000110.6,1509586418.44,214586307.84,106690,1,0,335982396.45,20.6,79.4,157054434.65,22604303.59,93,EU_COMMISSION_VAT_GAP_STUDY,2026-01-21
2010,SK,PT92,25.0,11.83,8444293412.31,1876566423.48,2183123340.78,306556917.3,106389,0,0,95652623.79,4.85,95.15,127451544.93,10663039.31,98,NATIONAL_TAX_AUTHORITY,2025-04-01
2011,BE,IE986,27.02,14.13,8631661127.54,1948002627.33,2440080578.24,492077950.91,114866,0,1,247177254.71,11.26,88.74,303464584.28,3472204.74,34,EUROFISC,2026-02-04
2012,DK,CY81,17.86,6.93,8838574605.94,1189988375.51,1334824278.56,144835903.05,106933,0,0,309492944.44,20.64,79.36,36165090.65,23658332.26,25,VIES_AGGREGATE,2024-02-20
