biz_innov_reference_year,biz_innov_country_iso2,biz_innov_region_nuts_code,biz_innov_patent_office_code,biz_innov_patent_family_id_hash,biz_innov_technology_field_code,biz_innov_patent_applications_count,biz_innov_patent_grants_count,biz_innov_r_and_d_expenditure_eur,biz_innov_r_and_d_expenditure_pct_gdp,biz_innov_researchers_fte_count,biz_innov_horizon_programme_code,biz_innov_horizon_grants_awarded_eur,biz_innov_horizon_participants_count,biz_innov_startup_creation_rate_per_1k,biz_innov_spinout_count,biz_innov_tech_transfer_office_count,biz_innov_trl_level,biz_innov_open_science_policy_flag,biz_innov_data_extract_date
2024,AT,BG796,EPO,2f0600c6f11daae23f9a,ADV_MATERIALS,55,37,32231943717.99,2.654,5032,HORIZON_CLIMATE,126301022.78,65,3.023,17,30,1,1,2024-09-27
2025,CZ,BG63,UPV,7928a361964e3aa87532,AEROSPACE,68,35,36664236620.65,3.028,5014,EIC_PATHFINDER,118319271.29,66,4.622,56,31,2,1,2024-11-19
2026,DE,EE360,OEPM,dff6cea418cba3da5c55,MOBILITY,75,45,13490552151.12,1.176,4988,HORIZON_SPACE,21636882.22,67,2.601,26,32,3,1,2026-02-13
2014,LV,LT51,INPI,a91911e8dc80f5d558f5,FINTECH,75,75,20118578251.37,1.409,5645,HORIZON_DIGITAL,50114795.82,67,4.766,9,33,4,1,2024-11-20
2015,PL,RO87,EUIPO,f615d8ecea03fcf2c6eb,AGRI_TECH,82,69,6986516548.07,0.555,4999,EIC_ACCELERATOR,57753328.57,61,1.6,47,34,5,0,2025-06-07
2016,ES,CZ28,BOIP,d3e748c1da4ddf28de19,SECURITY,75,41,16707528538.18,1.494,5627,HORIZON_INDUSTRY,52951631.32,60,1.451,50,35,6,0,2025-09-14
2017,HR,DE520,PRV,40606ed6cf50461daf0d,ICT,65,55,1535807346.7,2.761,5183,HORIZON_HEALTH,131723187.26,65,6.253,8,1,7,1,2026-01-06
2018,FI,LT808,UKIPO,8f2f687408e19c7f75b2,BIOTECH,85,53,1693057684.39,2.678,4968,HORIZON_WIDENING,235237343.17,75,2.779,32,2,8,1,2025-08-12
2019,IE,IE50,DPMA,5586fdd19a29d58cb293,MEDTECH,73,38,1853610963.82,3.043,5328,HORIZON_CLIMATE,59986041.51,65,2.343,40,3,9,0,2024-05-23
2020,MT,DE5,EPO,01e70f6d9fba59c6e625,CLEAN_ENERGY,74,34,1690671525.36,2.417,5619,EIC_PATHFINDER,138312202.54,72,3.476,44,4,1,0,2024-02-12
2021,SK,PL923,UPV,06c50489d6018a943772,ADV_MATERIALS,88,72,1993657338.11,2.706,5333,HORIZON_SPACE,73652729.79,66,3.714,42,5,2,1,2024-11-07
2022,BE,ES790,OEPM,5dce2e91a254e8794110,AEROSPACE,74,64,1103857588.65,1.735,5232,HORIZON_DIGITAL,138959046.66,87,5.146,8,6,3,1,2025-11-05
2023,DK,MT2,INPI,31f536ef2e6dbec8b531,MOBILITY,71,63,3084766389.9,3.636,5475,EIC_ACCELERATOR,98580130.72,81,5.327,44,7,4,1,2025-10-17
2024,GR,IE24,EUIPO,fffc0189803495c622dd,FINTECH,76,32,1629724385.38,2.084,5059,HORIZON_INDUSTRY,92201205.82,86,3.15,38,8,5,0,2025-08-16
2025,LT,SI386,BOIP,962386ad5a239f18ebe8,AGRI_TECH,73,33,3523127459.21,3.59,5156,HORIZON_HEALTH,182733826.69,74,3.633,27,9,6,1,2025-04-14
2026,PT,AT566,PRV,a268da68069dcad77578,SECURITY,85,78,1717330974.39,1.862,5445,HORIZON_WIDENING,60935770.91,92,1.601,63,10,7,0,2024-06-30
2014,SE,BE84,UKIPO,156abe73f5c9a6289969,ICT,84,81,2835399357.1,3.339,5492,HORIZON_CLIMATE,61104531.77,76,2.361,30,11,8,1,2025-02-18
2015,CY,AT85,DPMA,8bde29cdf4b780192ecb,BIOTECH,75,48,1584277894.32,1.755,5476,EIC_PATHFINDER,81584864.0,96,5.897,18,12,9,0,2025-04-11
2016,FR,IT46,EPO,e2a11acda327e29467bd,MEDTECH,91,69,380444942.03,0.441,5236,HORIZON_SPACE,84471019.7,86,4.398,18,13,1,0,2024-04-29
2017,IT,DK56,UPV,cf033be95eb7519dad12,CLEAN_ENERGY,87,81,2065912637.87,2.285,5403,HORIZON_DIGITAL,273362109.34,86,5.911,9,14,2,1,2024-01-20
2018,NL,LV128,OEPM,20436962c87d4b0d0c6f,ADV_MATERIALS,93,57,2493539761.92,2.618,5047,EIC_ACCELERATOR,135063670.06,84,3.641,23,15,3,1,2024-06-08
2019,SI,RO93,INPI,6ca6a263c78806b73a26,AEROSPACE,101,41,1475399825.29,1.687,5112,HORIZON_INDUSTRY,116934244.47,80,4.61,28,16,4,1,2025-11-30
2020,BG,NL1,EUIPO,f968c965f4407327e680,MOBILITY,91,37,1287837578.89,1.163,5000,HORIZON_HEALTH,75091030.36,98,2.907,33,17,5,1,2024-10-28
2021,EE,LV3,BOIP,bd05425f12776a5cb47d,FINTECH,92,46,524914510.77,0.504,5441,HORIZON_WIDENING,72127928.07,96,2.251,19,18,6,0,2025-06-16
2022,HU,BE33,PRV,56524087a5cf2051454a,AGRI_TECH,87,87,3025682301.02,2.919,5406,HORIZON_CLIMATE,323062610.93,103,1.103,40,19,7,0,2026-01-26
2023,LU,PT83,UKIPO,5c1e83eb2285f53d21c0,SECURITY,104,90,3824771696.53,3.983,5681,EIC_PATHFINDER,62899727.96,95,2.987,11,20,8,1,2024-06-11
2024,RO,BE9,DPMA,a635879ec1aa3082c9e1,ICT,97,73,3979096117.55,3.341,5136,HORIZON_SPACE,244377336.15,105,3.934,30,21,9,1,2024-07-26
2025,AT,SI72,EPO,57938e1940692a668c6c,BIOTECH,93,90,1707988375.34,1.573,5692,HORIZON_DIGITAL,205181621.46,100,1.996,57,22,1,0,2025-06-02
2026,CZ,NL99,UPV,276ccccbadeaf9ee53f8,MEDTECH,84,69,2967938232.44,2.257,5093,EIC_ACCELERATOR,104317853.53,103,2.284,17,23,2,1,2024-11-18
2014,DE,AT75,OEPM,677b24c1347dfb7fa63b,CLEAN_ENERGY,91,80,3407764453.28,3.09,5439,HORIZON_INDUSTRY,224363160.85,87,2.359,11,24,3,1,2025-08-18
2015,LV,PT90,INPI,189e60262dad8a91d1eb,ADV_MATERIALS,108,86,3095645645.59,2.582,5084,HORIZON_HEALTH,41904897.87,99,5.003,62,25,4,1,2024-07-25
2016,PL,SI305,EUIPO,1d66b8f13f3b0345aa37,AEROSPACE,110,58,5033775519.65,3.602,5106,HORIZON_WIDENING,44144113.78,107,1.087,65,26,5,0,2025-08-01
2017,ES,SI9,BOIP,78d9381af73d04c0bdda,MOBILITY,106,51,4667317498.1,3.617,4946,HORIZON_CLIMATE,304057296.15,101,5.9,18,27,6,0,2026-01-23
2018,HR,FR69,PRV,07adb5dcc78d63332712,FINTECH,91,70,4333468594.96,3.455,5479,EIC_PATHFINDER,142580045.88,95,4.253,58,28,7,1,2025-06-29
2019,FI,LU355,UKIPO,de3f85747af97f6d02dd,AGRI_TECH,98,95,4815578596.2,3.353,5355,HORIZON_SPACE,147164735.07,94,6.383,24,29,8,0,2025-11-03
2020,IE,HR16,DPMA,214affed98326d4aeb38,SECURITY,113,53,4739649080.79,3.032,5709,HORIZON_DIGITAL,224625330.51,92,3.887,35,30,9,1,2024-03-03
2021,MT,LU86,EPO,60a9e9468d3222934918,ICT,92,40,4698655541.36,2.865,5194,EIC_ACCELERATOR,90854757.07,10,4.152,57,31,1,1,2025-03-24
2022,SK,HU11,UPV,1fa4569bc0283ed6a8cb,BIOTECH,106,91,3095102597.46,2.017,5218,HORIZON_INDUSTRY,64622980.48,15,3.134,17,32,2,0,2025-03-27
2023,BE,RO92,OEPM,324696bfabec698de0bf,MEDTECH,109,55,3921674956.14,2.841,5055,HORIZON_HEALTH,71711514.81,25,0.409,55,33,3,1,2025-09-28
2024,DK,IT788,INPI,c74b954396f997f294e4,CLEAN_ENERGY,106,106,5559688920.36,3.586,5300,HORIZON_WIDENING,108103134.35,13,1.412,32,34,4,0,2024-08-18
2025,GR,BG752,EUIPO,9cfab9a3f3c9316e97c9,ADV_MATERIALS,114,69,4855195006.1,3.227,5183,HORIZON_CLIMATE,184414552.98,11,1.94,45,35,5,1,2025-09-25
2026,LT,SE7,BOIP,87cde5f07020f018bad6,AEROSPACE,112,94,4732280409.43,2.692,4994,EIC_PATHFINDER,148526005.32,14,3.576,58,1,6,1,2025-12-19
2014,PT,CZ857,PRV,611e7cda9934a08e3ff8,MOBILITY,114,85,4694693097.61,2.638,5702,HORIZON_SPACE,213406611.17,20,6.018,32,2,7,0,2024-09-24
2015,SE,GR8,UKIPO,c474fbf653c40d7cb858,FINTECH,111,51,2042125723.04,1.429,5281,HORIZON_DIGITAL,275007057.04,25,1.962,53,3,8,0,2024-01-16
2016,CY,GR956,DPMA,661945571c73a1baf1ef,AGRI_TECH,117,62,4830712111.55,2.639,5503,EIC_ACCELERATOR,830379.94,18,2.813,62,4,9,1,2024-02-13
2017,FR,PT85,EPO,38e5816899b03434c060,SECURITY,121,52,4491155768.66,2.62,5730,HORIZON_INDUSTRY,327270744.57,29,1.243,22,5,1,1,2025-12-25
2018,IT,PL9,UPV,d2618b417759eb0c4f74,ICT,111,104,7029738518.35,4.009,5377,HORIZON_HEALTH,194080369.15,32,6.367,22,6,2,1,2025-04-19
2019,NL,IT8,OEPM,c291664d1ba4d40f3cfc,BIOTECH,127,81,3387531400.48,1.928,4954,HORIZON_WIDENING,44261682.98,12,1.513,31,7,3,1,2024-02-26
2020,SI,LT69,INPI,ab32361380917ce51a32,MEDTECH,117,55,4102768588.15,2.485,4950,HORIZON_CLIMATE,208176686.38,37,4.485,49,8,4,1,2024-10-20
2021,BG,ES17,EUIPO,2b1da1a431153782e094,CLEAN_ENERGY,128,75,7019871906.99,4.045,5086,EIC_PATHFINDER,254330436.04,28,2.06,19,9,5,0,2024-08-14
2022,EE,IT499,BOIP,5a229d44287c3c2fa52b,ADV_MATERIALS,113,51,2848572552.02,1.429,5564,HORIZON_SPACE,273796361.11,38,5.364,45,10,6,0,2025-11-08
2023,HU,CY217,PRV,dbc09cfa7998e7874848,AEROSPACE,129,99,1266505321.38,0.683,5356,HORIZON_DIGITAL,165719194.15,39,0.877,19,11,7,0,2024-06-23
2024,LU,FI244,UKIPO,2d49035ede18f50ca1f9,MOBILITY,129,90,5108645695.66,2.496,5552,EIC_ACCELERATOR,174208317.23,23,2.712,17,12,8,1,2026-01-03
2025,RO,NL738,DPMA,ee58206d943934f13ba0,FINTECH,121,115,2461517627.15,1.136,5454,HORIZON_INDUSTRY,146636327.57,34,0.304,66,13,9,1,2025-05-15
2026,AT,PT29,EPO,196bc8c15702883de392,AGRI_TECH,109,75,3240520876.34,1.435,5280,HORIZON_HEALTH,524727.41,43,4.877,16,14,1,0,2025-06-24
2014,CZ,NL49,UPV,525bf6cb3fd12dc9b6c7,SECURITY,120,62,5518939724.65,2.573,5220,HORIZON_WIDENING,9323822.63,36,1.972,33,15,2,1,2024-02-17
2015,DE,PL195,OEPM,1cbda14aab3fe9ed4cda,ICT,127,100,1644519945.78,0.705,5666,HORIZON_CLIMATE,64797050.15,23,1.766,35,16,3,0,2026-01-21
2016,LV,BE755,INPI,894cc5f505d1f0d6b855,BIOTECH,135,78,8070305998.95,3.499,5712,EIC_PATHFINDER,197895190.68,23,4.512,33,17,4,1,2025-11-11
2017,PL,BG74,EUIPO,bf1ca037fa7ffbb58fa2,MEDTECH,125,125,3344871231.92,1.842,5650,HORIZON_SPACE,227065027.28,40,5.465,49,18,5,1,2024-07-11
2018,ES,FR876,BOIP,831bf8a3e8d09f05430f,CLEAN_ENERGY,119,65,7615987099.08,3.062,5166,HORIZON_DIGITAL,80354740.39,48,4.014,11,19,6,0,2025-01-19
2019,HR,DE333,PRV,d41f2b99cfbaeff14034,ADV_MATERIALS,120,102,8303367553.49,3.77,5334,EIC_ACCELERATOR,272501285.33,28,0.58,23,20,7,1,2025-11-08
2020,FI,BG47,UKIPO,493010a5a8743b38471f,AEROSPACE,141,70,2527537661.24,1.201,5449,HORIZON_INDUSTRY,91809231.68,33,1.562,28,21,8,1,2025-09-19
2021,IE,LU7,DPMA,fe9d2f8c0111323b6adc,MOBILITY,134,84,5888176751.53,2.272,5479,HORIZON_HEALTH,261252600.78,38,6.154,54,22,9,1,2024-04-03
2022,MT,HU34,EPO,3baf21cb3b3f15d39980,FINTECH,139,109,8179254954.91,3.887,5047,HORIZON_WIDENING,151040041.11,38,3.642,49,23,1,0,2024-06-10
2023,SK,IT56,UPV,6d41d0fa83c014f579f8,AGRI_TECH,135,133,2110571966.91,0.931,5036,HORIZON_CLIMATE,4388454.9,44,5.602,63,24,2,1,2024-06-18
2024,BE,HU93,OEPM,f0732d10fdfa02c56091,SECURITY,138,98,9933423841.62,4.046,5118,EIC_PATHFINDER,81352602.77,52,2.663,59,25,3,1,2025-05-25
2025,DK,HU939,INPI,8a43378a839877db746f,ICT,146,114,3061979579.05,1.422,5266,HORIZON_SPACE,122803575.09,41,6.041,22,26,4,1,2025-09-10
2026,GR,PT884,EUIPO,02886a95f2b046fc5c62,BIOTECH,132,53,9304519630.51,3.42,5276,HORIZON_DIGITAL,216342611.13,53,1.915,48,27,5,0,2024-05-30
2014,LT,IE601,BOIP,c61776c63b4f0d02f10d,MEDTECH,124,91,4303941179.31,2.097,5469,EIC_ACCELERATOR,131989438.0,48,6.467,21,28,6,1,2025-07-22
2015,PT,FR19,PRV,be39466023e41da522b6,CLEAN_ENERGY,139,85,6297475635.63,2.317,5585,HORIZON_INDUSTRY,22552953.64,58,2.608,51,29,7,1,2025-07-21
2016,SE,SK401,UKIPO,23193902224d330ff1b4,ADV_MATERIALS,132,61,2663740255.84,1.01,4995,HORIZON_HEALTH,109880335.43,54,3.05,18,30,8,0,2024-07-02
2017,CY,FI15,DPMA,f42cb788bbe3c5146de8,AEROSPACE,143,136,4154188699.29,1.702,5496,HORIZON_WIDENING,130384618.5,47,0.571,63,31,9,1,2024-01-08
2018,FR,SK816,EPO,0126dde5fbef32a7afee,MOBILITY,128,83,6354221888.27,2.742,5435,HORIZON_CLIMATE,10010114.59,54,6.459,41,32,1,1,2025-11-27
2019,IT,RO74,UPV,9218517bf93c1a6ce24d,FINTECH,130,104,7383923330.67,3.073,5221,EIC_PATHFINDER,43125243.63,53,1.608,24,33,2,1,2024-11-09
2020,NL,LU15,OEPM,08b5bb681e6248bec870,AGRI_TECH,151,124,3898677194.33,1.543,5329,HORIZON_SPACE,48472133.12,39,4.063,51,34,3,1,2024-10-24
2021,SI,PT402,INPI,4403dc288c5a676dadd6,SECURITY,148,140,11866045496.98,4.112,5558,HORIZON_DIGITAL,183809362.06,56,1.265,64,35,4,1,2026-02-23
2022,BG,BE78,EUIPO,96ed109636b175a8b433,ICT,143,103,4606388681.82,1.67,5059,EIC_ACCELERATOR,250193328.67,57,2.343,23,1,5,0,2025-02-01
2023,EE,IE127,BOIP,11a3efa3e9ae8d7a5efc,BIOTECH,134,114,8532188636.18,3.634,5676,HORIZON_INDUSTRY,142944604.32,52,6.111,40,2,6,1,2025-07-31
2024,HU,FI698,PRV,bde01567a1224a438827,MEDTECH,155,116,1912234078.06,0.712,5303,HORIZON_HEALTH,284907184.12,43,0.331,40,3,7,0,2024-02-27
2025,LU,HU189,UKIPO,cf028a476ae5fbbdd525,CLEAN_ENERGY,153,153,4847621177.81,1.906,5613,HORIZON_WIDENING,269092617.24,51,0.427,16,4,8,0,2025-08-23
2026,RO,ES880,DPMA,49efa1a52975d18d3a31,ADV_MATERIALS,139,135,3561912738.47,1.146,5583,HORIZON_CLIMATE,320748330.57,51,0.742,56,5,9,1,2025-11-11
2014,AT,CZ838,EPO,848f451b55a6e5f4002b,AEROSPACE,146,142,2685352381.04,0.874,5065,EIC_PATHFINDER,134627182.22,46,5.298,44,6,1,0,2026-01-04
2015,CZ,IE929,UPV,94687487a61fe3b06ed5,MOBILITY,141,110,9256607581.85,3.611,5741,HORIZON_SPACE,383358887.71,64,3.13,27,7,2,0,2024-07-08
2016,DE,BE362,OEPM,d2ce0c6f6904ce329e37,FINTECH,147,99,3342735398.99,1.097,5109,HORIZON_DIGITAL,122304651.01,51,5.896,59,8,3,1,2024-07-07
2017,LV,HU68,INPI,67dcaf08c6f39a222f10,AGRI_TECH,157,122,6899774347.83,2.575,5495,EIC_ACCELERATOR,155077086.82,67,3.153,55,9,4,1,2024-12-28
2018,PL,CY915,EUIPO,2066d1cd5a633d117156,SECURITY,165,66,5042389572.14,1.571,5111,HORIZON_INDUSTRY,49813417.83,64,2.426,27,10,5,1,2025-01-25
2019,ES,ES71,BOIP,6ca25cf576b361db14e1,ICT,160,140,6942895372.11,2.453,5607,HORIZON_HEALTH,103837866.03,64,2.066,24,11,6,1,2024-08-21
2020,HR,SK97,PRV,aada99bbba6ed11375cc,BIOTECH,162,94,8763221380.0,2.894,5682,HORIZON_WIDENING,82311106.18,73,5.712,28,12,7,0,2024-09-14
2021,FI,EE6,UKIPO,cfceaa63e003683e4a1e,MEDTECH,147,118,2395534089.58,0.871,5409,HORIZON_CLIMATE,223876207.69,72,1.811,69,13,8,1,2024-09-13
2022,IE,PT81,DPMA,5e8c219beec3197777cf,CLEAN_ENERGY,168,110,3999825633.17,1.373,5440,EIC_PATHFINDER,36462401.37,78,1.871,23,14,9,1,2025-04-23
2023,MT,LV9,EPO,0fb7b8c0182e294a5fcf,ADV_MATERIALS,169,81,9228228042.18,2.876,5310,HORIZON_SPACE,172328365.01,80,1.744,70,15,1,0,2025-07-07
2024,SK,BE41,UPV,1a47c3cb6d85eff9e237,AEROSPACE,149,114,13106706037.24,3.901,5612,HORIZON_DIGITAL,36804988.86,70,5.13,51,16,2,0,2024-02-06
2025,BE,AT567,OEPM,e0263f6284b5db9b380a,MOBILITY,152,133,7459225936.99,2.41,5242,EIC_ACCELERATOR,127146867.71,66,0.274,49,17,3,1,2024-08-15
2026,DK,DK58,INPI,63a02bd28203257835da,FINTECH,153,126,10951457799.74,3.4,5674,HORIZON_INDUSTRY,301053739.0,75,0.939,18,18,4,0,2025-06-01
2014,GR,EE282,EUIPO,40d87dee6a5b8fc1076c,AGRI_TECH,154,102,6129614169.04,2.096,5315,HORIZON_HEALTH,22007161.73,66,3.351,25,19,5,1,2024-09-02
2015,LT,FI441,BOIP,c41535caefeff143fc1c,SECURITY,166,82,3373278160.27,1.104,5408,HORIZON_WIDENING,169125701.79,66,3.862,38,20,6,1,2024-10-02
2016,PT,IT81,PRV,160d38c87456f0530124,ICT,170,74,2424058602.61,0.687,5689,HORIZON_CLIMATE,255345010.67,68,6.029,28,21,7,1,2026-01-10
2017,SE,EE618,UKIPO,6417b4c943842d2a9906,BIOTECH,154,77,15058987305.58,4.004,5258,EIC_PATHFINDER,144873481.11,62,6.052,25,22,8,1,2024-08-21
2018,CY,FI316,DPMA,e78746ea55fb217ded1d,MEDTECH,158,105,2901150078.78,0.92,5784,HORIZON_SPACE,180327941.81,66,0.327,32,23,9,0,2025-03-13
2019,FR,LT887,EPO,cc89645da02dd72b61f3,CLEAN_ENERGY,159,103,3313221794.29,1.144,5438,HORIZON_DIGITAL,353116742.43,75,5.932,29,24,1,1,2025-01-26
2020,IT,GR41,UPV,db96021ed2e5efd3b79f,ADV_MATERIALS,165,102,8813463150.04,2.718,5665,EIC_ACCELERATOR,210051714.24,70,0.691,27,25,2,0,2025-03-27
2021,NL,HU84,OEPM,2f9db4a60bfccd328e86,AEROSPACE,156,89,12700831486.91,3.345,5212,HORIZON_INDUSTRY,140747234.85,75,3.898,65,26,3,1,2025-03-06
2022,SI,LT609,INPI,550f7240304a6e24e3ce,MOBILITY,165,126,2050792317.66,0.666,5396,HORIZON_HEALTH,5217883.53,77,2.488,54,27,4,1,2024-07-05
2023,BG,HU6,EUIPO,ac3af2d81c5956c054b8,FINTECH,165,112,12837907189.75,3.433,5638,HORIZON_WIDENING,241409357.13,88,3.916,70,28,5,0,2024-12-28
2024,EE,SI49,BOIP,c32c0cd8499da4307cf5,AGRI_TECH,160,69,4174390461.99,1.053,5350,HORIZON_CLIMATE,38058242.9,87,2.557,21,29,6,1,2025-05-15
2025,HU,CZ314,PRV,d5ac8e67f211c492ca03,SECURITY,163,89,9530502820.75,3.13,5719,EIC_PATHFINDER,6669788.41,87,2.132,18,30,7,1,2024-01-20
2026,LU,SK15,UKIPO,00c127e0fcb53ce7dad6,ICT,186,99,2057515098.63,0.55,5339,HORIZON_SPACE,125088517.44,93,3.838,52,31,8,0,2025-04-11
2014,RO,PT76,DPMA,1b22fb445a3c4dc0109d,BIOTECH,186,95,6515143931.55,2.219,5139,HORIZON_DIGITAL,276488537.48,95,2.987,58,32,9,1,2025-04-19
2015,AT,DE801,EPO,acf0c96f1cdb2d607bd6,MEDTECH,168,127,5216069290.78,1.269,5219,EIC_ACCELERATOR,144095605.51,76,4.801,69,33,1,1,2024-07-10
2016,CZ,BE647,UPV,451d5d14c683fd648b09,CLEAN_ENERGY,181,96,4453540911.36,1.348,5397,HORIZON_INDUSTRY,120855716.37,78,5.502,35,34,2,1,2025-06-26
2017,DE,DK13,OEPM,9d52026b7813f375a053,ADV_MATERIALS,181,86,11767103928.39,3.621,5618,HORIZON_HEALTH,318665364.48,93,0.412,25,35,3,0,2025-07-25
2018,LV,ES764,INPI,3b82ec1fe8329d9fe080,AEROSPACE,171,69,8937542503.61,2.844,5501,HORIZON_WIDENING,265672533.11,98,6.354,60,1,4,1,2024-06-02
2019,PL,DE276,EUIPO,3ad543c4834f6e84f4ea,MOBILITY,186,155,10756129249.31,3.318,5272,HORIZON_CLIMATE,96591014.83,77,3.199,63,2,5,0,2025-03-25
2020,ES,SK210,BOIP,9ca27ea4ca3f70c8e486,FINTECH,179,151,11720371601.4,3.369,5321,EIC_PATHFINDER,227277657.49,99,4.076,62,3,6,0,2024-03-10
2021,HR,LU29,PRV,195bc22837fed49660b1,AGRI_TECH,194,78,7142922893.76,1.741,5403,HORIZON_SPACE,54314584.61,83,0.556,27,4,7,0,2025-12-15
2022,FI,DE14,UKIPO,e0978eed4da19e259325,SECURITY,187,103,3022160434.14,0.784,5871,HORIZON_DIGITAL,261752154.68,104,0.331,45,5,8,1,2025-02-09
2023,IE,IE361,DPMA,e1f54e2b5f5428df70ed,ICT,181,99,10780205995.77,2.666,5620,EIC_ACCELERATOR,335750758.47,95,1.57,66,6,9,1,2024-07-17
2024,MT,EE46,EPO,f19b84f8a9ff73519086,BIOTECH,192,131,2622540533.3,0.598,5413,HORIZON_INDUSTRY,141082167.95,106,5.336,31,7,1,1,2025-02-06
2025,SK,DK41,UPV,17aef1ce830f2ee2df21,MEDTECH,191,106,10378332956.64,2.323,5494,HORIZON_HEALTH,355710312.65,92,1.993,46,8,2,1,2024-06-18
2026,BE,LU51,OEPM,82c4d8eb6ee2d79a3d19,CLEAN_ENERGY,182,111,4816295630.27,1.475,5770,HORIZON_WIDENING,311086341.63,90,2.194,44,9,3,1,2024-10-04
2014,DK,GR88,INPI,9a0bfe0a8ecadb360baf,ADV_MATERIALS,182,157,7299453589.8,2.069,5416,HORIZON_CLIMATE,197207700.05,109,4.701,55,10,4,1,2024-09-15
2015,GR,ES9,EUIPO,17e82017d117503455b4,AEROSPACE,196,129,8807141081.14,2.433,5332,EIC_PATHFINDER,36917978.38,88,5.366,36,11,5,1,2024-01-06
2016,LT,AT6,BOIP,10b1df109e980dce402f,MOBILITY,185,124,8911317905.65,2.701,5481,HORIZON_SPACE,218616686.09,91,3.565,60,12,6,1,2025-06-03
2017,PT,LU6,PRV,008e50f7c84253e4bbbe,FINTECH,186,175,17517818742.17,4.092,5840,HORIZON_DIGITAL,86026137.38,111,0.325,33,13,7,1,2025-08-15
2018,SE,SK5,UKIPO,21446ad62550b2987b55,AGRI_TECH,204,85,3326647827.59,0.937,5104,EIC_ACCELERATOR,246855782.84,111,1.692,60,14,8,0,2025-12-20
2019,CY,SK36,DPMA,cf411e38321bf1f90f3a,SECURITY,204,101,16909293085.52,4.006,5833,HORIZON_INDUSTRY,1033629.1,109,2.706,24,15,9,1,2024-09-05
2020,FR,RO843,EPO,e702d340a78dd8ffc74b,ICT,14,6,12524506512.27,3.631,5162,HORIZON_HEALTH,149095947.97,11,3.839,29,16,1,0,2024-12-10
2021,IT,DK1,UPV,70b530e0969bc8b729f9,BIOTECH,15,11,9870362836.07,2.099,5553,HORIZON_WIDENING,117619715.23,9,1.854,4,17,2,0,2025-07-20
2022,NL,CZ76,OEPM,68f997fc3e135bd831af,MEDTECH,10,6,9578215051.3,2.58,5843,HORIZON_CLIMATE,134933247.63,25,6.074,40,18,3,0,2025-12-11
2023,SI,LT1,INPI,be179eb5fe58314d7ca8,CLEAN_ENERGY,14,8,5684437095.53,1.177,5347,EIC_PATHFINDER,66872781.86,14,3.939,31,19,4,1,2025-04-10
2024,BG,SK123,EUIPO,2c390e574c9e2a0aecf7,ADV_MATERIALS,17,10,7625914710.9,1.841,5453,HORIZON_SPACE,109268966.31,27,3.459,6,20,5,0,2024-09-05
2025,EE,HR559,BOIP,896881049a754d3f5b8f,AEROSPACE,26,14,11529392450.23,3.181,5402,HORIZON_DIGITAL,127988698.73,13,1.336,3,21,6,0,2025-08-10
2026,HU,SE346,PRV,127290b944ac87d64e72,MOBILITY,11,11,9689399809.24,2.182,5763,EIC_ACCELERATOR,5328723.05,22,2.987,10,22,7,1,2025-12-05
2014,LU,FR2,UKIPO,535e10b6b8df992fbaf5,FINTECH,23,13,16969256321.77,4.034,5382,HORIZON_INDUSTRY,299187432.38,8,0.851,26,23,8,1,2024-06-24
2015,RO,NL5,DPMA,14b25264c070ea1d718a,AGRI_TECH,34,14,6933397438.1,1.458,5730,HORIZON_HEALTH,234994706.09,23,4.53,3,24,9,1,2024-03-23
2016,AT,GR450,EPO,47eac43b0817b31cd3f3,SECURITY,24,19,15705182100.46,3.24,5876,HORIZON_WIDENING,70570313.59,35,2.644,9,25,1,1,2024-11-23
2017,CZ,LT3,UPV,bd9d68b4a52f2cce3d76,ICT,25,23,18414615191.08,3.962,5283,HORIZON_CLIMATE,36215515.95,20,3.944,30,26,2,0,2025-03-04
2018,DE,FI5,OEPM,1cf7473dbf174bbd2819,BIOTECH,17,10,4901012302.63,1.125,5535,EIC_PATHFINDER,157431548.74,23,6.023,48,27,3,0,2025-07-21
2019,LV,SE500,INPI,c943ff3a4b77bca05bad,MEDTECH,20,11,6816609100.83,1.382,5597,HORIZON_SPACE,118926068.85,26,3.232,18,28,4,1,2025-07-26
2020,PL,NL122,EUIPO,3cd2c21acbb91b1013b1,CLEAN_ENERGY,33,25,4448754871.03,0.917,5169,HORIZON_DIGITAL,191647032.75,15,1.012,19,29,5,1,2024-01-19
2021,ES,SI8,BOIP,37cd8fbff1b3b3f74267,ADV_MATERIALS,26,19,11066589452.63,2.954,5667,EIC_ACCELERATOR,174366182.98,21,3.156,3,30,6,0,2024-03-15
2022,HR,BG927,PRV,85a9a4465d4745096a9f,AEROSPACE,16,7,8322673329.07,1.668,5259,HORIZON_INDUSTRY,189920755.51,29,2.44,6,31,7,1,2025-07-27
2023,FI,PT7,UKIPO,4a9881b7fccac94485ab,MOBILITY,38,21,16506496089.67,4.131,5925,HORIZON_HEALTH,55662043.15,29,3.816,6,32,8,1,2025-04-07
2024,IE,RO2,DPMA,a09cdb1121e7b36d8301,FINTECH,35,34,2586484598.36,0.496,5395,HORIZON_WIDENING,199433782.59,35,4.988,24,33,9,0,2025-10-22
2025,MT,IE529,EPO,0e901d7426c34b32ad74,AGRI_TECH,38,26,18404321804.87,3.586,5378,HORIZON_CLIMATE,297612168.51,40,5.689,40,34,1,1,2024-03-26
