care_costs_billing_year,care_costs_drg_code,care_costs_allowed_amount_avg,care_costs_paid_amount_avg,care_costs_patient_responsibility_avg,care_costs_charge_amount_avg,care_costs_cost_to_charge_ratio,care_costs_denial_rate_pct,care_costs_prior_auth_required_flag,care_costs_appeal_overturn_rate,care_costs_collection_rate_pct,care_costs_charity_care_share_pct,care_costs_bad_debt_share_pct,care_costs_price_transparency_file_flag,care_costs_shoppable_service_code,care_costs_site_of_care_shift_index,care_costs_contracted_rate_index,care_costs_out_of_network_rate_index,care_costs_surprise_bill_incidence_rate,care_costs_inflation_adjustment_base
2021,DRG252,69636.48,45252.21,24384.27,184989.81,0.357,20.69,Y,38.5,55.92,17.79,3.38,N,SHOP-344,56.64,1.165,1.209,5.763,GDP_Deflator
2021,DRG001,63899.74,43231.21,20668.53,148918.45,0.715,10.03,Y,0.97,68.39,2.06,21.67,Y,SHOP-943,54.1,1.214,2.051,5.016,CPI_Rural
2019,DRG105,36835.85,28482.65,8353.2,47768.98,0.606,18.95,Y,48.15,74.95,14.43,8.43,N,SHOP-657,50.93,1.189,1.624,2.324,WPI
2020,DRG049,1228.85,920.94,307.91,1442.62,0.681,26.76,N,67.36,51.72,17.83,17.39,N,SHOP-479,40.79,1.013,0.812,4.206,WPI
2016,DRG055,86275.16,65451.11,20824.05,96820.26,0.896,14.73,Y,5.07,86.75,5.4,4.9,N,SHOP-469,93.27,0.615,1.112,0.98,CPI_Urban
2017,DRG584,121020.6,115547.58,5473.02,331028.97,0.165,23.26,Y,29.42,82.17,5.88,17.76,N,SHOP-243,28.18,0.93,1.79,4.401,WPI
2025,DRG699,62224.97,43536.25,18688.72,103310.83,0.456,21.76,N,31.12,48.28,11.83,17.31,Y,SHOP-230,30.85,1.334,1.373,2.695,CPI_Rural
2025,DRG951,115095.91,88971.96,26123.95,142083.7,0.599,34.86,N,43.27,68.81,13.3,19.01,N,SHOP-856,40.5,0.678,1.43,0.187,WPI
2025,DRG224,103492.68,68184.11,35308.57,210367.23,0.325,15.4,N,40.94,96.3,14.61,19.79,N,SHOP-408,20.44,1.364,1.368,1.179,GDP_Deflator
2024,DRG537,197593.69,183048.27,14545.42,389678.75,0.718,30.54,N,68.71,92.71,12.84,5.68,N,SHOP-565,25.99,1.101,1.571,5.218,CPI_Urban
2019,DRG695,108437.42,106024.82,2412.6,229468.66,0.721,8.98,Y,20.44,65.05,15.05,22.21,Y,SHOP-977,59.45,0.558,2.099,1.783,WPI
2022,DRG463,228091.41,180183.33,47908.08,443332.9,0.596,2.29,N,43.73,58.92,1.38,14.65,N,SHOP-357,88.64,1.065,1.059,1.664,CPI_Urban
2022,DRG273,77065.4,63301.77,13763.63,193623.49,1.094,25.58,N,36.4,63.04,18.24,6.86,N,SHOP-791,54.04,0.608,0.876,6.518,CPI_Rural
2022,DRG831,227494.44,174667.15,52827.29,355412.75,0.315,22.38,Y,60.91,91.78,4.27,24.54,N,SHOP-989,45.54,1.008,0.885,7.761,GDP_Deflator
2024,DRG138,54156.83,44054.01,10102.82,80843.89,0.225,27.9,N,11.43,86.54,12.33,16.11,Y,SHOP-162,45.62,0.531,0.887,0.32,CPI_Rural
2024,DRG103,32287.44,21592.12,10695.32,35475.76,0.756,15.06,Y,47.07,94.26,17.7,14.72,N,SHOP-331,40.13,1.379,0.834,0.811,WPI
2018,DRG392,59118.56,57327.78,1790.78,146453.29,0.728,28.78,N,32.3,52.32,11.36,0.94,Y,SHOP-779,92.23,0.573,1.782,0.984,GDP_Deflator
2018,DRG980,128986.99,84153.33,44833.66,323967.6,0.522,25.51,Y,83.12,80.06,4.98,19.53,Y,SHOP-683,91.31,0.912,1.393,0.747,CPI_Rural
2025,DRG317,28663.88,15939.59,12724.29,57616.16,0.578,27.39,N,18.42,81.01,5.72,5.16,N,SHOP-251,61.12,1.407,1.424,4.365,GDP_Deflator
2024,DRG590,140212.11,107377.89,32834.22,181330.97,0.99,10.73,Y,4.62,67.16,5.62,18.33,N,SHOP-737,32.25,0.8,0.995,1.242,CPI_Rural
2022,DRG862,29317.5,28116.15,1201.35,65432.83,0.305,16.65,N,53.42,64.8,13.04,20.07,Y,SHOP-177,18.78,1.498,1.45,1.927,CPI_Urban
2020,DRG800,126453.09,106034.31,20418.78,237363.89,0.532,23.45,N,64.87,97.35,12.4,16.32,Y,SHOP-243,15.32,0.717,2.084,3.794,WPI
2022,DRG814,18487.82,16180.89,2306.93,22523.18,0.771,2.01,N,52.82,62.25,10.14,20.2,N,SHOP-135,8.61,0.754,1.037,6.8,WPI
2025,DRG714,127313.11,107884.42,19428.69,253679.9,0.321,18.15,Y,21.98,37.82,4.05,16.78,Y,SHOP-348,5.23,0.984,1.18,2.45,CPI_Rural
2017,DRG413,51558.41,40147.22,11411.19,69599.47,0.305,30.42,Y,85.18,78.58,7.16,1.52,Y,SHOP-355,3.84,1.067,1.982,3.878,GDP_Deflator
2022,DRG837,37980.24,29848.68,8131.56,60883.02,0.326,24.05,Y,51.47,61.77,17.17,23.52,N,SHOP-414,24.13,0.589,2.021,5.617,CPI_Urban
2023,DRG834,178900.86,114199.44,64701.42,234009.82,0.699,4.95,N,39.12,63.75,7.46,5.62,Y,SHOP-519,31.15,0.957,1.785,1.902,WPI
2019,DRG454,216053.64,162427.25,53626.39,600181.48,1.136,31.26,N,41.92,59.88,12.12,1.21,Y,SHOP-132,22.23,0.961,1.759,4.155,CPI_Rural
2022,DRG126,228349.51,217302.89,11046.62,307756.66,0.773,31.62,Y,64.41,41.72,2.8,18.84,Y,SHOP-604,90.12,0.841,1.144,4.483,CPI_Rural
2022,DRG295,52430.06,34591.56,17838.5,58282.11,0.416,16.59,N,67.0,53.69,5.54,16.58,Y,SHOP-206,35.23,1.156,1.187,7.34,CPI_Urban
2020,DRG149,219347.39,159924.59,59422.8,545955.24,1.187,20.33,N,8.02,54.08,15.62,3.28,Y,SHOP-948,5.08,0.746,1.535,4.605,CPI_Rural
2022,DRG701,31489.17,23526.27,7962.9,43158.22,0.206,32.91,Y,7.2,79.16,15.4,4.64,N,SHOP-427,91.29,1.027,0.854,3.97,GDP_Deflator
2022,DRG115,243843.69,145959.41,97884.28,302205.84,0.683,1.02,N,79.83,90.82,9.18,13.26,Y,SHOP-550,86.34,1.488,1.613,5.289,WPI
2018,DRG239,245118.98,178152.88,66966.1,538500.54,0.997,22.35,N,33.89,80.08,10.82,1.58,Y,SHOP-201,85.38,1.017,1.476,0.003,CPI_Urban
2024,DRG960,34270.44,27461.84,6808.6,95565.36,1.053,6.16,N,29.2,75.7,7.0,1.54,N,SHOP-650,79.63,0.82,1.424,7.009,GDP_Deflator
2016,DRG229,116583.18,88233.51,28349.67,205664.77,0.934,6.41,Y,88.48,51.04,9.04,8.93,N,SHOP-668,72.78,1.461,1.677,7.711,CPI_Rural
2025,DRG560,2396.3,2055.31,340.99,5144.73,0.999,28.05,Y,83.28,63.16,4.45,19.8,N,SHOP-408,0.28,1.296,1.338,2.576,CPI_Urban
2022,DRG752,247024.5,235301.37,11723.13,266323.04,0.429,24.4,Y,70.71,71.45,11.66,8.39,N,SHOP-194,10.1,1.37,1.282,0.218,WPI
2024,DRG919,210211.8,133032.68,77179.12,534361.71,0.541,1.39,Y,82.41,44.35,11.31,2.05,Y,SHOP-982,40.07,1.083,1.745,1.298,WPI
2018,DRG908,19248.49,13972.74,5275.75,24871.13,1.078,27.82,N,37.92,50.07,13.68,7.1,N,SHOP-327,84.06,0.973,1.063,2.042,CPI_Urban
2021,DRG960,14915.05,10192.56,4722.49,41029.42,0.729,27.92,N,80.97,71.8,17.01,21.83,N,SHOP-675,92.66,0.878,1.177,5.617,CPI_Rural
2021,DRG857,215795.63,119675.17,96120.46,598550.99,0.164,14.78,N,25.3,55.22,5.31,12.78,Y,SHOP-427,53.13,1.365,1.876,6.638,WPI
2017,DRG398,22597.22,19303.88,3293.34,35182.59,0.221,19.65,N,33.25,53.49,14.42,19.52,Y,SHOP-863,39.69,1.146,2.062,6.108,CPI_Rural
2019,DRG431,59806.29,49924.12,9882.17,147403.62,0.457,33.5,Y,73.91,38.78,13.29,8.52,N,SHOP-533,60.37,1.459,2.099,2.99,CPI_Rural
2022,DRG982,148812.03,141427.92,7384.11,386225.91,1.143,24.54,N,86.1,81.7,4.92,6.1,N,SHOP-468,12.68,1.224,1.762,3.373,CPI_Urban
2020,DRG572,92175.3,73236.1,18939.2,102853.75,1.147,18.16,N,53.23,37.71,5.2,14.06,N,SHOP-518,55.7,1.309,1.162,0.907,GDP_Deflator
2023,DRG485,227347.0,133148.96,94198.04,261886.6,0.734,34.46,Y,80.62,78.07,19.47,19.62,N,SHOP-528,31.77,0.5,1.944,7.804,WPI
2022,DRG335,218539.25,208088.42,10450.83,575724.98,0.313,7.17,Y,3.9,91.51,15.51,21.08,N,SHOP-876,14.34,1.044,0.805,4.709,CPI_Rural
2019,DRG067,117075.56,98999.95,18075.61,240415.89,1.015,19.17,N,83.71,67.49,7.4,24.25,Y,SHOP-889,13.81,0.961,1.945,2.197,CPI_Urban
2017,DRG663,14248.42,12687.21,1561.21,30877.24,1.142,31.65,N,59.61,35.52,15.81,16.72,Y,SHOP-709,48.6,1.106,2.034,3.813,WPI
2016,DRG235,719.55,486.86,232.69,1832.08,0.575,27.27,N,61.15,62.51,8.32,8.03,N,SHOP-574,11.78,1.275,2.047,6.856,GDP_Deflator
2018,DRG553,85745.08,63468.61,22276.47,110388.11,0.918,0.09,N,31.89,71.58,17.51,18.09,Y,SHOP-347,14.92,0.533,1.771,2.51,GDP_Deflator
2021,DRG483,2733.6,2144.1,589.5,6441.91,0.445,8.47,N,7.36,79.2,12.3,2.09,N,SHOP-538,86.15,0.643,1.18,2.853,GDP_Deflator
2022,DRG534,247614.21,152956.45,94657.76,650856.82,1.147,27.74,Y,43.17,96.18,10.57,18.5,Y,SHOP-571,85.6,1.205,1.589,6.287,CPI_Urban
2018,DRG059,169868.86,148678.47,21190.39,461081.9,0.518,7.61,N,82.12,80.69,8.04,5.52,N,SHOP-288,49.74,1.135,1.839,0.48,CPI_Rural
2020,DRG259,26595.8,18700.93,7894.87,58155.22,0.953,15.7,N,89.14,93.78,4.83,24.49,N,SHOP-641,7.06,1.136,0.867,1.796,CPI_Urban
2021,DRG650,95328.24,71048.77,24279.47,124624.64,0.18,20.55,Y,3.9,42.94,7.9,1.62,Y,SHOP-188,83.53,0.863,2.105,7.143,GDP_Deflator
2019,DRG311,73444.28,41327.71,32116.57,140362.28,1.095,27.5,Y,57.66,49.33,6.2,18.43,N,SHOP-813,95.06,0.574,2.1,1.169,GDP_Deflator
2018,DRG782,91198.84,58738.35,32460.49,120539.81,0.674,2.11,Y,66.88,42.82,7.93,9.89,N,SHOP-871,82.93,0.756,1.564,5.012,GDP_Deflator
2024,DRG020,209595.26,165218.35,44376.91,279018.34,0.963,26.44,Y,79.95,93.84,1.1,11.79,Y,SHOP-368,87.04,0.976,1.858,3.712,GDP_Deflator
2023,DRG577,244733.15,176228.9,68504.25,290983.54,0.384,32.79,N,6.64,57.57,9.57,13.74,Y,SHOP-577,96.59,1.273,1.554,6.3,GDP_Deflator
2018,DRG879,152131.98,106332.69,45799.29,168711.04,0.26,27.95,N,0.48,84.89,11.72,10.42,Y,SHOP-982,79.75,0.634,0.885,6.129,CPI_Rural
2023,DRG790,228550.17,172120.66,56429.51,414528.73,1.192,30.22,Y,80.87,75.26,6.84,18.27,Y,SHOP-203,73.58,1.358,2.042,0.332,CPI_Urban
2021,DRG933,127516.0,106836.89,20679.11,148502.8,0.257,13.8,Y,50.88,76.75,16.58,9.53,Y,SHOP-445,38.17,1.076,1.438,0.005,GDP_Deflator
2023,DRG405,93516.61,54311.83,39204.78,224481.44,0.588,0.66,Y,12.74,90.46,4.75,2.03,Y,SHOP-116,17.82,1.486,1.67,3.103,WPI
2021,DRG193,181809.03,113377.87,68431.16,310250.88,0.354,21.65,N,11.13,97.53,2.09,1.1,N,SHOP-695,91.96,0.552,1.267,0.962,WPI
2018,DRG432,230194.12,206879.93,23314.19,262832.7,0.43,11.75,N,84.51,76.09,3.51,20.63,Y,SHOP-712,94.03,1.215,2.124,2.797,CPI_Rural
2019,DRG745,240377.63,220979.63,19398.0,313814.6,1.108,28.07,N,0.76,56.22,7.74,3.53,Y,SHOP-123,82.64,0.776,1.981,3.918,CPI_Rural
2018,DRG276,125720.88,109986.69,15734.19,245801.41,0.677,20.36,Y,25.92,96.12,15.44,4.58,Y,SHOP-237,24.81,1.068,1.906,0.527,WPI
2022,DRG201,244157.39,168867.22,75290.17,664896.56,0.947,3.66,N,40.12,37.33,4.31,8.0,N,SHOP-877,72.42,1.02,1.558,3.305,CPI_Urban
2024,DRG788,129130.23,93086.57,36043.66,173109.83,0.729,6.03,N,16.46,64.71,12.23,14.91,Y,SHOP-255,76.27,0.754,1.123,4.29,CPI_Urban
2022,DRG498,16359.65,14931.8,1427.85,30298.32,1.062,14.77,N,17.83,77.14,2.16,16.14,N,SHOP-165,33.06,1.007,1.045,3.962,WPI
2016,DRG435,244744.5,220074.67,24669.83,468437.1,0.181,28.67,Y,67.4,55.89,1.04,20.75,Y,SHOP-170,69.94,1.092,0.917,2.297,GDP_Deflator
2018,DRG872,47527.85,37061.61,10466.24,69605.05,0.924,31.92,N,72.48,88.6,12.75,0.61,N,SHOP-136,61.62,1.039,1.886,6.796,CPI_Rural
2021,DRG710,8564.26,6757.31,1806.95,11554.8,0.579,4.5,N,78.32,78.62,0.32,14.87,Y,SHOP-899,79.7,0.824,1.39,7.111,CPI_Urban
2017,DRG783,36542.59,29823.16,6719.43,76277.55,0.696,20.56,N,60.69,47.96,15.35,16.44,N,SHOP-123,79.68,1.323,1.109,6.169,CPI_Urban
2016,DRG116,2978.38,1717.39,1260.99,8323.53,0.407,32.41,N,47.52,97.36,1.19,0.92,N,SHOP-556,97.78,0.857,1.551,4.823,CPI_Rural
2018,DRG522,240125.68,158733.77,81391.91,468142.57,0.429,29.73,Y,68.27,84.78,2.94,22.71,N,SHOP-687,69.1,0.512,1.263,6.438,CPI_Rural
2017,DRG597,190611.04,130697.73,59913.31,303293.0,1.099,28.22,N,55.33,45.87,9.22,8.64,Y,SHOP-747,85.06,0.815,1.442,2.032,WPI
2021,DRG804,217910.42,198808.03,19102.39,307545.56,0.424,18.14,N,58.1,78.93,9.37,17.59,Y,SHOP-278,41.77,1.457,1.475,1.324,CPI_Urban
2023,DRG156,43411.01,29071.0,14340.01,67973.96,0.907,6.12,N,42.17,55.98,8.49,10.41,Y,SHOP-387,56.56,0.629,2.033,3.928,CPI_Urban
2023,DRG001,40832.06,36414.67,4417.39,57959.32,0.6,33.53,Y,70.11,63.45,3.4,17.87,N,SHOP-370,35.99,1.257,2.114,7.157,CPI_Rural
2021,DRG638,240889.63,227376.01,13513.62,318296.96,0.542,12.09,N,61.65,68.91,7.75,8.02,N,SHOP-679,55.51,1.442,1.751,6.645,CPI_Rural
2020,DRG817,248374.78,163255.01,85119.77,663117.98,0.329,8.16,Y,17.37,45.89,19.77,22.31,N,SHOP-147,93.6,0.832,0.883,7.333,GDP_Deflator
2017,DRG908,3590.56,3001.99,588.57,7103.49,0.506,11.52,N,4.1,40.64,2.76,7.85,Y,SHOP-863,84.5,1.139,1.274,5.211,GDP_Deflator
2017,DRG291,61145.63,39342.28,21803.35,69479.83,0.795,7.5,Y,81.38,80.47,11.06,22.51,Y,SHOP-497,39.92,0.65,1.563,4.429,CPI_Urban
2019,DRG508,17860.42,10245.91,7614.51,22467.47,0.354,13.48,N,88.29,88.73,6.56,10.15,N,SHOP-794,65.66,1.327,1.63,1.016,CPI_Rural
2025,DRG674,134884.92,118141.03,16743.89,356211.04,1.069,4.92,Y,73.71,64.96,3.33,7.79,Y,SHOP-812,24.02,0.967,1.521,2.087,CPI_Urban
2021,DRG980,229919.72,175234.51,54685.21,477035.21,0.572,14.88,N,11.69,52.36,3.39,17.25,Y,SHOP-261,66.89,1.309,0.839,1.311,CPI_Rural
2020,DRG653,10412.06,7469.12,2942.94,17337.54,0.553,3.97,Y,72.39,37.3,10.32,18.91,N,SHOP-257,86.47,0.629,1.242,7.224,CPI_Urban
2025,DRG825,86428.16,60037.44,26390.72,241290.64,0.954,15.8,N,29.77,91.66,8.67,23.82,Y,SHOP-834,41.17,1.22,2.127,6.013,GDP_Deflator
2022,DRG523,39897.89,30934.4,8963.49,87339.67,0.562,10.42,Y,38.19,89.18,11.61,19.27,Y,SHOP-380,72.11,0.503,2.171,3.811,CPI_Urban
2019,DRG819,112320.93,99517.29,12803.64,297570.83,0.237,29.48,Y,65.66,44.82,14.14,11.53,N,SHOP-916,7.8,1.049,1.658,2.647,WPI
2017,DRG233,239133.94,215191.65,23942.29,324273.59,0.337,21.62,Y,6.76,75.03,5.37,14.99,Y,SHOP-949,26.95,1.477,1.598,2.822,CPI_Rural
2021,DRG668,16723.26,15765.24,958.02,19343.48,0.695,4.03,N,85.24,71.74,5.39,9.02,N,SHOP-224,19.27,0.751,2.131,4.374,WPI
2016,DRG951,24930.15,20427.95,4502.2,63536.41,0.357,11.86,N,12.11,94.76,16.51,20.8,Y,SHOP-474,53.3,1.398,1.109,0.667,CPI_Rural
2023,DRG059,111761.73,70964.73,40797.0,291933.71,1.171,34.67,N,81.96,40.33,11.0,21.62,Y,SHOP-180,6.38,1.293,0.889,2.972,CPI_Rural
2020,DRG166,237313.01,133066.97,104246.04,356391.56,0.833,26.53,N,15.11,98.43,14.21,9.58,Y,SHOP-488,10.88,0.776,1.666,7.141,WPI
2018,DRG162,218471.15,176960.27,41510.88,517549.36,0.191,34.96,N,15.95,90.66,19.36,6.16,Y,SHOP-628,71.11,0.811,1.883,1.494,CPI_Rural
2022,DRG509,77244.47,46736.87,30507.6,143692.28,0.87,0.29,Y,51.79,37.57,5.2,17.88,N,SHOP-396,4.11,0.961,2.124,7.407,CPI_Rural
2022,DRG437,12598.08,7226.38,5371.7,31933.13,0.946,12.02,Y,44.15,94.34,7.94,21.8,N,SHOP-425,72.54,0.954,1.092,5.804,GDP_Deflator
2019,DRG623,173244.95,159933.8,13311.15,238086.87,0.151,34.38,N,79.13,36.98,11.73,4.05,Y,SHOP-165,5.3,0.751,1.128,3.414,CPI_Urban
2016,DRG139,83356.78,59809.03,23547.75,232005.87,0.634,33.75,N,35.08,38.59,6.49,10.66,Y,SHOP-456,2.32,1.05,1.91,7.53,WPI
2017,DRG906,59916.77,44761.12,15155.65,141333.77,0.511,24.9,N,9.74,85.5,15.42,9.19,N,SHOP-831,54.16,1.045,1.331,4.236,CPI_Urban
2025,DRG202,81324.12,45078.97,36245.15,145245.09,0.162,11.89,Y,83.68,46.47,17.58,7.95,Y,SHOP-830,95.38,0.841,2.048,1.291,CPI_Urban
2025,DRG965,196980.25,132038.06,64942.19,392660.97,0.295,26.82,N,78.51,91.47,7.67,21.02,Y,SHOP-446,30.96,0.507,1.935,2.936,CPI_Urban
2021,DRG866,178661.59,127286.37,51375.22,465449.08,0.804,12.03,N,19.26,43.27,1.87,17.64,N,SHOP-911,94.98,1.1,1.228,3.041,WPI
2016,DRG177,200054.84,166062.47,33992.37,530638.06,1.074,14.21,Y,58.91,65.83,1.03,15.52,N,SHOP-425,88.34,0.563,0.955,2.583,WPI
2025,DRG023,65144.81,63763.64,1381.17,113804.29,0.43,27.0,Y,83.66,65.19,9.5,15.11,Y,SHOP-260,2.41,1.491,2.021,2.465,CPI_Urban
2025,DRG705,199128.53,156099.19,43029.34,234875.17,0.247,33.55,N,3.92,65.26,3.0,6.99,N,SHOP-444,19.28,1.376,1.583,7.741,CPI_Rural
2025,DRG799,105631.64,68740.27,36891.37,205450.65,1.102,12.72,Y,45.21,77.41,2.73,11.57,N,SHOP-180,32.23,0.691,1.744,6.694,GDP_Deflator
2016,DRG608,87927.9,63360.22,24567.68,196232.96,1.156,3.63,Y,54.04,64.49,13.09,0.88,N,SHOP-641,97.66,0.782,1.052,4.629,GDP_Deflator
2019,DRG591,193060.81,118861.41,74199.4,320956.21,0.422,32.58,N,77.66,39.42,16.92,11.62,N,SHOP-564,15.8,1.109,1.749,4.645,CPI_Urban
2024,DRG673,152682.14,132400.2,20281.94,314279.04,0.954,7.48,N,35.24,57.93,17.61,16.39,Y,SHOP-883,10.11,1.196,1.694,0.152,CPI_Urban
2017,DRG169,186851.02,123425.04,63425.98,277912.26,0.297,23.56,Y,42.87,68.88,17.92,9.44,Y,SHOP-149,80.88,0.565,2.152,5.522,CPI_Urban
2021,DRG567,227912.92,130778.0,97134.92,425368.47,0.466,25.28,N,20.31,79.2,1.05,4.38,N,SHOP-122,16.99,1.456,2.078,7.687,CPI_Rural
2025,DRG231,64613.25,44311.2,20302.05,83467.43,0.202,0.87,Y,59.23,60.97,15.39,6.12,Y,SHOP-702,93.38,1.084,1.105,7.945,GDP_Deflator
2018,DRG674,211541.68,159058.5,52483.18,311103.69,0.561,29.11,N,64.17,94.24,13.57,9.95,N,SHOP-390,98.41,1.195,1.118,0.708,WPI
2024,DRG994,221684.87,176611.85,45073.02,437153.14,0.471,32.22,Y,10.44,66.53,7.48,2.33,N,SHOP-980,78.7,0.994,1.767,5.177,CPI_Rural
2021,DRG674,89373.14,80883.47,8489.67,148947.39,0.537,16.81,Y,11.94,45.26,6.43,18.87,Y,SHOP-815,67.05,0.528,1.535,5.137,WPI
2021,DRG546,239990.4,171505.34,68485.06,285682.87,1.114,19.42,N,27.86,79.61,9.78,4.41,Y,SHOP-509,74.55,0.693,1.699,4.248,WPI
2021,DRG031,226841.56,168656.35,58185.21,565304.86,0.995,10.97,Y,87.56,45.04,1.6,15.47,N,SHOP-958,57.12,0.942,0.968,3.847,CPI_Rural
2020,DRG921,80434.21,65407.84,15026.37,179134.54,0.672,6.84,Y,25.67,60.3,12.54,18.99,N,SHOP-723,82.46,0.883,1.47,7.672,WPI
2021,DRG121,121134.36,114234.74,6899.62,252990.4,0.618,6.07,Y,62.15,76.22,17.66,15.82,N,SHOP-804,51.52,1.233,1.04,4.054,GDP_Deflator
2024,DRG420,185453.03,102641.09,82811.94,428423.89,0.455,34.67,N,16.55,91.83,19.84,7.14,Y,SHOP-798,10.31,1.34,2.005,7.761,CPI_Urban
2022,DRG408,56337.28,31210.37,25126.91,124138.96,0.697,1.84,Y,61.81,78.95,3.74,23.86,N,SHOP-779,29.5,1.039,1.813,1.788,GDP_Deflator
2021,DRG522,33048.18,21534.15,11514.03,49302.81,0.765,16.46,Y,83.53,72.15,8.05,4.92,Y,SHOP-248,4.61,0.59,1.345,6.292,CPI_Rural
2025,DRG099,78020.56,45305.85,32714.71,159405.61,0.798,24.07,N,8.97,85.86,9.22,3.58,N,SHOP-605,89.1,1.469,0.946,4.234,CPI_Rural
2022,DRG642,225091.6,187087.25,38004.35,411695.97,0.929,25.87,Y,3.71,55.34,2.38,11.56,Y,SHOP-165,5.67,0.704,1.882,3.231,WPI
2025,DRG406,24866.8,16943.64,7923.16,58757.41,0.509,6.64,N,25.29,67.42,3.11,9.65,N,SHOP-191,99.59,0.929,1.404,6.395,CPI_Rural
2016,DRG768,248551.36,168533.78,80017.58,280924.69,0.5,20.98,N,46.32,73.55,7.82,17.09,Y,SHOP-856,7.81,1.499,1.599,7.95,CPI_Rural
2017,DRG260,3094.69,2029.26,1065.43,3287.98,0.906,3.1,Y,78.96,93.77,15.06,20.65,N,SHOP-470,48.1,0.777,1.059,2.287,WPI
2022,DRG228,119946.77,100356.66,19590.11,143944.81,0.621,11.01,N,64.93,82.92,18.55,11.04,Y,SHOP-295,4.89,1.317,1.386,2.539,WPI
2017,DRG939,8700.8,7438.46,1262.34,14391.33,0.559,33.6,N,49.71,52.83,0.78,9.28,Y,SHOP-595,65.99,1.334,0.883,0.421,GDP_Deflator
2019,DRG839,1490.02,983.75,506.27,3847.04,0.963,25.57,N,19.44,69.61,11.95,8.49,Y,SHOP-827,65.32,1.492,0.863,2.794,WPI
2023,DRG765,75273.68,65430.27,9843.41,156058.26,1.096,5.5,N,21.29,51.44,10.53,16.39,Y,SHOP-404,29.76,1.051,1.725,1.888,CPI_Urban
2017,DRG216,238591.9,208415.53,30176.37,553970.44,0.542,3.99,Y,23.8,48.13,14.31,11.57,Y,SHOP-168,93.0,1.072,0.994,2.104,CPI_Rural
2017,DRG095,34814.45,28599.08,6215.37,93373.26,0.495,22.69,Y,25.41,68.43,9.33,0.75,Y,SHOP-403,82.66,1.043,2.119,1.706,WPI
2023,DRG377,73557.32,53854.75,19702.57,78919.98,0.385,33.14,Y,25.85,74.55,3.42,23.81,Y,SHOP-735,9.93,0.742,1.061,6.801,WPI
2022,DRG654,187564.43,166273.79,21290.64,351343.79,0.68,1.16,N,88.96,70.05,1.87,18.96,Y,SHOP-303,51.04,1.486,1.867,0.341,CPI_Urban
2020,DRG848,161990.14,116052.51,45937.63,425735.36,0.867,5.05,N,46.85,62.34,3.97,2.27,Y,SHOP-872,14.47,1.212,1.606,3.883,CPI_Urban
2017,DRG782,223042.35,188132.2,34910.15,508624.59,0.882,3.95,N,12.83,83.47,10.89,6.08,Y,SHOP-940,88.46,0.649,1.89,6.16,CPI_Urban
2017,DRG974,149246.71,88501.49,60745.22,410014.64,0.64,27.17,Y,55.03,68.72,2.67,18.78,N,SHOP-387,65.39,1.132,0.962,7.151,GDP_Deflator
2023,DRG577,172391.94,142781.76,29610.18,329415.41,0.962,25.44,Y,61.38,51.87,6.66,7.22,N,SHOP-572,6.54,0.677,1.682,3.227,CPI_Rural
2024,DRG645,72064.63,46204.17,25860.46,141992.45,1.024,6.03,N,79.11,89.16,4.01,3.73,Y,SHOP-971,56.56,1.326,1.098,3.706,CPI_Urban
2017,DRG132,119088.81,101846.87,17241.94,126778.94,1.121,31.64,N,3.16,85.96,2.65,3.05,Y,SHOP-409,29.53,0.92,1.097,2.304,CPI_Urban
2025,DRG087,118969.19,71477.19,47492.0,250598.24,1.033,15.64,Y,26.38,68.32,16.23,13.75,Y,SHOP-792,62.84,0.756,1.965,2.454,CPI_Urban
2024,DRG421,172169.26,115684.86,56484.4,447912.73,1.125,19.89,N,73.12,90.72,11.77,23.01,Y,SHOP-176,47.89,1.044,1.971,1.285,GDP_Deflator
2019,DRG677,117990.01,72612.65,45377.36,136295.79,0.946,17.64,Y,67.85,45.43,19.15,9.36,N,SHOP-973,34.44,1.44,1.064,6.001,CPI_Rural
2025,DRG353,169940.08,145989.4,23950.68,289156.92,0.463,26.68,Y,19.53,37.7,2.84,9.69,N,SHOP-573,43.9,0.501,1.325,3.693,CPI_Urban
2023,DRG957,190833.52,158922.58,31910.94,436752.58,0.54,29.58,Y,11.05,94.94,6.54,6.69,N,SHOP-372,69.27,0.812,1.729,7.312,CPI_Urban
2022,DRG169,232179.88,141887.61,90292.27,245912.84,0.316,3.67,Y,15.27,63.24,8.32,22.38,N,SHOP-827,43.2,0.903,1.395,7.5,CPI_Urban
2019,DRG767,1481.23,1164.29,316.94,3250.54,0.385,24.03,Y,51.52,94.5,15.92,0.34,Y,SHOP-701,13.29,1.031,2.029,0.455,CPI_Rural
2023,DRG166,80489.38,61821.8,18667.58,201443.46,0.295,21.61,Y,12.47,48.71,3.07,16.98,Y,SHOP-128,83.36,0.716,1.147,4.383,CPI_Urban
2025,DRG886,147021.71,141762.36,5259.35,297655.29,1.187,31.6,Y,32.75,85.07,15.63,1.93,N,SHOP-490,52.62,1.047,1.299,0.273,CPI_Rural
2024,DRG540,85809.81,51652.2,34157.61,98076.31,0.319,17.2,Y,66.52,89.61,17.31,14.78,N,SHOP-447,91.3,1.287,1.994,3.106,WPI
2019,DRG196,2217.29,1569.58,647.71,5096.78,0.2,18.32,N,59.17,51.84,2.46,17.08,N,SHOP-202,1.03,0.932,0.806,5.788,WPI
