econ_leading_indicator_date,econ_leading_indicator_name_code,econ_leading_composite_index_value,econ_leading_diffusion_index_value,econ_leading_yield_curve_spread_bps,econ_leading_initial_claims_level,econ_leading_new_orders_index,econ_leading_consumer_expectations_index,econ_leading_building_permits_level,econ_leading_stock_market_index_level,econ_leading_credit_spread_bps,econ_leading_money_supply_growth_pct,econ_leading_manufacturing_hours_index,econ_leading_vendor_delivery_times_index,econ_leading_inventory_to_sales_ratio,econ_leading_recession_signal_flag,econ_leading_signal_threshold_used,econ_leading_lag_months_assumed,econ_leading_nowcast_gdp_growth_pct,econ_leading_model_version_tag
2023-04-12,EQUITIES,108.492,35.322,244,372519,44.9,66.47,1439499,2405.82,203,0.13,111.03,35.69,1.364,0,97.69,11,1.51,v1_2
2023-04-13,PERMITS,101.967,64.771,-166,300740,35.39,66.04,1775720,5135.67,127,9.7,105.51,59.19,1.157,0,95.05,12,1.98,v1_0
2023-04-14,ECI,128.804,40.141,250,443367,43.94,91.79,1357622,5907.09,312,-1.63,105.22,46.4,1.302,0,98.22,9,2.29,v2_0
2023-04-15,M2,97.646,54.404,8,516403,60.75,97.33,1014280,3571.6,115,-3.84,102.22,53.72,1.247,0,96.36,10,1.6,v2_1
2023-04-16,LEI,117.674,42.182,294,401178,63.4,67.73,1012264,4317.55,72,7.89,90.72,47.69,1.101,0,98.8,9,2.87,v2_1
2023-04-17,PERMITS,88.484,64.406,144,433450,53.85,77.48,965769,4894.84,328,4.93,79.75,62.18,1.538,1,94.05,4,3.67,v1_2
2023-04-18,CREDIT,115.526,38.306,70,334521,44.04,69.61,747620,2539.16,75,5.49,102.05,56.9,1.109,0,94.85,10,2.27,v2_1
2023-04-19,CLAIMS,121.068,55.821,305,500845,54.49,64.12,893828,5067.51,270,0.86,112.17,62.88,1.443,0,93.01,6,3.7,v2_1
2023-04-20,YIELD_CURVE,85.272,47.571,297,446085,57.94,83.06,1426760,3735.13,53,-7.87,109.64,61.27,1.35,1,95.2,8,2.93,v1_1
2023-04-21,YIELD_CURVE,100.379,53.896,6,226273,43.66,81.67,1308292,3889.4,137,3.88,96.93,62.81,1.568,0,93.38,3,2.81,v2_0
2023-04-22,EQUITIES,125.35,40.274,11,355322,35.42,64.91,1135781,4291.78,115,4.67,105.65,45.24,1.18,0,93.34,2,5.8,v1_0
2023-04-23,YIELD_CURVE,121.589,54.038,-39,286445,57.31,64.96,874571,5079.93,143,13.47,89.97,35.89,1.673,0,94.73,9,1.97,v2_0
2023-04-24,PMI_NEW_ORDERS,114.0,61.769,226,373994,44.94,86.97,1542101,2961.7,407,2.12,105.07,58.7,1.544,0,93.45,7,2.93,v1_1
2023-04-25,EQUITIES,126.047,37.702,177,436065,52.31,70.85,802723,5685.8,399,6.28,110.97,55.53,1.397,0,94.91,9,2.38,v1_1
2023-04-26,EQUITIES,93.54,40.956,-249,360821,42.4,104.09,1839238,3394.53,51,0.05,109.58,44.43,1.262,1,95.1,12,3.81,v2_0
2023-04-27,EQUITIES,122.058,42.195,212,254070,47.08,61.55,1479809,3997.02,132,8.29,84.61,58.31,1.358,0,98.94,12,5.26,v1_1
2023-04-28,PMI_NEW_ORDERS,125.843,38.011,283,211926,48.53,81.66,797516,4634.95,238,4.11,102.08,46.85,1.546,0,93.36,11,0.49,v2_0
2023-04-29,PMI_NEW_ORDERS,100.594,60.091,-15,363430,54.71,81.12,1731795,4523.13,294,7.05,87.77,43.39,1.496,0,96.76,6,3.01,v1_2
2023-04-30,PERMITS,113.59,58.737,322,493067,45.29,69.15,1836115,5424.74,237,3.94,92.56,63.07,1.569,0,97.99,3,6.48,v2_0
2023-05-01,EQUITIES,129.462,42.738,260,248243,45.39,97.41,808488,5337.41,330,3.69,105.83,47.54,1.134,0,93.19,6,2.62,v1_0
2023-05-02,LEI,129.044,57.304,201,476374,48.06,99.98,1844125,2695.4,199,2.6,94.17,52.42,1.691,0,94.86,12,-1.15,v1_2
2023-05-03,CREDIT,103.079,56.622,-200,296739,57.96,100.33,831068,5402.52,141,0.7,92.89,38.03,1.475,0,92.56,4,1.99,v1_1
2023-05-04,CLAIMS,87.248,42.993,295,378125,56.19,92.21,1800310,2970.69,298,6.45,94.78,57.56,1.567,1,93.24,2,1.64,v2_0
2023-05-05,YIELD_CURVE,102.268,47.171,92,385065,47.19,57.77,1886374,5740.9,173,6.51,77.92,40.73,1.645,0,94.65,11,-2.4,v1_2
2023-05-06,M2,96.664,43.256,75,244675,38.7,59.14,724236,4814.4,269,7.79,88.67,56.41,1.102,0,95.17,6,-0.77,v2_0
2023-05-07,PMI_NEW_ORDERS,100.71,57.99,-108,266694,58.28,87.14,865379,2189.46,213,2.84,95.91,58.98,1.612,0,92.96,2,1.27,v1_1
2023-05-08,PERMITS,113.152,38.183,-6,459314,55.79,106.14,1705072,2259.04,272,3.53,91.44,57.68,1.239,0,96.51,1,0.34,v1_2
2023-05-09,EQUITIES,115.723,47.139,-88,421474,40.66,94.0,892347,5617.66,73,1.19,91.02,42.32,1.493,0,94.14,2,7.72,v2_1
2023-05-10,M2,90.11,60.469,179,285695,58.42,106.87,904961,2160.21,218,-1.21,88.04,35.39,1.334,1,95.76,5,0.76,v1_1
2023-05-11,ECI,99.403,40.996,-222,274281,41.65,107.67,989476,5405.27,225,-0.46,79.43,40.43,1.661,0,94.41,4,2.63,v1_2
2023-05-12,YIELD_CURVE,110.216,50.361,34,183017,43.32,94.65,1446176,5788.64,225,2.32,96.82,54.24,1.313,0,95.26,8,3.14,v1_2
2023-05-13,EQUITIES,95.527,46.324,42,348518,47.31,83.07,1133155,1936.38,130,-2.14,81.49,61.34,1.132,0,94.99,2,-1.45,v1_0
2023-05-14,M2,91.709,60.418,222,533500,47.07,88.49,749463,2369.5,105,3.96,79.37,50.81,1.259,1,92.9,2,-0.83,v1_2
2023-05-15,YIELD_CURVE,102.805,62.912,65,162247,37.7,88.8,1739018,4972.13,123,-3.5,77.85,57.44,1.177,0,93.86,6,1.06,v1_1
2023-05-16,PERMITS,111.816,50.249,24,250215,59.48,74.04,909290,4565.15,277,1.97,90.8,58.15,1.357,0,97.57,1,0.59,v1_1
2023-05-17,CLAIMS,112.426,41.334,8,428880,57.46,78.93,1186270,2327.23,318,6.7,83.75,41.12,1.619,0,92.37,4,0.59,v1_0
2023-05-18,LEI,92.555,42.186,-194,282996,42.44,83.53,1713184,4832.28,108,7.05,91.93,57.54,1.107,1,96.8,10,0.65,v1_0
2023-05-19,M2,87.832,51.739,320,197330,35.32,68.71,1833364,4568.72,84,2.01,78.88,63.98,1.547,1,95.98,9,0.22,v1_1
2023-05-20,YIELD_CURVE,112.34,57.554,-4,220100,41.36,75.46,986262,3183.97,368,6.16,99.81,54.87,1.519,0,95.31,12,2.33,v1_1
2023-05-21,CLAIMS,95.924,39.941,-170,452883,50.58,68.83,1046546,3177.42,320,2.54,107.38,63.16,1.26,0,98.97,7,4.11,v1_1
2023-05-22,LEI,126.159,64.249,322,262194,45.06,75.55,1543856,4790.22,55,-1.8,86.59,54.58,1.457,0,94.31,8,0.8,v2_1
2023-05-23,LEI,99.658,38.788,-249,350776,42.4,88.94,1164155,1954.42,172,7.39,102.37,43.01,1.114,0,97.87,7,-2.33,v1_0
2023-05-24,YIELD_CURVE,92.381,64.046,101,447353,58.57,86.49,1005638,3868.36,312,-0.65,78.17,61.28,1.273,1,97.5,7,-1.17,v1_1
2023-05-25,CREDIT,118.829,57.239,-23,383526,55.1,73.41,1272272,4103.53,242,11.02,94.48,41.66,1.316,0,98.18,9,2.6,v2_0
2023-05-26,ECI,93.437,49.984,193,358366,36.42,88.08,1748062,2112.07,259,-2.53,80.14,35.11,1.258,1,95.82,7,-0.03,v1_0
2023-05-27,EQUITIES,116.253,41.119,23,376272,46.17,73.14,1142327,1867.44,391,7.48,75.54,37.84,1.454,0,92.59,1,-2.15,v1_0
2023-05-28,M2,99.621,46.452,103,360633,61.7,68.43,1748907,5305.75,224,9.53,85.7,58.26,1.469,0,93.08,12,1.12,v2_0
2023-05-29,LEI,113.395,50.671,-70,296573,61.24,99.79,1570181,3389.11,315,3.35,81.88,55.31,1.16,0,93.77,5,-0.82,v1_1
2023-05-30,CLAIMS,118.192,49.139,149,459749,41.69,87.89,1394903,3592.9,195,2.66,79.38,59.19,1.207,0,94.24,10,0.49,v1_2
2023-05-31,PERMITS,115.101,45.725,-114,419533,45.28,108.09,1475718,3635.45,401,12.01,99.68,60.06,1.51,0,95.78,5,2.02,v1_0
2023-06-01,CREDIT,87.764,42.128,44,228743,55.62,94.08,807624,2747.08,225,0.03,111.75,51.68,1.346,1,92.23,2,1.05,v1_2
2023-06-02,ECI,102.097,39.725,-6,353776,63.91,58.13,1236340,2136.38,356,-2.23,111.04,61.93,1.5,0,95.73,12,8.59,v1_2
2023-06-03,YIELD_CURVE,94.394,63.765,226,389028,55.84,70.76,1487827,2311.14,220,-0.63,102.39,36.87,1.227,1,93.38,8,4.18,v2_0
2023-06-04,PERMITS,108.195,36.85,-175,266730,41.34,104.73,1177690,3361.57,347,0.18,102.7,46.64,1.602,0,93.18,3,2.98,v1_2
2023-06-05,EQUITIES,99.602,56.396,-29,314060,59.69,70.8,1684746,4063.56,370,8.75,81.16,45.97,1.472,0,93.33,12,0.18,v2_1
2023-06-06,M2,107.44,37.652,81,235836,39.21,57.63,1207485,5875.9,349,1.9,111.74,60.63,1.374,0,94.28,3,3.16,v2_0
2023-06-07,M2,128.31,61.132,61,441772,49.91,56.04,945635,2697.45,193,-2.65,97.65,57.98,1.536,0,97.06,8,4.27,v1_1
2023-06-08,CLAIMS,111.134,63.434,-149,412852,45.93,73.92,877400,4611.96,90,2.19,108.28,45.77,1.435,0,92.39,4,2.77,v1_1
2023-06-09,PMI_NEW_ORDERS,94.653,63.253,349,465353,35.92,80.38,910999,4926.28,352,-0.48,96.42,60.12,1.678,1,97.36,9,4.41,v2_1
2023-06-10,LEI,92.12,45.222,46,524952,59.06,101.75,1461545,2837.56,132,9.44,102.57,47.56,1.258,1,93.55,6,-2.68,v1_2
2023-06-11,EQUITIES,113.879,48.45,197,322504,46.87,86.07,775549,3804.96,398,4.13,81.2,36.06,1.392,0,96.85,8,-1.06,v1_0
2023-06-12,LEI,112.566,57.565,252,509382,55.32,86.13,1273997,5187.25,306,-0.72,101.69,60.94,1.161,0,94.75,12,2.48,v1_1
2023-06-13,EQUITIES,115.452,58.065,-127,157297,53.66,96.05,1119914,4322.53,231,8.7,106.49,50.74,1.197,0,98.98,3,6.04,v1_0
2023-06-14,CREDIT,122.685,64.1,-96,310586,59.05,58.2,1566622,1811.23,321,-0.69,111.36,41.92,1.255,0,93.74,1,3.26,v1_0
2023-06-15,ECI,117.844,56.965,45,468772,61.78,87.56,887752,3043.05,196,2.86,91.22,61.67,1.559,0,92.9,5,-0.75,v2_1
2023-06-16,ECI,125.147,41.707,-8,514989,38.63,65.84,796354,3159.21,392,1.44,97.7,41.33,1.422,0,92.19,8,-0.54,v1_2
2023-06-17,CREDIT,96.918,41.815,210,371345,39.92,82.45,1193227,4602.82,418,2.3,86.62,45.39,1.315,0,97.48,11,4.12,v2_0
2023-06-18,PMI_NEW_ORDERS,125.991,54.304,-60,526264,39.22,61.0,1067058,5782.66,410,3.96,78.3,39.79,1.586,0,98.42,2,1.3,v2_1
2023-06-19,PMI_NEW_ORDERS,127.805,35.985,-116,219660,50.33,91.37,1252511,2004.72,372,4.7,103.44,50.27,1.246,0,93.74,9,3.19,v1_1
2023-06-20,EQUITIES,99.988,52.848,282,310547,55.52,96.2,987023,3765.94,407,0.49,111.74,38.88,1.151,0,96.48,11,2.09,v1_0
2023-06-21,PERMITS,129.928,64.358,-226,169550,62.29,99.7,1638783,3748.72,131,2.49,111.4,49.56,1.115,0,94.21,6,1.15,v1_0
2023-06-22,YIELD_CURVE,109.337,60.658,160,402263,59.58,63.59,1880539,4091.57,236,4.44,79.66,45.86,1.326,0,97.5,9,2.32,v2_0
2023-06-23,M2,87.732,60.079,240,538485,35.37,94.12,862385,3909.17,133,-3.79,100.93,44.71,1.504,1,95.45,11,-1.02,v1_0
2023-06-24,M2,119.49,63.613,231,285653,57.58,90.56,1561169,2264.05,125,-4.19,112.72,56.27,1.601,0,98.79,3,2.93,v2_1
2023-06-25,LEI,119.254,51.46,-21,326451,62.69,77.47,1215864,3334.7,321,-0.95,76.66,40.21,1.133,0,92.5,3,1.0,v2_1
2023-06-26,LEI,90.137,58.645,-182,266457,64.58,91.68,836775,4382.5,389,5.01,81.51,48.35,1.479,1,95.23,5,6.13,v1_2
2023-06-27,PMI_NEW_ORDERS,121.027,40.408,278,436733,35.42,108.98,1599030,3600.73,107,8.67,92.41,50.47,1.118,0,93.59,4,5.07,v1_0
2023-06-28,CREDIT,128.283,55.051,-88,477193,38.12,56.21,1357903,3415.51,365,0.12,112.64,55.37,1.695,0,92.95,2,1.47,v1_2
2023-06-29,EQUITIES,125.317,36.023,4,456826,55.7,65.34,1685846,2823.58,163,2.29,101.25,38.42,1.453,0,98.39,10,3.61,v1_1
2023-06-30,M2,116.564,43.64,33,159965,44.41,107.27,1826835,4258.68,406,5.19,99.92,55.41,1.494,0,98.62,7,-0.54,v2_1
2023-07-01,CREDIT,104.714,62.337,-21,154133,54.49,67.32,1742764,3833.04,220,2.86,110.25,59.97,1.622,0,96.51,8,-3.47,v1_1
2023-07-02,CREDIT,121.766,45.344,101,305580,58.81,64.48,1163932,3604.71,172,0.61,79.86,64.81,1.599,0,98.11,8,0.37,v1_2
2023-07-03,CREDIT,95.757,37.527,259,179530,62.28,90.67,1685496,5766.15,352,-2.79,82.89,45.07,1.693,0,96.35,4,3.84,v1_0
2023-07-04,PERMITS,87.098,35.828,300,330274,39.5,101.71,1670187,3829.65,310,9.87,79.04,37.86,1.223,1,97.71,10,4.69,v1_1
2023-07-05,EQUITIES,120.086,43.824,196,404004,37.97,104.61,743127,5864.37,229,2.69,110.48,45.39,1.251,0,92.16,3,1.64,v1_2
2023-07-06,PERMITS,107.642,43.842,329,519376,43.1,109.49,1775952,4437.35,183,1.97,78.9,45.68,1.344,0,97.21,1,4.38,v1_2
2023-07-07,ECI,127.669,37.198,-86,437073,52.8,106.81,1396261,2474.83,251,8.1,112.95,57.15,1.651,0,92.3,4,2.42,v1_0
2023-07-08,ECI,120.954,52.642,-109,330524,51.33,78.92,952319,2660.03,136,0.95,80.37,56.95,1.665,0,96.67,3,3.65,v1_1
2023-07-09,M2,115.681,51.431,81,293492,46.7,72.44,838836,5963.18,263,1.15,105.05,41.9,1.433,0,93.53,9,2.36,v1_0
2023-07-10,LEI,124.504,46.14,67,345714,47.43,104.45,1355187,2090.89,116,2.62,88.41,43.7,1.454,0,94.72,12,1.27,v1_1
2023-07-11,PERMITS,126.192,60.45,145,522024,41.18,94.25,703099,3552.91,79,1.54,100.08,60.62,1.627,0,95.24,4,1.94,v1_1
2023-07-12,PMI_NEW_ORDERS,93.177,38.492,-2,178586,51.19,101.61,1609717,5770.22,194,-0.0,91.57,40.77,1.412,1,97.33,7,3.04,v2_1
2023-07-13,CLAIMS,126.091,62.933,-71,358807,42.37,98.06,1097627,3728.9,270,-0.44,109.12,63.54,1.259,0,93.28,10,-4.35,v2_0
2023-07-14,CREDIT,114.704,59.348,317,225146,43.83,90.35,1876785,5835.36,333,-1.52,98.92,63.42,1.679,0,93.16,7,4.81,v2_1
2023-07-15,PERMITS,114.858,62.983,54,497887,62.31,86.68,1165472,2605.01,314,-1.03,75.34,54.06,1.163,0,95.56,1,4.12,v1_0
2023-07-16,EQUITIES,90.398,41.994,49,539668,46.07,68.39,1725042,2663.15,154,5.6,111.83,39.84,1.634,1,93.55,11,1.12,v2_1
2023-07-17,PMI_NEW_ORDERS,102.072,62.135,-149,239762,37.12,107.89,1421429,5593.42,76,-2.29,81.54,36.77,1.224,0,94.12,6,3.79,v1_0
2023-07-18,ECI,92.699,64.323,333,359343,48.24,101.12,840159,2605.94,377,5.54,108.74,46.34,1.46,1,96.72,1,0.26,v1_0
2023-07-19,LEI,111.632,52.587,-127,183230,40.66,77.82,1239690,5334.83,177,7.35,79.86,35.49,1.276,0,92.34,2,5.15,v1_2
2023-07-20,CREDIT,129.505,56.22,-250,301170,36.4,56.79,1467338,2705.85,78,-5.16,102.41,41.07,1.634,0,94.99,6,2.01,v1_2
2023-07-21,PERMITS,119.082,58.241,-18,226030,45.15,75.35,996689,3108.64,407,-1.23,90.18,40.39,1.398,0,95.63,9,0.2,v1_2
2023-07-22,YIELD_CURVE,111.762,50.056,-39,502710,53.59,64.47,1597859,5168.2,397,9.56,84.04,55.8,1.25,0,99.0,6,4.62,v1_1
2023-07-23,LEI,117.349,63.882,133,418556,58.78,99.75,1760230,3402.87,351,5.23,96.73,45.48,1.309,0,92.44,9,3.45,v1_2
2023-07-24,PMI_NEW_ORDERS,96.007,45.453,242,294888,43.26,83.22,1584918,2862.19,188,5.81,87.82,41.89,1.378,0,98.19,9,6.11,v2_0
2023-07-25,CREDIT,120.945,53.362,263,220700,54.82,86.52,1360794,2891.82,337,-0.18,85.0,51.72,1.382,0,98.49,9,2.95,v1_2
2023-07-26,YIELD_CURVE,129.133,40.576,299,415166,50.99,99.83,1009160,5098.95,261,3.0,101.03,36.18,1.379,0,93.37,10,1.72,v2_1
2023-07-27,YIELD_CURVE,90.05,64.293,-242,214656,41.91,107.81,1077955,3441.89,154,9.06,91.35,61.39,1.425,1,93.63,6,1.91,v2_0
2023-07-28,PMI_NEW_ORDERS,103.247,57.121,-81,455722,48.84,92.79,1217306,5202.25,206,4.14,93.89,41.92,1.509,0,92.86,6,6.22,v1_2
2023-07-29,PMI_NEW_ORDERS,101.319,52.807,-157,333992,63.51,74.94,735635,5407.68,299,0.88,108.52,40.41,1.627,0,93.8,12,1.77,v2_1
2023-07-30,PERMITS,105.493,49.771,299,529350,37.77,108.51,812416,5848.09,258,5.66,100.01,60.0,1.501,0,93.66,6,-0.4,v1_1
2023-07-31,PMI_NEW_ORDERS,100.229,43.545,337,504489,56.28,103.63,1817896,2347.27,326,-0.46,110.35,56.0,1.358,0,94.1,11,-2.03,v1_2
2023-08-01,CLAIMS,105.752,38.777,73,471528,47.52,92.81,1392526,3809.27,263,7.84,114.74,40.94,1.207,0,93.52,11,5.5,v1_2
2023-08-02,ECI,128.297,35.937,162,178539,64.54,66.67,1157400,2888.85,333,9.56,109.35,47.52,1.66,0,92.09,6,-0.87,v2_1
2023-08-03,YIELD_CURVE,123.442,47.083,-215,324250,53.75,63.35,1174543,5868.64,62,4.04,104.34,61.67,1.454,0,93.3,1,1.2,v1_0
2023-08-04,CREDIT,95.008,55.646,-44,236082,37.59,77.44,763595,5272.25,159,5.2,93.93,64.61,1.108,0,94.87,8,3.12,v1_2
2023-08-05,M2,129.02,58.115,331,325085,61.14,59.32,1376510,3157.4,377,0.92,107.11,59.67,1.122,0,93.52,3,2.43,v1_0
2023-08-06,PMI_NEW_ORDERS,94.835,64.371,-100,275010,62.31,108.0,1054696,2707.22,351,-0.08,76.29,44.56,1.51,1,94.36,3,3.13,v1_1
2023-08-07,M2,87.325,57.712,317,217897,41.49,84.82,1743190,4326.19,369,3.56,114.38,52.36,1.643,1,94.35,11,3.03,v1_2
2023-08-08,EQUITIES,89.296,60.315,82,378601,59.98,61.99,1844694,2804.6,378,7.96,105.25,39.62,1.355,1,96.46,8,-0.07,v1_0
2023-08-09,PMI_NEW_ORDERS,98.271,42.938,293,253857,63.56,71.77,1453343,5726.99,339,4.71,86.54,36.4,1.325,0,99.0,8,1.73,v2_1
2023-08-10,YIELD_CURVE,112.041,54.426,-137,412365,43.75,63.95,1553261,3900.76,233,4.22,85.96,47.28,1.671,0,97.43,12,1.8,v1_1
2023-08-11,PMI_NEW_ORDERS,96.544,55.276,-148,427768,40.48,87.46,1686921,4140.41,188,-6.63,110.31,42.13,1.282,0,98.19,6,0.36,v2_0
2023-08-12,ECI,110.911,62.465,179,348292,64.4,97.65,756193,2319.91,385,0.4,83.3,42.92,1.282,0,98.55,2,0.45,v2_0
2023-08-13,YIELD_CURVE,95.832,61.495,244,370183,42.08,78.39,1603691,2322.09,129,1.07,85.43,46.79,1.145,0,98.35,3,2.83,v1_0
2023-08-14,ECI,98.334,36.85,-132,282474,51.78,85.74,1105162,2571.55,395,2.96,102.49,40.88,1.323,0,95.26,7,4.63,v1_2
2023-08-15,M2,129.358,52.331,233,166761,48.46,84.24,1522144,3501.38,161,-3.63,100.71,64.68,1.452,0,94.86,6,4.26,v1_1
2023-08-16,LEI,93.329,64.637,-124,201254,38.2,60.71,802300,2367.83,193,5.55,111.75,51.35,1.585,1,98.68,6,-2.61,v1_0
2023-08-17,LEI,120.528,51.831,295,168257,55.0,65.12,1272848,5800.7,348,4.09,76.92,62.8,1.225,0,93.85,2,2.47,v1_0
2023-08-18,CREDIT,128.685,43.351,289,397370,36.38,87.58,1225580,3465.71,56,-3.91,104.69,42.94,1.373,0,98.21,9,2.7,v2_0
2023-08-19,YIELD_CURVE,93.601,44.306,258,485101,42.47,95.23,1882677,3643.17,105,3.22,112.56,52.57,1.462,1,96.75,8,5.27,v1_0
2023-08-20,CLAIMS,93.255,38.146,224,347003,48.97,86.72,965256,3318.07,172,5.88,80.22,47.45,1.474,1,97.89,4,1.48,v1_1
2023-08-21,M2,120.406,58.305,46,183630,58.6,106.07,888206,5567.43,62,5.8,93.04,47.72,1.379,0,97.73,1,5.05,v1_2
2023-08-22,EQUITIES,114.441,39.64,113,304880,47.66,102.08,1583609,1803.15,342,0.34,113.11,53.47,1.269,0,96.55,12,1.16,v2_0
2023-08-23,CLAIMS,111.261,47.953,-51,463239,60.58,104.55,1464670,2328.89,354,2.63,83.27,53.29,1.618,0,92.92,12,2.46,v2_0
2023-08-24,CREDIT,86.939,61.895,178,221236,45.28,62.84,1122759,3845.92,250,-2.65,90.37,46.53,1.244,1,98.89,12,1.83,v2_1
2023-08-25,PERMITS,93.167,59.186,308,530645,44.57,60.35,772415,4243.81,94,6.9,75.34,51.56,1.138,1,94.63,4,-0.71,v1_0
2023-08-26,LEI,112.86,51.108,-191,176530,64.48,61.04,1858930,2220.61,84,2.21,79.32,52.19,1.139,0,98.95,2,2.91,v1_0
2023-08-27,YIELD_CURVE,114.609,47.947,-53,224969,54.17,108.85,1498316,3231.13,369,8.03,106.41,51.32,1.462,0,98.55,9,2.91,v1_2
2023-08-28,PMI_NEW_ORDERS,118.281,61.978,306,151511,63.44,74.35,1634249,4840.3,382,2.49,113.12,41.41,1.677,0,95.4,12,3.07,v2_0
2023-08-29,YIELD_CURVE,127.14,40.278,264,210487,52.62,64.85,1444463,5116.56,180,-6.36,88.5,46.69,1.578,0,98.63,3,-0.44,v2_1
2023-08-30,PMI_NEW_ORDERS,109.067,49.16,85,176352,50.65,56.91,1826963,2140.3,198,4.53,81.49,53.14,1.139,0,96.96,2,-0.35,v1_2
2023-08-31,PMI_NEW_ORDERS,125.395,62.51,330,365052,47.38,89.9,1041772,5308.19,322,2.03,110.88,44.97,1.374,0,94.48,8,-1.15,v2_1
2023-09-01,PERMITS,119.975,57.054,-140,370247,48.36,63.45,904397,5551.52,124,13.47,111.3,62.94,1.186,0,96.87,4,3.12,v1_0
2023-09-02,EQUITIES,121.016,48.666,-71,229237,49.88,60.36,1374898,5498.86,228,-1.71,102.04,38.65,1.257,0,94.23,4,2.35,v2_1
2023-09-03,EQUITIES,122.211,45.419,88,182221,42.29,105.94,969563,4759.5,249,3.01,77.29,45.56,1.557,0,93.24,6,3.55,v2_0
2023-09-04,YIELD_CURVE,103.151,48.698,198,408942,46.79,84.24,941708,4192.01,293,5.25,110.15,48.61,1.624,0,98.87,4,-2.08,v2_1
2023-09-05,PMI_NEW_ORDERS,99.866,58.58,293,321694,57.89,68.61,1247624,2049.18,303,-1.92,95.16,49.1,1.472,0,98.71,4,1.11,v1_2
2023-09-06,EQUITIES,111.419,36.875,-69,510528,46.4,58.63,1112300,5517.18,220,1.47,87.52,62.87,1.13,0,96.97,7,-2.4,v1_1
2023-09-07,PMI_NEW_ORDERS,110.59,45.597,163,163603,64.85,65.96,1370212,4847.42,342,3.15,99.22,44.4,1.131,0,98.86,3,0.39,v2_1
2023-09-08,LEI,120.359,43.3,165,443518,60.77,77.09,1466004,3749.03,338,10.55,79.51,56.6,1.232,0,98.09,9,-0.06,v1_1
2023-09-09,PMI_NEW_ORDERS,94.215,59.298,226,262730,59.04,109.99,1792645,4946.8,313,-5.2,79.68,46.18,1.372,1,97.0,1,-0.61,v1_2
2023-09-10,YIELD_CURVE,90.072,58.04,-48,256112,47.52,100.57,877832,3482.38,352,4.65,105.98,40.97,1.626,1,93.98,12,4.18,v1_0
2023-09-11,CLAIMS,106.964,36.428,101,306230,59.61,63.97,1065084,4865.69,267,4.72,113.55,47.18,1.558,0,94.75,5,4.59,v1_1
2023-09-12,PERMITS,97.755,54.413,91,482629,50.87,78.01,781259,3667.46,312,4.75,90.19,47.88,1.313,0,94.32,3,3.12,v1_2
2023-09-13,M2,112.118,63.083,174,281554,38.12,74.66,1211897,3006.82,72,7.31,110.53,39.47,1.114,0,98.16,9,3.08,v2_0
2023-09-14,CREDIT,123.677,41.018,3,478368,53.02,103.26,946856,2696.02,334,3.53,79.47,58.26,1.466,0,98.03,8,2.11,v2_1
2023-09-15,M2,119.138,63.798,-31,468199,62.31,61.64,932393,4098.62,351,-0.12,95.42,38.47,1.247,0,98.97,11,-2.47,v2_1
2023-09-16,PMI_NEW_ORDERS,90.531,41.996,-30,275385,36.11,86.21,1818770,4054.43,384,-7.01,75.05,62.76,1.192,1,97.6,1,4.45,v1_1
2023-09-17,YIELD_CURVE,93.651,39.912,110,478343,64.7,96.54,1842467,4713.9,408,5.04,102.54,47.43,1.335,1,93.49,1,1.62,v1_0
2023-09-18,PMI_NEW_ORDERS,89.1,61.654,224,242679,56.66,67.73,1744253,3540.38,166,-1.41,88.83,63.05,1.259,1,95.02,7,2.48,v1_2
2023-09-19,CLAIMS,106.501,56.822,-8,175513,50.55,107.8,1172891,4842.16,413,10.33,96.48,46.83,1.126,0,94.91,10,3.51,v2_0
2023-09-20,EQUITIES,117.07,59.848,297,497877,43.44,102.25,1014122,2550.3,78,12.18,109.94,47.88,1.422,0,94.57,2,-3.8,v1_1
2023-09-21,ECI,104.726,53.615,154,496719,46.4,58.15,1349168,3523.79,274,0.32,107.86,37.87,1.122,0,92.77,2,3.41,v1_1
2023-09-22,YIELD_CURVE,89.106,61.551,-18,367872,63.92,107.3,839914,3815.92,173,-0.62,102.73,62.96,1.166,1,92.82,2,1.88,v1_2
2023-09-23,YIELD_CURVE,104.003,58.435,-120,418154,52.03,66.24,1273827,4410.53,163,3.55,101.54,45.86,1.261,0,92.54,5,2.28,v1_1
2023-09-24,PERMITS,128.167,45.355,242,380347,57.26,55.56,924676,4013.09,299,5.16,84.29,45.37,1.421,0,95.91,2,1.64,v1_2
2023-09-25,LEI,118.717,55.471,-68,233137,58.12,59.69,1704092,2855.22,192,5.3,98.04,37.44,1.657,0,98.87,7,5.41,v1_0
2023-09-26,LEI,129.986,51.611,80,547655,47.15,63.98,1683744,5294.53,307,7.14,100.9,63.83,1.642,0,94.56,10,3.26,v2_0
2023-09-27,CLAIMS,126.105,50.744,127,334067,49.83,99.93,1207778,3134.32,103,0.23,96.96,55.82,1.436,0,92.21,6,4.67,v1_1
2023-09-28,LEI,122.463,36.913,324,455741,44.99,92.77,1193733,5995.07,176,0.88,92.39,42.08,1.494,0,98.77,5,2.94,v1_2
2023-09-29,CREDIT,127.413,47.497,-99,441600,52.18,72.68,1564045,2036.37,365,6.07,101.26,57.66,1.663,0,94.41,8,0.58,v1_0
