ph_vax_reference_year,ph_vax_country_iso2,ph_vax_region_nuts_code,ph_vax_vaccine_code,ph_vax_dose_number,ph_vax_target_age_group,ph_vax_coverage_pct,ph_vax_uptake_rate_pct,ph_vax_mandatory_policy_flag,ph_vax_certificate_policy_flag,ph_vax_supply_deliveries_doses,ph_vax_wastage_rate_pct,ph_vax_adverse_events_reports_count,ph_vax_seroprevalence_estimate_pct,ph_vax_misinformation_incident_index,ph_vax_campaign_spend_eur,ph_vax_joint_procurement_flag,ph_vax_data_source,ph_vax_methodology_version,ph_vax_data_extract_date
2025,NL,IT4,VARICELLA,4,6_11,72.55,64.9,0,0,13807567,5.25,5064,31.5,32.62,68112087.0,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-03-06
2006,SI,PL6,MMR,1,2_5,98.03,99.8,0,0,4849735,0.51,8496,29.13,70.46,5781465.93,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-04-29
2007,BG,HU200,DTP,2,0_1,76.85,80.78,1,0,12853861,7.85,2818,15.53,12.52,11164205.23,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-11-30
2008,EE,BE953,POLIO,3,65_PLUS,66.06,65.88,0,0,5897427,7.14,13628,6.39,12.7,60828155.57,0,HOUSEHOLD_SURVEY,VAX_V3,2025-07-22
2009,HU,LV75,HPV,4,25_64,36.67,38.65,0,0,21244826,8.09,10628,43.71,6.24,21820379.63,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-07-13
2010,LU,CY439,FLU_SEASONAL,1,16_24,59.63,54.29,0,0,20768101,3.26,13352,34.85,51.95,4649691.8,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-11-10
2011,RO,SE2,COVID_19,2,12_15,63.15,60.59,0,0,3837880,4.13,35691,63.94,77.01,98940992.06,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-12-11
2012,AT,SE99,PNEUMOCOCCAL,3,6_11,22.04,27.39,0,0,2030361,7.48,4142,27.55,49.66,66121265.49,0,HOUSEHOLD_SURVEY,VAX_V1,2025-10-03
2013,CZ,EE433,MENINGO,4,2_5,30.51,24.92,0,0,1074389,0.85,8075,72.98,62.53,12487831.47,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-08-25
2014,DE,LV17,HEP_B,1,0_1,59.23,56.02,1,0,3109545,2.44,7696,51.83,39.58,94090893.74,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-11-08
2015,LV,IE65,VARICELLA,2,65_PLUS,46.6,54.4,0,0,18112838,6.65,6432,74.25,10.92,63402846.04,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-05-28
2016,PL,AT87,MMR,3,25_64,55.36,60.18,1,0,8521558,10.73,5317,10.48,62.4,3160969.95,0,HOUSEHOLD_SURVEY,VAX_V2,2025-05-12
2017,ES,LT89,DTP,4,16_24,61.7,61.14,0,0,20278265,7.82,9904,50.89,37.12,47678467.53,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-09-03
2018,HR,BG92,POLIO,1,12_15,74.25,73.94,1,0,456307,3.95,12657,16.24,47.01,68522057.15,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-01-21
2019,FI,SE1,HPV,2,6_11,60.18,60.68,0,0,15068072,2.14,5944,11.43,56.78,60698774.1,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-12-11
2020,IE,CY56,FLU_SEASONAL,3,2_5,41.91,43.76,0,0,5234356,1.43,8213,45.05,55.7,159940265.98,1,HOUSEHOLD_SURVEY,VAX_V3,2025-07-01
2021,MT,ES388,COVID_19,4,0_1,29.82,27.72,0,0,22408711,0.3,43759,56.3,51.53,2991723.29,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-03-10
2022,SK,SK611,PNEUMOCOCCAL,1,65_PLUS,50.58,55.22,0,0,7164700,5.54,18363,55.78,9.94,58557520.32,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-03-31
2023,BE,PL476,MENINGO,2,25_64,33.57,26.88,0,0,2242560,1.85,14310,30.93,43.43,22893043.63,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-08-14
2024,DK,PL54,HEP_B,3,16_24,52.44,43.04,0,0,20958929,0.42,12994,84.61,23.61,45504881.23,0,HOUSEHOLD_SURVEY,VAX_V1,2024-08-19
2025,GR,EE88,VARICELLA,4,12_15,67.75,74.14,0,0,20988185,6.48,11584,16.95,54.78,101483492.45,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-09-21
2006,LT,NL663,MMR,1,6_11,88.86,81.48,1,1,12037280,10.46,3724,99.9,41.7,108307853.8,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-07-22
2007,PT,AT14,DTP,2,2_5,75.52,81.49,0,0,11181508,9.48,10892,29.1,53.07,2029198.71,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-11-11
2008,SE,BG75,POLIO,3,0_1,78.21,80.39,1,0,10139203,9.13,14206,29.32,37.04,85249144.62,0,HOUSEHOLD_SURVEY,VAX_V2,2024-09-27
2009,CY,PL85,HPV,4,65_PLUS,39.8,32.76,0,0,3102348,4.32,3993,54.27,7.85,57252572.78,1,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-06-26
2010,FR,PL80,FLU_SEASONAL,1,25_64,14.77,7.48,1,0,4680020,6.14,5849,60.27,22.47,227595264.53,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-08-22
2011,IT,PL117,COVID_19,2,16_24,22.91,25.99,0,0,6589992,1.74,14319,50.77,59.72,169546960.94,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-05-23
2012,NL,DE684,PNEUMOCOCCAL,3,12_15,64.8,65.19,0,0,5345945,4.54,1808,72.93,47.48,88273173.68,0,HOUSEHOLD_SURVEY,VAX_V3,2026-01-14
2013,SI,HR66,MENINGO,4,6_11,72.19,76.07,0,0,8036385,3.82,4922,25.94,42.81,90158250.42,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-12-19
2014,BG,AT25,HEP_B,1,2_5,72.2,68.83,0,0,18502180,3.01,4323,79.41,31.97,65462349.99,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-04-02
2015,EE,CZ37,VARICELLA,2,0_1,36.8,34.5,0,0,18746600,4.91,4396,6.15,36.21,36088124.98,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-01-07
2016,HU,SI64,MMR,3,65_PLUS,73.1,73.83,1,0,7988209,2.49,7132,55.59,49.66,107583674.34,0,HOUSEHOLD_SURVEY,VAX_V1,2026-02-25
2017,LU,NL37,DTP,4,25_64,50.36,43.04,1,0,20580288,4.08,2892,47.46,16.78,21853067.52,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-01-13
2018,RO,SI923,POLIO,1,16_24,61.95,53.63,1,0,20723134,3.1,2850,68.58,4.59,75760036.51,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-05-27
2019,AT,BE6,HPV,2,12_15,71.35,61.55,0,0,16840047,9.76,12375,73.83,70.05,61729111.82,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-08-04
2020,CZ,HR56,FLU_SEASONAL,3,6_11,53.89,46.65,0,0,7486778,3.58,2477,32.51,42.29,213143800.48,1,HOUSEHOLD_SURVEY,VAX_V2,2024-08-21
2021,DE,DK89,COVID_19,4,2_5,38.75,40.24,0,1,14282741,4.99,56475,99.45,9.31,100956874.58,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-11-30
2022,LV,AT35,PNEUMOCOCCAL,1,0_1,65.75,58.44,1,0,14116826,7.53,20997,21.13,60.02,10736490.76,1,ECDC_VACCINE_TRACKER,VAX_V1,2025-10-18
2023,PL,AT27,MENINGO,2,65_PLUS,63.3,63.61,0,0,12157271,3.9,14866,45.67,52.12,524539.52,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-01-23
2024,ES,GR67,HEP_B,3,25_64,46.36,50.49,1,0,5715465,1.07,2466,99.9,14.07,79158511.18,1,HOUSEHOLD_SURVEY,VAX_V3,2024-11-24
2025,HR,SI82,VARICELLA,4,16_24,63.43,57.2,0,0,17047445,9.12,14417,70.81,56.2,13521614.62,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-10-19
2006,FI,SE293,MMR,1,12_15,64.93,64.92,1,0,20997687,9.82,7938,65.65,35.13,50807145.95,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-01-24
2007,IE,HU4,DTP,2,6_11,87.05,80.35,1,0,18200070,2.26,12770,36.71,70.95,91786284.27,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2026-01-24
2008,MT,MT343,POLIO,3,2_5,72.2,65.3,0,0,2625986,6.45,4875,59.03,24.75,19306382.93,1,HOUSEHOLD_SURVEY,VAX_V1,2025-04-06
2009,SK,GR8,HPV,4,0_1,70.92,76.84,0,0,18702205,2.03,1079,13.6,30.59,7382196.97,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-03-31
2010,BE,LV629,FLU_SEASONAL,1,65_PLUS,43.86,39.07,0,0,25395090,0.41,4278,31.56,23.38,7990729.49,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-05-29
2011,DK,PT62,COVID_19,2,25_64,18.19,19.8,1,0,5405209,1.44,28510,51.88,81.38,28354767.79,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-07-15
2012,GR,GR746,PNEUMOCOCCAL,3,16_24,19.45,22.73,0,0,6307521,4.39,12203,59.12,39.68,63017027.28,0,HOUSEHOLD_SURVEY,VAX_V2,2024-03-19
2013,LT,CZ30,MENINGO,4,12_15,57.96,48.79,0,1,12701058,3.39,14599,13.0,50.44,27802446.49,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-11-02
2014,PT,AT127,HEP_B,1,6_11,62.35,56.06,1,0,8379033,7.14,12058,92.4,57.78,97971570.39,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-11-07
2015,SE,SI384,VARICELLA,2,2_5,83.43,84.88,0,0,19738819,2.56,13826,14.61,22.63,46530726.66,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-09-25
2016,CY,EE89,MMR,3,0_1,58.6,50.03,1,0,19074732,6.81,1888,53.76,25.45,23288696.94,0,HOUSEHOLD_SURVEY,VAX_V3,2025-03-28
2017,FR,AT16,DTP,4,65_PLUS,74.77,69.42,1,0,9633407,2.49,8657,15.42,17.2,20173330.64,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2026-02-16
2018,IT,LT732,POLIO,1,25_64,64.08,67.89,1,0,15742450,7.86,8040,59.47,45.84,27221015.41,0,ECDC_VACCINE_TRACKER,VAX_V2,2026-01-04
2019,NL,IT9,HPV,2,16_24,48.75,48.33,0,0,9992711,5.74,10557,48.5,12.71,67184835.7,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-10-02
2020,SI,BE428,FLU_SEASONAL,3,12_15,39.05,43.64,0,0,9711051,3.23,8479,45.21,58.12,30057206.66,0,HOUSEHOLD_SURVEY,VAX_V1,2025-04-27
2021,BG,DK23,COVID_19,4,6_11,71.49,66.66,0,1,9339909,10.05,12306,42.51,64.96,204908117.49,1,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-02-25
2022,EE,ES786,PNEUMOCOCCAL,1,2_5,38.98,42.04,1,0,18079800,7.81,6839,56.81,73.1,3131027.79,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-02-01
2023,HU,EE68,MENINGO,2,0_1,63.72,64.92,1,0,7907703,8.23,7982,47.42,32.43,60842856.04,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-06-14
2024,LU,ES5,HEP_B,3,65_PLUS,73.16,79.34,1,0,21216205,5.48,8493,49.22,24.36,23296819.2,0,HOUSEHOLD_SURVEY,VAX_V2,2025-10-27
2025,RO,SE62,VARICELLA,4,25_64,33.49,27.35,0,0,11178006,6.52,1290,44.81,39.39,37603785.91,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-08-23
2006,AT,CZ8,MMR,1,16_24,73.32,67.07,0,0,6276243,0.33,12560,82.85,50.97,26875184.93,1,ECDC_VACCINE_TRACKER,VAX_V1,2024-11-18
2007,CZ,LU674,DTP,2,12_15,84.0,84.24,1,0,19488052,9.4,6897,21.32,64.46,54517929.35,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-02-13
2008,DE,AT39,POLIO,3,6_11,81.24,83.74,1,1,8837124,1.36,3035,32.36,9.69,104214182.33,0,HOUSEHOLD_SURVEY,VAX_V3,2024-06-02
2009,LV,FR264,HPV,4,2_5,48.95,41.74,0,0,8922448,9.83,12330,39.38,92.15,17923392.48,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-12-03
2010,PL,NL11,FLU_SEASONAL,1,0_1,15.96,21.56,0,0,22478844,9.82,4419,20.54,18.31,199075747.11,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-06-30
2011,ES,LT6,COVID_19,2,65_PLUS,33.95,40.89,1,0,9449955,2.87,54947,89.32,52.97,90264561.12,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-10-16
2012,HR,LU501,PNEUMOCOCCAL,3,25_64,21.25,13.23,0,0,9381909,0.89,3330,36.56,46.15,21481014.78,0,HOUSEHOLD_SURVEY,VAX_V1,2025-04-24
2013,FI,CY39,MENINGO,4,16_24,50.06,41.22,0,0,13994642,9.04,4763,16.23,15.15,6817896.54,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-09-10
2014,IE,CY59,HEP_B,1,12_15,67.08,64.66,1,1,3804785,0.26,11021,40.9,59.46,98916779.77,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-02-21
2015,MT,FR8,VARICELLA,2,6_11,66.22,73.53,0,1,20637175,1.14,15312,72.97,13.7,106435139.72,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-06-08
2016,SK,CZ60,MMR,3,2_5,91.11,95.98,1,0,19465035,4.43,4089,24.1,35.95,37994018.22,0,HOUSEHOLD_SURVEY,VAX_V2,2025-11-18
2017,BE,IE36,DTP,4,0_1,78.99,69.5,0,0,10827371,3.07,12406,61.71,55.35,53145676.4,1,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-09-15
2018,DK,FR9,POLIO,1,65_PLUS,71.85,70.8,0,1,5615962,7.82,11191,64.93,29.24,107968532.56,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-04-20
2019,GR,BG945,HPV,2,25_64,29.74,30.52,0,0,20118531,0.3,10197,71.4,73.17,23937969.71,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-09-11
2020,LT,DK17,FLU_SEASONAL,3,16_24,50.4,52.76,0,0,18239536,10.2,6627,17.6,12.04,252056770.31,1,HOUSEHOLD_SURVEY,VAX_V3,2026-01-24
2021,PT,DK138,COVID_19,4,12_15,79.92,78.33,0,1,23314663,6.43,10176,22.13,51.4,110218163.07,1,HEALTH_INSURANCE_ADMIN,VAX_V1,2026-02-05
2022,SE,DK28,PNEUMOCOCCAL,1,6_11,37.93,32.76,0,0,17442639,5.44,6703,54.42,9.95,34315369.79,1,ECDC_VACCINE_TRACKER,VAX_V2,2025-06-21
2023,CY,NL6,MENINGO,2,2_5,55.43,60.28,0,0,11997131,9.36,8467,71.64,19.14,71538679.19,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-11-03
2024,FR,IE89,HEP_B,3,0_1,86.64,86.83,0,0,497682,6.79,1474,9.3,57.3,41716937.67,1,HOUSEHOLD_SURVEY,VAX_V1,2024-09-20
2025,IT,ES275,VARICELLA,4,65_PLUS,42.29,32.44,0,0,6732468,1.15,2954,30.33,50.97,106923326.22,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-06-10
2006,NL,HU99,MMR,1,25_64,55.5,57.57,1,0,16188936,9.72,9361,64.65,15.78,17289631.99,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-03-22
2007,SI,IE611,DTP,2,16_24,67.89,63.3,1,0,9346309,1.76,10962,52.67,72.46,73863960.81,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-11-21
2008,BG,AT469,POLIO,3,12_15,76.67,69.15,1,0,17259042,4.17,639,42.65,52.0,41482014.04,1,HOUSEHOLD_SURVEY,VAX_V2,2024-01-23
2009,EE,LU9,HPV,4,6_11,29.75,37.48,0,0,7115647,7.98,12067,73.07,9.41,26911347.86,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-06-14
2010,HU,DE79,FLU_SEASONAL,1,2_5,75.05,75.63,0,0,17255598,9.8,9565,27.46,16.32,133332969.99,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-07-17
2011,LU,IE5,COVID_19,2,0_1,79.06,78.21,0,0,7852103,3.99,46061,99.9,50.82,28732053.02,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-02-13
2012,RO,EE255,PNEUMOCOCCAL,3,65_PLUS,67.29,67.26,0,0,9119657,5.79,7502,10.28,17.83,77416069.12,0,HOUSEHOLD_SURVEY,VAX_V3,2024-05-06
2013,AT,PL2,MENINGO,4,25_64,37.04,31.32,0,0,15144364,7.33,6661,49.46,55.27,106205184.13,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-06-10
2014,CZ,LU84,HEP_B,1,16_24,67.39,68.07,1,0,2472158,3.02,2842,99.9,36.5,31069786.18,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-07-08
2015,DE,LV3,VARICELLA,2,12_15,29.65,29.66,0,0,14317387,10.77,13927,59.86,35.78,33497290.07,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-09-17
2016,LV,LT174,MMR,3,6_11,80.78,88.07,1,0,1756492,7.55,2786,18.66,12.8,14532846.13,0,HOUSEHOLD_SURVEY,VAX_V1,2025-01-25
2017,PL,DK76,DTP,4,2_5,67.87,69.8,1,0,13823114,3.84,9598,12.56,52.13,11676671.75,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-09-13
2018,ES,LT7,POLIO,1,0_1,97.12,96.16,1,0,7641676,4.34,1218,47.53,43.75,33679450.63,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-03-08
2019,HR,SE5,HPV,2,65_PLUS,35.11,26.52,0,0,6005341,0.44,7264,29.51,32.82,60109888.95,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-09-06
2020,FI,HR7,FLU_SEASONAL,3,25_64,18.49,10.64,0,0,1758727,0.92,3578,69.77,11.76,75974557.99,0,HOUSEHOLD_SURVEY,VAX_V2,2025-03-03
2021,IE,BG68,COVID_19,4,16_24,36.09,37.18,0,0,8104195,2.52,28162,40.29,29.62,203161526.95,1,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-01-26
2022,MT,ES54,PNEUMOCOCCAL,1,12_15,53.78,45.26,0,0,11968230,0.88,20484,39.58,21.7,30352995.16,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-01-26
2023,SK,EE65,MENINGO,2,6_11,71.31,69.05,0,0,18350855,4.36,4729,10.9,12.68,79688056.74,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-01-06
2024,BE,FI573,HEP_B,3,2_5,83.87,82.66,1,0,5476832,3.81,8673,99.9,61.89,63738997.77,0,HOUSEHOLD_SURVEY,VAX_V3,2024-05-08
2025,DK,SK899,VARICELLA,4,0_1,68.49,72.69,0,0,14844107,6.28,9082,52.06,55.58,1824197.76,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-07-14
2006,GR,GR429,MMR,1,65_PLUS,79.49,70.95,1,0,11664975,2.18,6776,36.5,56.1,89606226.79,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-08-27
2007,LT,AT1,DTP,2,25_64,62.11,67.49,0,0,1638841,7.37,14841,54.02,39.78,58121922.56,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-02-10
2008,PT,IE1,POLIO,3,16_24,70.42,78.23,1,0,4701607,1.01,12774,57.4,21.18,14288645.36,0,HOUSEHOLD_SURVEY,VAX_V1,2024-05-18
2009,SE,HU37,HPV,4,12_15,43.61,40.76,0,0,2217810,2.54,4015,14.01,40.55,38252252.32,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-11-08
2010,CY,DE10,FLU_SEASONAL,1,6_11,24.91,32.19,1,0,6475654,0.21,6923,38.34,39.51,223452497.48,0,ECDC_VACCINE_TRACKER,VAX_V3,2026-01-29
2011,FR,LV19,COVID_19,2,2_5,25.26,25.64,0,0,17148024,5.71,52263,77.06,32.22,203649150.09,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-07-26
2012,IT,LU6,PNEUMOCOCCAL,3,0_1,66.33,57.3,0,0,5914302,7.54,11428,31.05,19.9,83984930.68,0,HOUSEHOLD_SURVEY,VAX_V2,2026-01-22
2013,NL,AT443,MENINGO,4,65_PLUS,41.55,38.16,1,0,13471712,0.34,12623,8.49,20.15,16773749.45,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-04-04
2014,SI,FI1,HEP_B,1,25_64,62.41,54.44,0,0,2669358,5.42,476,69.02,66.84,31110760.51,0,ECDC_VACCINE_TRACKER,VAX_V1,2026-02-02
2015,BG,SK22,VARICELLA,2,16_24,27.65,35.11,0,0,3142778,4.55,12826,11.57,43.04,103806654.94,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2026-02-11
2016,EE,HU43,MMR,3,12_15,59.42,57.96,1,0,16157270,6.55,11454,58.42,35.05,1439807.19,0,HOUSEHOLD_SURVEY,VAX_V3,2025-09-27
2017,HU,CZ48,DTP,4,6_11,67.75,59.66,1,0,8214495,5.76,1556,25.84,60.96,7463889.78,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-04-23
2018,LU,DE860,POLIO,1,2_5,91.92,83.38,1,0,19517865,0.54,14123,21.32,56.94,39673372.9,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-02-16
2019,RO,NL21,HPV,2,0_1,39.61,39.98,0,0,9358380,10.58,3759,51.5,23.65,70808064.22,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-06-05
2020,AT,BE16,FLU_SEASONAL,3,65_PLUS,20.94,21.49,0,0,16745862,1.98,4689,43.4,63.47,98811553.98,1,HOUSEHOLD_SURVEY,VAX_V1,2024-01-21
2021,CZ,LV13,COVID_19,4,25_64,57.55,51.16,0,0,29350705,6.0,27828,67.38,67.73,53190118.22,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-05-28
2022,DE,PT53,PNEUMOCOCCAL,1,16_24,39.38,33.77,0,0,3577664,6.43,20968,39.12,36.34,50799912.84,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-02-03
2023,LV,FI843,MENINGO,2,12_15,47.08,52.74,0,0,12720835,8.95,3049,69.61,6.52,30803272.71,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-11-06
2024,PL,LV47,HEP_B,3,6_11,73.26,77.22,1,0,6968846,1.37,6363,99.66,19.13,58960829.56,0,HOUSEHOLD_SURVEY,VAX_V2,2025-02-21
2025,ES,LT50,VARICELLA,4,2_5,66.57,71.15,0,0,10227624,1.72,7508,39.37,50.25,12223574.27,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-12-15
2006,HR,EE519,MMR,1,0_1,74.81,75.88,1,0,1172802,6.89,8534,94.73,53.82,98371961.47,1,ECDC_VACCINE_TRACKER,VAX_V1,2024-06-13
2007,FI,RO55,DTP,2,65_PLUS,64.57,65.56,1,0,1584695,3.51,4539,33.43,74.06,41700113.32,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-05-06
2008,IE,CY1,POLIO,3,25_64,55.68,58.9,0,0,16735817,3.66,3234,51.11,70.95,36858799.85,0,HOUSEHOLD_SURVEY,VAX_V3,2024-01-18
2009,MT,EE449,HPV,4,16_24,28.46,19.83,0,0,1165398,7.73,7477,10.86,12.55,95018424.74,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-05-12
2010,SK,GR443,FLU_SEASONAL,1,12_15,53.68,44.03,0,0,14133866,2.73,9744,21.78,57.43,204441053.53,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-11-11
2011,BE,GR1,COVID_19,2,6_11,34.57,39.49,0,0,22600176,3.58,15283,99.9,95.37,242904676.44,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-07-05
2012,DK,LU35,PNEUMOCOCCAL,3,2_5,70.07,73.2,0,0,20711098,5.52,10458,48.72,13.67,100112331.08,0,HOUSEHOLD_SURVEY,VAX_V1,2024-03-19
2013,GR,EE444,MENINGO,4,0_1,57.36,47.37,0,0,7346715,0.57,14019,23.39,51.57,101393752.51,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-02-06
2014,LT,CZ9,HEP_B,1,65_PLUS,61.02,61.15,0,0,7195926,5.41,14373,99.9,25.73,28574304.6,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-01-17
2015,PT,LT549,VARICELLA,2,25_64,56.44,52.8,0,0,13106645,3.46,7587,51.7,31.9,31420975.76,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-06-03
2016,SE,PL43,MMR,3,16_24,59.48,58.68,0,0,11916661,8.44,13289,84.38,36.0,66266632.67,0,HOUSEHOLD_SURVEY,VAX_V2,2025-07-08
2017,CY,SI447,DTP,4,12_15,64.88,61.38,1,0,2501235,5.85,4159,75.81,73.45,38484438.63,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-09-14
2018,FR,ES95,POLIO,1,6_11,88.36,92.14,1,0,15776088,10.33,6434,52.76,55.27,101629167.19,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-11-12
2019,IT,BG297,HPV,2,2_5,68.9,71.04,0,1,6209024,5.29,4701,26.49,8.78,38019219.25,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-06-16
2020,NL,CY9,FLU_SEASONAL,3,0_1,42.92,41.67,0,0,24694443,9.71,10399,13.9,54.87,14627560.18,1,HOUSEHOLD_SURVEY,VAX_V3,2024-09-17
2021,SI,LV2,COVID_19,4,65_PLUS,72.88,67.26,0,0,29100831,6.96,29866,31.54,16.83,235553178.5,1,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-01-21
2022,BG,IE97,PNEUMOCOCCAL,1,25_64,56.24,51.81,1,0,10659734,7.26,1372,70.93,28.19,22342324.86,1,ECDC_VACCINE_TRACKER,VAX_V2,2025-03-10
2023,EE,DE841,MENINGO,2,16_24,37.22,38.14,0,0,3590094,7.95,4890,25.87,48.87,84469192.96,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-12-07
2024,HU,MT120,HEP_B,3,12_15,81.34,77.29,1,1,5987654,1.75,12027,89.59,64.06,12680985.79,0,HOUSEHOLD_SURVEY,VAX_V1,2024-03-17
2025,LU,SE40,VARICELLA,4,6_11,34.52,35.52,0,0,5351119,2.17,10510,44.6,14.95,14406715.4,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-04-19
2006,RO,LU5,MMR,1,2_5,84.23,91.18,1,0,12564963,1.78,6810,15.83,33.85,47572535.85,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-05-06
2007,AT,MT204,DTP,2,0_1,74.61,73.12,1,0,5444734,3.83,9024,40.89,60.49,40393493.46,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-05-02
2008,CZ,GR5,POLIO,3,65_PLUS,71.03,65.13,0,0,7656703,8.49,13770,33.31,43.25,94133339.83,0,HOUSEHOLD_SURVEY,VAX_V2,2024-12-24
