tax_compliance_case_open_date,tax_compliance_case_type_code,tax_compliance_taxpayer_segment,tax_compliance_notice_type_code,tax_compliance_assessment_amount_usd,tax_compliance_collection_amount_usd,tax_compliance_payment_plan_flag,tax_compliance_lien_filed_flag,tax_compliance_levy_action_flag,tax_compliance_appeal_requested_flag,tax_compliance_appeal_decision_code,tax_compliance_time_to_resolution_days,tax_compliance_writeoff_amount_usd,tax_compliance_bankruptcy_related_flag,tax_compliance_fraud_referral_flag,tax_compliance_identity_theft_flag,tax_compliance_audit_method_code,tax_compliance_third_party_match_flag,tax_compliance_contact_attempts_count,tax_compliance_case_closure_reason
2022-05-21,IDENTITY_THEFT,INDIVIDUAL,NO_NOTICE,1731151.7,873629.94,0,0,0,0,NONE,445,306351.89,0,0,0,FIELD,0,30,UNABLE_TO_COLLECT
2022-05-22,FRAUD,INDIVIDUAL,NO_NOTICE,18210931.14,1426196.94,0,1,1,0,UPHELD,418,4894525.63,0,0,0,OFFICE,0,14,PAID_IN_FULL
2022-05-23,UNDERREPORTING,SMALL_BIZ,CP2000,34462553.88,25342813.05,0,0,0,0,PENDING,580,541591.07,0,0,0,OFFICE,1,30,PAID_IN_FULL
2022-05-24,LIEN_RELEASE,SMALL_BIZ,LTR1058,30762947.92,4344260.64,0,0,0,1,NONE,177,8224136.74,0,0,0,FIELD,0,21,INSTALLMENT
2022-05-25,FRAUD,MID_MARKET,OTHER,34471594.8,10590843.62,0,0,0,0,UPHELD,879,3356582.24,0,0,0,OFFICE,1,10,PAID_IN_FULL
2022-05-26,FRAUD,MID_MARKET,LTR001,25447595.94,6216940.52,0,0,0,0,NONE,94,4946443.18,0,0,0,CORRESPONDENCE,1,5,UNABLE_TO_COLLECT
2022-05-27,IDENTITY_THEFT,LARGE_BIZ,NO_NOTICE,12815323.6,6430615.18,0,0,0,0,UPHELD,180,3985097.3,0,0,0,OFFICE,0,5,PAID_IN_FULL
2022-05-28,AUDIT,SMALL_BIZ,NO_NOTICE,31793594.72,18028691.01,1,0,0,0,NONE,954,4595111.42,0,0,0,NONE,1,32,DISMISSED
2022-05-29,PAYMENT_PLAN,INDIVIDUAL,NO_NOTICE,4462997.18,3339854.52,0,1,0,1,UPHELD,694,301249.01,0,0,0,CORRESPONDENCE,0,37,INSTALLMENT
2022-05-30,IDENTITY_THEFT,SMALL_BIZ,CP2000,30497360.89,17314047.22,0,0,0,0,UPHELD,118,3992683.72,0,0,0,CORRESPONDENCE,0,9,PAID_IN_FULL
2022-05-31,AUDIT,INDIVIDUAL,CP2000,16617125.44,8935639.07,0,0,0,1,NONE,780,1943785.54,0,0,0,CORRESPONDENCE,0,7,TRANSFERRED
2022-06-01,COLLECTION,INDIVIDUAL,OTHER,33495929.28,8844773.85,1,0,0,0,UPHELD,367,2352054.12,0,0,0,FIELD,0,11,INSTALLMENT
2022-06-02,UNDERREPORTING,SMALL_BIZ,NO_NOTICE,27115321.43,1978262.43,0,0,0,0,UPHELD,504,1882020.12,0,0,0,CORRESPONDENCE,0,25,DISMISSED
2022-06-03,AUDIT,SMALL_BIZ,CP2000,982380.61,401874.16,0,0,0,0,NONE,1016,207820.85,0,0,0,AUTOMATED,1,14,UNABLE_TO_COLLECT
2022-06-04,UNDERREPORTING,INDIVIDUAL,LTR1058,7566439.23,3896014.7,0,0,0,0,PARTIAL_RELIEF,99,241870.1,0,0,0,CORRESPONDENCE,0,8,COMPROMISE
2022-06-05,PAYMENT_PLAN,INDIVIDUAL,CP2000,9180535.6,2273447.69,0,0,0,0,PARTIAL_RELIEF,467,2789777.55,0,0,0,OFFICE,0,26,TRANSFERRED
2022-06-06,COLLECTION,INDIVIDUAL,LTR1058,29238366.25,7987380.16,0,0,0,0,NONE,635,7026354.44,1,0,0,AUTOMATED,0,32,UNABLE_TO_COLLECT
2022-06-07,UNDERREPORTING,SMALL_BIZ,OTHER,22029122.67,19479921.42,1,1,0,0,PARTIAL_RELIEF,428,1341607.14,0,0,0,OFFICE,1,11,OPEN
2022-06-08,COLLECTION,INDIVIDUAL,NO_NOTICE,13180089.55,212170.22,0,0,0,0,UPHELD,1031,2469771.38,0,0,0,CORRESPONDENCE,0,6,OPEN
2022-06-09,IDENTITY_THEFT,MID_MARKET,OTHER,22774819.57,61091.96,0,1,0,1,PARTIAL_RELIEF,738,3467237.22,0,0,0,FIELD,1,38,INSTALLMENT
2022-06-10,IDENTITY_THEFT,SMALL_BIZ,NO_NOTICE,14230502.82,6028137.72,1,1,0,0,PARTIAL_RELIEF,510,2236481.64,0,0,0,CORRESPONDENCE,0,6,PAID_IN_FULL
2022-06-11,PAYMENT_PLAN,INDIVIDUAL,OTHER,8108227.33,1004576.8,0,0,0,0,NONE,551,1801082.9,0,0,0,AUTOMATED,1,10,PAID_IN_FULL
2022-06-12,PAYMENT_PLAN,INDIVIDUAL,CP2000,1509109.99,60376.16,0,0,1,0,PENDING,60,134763.0,0,0,0,OFFICE,0,37,DISMISSED
2022-06-13,COLLECTION,SMALL_BIZ,CP2000,33373916.0,29464017.93,0,1,1,0,DISMISSED,1127,5138595.12,0,0,0,AUTOMATED,1,7,INSTALLMENT
2022-06-14,IDENTITY_THEFT,SMALL_BIZ,LTR1058,25695526.92,13654348.81,0,0,0,1,NONE,390,1856904.02,0,0,0,NONE,0,31,OPEN
2022-06-15,FRAUD,INDIVIDUAL,NO_NOTICE,2337950.48,2438614.14,1,0,0,0,NONE,1028,434590.25,0,0,0,OFFICE,0,29,UNABLE_TO_COLLECT
2022-06-16,AUDIT,INDIVIDUAL,NO_NOTICE,10187634.27,10148532.34,1,0,0,1,UPHELD,282,1969340.91,0,0,0,CORRESPONDENCE,1,33,TRANSFERRED
2022-06-17,UNDERREPORTING,INDIVIDUAL,NO_NOTICE,26321741.96,22360378.4,0,0,0,0,PARTIAL_RELIEF,517,8092970.53,0,0,0,CORRESPONDENCE,0,38,TRANSFERRED
2022-06-18,LIEN_RELEASE,INDIVIDUAL,NO_NOTICE,1244859.27,827428.63,1,0,0,0,DISMISSED,315,133725.29,0,0,0,NONE,1,30,OPEN
2022-06-19,UNDERREPORTING,GOV_ENTITY,LTR3172,25890167.9,15777716.14,1,0,0,0,NONE,392,1763292.05,0,0,0,OFFICE,1,3,OPEN
2022-06-20,COLLECTION,INDIVIDUAL,NO_NOTICE,27830138.55,17675463.19,0,1,0,1,NONE,395,1750636.23,0,0,0,OFFICE,1,26,UNABLE_TO_COLLECT
2022-06-21,COLLECTION,SMALL_BIZ,CP2000,19409871.99,20122290.57,0,0,0,0,UPHELD,1113,4226610.03,0,0,0,CORRESPONDENCE,1,26,OPEN
2022-06-22,UNDERREPORTING,SMALL_BIZ,CP2000,11794012.49,10661696.47,0,0,0,0,PENDING,121,351218.5,0,0,0,CORRESPONDENCE,1,2,PAID_IN_FULL
2022-06-23,COLLECTION,SMALL_BIZ,LTR001,10056801.62,1206653.42,1,0,0,0,NONE,315,2839904.31,0,0,0,CORRESPONDENCE,1,31,OPEN
2022-06-24,UNDERREPORTING,INDIVIDUAL,NO_NOTICE,6635906.76,662838.61,1,0,0,0,NONE,116,1260625.35,0,0,0,AUTOMATED,1,3,PAID_IN_FULL
2022-06-25,FRAUD,INDIVIDUAL,LTR1058,440993.28,328920.77,0,0,0,1,UPHELD,888,91402.28,0,0,0,CORRESPONDENCE,0,33,PAID_IN_FULL
2022-06-26,PAYMENT_PLAN,MID_MARKET,NO_NOTICE,26517098.33,13978292.47,1,0,0,0,PARTIAL_RELIEF,165,2695243.59,0,0,0,OFFICE,0,34,OPEN
2022-06-27,COLLECTION,INDIVIDUAL,NO_NOTICE,22015165.39,20658403.3,0,0,0,0,FULL_RELIEF,1171,3086183.59,0,0,0,OFFICE,0,6,OPEN
2022-06-28,FRAUD,SMALL_BIZ,CP2000,696189.4,279998.2,0,1,0,0,PENDING,970,125932.48,0,0,0,CORRESPONDENCE,0,18,INSTALLMENT
2022-06-29,FRAUD,INDIVIDUAL,LTR3172,14260156.97,13982227.22,1,0,0,0,PARTIAL_RELIEF,1154,4896680.54,0,0,0,CORRESPONDENCE,0,37,UNABLE_TO_COLLECT
2022-06-30,UNDERREPORTING,INDIVIDUAL,CP2000,22128819.99,12057889.12,0,0,0,0,FULL_RELIEF,822,5184798.21,0,0,0,CORRESPONDENCE,0,11,DISMISSED
2022-07-01,PAYMENT_PLAN,LARGE_BIZ,OTHER,1550800.27,1264435.08,1,0,0,0,PENDING,194,114514.2,0,0,0,FIELD,0,28,OPEN
2022-07-02,AUDIT,MID_MARKET,OTHER,22201933.0,11906745.91,1,1,0,0,PARTIAL_RELIEF,1154,4158738.79,0,0,0,FIELD,0,20,INSTALLMENT
2022-07-03,COLLECTION,INDIVIDUAL,LTR001,29252062.86,17767067.46,0,0,0,1,UPHELD,77,3244341.53,0,0,0,AUTOMATED,1,5,OPEN
2022-07-04,AUDIT,INDIVIDUAL,LTR1058,30267675.66,1212359.54,1,0,0,0,NONE,449,6018198.56,0,0,0,OFFICE,1,26,OPEN
2022-07-05,COLLECTION,MID_MARKET,NO_NOTICE,11851947.67,8660370.99,0,0,0,0,NONE,957,2815600.48,0,0,0,CORRESPONDENCE,1,38,PAID_IN_FULL
2022-07-06,PAYMENT_PLAN,SMALL_BIZ,LTR1058,17072496.52,12744614.9,1,0,0,0,NONE,347,406881.74,0,0,0,CORRESPONDENCE,0,26,DISMISSED
2022-07-07,COLLECTION,INDIVIDUAL,OTHER,19881088.84,7286857.32,0,0,0,1,UPHELD,585,6543865.46,0,0,0,NONE,1,25,OPEN
2022-07-08,IDENTITY_THEFT,INDIVIDUAL,NO_NOTICE,24954779.03,12873400.27,0,0,0,0,NONE,72,3415472.81,0,0,0,FIELD,0,36,DISMISSED
2022-07-09,AUDIT,INDIVIDUAL,NO_NOTICE,30656286.85,27938587.81,0,0,0,0,PENDING,46,5689442.15,0,0,1,AUTOMATED,0,34,OPEN
2022-07-10,FRAUD,INDIVIDUAL,CP2000,14943893.39,1401590.16,1,0,0,0,NONE,1105,777622.87,0,0,0,AUTOMATED,0,35,PAID_IN_FULL
2022-07-11,COLLECTION,INDIVIDUAL,LTR4800,14370728.99,5269676.25,0,0,0,0,FULL_RELIEF,1105,2806348.4,0,0,0,NONE,1,14,COMPROMISE
2022-07-12,UNDERREPORTING,SMALL_BIZ,CP2000,3554410.45,3465393.07,0,0,0,0,NONE,818,557882.36,0,0,0,OFFICE,0,34,OPEN
2022-07-13,COLLECTION,INDIVIDUAL,LTR1058,11610703.81,8163520.32,1,0,0,0,PENDING,149,3779232.07,0,0,0,CORRESPONDENCE,0,36,OPEN
2022-07-14,FRAUD,SMALL_BIZ,CP2000,13514016.52,13007345.12,0,0,0,0,NONE,266,1611762.86,0,0,0,NONE,0,37,UNABLE_TO_COLLECT
2022-07-15,PAYMENT_PLAN,INDIVIDUAL,OTHER,34061249.51,27784320.05,0,1,0,0,NONE,837,7130135.83,0,0,0,OFFICE,1,10,DISMISSED
2022-07-16,AUDIT,INDIVIDUAL,LTR001,29289946.04,23729048.47,1,0,0,0,NONE,1193,7437924.11,0,0,0,NONE,0,23,INSTALLMENT
2022-07-17,COLLECTION,INDIVIDUAL,CP2000,7447537.91,7176208.99,1,0,0,0,PENDING,1066,1260207.25,0,0,0,CORRESPONDENCE,1,19,INSTALLMENT
2022-07-18,UNDERREPORTING,INDIVIDUAL,CP2000,7695332.6,6961843.88,0,0,0,0,PENDING,506,1007478.5,0,0,1,NONE,0,9,OPEN
2022-07-19,IDENTITY_THEFT,INDIVIDUAL,OTHER,30833981.35,5803777.14,1,0,0,0,PARTIAL_RELIEF,832,139585.45,0,0,0,FIELD,0,24,PAID_IN_FULL
2022-07-20,FRAUD,INDIVIDUAL,LTR001,5808373.51,3546988.23,0,0,0,0,UPHELD,716,1786871.86,0,0,0,AUTOMATED,0,20,TRANSFERRED
2022-07-21,IDENTITY_THEFT,SMALL_BIZ,NO_NOTICE,23613820.07,12692078.63,0,0,0,0,NONE,318,6174331.4,0,0,0,CORRESPONDENCE,0,6,OPEN
2022-07-22,AUDIT,MID_MARKET,NO_NOTICE,16528123.92,11120531.05,0,0,0,0,PARTIAL_RELIEF,813,3140544.34,0,0,0,CORRESPONDENCE,1,19,DISMISSED
2022-07-23,AUDIT,INDIVIDUAL,LTR3172,240277.54,239439.14,1,0,0,0,NONE,87,19918.34,0,0,0,CORRESPONDENCE,0,23,OPEN
2022-07-24,AUDIT,INDIVIDUAL,CP2000,18218576.95,4073220.84,0,0,0,1,UPHELD,17,2183630.03,0,0,0,CORRESPONDENCE,1,27,DISMISSED
2022-07-25,PAYMENT_PLAN,INDIVIDUAL,LTR001,17431448.07,4826290.89,0,0,0,1,PENDING,257,4596343.91,1,0,1,OFFICE,0,21,DISMISSED
2022-07-26,IDENTITY_THEFT,INDIVIDUAL,LTR3172,9443729.1,7467978.95,1,0,0,0,PARTIAL_RELIEF,1072,2085855.14,0,0,0,AUTOMATED,1,27,TRANSFERRED
2022-07-27,COLLECTION,INDIVIDUAL,NO_NOTICE,30202534.39,30847691.09,0,1,0,0,NONE,18,5867303.06,0,0,0,OFFICE,0,13,OPEN
2022-07-28,FRAUD,MID_MARKET,NO_NOTICE,14147449.1,9091539.06,0,0,0,0,NONE,46,1044204.74,0,0,0,CORRESPONDENCE,1,9,TRANSFERRED
2022-07-29,LIEN_RELEASE,INDIVIDUAL,NO_NOTICE,19969369.92,11509469.92,1,1,0,1,NONE,703,5901268.81,0,0,0,AUTOMATED,0,33,INSTALLMENT
2022-07-30,AUDIT,LARGE_BIZ,CP2000,23785290.46,3712424.01,0,0,1,0,PARTIAL_RELIEF,33,5965081.96,1,0,1,CORRESPONDENCE,1,37,INSTALLMENT
2022-07-31,IDENTITY_THEFT,INDIVIDUAL,NO_NOTICE,31425846.75,9241350.58,1,0,0,1,PENDING,914,1041891.97,0,0,0,CORRESPONDENCE,1,10,PAID_IN_FULL
2022-08-01,IDENTITY_THEFT,MID_MARKET,LTR3172,22251495.5,3386243.6,0,0,0,0,NONE,93,1299179.43,0,0,0,CORRESPONDENCE,1,20,INSTALLMENT
2022-08-02,AUDIT,INDIVIDUAL,NO_NOTICE,10890262.72,5194410.57,1,0,0,0,UPHELD,1002,594965.51,0,0,0,OFFICE,1,26,OPEN
2022-08-03,UNDERREPORTING,INDIVIDUAL,LTR1058,5236990.84,1088152.65,1,0,0,1,NONE,159,987402.04,0,0,0,CORRESPONDENCE,1,3,UNABLE_TO_COLLECT
2022-08-04,UNDERREPORTING,INDIVIDUAL,NO_NOTICE,33856679.86,16763605.39,0,0,0,0,PENDING,889,10463812.76,0,0,0,CORRESPONDENCE,0,22,PAID_IN_FULL
2022-08-05,UNDERREPORTING,INDIVIDUAL,CP2000,34270363.88,28949688.41,0,0,0,1,UPHELD,234,7695015.42,0,0,0,OFFICE,0,31,TRANSFERRED
2022-08-06,AUDIT,GOV_ENTITY,CP2000,18600571.46,17473644.76,0,0,0,1,PARTIAL_RELIEF,311,2587569.32,0,0,0,NONE,1,37,OPEN
2022-08-07,AUDIT,SMALL_BIZ,LTR001,4362666.23,2958390.81,0,0,0,1,PENDING,10,15213.74,0,0,0,AUTOMATED,0,20,COMPROMISE
2022-08-08,FRAUD,SMALL_BIZ,NO_NOTICE,8131035.88,2377403.78,1,0,0,1,NONE,679,2021836.45,0,0,0,OFFICE,0,5,TRANSFERRED
2022-08-09,LIEN_RELEASE,MID_MARKET,CP2000,10525360.07,3298734.46,0,0,1,0,NONE,230,648440.78,0,0,0,CORRESPONDENCE,1,24,UNABLE_TO_COLLECT
2022-08-10,PAYMENT_PLAN,INDIVIDUAL,NO_NOTICE,411029.75,156889.14,0,0,0,0,PARTIAL_RELIEF,329,57738.6,1,0,0,AUTOMATED,0,2,INSTALLMENT
2022-08-11,UNDERREPORTING,INDIVIDUAL,CP2000,22606202.08,12215941.73,0,0,0,0,UPHELD,264,7345810.12,0,0,0,CORRESPONDENCE,0,1,OPEN
2022-08-12,COLLECTION,SMALL_BIZ,LTR4800,3379096.66,2623233.33,0,0,0,0,PARTIAL_RELIEF,684,27911.72,0,0,0,CORRESPONDENCE,0,29,PAID_IN_FULL
2022-08-13,AUDIT,INDIVIDUAL,LTR4800,1045746.73,1009446.4,1,0,0,0,NONE,543,214008.55,0,0,0,CORRESPONDENCE,1,12,PAID_IN_FULL
2022-08-14,UNDERREPORTING,INDIVIDUAL,LTR1058,23582810.2,19939780.48,0,0,0,1,UPHELD,876,1463472.62,0,0,0,OFFICE,1,26,INSTALLMENT
2022-08-15,AUDIT,INDIVIDUAL,NO_NOTICE,1119356.4,833142.67,1,0,0,0,NONE,210,5512.51,0,0,0,NONE,0,12,TRANSFERRED
2022-08-16,UNDERREPORTING,INDIVIDUAL,CP2000,28322749.83,29672933.56,1,0,0,1,NONE,50,6348099.46,0,0,0,CORRESPONDENCE,1,37,OPEN
2022-08-17,COLLECTION,GOV_ENTITY,CP2000,31905425.71,22083785.09,0,0,0,0,UPHELD,344,9705967.31,0,0,0,NONE,0,2,INSTALLMENT
2022-08-18,IDENTITY_THEFT,SMALL_BIZ,NO_NOTICE,10832458.0,6641758.15,0,0,0,0,DISMISSED,1,1866961.53,0,0,0,FIELD,0,26,PAID_IN_FULL
2022-08-19,IDENTITY_THEFT,INDIVIDUAL,NO_NOTICE,15062129.0,1933790.31,1,0,0,0,PENDING,780,1480742.46,0,0,0,CORRESPONDENCE,1,13,PAID_IN_FULL
2022-08-20,COLLECTION,INDIVIDUAL,CP2000,29440259.72,1379828.68,0,0,0,0,UPHELD,222,8594353.61,0,0,0,CORRESPONDENCE,0,37,UNABLE_TO_COLLECT
2022-08-21,UNDERREPORTING,LARGE_BIZ,LTR3172,31844511.35,22633558.07,1,0,0,0,UPHELD,1196,5913794.49,0,0,0,OFFICE,0,20,DISMISSED
2022-08-22,AUDIT,LARGE_BIZ,LTR1058,23104914.84,15302754.33,0,0,1,0,FULL_RELIEF,333,7065640.26,0,0,0,OFFICE,1,15,PAID_IN_FULL
2022-08-23,FRAUD,INDIVIDUAL,LTR001,17209675.02,6788591.22,1,0,0,0,NONE,879,912418.68,0,0,0,NONE,1,11,PAID_IN_FULL
2022-08-24,COLLECTION,INDIVIDUAL,CP2000,29230153.66,1783303.19,0,0,0,1,NONE,574,9089615.74,0,0,0,CORRESPONDENCE,0,26,UNABLE_TO_COLLECT
2022-08-25,IDENTITY_THEFT,INDIVIDUAL,NO_NOTICE,25723021.33,15813968.76,1,0,0,0,FULL_RELIEF,1197,4309024.55,0,0,0,CORRESPONDENCE,0,35,PAID_IN_FULL
2022-08-26,IDENTITY_THEFT,INDIVIDUAL,LTR1058,34832680.68,23351137.99,0,0,0,0,FULL_RELIEF,195,9347294.02,0,0,0,NONE,1,23,PAID_IN_FULL
2022-08-27,LIEN_RELEASE,INDIVIDUAL,NO_NOTICE,995583.4,832934.27,1,0,1,0,NONE,110,126163.5,0,0,0,CORRESPONDENCE,0,14,PAID_IN_FULL
2022-08-28,UNDERREPORTING,LARGE_BIZ,CP2000,27497269.25,7382270.58,0,0,0,0,PARTIAL_RELIEF,419,3768460.69,0,0,0,AUTOMATED,0,37,OPEN
2022-08-29,AUDIT,INDIVIDUAL,CP2000,31129996.91,24811517.92,1,0,0,0,UPHELD,26,9892192.41,0,0,0,OFFICE,1,17,TRANSFERRED
2022-08-30,COLLECTION,MID_MARKET,LTR1058,34526728.46,22963574.05,0,0,1,0,NONE,174,135462.37,0,0,0,CORRESPONDENCE,0,38,PAID_IN_FULL
2022-08-31,AUDIT,SMALL_BIZ,CP2000,29554816.69,17945968.99,0,0,0,0,PENDING,780,7241535.18,0,0,0,OFFICE,0,32,PAID_IN_FULL
2022-09-01,COLLECTION,SMALL_BIZ,CP2000,24365736.55,21440640.01,1,0,0,1,UPHELD,515,5025982.1,0,0,0,OFFICE,0,31,INSTALLMENT
2022-09-02,LIEN_RELEASE,LARGE_BIZ,OTHER,25786978.7,320737.53,0,0,1,1,NONE,491,2447479.1,0,0,0,NONE,0,11,TRANSFERRED
2022-09-03,PAYMENT_PLAN,SMALL_BIZ,CP2000,26552405.44,22786030.61,0,1,0,0,NONE,882,9067476.12,0,0,0,FIELD,0,8,OPEN
2022-09-04,COLLECTION,SMALL_BIZ,CP2000,13504239.59,7698299.48,1,1,0,0,NONE,715,1068041.76,0,1,1,NONE,0,9,PAID_IN_FULL
2022-09-05,COLLECTION,INDIVIDUAL,LTR3172,25308276.32,22446425.92,1,0,0,1,UPHELD,177,8257119.33,0,0,0,CORRESPONDENCE,0,30,PAID_IN_FULL
2022-09-06,UNDERREPORTING,INDIVIDUAL,OTHER,34693141.96,11644513.11,0,0,0,1,UPHELD,47,4117890.14,0,0,0,CORRESPONDENCE,0,33,COMPROMISE
2022-09-07,COLLECTION,INDIVIDUAL,CP2000,32007138.93,31043462.9,0,0,0,0,DISMISSED,677,1472371.44,0,0,0,NONE,1,11,PAID_IN_FULL
2022-09-08,UNDERREPORTING,LARGE_BIZ,NO_NOTICE,30292237.49,29241069.93,0,0,0,1,NONE,159,1691975.2,0,0,0,CORRESPONDENCE,0,26,OPEN
2022-09-09,COLLECTION,INDIVIDUAL,CP2000,17799918.34,16296881.99,0,0,0,0,FULL_RELIEF,501,308741.33,0,0,0,AUTOMATED,1,30,DISMISSED
2022-09-10,AUDIT,INDIVIDUAL,LTR001,2591090.34,2641406.92,0,0,0,0,PARTIAL_RELIEF,707,450756.1,0,0,0,CORRESPONDENCE,1,33,DISMISSED
2022-09-11,COLLECTION,INDIVIDUAL,LTR001,33525927.73,2174444.5,1,0,0,0,PARTIAL_RELIEF,956,2268932.82,0,0,0,CORRESPONDENCE,1,31,UNABLE_TO_COLLECT
2022-09-12,AUDIT,NONPROFIT,LTR3172,29220055.53,789215.28,0,0,0,1,NONE,126,7653366.37,0,0,0,CORRESPONDENCE,1,31,OPEN
2022-09-13,UNDERREPORTING,INDIVIDUAL,NO_NOTICE,2120038.8,1853151.3,0,0,0,0,PENDING,582,57844.11,0,0,1,CORRESPONDENCE,1,19,COMPROMISE
2022-09-14,FRAUD,INDIVIDUAL,NO_NOTICE,17125742.6,7706283.46,0,0,0,0,NONE,471,4808217.48,0,0,0,NONE,0,24,PAID_IN_FULL
2022-09-15,UNDERREPORTING,SMALL_BIZ,NO_NOTICE,24407390.44,5616493.38,0,0,0,1,DISMISSED,1066,5964672.28,0,0,0,FIELD,0,31,PAID_IN_FULL
2022-09-16,UNDERREPORTING,INDIVIDUAL,LTR1058,719379.77,72205.1,1,0,0,1,NONE,943,63034.44,0,0,0,NONE,1,0,TRANSFERRED
2022-09-17,AUDIT,GOV_ENTITY,NO_NOTICE,32445748.88,12288600.78,1,0,0,1,NONE,1116,3969230.95,0,0,0,OFFICE,1,37,OPEN
2022-09-18,COLLECTION,SMALL_BIZ,CP2000,12849252.1,4411050.49,0,0,0,0,PENDING,537,1681273.74,0,0,0,AUTOMATED,1,11,UNABLE_TO_COLLECT
2022-09-19,COLLECTION,INDIVIDUAL,CP2000,8025298.01,1161741.75,0,1,0,0,NONE,774,530253.49,0,0,0,AUTOMATED,1,36,PAID_IN_FULL
2022-09-20,COLLECTION,LARGE_BIZ,CP2000,6501154.71,3290356.76,1,0,0,1,PENDING,937,34388.85,0,0,0,CORRESPONDENCE,0,1,INSTALLMENT
2022-09-21,UNDERREPORTING,INDIVIDUAL,LTR1058,26544712.96,16219044.27,0,0,1,0,UPHELD,195,697306.88,0,0,0,OFFICE,0,33,COMPROMISE
2022-09-22,AUDIT,INDIVIDUAL,NO_NOTICE,593898.62,110535.77,1,0,0,0,NONE,964,122658.31,0,0,1,AUTOMATED,0,35,PAID_IN_FULL
2022-09-23,COLLECTION,MID_MARKET,CP2000,34663973.98,27763972.79,0,0,0,0,PENDING,134,11690217.94,0,0,0,NONE,0,26,UNABLE_TO_COLLECT
2022-09-24,UNDERREPORTING,INDIVIDUAL,NO_NOTICE,5469055.35,689050.51,1,0,0,0,NONE,1177,1217803.0,0,0,0,FIELD,1,6,UNABLE_TO_COLLECT
2022-09-25,COLLECTION,SMALL_BIZ,LTR3172,20472192.37,21434246.17,0,1,0,0,PENDING,1122,4629846.75,0,0,0,CORRESPONDENCE,0,10,PAID_IN_FULL
2022-09-26,PAYMENT_PLAN,SMALL_BIZ,LTR1058,33711282.64,16666388.63,0,0,0,1,NONE,798,4077300.11,0,0,0,CORRESPONDENCE,1,12,DISMISSED
2022-09-27,IDENTITY_THEFT,MID_MARKET,LTR1058,5125757.68,3163358.34,0,0,0,0,PARTIAL_RELIEF,655,928338.23,0,0,0,FIELD,0,2,PAID_IN_FULL
2022-09-28,PAYMENT_PLAN,INDIVIDUAL,CP2000,15010171.11,9921355.88,0,0,0,1,NONE,377,3013710.29,0,0,0,AUTOMATED,1,2,PAID_IN_FULL
2022-09-29,IDENTITY_THEFT,INDIVIDUAL,LTR3172,12519822.43,12735155.75,0,0,1,0,PARTIAL_RELIEF,1152,2183195.72,0,0,0,NONE,1,5,TRANSFERRED
2022-09-30,UNDERREPORTING,MID_MARKET,LTR001,11324155.64,6281722.74,0,0,0,0,PENDING,439,3482113.9,0,0,0,NONE,1,15,PAID_IN_FULL
2022-10-01,PAYMENT_PLAN,INDIVIDUAL,CP2000,21422546.52,16284990.4,0,0,0,0,PENDING,168,2068507.2,0,0,1,NONE,0,34,TRANSFERRED
2022-10-02,FRAUD,MID_MARKET,NO_NOTICE,26949551.63,13588117.87,1,0,0,0,NONE,323,6795876.55,0,0,0,OFFICE,0,19,PAID_IN_FULL
2022-10-03,PAYMENT_PLAN,INDIVIDUAL,NO_NOTICE,6894286.45,4110068.89,1,0,0,0,DISMISSED,475,228660.94,0,0,0,OFFICE,0,17,INSTALLMENT
2022-10-04,FRAUD,INDIVIDUAL,NO_NOTICE,12558648.77,1856017.24,0,0,0,0,PENDING,166,2266149.1,0,0,0,CORRESPONDENCE,1,38,OPEN
2022-10-05,IDENTITY_THEFT,MID_MARKET,NO_NOTICE,12673900.69,10151500.48,1,0,0,0,FULL_RELIEF,56,2221598.74,0,0,0,CORRESPONDENCE,1,6,INSTALLMENT
2022-10-06,UNDERREPORTING,SMALL_BIZ,NO_NOTICE,4472634.77,2609334.39,1,0,0,0,UPHELD,381,841687.48,0,0,0,CORRESPONDENCE,0,19,INSTALLMENT
2022-10-07,UNDERREPORTING,SMALL_BIZ,LTR001,24608920.18,8869233.42,0,0,0,0,NONE,769,2828264.73,0,0,0,CORRESPONDENCE,0,9,PAID_IN_FULL
2022-10-08,COLLECTION,INDIVIDUAL,NO_NOTICE,15161327.64,4735709.48,0,0,0,0,UPHELD,599,14214.22,0,0,0,OFFICE,1,29,COMPROMISE
2022-10-09,IDENTITY_THEFT,MID_MARKET,CP2000,31355894.32,15524294.83,1,0,0,0,UPHELD,524,5829861.96,0,0,0,NONE,1,31,PAID_IN_FULL
2022-10-10,UNDERREPORTING,INDIVIDUAL,NO_NOTICE,4426848.08,3515869.16,0,0,1,1,NONE,127,271022.36,0,0,0,CORRESPONDENCE,1,17,DISMISSED
2022-10-11,AUDIT,MID_MARKET,CP2000,13399106.17,1576272.81,1,0,0,0,UPHELD,510,3568474.87,0,0,0,AUTOMATED,0,31,INSTALLMENT
2022-10-12,COLLECTION,GOV_ENTITY,CP2000,4503529.1,3430174.26,0,1,0,0,PARTIAL_RELIEF,261,1275182.89,0,0,0,CORRESPONDENCE,0,39,PAID_IN_FULL
2022-10-13,AUDIT,SMALL_BIZ,LTR001,5747584.02,3499651.64,1,0,0,0,NONE,529,84349.26,0,0,0,AUTOMATED,0,25,PAID_IN_FULL
2022-10-14,AUDIT,MID_MARKET,CP2000,7193091.34,5025919.59,0,0,0,0,NONE,601,1220966.63,0,0,0,OFFICE,1,11,PAID_IN_FULL
