care_coverage_coverage_year,care_coverage_marketplace_rating_area,care_coverage_plan_metal_level,care_coverage_premium_second_lowest_silver,care_coverage_premium_benchmark_adjusted,care_coverage_deductible_individual,care_coverage_oop_max_individual,care_coverage_network_tier_type,care_coverage_covered_lives_count,care_coverage_uninsured_rate_estimate,care_coverage_medicaid_enrollment,care_coverage_chip_enrollment,care_coverage_medicare_enrollment,care_coverage_employer_covered_share_pct,care_coverage_self_insured_share_pct,care_coverage_subsidy_eligible_share_pct,care_coverage_csr_variant_code,care_coverage_plan_switch_rate_pct,care_coverage_special_enrollment_count,care_coverage_rate_review_status
2025,RA001535,CATASTROPHIC,276.51,245.43,415,2077,NARROW,163762,11.5,638524,124611,1422768,25.12,22.46,4.15,NONE,21.17,77629,APPROVED
2017,RA001536,SILVER,489.17,484.32,4083,4262,EPO,144541,6.73,295215,156304,1496971,23.99,44.99,45.99,NONE,11.76,18431,APPROVED
2019,RA001537,GOLD,953.39,841.09,7313,6798,NARROW,56019,1.68,302380,58761,377214,42.51,56.89,68.22,CSR73,26.22,12393,NOT_REQUIRED
2015,RA001538,SILVER,573.57,548.86,6437,8412,HMO,144806,8.58,838822,15421,1293805,42.74,36.02,72.33,CSR73,1.02,25564,NOT_REQUIRED
2025,RA001539,SILVER,916.99,855.4,9004,8190,HMO,118511,13.72,365311,39666,987202,65.13,21.29,36.01,NONE,35.41,66459,APPROVED
2017,RA001540,BRONZE,253.35,262.62,7683,8870,NARROW,251350,11.62,959636,64262,170691,31.75,38.26,81.95,CSR87,17.2,72318,NOT_REQUIRED
2025,RA001541,GOLD,876.49,853.43,3955,5389,PPO,191712,3.79,160526,198170,196428,24.28,38.81,63.11,NONE,13.37,76916,APPROVED
2017,RA001542,SILVER,499.83,426.38,2436,1522,PPO,102162,4.83,1183166,120009,667929,30.65,34.71,40.46,NONE,13.0,48327,APPROVED
2022,RA001543,SILVER,780.34,751.76,5368,6073,PPO,14445,2.61,745744,21476,1507632,49.44,55.82,68.37,CSR87,6.45,10219,APPROVED
2021,RA001544,BRONZE,728.49,650.65,2921,5489,NARROW,80073,8.63,1093934,139307,631197,35.71,27.89,31.02,NONE,11.06,48426,DENIED
2025,RA001545,BRONZE,594.67,544.21,3962,1997,PPO,135563,18.23,891182,173631,957063,20.43,31.7,28.79,NONE,24.85,11296,APPROVED
2023,RA001546,SILVER,841.04,809.83,3723,1683,TIERED,39110,7.5,731640,223984,587281,70.86,14.52,74.72,NONE,17.79,5581,NOT_REQUIRED
2022,RA001547,GOLD,664.51,686.66,840,2572,PPO,31577,13.54,518856,115666,513897,66.64,18.59,42.48,NONE,22.82,45089,APPROVED
2022,RA001548,PLATINUM,325.77,343.44,6460,3614,TIERED,2821,6.31,386218,167061,212717,67.98,60.08,74.98,CSR73,27.09,26882,APPROVED
2017,RA001549,GOLD,733.76,751.71,3551,7720,PPO,167143,23.65,780295,112458,1531229,39.52,52.82,47.91,NONE,29.06,45265,PENDING
2018,RA001550,SILVER,621.22,666.95,835,8795,HMO,50033,23.66,890997,144942,794082,66.35,36.31,51.9,NONE,6.61,75791,APPROVED
2018,RA001551,BRONZE,255.49,232.62,5444,2896,EPO,246133,22.62,655135,25452,1510956,46.59,40.28,62.81,NONE,30.31,16181,APPROVED
2024,RA001552,BRONZE,776.09,698.88,7545,2807,EPO,264928,15.8,892446,92329,108736,38.7,58.08,11.9,CSR73,11.68,80458,APPROVED
2017,RA001553,BRONZE,605.89,607.69,5638,3450,PPO,163056,1.86,401352,169980,1470777,30.72,64.01,28.07,NONE,21.2,81934,PENDING
2015,RA001554,SILVER,279.74,241.17,6503,2366,HMO,34777,6.53,151388,115857,398441,66.53,18.76,22.01,NONE,34.51,36175,PENDING
2016,RA001555,SILVER,288.79,251.73,992,7890,PPO,111756,17.3,228962,142253,545631,21.38,37.88,52.19,CSR87,30.27,27974,NOT_REQUIRED
2016,RA001556,BRONZE,978.21,1023.46,5362,5041,HMO,101183,5.47,400074,171980,252759,62.36,5.13,28.67,NONE,37.8,74416,MODIFIED
2017,RA001557,SILVER,888.35,826.62,6376,1511,TIERED,38537,22.55,245875,129326,1390924,61.08,31.92,67.37,NONE,25.12,23693,APPROVED
2017,RA001558,SILVER,680.94,676.21,5409,1594,BROAD,196267,10.52,988119,237437,1061076,33.65,47.37,2.22,NONE,11.47,51443,PENDING
2016,RA001559,SILVER,933.7,829.74,4834,3331,HMO,235756,17.15,205611,48825,608945,53.13,42.98,50.13,CSR73,22.38,24307,APPROVED
2024,RA001560,SILVER,396.83,378.0,2943,8166,NARROW,113849,17.9,160079,57404,432270,45.89,45.05,56.63,CSR73,10.7,23191,APPROVED
2019,RA001561,SILVER,800.32,845.01,4499,1713,EPO,89678,9.23,731437,42898,791011,20.83,32.5,50.77,NONE,0.51,30996,PENDING
2025,RA001562,SILVER,506.08,486.19,2091,2676,BROAD,224034,9.85,810491,198261,235191,63.43,58.09,26.11,NONE,30.71,26193,NOT_REQUIRED
2024,RA001563,BRONZE,330.53,311.16,1758,4273,HMO,12207,6.1,412905,119813,1495779,36.91,30.09,59.64,NONE,32.66,23614,NOT_REQUIRED
2020,RA001564,GOLD,240.6,212.42,6789,4145,PPO,95911,12.04,1145700,13017,1122135,23.76,48.23,69.84,NONE,12.18,8153,NOT_REQUIRED
2022,RA001565,BRONZE,488.3,446.89,6587,2179,PPO,103155,16.56,209559,112835,223302,22.7,50.55,17.14,NONE,37.34,72835,PENDING
2023,RA001566,BRONZE,491.09,516.1,2568,1917,PPO,229789,4.26,1038923,191350,185255,56.72,61.1,40.35,NONE,10.79,80707,PENDING
2023,RA001567,SILVER,471.43,499.74,3533,7418,TIERED,114006,22.07,382626,98779,75266,25.85,23.45,81.26,NONE,18.71,51902,DENIED
2020,RA001568,SILVER,663.28,695.88,935,5744,NARROW,210024,6.8,452865,24887,1025497,47.8,29.16,21.81,NONE,14.78,79166,APPROVED
2020,RA001569,BRONZE,842.13,821.07,4768,3718,NARROW,15122,4.06,260603,13963,1535694,48.18,17.74,46.46,CSR94,28.06,46819,APPROVED
2015,RA001570,BRONZE,258.8,265.35,2694,5154,BROAD,276242,7.12,424299,173209,824063,68.41,53.94,63.35,NONE,29.99,60818,PENDING
2014,RA001571,SILVER,830.23,797.35,8296,3135,PPO,58798,2.52,1074445,123572,911688,24.75,32.97,55.67,NONE,1.55,82305,APPROVED
2022,RA001572,GOLD,244.57,232.58,4852,5205,HMO,26397,23.88,896066,234448,420262,61.81,26.01,79.68,CSR87,5.73,37045,PENDING
2014,RA001573,BRONZE,439.42,410.38,8039,2009,PPO,175717,22.02,359454,91051,1540238,33.08,45.02,47.2,CSR73,5.28,75312,APPROVED
2018,RA001574,SILVER,806.2,770.48,4106,2960,HMO,274935,5.93,1183585,13071,837459,22.0,26.78,6.97,CSR87,31.24,19572,APPROVED
2015,RA001575,SILVER,394.24,336.47,4870,8872,BROAD,39369,19.64,687014,131586,384682,32.88,19.84,57.51,CSR73,2.97,60306,DENIED
2022,RA001576,SILVER,278.36,260.82,7251,8787,BROAD,186603,14.49,904161,227052,424208,31.67,54.16,37.47,CSR73,26.69,45724,PENDING
2022,RA001577,SILVER,426.57,434.93,1115,6911,NARROW,56555,11.07,674425,93412,574660,68.68,59.3,3.68,CSR87,39.33,24796,NOT_REQUIRED
2019,RA001578,SILVER,746.29,745.71,3137,3211,NARROW,107621,17.31,245137,205716,718366,38.93,49.35,83.27,NONE,30.64,73326,APPROVED
2018,RA001579,SILVER,826.37,750.41,5397,3894,PPO,41543,8.87,246335,160862,1498145,44.51,55.81,1.9,CSR94,22.95,32484,APPROVED
2021,RA001580,SILVER,533.37,564.67,199,7050,HMO,207916,18.77,747323,13171,1153647,74.54,45.55,59.46,NONE,22.57,50102,APPROVED
2024,RA001581,SILVER,459.83,466.92,145,3682,PPO,84674,12.49,998656,141375,1214433,71.5,47.83,28.42,CSR73,31.2,66474,NOT_REQUIRED
2024,RA001582,BRONZE,351.87,345.08,8239,3161,NARROW,238852,9.16,435296,175686,1035870,64.37,54.57,80.02,NONE,2.76,56901,NOT_REQUIRED
2021,RA001583,SILVER,312.28,296.28,6736,5715,EPO,248070,10.17,1118066,217247,1123893,39.89,29.13,23.18,CSR87,19.03,13521,NOT_REQUIRED
2024,RA001584,SILVER,716.64,724.1,8509,3086,PPO,28437,23.94,133169,70008,1098672,27.44,13.83,21.78,CSR87,5.86,42437,MODIFIED
2020,RA001585,BRONZE,649.28,638.6,248,5368,EPO,167829,13.76,200106,66556,280414,31.41,60.38,62.79,NONE,0.42,72980,PENDING
2015,RA001586,CATASTROPHIC,803.14,836.24,4454,4997,BROAD,193738,23.0,389933,120347,1185615,51.89,22.86,5.77,CSR94,1.6,64968,APPROVED
2022,RA001587,SILVER,355.83,342.1,2827,4528,BROAD,239405,3.62,425443,116580,470035,24.58,61.3,63.5,CSR94,40.45,33816,NOT_REQUIRED
2015,RA001588,BRONZE,945.89,980.87,7432,5871,EPO,166480,1.5,1167330,157533,556453,41.78,14.89,71.51,NONE,33.64,74798,APPROVED
2022,RA001589,SILVER,904.08,901.94,8946,8602,HMO,217727,9.07,130809,176873,1251184,66.11,19.69,56.55,CSR73,1.22,74696,MODIFIED
2014,RA001590,SILVER,845.74,892.55,3086,6536,PPO,13017,20.79,21172,60109,1003280,55.5,55.96,73.24,NONE,6.29,81599,DENIED
2015,RA001591,SILVER,672.58,702.72,6634,2894,HMO,115280,9.32,1040189,87315,240982,67.02,41.44,24.43,NONE,1.3,76881,MODIFIED
2019,RA001592,SILVER,395.93,364.44,6005,3740,NARROW,173351,1.56,134913,99583,1414842,30.27,15.15,57.31,CSR87,30.91,68183,APPROVED
2025,RA001593,CATASTROPHIC,834.72,794.21,8695,7519,PPO,43079,8.68,1105526,183558,709049,41.93,11.11,30.48,CSR94,0.86,61884,PENDING
2016,RA001594,SILVER,761.16,738.88,1106,8011,BROAD,228144,12.57,806311,150538,1475569,26.27,51.35,58.91,NONE,18.18,66987,MODIFIED
2017,RA001595,SILVER,287.9,254.75,3112,8776,HMO,26106,8.18,799188,125791,556990,47.82,14.25,62.0,CSR87,24.87,34197,APPROVED
2024,RA001596,BRONZE,814.35,717.15,4405,5394,BROAD,120192,18.17,419855,229475,967165,61.67,10.23,47.95,NONE,22.1,39175,NOT_REQUIRED
2016,RA001597,GOLD,600.59,523.7,8486,7939,HMO,60849,11.29,1089592,166961,903887,50.56,10.1,80.64,NONE,21.64,37412,PENDING
2019,RA001598,SILVER,695.25,704.4,2855,4758,TIERED,189596,21.27,848033,132429,866536,26.02,29.52,18.96,CSR94,39.93,40539,PENDING
2018,RA001599,SILVER,412.62,380.04,8913,7207,TIERED,52719,3.04,922111,124880,174818,49.14,63.1,46.31,NONE,39.04,70297,NOT_REQUIRED
2014,RA001600,GOLD,496.36,487.06,8789,1693,BROAD,222258,17.79,1096924,181226,576430,52.93,9.57,26.98,NONE,30.46,9125,NOT_REQUIRED
2023,RA001601,GOLD,352.33,306.3,5813,2273,PPO,140943,17.27,130252,59872,1407579,37.23,7.69,49.09,CSR73,24.11,73617,NOT_REQUIRED
2019,RA001602,PLATINUM,672.85,597.98,3763,3618,HMO,161992,6.91,513794,59921,1429884,25.13,11.22,15.68,CSR87,8.46,52763,APPROVED
2023,RA001603,PLATINUM,768.04,660.16,1105,2344,EPO,59138,6.75,1066056,166219,1230227,67.12,61.16,2.39,NONE,7.26,30054,APPROVED
2015,RA001604,SILVER,598.64,534.18,219,7500,NARROW,196990,13.39,1080327,185196,1278202,29.83,42.41,60.0,NONE,36.4,79331,PENDING
2014,RA001605,SILVER,811.97,732.25,87,6331,NARROW,168702,9.72,480728,63642,691347,53.93,20.72,28.58,NONE,39.18,38828,APPROVED
2014,RA001606,SILVER,813.84,738.04,2722,9041,EPO,36485,11.09,676430,38391,1042772,40.98,7.32,47.82,NONE,7.96,2731,NOT_REQUIRED
2015,RA001607,SILVER,659.3,585.25,5595,9198,NARROW,140629,11.61,1106299,212271,542148,52.77,18.04,22.6,CSR73,2.48,31191,PENDING
2021,RA001608,BRONZE,870.61,894.53,1746,3345,EPO,30551,7.9,252886,46086,605757,53.37,49.91,33.21,NONE,2.78,64147,APPROVED
2020,RA001609,CATASTROPHIC,737.28,636.72,2624,5075,PPO,59930,20.41,384608,168077,671510,69.21,15.86,32.98,NONE,20.87,24191,PENDING
2022,RA001610,PLATINUM,417.88,407.99,3816,3985,TIERED,89881,21.75,311111,91607,157594,71.17,53.88,25.93,CSR87,25.05,32863,PENDING
2014,RA001611,BRONZE,240.96,212.86,4500,8956,BROAD,22684,2.56,961624,80827,564688,45.03,62.88,28.77,CSR73,38.57,51569,MODIFIED
2017,RA001612,GOLD,344.13,296.62,447,6468,HMO,160103,17.38,894428,120500,527671,20.92,53.58,26.83,NONE,22.0,63628,PENDING
2021,RA001613,PLATINUM,424.04,436.74,8044,7571,PPO,246457,17.36,167324,93317,918444,64.89,23.86,71.66,CSR73,39.56,52230,MODIFIED
2016,RA001614,PLATINUM,782.96,768.01,7032,6039,TIERED,123253,8.64,169916,70589,244429,60.5,50.71,0.11,NONE,32.51,51445,APPROVED
2025,RA001615,GOLD,313.26,298.91,2139,9106,EPO,97726,10.59,1023242,193718,1464930,31.36,41.13,34.81,NONE,32.65,60013,APPROVED
2022,RA001616,BRONZE,622.05,653.67,7331,6431,BROAD,249822,15.49,1013510,47954,1131874,60.27,22.39,61.18,CSR73,23.52,57049,DENIED
2019,RA001617,PLATINUM,510.79,500.29,3361,9020,TIERED,74262,18.47,735923,78696,628196,73.43,41.87,2.22,CSR73,16.29,6840,APPROVED
2020,RA001618,SILVER,929.01,870.98,2012,5530,NARROW,130440,8.64,851486,216270,1098226,71.11,51.05,9.54,CSR94,13.17,21982,APPROVED
2020,RA001619,GOLD,657.08,588.93,412,3934,HMO,135574,9.65,669131,44169,1326986,58.79,22.96,77.21,NONE,37.76,39466,PENDING
2023,RA001620,BRONZE,568.57,551.29,6463,6794,NARROW,174899,13.06,328817,151637,1636311,36.63,41.16,16.17,NONE,21.3,29356,NOT_REQUIRED
2017,RA001621,SILVER,611.91,558.37,118,1801,TIERED,12232,14.54,397553,95553,378005,65.67,17.7,66.68,NONE,39.2,24426,APPROVED
2018,RA001622,SILVER,669.02,707.22,1808,4952,BROAD,115986,18.63,882333,184452,1169848,35.6,44.67,60.24,CSR94,36.28,2073,APPROVED
2015,RA001623,SILVER,443.72,411.43,5770,5781,HMO,14616,8.28,855692,17913,495431,69.94,19.42,48.07,NONE,39.8,74184,PENDING
2024,RA001624,BRONZE,627.95,608.42,1525,7196,BROAD,33723,2.65,296760,176561,880778,37.65,7.81,53.03,NONE,11.74,83894,DENIED
2017,RA001625,BRONZE,482.82,442.82,1325,5704,PPO,214485,17.37,1021486,190360,363143,63.44,13.9,64.52,NONE,23.6,11701,APPROVED
2016,RA001626,SILVER,889.11,768.12,8039,9146,HMO,71311,18.93,598731,19291,249824,70.8,11.4,33.16,NONE,24.48,66931,APPROVED
2015,RA001627,SILVER,471.94,497.62,7900,4854,NARROW,98574,17.74,80282,141997,739249,67.68,25.5,69.8,NONE,40.63,68345,PENDING
2025,RA001628,BRONZE,257.95,228.99,8882,5493,PPO,90798,13.67,626021,25530,1625655,43.09,27.83,47.46,NONE,35.34,6000,APPROVED
2020,RA001629,SILVER,273.42,253.87,485,2979,BROAD,42035,15.74,261436,230742,1242676,73.58,48.42,77.35,CSR73,41.14,80491,APPROVED
2021,RA001630,BRONZE,430.06,373.76,2371,7443,HMO,139263,23.56,1135098,238851,678725,68.63,27.04,23.25,NONE,21.45,82896,APPROVED
2020,RA001631,SILVER,224.71,195.02,1732,1785,NARROW,261877,12.01,431166,41791,1609293,69.88,43.05,26.67,CSR94,23.45,3169,APPROVED
2019,RA001632,SILVER,779.01,711.83,412,7859,HMO,65370,19.18,298452,30295,1320232,28.0,41.75,32.7,NONE,18.09,72450,DENIED
2014,RA001633,SILVER,793.04,704.88,1965,4300,HMO,119573,8.49,65854,29862,1548150,45.87,48.77,79.19,CSR73,1.1,13740,PENDING
2017,RA001634,GOLD,483.03,487.21,5347,3948,EPO,97593,7.99,1111688,192754,583285,31.1,20.84,20.69,NONE,18.42,84894,APPROVED
2015,RA001635,SILVER,740.6,786.77,2484,1999,TIERED,121202,21.63,958342,65410,871800,33.52,12.08,50.1,NONE,41.68,37106,NOT_REQUIRED
2018,RA001636,SILVER,620.86,558.71,8390,5500,PPO,204030,19.4,987034,176146,155275,53.99,21.89,73.57,NONE,18.61,67842,PENDING
2025,RA001637,GOLD,425.47,386.08,6799,4434,EPO,1935,3.49,632936,2314,440356,23.3,59.96,19.18,NONE,39.6,37903,PENDING
2016,RA001638,SILVER,591.61,521.17,2658,8422,TIERED,34616,15.15,306679,17570,204236,32.07,62.57,78.51,NONE,21.95,33177,PENDING
2017,RA001639,SILVER,711.34,721.48,8862,7625,HMO,47555,21.68,38466,41098,440663,61.28,43.12,28.72,NONE,22.03,29723,PENDING
2021,RA001640,GOLD,736.82,640.52,3469,2641,BROAD,107286,3.34,101707,225420,124286,27.51,33.27,46.96,NONE,27.93,16689,NOT_REQUIRED
2016,RA001641,SILVER,903.07,826.57,7986,4327,BROAD,244868,10.81,384845,54441,1287092,66.45,44.9,21.11,NONE,20.69,47720,MODIFIED
2022,RA001642,SILVER,586.72,621.09,5137,6776,NARROW,16876,3.88,313354,35367,950480,69.72,17.18,55.49,NONE,24.33,68276,APPROVED
2018,RA001643,BRONZE,659.88,687.87,7341,3227,EPO,214263,6.69,619784,176680,751413,26.1,9.3,4.3,CSR94,19.82,82073,APPROVED
2017,RA001644,SILVER,595.21,630.11,8449,3135,EPO,5375,10.29,514051,238800,612680,67.1,11.13,24.59,NONE,3.64,32560,DENIED
2024,RA001645,BRONZE,451.5,473.7,1535,6344,TIERED,177482,15.88,742210,68957,850000,21.38,13.69,58.18,CSR73,2.45,60016,APPROVED
2019,RA001646,SILVER,632.35,584.76,8010,7588,NARROW,180047,3.85,789590,239586,204483,59.97,23.25,45.69,NONE,28.16,84514,PENDING
2017,RA001647,BRONZE,794.04,786.61,2707,6497,NARROW,159474,15.45,557227,77159,431192,48.88,54.59,12.46,NONE,24.01,18896,APPROVED
2024,RA001648,SILVER,695.0,667.69,929,7039,BROAD,106717,17.82,530092,129669,1320880,25.08,56.33,77.5,NONE,30.81,62319,MODIFIED
2020,RA001649,BRONZE,403.47,344.91,6032,5756,EPO,156501,8.86,1198678,230736,1195794,47.3,26.42,27.93,NONE,10.36,8735,APPROVED
2022,RA001650,GOLD,293.1,293.62,7148,1657,PPO,179806,19.44,528554,54394,592369,50.71,41.96,65.03,NONE,29.15,24768,MODIFIED
2021,RA001651,GOLD,295.18,311.61,1942,4878,BROAD,241065,21.44,399447,192463,1357603,50.51,10.06,15.14,CSR73,25.59,323,PENDING
2017,RA001652,GOLD,937.98,982.53,4289,7967,BROAD,126956,11.86,1122175,63793,1460934,42.0,30.5,47.34,CSR73,16.64,66967,APPROVED
2020,RA001653,BRONZE,470.52,450.24,6668,7619,EPO,51188,19.19,336096,3974,13154,25.2,49.4,32.5,CSR87,5.74,521,NOT_REQUIRED
2025,RA001654,SILVER,702.72,682.54,3917,7037,TIERED,124924,3.63,1079684,91745,1640568,23.59,5.52,57.29,NONE,11.57,10125,MODIFIED
2017,RA001655,PLATINUM,284.04,288.97,1673,3742,TIERED,32738,18.7,124937,137280,229102,33.75,26.04,37.36,NONE,14.39,5051,APPROVED
2023,RA001656,PLATINUM,230.16,246.14,3455,8470,PPO,266973,15.44,329240,132518,156005,68.54,19.11,31.23,NONE,41.89,36368,MODIFIED
2024,RA001657,SILVER,751.93,755.18,8637,4692,PPO,52702,13.43,54822,197245,756710,66.72,26.74,7.91,NONE,16.46,47857,PENDING
2014,RA001658,SILVER,384.01,377.96,3958,5286,HMO,198147,15.89,765128,212223,973808,51.79,59.9,22.07,NONE,26.31,20026,APPROVED
2023,RA001659,BRONZE,891.27,931.51,1939,8206,BROAD,37240,8.7,206894,97264,1613524,33.53,53.27,16.12,NONE,37.74,29723,NOT_REQUIRED
2023,RA001660,BRONZE,868.61,845.59,4057,1860,EPO,204518,17.95,306404,181276,642718,21.62,58.32,50.43,NONE,32.29,46324,PENDING
2019,RA001661,PLATINUM,259.93,279.74,815,1765,NARROW,243365,13.44,400341,206541,820579,58.63,55.6,32.52,NONE,20.83,14319,APPROVED
2019,RA001662,GOLD,776.39,808.29,9159,2785,HMO,107083,10.8,999033,169971,1458294,47.4,38.45,26.55,NONE,13.8,45679,APPROVED
2023,RA001663,SILVER,805.98,740.29,7290,2107,PPO,109887,17.71,780318,145407,1053210,62.52,56.6,68.59,CSR94,22.27,20829,APPROVED
2015,RA001664,SILVER,598.65,512.54,1931,5851,HMO,173602,7.18,1092596,166103,177439,31.62,57.3,82.84,CSR87,13.41,36934,DENIED
2024,RA001665,SILVER,429.41,441.95,3571,6232,PPO,213156,12.1,67556,84318,1138785,67.28,56.32,24.57,NONE,30.81,10441,MODIFIED
2016,RA001666,SILVER,568.28,558.36,2848,8148,HMO,263043,12.03,25555,120496,812165,40.61,39.38,83.83,CSR73,31.75,81721,MODIFIED
2021,RA001667,BRONZE,512.22,469.99,3148,9020,TIERED,208977,12.88,1146584,32365,913247,37.62,15.11,62.49,CSR73,5.19,24001,DENIED
2024,RA001668,SILVER,526.96,488.35,875,2806,TIERED,179523,20.18,789083,111820,220989,73.01,38.65,6.34,CSR87,40.76,78768,APPROVED
2021,RA001669,SILVER,792.71,785.1,1853,6809,EPO,99881,15.33,528975,216634,437665,52.33,29.44,15.84,NONE,21.91,75392,MODIFIED
2020,RA001670,SILVER,374.41,397.01,2049,7867,TIERED,250235,22.28,93678,83519,459595,61.22,18.17,17.63,NONE,33.56,4185,NOT_REQUIRED
2025,RA001671,BRONZE,817.69,843.39,4932,7310,TIERED,264693,9.91,707487,216434,239122,36.53,5.05,50.97,NONE,0.37,9947,MODIFIED
2020,RA001672,BRONZE,541.65,536.48,6602,8163,EPO,189993,23.1,1058890,126204,736516,53.17,5.41,42.28,NONE,5.12,21172,NOT_REQUIRED
2019,RA001673,GOLD,546.65,512.75,1557,4649,TIERED,204890,1.77,426804,164152,943446,60.94,42.14,69.34,NONE,24.79,53381,NOT_REQUIRED
2022,RA001674,SILVER,943.94,920.77,5228,2756,EPO,113002,13.44,621286,92516,1430934,70.99,5.47,49.85,NONE,25.12,84261,MODIFIED
2023,RA001675,PLATINUM,331.66,290.57,6043,2152,NARROW,232791,19.87,309279,198426,1012700,24.59,52.21,78.17,CSR73,29.61,6450,NOT_REQUIRED
2022,RA001676,BRONZE,829.67,737.55,1941,7709,BROAD,215987,16.81,1012233,57732,500713,40.61,32.51,81.53,NONE,14.71,84862,NOT_REQUIRED
2020,RA001677,SILVER,492.82,512.28,7689,7829,HMO,250010,16.18,1068894,21538,322093,60.92,34.35,56.33,CSR87,20.04,45275,APPROVED
2014,RA001678,SILVER,239.93,254.68,1651,1848,TIERED,24049,3.05,510884,38678,369789,34.17,53.23,83.66,NONE,26.43,126,MODIFIED
2017,RA001679,PLATINUM,644.29,562.86,412,5425,PPO,185162,15.32,204982,117083,726970,37.83,11.49,52.01,NONE,38.05,82480,APPROVED
2016,RA001680,BRONZE,333.06,291.02,4341,2624,EPO,196473,18.65,468234,223682,20580,33.24,44.72,65.15,CSR87,6.89,46578,DENIED
2018,RA001681,BRONZE,476.92,512.21,2731,6004,EPO,66590,23.5,872360,219741,636073,46.26,42.13,55.87,NONE,33.33,3761,DENIED
2021,RA001682,BRONZE,561.39,602.98,8171,2050,HMO,271025,17.13,1044082,57905,855843,23.26,55.29,71.85,NONE,13.1,37701,APPROVED
2018,RA001683,SILVER,926.66,928.33,5083,2534,BROAD,116231,15.76,161262,218065,900917,29.25,30.3,23.83,NONE,28.87,52949,DENIED
2023,RA001684,GOLD,885.33,833.94,7259,4569,NARROW,193064,23.91,808176,150528,105350,49.52,9.51,83.81,NONE,17.03,57838,NOT_REQUIRED
2019,RA001685,GOLD,654.45,670.32,5147,7433,PPO,275333,13.68,167755,238526,62880,68.22,8.47,8.08,NONE,28.83,52682,NOT_REQUIRED
2015,RA001686,SILVER,578.55,621.71,5375,7741,PPO,139687,19.28,465102,37774,907722,23.85,25.59,36.18,NONE,40.35,36663,APPROVED
2021,RA001687,GOLD,449.53,421.64,1884,1706,BROAD,93051,7.01,24377,112767,1604033,33.05,60.2,3.49,NONE,5.53,45155,PENDING
2014,RA001688,SILVER,305.97,329.98,4674,5822,BROAD,62352,13.86,919710,225464,1534387,46.21,13.56,56.34,NONE,17.39,32261,APPROVED
2020,RA001689,BRONZE,596.86,511.37,5160,4803,HMO,233326,23.27,631794,67102,468824,71.47,35.69,67.94,NONE,36.34,72832,DENIED
2016,RA001690,BRONZE,450.4,429.4,4037,3506,NARROW,93665,22.36,71389,235583,813023,51.21,52.07,12.13,NONE,10.01,20306,APPROVED
2021,RA001691,SILVER,221.32,227.71,4166,1579,BROAD,6148,9.67,67055,140189,838725,53.95,32.24,56.51,NONE,38.88,8395,DENIED
2021,RA001692,SILVER,558.22,547.17,6223,2432,HMO,3829,17.69,1048568,222291,637117,24.05,40.7,9.86,CSR94,25.5,60349,MODIFIED
2023,RA001693,SILVER,274.01,253.24,2701,1584,NARROW,170151,4.13,806323,193762,650493,47.61,7.27,26.71,NONE,40.83,53998,NOT_REQUIRED
2021,RA001694,BRONZE,956.6,882.3,200,1845,TIERED,263926,13.84,1069943,109750,331689,26.76,30.37,82.36,NONE,39.02,39186,APPROVED
2016,RA001695,SILVER,935.66,849.75,8285,4938,NARROW,141024,2.07,593206,200000,1569657,44.04,62.25,31.41,CSR87,35.74,32472,MODIFIED
2021,RA001696,SILVER,763.87,757.59,410,5286,NARROW,140287,13.88,1052112,124465,512073,39.84,26.54,54.01,NONE,19.54,20720,APPROVED
2024,RA001697,SILVER,357.38,338.76,4411,8207,TIERED,244247,8.51,1031548,199663,166312,47.51,8.59,62.55,CSR94,41.39,15047,APPROVED
2021,RA001698,SILVER,350.19,304.06,3905,6783,NARROW,178245,22.47,142557,175202,1190910,57.02,61.01,20.36,NONE,7.31,78559,DENIED
2024,RA001699,BRONZE,903.96,912.68,1714,7335,PPO,62363,19.9,138036,83042,660045,36.47,60.21,68.52,NONE,4.97,28039,PENDING
2017,RA001700,GOLD,537.36,499.68,4507,8842,BROAD,208329,18.8,941994,198320,17193,52.09,19.66,53.41,CSR87,6.97,26449,DENIED
2015,RA001701,BRONZE,939.26,884.5,7406,5992,BROAD,64476,11.22,1157858,98958,1572192,71.06,22.58,6.96,NONE,32.95,19190,MODIFIED
2019,RA001702,CATASTROPHIC,542.16,577.36,8339,6204,BROAD,45080,10.92,142621,31126,483706,73.09,16.07,27.02,NONE,26.39,71978,APPROVED
2019,RA001703,BRONZE,929.06,896.09,7642,4071,BROAD,80943,14.81,177605,208334,219626,23.13,49.25,73.9,NONE,29.25,33567,PENDING
2019,RA001704,SILVER,954.2,931.29,679,2428,PPO,96277,21.98,710662,100299,537795,26.33,47.16,61.85,CSR73,35.85,29824,DENIED
2023,RA001705,GOLD,429.3,386.33,715,8069,BROAD,228451,23.78,78739,80100,1184248,62.47,24.15,72.33,NONE,15.89,14352,NOT_REQUIRED
2022,RA001706,GOLD,374.64,365.58,222,3655,EPO,177426,17.32,566457,141307,1330716,22.28,29.82,32.19,NONE,9.43,15413,MODIFIED
2019,RA001707,SILVER,358.43,338.3,3758,8358,HMO,194549,14.52,406693,24718,235228,27.58,43.31,47.33,NONE,16.56,82881,APPROVED
2022,RA001708,SILVER,510.37,539.36,4154,5294,HMO,242207,20.58,208674,213576,72662,30.29,55.81,15.45,NONE,27.93,74870,APPROVED
