care_capacity_snapshot_date,care_capacity_facility_npi,care_capacity_facility_type_code,care_capacity_service_line_code,care_capacity_licensed_beds_count,care_capacity_staffed_beds_count,care_capacity_icu_beds_count,care_capacity_ed_bays_count,care_capacity_operating_rooms_count,care_capacity_imaging_units_mri,care_capacity_imaging_units_ct,care_capacity_primary_care_fte,care_capacity_nurse_fte,care_capacity_specialist_fte,care_capacity_patient_to_nurse_ratio,care_capacity_avg_wait_time_minutes,care_capacity_appointment_availability_days,care_capacity_closure_risk_score,care_capacity_rural_critical_access_flag,care_capacity_licensure_state_code
2025-03-23,1000001543,FQHC,ORTHO,776,730,13,119,24,2,14,135.67,1653.03,300.92,8.82,78,15,0.3897,1,ID
2025-03-24,1000001544,RHC,ONC,529,457,111,4,40,15,17,160.97,1757.04,125.75,6.34,270,63,0.6002,0,NH
2025-03-25,1000001545,CLINIC,ONC,905,641,32,17,3,3,3,201.32,133.0,434.06,3.34,176,26,0.8578,0,OH
2025-03-26,1000001546,RHC,MED_SURG,128,79,73,78,32,16,18,197.14,1785.71,593.81,8.47,8,12,0.1367,1,NJ
2025-03-27,1000001547,SNF,BEHAVIORAL,752,747,12,23,43,14,0,117.9,360.26,51.85,9.43,358,65,0.5634,0,MN
2025-03-28,1000001548,CLINIC,ICU,205,195,39,22,44,8,19,72.12,1512.46,142.75,7.73,210,1,0.7318,0,ND
2025-03-29,1000001549,HOSPITAL,MED_SURG,806,681,6,91,17,12,1,206.79,568.23,426.64,3.1,7,80,0.9146,0,LA
2025-03-30,1000001550,CLINIC,ONC,339,245,44,41,32,4,18,124.09,1665.47,305.84,7.5,127,55,0.4098,0,VA
2025-03-31,1000001551,FQHC,ICU,200,185,111,51,27,3,9,147.52,997.52,524.04,4.47,93,46,0.4973,0,WA
2025-04-01,1000001552,ASC,ORTHO,550,388,76,80,25,7,14,122.52,1727.98,566.75,8.75,52,20,0.0102,0,OR
2025-04-02,1000001553,RHC,BEHAVIORAL,541,445,13,150,6,14,3,187.02,779.26,601.34,3.03,164,23,0.1632,0,ME
2025-04-03,1000001554,ASC,OB,904,623,47,77,39,5,11,175.97,1455.72,283.06,4.31,108,66,0.0014,1,AL
2025-04-04,1000001555,FQHC,ONC,620,453,94,46,12,4,22,112.5,469.9,23.85,6.99,62,25,0.3741,0,CT
2025-04-05,1000001556,LTACH,MED_SURG,164,153,109,3,15,6,6,110.61,1749.3,580.7,4.69,109,65,0.4923,0,WI
2025-04-06,1000001557,LTACH,ORTHO,45,30,30,114,17,11,10,109.74,19.16,108.0,2.61,61,36,0.8811,1,WI
2025-04-07,1000001558,ASC,ED,609,443,67,157,20,9,0,102.6,731.58,125.25,7.48,96,38,0.8216,0,NV
2025-04-08,1000001559,HOSPITAL,BEHAVIORAL,496,387,38,155,13,14,16,130.63,342.8,194.05,7.13,327,4,0.1409,0,VA
2025-04-09,1000001560,HOSPITAL,ED,771,467,117,145,14,9,6,7.96,10.59,346.93,5.07,92,82,0.5951,0,NY
2025-04-10,1000001561,HOSPITAL,OB,725,569,88,52,25,16,1,13.91,2013.19,297.78,7.3,281,34,0.4607,0,MA
2025-04-11,1000001562,SNF,MED_SURG,17,13,13,130,41,2,12,181.12,1587.5,161.13,6.99,283,50,0.5669,1,UT
2025-04-12,1000001563,RHC,PEDS,358,288,49,32,22,15,4,84.56,1089.02,620.18,6.67,95,8,0.9633,0,TX
2025-04-13,1000001564,LTACH,OB,31,20,20,11,39,0,23,172.34,726.49,421.99,5.31,258,59,0.2737,0,ME
2025-04-14,1000001565,ASC,ONC,445,301,4,18,22,9,15,29.2,1685.06,10.47,2.68,195,5,0.6041,0,MO
2025-04-15,1000001566,FQHC,OB,155,118,22,62,15,6,21,72.97,1235.5,413.38,6.15,22,65,0.585,1,MD
2025-04-16,1000001567,FQHC,PEDS,863,844,3,37,37,5,20,99.85,1461.12,50.77,5.69,331,73,0.6652,1,OK
2025-04-17,1000001568,FQHC,ED,940,579,6,40,33,11,4,14.31,666.35,574.29,4.43,45,13,0.9106,1,HI
2025-04-18,1000001569,CLINIC,ICU,655,421,82,147,34,5,26,172.66,1404.44,612.38,3.47,171,55,0.3152,0,CA
2025-04-19,1000001570,CLINIC,ONC,292,200,63,58,39,8,26,101.69,1914.97,228.9,8.92,204,87,0.3093,1,VA
2025-04-20,1000001571,ASC,ED,237,207,90,90,37,11,1,21.66,933.43,167.35,9.56,28,42,0.2362,0,CT
2025-04-21,1000001572,CLINIC,PEDS,900,840,79,32,29,4,24,7.12,456.66,441.38,2.89,64,9,0.7206,0,GA
2025-04-22,1000001573,RHC,CARD,481,308,52,130,23,7,23,121.9,35.47,467.1,4.15,32,10,0.8907,1,WA
2025-04-23,1000001574,HOSPITAL,ORTHO,547,510,4,30,28,17,1,0.52,1333.53,91.09,6.32,297,38,0.7451,0,MA
2025-04-24,1000001575,CLINIC,OB,28,20,20,82,20,12,6,24.53,1564.88,249.29,4.07,33,27,0.8745,1,SC
2025-04-25,1000001576,CLINIC,ED,212,140,100,74,25,17,4,45.63,1583.55,646.97,6.39,245,73,0.5169,0,AZ
2025-04-26,1000001577,CLINIC,ICU,725,486,51,63,25,7,22,80.18,86.65,515.68,9.81,17,74,0.6654,0,MI
2025-04-27,1000001578,RHC,OB,782,740,50,40,36,17,13,10.28,2189.1,645.45,7.38,27,74,0.7454,0,CT
2025-04-28,1000001579,HOSPITAL,ORTHO,926,648,64,68,33,6,19,158.77,2167.59,105.48,8.38,104,90,0.6855,0,NJ
2025-04-29,1000001580,CLINIC,PEDS,453,276,86,69,41,6,10,197.82,684.34,299.92,6.47,7,2,0.6185,0,WA
2025-04-30,1000001581,CLINIC,PEDS,178,127,53,47,29,13,24,214.05,662.53,343.03,3.19,237,45,0.5095,1,WV
2025-05-01,1000001582,HOSPITAL,MED_SURG,581,392,33,50,11,11,11,125.03,1535.67,218.67,6.28,56,89,0.6881,0,AL
2025-05-02,1000001583,LTACH,MED_SURG,754,536,37,42,44,4,2,27.4,838.29,233.0,5.94,129,50,0.6108,0,MS
2025-05-03,1000001584,FQHC,ICU,498,487,113,33,8,0,5,86.28,929.9,460.61,9.0,297,59,0.911,0,TN
2025-05-04,1000001585,HOSPITAL,BEHAVIORAL,747,468,52,147,9,17,25,78.1,776.05,315.07,5.01,185,15,0.9171,1,OR
2025-05-05,1000001586,ASC,ED,14,12,12,2,42,7,0,165.45,1043.64,271.72,9.81,157,56,0.0778,1,WI
2025-05-06,1000001587,HOSPITAL,MED_SURG,40,38,38,156,7,1,27,139.82,1595.29,506.33,8.07,219,34,0.6273,0,KS
2025-05-07,1000001588,ASC,BEHAVIORAL,833,833,21,88,33,10,24,159.67,2163.6,578.93,5.2,142,75,0.3575,0,CA
2025-05-08,1000001589,HOSPITAL,MED_SURG,451,362,115,154,1,6,13,71.29,25.93,421.53,3.86,63,61,0.9839,1,LA
2025-05-09,1000001590,FQHC,ORTHO,56,41,41,40,40,13,25,116.69,2023.96,374.35,6.27,99,29,0.0324,0,ND
2025-05-10,1000001591,ASC,MED_SURG,122,109,55,78,4,10,3,70.55,1752.32,189.4,6.24,175,33,0.1572,0,FL
2025-05-11,1000001592,FQHC,OB,845,513,78,39,16,7,9,27.22,891.76,571.62,6.87,355,16,0.4246,0,OR
2025-05-12,1000001593,CLINIC,ORTHO,676,621,69,15,26,13,5,86.31,1661.21,35.2,8.65,83,63,0.8955,0,SD
2025-05-13,1000001594,CLINIC,CARD,765,466,116,119,6,4,9,78.58,540.96,222.09,3.76,195,23,0.2213,1,NH
2025-05-14,1000001595,RHC,ED,292,223,36,141,33,9,15,131.15,1516.79,328.53,4.21,152,61,0.6289,0,WV
2025-05-15,1000001596,HOSPITAL,MED_SURG,866,699,70,20,44,5,5,18.64,501.99,180.7,9.45,197,44,0.6425,1,CO
2025-05-16,1000001597,FQHC,BEHAVIORAL,541,359,1,44,24,6,25,211.96,1447.46,496.08,3.36,64,22,0.6675,0,TX
2025-05-17,1000001598,ASC,PEDS,555,524,83,135,39,10,19,31.69,1404.37,643.39,8.19,224,49,0.9875,0,VT
2025-05-18,1000001599,ASC,CARD,722,609,33,81,34,16,0,56.82,1065.09,486.3,5.26,30,90,0.5127,0,GA
2025-05-19,1000001600,RHC,ONC,465,455,56,65,9,2,1,210.77,1329.69,334.85,5.32,151,15,0.3863,1,WA
2025-05-20,1000001601,SNF,ED,510,330,77,145,3,3,6,193.53,716.52,631.06,4.54,345,43,0.6071,1,DE
2025-05-21,1000001602,HOSPITAL,ICU,207,203,36,138,0,13,22,66.01,695.25,219.8,7.01,39,86,0.6872,0,MD
2025-05-22,1000001603,SNF,PEDS,376,338,32,90,6,17,25,148.55,2079.5,396.56,9.1,225,83,0.2449,0,MO
2025-05-23,1000001604,RHC,ICU,496,461,58,79,37,12,26,3.51,661.89,25.19,8.94,21,25,0.6256,0,MT
2025-05-24,1000001605,RHC,ORTHO,303,232,64,144,25,3,0,86.28,1662.3,373.14,7.36,267,51,0.0839,0,AR
2025-05-25,1000001606,ASC,CARD,249,181,11,89,2,0,10,171.42,2049.58,174.24,4.8,127,83,0.2803,0,TN
2025-05-26,1000001607,LTACH,ED,759,463,48,4,3,4,2,101.8,1242.92,111.32,2.94,6,18,0.2708,0,CT
2025-05-27,1000001608,HOSPITAL,PEDS,924,921,89,15,12,0,0,29.54,1685.42,449.39,9.28,356,19,0.7262,0,NH
2025-05-28,1000001609,HOSPITAL,OB,202,193,0,30,15,17,25,168.51,1293.56,333.03,3.17,99,34,0.7771,0,MS
2025-05-29,1000001610,SNF,ICU,312,211,119,63,37,3,21,193.12,494.72,555.01,3.34,178,52,0.3789,0,MN
2025-05-30,1000001611,RHC,ICU,105,67,67,159,34,8,2,93.68,1620.21,190.3,9.36,128,78,0.4622,0,MD
2025-05-31,1000001612,RHC,ICU,571,344,39,106,14,3,10,135.47,867.05,148.36,9.34,282,29,0.6565,0,FL
2025-06-01,1000001613,RHC,BEHAVIORAL,655,452,23,42,22,8,20,191.0,382.35,443.54,6.12,9,62,0.6984,0,ME
2025-06-02,1000001614,CLINIC,BEHAVIORAL,467,333,87,138,15,4,6,65.16,10.19,15.67,3.13,69,20,0.2976,0,UT
2025-06-03,1000001615,CLINIC,CARD,735,724,70,97,15,9,19,2.36,1296.68,337.12,6.69,270,68,0.3495,0,NJ
2025-06-04,1000001616,FQHC,OB,113,79,28,106,23,14,15,65.48,1619.62,45.06,5.95,279,1,0.3665,0,IN
2025-06-05,1000001617,SNF,ONC,32,31,31,107,21,15,2,47.32,920.13,297.75,9.1,6,90,0.7864,0,TN
2025-06-06,1000001618,LTACH,ONC,271,252,15,2,32,0,23,100.32,672.94,573.26,8.81,190,58,0.1126,0,FL
2025-06-07,1000001619,LTACH,ICU,706,503,79,55,33,13,7,66.44,989.67,187.36,7.22,275,24,0.7783,1,KS
2025-06-08,1000001620,SNF,BEHAVIORAL,635,620,84,129,42,9,23,190.47,1066.96,478.97,3.74,274,87,0.0102,1,NE
2025-06-09,1000001621,RHC,ED,606,502,38,88,20,7,18,4.91,1424.78,22.88,4.55,109,36,0.6183,0,MI
2025-06-10,1000001622,ASC,ICU,547,514,11,24,23,6,25,126.89,203.63,203.15,2.58,319,19,0.0944,0,FL
2025-06-11,1000001623,HOSPITAL,MED_SURG,649,505,98,75,44,2,8,45.69,1717.78,192.84,3.79,178,47,0.278,1,TX
2025-06-12,1000001624,LTACH,ORTHO,610,494,33,41,24,12,2,129.17,2027.23,561.12,8.58,21,13,0.8928,1,SD
2025-06-13,1000001625,FQHC,ED,485,359,41,24,44,7,3,147.18,303.45,555.33,7.13,94,13,0.0194,0,AR
2025-06-14,1000001626,LTACH,ED,276,220,84,117,18,1,14,173.24,1118.07,639.99,9.26,309,58,0.7289,1,MI
2025-06-15,1000001627,SNF,ED,358,276,64,38,38,12,11,69.87,1658.73,256.83,2.69,244,14,0.5041,0,RI
2025-06-16,1000001628,HOSPITAL,PEDS,466,299,103,135,0,7,2,12.4,1033.13,606.74,9.4,315,85,0.8527,0,NY
2025-06-17,1000001629,CLINIC,OB,220,147,46,41,17,9,8,43.05,1159.33,363.45,8.13,257,9,0.8338,0,NC
2025-06-18,1000001630,SNF,ED,490,348,18,55,4,13,24,146.48,921.42,332.97,8.91,322,65,0.9095,0,ID
2025-06-19,1000001631,LTACH,ORTHO,764,665,43,149,26,6,6,207.95,431.85,198.52,9.17,221,55,0.6464,0,WV
2025-06-20,1000001632,SNF,PEDS,163,145,60,1,38,4,26,125.49,102.21,80.96,9.24,267,27,0.6005,0,AZ
2025-06-21,1000001633,FQHC,ORTHO,111,93,53,69,31,14,7,66.31,678.66,310.82,2.85,79,88,0.6116,0,NJ
2025-06-22,1000001634,SNF,OB,154,152,51,21,23,3,1,124.56,1660.63,483.53,8.08,276,50,0.9586,0,CO
2025-06-23,1000001635,RHC,CARD,841,562,99,145,41,13,25,173.67,1116.1,199.63,7.44,127,24,0.5064,1,KY
2025-06-24,1000001636,ASC,ORTHO,34,28,28,146,28,2,17,151.42,1535.27,27.65,8.28,334,70,0.2672,0,NY
2025-06-25,1000001637,ASC,CARD,592,363,50,95,30,3,9,124.94,1720.87,49.2,6.12,29,40,0.7449,0,KY
2025-06-26,1000001638,HOSPITAL,CARD,701,573,100,30,4,0,7,194.5,620.25,568.99,2.69,131,85,0.3834,1,MT
2025-06-27,1000001639,ASC,ONC,423,297,37,128,27,10,22,174.76,2149.93,583.39,5.61,219,51,0.6286,1,AZ
2025-06-28,1000001640,CLINIC,OB,658,644,49,98,11,8,18,211.76,309.61,116.33,9.81,51,63,0.496,0,MI
2025-06-29,1000001641,LTACH,ONC,32,29,29,86,28,11,20,85.34,1135.94,6.96,3.0,160,49,0.8385,0,MT
2025-06-30,1000001642,ASC,CARD,733,454,8,110,43,11,16,202.52,41.58,123.83,4.3,123,69,0.4768,1,WI
2025-07-01,1000001643,SNF,ED,396,380,114,63,32,10,1,71.03,1069.17,589.12,6.93,210,6,0.1369,0,KS
2025-07-02,1000001644,ASC,ICU,232,159,101,118,22,1,9,88.66,1027.84,461.99,9.71,328,15,0.6808,0,MN
2025-07-03,1000001645,LTACH,BEHAVIORAL,451,381,114,130,31,12,10,24.93,390.54,634.8,9.85,120,40,0.1035,0,LA
2025-07-04,1000001646,RHC,MED_SURG,54,43,28,154,21,0,8,90.06,1343.15,324.54,9.89,223,16,0.1118,0,CO
2025-07-05,1000001647,ASC,OB,551,436,68,129,32,1,0,3.36,1968.49,49.4,4.47,9,82,0.5051,0,AL
2025-07-06,1000001648,ASC,OB,93,75,16,122,38,14,10,116.56,334.02,36.21,3.36,195,24,0.3674,0,GA
2025-07-07,1000001649,LTACH,CARD,416,304,119,149,10,3,4,147.96,300.09,646.71,6.44,305,59,0.6504,0,WA
2025-07-08,1000001650,ASC,CARD,29,25,25,108,3,7,13,62.0,1904.83,256.4,5.17,301,26,0.6231,0,DE
2025-07-09,1000001651,ASC,OB,248,217,99,93,13,12,24,73.32,273.27,551.27,7.39,105,31,0.4707,0,IA
2025-07-10,1000001652,HOSPITAL,ICU,170,138,55,68,18,1,13,65.05,1794.15,408.88,9.73,329,54,0.0343,0,PA
2025-07-11,1000001653,SNF,BEHAVIORAL,282,215,62,101,6,6,16,140.71,1191.97,516.12,4.48,295,23,0.933,0,UT
2025-07-12,1000001654,RHC,ICU,544,349,59,154,3,15,15,205.78,1506.1,305.08,5.52,332,10,0.5006,0,NH
2025-07-13,1000001655,SNF,ICU,662,547,24,89,14,4,7,214.35,1737.16,572.93,3.03,38,37,0.4982,0,FL
2025-07-14,1000001656,SNF,BEHAVIORAL,370,327,110,130,35,5,15,87.68,177.78,511.07,8.67,284,18,0.4062,0,NV
2025-07-15,1000001657,LTACH,OB,859,529,6,96,43,15,7,138.09,1096.71,628.6,7.25,138,67,0.9227,0,AK
2025-07-16,1000001658,HOSPITAL,MED_SURG,332,307,28,14,3,5,4,93.0,457.72,363.32,6.29,357,41,0.9754,1,ID
2025-07-17,1000001659,FQHC,ICU,289,179,72,46,39,12,12,111.99,291.04,461.19,7.94,10,84,0.0039,1,UT
2025-07-18,1000001660,CLINIC,ORTHO,559,457,40,40,25,2,25,97.69,438.67,293.81,2.94,61,29,0.6277,0,CA
2025-07-19,1000001661,HOSPITAL,ICU,165,110,96,90,19,3,9,52.0,1428.69,538.2,4.48,71,49,0.7477,0,FL
2025-07-20,1000001662,SNF,OB,277,204,22,5,14,2,27,95.86,2197.69,363.29,5.65,230,26,0.3277,0,AL
2025-07-21,1000001663,FQHC,ED,676,625,60,63,31,17,1,2.19,2093.72,82.24,5.98,156,52,0.7684,0,AK
2025-07-22,1000001664,RHC,ORTHO,230,157,111,99,43,17,19,99.75,1317.51,387.32,5.5,132,12,0.1993,1,WY
2025-07-23,1000001665,CLINIC,OB,264,194,108,148,40,12,3,46.3,1970.95,585.06,8.67,319,71,0.3445,1,NC
2025-07-24,1000001666,CLINIC,ONC,421,362,56,5,35,6,24,215.07,1192.41,332.83,7.97,140,10,0.4731,0,NH
2025-07-25,1000001667,ASC,ICU,201,164,107,93,4,5,23,204.12,71.87,206.19,8.69,73,34,0.2289,0,CA
2025-07-26,1000001668,CLINIC,BEHAVIORAL,735,455,72,150,33,1,19,215.05,1301.4,416.16,8.87,153,62,0.5698,1,HI
2025-07-27,1000001669,FQHC,ORTHO,911,855,6,128,18,0,27,151.01,1706.46,268.01,5.41,76,82,0.4056,0,MO
2025-07-28,1000001670,RHC,ORTHO,858,783,54,5,12,1,19,132.48,1866.45,617.43,6.66,7,50,0.9162,0,RI
2025-07-29,1000001671,LTACH,ED,248,219,41,123,16,8,24,79.61,2152.17,339.05,2.69,251,52,0.4732,0,IN
2025-07-30,1000001672,HOSPITAL,PEDS,873,630,106,106,43,11,17,69.65,630.75,352.91,6.08,241,44,0.6636,1,VA
2025-07-31,1000001673,CLINIC,ICU,935,826,117,127,5,9,26,133.5,2005.73,88.92,4.35,82,90,0.9275,1,NV
2025-08-01,1000001674,RHC,ORTHO,547,423,74,127,19,6,4,9.72,1296.44,590.72,9.09,224,45,0.6129,0,NC
2025-08-02,1000001675,RHC,OB,274,200,86,118,38,8,15,30.02,964.6,414.72,2.9,48,16,0.6888,0,MA
2025-08-03,1000001676,RHC,ED,512,308,17,127,40,2,14,110.57,1427.22,1.96,7.2,283,43,0.8517,0,GA
2025-08-04,1000001677,ASC,OB,367,304,10,96,7,11,23,19.56,1884.93,614.82,8.8,173,81,0.3391,0,WV
2025-08-05,1000001678,SNF,PEDS,831,655,74,110,23,5,19,42.72,500.77,531.28,8.49,9,57,0.1146,0,VA
2025-08-06,1000001679,LTACH,ED,507,310,28,61,26,17,19,126.53,1599.1,34.02,8.75,284,0,0.2218,0,IN
2025-08-07,1000001680,RHC,ICU,729,636,105,128,38,1,6,175.33,1770.29,250.05,8.84,221,72,0.6414,0,NV
2025-08-08,1000001681,LTACH,ONC,220,136,116,18,17,0,12,15.04,429.38,199.83,6.62,138,57,0.9216,0,PA
2025-08-09,1000001682,HOSPITAL,OB,334,299,86,114,9,13,0,27.2,1990.46,189.11,8.38,38,27,0.5054,1,KS
2025-08-10,1000001683,CLINIC,ORTHO,121,90,66,25,16,2,1,127.49,178.91,79.91,3.35,238,44,0.0506,0,PA
2025-08-11,1000001684,SNF,ONC,26,18,18,34,29,6,16,216.28,519.0,173.84,8.58,54,41,0.655,0,OK
2025-08-12,1000001685,FQHC,ORTHO,770,696,39,156,36,2,0,219.83,1736.99,81.14,6.92,86,53,0.3676,0,AK
2025-08-13,1000001686,LTACH,PEDS,680,545,18,124,42,8,4,153.39,431.94,607.6,9.57,43,82,0.6612,0,IL
2025-08-14,1000001687,HOSPITAL,ONC,178,154,73,148,5,6,16,94.01,1982.17,49.77,9.03,351,60,0.6988,0,NM
2025-08-15,1000001688,CLINIC,PEDS,785,498,65,118,42,2,22,86.68,1270.27,603.92,7.65,55,11,0.0982,0,GA
2025-08-16,1000001689,CLINIC,ICU,854,840,73,0,9,15,11,77.01,1103.89,296.59,3.08,315,86,0.2555,1,ME
2025-08-17,1000001690,FQHC,ORTHO,85,60,60,15,10,4,3,158.66,213.47,471.78,9.23,191,57,0.7658,1,UT
2025-08-18,1000001691,LTACH,ED,927,892,52,5,30,13,27,191.79,1774.3,613.26,5.03,312,23,0.5541,0,CA
2025-08-19,1000001692,HOSPITAL,OB,162,114,26,114,6,15,14,3.36,794.44,576.91,8.44,126,21,0.0958,0,NJ
2025-08-20,1000001693,ASC,MED_SURG,844,784,89,77,33,6,4,215.8,1272.13,612.92,9.32,56,86,0.3176,0,AK
2025-08-21,1000001694,CLINIC,ED,148,91,91,158,36,10,4,101.0,1547.64,528.76,9.01,286,17,0.9755,0,ME
2025-08-22,1000001695,HOSPITAL,CARD,33,32,32,53,7,13,27,117.26,1458.91,252.48,2.77,106,36,0.3235,0,MO
2025-08-23,1000001696,FQHC,ED,410,326,32,97,20,8,19,89.69,1669.8,587.23,6.56,25,61,0.6097,0,IA
2025-08-24,1000001697,CLINIC,BEHAVIORAL,473,287,74,113,16,7,23,129.59,1145.56,191.14,7.98,356,62,0.5111,0,MT
2025-08-25,1000001698,RHC,ICU,465,448,2,24,32,10,20,147.34,2109.12,409.35,5.01,308,20,0.477,0,DE
2025-08-26,1000001699,CLINIC,ICU,204,175,39,43,33,17,24,153.66,1573.27,181.6,9.61,241,64,0.0006,0,NE
2025-08-27,1000001700,CLINIC,ORTHO,398,354,103,159,43,0,27,115.57,2009.22,286.11,4.46,181,17,0.7298,1,SC
2025-08-28,1000001701,SNF,ONC,277,199,105,42,30,11,9,215.88,1265.99,183.55,3.44,311,37,0.5198,1,CT
2025-08-29,1000001702,SNF,CARD,833,672,15,82,35,1,5,83.83,1822.39,488.99,6.86,55,27,0.9029,0,CT
2025-08-30,1000001703,FQHC,MED_SURG,759,580,39,157,43,13,3,83.56,318.92,264.94,2.75,350,90,0.861,0,LA
2025-08-31,1000001704,RHC,ORTHO,614,446,78,9,44,15,15,32.58,1921.67,624.86,3.98,115,61,0.8277,1,SC
2025-09-01,1000001705,RHC,OB,478,368,65,150,12,13,19,29.71,1481.82,568.78,2.83,270,47,0.6392,0,ME
2025-09-02,1000001706,HOSPITAL,ORTHO,380,305,38,63,31,11,16,145.08,2063.5,253.05,8.64,293,42,0.0279,0,NE
2025-09-03,1000001707,ASC,BEHAVIORAL,617,433,100,27,28,14,26,186.07,830.46,83.21,2.65,129,80,0.4075,0,VT
2025-09-04,1000001708,CLINIC,ED,902,889,13,136,12,5,20,26.32,208.23,245.4,3.16,262,62,0.5978,0,MD
2025-09-05,1000001709,CLINIC,MED_SURG,396,283,61,81,11,11,27,135.59,1962.71,46.31,7.07,291,26,0.7579,0,NC
2025-09-06,1000001710,RHC,ONC,182,115,90,110,24,17,21,29.91,1323.61,535.83,4.88,247,83,0.7678,0,VA
2025-09-07,1000001711,LTACH,OB,313,220,100,120,44,16,4,124.85,1998.1,134.19,3.24,332,69,0.5493,1,MO
2025-09-08,1000001712,LTACH,MED_SURG,537,481,61,48,10,1,2,158.04,166.57,552.19,8.78,353,11,0.3623,0,HI
2025-09-09,1000001713,FQHC,MED_SURG,813,541,96,12,40,4,18,37.17,519.33,504.61,2.59,252,49,0.3767,0,PA
2025-09-10,1000001714,HOSPITAL,CARD,615,590,112,30,40,1,23,203.38,988.8,14.47,9.53,261,45,0.9622,0,MN
2025-09-11,1000001715,LTACH,BEHAVIORAL,775,766,106,30,3,17,22,62.44,1467.95,372.29,4.71,220,44,0.3213,0,RI
2025-09-12,1000001716,HOSPITAL,OB,744,688,111,109,6,8,24,173.28,1288.46,647.74,6.6,322,80,0.4742,0,MD
2025-09-13,1000001717,HOSPITAL,CARD,718,643,32,106,24,9,0,152.59,740.26,461.2,7.95,311,30,0.942,0,WY
2025-09-14,1000001718,HOSPITAL,ORTHO,307,198,87,13,7,9,17,9.58,1331.54,441.14,9.46,20,70,0.2911,0,AL
2025-09-15,1000001719,FQHC,MED_SURG,780,512,83,97,40,9,25,124.44,1219.66,562.63,6.32,299,40,0.1745,0,ND
2025-09-16,1000001720,CLINIC,ORTHO,250,216,42,8,29,12,13,33.23,390.11,50.35,8.19,279,87,0.1566,0,OK
2025-09-17,1000001721,ASC,BEHAVIORAL,852,794,104,31,17,2,22,71.78,1218.72,327.1,9.79,38,74,0.1579,0,IN
2025-09-18,1000001722,SNF,ORTHO,541,410,28,149,30,0,5,59.23,1836.6,165.33,9.89,219,59,0.5109,1,AK
2025-09-19,1000001723,LTACH,MED_SURG,382,276,50,53,28,16,11,113.09,1120.85,243.04,5.11,45,60,0.9163,0,PA
2025-09-20,1000001724,CLINIC,PEDS,939,802,1,69,34,8,6,60.57,419.85,545.52,2.57,180,6,0.3667,0,CT
2025-09-21,1000001725,FQHC,ED,252,221,31,47,16,3,5,89.01,730.26,202.74,6.09,332,42,0.8822,0,WV
2025-09-22,1000001726,SNF,OB,577,389,36,139,26,10,3,4.49,647.07,345.3,6.34,213,72,0.0346,1,GA
2025-09-23,1000001727,SNF,BEHAVIORAL,807,676,6,75,29,16,26,133.41,1562.94,392.08,5.8,29,70,0.1587,0,GA
2025-09-24,1000001728,LTACH,MED_SURG,477,293,70,122,2,14,9,159.56,1369.72,401.64,6.62,237,46,0.9856,0,NM
2025-09-25,1000001729,LTACH,OB,265,252,77,41,4,6,1,210.09,1088.02,561.41,2.94,90,0,0.1631,0,UT
2025-09-26,1000001730,FQHC,ICU,458,347,55,96,9,10,24,182.32,2072.8,505.7,9.52,131,56,0.2853,0,ME
2025-09-27,1000001731,SNF,BEHAVIORAL,746,514,16,159,30,4,0,129.75,847.6,530.14,3.54,329,67,0.6744,0,OH
2025-09-28,1000001732,HOSPITAL,ORTHO,115,109,94,34,22,15,24,66.16,361.03,464.29,7.33,153,79,0.9664,0,NJ
2025-09-29,1000001733,LTACH,BEHAVIORAL,143,137,29,105,33,5,19,205.12,445.01,515.86,8.92,176,90,0.6592,0,OH
2025-09-30,1000001734,HOSPITAL,MED_SURG,59,49,1,85,8,3,6,215.98,2107.85,202.89,4.05,317,24,0.5981,0,RI
2025-10-01,1000001735,LTACH,CARD,905,618,72,128,38,14,2,91.93,581.56,439.66,9.9,114,53,0.947,0,MA
2025-10-02,1000001736,LTACH,BEHAVIORAL,357,291,28,67,18,2,8,181.75,2069.56,59.07,8.97,183,88,0.1388,1,FL
2025-10-03,1000001737,ASC,ICU,517,451,19,63,41,12,1,195.94,1182.95,630.65,7.26,349,67,0.758,0,CT
2025-10-04,1000001738,RHC,ED,902,863,35,60,30,5,25,59.94,579.21,510.38,6.71,152,81,0.8788,0,IA
2025-10-05,1000001739,CLINIC,PEDS,566,400,63,18,12,1,21,188.98,1671.78,526.37,6.21,118,54,0.5856,1,MN
2025-10-06,1000001740,LTACH,BEHAVIORAL,556,337,63,122,13,9,17,57.64,1032.43,89.71,9.75,274,42,0.76,1,HI
2025-10-07,1000001741,FQHC,OB,903,550,10,67,8,6,7,145.24,225.99,153.19,8.07,242,25,0.3514,0,UT
2025-10-08,1000001742,SNF,CARD,190,172,75,21,15,15,23,213.38,343.77,133.45,2.98,95,86,0.8697,0,IN
2025-10-09,1000001743,RHC,MED_SURG,852,766,61,54,5,17,15,72.61,16.8,219.07,7.41,222,79,0.3677,1,AL
2025-10-10,1000001744,RHC,BEHAVIORAL,458,374,77,102,43,13,3,20.12,669.89,632.4,4.41,157,57,0.0243,0,LA
2025-10-11,1000001745,RHC,ICU,414,344,92,104,19,6,17,168.45,253.48,503.19,6.66,276,20,0.7125,0,IN
2025-10-12,1000001746,SNF,MED_SURG,287,254,113,80,40,12,3,148.98,1757.97,361.48,4.39,340,35,0.086,0,MN
