care_capacity_snapshot_date,care_capacity_facility_npi,care_capacity_facility_type_code,care_capacity_service_line_code,care_capacity_licensed_beds_count,care_capacity_staffed_beds_count,care_capacity_icu_beds_count,care_capacity_ed_bays_count,care_capacity_operating_rooms_count,care_capacity_imaging_units_mri,care_capacity_imaging_units_ct,care_capacity_primary_care_fte,care_capacity_nurse_fte,care_capacity_specialist_fte,care_capacity_patient_to_nurse_ratio,care_capacity_avg_wait_time_minutes,care_capacity_appointment_availability_days,care_capacity_closure_risk_score,care_capacity_rural_critical_access_flag,care_capacity_licensure_state_code
2021-05-28,FAC-10264828449,DiagnosticCenter,Oncology,37,-55,6,7,14,4,2,65.38,1104.73,215.35,1.81,85,38,63.03,Y,IN-CH
2024-06-05,FAC-38886656699,PHC,Oncology,1198,1107,151,41,27,5,5,96.24,1232.55,155.94,12.8,137,53,9.0,N,IN-JH
2025-05-22,FAC-50010693953,PrivateHospital,Oncology,1170,1130,119,38,19,0,9,33.26,1751.34,153.52,10.61,94,36,34.85,N,IN-DH
2023-02-05,FAC-51085879844,PHC,ObGyn,1064,1020,92,11,13,4,9,126.3,1090.31,254.52,1.97,37,78,58.01,N,IN-OD
2023-02-01,FAC-52243727408,PHC,Oncology,673,442,91,6,3,5,5,73.28,2482.37,55.76,6.51,84,78,91.08,N,IN-PB
2024-11-29,FAC-91987882787,DiagnosticCenter,Medicine,1068,969,128,13,21,5,5,24.44,1486.39,241.67,14.26,75,64,24.28,Y,IN-MH
2023-04-19,FAC-68913401127,DiagnosticCenter,Medicine,82,-97,4,27,32,6,3,191.72,2280.64,138.16,7.63,148,38,2.79,Y,IN-ML
2024-10-03,FAC-91661416671,MedicalCollege,Dialysis,656,474,33,60,34,7,6,212.58,874.89,294.11,3.28,179,51,15.49,N,IN-WB
2021-10-13,FAC-57334761726,MedicalCollege,Trauma,887,714,127,26,15,4,5,34.73,697.66,161.39,11.05,200,81,65.43,N,IN-HR
2021-02-14,FAC-79401396386,PHC,Medicine,1673,1493,287,48,7,3,8,122.65,1289.13,52.84,3.81,181,58,83.74,N,IN-PB
2021-08-28,FAC-95390416011,PHC,Cardiology,706,478,46,34,14,1,11,119.09,883.67,223.3,6.86,226,27,56.47,Y,IN-NL
2025-08-27,FAC-19990925447,MedicalCollege,ObGyn,733,596,39,13,33,3,1,102.83,2308.01,201.3,14.02,229,23,95.03,N,IN-JH
2021-11-04,FAC-86346849107,PrivateHospital,Medicine,1249,1181,136,27,28,5,5,204.96,691.71,210.63,14.5,181,48,1.07,Y,IN-RJ
2024-06-23,FAC-94293171394,DistrictHospital,Dialysis,1080,850,85,74,3,0,9,19.28,442.2,345.41,1.37,138,39,64.5,Y,IN-MH
2023-02-13,FAC-66168259094,PHC,Pediatrics,1557,1388,108,40,4,2,3,153.91,2170.2,372.09,12.6,115,87,55.14,Y,IN-HP
2023-11-23,FAC-23618899746,PHC,Oncology,32,-27,3,3,3,1,5,73.95,531.25,303.04,6.72,173,69,82.57,Y,IN-GA
2025-10-12,FAC-18008071060,DistrictHospital,Oncology,1791,1718,115,16,15,1,0,38.59,1057.88,325.0,6.91,234,22,79.81,Y,IN-MH
2025-07-23,FAC-16301830104,PHC,Trauma,598,445,61,27,25,2,1,219.88,1687.95,119.15,1.59,37,72,64.73,N,IN-GJ
2024-11-26,FAC-51287096648,DiagnosticCenter,Pediatrics,1034,911,158,9,34,2,8,78.46,2245.86,5.93,2.75,125,82,75.69,Y,IN-DL
2024-12-16,FAC-74716206499,Clinic,Dialysis,1536,1395,57,23,24,1,6,96.44,1221.14,382.34,13.87,143,34,96.92,Y,IN-BR
2024-06-11,FAC-49772312487,DistrictHospital,Pediatrics,598,526,47,23,9,2,11,33.56,1479.05,82.2,8.46,8,21,44.52,N,IN-SK
2022-08-08,FAC-91348332828,PrivateHospital,Oncology,856,621,115,60,26,2,2,158.84,727.97,300.58,8.46,55,4,26.33,Y,IN-AP
2021-11-27,FAC-19290292637,DistrictHospital,Pediatrics,50,-39,5,7,4,2,1,64.22,56.62,413.91,4.2,42,13,33.77,Y,IN-OD
2021-07-10,FAC-31909454962,PHC,Surgery,303,259,44,7,28,6,4,186.08,750.31,132.33,12.71,99,42,57.96,Y,IN-DH
2023-12-25,FAC-22393049932,DistrictHospital,Surgery,365,164,23,43,11,1,10,170.53,711.8,206.57,3.22,48,43,85.25,N,IN-PB
2023-12-13,FAC-17035009844,MedicalCollege,Cardiology,1072,909,91,5,19,3,2,32.36,616.99,383.34,11.83,180,2,23.65,N,IN-AP
2022-08-01,FAC-84112139965,PHC,Dialysis,59,-151,7,65,30,7,10,203.23,2009.09,295.58,11.7,24,50,29.23,Y,IN-PY
2022-09-05,FAC-72001989870,DiagnosticCenter,Medicine,1436,1415,212,75,26,6,2,77.09,369.42,15.15,2.48,185,50,96.88,Y,IN-HR
2024-06-06,FAC-41837701972,MedicalCollege,Medicine,513,306,41,5,11,6,0,40.51,400.16,24.01,6.53,56,89,11.38,N,IN-MH
2025-10-12,FAC-88736811918,PrivateHospital,ObGyn,570,503,29,7,0,2,1,146.01,2146.4,171.78,7.09,115,81,26.9,N,IN-TS
2024-12-19,FAC-38607729014,MedicalCollege,Oncology,878,728,127,43,8,2,6,50.3,949.52,77.73,3.41,104,53,73.69,Y,IN-JK
2021-11-07,FAC-29444832475,CHC,ObGyn,797,713,70,23,20,0,2,147.77,415.35,181.59,4.32,178,28,10.69,Y,IN-BR
2025-06-22,FAC-70186481400,CHC,Orthopedics,100,-146,10,46,33,3,5,128.7,2392.61,69.13,11.79,73,46,94.98,N,IN-UP
2022-05-01,FAC-76524798947,CHC,Orthopedics,1475,1269,121,13,20,1,0,114.59,281.19,308.8,5.96,239,29,33.66,N,IN-TR
2022-12-12,FAC-33039530706,DistrictHospital,Orthopedics,506,416,87,46,9,0,9,134.68,2085.59,296.67,11.2,163,36,54.82,Y,IN-TR
2021-04-09,FAC-10197610965,CHC,Trauma,1290,1264,45,57,0,1,1,68.04,185.59,158.0,10.62,120,50,52.5,N,IN-HR
2024-03-24,FAC-27779588257,CHC,ObGyn,887,866,37,53,18,2,5,165.63,2383.14,257.68,8.05,147,86,82.21,N,IN-TR
2025-04-10,FAC-89072263980,PrivateHospital,Oncology,625,457,103,39,25,3,1,173.15,1330.5,409.97,8.81,94,16,83.33,Y,IN-KL
2023-01-07,FAC-64741130251,DiagnosticCenter,Medicine,708,524,59,37,14,4,2,153.42,382.34,233.09,7.21,46,29,91.82,N,IN-GJ
2021-06-07,FAC-11758690687,PrivateHospital,Surgery,621,460,67,69,27,7,3,152.36,1893.66,119.38,7.81,36,57,58.54,Y,IN-TR
2021-12-23,FAC-95560833750,Clinic,Medicine,1368,1353,195,58,6,6,1,32.47,945.93,189.06,13.63,47,30,61.7,N,IN-TN
2022-01-23,FAC-41140562733,DiagnosticCenter,ObGyn,988,982,41,72,16,4,11,199.66,662.11,208.69,6.6,209,15,38.5,N,IN-UK
2023-11-15,FAC-37811236406,Clinic,Medicine,607,408,38,61,2,7,11,26.0,835.66,365.65,12.25,136,89,9.26,Y,IN-CG
2024-08-20,FAC-49847001952,DistrictHospital,Orthopedics,1651,1470,284,5,11,6,1,20.81,38.39,119.54,13.79,195,22,29.7,N,IN-AN
2025-03-04,FAC-67995794710,PrivateHospital,Pediatrics,688,632,118,68,24,2,0,86.64,2294.41,84.19,5.46,46,74,51.3,N,IN-KL
2022-12-23,FAC-46128256620,PrivateHospital,Orthopedics,1072,1002,69,39,30,0,2,54.1,543.89,378.74,11.32,40,67,72.61,Y,IN-NL
2024-01-09,FAC-11969698155,CHC,Trauma,773,678,22,60,9,4,5,27.22,82.35,290.07,1.51,183,15,97.06,N,IN-MP
2021-01-26,FAC-32376429298,PrivateHospital,ObGyn,749,600,114,36,22,4,8,197.72,241.88,359.68,9.03,174,82,62.71,Y,IN-CH
2021-03-10,FAC-83668355144,PHC,Oncology,319,165,52,17,33,4,6,183.4,938.79,361.17,1.46,173,49,46.43,Y,IN-TN
2023-03-21,FAC-49516079951,CHC,Dialysis,1302,1072,44,71,12,0,5,199.88,1025.82,63.3,1.84,120,7,19.61,N,IN-TR
2023-10-14,FAC-20519590964,Clinic,Dialysis,708,678,31,63,9,1,9,93.71,2052.07,333.31,5.0,207,47,9.03,Y,IN-DL
2024-09-07,FAC-16877751670,CHC,Oncology,1193,1108,45,20,34,4,11,158.84,1948.39,414.86,4.99,97,29,30.16,Y,IN-GJ
2024-02-15,FAC-42263429900,MedicalCollege,Cardiology,341,103,7,31,34,5,9,67.57,2244.88,309.63,8.72,54,28,5.49,N,IN-CG
2022-12-09,FAC-38278859231,CHC,Medicine,1072,841,97,23,17,7,3,52.3,955.93,169.45,6.5,31,82,3.09,N,IN-NL
2022-06-25,FAC-79066072657,DistrictHospital,Oncology,1717,1589,79,33,13,3,8,70.67,1002.36,34.79,8.79,203,22,33.59,N,IN-SK
2023-08-10,FAC-79510839569,DistrictHospital,Cardiology,1424,1379,102,76,26,7,8,95.18,1736.56,243.88,5.03,127,22,5.37,N,IN-HP
2024-09-24,FAC-26344610638,PHC,Pediatrics,168,49,13,59,25,6,4,214.15,857.02,403.87,13.34,90,16,22.62,N,IN-TN
2023-01-19,FAC-36551244981,DistrictHospital,Medicine,196,90,34,20,4,4,3,146.73,1837.49,71.85,5.17,214,6,92.99,Y,IN-GA
2023-04-05,FAC-13457857321,DistrictHospital,Cardiology,130,-16,15,13,33,2,8,201.42,1187.82,187.29,1.33,178,50,74.74,Y,IN-SK
2023-02-12,FAC-54889262131,MedicalCollege,Cardiology,1010,1005,111,28,6,2,7,80.45,1867.01,14.29,9.28,7,18,9.77,N,IN-NL
2025-07-13,FAC-96649319308,DistrictHospital,Trauma,1194,992,113,51,33,4,2,219.65,1875.77,403.71,12.15,39,63,14.53,Y,IN-DL
2022-12-10,FAC-41761583909,Clinic,Oncology,284,161,13,62,17,6,6,153.58,1911.51,155.0,13.05,85,80,71.21,N,IN-AP
2025-10-22,FAC-91716275644,Clinic,Cardiology,1099,898,68,0,24,0,4,13.27,2451.53,337.64,1.35,135,37,62.65,N,IN-NL
2025-10-07,FAC-73715106555,Clinic,Oncology,1556,1362,139,51,0,1,11,101.62,2007.42,406.76,9.67,36,77,29.13,N,IN-KL
2024-03-24,FAC-13720673597,CHC,Pediatrics,1725,1711,47,21,24,1,9,208.57,1848.08,246.02,10.68,168,19,95.61,Y,IN-DL
2024-08-04,FAC-94378818003,DistrictHospital,Dialysis,1512,1487,31,0,3,6,3,129.11,387.93,171.69,14.75,23,32,43.22,N,IN-MZ
2022-01-17,FAC-80906654328,DistrictHospital,Surgery,1327,1297,212,76,34,1,9,115.75,217.14,157.95,5.35,28,81,4.76,Y,IN-ML
2021-04-05,FAC-12654856919,PrivateHospital,Trauma,1185,945,187,54,33,2,10,155.35,444.52,84.2,3.95,123,72,73.11,N,IN-TR
2023-07-08,FAC-96446988533,MedicalCollege,Oncology,1544,1453,40,43,10,7,2,19.85,5.17,58.9,8.87,49,24,36.63,Y,IN-MZ
2025-12-07,FAC-24361654691,Clinic,Surgery,430,207,48,64,10,1,3,183.54,368.44,76.96,5.76,48,61,14.94,Y,IN-LD
2025-10-27,FAC-13017781783,PrivateHospital,Oncology,1491,1459,215,29,19,6,3,166.4,1357.82,126.55,10.85,182,82,9.5,Y,IN-CH
2022-12-23,FAC-73184831735,DistrictHospital,Dialysis,1276,1198,167,1,13,5,3,21.63,876.22,87.0,14.47,197,51,86.84,Y,IN-CH
2021-07-26,FAC-98328924252,PrivateHospital,Medicine,129,-6,17,76,13,2,10,157.01,1553.94,71.43,5.36,162,26,99.25,N,IN-RJ
2024-01-28,FAC-72720008173,PrivateHospital,Trauma,1740,1570,76,58,15,2,4,1.46,138.1,416.75,14.43,133,56,9.16,N,IN-HP
2023-12-13,FAC-83847902358,PrivateHospital,Oncology,1604,1579,210,27,20,4,9,28.43,54.03,170.4,1.14,112,48,42.82,Y,IN-JH
2024-01-05,FAC-60325745256,MedicalCollege,Cardiology,1278,1177,195,64,26,3,4,29.28,2225.45,113.74,6.7,62,64,74.13,N,IN-AS
2023-11-07,FAC-50794779900,MedicalCollege,Medicine,350,337,7,60,12,5,4,215.07,487.92,142.57,2.92,22,49,67.43,Y,IN-HR
2022-03-05,FAC-66335770028,MedicalCollege,Trauma,1000,921,37,42,21,1,7,153.71,173.47,61.46,9.64,223,5,23.6,Y,IN-MP
2025-01-08,FAC-63628689427,Clinic,Pediatrics,680,589,46,65,11,2,6,154.52,1094.2,257.92,13.57,146,6,3.24,N,IN-ML
2024-02-15,FAC-40125864619,DistrictHospital,Medicine,890,840,54,64,5,7,10,26.98,1617.05,339.03,12.75,122,76,12.63,N,IN-PY
2024-07-21,FAC-18048859468,PHC,ObGyn,1035,982,51,14,8,4,5,213.95,2011.08,370.87,1.54,63,12,39.13,Y,IN-LA
2025-09-23,FAC-97883118344,DiagnosticCenter,Trauma,799,586,101,33,10,2,7,165.49,2059.62,129.46,5.41,147,37,65.8,N,IN-NL
2023-06-25,FAC-53952456448,DistrictHospital,Trauma,1004,956,21,76,28,4,3,44.74,2487.04,355.61,1.08,222,5,6.3,Y,IN-GA
2023-09-05,FAC-97404262471,MedicalCollege,Medicine,210,86,24,13,31,0,3,140.18,1520.58,285.51,5.66,192,87,71.74,Y,IN-CH
2022-04-22,FAC-36409731359,CHC,Surgery,1136,929,171,28,26,6,11,191.42,2307.64,200.01,12.39,145,11,77.64,Y,IN-DH
2021-01-16,FAC-83227542858,MedicalCollege,Cardiology,1261,1165,111,46,4,7,0,163.77,140.89,209.46,12.72,108,27,19.38,N,IN-TS
2024-01-10,FAC-87235574715,PHC,Medicine,1020,787,121,4,25,7,8,105.71,1547.1,242.62,9.77,92,51,13.54,N,IN-LA
2021-07-16,FAC-69739411103,PrivateHospital,Pediatrics,1770,1544,291,21,29,6,11,92.61,871.84,19.33,14.71,154,10,14.76,Y,IN-HP
2025-01-15,FAC-91921677825,PrivateHospital,Dialysis,376,235,55,55,25,1,11,82.2,637.02,369.23,4.68,38,48,21.66,N,IN-NL
2023-11-06,FAC-61840770288,MedicalCollege,Trauma,1502,1262,215,60,25,2,1,93.88,2139.66,342.14,4.96,5,39,5.95,Y,IN-AN
2023-06-02,FAC-81035512028,DistrictHospital,Dialysis,82,21,4,8,12,5,7,112.34,1637.74,61.49,14.57,191,38,40.36,Y,IN-OD
2021-10-09,FAC-23766576000,PrivateHospital,Pediatrics,1110,907,102,60,15,2,4,172.84,383.73,223.94,13.53,220,53,14.61,Y,IN-MN
2024-10-06,FAC-50797065531,DiagnosticCenter,Pediatrics,309,153,43,15,12,2,2,53.22,1077.44,353.89,5.07,168,40,33.31,Y,IN-DH
2023-01-28,FAC-25091150967,DiagnosticCenter,Pediatrics,225,103,36,40,33,0,8,55.96,1541.94,350.82,7.32,232,66,61.68,N,IN-MH
2023-07-03,FAC-51372674247,PrivateHospital,Pediatrics,1795,1605,243,49,5,3,6,112.93,1958.51,278.69,0.97,236,84,95.46,N,IN-DL
2023-09-20,FAC-27173975314,PHC,Cardiology,1475,1284,38,45,30,2,5,40.32,551.6,298.39,10.25,191,65,9.45,N,IN-HR
2021-10-09,FAC-34274777821,CHC,Trauma,1556,1363,160,64,5,2,2,77.64,148.4,113.98,3.33,116,32,51.56,Y,IN-ML
2021-08-12,FAC-30791764956,DiagnosticCenter,Cardiology,1751,1684,43,3,28,4,7,189.88,82.21,131.61,10.97,195,73,13.08,Y,IN-TS
2022-11-14,FAC-29257129062,Clinic,Cardiology,578,363,28,22,17,5,7,28.41,2119.75,141.29,13.48,10,75,87.57,Y,IN-MH
2024-05-01,FAC-10792695298,PHC,Cardiology,1700,1604,161,67,30,6,5,21.74,1794.14,396.14,2.17,131,74,24.03,Y,IN-MP
2025-09-22,FAC-95115167489,MedicalCollege,Pediatrics,194,143,8,29,4,2,8,104.62,1580.26,418.69,5.77,108,39,95.33,Y,IN-JK
2024-01-13,FAC-19157192602,DistrictHospital,Surgery,931,753,123,29,3,5,8,128.55,1899.24,409.97,11.99,46,61,25.14,N,IN-LA
2023-08-02,FAC-29605651061,Clinic,Cardiology,542,508,92,1,23,5,1,106.58,1471.65,53.75,5.36,54,50,94.12,N,IN-MZ
2025-08-15,FAC-95146639369,PHC,Orthopedics,58,-178,9,66,15,5,11,63.16,1306.69,180.21,8.6,199,32,32.05,Y,IN-CG
2022-11-06,FAC-55031945473,DistrictHospital,Pediatrics,1585,1424,182,49,18,7,3,24.47,2096.95,120.26,6.07,28,50,40.09,N,IN-RJ
2022-03-05,FAC-22904646348,CHC,Surgery,680,531,64,43,27,5,8,6.16,928.77,115.37,12.13,40,63,31.29,Y,IN-MH
2024-07-24,FAC-80268787706,PrivateHospital,Pediatrics,1738,1537,247,49,3,2,3,93.82,1783.3,212.05,7.99,221,68,36.21,Y,IN-KA
2023-02-26,FAC-29354787797,MedicalCollege,Oncology,1563,1352,88,71,6,0,10,88.09,2416.03,5.85,6.97,164,43,9.02,N,IN-SK
2025-02-15,FAC-76781142925,PHC,Medicine,1506,1354,269,30,19,5,7,181.54,1640.71,163.13,12.79,60,56,75.51,Y,IN-LA
2021-12-04,FAC-26109857319,DistrictHospital,Surgery,271,182,38,29,14,1,10,167.24,345.86,21.55,6.79,18,53,4.89,Y,IN-WB
2022-10-17,FAC-21560573622,MedicalCollege,Surgery,1438,1277,51,52,29,2,1,95.1,1922.34,363.63,8.2,231,75,20.03,Y,IN-MP
2024-06-22,FAC-74279273455,Clinic,Oncology,1743,1585,86,3,30,2,2,43.83,701.95,371.38,4.62,56,19,31.85,N,IN-MZ
2025-03-02,FAC-28637143430,PrivateHospital,Medicine,430,340,73,76,22,2,1,153.11,1845.94,6.45,5.76,140,89,62.76,Y,IN-AN
2023-01-17,FAC-78304509264,MedicalCollege,Medicine,926,846,57,29,18,6,6,99.97,944.13,270.51,3.18,38,88,82.4,N,IN-PB
2021-05-05,FAC-98090442833,MedicalCollege,Cardiology,1799,1667,125,37,9,5,2,17.7,223.38,311.46,12.61,70,4,1.56,N,IN-DH
2022-11-10,FAC-32536836284,MedicalCollege,Cardiology,228,82,38,34,20,7,6,34.27,2448.28,259.17,1.35,112,30,93.09,Y,IN-AN
2025-11-20,FAC-82072966863,DiagnosticCenter,Trauma,517,346,88,62,24,3,10,98.83,156.48,257.25,7.66,145,16,99.81,N,IN-TR
2024-10-13,FAC-11991390353,DiagnosticCenter,Surgery,1621,1574,107,24,27,2,11,170.46,1420.43,13.92,3.06,175,7,5.72,N,IN-AP
2024-04-23,FAC-18575409738,CHC,Oncology,1139,1076,43,24,2,0,9,217.68,1383.62,31.83,14.52,35,54,24.33,Y,IN-AN
2021-04-08,FAC-75560798602,MedicalCollege,Trauma,217,1,14,13,28,1,11,182.01,1262.77,105.88,7.73,22,76,79.08,N,IN-JK
2021-03-31,FAC-15125832233,MedicalCollege,Orthopedics,1093,847,76,54,5,4,10,198.81,1442.19,317.85,6.93,15,32,49.74,N,IN-CH
2024-05-19,FAC-83380053622,PHC,Cardiology,1621,1474,60,47,2,2,3,89.51,686.02,250.6,11.03,175,47,7.56,N,IN-OD
2023-03-13,FAC-53530686416,DiagnosticCenter,Oncology,65,-26,1,29,23,7,2,83.85,203.65,68.86,12.6,118,29,99.37,N,IN-NL
2023-10-04,FAC-90530302894,PrivateHospital,Medicine,430,189,19,48,9,6,10,76.48,256.29,144.66,8.86,50,23,19.52,Y,IN-DH
2023-07-25,FAC-19013092917,MedicalCollege,Trauma,336,188,43,60,11,1,10,208.48,740.55,173.23,14.39,175,76,38.65,Y,IN-TR
2025-05-22,FAC-92678445059,DiagnosticCenter,Pediatrics,802,774,130,32,16,6,1,36.25,814.43,103.44,8.8,159,64,62.56,Y,IN-RJ
2022-09-26,FAC-89077268703,PHC,Oncology,1316,1197,149,26,7,7,11,95.86,1919.88,303.71,2.28,191,15,5.41,N,IN-PB
2021-02-15,FAC-49576019583,DiagnosticCenter,Oncology,1425,1406,69,38,30,2,5,158.12,684.6,335.33,11.43,105,88,98.86,Y,IN-HR
2025-10-30,FAC-35856330825,PHC,ObGyn,698,470,87,43,0,3,5,66.38,1832.36,257.67,7.16,183,42,30.97,N,IN-LA
2022-11-30,FAC-81782808569,CHC,Medicine,312,63,18,46,2,7,6,100.67,1619.44,243.1,9.14,47,67,41.55,N,IN-HR
2023-12-07,FAC-26892627473,MedicalCollege,Dialysis,1652,1494,251,75,5,3,7,34.02,412.67,357.25,14.62,27,56,69.01,N,IN-MN
2024-06-06,FAC-75112214605,DistrictHospital,Orthopedics,1115,1079,183,15,18,0,6,46.54,1626.49,89.43,0.58,139,4,58.64,Y,IN-TR
2025-03-24,FAC-20022400496,DistrictHospital,Cardiology,598,438,43,23,30,6,1,61.75,1605.52,80.84,4.13,183,63,34.51,N,IN-MZ
2022-12-15,FAC-27825463874,PrivateHospital,Cardiology,231,161,13,12,7,5,3,113.34,881.53,72.42,4.97,178,48,23.59,N,IN-AS
2022-03-13,FAC-64752627894,CHC,Pediatrics,7,-142,1,21,30,7,5,159.18,2402.98,261.12,6.97,41,11,98.89,Y,IN-GA
2023-04-06,FAC-18963018436,PHC,Trauma,498,300,33,33,10,6,10,35.88,1812.59,117.44,10.36,19,25,41.27,N,IN-UK
2025-04-13,FAC-82733988184,PrivateHospital,Dialysis,1305,1160,51,69,34,1,0,199.79,415.39,352.98,8.53,209,35,59.63,Y,IN-GA
2023-10-13,FAC-89170104604,MedicalCollege,Dialysis,80,29,5,31,24,4,8,209.61,2069.04,239.0,3.42,33,46,56.15,N,IN-JK
2021-10-03,FAC-22447047268,PHC,Cardiology,1571,1414,140,77,13,3,2,85.18,2188.35,248.46,9.72,75,4,84.25,Y,IN-HP
2021-12-09,FAC-83446330836,DiagnosticCenter,Trauma,1521,1329,137,14,31,1,7,34.62,782.57,230.23,0.98,195,30,22.06,Y,IN-MH
2021-07-24,FAC-65354970398,PHC,Dialysis,321,184,21,19,8,4,6,29.49,498.26,79.04,0.63,155,22,47.88,N,IN-PB
2022-12-14,FAC-45029460961,Clinic,Pediatrics,548,305,81,40,12,7,2,113.05,1014.36,73.23,10.66,109,71,71.93,N,IN-LD
2021-06-19,FAC-92101466654,CHC,Medicine,347,179,60,13,19,0,4,75.95,1544.98,178.91,1.04,32,25,73.89,Y,IN-TS
2021-06-05,FAC-41575012450,MedicalCollege,Medicine,928,735,83,47,11,6,9,130.97,126.82,261.53,13.05,119,54,18.57,Y,IN-AN
2021-09-29,FAC-72411595858,PHC,Orthopedics,726,565,15,32,8,1,9,76.74,275.68,115.83,14.04,118,10,37.31,N,IN-DH
2023-07-09,FAC-94774226664,DiagnosticCenter,Cardiology,407,395,31,13,21,5,5,10.34,1685.73,244.21,5.39,63,58,67.66,Y,IN-DL
2022-07-29,FAC-15362008849,CHC,Trauma,1225,1097,170,38,15,6,7,122.13,662.82,318.21,0.95,191,22,47.69,Y,IN-ML
2025-04-13,FAC-14240529019,CHC,Cardiology,1539,1310,274,13,19,5,4,51.97,2232.44,314.69,2.74,224,8,47.18,Y,IN-PY
2022-05-10,FAC-21115992815,MedicalCollege,Orthopedics,910,844,60,47,1,6,8,166.57,1771.63,262.34,5.29,191,78,61.84,N,IN-UK
2024-05-02,FAC-29458514045,PrivateHospital,ObGyn,111,74,16,39,6,1,2,107.78,496.37,223.3,12.51,233,22,54.53,N,IN-TR
2024-08-23,FAC-26214739612,MedicalCollege,ObGyn,539,506,47,4,29,4,5,128.13,2357.24,384.83,3.68,102,74,44.48,Y,IN-OD
2023-06-18,FAC-48263282680,CHC,Cardiology,179,-7,18,30,33,2,8,107.8,1386.74,211.66,4.58,64,21,53.29,Y,IN-MN
2025-04-18,FAC-51556962028,CHC,Medicine,742,584,45,6,17,2,4,58.71,2000.69,412.1,4.33,223,30,8.12,N,IN-UP
2022-05-16,FAC-30456625424,CHC,Trauma,1291,1123,167,12,28,6,2,127.04,1677.97,16.46,8.01,96,14,8.31,Y,IN-KL
2024-09-15,FAC-31967437313,PrivateHospital,Medicine,1412,1179,101,13,0,7,7,77.86,534.25,230.96,10.57,114,54,86.02,N,IN-RJ
2024-06-09,FAC-36024607188,DistrictHospital,Medicine,862,746,49,3,26,4,1,53.31,1799.85,3.28,2.93,28,67,89.42,N,IN-CH
2022-11-08,FAC-76134370725,PrivateHospital,Oncology,861,745,38,41,20,5,1,155.03,968.79,321.84,9.37,133,39,17.14,N,IN-TN
2022-10-20,FAC-48722618229,Clinic,Dialysis,431,250,72,79,5,1,3,182.31,1068.89,131.09,6.65,134,62,91.83,N,IN-TR
2024-09-28,FAC-58523894901,CHC,Cardiology,194,160,20,23,8,4,5,153.24,2432.78,8.55,7.86,107,41,40.04,N,IN-TS
2022-06-02,FAC-23746163534,PrivateHospital,Surgery,788,697,29,2,11,7,11,103.41,1980.31,372.12,13.34,29,53,46.55,Y,IN-AS
2022-04-09,FAC-85641201049,Clinic,Pediatrics,1643,1402,196,64,0,1,7,152.02,1106.77,68.07,2.31,106,54,73.66,N,IN-DH
2022-03-07,FAC-91214381383,PHC,Oncology,418,373,54,4,29,0,7,59.64,186.25,296.22,5.16,23,14,17.03,Y,IN-SK
2022-05-21,FAC-55636856998,PHC,Orthopedics,250,118,43,33,33,1,7,155.68,173.57,314.84,1.97,178,23,3.33,Y,IN-AP
2025-02-25,FAC-88149767735,MedicalCollege,Dialysis,1297,1093,80,29,8,5,9,18.33,2309.21,319.34,12.07,165,72,75.61,N,IN-JH
2023-08-26,FAC-31230748496,CHC,Dialysis,1070,832,100,32,21,7,11,178.5,960.3,48.58,4.04,34,54,72.04,N,IN-AP
2024-03-28,FAC-80341763079,CHC,Orthopedics,767,682,57,46,3,3,6,161.69,1646.91,190.82,7.58,130,86,48.07,Y,IN-LD
2025-07-11,FAC-60567302447,DistrictHospital,Oncology,477,426,65,7,4,3,6,125.89,328.44,139.67,9.46,49,34,17.53,Y,IN-AR
2024-10-31,FAC-41865061807,Clinic,Orthopedics,31,-63,4,57,14,1,5,185.41,1800.97,175.99,14.76,25,6,41.24,N,IN-WB
2025-02-26,FAC-76046194292,CHC,Orthopedics,887,660,90,1,30,3,8,186.24,518.46,113.54,11.27,38,73,44.34,Y,IN-DH
2025-03-05,FAC-72635149191,Clinic,Trauma,525,388,72,8,3,0,7,42.44,504.25,316.38,2.18,111,38,94.78,Y,IN-UK
2024-01-18,FAC-67211701866,CHC,ObGyn,1017,1011,70,29,11,5,5,2.11,83.42,245.48,4.95,188,84,2.23,Y,IN-JH
2023-12-16,FAC-67453095041,MedicalCollege,Pediatrics,1187,1172,65,64,8,1,7,177.93,1063.31,18.16,8.35,195,24,42.49,Y,IN-AP
2024-04-25,FAC-47831201807,PrivateHospital,Medicine,1323,1249,235,53,14,7,10,162.15,2357.13,94.7,10.82,191,64,64.83,Y,IN-MH
2021-04-07,FAC-44754312970,DistrictHospital,Medicine,314,179,46,45,22,7,8,114.78,2436.18,274.84,1.27,92,31,49.59,Y,IN-DL
2021-11-09,FAC-40593957539,DistrictHospital,Cardiology,759,510,107,14,30,6,1,83.01,242.93,112.18,7.11,80,67,47.54,Y,IN-KA
2022-08-28,FAC-65831419645,CHC,Trauma,205,100,21,64,4,5,3,23.29,1292.97,358.49,1.37,71,36,14.85,N,IN-GA
2022-04-28,FAC-25813211043,CHC,Orthopedics,989,784,130,4,24,1,10,113.66,928.33,68.01,0.86,109,22,38.58,Y,IN-TR
2021-02-07,FAC-30472579863,MedicalCollege,Cardiology,353,159,37,44,32,7,9,213.14,2204.74,43.19,2.27,7,3,90.35,N,IN-AS
2023-03-27,FAC-48571979410,MedicalCollege,Cardiology,1597,1383,201,37,12,1,1,1.79,506.03,274.22,2.63,138,85,47.73,N,IN-BR
