qol_social_survey_cycle_id,qol_social_neighborhood_cluster_id,qol_social_neighborliness_score,qol_social_belonging_score,qol_social_participation_local_events_rate,qol_social_mutual_aid_participation_rate,qol_social_intergroup_contact_score,qol_social_civic_pride_score,qol_social_shared_norms_score,qol_social_conflict_resolution_score,qol_social_online_community_engagement_rate,qol_social_hate_incident_awareness_score,qol_social_trust_local_institutions_score,qol_social_youth_engagement_score,qol_social_senior_engagement_score,qol_social_newcomer_integration_score,qol_social_language_inclusion_score,qol_social_public_space_comfort_score,qol_social_community_problem_solving_score,qol_social_survey_sampling_weight
CYC000001501,NBH000103,8.753,6.936,0.4694,0.8722,7.582,6.208,9.55,5.016,0.4042,9.481,7.276,1.304,1.85,7.873,6.273,2.315,6.296,2.1454
CYC000001502,NBH000104,6.5181,8.033,0.2888,0.1848,7.552,6.547,1.233,0.568,0.4042,6.736,8.323,6.417,8.046,3.56,5.304,9.909,4.82,0.7462
CYC000001503,NBH000029,8.7722,3.461,0.7427,0.9017,4.808,7.697,9.456,8.871,0.6113,8.293,6.707,5.461,4.057,5.317,5.965,2.287,0.892,3.2265
CYC000001504,NBH000003,5.3023,2.343,0.6832,0.0398,1.312,0.922,8.933,1.435,0.9923,0.601,5.875,7.254,4.585,1.428,2.632,9.08,0.501,3.1497
CYC000001505,NBH000137,3.8864,7.962,0.4425,0.0426,2.854,8.76,3.228,3.06,0.4592,8.45,9.4,4.162,8.902,6.008,0.62,0.18,1.212,3.6019
CYC000001506,NBH000239,1.2775,1.073,0.6255,0.968,5.826,4.05,3.039,8.193,0.4711,5.924,0.691,5.858,0.63,0.219,1.848,2.795,8.175,0.3856
CYC000001507,NBH000045,0.9066,6.36,0.7788,0.2685,1.609,6.837,5.612,3.045,0.2589,7.268,4.114,0.1,2.674,5.157,7.069,2.438,5.354,2.4456
CYC000001508,NBH000072,2.1207,7.168,0.0521,0.2516,1.465,5.682,1.638,7.909,0.5548,9.116,2.096,8.871,5.692,8.016,3.036,1.713,8.405,0.9342
CYC000001509,NBH000236,8.8048,5.613,0.9339,0.1059,1.738,9.74,0.736,0.488,0.4835,7.638,3.829,2.558,5.415,5.236,0.178,9.227,0.51,2.4514
CYC000001510,NBH000039,2.7689,1.416,0.6501,0.4228,8.31,8.808,3.681,7.2,0.4812,9.809,1.242,1.412,0.349,7.607,6.866,5.849,6.422,4.651
CYC000001511,NBH000186,7.035,6.436,0.6429,0.722,8.329,5.772,9.048,6.058,0.1997,1.637,2.62,8.403,4.326,5.344,4.985,2.118,6.712,1.2309
CYC000001512,NBH000170,8.1441,3.047,0.0752,0.1811,3.359,7.947,6.122,5.542,0.0891,0.077,0.747,0.838,2.616,5.139,2.146,0.059,1.969,2.8844
CYC000001513,NBH000204,2.9812,6.375,0.4935,0.8759,0.134,0.821,6.297,0.439,0.8948,5.431,0.963,3.176,5.541,1.027,2.089,7.836,6.588,3.1112
CYC000001514,NBH000220,1.3373,3.864,0.7632,0.1828,1.131,6.816,2.302,7.694,0.2163,4.508,7.83,9.44,2.496,8.896,2.969,9.829,6.905,3.8393
CYC000001515,NBH000120,6.5664,7.429,0.3179,0.5086,0.072,8.039,9.351,3.537,0.1382,5.667,1.296,1.624,3.422,2.319,9.674,7.558,9.368,3.8333
CYC000001516,NBH000053,5.0735,6.686,0.4413,0.9913,7.09,4.303,2.488,7.92,0.887,8.712,3.04,7.118,2.904,8.253,7.823,4.839,5.539,1.8587
CYC000001517,NBH000203,8.4686,9.213,0.009,0.7875,6.194,0.532,9.227,8.144,0.516,1.894,7.075,9.263,4.184,5.795,2.161,1.623,7.94,4.3856
CYC000001518,NBH000141,0.8887,6.239,0.69,0.2406,5.562,0.207,7.061,2.686,0.2401,5.993,4.056,9.542,1.97,1.187,1.506,4.575,8.379,1.4181
CYC000001519,NBH000130,1.1338,8.174,0.2101,0.5097,2.04,7.326,3.227,7.347,0.6486,0.784,2.247,7.816,2.149,3.808,6.173,4.01,3.681,4.4137
CYC000001520,NBH000195,5.0939,3.848,0.2336,0.5401,8.595,7.218,1.866,3.847,0.2847,6.107,5.677,9.206,2.549,1.532,2.52,5.442,5.398,0.1699
CYC000001521,NBH000064,6.325,2.239,0.8877,0.5567,6.712,0.976,8.803,4.281,0.9134,2.266,3.816,1.641,5.159,6.959,6.085,8.906,7.998,4.9138
CYC000001522,NBH000032,6.1841,1.006,0.6387,0.8049,8.078,5.356,4.305,1.726,0.4741,3.994,7.63,4.321,8.993,1.853,9.054,5.526,5.448,3.102
CYC000001523,NBH000011,0.9492,5.959,0.3478,0.4587,4.761,2.654,9.864,3.364,0.68,9.811,4.827,2.579,1.244,2.119,2.546,2.222,3.969,3.8951
CYC000001524,NBH000123,0.9063,8.34,0.5942,0.3583,7.541,5.381,9.413,2.062,0.3879,4.657,5.063,1.873,6.643,1.91,8.861,8.195,0.063,4.8362
CYC000001525,NBH000065,3.9414,4.19,0.0993,0.5382,9.817,9.791,2.767,7.082,0.979,1.033,8.526,2.213,0.753,9.85,3.594,7.077,8.523,3.1092
CYC000001526,NBH000127,2.8655,0.665,0.4803,0.1909,3.921,0.809,1.104,7.313,0.9864,6.75,7.268,8.801,2.534,7.879,2.15,9.943,6.432,1.7926
CYC000001527,NBH000059,9.5746,4.713,0.748,0.1353,1.628,3.952,8.619,1.332,0.0098,9.007,8.498,3.996,3.275,2.205,5.528,0.016,2.115,0.6369
CYC000001528,NBH000092,2.5697,5.793,0.265,0.676,5.843,3.666,4.308,1.73,0.3737,6.633,4.566,5.896,0.582,3.644,5.178,5.594,5.726,3.667
CYC000001529,NBH000250,9.4568,0.415,0.4388,0.841,5.855,6.668,9.79,0.179,0.1551,6.266,1.441,5.195,7.779,3.017,3.048,0.481,5.112,3.1709
CYC000001530,NBH000031,6.4299,7.997,0.9828,0.6363,7.687,4.564,4.593,4.599,0.423,3.863,9.242,3.978,5.715,0.089,4.164,8.219,7.841,4.8976
CYC000001531,NBH000234,5.216,7.779,0.8175,0.78,7.663,8.822,0.408,2.59,0.4626,8.725,5.03,1.292,6.373,7.497,0.748,8.501,3.882,3.157
CYC000001532,NBH000125,0.4791,9.822,0.3717,0.338,1.4,5.701,5.964,9.421,0.8967,5.629,4.742,3.759,5.005,4.41,0.557,5.359,9.114,2.3144
CYC000001533,NBH000160,6.9982,5.003,0.7053,0.3723,0.59,8.496,6.076,0.091,0.1711,6.813,8.073,9.079,8.013,7.331,4.225,0.312,3.187,2.2143
CYC000001534,NBH000223,2.9643,4.552,0.1194,0.1973,8.323,5.221,3.281,6.595,0.0322,5.406,5.523,7.018,5.577,5.309,5.814,2.682,2.665,4.0001
CYC000001535,NBH000135,3.5434,6.549,0.7897,0.9005,6.412,1.485,4.024,8.88,0.905,7.362,8.804,2.342,1.263,5.621,2.675,1.47,6.842,1.3344
CYC000001536,NBH000178,5.9495,9.672,0.9743,0.2257,7.282,1.026,0.866,7.837,0.5782,3.54,8.151,2.802,8.141,5.251,5.805,3.363,8.33,1.6524
CYC000001537,NBH000189,6.9096,1.685,0.0695,0.4638,9.086,0.995,1.365,3.087,0.1788,4.441,0.093,7.491,1.866,3.456,2.574,8.495,7.975,0.5881
CYC000001538,NBH000028,4.7347,3.534,0.9379,0.8989,8.264,5.165,4.222,7.637,0.2826,1.533,8.244,1.721,5.994,7.426,5.536,6.169,3.385,3.6577
CYC000001539,NBH000001,8.9458,9.025,0.101,0.9709,9.59,4.905,0.779,6.31,0.7285,5.413,4.104,8.864,1.902,5.404,1.961,9.86,3.636,4.6255
CYC000001540,NBH000171,0.4179,1.563,0.0286,0.6465,0.02,3.672,0.374,8.931,0.3442,6.648,2.083,2.652,1.931,3.742,6.251,1.886,7.254,0.2831
CYC000001541,NBH000144,7.979,7.729,0.8117,0.8697,4.207,9.788,4.14,0.328,0.6713,1.69,4.43,9.029,8.043,6.394,9.342,3.058,2.105,2.6667
CYC000001542,NBH000024,1.3041,9.394,0.6462,0.5519,5.424,8.194,7.303,0.877,0.6872,8.727,5.349,9.948,2.825,4.405,1.226,3.186,4.313,1.858
CYC000001543,NBH000169,8.2032,5.983,0.362,0.1589,5.541,2.626,7.365,3.856,0.1742,4.747,4.938,5.352,4.234,2.335,3.973,3.907,0.07,1.0014
CYC000001544,NBH000173,6.2023,5.474,0.9102,0.7727,0.851,6.175,8.191,3.086,0.8776,9.703,0.044,0.718,3.835,4.598,9.921,7.691,3.573,1.1145
CYC000001545,NBH000215,8.7854,2.679,0.4469,0.8446,2.431,4.42,7.606,1.652,0.1818,5.131,0.464,4.595,1.023,6.664,1.794,8.393,7.639,2.5056
CYC000001546,NBH000023,2.1405,2.828,0.7609,0.6436,0.742,2.017,9.395,4.156,0.0301,9.728,2.416,0.241,1.709,3.016,1.754,7.078,1.966,0.7079
CYC000001547,NBH000070,5.8646,3.493,0.6054,0.2214,1.313,4.871,9.168,5.151,0.0072,6.656,6.461,2.818,4.998,7.015,1.937,1.292,6.247,3.5568
CYC000001548,NBH000131,10.0347,8.343,0.9884,0.0569,3.444,7.319,3.791,3.934,0.4088,0.83,3.054,6.882,8.738,9.932,5.074,3.521,4.122,4.5853
CYC000001549,NBH000178,8.2708,5.969,0.7523,0.3825,0.529,8.81,6.054,0.375,0.0547,0.761,6.382,8.805,3.41,0.133,3.176,4.987,6.193,3.3823
CYC000001550,NBH000100,5.9139,9.302,0.0836,0.5421,1.751,8.51,6.627,1.85,0.1217,0.293,5.306,8.854,9.151,6.848,9.266,2.896,9.268,4.8149
CYC000001551,NBH000031,9.369,4.489,0.3449,0.633,5.258,0.014,1.263,4.067,0.5847,3.964,5.37,3.492,6.322,5.486,8.593,8.095,0.472,3.9656
CYC000001552,NBH000181,7.7841,7.164,0.7318,0.3364,4.517,8.864,5.899,6.13,0.8867,4.178,8.316,8.536,6.609,3.576,7.471,1.819,9.858,4.9909
CYC000001553,NBH000217,4.5382,8.46,0.2422,0.7952,3.328,3.131,6.26,4.836,0.9692,5.292,8.608,1.881,9.557,0.142,0.945,8.658,9.292,1.8242
CYC000001554,NBH000067,5.1193,5.284,0.5175,0.4797,4.601,6.11,1.316,5.25,0.1584,2.971,6.399,2.865,1.725,4.559,2.201,6.38,4.551,4.8094
CYC000001555,NBH000073,4.8424,0.707,0.7309,0.787,8.345,7.954,7.297,3.923,0.3045,2.929,6.184,7.133,5.676,6.743,0.126,5.825,1.881,3.1454
CYC000001556,NBH000022,5.2275,2.821,0.4653,0.3788,7.593,7.038,4.514,1.701,0.3098,6.262,0.026,9.407,0.762,6.378,8.415,1.311,4.222,4.6737
CYC000001557,NBH000098,8.7466,2.405,0.702,0.5168,9.369,9.742,3.042,1.306,0.8146,9.543,2.316,5.468,5.408,9.686,3.196,6.963,0.98,2.7091
CYC000001558,NBH000126,7.3927,8.066,0.4365,0.7797,6.42,2.941,5.415,6.932,0.0468,4.187,3.18,7.745,6.415,6.799,4.615,6.039,8.09,0.5007
CYC000001559,NBH000066,7.5168,5.218,0.0909,0.3446,3.468,4.153,7.076,4.898,0.193,3.781,1.608,9.281,0.672,0.991,3.46,6.896,7.51,4.9848
CYC000001560,NBH000023,5.6489,8.04,0.8446,0.6396,3.629,3.894,0.073,2.478,0.0745,1.436,0.755,8.831,1.467,2.832,3.818,9.121,5.223,2.3722
CYC000001561,NBH000001,0.28,8.579,0.6379,0.7916,8.15,8.5,7.317,9.205,0.1229,3.483,8.913,3.823,9.818,8.428,0.682,1.292,9.749,1.7507
CYC000001562,NBH000213,3.8881,9.081,0.4175,0.6089,0.909,5.855,5.018,3.045,0.1989,5.664,5.54,3.231,2.738,1.727,0.396,5.343,1.099,0.2719
CYC000001563,NBH000093,9.7292,6.36,0.6316,0.9473,9.418,2.499,3.438,1.701,0.0884,5.152,9.749,2.309,2.214,9.824,1.654,2.179,7.246,4.9739
CYC000001564,NBH000060,2.4293,8.674,0.6422,0.7295,2.34,1.542,0.089,6.314,0.324,8.507,0.275,3.05,6.712,1.113,6.884,8.357,6.597,3.1768
CYC000001565,NBH000178,2.2824,7.648,0.6223,0.8587,7.917,9.617,6.624,7.587,0.344,8.291,0.995,6.6,1.72,6.299,0.327,6.218,2.117,2.481
CYC000001566,NBH000062,5.0275,1.321,0.0366,0.8931,7.429,3.764,7.068,2.572,0.9788,3.892,9.799,8.857,2.377,9.722,4.232,1.511,6.13,4.9172
CYC000001567,NBH000032,7.2376,8.014,0.4231,0.846,2.503,2.089,8.784,5.473,0.9242,6.116,4.993,1.94,2.033,5.388,0.788,8.24,4.89,3.9736
CYC000001568,NBH000199,4.0267,4.195,0.6893,0.0254,8.982,7.183,1.692,8.253,0.7942,7.673,4.302,3.744,8.104,0.636,5.464,5.356,7.965,1.9324
CYC000001569,NBH000230,9.7858,2.026,0.6079,0.5051,9.464,5.283,5.367,0.979,0.8462,1.129,9.839,6.755,2.019,8.014,2.197,5.856,0.892,4.3277
CYC000001570,NBH000032,0.8929,2.359,0.6053,0.8977,6.449,5.829,1.329,3.195,0.3919,4.675,7.2,7.354,1.911,7.655,9.13,8.998,4.348,3.7524
CYC000001571,NBH000114,3.438,5.602,0.7592,0.5257,0.543,9.597,9.14,8.53,0.1006,6.69,1.45,7.122,1.762,6.355,3.502,9.015,9.277,1.847
CYC000001572,NBH000249,0.3721,3.184,0.6376,0.6518,4.513,6.864,1.268,5.179,0.846,1.078,8.627,4.588,3.336,7.752,0.55,8.139,5.612,0.6327
CYC000001573,NBH000048,5.6562,9.358,0.9415,0.8365,5.229,2.875,5.862,9.471,0.3717,1.128,2.654,1.349,8.651,3.635,4.14,9.441,9.667,2.1793
CYC000001574,NBH000073,1.1293,2.748,0.0791,0.607,5.633,8.662,1.089,9.44,0.401,7.377,9.09,2.422,8.818,4.068,5.095,7.157,0.492,4.9598
CYC000001575,NBH000242,5.9664,1.452,0.1019,0.04,3.443,9.787,1.593,0.354,0.7343,6.936,4.39,2.866,9.839,6.998,5.089,7.327,3.237,1.651
CYC000001576,NBH000244,0.4345,9.262,0.6927,0.6522,5.051,2.179,6.788,9.652,0.9565,1.163,5.83,0.895,3.084,8.086,5.238,7.427,8.889,2.6502
CYC000001577,NBH000021,4.9606,6.83,0.3677,0.717,6.959,4.134,1.481,8.916,0.3052,7.887,3.882,7.959,0.563,3.313,0.904,9.745,2.166,4.5335
CYC000001578,NBH000065,4.3687,6.21,0.9723,0.1592,3.137,0.403,1.559,7.979,0.8052,1.74,3.808,0.122,1.422,5.785,6.352,3.255,2.29,0.8912
CYC000001579,NBH000241,2.9828,9.02,0.4489,0.7902,6.041,0.646,7.589,6.26,0.7874,5.619,0.858,2.094,5.744,5.276,8.448,2.32,2.417,2.9174
CYC000001580,NBH000109,9.5559,0.685,0.073,0.8111,5.381,1.225,0.719,2.05,0.284,6.461,9.065,2.033,2.885,2.338,6.576,0.334,5.796,0.3706
CYC000001581,NBH000084,10.002,4.253,0.0291,0.0247,4.096,5.956,4.317,6.99,0.4274,5.119,5.227,2.696,8.161,4.479,9.191,1.655,8.413,4.6475
CYC000001582,NBH000175,0.9911,5.349,0.3989,0.925,2.013,9.399,6.766,3.462,0.0947,9.931,1.416,0.449,1.967,3.063,1.829,7.284,8.58,3.5778
CYC000001583,NBH000231,9.9452,6.361,0.5024,0.2052,4.762,4.848,4.504,5.876,0.9579,7.596,4.289,8.214,5.379,4.767,3.473,8.941,3.1,1.4735
CYC000001584,NBH000168,2.3663,7.256,0.7844,0.9403,8.607,3.973,7.235,7.637,0.0566,8.797,2.537,5.898,7.797,5.92,1.021,7.699,3.888,3.7702
CYC000001585,NBH000101,3.4094,9.219,0.2542,0.9733,5.756,7.541,2.743,1.108,0.3025,7.636,4.15,3.728,7.282,4.403,6.631,0.773,5.5,2.379
CYC000001586,NBH000053,8.9025,8.604,0.2334,0.2962,5.592,7.944,8.615,4.324,0.6441,6.109,7.675,4.779,3.151,5.236,3.712,3.324,6.763,1.1315
CYC000001587,NBH000010,7.6806,7.285,0.2416,0.1799,4.84,9.471,0.772,2.923,0.0156,7.385,2.898,5.619,0.082,5.488,1.164,0.163,3.406,4.8847
CYC000001588,NBH000175,5.3597,5.016,0.3741,0.4349,5.349,2.233,9.232,9.722,0.2456,8.159,5.372,3.641,2.334,7.871,3.567,4.26,8.897,4.2188
CYC000001589,NBH000168,7.7038,1.544,0.2442,0.8624,6.431,2.319,3.026,0.695,0.205,7.675,8.917,0.129,9.961,3.309,0.301,8.84,5.333,0.3397
CYC000001590,NBH000111,4.0449,3.419,0.0676,0.5728,5.768,5.041,8.52,4.081,0.2973,5.784,2.05,6.726,8.525,1.961,6.577,3.602,7.07,3.8973
CYC000001591,NBH000227,0.456,4.278,0.6178,0.8902,3.136,9.358,5.849,6.191,0.1516,1.088,5.44,3.684,9.244,8.88,8.713,2.149,2.933,0.1609
CYC000001592,NBH000189,2.5711,4.53,0.8145,0.4831,2.634,3.102,2.897,6.959,0.4126,9.41,3.567,1.029,6.279,9.134,2.452,7.196,6.332,4.3017
CYC000001593,NBH000097,0.4552,2.641,0.2954,0.3114,4.725,9.828,2.808,3.132,0.5046,0.177,6.199,4.617,9.161,6.154,6.439,5.976,4.094,4.0572
CYC000001594,NBH000015,0.8723,4.687,0.3311,0.4029,9.647,6.153,4.814,8.467,0.6415,6.135,9.883,0.231,2.674,7.346,2.745,0.478,8.095,0.5768
CYC000001595,NBH000173,9.9384,4.01,0.859,0.6999,2.925,2.407,6.952,1.764,0.3227,4.855,9.382,6.419,6.934,9.665,6.922,9.994,7.838,4.8356
CYC000001596,NBH000216,0.3725,4.436,0.3987,0.6764,8.99,6.094,9.869,6.957,0.5711,5.043,2.862,9.034,3.029,6.644,1.082,3.085,1.838,0.843
CYC000001597,NBH000235,8.7396,5.094,0.0286,0.9775,0.308,8.766,7.936,4.666,0.0331,3.389,1.383,0.111,4.998,3.89,8.473,4.951,8.618,0.7063
CYC000001598,NBH000079,4.7667,8.761,0.9645,0.7942,1.767,5.224,9.013,8.873,0.3978,1.81,2.036,0.891,0.545,3.572,6.114,5.44,2.053,4.4791
CYC000001599,NBH000110,3.5618,3.823,0.0864,0.8846,2.046,6.519,0.493,7.38,0.427,4.693,7.796,5.993,4.872,2.713,0.85,0.758,6.403,1.95
CYC000001600,NBH000127,8.4119,6.911,0.9481,0.3921,3.859,4.296,6.581,2.588,0.056,2.377,5.791,6.613,7.828,7.824,2.909,5.722,6.036,2.0171
CYC000001601,NBH000029,1.992,6.168,0.4944,0.2795,7.145,2.682,1.477,1.308,0.8733,1.636,3.097,9.308,3.463,8.926,7.331,2.693,2.23,0.831
CYC000001602,NBH000013,9.3311,3.76,0.2604,0.4406,1.169,0.79,6.854,0.711,0.8953,6.14,6.881,4.553,3.936,5.784,3.65,1.961,8.47,0.8153
CYC000001603,NBH000173,6.9682,8.829,0.0467,0.5929,0.176,1.361,8.763,9.944,0.4201,1.88,5.433,0.042,5.635,1.918,3.381,1.411,7.211,0.7049
CYC000001604,NBH000216,7.5313,3.811,0.2433,0.4119,7.077,3.341,6.368,1.78,0.065,8.715,3.792,6.697,9.735,4.198,9.362,8.182,2.617,2.1588
CYC000001605,NBH000038,5.9034,7.304,0.9582,0.6256,1.937,6.451,6.36,3.286,0.4725,7.843,4.587,1.04,5.454,0.684,1.534,6.383,0.783,2.1184
CYC000001606,NBH000085,8.3485,6.961,0.7376,0.8284,7.696,7.693,7.269,8.28,0.8018,3.703,0.444,7.955,1.289,4.51,4.614,4.444,8.828,4.3606
CYC000001607,NBH000247,6.8336,6.51,0.8263,0.2954,3.526,4.291,1.334,8.573,0.1725,1.754,0.409,5.211,8.935,8.117,9.16,9.071,2.881,2.1402
CYC000001608,NBH000204,0.3937,0.467,0.6872,0.884,0.15,5.762,9.337,7.659,0.6256,1.98,7.611,5.546,7.201,7.754,0.571,4.026,9.9,1.6773
CYC000001609,NBH000204,5.7248,3.8,0.161,0.2887,1.793,4.629,5.874,3.704,0.7677,1.619,0.025,6.597,6.651,3.061,8.877,7.019,0.318,1.2779
CYC000001610,NBH000216,3.9019,1.084,0.7086,0.9609,3.641,3.073,2.062,8.421,0.2441,9.34,9.28,7.93,2.969,4.689,6.54,8.27,1.78,1.141
CYC000001611,NBH000068,5.57,0.241,0.0805,0.3973,9.515,1.325,2.441,3.254,0.1854,2.543,1.806,3.104,4.152,2.208,7.01,9.707,4.536,4.2824
CYC000001612,NBH000223,5.6561,5.264,0.2675,0.9727,0.977,5.015,8.188,7.815,0.2427,9.265,9.041,9.609,1.01,3.954,5.959,3.41,0.27,3.1793
CYC000001613,NBH000025,5.0632,2.677,0.8852,0.3679,6.288,6.354,3.176,9.921,0.3158,6.599,5.994,0.997,4.911,7.553,2.64,4.734,9.425,3.4057
CYC000001614,NBH000069,7.6313,0.112,0.3817,0.346,6.924,2.119,1.648,3.157,0.6237,8.419,2.946,1.509,5.348,5.975,1.394,3.093,8.396,2.8923
CYC000001615,NBH000093,5.9474,4.716,0.4608,0.1728,5.478,7.056,3.814,0.352,0.3023,5.644,7.625,6.554,9.82,1.165,1.74,1.991,1.174,2.0226
CYC000001616,NBH000133,3.1355,3.61,0.9864,0.4851,0.257,7.993,6.636,5.691,0.7296,5.557,0.757,9.823,8.838,1.205,8.114,2.696,5.678,1.0274
CYC000001617,NBH000064,9.3596,6.836,0.8641,0.4585,6.499,5.163,1.855,9.644,0.5126,5.429,4.724,4.978,3.738,0.23,3.866,2.542,5.571,4.3655
CYC000001618,NBH000210,2.0067,2.932,0.1344,0.847,7.108,9.633,9.115,0.871,0.1965,2.766,0.815,3.353,3.073,8.275,9.203,1.854,7.368,1.5572
CYC000001619,NBH000197,7.7058,8.665,0.5157,0.711,3.297,2.36,0.191,6.165,0.2456,0.951,0.33,0.381,9.152,4.729,0.996,2.574,1.679,3.3623
CYC000001620,NBH000172,9.8339,6.542,0.483,0.7758,8.697,3.717,3.865,3.634,0.4274,8.948,2.688,2.356,4.717,1.723,2.73,8.928,4.989,1.6056
CYC000001621,NBH000160,2.078,1.749,0.3056,0.0853,3.682,3.719,0.195,8.353,0.8392,0.301,0.057,1.293,0.623,1.658,2.517,4.219,8.85,2.159
CYC000001622,NBH000106,5.9701,5.615,0.2229,0.3868,8.097,3.622,2.375,9.532,0.6019,9.703,9.374,1.941,3.616,5.166,1.444,5.135,9.794,4.7716
CYC000001623,NBH000016,5.2612,8.71,0.7708,0.9392,6.597,4.854,5.246,1.237,0.9025,6.864,0.945,0.87,4.576,8.393,8.285,6.867,2.469,0.3412
CYC000001624,NBH000087,9.7203,3.555,0.4583,0.5797,5.435,6.782,3.343,3.428,0.0494,1.597,0.697,2.878,7.476,4.955,5.64,3.059,7.521,2.0914
CYC000001625,NBH000040,1.6384,2.637,0.208,0.3107,0.059,6.572,1.854,9.513,0.1576,5.659,3.375,1.186,3.724,7.092,3.718,4.983,2.288,2.3393
CYC000001626,NBH000173,3.6695,9.38,0.9447,0.7442,4.839,6.265,7.238,3.457,0.075,0.051,2.902,9.846,4.826,0.161,6.33,9.674,4.063,3.9052
CYC000001627,NBH000177,5.6946,7.808,0.9204,0.6341,1.972,1.216,9.528,9.902,0.7986,4.03,3.064,5.367,2.991,2.555,3.921,1.565,8.244,2.8787
CYC000001628,NBH000230,9.3867,5.387,0.8386,0.7035,6.176,3.545,7.399,3.689,0.9118,6.488,9.658,3.344,1.201,5.797,5.852,1.0,2.562,4.8296
CYC000001629,NBH000194,7.9648,6.7,0.7318,0.6427,2.849,2.978,3.97,6.174,0.9583,4.744,3.741,1.237,9.471,8.025,7.243,5.041,5.29,0.2765
CYC000001630,NBH000121,6.9969,6.842,0.3934,0.7126,9.479,7.026,9.264,8.326,0.4992,8.849,8.468,3.287,9.826,4.877,4.97,1.928,8.855,0.7832
CYC000001631,NBH000039,6.869,2.037,0.1578,0.7644,8.941,5.77,0.826,9.604,0.8268,8.335,8.078,4.775,9.487,8.047,4.982,6.557,7.946,3.7975
CYC000001632,NBH000073,0.9901,8.924,0.1543,0.7628,3.735,6.611,9.773,8.773,0.1487,3.811,3.701,2.237,2.674,1.968,2.593,4.826,1.915,1.014
CYC000001633,NBH000221,0.7182,1.892,0.8883,0.84,6.896,5.847,7.802,0.218,0.934,9.951,5.049,8.324,7.391,9.602,0.424,3.98,8.126,4.6826
CYC000001634,NBH000103,5.8303,4.165,0.3197,0.4181,1.4,3.659,9.753,3.171,0.3374,1.852,8.455,9.432,4.439,2.799,3.459,8.879,5.609,3.0779
CYC000001635,NBH000185,5.0214,8.409,0.1404,0.5962,3.681,6.484,2.704,9.235,0.4535,4.838,6.395,1.802,5.431,9.854,0.23,0.881,1.744,0.6298
CYC000001636,NBH000058,9.1615,9.013,0.8189,0.3166,0.558,8.103,9.005,9.164,0.3823,3.21,8.861,1.811,4.561,6.002,2.531,5.701,9.385,1.8222
CYC000001637,NBH000137,5.0356,9.176,0.4816,0.3877,7.714,0.67,6.219,6.374,0.497,8.269,3.189,7.368,6.119,7.93,8.223,0.049,8.552,3.9631
CYC000001638,NBH000063,8.1197,6.295,0.8738,0.1749,1.918,4.946,4.492,2.522,0.0177,0.152,4.124,4.857,2.945,5.552,2.038,4.009,7.333,2.875
CYC000001639,NBH000194,0.8498,2.361,0.4121,0.6227,5.523,0.887,0.715,6.469,0.0628,6.452,7.646,3.075,6.967,9.894,9.268,6.647,5.263,0.1317
CYC000001640,NBH000222,7.1989,2.875,0.9682,0.2295,7.934,2.812,5.146,3.06,0.2473,4.075,5.069,7.243,3.627,3.625,1.672,4.098,1.899,0.2983
CYC000001641,NBH000190,5.595,6.735,0.8003,0.251,5.937,0.32,5.816,1.183,0.9978,5.157,5.888,6.003,0.595,9.238,6.349,3.616,1.686,2.1586
CYC000001642,NBH000039,0.7681,8.135,0.9793,0.3055,7.31,3.119,2.653,4.212,0.1714,0.893,1.512,9.094,5.256,7.417,4.376,3.447,9.489,2.1067
CYC000001643,NBH000122,8.6352,5.076,0.762,0.7473,5.347,1.355,0.296,2.165,0.5935,0.078,6.225,5.587,7.487,5.692,4.869,4.049,7.213,0.8086
CYC000001644,NBH000140,8.7153,2.989,0.188,0.0571,6.371,3.852,9.219,8.329,0.2804,0.614,2.981,7.835,7.229,6.544,3.122,3.146,5.406,0.1013
CYC000001645,NBH000162,3.4494,6.754,0.9478,0.7829,7.253,8.681,6.952,6.534,0.8468,0.475,1.126,8.129,8.24,1.435,4.877,4.467,6.906,4.9718
CYC000001646,NBH000082,0.4605,2.232,0.19,0.1986,8.095,6.333,8.103,2.834,0.7494,1.512,7.571,5.812,8.54,1.044,0.57,8.021,2.046,2.4768
CYC000001647,NBH000105,6.4336,1.797,0.5111,0.888,7.795,3.017,8.821,7.441,0.4546,3.198,9.44,0.385,0.379,8.183,8.756,8.19,6.327,2.2537
CYC000001648,NBH000062,5.8017,5.109,0.9241,0.2691,8.549,7.277,8.514,5.278,0.8175,2.049,8.226,3.665,8.105,7.264,1.899,9.582,4.37,1.9703
CYC000001649,NBH000083,6.6458,3.854,0.5296,0.8362,2.049,3.963,5.283,9.965,0.6133,6.559,5.36,0.83,4.477,9.966,7.426,7.302,9.84,4.9015
CYC000001650,NBH000024,7.2959,0.855,0.6726,0.8176,9.38,2.91,4.227,7.992,0.9222,6.481,7.278,1.558,9.966,3.726,8.044,8.184,8.002,1.6353
CYC000001651,NBH000092,5.26,0.499,0.3492,0.076,2.975,3.899,4.662,1.3,0.9011,3.732,2.674,2.251,1.508,2.049,5.084,9.375,7.804,2.5611
CYC000001652,NBH000007,7.2591,6.148,0.6877,0.3002,6.419,5.508,9.959,2.82,0.6974,6.542,1.517,8.26,3.19,0.228,1.286,6.384,7.294,1.5668
CYC000001653,NBH000194,7.4452,5.923,0.0698,0.4104,8.73,1.712,1.671,3.946,0.7384,8.193,5.552,8.822,6.79,7.687,7.094,0.064,7.998,1.3962
