demo_household_survey_year,demo_household_household_id_sample,demo_household_relationship_to_householder,demo_household_family_type_code,demo_household_marital_status,demo_household_number_of_children_u18,demo_household_multigenerational_flag,demo_household_single_parent_flag,demo_household_cohabiting_partner_flag,demo_household_household_income_ratio_poverty,demo_household_housing_cost_burden_pct,demo_household_crowding_persons_per_room,demo_household_vehicle_count_household,demo_household_internet_access_type,demo_household_language_spoken_at_home,demo_household_disability_status_household,demo_household_caregiving_hours_week,demo_household_childcare_cost_monthly,demo_household_eldercare_responsibility_flag,demo_household_sampling_stratum
2018,22f216bf155f,Child,Single_person,Separated,0,N,N,Y,1.13,17.9,4.04,1,Mobile_broadband,Urdu,Any,25,23213,N,Town
2021,36edc66a3649,Spouse,Joint,Divorced,6,N,Y,Y,4.6,2.7,1.48,4,None,Other,None,69,2279,Y,Town
2019,24232bd31015,Parent,Nuclear,Widowed,5,N,N,Y,1.65,56.6,3.29,1,Fixed_broadband,Malayalam,None,19,9070,Y,Metro
2023,c9c2b331cf6a,Other,Single_person,Widowed,2,Y,N,Y,1.73,69.2,0.65,3,None,Telugu,None,40,2781,Y,Town
2021,7e893240e9af,Spouse,Joint,Widowed,0,N,N,N,3.99,43.3,3.93,3,Mobile_broadband,Marathi,Any,74,6374,Y,Metro
2020,68b69693b018,Other,Extended,Divorced,4,Y,Y,Y,0.53,16.2,4.28,3,None,Urdu,Any,74,16937,N,Town
2024,a1e1841a450b,Other,Single_person,Divorced,5,N,Y,N,1.36,11.0,2.01,4,Fixed_broadband,Tamil,Any,57,27249,Y,Metro
2020,96e49906c16e,Parent,Extended,Divorced,3,N,N,N,4.06,41.6,4.48,2,Both,Malayalam,Any,57,25655,Y,Metro
2020,89d1276a89fa,Head,Single_person,Separated,4,Y,Y,Y,4.98,8.8,4.72,0,Both,Other,None,3,20554,Y,Metro
2019,3047794d51c1,Head,Single_person,Separated,4,Y,N,Y,0.79,33.9,3.37,0,Both,Gujarati,Any,1,4600,Y,Rural
2019,c9e1aba68396,Spouse,Single_person,Divorced,5,N,N,N,4.26,52.7,0.67,4,Mobile_broadband,Other,None,21,27730,Y,Rural
2019,d1379608bd02,Other,Nuclear,Separated,5,Y,N,N,2.03,11.6,3.41,0,Mobile_broadband,Marathi,None,44,10492,Y,Rural
2024,635e964fcc89,Spouse,Extended,Separated,5,Y,Y,Y,3.34,72.6,2.21,0,Mobile_broadband,Malayalam,Any,48,17527,Y,Metro
2021,845946d8eb7d,Other,Single_person,Widowed,2,N,N,N,2.74,7.7,1.51,0,Fixed_broadband,Marathi,None,29,1286,N,Town
2022,586f34cf6221,Head,Nuclear,Divorced,1,Y,N,N,2.97,10.2,3.12,4,Both,Gujarati,Any,11,10611,Y,Rural
2021,57773d6f56b2,Sibling,Nuclear,Divorced,1,N,N,N,4.18,22.5,0.68,1,None,Malayalam,None,8,4121,N,Urban
2023,40054d972642,Child,Joint,Separated,3,N,Y,N,0.38,25.5,1.6,4,Mobile_broadband,Malayalam,Any,76,4612,Y,Urban
2022,25d081dcc710,Parent,Extended,Separated,5,Y,Y,Y,0.41,37.4,1.25,2,Both,Urdu,Any,14,4371,N,Town
2022,0b2d198d075d,Spouse,Nuclear,Widowed,2,Y,Y,Y,2.15,29.7,2.05,1,Mobile_broadband,Punjabi,None,70,20432,N,Town
2024,e5ac1958f6f4,Head,Single_person,Divorced,1,N,N,Y,0.5,15.9,3.89,0,Fixed_broadband,Assamese,Any,34,3794,N,Urban
2019,c53c708d0132,Child,Nuclear,Never_married,6,Y,Y,Y,1.7,58.8,2.92,4,Mobile_broadband,Odia,Any,55,29021,N,Town
2021,370e2451c85e,Sibling,Nuclear,Divorced,3,Y,N,N,0.34,50.6,1.84,4,Mobile_broadband,Hindi,Any,13,22072,N,Town
2019,01c455f56833,Spouse,Extended,Married,4,N,Y,Y,2.18,17.6,2.26,2,Fixed_broadband,Other,None,27,2977,N,Town
2022,0788cd9a3630,Spouse,Joint,Widowed,0,N,N,N,0.74,22.9,2.7,2,Mobile_broadband,Malayalam,Any,20,28797,Y,Urban
2025,4057fa7aaa12,Spouse,Single_person,Divorced,1,N,Y,N,3.77,48.9,0.66,2,None,Odia,None,21,9208,Y,Urban
2024,3fbe0998093a,Spouse,Joint,Never_married,3,Y,N,N,2.13,43.4,1.85,0,Both,Other,Any,8,8452,N,Town
2020,b5dd68c82402,Head,Extended,Married,2,N,N,Y,1.76,73.9,2.81,4,Both,Assamese,Any,16,26888,Y,Metro
2018,ad1c1d4f78d6,Sibling,Extended,Never_married,5,N,Y,N,0.21,73.8,0.26,0,Both,Gujarati,Any,26,738,N,Metro
2021,74e368921ada,Sibling,Joint,Married,2,Y,N,Y,3.26,55.3,1.84,3,Both,Marathi,None,21,24863,Y,Rural
2019,333b2334718f,Child,Nuclear,Divorced,6,Y,N,Y,2.5,41.6,2.54,4,Both,Urdu,None,20,1865,Y,Urban
2018,160fa8a64b25,Head,Single_person,Never_married,6,Y,Y,N,2.27,20.4,1.06,4,Fixed_broadband,Kannada,None,1,24004,Y,Urban
2019,55e0cb6aa14c,Other,Single_person,Married,4,N,Y,Y,3.18,71.1,2.12,2,Both,Bengali,None,48,14384,Y,Rural
2021,e56ba9981e71,Other,Single_person,Never_married,4,N,Y,Y,4.05,77.3,1.39,4,Both,Marathi,Any,58,21237,N,Rural
2019,628eb988c060,Parent,Nuclear,Separated,3,N,Y,N,3.17,63.1,3.2,4,Both,Marathi,Any,53,21594,Y,Town
2018,9d5b9772ffb2,Parent,Joint,Married,4,N,Y,N,3.54,1.6,4.16,1,Mobile_broadband,Hindi,None,58,24490,Y,Town
2025,6b269f42f3fd,Head,Extended,Married,0,N,Y,N,3.95,56.9,2.2,0,Mobile_broadband,Malayalam,Any,38,2075,Y,Metro
2018,1bc8cdf4f0c1,Spouse,Extended,Never_married,2,N,Y,N,1.2,35.8,0.37,3,Both,Assamese,Any,10,1998,Y,Urban
2019,a6ecabcf7c4b,Parent,Joint,Never_married,3,Y,N,Y,3.0,24.4,0.45,3,Fixed_broadband,Marathi,None,61,6485,Y,Metro
2018,0fed76e30332,Other,Nuclear,Separated,2,N,N,N,4.5,38.0,4.42,1,Mobile_broadband,Gujarati,None,13,15159,N,Urban
2023,2aed4f438f84,Child,Extended,Married,6,N,N,N,0.99,3.0,2.42,4,Both,Punjabi,Any,50,4864,Y,Urban
2024,bd2c55f0e08a,Other,Joint,Widowed,0,Y,N,N,3.89,49.6,2.13,3,Mobile_broadband,Tamil,Any,45,29875,Y,Metro
2023,69a9dffb6020,Parent,Joint,Never_married,4,N,Y,N,3.57,5.3,4.11,0,Mobile_broadband,Gujarati,Any,56,19970,N,Metro
2019,c97b30223ab3,Child,Nuclear,Divorced,1,Y,N,Y,3.25,77.9,1.8,3,None,Gujarati,None,46,24754,N,Rural
2021,039a6d3df141,Spouse,Single_person,Never_married,5,N,Y,Y,2.92,18.9,1.6,3,Fixed_broadband,Malayalam,None,61,5323,Y,Urban
2022,a889143dd1b9,Other,Single_person,Never_married,5,Y,Y,N,4.16,39.9,1.56,3,Both,Marathi,Any,75,23001,N,Rural
2024,edb489cc83b2,Head,Joint,Married,1,Y,N,Y,4.8,39.8,1.65,0,None,Hindi,None,75,19264,N,Rural
2020,18606ca57e2a,Sibling,Nuclear,Separated,3,N,Y,Y,0.25,54.2,1.32,4,None,Punjabi,None,50,18782,Y,Rural
2022,4f81df7e0b7e,Other,Joint,Never_married,4,N,N,N,4.17,2.8,4.97,4,Fixed_broadband,Bengali,None,22,15011,Y,Town
2020,9de98e7b4680,Spouse,Single_person,Widowed,0,N,Y,Y,3.1,46.1,4.97,3,Both,Malayalam,Any,54,20694,N,Town
2021,23f28e7351d0,Child,Nuclear,Married,4,Y,N,N,3.67,13.7,2.0,1,Mobile_broadband,Gujarati,Any,1,16307,N,Rural
2022,2f3b8a77b696,Spouse,Single_person,Divorced,6,N,N,Y,4.82,27.1,1.59,2,Fixed_broadband,Punjabi,Any,6,2929,N,Rural
2024,3e11eeb163d6,Sibling,Extended,Married,2,N,N,Y,3.87,7.5,1.12,4,Fixed_broadband,Marathi,None,65,28049,Y,Rural
2018,1bcd8a429f64,Other,Nuclear,Divorced,1,Y,N,Y,0.51,21.5,0.46,1,Fixed_broadband,Kannada,Any,29,6033,N,Rural
2021,533dff7daad6,Parent,Joint,Never_married,2,Y,Y,Y,4.47,66.7,2.9,3,Fixed_broadband,Kannada,None,32,19742,N,Town
2021,0a49bcefcb32,Spouse,Nuclear,Widowed,3,Y,Y,Y,2.86,44.5,4.19,1,None,Odia,None,31,5673,N,Urban
2021,c9233e8fd518,Spouse,Extended,Never_married,3,N,Y,Y,3.37,77.2,1.34,4,Both,Assamese,Any,69,7209,N,Town
2021,b6bda9303c8d,Parent,Single_person,Divorced,0,N,Y,Y,1.31,64.7,4.88,3,Both,Bengali,Any,16,1809,Y,Metro
2018,25d4b767e59e,Parent,Nuclear,Never_married,4,N,Y,Y,2.4,73.7,1.59,2,Fixed_broadband,Gujarati,Any,73,22155,Y,Metro
2021,49aba59ede97,Spouse,Extended,Married,6,N,Y,N,1.92,6.9,1.23,1,Mobile_broadband,Punjabi,Any,16,7592,Y,Urban
2023,0db329b8377d,Other,Single_person,Never_married,1,Y,N,N,0.81,73.8,0.35,0,Mobile_broadband,Telugu,Any,42,991,Y,Town
2018,46c1b5a5159b,Head,Single_person,Never_married,0,Y,N,N,1.29,52.3,2.4,1,None,Telugu,None,21,6845,N,Rural
2022,a3f3fe70562e,Head,Extended,Never_married,2,Y,Y,Y,4.65,52.0,0.74,0,Fixed_broadband,Malayalam,Any,34,809,Y,Metro
2024,37e2d2de5912,Head,Nuclear,Divorced,6,N,Y,Y,1.49,41.5,2.43,0,None,Kannada,Any,14,9157,Y,Urban
2020,8bb6c2a87fe1,Other,Joint,Never_married,4,Y,Y,N,0.52,47.3,0.89,0,Fixed_broadband,Malayalam,None,44,10278,Y,Urban
2018,7ea09747b748,Spouse,Extended,Widowed,2,N,N,Y,3.03,60.9,0.22,2,None,Gujarati,None,23,6658,N,Rural
2019,b8fa1a7d6659,Child,Nuclear,Divorced,2,Y,N,N,2.96,75.8,3.66,2,Both,Malayalam,Any,4,28873,Y,Town
2020,3f71d5dd72a6,Other,Nuclear,Separated,3,N,N,Y,4.49,61.4,1.41,4,Fixed_broadband,Assamese,Any,76,2906,Y,Metro
2021,e503fd268114,Other,Nuclear,Married,2,Y,Y,Y,2.08,62.9,2.84,4,Mobile_broadband,Assamese,None,69,9424,N,Town
2018,a4f96b716f64,Head,Nuclear,Never_married,0,N,Y,N,2.85,54.1,1.5,1,None,Tamil,Any,68,15263,Y,Town
2020,7063a550bc42,Parent,Extended,Separated,6,N,Y,N,3.86,53.7,0.54,1,None,Gujarati,Any,66,1363,N,Town
2023,1ea56f2d0518,Spouse,Single_person,Divorced,6,N,N,Y,0.49,37.3,2.05,1,Mobile_broadband,Urdu,Any,70,7825,Y,Metro
2021,82608a11b994,Sibling,Joint,Separated,0,Y,N,Y,4.75,14.0,0.76,4,Fixed_broadband,Punjabi,Any,36,29196,N,Town
2019,d9a67116ccd7,Head,Nuclear,Divorced,6,Y,N,N,3.52,55.3,4.51,4,None,Marathi,Any,40,7153,N,Metro
2020,791baa031002,Spouse,Single_person,Separated,2,N,N,Y,4.98,24.1,2.15,2,Fixed_broadband,Punjabi,None,52,28943,Y,Rural
2021,ee76348aabaa,Sibling,Single_person,Never_married,6,N,N,Y,0.59,75.2,1.57,1,None,Punjabi,Any,7,13871,Y,Urban
2023,782059fac018,Parent,Single_person,Separated,2,Y,Y,N,4.83,52.4,4.81,3,Fixed_broadband,Malayalam,None,5,2833,Y,Urban
2025,2f4af532389c,Spouse,Nuclear,Married,6,N,Y,N,4.48,78.9,1.22,0,Both,Bengali,None,67,10438,N,Town
2022,4efc04c8abf1,Parent,Nuclear,Married,1,N,N,Y,1.92,63.6,4.07,2,Mobile_broadband,Punjabi,None,24,15417,N,Metro
2025,929467d95ca2,Other,Joint,Divorced,4,N,Y,Y,2.1,67.5,3.41,0,None,Malayalam,None,47,14575,Y,Urban
2025,e918ba434bbe,Head,Single_person,Never_married,3,Y,Y,N,0.55,18.2,1.33,1,Fixed_broadband,Tamil,Any,24,7355,Y,Town
2021,b5285e4ded96,Other,Nuclear,Separated,5,Y,N,Y,2.69,6.4,2.61,3,None,Assamese,None,73,7647,Y,Urban
2022,ad23990d30d6,Parent,Joint,Widowed,3,N,N,Y,2.42,32.0,2.56,1,Mobile_broadband,Gujarati,Any,0,17805,N,Urban
2021,c418cfcc80b6,Parent,Single_person,Divorced,3,Y,Y,N,4.18,19.6,3.41,3,Both,Marathi,None,9,13632,Y,Rural
2025,4cd70e00738f,Head,Nuclear,Married,5,Y,N,N,1.08,53.0,2.91,4,Fixed_broadband,Malayalam,None,49,17018,Y,Metro
2020,2a2a0fb0d987,Child,Nuclear,Separated,0,N,N,N,0.73,74.9,2.52,0,None,Odia,Any,44,19803,N,Urban
2025,8473065ddb63,Sibling,Extended,Widowed,3,Y,N,Y,1.75,62.0,0.3,0,Both,Other,None,74,29340,Y,Town
2025,88f18a52f1d9,Sibling,Extended,Never_married,3,Y,Y,N,2.13,69.9,0.32,2,Both,Other,None,57,8921,Y,Town
2024,6c82a6c5e017,Spouse,Nuclear,Married,1,Y,Y,Y,1.88,59.2,1.16,2,None,Odia,None,32,9181,N,Town
2022,da77e490ef6b,Sibling,Nuclear,Never_married,2,N,N,Y,2.7,7.3,1.7,1,Fixed_broadband,Hindi,None,69,25348,N,Rural
2025,72faf4b42080,Other,Joint,Married,5,Y,Y,N,0.53,68.9,3.11,1,None,Tamil,Any,76,28440,N,Metro
2022,9930fa4addb7,Child,Nuclear,Separated,6,Y,N,Y,4.14,20.5,0.94,1,None,Tamil,Any,39,4600,N,Rural
2025,fb65f7fe29ad,Parent,Joint,Separated,2,N,Y,Y,4.47,2.4,4.09,2,None,Bengali,None,16,19202,N,Town
2022,7cb89c9fac31,Parent,Extended,Never_married,6,N,Y,Y,2.82,18.0,4.18,3,None,Odia,None,58,26324,Y,Metro
2020,9169c7ba2c9b,Sibling,Single_person,Married,2,N,N,N,3.22,73.3,1.22,1,None,Marathi,None,74,16516,Y,Town
2021,5625005ebebb,Child,Single_person,Never_married,1,Y,N,Y,1.37,54.6,1.66,0,Mobile_broadband,Punjabi,None,42,9888,N,Urban
2025,0cb72dedc453,Sibling,Single_person,Married,6,Y,N,N,1.02,77.9,2.86,4,Mobile_broadband,Other,Any,31,19134,Y,Town
2024,61a111473e47,Parent,Single_person,Divorced,0,N,N,N,4.74,10.9,0.81,0,Both,Kannada,Any,36,18144,Y,Rural
2018,925b9afc5638,Head,Extended,Never_married,5,N,N,N,3.47,3.7,3.18,3,None,Bengali,None,16,25694,N,Metro
2022,4269bac4f30b,Parent,Nuclear,Divorced,4,Y,N,Y,3.43,1.9,2.84,2,Fixed_broadband,Hindi,None,27,2059,N,Rural
2024,0e13d0f6163c,Other,Extended,Never_married,4,N,Y,Y,4.58,25.2,0.71,0,None,Tamil,Any,55,20097,N,Town
2019,54ee22632caf,Sibling,Extended,Married,0,N,Y,N,2.73,62.5,3.18,2,None,Punjabi,None,42,3594,N,Town
2018,9152c23f132d,Child,Nuclear,Separated,3,Y,N,N,3.5,22.5,3.38,4,Mobile_broadband,Telugu,None,71,21323,N,Rural
2024,811f31284a6e,Child,Joint,Separated,5,Y,Y,N,0.22,57.2,0.56,3,Fixed_broadband,Urdu,Any,64,20053,Y,Town
2023,ada23870e4c2,Other,Joint,Widowed,3,N,N,Y,0.88,77.3,3.23,4,None,Kannada,None,73,15495,N,Metro
2019,3b4d22be3d5b,Parent,Single_person,Never_married,0,N,Y,Y,0.57,55.5,0.34,2,None,Gujarati,None,52,15257,N,Urban
2023,6c5f0d409bc8,Other,Nuclear,Divorced,4,Y,N,N,2.67,37.1,3.88,1,Both,Kannada,None,62,27421,Y,Town
2023,829b51b17957,Child,Single_person,Widowed,0,N,Y,N,4.69,41.1,4.08,1,Both,Urdu,Any,65,12019,Y,Rural
2021,ff5ebccde6c3,Child,Extended,Separated,4,N,Y,Y,2.0,30.3,3.71,0,Mobile_broadband,Urdu,Any,42,16427,Y,Town
2020,45a91e3c806a,Head,Single_person,Separated,2,N,Y,N,2.05,17.7,2.66,3,Mobile_broadband,Tamil,None,1,17058,Y,Metro
2023,615d743f0027,Sibling,Joint,Never_married,3,Y,N,N,0.69,28.4,0.38,2,None,Marathi,Any,11,12689,N,Urban
2023,d0d5bbe82975,Head,Single_person,Married,0,Y,N,Y,0.62,9.3,3.41,0,None,Marathi,None,36,22160,N,Rural
2024,0374d4fc9169,Sibling,Joint,Married,0,Y,N,N,1.84,3.0,1.05,2,Mobile_broadband,Telugu,Any,42,19385,Y,Urban
2019,a1d5dd893f4c,Child,Extended,Separated,4,Y,N,Y,0.84,55.3,3.25,4,None,Kannada,None,5,11274,Y,Rural
2021,74ce2c2ec366,Parent,Joint,Married,1,N,Y,Y,2.87,18.2,2.52,2,None,Telugu,Any,42,23392,Y,Metro
2018,ca8a78c1f160,Head,Joint,Married,6,N,Y,N,3.12,5.9,0.65,2,Both,Punjabi,None,67,26879,N,Town
2025,519caedf91f8,Sibling,Nuclear,Divorced,4,Y,N,N,2.94,77.6,0.95,3,Fixed_broadband,Punjabi,Any,17,1721,N,Town
2022,eb7a57370411,Sibling,Nuclear,Divorced,3,Y,Y,N,0.95,20.5,4.48,3,Both,Tamil,Any,17,4680,Y,Metro
2024,3a931fa89a59,Sibling,Nuclear,Never_married,5,N,Y,Y,0.65,24.0,3.58,1,Fixed_broadband,Other,Any,55,3109,N,Metro
2023,e04baab68a44,Sibling,Joint,Divorced,5,Y,N,Y,1.28,13.2,0.46,3,None,Tamil,None,15,23115,N,Metro
2025,851aa2869aba,Head,Joint,Divorced,6,N,Y,N,1.73,36.5,1.27,4,Both,Hindi,Any,53,18778,Y,Town
2024,ac271469d5dd,Head,Joint,Married,2,N,Y,Y,2.53,14.8,3.38,4,None,Kannada,Any,37,7339,N,Town
2019,3a6e269e2919,Other,Single_person,Divorced,3,N,N,N,3.7,79.0,1.26,2,Mobile_broadband,Assamese,None,76,8698,Y,Rural
2018,988bd614688c,Other,Joint,Married,1,N,Y,Y,4.2,73.3,2.94,1,Mobile_broadband,Tamil,None,37,20736,Y,Urban
2023,32f70e3f9478,Head,Extended,Married,1,N,N,Y,2.59,12.2,2.9,3,Mobile_broadband,Telugu,None,60,12080,Y,Rural
2020,b0f0c938dba1,Spouse,Extended,Widowed,6,Y,Y,N,2.13,32.3,3.4,2,None,Odia,None,32,29579,Y,Metro
2021,2b92277f7f35,Spouse,Extended,Widowed,4,N,N,Y,3.26,16.2,1.18,3,Both,Gujarati,Any,72,17445,N,Urban
2021,f198354b4d62,Child,Extended,Separated,1,Y,Y,Y,3.01,56.1,1.4,0,Mobile_broadband,Gujarati,None,43,8599,Y,Urban
2020,2f253e236143,Sibling,Single_person,Married,0,Y,N,N,2.61,12.1,1.62,0,Both,Tamil,Any,64,15062,N,Urban
2023,e5f724004e23,Other,Single_person,Widowed,5,N,N,Y,2.55,45.3,4.61,1,Both,Tamil,Any,9,26891,Y,Urban
2020,637f855a9582,Spouse,Single_person,Married,6,Y,Y,N,2.28,28.9,4.26,2,None,Punjabi,None,35,19427,Y,Metro
2020,0dcbd140ab36,Child,Joint,Widowed,1,Y,Y,Y,2.8,5.3,3.35,0,None,Bengali,Any,37,11540,Y,Metro
2022,93068561f9ec,Sibling,Extended,Divorced,6,N,N,Y,1.4,43.2,2.1,4,Mobile_broadband,Punjabi,None,56,2003,Y,Town
2024,8ad3d519345b,Child,Joint,Never_married,0,N,N,Y,3.31,49.5,4.96,2,Both,Kannada,Any,26,27690,N,Town
2025,95a420b6d0ad,Other,Extended,Never_married,6,N,Y,Y,3.37,78.7,0.74,3,Both,Marathi,Any,32,7750,Y,Rural
2020,bba9f5876eb9,Other,Extended,Separated,2,N,N,Y,3.03,27.4,1.66,2,Mobile_broadband,Gujarati,None,16,24091,Y,Urban
2022,62874aba5fd4,Head,Joint,Divorced,1,N,Y,Y,3.84,2.0,2.32,0,None,Kannada,Any,51,50,N,Metro
2019,b89c5ffea770,Spouse,Extended,Never_married,6,N,N,Y,0.53,36.2,4.68,4,Both,Punjabi,Any,4,8589,Y,Urban
2025,f23da1164619,Spouse,Single_person,Married,5,N,Y,Y,3.74,17.7,3.78,0,Both,Punjabi,None,78,20118,Y,Rural
2018,929a4cb61796,Other,Extended,Widowed,5,Y,N,Y,3.36,59.5,4.57,3,Mobile_broadband,Kannada,Any,44,14482,N,Rural
2024,54c2bb28eb51,Sibling,Nuclear,Married,1,N,Y,Y,4.33,63.8,3.46,2,Mobile_broadband,Telugu,None,2,19801,Y,Urban
2018,2c93ed3604c0,Child,Nuclear,Divorced,1,Y,N,N,3.16,55.3,3.02,3,None,Tamil,None,56,23958,N,Urban
2021,867ddaae3d22,Head,Nuclear,Never_married,2,N,Y,Y,3.58,6.2,2.07,0,Mobile_broadband,Kannada,None,36,28601,Y,Metro
2018,595f50bb7a09,Other,Joint,Married,4,N,N,Y,2.71,51.6,1.53,2,Mobile_broadband,Assamese,None,25,18321,Y,Town
2019,c069be9890b5,Parent,Joint,Never_married,1,N,N,N,1.46,77.9,4.18,2,Mobile_broadband,Punjabi,Any,71,25954,Y,Rural
2018,1429a5d1c1d7,Other,Nuclear,Widowed,0,Y,N,N,0.46,31.3,2.54,1,Both,Odia,Any,58,29028,Y,Rural
2018,5af5c1aa2a08,Other,Extended,Separated,2,N,N,Y,0.91,30.7,3.52,0,Fixed_broadband,Odia,Any,49,12636,Y,Town
2023,a6de412ecc1c,Head,Extended,Widowed,6,N,Y,Y,2.62,9.1,2.45,4,Mobile_broadband,Hindi,None,62,296,N,Metro
2022,50c90cd2018e,Head,Extended,Never_married,1,Y,Y,Y,0.64,13.1,3.28,1,Both,Punjabi,Any,25,313,Y,Rural
2019,dc1ac28c0a84,Child,Joint,Married,6,Y,N,N,2.02,20.1,3.26,3,Fixed_broadband,Kannada,Any,60,276,N,Metro
2019,361558c457d0,Sibling,Joint,Married,0,Y,N,N,2.01,5.4,3.82,1,None,Punjabi,None,36,7458,Y,Urban
2024,94edd89a0eca,Parent,Nuclear,Widowed,0,Y,N,Y,4.01,52.6,0.21,2,Fixed_broadband,Malayalam,None,14,20898,Y,Town
2021,80ff31ccb8d1,Other,Single_person,Separated,6,N,N,Y,0.86,2.7,4.05,0,Mobile_broadband,Urdu,Any,29,19715,N,Urban
2025,38c37b44ea9b,Parent,Joint,Divorced,6,N,N,Y,2.75,32.9,2.64,3,Mobile_broadband,Telugu,Any,71,6761,Y,Town
2022,ca8e0e66f1f1,Other,Nuclear,Never_married,5,Y,Y,N,2.07,20.5,1.75,0,None,Punjabi,Any,31,26917,N,Metro
2021,74a79b4d7da7,Head,Extended,Married,3,Y,N,N,4.43,24.2,4.84,1,Mobile_broadband,Assamese,None,1,13308,Y,Town
2022,8962f76ed9bf,Spouse,Nuclear,Divorced,6,N,N,N,3.9,44.9,2.69,2,Both,Other,Any,69,26313,Y,Metro
2021,a002d2b45a6b,Other,Single_person,Separated,3,Y,N,Y,1.08,68.5,0.65,0,None,Telugu,None,9,19040,Y,Town
2018,843050a25d14,Spouse,Extended,Married,5,Y,N,Y,4.84,67.7,1.19,3,Both,Tamil,None,53,7344,N,Urban
2022,0986920343e0,Sibling,Single_person,Separated,0,Y,Y,N,4.51,31.4,3.56,3,Mobile_broadband,Odia,Any,29,1171,Y,Urban
2022,f5d27ff21c99,Parent,Single_person,Married,1,N,Y,Y,2.5,53.8,2.01,3,Fixed_broadband,Tamil,None,55,194,N,Rural
2021,def5a3dc6322,Sibling,Nuclear,Divorced,5,N,N,Y,0.96,70.8,1.07,3,Fixed_broadband,Tamil,Any,74,14658,N,Urban
2025,d5dc8183e8c6,Sibling,Joint,Divorced,6,Y,Y,Y,0.76,34.4,0.22,0,Both,Other,Any,8,15396,N,Metro
2019,6577f3b25778,Other,Single_person,Never_married,5,Y,N,Y,1.43,34.7,0.89,0,Mobile_broadband,Bengali,Any,44,2977,N,Rural
2020,c084d07cbcdc,Parent,Extended,Never_married,6,Y,N,N,4.7,51.6,1.3,3,None,Odia,Any,48,18243,Y,Town
2023,3f23934eb5c4,Other,Extended,Widowed,4,N,Y,N,2.8,78.5,3.98,0,None,Bengali,None,27,19395,Y,Town
2022,fd3e5199d733,Parent,Single_person,Widowed,4,N,N,Y,2.89,56.8,0.68,4,Mobile_broadband,Assamese,None,74,5541,Y,Town
2020,6521f6c36a58,Parent,Single_person,Widowed,4,N,N,N,1.74,57.9,2.25,0,Both,Gujarati,Any,31,16118,N,Urban
2018,0a221f09ff16,Sibling,Joint,Divorced,2,N,Y,N,1.1,60.6,1.09,3,Both,Kannada,Any,33,29396,N,Urban
2021,2ae1e4fd43e2,Parent,Single_person,Divorced,4,N,Y,N,3.63,53.1,3.36,4,Both,Telugu,None,54,29178,Y,Rural
2019,9e2508cbec79,Parent,Joint,Married,4,Y,Y,N,4.86,62.0,1.96,1,Fixed_broadband,Assamese,None,61,8042,N,Town
2025,368b00587aef,Sibling,Single_person,Separated,2,N,N,Y,4.38,31.6,3.51,4,Fixed_broadband,Kannada,Any,6,7433,N,Town
2022,6b11717fc566,Head,Single_person,Widowed,5,N,N,Y,0.97,44.1,3.3,4,Fixed_broadband,Telugu,Any,33,24283,Y,Metro
2018,cb4fed2c0a73,Parent,Nuclear,Widowed,2,N,N,Y,1.56,76.9,3.51,0,None,Punjabi,Any,69,15312,N,Rural
2020,c441c21deaea,Head,Nuclear,Divorced,1,Y,N,N,2.44,2.6,1.2,4,Fixed_broadband,Malayalam,None,24,13418,Y,Town
2018,0b4390dbc533,Child,Single_person,Separated,2,N,Y,N,1.01,78.6,4.22,1,None,Kannada,Any,38,29522,N,Rural
2018,e4075d58edfb,Sibling,Nuclear,Never_married,5,N,N,N,0.99,2.1,3.36,0,Both,Telugu,None,50,10715,N,Town
2022,672fe4253af7,Child,Extended,Widowed,6,N,Y,N,2.08,71.5,2.14,4,Both,Telugu,None,28,7774,N,Town
2018,139eb4dd3dc0,Head,Extended,Separated,5,N,Y,Y,2.92,22.0,1.69,3,None,Tamil,Any,1,8821,Y,Metro
2019,53fbee9edcfb,Spouse,Joint,Divorced,0,Y,Y,Y,3.17,7.5,0.49,4,Both,Other,None,4,12635,Y,Rural
2018,ed3019be9a9e,Parent,Extended,Divorced,1,Y,N,N,4.47,31.3,3.3,3,Fixed_broadband,Gujarati,Any,1,176,N,Urban
2024,bdfbbe367af4,Child,Joint,Divorced,4,N,N,N,3.89,8.8,0.88,1,Fixed_broadband,Marathi,None,13,92,Y,Rural
2018,70e30658a7d0,Spouse,Single_person,Never_married,2,N,N,Y,2.5,4.0,4.09,4,Fixed_broadband,Malayalam,Any,77,1838,Y,Metro
2025,95c3bd73a0a0,Other,Joint,Married,5,Y,N,Y,3.89,4.2,1.65,4,None,Bengali,None,59,1370,N,Rural
2021,5c4dd5cc9e6c,Child,Nuclear,Never_married,3,N,Y,N,4.64,74.4,4.97,0,Both,Tamil,None,20,4052,Y,Rural
2021,3150a2753346,Sibling,Extended,Married,1,N,Y,N,4.33,65.1,3.32,4,Mobile_broadband,Punjabi,None,59,19999,N,Metro
2021,e914e08a420a,Other,Nuclear,Never_married,1,N,N,N,2.9,2.6,4.13,0,Mobile_broadband,Tamil,Any,15,10103,N,Metro
2022,ab6d8f4a0ed4,Head,Single_person,Widowed,1,N,Y,N,1.08,1.2,3.3,2,Fixed_broadband,Gujarati,Any,44,15559,N,Urban
2023,7299e223b3f8,Spouse,Joint,Never_married,5,N,N,N,0.97,44.6,0.79,1,Fixed_broadband,Hindi,Any,48,2386,N,Rural
