civ_trans_reference_year,civ_trans_register_entity_id,civ_trans_entity_type_code,civ_trans_headquarters_country_iso2,civ_trans_policy_area_code,civ_trans_declared_spend_eur,civ_trans_spend_bracket_code,civ_trans_number_of_persons_involved,civ_trans_meetings_commissioners_count,civ_trans_meetings_cabinet_count,civ_trans_meetings_meps_count,civ_trans_legislative_files_targeted_count,civ_trans_clients_count,civ_trans_consultation_participations_count,civ_trans_code_of_conduct_breach_flag,civ_trans_sanction_type_code,civ_trans_sanction_date,civ_trans_data_source,civ_trans_last_update_date,civ_trans_data_extract_date
2015,REG_2015_001497,COMPANY,BE,DATA_GOV,7912756.36,5M_PLUS,1531,3,12,53,42,4,59,0,NONE,,JOINT_SECRETARIAT,2016-04-16,2024-03-29
2016,REG_2016_001498,THINK_TANK,FI,CONSUMER,9876409.3,5M_PLUS,1509,16,17,48,93,10,47,1,NONE,,EU_TRANSPARENCY_REGISTER,2017-08-03,2025-05-05
2017,REG_2017_001499,CONSULTANCY,LV,MIGRATION,3160477.58,1M_4_9M,1530,9,2,1,75,131,9,0,NONE,,PUBLIC_DISCLOSURE_API,2017-11-30,2024-06-10
2018,REG_2018_001500,UNIVERSITY,RO,FINANCE,5510329.43,5M_PLUS,1544,19,17,53,26,0,2,0,NONE,,JOINT_SECRETARIAT,2019-08-27,2026-01-06
2019,REG_2019_001501,LAW_FIRM,CH,HEALTH,5391993.79,5M_PLUS,1573,0,26,42,61,98,20,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-10-26,2025-03-07
2020,REG_2020_001502,NGO,KR,CLIMATE,4039766.72,1M_4_9M,1519,5,24,38,60,1,46,0,NONE,,PUBLIC_DISCLOSURE_API,2021-01-15,2024-01-18
2021,REG_2021_001503,PUBLIC_BODY,DK,SPACE,4259792.25,1M_4_9M,1524,9,23,56,20,23,55,0,NONE,,JOINT_SECRETARIAT,2021-11-27,2024-10-15
2022,REG_2022_001504,TRADE_ASSOCIATION,IE,COMPETITION,5168528.74,5M_PLUS,1520,6,0,57,43,11,36,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-04-23,2025-07-07
2023,REG_2023_001505,COMPANY,PL,SECURITY,6823380.35,5M_PLUS,1516,20,6,26,3,20,53,0,NONE,,PUBLIC_DISCLOSURE_API,2024-11-01,2025-08-06
2024,REG_2024_001506,THINK_TANK,US,AGRICULTURE,8173049.48,5M_PLUS,1567,3,14,58,96,35,27,0,NONE,,JOINT_SECRETARIAT,2024-07-09,2025-11-04
2025,REG_2025_001507,CONSULTANCY,CA,TRANSPORT,530402.93,500000_999999,1536,20,29,7,16,137,20,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-03-28,2024-06-10
2026,REG_2026_001508,UNIVERSITY,CY,ENERGY,3434371.99,1M_4_9M,1582,20,0,58,84,30,22,0,NONE,,PUBLIC_DISCLOSURE_API,2026-12-27,2025-04-24
2014,REG_2014_001509,LAW_FIRM,GR,DIGITAL,5383329.45,5M_PLUS,1514,5,0,49,30,157,27,0,NONE,,JOINT_SECRETARIAT,2014-01-14,2024-08-15
2015,REG_2015_001510,NGO,MT,DATA_GOV,316741.15,100000_499999,1510,14,11,3,67,19,52,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-05-16,2025-10-31
2016,REG_2016_001511,PUBLIC_BODY,ES,CONSUMER,5136797.2,5M_PLUS,1546,4,3,18,65,3,47,0,NONE,,PUBLIC_DISCLOSURE_API,2017-11-18,2024-01-15
2017,REG_2017_001512,TRADE_ASSOCIATION,UA,MIGRATION,6030155.58,5M_PLUS,1531,11,0,40,75,18,9,0,NONE,,JOINT_SECRETARIAT,2017-01-04,2025-10-06
2018,REG_2018_001513,COMPANY,BG,FINANCE,8334680.98,5M_PLUS,1588,13,14,58,42,22,3,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-03-05,2025-11-19
2019,REG_2019_001514,THINK_TANK,FR,HEALTH,111638.23,100000_499999,1570,11,8,29,64,8,16,0,NONE,,PUBLIC_DISCLOSURE_API,2020-06-14,2025-04-13
2020,REG_2020_001515,CONSULTANCY,LT,CLIMATE,10276982.92,5M_PLUS,1543,5,29,46,18,51,18,0,NONE,,JOINT_SECRETARIAT,2021-01-24,2024-12-02
2021,REG_2021_001516,UNIVERSITY,SK,SPACE,5833268.96,5M_PLUS,1576,1,16,32,70,29,40,0,NONE,,EU_TRANSPARENCY_REGISTER,2022-10-12,2025-07-03
2022,REG_2022_001517,LAW_FIRM,NO,COMPETITION,6020877.83,5M_PLUS,1586,4,19,31,5,124,43,0,NONE,,PUBLIC_DISCLOSURE_API,2023-12-19,2024-03-23
2023,REG_2023_001518,NGO,AT,SECURITY,562353.82,500000_999999,1569,16,27,26,15,36,36,0,NONE,,JOINT_SECRETARIAT,2023-08-09,2025-07-31
2024,REG_2024_001519,PUBLIC_BODY,EE,AGRICULTURE,7677538.68,5M_PLUS,1596,6,15,49,25,25,41,1,FINE,2025-09-01,EU_TRANSPARENCY_REGISTER,2025-11-22,2025-05-27
2025,REG_2025_001520,TRADE_ASSOCIATION,IT,TRANSPORT,1615439.93,1M_4_9M,1572,3,26,25,11,40,19,0,NONE,,PUBLIC_DISCLOSURE_API,2026-02-24,2025-03-29
2026,REG_2026_001521,COMPANY,PT,ENERGY,7233824.18,5M_PLUS,1594,7,22,28,59,28,7,0,NONE,,JOINT_SECRETARIAT,2026-01-09,2024-04-03
2014,REG_2014_001522,THINK_TANK,GB,DIGITAL,7662092.22,5M_PLUS,1564,8,20,60,69,1,53,0,NONE,,EU_TRANSPARENCY_REGISTER,2014-05-17,2024-04-11
2015,REG_2015_001523,CONSULTANCY,JP,DATA_GOV,3559701.09,1M_4_9M,1526,7,23,42,71,92,46,0,NONE,,PUBLIC_DISCLOSURE_API,2015-11-11,2024-10-02
2016,REG_2016_001524,UNIVERSITY,CZ,CONSUMER,6931040.98,5M_PLUS,1585,20,18,16,66,23,15,1,NONE,,JOINT_SECRETARIAT,2016-02-10,2025-01-11
2017,REG_2017_001525,LAW_FIRM,HU,MIGRATION,1403770.97,1M_4_9M,1591,3,26,11,0,121,44,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-04-13,2025-10-19
2018,REG_2018_001526,NGO,NL,FINANCE,2616918.83,1M_4_9M,1532,9,16,38,49,18,29,0,NONE,,PUBLIC_DISCLOSURE_API,2018-10-16,2024-05-10
2019,REG_2019_001527,PUBLIC_BODY,SE,HEALTH,2851477.14,1M_4_9M,1536,17,24,9,60,34,40,0,NONE,,JOINT_SECRETARIAT,2019-07-31,2026-01-02
2020,REG_2020_001528,TRADE_ASSOCIATION,TR,CLIMATE,216851.79,100000_499999,1579,7,17,16,35,18,55,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-10-15,2025-09-02
2021,REG_2021_001529,COMPANY,HR,SPACE,4715490.24,1M_4_9M,1583,16,34,21,50,11,23,0,NONE,,PUBLIC_DISCLOSURE_API,2022-09-19,2025-01-22
2022,REG_2022_001530,THINK_TANK,DE,COMPETITION,445141.29,100000_499999,1566,15,29,7,68,20,23,0,NONE,,JOINT_SECRETARIAT,2023-03-07,2024-05-28
2023,REG_2023_001531,CONSULTANCY,LU,SECURITY,2510773.18,1M_4_9M,1611,3,29,19,43,128,21,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-08-25,2026-02-07
2024,REG_2024_001532,UNIVERSITY,SI,AGRICULTURE,2082267.31,1M_4_9M,1563,23,21,14,24,21,23,0,NONE,,PUBLIC_DISCLOSURE_API,2024-03-08,2024-03-05
2025,REG_2025_001533,LAW_FIRM,IS,TRANSPORT,3153764.3,1M_4_9M,1552,7,22,48,61,57,12,0,NONE,,JOINT_SECRETARIAT,2025-06-05,2025-02-06
2026,REG_2026_001534,NGO,BE,ENERGY,7269824.87,5M_PLUS,1587,13,1,16,34,15,23,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-04-17,2025-04-22
2014,REG_2014_001535,PUBLIC_BODY,FI,DIGITAL,10070875.76,5M_PLUS,1566,5,33,57,12,34,0,0,NONE,,PUBLIC_DISCLOSURE_API,2014-04-30,2025-12-08
2015,REG_2015_001536,TRADE_ASSOCIATION,LV,DATA_GOV,7799233.89,5M_PLUS,1609,9,15,36,71,23,6,0,NONE,,JOINT_SECRETARIAT,2016-02-16,2025-08-16
2016,REG_2016_001537,COMPANY,RO,CONSUMER,9186610.57,5M_PLUS,1564,1,3,0,20,23,12,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-07-06,2024-10-30
2017,REG_2017_001538,THINK_TANK,CH,MIGRATION,4383633.96,1M_4_9M,1555,9,25,40,32,37,44,0,NONE,,PUBLIC_DISCLOSURE_API,2018-02-17,2026-01-18
2018,REG_2018_001539,CONSULTANCY,KR,FINANCE,6994464.84,5M_PLUS,1616,15,0,4,13,80,26,0,NONE,,JOINT_SECRETARIAT,2018-05-20,2025-10-14
2019,REG_2019_001540,UNIVERSITY,DK,HEALTH,8704625.58,5M_PLUS,1589,9,30,13,89,29,4,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-08-12,2024-11-08
2020,REG_2020_001541,LAW_FIRM,IE,CLIMATE,3803805.63,1M_4_9M,1546,16,20,23,20,212,43,0,NONE,,PUBLIC_DISCLOSURE_API,2021-12-01,2026-01-23
2021,REG_2021_001542,NGO,PL,SPACE,5348035.08,5M_PLUS,1553,10,28,60,3,27,28,0,NONE,,JOINT_SECRETARIAT,2021-07-18,2024-08-09
2022,REG_2022_001543,PUBLIC_BODY,US,COMPETITION,3899338.25,1M_4_9M,1617,6,23,9,31,0,42,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-07-28,2025-09-07
2023,REG_2023_001544,TRADE_ASSOCIATION,CA,SECURITY,3013693.0,1M_4_9M,1568,1,17,28,11,34,34,0,NONE,,PUBLIC_DISCLOSURE_API,2024-12-09,2026-02-19
2024,REG_2024_001545,COMPANY,CY,AGRICULTURE,1591852.92,1M_4_9M,1608,22,7,57,75,17,44,1,SUSPENSION,2024-05-09,JOINT_SECRETARIAT,2025-07-13,2025-04-22
2025,REG_2025_001546,THINK_TANK,GR,TRANSPORT,4612956.31,1M_4_9M,1553,13,26,14,72,29,21,0,NONE,,EU_TRANSPARENCY_REGISTER,2025-05-02,2025-06-24
2026,REG_2026_001547,CONSULTANCY,MT,ENERGY,300360.42,100000_499999,1547,16,3,15,74,169,18,0,NONE,,PUBLIC_DISCLOSURE_API,2026-02-04,2024-07-18
2014,REG_2014_001548,UNIVERSITY,ES,DIGITAL,4484385.76,1M_4_9M,1574,4,9,43,57,32,5,0,NONE,,JOINT_SECRETARIAT,2015-05-22,2024-04-29
2015,REG_2015_001549,LAW_FIRM,UA,DATA_GOV,6206470.11,5M_PLUS,1588,19,7,12,28,97,12,0,NONE,,EU_TRANSPARENCY_REGISTER,2015-12-17,2025-07-20
2016,REG_2016_001550,NGO,BG,CONSUMER,2414847.98,1M_4_9M,1606,0,34,16,61,13,10,0,NONE,,PUBLIC_DISCLOSURE_API,2016-10-18,2025-02-18
2017,REG_2017_001551,PUBLIC_BODY,FR,MIGRATION,735104.69,500000_999999,1579,17,10,52,68,24,51,0,NONE,,JOINT_SECRETARIAT,2018-12-05,2024-01-11
2018,REG_2018_001552,TRADE_ASSOCIATION,LT,FINANCE,3971365.15,1M_4_9M,1552,2,15,54,40,9,47,0,NONE,,EU_TRANSPARENCY_REGISTER,2018-12-23,2024-09-06
2019,REG_2019_001553,COMPANY,SK,HEALTH,873117.16,500000_999999,1553,9,23,56,62,1,46,0,NONE,,PUBLIC_DISCLOSURE_API,2020-08-17,2025-11-15
2020,REG_2020_001554,THINK_TANK,NO,CLIMATE,4459396.6,1M_4_9M,1613,8,32,36,66,12,9,0,NONE,,JOINT_SECRETARIAT,2020-09-30,2025-11-16
2021,REG_2021_001555,CONSULTANCY,AT,SPACE,3323638.96,1M_4_9M,1567,20,18,57,15,94,35,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-04-29,2024-07-30
2022,REG_2022_001556,UNIVERSITY,EE,COMPETITION,1124495.77,1M_4_9M,1568,6,30,8,41,28,19,0,NONE,,PUBLIC_DISCLOSURE_API,2023-02-04,2024-05-02
2023,REG_2023_001557,LAW_FIRM,IT,SECURITY,4677861.33,1M_4_9M,1600,5,7,20,35,250,27,0,NONE,,JOINT_SECRETARIAT,2024-06-08,2024-10-10
2024,REG_2024_001558,NGO,PT,AGRICULTURE,3429521.23,1M_4_9M,1624,25,11,55,5,38,4,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-05-28,2024-04-30
2025,REG_2025_001559,PUBLIC_BODY,GB,TRANSPORT,3929938.67,1M_4_9M,1616,7,35,24,66,33,15,0,NONE,,PUBLIC_DISCLOSURE_API,2025-03-25,2024-09-20
2026,REG_2026_001560,TRADE_ASSOCIATION,JP,ENERGY,11594529.53,5M_PLUS,1564,13,18,20,35,13,28,0,NONE,,JOINT_SECRETARIAT,2026-07-05,2025-09-07
2014,REG_2014_001561,COMPANY,CZ,DIGITAL,114691.65,100000_499999,1605,16,10,3,53,6,8,0,NONE,,EU_TRANSPARENCY_REGISTER,2014-11-18,2025-11-04
2015,REG_2015_001562,THINK_TANK,HU,DATA_GOV,9007375.5,5M_PLUS,1595,11,28,49,89,17,47,0,NONE,,PUBLIC_DISCLOSURE_API,2015-02-22,2024-05-17
2016,REG_2016_001563,CONSULTANCY,NL,CONSUMER,1527573.43,1M_4_9M,1612,7,34,19,44,151,15,0,NONE,,JOINT_SECRETARIAT,2017-08-08,2024-01-14
2017,REG_2017_001564,UNIVERSITY,SE,MIGRATION,10031141.01,5M_PLUS,1644,0,10,49,38,14,9,0,NONE,,EU_TRANSPARENCY_REGISTER,2018-10-13,2025-01-19
2018,REG_2018_001565,LAW_FIRM,TR,FINANCE,5190873.34,5M_PLUS,1605,9,21,7,49,150,49,0,NONE,,PUBLIC_DISCLOSURE_API,2018-03-19,2025-09-28
2019,REG_2019_001566,NGO,HR,HEALTH,7900011.48,5M_PLUS,1584,13,6,56,67,38,21,0,NONE,,JOINT_SECRETARIAT,2020-08-17,2024-03-29
2020,REG_2020_001567,PUBLIC_BODY,DE,CLIMATE,1403729.99,1M_4_9M,1637,14,28,12,73,29,12,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-04-24,2025-03-06
2021,REG_2021_001568,TRADE_ASSOCIATION,LU,SPACE,2126687.73,1M_4_9M,1602,19,22,50,71,8,9,0,NONE,,PUBLIC_DISCLOSURE_API,2022-02-01,2026-02-09
2022,REG_2022_001569,COMPANY,SI,COMPETITION,887611.51,500000_999999,1603,16,12,18,35,20,5,0,NONE,,JOINT_SECRETARIAT,2022-03-09,2024-07-13
2023,REG_2023_001570,THINK_TANK,IS,SECURITY,714000.45,500000_999999,1619,23,13,26,30,21,42,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-06-15,2026-01-10
2024,REG_2024_001571,CONSULTANCY,BE,AGRICULTURE,10514815.45,5M_PLUS,1619,18,28,25,24,84,25,0,NONE,,PUBLIC_DISCLOSURE_API,2025-09-18,2025-02-17
2025,REG_2025_001572,UNIVERSITY,FI,TRANSPORT,2228682.34,1M_4_9M,1637,9,13,14,3,29,32,0,NONE,,JOINT_SECRETARIAT,2026-10-27,2024-06-03
2026,REG_2026_001573,LAW_FIRM,LV,ENERGY,3604236.74,1M_4_9M,1615,13,23,17,11,212,55,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-06-21,2026-01-30
2014,REG_2014_001574,NGO,RO,DIGITAL,5495910.76,5M_PLUS,1635,8,10,19,44,19,57,0,NONE,,PUBLIC_DISCLOSURE_API,2015-09-18,2025-11-09
2015,REG_2015_001575,PUBLIC_BODY,CH,DATA_GOV,489949.48,100000_499999,1631,10,7,51,22,29,13,0,NONE,,JOINT_SECRETARIAT,2015-02-17,2025-05-08
2016,REG_2016_001576,TRADE_ASSOCIATION,KR,CONSUMER,1441471.57,1M_4_9M,1592,19,21,29,37,40,2,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-07-21,2024-12-16
2017,REG_2017_001577,COMPANY,DK,MIGRATION,3281267.29,1M_4_9M,1623,3,25,34,69,30,3,0,NONE,,PUBLIC_DISCLOSURE_API,2017-03-06,2024-03-11
2018,REG_2018_001578,THINK_TANK,IE,FINANCE,10884378.35,5M_PLUS,1658,2,2,31,56,35,42,0,NONE,,JOINT_SECRETARIAT,2019-08-10,2025-10-07
2019,REG_2019_001579,CONSULTANCY,PL,HEALTH,6480014.59,5M_PLUS,1594,18,14,0,47,229,53,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-06-03,2025-06-14
2020,REG_2020_001580,UNIVERSITY,US,CLIMATE,7556047.09,5M_PLUS,1594,6,23,60,40,29,50,0,NONE,,PUBLIC_DISCLOSURE_API,2021-04-27,2024-07-08
2021,REG_2021_001581,LAW_FIRM,CA,SPACE,5253684.37,5M_PLUS,1647,21,4,33,71,83,37,0,NONE,,JOINT_SECRETARIAT,2021-06-13,2024-05-27
2022,REG_2022_001582,NGO,CY,COMPETITION,2840524.21,1M_4_9M,1600,11,0,31,29,14,15,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-02-02,2025-01-05
2023,REG_2023_001583,PUBLIC_BODY,GR,SECURITY,9354580.13,5M_PLUS,1658,15,20,35,59,8,24,0,NONE,,PUBLIC_DISCLOSURE_API,2023-12-12,2025-01-31
2024,REG_2024_001584,TRADE_ASSOCIATION,MT,AGRICULTURE,5821873.23,5M_PLUS,1642,7,32,19,2,21,50,0,NONE,,JOINT_SECRETARIAT,2025-08-26,2024-02-13
2025,REG_2025_001585,COMPANY,ES,TRANSPORT,5925442.37,5M_PLUS,1609,12,18,16,31,7,27,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-10-12,2025-04-04
2026,REG_2026_001586,THINK_TANK,UA,ENERGY,9952065.3,5M_PLUS,1647,11,11,17,41,26,36,0,NONE,,PUBLIC_DISCLOSURE_API,2026-01-02,2025-11-27
2014,REG_2014_001587,CONSULTANCY,BG,DIGITAL,310948.16,100000_499999,1661,17,13,0,2,16,55,0,NONE,,JOINT_SECRETARIAT,2015-02-13,2024-04-30
2015,REG_2015_001588,UNIVERSITY,FR,DATA_GOV,2931957.28,1M_4_9M,1640,16,34,58,80,14,32,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-02-20,2025-01-26
2016,REG_2016_001589,LAW_FIRM,LT,CONSUMER,1162373.04,1M_4_9M,1650,13,33,26,68,77,30,0,NONE,,PUBLIC_DISCLOSURE_API,2017-06-28,2024-07-20
2017,REG_2017_001590,NGO,SK,MIGRATION,8009272.15,5M_PLUS,1631,15,24,15,68,2,7,0,NONE,,JOINT_SECRETARIAT,2017-06-07,2025-03-13
2018,REG_2018_001591,PUBLIC_BODY,NO,FINANCE,228249.0,100000_499999,1600,0,7,9,28,27,23,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-02-11,2025-03-30
2019,REG_2019_001592,TRADE_ASSOCIATION,AT,HEALTH,5725675.9,5M_PLUS,1642,17,12,52,19,35,40,0,NONE,,PUBLIC_DISCLOSURE_API,2020-07-31,2024-11-16
2020,REG_2020_001593,COMPANY,EE,CLIMATE,752387.73,500000_999999,1660,7,26,24,38,13,18,0,NONE,,JOINT_SECRETARIAT,2020-10-24,2024-03-21
2021,REG_2021_001594,THINK_TANK,IT,SPACE,2535988.07,1M_4_9M,1651,9,14,1,84,33,14,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-08-29,2024-08-26
2022,REG_2022_001595,CONSULTANCY,PT,COMPETITION,5212312.69,5M_PLUS,1623,18,30,68,67,97,31,0,NONE,,PUBLIC_DISCLOSURE_API,2023-10-12,2025-10-14
2023,REG_2023_001596,UNIVERSITY,GB,SECURITY,7412610.1,5M_PLUS,1608,4,17,48,73,40,50,0,NONE,,JOINT_SECRETARIAT,2023-09-04,2024-08-20
2024,REG_2024_001597,LAW_FIRM,JP,AGRICULTURE,343831.2,100000_499999,1605,13,23,5,32,222,0,0,NONE,,EU_TRANSPARENCY_REGISTER,2025-04-26,2025-03-01
2025,REG_2025_001598,NGO,CZ,TRANSPORT,2840980.53,1M_4_9M,1652,9,4,16,59,4,5,0,NONE,,PUBLIC_DISCLOSURE_API,2026-07-05,2025-06-14
2026,REG_2026_001599,PUBLIC_BODY,HU,ENERGY,1989867.0,1M_4_9M,1655,20,27,32,51,19,11,0,NONE,,JOINT_SECRETARIAT,2026-09-05,2025-05-07
2014,REG_2014_001600,TRADE_ASSOCIATION,NL,DIGITAL,4087228.27,1M_4_9M,1616,11,31,33,40,15,41,0,NONE,,EU_TRANSPARENCY_REGISTER,2014-02-15,2024-12-21
2015,REG_2015_001601,COMPANY,SE,DATA_GOV,6652419.38,5M_PLUS,1680,10,8,17,61,23,3,0,NONE,,PUBLIC_DISCLOSURE_API,2016-05-05,2025-07-03
2016,REG_2016_001602,THINK_TANK,TR,CONSUMER,2490138.36,1M_4_9M,1650,20,29,12,58,4,40,0,NONE,,JOINT_SECRETARIAT,2016-06-23,2024-05-15
2017,REG_2017_001603,CONSULTANCY,HR,MIGRATION,5534421.92,5M_PLUS,1647,9,23,58,22,223,47,0,NONE,,EU_TRANSPARENCY_REGISTER,2018-10-02,2025-03-01
2018,REG_2018_001604,UNIVERSITY,DE,FINANCE,4861999.73,1M_4_9M,1605,9,29,36,80,8,10,0,NONE,,PUBLIC_DISCLOSURE_API,2019-09-18,2024-11-10
2019,REG_2019_001605,LAW_FIRM,LU,HEALTH,2816591.35,1M_4_9M,1618,1,26,29,28,215,54,0,NONE,,JOINT_SECRETARIAT,2020-10-20,2024-01-14
2020,REG_2020_001606,NGO,SI,CLIMATE,1662242.66,1M_4_9M,1621,20,10,2,10,31,11,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-02-28,2024-05-18
2021,REG_2021_001607,PUBLIC_BODY,IS,SPACE,6962613.14,5M_PLUS,1618,19,18,46,32,11,30,0,NONE,,PUBLIC_DISCLOSURE_API,2022-03-20,2024-05-28
2022,REG_2022_001608,TRADE_ASSOCIATION,BE,COMPETITION,2189508.99,1M_4_9M,1671,6,14,8,17,36,37,0,NONE,,JOINT_SECRETARIAT,2023-08-17,2024-12-31
2023,REG_2023_001609,COMPANY,FI,SECURITY,6852255.02,5M_PLUS,1675,4,25,1,34,28,40,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-12-23,2024-06-30
2024,REG_2024_001610,THINK_TANK,LV,AGRICULTURE,6618684.55,5M_PLUS,1661,6,16,0,12,37,3,0,NONE,,PUBLIC_DISCLOSURE_API,2024-12-02,2025-01-22
2025,REG_2025_001611,CONSULTANCY,RO,TRANSPORT,2281274.15,1M_4_9M,1650,0,4,30,79,209,57,0,NONE,,JOINT_SECRETARIAT,2025-11-08,2024-07-05
2026,REG_2026_001612,UNIVERSITY,CH,ENERGY,8673468.68,5M_PLUS,1658,7,35,37,70,14,6,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-04-13,2025-11-11
2014,REG_2014_001613,LAW_FIRM,KR,DIGITAL,9356258.23,5M_PLUS,1651,14,17,54,36,131,23,0,NONE,,PUBLIC_DISCLOSURE_API,2015-11-13,2024-06-10
2015,REG_2015_001614,NGO,DK,DATA_GOV,8416023.18,5M_PLUS,1647,3,25,19,70,17,48,0,NONE,,JOINT_SECRETARIAT,2015-03-22,2025-04-22
2016,REG_2016_001615,PUBLIC_BODY,IE,CONSUMER,3089102.06,1M_4_9M,1617,19,22,40,39,32,51,0,NONE,,EU_TRANSPARENCY_REGISTER,2016-05-25,2026-02-10
2017,REG_2017_001616,TRADE_ASSOCIATION,PL,MIGRATION,1483405.89,1M_4_9M,1649,0,32,16,0,3,3,0,NONE,,PUBLIC_DISCLOSURE_API,2018-09-19,2024-07-06
2018,REG_2018_001617,COMPANY,US,FINANCE,5504280.93,5M_PLUS,1658,17,30,10,61,28,7,0,NONE,,JOINT_SECRETARIAT,2019-04-14,2024-04-29
2019,REG_2019_001618,THINK_TANK,CA,HEALTH,387566.19,100000_499999,1691,19,32,10,0,38,26,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-06-07,2024-07-17
2020,REG_2020_001619,CONSULTANCY,CY,CLIMATE,9037892.01,5M_PLUS,1622,9,24,56,78,4,43,0,NONE,,PUBLIC_DISCLOSURE_API,2021-05-12,2024-07-08
2021,REG_2021_001620,UNIVERSITY,GR,SPACE,6550282.72,5M_PLUS,1694,2,4,9,46,1,18,0,NONE,,JOINT_SECRETARIAT,2021-02-27,2026-01-07
2022,REG_2022_001621,LAW_FIRM,MT,COMPETITION,4671288.8,1M_4_9M,1651,10,29,47,61,161,10,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-11-09,2024-07-18
2023,REG_2023_001622,NGO,ES,SECURITY,3408799.48,1M_4_9M,1673,17,13,29,59,18,27,0,NONE,,PUBLIC_DISCLOSURE_API,2024-09-06,2025-09-06
2024,REG_2024_001623,PUBLIC_BODY,UA,AGRICULTURE,7729605.65,5M_PLUS,1687,2,4,51,71,3,13,0,NONE,,JOINT_SECRETARIAT,2024-05-04,2026-01-16
2025,REG_2025_001624,TRADE_ASSOCIATION,BG,TRANSPORT,9127023.89,5M_PLUS,1674,14,3,32,80,2,7,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-03-29,2024-04-10
2026,REG_2026_001625,COMPANY,FR,ENERGY,7366505.69,5M_PLUS,1643,15,4,31,6,22,38,0,NONE,,PUBLIC_DISCLOSURE_API,2026-06-29,2025-04-02
2014,REG_2014_001626,THINK_TANK,LT,DIGITAL,1288567.88,1M_4_9M,1687,18,25,8,50,17,45,0,NONE,,JOINT_SECRETARIAT,2015-09-06,2025-05-01
2015,REG_2015_001627,CONSULTANCY,SK,DATA_GOV,5098626.96,5M_PLUS,1630,1,28,9,40,224,27,0,NONE,,EU_TRANSPARENCY_REGISTER,2015-10-27,2025-09-03
2016,REG_2016_001628,UNIVERSITY,NO,CONSUMER,2308611.75,1M_4_9M,1682,14,22,42,62,36,48,0,NONE,,PUBLIC_DISCLOSURE_API,2016-04-02,2024-08-26
2017,REG_2017_001629,LAW_FIRM,AT,MIGRATION,1250091.84,1M_4_9M,1637,9,6,65,2,199,33,0,NONE,,JOINT_SECRETARIAT,2018-07-28,2025-01-24
2018,REG_2018_001630,NGO,EE,FINANCE,4190715.14,1M_4_9M,1704,12,21,17,72,16,14,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-10-01,2026-02-21
2019,REG_2019_001631,PUBLIC_BODY,IT,HEALTH,1593838.76,1M_4_9M,1633,6,19,3,80,31,47,0,NONE,,PUBLIC_DISCLOSURE_API,2020-06-12,2025-03-14
2020,REG_2020_001632,TRADE_ASSOCIATION,PT,CLIMATE,4464852.06,1M_4_9M,1692,7,15,36,37,25,30,0,NONE,,JOINT_SECRETARIAT,2020-09-10,2025-04-06
2021,REG_2021_001633,COMPANY,GB,SPACE,5828696.14,5M_PLUS,1694,8,32,30,43,38,2,0,NONE,,EU_TRANSPARENCY_REGISTER,2022-12-19,2024-09-29
2022,REG_2022_001634,THINK_TANK,JP,COMPETITION,7728577.34,5M_PLUS,1709,15,7,58,73,8,11,0,NONE,,PUBLIC_DISCLOSURE_API,2022-09-19,2024-09-02
2023,REG_2023_001635,CONSULTANCY,CZ,SECURITY,9950938.16,5M_PLUS,1670,11,28,40,47,80,28,0,NONE,,JOINT_SECRETARIAT,2023-05-07,2024-01-12
2024,REG_2024_001636,UNIVERSITY,HU,AGRICULTURE,8300328.95,5M_PLUS,1668,16,5,24,51,10,33,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-09-14,2024-10-18
