env_adapt_reference_year,env_adapt_country_iso2,env_adapt_region_nuts_code,env_adapt_hazard_type_code,env_adapt_hazard_frequency_index,env_adapt_hazard_severity_index,env_adapt_population_exposed_count,env_adapt_assets_exposed_eur,env_adapt_vulnerability_index,env_adapt_adaptive_capacity_index,env_adapt_expected_annual_loss_eur,env_adapt_insurance_penetration_pct,env_adapt_national_adaptation_plan_flag,env_adapt_local_adaptation_plan_count,env_adapt_nature_based_solutions_area_ha,env_adapt_climate_services_usage_flag,env_adapt_disaster_risk_reduction_investment_eur,env_adapt_solidarity_fund_activation_flag,env_adapt_data_source,env_adapt_data_extract_date
2020,PT,IE977,FLOOD_RIVER,0.8206,0.2978,722712,51987781553.67,0.2145,0.2925,214617155.87,35.6,1,202,85862.39,1,1028158540.74,0,REGIONAL_RESILIENCE_REPORT,2025-08-05
2021,SE,CY56,HEATWAVE,0.7974,0.3154,732696,43083293758.7,0.2869,0.874,138428983.61,22.32,1,110,80527.31,1,1945512748.22,0,EEA_CLIMATE_ADAPTATION_DB,2024-11-05
2022,CY,IT5,COLD_SPELL,0.442,0.7101,735714,74230899748.11,0.2587,0.4252,144314311.94,19.25,1,10,49697.88,1,2656929348.81,0,COPERNICUS_C3S_INDICATORS,2025-10-31
2023,FR,NL21,LANDSLIDE,0.0935,0.1492,738702,37273067835.7,0.7373,0.6242,10272953.84,70.45,1,108,50882.07,1,1106066779.69,0,NATIONAL_RISK_ASSESSMENT,2024-05-09
2024,IT,SK73,STORM_WIND,0.4946,0.8202,751513,13066896732.06,0.3079,0.6564,38274370.56,24.4,1,50,26586.04,1,1766330304.55,0,REGIONAL_RESILIENCE_REPORT,2024-07-26
2025,NL,IT809,WILDFIRE,0.831,0.2534,703602,14619363028.6,0.844,0.6771,91228876.92,70.75,0,47,37845.48,0,1821372572.39,0,EEA_CLIMATE_ADAPTATION_DB,2025-11-15
2005,SI,RO38,DROUGHT,0.7695,0.3565,726031,22819099473.0,0.8712,0.64,268325041.28,36.59,1,174,13594.12,1,1975526539.07,0,COPERNICUS_C3S_INDICATORS,2024-07-16
2006,BG,PT2,FLOOD_COASTAL,0.0693,0.2138,712094,13975811067.0,0.3131,0.6261,3369840.83,20.25,1,99,46724.36,1,2804646468.3,0,NATIONAL_RISK_ASSESSMENT,2026-01-31
2007,EE,BE63,FLOOD_RIVER,0.2282,0.2164,730258,45260145866.0,0.6517,0.2442,69129619.27,49.26,1,26,42471.72,0,2015676684.58,0,REGIONAL_RESILIENCE_REPORT,2025-11-15
2008,HU,RO690,HEATWAVE,0.6656,0.1304,695480,7974096597.85,0.8163,0.405,35841131.72,47.52,1,56,78476.14,0,2113939783.57,0,EEA_CLIMATE_ADAPTATION_DB,2025-02-15
2009,LU,PL23,COLD_SPELL,0.5552,0.3742,768393,60166155340.59,0.4073,0.7738,217719550.99,44.23,1,151,11227.98,1,715506790.38,0,COPERNICUS_C3S_INDICATORS,2026-01-16
2010,RO,GR484,LANDSLIDE,0.4144,0.7192,768554,7938845166.54,0.1011,0.8422,18221123.75,55.62,1,153,35134.6,1,1200038862.27,0,NATIONAL_RISK_ASSESSMENT,2024-11-15
2011,AT,HU867,STORM_WIND,0.2849,0.371,700154,7383285695.83,0.8827,0.7604,22087177.33,73.04,1,214,24575.91,1,898386481.31,0,REGIONAL_RESILIENCE_REPORT,2025-06-18
2012,CZ,MT610,WILDFIRE,0.5126,0.1368,765623,9310998888.74,0.4708,0.9191,17357389.32,68.53,0,14,74414.5,1,3690966804.87,0,EEA_CLIMATE_ADAPTATION_DB,2025-06-02
2013,DE,CY81,DROUGHT,0.2599,0.3048,734735,26469318043.84,0.8516,0.2013,108351525.57,57.71,1,137,69099.05,0,750620072.44,0,COPERNICUS_C3S_INDICATORS,2025-10-09
2014,LV,SI646,FLOOD_COASTAL,0.697,0.276,737298,37720436060.27,0.909,0.414,262477337.68,65.66,0,16,79757.95,0,1942421341.1,0,NATIONAL_RISK_ASSESSMENT,2025-11-08
2015,PL,HU914,FLOOD_RIVER,0.4844,0.6654,713485,67916420208.57,0.8375,0.7133,1393880260.04,38.04,1,136,96668.27,1,1840629784.48,1,REGIONAL_RESILIENCE_REPORT,2026-02-23
2016,ES,LU56,HEATWAVE,0.078,0.4244,729642,11495150979.13,0.4601,0.4899,8179778.15,24.6,0,66,25559.79,1,2014557812.88,0,EEA_CLIMATE_ADAPTATION_DB,2024-09-12
2017,HR,HU79,COLD_SPELL,0.0996,0.5189,776195,56347349288.04,0.3649,0.7843,12336116.35,11.69,1,184,5805.26,0,1880451098.82,0,COPERNICUS_C3S_INDICATORS,2025-12-12
2018,FI,PL3,LANDSLIDE,0.0528,0.727,718692,8207778193.28,0.3125,0.6636,7487403.58,74.68,1,130,31896.46,0,888324960.17,0,NATIONAL_RISK_ASSESSMENT,2025-05-31
2019,IE,BE868,STORM_WIND,0.7004,0.9102,719175,26637709357.24,0.1855,0.8493,75010675.08,52.65,1,150,31483.25,0,673173114.38,0,REGIONAL_RESILIENCE_REPORT,2025-08-31
2020,MT,LV177,WILDFIRE,0.6464,0.859,751316,8360445806.87,0.3962,0.5378,125945012.87,46.47,1,127,55327.19,1,44158691.88,0,EEA_CLIMATE_ADAPTATION_DB,2024-06-22
2021,SK,GR787,DROUGHT,0.6857,0.4521,712431,61368540051.92,0.8568,0.5796,542988053.26,47.8,1,65,34454.04,1,4149008682.32,1,COPERNICUS_C3S_INDICATORS,2025-04-11
2022,BE,RO60,FLOOD_COASTAL,0.1455,0.5641,750048,47687416056.97,0.1006,0.5675,22441329.25,10.43,1,18,73635.32,0,576629362.26,0,NATIONAL_RISK_ASSESSMENT,2025-09-12
2023,DK,SK956,FLOOD_RIVER,0.8055,0.8699,710489,43668782349.9,0.4902,0.4039,568686670.15,17.37,1,82,49184.57,0,3089542283.62,0,REGIONAL_RESILIENCE_REPORT,2024-07-05
2024,GR,AT83,HEATWAVE,0.1115,0.5422,728959,3248338007.04,0.8003,0.3667,4153707.46,32.98,1,88,55077.03,1,4343671183.69,0,EEA_CLIMATE_ADAPTATION_DB,2024-08-08
2025,LT,NL380,COLD_SPELL,0.1768,0.6696,755443,34320251466.22,0.6146,0.7985,39838480.41,37.69,0,197,24958.49,1,1569207265.4,0,COPERNICUS_C3S_INDICATORS,2025-08-04
2005,PT,LU24,LANDSLIDE,0.5052,0.6606,749778,8744457391.42,0.2591,0.9613,54952058.71,73.01,1,83,1704.16,1,2961925445.8,1,NATIONAL_RISK_ASSESSMENT,2025-01-14
2006,SE,DE915,STORM_WIND,0.0588,0.8413,736212,28068524336.44,0.4163,0.2616,18884467.86,19.7,1,66,7783.71,1,1376979367.88,0,REGIONAL_RESILIENCE_REPORT,2025-11-27
2007,CY,BG7,WILDFIRE,0.4911,0.1385,749014,762520045.46,0.8148,0.893,2381632.96,13.64,1,256,62653.15,1,1286236230.75,0,EEA_CLIMATE_ADAPTATION_DB,2025-01-26
2008,FR,CZ515,DROUGHT,0.4223,0.3772,748637,46650581507.89,0.1792,0.7737,64217115.37,37.07,1,257,65141.47,1,1072461759.46,0,COPERNICUS_C3S_INDICATORS,2025-06-19
2009,IT,CY822,FLOOD_COASTAL,0.7908,0.1481,773481,38585254191.18,0.5096,0.5466,105856445.76,68.96,1,156,5613.23,1,3662281987.32,0,NATIONAL_RISK_ASSESSMENT,2024-05-04
2010,NL,IE75,FLOOD_RIVER,0.0518,0.7803,772070,61780442570.07,0.6274,0.7936,110857177.34,41.0,1,110,55520.48,1,1914617530.21,0,REGIONAL_RESILIENCE_REPORT,2025-08-13
2011,SI,IT9,HEATWAVE,0.2001,0.5737,764174,4351684962.0,0.1597,0.7812,6059036.7,76.31,0,154,41330.91,0,187137609.11,0,EEA_CLIMATE_ADAPTATION_DB,2025-06-29
2012,BG,PT94,COLD_SPELL,0.3443,0.2388,706784,31727193877.62,0.4641,0.3353,57009942.94,52.13,1,184,34091.59,0,744730976.8,1,COPERNICUS_C3S_INDICATORS,2025-11-11
2013,EE,EE292,LANDSLIDE,0.8639,0.886,711655,12792214283.54,0.8059,0.2147,550040940.75,30.51,1,121,33092.52,0,838169340.65,0,NATIONAL_RISK_ASSESSMENT,2024-04-27
2014,HU,LU6,STORM_WIND,0.7834,0.7238,731221,23491055538.16,0.2178,0.3685,116737272.84,14.53,1,15,54495.75,1,3122174.17,0,REGIONAL_RESILIENCE_REPORT,2025-07-31
2015,LU,PT15,WILDFIRE,0.296,0.2116,767850,28563101019.03,0.7481,0.9455,105247950.42,46.44,0,104,54726.76,1,3791905618.66,0,EEA_CLIMATE_ADAPTATION_DB,2024-12-18
2016,RO,GR3,DROUGHT,0.6554,0.9119,756541,47006788842.0,0.246,0.8132,305931726.14,22.53,0,83,40798.76,1,2555343180.11,1,COPERNICUS_C3S_INDICATORS,2024-09-06
2017,AT,LU82,FLOOD_COASTAL,0.2513,0.5256,732999,25357107127.17,0.1082,0.1776,8193651.2,25.55,1,187,27314.02,1,2816535553.24,0,NATIONAL_RISK_ASSESSMENT,2025-12-28
2018,CZ,SK780,FLOOD_RIVER,0.7244,0.5445,784241,50888120410.04,0.6913,0.529,698571671.96,38.62,0,136,48596.99,1,547140019.05,0,REGIONAL_RESILIENCE_REPORT,2026-02-25
2019,DE,FI108,HEATWAVE,0.7785,0.3443,721492,11326099517.22,0.2333,0.6624,41199101.04,27.78,0,7,97578.32,0,384583356.72,0,EEA_CLIMATE_ADAPTATION_DB,2025-05-06
2020,LV,GR76,COLD_SPELL,0.1872,0.2213,738281,13310061573.78,0.6396,0.7693,23149514.19,29.73,0,58,22052.8,0,173611881.79,0,COPERNICUS_C3S_INDICATORS,2026-01-11
2021,PL,DE47,LANDSLIDE,0.582,0.2326,783824,46628744368.2,0.7051,0.623,262462721.4,21.18,1,174,55536.35,0,1083525317.43,0,NATIONAL_RISK_ASSESSMENT,2024-06-05
2022,ES,SK227,STORM_WIND,0.1997,0.178,719166,56676629892.42,0.1374,0.9787,16706768.65,76.71,0,161,64528.82,1,2758332310.12,0,REGIONAL_RESILIENCE_REPORT,2024-01-05
2023,HR,IT908,WILDFIRE,0.7142,0.9774,783072,31412125655.86,0.661,0.5606,895752194.7,17.52,1,70,55941.38,0,3652363114.02,1,EEA_CLIMATE_ADAPTATION_DB,2024-01-29
2024,FI,SK47,DROUGHT,0.7668,0.3648,786745,74302728213.3,0.4236,0.6524,268450652.81,66.19,1,171,19262.26,1,165838094.05,0,COPERNICUS_C3S_INDICATORS,2024-09-26
2025,IE,LV573,FLOOD_COASTAL,0.2153,0.1957,743831,76181283841.97,0.8081,0.6576,159488054.97,66.3,1,112,13412.72,0,2270039316.19,0,NATIONAL_RISK_ASSESSMENT,2025-01-21
2005,MT,FI80,FLOOD_RIVER,0.6097,0.2106,761006,46048148739.08,0.4136,0.9464,37605424.63,10.35,0,106,37652.28,0,1710168136.68,0,REGIONAL_RESILIENCE_REPORT,2025-02-22
2006,SK,LU207,HEATWAVE,0.2123,0.8385,730380,7112717345.68,0.1231,0.8076,2733392.35,78.76,1,40,63269.78,1,422444812.81,0,EEA_CLIMATE_ADAPTATION_DB,2024-11-29
2007,BE,SE688,COLD_SPELL,0.4105,0.5095,764677,20756157275.39,0.5591,0.4868,156818553.71,60.73,0,19,45890.02,0,3437229163.94,1,COPERNICUS_C3S_INDICATORS,2024-09-15
2008,DK,EE63,LANDSLIDE,0.5183,0.7849,732328,26494575812.02,0.3418,0.2182,168421426.72,63.75,1,128,14150.52,0,81129095.83,0,NATIONAL_RISK_ASSESSMENT,2024-09-14
2009,GR,BG74,STORM_WIND,0.6093,0.8415,723542,65943923594.92,0.5507,0.3666,436555309.74,5.63,1,45,43514.08,0,760716854.28,0,REGIONAL_RESILIENCE_REPORT,2025-01-15
2010,LT,SK4,WILDFIRE,0.8689,0.4351,777129,49302291212.82,0.5637,0.3571,515612910.12,63.9,1,249,9965.63,1,1054764950.84,0,EEA_CLIMATE_ADAPTATION_DB,2024-06-11
2011,PT,FI851,DROUGHT,0.6022,0.8514,756238,30369219161.19,0.7194,0.8881,327527836.37,37.16,1,187,56754.37,1,2825905797.23,0,COPERNICUS_C3S_INDICATORS,2024-04-20
2012,SE,IT370,FLOOD_COASTAL,0.3467,0.5726,716106,46213979052.56,0.1969,0.9597,128784897.64,57.13,1,152,88505.58,1,2025880548.74,0,NATIONAL_RISK_ASSESSMENT,2024-06-25
2013,CY,HR705,FLOOD_RIVER,0.3947,0.6565,783478,64043830248.21,0.5525,0.3416,417255895.05,25.98,1,113,43493.32,0,1204021902.07,0,REGIONAL_RESILIENCE_REPORT,2025-03-23
2014,FR,FR90,HEATWAVE,0.4473,0.1215,754033,50121945852.56,0.6215,0.9372,134974604.27,81.13,1,82,40736.41,1,271552974.27,0,EEA_CLIMATE_ADAPTATION_DB,2025-10-03
2015,IT,BE10,COLD_SPELL,0.4578,0.8891,742109,42497326341.65,0.2009,0.9294,159410791.37,57.82,1,159,44110.06,0,2123757334.15,0,COPERNICUS_C3S_INDICATORS,2024-05-11
2016,NL,RO5,LANDSLIDE,0.2506,0.948,751861,4162612679.9,0.6643,0.4114,49703234.49,80.05,1,114,3350.66,1,2557290871.66,0,NATIONAL_RISK_ASSESSMENT,2024-05-31
2017,SI,SK78,STORM_WIND,0.0852,0.3539,739414,47681925401.29,0.6408,0.8177,50874851.53,64.95,1,211,29446.74,0,991023353.99,0,REGIONAL_RESILIENCE_REPORT,2024-12-20
2018,BG,LU87,WILDFIRE,0.1068,0.1661,740348,18417764148.88,0.7237,0.4263,16253125.66,43.54,0,163,20384.75,1,1853235955.1,0,EEA_CLIMATE_ADAPTATION_DB,2025-12-14
2019,EE,SE941,DROUGHT,0.3318,0.297,790678,49441082139.79,0.2007,0.8418,50970073.78,78.82,0,35,29306.32,0,290813573.19,0,COPERNICUS_C3S_INDICATORS,2025-06-30
2020,HU,FI618,FLOOD_COASTAL,0.3752,0.3864,726196,31546084302.35,0.4792,0.944,37041910.03,26.47,1,1,83153.07,1,340420171.75,0,NATIONAL_RISK_ASSESSMENT,2025-11-30
2021,LU,FI7,FLOOD_RIVER,0.5537,0.7541,735033,46126459613.93,0.6761,0.8094,871790277.94,72.77,1,155,62067.53,0,1073467391.67,0,REGIONAL_RESILIENCE_REPORT,2025-09-30
2022,RO,FR316,HEATWAVE,0.8149,0.5533,743669,56560781519.29,0.373,0.6639,543312247.1,76.83,1,130,18349.03,1,2120714637.43,0,EEA_CLIMATE_ADAPTATION_DB,2025-01-06
2023,AT,PL94,COLD_SPELL,0.6633,0.4603,763280,43601221817.22,0.85,0.2108,134345298.0,55.07,1,213,18383.19,1,2236453198.59,0,COPERNICUS_C3S_INDICATORS,2025-05-18
2024,CZ,BG6,LANDSLIDE,0.4596,0.2992,782828,56760595595.82,0.2859,0.9758,40663848.31,15.93,0,4,30444.31,0,2057466848.01,0,NATIONAL_RISK_ASSESSMENT,2024-12-24
2025,DE,HR56,STORM_WIND,0.597,0.2433,739714,41554463747.52,0.3387,0.4288,96021312.69,26.55,1,184,31989.3,0,478878650.75,0,REGIONAL_RESILIENCE_REPORT,2025-11-27
2005,LV,AT19,WILDFIRE,0.7595,0.9102,794163,33337232547.95,0.4653,0.8686,605919260.29,62.35,1,143,40245.62,1,2687988385.13,1,EEA_CLIMATE_ADAPTATION_DB,2024-04-24
2006,PL,HU412,DROUGHT,0.6927,0.2774,756241,12451439766.42,0.7782,0.9551,115429146.94,17.7,1,103,50512.41,0,156468160.78,0,COPERNICUS_C3S_INDICATORS,2024-03-31
2007,ES,LV28,FLOOD_COASTAL,0.0681,0.4664,748307,6629719190.94,0.1902,0.2789,3041224.76,59.63,1,140,28637.28,1,1862303222.29,0,NATIONAL_RISK_ASSESSMENT,2024-07-23
2008,HR,ES11,FLOOD_RIVER,0.1777,0.4581,732939,19286850588.76,0.3976,0.6004,14213739.53,27.62,1,22,74759.61,0,1935824275.81,0,REGIONAL_RESILIENCE_REPORT,2024-08-25
2009,FI,DK477,HEATWAVE,0.3506,0.7317,741122,58248760566.47,0.2869,0.3671,180683227.24,61.88,0,94,88474.34,1,247888567.54,0,EEA_CLIMATE_ADAPTATION_DB,2025-12-12
2010,IE,GR119,COLD_SPELL,0.5928,0.7666,762850,3445058894.29,0.6399,0.7786,34082642.63,54.2,1,134,76260.14,0,182397514.29,0,COPERNICUS_C3S_INDICATORS,2024-12-13
2011,MT,FI3,LANDSLIDE,0.6744,0.5891,795677,41038903179.19,0.8245,0.894,166450464.11,66.87,0,55,25908.96,1,1814721105.59,0,NATIONAL_RISK_ASSESSMENT,2024-10-03
2012,SK,MT93,STORM_WIND,0.854,0.2068,760636,56431704679.86,0.3957,0.6488,110102383.41,32.92,1,63,64711.18,1,2756033762.26,0,REGIONAL_RESILIENCE_REPORT,2024-01-05
2013,BE,SI28,WILDFIRE,0.4141,0.6183,769729,40744990731.35,0.6076,0.1661,417269518.41,71.29,1,11,46390.69,1,1134092828.86,0,EEA_CLIMATE_ADAPTATION_DB,2024-06-27
2014,DK,ES16,DROUGHT,0.1437,0.3464,728694,55572616557.69,0.8385,0.3437,37044226.02,69.93,1,48,76197.06,1,2508194691.2,0,COPERNICUS_C3S_INDICATORS,2024-02-15
2015,GR,SE5,FLOOD_COASTAL,0.2361,0.7923,781042,59217597497.41,0.2481,0.4031,102684751.08,81.65,1,155,71300.08,1,1356439401.64,0,NATIONAL_RISK_ASSESSMENT,2024-10-04
2016,LT,LU404,FLOOD_RIVER,0.7659,0.6349,793563,24265573568.9,0.7143,0.368,280543346.41,23.57,0,62,43114.63,1,757135614.67,0,REGIONAL_RESILIENCE_REPORT,2024-04-25
2017,PT,CZ403,HEATWAVE,0.2941,0.8501,799625,41766771832.32,0.2633,0.2817,199998697.35,49.67,1,192,14266.14,1,182913497.14,0,EEA_CLIMATE_ADAPTATION_DB,2024-02-04
2018,SE,SK29,COLD_SPELL,0.2662,0.1773,775353,23588166347.02,0.2355,0.8247,19404718.68,72.57,1,80,20095.26,0,3033479546.3,0,COPERNICUS_C3S_INDICATORS,2025-01-09
2019,CY,PL362,LANDSLIDE,0.667,0.2166,783960,15658029626.48,0.8206,0.2729,62223194.56,69.44,0,27,32953.72,0,1419125037.52,0,NATIONAL_RISK_ASSESSMENT,2024-10-25
2020,FR,SE79,STORM_WIND,0.5052,0.1128,747212,52181911700.63,0.1785,0.6526,35055563.59,84.8,0,185,817.78,0,970832507.68,0,REGIONAL_RESILIENCE_REPORT,2025-03-11
2021,IT,BE85,WILDFIRE,0.2905,0.6147,753138,39364438159.96,0.3612,0.4977,57470050.1,62.45,1,206,16497.3,0,1901882298.83,0,EEA_CLIMATE_ADAPTATION_DB,2025-07-26
2022,NL,HU46,DROUGHT,0.8924,0.897,790234,42300573999.96,0.6875,0.9223,1092265923.51,57.63,1,212,18519.16,0,1129421661.87,0,COPERNICUS_C3S_INDICATORS,2025-11-20
2023,SI,SI35,FLOOD_COASTAL,0.0952,0.9076,753897,36610603848.46,0.3585,0.51,83345715.08,50.7,1,187,57637.04,1,2179991231.6,0,NATIONAL_RISK_ASSESSMENT,2024-02-17
2024,BG,SE26,FLOOD_RIVER,0.8358,0.4956,747516,20429188687.72,0.3545,0.6575,152871796.98,46.07,1,80,19098.36,1,1896977570.32,0,REGIONAL_RESILIENCE_REPORT,2024-12-20
2025,EE,LT56,HEATWAVE,0.5015,0.5125,787020,73795409122.2,0.5286,0.2737,113782504.33,51.66,1,101,36146.95,1,1675565945.15,0,EEA_CLIMATE_ADAPTATION_DB,2025-08-26
2005,HU,DK350,COLD_SPELL,0.7459,0.4057,787220,34716015045.44,0.3273,0.6842,150472923.98,32.97,1,231,28245.08,1,3291625756.0,0,COPERNICUS_C3S_INDICATORS,2024-02-03
2006,LU,CY62,LANDSLIDE,0.7285,0.9654,796178,32852717277.1,0.1884,0.742,261812925.08,58.26,0,57,1003.28,0,2551934038.13,0,NATIONAL_RISK_ASSESSMENT,2025-08-07
2007,RO,HR6,STORM_WIND,0.1022,0.5489,749886,15184032820.4,0.3616,0.7408,13091163.21,8.36,1,163,47118.3,1,356758011.63,0,REGIONAL_RESILIENCE_REPORT,2025-12-19
2008,AT,CY307,WILDFIRE,0.2733,0.4289,753977,16647404393.17,0.4368,0.159,59628599.32,16.15,0,65,69181.6,1,1346070602.35,0,EEA_CLIMATE_ADAPTATION_DB,2024-11-18
2009,CZ,LV693,DROUGHT,0.452,0.3165,737430,2340264538.03,0.7483,0.1897,7628177.63,31.29,1,205,29814.53,1,4272592446.56,0,COPERNICUS_C3S_INDICATORS,2024-02-09
2010,DE,DK49,FLOOD_COASTAL,0.6196,0.5984,775701,5436411732.28,0.5748,0.7101,60367777.61,50.08,0,214,77675.57,0,1740508757.74,0,NATIONAL_RISK_ASSESSMENT,2025-12-14
2011,LV,LV3,FLOOD_RIVER,0.1056,0.9357,734262,31254968787.53,0.2761,0.7183,49418667.32,31.82,1,90,59543.76,0,128930534.3,0,REGIONAL_RESILIENCE_REPORT,2024-12-29
2012,PL,FI551,HEATWAVE,0.389,0.1147,757776,11678648731.19,0.1185,0.8982,2525642.86,62.18,1,6,59161.17,0,862569664.11,0,EEA_CLIMATE_ADAPTATION_DB,2025-11-09
2013,ES,PT71,COLD_SPELL,0.1966,0.4497,741170,35051621140.81,0.2888,0.6575,34425954.83,66.34,1,42,17340.9,1,427895591.79,0,COPERNICUS_C3S_INDICATORS,2024-11-07
2014,HR,LV489,LANDSLIDE,0.3298,0.1866,785883,41484122740.95,0.562,0.5885,110253918.54,22.45,1,202,21725.85,1,1405190796.33,0,NATIONAL_RISK_ASSESSMENT,2024-02-03
2015,FI,CY300,STORM_WIND,0.9106,0.1788,795378,33983484169.63,0.5491,0.8302,198557204.21,78.31,0,78,42053.51,1,51745384.18,0,REGIONAL_RESILIENCE_REPORT,2025-07-18
2016,IE,LT15,WILDFIRE,0.3114,0.3996,740798,15123665499.8,0.8875,0.3191,132799151.6,63.95,1,156,69631.98,1,805650422.44,0,EEA_CLIMATE_ADAPTATION_DB,2024-05-19
2017,MT,CZ904,DROUGHT,0.4764,0.5568,756136,12584252747.47,0.1763,0.778,36073137.59,28.04,0,201,26932.14,0,1777665032.53,0,COPERNICUS_C3S_INDICATORS,2026-02-03
2018,SK,CZ255,FLOOD_COASTAL,0.5873,0.148,736029,48996501019.83,0.4416,0.8841,121911594.1,80.38,0,24,14675.53,0,2799003065.54,0,NATIONAL_RISK_ASSESSMENT,2025-01-24
2019,BE,IT91,FLOOD_RIVER,0.6137,0.1253,742448,56652570832.81,0.2316,0.4002,37476638.94,82.7,1,86,88758.4,0,2730767568.63,0,REGIONAL_RESILIENCE_REPORT,2024-04-14
2020,DK,FI622,HEATWAVE,0.5379,0.4642,805308,1757994998.53,0.5454,0.3865,5022274.86,76.43,0,46,17417.51,0,229349728.81,0,EEA_CLIMATE_ADAPTATION_DB,2024-01-13
2021,GR,FR28,COLD_SPELL,0.6989,0.8054,754628,1233835679.42,0.1461,0.4368,7538820.97,13.61,0,123,54655.83,1,1945693036.18,0,COPERNICUS_C3S_INDICATORS,2024-11-24
2022,LT,FR732,LANDSLIDE,0.7643,0.9048,778154,54897315823.17,0.2394,0.7459,100083365.6,53.14,0,220,10632.64,0,3435875787.62,0,NATIONAL_RISK_ASSESSMENT,2025-11-16
2023,PT,HR41,STORM_WIND,0.1294,0.9236,810289,28047823461.11,0.7577,0.6425,185234735.92,21.32,1,108,47666.85,0,1667230187.7,0,REGIONAL_RESILIENCE_REPORT,2025-08-10
2024,SE,IE53,WILDFIRE,0.4414,0.5767,794684,16194543116.59,0.1406,0.8944,19109394.0,31.89,0,115,46167.04,0,1383095937.27,0,EEA_CLIMATE_ADAPTATION_DB,2024-10-31
2025,CY,GR831,DROUGHT,0.8507,0.8289,762183,43409852531.47,0.6232,0.3853,992378355.0,8.93,0,127,42175.06,0,2241037756.19,1,COPERNICUS_C3S_INDICATORS,2024-03-03
2005,FR,CZ8,FLOOD_COASTAL,0.2131,0.4088,762850,67652230029.69,0.2993,0.9365,59686329.24,54.51,1,168,90436.94,0,2138683739.84,0,NATIONAL_RISK_ASSESSMENT,2024-07-06
2006,IT,LV40,FLOOD_RIVER,0.7715,0.3863,810756,7742304145.88,0.6289,0.694,106511768.24,52.24,0,157,50427.6,0,528842957.02,0,REGIONAL_RESILIENCE_REPORT,2024-07-28
2007,NL,CY57,HEATWAVE,0.6031,0.4521,782454,38860104544.68,0.8552,0.4381,226371506.24,16.48,1,171,26541.63,1,526010485.39,0,EEA_CLIMATE_ADAPTATION_DB,2025-06-29
2008,SI,CZ2,COLD_SPELL,0.1116,0.7236,742726,27101029797.87,0.6151,0.8375,13577843.81,45.5,0,208,15540.57,0,291364732.15,0,COPERNICUS_C3S_INDICATORS,2024-06-04
2009,BG,GR80,LANDSLIDE,0.5528,0.9411,769926,68395041151.74,0.3089,0.715,645797981.06,51.06,1,158,46197.12,0,1126655047.13,0,NATIONAL_RISK_ASSESSMENT,2025-10-11
2010,EE,IE953,STORM_WIND,0.8789,0.874,764895,49679669743.02,0.1566,0.1422,339032657.51,80.71,0,5,48286.07,0,1397500981.72,0,REGIONAL_RESILIENCE_REPORT,2024-01-14
2011,HU,GR8,WILDFIRE,0.1443,0.2453,784225,18664930050.35,0.2013,0.8187,4053479.86,19.64,1,211,33822.2,0,1257374441.52,0,EEA_CLIMATE_ADAPTATION_DB,2024-12-11
2012,LU,IT38,DROUGHT,0.8823,0.9031,769399,19042307875.41,0.5042,0.6255,441017294.66,56.72,0,193,54216.66,0,59221368.77,0,COPERNICUS_C3S_INDICATORS,2024-11-20
2013,RO,BE77,FLOOD_COASTAL,0.1775,0.448,817501,41598890503.48,0.3244,0.4437,24654403.44,56.42,0,220,89619.79,1,1733372353.88,0,NATIONAL_RISK_ASSESSMENT,2025-03-21
2014,AT,FR44,FLOOD_RIVER,0.6489,0.429,754715,30646174903.21,0.4922,0.6592,169456787.36,55.45,1,55,73440.66,1,1870939863.79,0,REGIONAL_RESILIENCE_REPORT,2025-05-07
2015,CZ,PT3,HEATWAVE,0.4615,0.1198,756114,49236315502.68,0.82,0.8492,173043857.19,11.97,1,61,93622.36,1,2021226625.26,0,EEA_CLIMATE_ADAPTATION_DB,2025-06-01
2016,DE,NL3,COLD_SPELL,0.2137,0.1685,790261,24588777997.54,0.4225,0.2966,7132016.36,78.68,1,121,36297.57,0,2559809467.65,0,COPERNICUS_C3S_INDICATORS,2024-03-02
2017,LV,LU31,LANDSLIDE,0.3801,0.5645,812814,64293357292.09,0.8262,0.6309,850895247.56,70.4,1,92,55148.85,1,1647951245.51,0,NATIONAL_RISK_ASSESSMENT,2025-09-01
2018,PL,IE496,STORM_WIND,0.5665,0.1354,799508,11837809878.8,0.5327,0.7298,36889598.08,64.27,0,60,17352.81,1,721099059.83,0,REGIONAL_RESILIENCE_REPORT,2025-04-28
2019,ES,LV485,WILDFIRE,0.3288,0.3286,769224,36357341954.04,0.3467,0.3376,38641299.12,68.35,0,123,69967.04,0,4007051642.49,0,EEA_CLIMATE_ADAPTATION_DB,2025-04-21
2020,HR,AT20,DROUGHT,0.7456,0.9663,818181,33037882153.0,0.5609,0.1704,440838394.96,5.38,1,66,20394.5,0,993635952.7,1,COPERNICUS_C3S_INDICATORS,2025-06-07
2021,FI,LV825,FLOOD_COASTAL,0.7054,0.6599,751252,23754944089.82,0.924,0.6011,253769436.19,28.25,1,29,37197.65,1,1763740703.41,0,NATIONAL_RISK_ASSESSMENT,2025-05-09
2022,IE,BE1,FLOOD_RIVER,0.8598,0.8119,770381,41312635944.6,0.1278,0.4574,166384723.38,10.19,1,143,14658.6,0,2105875059.21,0,REGIONAL_RESILIENCE_REPORT,2024-01-30
