house_rent_rent_month,house_rent_building_id_hash,house_rent_unit_bedroom_count,house_rent_asking_rent_inr,house_rent_effective_rent_inr,house_rent_rent_concession_weeks,house_rent_vacancy_rate_building,house_rent_lease_term_months,house_rent_tenant_income_requirement,house_rent_rent_to_income_ratio,house_rent_utility_included_flag,house_rent_pet_fee_inr,house_rent_application_fee_inr,house_rent_security_deposit_inr,house_rent_eviction_filing_rate,house_rent_rent_control_coverage_flag,house_rent_affordability_target_ami,house_rent_subsidy_waitlist_length,house_rent_move_in_incentive_flag,house_rent_renter_turnover_rate
2019-12,BLDG-42bd9e04395b,2,179715,162275,1,3.14,12,2.52,40.54,N,20876,3724,101172,6.851,N,127.0,17980,Y,33.01
2023-09,BLDG-46c425a6cd9d,4,150578,131340,5,9.9,9,4.56,14.7,Y,2314,2468,258864,2.554,Y,190.5,37911,Y,47.92
2024-08,BLDG-0aed5bb4f239,1,139342,125654,0,16.7,36,4.21,19.91,N,11749,3052,27151,2.963,Y,48.5,15087,N,32.36
2024-02,BLDG-8b9080b6588e,0,22975,23234,0,15.22,24,2.18,20.35,N,21036,3699,127621,5.834,N,153.3,25294,Y,29.56
2022-05,BLDG-f8fa7ab39e64,5,37082,35586,2,16.11,12,3.61,47.15,N,23234,5680,338185,7.938,N,117.2,41782,N,38.78
2021-06,BLDG-ab27fb944ecb,3,142682,139167,0,1.38,24,4.34,41.94,Y,11758,3300,35546,1.288,N,113.0,8484,N,40.95
2024-08,BLDG-e4a9eff08176,0,27109,23061,6,26.73,12,4.47,26.56,Y,23324,5868,64867,4.65,Y,172.2,12913,N,22.75
2019-01,BLDG-8f15c448e589,1,51115,51072,7,14.1,3,2.66,10.92,Y,3880,293,346489,4.058,Y,171.0,19954,Y,11.02
2025-01,BLDG-f01fd7daaee6,3,68094,66247,3,19.86,3,1.92,15.38,N,2497,4605,182265,6.373,N,59.5,16207,Y,21.32
2021-06,BLDG-64d09126daf2,2,66073,67357,4,7.49,9,2.97,41.68,Y,17663,3494,333682,5.996,Y,151.4,42411,Y,10.02
2023-01,BLDG-e6d6b07f74cf,0,46784,43603,0,23.11,24,4.73,54.61,N,12013,5288,99866,0.402,N,157.8,24249,N,27.36
2025-10,BLDG-75c162f3df74,0,178015,181515,3,5.27,12,4.37,42.61,N,4900,697,202726,4.461,N,37.5,6274,Y,59.21
2021-01,BLDG-96fa3864ef35,3,159940,139617,4,24.99,9,4.53,19.75,N,15224,4654,78689,4.819,Y,180.9,40389,N,4.28
2019-05,BLDG-33e261dc204b,0,7001,6706,6,4.9,6,3.37,10.33,N,21870,5760,137553,1.787,Y,39.8,29205,Y,1.3
2021-05,BLDG-eb0eb3c82868,0,66085,62495,8,24.75,9,2.71,21.64,N,2425,4787,243286,1.802,Y,177.9,39846,N,19.76
2022-12,BLDG-527fcbabaedb,3,123953,113586,5,11.37,9,1.87,12.24,N,6918,2666,244617,6.847,N,122.8,39397,Y,30.05
2020-01,BLDG-7156695e4bd8,3,25298,25723,3,18.34,36,2.88,19.42,Y,10542,5087,312723,1.347,N,102.2,35882,Y,39.39
2021-11,BLDG-5b8c7fa2e96a,3,152548,145342,1,10.34,6,4.72,31.24,Y,15885,4607,99024,3.042,N,100.3,28921,N,52.72
2023-04,BLDG-f3ea7aeb15bc,1,91550,78603,4,26.05,9,2.24,30.15,N,24932,1412,205967,3.468,Y,84.4,18086,Y,16.08
2025-03,BLDG-6de2f9ee6ad6,0,133691,130372,6,0.51,9,2.14,46.41,Y,22286,5869,229284,7.403,Y,87.4,41216,N,27.97
2021-10,BLDG-e9fd5bb4f8c0,0,61194,61538,7,4.96,24,3.63,47.68,N,17143,3672,285971,1.215,Y,198.8,17526,Y,13.36
2019-12,BLDG-277ca794120a,3,102492,102794,8,7.11,6,3.19,9.99,Y,2690,3754,135180,7.312,N,56.1,3488,N,11.26
2020-06,BLDG-daf1c003687a,2,90257,80684,0,14.08,24,4.37,8.78,N,22436,87,290565,5.315,Y,196.5,5345,Y,43.53
2024-07,BLDG-ba7e2c08c0d8,0,27043,26402,2,18.23,6,4.29,24.93,N,9186,176,218445,3.077,Y,51.2,15860,N,55.26
2022-03,BLDG-154481375eb1,3,85059,86426,3,12.42,3,4.99,50.45,Y,9069,227,307306,7.995,Y,147.7,12585,Y,33.13
2019-10,BLDG-49ff77dab428,5,95212,92833,4,24.6,9,2.57,36.6,N,17142,1886,164469,2.408,N,65.3,8763,N,22.84
2022-08,BLDG-d4b76505bbfd,0,142510,130741,2,0.44,12,2.03,25.12,N,18601,1057,156208,5.856,Y,41.4,6229,Y,2.92
2023-10,BLDG-10b7d5cf04f1,4,122683,116006,7,1.13,9,2.22,12.61,N,13566,5453,151631,2.577,N,148.1,10690,Y,54.98
2021-04,BLDG-9583f55d5d8c,5,133427,128087,5,17.73,9,2.33,15.23,Y,3645,4720,129622,6.262,N,57.0,38268,N,16.63
2023-11,BLDG-583f1d92f0a9,1,72476,70206,7,2.88,36,3.74,21.35,Y,7350,2212,63303,4.853,Y,62.6,25961,Y,27.76
2023-10,BLDG-c0b606e75c3a,3,32139,28218,8,8.01,24,4.48,18.39,Y,3150,5399,20406,5.423,Y,179.3,6114,N,24.91
2022-07,BLDG-1f3ebab9a7a6,5,82724,82109,6,24.44,9,3.66,37.71,N,8803,1757,192022,7.703,N,156.3,22640,N,56.01
2023-03,BLDG-53e6d2ce69d4,3,171715,159891,8,9.03,11,3.16,21.75,N,24481,5823,194060,5.227,Y,112.1,37480,Y,9.73
2024-11,BLDG-4b29a153376d,4,124364,112718,7,2.36,12,3.8,37.71,N,569,4627,157552,2.406,Y,55.9,28554,N,50.67
2022-05,BLDG-d8fee3329944,2,135163,125780,5,25.87,3,3.33,31.52,Y,9849,2787,62111,2.663,N,111.3,35224,N,29.91
2023-07,BLDG-2004aab6930b,3,25761,24115,2,27.14,6,3.67,18.5,Y,3913,3517,216066,4.431,N,146.3,11734,N,4.72
2019-12,BLDG-020d64f4f564,0,21917,21287,3,16.73,3,3.21,33.16,N,14566,1981,73631,6.9,N,50.3,9799,Y,26.65
2020-07,BLDG-e5a000f393a6,0,49898,50768,1,13.61,11,3.52,36.04,N,21958,856,307782,7.266,Y,166.9,40537,N,59.38
2021-12,BLDG-396b42915902,5,80594,70502,2,26.24,6,2.01,24.11,N,13779,2997,254405,3.208,Y,39.7,17355,Y,62.38
2020-05,BLDG-a361764b9a51,0,158729,138789,0,7.61,6,4.59,53.29,N,11402,1206,29710,2.82,N,108.8,17242,N,10.08
2024-09,BLDG-e78b7f96309a,4,35445,31031,3,6.01,12,2.99,29.11,N,12560,2763,57610,7.033,N,157.1,36809,Y,48.9
2023-04,BLDG-96d2cf316b2f,4,161090,149678,8,3.5,9,4.4,11.6,Y,19471,2106,118908,2.34,N,128.8,30907,N,43.76
2021-04,BLDG-3f4795b98051,0,142036,142938,4,23.87,3,2.98,44.06,N,17245,526,159006,6.645,N,122.0,42197,Y,54.23
2020-01,BLDG-d7e02bdaaaee,4,141290,143025,4,22.91,12,3.61,34.32,N,10828,1636,189511,6.722,Y,145.4,39870,Y,1.66
2022-08,BLDG-649ae86293eb,3,142331,135414,0,20.42,9,3.32,49.99,Y,20513,512,151739,4.649,Y,128.7,8468,Y,2.15
2024-03,BLDG-28229009becd,1,28451,24648,5,15.52,24,3.04,50.25,Y,4558,3033,40698,1.559,N,41.8,12123,Y,44.1
2022-03,BLDG-d3fe7f51bc00,1,125509,125008,8,9.64,11,2.0,25.46,Y,12038,1058,322118,2.743,N,114.1,42399,N,31.0
2020-10,BLDG-70d5e983adae,5,93432,80552,8,11.76,9,2.31,26.08,Y,8375,4911,349091,4.202,Y,44.4,33613,N,57.89
2024-05,BLDG-e22b48e2afa5,3,177280,156178,4,2.05,12,2.32,25.42,N,16194,723,240776,5.44,N,154.7,39808,Y,15.33
2020-06,BLDG-d1f1ef0817e1,0,163256,150086,6,3.46,12,3.21,9.65,N,18894,2437,253228,1.169,Y,136.1,7035,Y,21.11
2023-06,BLDG-a20aa0b4218e,0,92907,85991,0,4.57,12,3.35,17.4,N,20629,946,5439,2.32,Y,92.6,9294,N,6.82
2021-07,BLDG-e26625e7d79a,2,75299,65602,0,16.88,11,4.26,47.39,Y,3760,4234,269132,7.476,Y,70.9,28506,Y,35.53
2022-04,BLDG-3ac873f546b6,5,95467,88733,5,4.32,6,3.35,19.91,N,150,852,158013,2.967,Y,53.7,9330,Y,36.43
2024-10,BLDG-37ea211dd1ed,2,171967,166817,7,8.3,12,2.67,44.19,N,18848,3436,107412,6.191,N,98.8,36387,Y,4.36
2025-04,BLDG-0879e10a6dc0,0,57437,58448,6,24.74,11,4.06,51.71,N,18652,41,273176,5.404,N,64.2,42742,N,34.59
2024-09,BLDG-a5eec10a9c39,5,95964,85937,3,20.44,24,3.85,38.34,Y,15998,3864,21709,2.618,N,67.0,571,N,37.27
2021-04,BLDG-ce830d44a810,1,26325,25635,5,5.76,36,3.24,46.29,N,16086,843,145216,6.98,Y,102.6,38157,Y,52.65
2020-09,BLDG-66007e2f7988,4,141610,141018,4,10.94,12,4.92,13.11,Y,21198,2749,319738,0.177,Y,61.7,19631,N,32.86
2025-11,BLDG-afd65c0555e5,0,178122,177175,5,2.06,12,2.07,38.21,Y,2934,884,209016,0.126,Y,49.6,26498,N,9.62
2019-01,BLDG-075af007ac4c,1,76858,69541,0,14.83,9,2.3,33.44,N,17444,3786,336896,5.254,Y,119.9,39191,Y,57.11
2023-05,BLDG-b00cbba5c373,4,64642,65923,7,10.13,24,4.81,35.48,Y,8945,127,313677,3.364,Y,137.4,9276,N,39.93
2022-10,BLDG-5d756fa80764,2,138215,136333,1,15.21,11,3.83,21.09,N,18351,4653,30405,3.153,Y,165.3,42611,N,55.15
2025-06,BLDG-72fc0ca24bef,0,51553,52357,4,15.34,36,2.45,11.12,Y,7260,2611,301218,4.698,N,63.0,14479,Y,41.07
2025-11,BLDG-06e371272d22,5,144531,131855,7,7.48,6,3.55,47.98,Y,20704,3865,162259,4.376,N,129.3,5824,Y,38.98
2020-09,BLDG-f22d5f807e49,5,175411,154609,8,23.96,3,4.68,9.02,N,17462,4070,303436,6.952,N,99.7,28043,Y,16.55
2024-05,BLDG-d5a850272b8c,0,14437,13092,3,23.81,9,3.14,46.02,N,4626,5252,342788,0.179,N,193.0,25007,N,12.3
2025-05,BLDG-264c71bb84a1,2,147403,149690,8,22.31,36,2.86,22.83,Y,11832,4541,355060,5.921,Y,133.9,13730,N,48.84
2025-06,BLDG-89ed3fb9b11f,0,63680,56763,3,13.2,36,4.11,20.31,Y,8777,4249,181390,6.804,N,92.7,18598,N,38.56
2023-05,BLDG-cbd8a3e78777,2,13131,12845,7,0.56,12,2.61,46.53,Y,10279,2340,319691,5.662,N,193.2,42927,N,32.08
2024-06,BLDG-2e3220605319,4,69744,61918,1,12.9,6,2.89,42.11,N,23627,2015,38121,6.796,Y,67.2,15555,N,26.99
2022-10,BLDG-4224a2d59d0a,5,89036,86655,1,1.71,6,2.1,29.48,N,6061,2105,352564,2.27,N,98.1,6045,N,0.06
2020-09,BLDG-22343a174ba1,1,42802,38093,0,20.57,36,2.73,17.72,N,3114,5571,343292,3.527,N,67.0,33643,N,8.74
2023-01,BLDG-998bc786f4d1,4,50301,45744,3,4.69,3,4.89,31.32,N,2699,4252,114554,2.921,Y,81.2,33409,N,60.14
2024-11,BLDG-ac674934b6c5,0,66027,66708,7,9.48,6,3.49,26.46,Y,8434,1218,334008,6.168,Y,197.9,43017,Y,3.26
2020-08,BLDG-703ee36bd590,2,37028,37689,0,4.4,9,4.27,28.58,N,12635,2115,96032,1.357,Y,130.9,36095,Y,64.17
2021-01,BLDG-c69f64ffbecb,1,33270,31173,8,27.94,6,4.08,48.97,Y,20901,5022,162880,4.003,N,187.1,43697,N,49.66
2025-11,BLDG-99d99240b81e,5,26481,23844,4,6.7,11,3.1,25.88,Y,16135,4285,63436,3.586,Y,43.1,6303,N,7.11
2019-01,BLDG-4bd3fe878e0f,3,163487,157173,6,18.79,36,4.23,30.65,Y,21993,3774,270015,3.843,N,177.7,26894,N,2.27
2020-02,BLDG-5ab05fee344d,2,125760,124450,7,21.57,24,4.81,30.2,Y,9779,2025,359009,7.536,Y,46.9,16788,N,1.56
2023-06,BLDG-1fbc94ddaf4c,4,114022,114139,8,23.95,9,3.28,40.2,N,21437,4783,204750,0.102,Y,53.2,4092,Y,16.18
2020-12,BLDG-92170306f93e,3,12286,12286,5,17.51,3,3.22,32.33,Y,19851,961,49566,4.784,N,195.5,35127,N,34.38
2023-03,BLDG-c64cbf583cba,1,29330,26802,6,4.57,12,2.13,41.54,Y,23664,4822,68567,3.409,Y,94.0,29635,Y,14.05
2023-09,BLDG-ee01cf7546d0,1,114470,113792,7,8.42,12,2.17,16.99,N,7441,2018,334170,5.383,N,189.2,25594,Y,44.42
2023-05,BLDG-599794e6e684,5,104887,93492,8,8.49,12,3.33,20.81,N,8768,5304,344683,1.513,Y,31.6,23467,N,22.79
2024-05,BLDG-d78f34d37fcf,5,113302,114680,2,21.58,24,4.93,36.51,N,20392,4736,158239,6.188,Y,144.2,26688,N,28.62
2023-03,BLDG-76daeca8da10,2,119355,120612,6,18.04,6,4.23,32.0,N,21148,5147,209136,0.878,Y,101.2,19655,Y,36.43
2021-11,BLDG-a3c16b62f5c8,3,170842,162162,3,22.25,3,3.57,49.05,N,12606,3088,301146,3.803,Y,141.5,34287,N,20.18
2023-10,BLDG-36fc66f7e1aa,2,167348,151436,8,24.51,3,4.96,41.06,N,21564,520,312240,3.025,N,101.8,9658,N,50.6
2024-09,BLDG-003a81584338,0,92122,91968,3,24.31,3,2.0,42.95,Y,21105,4064,305038,6.402,N,140.9,15971,Y,0.03
2023-05,BLDG-3a1723b33834,1,178782,180328,8,25.19,11,1.98,31.55,N,15661,1103,318834,6.012,Y,173.7,27377,Y,3.08
2023-04,BLDG-366ee6e24e00,2,88477,75730,7,15.6,6,4.56,36.57,N,3385,4281,202973,6.973,N,116.4,36437,N,4.09
2025-09,BLDG-730f074bf80a,1,117120,119322,7,5.42,24,2.57,34.72,Y,11613,5971,28207,0.006,Y,34.8,35664,N,28.53
2021-04,BLDG-bf77f077fcf8,5,88072,85926,1,18.38,6,3.03,31.53,Y,22941,1854,88508,1.16,N,188.0,16512,Y,12.21
2021-01,BLDG-a1fa018b9de6,5,136351,123856,6,17.61,3,4.81,13.03,N,2512,1829,279738,3.566,Y,148.1,32362,Y,33.27
2023-02,BLDG-f7a7e26d56b9,3,15524,14275,3,17.1,36,4.81,46.03,Y,4087,5052,76862,3.234,N,48.1,35106,Y,47.28
2021-11,BLDG-dbcc2903216b,4,106178,99966,6,1.7,24,3.61,13.13,N,7838,2781,169624,4.126,Y,132.5,4361,N,37.59
2024-06,BLDG-34f5f2d46d77,4,5791,5432,3,8.87,24,2.18,34.48,N,16354,3529,38240,6.052,Y,174.2,42497,Y,54.33
2023-07,BLDG-9d6370a43d14,4,48286,43799,3,23.53,24,3.15,11.54,Y,24319,526,138075,4.095,N,170.7,8181,N,12.95
2023-11,BLDG-8636d1e541cb,1,163731,149369,7,3.65,9,3.84,41.84,Y,1289,3052,146134,7.865,Y,60.9,30023,N,7.62
2023-11,BLDG-d3ab4f940023,2,60419,60681,5,11.28,24,1.94,43.46,Y,23880,2856,339128,5.211,N,38.3,30351,N,58.44
2024-10,BLDG-b1c275d24c9a,5,70186,67211,0,17.51,11,2.12,18.5,Y,8728,235,239159,6.314,Y,155.6,31897,Y,22.53
2022-04,BLDG-c7fe90bb03b8,1,117425,109152,6,7.24,24,3.47,39.97,Y,11710,5253,175729,5.718,N,152.9,10,Y,53.76
2019-03,BLDG-f806aa96c1ac,5,46087,42997,6,21.42,11,3.34,29.27,Y,11897,3755,89746,2.108,Y,186.3,34005,Y,64.35
2023-12,BLDG-9f11bb6617ea,5,119314,110361,7,21.64,36,4.17,48.49,N,23171,4026,326830,0.458,Y,79.4,41140,N,13.18
2020-03,BLDG-32c332067f6b,5,22193,22631,7,12.09,24,4.87,41.25,Y,7434,538,298160,0.472,N,182.5,7787,Y,3.61
2021-03,BLDG-0673dae772c1,2,17892,17521,3,8.46,3,4.58,48.96,N,1095,5234,339716,4.534,N,133.0,15149,N,5.52
2020-01,BLDG-eca67c81fbfc,4,27581,26927,1,1.22,9,4.9,26.99,N,6339,4363,73402,2.321,Y,92.2,33788,Y,45.5
2022-12,BLDG-5339c3fa3839,0,62149,55940,7,14.76,6,3.45,25.06,N,15937,2783,234037,6.166,Y,114.1,6511,N,50.8
2021-12,BLDG-7fc8c467a543,2,126943,124863,0,8.92,6,3.48,30.92,Y,20055,981,170717,2.52,Y,185.5,15082,N,6.88
2025-04,BLDG-8b70299f04bc,4,11544,11290,3,20.26,36,3.18,27.2,N,20031,946,120940,7.632,Y,141.3,4596,N,54.89
2021-02,BLDG-296f5bba9394,4,109723,109698,5,5.63,3,4.72,42.95,N,3986,4286,309564,1.232,N,47.8,9377,Y,4.4
2023-03,BLDG-6f3b824ba692,4,22378,21620,1,6.29,3,4.19,30.47,N,1134,4559,86461,3.22,Y,84.7,22497,Y,38.8
2023-12,BLDG-7c262dafc17c,4,113904,101624,2,0.98,9,3.48,48.31,N,24454,4631,238451,4.337,N,151.9,11899,Y,45.73
2023-12,BLDG-4a18379d6a3c,4,53342,46187,7,25.58,24,1.94,20.75,Y,15225,2237,81362,7.632,N,178.3,15785,N,24.09
2021-02,BLDG-a95136e21aa2,4,129212,112898,5,18.26,3,3.38,31.66,Y,14170,1173,76684,7.783,Y,40.3,14154,N,31.25
2022-04,BLDG-42f325836d8b,3,148577,141700,0,14.65,24,3.69,21.12,Y,24287,310,279902,7.811,N,31.7,28861,Y,52.7
2023-10,BLDG-cec428484982,5,102293,97034,2,1.51,6,2.85,38.1,N,9135,4443,238378,1.622,Y,100.9,40472,Y,39.6
2019-05,BLDG-30a1d9f5ce8f,4,109544,102035,6,17.36,12,2.82,49.97,N,24468,4822,105713,5.272,Y,36.8,4469,N,28.72
2023-05,BLDG-96c846431ac7,3,57146,50914,7,27.28,11,2.1,26.7,N,19199,3002,221509,4.491,N,50.9,19502,N,17.21
2024-02,BLDG-2974e44869de,4,177380,173093,1,2.04,3,3.92,26.24,N,13465,5987,285980,5.771,N,150.9,17952,N,42.6
2022-10,BLDG-845c2abcc9a3,3,177406,177996,7,3.37,6,2.86,47.09,Y,3240,1851,246846,4.358,Y,194.0,28031,N,0.79
2022-05,BLDG-4938c1eb39fe,2,154303,142493,3,16.57,3,2.81,52.86,Y,15539,96,198914,7.453,Y,135.7,4640,N,45.26
2020-05,BLDG-3098694a8886,1,114574,108705,1,3.73,6,2.45,22.44,N,3231,5954,175105,5.121,N,96.7,22389,N,58.25
2021-01,BLDG-eb52c40c00cb,2,92680,79779,3,2.92,3,2.89,31.58,N,18427,5122,352267,3.946,N,52.2,3076,Y,62.37
2023-10,BLDG-14366f014d3b,2,53163,47765,3,7.36,9,2.47,54.92,Y,6820,4503,287378,2.261,N,192.9,26070,N,47.65
2020-07,BLDG-6f03da01843b,5,161570,153920,3,22.38,3,2.99,53.74,N,12365,5587,188959,0.72,N,183.8,15108,N,21.23
2025-10,BLDG-2cf6869a8388,5,78972,77655,2,3.58,24,2.92,35.6,Y,14038,4697,242836,1.389,N,68.4,40776,Y,29.56
2024-01,BLDG-9b868cae0db6,2,7144,6715,3,17.08,11,2.29,10.22,N,10236,965,22733,2.494,Y,94.3,7664,N,61.09
2019-09,BLDG-684b3b27a7e5,3,64474,60168,6,23.76,12,4.52,16.91,Y,15832,3062,285709,7.575,N,49.4,27769,N,52.67
2021-08,BLDG-cef649e0ca30,0,37489,34167,8,16.13,3,4.13,40.19,N,1412,2520,326209,7.029,N,57.7,33898,N,53.16
2021-06,BLDG-f5cb9983052d,2,129420,126448,8,27.49,6,2.26,26.75,Y,13449,2070,255371,3.09,N,69.1,27280,Y,58.52
2023-05,BLDG-ad96640d21e8,1,48357,42509,2,13.72,36,2.63,27.13,Y,7543,76,38570,1.558,N,196.6,253,N,30.87
2019-01,BLDG-68199a639610,2,150742,143403,1,8.6,24,3.91,53.68,Y,13372,5893,174983,0.222,N,126.6,2647,Y,20.99
2024-05,BLDG-f740b5fe8fb1,5,77298,69900,7,4.29,24,4.86,26.21,N,243,480,278901,1.045,Y,117.0,23689,Y,4.82
2025-06,BLDG-a52fb3a90097,0,167294,168274,6,23.2,36,3.91,32.7,Y,6705,5412,146188,6.222,N,77.7,29070,Y,36.26
2022-02,BLDG-0d3a36a39f4a,1,35794,35714,5,27.9,12,4.94,8.96,N,22549,5171,220348,5.688,N,161.9,30677,N,45.47
2019-01,BLDG-00650b70f2c0,5,22170,21532,0,18.27,11,2.11,53.81,N,7415,1614,79350,5.797,N,73.3,40206,Y,23.99
2025-10,BLDG-069c92450a6a,1,82356,82053,1,14.93,9,2.67,24.2,N,10612,4442,294300,3.304,N,196.7,14394,N,40.04
2025-06,BLDG-72fd4713d272,5,71281,64858,8,18.57,9,2.6,45.53,N,6339,5346,11105,1.994,N,72.2,16491,N,26.42
2025-03,BLDG-cc719045e9df,5,60633,58223,1,16.47,11,4.47,18.32,Y,5827,5828,155480,2.895,Y,149.1,13227,N,26.59
2022-01,BLDG-2acbcd92b060,5,130725,124778,3,11.74,36,1.95,18.23,N,21476,5118,235176,5.581,N,196.2,4693,Y,52.96
2019-05,BLDG-dfe679768934,0,80031,68192,3,3.53,9,2.99,24.76,N,20068,1720,5411,2.228,N,132.0,13939,Y,6.78
2023-04,BLDG-c274b005c884,2,32692,27880,3,12.43,11,3.23,31.52,N,17293,164,146197,1.671,Y,174.6,37677,Y,56.21
2023-06,BLDG-3942f62cc37e,1,110745,94600,8,0.94,6,3.89,27.37,N,21823,1358,201015,4.887,N,153.5,27849,N,31.39
2024-06,BLDG-795708a8b0f5,4,171716,171065,0,3.53,12,3.62,40.77,N,18811,392,339137,6.476,N,107.5,20284,N,34.4
2020-01,BLDG-984bb9e2bb20,5,136189,130533,2,5.6,6,3.71,34.61,N,24325,281,222935,2.795,N,102.5,8794,Y,13.21
2025-08,BLDG-fb085f3cd89b,5,4210,3613,0,6.68,36,3.13,13.54,N,14542,5412,199361,5.045,Y,180.8,9257,Y,4.54
2024-04,BLDG-405cc076af12,3,124993,126497,5,24.35,36,3.96,18.61,N,18706,4024,256981,1.725,N,118.6,38370,N,0.09
2020-05,BLDG-68c03c27796a,0,38449,38900,4,13.27,12,2.35,17.98,N,11415,809,245962,3.173,Y,99.0,8649,Y,34.56
2024-04,BLDG-b2c79e4c8501,0,175894,168171,2,10.19,11,4.13,13.36,N,15615,5369,86470,3.112,N,174.7,5675,Y,45.9
2025-03,BLDG-e59167e49f8c,4,70036,60016,7,15.25,3,1.85,37.82,Y,17513,2634,351783,3.281,Y,175.0,44655,Y,59.19
2020-02,BLDG-6a701c1de459,5,174679,158452,3,11.94,12,3.47,42.1,N,19657,2920,114655,0.924,Y,33.0,36646,N,23.6
2023-08,BLDG-ba68153f1fc2,2,82766,83497,4,20.83,24,4.31,42.46,N,12655,3446,294481,0.875,N,181.9,33257,N,39.13
2025-06,BLDG-7e5d982aa7e9,0,88486,76174,4,9.06,24,1.89,46.17,N,22990,3070,343884,2.044,Y,158.1,33800,N,34.96
2022-04,BLDG-d157a829cf87,3,175461,159831,3,26.32,12,2.85,39.14,N,12284,2498,142783,4.979,N,59.8,40313,Y,48.43
2024-04,BLDG-fce5ce52f2ab,0,89338,79050,0,5.66,9,3.53,33.63,Y,13055,1541,18716,0.896,N,79.3,19649,Y,42.08
2020-07,BLDG-f0eb1e0a86f0,2,59254,51943,4,8.71,24,2.96,18.79,N,12591,5978,195903,7.834,N,64.8,23256,Y,36.75
2024-05,BLDG-043dfa470b61,0,140553,123968,4,21.31,3,4.03,15.89,N,14716,4488,57095,3.511,Y,54.2,12675,Y,12.54
2021-09,BLDG-c26af1ffa2b1,2,144890,135428,5,26.1,24,3.74,35.95,Y,1014,3381,118005,1.841,N,111.5,28888,Y,46.45
2024-10,BLDG-826097a9d5a8,0,91092,90598,4,10.84,3,3.29,19.44,Y,6212,3804,58462,0.253,N,59.7,11520,Y,12.67
2023-05,BLDG-88b92554b44a,3,112501,114597,8,26.34,24,4.77,14.04,N,13645,1301,235671,4.147,Y,171.0,7718,N,45.43
2019-08,BLDG-b41e7d26261f,3,142631,123330,7,21.18,3,4.32,37.62,Y,20482,1613,181377,2.337,N,147.4,23548,N,51.28
2023-01,BLDG-b039b85cea84,0,59554,57522,6,26.99,6,4.72,31.45,N,20337,4397,329314,1.23,N,183.7,13264,N,25.61
2019-01,BLDG-aedff5a6ef83,5,150632,133759,4,0.19,36,3.31,19.8,N,14520,1354,259363,3.573,N,128.9,3167,N,62.68
2025-07,BLDG-85433aa7d331,4,135200,126749,3,22.46,12,4.23,34.79,Y,11849,5710,280838,3.718,N,42.5,10244,N,10.95
2023-09,BLDG-d44dfbafda3a,2,111926,100612,6,27.85,24,2.07,28.36,Y,16698,5232,126715,0.476,Y,74.4,44138,Y,26.36
2024-12,BLDG-fb5a145de8d3,1,47366,40363,0,19.03,24,4.17,49.97,Y,22794,4759,83713,6.594,Y,46.7,28009,N,16.37
2019-05,BLDG-2c7ffae4d63f,0,90808,77865,4,14.93,9,2.22,19.55,Y,22817,5494,30235,4.843,N,91.6,27303,Y,14.37
2021-05,BLDG-2c9ef5ace475,4,46991,43233,3,22.19,9,4.61,9.17,Y,6694,2378,23254,1.202,N,174.4,36166,N,2.62
2020-12,BLDG-e66f1410666d,4,152364,139834,7,5.04,3,4.63,19.12,Y,10410,5303,225889,1.531,N,163.9,8438,Y,6.54
2019-11,BLDG-72283faccdf2,4,165136,164475,0,19.7,9,2.84,40.13,Y,22490,5782,15859,4.445,N,134.4,39807,Y,23.15
2020-10,BLDG-3f69d19aac02,1,39958,38045,7,25.18,36,4.32,34.64,N,4710,2643,147940,5.682,N,42.6,31719,N,38.74
2025-11,BLDG-890fe7d3a51c,0,132346,115750,3,8.18,9,4.85,52.51,N,5326,5747,354896,7.207,Y,88.3,42559,Y,51.78
2022-06,BLDG-452f5a8f728b,1,173217,170263,5,7.52,6,3.28,10.8,N,5885,2286,137819,1.734,Y,187.9,6796,Y,43.48
2021-09,BLDG-ed8fbae57175,2,94394,85662,7,8.48,11,2.73,9.66,N,21907,4577,252803,4.438,Y,133.4,27842,Y,44.63
2021-01,BLDG-f374ff71b970,2,165294,154182,1,5.74,24,2.02,38.84,Y,6508,2611,109572,2.843,Y,144.7,24892,Y,40.84
2024-05,BLDG-cf6a47f95c43,0,178023,157301,3,18.23,11,2.95,11.73,Y,13588,2853,113769,7.83,Y,39.8,28622,Y,39.68
2025-09,BLDG-29c0a91f21cd,4,100134,100232,3,13.3,11,3.44,13.37,N,10055,4074,175668,3.725,N,79.6,22767,Y,43.36
2020-12,BLDG-fd829c173c55,1,140749,139074,6,0.46,9,2.48,28.25,N,21425,2085,58313,6.335,Y,102.1,37629,N,57.07
2025-06,BLDG-44ac9da667d6,3,63921,62201,4,27.31,12,1.89,44.75,N,23794,1945,57203,2.126,N,39.2,4228,N,49.74
2019-07,BLDG-306f66aac3b1,5,108452,106187,7,24.91,11,4.95,26.76,Y,21901,1731,90719,2.269,N,182.9,33007,Y,47.59
2020-03,BLDG-1e496ea6b514,3,24554,23824,4,20.21,12,3.65,54.33,Y,693,5500,83288,6.562,Y,156.4,23017,N,22.7
2024-03,BLDG-128a0ada07eb,2,139396,122717,3,23.9,24,2.86,52.16,Y,4813,4220,296939,7.606,N,82.3,18121,Y,4.27
2019-01,BLDG-ad3069666d75,4,90877,83928,8,15.67,24,4.95,19.83,Y,8510,1002,130059,7.466,N,96.1,36922,N,18.45
