food_supply_price_week,food_supply_product_upc_category,food_supply_retail_market_area,food_supply_average_price_inr,food_supply_price_change_wow_pct,food_supply_price_change_yoy_pct,food_supply_stockout_rate_pct,food_supply_on_shelf_availability_pct,food_supply_supply_chain_stage_code,food_supply_import_dependency_share_pct,food_supply_shipping_cost_index,food_supply_cold_chain_failure_flag,food_supply_warehouse_capacity_util_pct,food_supply_lead_time_days_avg,food_supply_spoilage_rate_pct,food_supply_private_label_share_pct,food_supply_promo_intensity_index,food_supply_online_grocery_share_pct,food_supply_food_inflation_contribution,food_supply_data_vendor_panel_code
2020-10-05,SNACKS,KOLKATA,278.36,4.63,20.52,2.93,94.03,FARM,74.3,117.41,0,64.98,2,9.57,19.3,24.93,22.78,-0.188,PANEL_D_16
2024-07-01,SNACKS,LUCKNOW,360.05,-12.02,5.53,6.97,94.41,RETAIL,84.8,147.62,0,66.54,4,5.51,5.89,52.85,34.75,-1.989,PANEL_D_15
2021-05-10,BEVERAGES,KOLKATA,414.32,-11.08,-8.63,6.59,91.51,PROCESSOR,16.95,101.15,1,67.93,1,3.34,17.75,90.76,39.99,5.711,PANEL_B_20
2023-04-24,FRUIT,KOLKATA,1137.61,5.68,-6.48,2.5,92.83,WHOLESALE,48.97,64.74,0,85.05,11,6.25,1.4,59.44,38.2,0.103,PANEL_B_05
2025-02-03,BEVERAGES,PUNE,1137.33,-5.72,-17.91,2.49,94.97,MANDI,26.19,174.44,0,64.58,8,5.19,53.57,54.86,40.69,2.281,PANEL_C_04
2026-08-24,SPICES,PUNE,185.52,1.86,-14.77,9.98,92.44,MANDI,30.44,206.73,0,80.49,2,2.62,15.99,15.14,7.02,4.116,PANEL_C_13
2024-12-16,VEG,MUMBAI_MMR,367.1,0.81,21.79,2.9,94.04,FARM,28.56,179.58,0,74.65,5,6.05,40.67,79.79,48.06,5.803,PANEL_A_11
2023-03-27,GRAINS,BLR_URBAN,160.77,-4.94,32.8,7.65,91.62,WHOLESALE,68.48,105.74,0,70.71,10,1.98,19.98,10.15,13.15,3.565,PANEL_A_14
2022-06-13,EDIBLE_OIL,MUMBAI_MMR,1324.09,-13.74,17.05,10.19,89.99,WHOLESALE,33.75,145.02,0,81.68,7,5.59,55.57,70.63,20.45,2.009,PANEL_B_07
2025-01-06,EDIBLE_OIL,HYD_METRO,1102.48,6.96,4.86,12.34,84.79,RETAIL,81.76,168.4,0,90.76,3,4.7,13.79,66.55,23.35,1.514,PANEL_B_18
2023-05-15,BEVERAGES,MUMBAI_MMR,83.58,7.68,9.01,10.08,86.82,E_COM,34.9,66.78,0,86.29,5,4.45,44.25,29.56,42.04,-1.137,PANEL_B_20
2020-04-27,EDIBLE_OIL,PUNE,1410.81,-14.64,5.68,3.38,99.96,E_COM,10.11,185.25,0,82.71,5,2.89,18.78,70.6,49.4,3.523,PANEL_A_11
2022-04-04,FRUIT,HYD_METRO,927.83,-5.71,7.29,4.48,97.79,FARM,34.9,149.08,0,83.21,2,5.17,22.77,32.62,26.27,5.611,PANEL_C_14
2019-03-11,FRUIT,CHENNAI,1099.5,-5.59,-10.14,3.47,100.0,E_COM,80.55,178.5,0,76.91,8,7.0,24.0,6.17,34.2,-0.104,PANEL_C_04
2022-08-08,FRUIT,BLR_URBAN,1034.38,-4.82,21.31,11.94,89.24,RETAIL,52.24,137.03,0,78.56,11,0.0,46.21,77.63,54.3,-0.801,PANEL_A_08
2022-01-31,SPICES,HYD_METRO,1345.45,8.71,-13.8,8.26,92.85,E_COM,19.27,179.34,0,75.13,5,0.0,40.57,86.86,12.57,3.995,PANEL_A_15
2021-01-25,VEG,MUMBAI_MMR,884.07,3.7,-3.28,10.34,92.6,PROCESSOR,71.71,74.73,0,75.82,7,5.51,14.67,48.41,40.1,5.78,PANEL_B_13
2021-07-05,SNACKS,BLR_URBAN,455.22,3.32,31.56,7.21,94.25,FARM,6.56,201.54,0,68.03,13,5.27,56.15,24.77,41.88,-0.305,PANEL_B_20
2026-10-05,READY_TO_EAT,HYD_METRO,467.06,-1.07,15.17,11.55,86.16,E_COM,28.65,115.89,0,86.79,3,3.64,41.56,75.87,43.65,3.267,PANEL_C_03
2022-01-17,FRUIT,DELHI_NCR,139.88,-8.75,-14.2,11.47,90.44,FARM,12.35,69.09,0,69.75,8,5.79,12.06,51.6,0.67,2.234,PANEL_B_13
2025-12-29,EDIBLE_OIL,MUMBAI_MMR,1108.41,-13.5,24.49,3.87,97.81,RETAIL,83.65,186.07,0,68.13,6,3.42,33.45,0.4,26.56,2.165,PANEL_B_05
2021-04-26,READY_TO_EAT,PUNE,809.56,9.45,34.75,9.83,94.74,E_COM,58.27,177.78,0,80.85,15,0.0,45.78,77.21,10.73,4.595,PANEL_C_04
2019-03-18,GRAINS,PUNE,996.1,10.74,-9.96,4.75,93.8,FARM,39.17,131.64,0,69.35,10,5.55,42.87,17.52,2.8,3.052,PANEL_A_13
2022-05-02,FRUIT,PUNE,916.88,13.45,-0.68,4.66,93.15,FARM,82.57,164.75,1,88.35,1,5.92,14.7,53.92,30.43,5.257,PANEL_A_16
2022-06-20,MEAT,LUCKNOW,1157.02,-1.25,27.19,8.7,95.32,RETAIL,70.85,191.31,0,83.26,10,5.44,3.96,68.3,50.99,3.711,PANEL_A_02
2024-11-04,EDIBLE_OIL,JAIPUR,1094.22,9.5,-2.87,14.92,83.52,E_COM,29.4,70.74,0,71.32,7,7.6,39.58,55.55,10.92,-0.848,PANEL_D_15
2020-06-01,DAIRY,AHMEDABAD,1156.07,2.29,-1.43,12.65,86.85,WHOLESALE,53.81,103.37,0,58.41,6,2.92,27.71,74.16,2.96,3.779,PANEL_A_07
2021-02-22,DAIRY,AHMEDABAD,1264.67,-2.21,-14.25,8.8,87.5,FARM,16.36,132.43,0,73.89,7,5.14,50.77,61.32,44.6,2.628,PANEL_D_12
2023-06-05,GRAINS,MUMBAI_MMR,483.54,-5.03,-18.81,3.85,95.85,E_COM,59.96,197.07,0,84.6,8,3.42,11.08,6.22,21.97,1.199,PANEL_A_07
2026-02-02,SNACKS,MUMBAI_MMR,1041.43,6.18,0.79,3.18,92.36,WHOLESALE,52.26,107.93,0,72.54,5,5.52,56.79,59.34,38.9,-0.152,PANEL_A_14
2026-07-27,SNACKS,JAIPUR,998.73,-11.65,-14.33,9.68,88.42,FARM,61.09,152.12,0,83.17,12,2.56,31.39,72.34,25.63,-1.189,PANEL_B_10
2025-02-03,SPICES,JAIPUR,203.92,12.46,9.29,10.77,90.66,WHOLESALE,53.07,135.9,0,80.78,4,0.0,47.79,10.42,23.91,4.25,PANEL_A_15
2025-04-14,MEAT,CHENNAI,1277.72,-1.29,17.55,4.28,97.15,E_COM,70.15,93.96,0,76.3,1,8.79,27.51,43.31,8.82,0.157,PANEL_C_09
2023-07-10,SPICES,JAIPUR,553.98,8.84,2.57,3.58,96.69,MANDI,37.17,75.7,0,71.26,6,6.49,19.48,0.32,46.05,-1.449,PANEL_C_11
2019-07-01,VEG,DELHI_NCR,847.39,-10.76,22.71,4.99,92.33,FARM,58.95,132.39,1,71.66,6,4.27,59.26,73.54,0.67,2.287,PANEL_A_07
2021-06-28,DAIRY,CHENNAI,711.97,0.11,16.64,10.81,84.43,FARM,54.63,162.58,0,98.91,7,5.42,29.06,45.62,5.33,1.522,PANEL_C_05
2023-06-12,SPICES,PUNE,954.99,1.65,-22.05,10.68,90.75,MANDI,29.34,155.93,0,85.36,7,0.0,41.46,23.38,32.8,5.582,PANEL_D_02
2020-12-21,SPICES,KOLKATA,1325.01,7.34,0.8,5.8,90.29,WHOLESALE,42.03,156.89,0,80.52,10,8.02,23.78,22.67,41.88,1.086,PANEL_B_19
2026-04-27,SNACKS,PUNE,908.6,-9.61,26.2,9.34,94.24,E_COM,81.4,74.71,0,100.0,8,0.0,47.91,12.78,22.93,4.205,PANEL_A_03
2024-09-23,FRUIT,PUNE,1369.81,-3.84,0.42,7.21,93.82,FARM,64.69,84.61,0,89.18,5,0.0,30.45,43.2,42.9,1.18,PANEL_A_06
2021-06-07,SNACKS,KOLKATA,374.41,-12.06,-15.85,4.75,95.73,WHOLESALE,2.86,192.68,0,97.67,7,4.21,40.44,24.44,16.48,5.961,PANEL_A_13
2024-08-26,GRAINS,KOLKATA,814.48,12.81,24.96,0.0,100.0,E_COM,75.27,171.2,0,77.91,10,5.38,26.14,21.73,3.49,-1.295,PANEL_A_20
2025-12-29,FRUIT,KOLKATA,657.09,-11.43,-2.75,7.46,89.02,MANDI,8.34,116.96,0,75.74,12,1.88,44.26,79.9,27.6,2.751,PANEL_D_14
2024-09-16,FRUIT,AHMEDABAD,688.54,13.34,33.29,6.86,88.39,MANDI,14.59,138.51,0,67.63,10,6.58,31.39,66.15,12.92,0.792,PANEL_A_13
2019-05-06,VEG,MUMBAI_MMR,956.15,14.2,-11.72,6.21,94.42,RETAIL,22.79,170.55,0,82.68,2,1.83,13.76,17.3,29.19,-0.346,PANEL_B_15
2019-11-11,EDIBLE_OIL,JAIPUR,1218.46,-4.76,-0.68,8.39,87.04,E_COM,62.51,128.82,0,83.65,5,6.29,14.53,62.89,10.84,2.723,PANEL_A_18
2024-11-11,SPICES,MUMBAI_MMR,426.99,-1.79,2.07,6.02,95.04,PROCESSOR,45.87,134.09,0,93.41,3,0.78,19.51,79.28,38.91,4.038,PANEL_C_06
2023-08-21,EDIBLE_OIL,KOLKATA,788.61,-14.12,22.83,1.06,100.0,WHOLESALE,75.92,163.55,0,74.19,7,0.0,20.44,63.26,39.2,0.614,PANEL_B_19
2022-10-24,READY_TO_EAT,MUMBAI_MMR,1402.59,-4.73,1.46,9.49,90.34,PROCESSOR,65.92,86.14,0,93.03,7,4.28,53.93,51.18,42.71,0.697,PANEL_D_13
2019-10-07,VEG,CHENNAI,836.99,-1.54,-14.52,4.84,92.11,MANDI,71.55,126.9,0,72.42,14,1.76,10.91,64.48,27.65,1.174,PANEL_A_19
2026-11-02,SPICES,HYD_METRO,947.02,-5.48,-20.25,10.56,89.27,RETAIL,5.25,160.17,0,69.19,5,7.57,33.72,91.16,34.7,3.626,PANEL_B_18
2026-05-11,DAIRY,DELHI_NCR,1156.12,10.22,11.86,8.92,87.54,FARM,10.55,134.56,0,59.2,6,2.08,7.33,89.44,25.2,0.839,PANEL_A_15
2023-04-17,READY_TO_EAT,JAIPUR,1027.25,5.33,24.72,1.12,100.0,PROCESSOR,52.49,90.63,0,80.26,14,12.37,8.01,70.72,8.29,2.996,PANEL_B_13
2026-09-28,SPICES,CHENNAI,1090.52,-11.96,27.01,11.73,92.91,E_COM,69.34,119.87,0,75.1,12,1.46,51.56,73.15,9.61,-1.402,PANEL_C_03
2025-07-28,EDIBLE_OIL,LUCKNOW,788.51,9.94,-0.13,12.1,89.4,PROCESSOR,63.4,188.56,0,82.07,14,0.0,50.86,69.11,36.76,0.873,PANEL_A_13
2025-09-22,FRUIT,CHENNAI,1103.37,3.64,33.85,9.86,94.27,MANDI,10.63,133.4,0,100.0,10,6.34,19.82,73.14,18.88,1.009,PANEL_D_09
2025-03-10,MEAT,LUCKNOW,1427.73,-14.87,-6.53,3.06,98.7,E_COM,60.3,90.05,0,87.75,3,4.4,36.48,71.14,37.2,-0.396,PANEL_C_20
2022-08-08,EDIBLE_OIL,DELHI_NCR,744.95,-10.59,19.14,9.61,86.89,MANDI,49.33,62.78,0,79.51,7,2.9,4.49,10.81,3.4,-1.387,PANEL_C_13
2020-01-13,VEG,KOLKATA,464.14,-1.38,12.76,13.96,81.53,PROCESSOR,3.81,179.54,0,92.55,10,4.8,17.14,74.05,31.03,0.811,PANEL_B_11
2026-07-06,DAIRY,DELHI_NCR,1289.61,14.14,29.73,10.51,92.45,MANDI,15.59,81.69,0,86.85,8,7.25,4.15,25.47,45.31,1.467,PANEL_B_15
2023-07-17,FRUIT,DELHI_NCR,1245.06,7.44,0.72,5.61,98.1,RETAIL,31.03,119.98,0,86.7,5,4.29,45.66,84.59,24.09,1.419,PANEL_B_13
2024-03-11,VEG,DELHI_NCR,1305.95,-9.05,-10.25,3.12,100.0,PROCESSOR,67.74,115.8,0,64.34,10,6.84,33.26,36.43,2.61,4.847,PANEL_C_19
2021-08-16,SPICES,BLR_URBAN,298.83,6.27,-7.49,1.3,100.0,FARM,17.87,130.42,0,82.78,5,4.63,45.03,61.93,10.8,3.87,PANEL_B_04
2025-03-24,SNACKS,LUCKNOW,440.45,9.38,18.18,5.83,89.28,WHOLESALE,74.44,194.75,0,86.54,9,5.16,33.47,18.99,17.49,3.148,PANEL_A_13
2024-09-23,SPICES,DELHI_NCR,1472.67,-6.11,30.44,7.01,93.9,PROCESSOR,5.26,152.07,0,71.0,1,4.01,35.81,30.6,16.87,0.753,PANEL_D_07
2026-06-08,SPICES,LUCKNOW,778.16,1.77,-3.68,8.82,95.58,RETAIL,36.77,186.61,0,76.54,5,2.03,40.14,70.5,30.92,4.739,PANEL_C_13
2026-07-27,SPICES,DELHI_NCR,1407.79,-3.86,0.13,2.6,97.36,MANDI,56.06,132.3,0,86.07,4,3.86,11.05,77.0,14.47,5.756,PANEL_B_12
2024-02-19,READY_TO_EAT,KOLKATA,1429.65,-4.0,10.06,1.99,100.0,PROCESSOR,78.05,138.13,0,81.83,7,2.49,3.75,69.26,14.27,-0.028,PANEL_B_13
2022-10-10,READY_TO_EAT,JAIPUR,1149.81,11.78,29.8,4.81,90.48,WHOLESALE,77.7,151.55,0,75.39,6,2.75,51.14,45.69,4.12,2.163,PANEL_A_20
2021-06-21,SPICES,LUCKNOW,1251.52,-8.69,-19.43,8.05,95.34,E_COM,37.87,185.88,0,81.59,10,1.23,20.27,57.13,42.56,2.475,PANEL_A_01
2025-04-07,FRUIT,LUCKNOW,802.3,-1.22,5.67,8.1,95.75,PROCESSOR,67.87,142.66,0,68.09,7,1.0,28.57,40.24,6.85,1.019,PANEL_A_13
2020-11-02,SPICES,KOLKATA,564.41,6.85,-10.02,3.4,94.07,FARM,84.54,165.45,0,70.38,9,8.18,26.97,36.43,2.37,5.813,PANEL_C_07
2023-08-07,SPICES,MUMBAI_MMR,583.5,-11.86,-24.3,8.56,87.69,PROCESSOR,76.23,146.37,0,94.23,4,1.24,21.05,52.38,6.12,-1.426,PANEL_D_13
2022-12-05,MEAT,LUCKNOW,1304.29,-13.56,-23.23,12.69,91.83,E_COM,2.14,101.66,0,78.86,11,1.37,51.79,93.25,25.51,-1.736,PANEL_D_20
2022-09-05,GRAINS,DELHI_NCR,823.83,-10.15,15.02,4.03,92.29,FARM,76.21,64.66,0,76.3,1,0.62,1.52,48.39,22.52,3.183,PANEL_D_08
2020-10-12,FRUIT,KOLKATA,398.8,3.19,10.93,2.83,94.13,PROCESSOR,37.58,117.02,0,76.55,8,6.85,45.65,77.3,28.59,1.321,PANEL_D_05
2020-03-09,FRUIT,KOLKATA,1127.25,-6.72,25.37,7.77,89.81,RETAIL,32.03,83.55,0,81.49,6,6.95,10.64,61.15,49.1,-0.359,PANEL_D_11
2024-02-05,MEAT,BLR_URBAN,706.19,1.42,-0.67,6.29,97.07,FARM,5.51,148.2,0,90.17,2,8.52,47.0,94.89,2.08,-0.354,PANEL_A_06
2020-06-01,SNACKS,AHMEDABAD,514.93,-3.25,-20.7,0.0,100.0,E_COM,27.71,61.66,0,70.27,7,0.0,21.57,23.55,21.08,-1.11,PANEL_C_12
2019-12-23,VEG,AHMEDABAD,762.44,4.49,-2.33,14.34,89.89,PROCESSOR,13.25,90.05,0,90.41,5,1.64,56.22,59.0,27.81,-0.318,PANEL_A_04
2019-06-24,EDIBLE_OIL,DELHI_NCR,563.74,-0.83,-8.45,1.88,100.0,PROCESSOR,18.91,180.72,0,61.71,6,4.07,55.42,73.68,28.61,1.225,PANEL_C_11
2023-03-27,BEVERAGES,KOLKATA,277.37,10.86,4.66,0.0,98.68,FARM,63.77,182.7,0,71.43,6,4.66,23.87,52.99,34.26,-0.08,PANEL_A_03
2023-01-02,DAIRY,JAIPUR,436.49,-8.61,31.23,4.44,99.99,RETAIL,56.37,62.43,0,72.31,10,6.96,56.96,83.41,3.55,2.764,PANEL_D_13
2024-04-15,READY_TO_EAT,DELHI_NCR,1329.75,-5.78,27.51,8.94,93.07,WHOLESALE,70.28,137.09,0,73.73,6,0.41,50.3,94.09,12.25,-1.716,PANEL_B_10
2023-10-30,MEAT,PUNE,981.02,13.45,26.91,0.07,98.24,MANDI,22.78,112.79,0,69.5,5,7.08,5.0,19.11,8.16,5.239,PANEL_A_15
2023-06-26,FRUIT,CHENNAI,874.74,-13.65,-1.42,15.3,84.89,MANDI,3.89,137.68,0,80.51,1,2.9,33.98,17.76,36.82,3.077,PANEL_D_03
2022-06-06,EDIBLE_OIL,LUCKNOW,223.51,-1.75,7.75,8.75,92.32,FARM,20.25,119.15,1,75.32,9,1.98,55.86,86.15,42.54,2.897,PANEL_D_11
2022-01-31,SPICES,BLR_URBAN,583.77,-9.65,-21.1,2.27,99.37,RETAIL,78.72,85.1,0,85.82,2,6.49,35.99,4.31,40.52,3.02,PANEL_A_15
2025-11-03,BEVERAGES,KOLKATA,125.71,-10.23,10.62,4.45,91.31,PROCESSOR,55.34,61.29,0,61.08,3,4.78,32.2,25.9,36.2,-0.359,PANEL_D_08
2025-04-07,EDIBLE_OIL,JAIPUR,293.63,-6.81,1.26,6.0,94.09,E_COM,46.88,170.66,0,67.18,10,3.76,20.1,65.28,35.92,2.023,PANEL_B_10
2019-08-12,FRUIT,BLR_URBAN,597.81,-2.93,32.63,5.39,98.26,MANDI,17.95,96.17,0,59.6,1,6.3,4.93,24.2,28.37,4.437,PANEL_C_06
2021-07-12,BEVERAGES,PUNE,267.77,13.87,34.39,0.0,98.35,FARM,49.27,140.03,0,63.53,2,0.0,20.98,12.32,46.76,4.657,PANEL_B_12
2022-03-28,SNACKS,HYD_METRO,586.64,-4.73,19.98,3.95,96.12,WHOLESALE,19.4,159.78,0,87.99,15,3.73,56.79,92.22,42.95,2.946,PANEL_D_07
2021-11-29,FRUIT,CHENNAI,508.82,12.74,-12.02,9.56,88.05,E_COM,59.12,137.0,0,95.9,5,10.24,5.87,16.2,8.1,4.428,PANEL_C_07
2022-10-10,SNACKS,LUCKNOW,1267.54,-7.13,28.57,0.75,100.0,E_COM,29.78,149.38,0,56.66,9,5.94,42.9,60.28,6.7,4.971,PANEL_C_16
2022-08-22,DAIRY,HYD_METRO,384.12,-13.24,6.24,6.06,89.39,MANDI,54.21,126.33,0,89.6,12,2.23,32.56,96.57,18.46,2.631,PANEL_B_04
2025-10-27,SPICES,HYD_METRO,412.03,1.26,-0.35,13.92,89.87,WHOLESALE,45.08,182.75,0,76.93,5,4.42,26.19,77.79,41.21,0.315,PANEL_B_07
2023-07-17,GRAINS,BLR_URBAN,1450.39,3.9,9.73,10.42,90.13,MANDI,40.82,117.12,1,66.24,10,5.28,8.24,71.94,7.67,2.786,PANEL_B_09
2025-01-27,SNACKS,KOLKATA,572.82,11.67,14.64,11.55,86.91,FARM,41.39,135.49,0,84.33,8,6.36,33.71,3.78,19.96,1.953,PANEL_B_02
2021-10-04,VEG,PUNE,1338.85,-9.53,-16.19,0.54,99.61,MANDI,44.16,125.97,0,77.36,7,4.01,20.2,10.2,50.69,1.552,PANEL_B_07
2024-11-11,MEAT,AHMEDABAD,1456.8,7.19,-19.7,9.85,88.13,RETAIL,2.51,128.35,0,81.83,11,1.49,11.47,66.92,25.96,-1.277,PANEL_C_02
2024-07-29,MEAT,HYD_METRO,1398.25,-12.44,11.46,0.03,99.98,FARM,14.04,89.04,0,80.49,9,3.37,55.27,76.69,28.78,3.337,PANEL_A_12
2020-02-24,SNACKS,PUNE,1188.02,11.07,-13.79,7.43,89.11,RETAIL,36.23,65.17,0,80.05,1,5.48,29.95,82.21,1.78,-1.33,PANEL_C_15
2020-03-16,FRUIT,PUNE,576.51,-5.94,23.04,10.73,92.34,FARM,76.6,63.37,0,69.97,2,2.88,49.47,15.04,40.62,5.488,PANEL_A_09
2026-06-22,GRAINS,MUMBAI_MMR,207.46,3.57,29.6,4.7,90.84,MANDI,45.38,166.2,0,83.33,6,5.51,22.33,9.73,25.31,3.051,PANEL_D_09
2024-09-30,GRAINS,AHMEDABAD,246.12,14.63,22.5,9.38,91.29,E_COM,32.04,198.68,0,85.05,10,0.75,29.33,29.98,16.4,5.677,PANEL_C_17
2025-06-09,SNACKS,CHENNAI,1100.05,-3.78,17.7,4.27,96.67,RETAIL,80.58,111.26,0,80.84,6,0.89,22.03,38.94,6.41,1.49,PANEL_D_20
2026-02-23,EDIBLE_OIL,PUNE,1330.34,-5.75,23.08,8.74,95.15,RETAIL,31.78,180.8,0,61.92,11,7.2,52.03,4.53,3.14,3.023,PANEL_D_04
2020-09-14,DAIRY,BLR_URBAN,556.31,2.61,28.34,11.04,91.7,WHOLESALE,4.37,188.12,0,71.99,5,4.45,31.51,71.03,26.26,-0.641,PANEL_A_20
2026-10-12,SPICES,MUMBAI_MMR,1494.46,10.04,-24.17,6.68,91.32,RETAIL,63.53,78.32,0,71.82,5,1.01,14.55,41.21,23.92,0.127,PANEL_B_06
2021-04-19,DAIRY,BLR_URBAN,95.1,-13.87,21.7,2.84,97.16,RETAIL,26.19,72.5,0,69.28,12,3.97,6.82,18.19,38.44,4.935,PANEL_B_19
2023-12-18,MEAT,JAIPUR,960.7,0.89,10.07,3.88,94.24,FARM,46.72,109.08,0,82.45,8,5.35,11.56,11.82,51.98,-1.049,PANEL_B_08
2021-08-30,MEAT,HYD_METRO,1498.37,0.64,2.4,5.29,99.6,RETAIL,72.76,140.15,1,89.35,11,4.43,53.82,51.74,54.79,4.407,PANEL_B_07
2026-10-26,READY_TO_EAT,PUNE,42.95,-13.1,-6.02,7.72,91.45,FARM,3.88,175.77,0,76.83,3,2.72,30.73,16.44,5.01,-1.403,PANEL_C_09
2021-07-26,GRAINS,KOLKATA,1369.24,-10.49,6.99,4.73,97.1,E_COM,70.46,116.16,0,77.89,1,5.53,8.93,14.49,9.29,4.574,PANEL_D_15
2019-04-01,FRUIT,LUCKNOW,1060.73,-10.91,-0.25,12.95,84.38,RETAIL,62.62,116.59,0,69.23,9,5.97,41.42,78.95,10.6,3.007,PANEL_C_17
2020-01-13,VEG,KOLKATA,1296.02,-4.41,20.81,18.5,85.97,WHOLESALE,31.3,192.35,0,100.0,9,5.82,55.38,14.88,36.87,0.629,PANEL_C_10
2019-09-30,VEG,JAIPUR,1160.5,-5.1,-12.14,12.37,82.77,WHOLESALE,74.12,169.01,0,79.52,13,0.0,12.79,72.56,47.48,0.505,PANEL_D_18
2026-11-09,BEVERAGES,PUNE,158.26,12.38,22.5,5.19,96.56,FARM,9.36,157.71,0,73.31,5,7.65,11.7,91.01,42.36,1.822,PANEL_D_07
2024-05-27,GRAINS,CHENNAI,109.21,-8.88,0.71,6.51,98.33,WHOLESALE,51.33,185.53,0,100.0,7,7.49,16.01,84.64,16.07,1.031,PANEL_C_20
2024-01-15,DAIRY,JAIPUR,1087.24,-7.34,-14.24,11.91,87.99,PROCESSOR,49.55,70.52,0,75.86,14,6.53,11.18,64.4,19.96,5.856,PANEL_C_08
2026-07-13,READY_TO_EAT,BLR_URBAN,1440.48,7.46,-2.79,7.13,95.4,RETAIL,69.17,118.88,0,80.07,4,2.18,7.12,26.52,5.29,2.85,PANEL_A_19
2025-04-07,FRUIT,PUNE,984.29,2.11,5.17,5.87,95.11,WHOLESALE,55.82,196.84,0,77.37,9,4.88,12.14,71.91,37.69,-0.538,PANEL_C_20
2021-10-18,GRAINS,DELHI_NCR,1081.52,4.03,-18.76,2.87,92.21,E_COM,67.13,112.43,0,57.1,12,5.85,56.86,19.05,24.59,2.421,PANEL_B_15
2024-08-26,SNACKS,MUMBAI_MMR,747.46,4.52,23.47,0.0,99.07,MANDI,22.97,190.4,0,75.11,4,2.75,40.42,10.25,37.55,-1.697,PANEL_A_17
2022-04-04,VEG,KOLKATA,1483.41,-8.94,10.65,0.0,98.01,PROCESSOR,63.41,128.96,0,81.4,13,5.29,40.46,80.8,39.56,3.889,PANEL_A_17
2019-03-11,GRAINS,BLR_URBAN,786.03,7.59,-15.88,12.45,84.29,E_COM,71.59,89.99,0,75.17,10,1.57,53.78,12.61,19.64,0.674,PANEL_B_13
2026-11-23,VEG,AHMEDABAD,1289.44,13.93,-3.79,0.02,96.83,E_COM,38.51,68.13,0,72.31,4,2.58,20.73,57.36,41.55,5.141,PANEL_B_09
2024-01-22,SNACKS,KOLKATA,876.2,-5.01,28.95,3.53,92.32,PROCESSOR,66.15,127.78,0,67.56,7,2.87,32.64,2.12,41.08,5.81,PANEL_D_07
2025-04-14,READY_TO_EAT,DELHI_NCR,1034.41,10.12,7.92,0.0,100.0,FARM,14.5,207.77,0,75.35,16,5.53,4.0,62.31,15.14,0.221,PANEL_D_05
2020-06-15,EDIBLE_OIL,JAIPUR,569.08,-7.31,26.11,0.56,100.0,FARM,6.6,90.57,0,73.47,9,0.0,0.11,13.96,24.72,5.914,PANEL_B_11
2019-09-09,BEVERAGES,BLR_URBAN,50.94,-13.03,22.26,12.02,89.8,E_COM,30.23,207.92,0,81.32,1,5.32,20.05,35.09,54.69,4.483,PANEL_B_18
2019-08-12,READY_TO_EAT,HYD_METRO,1308.0,-14.84,-7.89,8.31,92.01,E_COM,51.03,122.56,0,89.59,1,6.98,11.25,14.78,13.86,1.846,PANEL_C_09
2023-11-13,SNACKS,PUNE,1193.38,-8.3,33.77,10.51,89.88,MANDI,4.92,159.69,0,69.49,7,2.78,55.66,91.47,48.5,0.311,PANEL_D_05
2026-05-11,EDIBLE_OIL,HYD_METRO,1269.95,-4.62,-5.15,0.26,100.0,WHOLESALE,83.11,109.13,0,86.06,11,4.49,19.16,93.67,23.03,0.654,PANEL_B_20
2020-12-14,READY_TO_EAT,CHENNAI,340.76,3.96,-3.52,3.47,94.28,MANDI,62.0,141.52,0,60.43,9,6.12,39.64,13.77,30.26,2.129,PANEL_A_08
2021-07-19,EDIBLE_OIL,AHMEDABAD,1010.93,6.78,-16.97,6.28,94.75,RETAIL,2.4,89.54,0,76.14,3,5.58,57.58,13.54,35.5,1.86,PANEL_A_02
2024-09-16,SPICES,JAIPUR,72.7,12.95,9.89,6.11,91.32,E_COM,20.53,121.04,0,71.64,11,2.9,45.56,72.98,24.51,4.507,PANEL_D_13
2023-05-01,SNACKS,DELHI_NCR,293.83,-7.44,-21.02,8.91,88.55,MANDI,72.56,193.41,0,85.54,6,0.0,32.27,25.51,40.78,1.238,PANEL_B_04
2021-09-27,READY_TO_EAT,LUCKNOW,1151.42,-10.77,-7.08,6.42,90.62,WHOLESALE,9.86,72.29,0,77.76,9,6.34,18.77,98.9,7.11,3.558,PANEL_A_05
2021-09-20,MEAT,JAIPUR,1199.09,-0.29,34.21,6.57,97.2,MANDI,62.0,186.56,0,68.43,6,0.39,36.13,61.25,19.81,-0.214,PANEL_A_03
2025-03-03,GRAINS,MUMBAI_MMR,751.5,0.62,20.65,4.59,90.46,PROCESSOR,28.72,71.53,0,85.75,5,4.17,0.48,60.51,4.59,1.956,PANEL_C_06
2024-01-22,BEVERAGES,JAIPUR,213.1,-6.9,-23.97,0.0,97.96,PROCESSOR,66.54,139.15,0,81.15,12,4.05,10.82,24.52,42.25,0.602,PANEL_D_14
2020-11-23,SNACKS,BLR_URBAN,1090.72,-0.09,-10.31,8.7,94.26,RETAIL,2.24,97.05,0,73.09,3,9.4,58.81,50.82,34.78,4.372,PANEL_A_05
2021-10-04,MEAT,DELHI_NCR,955.5,8.21,17.37,9.56,90.37,WHOLESALE,34.16,87.33,0,68.98,9,2.53,34.17,10.97,44.4,3.381,PANEL_C_10
