care_costs_billing_year,care_costs_drg_code,care_costs_allowed_amount_avg,care_costs_paid_amount_avg,care_costs_patient_responsibility_avg,care_costs_charge_amount_avg,care_costs_cost_to_charge_ratio,care_costs_denial_rate_pct,care_costs_prior_auth_required_flag,care_costs_appeal_overturn_rate,care_costs_collection_rate_pct,care_costs_charity_care_share_pct,care_costs_bad_debt_share_pct,care_costs_price_transparency_file_flag,care_costs_shoppable_service_code,care_costs_site_of_care_shift_index,care_costs_contracted_rate_index,care_costs_out_of_network_rate_index,care_costs_surprise_bill_incidence_rate,care_costs_inflation_adjustment_base
2021,DRG01625,11384.11,6598.27,2043.24,42133.3,0.2702,16.65,1,9.65,57.5,5.36,6.3,0,SHOP001625,0.7584,112.07,155.61,5.462,PCE_2022
2011,DRG01626,50578.01,41122.38,11776.28,241520.02,0.2094,1.32,1,42.75,45.3,7.9,7.87,0,SHOP001626,0.956,90.96,108.89,3.322,PCE_2022
2012,DRG01627,66624.58,58899.99,5573.22,199206.74,0.3344,3.4,1,80.68,72.98,2.79,7.13,1,SHOP001627,0.2238,93.16,153.11,5.819,CPI_2017
2017,DRG01628,58585.87,38909.15,12717.34,215943.74,0.2713,17.43,1,39.09,60.7,1.33,3.38,0,SHOP001628,0.8887,106.26,213.86,4.661,PCE_2012
2016,DRG01629,66541.71,40919.43,7334.94,271904.37,0.2447,9.9,1,84.0,71.82,1.29,12.32,1,SHOP001629,0.626,77.27,130.34,1.787,PCE_2017
2019,DRG01630,16734.19,9561.82,2545.49,55965.12,0.299,17.37,1,14.02,91.31,3.4,14.02,0,SHOP001630,0.374,100.56,135.39,0.079,PCE_2022
2025,DRG01631,40275.17,38472.27,6196.83,92025.47,0.4377,24.87,0,18.8,83.38,5.59,0.45,1,SHOP001631,0.4534,108.56,90.94,0.587,CPI_2012
2010,DRG01632,62262.03,60854.26,7058.45,142070.49,0.4382,17.99,0,71.91,63.23,7.63,4.74,1,SHOP001632,0.2585,71.51,118.23,5.835,PCE_2017
2014,DRG01633,6865.58,5006.99,466.72,29506.85,0.2327,13.1,0,69.77,41.2,2.65,12.13,1,SHOP001633,0.8667,139.96,155.04,0.574,PCE_2017
2022,DRG01634,55623.96,44108.51,10576.9,203046.08,0.2739,7.14,0,25.09,73.43,4.38,17.03,1,SHOP001634,0.3106,93.0,148.8,4.061,PCE_2022
2020,DRG01635,7463.5,7226.82,406.05,17190.08,0.4342,15.2,1,12.76,47.58,7.84,9.3,1,SHOP001635,0.4591,73.16,123.05,1.194,PCE_2017
2020,DRG01636,34055.03,31664.61,2355.65,103518.72,0.329,13.51,0,44.89,80.29,9.36,2.3,0,SHOP001636,0.4717,70.59,106.26,6.429,CPI_2012
2010,DRG01637,58591.46,53406.12,5751.12,273556.56,0.2142,16.46,1,19.01,86.89,4.61,0.84,1,SHOP001637,0.7975,123.07,164.98,6.183,CPI_2012
2019,DRG01638,66635.57,38518.78,5497.34,178887.82,0.3725,0.54,1,83.98,88.96,10.91,7.5,1,SHOP001638,0.7984,76.17,174.44,1.257,CPI_2022
2024,DRG01639,38370.65,33925.64,6445.74,112025.82,0.3425,11.51,0,44.37,54.8,7.29,14.87,1,SHOP001639,0.631,98.19,204.08,0.701,CPI_2022
2013,DRG01640,28318.19,20060.01,1989.2,104185.74,0.2718,2.98,1,69.37,85.94,8.85,9.16,1,SHOP001640,0.732,128.01,173.94,2.782,PCE_2012
2010,DRG01641,16590.48,15288.65,3049.04,53229.6,0.3117,9.38,1,20.63,60.92,0.79,7.85,1,SHOP001641,0.201,134.66,169.27,2.637,CPI_2017
2025,DRG01642,30722.39,25760.33,5248.0,121115.08,0.2537,5.9,1,68.82,40.25,2.82,7.36,1,SHOP001642,0.0228,107.54,206.63,2.198,CPI_2017
2019,DRG01643,11832.83,10826.36,675.72,36172.24,0.3271,15.5,1,48.72,85.67,6.99,2.29,0,SHOP001643,0.8472,75.05,155.5,6.286,CPI_2017
2019,DRG01644,30008.19,20819.61,6146.46,132415.61,0.2266,24.79,0,20.69,97.34,1.52,6.17,1,SHOP001644,0.3097,70.08,157.54,5.83,CPI_2012
2013,DRG01645,4587.08,3410.97,1108.04,20083.05,0.2284,0.44,0,34.55,76.89,6.06,16.09,1,SHOP001645,0.1698,85.78,128.62,1.383,CPI_2012
2009,DRG01646,62982.09,49620.32,10260.05,239213.87,0.2633,19.27,1,42.45,49.5,0.68,10.89,1,SHOP001646,0.8059,108.68,178.31,2.335,PCE_2012
2018,DRG01647,39684.02,27595.22,2437.37,148614.12,0.267,22.46,0,68.18,60.63,10.71,1.52,0,SHOP001647,0.4556,114.87,122.92,1.631,CPI_2017
2009,DRG01648,12477.43,9058.92,2459.57,36203.04,0.3447,2.38,0,38.49,64.72,7.7,14.56,1,SHOP001648,0.2582,80.25,131.01,6.391,CPI_2012
2023,DRG01649,28796.23,21299.22,3293.65,132959.68,0.2166,14.11,0,84.12,53.0,11.52,15.19,1,SHOP001649,0.5643,70.19,212.71,3.482,PCE_2017
2020,DRG01650,6486.04,3954.82,326.76,30330.42,0.2138,14.09,0,71.84,98.33,3.86,7.38,1,SHOP001650,0.5301,74.3,190.8,5.215,CPI_2022
2017,DRG01651,20842.43,19624.35,443.29,79906.99,0.2608,16.88,1,10.57,54.67,0.58,13.46,0,SHOP001651,0.1263,113.55,188.13,4.426,CPI_2012
2012,DRG01652,19219.67,16450.9,3905.24,69873.33,0.2751,0.3,1,40.17,97.57,4.7,7.46,0,SHOP001652,0.2469,126.45,203.35,0.541,PCE_2022
2017,DRG01653,3012.82,2622.06,262.52,10932.36,0.2756,19.41,0,27.11,46.98,8.18,0.65,1,SHOP001653,0.0135,123.82,185.72,3.089,PCE_2022
2011,DRG01654,10945.24,9952.82,1464.81,29401.24,0.3723,6.85,1,46.63,89.22,9.42,16.09,0,SHOP001654,0.6793,94.2,186.6,2.561,PCE_2022
2024,DRG01655,30212.82,28021.32,3853.74,115346.18,0.2619,6.76,1,5.1,74.17,9.39,17.69,1,SHOP001655,0.7431,111.35,157.45,4.058,CPI_2012
2014,DRG01656,3301.91,2618.84,641.11,7121.2,0.4637,14.68,1,58.13,43.42,3.41,3.27,1,SHOP001656,0.8015,105.32,171.62,2.054,CPI_2012
2024,DRG01657,51320.8,50153.22,1414.75,132528.96,0.3872,15.71,1,8.84,45.12,6.16,11.61,1,SHOP001657,0.9197,112.98,164.86,5.163,CPI_2017
2021,DRG01658,60039.76,44358.26,9326.12,149430.75,0.4018,5.98,1,8.2,54.47,11.13,16.63,1,SHOP001658,0.991,117.85,195.64,5.234,PCE_2022
2021,DRG01659,51306.81,35697.25,11815.04,231863.35,0.2213,1.97,1,15.7,64.66,1.54,13.53,1,SHOP001659,0.1216,98.81,83.86,1.795,PCE_2017
2021,DRG01660,49044.01,37424.03,6895.33,129101.45,0.3799,0.29,1,30.72,86.7,4.36,1.38,0,SHOP001660,0.1234,95.44,104.29,6.175,PCE_2017
2011,DRG01661,57871.77,32216.48,5143.57,197609.44,0.2929,22.27,1,49.64,47.06,1.61,1.86,1,SHOP001661,0.9303,85.73,156.76,6.378,PCE_2017
2012,DRG01662,14005.99,10113.49,3232.9,60589.59,0.2312,2.68,0,21.96,51.85,7.52,1.42,1,SHOP001662,0.01,108.42,210.17,3.364,CPI_2012
2017,DRG01663,59841.79,55122.45,9738.32,219218.32,0.273,3.69,1,15.78,75.74,7.45,7.31,1,SHOP001663,0.1182,83.26,95.95,1.691,PCE_2022
2019,DRG01664,13415.64,10310.43,3090.93,34892.43,0.3845,9.69,1,41.88,74.75,0.05,2.65,0,SHOP001664,0.0546,128.8,150.3,4.728,PCE_2022
2010,DRG01665,43118.67,31586.49,2320.41,173060.97,0.2492,20.31,0,6.73,64.1,3.89,8.98,1,SHOP001665,0.1248,113.47,175.64,5.899,CPI_2017
2015,DRG01666,25537.44,14047.42,4830.85,91518.67,0.279,18.12,0,41.8,41.18,0.33,12.77,1,SHOP001666,0.5289,133.29,97.24,3.757,CPI_2012
2025,DRG01667,61692.67,59498.59,10842.67,179115.87,0.3444,4.39,1,29.7,97.47,1.04,0.49,0,SHOP001667,0.7075,123.99,209.26,1.498,PCE_2017
2025,DRG01668,2979.31,2487.7,449.66,10472.06,0.2845,24.27,1,23.96,60.42,1.51,0.37,1,SHOP001668,0.5426,94.17,152.81,2.926,CPI_2012
2009,DRG01669,5430.02,4172.43,407.2,15331.12,0.3542,23.36,1,75.01,72.91,2.12,5.35,1,SHOP001669,0.5209,124.22,103.3,2.825,CPI_2022
2022,DRG01670,9074.8,8598.7,424.1,31611.89,0.2871,2.28,1,45.73,46.77,10.05,8.83,1,SHOP001670,0.2152,110.99,135.41,1.391,CPI_2022
2012,DRG01671,25515.39,21370.48,6033.24,63030.63,0.4048,0.4,1,84.67,94.02,1.05,1.93,1,SHOP001671,0.0602,78.26,186.91,3.699,PCE_2017
2019,DRG01672,37277.16,30605.61,2192.47,80376.52,0.4638,17.7,1,59.01,95.75,0.48,5.11,1,SHOP001672,0.2914,73.72,202.42,2.06,CPI_2022
2020,DRG01673,35360.41,24847.43,7231.42,166070.88,0.2129,6.07,1,8.07,66.26,3.59,3.31,1,SHOP001673,0.8875,135.21,142.99,0.426,PCE_2012
2022,DRG01674,9789.22,8849.82,1590.34,45645.1,0.2145,2.69,0,67.07,93.71,4.52,10.99,0,SHOP001674,0.7348,95.51,188.78,1.608,CPI_2017
2015,DRG01675,11392.45,10897.56,1269.37,34001.85,0.3351,5.34,1,77.86,87.1,8.86,10.7,1,SHOP001675,0.7571,128.66,212.94,2.399,CPI_2012
2024,DRG01676,3243.32,2604.75,72.77,11072.98,0.2929,6.29,0,57.33,90.29,1.53,5.43,0,SHOP001676,0.8407,87.16,176.65,1.985,CPI_2012
2017,DRG01677,21903.99,13387.42,1694.74,47422.14,0.4619,1.35,1,43.95,81.99,3.53,5.13,1,SHOP001677,0.2024,136.11,148.5,4.011,CPI_2022
2025,DRG01678,50674.08,34011.2,3710.85,152641.52,0.332,23.75,1,70.1,59.93,5.01,12.69,1,SHOP001678,0.6401,110.44,94.34,5.379,CPI_2017
2024,DRG01679,29354.99,18346.44,1627.2,114859.65,0.2556,15.14,1,45.65,87.51,2.61,8.48,1,SHOP001679,0.8169,123.89,88.3,0.751,PCE_2017
2009,DRG01680,55327.65,48162.91,7902.42,218104.86,0.2537,22.08,0,23.44,69.92,9.13,17.28,1,SHOP001680,0.6472,124.9,216.88,2.857,CPI_2012
2014,DRG01681,17372.27,10155.05,3111.87,65331.19,0.2659,21.18,1,40.74,43.86,6.22,2.32,0,SHOP001681,0.6156,112.1,148.5,6.301,PCE_2017
2014,DRG01682,48828.11,33892.35,10124.16,115874.88,0.4214,18.18,1,80.83,68.45,11.88,7.93,1,SHOP001682,0.9851,87.1,200.63,5.07,CPI_2022
2025,DRG01683,39899.67,28652.67,9002.59,135268.6,0.295,15.94,0,52.72,99.18,11.25,1.05,1,SHOP001683,0.5274,76.22,128.49,0.269,PCE_2012
2013,DRG01684,53022.09,39392.33,11883.8,190713.07,0.278,2.66,0,51.35,42.45,3.23,1.21,1,SHOP001684,0.7827,110.91,125.18,2.735,CPI_2017
2012,DRG01685,35361.47,29614.89,1730.98,137718.63,0.2568,18.81,0,82.72,68.27,4.85,6.84,1,SHOP001685,0.7351,137.94,167.97,1.739,CPI_2017
2022,DRG01686,5309.68,3310.93,901.03,17574.97,0.3021,8.4,1,14.05,96.61,7.15,17.62,0,SHOP001686,0.3919,104.81,129.47,2.303,CPI_2012
2022,DRG01687,65317.05,40497.49,12217.38,130193.67,0.5017,6.53,1,15.9,71.97,0.78,9.82,0,SHOP001687,0.0387,124.81,162.88,3.191,PCE_2012
2017,DRG01688,29905.39,27801.41,5589.75,135895.91,0.2201,10.09,1,14.1,45.55,4.41,7.05,1,SHOP001688,0.2206,102.68,84.53,5.324,PCE_2017
2023,DRG01689,28087.84,18256.29,5058.88,57216.1,0.4909,10.06,1,8.97,64.83,11.27,9.64,1,SHOP001689,0.2095,101.8,187.37,1.894,CPI_2012
2010,DRG01690,7544.06,5576.81,459.28,17397.67,0.4336,12.36,0,80.25,54.02,7.15,10.33,0,SHOP001690,0.0271,119.33,142.54,0.439,PCE_2012
2017,DRG01691,60499.59,51195.52,4476.3,263942.04,0.2292,14.8,0,19.48,81.83,10.78,2.06,1,SHOP001691,0.7838,92.65,194.04,2.636,PCE_2017
2009,DRG01692,6460.77,3984.78,645.71,23365.42,0.2765,14.32,1,20.21,73.28,2.06,10.22,1,SHOP001692,0.5365,114.79,90.77,1.84,PCE_2017
2019,DRG01693,9511.22,6972.45,571.2,38581.95,0.2465,1.8,0,68.27,68.07,2.95,0.05,1,SHOP001693,0.7627,77.85,123.31,5.411,PCE_2012
2020,DRG01694,39160.23,37103.79,7913.62,139459.08,0.2808,23.1,1,60.39,43.41,4.23,8.15,0,SHOP001694,0.016,90.11,174.41,4.028,CPI_2012
2019,DRG01695,38502.0,37545.18,3149.81,86263.59,0.4463,12.34,1,13.08,66.45,8.02,15.65,1,SHOP001695,0.2409,70.94,164.39,1.798,PCE_2017
2022,DRG01696,67365.88,56097.07,5340.14,183668.2,0.3668,1.41,1,26.08,86.63,10.74,3.48,1,SHOP001696,0.0446,75.74,198.72,4.092,PCE_2012
2017,DRG01697,4979.84,3589.15,865.36,19322.84,0.2577,0.46,1,46.63,85.62,2.19,16.68,1,SHOP001697,0.5924,106.53,80.7,5.191,PCE_2012
2016,DRG01698,45281.6,36983.06,1066.47,171652.85,0.2638,10.77,0,66.48,48.55,6.22,0.62,1,SHOP001698,0.284,81.7,213.97,5.006,CPI_2017
2019,DRG01699,2937.15,2385.32,198.88,11593.54,0.2533,8.86,1,52.27,40.49,8.21,5.1,0,SHOP001699,0.3345,139.54,210.84,3.496,CPI_2012
2023,DRG01700,8691.27,5554.46,2047.73,31668.54,0.2744,13.91,1,60.74,91.52,3.1,13.96,1,SHOP001700,0.5077,81.19,164.3,0.292,CPI_2012
2016,DRG01701,35991.9,26764.01,4882.69,167842.99,0.2144,24.3,1,31.49,64.56,8.6,3.51,0,SHOP001701,0.9051,119.59,200.25,6.064,PCE_2012
2015,DRG01702,63192.43,47141.14,13807.98,237779.23,0.2658,22.4,0,65.74,52.45,10.38,15.85,0,SHOP001702,0.7189,120.32,97.27,6.298,CPI_2012
2011,DRG01703,67852.47,58516.99,14232.58,213594.86,0.3177,10.59,1,60.01,68.61,4.38,14.54,1,SHOP001703,0.8653,120.15,115.01,4.239,CPI_2022
2015,DRG01704,43153.68,41580.71,5763.75,168210.06,0.2565,13.63,1,40.82,62.12,9.94,11.08,1,SHOP001704,0.4361,91.45,203.4,0.244,PCE_2012
2010,DRG01705,58241.32,49511.95,5968.68,171402.48,0.3398,3.41,0,8.45,86.9,4.9,4.78,1,SHOP001705,0.1469,125.69,87.74,4.902,PCE_2022
2009,DRG01706,7812.29,7544.11,1074.45,28590.89,0.2732,6.94,1,30.28,44.92,0.69,7.36,1,SHOP001706,0.3059,102.56,214.92,4.692,CPI_2012
2014,DRG01707,6629.36,4792.96,296.95,22730.23,0.2917,2.01,1,14.49,46.43,4.31,14.58,1,SHOP001707,0.9611,128.77,156.82,2.458,CPI_2017
2020,DRG01708,13240.04,8716.46,1161.32,46614.32,0.284,12.11,0,43.28,80.61,11.97,17.92,1,SHOP001708,0.923,129.79,183.88,1.275,CPI_2017
2023,DRG01709,55789.34,36951.49,12432.66,265509.22,0.2101,0.07,1,31.58,90.25,1.28,15.22,1,SHOP001709,0.5898,137.44,210.78,5.267,PCE_2012
2015,DRG01710,14226.35,13189.66,1008.04,39851.32,0.357,24.47,1,36.0,60.1,9.75,0.87,1,SHOP001710,0.4125,124.55,194.53,6.412,CPI_2017
2024,DRG01711,4832.42,2829.02,1081.54,15521.56,0.3113,5.34,1,31.12,73.46,6.43,2.09,1,SHOP001711,0.0251,77.39,89.94,1.192,PCE_2017
2017,DRG01712,37292.3,31741.83,3316.13,97824.99,0.3812,15.16,0,63.31,56.26,0.4,13.05,1,SHOP001712,0.0578,105.62,91.2,0.04,PCE_2022
2010,DRG01713,56123.2,52453.83,10595.63,183550.73,0.3058,5.38,0,24.49,73.32,11.61,14.57,0,SHOP001713,0.532,76.79,126.99,4.388,PCE_2022
2009,DRG01714,49447.03,43883.69,3489.77,144761.98,0.3416,24.96,1,21.09,40.37,3.39,1.03,1,SHOP001714,0.5299,76.37,124.32,5.993,CPI_2017
2014,DRG01715,64484.6,37019.27,14612.05,308872.88,0.2088,19.16,1,71.2,69.15,10.49,10.93,1,SHOP001715,0.2743,78.8,187.56,1.413,PCE_2017
2023,DRG01716,56451.57,46526.26,5514.25,237224.6,0.238,7.08,1,54.47,69.95,6.29,0.72,0,SHOP001716,0.017,113.26,186.19,2.399,CPI_2012
2023,DRG01717,27905.14,26647.39,5987.95,110220.77,0.2532,1.74,1,23.73,98.4,7.09,15.75,1,SHOP001717,0.3849,86.04,138.9,5.482,CPI_2012
2025,DRG01718,30507.6,22175.34,4153.92,126091.41,0.2419,22.67,0,76.26,81.98,10.73,15.02,1,SHOP001718,0.8644,112.35,207.04,4.146,PCE_2012
2013,DRG01719,25626.79,14895.63,537.1,113446.87,0.2259,13.72,1,48.18,53.18,6.75,15.46,0,SHOP001719,0.0156,138.15,129.69,5.356,PCE_2022
2018,DRG01720,7344.99,4988.5,1706.02,14447.69,0.5084,22.64,1,51.58,95.18,2.03,1.16,1,SHOP001720,0.9658,108.1,142.08,3.918,CPI_2022
2024,DRG01721,14242.41,11949.17,3528.31,37999.37,0.3748,21.99,1,39.75,71.38,1.08,11.38,1,SHOP001721,0.9667,114.29,103.51,3.937,PCE_2012
2024,DRG01722,12656.53,8068.85,326.42,43035.39,0.2941,14.65,1,39.43,47.45,2.61,12.16,1,SHOP001722,0.4611,113.68,208.49,2.566,CPI_2022
2017,DRG01723,45538.84,37260.63,1669.4,196831.71,0.2314,13.7,1,60.99,98.43,3.16,5.2,1,SHOP001723,0.3639,85.69,103.51,5.237,CPI_2017
2011,DRG01724,12111.0,7164.72,874.01,41016.64,0.2953,15.25,1,34.1,65.84,11.51,4.6,0,SHOP001724,0.7966,78.74,218.45,2.497,CPI_2022
2023,DRG01725,9912.06,7032.86,1391.64,27108.92,0.3656,13.36,0,6.24,40.98,10.43,1.72,1,SHOP001725,0.3456,127.95,163.1,3.55,CPI_2017
2022,DRG01726,51962.6,45010.15,1643.27,136038.45,0.382,1.95,1,40.15,88.32,6.23,4.18,1,SHOP001726,0.8438,107.45,132.62,1.048,CPI_2017
2014,DRG01727,23167.62,20071.86,1310.37,55499.67,0.4174,17.7,1,82.96,89.86,7.54,9.01,1,SHOP001727,0.2806,87.12,215.1,5.522,PCE_2017
2010,DRG01728,60382.16,51387.63,2705.07,149423.27,0.4041,13.68,1,57.44,83.32,6.71,17.76,1,SHOP001728,0.5562,95.88,172.93,2.227,PCE_2022
2015,DRG01729,51662.32,34067.82,3009.83,242804.5,0.2128,13.31,1,44.71,89.78,11.3,13.51,1,SHOP001729,0.8556,84.29,174.53,1.184,CPI_2012
2013,DRG01730,34813.94,31024.11,3200.2,106713.08,0.3262,10.65,0,36.18,83.77,2.26,14.62,1,SHOP001730,0.6685,131.61,215.92,1.208,PCE_2017
2019,DRG01731,56709.3,43809.79,12466.03,110720.26,0.5122,12.02,0,73.68,70.42,6.45,0.78,0,SHOP001731,0.3593,97.84,137.93,0.49,PCE_2012
2019,DRG01732,12409.72,9241.04,809.58,39476.5,0.3144,17.25,1,65.05,80.99,9.41,7.05,1,SHOP001732,0.3567,71.93,157.12,0.823,PCE_2022
2013,DRG01733,24251.76,20929.69,1912.23,109614.08,0.2212,12.82,0,72.89,51.7,9.32,0.16,0,SHOP001733,0.642,129.83,123.5,5.818,CPI_2012
2011,DRG01734,47151.69,35617.09,9356.7,152487.16,0.3092,23.09,1,14.19,45.02,10.23,12.75,1,SHOP001734,0.404,94.15,217.55,1.427,CPI_2022
2019,DRG01735,51471.19,38428.78,7001.96,235896.8,0.2182,15.15,1,52.81,96.85,9.64,11.19,1,SHOP001735,0.8488,126.06,203.1,5.343,CPI_2012
2011,DRG01736,24297.73,17855.04,4017.36,55132.55,0.4407,23.02,1,40.41,68.08,9.67,9.34,1,SHOP001736,0.0147,107.65,195.43,3.876,PCE_2022
2020,DRG01737,13201.08,9210.87,3261.18,33838.06,0.3901,1.5,0,45.31,54.12,1.59,3.25,1,SHOP001737,0.4925,103.74,110.7,0.249,PCE_2012
2017,DRG01738,27082.17,17805.48,1952.2,104588.68,0.2589,7.13,1,73.49,57.04,4.75,2.06,1,SHOP001738,0.8042,93.18,129.56,5.438,PCE_2022
2025,DRG01739,11320.67,9228.46,1941.8,48515.42,0.2333,6.27,0,21.88,96.37,0.16,14.93,0,SHOP001739,0.3326,121.16,135.16,5.368,CPI_2022
2010,DRG01740,23001.5,15878.57,1107.49,49875.82,0.4612,1.01,1,5.04,86.52,7.07,8.1,0,SHOP001740,0.4404,112.34,206.09,4.98,PCE_2012
2011,DRG01741,60812.79,47484.31,3813.66,232532.96,0.2615,0.26,0,82.74,90.85,1.86,4.96,1,SHOP001741,0.8668,118.43,102.39,5.213,PCE_2012
2009,DRG01742,28588.72,27256.21,4398.79,55645.15,0.5138,23.05,0,8.14,98.51,10.46,6.43,1,SHOP001742,0.914,84.71,198.97,5.853,CPI_2022
2018,DRG01743,34843.44,20782.44,4269.52,132065.16,0.2638,13.29,1,27.65,45.17,1.91,1.43,1,SHOP001743,0.0992,131.34,102.6,1.917,PCE_2012
2011,DRG01744,40077.98,27132.42,1203.21,113340.29,0.3536,7.26,1,60.77,52.58,4.03,1.82,1,SHOP001744,0.4008,120.49,198.84,4.507,CPI_2022
2021,DRG01745,19134.03,16497.22,2942.02,73982.23,0.2586,18.08,0,49.14,75.37,1.74,8.76,1,SHOP001745,0.7672,100.72,215.42,2.241,PCE_2022
2013,DRG01746,25008.35,14036.11,931.44,77723.83,0.3218,1.87,1,37.68,64.31,10.97,0.68,0,SHOP001746,0.8155,102.31,187.4,5.773,PCE_2022
2013,DRG01747,46264.25,34070.89,8504.42,207385.53,0.2231,9.72,0,67.87,46.97,1.65,15.77,1,SHOP001747,0.7438,86.29,152.76,2.399,CPI_2012
2023,DRG01748,22947.59,13993.73,2922.95,61699.18,0.3719,3.91,0,62.05,97.03,7.79,3.89,0,SHOP001748,0.3412,129.25,149.91,1.358,PCE_2022
2016,DRG01749,8855.74,7131.6,1995.73,34468.83,0.2569,12.85,1,35.2,85.33,5.64,9.27,1,SHOP001749,0.8181,133.73,161.92,4.609,PCE_2017
2022,DRG01750,56703.46,37196.82,6613.51,157261.31,0.3606,13.44,1,25.32,78.35,5.18,9.32,1,SHOP001750,0.5738,124.66,184.22,1.526,PCE_2017
2009,DRG01751,14417.9,10916.9,1540.45,28943.65,0.4981,17.8,0,68.28,84.77,11.47,13.04,0,SHOP001751,0.228,80.99,198.73,2.688,CPI_2022
2013,DRG01752,7760.6,4515.32,433.39,29227.05,0.2655,24.35,0,79.66,90.68,1.36,15.58,1,SHOP001752,0.004,120.61,200.91,5.879,CPI_2022
2016,DRG01753,36580.88,30024.89,2601.72,146299.06,0.25,5.6,1,38.73,86.87,3.92,9.95,1,SHOP001753,0.2335,138.58,163.36,6.026,CPI_2017
2016,DRG01754,26212.44,17786.44,2722.2,73350.59,0.3574,15.55,0,9.85,49.97,1.76,3.89,0,SHOP001754,0.8118,131.67,202.35,5.045,PCE_2022
2011,DRG01755,41248.45,22950.86,6804.05,148815.3,0.2772,6.25,0,67.87,81.27,6.24,0.53,1,SHOP001755,0.111,118.75,218.22,5.502,CPI_2017
2024,DRG01756,28684.8,19664.35,1430.75,123873.12,0.2316,18.47,1,24.65,96.45,5.78,8.45,0,SHOP001756,0.4897,71.24,110.76,6.355,PCE_2022
2019,DRG01757,8082.59,5007.29,913.59,34357.26,0.2353,18.28,0,30.73,40.79,2.59,14.57,0,SHOP001757,0.6428,88.25,164.6,1.144,CPI_2017
2016,DRG01758,34133.27,20286.71,6055.69,102205.16,0.334,0.41,0,5.43,76.21,9.74,9.24,1,SHOP001758,0.693,104.2,200.98,5.774,CPI_2017
2014,DRG01759,59467.31,55290.79,2894.35,214789.36,0.2769,18.69,0,41.96,69.02,8.6,17.24,1,SHOP001759,0.276,138.37,132.37,3.12,CPI_2017
2012,DRG01760,58301.67,46444.13,12419.04,216501.55,0.2693,8.38,1,20.44,80.95,6.32,3.05,0,SHOP001760,0.1646,132.22,97.1,2.018,CPI_2012
2021,DRG01761,37368.56,32199.68,1085.82,136518.43,0.2737,12.51,0,8.34,51.55,6.79,9.45,1,SHOP001761,0.2571,94.89,216.75,4.659,PCE_2017
2013,DRG01762,4404.49,2700.63,924.38,10158.77,0.4336,0.89,0,77.19,71.25,11.17,3.45,1,SHOP001762,0.2449,135.76,210.27,5.514,CPI_2022
2017,DRG01763,20306.34,19695.07,2962.59,73278.91,0.2771,20.99,0,63.05,83.57,5.31,9.92,0,SHOP001763,0.6346,113.12,131.92,0.322,PCE_2012
2015,DRG01764,39196.29,33923.85,1103.99,115408.9,0.3396,21.47,0,13.35,46.87,7.03,2.52,1,SHOP001764,0.462,114.86,175.88,6.341,PCE_2022
2023,DRG01765,20656.14,17563.22,4327.74,51378.16,0.402,4.93,1,6.55,87.6,8.15,17.42,1,SHOP001765,0.7447,70.7,200.76,3.25,CPI_2017
2015,DRG01766,6030.95,5136.3,955.03,18413.65,0.3275,6.89,1,38.81,69.17,11.3,11.27,1,SHOP001766,0.119,131.52,125.49,4.503,PCE_2017
2025,DRG01767,53549.06,32328.41,7194.51,162397.11,0.3297,19.33,0,34.95,57.57,8.71,17.74,0,SHOP001767,0.3592,95.97,108.23,0.576,PCE_2017
2024,DRG01768,28549.54,17881.31,5135.42,73358.42,0.3892,3.64,1,34.87,49.5,7.74,9.58,1,SHOP001768,0.9494,83.85,182.08,3.012,PCE_2022
2024,DRG01769,30084.67,22946.56,5491.77,76177.67,0.3949,2.06,0,30.66,80.35,7.18,11.25,1,SHOP001769,0.1787,136.51,152.02,3.974,PCE_2022
2017,DRG01770,22555.4,13959.87,5632.65,63947.76,0.3527,2.77,0,39.67,55.68,10.27,0.59,1,SHOP001770,0.9506,89.85,193.62,3.154,PCE_2017
2011,DRG01771,58579.21,54195.97,7301.28,137843.07,0.425,16.66,0,28.57,69.79,8.67,9.05,0,SHOP001771,0.005,136.46,201.82,4.304,CPI_2017
2012,DRG01772,67938.41,55055.19,3037.86,232311.42,0.2924,19.92,1,10.16,64.2,5.76,13.59,1,SHOP001772,0.7387,139.74,86.93,2.267,CPI_2022
2013,DRG01773,44176.37,26944.81,1826.57,181413.95,0.2435,21.66,0,13.58,69.51,5.55,1.22,1,SHOP001773,0.3758,139.8,103.28,1.669,PCE_2017
2022,DRG01774,66100.9,63506.48,2488.69,138913.66,0.4758,12.83,1,11.09,40.42,5.18,0.51,1,SHOP001774,0.227,108.57,90.22,2.598,PCE_2012
2010,DRG01775,43335.74,24187.11,8329.63,164385.12,0.2636,10.15,1,6.71,53.38,0.02,14.0,1,SHOP001775,0.1094,80.37,150.03,4.628,CPI_2022
2021,DRG01776,10956.16,7575.87,1188.6,39864.44,0.2748,9.05,0,28.8,68.57,7.17,7.45,1,SHOP001776,0.1564,114.3,132.73,6.226,PCE_2012
2015,DRG01777,27568.13,16591.8,2416.03,118417.75,0.2328,19.38,1,37.45,80.71,11.34,2.28,1,SHOP001777,0.5545,81.87,104.62,3.956,PCE_2017
2014,DRG01778,12964.93,11001.6,960.93,57398.54,0.2259,5.86,0,5.4,92.93,8.87,3.7,1,SHOP001778,0.0744,72.7,142.08,2.356,CPI_2022
