labor_wage_wage_survey_year,labor_wage_occupation_nco_6,labor_wage_industry_nic_3,labor_wage_pay_period_type,labor_wage_wage_p10,labor_wage_wage_p25,labor_wage_wage_median,labor_wage_wage_p75,labor_wage_wage_p90,labor_wage_annualized_wage_mean,labor_wage_overtime_share_pct,labor_wage_bonus_share_pct,labor_wage_benefits_cost_share_pct,labor_wage_union_coverage_rate_pct,labor_wage_gender_pay_gap_pct,labor_wage_race_pay_gap_pct,labor_wage_education_premium_pct,labor_wage_experience_premium_pct,labor_wage_cost_adjusted_wage_index,labor_wage_sampling_error_margin
2019,398265,446,Hourly,78875.41,123178.82,160313.02,182405.98,200826.93,1966785.54,21.38,0.58,4.24,20.12,32.1,10.75,7.92,1.09,154.704,7.85
2020,756974,416,Monthly,8772.37,14067.93,16630.5,20047.53,24972.56,212994.06,0.73,28.63,1.74,21.63,1.37,7.36,58.03,30.54,138.201,5.612
2016,756464,529,Hourly,41706.71,56789.61,67706.32,88809.77,114073.99,930976.53,17.47,11.39,17.45,1.67,-0.36,5.84,53.57,30.91,111.013,6.341
2022,824137,692,Annual,47754.74,61985.82,78028.02,98260.5,127903.44,1021897.88,15.56,0.41,19.74,13.39,-3.79,29.67,23.72,32.67,78.974,2.544
2021,175685,914,Hourly,67069.61,79167.24,104312.87,152335.94,177414.51,1304882.88,4.98,1.82,14.54,2.84,14.68,16.56,54.55,0.82,74.594,4.257
2024,332456,284,Daily,30381.18,37564.82,50265.0,59402.14,77615.87,642446.15,23.13,11.15,19.44,4.94,15.34,-7.89,18.52,43.68,72.99,7.227
2025,953567,117,Monthly,88624.84,112642.31,143481.3,201560.78,241432.29,1745771.75,10.9,3.08,24.02,21.73,15.43,-9.7,26.02,40.73,123.664,2.988
2022,335743,710,Hourly,53970.67,78499.29,101118.93,113150.06,134859.09,1248186.89,8.69,20.71,34.84,2.86,-7.06,10.85,9.83,18.92,158.23,7.133
2023,273667,633,Hourly,60958.39,80781.28,98169.45,125455.33,138582.27,1305500.16,9.18,6.1,32.59,33.24,17.15,23.67,32.48,33.08,149.76,2.547
2017,614348,095,Hourly,26511.68,35201.79,41609.74,46641.82,50778.15,561975.8,13.12,15.26,33.42,1.62,19.63,16.52,27.3,53.38,137.683,5.53
2021,718725,529,Monthly,54322.58,70275.78,91294.27,110026.82,117916.87,1175353.31,1.19,9.86,14.78,37.28,-5.0,2.69,6.95,25.0,120.906,2.748
2022,044131,416,Annual,19874.88,32494.84,37247.36,41481.38,45442.24,433704.67,7.71,14.42,15.25,33.54,16.22,22.14,5.69,37.82,123.733,3.638
2016,556125,447,Monthly,35027.72,54316.08,63059.03,82744.06,91108.99,668051.38,20.34,2.16,10.55,25.24,7.74,7.5,0.97,13.42,74.928,1.394
2018,435878,708,Annual,11629.24,13695.55,18557.33,25673.17,33215.93,226435.7,12.46,26.56,11.66,37.33,16.14,29.78,17.78,43.18,90.71,6.119
2020,106474,533,Daily,81883.06,96792.3,132786.78,190046.42,224396.91,1675886.64,14.61,13.11,26.13,30.08,-5.09,-1.03,26.93,19.51,103.302,1.395
2019,643647,780,Hourly,47019.36,68098.24,93505.89,138719.47,176497.79,1265885.93,17.24,17.42,29.59,29.22,19.74,20.18,20.67,49.99,148.266,7.788
2020,483833,377,Hourly,75573.31,95202.24,117389.81,143190.91,185786.72,1366557.71,14.62,3.39,11.41,9.36,31.29,17.68,30.58,36.73,120.851,2.16
2024,584844,087,Annual,38508.74,53979.57,75836.2,109297.2,133485.05,889902.54,18.72,14.05,17.67,4.02,1.67,28.25,30.98,41.51,99.074,2.882
2016,222868,074,Hourly,60173.59,79605.4,88548.24,120868.11,150104.15,1176605.18,14.28,15.72,8.89,24.22,20.53,-9.47,29.65,19.42,128.448,4.115
2019,303990,240,Hourly,115712.5,150451.77,178625.16,210052.46,247862.28,2371865.63,6.83,8.79,23.62,1.83,-8.49,-5.1,40.67,40.71,140.7,2.956
2019,863457,848,Annual,40737.96,56094.24,73797.71,84029.03,97186.29,855921.07,0.8,16.31,34.72,32.68,24.49,20.46,29.59,8.22,116.965,4.912
2022,101493,393,Annual,70630.07,109948.91,150328.88,205995.35,265250.72,1962181.5,20.63,10.96,5.66,1.76,17.54,7.45,51.44,54.42,100.352,7.67
2024,131482,853,Daily,12048.04,17009.61,24043.23,35951.72,38883.5,327098.63,19.79,25.15,24.36,31.81,-1.93,-0.9,36.06,16.61,128.719,5.946
2016,176196,505,Monthly,76704.88,90704.09,106338.15,122405.49,139725.74,1336455.84,11.87,17.76,27.99,22.33,3.85,-8.19,13.36,49.61,89.637,2.91
2023,591536,381,Hourly,42533.89,65382.12,92416.5,128279.4,155348.37,1200771.65,2.81,22.38,25.25,19.95,5.15,2.63,30.88,21.56,88.95,6.579
2024,885085,175,Annual,73338.45,94422.13,114917.4,130238.19,169302.17,1454193.16,3.62,15.37,19.91,28.46,17.79,-9.44,15.69,54.79,127.329,5.933
2017,892797,766,Monthly,16415.16,21354.56,25684.39,30408.03,35531.02,280183.25,6.53,7.83,11.05,16.44,23.47,-7.22,25.41,35.96,130.26,3.733
2017,147245,466,Annual,62737.19,87293.48,118751.36,147586.75,171966.03,1545759.38,8.12,20.82,22.07,17.01,13.16,1.89,32.46,25.89,149.914,1.59
2023,838203,368,Annual,48550.61,80562.19,92158.45,138048.55,145924.61,1061116.4,22.27,14.6,20.26,33.57,33.49,14.75,1.2,3.61,149.089,2.108
2024,245720,596,Annual,114844.09,139562.8,166099.34,190652.81,224239.43,2264123.27,1.59,7.69,3.71,12.44,23.14,25.24,14.29,37.78,105.981,4.346
2023,299353,604,Annual,27975.44,42243.92,59971.08,73300.19,82784.91,813454.83,21.93,8.2,1.77,5.24,14.82,22.35,3.74,54.64,121.069,6.918
2018,327722,818,Monthly,69473.38,111050.9,142088.0,162750.79,177739.93,1729482.01,0.01,3.48,26.57,4.05,4.49,15.49,29.44,19.65,84.0,1.955
2025,009475,469,Hourly,9775.9,12365.06,14583.49,17289.23,21076.78,169364.21,21.17,23.46,9.13,8.73,2.53,15.08,24.52,25.5,124.762,3.039
2022,764044,644,Annual,16852.87,22567.78,29440.87,42592.38,56819.41,313096.53,3.55,0.7,16.77,27.72,23.01,4.55,27.0,42.72,109.216,0.64
2018,440691,290,Daily,36254.31,56269.46,64523.48,91283.17,105065.8,871718.25,12.35,15.96,34.3,0.72,-5.02,5.83,13.21,40.22,126.416,5.895
2025,111169,244,Monthly,103739.47,138499.21,167216.49,242134.21,255892.45,2054516.86,3.8,27.6,12.36,24.42,14.64,13.81,29.59,54.3,127.763,3.583
2019,975879,692,Annual,38205.05,53635.1,60113.79,86218.05,91399.3,834147.36,18.48,22.75,31.65,15.01,19.53,-4.65,1.88,11.35,135.791,1.484
2019,046347,401,Daily,90887.84,121288.63,171353.99,243504.57,279044.78,2275615.19,5.01,16.21,22.34,19.43,14.89,12.64,20.19,26.81,82.176,3.729
2023,208339,106,Daily,35800.79,46585.87,61629.41,71281.72,78973.76,729013.03,19.42,7.06,18.38,39.45,15.19,-7.74,52.23,13.64,140.2,5.121
2016,985543,013,Monthly,71656.18,105569.48,126210.28,142676.91,182630.58,1385365.49,1.75,10.71,5.25,23.42,15.65,-8.2,24.44,4.1,116.791,6.325
2021,669718,518,Annual,79523.55,94359.81,126318.83,177098.37,192674.46,1518666.69,3.49,9.27,4.43,30.18,7.73,1.94,37.83,52.67,127.602,5.849
2017,846008,702,Hourly,73894.77,108540.81,137703.41,176101.78,196196.78,1706392.05,1.95,25.49,18.71,11.66,5.62,-3.71,6.54,22.69,104.867,1.042
2024,907070,606,Monthly,75998.79,104550.86,143138.41,177095.39,207480.87,1554776.81,4.89,9.16,27.29,35.02,20.83,11.43,37.71,13.26,103.579,1.955
2018,879968,239,Hourly,81552.29,116085.51,158805.23,187070.4,247543.2,1691298.2,18.03,4.56,21.25,38.96,28.23,-4.68,31.68,7.24,106.711,5.948
2016,165174,715,Daily,84075.6,115952.43,165603.88,206244.18,229294.48,1783762.66,2.02,16.08,8.64,11.17,13.08,7.01,24.74,33.05,77.869,7.26
2016,329446,005,Monthly,44134.3,63703.44,88412.53,108610.96,140328.35,1106741.35,8.2,2.65,28.7,1.7,28.43,-1.14,36.82,49.96,74.014,3.995
2024,299417,329,Annual,16721.03,23759.08,28745.8,41315.12,45450.12,320667.74,11.86,19.64,29.88,18.1,12.96,14.22,12.15,13.16,88.583,2.672
2020,877694,234,Annual,81572.46,103456.85,134659.91,161562.3,217262.9,1634904.19,8.23,14.77,17.79,5.48,25.47,9.47,45.15,50.47,148.743,3.178
2016,015133,882,Daily,18834.61,23420.58,27274.94,35701.22,44661.45,346126.6,23.92,7.75,27.51,31.86,10.35,19.78,38.26,54.56,76.899,3.883
2023,319961,331,Annual,30681.88,43355.54,59602.62,72815.03,96605.21,806665.45,9.13,25.48,14.37,13.05,0.49,22.69,14.3,45.57,157.298,4.667
2016,419514,957,Monthly,16828.24,27081.02,32477.34,37003.86,40929.39,433268.82,9.05,10.8,24.37,30.52,14.24,-3.99,32.13,42.66,137.148,5.941
2021,798906,347,Monthly,95338.44,120272.72,156609.32,213980.11,266923.63,2066840.78,23.73,16.48,28.35,31.6,24.47,5.86,56.39,13.3,110.699,3.582
2021,128112,520,Annual,36961.69,59896.53,68970.58,76413.09,83598.79,786923.69,7.36,11.63,20.49,14.5,31.39,18.4,22.89,18.91,72.308,5.845
2016,152393,044,Daily,47329.23,56133.15,75606.61,107235.65,142095.91,926843.46,12.73,5.47,3.53,28.13,34.21,16.78,23.6,1.71,142.985,5.624
2023,652701,685,Monthly,32053.43,39410.86,43840.47,55403.99,72527.0,527715.12,9.46,3.5,15.23,3.1,13.88,-0.4,21.49,5.61,73.987,4.316
2020,697974,439,Daily,88512.49,133677.32,152283.1,195832.38,253962.36,2024318.36,4.54,2.48,31.51,8.83,-0.48,-5.26,54.6,29.84,102.168,2.619
2020,568661,245,Monthly,107022.04,155957.01,173360.89,226334.47,237880.35,2178499.96,8.99,19.09,12.23,32.52,18.12,-1.77,48.98,24.87,78.119,2.064
2021,512786,208,Annual,27060.78,38390.73,43268.98,54152.92,63426.07,556182.33,14.5,6.63,14.83,38.69,25.31,22.0,22.95,52.48,72.283,4.239
2021,256128,369,Monthly,23647.8,36021.19,41687.45,62011.56,79120.27,555765.2,20.77,20.43,8.08,21.69,3.7,-2.45,13.14,34.69,72.114,7.312
2024,650941,365,Hourly,22832.65,28174.06,39211.03,53539.1,62620.89,510554.65,22.47,12.43,6.59,38.09,31.1,17.8,23.31,22.08,109.904,3.226
2024,118863,898,Monthly,73104.28,99191.5,129197.36,183438.67,228582.66,1652166.83,20.66,17.58,6.2,34.02,34.67,28.53,16.97,13.99,118.157,1.564
2025,799395,020,Daily,44743.67,68974.26,91946.1,103643.96,119817.95,1191876.24,2.69,27.62,19.37,32.61,12.95,26.71,46.19,52.34,93.445,4.44
2022,460824,682,Daily,81393.71,126791.81,172287.42,226548.31,274784.12,2356644.95,3.15,9.55,6.23,5.11,-6.78,3.35,16.37,5.12,94.372,4.686
2021,516617,160,Daily,31943.51,39119.91,47449.54,58785.36,77471.69,608456.27,24.15,12.64,5.68,2.38,0.07,28.75,39.71,17.58,122.397,5.476
2021,928295,174,Monthly,95949.3,131170.22,169481.22,221775.0,254725.76,2365652.63,2.32,5.2,12.69,24.78,12.7,11.59,34.12,40.51,73.733,3.489
2022,755569,192,Hourly,59338.06,98240.48,113954.7,168477.81,194902.29,1267134.51,5.2,16.49,20.35,23.41,25.01,9.12,54.34,35.66,151.86,3.463
2016,850095,715,Hourly,52260.12,79934.9,109646.54,147611.95,179709.53,1485932.76,18.92,6.67,19.13,36.17,28.0,-0.14,21.49,31.84,96.788,0.926
2020,783497,005,Monthly,71264.44,117931.25,156223.18,221101.21,271757.85,1883659.3,14.24,1.75,3.32,12.25,15.32,23.23,5.03,38.53,77.402,3.355
2016,721451,081,Monthly,57567.78,80892.21,99488.29,111233.44,135324.85,1302848.39,7.19,9.73,32.1,22.87,13.95,0.53,1.89,38.57,91.615,0.997
2019,970372,622,Hourly,52103.16,70570.66,80734.8,118424.28,151716.87,903739.82,6.79,23.02,32.42,10.23,23.43,4.44,52.37,46.08,94.381,7.069
2023,626676,834,Hourly,95586.55,113086.59,159465.21,189342.31,240605.4,2016948.98,2.61,25.68,8.32,37.96,22.54,11.55,29.27,36.71,103.85,6.959
2018,796553,883,Annual,88612.35,116824.23,158563.62,209712.23,240430.04,1879370.12,24.68,28.27,22.73,8.77,-7.51,-5.9,9.79,40.02,79.844,4.273
2017,779987,370,Daily,7654.98,12325.21,17367.68,23075.98,26799.42,204323.8,14.48,21.42,29.86,21.25,9.41,16.74,31.42,33.65,149.809,4.407
2024,157347,515,Hourly,70392.75,107612.95,136127.62,197403.37,226454.65,1862782.85,14.28,29.21,28.24,33.09,14.96,19.53,58.6,4.06,93.607,6.532
2019,030456,172,Monthly,90534.47,129842.03,158865.57,178506.45,201932.78,1806297.61,9.58,20.46,12.87,23.25,-3.93,24.82,41.08,19.04,135.062,3.958
2016,166072,816,Hourly,33232.6,44866.81,53583.44,73912.19,92705.87,735577.43,13.34,12.1,7.8,23.17,-6.23,10.13,36.62,5.53,117.244,0.812
2023,856423,983,Daily,66558.92,88965.62,105831.27,126628.36,137779.58,1208746.47,23.67,5.78,28.05,8.53,4.61,16.14,34.65,53.51,98.323,1.042
2019,619008,079,Hourly,66820.92,94603.2,110991.17,145308.52,183614.47,1238239.55,1.63,21.8,11.77,36.77,19.31,8.73,42.96,45.74,92.557,1.055
2016,295536,364,Annual,44426.23,54107.28,66078.79,98910.96,126285.77,886941.85,22.47,13.05,26.81,21.54,-6.65,11.8,32.39,39.21,139.665,5.141
2025,643561,043,Monthly,66875.49,104953.59,125569.16,148006.85,196068.15,1359058.54,4.3,25.78,20.71,21.04,29.85,3.79,12.83,50.96,87.759,7.855
2017,280881,477,Daily,83913.14,127821.77,170205.91,239871.05,300663.6,2256654.81,6.99,24.74,3.21,19.46,-6.37,-7.82,31.44,20.06,90.852,6.398
2025,576019,535,Monthly,15025.5,24700.78,27813.98,40815.73,51943.17,293511.54,1.54,23.06,33.98,13.18,4.86,3.45,51.73,26.22,143.446,1.299
2021,455851,124,Annual,57606.72,81823.12,107288.33,146239.4,174373.85,1342940.96,12.6,22.43,7.12,2.15,27.73,23.48,33.4,18.02,141.563,5.157
2020,042270,925,Monthly,8527.12,10978.12,14420.23,20582.53,26906.44,169265.99,15.96,10.86,27.51,35.22,16.81,2.43,25.31,19.94,106.851,4.377
2018,791329,143,Monthly,63827.71,81042.63,92224.93,136535.89,147626.67,1262384.51,2.68,5.37,8.99,6.75,16.69,24.67,37.87,21.59,132.446,0.614
2018,132159,085,Annual,13582.49,20606.14,28669.1,31644.51,37419.97,384797.48,9.8,24.78,14.75,9.19,25.0,10.62,0.82,2.77,78.284,7.433
2016,284681,997,Annual,124299.69,158521.32,179506.15,210276.84,264016.31,2128539.92,5.87,11.4,28.73,35.29,1.33,24.43,11.85,16.09,127.966,3.972
2018,528658,390,Monthly,105927.39,126046.0,172047.44,215425.38,245642.19,2234590.65,19.23,4.91,8.96,32.33,19.87,14.39,19.54,25.74,145.44,1.038
2019,404675,595,Daily,78014.37,110188.37,126967.45,144888.04,181149.3,1421151.45,4.81,1.65,30.81,17.38,32.15,11.45,20.66,42.35,149.898,6.788
2016,070375,165,Annual,49129.1,63717.46,87859.53,107180.07,121695.96,930000.37,9.01,15.78,4.51,34.52,33.09,12.89,38.82,52.4,80.964,3.206
2016,156014,632,Annual,23606.51,31250.94,36370.69,48842.37,61538.35,500132.15,23.79,3.69,27.42,1.42,1.74,14.16,52.99,39.07,142.621,2.345
2023,640922,890,Monthly,48093.91,67229.75,89761.06,130964.55,167294.61,1120797.86,2.21,2.54,9.95,37.01,31.41,1.55,17.39,9.74,158.588,5.836
2017,802121,986,Daily,36668.92,46321.51,57393.92,80359.61,96156.2,758821.04,14.17,19.68,21.41,35.49,-2.99,29.75,6.72,45.6,72.519,2.226
2024,936770,852,Annual,117946.54,141663.44,162327.22,183744.77,238515.69,1736901.52,22.91,19.05,3.6,11.46,25.25,-7.89,15.78,45.98,72.608,4.758
2018,136314,260,Hourly,11472.07,14232.03,18600.4,22121.18,24257.13,210935.26,7.81,15.36,28.76,31.2,24.56,14.98,4.38,38.04,114.191,4.119
2024,421206,250,Monthly,71669.25,114886.54,160695.99,207870.49,267126.25,2187611.79,6.67,4.58,8.61,39.07,32.04,17.02,51.8,25.71,104.436,1.423
2019,402266,110,Hourly,93009.92,146017.44,166432.1,193200.17,219516.26,2199211.0,22.92,22.3,17.97,14.52,21.01,3.63,30.45,24.83,120.738,6.632
2016,506984,463,Monthly,91251.46,128758.21,162381.56,233305.54,290422.05,1819294.68,22.43,1.97,30.51,24.87,-0.22,6.12,39.94,39.77,81.445,5.907
2025,951180,303,Daily,10956.45,16511.43,21779.51,31705.05,39018.09,292309.47,16.0,12.09,20.83,5.12,30.16,15.96,40.07,41.35,79.542,4.281
2021,385679,860,Monthly,61372.99,91182.76,128956.3,170401.18,202567.32,1754637.62,11.64,28.38,30.91,26.65,0.98,22.62,25.24,48.49,82.826,0.955
2025,022004,393,Annual,38340.77,61500.1,87729.13,113833.77,135503.6,1140945.9,22.68,27.61,13.08,13.99,29.35,15.81,35.07,53.86,76.034,4.685
2016,860159,335,Monthly,62302.58,98642.11,113522.9,124883.27,142601.94,1505421.91,17.35,22.14,7.02,8.32,-5.11,25.2,6.0,15.16,156.347,3.253
2016,903698,549,Monthly,62636.27,73978.3,88533.38,109123.23,137818.58,1182613.62,3.28,28.63,6.42,4.59,7.15,6.04,28.6,18.65,136.557,3.094
2024,934987,688,Hourly,54542.03,82471.9,109953.04,125552.39,165502.33,1193753.06,23.11,12.43,19.17,35.51,24.71,16.42,57.52,8.37,144.287,2.398
2016,707467,004,Annual,112097.49,154599.79,176859.19,255794.58,271884.89,2087613.0,7.29,17.18,29.54,27.74,-9.6,4.69,53.92,1.12,112.586,2.902
2019,557339,760,Monthly,31928.2,39801.22,46822.84,53464.83,56360.84,652148.72,15.01,7.96,10.84,25.64,33.74,22.47,46.24,42.4,80.884,5.662
2022,376789,858,Monthly,77206.89,114604.5,132173.32,146800.67,193165.36,1795314.57,13.59,20.92,31.84,2.8,10.69,-5.31,44.78,31.53,145.723,4.538
2025,585635,550,Annual,72934.17,120759.05,170533.21,189210.62,205728.24,1882287.37,21.75,24.54,9.4,26.79,6.9,8.62,11.77,18.93,78.715,4.825
2020,806945,023,Monthly,96223.38,132069.77,151952.74,180801.73,195947.12,2015948.71,2.81,7.94,23.9,35.23,8.99,-2.79,53.25,28.2,111.172,5.254
2018,676196,752,Annual,73526.65,91903.64,102777.3,128386.26,153544.52,1339595.93,14.11,18.43,21.3,2.14,33.79,23.71,20.45,26.13,120.228,5.869
2023,645707,827,Annual,24499.35,37514.14,44779.86,57272.07,61588.75,485313.51,2.83,24.07,12.03,27.66,-1.38,-9.4,12.2,37.22,155.981,1.343
2016,121652,073,Daily,7603.23,9304.29,12213.86,14353.93,15593.9,165337.33,10.71,25.72,13.36,39.18,17.98,23.89,51.47,31.37,72.198,2.831
2020,504485,502,Annual,74121.48,94365.64,110153.01,122928.73,140551.58,1536915.81,16.98,21.41,18.81,7.15,33.13,2.37,17.03,50.59,129.488,5.327
2023,641008,931,Daily,11853.98,16467.66,22076.18,27099.32,33405.68,264057.39,2.41,17.23,5.34,19.88,-3.01,11.38,19.06,25.56,131.593,3.83
2025,713413,084,Monthly,27633.57,44273.69,54678.33,72839.05,79616.75,586430.16,21.95,25.76,32.43,24.79,33.88,-3.42,1.63,43.91,120.267,0.574
2016,782408,260,Monthly,32998.21,39258.38,47034.5,55404.02,58671.15,636568.06,9.18,4.7,31.11,23.04,17.26,-9.85,33.37,41.26,87.031,3.619
2024,630286,487,Hourly,23609.62,31459.82,38400.96,52190.62,62757.01,489723.88,22.8,13.84,23.56,12.23,17.0,26.14,25.71,38.53,145.14,2.284
2024,189123,862,Hourly,24208.78,32396.23,41392.68,61414.86,81699.1,564678.57,3.61,10.07,21.71,1.2,-3.11,-5.46,5.76,28.09,83.225,2.481
2016,274213,506,Hourly,87908.56,121121.53,143762.28,161848.41,173246.37,1878943.59,14.5,21.45,5.97,29.76,-0.28,29.66,32.36,14.0,146.733,7.23
2022,885561,982,Hourly,63971.03,77896.72,107024.39,133346.43,179987.07,1372513.93,18.15,2.83,15.05,8.08,5.31,22.3,9.2,5.56,127.874,4.046
2020,361108,749,Daily,41740.2,57875.74,71870.51,89074.0,108779.78,885723.21,6.01,18.01,0.26,14.47,13.7,19.54,46.49,41.65,159.553,6.241
2022,504132,562,Hourly,82901.62,125694.12,148398.54,182182.92,225118.69,1738187.1,10.01,19.33,27.18,4.62,28.38,11.29,31.13,44.49,108.422,4.734
2025,567611,394,Daily,73986.21,87214.42,107631.5,118487.12,134209.15,1425840.74,11.77,10.51,3.1,7.22,8.42,12.01,49.33,29.92,141.445,6.508
2024,336478,802,Daily,58161.1,86577.73,109340.61,148198.25,158745.77,1151659.39,0.93,24.47,11.79,18.08,34.88,-2.5,19.69,2.32,128.568,6.141
2019,378946,367,Monthly,46567.33,55951.27,67155.53,87428.91,113259.14,794761.83,17.21,9.16,8.76,33.44,2.22,14.06,28.62,42.84,141.092,1.551
2018,570824,059,Annual,47273.03,58775.87,72625.34,84303.57,97544.44,998861.97,19.65,9.32,8.43,33.79,30.17,-1.13,45.38,20.53,84.008,4.2
2018,174216,451,Hourly,21335.68,29127.08,40546.31,56285.04,70754.08,480494.87,3.46,15.77,4.33,18.14,-8.4,12.34,31.82,31.11,115.018,0.568
2020,229854,780,Daily,25618.98,30484.55,38003.14,51314.89,58327.64,479941.3,7.15,14.05,0.66,8.44,25.29,20.7,14.21,48.72,151.27,0.985
2022,542763,310,Monthly,52027.62,62539.01,81589.1,103797.62,122298.43,899629.59,21.24,1.21,26.35,20.2,31.14,21.54,49.45,20.84,102.587,7.199
2025,095584,712,Annual,79092.24,101874.79,124406.98,156438.0,177701.88,1517716.96,21.29,29.28,24.79,14.24,20.72,23.01,26.91,4.9,129.789,6.0
2020,017953,505,Hourly,104339.08,158966.69,178999.97,257679.11,305363.06,2025094.32,13.75,18.62,14.22,1.42,31.14,-1.24,46.47,35.67,79.86,7.628
2016,863512,415,Hourly,74968.92,90936.32,116744.95,154189.25,185291.95,1458031.49,2.2,4.11,20.04,0.13,22.6,5.82,10.1,16.81,146.652,0.816
2021,226936,597,Annual,71774.76,117220.85,152688.85,188947.48,203671.4,1887908.3,23.19,25.99,12.5,32.26,8.81,-7.61,12.86,25.16,120.534,6.419
2017,920886,674,Monthly,40389.88,52035.86,69666.17,79229.91,95992.43,826869.22,22.73,25.64,33.52,2.85,24.51,4.25,7.16,40.25,112.665,5.088
2025,909832,602,Hourly,63001.69,104116.66,122698.19,170855.47,196898.14,1618979.76,23.19,1.27,29.58,29.5,-9.46,16.91,3.83,51.48,152.246,2.598
2022,971688,385,Annual,70739.51,113772.68,149642.3,177218.56,233078.91,2033588.38,10.18,0.39,23.91,26.81,30.28,18.86,43.94,49.98,142.969,5.402
2021,525287,222,Monthly,12379.12,20614.52,25916.2,35395.58,42549.33,285746.84,0.33,9.49,2.21,7.23,29.92,3.57,44.89,33.56,72.585,0.63
2020,236498,913,Hourly,70423.35,108277.98,145919.35,203588.89,218557.84,1891885.7,0.49,20.1,25.21,4.65,10.63,-6.65,30.35,27.27,72.898,3.224
2023,851787,536,Daily,66777.07,100069.98,135364.86,191860.29,213068.74,1433493.75,7.34,29.24,27.15,10.7,34.4,-6.88,32.45,28.04,85.444,6.627
2024,575786,736,Annual,63064.04,104990.21,146214.1,215867.74,262907.19,2037258.11,21.46,16.37,21.64,27.74,8.77,-9.58,49.89,43.5,111.273,6.319
2018,960380,955,Hourly,78289.9,120893.25,170915.35,212226.91,279162.28,2271455.57,6.98,28.57,9.84,24.57,-9.8,-5.38,24.33,37.07,117.204,1.082
2024,569367,276,Daily,52927.71,79889.53,90843.7,119004.43,143630.43,1175237.02,13.55,11.07,23.96,34.46,-9.06,-5.93,23.89,30.21,72.28,1.455
2017,004151,319,Hourly,44598.28,65030.34,72808.13,94577.09,107245.93,815199.3,5.14,24.63,29.98,37.5,22.08,24.11,42.64,47.77,140.972,2.365
2024,297470,182,Hourly,23372.85,27617.33,31810.47,37213.24,43937.19,441266.7,16.08,4.59,4.38,6.04,32.57,5.15,35.84,42.39,73.234,4.941
2020,501633,963,Annual,45657.17,71328.4,86573.0,103342.84,120379.99,1023363.19,12.06,4.05,31.23,10.62,23.86,-4.85,54.73,49.69,123.382,6.881
2023,191080,755,Hourly,17143.66,20740.47,24506.57,28200.21,31841.6,318530.25,24.97,15.32,30.25,17.64,-4.91,2.26,31.94,26.96,119.111,3.385
2025,752499,832,Monthly,27207.61,43051.8,53457.68,59737.6,76517.11,651846.54,1.75,0.64,17.18,5.2,25.64,14.1,25.01,47.9,76.563,6.969
2023,749175,330,Hourly,84949.43,136186.1,179381.27,241305.51,255473.87,1985894.31,20.15,9.39,30.51,23.87,15.05,-0.58,30.53,11.63,135.693,7.622
2024,876911,162,Monthly,57039.75,80152.72,111517.29,138171.48,164259.84,1239170.41,1.46,23.36,16.83,3.9,8.11,0.52,2.17,8.72,109.243,6.801
2020,116828,351,Monthly,47514.71,70980.5,81733.58,114094.09,152248.44,1017589.97,7.48,25.8,6.88,22.15,23.16,5.6,18.78,37.64,76.284,3.833
2024,628068,840,Hourly,122223.16,144184.53,176213.3,252580.48,318437.0,2060345.88,20.43,2.44,21.63,14.72,33.68,29.72,25.63,15.44,103.541,5.569
2019,556559,130,Hourly,69835.87,113108.47,134751.53,200726.95,247438.9,1751036.94,17.64,13.79,25.02,14.62,7.58,24.99,14.91,32.83,150.864,2.557
2016,997693,297,Hourly,71032.35,87383.49,117512.29,138463.57,162640.26,1290690.07,22.86,18.18,23.77,38.6,3.17,-5.55,33.03,28.61,75.21,1.563
2017,391910,919,Monthly,107018.84,145318.01,166481.45,188259.53,221915.73,2036920.56,3.54,8.88,19.83,4.03,20.71,-6.08,25.31,12.28,93.077,4.079
2016,152560,296,Monthly,49921.22,69879.13,81298.81,99087.21,119874.04,965128.61,14.86,14.76,33.35,2.8,9.3,-1.29,20.52,27.8,113.002,7.713
2016,692635,918,Monthly,15420.36,25606.07,35198.89,48618.34,51461.82,434431.7,5.36,21.15,31.53,34.95,23.14,-4.29,38.89,21.4,152.944,6.327
2019,559759,680,Annual,14425.93,19115.17,25758.76,38183.94,48639.62,315046.75,16.09,28.86,24.53,23.81,20.64,-1.59,54.09,3.7,91.359,6.905
2017,608895,741,Hourly,89208.54,113479.76,137655.54,190126.72,234828.65,1836593.85,20.86,1.69,31.77,12.34,5.32,10.1,17.19,44.24,130.103,7.986
2017,687144,839,Annual,107334.65,131849.09,179329.54,239379.12,278920.02,2066378.59,15.31,5.78,12.0,16.75,29.53,-2.1,29.51,52.42,122.716,7.611
2021,728857,325,Hourly,46382.87,73435.53,85646.86,96579.4,122259.69,1088511.07,24.57,29.92,12.68,34.32,20.76,1.88,46.24,13.17,151.109,5.101
2025,221572,360,Annual,32673.08,51309.56,63937.28,94034.25,104341.02,671728.2,7.99,12.16,1.4,2.24,1.18,3.22,44.58,39.15,72.358,5.944
2020,434806,088,Daily,36675.57,57337.74,71153.05,91935.59,115342.72,761765.52,6.9,23.51,3.59,17.97,18.76,-2.03,24.12,18.79,78.903,0.763
2017,986049,297,Hourly,43233.32,59081.32,77881.99,96207.07,110921.35,1088721.05,23.39,1.69,6.35,16.47,28.07,4.24,38.9,49.18,138.933,0.718
