safe_cyber_reference_month,safe_cyber_reporting_country_iso2,safe_cyber_incident_type_code,safe_cyber_attack_vector_code,safe_cyber_targets_sector_code,safe_cyber_ransomware_flag,safe_cyber_phishing_flag,safe_cyber_ddos_flag,safe_cyber_financial_loss_eur_estimate,safe_cyber_crypto_payment_flag,safe_cyber_victims_count,safe_cyber_cross_border_component_flag,safe_cyber_europol_case_link_flag,safe_cyber_arrests_count,safe_cyber_takedowns_count,safe_cyber_data_breach_gdpr_notification_flag,safe_cyber_attribution_confidence_level,safe_cyber_data_source,safe_cyber_data_quality_flag,safe_cyber_data_extract_date
2016-10,AT,BUSINESS_EMAIL_COMPROMISE,INSIDER,HEALTH,0,1,0,1871374.04,0,31182,1,0,28,30,0,HIGH,SECTOR_REGULATOR,1,2025-01-04
2016-11,CZ,SUPPLY_CHAIN,WEB_APP,TELECOM,0,0,1,3369919.16,0,45407,1,0,15,135,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-03-09
2016-12,DE,PHISHING,USB_MEDIA,TRANSPORT,0,1,0,3262963.72,0,71409,1,1,12,3,0,LOW,EUROPOL_IOCTA,1,2025-03-29
2017-01,LV,DATA_BREACH,THIRD_PARTY,FINANCE,1,0,0,13715491.0,1,10788,0,0,10,42,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,0,2025-08-07
2017-02,PL,ACCOUNT_TAKEOVER,RDP_EXPOSED,SME_MULTI,0,1,0,3713765.08,0,38796,1,1,66,143,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-06-05
2017-03,ES,DDOS,CLOUD_MISCONFIG,RETAIL,0,0,1,1184514.46,0,13161,1,0,4,168,0,HIGH,SECTOR_REGULATOR,1,2025-01-25
2017-04,HR,MALWARE,MALVERTISING,EDUCATION,0,0,1,7166517.41,0,8733,1,0,40,240,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-02-11
2017-05,FI,RANSOMWARE,EMAIL,PUBLIC_ADMIN,1,0,0,7564301.36,0,27780,1,1,67,10,0,LOW,EUROPOL_IOCTA,1,2025-03-18
2017-06,IE,BUSINESS_EMAIL_COMPROMISE,INSIDER,MANUFACTURING,0,1,0,5193097.96,0,15006,1,1,17,48,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-06-20
2017-07,MT,SUPPLY_CHAIN,WEB_APP,ENERGY,0,1,1,2446263.19,0,45128,0,0,26,32,1,VERY_HIGH,NATIONAL_CSIRT,1,2025-06-20
2017-08,SK,PHISHING,USB_MEDIA,HEALTH,0,1,0,952000.77,0,78613,1,0,35,169,0,HIGH,SECTOR_REGULATOR,1,2025-07-16
2017-09,BE,DATA_BREACH,THIRD_PARTY,TELECOM,0,1,1,15008504.14,0,35920,0,0,14,58,1,MEDIUM,POLICE_CYBER_UNIT,1,2025-09-14
2017-10,DK,ACCOUNT_TAKEOVER,RDP_EXPOSED,TRANSPORT,0,1,0,4664135.9,0,45200,1,0,43,12,0,LOW,EUROPOL_IOCTA,1,2025-04-11
2017-11,GR,DDOS,CLOUD_MISCONFIG,FINANCE,0,0,1,1876695.85,0,33935,0,0,24,95,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-06-18
2017-12,LT,MALWARE,MALVERTISING,SME_MULTI,0,1,0,7360665.87,0,29188,0,0,33,63,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-10-14
2018-01,PT,RANSOMWARE,EMAIL,RETAIL,1,0,1,5057597.59,0,25845,0,1,53,29,0,HIGH,SECTOR_REGULATOR,1,2025-02-14
2018-02,SE,BUSINESS_EMAIL_COMPROMISE,INSIDER,EDUCATION,0,1,0,12152853.79,0,14358,1,1,69,45,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-09-25
2018-03,CY,SUPPLY_CHAIN,WEB_APP,PUBLIC_ADMIN,0,0,0,3018554.38,0,34423,1,0,37,69,1,LOW,EUROPOL_IOCTA,1,2025-01-23
2018-04,FR,PHISHING,USB_MEDIA,MANUFACTURING,0,1,0,558087.2,0,23101,1,1,42,33,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-08-06
2018-05,IT,DATA_BREACH,THIRD_PARTY,ENERGY,0,0,0,5475865.96,0,32174,1,0,30,19,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-11-06
2018-06,NL,ACCOUNT_TAKEOVER,RDP_EXPOSED,HEALTH,0,1,0,7653898.11,0,1992,1,0,16,48,0,HIGH,SECTOR_REGULATOR,1,2024-08-31
2018-07,SI,DDOS,CLOUD_MISCONFIG,TELECOM,0,0,1,1642587.78,0,27508,0,1,21,156,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-04-25
2018-08,BG,MALWARE,MALVERTISING,TRANSPORT,0,1,0,2974432.31,0,24813,1,0,36,175,0,LOW,EUROPOL_IOCTA,1,2024-12-08
2018-09,EE,RANSOMWARE,EMAIL,FINANCE,1,0,0,8716819.72,0,12140,0,0,30,18,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-11-10
2018-10,HU,BUSINESS_EMAIL_COMPROMISE,INSIDER,SME_MULTI,0,1,0,4995866.61,0,36692,1,1,2,107,1,VERY_HIGH,NATIONAL_CSIRT,1,2025-03-10
2018-11,LU,SUPPLY_CHAIN,WEB_APP,RETAIL,0,0,0,7497076.83,0,19606,0,0,38,135,1,HIGH,SECTOR_REGULATOR,1,2025-04-13
2018-12,RO,PHISHING,USB_MEDIA,EDUCATION,0,1,0,6209589.24,0,16958,1,0,5,93,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-04-27
2019-01,AT,DATA_BREACH,THIRD_PARTY,PUBLIC_ADMIN,0,0,0,5859204.19,0,22787,1,1,22,89,1,LOW,EUROPOL_IOCTA,1,2024-08-21
2019-02,CZ,ACCOUNT_TAKEOVER,RDP_EXPOSED,MANUFACTURING,0,1,0,6084625.03,0,34152,0,0,1,111,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-07-08
2019-03,DE,DDOS,CLOUD_MISCONFIG,ENERGY,0,0,1,1008752.54,0,72800,1,0,2,165,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-08-11
2019-04,LV,MALWARE,MALVERTISING,HEALTH,0,0,0,3400790.88,0,5773,0,0,22,34,0,HIGH,SECTOR_REGULATOR,1,2024-11-09
2019-05,PL,RANSOMWARE,EMAIL,TELECOM,1,0,0,9091680.62,0,9692,0,0,15,184,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-11-10
2019-06,ES,BUSINESS_EMAIL_COMPROMISE,INSIDER,TRANSPORT,0,1,0,5837865.4,0,18237,0,0,6,171,0,LOW,EUROPOL_IOCTA,1,2025-01-25
2019-07,HR,SUPPLY_CHAIN,WEB_APP,FINANCE,1,0,0,1308102.49,0,38835,1,0,9,4,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2026-02-22
2019-08,FI,PHISHING,USB_MEDIA,SME_MULTI,0,1,0,5129511.42,0,20866,0,0,38,218,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-04-06
2019-09,IE,DATA_BREACH,THIRD_PARTY,RETAIL,0,0,0,5298203.53,0,13526,0,0,42,89,1,HIGH,SECTOR_REGULATOR,1,2026-02-21
2019-10,MT,ACCOUNT_TAKEOVER,RDP_EXPOSED,EDUCATION,0,1,0,8959998.31,0,18063,0,0,28,113,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-08-02
2019-11,SK,DDOS,CLOUD_MISCONFIG,PUBLIC_ADMIN,0,0,1,8524906.19,0,42036,1,1,20,181,1,LOW,EUROPOL_IOCTA,1,2024-09-04
2019-12,BE,MALWARE,MALVERTISING,MANUFACTURING,0,0,1,1080733.3,0,30119,0,0,29,93,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-07-30
2020-01,DK,RANSOMWARE,EMAIL,ENERGY,1,0,0,10304793.97,1,43999,1,0,6,33,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-03-09
2020-02,GR,BUSINESS_EMAIL_COMPROMISE,INSIDER,HEALTH,0,1,0,2843537.85,0,13628,0,0,21,106,0,HIGH,SECTOR_REGULATOR,1,2025-04-22
2020-03,LT,SUPPLY_CHAIN,WEB_APP,TELECOM,0,1,0,6708043.53,0,20147,0,0,5,181,1,MEDIUM,POLICE_CYBER_UNIT,1,2025-09-29
2020-04,PT,PHISHING,USB_MEDIA,TRANSPORT,0,1,0,8267458.59,0,70306,0,0,20,47,0,LOW,EUROPOL_IOCTA,1,2024-03-05
2020-05,SE,DATA_BREACH,THIRD_PARTY,FINANCE,0,0,0,3294146.82,0,21875,1,1,45,170,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-10-14
2020-06,CY,ACCOUNT_TAKEOVER,RDP_EXPOSED,SME_MULTI,0,1,0,885952.09,0,4595,0,0,25,138,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-05-07
2020-07,FR,DDOS,CLOUD_MISCONFIG,RETAIL,0,0,1,1841858.43,0,8870,1,0,8,16,0,HIGH,SECTOR_REGULATOR,1,2024-01-17
2020-08,IT,MALWARE,MALVERTISING,EDUCATION,0,0,0,4516902.5,0,39520,0,0,41,268,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-12-15
2020-09,NL,RANSOMWARE,EMAIL,PUBLIC_ADMIN,1,0,0,629776.59,1,16417,1,0,6,161,0,LOW,EUROPOL_IOCTA,1,2025-11-17
2020-10,SI,BUSINESS_EMAIL_COMPROMISE,INSIDER,MANUFACTURING,0,1,0,3328195.15,0,4993,1,1,75,101,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-08-07
2020-11,BG,SUPPLY_CHAIN,WEB_APP,ENERGY,0,1,0,3311108.46,0,28578,0,0,45,132,1,VERY_HIGH,NATIONAL_CSIRT,1,2025-10-17
2020-12,EE,PHISHING,USB_MEDIA,HEALTH,0,1,0,1671657.27,0,90319,1,0,26,203,0,HIGH,SECTOR_REGULATOR,1,2025-02-24
2021-01,HU,DATA_BREACH,THIRD_PARTY,TELECOM,1,0,1,8437239.59,0,20040,0,0,40,135,1,MEDIUM,POLICE_CYBER_UNIT,1,2025-11-30
2021-02,LU,ACCOUNT_TAKEOVER,RDP_EXPOSED,TRANSPORT,0,1,0,3378898.5,0,15005,1,0,3,23,0,LOW,EUROPOL_IOCTA,0,2025-06-01
2021-03,RO,DDOS,CLOUD_MISCONFIG,FINANCE,0,0,1,640795.95,0,93356,1,1,20,43,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-08-01
2021-04,AT,MALWARE,MALVERTISING,SME_MULTI,1,1,0,2913774.08,0,6486,0,0,8,81,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-10-16
2021-05,CZ,RANSOMWARE,EMAIL,RETAIL,1,0,0,2497132.88,0,19162,0,0,20,152,0,HIGH,SECTOR_REGULATOR,0,2025-04-23
2021-06,DE,BUSINESS_EMAIL_COMPROMISE,INSIDER,EDUCATION,1,1,0,4934451.65,1,511,0,0,30,79,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-01-25
2021-07,LV,SUPPLY_CHAIN,WEB_APP,PUBLIC_ADMIN,0,0,0,5223957.99,0,12274,1,0,1,13,0,LOW,EUROPOL_IOCTA,1,2025-12-22
2021-08,PL,PHISHING,USB_MEDIA,MANUFACTURING,1,1,0,3369972.01,1,41477,0,0,9,128,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-12-21
2021-09,ES,DATA_BREACH,THIRD_PARTY,ENERGY,0,1,0,644006.45,0,16522,1,1,6,10,1,VERY_HIGH,NATIONAL_CSIRT,1,2024-08-28
2021-10,HR,ACCOUNT_TAKEOVER,RDP_EXPOSED,HEALTH,0,1,0,5274743.39,0,42841,0,0,44,75,0,HIGH,SECTOR_REGULATOR,1,2025-03-18
2021-11,FI,DDOS,CLOUD_MISCONFIG,TELECOM,0,0,1,1410587.5,0,83541,0,0,4,74,1,MEDIUM,POLICE_CYBER_UNIT,1,2025-12-11
2021-12,IE,MALWARE,MALVERTISING,TRANSPORT,0,0,0,3382580.07,0,6397,0,0,38,103,1,LOW,EUROPOL_IOCTA,1,2024-11-30
2022-01,MT,RANSOMWARE,EMAIL,FINANCE,1,0,0,9431609.63,0,33427,0,0,35,134,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-04-10
2022-02,SK,BUSINESS_EMAIL_COMPROMISE,INSIDER,SME_MULTI,0,1,0,8135953.88,0,99,1,0,30,188,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-01-29
2022-03,BE,SUPPLY_CHAIN,WEB_APP,RETAIL,0,0,0,1076044.31,0,17286,1,0,29,48,0,HIGH,SECTOR_REGULATOR,1,2025-04-11
2022-04,DK,PHISHING,USB_MEDIA,EDUCATION,0,1,0,5315747.32,0,10521,1,1,23,172,1,MEDIUM,POLICE_CYBER_UNIT,1,2024-05-21
2022-05,GR,DATA_BREACH,THIRD_PARTY,PUBLIC_ADMIN,0,0,0,4524837.97,0,36203,0,0,9,190,1,LOW,EUROPOL_IOCTA,1,2026-01-28
2022-06,LT,ACCOUNT_TAKEOVER,RDP_EXPOSED,MANUFACTURING,0,1,1,9052752.49,0,2337,0,0,43,22,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-02-08
2022-07,PT,DDOS,CLOUD_MISCONFIG,ENERGY,0,0,1,3168782.63,0,37835,0,0,45,35,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-01-16
2022-08,SE,MALWARE,MALVERTISING,HEALTH,0,0,0,5216463.41,0,32618,1,1,23,175,0,HIGH,SECTOR_REGULATOR,1,2025-11-21
2022-09,CY,RANSOMWARE,EMAIL,TELECOM,1,0,0,544790.05,0,4026,1,0,6,151,1,MEDIUM,POLICE_CYBER_UNIT,1,2025-09-13
2022-10,FR,BUSINESS_EMAIL_COMPROMISE,INSIDER,TRANSPORT,0,1,0,12339884.63,0,9814,0,0,28,23,0,LOW,EUROPOL_IOCTA,1,2025-11-01
2022-11,IT,SUPPLY_CHAIN,WEB_APP,FINANCE,0,0,0,3883255.12,0,504,0,0,8,2,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-01-08
2022-12,NL,PHISHING,USB_MEDIA,SME_MULTI,0,1,0,1449024.81,0,14752,0,0,37,202,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-05-14
2023-01,SI,DATA_BREACH,THIRD_PARTY,RETAIL,0,1,1,3732673.06,0,34839,0,0,39,141,1,HIGH,SECTOR_REGULATOR,1,2025-07-11
2023-02,BG,ACCOUNT_TAKEOVER,RDP_EXPOSED,EDUCATION,0,1,0,3111176.93,0,24632,0,0,2,150,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-07-10
2023-03,EE,DDOS,CLOUD_MISCONFIG,PUBLIC_ADMIN,0,0,1,3242852.87,0,19668,1,0,25,127,0,LOW,EUROPOL_IOCTA,1,2024-08-09
2023-04,HU,MALWARE,MALVERTISING,MANUFACTURING,1,0,0,3140885.25,0,4298,1,1,64,101,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-05-14
2023-05,LU,RANSOMWARE,EMAIL,ENERGY,1,0,0,10592708.05,0,24724,1,1,67,8,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-06-04
2023-06,RO,BUSINESS_EMAIL_COMPROMISE,INSIDER,HEALTH,0,1,0,3964287.34,0,35951,0,0,38,184,1,HIGH,SECTOR_REGULATOR,1,2024-03-10
2023-07,AT,SUPPLY_CHAIN,WEB_APP,TELECOM,0,0,0,1061371.47,0,33711,0,0,42,97,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-07-07
2023-08,CZ,PHISHING,USB_MEDIA,TRANSPORT,0,1,0,986744.66,0,91937,0,0,31,188,0,LOW,EUROPOL_IOCTA,1,2026-01-02
2023-09,DE,DATA_BREACH,THIRD_PARTY,FINANCE,0,0,0,582810.61,0,41572,1,1,48,155,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-06-30
2023-10,LV,ACCOUNT_TAKEOVER,RDP_EXPOSED,SME_MULTI,0,1,0,1824678.16,0,32322,1,0,41,10,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-06-16
2023-11,PL,DDOS,CLOUD_MISCONFIG,RETAIL,0,0,1,6911010.97,0,90088,0,0,15,184,0,HIGH,SECTOR_REGULATOR,1,2025-07-09
2023-12,ES,MALWARE,MALVERTISING,EDUCATION,1,0,0,519836.21,0,686,1,0,39,171,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-11-15
2024-01,HR,RANSOMWARE,EMAIL,PUBLIC_ADMIN,1,0,0,15110865.87,0,14018,1,0,15,104,0,LOW,EUROPOL_IOCTA,1,2024-07-11
2024-02,FI,BUSINESS_EMAIL_COMPROMISE,INSIDER,MANUFACTURING,0,1,1,2569074.36,0,1324,1,0,44,190,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,0,2024-06-08
2024-03,IE,SUPPLY_CHAIN,WEB_APP,ENERGY,0,0,0,7447331.75,0,17710,0,0,21,118,1,VERY_HIGH,NATIONAL_CSIRT,1,2024-04-15
2024-04,MT,PHISHING,USB_MEDIA,HEALTH,0,1,0,1795320.83,0,885,1,1,52,109,1,HIGH,SECTOR_REGULATOR,0,2024-10-04
2024-05,SK,DATA_BREACH,THIRD_PARTY,TELECOM,0,0,0,7762519.98,0,6348,0,0,23,28,1,MEDIUM,POLICE_CYBER_UNIT,1,2024-11-16
2024-06,BE,ACCOUNT_TAKEOVER,RDP_EXPOSED,TRANSPORT,0,1,0,545972.97,0,18859,1,0,17,80,0,LOW,EUROPOL_IOCTA,1,2024-08-04
2024-07,DK,DDOS,CLOUD_MISCONFIG,FINANCE,0,0,1,7046776.06,0,521,1,0,36,41,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-11-12
2024-08,GR,MALWARE,MALVERTISING,SME_MULTI,0,0,0,963853.96,0,10902,1,0,31,73,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-11-23
2024-09,LT,RANSOMWARE,EMAIL,RETAIL,1,0,0,4938075.73,0,31042,1,1,72,185,0,HIGH,SECTOR_REGULATOR,1,2024-11-26
2024-10,PT,BUSINESS_EMAIL_COMPROMISE,INSIDER,EDUCATION,0,1,0,7264763.21,0,18480,0,1,62,25,1,MEDIUM,POLICE_CYBER_UNIT,1,2025-02-27
2024-11,SE,SUPPLY_CHAIN,WEB_APP,PUBLIC_ADMIN,0,0,0,1218422.37,0,10648,0,0,6,167,1,LOW,EUROPOL_IOCTA,1,2025-09-26
2024-12,CY,PHISHING,USB_MEDIA,MANUFACTURING,0,1,0,9140426.52,0,22955,1,1,70,31,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-04-03
2025-01,FR,DATA_BREACH,THIRD_PARTY,ENERGY,0,0,0,10810001.81,0,45955,1,1,25,60,1,VERY_HIGH,NATIONAL_CSIRT,1,2024-02-01
2025-02,IT,ACCOUNT_TAKEOVER,RDP_EXPOSED,HEALTH,0,1,1,2702689.66,0,14160,1,1,33,86,1,HIGH,SECTOR_REGULATOR,0,2025-11-12
2025-03,NL,DDOS,CLOUD_MISCONFIG,TELECOM,0,0,1,7012114.97,0,56811,1,1,12,183,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-11-07
2025-04,SI,MALWARE,MALVERTISING,TRANSPORT,0,0,0,1623528.92,0,47442,0,0,30,215,1,LOW,EUROPOL_IOCTA,1,2024-11-27
2025-05,BG,RANSOMWARE,EMAIL,FINANCE,1,0,0,7790045.31,0,28140,1,1,8,187,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-08-03
2025-06,EE,BUSINESS_EMAIL_COMPROMISE,INSIDER,SME_MULTI,0,1,0,2102798.73,0,21614,1,1,8,19,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-04-22
2025-07,HU,SUPPLY_CHAIN,WEB_APP,RETAIL,0,1,0,3307933.32,0,24338,0,0,17,99,0,HIGH,SECTOR_REGULATOR,0,2024-11-17
2025-08,LU,PHISHING,USB_MEDIA,EDUCATION,1,1,0,2550795.89,0,75066,1,0,34,280,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-04-27
2025-09,RO,DATA_BREACH,THIRD_PARTY,PUBLIC_ADMIN,1,0,0,6964176.53,0,25998,1,1,44,158,1,LOW,EUROPOL_IOCTA,1,2025-10-24
2025-10,AT,ACCOUNT_TAKEOVER,RDP_EXPOSED,MANUFACTURING,0,1,0,2166016.75,0,6239,1,0,32,89,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-10-13
2025-11,CZ,DDOS,CLOUD_MISCONFIG,ENERGY,0,0,1,3121957.96,0,67367,1,0,38,180,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-09-10
2025-12,DE,MALWARE,MALVERTISING,HEALTH,0,0,0,2012282.33,0,3517,1,1,16,230,0,HIGH,SECTOR_REGULATOR,1,2025-02-19
2026-01,LV,RANSOMWARE,EMAIL,TELECOM,1,0,0,7633795.2,1,1705,1,1,19,150,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-12-15
2026-02,PL,BUSINESS_EMAIL_COMPROMISE,INSIDER,TRANSPORT,0,1,0,11844540.17,0,3253,1,1,58,159,0,LOW,EUROPOL_IOCTA,1,2025-04-02
2026-03,ES,SUPPLY_CHAIN,WEB_APP,FINANCE,0,1,0,4003468.29,0,18402,1,0,33,137,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-05-12
2026-04,HR,PHISHING,USB_MEDIA,SME_MULTI,0,1,0,1978572.87,0,6063,0,0,26,158,1,VERY_HIGH,NATIONAL_CSIRT,0,2024-08-20
2026-05,FI,DATA_BREACH,THIRD_PARTY,RETAIL,1,1,0,4288249.82,0,40551,0,0,17,179,0,HIGH,SECTOR_REGULATOR,1,2024-05-03
2026-06,IE,ACCOUNT_TAKEOVER,RDP_EXPOSED,EDUCATION,0,1,1,4868694.36,0,22566,1,1,49,117,0,MEDIUM,POLICE_CYBER_UNIT,1,2024-06-04
2026-07,MT,DDOS,CLOUD_MISCONFIG,PUBLIC_ADMIN,1,1,1,5328432.93,0,75735,0,0,38,68,0,LOW,EUROPOL_IOCTA,1,2024-04-27
2026-08,SK,MALWARE,MALVERTISING,MANUFACTURING,0,1,0,1384360.16,0,17323,0,0,18,209,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-11-21
2026-09,BE,RANSOMWARE,EMAIL,ENERGY,1,0,0,3447038.24,0,43783,1,0,20,158,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-06-11
2026-10,DK,BUSINESS_EMAIL_COMPROMISE,INSIDER,HEALTH,1,1,0,6537096.18,0,2110,1,1,63,186,0,HIGH,SECTOR_REGULATOR,1,2025-09-26
2026-11,GR,SUPPLY_CHAIN,WEB_APP,TELECOM,0,0,1,5735267.95,0,7103,1,0,27,143,1,MEDIUM,POLICE_CYBER_UNIT,1,2024-09-18
2026-12,LT,PHISHING,USB_MEDIA,TRANSPORT,0,1,0,4988488.74,0,15452,1,0,21,34,0,LOW,EUROPOL_IOCTA,1,2024-09-13
2016-01,PT,DATA_BREACH,THIRD_PARTY,FINANCE,0,0,0,16077468.76,0,15003,0,0,37,99,1,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-08-23
2016-02,SE,ACCOUNT_TAKEOVER,RDP_EXPOSED,SME_MULTI,0,1,0,1813348.7,0,43756,1,1,70,110,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-12-08
2016-03,CY,DDOS,CLOUD_MISCONFIG,RETAIL,0,1,1,3683905.78,0,24059,1,1,9,143,0,HIGH,SECTOR_REGULATOR,1,2026-01-22
2016-04,FR,MALWARE,MALVERTISING,EDUCATION,0,1,0,134814.4,0,45697,0,0,26,38,1,MEDIUM,POLICE_CYBER_UNIT,1,2026-02-21
2016-05,IT,RANSOMWARE,EMAIL,PUBLIC_ADMIN,1,0,0,6367270.44,0,2817,0,0,37,91,0,LOW,EUROPOL_IOCTA,1,2024-11-22
2016-06,NL,BUSINESS_EMAIL_COMPROMISE,INSIDER,MANUFACTURING,0,1,0,5067320.61,0,34490,1,1,21,28,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-02-27
2016-07,SI,SUPPLY_CHAIN,WEB_APP,ENERGY,1,0,0,500269.01,0,29140,1,0,7,110,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-01-20
2016-08,BG,PHISHING,USB_MEDIA,HEALTH,0,1,0,3960320.39,0,76256,0,0,19,27,0,HIGH,SECTOR_REGULATOR,1,2025-11-06
2016-09,EE,DATA_BREACH,THIRD_PARTY,TELECOM,0,1,0,8283509.71,0,8059,0,1,3,189,1,MEDIUM,POLICE_CYBER_UNIT,1,2024-09-10
2016-10,HU,ACCOUNT_TAKEOVER,RDP_EXPOSED,TRANSPORT,0,1,0,396880.98,0,24885,1,1,29,99,0,LOW,EUROPOL_IOCTA,1,2024-03-30
2016-11,LU,DDOS,CLOUD_MISCONFIG,FINANCE,0,1,1,7542819.05,0,28795,0,1,15,131,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,0,2026-02-04
2016-12,RO,MALWARE,MALVERTISING,SME_MULTI,0,1,0,3358653.03,0,25211,0,0,25,222,0,VERY_HIGH,NATIONAL_CSIRT,1,2025-10-08
2017-01,AT,RANSOMWARE,EMAIL,RETAIL,1,0,1,8584615.85,0,5409,0,0,3,0,0,HIGH,SECTOR_REGULATOR,1,2024-06-25
2017-02,CZ,BUSINESS_EMAIL_COMPROMISE,INSIDER,EDUCATION,0,1,0,1426187.39,0,21409,1,1,6,187,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-04-15
2017-03,DE,SUPPLY_CHAIN,WEB_APP,PUBLIC_ADMIN,0,0,0,1461839.66,0,42016,0,0,4,35,0,LOW,EUROPOL_IOCTA,1,2025-02-14
2017-04,LV,PHISHING,USB_MEDIA,MANUFACTURING,1,1,0,1672926.7,0,17253,0,0,12,207,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2024-08-28
2017-05,PL,DATA_BREACH,THIRD_PARTY,ENERGY,0,1,0,5507331.48,0,29834,0,1,16,166,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-03-15
2017-06,ES,ACCOUNT_TAKEOVER,RDP_EXPOSED,HEALTH,0,1,0,1496721.44,0,15886,1,0,25,89,0,HIGH,SECTOR_REGULATOR,1,2025-05-02
2017-07,HR,DDOS,CLOUD_MISCONFIG,TELECOM,0,0,1,1902688.9,0,18611,0,1,12,56,1,MEDIUM,POLICE_CYBER_UNIT,1,2024-04-22
2017-08,FI,MALWARE,MALVERTISING,TRANSPORT,1,0,0,2117725.87,0,13444,0,0,42,74,0,LOW,EUROPOL_IOCTA,1,2024-03-20
2017-09,IE,RANSOMWARE,EMAIL,FINANCE,1,1,0,11209600.43,1,46977,1,1,4,123,0,UNKNOWN,GDPR_SUPERVISORY_AUTHORITY,1,2025-08-24
2017-10,MT,BUSINESS_EMAIL_COMPROMISE,INSIDER,SME_MULTI,0,1,0,9180231.9,0,30383,0,0,19,108,0,VERY_HIGH,NATIONAL_CSIRT,1,2024-03-13
2017-11,SK,SUPPLY_CHAIN,WEB_APP,RETAIL,0,0,0,7391801.45,0,33007,1,1,73,9,0,HIGH,SECTOR_REGULATOR,1,2024-05-24
2017-12,BE,PHISHING,USB_MEDIA,EDUCATION,0,1,0,4970067.96,0,16965,1,1,62,157,0,MEDIUM,POLICE_CYBER_UNIT,1,2025-08-31
