soc_policy_policy_effective_date,soc_policy_policy_change_id,soc_policy_eligibility_rule_area,soc_policy_income_threshold_pct_fpl,soc_policy_asset_limit_usd,soc_policy_work_requirement_flag,soc_policy_time_limit_months,soc_policy_sanction_rate_pct,soc_policy_exemption_category_code,soc_policy_expected_caseload_change_pct,soc_policy_observed_caseload_change_pct,soc_policy_expected_spending_change_usd,soc_policy_observed_spending_change_usd,soc_policy_application_volume_change_pct,soc_policy_approval_rate_change_pct,soc_policy_benefit_level_change_usd,soc_policy_disparity_impact_score,soc_policy_administrative_cost_change_usd,soc_policy_stakeholder_comment_count,soc_policy_implementation_status_code
2038-07-27,POL0000001596,EXEMPTIONS,468.66,226347.97,1,48,21.341,DISABILITY,-20.298,-35.066,2313568953.96,1084564214.7,16.526,21.428,442.69,2.2145,-100019081.37,5097,IMPLEMENTED
2038-08-03,POL0000001597,INCOME_TEST,62.52,24962.64,1,24,14.853,OTHER,-1.64,-8.107,-2073394766.86,-3175039372.97,24.521,9.343,-276.01,0.6548,41749048.67,13987,REVERSED
2038-08-10,POL0000001598,INCOME_TEST,246.55,5131.07,0,60,23.102,CAREGIVER,1.852,10.259,952020601.28,35093022.66,-22.136,10.732,-425.06,1.8924,170775307.31,7990,PAUSED
2038-08-17,POL0000001599,ASSET_TEST,191.46,93173.22,0,24,14.703,STUDENT,30.577,23.806,3013836745.03,3454935792.94,34.355,-20.852,-292.57,-0.8128,210860421.65,18772,IMPLEMENTED
2038-08-24,POL0000001600,WORK_REQUIREMENT,493.33,123969.39,1,0,22.847,UNEMPLOYED,-9.99,-15.717,1191818353.99,355667133.92,23.577,19.122,192.15,-0.2261,92814154.87,9451,IMPLEMENTED
2038-08-31,POL0000001601,INCOME_TEST,476.04,101181.21,0,0,0.397,NONE,20.472,32.146,217487885.09,-1778003494.74,-17.488,14.678,-445.06,-0.9487,18079924.38,17676,IN_PROGRESS
2038-09-07,POL0000001602,TIME_LIMIT,321.56,162998.72,1,48,9.994,OTHER,18.525,24.48,-4966889320.89,-4750328197.8,-14.413,1.371,362.07,-1.0945,104941336.09,11759,IMPLEMENTED
2038-09-14,POL0000001603,INCOME_TEST,55.21,43331.78,1,36,17.945,NONE,15.607,6.116,-689363099.89,-1449128215.27,-45.953,-9.995,-319.67,2.112,12910036.85,4782,IMPLEMENTED
2038-09-21,POL0000001604,ASSET_TEST,399.24,198913.19,0,0,13.757,DISABILITY,1.914,-0.194,-1536127345.18,383560596.37,49.786,24.993,-61.55,2.5069,65529363.83,18781,IMPLEMENTED
2038-09-28,POL0000001605,SANCTIONS,351.32,24922.54,0,60,6.201,STUDENT,-24.509,-10.001,-4097821364.79,-4074662986.26,-11.266,-7.741,-90.15,2.7414,169070212.08,10738,PLANNED
2038-10-05,POL0000001606,WORK_REQUIREMENT,242.74,242177.72,0,0,7.745,DISABILITY,12.931,27.669,1563646945.6,1239099045.56,11.781,17.367,-1.97,0.7342,85199146.02,19357,IMPLEMENTED
2038-10-12,POL0000001607,WORK_REQUIREMENT,343.92,34190.27,0,48,14.117,STUDENT,1.252,-11.769,2374910562.11,1085838031.12,-25.035,17.667,-365.32,2.8212,-182020096.89,4508,IMPLEMENTED
2038-10-19,POL0000001608,INCOME_TEST,546.3,30854.9,1,12,19.722,NONE,-14.371,-25.563,3443143764.71,2417405072.67,-39.049,-21.682,55.46,0.3738,137658641.41,6507,IMPLEMENTED
2038-10-26,POL0000001609,SANCTIONS,62.12,3440.01,0,24,11.534,OTHER,-20.488,-28.795,4421987286.68,5533938770.93,24.357,17.354,375.01,1.8065,-163668027.19,18828,IMPLEMENTED
2038-11-02,POL0000001610,RECERTIFICATION,106.29,180565.88,1,0,16.405,UNEMPLOYED,15.401,6.74,1494844005.48,-193238573.3,34.297,-0.233,-239.56,2.2968,-220019564.66,5036,IMPLEMENTED
2038-11-09,POL0000001611,WORK_REQUIREMENT,192.72,216667.38,0,36,15.963,UNEMPLOYED,3.264,9.647,2581207424.33,2964625066.46,34.221,20.585,-32.01,-2.2609,-157695154.47,14161,IMPLEMENTED
2038-11-16,POL0000001612,BENEFIT_LEVEL,274.74,247764.36,1,12,3.547,UNEMPLOYED,26.398,35.647,3729113380.16,3055640981.17,-28.925,10.186,499.82,0.0722,-184240610.23,11491,IMPLEMENTED
2038-11-23,POL0000001613,INCOME_TEST,288.12,168058.41,0,24,24.958,CAREGIVER,-14.126,-6.371,1711462992.99,2688580117.56,3.335,11.871,-474.5,2.3025,-194470978.92,13570,PAUSED
2038-11-30,POL0000001614,INCOME_TEST,429.13,136705.19,0,60,21.718,NONE,23.088,14.544,-3263858431.22,-2604345493.54,43.138,-2.143,395.61,1.8028,-17710193.0,17674,PLANNED
2038-12-07,POL0000001615,REPORTING,458.35,41611.43,0,48,15.578,CAREGIVER,-6.878,7.362,-1147337879.13,-2727452758.1,0.64,15.234,119.24,-1.6397,149857084.21,11327,SUNSET
2038-12-14,POL0000001616,RECERTIFICATION,326.2,163248.31,0,36,7.462,OTHER,23.122,24.235,-2374079446.56,-1040904903.05,-42.488,-21.645,138.91,1.1184,-49934496.47,14164,IMPLEMENTED
2038-12-21,POL0000001617,WORK_REQUIREMENT,6.05,127156.35,0,0,12.574,OTHER,-7.023,-14.937,-2619931058.91,-2639680430.5,0.201,14.437,-355.1,1.182,82051133.08,4973,IMPLEMENTED
2038-12-28,POL0000001618,EXEMPTIONS,124.56,58643.84,1,24,24.957,OTHER,-12.069,-19.608,-982953042.77,-2844032517.29,-32.827,-14.209,404.22,-1.6215,104061504.84,14021,IN_PROGRESS
2039-01-04,POL0000001619,WORK_REQUIREMENT,101.58,114389.53,0,12,5.017,CAREGIVER,31.589,30.03,950703805.37,-816495131.26,-18.154,22.019,-180.43,-1.1045,-198282365.13,724,IMPLEMENTED
2039-01-11,POL0000001620,INCOME_TEST,413.53,189964.67,0,24,13.384,OTHER,-6.733,-15.885,-934759565.36,-281434598.76,38.634,17.639,402.15,1.638,-236940814.67,16334,IMPLEMENTED
2039-01-18,POL0000001621,INCOME_TEST,526.1,126528.53,0,36,12.388,UNEMPLOYED,13.616,25.223,1151066924.96,-761972548.66,37.682,22.452,-424.29,-1.8082,147872126.91,10711,IMPLEMENTED
2039-01-25,POL0000001622,RECERTIFICATION,157.82,160469.85,0,24,23.243,DISABILITY,1.656,6.789,-801324606.38,-461321937.75,36.874,2.121,344.65,0.9054,-36390993.93,11708,PLANNED
2039-02-01,POL0000001623,INCOME_TEST,418.31,45868.19,0,0,1.942,STUDENT,-2.424,0.008,4087137105.41,4631279063.77,31.17,8.48,-478.87,-1.4011,-121947618.84,4488,SUNSET
2039-02-08,POL0000001624,ASSET_TEST,224.74,215644.89,0,12,13.297,UNEMPLOYED,36.521,36.923,1245000725.69,232797642.41,35.984,21.292,-463.98,2.3485,30160062.45,19522,IN_PROGRESS
2039-02-15,POL0000001625,INCOME_TEST,95.71,136365.14,0,12,20.951,CAREGIVER,-20.295,-10.309,-3538197683.45,-3060184975.96,-16.313,-14.744,359.81,2.5266,-6982511.6,7446,PLANNED
2039-02-22,POL0000001626,TIME_LIMIT,258.59,97249.54,0,0,3.049,DISABILITY,19.838,17.816,-4652234324.48,-3708768385.91,40.054,6.301,366.7,-1.2751,162945400.32,15352,IMPLEMENTED
2039-03-01,POL0000001627,ASSET_TEST,475.57,5285.79,0,24,20.757,DISABILITY,31.867,35.553,1255366055.58,3040597701.88,-47.232,20.311,-288.68,-2.2292,37185943.64,13230,IMPLEMENTED
2039-03-08,POL0000001628,INCOME_TEST,401.37,6160.04,1,60,19.158,UNEMPLOYED,-31.203,-42.011,-610901902.71,184838073.28,-40.932,-22.405,-356.3,-1.49,-247745175.31,9537,IMPLEMENTED
2039-03-15,POL0000001629,RECERTIFICATION,354.54,149887.57,1,0,0.397,NONE,34.466,43.742,790098689.55,2272641468.31,13.767,4.644,425.62,1.315,60694070.84,854,SUNSET
2039-03-22,POL0000001630,ASSET_TEST,270.49,44081.37,0,0,12.341,UNEMPLOYED,26.456,34.407,3074236466.98,4591779513.4,-42.415,-6.763,-446.99,-0.7125,53354999.89,13096,IMPLEMENTED
2039-03-29,POL0000001631,RECERTIFICATION,519.68,162664.76,0,36,3.588,UNEMPLOYED,6.085,-2.694,-2572350090.5,-2426944541.85,0.05,-16.671,317.76,2.8475,-225150399.14,3170,REVERSED
2039-04-05,POL0000001632,INCOME_TEST,384.92,172346.58,1,24,1.573,NONE,-12.683,-2.947,-400528470.03,-1785001528.26,19.305,-9.711,-489.97,-2.4556,6417691.34,4797,IMPLEMENTED
2039-04-12,POL0000001633,ASSET_TEST,31.11,16188.23,1,0,5.442,DISABILITY,-13.683,-7.611,2647753260.12,1130543506.36,12.085,-20.239,-160.24,-2.5851,-249245026.63,15095,PLANNED
2039-04-19,POL0000001634,BENEFIT_LEVEL,16.83,92297.47,1,60,7.182,NONE,14.126,26.098,745102330.86,-33058074.44,-22.81,2.471,-243.2,-2.0889,-41886452.74,1137,IN_PROGRESS
2039-04-26,POL0000001635,RECERTIFICATION,43.19,239159.02,1,36,4.777,DISABILITY,3.931,14.268,-3101274373.13,-4204416213.43,23.41,15.976,-490.31,-1.5659,47452777.74,18899,IMPLEMENTED
2039-05-03,POL0000001636,SANCTIONS,151.42,62575.86,1,24,3.149,OTHER,-21.961,-18.564,-1803657658.52,-1823487271.71,-8.165,-13.162,-329.27,-1.5065,133231348.4,11638,IMPLEMENTED
2039-05-10,POL0000001637,INCOME_TEST,588.14,40172.81,0,36,16.785,PREGNANT,-22.686,-29.025,2415321716.11,4153548106.41,12.412,15.021,261.41,-1.2845,-44569031.74,4009,IMPLEMENTED
2039-05-17,POL0000001638,BENEFIT_LEVEL,530.88,187506.04,0,36,10.468,VETERAN,36.93,34.61,-1870522141.75,-591502083.27,-23.593,-10.988,-172.34,1.3911,-188537832.43,6410,SUNSET
2039-05-24,POL0000001639,RECERTIFICATION,171.73,98651.34,0,24,9.655,NONE,39.165,40.644,2192822870.34,3873575569.63,-34.877,-21.638,451.73,-2.6081,-142080627.94,18488,REVERSED
2039-05-31,POL0000001640,WORK_REQUIREMENT,438.9,74849.85,0,0,7.52,OTHER,26.194,18.14,-815783147.77,-1489438875.2,23.475,-4.787,447.63,2.5494,51299335.25,13979,IN_PROGRESS
2039-06-07,POL0000001641,TIME_LIMIT,271.81,61890.16,1,36,24.534,OTHER,32.218,34.507,-2847472467.8,-3376577655.17,-10.594,-17.67,272.69,2.6964,182071726.28,18274,IMPLEMENTED
2039-06-14,POL0000001642,OTHER,284.77,148076.61,0,0,4.684,OTHER,-4.673,5.51,-2527576178.16,-1072625976.47,-41.889,24.319,-295.82,-2.1935,195592922.25,18228,PAUSED
2039-06-21,POL0000001643,ASSET_TEST,120.13,43897.96,1,48,6.265,CAREGIVER,11.112,24.265,4539897498.64,5495555491.64,45.381,-21.248,317.18,0.1288,58240313.71,11302,REVERSED
2039-06-28,POL0000001644,EXEMPTIONS,15.27,113373.58,0,0,23.354,STUDENT,-36.055,-44.304,4216790008.52,3707273579.7,-9.848,4.699,-307.81,-1.6888,192018574.63,11435,IMPLEMENTED
2039-07-05,POL0000001645,ASSET_TEST,257.43,241154.1,0,24,2.538,UNEMPLOYED,-24.811,-23.255,1723548282.01,2572850229.49,-7.776,-12.528,211.76,-0.1524,79863023.16,10075,IMPLEMENTED
2039-07-12,POL0000001646,WORK_REQUIREMENT,350.61,34553.96,0,0,20.256,VETERAN,-19.143,-26.886,-3219316254.78,-2698799534.59,-44.632,-10.081,243.49,0.7369,-102725552.8,10046,IMPLEMENTED
2039-07-19,POL0000001647,RECERTIFICATION,387.93,125390.68,0,12,9.616,OTHER,13.992,5.411,1482016715.09,38509525.3,-31.333,-2.27,-447.16,-0.8932,-170291003.87,9220,REVERSED
2039-07-26,POL0000001648,TIME_LIMIT,347.25,97851.49,1,24,20.093,CAREGIVER,25.248,35.112,1344773350.4,776619023.8,-13.309,14.299,-217.69,-0.7235,38925129.12,6653,IN_PROGRESS
2039-08-02,POL0000001649,RECERTIFICATION,134.77,130429.32,1,48,14.632,OTHER,13.546,21.577,-3223586589.68,-1315271761.23,-41.072,-18.067,49.83,-0.1988,-127392898.64,14256,PAUSED
2039-08-09,POL0000001650,INCOME_TEST,166.74,161532.58,0,60,8.841,OTHER,-39.763,-31.27,-699462622.19,331513803.4,-43.866,19.118,221.26,1.9347,221139130.12,16175,IMPLEMENTED
2039-08-16,POL0000001651,BENEFIT_LEVEL,41.88,227849.29,1,48,15.274,NONE,-37.825,-41.063,-1185777849.11,-656280389.56,-9.047,0.737,-200.47,-1.1322,145484483.03,11399,IMPLEMENTED
2039-08-23,POL0000001652,ASSET_TEST,594.99,220398.66,0,36,2.596,STUDENT,25.28,21.203,-3037143678.72,-4339165167.53,-29.746,-21.745,-436.39,-1.0372,122728068.46,11521,REVERSED
2039-08-30,POL0000001653,REPORTING,496.89,245753.41,0,36,5.859,DISABILITY,5.338,-1.626,-3118068952.77,-3354703682.11,43.319,13.337,-226.62,1.1501,10473449.02,12025,IN_PROGRESS
2039-09-06,POL0000001654,TIME_LIMIT,178.99,128823.04,0,0,22.243,CAREGIVER,15.964,16.583,-3440224142.01,-2919776035.48,42.931,14.608,342.95,-1.2216,-115227420.18,17679,IN_PROGRESS
2039-09-13,POL0000001655,BENEFIT_LEVEL,423.48,51524.76,0,0,2.699,STUDENT,-31.895,-34.489,2085292322.61,195694751.65,-30.751,17.522,-87.96,1.9583,77771279.71,11131,IMPLEMENTED
2039-09-20,POL0000001656,WORK_REQUIREMENT,396.19,224039.26,0,48,20.853,OTHER,20.718,21.601,4490130215.12,4491965368.89,-37.348,3.288,90.82,1.7981,57122734.99,11712,IN_PROGRESS
2039-09-27,POL0000001657,INCOME_TEST,393.47,123320.16,1,48,18.236,STUDENT,6.593,-5.982,3779516386.31,5446429441.06,31.384,-23.907,467.54,2.7803,76768799.41,18965,PLANNED
2039-10-04,POL0000001658,EXEMPTIONS,498.4,93088.79,1,36,0.832,CAREGIVER,-2.82,4.161,-471425473.76,-882735725.67,-6.717,-5.026,90.8,0.696,222035616.3,8520,SUNSET
2039-10-11,POL0000001659,EXEMPTIONS,454.08,99304.27,0,12,23.629,UNEMPLOYED,-13.724,-6.558,3185768711.57,4446592427.0,-6.902,-8.351,15.74,1.4026,-235370275.17,5961,PAUSED
2039-10-18,POL0000001660,BENEFIT_LEVEL,297.24,220318.05,0,36,18.807,OTHER,23.532,37.304,-473234199.02,-2083366875.45,29.994,17.812,-269.98,-2.2905,249898623.52,10180,SUNSET
2039-10-25,POL0000001661,TIME_LIMIT,364.25,203730.61,0,12,6.729,OTHER,39.461,39.478,2408176394.71,846118542.85,1.972,-5.167,-170.26,-2.4255,-233148512.58,15333,IMPLEMENTED
2039-11-01,POL0000001662,ASSET_TEST,94.24,154985.4,0,60,20.56,CAREGIVER,-33.422,-38.12,3007643429.51,1740997888.31,-13.722,21.631,-302.01,-2.8092,98383166.32,14437,PAUSED
2039-11-08,POL0000001663,INCOME_TEST,545.06,232347.95,0,48,0.125,UNEMPLOYED,-4.684,1.462,-3617392966.37,-5124302962.04,47.917,-2.48,133.27,0.9942,-139365609.15,11366,IMPLEMENTED
2039-11-15,POL0000001664,INCOME_TEST,74.37,219052.28,0,60,20.561,STUDENT,27.442,25.887,151467784.85,-455305576.79,-31.065,-24.136,434.89,0.0941,168033927.57,4926,REVERSED
2039-11-22,POL0000001665,RECERTIFICATION,192.59,103481.67,0,60,13.337,NONE,-11.005,-10.899,-1874781042.51,-1385799970.18,-19.432,15.34,-283.29,-2.8972,34574220.39,2407,SUNSET
2039-11-29,POL0000001666,BENEFIT_LEVEL,478.95,124041.28,1,0,24.636,CAREGIVER,-22.531,-7.681,-4510437895.84,-6091580924.72,-7.513,6.697,-384.87,2.2921,156354704.78,2493,REVERSED
2039-12-06,POL0000001667,BENEFIT_LEVEL,431.9,226536.82,0,48,19.375,CAREGIVER,-13.656,-13.689,1987424010.46,3541981854.52,7.573,-13.154,388.63,-2.9873,-30042890.07,7043,IMPLEMENTED
2039-12-13,POL0000001668,ASSET_TEST,282.87,141692.34,1,12,18.056,OTHER,28.194,22.599,-1112717491.43,-522917339.34,11.002,23.298,-407.93,0.8939,249255376.49,19168,PLANNED
2039-12-20,POL0000001669,SANCTIONS,337.5,178563.81,0,36,17.562,CAREGIVER,-11.008,-10.936,-2239753516.21,-949972126.88,-18.863,-5.591,334.17,-1.5715,-86462444.05,14046,IMPLEMENTED
2039-12-27,POL0000001670,ASSET_TEST,289.13,104239.4,1,36,18.785,DISABILITY,14.483,6.243,-4496289442.3,-3248581430.92,-45.502,-2.931,35.39,1.7211,181471464.53,13209,PLANNED
2040-01-03,POL0000001671,BENEFIT_LEVEL,456.53,227686.04,0,36,1.75,CAREGIVER,11.072,13.733,-1185602299.31,-3012714214.66,-45.725,-15.464,81.62,1.985,138277149.31,4893,IMPLEMENTED
2040-01-10,POL0000001672,SANCTIONS,299.61,246250.56,1,24,4.099,OTHER,-22.122,-30.627,1366936665.38,621843710.03,36.587,16.529,430.7,-2.8062,-15950965.69,10682,IMPLEMENTED
2040-01-17,POL0000001673,SANCTIONS,235.28,220891.38,1,36,18.21,STUDENT,27.035,29.446,598721836.47,1176215974.46,46.131,15.467,-198.6,-2.1961,6460046.96,841,IMPLEMENTED
2040-01-24,POL0000001674,REPORTING,581.32,222027.14,0,0,5.582,UNEMPLOYED,33.501,29.762,880413483.69,2065471107.32,-43.018,-0.895,168.44,-2.851,-86661044.18,3846,IN_PROGRESS
2040-01-31,POL0000001675,BENEFIT_LEVEL,369.63,221543.17,0,60,13.654,NONE,-15.011,-14.017,-2128069963.14,-1199764279.96,-14.927,13.726,-323.03,-2.2514,-242511641.23,11218,SUNSET
2040-02-07,POL0000001676,WORK_REQUIREMENT,481.69,180000.18,1,36,22.621,UNEMPLOYED,35.462,43.958,-1295266762.61,-1580589341.49,-33.622,-21.373,-259.22,-2.3382,-80286343.29,3176,IN_PROGRESS
2040-02-14,POL0000001677,ASSET_TEST,261.95,202199.13,1,24,19.568,NONE,-29.054,-29.698,1123006565.37,834107526.52,2.787,-6.647,-309.79,2.6433,-181078620.3,14861,IMPLEMENTED
2040-02-21,POL0000001678,INCOME_TEST,227.45,70434.96,1,0,5.853,UNEMPLOYED,-35.75,-35.319,2387940745.63,922567323.76,-20.823,-24.019,299.33,1.9836,-209037464.22,9657,IMPLEMENTED
2040-02-28,POL0000001679,ASSET_TEST,456.52,192284.14,1,0,6.405,OTHER,14.03,23.431,4047557155.45,3984739317.19,19.915,-1.867,165.6,-2.8255,-125887580.92,14284,IN_PROGRESS
2040-03-06,POL0000001680,BENEFIT_LEVEL,255.04,152846.77,1,24,4.845,CAREGIVER,-33.252,-22.272,2216676177.31,1319592512.29,-0.986,22.845,310.22,-0.8491,91958667.1,2857,SUNSET
2040-03-13,POL0000001681,BENEFIT_LEVEL,126.07,248348.18,1,0,21.48,DISABILITY,-26.977,-38.623,1369961098.63,823102338.12,-7.199,14.512,54.0,-2.302,-80856497.32,6060,IMPLEMENTED
2040-03-20,POL0000001682,BENEFIT_LEVEL,547.53,212032.46,0,24,6.659,PREGNANT,25.116,14.092,2201231572.99,728548164.49,-22.461,-13.889,-330.65,2.672,-49152908.53,18732,IMPLEMENTED
2040-03-27,POL0000001683,BENEFIT_LEVEL,498.01,105783.44,1,48,5.74,NONE,14.102,12.867,2166668667.02,1425611987.03,31.372,22.574,286.27,0.8702,-231626078.87,3755,IMPLEMENTED
2040-04-03,POL0000001684,EXEMPTIONS,424.22,204230.43,0,24,24.8,OTHER,1.161,13.514,-631318075.19,-2416274193.44,-26.605,-16.601,243.77,0.5066,54548014.07,3311,IMPLEMENTED
2040-04-10,POL0000001685,INCOME_TEST,175.35,86706.07,0,12,7.933,NONE,-17.924,-8.274,-4841014682.55,-4185339742.08,-43.813,-9.323,458.7,1.3454,-21761122.91,18304,REVERSED
2040-04-17,POL0000001686,BENEFIT_LEVEL,362.99,209937.19,0,48,3.477,VETERAN,-29.379,-23.449,488074126.96,405399128.32,25.043,19.71,273.84,-1.5474,-103188051.9,18780,IMPLEMENTED
2040-04-24,POL0000001687,INCOME_TEST,564.96,162413.4,0,48,0.504,UNEMPLOYED,30.555,23.306,1779234458.62,970520515.35,-9.885,-23.013,-1.89,2.1451,224596317.54,926,IMPLEMENTED
2040-05-01,POL0000001688,INCOME_TEST,160.96,166567.69,0,60,11.693,CAREGIVER,25.504,26.912,3229202286.33,3825907933.6,-8.649,22.214,198.11,-1.3157,-69607546.22,13392,SUNSET
2040-05-08,POL0000001689,ASSET_TEST,303.63,143522.29,1,36,2.645,OTHER,-11.095,-17.002,-1904920811.89,-1334932612.86,-4.778,2.05,164.51,2.4856,18846298.15,7265,REVERSED
2040-05-15,POL0000001690,WORK_REQUIREMENT,543.86,74116.04,0,24,20.697,PREGNANT,20.994,18.006,-3862930700.1,-2890144529.67,42.537,14.741,104.42,-0.1445,32576456.9,3561,IN_PROGRESS
2040-05-22,POL0000001691,INCOME_TEST,127.58,196806.91,0,24,1.678,CAREGIVER,-14.77,-14.957,-4427837623.21,-2814262193.34,10.863,-6.435,64.37,-1.6168,-122249273.31,17312,IN_PROGRESS
2040-05-29,POL0000001692,EXEMPTIONS,504.11,160088.3,0,12,16.772,CAREGIVER,-29.511,-16.935,2419700353.21,3233746046.74,29.978,9.401,383.81,1.5539,-191642742.36,9438,IMPLEMENTED
2040-06-05,POL0000001693,RECERTIFICATION,444.25,145622.86,1,24,7.962,PREGNANT,8.44,-2.749,4476546381.66,5835277522.01,-36.819,-5.763,455.06,2.7481,114628639.17,7321,IN_PROGRESS
2040-06-12,POL0000001694,WORK_REQUIREMENT,437.75,109101.99,0,0,0.596,CAREGIVER,-24.709,-35.395,2012242767.06,1604833302.84,13.885,-6.63,-410.03,1.0868,-198727148.05,4481,IMPLEMENTED
2040-06-19,POL0000001695,BENEFIT_LEVEL,227.51,148815.97,0,36,3.454,OTHER,-10.235,-3.449,3089920716.03,2154231316.97,-39.632,19.71,264.1,0.0317,117400955.9,12740,IMPLEMENTED
2040-06-26,POL0000001696,EXEMPTIONS,386.83,123824.34,0,60,18.225,OTHER,-35.587,-29.552,3313031661.73,4371250310.25,4.753,-2.392,2.61,-1.7193,-26130396.56,1145,IMPLEMENTED
2040-07-03,POL0000001697,INCOME_TEST,228.96,214874.57,0,12,24.765,DISABILITY,2.381,1.086,2644119745.36,4136544411.91,-25.082,9.975,206.48,0.6654,114887427.18,19914,IN_PROGRESS
2040-07-10,POL0000001698,INCOME_TEST,390.26,181165.01,1,0,4.934,NONE,20.678,14.888,-4968226593.29,-6844116595.25,19.299,15.249,-401.79,-0.0292,117969999.26,16009,IMPLEMENTED
2040-07-17,POL0000001699,WORK_REQUIREMENT,498.96,112676.02,1,48,11.472,DISABILITY,-32.19,-30.855,1890939058.07,3471252471.63,9.708,-7.231,183.72,-0.257,15651890.53,187,IMPLEMENTED
2040-07-24,POL0000001700,INCOME_TEST,280.16,40719.32,0,24,23.606,NONE,-7.731,-2.213,-1356246002.51,-3277687491.02,-26.329,-15.496,-32.83,-2.7251,-105880783.54,18395,REVERSED
2040-07-31,POL0000001701,INCOME_TEST,509.83,25403.73,1,36,2.97,PREGNANT,25.896,30.432,130231357.22,-458450451.4,-35.984,12.843,-151.48,-2.1763,-120443413.53,7125,PAUSED
2040-08-07,POL0000001702,OTHER,490.87,135618.06,0,48,2.099,STUDENT,32.038,17.242,-275754040.7,1554996108.71,11.407,-6.352,-98.67,0.1184,-176929231.73,5043,SUNSET
2040-08-14,POL0000001703,BENEFIT_LEVEL,485.98,233623.62,0,24,15.811,OTHER,23.051,33.909,4159823077.02,5484850296.99,22.597,-0.37,-72.43,1.1249,-157040370.65,3684,IMPLEMENTED
2040-08-21,POL0000001704,INCOME_TEST,194.48,158549.62,0,12,2.616,CAREGIVER,36.184,47.412,-1883137159.73,-369950677.55,49.451,-13.566,-153.94,-1.139,-98901492.18,2742,IMPLEMENTED
2040-08-28,POL0000001705,REPORTING,337.06,95509.41,0,0,12.717,UNEMPLOYED,-15.341,-12.994,-411263957.72,-256636029.2,15.08,8.12,287.7,-1.6735,242543642.8,17652,PAUSED
2040-09-04,POL0000001706,RECERTIFICATION,24.07,241316.3,0,36,4.426,NONE,5.737,14.347,4251317889.2,2286453810.72,1.633,-5.175,337.65,2.8129,142001990.61,16159,IMPLEMENTED
2040-09-11,POL0000001707,WORK_REQUIREMENT,379.99,43975.59,1,24,21.53,STUDENT,-26.933,-16.993,-3310553629.54,-4138300312.12,-27.1,18.494,395.35,-0.7167,96929841.43,19367,PLANNED
2040-09-18,POL0000001708,EXEMPTIONS,247.08,73973.68,1,36,8.616,VETERAN,-1.598,5.894,-1208054936.89,-1660154121.94,-22.367,-17.489,-58.63,0.0169,237441520.61,8832,PAUSED
2040-09-25,POL0000001709,SANCTIONS,209.64,72987.71,1,24,0.269,NONE,36.298,45.12,4266091256.0,3100772081.75,-22.575,0.976,-469.0,1.2546,105595674.53,5540,PLANNED
2040-10-02,POL0000001710,SANCTIONS,483.35,196631.77,1,0,0.568,NONE,3.07,5.122,1210799453.95,-699022747.09,45.876,-6.447,272.98,-0.6808,-49115567.04,7164,IMPLEMENTED
2040-10-09,POL0000001711,EXEMPTIONS,258.66,243520.65,0,60,14.188,NONE,1.301,-0.491,-1674190698.32,-630708723.34,-17.092,0.568,-246.94,-1.8634,70411575.07,16518,IMPLEMENTED
2040-10-16,POL0000001712,EXEMPTIONS,473.98,190588.07,1,48,17.389,OTHER,-18.071,-22.78,-3762182674.03,-3451741089.15,1.463,23.55,49.45,-2.7874,71980089.19,4057,IMPLEMENTED
2040-10-23,POL0000001713,INCOME_TEST,559.49,31783.19,0,0,19.452,CAREGIVER,-29.321,-26.32,-4810358414.33,-5759242158.21,-22.673,-6.265,307.24,2.8361,-204014904.48,7693,SUNSET
2040-10-30,POL0000001714,ASSET_TEST,78.88,234756.0,0,24,23.494,VETERAN,-4.345,-11.893,4362062860.69,5603008714.04,3.25,-2.776,426.27,-2.5379,-11915035.76,17835,IN_PROGRESS
2040-11-06,POL0000001715,RECERTIFICATION,559.74,101171.3,0,60,2.183,PREGNANT,-3.695,10.576,-4399047865.69,-4371870485.95,-9.386,-7.584,-391.74,-2.5008,-13219903.43,13015,IMPLEMENTED
2040-11-13,POL0000001716,OTHER,180.61,146367.54,0,0,14.744,PREGNANT,32.49,28.951,-2708689618.44,-3520906309.68,-10.906,-20.932,-94.79,2.4115,-214107254.01,1221,IMPLEMENTED
2040-11-20,POL0000001717,BENEFIT_LEVEL,34.96,150096.34,0,12,17.778,CAREGIVER,19.808,20.163,-76749120.63,-8083273.96,-37.505,-17.916,358.54,0.6374,-29701345.98,10257,IMPLEMENTED
2040-11-27,POL0000001718,TIME_LIMIT,535.89,202373.86,0,36,0.9,NONE,-35.864,-34.487,1188223679.53,-702742497.6,6.711,17.491,390.78,-1.5174,-216288510.36,18700,PLANNED
2040-12-04,POL0000001719,WORK_REQUIREMENT,204.49,29561.71,0,60,13.107,CAREGIVER,-5.556,8.031,2190498218.75,2669088063.61,-49.701,16.429,287.83,-2.3702,-200200464.69,5964,IMPLEMENTED
2040-12-11,POL0000001720,EXEMPTIONS,184.85,43115.96,1,24,6.922,STUDENT,36.659,36.768,-2643985167.67,-1653915398.55,-4.983,18.229,-227.79,-0.4069,-248116733.99,4065,IMPLEMENTED
2040-12-18,POL0000001721,WORK_REQUIREMENT,591.34,95440.45,0,12,19.837,VETERAN,-8.99,-1.513,-490380172.57,628716058.83,19.209,-22.115,-51.02,2.5116,74366461.86,16098,IN_PROGRESS
