house_social_reference_year,house_social_country_iso2,house_social_region_nuts_code,house_social_social_housing_stock_count,house_social_social_housing_share_pct,house_social_new_units_completed_count,house_social_renovated_units_count,house_social_waitlist_households_count,house_social_average_wait_time_months,house_social_allocation_rule_code,house_social_income_threshold_eur,house_social_rent_setting_rule_code,house_social_rent_level_eur_median,house_social_energy_efficiency_upgrade_flag,house_social_state_aid_compliance_flag,house_social_public_investment_eur,house_social_eu_funding_support_eur,house_social_data_source,house_social_last_update_date,house_social_data_extract_date
2006,DE,LT285,3461673,10.15,65098,269881,154657,75.94,POINTS_BASED,76875.54,COST_BASED,608.8,1,1,1875636862.72,923822897.64,HOUSING_AUTHORITY_ADMIN,2010-10-18,2025-09-01
2007,LV,DK89,1863253,8.64,73194,8157,237939,36.29,NEEDS_BASED,24806.16,FIXED_GRID,1148.67,1,1,1678941279.38,780908055.41,MINISTRY_HOUSING_REPORT,2010-11-10,2024-09-19
2008,PL,FR648,1937914,7.4,54866,168975,274370,56.32,LOTTERY,59401.23,INCOME_RELATED,198.52,0,0,2361834721.25,49795116.36,SOCIAL_HOUSING_REGISTER,2010-12-03,2024-12-29
2009,ES,IE5,1370340,27.22,41696,75891,605264,22.5,LOCAL_PRIORITY,21352.56,CAPPED_RENT,1841.98,1,1,2567769129.55,394473717.89,AUDIT_REPORT,2010-12-26,2024-01-07
2010,HR,FI705,2917897,15.27,121092,24752,261253,48.2,MIXED_MODEL,68102.96,MARKET_DISCOUNTED,1098.34,0,1,8622186314.24,59097322.67,HOUSING_AUTHORITY_ADMIN,2011-01-18,2024-08-12
2011,FI,RO59,952170,19.9,33440,57019,269667,36.26,POINTS_BASED,36290.84,COST_BASED,956.91,0,0,398696552.47,438909333.49,MINISTRY_HOUSING_REPORT,2011-02-10,2025-09-28
2012,IE,LV411,697308,6.84,21775,54290,448126,20.07,NEEDS_BASED,63813.29,FIXED_GRID,555.16,0,0,8751241755.85,181311734.65,SOCIAL_HOUSING_REGISTER,2011-03-05,2026-01-25
2013,MT,SI954,972576,5.72,45799,15697,298681,11.95,LOTTERY,55416.15,INCOME_RELATED,700.7,0,1,6025943489.5,44403845.06,AUDIT_REPORT,2011-03-28,2024-04-26
2014,SK,IT94,384994,9.31,17329,25904,292009,22.57,LOCAL_PRIORITY,42228.42,CAPPED_RENT,558.1,0,1,5629835580.59,1004571104.8,HOUSING_AUTHORITY_ADMIN,2011-04-20,2024-11-22
2015,BE,LV72,743092,18.58,18667,6402,175296,8.23,MIXED_MODEL,39199.58,MARKET_DISCOUNTED,711.29,1,1,887919779.0,906426364.12,MINISTRY_HOUSING_REPORT,2011-05-13,2026-02-12
2016,DK,SI96,2146915,26.17,114273,43535,112697,45.69,POINTS_BASED,14330.3,COST_BASED,896.57,0,0,8655638092.64,851772301.32,SOCIAL_HOUSING_REGISTER,2011-06-05,2024-03-07
2017,GR,BE377,331488,19.98,5545,26541,425905,71.51,NEEDS_BASED,71920.61,FIXED_GRID,646.21,1,1,7207004332.86,1866884054.08,AUDIT_REPORT,2011-06-28,2025-06-16
2018,LT,IT612,1405921,21.87,35505,9485,194589,30.76,LOTTERY,49506.19,INCOME_RELATED,254.59,1,1,3010035045.01,1838885471.26,HOUSING_AUTHORITY_ADMIN,2011-07-21,2025-03-31
2019,PT,NL4,1337455,16.68,59696,64258,4189,51.66,LOCAL_PRIORITY,26104.94,CAPPED_RENT,1454.29,1,1,7748191763.04,1200614002.47,MINISTRY_HOUSING_REPORT,2011-08-13,2024-02-15
2020,SE,PL349,2801583,11.59,132801,174222,541851,58.92,MIXED_MODEL,53419.84,MARKET_DISCOUNTED,1582.03,0,0,2325759250.98,2954398052.92,SOCIAL_HOUSING_REGISTER,2011-09-05,2025-07-19
2021,CY,HR76,1440050,27.23,27296,116515,242917,24.69,POINTS_BASED,69718.23,COST_BASED,1146.87,0,1,4645123476.02,2172702126.73,AUDIT_REPORT,2011-09-28,2024-03-07
2022,FR,CZ18,1646785,17.65,6223,37806,400223,25.03,NEEDS_BASED,78674.64,FIXED_GRID,772.11,1,0,7870878147.32,1451568930.61,HOUSING_AUTHORITY_ADMIN,2011-10-21,2026-02-03
2023,IT,AT453,2111579,13.46,109271,164373,51491,47.03,LOTTERY,66876.43,INCOME_RELATED,1366.49,0,1,2976137097.19,1625184697.17,MINISTRY_HOUSING_REPORT,2011-11-13,2024-05-23
2024,NL,BE168,149783,22.88,818,7235,274794,73.58,LOCAL_PRIORITY,23441.41,CAPPED_RENT,1417.79,1,0,4229269586.96,1507576628.48,SOCIAL_HOUSING_REGISTER,2011-12-06,2024-08-12
2025,SI,FR59,1990356,21.3,92387,78261,107401,66.75,MIXED_MODEL,27198.03,MARKET_DISCOUNTED,1174.47,0,1,3945956258.53,2460971591.65,AUDIT_REPORT,2011-12-29,2024-11-15
2006,BG,SE66,545322,2.07,14819,11617,38754,51.45,POINTS_BASED,31304.11,COST_BASED,253.92,1,1,446209175.61,791675080.79,HOUSING_AUTHORITY_ADMIN,2012-01-21,2025-10-24
2007,EE,GR660,2150101,14.07,24349,190473,43879,30.81,NEEDS_BASED,69523.83,FIXED_GRID,1140.37,0,1,3018570404.09,659433438.41,MINISTRY_HOUSING_REPORT,2012-02-13,2024-07-19
2008,HU,GR31,2030114,4.09,41570,150942,539330,93.64,LOTTERY,93088.4,INCOME_RELATED,737.45,0,1,1973374494.44,798564757.91,SOCIAL_HOUSING_REGISTER,2012-03-07,2024-07-14
2009,LU,FR119,1956050,6.87,46475,59378,239255,53.42,LOCAL_PRIORITY,12084.06,CAPPED_RENT,946.42,1,1,6086170957.89,609390055.86,AUDIT_REPORT,2012-03-30,2025-07-03
2010,RO,PL8,830325,21.48,37140,26212,38772,65.97,MIXED_MODEL,41641.45,MARKET_DISCOUNTED,700.33,1,1,6549567056.33,706141861.25,HOUSING_AUTHORITY_ADMIN,2012-04-22,2025-09-13
2011,AT,DK727,1114363,24.72,5586,41307,61497,19.73,POINTS_BASED,61895.64,COST_BASED,616.96,0,0,4258068164.02,419899212.7,MINISTRY_HOUSING_REPORT,2012-05-15,2025-05-03
2012,CZ,MT586,554507,12.57,12961,47465,258067,100.85,NEEDS_BASED,24584.13,FIXED_GRID,676.76,1,1,1158636256.6,42625745.69,SOCIAL_HOUSING_REGISTER,2012-06-07,2026-01-10
2013,DE,BE530,1868414,15.57,47506,93063,41667,62.77,LOTTERY,48047.01,INCOME_RELATED,1556.18,0,1,7979230592.77,452433727.85,AUDIT_REPORT,2012-06-30,2025-04-11
2014,LV,HR822,953841,13.52,9691,60862,412292,97.89,LOCAL_PRIORITY,40777.03,CAPPED_RENT,1241.54,0,1,9630393652.33,1255555846.33,HOUSING_AUTHORITY_ADMIN,2012-07-23,2026-01-23
2015,PL,ES72,1623699,26.43,40799,63765,178184,73.03,MIXED_MODEL,18209.22,MARKET_DISCOUNTED,371.18,1,0,5305404596.79,771300549.11,MINISTRY_HOUSING_REPORT,2012-08-15,2024-11-04
2016,ES,ES916,1950490,23.85,5231,95507,12341,60.64,POINTS_BASED,38867.87,COST_BASED,556.79,0,1,130561037.33,34313238.67,SOCIAL_HOUSING_REGISTER,2012-09-07,2024-12-03
2017,HR,BE325,534444,24.38,15011,20459,435490,80.77,NEEDS_BASED,58639.82,FIXED_GRID,1047.59,0,1,3054198117.89,838938653.92,AUDIT_REPORT,2012-09-30,2025-04-11
2018,FI,MT647,2110790,26.52,123380,114178,122398,33.15,LOTTERY,83280.96,INCOME_RELATED,1280.29,1,0,4623714436.06,1857511090.69,HOUSING_AUTHORITY_ADMIN,2012-10-23,2024-04-12
2019,IE,SI576,1458615,11.15,11114,119326,553278,55.57,LOCAL_PRIORITY,48037.73,CAPPED_RENT,1385.94,0,1,1302128066.87,1739067598.65,MINISTRY_HOUSING_REPORT,2012-11-15,2025-12-10
2020,MT,HU1,1426555,14.31,43852,90986,320925,94.4,MIXED_MODEL,27230.5,MARKET_DISCOUNTED,1041.33,1,1,5805022458.02,1590853624.45,SOCIAL_HOUSING_REGISTER,2012-12-08,2024-03-30
2021,SK,AT47,1542888,20.09,62270,35675,1267,20.23,POINTS_BASED,11317.25,COST_BASED,1571.24,1,1,1225077063.25,1757950418.19,AUDIT_REPORT,2012-12-31,2025-02-17
2022,BE,HR7,916705,24.8,6687,35828,303285,88.06,NEEDS_BASED,71177.69,FIXED_GRID,358.95,0,1,6443231550.11,726187186.04,HOUSING_AUTHORITY_ADMIN,2013-01-23,2025-06-20
2023,DK,HR59,9397,8.45,539,735,226151,72.0,LOTTERY,44751.25,INCOME_RELATED,444.26,1,1,4901962831.49,2294472775.62,MINISTRY_HOUSING_REPORT,2013-02-15,2025-04-24
2024,GR,LU355,3512764,7.52,171123,83052,146889,17.25,LOCAL_PRIORITY,99537.51,CAPPED_RENT,1724.26,1,1,2753797699.22,2603043799.25,SOCIAL_HOUSING_REGISTER,2013-03-10,2025-01-19
2025,LT,GR189,801662,7.23,10839,28439,135538,57.01,MIXED_MODEL,65375.43,MARKET_DISCOUNTED,675.93,0,1,4554534327.45,937060752.28,AUDIT_REPORT,2013-04-02,2025-09-11
2006,PT,CY531,926159,27.82,36797,46900,541699,48.09,POINTS_BASED,66269.87,COST_BASED,736.34,1,1,6003268157.41,156538637.87,HOUSING_AUTHORITY_ADMIN,2013-04-25,2024-03-19
2007,SE,BE24,396660,21.92,17414,6844,405688,8.77,NEEDS_BASED,29831.38,FIXED_GRID,728.63,0,1,9844164768.51,483574629.23,MINISTRY_HOUSING_REPORT,2013-05-18,2025-01-04
2008,CY,ES89,1658575,2.43,59385,37459,484902,97.29,LOTTERY,39768.3,INCOME_RELATED,192.03,1,1,5862596552.45,1072053049.19,SOCIAL_HOUSING_REGISTER,2013-06-10,2025-10-19
2009,FR,PL447,1910686,20.42,16919,94481,465619,4.15,LOCAL_PRIORITY,41117.82,CAPPED_RENT,575.4,1,1,5302909706.59,912951578.49,AUDIT_REPORT,2013-07-03,2025-03-24
2010,IT,PL7,2074554,26.91,33614,34234,359333,39.9,MIXED_MODEL,20977.54,MARKET_DISCOUNTED,1175.6,0,1,7643997965.43,34296197.07,HOUSING_AUTHORITY_ADMIN,2013-07-26,2024-07-10
2011,NL,RO40,286602,1.73,4868,18274,374482,65.03,POINTS_BASED,54270.26,COST_BASED,974.81,1,0,760472748.21,32901233.02,MINISTRY_HOUSING_REPORT,2013-08-18,2026-02-12
2012,SI,MT67,982680,17.55,8724,19932,322393,44.13,NEEDS_BASED,58237.74,FIXED_GRID,763.84,0,1,6206433083.85,1063849829.92,SOCIAL_HOUSING_REGISTER,2013-09-10,2025-09-15
2013,BG,IE464,1030743,3.47,37566,36085,35950,2.55,LOTTERY,68787.64,INCOME_RELATED,1150.46,0,0,1586853029.19,867066065.16,AUDIT_REPORT,2013-10-03,2024-10-30
2014,EE,HR4,1584716,5.77,19141,71447,339207,58.13,LOCAL_PRIORITY,97491.97,CAPPED_RENT,611.12,0,0,6079756513.89,2212302440.21,HOUSING_AUTHORITY_ADMIN,2013-10-26,2025-11-09
2015,HU,SE8,1938971,1.91,8314,114346,392324,90.88,MIXED_MODEL,36239.24,MARKET_DISCOUNTED,2025.83,0,1,1220330075.94,932954147.44,MINISTRY_HOUSING_REPORT,2013-11-18,2025-02-12
2016,LU,RO2,106045,9.16,3909,6833,153737,38.95,POINTS_BASED,21066.45,COST_BASED,508.31,0,1,196883915.18,2465914579.34,SOCIAL_HOUSING_REGISTER,2013-12-11,2024-01-03
2017,RO,FI79,1218037,10.68,51631,31963,359781,44.09,NEEDS_BASED,65159.5,FIXED_GRID,1387.34,1,1,5847853521.67,1626345166.03,AUDIT_REPORT,2014-01-03,2024-03-03
2018,AT,LT55,1201825,5.54,61667,91936,410009,71.65,LOTTERY,50483.01,INCOME_RELATED,616.78,1,1,4508428002.44,2158835513.46,HOUSING_AUTHORITY_ADMIN,2014-01-26,2024-03-28
2019,CZ,MT1,426636,24.59,23724,30464,310723,51.73,LOCAL_PRIORITY,60258.91,CAPPED_RENT,648.98,0,1,10261482301.19,24986122.86,MINISTRY_HOUSING_REPORT,2014-02-18,2025-10-16
2020,DE,FR540,1124448,10.33,7787,32933,278318,36.67,MIXED_MODEL,13927.49,MARKET_DISCOUNTED,1297.92,1,1,40904766.23,2578316978.91,SOCIAL_HOUSING_REGISTER,2014-03-13,2025-06-28
2021,LV,GR254,2071875,6.03,83706,86139,253698,27.79,POINTS_BASED,57341.48,COST_BASED,601.48,0,1,3672989151.03,3116130750.84,AUDIT_REPORT,2014-04-05,2024-08-08
2022,PL,HU887,511444,15.25,25976,29215,347009,26.45,NEEDS_BASED,32038.0,FIXED_GRID,1126.34,0,1,296362422.0,2969730058.78,HOUSING_AUTHORITY_ADMIN,2014-04-28,2025-11-03
2023,ES,ES554,1482474,6.51,15996,106449,129690,72.17,LOTTERY,39178.48,INCOME_RELATED,246.91,0,1,1607732607.91,926005109.95,MINISTRY_HOUSING_REPORT,2014-05-21,2025-04-01
2024,HR,FR3,2428526,16.01,135554,22058,384853,79.23,LOCAL_PRIORITY,67298.95,CAPPED_RENT,1617.65,1,1,5520801678.49,844392101.94,SOCIAL_HOUSING_REGISTER,2014-06-13,2025-05-22
2025,FI,BE3,219949,10.78,1854,16554,359049,81.0,MIXED_MODEL,28072.64,MARKET_DISCOUNTED,805.54,1,1,7720357353.58,2101484744.02,AUDIT_REPORT,2014-07-06,2025-07-24
2006,IE,PT17,1818869,11.61,37739,114854,459629,71.61,POINTS_BASED,60077.76,COST_BASED,549.6,0,1,1510975693.89,12642326.86,HOUSING_AUTHORITY_ADMIN,2014-07-29,2025-12-24
2007,MT,LU737,237902,22.23,10821,7539,338920,62.07,NEEDS_BASED,49687.67,FIXED_GRID,497.46,0,0,5230092911.3,801303564.15,MINISTRY_HOUSING_REPORT,2014-08-21,2025-11-09
2008,SK,GR82,1612594,19.3,62867,28434,171291,58.2,LOTTERY,66670.73,INCOME_RELATED,504.27,1,1,1445527744.91,568756947.27,SOCIAL_HOUSING_REGISTER,2014-09-13,2025-01-24
2009,BE,PT64,1257730,4.49,49499,102468,91597,19.96,LOCAL_PRIORITY,68153.35,CAPPED_RENT,1795.11,1,1,4432793075.34,268839811.25,AUDIT_REPORT,2014-10-06,2024-02-03
2010,DK,RO172,2482256,3.18,98063,117788,315149,60.84,MIXED_MODEL,36552.87,MARKET_DISCOUNTED,1112.49,0,1,2226694304.2,744890854.3,HOUSING_AUTHORITY_ADMIN,2014-10-29,2025-11-18
2011,GR,MT109,2137346,18.83,126703,18059,478739,61.57,POINTS_BASED,55072.83,COST_BASED,644.92,0,1,2871414886.09,746220092.34,MINISTRY_HOUSING_REPORT,2014-11-21,2024-04-23
2012,LT,SK286,961905,4.65,2806,15433,62073,20.92,NEEDS_BASED,19805.97,FIXED_GRID,341.39,1,0,2049886169.32,218732243.17,SOCIAL_HOUSING_REGISTER,2014-12-14,2025-04-18
2013,PT,HU4,758429,8.36,38979,16209,476773,91.2,LOTTERY,20957.33,INCOME_RELATED,844.61,0,0,8178223393.29,1038420699.26,AUDIT_REPORT,2015-01-06,2025-01-11
2014,SE,PL95,2440565,7.83,76463,148951,55615,33.21,LOCAL_PRIORITY,63850.55,CAPPED_RENT,987.03,0,1,3705954708.44,463162491.78,HOUSING_AUTHORITY_ADMIN,2015-01-29,2025-08-02
2015,CY,AT50,2553459,2.13,30157,70257,45239,26.72,MIXED_MODEL,19863.04,MARKET_DISCOUNTED,453.05,1,1,4806746286.59,894629154.28,MINISTRY_HOUSING_REPORT,2015-02-21,2024-01-07
2016,FR,IE89,1048622,8.43,33116,7813,10810,28.47,POINTS_BASED,27364.97,COST_BASED,883.86,1,1,16894869.99,557064809.53,SOCIAL_HOUSING_REGISTER,2015-03-16,2026-01-07
2017,IT,ES7,2686211,8.13,123379,171997,198681,3.85,NEEDS_BASED,77313.44,FIXED_GRID,1254.47,0,1,1125682257.31,2747939946.93,AUDIT_REPORT,2015-04-08,2024-03-29
2018,NL,LV59,999144,10.53,43118,45094,48101,4.21,LOTTERY,72530.56,INCOME_RELATED,1512.01,1,1,7605736359.62,626313280.53,HOUSING_AUTHORITY_ADMIN,2015-05-01,2025-07-10
2019,SI,FI948,2168094,11.17,21293,66347,4679,57.62,LOCAL_PRIORITY,70849.16,CAPPED_RENT,507.18,0,1,5652827526.53,329058625.2,MINISTRY_HOUSING_REPORT,2015-05-24,2024-04-23
2020,BG,BG78,2311750,10.78,64436,10782,445233,54.33,MIXED_MODEL,39045.56,MARKET_DISCOUNTED,1088.57,0,1,3167865111.93,349816893.22,SOCIAL_HOUSING_REGISTER,2015-06-16,2025-01-13
2021,EE,HU465,1982714,13.23,39415,121958,136794,17.62,POINTS_BASED,47721.7,COST_BASED,1193.43,1,0,5833420843.8,1498881056.36,AUDIT_REPORT,2015-07-09,2025-11-12
2022,HU,SK551,69125,19.4,687,4168,366036,9.66,NEEDS_BASED,53975.12,FIXED_GRID,941.07,1,1,5734215941.57,235626508.6,HOUSING_AUTHORITY_ADMIN,2015-08-01,2025-04-05
2023,LU,NL188,2646965,3.36,30644,54758,393935,84.38,LOTTERY,87953.09,INCOME_RELATED,1073.08,0,1,7051349154.66,990037255.7,MINISTRY_HOUSING_REPORT,2015-08-24,2024-05-28
2024,RO,FR36,1010943,1.84,39729,80481,173114,46.81,LOCAL_PRIORITY,16154.87,CAPPED_RENT,1339.56,1,1,4144577780.96,1278816247.44,SOCIAL_HOUSING_REGISTER,2015-09-16,2024-01-13
2025,AT,ES6,83249,26.4,1512,5214,135945,41.16,MIXED_MODEL,16287.69,MARKET_DISCOUNTED,403.12,1,0,4289485715.73,3483796812.61,AUDIT_REPORT,2015-10-09,2025-10-19
2006,CZ,AT431,904339,23.84,24565,76152,28743,22.16,POINTS_BASED,52158.67,COST_BASED,824.92,0,0,5513944191.88,609828269.35,HOUSING_AUTHORITY_ADMIN,2015-11-01,2025-11-22
2007,DE,EE34,660818,17.92,16075,44823,408619,55.82,NEEDS_BASED,49800.77,FIXED_GRID,820.03,1,1,4509774032.01,502519011.03,MINISTRY_HOUSING_REPORT,2015-11-24,2025-07-09
2008,LV,ES4,1730330,25.85,37854,42251,240173,30.39,LOTTERY,34762.08,INCOME_RELATED,363.75,1,0,4562671896.06,36754671.61,SOCIAL_HOUSING_REGISTER,2015-12-17,2024-01-14
2009,PL,NL618,1919654,22.29,19804,154320,292599,16.14,LOCAL_PRIORITY,16054.71,CAPPED_RENT,1289.99,0,1,9214496202.78,379392173.25,AUDIT_REPORT,2016-01-09,2024-09-26
2010,ES,NL10,1917036,20.11,101076,30750,429609,40.41,MIXED_MODEL,54791.61,MARKET_DISCOUNTED,1075.92,1,1,6347988348.75,179629061.93,HOUSING_AUTHORITY_ADMIN,2016-02-01,2024-11-18
2011,HR,BG365,445174,24.86,10448,22933,66106,17.3,POINTS_BASED,72283.28,COST_BASED,961.0,1,1,3233133734.76,534457092.05,MINISTRY_HOUSING_REPORT,2016-02-24,2024-07-14
2012,FI,IT21,2801359,14.5,166932,40412,2083,47.29,NEEDS_BASED,28885.71,FIXED_GRID,648.27,1,1,500541763.05,291639000.1,SOCIAL_HOUSING_REGISTER,2016-03-18,2024-12-24
2013,IE,BG56,263584,20.85,10721,2554,122591,34.55,LOTTERY,42750.34,INCOME_RELATED,1326.58,1,1,8506077226.63,350462111.32,AUDIT_REPORT,2016-04-10,2025-10-26
2014,MT,DK458,89498,6.37,3026,2239,515547,33.39,LOCAL_PRIORITY,68530.53,CAPPED_RENT,640.99,1,0,2223207832.02,1978817363.34,HOUSING_AUTHORITY_ADMIN,2016-05-03,2024-12-16
2015,SK,SI387,182583,6.74,9383,12553,373524,21.39,MIXED_MODEL,54372.77,MARKET_DISCOUNTED,1647.89,0,1,4970855434.09,918356338.95,MINISTRY_HOUSING_REPORT,2016-05-26,2024-05-14
2016,BE,FR28,480300,8.36,18038,8737,222352,5.32,POINTS_BASED,64284.85,COST_BASED,1095.0,0,0,187824957.12,1301677732.25,SOCIAL_HOUSING_REGISTER,2016-06-18,2024-10-12
2017,DK,CY4,1446569,21.63,13903,107808,311945,21.94,NEEDS_BASED,56003.91,FIXED_GRID,438.49,1,1,7620927367.5,2596642751.33,AUDIT_REPORT,2016-07-11,2025-06-02
2018,GR,LT39,2039739,5.0,84568,125085,355296,6.91,LOTTERY,61710.61,INCOME_RELATED,1295.62,1,1,7030375649.74,1708270152.33,HOUSING_AUTHORITY_ADMIN,2016-08-03,2025-02-10
2019,LT,GR185,2346545,12.38,112160,19347,42111,26.0,LOCAL_PRIORITY,30114.5,CAPPED_RENT,1203.18,1,0,7591845194.1,921099836.36,MINISTRY_HOUSING_REPORT,2016-08-26,2025-06-25
2020,PT,FI14,507686,19.85,5178,17847,363357,42.13,MIXED_MODEL,73397.32,MARKET_DISCOUNTED,613.82,0,1,4471382368.01,2659800732.32,SOCIAL_HOUSING_REGISTER,2016-09-18,2025-07-02
2021,SE,LV729,2481807,25.63,82838,121474,300561,88.65,POINTS_BASED,85389.54,COST_BASED,352.85,0,1,1438398457.31,810532958.7,AUDIT_REPORT,2016-10-11,2025-05-26
2022,CY,LT38,1640387,8.1,78301,73574,368245,7.48,NEEDS_BASED,65563.98,FIXED_GRID,873.93,1,0,6376626527.01,53411992.56,HOUSING_AUTHORITY_ADMIN,2016-11-03,2025-09-04
2023,FR,FI388,2074083,16.44,86863,41987,226838,24.47,LOTTERY,39778.47,INCOME_RELATED,1369.63,0,1,10335663506.8,2822509173.87,MINISTRY_HOUSING_REPORT,2016-11-26,2025-06-10
2024,IT,PT23,1509652,13.02,39810,48761,444665,84.34,LOCAL_PRIORITY,15813.21,CAPPED_RENT,506.96,1,0,5680461490.91,2003034860.01,SOCIAL_HOUSING_REGISTER,2016-12-19,2024-04-21
2025,NL,SI142,2515132,2.75,14924,139078,194372,20.13,MIXED_MODEL,63027.05,MARKET_DISCOUNTED,815.13,1,1,7156588988.98,1932644100.76,AUDIT_REPORT,2017-01-11,2025-04-15
2006,SI,DE7,1361860,3.92,42262,45976,355585,90.19,POINTS_BASED,80198.6,COST_BASED,1259.42,1,1,5654033946.14,473660853.79,HOUSING_AUTHORITY_ADMIN,2017-02-03,2024-04-29
2007,BG,PT740,597531,4.92,32545,18240,277431,44.13,NEEDS_BASED,36851.85,FIXED_GRID,212.08,1,1,3408204827.09,592296659.89,MINISTRY_HOUSING_REPORT,2017-02-26,2024-10-07
2008,EE,ES3,148844,22.8,4396,6195,314016,23.43,LOTTERY,58354.0,INCOME_RELATED,329.42,1,1,5821484403.13,876382393.93,SOCIAL_HOUSING_REGISTER,2017-03-21,2024-11-25
2009,HU,FR37,1002487,16.37,9611,61206,246122,50.08,LOCAL_PRIORITY,30379.35,CAPPED_RENT,1125.77,0,1,5367046653.02,393984448.31,AUDIT_REPORT,2017-04-13,2024-10-07
2010,LU,EE7,3074846,18.15,22381,270374,145060,14.76,MIXED_MODEL,41906.4,MARKET_DISCOUNTED,359.41,0,1,7338352443.2,394125702.94,HOUSING_AUTHORITY_ADMIN,2017-05-06,2025-05-24
2011,RO,BG9,1919533,3.74,113285,148777,328012,62.33,POINTS_BASED,37108.52,COST_BASED,388.49,0,1,236451297.33,903682811.57,MINISTRY_HOUSING_REPORT,2017-05-29,2025-12-16
2012,AT,CY881,2203214,18.73,6333,19980,186412,29.46,NEEDS_BASED,67101.44,FIXED_GRID,351.46,0,1,139266466.7,996119498.75,SOCIAL_HOUSING_REGISTER,2017-06-21,2025-04-04
2013,CZ,PL289,993210,27.59,10968,39188,313526,8.05,LOTTERY,98632.74,INCOME_RELATED,758.63,1,1,6600509945.94,1104849511.49,AUDIT_REPORT,2017-07-14,2024-07-18
2014,DE,BG697,1681751,20.69,16900,19368,273733,72.79,LOCAL_PRIORITY,52099.91,CAPPED_RENT,1387.24,1,0,2567352781.58,2152206747.49,HOUSING_AUTHORITY_ADMIN,2017-08-06,2025-06-10
2015,LV,LU647,1520556,1.92,52252,16662,364713,30.21,MIXED_MODEL,57577.88,MARKET_DISCOUNTED,998.55,1,1,8997648242.83,2040709806.46,MINISTRY_HOUSING_REPORT,2017-08-29,2024-08-23
2016,PL,BG76,1207313,17.98,58513,64233,377824,84.1,POINTS_BASED,54845.4,COST_BASED,512.55,1,1,9767321593.15,245730645.22,SOCIAL_HOUSING_REGISTER,2017-09-21,2024-06-12
2017,ES,CZ560,2046953,19.76,83795,81056,541374,62.49,NEEDS_BASED,28245.81,FIXED_GRID,1081.57,1,1,10124121083.98,641449286.8,AUDIT_REPORT,2017-10-14,2024-11-14
2018,HR,CY29,635926,9.06,13797,4228,267188,86.13,LOTTERY,69678.99,INCOME_RELATED,534.85,1,1,479572946.69,406798676.79,HOUSING_AUTHORITY_ADMIN,2017-11-06,2025-12-10
2019,FI,MT727,26154,27.6,874,448,138224,22.01,LOCAL_PRIORITY,80965.14,CAPPED_RENT,721.74,0,1,6755785389.23,234415876.44,MINISTRY_HOUSING_REPORT,2017-11-29,2024-03-06
2020,IE,GR32,1358002,10.35,3694,13869,31352,50.62,MIXED_MODEL,45602.25,MARKET_DISCOUNTED,1787.67,0,1,3319091609.3,1114087342.71,SOCIAL_HOUSING_REGISTER,2017-12-22,2024-08-05
2021,MT,DK195,2560516,14.79,48199,57354,180362,28.19,POINTS_BASED,15009.8,COST_BASED,669.31,0,1,11103045171.49,228081271.77,AUDIT_REPORT,2018-01-14,2025-05-28
2022,SK,HR872,85305,6.97,4896,4787,110565,77.6,NEEDS_BASED,26593.06,FIXED_GRID,520.05,1,0,9405281207.49,2337775281.74,HOUSING_AUTHORITY_ADMIN,2018-02-06,2024-11-03
2023,BE,RO76,1266766,2.15,40458,59129,307859,18.63,LOTTERY,79141.73,INCOME_RELATED,1450.92,1,1,128079929.22,2663776871.79,MINISTRY_HOUSING_REPORT,2018-03-01,2024-06-25
2024,DK,HR286,238981,6.29,4125,16135,213660,100.41,LOCAL_PRIORITY,34261.94,CAPPED_RENT,366.23,1,1,8624948117.77,2775577330.08,SOCIAL_HOUSING_REGISTER,2018-03-24,2025-09-09
2025,GR,PT601,331123,19.31,8422,28635,554201,75.27,MIXED_MODEL,79952.84,MARKET_DISCOUNTED,1550.63,0,0,752517312.0,1895125541.35,AUDIT_REPORT,2018-04-16,2026-01-22
2006,LT,ES706,276316,8.24,14873,17525,380705,21.1,POINTS_BASED,34799.47,COST_BASED,866.39,1,1,313433855.11,560978305.8,HOUSING_AUTHORITY_ADMIN,2018-05-09,2024-09-03
2007,PT,BG815,1976625,5.27,116942,133338,118215,66.33,NEEDS_BASED,65264.92,FIXED_GRID,412.46,1,1,6210529818.84,802263637.67,MINISTRY_HOUSING_REPORT,2018-06-01,2025-11-16
2008,SE,LU30,2677273,27.35,153270,174558,330736,85.99,LOTTERY,24635.08,INCOME_RELATED,1038.59,1,1,1668013475.51,29619289.09,SOCIAL_HOUSING_REGISTER,2018-06-24,2026-02-06
2009,CY,BG75,1287992,26.6,10999,109410,75433,37.23,LOCAL_PRIORITY,52079.38,CAPPED_RENT,406.98,1,1,8844764714.76,506992472.1,AUDIT_REPORT,2018-07-17,2025-06-13
2010,FR,DE8,3229759,20.22,128991,49867,632807,81.72,MIXED_MODEL,73458.29,MARKET_DISCOUNTED,1059.65,1,1,1376082395.4,157748749.99,HOUSING_AUTHORITY_ADMIN,2018-08-09,2024-11-02
2011,IT,SK85,2557614,12.62,133776,223297,199621,21.13,POINTS_BASED,49664.51,COST_BASED,1177.04,0,1,5500731424.76,259354093.07,MINISTRY_HOUSING_REPORT,2018-09-01,2026-01-04
2012,NL,MT398,1775103,2.22,80758,77716,377642,97.87,NEEDS_BASED,47128.32,FIXED_GRID,1319.6,0,1,4502199950.09,26780555.61,SOCIAL_HOUSING_REGISTER,2018-09-24,2024-12-20
