env_emiss_inventory_year,env_emiss_facility_registry_id,env_emiss_emissions_source_type,env_emiss_ghg_gas_code,env_emiss_emissions_metric_tons,env_emiss_stack_height_m,env_emiss_control_technology_code,env_emiss_operating_hours_annual,env_emiss_throughput_activity_level,env_emiss_emission_factor_used,env_emiss_estimation_method_code,env_emiss_permit_number,env_emiss_compliance_status_code,env_emiss_violation_count,env_emiss_inspection_count,env_emiss_nearby_receptor_distance_m,env_emiss_environmental_justice_screen_score,env_emiss_reporting_program_name,env_emiss_verification_flag,env_emiss_uncertainty_rating
2022,IN-FAC-0001664,other_industry,CO2,2307.9,5.0,scr,8132,3342,0.983,cems,IN-PMT-336026,minor_violation,0,1,631,66,esg_disclosure,1,medium
2022,IN-FAC-0001665,steel,CO2,5851.4,37.1,fgd,6811,21082,0.58,mass_balance,IN-PMT-500480,minor_violation,1,0,462,38,voluntary_program,1,medium
2025,IN-FAC-0001666,chemicals,CO2,380.8,41.8,other,4620,9402,1.54,third_party_audit,IN-PMT-854863,in_compliance,0,2,697,61,voluntary_program,1,low
2015,IN-FAC-0001667,power_plant,CO2,2677.2,75.7,low_nox_burner,2669,36415,0.701,engineering_estimate,IN-PMT-456695,in_compliance,2,0,788,63,spcb_inventory,1,medium
2025,IN-FAC-0001668,transport_hub,CO2,14727.8,68.1,baghouse,2096,14621,1.112,emission_factor,IN-PMT-640571,in_compliance,0,1,70,64,perform_achieve_trade,0,high
2019,IN-FAC-0001669,steel,CO2,13204.1,53.3,none,1851,52072,0.339,emission_factor,IN-PMT-838278,minor_violation,0,0,1540,53,perform_achieve_trade,1,medium
2021,IN-FAC-0001670,cement,CO2,1201.3,34.8,fgd,8035,67925,1.542,cems,IN-PMT-969786,in_compliance,0,1,222,92,spcb_inventory,1,high
2022,IN-FAC-0001671,transport_hub,CO2,5374.6,47.5,other,633,11628,1.085,mass_balance,IN-PMT-657068,in_compliance,0,1,631,59,perform_achieve_trade,1,low
2023,IN-FAC-0001672,power_plant,N2O,1599.1,71.5,low_nox_burner,3690,52629,0.746,mass_balance,IN-PMT-483161,in_compliance,0,0,925,15,cpcb_ghg_reporting,0,high
2025,IN-FAC-0001673,power_plant,CH4,2797.6,62.0,fgd,2058,10229,0.974,cems,IN-PMT-257697,in_compliance,0,0,793,13,voluntary_program,1,medium
2025,IN-FAC-0001674,textiles,CO2,3198.7,89.0,fgd,3650,20211,1.001,emission_factor,IN-PMT-420891,in_compliance,0,0,953,26,cpcb_ghg_reporting,1,medium
2020,IN-FAC-0001675,transport_hub,CO2,11556.2,53.8,oxidation_catalyst,2505,18418,0.917,emission_factor,IN-PMT-551932,in_compliance,0,2,211,61,esg_disclosure,0,low
2024,IN-FAC-0001676,steel,CO2,15289.6,59.5,fgd,1462,14011,0.754,third_party_audit,IN-PMT-369712,in_compliance,0,1,463,70,spcb_inventory,1,medium
2019,IN-FAC-0001677,chemicals,CO2,3594.1,25.6,fgd,7072,30553,0.409,engineering_estimate,IN-PMT-316465,minor_violation,0,0,830,78,cpcb_ghg_reporting,0,medium
2022,IN-FAC-0001678,cement,CO2,1322.3,47.7,fgd,5747,64947,1.402,third_party_audit,IN-PMT-448603,in_compliance,0,3,388,50,esg_disclosure,0,low
2020,IN-FAC-0001679,chemicals,CH4,985.9,58.2,none,511,33465,0.916,mass_balance,IN-PMT-625197,in_compliance,1,3,896,50,perform_achieve_trade,1,low
2016,IN-FAC-0001680,textiles,CO2,18551.6,52.0,low_nox_burner,8400,20586,0.582,third_party_audit,IN-PMT-315385,in_compliance,0,1,647,63,perform_achieve_trade,0,high
2023,IN-FAC-0001681,other_industry,CO2,4503.2,98.2,scr,4660,6534,0.755,mass_balance,IN-PMT-573539,in_compliance,0,2,520,50,esg_disclosure,0,low
2023,IN-FAC-0001682,chemicals,CO2,4825.4,21.7,oxidation_catalyst,4308,2302,1.259,third_party_audit,IN-PMT-281509,in_compliance,1,2,1028,61,esg_disclosure,0,medium
2015,IN-FAC-0001683,power_plant,CO2,1889.1,45.4,baghouse,2225,16611,1.281,engineering_estimate,IN-PMT-984564,in_compliance,2,2,129,39,esg_disclosure,0,medium
2023,IN-FAC-0001684,landfill,CO2,14924.0,94.3,baghouse,3150,5029,0.75,third_party_audit,IN-PMT-614474,in_compliance,0,1,148,57,esg_disclosure,1,high
2019,IN-FAC-0001685,brick_kiln,HFCs,10964.8,72.3,low_nox_burner,8351,7981,0.658,third_party_audit,IN-PMT-210766,minor_violation,1,0,775,48,esg_disclosure,0,medium
2023,IN-FAC-0001686,cement,CO2,3870.5,59.2,other,8528,27056,0.68,third_party_audit,IN-PMT-490343,in_compliance,0,2,466,79,spcb_inventory,0,low
2025,IN-FAC-0001687,brick_kiln,CH4,2349.5,22.8,low_nox_burner,6608,8127,1.214,mass_balance,IN-PMT-832550,in_compliance,0,2,440,65,esg_disclosure,0,medium
2019,IN-FAC-0001688,textiles,N2O,7140.1,59.3,fgd,3008,11967,1.304,third_party_audit,IN-PMT-194157,in_compliance,0,1,440,88,perform_achieve_trade,0,medium
2024,IN-FAC-0001689,steel,CO2,931.4,49.0,other,2178,27538,0.76,emission_factor,IN-PMT-977742,in_compliance,1,2,1175,61,perform_achieve_trade,0,medium
2020,IN-FAC-0001690,chemicals,CO2,9704.1,82.0,none,2251,27820,1.073,emission_factor,IN-PMT-115174,in_compliance,0,1,356,43,spcb_inventory,1,medium
2023,IN-FAC-0001691,transport_hub,CH4,4389.5,57.4,scr,8229,15604,0.736,engineering_estimate,IN-PMT-790762,in_compliance,2,0,598,41,esg_disclosure,1,medium
2021,IN-FAC-0001692,other_industry,CO2,7155.7,94.1,oxidation_catalyst,4187,5551,0.374,cems,IN-PMT-924618,in_compliance,1,1,608,42,voluntary_program,0,high
2018,IN-FAC-0001693,cement,CO2,5744.7,104.4,scr,5288,15160,1.062,third_party_audit,IN-PMT-277128,in_compliance,1,0,1052,69,perform_achieve_trade,1,high
2020,IN-FAC-0001694,power_plant,CO2,13943.3,62.8,esp,7355,24969,0.794,third_party_audit,IN-PMT-679167,in_compliance,0,1,586,58,esg_disclosure,0,low
2022,IN-FAC-0001695,chemicals,CO2,14859.4,64.9,none,4769,22620,0.802,mass_balance,IN-PMT-782686,in_compliance,0,0,654,49,voluntary_program,1,low
2019,IN-FAC-0001696,refinery,CO2,16942.6,51.4,other,8033,55574,1.131,cems,IN-PMT-142546,in_compliance,0,1,204,71,voluntary_program,0,medium
2018,IN-FAC-0001697,textiles,CO2,6613.7,14.9,scr,8495,13824,0.382,cems,IN-PMT-900969,major_violation,0,1,213,69,cpcb_ghg_reporting,0,medium
2021,IN-FAC-0001698,other_industry,CO2,5530.2,15.9,none,6769,6414,0.106,third_party_audit,IN-PMT-340898,minor_violation,0,2,261,62,voluntary_program,0,medium
2017,IN-FAC-0001699,refinery,PFCs,3044.9,78.0,none,1651,16547,0.978,third_party_audit,IN-PMT-553736,in_compliance,2,2,410,43,voluntary_program,0,high
2018,IN-FAC-0001700,transport_hub,HFCs,3339.7,90.0,fgd,4930,15796,1.442,third_party_audit,IN-PMT-425103,minor_violation,1,0,286,28,perform_achieve_trade,0,high
2021,IN-FAC-0001701,chemicals,CO2,8509.2,41.2,esp,4771,24414,1.188,cems,IN-PMT-477005,minor_violation,0,1,461,71,voluntary_program,1,medium
2025,IN-FAC-0001702,chemicals,N2O,6092.8,47.5,other,7889,73513,0.583,emission_factor,IN-PMT-317182,in_compliance,3,3,400,59,voluntary_program,0,low
2019,IN-FAC-0001703,brick_kiln,CO2,20233.0,47.9,low_nox_burner,6146,8211,0.947,mass_balance,IN-PMT-376133,in_compliance,0,0,106,72,perform_achieve_trade,0,medium
2015,IN-FAC-0001704,landfill,CO2,4742.6,34.9,none,3225,29803,1.031,emission_factor,IN-PMT-295686,in_compliance,0,1,375,25,cpcb_ghg_reporting,1,medium
2020,IN-FAC-0001705,refinery,CH4,1423.0,110.8,fgd,2427,32104,1.049,third_party_audit,IN-PMT-179956,in_compliance,1,2,291,59,cpcb_ghg_reporting,1,low
2023,IN-FAC-0001706,textiles,CO2,6949.6,45.7,oxidation_catalyst,6978,18033,0.642,cems,IN-PMT-911277,minor_violation,0,1,947,27,esg_disclosure,0,medium
2024,IN-FAC-0001707,brick_kiln,CO2,15158.5,83.2,oxidation_catalyst,8409,23283,0.639,emission_factor,IN-PMT-111499,in_compliance,1,1,685,55,esg_disclosure,0,low
2017,IN-FAC-0001708,landfill,CO2,10014.8,5.0,oxidation_catalyst,1190,21173,0.05,cems,IN-PMT-653509,in_compliance,0,0,1071,49,voluntary_program,0,medium
2018,IN-FAC-0001709,refinery,CH4,9625.3,85.3,none,5911,22751,0.928,third_party_audit,IN-PMT-294339,in_compliance,0,3,1128,67,voluntary_program,1,low
2025,IN-FAC-0001710,textiles,CO2,16472.4,107.2,other,5639,147880,1.117,emission_factor,IN-PMT-937567,in_compliance,0,1,2592,66,esg_disclosure,0,medium
2024,IN-FAC-0001711,textiles,CO2,7401.6,63.2,none,7168,35083,1.19,cems,IN-PMT-231708,in_compliance,0,1,289,45,esg_disclosure,0,medium
2016,IN-FAC-0001712,power_plant,N2O,1156.3,73.2,esp,4127,9189,0.463,engineering_estimate,IN-PMT-646397,in_compliance,1,2,762,51,voluntary_program,0,high
2017,IN-FAC-0001713,power_plant,CO2,13933.3,79.7,fgd,2080,23624,0.827,emission_factor,IN-PMT-589340,in_compliance,1,1,375,43,perform_achieve_trade,0,medium
2019,IN-FAC-0001714,transport_hub,CO2,7941.8,69.0,low_nox_burner,7176,215103,0.818,mass_balance,IN-PMT-126660,major_violation,0,1,398,17,perform_achieve_trade,0,low
2020,IN-FAC-0001715,steel,CO2,5290.6,51.0,esp,6498,18898,0.549,cems,IN-PMT-738333,in_compliance,0,1,205,52,perform_achieve_trade,1,high
2016,IN-FAC-0001716,transport_hub,CO2,1762.7,35.2,fgd,906,1337,1.213,third_party_audit,IN-PMT-223477,in_compliance,0,5,264,12,esg_disclosure,0,medium
2025,IN-FAC-0001717,power_plant,CO2,2698.5,74.1,baghouse,1270,11643,0.849,third_party_audit,IN-PMT-395099,in_compliance,1,2,1667,36,cpcb_ghg_reporting,0,medium
2016,IN-FAC-0001718,power_plant,HFCs,948.0,24.8,low_nox_burner,6224,18189,0.673,emission_factor,IN-PMT-691006,in_compliance,0,2,430,57,esg_disclosure,0,medium
2020,IN-FAC-0001719,transport_hub,CO2,3505.1,72.1,other,4305,18770,1.247,third_party_audit,IN-PMT-858061,in_compliance,0,2,161,54,perform_achieve_trade,0,medium
2015,IN-FAC-0001720,refinery,CO2,3283.0,29.6,other,2995,86811,1.067,engineering_estimate,IN-PMT-774946,in_compliance,1,0,294,68,spcb_inventory,1,medium
2016,IN-FAC-0001721,cement,CO2,5296.8,27.2,esp,2892,33784,0.612,mass_balance,IN-PMT-887251,in_compliance,0,4,416,51,perform_achieve_trade,0,low
2018,IN-FAC-0001722,chemicals,CH4,28611.9,5.0,other,933,13651,0.239,emission_factor,IN-PMT-951188,in_compliance,0,1,223,73,spcb_inventory,0,high
2015,IN-FAC-0001723,chemicals,CH4,15617.2,42.3,baghouse,1671,31928,0.579,emission_factor,IN-PMT-427249,in_compliance,0,1,780,61,perform_achieve_trade,1,low
2019,IN-FAC-0001724,refinery,CH4,6210.7,81.7,baghouse,8148,17364,0.886,third_party_audit,IN-PMT-689919,major_violation,0,1,427,57,perform_achieve_trade,1,medium
2017,IN-FAC-0001725,textiles,PFCs,2817.9,71.4,esp,3721,17661,0.671,cems,IN-PMT-923691,in_compliance,0,1,633,24,spcb_inventory,1,medium
2024,IN-FAC-0001726,cement,CO2,1897.4,43.6,scr,3952,79042,0.435,third_party_audit,IN-PMT-910745,in_compliance,0,1,146,82,perform_achieve_trade,1,low
2015,IN-FAC-0001727,refinery,CO2,17468.8,33.5,scr,7969,98022,0.762,cems,IN-PMT-364339,in_compliance,2,1,211,30,spcb_inventory,0,low
2018,IN-FAC-0001728,cement,N2O,1662.7,96.5,fgd,4968,35889,0.249,third_party_audit,IN-PMT-797750,in_compliance,0,1,227,57,spcb_inventory,0,low
2015,IN-FAC-0001729,other_industry,CO2,1865.7,5.0,esp,1549,12753,1.042,cems,IN-PMT-849340,in_compliance,0,3,979,88,esg_disclosure,0,high
2016,IN-FAC-0001730,refinery,N2O,78022.6,54.5,none,799,98091,1.581,cems,IN-PMT-535727,minor_violation,0,1,408,15,cpcb_ghg_reporting,0,medium
2025,IN-FAC-0001731,brick_kiln,CO2,4921.5,27.2,esp,8634,33357,1.058,engineering_estimate,IN-PMT-515331,minor_violation,0,1,628,44,esg_disclosure,1,low
2024,IN-FAC-0001732,chemicals,CO2,47806.1,58.9,other,7984,26405,1.302,engineering_estimate,IN-PMT-490559,major_violation,1,1,2109,7,cpcb_ghg_reporting,0,medium
2021,IN-FAC-0001733,other_industry,HFCs,4212.1,58.4,baghouse,4350,11859,0.618,engineering_estimate,IN-PMT-853719,in_compliance,1,0,303,65,cpcb_ghg_reporting,0,medium
2015,IN-FAC-0001734,other_industry,CO2,20891.7,79.4,other,7342,19253,0.723,third_party_audit,IN-PMT-130976,in_compliance,0,0,441,50,perform_achieve_trade,1,low
2020,IN-FAC-0001735,brick_kiln,HFCs,7843.8,85.3,baghouse,3291,172801,0.429,mass_balance,IN-PMT-758344,in_compliance,1,2,425,42,spcb_inventory,0,medium
2018,IN-FAC-0001736,cement,CO2,2988.2,6.5,none,1027,3929,1.054,engineering_estimate,IN-PMT-760836,in_compliance,1,2,194,37,cpcb_ghg_reporting,0,medium
2020,IN-FAC-0001737,power_plant,CO2,2457.1,36.0,none,1372,280405,1.211,emission_factor,IN-PMT-391674,minor_violation,0,1,638,46,cpcb_ghg_reporting,0,medium
2019,IN-FAC-0001738,chemicals,CO2,649.0,57.1,oxidation_catalyst,7358,99707,0.628,mass_balance,IN-PMT-535025,in_compliance,0,1,254,63,cpcb_ghg_reporting,1,high
2025,IN-FAC-0001739,steel,CO2,2209.9,82.3,baghouse,3325,82996,0.921,emission_factor,IN-PMT-724629,in_compliance,0,0,170,37,spcb_inventory,0,medium
2025,IN-FAC-0001740,steel,CO2,11922.5,69.6,low_nox_burner,4142,32122,0.326,engineering_estimate,IN-PMT-782268,in_compliance,0,2,50,48,voluntary_program,0,medium
2020,IN-FAC-0001741,other_industry,CO2,5560.5,24.5,scr,3112,14415,0.789,emission_factor,IN-PMT-789479,in_compliance,0,2,507,54,cpcb_ghg_reporting,0,medium
2019,IN-FAC-0001742,chemicals,CO2,3390.4,60.4,fgd,8144,13977,0.552,third_party_audit,IN-PMT-957175,in_compliance,0,0,532,45,spcb_inventory,1,medium
2016,IN-FAC-0001743,steel,CO2,5332.4,75.5,fgd,4598,6953,0.894,emission_factor,IN-PMT-642857,minor_violation,1,3,803,55,spcb_inventory,0,low
2024,IN-FAC-0001744,brick_kiln,HFCs,15507.3,32.7,esp,8131,17004,1.056,mass_balance,IN-PMT-745350,in_compliance,0,1,1386,31,voluntary_program,1,low
2018,IN-FAC-0001745,transport_hub,N2O,1501.0,36.8,baghouse,3420,18279,0.515,engineering_estimate,IN-PMT-976283,minor_violation,1,0,464,36,esg_disclosure,0,medium
2021,IN-FAC-0001746,brick_kiln,CH4,8451.0,40.9,none,6203,34575,0.376,emission_factor,IN-PMT-804219,in_compliance,1,2,477,49,cpcb_ghg_reporting,1,medium
2018,IN-FAC-0001747,other_industry,CO2,1338.1,37.3,none,7563,6901,0.817,emission_factor,IN-PMT-525922,in_compliance,0,1,142,24,voluntary_program,1,medium
2019,IN-FAC-0001748,landfill,CO2,369.6,49.6,esp,5173,9177,0.826,emission_factor,IN-PMT-658057,in_compliance,0,1,2037,44,voluntary_program,0,low
2016,IN-FAC-0001749,refinery,CO2,3230.9,54.7,scr,7929,7030,0.806,emission_factor,IN-PMT-509395,in_compliance,0,1,57,44,esg_disclosure,0,medium
2017,IN-FAC-0001750,brick_kiln,CO2,3684.8,54.7,none,5382,29915,0.405,mass_balance,IN-PMT-428258,in_compliance,1,2,424,64,cpcb_ghg_reporting,0,medium
2019,IN-FAC-0001751,steel,CO2,4299.3,66.5,other,3205,40261,0.41,cems,IN-PMT-722102,in_compliance,0,1,1474,71,voluntary_program,0,medium
2018,IN-FAC-0001752,other_industry,CO2,5386.3,46.5,low_nox_burner,561,72066,0.933,third_party_audit,IN-PMT-120634,in_compliance,1,1,337,73,voluntary_program,0,medium
2017,IN-FAC-0001753,transport_hub,CO2,10101.1,28.9,none,5067,10536,0.213,engineering_estimate,IN-PMT-933065,major_violation,0,3,186,56,esg_disclosure,1,medium
2016,IN-FAC-0001754,brick_kiln,CH4,2834.8,31.4,none,8455,17929,0.419,cems,IN-PMT-534494,in_compliance,0,0,748,28,voluntary_program,1,low
2023,IN-FAC-0001755,brick_kiln,CO2,1567.7,67.5,scr,7211,9504,1.448,third_party_audit,IN-PMT-996874,in_compliance,0,2,1787,31,perform_achieve_trade,1,low
2016,IN-FAC-0001756,steel,CO2,17492.4,36.0,esp,2986,10178,0.652,emission_factor,IN-PMT-369319,in_compliance,0,1,2635,59,cpcb_ghg_reporting,0,medium
2023,IN-FAC-0001757,power_plant,CO2,21129.5,64.7,baghouse,1902,33530,0.337,cems,IN-PMT-736295,in_compliance,0,0,241,65,cpcb_ghg_reporting,0,medium
2018,IN-FAC-0001758,cement,N2O,7298.8,66.9,esp,3701,243434,0.393,third_party_audit,IN-PMT-631886,in_compliance,0,2,692,30,esg_disclosure,0,medium
2024,IN-FAC-0001759,other_industry,CO2,9407.8,81.1,other,534,13674,1.268,third_party_audit,IN-PMT-221888,in_compliance,0,1,1155,77,voluntary_program,0,high
2023,IN-FAC-0001760,other_industry,CO2,16107.5,32.0,baghouse,5914,4875,0.596,cems,IN-PMT-390175,minor_violation,0,0,754,73,perform_achieve_trade,0,low
2023,IN-FAC-0001761,steel,CO2,16269.6,34.1,baghouse,1155,125724,0.778,emission_factor,IN-PMT-260777,minor_violation,0,0,698,79,perform_achieve_trade,0,low
2024,IN-FAC-0001762,power_plant,CO2,1778.0,76.7,none,5907,4881,0.678,emission_factor,IN-PMT-463887,minor_violation,0,0,333,56,perform_achieve_trade,1,medium
2019,IN-FAC-0001763,landfill,CO2,4694.2,8.8,none,1959,16135,0.324,engineering_estimate,IN-PMT-353668,in_compliance,1,0,384,31,voluntary_program,0,medium
2021,IN-FAC-0001764,textiles,CO2,1126.4,70.4,oxidation_catalyst,6458,22863,0.301,third_party_audit,IN-PMT-656682,in_compliance,0,1,331,63,spcb_inventory,1,medium
2018,IN-FAC-0001765,transport_hub,CO2,7825.7,81.4,esp,7612,53315,0.992,engineering_estimate,IN-PMT-715897,in_compliance,0,0,184,50,esg_disclosure,1,medium
2025,IN-FAC-0001766,transport_hub,CO2,10845.5,9.4,low_nox_burner,4184,76732,0.42,emission_factor,IN-PMT-228507,in_compliance,1,3,240,52,spcb_inventory,1,medium
2024,IN-FAC-0001767,steel,CO2,1506.9,58.4,oxidation_catalyst,8304,17618,1.626,third_party_audit,IN-PMT-943826,in_compliance,1,2,261,76,esg_disclosure,0,medium
2018,IN-FAC-0001768,textiles,CO2,11503.1,42.6,esp,7858,124159,0.317,engineering_estimate,IN-PMT-723584,in_compliance,0,1,939,42,cpcb_ghg_reporting,1,medium
2015,IN-FAC-0001769,textiles,CO2,15414.9,92.3,other,3541,18061,0.426,engineering_estimate,IN-PMT-356490,in_compliance,0,1,744,57,cpcb_ghg_reporting,1,low
2024,IN-FAC-0001770,chemicals,CO2,26643.7,97.7,scr,3716,6654,1.008,engineering_estimate,IN-PMT-390631,in_compliance,1,1,411,45,voluntary_program,0,low
2023,IN-FAC-0001771,transport_hub,N2O,5110.1,115.8,other,8440,20769,0.893,third_party_audit,IN-PMT-106812,in_compliance,0,1,323,42,esg_disclosure,1,low
2024,IN-FAC-0001772,power_plant,CO2,9644.3,92.2,scr,982,17391,1.299,mass_balance,IN-PMT-926829,in_compliance,0,4,97,40,spcb_inventory,0,low
2022,IN-FAC-0001773,brick_kiln,CO2,22432.8,91.6,none,1202,14540,1.008,mass_balance,IN-PMT-328641,in_compliance,0,2,380,38,cpcb_ghg_reporting,0,medium
2023,IN-FAC-0001774,other_industry,CO2,1835.5,121.3,fgd,2035,52635,1.247,emission_factor,IN-PMT-323079,minor_violation,1,2,555,32,voluntary_program,0,medium
2015,IN-FAC-0001775,power_plant,CO2,5205.5,58.7,scr,4855,5568,1.41,third_party_audit,IN-PMT-874538,in_compliance,0,1,2205,88,cpcb_ghg_reporting,0,medium
2016,IN-FAC-0001776,other_industry,HFCs,1649.8,70.8,oxidation_catalyst,8310,37355,0.74,third_party_audit,IN-PMT-973607,minor_violation,0,1,999,52,spcb_inventory,1,low
2025,IN-FAC-0001777,brick_kiln,HFCs,6270.3,94.6,other,3315,23326,0.182,cems,IN-PMT-486816,in_compliance,0,3,509,60,esg_disclosure,0,high
2022,IN-FAC-0001778,brick_kiln,CO2,4772.3,52.8,scr,8402,8086,1.36,engineering_estimate,IN-PMT-128442,in_compliance,0,0,477,41,perform_achieve_trade,1,low
2022,IN-FAC-0001779,transport_hub,CH4,3160.0,36.2,other,1583,25317,1.177,emission_factor,IN-PMT-428910,in_compliance,2,2,219,35,cpcb_ghg_reporting,1,high
2015,IN-FAC-0001780,transport_hub,CO2,11104.6,39.8,none,2542,86816,1.032,third_party_audit,IN-PMT-651794,in_compliance,0,1,580,39,esg_disclosure,0,low
2024,IN-FAC-0001781,other_industry,CH4,2802.4,47.3,esp,1345,38734,1.362,cems,IN-PMT-484176,in_compliance,0,3,579,38,cpcb_ghg_reporting,1,low
2019,IN-FAC-0001782,steel,CO2,4027.9,54.0,none,6041,13159,0.822,cems,IN-PMT-184755,in_compliance,0,1,589,54,esg_disclosure,0,medium
2020,IN-FAC-0001783,transport_hub,CO2,18342.8,38.7,esp,8714,47093,0.64,third_party_audit,IN-PMT-388989,major_violation,2,4,255,49,spcb_inventory,0,medium
2019,IN-FAC-0001784,other_industry,CO2,45171.5,12.9,low_nox_burner,957,6858,1.231,emission_factor,IN-PMT-242196,in_compliance,2,1,1617,84,perform_achieve_trade,0,high
2020,IN-FAC-0001785,cement,CO2,25116.3,86.5,scr,6117,33326,0.942,emission_factor,IN-PMT-108238,in_compliance,1,2,1857,38,cpcb_ghg_reporting,0,medium
2021,IN-FAC-0001786,cement,CO2,7805.3,112.4,low_nox_burner,4094,97441,0.771,mass_balance,IN-PMT-554092,in_compliance,0,2,474,61,voluntary_program,0,medium
2025,IN-FAC-0001787,power_plant,CO2,12507.7,19.0,low_nox_burner,3456,7093,1.383,mass_balance,IN-PMT-253061,minor_violation,1,0,850,14,voluntary_program,0,high
2024,IN-FAC-0001788,cement,CO2,8054.5,24.5,other,3266,53660,1.318,emission_factor,IN-PMT-330870,in_compliance,0,3,158,43,cpcb_ghg_reporting,1,medium
2020,IN-FAC-0001789,cement,CO2,793.3,38.5,scr,5286,8561,0.653,cems,IN-PMT-381794,in_compliance,1,2,199,98,esg_disclosure,0,high
2017,IN-FAC-0001790,textiles,CO2,1190.4,23.8,esp,5835,21165,0.339,mass_balance,IN-PMT-253213,in_compliance,0,0,733,29,esg_disclosure,0,medium
2020,IN-FAC-0001791,steel,N2O,4516.3,44.1,baghouse,4106,5541,0.51,cems,IN-PMT-858094,in_compliance,1,2,718,66,cpcb_ghg_reporting,0,low
2023,IN-FAC-0001792,power_plant,CO2,40990.9,54.9,other,3349,62430,0.644,mass_balance,IN-PMT-385937,minor_violation,0,2,727,59,esg_disclosure,0,low
2020,IN-FAC-0001793,cement,N2O,1823.2,68.0,none,1206,7983,0.679,cems,IN-PMT-117484,under_review,0,1,494,45,cpcb_ghg_reporting,0,low
2020,IN-FAC-0001794,other_industry,CO2,12449.0,46.4,baghouse,6285,17402,0.945,engineering_estimate,IN-PMT-402158,minor_violation,1,3,846,25,spcb_inventory,0,medium
2019,IN-FAC-0001795,landfill,CO2,1723.0,92.2,other,2864,67929,1.917,third_party_audit,IN-PMT-811991,in_compliance,0,1,239,46,perform_achieve_trade,1,low
2025,IN-FAC-0001796,other_industry,CO2,14938.1,30.6,baghouse,592,36069,1.204,emission_factor,IN-PMT-874165,in_compliance,1,0,397,38,esg_disclosure,0,high
2015,IN-FAC-0001797,cement,CO2,10493.6,40.6,low_nox_burner,1023,50193,1.277,engineering_estimate,IN-PMT-184591,major_violation,0,4,1998,34,perform_achieve_trade,0,high
2019,IN-FAC-0001798,refinery,CO2,1697.3,113.5,none,5880,55459,0.84,emission_factor,IN-PMT-626416,under_review,0,3,433,15,spcb_inventory,1,medium
2025,IN-FAC-0001799,textiles,CO2,6741.7,61.2,baghouse,1839,31701,0.93,cems,IN-PMT-452127,in_compliance,0,1,1047,49,voluntary_program,0,high
2015,IN-FAC-0001800,textiles,CO2,11555.8,66.6,oxidation_catalyst,1318,125994,1.03,mass_balance,IN-PMT-651356,in_compliance,1,0,407,39,spcb_inventory,1,medium
2022,IN-FAC-0001801,transport_hub,CO2,7556.0,34.4,fgd,8482,36446,1.273,mass_balance,IN-PMT-253465,in_compliance,0,0,594,32,spcb_inventory,0,low
2015,IN-FAC-0001802,power_plant,HFCs,19805.2,59.7,fgd,5746,19190,1.19,mass_balance,IN-PMT-940671,in_compliance,0,2,1056,27,esg_disclosure,0,low
2022,IN-FAC-0001803,other_industry,CO2,12297.8,56.6,oxidation_catalyst,3742,16802,1.097,third_party_audit,IN-PMT-285772,in_compliance,1,0,209,38,voluntary_program,0,medium
2018,IN-FAC-0001804,chemicals,CH4,38083.2,57.7,low_nox_burner,1519,16456,0.625,third_party_audit,IN-PMT-438088,in_compliance,0,1,1252,63,perform_achieve_trade,0,low
2017,IN-FAC-0001805,chemicals,CO2,29270.5,63.8,esp,2509,20830,0.254,emission_factor,IN-PMT-249553,in_compliance,0,1,397,57,voluntary_program,0,medium
2018,IN-FAC-0001806,cement,CO2,9887.9,87.4,scr,8325,51136,1.268,mass_balance,IN-PMT-908265,in_compliance,0,1,702,55,spcb_inventory,0,medium
2016,IN-FAC-0001807,transport_hub,CH4,13694.3,23.5,none,6583,6616,1.106,engineering_estimate,IN-PMT-896396,minor_violation,0,1,294,38,voluntary_program,0,high
2017,IN-FAC-0001808,power_plant,CO2,4857.1,69.8,none,5446,3941,0.629,emission_factor,IN-PMT-251210,in_compliance,0,1,318,82,esg_disclosure,1,low
2018,IN-FAC-0001809,power_plant,CO2,9104.8,61.3,low_nox_burner,6841,4327,1.634,third_party_audit,IN-PMT-130580,in_compliance,2,2,179,41,esg_disclosure,1,high
2023,IN-FAC-0001810,other_industry,CO2,11754.7,72.4,baghouse,4692,9545,0.554,third_party_audit,IN-PMT-630321,in_compliance,0,2,258,58,spcb_inventory,0,low
2024,IN-FAC-0001811,power_plant,CO2,3479.0,79.3,scr,4535,22741,0.838,mass_balance,IN-PMT-533320,in_compliance,1,1,498,70,cpcb_ghg_reporting,0,high
2016,IN-FAC-0001812,other_industry,CO2,27736.6,49.8,oxidation_catalyst,3284,76140,0.764,third_party_audit,IN-PMT-313970,in_compliance,0,1,513,48,voluntary_program,0,low
2017,IN-FAC-0001813,transport_hub,CO2,4099.6,49.8,esp,2551,22217,0.611,cems,IN-PMT-435466,minor_violation,1,0,820,15,perform_achieve_trade,0,low
2018,IN-FAC-0001814,refinery,CO2,8157.7,71.1,baghouse,6344,27953,0.67,third_party_audit,IN-PMT-996753,in_compliance,0,2,414,60,spcb_inventory,1,medium
2017,IN-FAC-0001815,refinery,CO2,5005.2,34.8,other,2575,36796,0.633,mass_balance,IN-PMT-411386,in_compliance,0,1,1015,56,cpcb_ghg_reporting,1,high
