edu_k12out_school_year,edu_k12out_district_id_nces,edu_k12out_school_id_nces,edu_k12out_grade_level,edu_k12out_subject_area,edu_k12out_assessment_scale_score,edu_k12out_proficiency_level,edu_k12out_growth_percentile,edu_k12out_attendance_rate_pct,edu_k12out_chronic_absenteeism_rate,edu_k12out_graduation_cohort_year,edu_k12out_graduation_rate_pct,edu_k12out_dropout_rate_pct,edu_k12out_discipline_incident_rate,edu_k12out_special_education_share_pct,edu_k12out_ell_share_pct,edu_k12out_gifted_program_share_pct,edu_k12out_student_teacher_ratio,edu_k12out_per_pupil_spending,edu_k12out_accountability_rating_code
2023-24,1001603,20001603,2,SOCIAL_STUDIES,286.3,BELOW_BASIC,47,87.99,28.05,2017,78.88,6.33,2.48,18.82,10.45,13.58,25.74,11691,B
2024-25,1001604,20001604,K,SCIENCE,175.2,BASIC,59,92.72,7.69,2017,91.8,0.42,9.52,8.85,12.78,2.49,16.59,11508,F
2017-18,1001605,20001605,10,SOCIAL_STUDIES,276.6,BASIC,80,98.62,4.27,2024,75.25,2.6,6.47,19.97,14.71,11.89,13.33,22568,A
2020-21,1001606,20001606,3,MATH,268.9,BELOW_BASIC,81,89.09,24.25,2023,68.93,1.87,23.36,11.2,15.88,6.99,13.33,9276,C
2021-22,1001607,20001607,7,ELA,248.9,ADVANCED,79,99.32,23.5,2023,74.15,3.43,9.85,21.9,32.36,8.35,20.87,25120,C
2022-23,1001608,20001608,6,ELA,171.6,BASIC,80,87.46,34.19,2024,69.64,5.95,10.72,6.29,26.73,8.48,18.22,19823,B
2023-24,1001609,20001609,6,SCIENCE,343.5,BASIC,34,87.11,11.92,2018,66.26,4.72,20.51,16.34,27.23,8.0,21.44,22384,NA
2020-21,1001610,20001610,K,SCIENCE,328.1,BASIC,49,98.65,31.77,2019,85.2,6.43,17.34,20.27,31.46,16.8,10.28,8010,B
2019-20,1001611,20001611,8,MATH,297.0,PROFICIENT,39,90.38,10.35,2020,73.36,9.77,9.97,12.12,18.56,0.8,11.61,28268,A
2017-18,1001612,20001612,7,MATH,171.2,PROFICIENT,17,92.17,29.88,2021,83.23,7.66,14.93,13.85,34.39,5.65,14.9,24264,A
2021-22,1001613,20001613,6,SOCIAL_STUDIES,283.5,ADVANCED,87,96.85,27.41,2019,96.08,4.59,4.66,11.25,7.89,2.79,20.97,8481,B
2020-21,1001614,20001614,K,SOCIAL_STUDIES,269.0,BASIC,37,99.02,18.17,2022,78.41,1.31,21.42,10.77,18.28,10.66,18.48,26966,C
2022-23,1001615,20001615,9,SCIENCE,177.9,BASIC,69,93.95,11.15,2018,72.91,9.89,5.04,12.87,31.0,4.62,12.68,15119,D
2023-24,1001616,20001616,12,ELA,222.6,BASIC,65,89.75,15.56,2016,73.94,11.86,17.78,18.01,24.79,11.67,11.13,26477,D
2017-18,1001617,20001617,9,SOCIAL_STUDIES,317.5,ADVANCED,47,98.73,34.57,2023,85.82,2.31,9.2,15.08,26.67,11.78,20.79,12029,A
2017-18,1001618,20001618,8,MATH,236.0,PROFICIENT,30,98.71,7.25,2025,71.73,10.47,19.32,6.78,8.39,14.25,14.19,10945,C
2018-19,1001619,20001619,10,SOCIAL_STUDIES,237.6,BASIC,62,98.71,13.16,2016,80.47,8.42,6.45,10.39,32.96,1.52,23.88,21666,A
2024-25,1001620,20001620,7,SCIENCE,221.7,BELOW_BASIC,95,92.15,28.69,2019,69.65,10.76,13.43,12.53,24.34,17.28,18.11,16434,NA
2022-23,1001621,20001621,11,MATH,349.4,BASIC,1,87.3,14.6,2016,90.11,2.23,10.36,11.35,35.79,13.59,12.01,18842,B
2023-24,1001622,20001622,7,ELA,341.8,BELOW_BASIC,96,86.05,9.79,2021,92.26,0.56,23.97,9.45,26.14,8.18,15.26,31544,B
2024-25,1001623,20001623,8,SCIENCE,201.0,BASIC,3,83.69,19.52,2019,95.72,8.19,0.08,7.3,5.27,13.05,21.51,23586,F
2022-23,1001624,20001624,7,SOCIAL_STUDIES,348.5,BELOW_BASIC,71,81.98,30.84,2020,64.28,5.21,2.65,13.23,9.98,8.46,10.36,31068,C
2021-22,1001625,20001625,2,SOCIAL_STUDIES,345.0,PROFICIENT,72,98.34,24.95,2022,83.26,5.47,13.84,18.5,28.12,10.59,10.43,30562,B
2022-23,1001626,20001626,9,ELA,311.1,PROFICIENT,96,86.21,19.56,2020,93.24,3.13,18.5,11.27,11.88,4.71,25.15,10939,A
2017-18,1001627,20001627,12,SCIENCE,252.5,BASIC,20,96.54,14.79,2022,83.77,2.54,22.58,17.69,2.73,9.88,10.36,14402,A
2019-20,1001628,20001628,12,ELA,335.4,PROFICIENT,22,94.32,17.96,2022,70.13,11.15,6.97,6.53,1.99,4.35,10.62,10601,C
2024-25,1001629,20001629,8,MATH,227.6,PROFICIENT,61,80.49,7.29,2020,61.2,3.76,10.81,17.35,10.37,17.9,25.2,22876,F
2017-18,1001630,20001630,3,MATH,338.5,BASIC,43,82.53,23.26,2021,62.91,7.18,5.8,14.96,8.58,12.3,10.12,7445,B
2021-22,1001631,20001631,1,SOCIAL_STUDIES,305.8,BASIC,81,85.53,12.66,2021,84.57,3.85,8.93,15.07,18.9,17.75,17.83,21035,B
2019-20,1001632,20001632,7,SOCIAL_STUDIES,161.1,BELOW_BASIC,97,81.99,10.05,2020,80.99,0.81,1.18,9.0,23.26,17.95,19.15,23109,NA
2017-18,1001633,20001633,6,ELA,313.9,PROFICIENT,59,80.79,18.58,2019,68.49,11.77,16.65,12.12,22.1,15.45,20.61,7910,D
2021-22,1001634,20001634,4,ELA,274.3,PROFICIENT,60,84.62,30.19,2020,67.93,6.51,15.34,6.73,13.03,11.36,10.51,16759,D
2018-19,1001635,20001635,1,SOCIAL_STUDIES,205.1,BASIC,98,96.51,15.9,2016,78.32,1.54,11.29,12.67,37.22,7.06,15.24,16780,A
2022-23,1001636,20001636,9,MATH,308.3,BASIC,58,84.0,32.83,2025,65.99,2.57,15.12,16.45,36.06,7.58,23.52,17208,F
2021-22,1001637,20001637,12,ELA,250.3,BASIC,23,80.58,19.02,2023,94.61,2.59,17.29,17.11,4.65,0.68,10.26,21333,A
2024-25,1001638,20001638,12,SOCIAL_STUDIES,245.6,PROFICIENT,81,92.58,15.14,2017,95.78,3.19,15.0,12.88,28.98,3.57,15.53,17745,A
2020-21,1001639,20001639,K,SCIENCE,202.6,BASIC,23,90.13,24.71,2019,68.04,2.12,12.79,7.26,10.83,15.13,16.07,24589,C
2020-21,1001640,20001640,11,SCIENCE,330.5,BELOW_BASIC,66,96.38,26.44,2017,85.08,7.9,1.86,6.2,14.8,6.0,22.03,26718,NA
2023-24,1001641,20001641,7,ELA,302.1,PROFICIENT,72,86.43,17.83,2019,96.01,9.13,12.02,16.54,4.8,13.27,12.08,9999,B
2024-25,1001642,20001642,3,SOCIAL_STUDIES,178.8,BASIC,40,97.39,19.18,2018,84.78,7.19,21.74,8.54,24.94,9.01,25.26,25438,D
2023-24,1001643,20001643,2,SOCIAL_STUDIES,307.5,PROFICIENT,78,91.74,16.63,2020,71.59,10.99,20.2,7.97,14.43,12.84,24.71,9946,D
2021-22,1001644,20001644,12,SCIENCE,173.9,PROFICIENT,54,82.57,13.3,2019,84.2,9.88,13.8,16.05,3.66,8.76,18.64,10478,A
2017-18,1001645,20001645,7,ELA,184.9,BASIC,94,80.92,9.07,2022,94.18,10.03,11.27,18.98,35.83,4.58,22.07,20802,NA
2017-18,1001646,20001646,5,MATH,332.4,BASIC,61,96.3,34.78,2022,85.19,9.08,5.45,17.0,0.97,14.8,15.41,13703,C
2022-23,1001647,20001647,9,MATH,342.2,BASIC,53,94.61,20.49,2021,74.34,4.74,14.4,18.21,33.68,14.67,25.47,26039,C
2017-18,1001648,20001648,1,MATH,319.6,PROFICIENT,53,91.37,14.85,2023,65.56,8.2,2.69,7.27,13.67,14.13,25.41,16784,C
2017-18,1001649,20001649,8,SOCIAL_STUDIES,166.4,PROFICIENT,97,99.14,11.75,2018,77.88,10.76,9.94,6.08,24.5,11.06,15.82,14467,C
2019-20,1001650,20001650,5,ELA,202.5,BASIC,31,80.38,8.65,2024,69.29,1.96,22.7,17.35,17.3,16.33,17.81,8973,A
2024-25,1001651,20001651,1,SOCIAL_STUDIES,315.5,PROFICIENT,24,95.62,22.84,2016,84.41,1.76,4.09,15.57,21.32,11.55,17.31,8652,C
2022-23,1001652,20001652,9,SOCIAL_STUDIES,239.1,BELOW_BASIC,61,86.47,23.87,2018,74.88,10.32,1.21,20.96,18.29,4.35,25.09,21105,B
2023-24,1001653,20001653,9,MATH,269.5,BELOW_BASIC,91,92.66,25.93,2020,77.31,11.94,13.58,12.7,10.44,4.34,18.49,25134,F
2023-24,1001654,20001654,4,SOCIAL_STUDIES,168.9,PROFICIENT,34,89.2,17.45,2024,61.06,9.58,14.71,14.21,1.05,5.08,22.58,23172,B
2020-21,1001655,20001655,7,ELA,309.2,ADVANCED,85,81.78,14.55,2018,73.69,3.33,18.85,15.84,34.35,3.5,14.99,14464,F
2017-18,1001656,20001656,12,MATH,168.9,ADVANCED,66,83.88,3.79,2019,79.12,8.02,0.93,10.83,28.0,12.21,17.29,7024,NA
2017-18,1001657,20001657,12,SCIENCE,184.8,PROFICIENT,14,81.97,20.5,2016,87.42,5.1,2.07,12.44,7.65,10.48,20.63,12820,C
2023-24,1001658,20001658,K,MATH,331.4,BELOW_BASIC,88,94.09,31.08,2024,93.25,0.23,15.77,8.8,14.7,17.52,10.27,18556,A
2018-19,1001659,20001659,1,SOCIAL_STUDIES,345.4,BELOW_BASIC,13,84.88,26.8,2016,92.44,4.84,18.26,19.37,28.24,3.37,18.33,15072,C
2018-19,1001660,20001660,8,SCIENCE,284.0,PROFICIENT,57,97.77,19.93,2016,62.75,7.1,11.26,6.05,15.16,8.27,17.26,14838,D
2022-23,1001661,20001661,1,ELA,253.3,PROFICIENT,17,96.59,17.68,2017,96.49,0.83,10.47,21.55,21.11,10.1,25.35,22284,B
2022-23,1001662,20001662,9,MATH,202.6,BASIC,7,94.22,19.47,2025,69.77,6.32,2.11,20.37,4.4,1.52,23.55,30987,A
2024-25,1001663,20001663,3,SOCIAL_STUDIES,275.8,PROFICIENT,67,83.04,17.73,2019,95.37,1.04,5.51,19.65,13.38,3.22,15.86,19035,C
2023-24,1001664,20001664,7,MATH,303.0,PROFICIENT,41,92.06,24.85,2022,77.21,6.2,4.65,14.36,26.7,6.74,17.14,31180,B
2017-18,1001665,20001665,3,ELA,277.8,BASIC,22,97.25,13.51,2024,70.33,10.2,16.39,8.57,22.44,12.4,17.54,22809,C
2022-23,1001666,20001666,7,MATH,330.0,PROFICIENT,1,83.04,10.01,2019,72.19,5.42,23.5,15.39,37.05,2.41,19.4,27390,C
2023-24,1001667,20001667,3,SCIENCE,192.6,PROFICIENT,91,96.5,7.79,2024,64.09,1.61,14.39,8.15,32.54,2.16,15.67,31298,C
2021-22,1001668,20001668,K,ELA,315.1,BASIC,92,89.12,30.66,2022,95.92,5.34,20.94,17.84,29.91,2.29,19.83,17635,A
2023-24,1001669,20001669,K,ELA,288.9,PROFICIENT,97,89.95,11.24,2016,86.04,1.72,17.31,12.41,27.5,1.11,10.13,17983,B
2024-25,1001670,20001670,9,ELA,194.2,BELOW_BASIC,40,81.32,8.02,2023,62.38,7.46,10.54,10.33,22.55,1.24,14.14,18109,B
2019-20,1001671,20001671,8,SCIENCE,166.7,BELOW_BASIC,67,85.22,16.28,2018,92.17,9.29,24.34,15.26,34.59,17.99,16.67,19617,C
2024-25,1001672,20001672,3,SCIENCE,207.0,PROFICIENT,89,89.04,31.16,2021,66.03,10.27,9.43,18.78,17.09,16.76,20.7,26347,B
2019-20,1001673,20001673,3,ELA,330.9,BASIC,59,89.11,10.56,2016,76.84,3.19,18.5,14.06,28.05,3.0,21.27,11432,A
2017-18,1001674,20001674,8,SOCIAL_STUDIES,181.5,PROFICIENT,78,85.15,19.82,2024,62.53,5.53,23.44,18.84,27.61,7.58,19.7,30813,A
2024-25,1001675,20001675,9,MATH,197.7,BASIC,46,86.55,15.94,2020,93.21,10.05,18.76,16.36,15.13,7.08,10.09,9155,B
2020-21,1001676,20001676,9,ELA,176.4,BASIC,57,89.14,21.91,2024,76.73,7.86,13.84,13.41,12.22,8.92,11.42,23712,B
2018-19,1001677,20001677,9,ELA,322.4,BASIC,70,89.3,17.4,2016,61.61,11.1,17.68,11.29,13.48,8.67,24.57,12886,C
2020-21,1001678,20001678,7,SCIENCE,298.7,BELOW_BASIC,85,94.21,22.39,2023,66.4,2.47,6.39,10.01,23.64,15.98,10.95,21381,A
2024-25,1001679,20001679,9,MATH,187.1,BASIC,57,81.08,3.7,2019,65.68,6.56,4.21,17.88,36.32,12.09,11.61,13177,C
2022-23,1001680,20001680,10,MATH,218.1,PROFICIENT,18,87.97,13.11,2023,63.23,6.64,2.29,14.08,0.15,9.14,21.1,17155,C
2020-21,1001681,20001681,2,SOCIAL_STUDIES,286.3,BASIC,47,91.37,25.41,2022,65.27,9.75,15.49,15.45,10.84,16.44,23.21,11464,D
2024-25,1001682,20001682,3,MATH,229.8,BASIC,91,81.21,11.64,2024,70.84,0.44,21.4,8.91,20.0,8.12,16.09,10437,B
2021-22,1001683,20001683,1,SOCIAL_STUDIES,186.6,BASIC,93,91.14,33.01,2018,91.79,10.43,15.0,8.52,1.85,6.81,15.98,13982,D
2021-22,1001684,20001684,5,ELA,277.8,PROFICIENT,52,93.18,11.06,2021,69.78,3.37,21.49,21.02,1.39,2.58,12.32,17085,C
2023-24,1001685,20001685,2,MATH,228.9,BELOW_BASIC,54,94.54,25.37,2019,61.7,5.28,5.91,16.5,2.3,16.06,12.99,14876,NA
2023-24,1001686,20001686,1,SCIENCE,323.5,BELOW_BASIC,77,84.74,16.24,2024,84.96,8.58,16.81,12.68,1.35,9.38,11.76,9511,NA
2022-23,1001687,20001687,9,SOCIAL_STUDIES,164.3,BELOW_BASIC,27,97.73,25.25,2025,76.47,3.31,18.86,6.35,24.79,11.18,25.61,15107,A
2020-21,1001688,20001688,12,MATH,212.3,PROFICIENT,55,97.57,18.16,2021,88.53,0.24,4.15,16.29,8.74,14.47,19.8,10401,A
2023-24,1001689,20001689,7,SOCIAL_STUDIES,240.3,PROFICIENT,93,87.73,3.28,2016,78.11,4.91,14.24,14.58,28.84,2.81,22.77,8366,A
2023-24,1001690,20001690,12,SOCIAL_STUDIES,347.3,PROFICIENT,42,87.24,4.28,2025,72.52,7.59,12.82,11.92,24.45,10.58,24.53,31405,D
2021-22,1001691,20001691,5,ELA,152.6,BASIC,77,80.89,34.34,2025,77.47,11.15,11.61,14.26,33.47,16.07,24.04,14794,B
2023-24,1001692,20001692,2,SOCIAL_STUDIES,272.5,BASIC,37,94.87,19.23,2023,64.76,3.04,8.65,9.61,22.0,14.09,23.58,20966,B
2023-24,1001693,20001693,5,SCIENCE,235.4,BASIC,20,82.7,26.62,2019,62.13,1.38,6.34,13.2,4.72,13.46,17.24,24405,D
2021-22,1001694,20001694,3,ELA,223.5,BASIC,98,93.96,23.14,2025,60.95,11.48,17.0,17.49,13.22,5.13,21.53,25731,B
2019-20,1001695,20001695,11,MATH,334.2,BASIC,66,90.01,17.74,2020,73.71,9.66,9.99,15.1,10.77,6.39,25.44,14429,A
2020-21,1001696,20001696,K,ELA,165.4,PROFICIENT,11,96.28,2.18,2019,85.13,11.36,0.8,14.86,13.49,17.9,19.4,27907,B
2022-23,1001697,20001697,5,ELA,348.6,BELOW_BASIC,79,91.12,30.31,2021,61.26,8.29,9.91,6.98,23.01,8.45,14.08,20553,B
2024-25,1001698,20001698,7,ELA,222.0,PROFICIENT,73,81.22,26.82,2018,97.56,6.95,7.56,16.12,16.29,4.42,25.89,20666,B
2020-21,1001699,20001699,8,SOCIAL_STUDIES,276.8,BASIC,73,91.55,12.06,2019,67.23,10.75,5.71,16.77,7.01,8.74,20.39,30281,A
2017-18,1001700,20001700,4,MATH,215.8,PROFICIENT,45,80.74,34.02,2025,81.18,3.81,12.57,18.62,8.99,4.9,10.14,7807,A
2022-23,1001701,20001701,1,MATH,262.4,ADVANCED,57,89.78,29.87,2023,64.68,2.87,18.81,10.4,22.32,3.66,19.23,18303,D
2020-21,1001702,20001702,4,MATH,189.1,PROFICIENT,81,84.42,16.59,2023,80.07,0.86,11.37,21.95,6.92,14.39,16.29,10949,C
2024-25,1001703,20001703,9,ELA,265.1,BELOW_BASIC,22,91.03,13.77,2023,85.7,1.53,0.22,21.68,31.93,0.99,19.67,14031,B
2023-24,1001704,20001704,1,ELA,193.2,PROFICIENT,36,89.67,29.36,2024,84.72,9.82,12.5,12.34,22.05,8.58,17.16,20175,NA
2020-21,1001705,20001705,9,ELA,251.8,BASIC,68,87.3,24.73,2023,62.07,6.52,17.86,11.88,8.18,12.76,25.13,25280,C
2024-25,1001706,20001706,5,ELA,164.9,PROFICIENT,85,95.6,24.18,2025,97.39,3.55,4.75,19.16,30.3,12.75,20.93,25594,D
2021-22,1001707,20001707,2,SOCIAL_STUDIES,279.4,PROFICIENT,73,81.29,15.18,2020,91.65,9.89,7.88,10.0,37.5,15.96,10.92,29660,B
2019-20,1001708,20001708,2,SOCIAL_STUDIES,172.5,ADVANCED,2,90.24,2.09,2025,97.7,2.32,4.01,6.07,16.51,2.12,16.76,26311,D
2018-19,1001709,20001709,5,MATH,160.7,ADVANCED,82,88.69,32.04,2017,77.89,8.97,8.32,10.46,10.04,13.98,16.11,14121,A
2018-19,1001710,20001710,7,SCIENCE,234.0,ADVANCED,58,97.94,26.26,2016,92.52,1.35,17.8,19.41,12.45,11.2,23.45,15075,C
2024-25,1001711,20001711,4,ELA,285.1,PROFICIENT,57,91.67,20.08,2018,77.56,7.69,7.48,16.98,0.92,2.35,12.23,26605,B
2021-22,1001712,20001712,K,SCIENCE,334.2,BASIC,53,94.18,7.54,2018,76.88,4.12,13.94,12.66,21.22,16.67,10.94,8620,D
2021-22,1001713,20001713,7,SCIENCE,167.0,ADVANCED,79,98.48,8.21,2019,74.3,11.84,10.44,9.91,16.23,1.53,21.91,27884,D
2017-18,1001714,20001714,11,ELA,323.7,BASIC,80,88.99,34.33,2024,70.27,3.29,15.02,6.55,7.71,14.93,10.35,19400,D
2019-20,1001715,20001715,3,ELA,256.2,BASIC,31,87.98,26.78,2017,76.98,1.8,4.93,7.55,2.3,13.64,17.8,19366,C
2018-19,1001716,20001716,10,SOCIAL_STUDIES,267.8,ADVANCED,6,92.09,17.69,2021,91.43,7.47,20.69,12.38,17.25,0.55,21.42,13593,C
2022-23,1001717,20001717,9,MATH,315.8,BASIC,51,85.66,20.96,2024,82.68,7.33,15.07,15.86,28.51,6.62,22.93,19392,NA
2019-20,1001718,20001718,5,MATH,150.9,BASIC,2,82.05,22.17,2016,68.68,5.51,14.93,15.51,5.9,15.6,23.32,27689,C
2018-19,1001719,20001719,5,SCIENCE,182.7,BASIC,58,99.34,11.71,2017,80.97,0.71,24.11,10.59,32.45,16.2,23.04,26574,F
2021-22,1001720,20001720,7,MATH,239.4,PROFICIENT,82,90.65,5.45,2016,87.84,10.26,7.7,9.07,18.56,8.52,11.61,16683,A
2018-19,1001721,20001721,11,SCIENCE,201.8,BELOW_BASIC,15,92.48,2.77,2023,89.8,11.1,3.72,10.26,1.58,6.2,24.26,24296,A
2020-21,1001722,20001722,10,SOCIAL_STUDIES,349.5,BASIC,15,81.21,27.18,2025,83.07,10.46,10.6,14.39,12.7,6.22,21.27,19796,F
2022-23,1001723,20001723,10,SOCIAL_STUDIES,185.8,ADVANCED,50,84.44,29.67,2017,61.28,1.83,11.23,10.86,18.77,1.76,17.84,9031,A
2020-21,1001724,20001724,6,ELA,194.4,PROFICIENT,62,91.43,19.4,2023,89.44,11.81,22.3,17.98,20.71,13.41,24.12,26550,C
2020-21,1001725,20001725,3,SCIENCE,328.6,PROFICIENT,45,88.74,4.79,2019,81.49,5.79,21.21,16.34,27.55,0.57,19.02,7707,B
2021-22,1001726,20001726,5,SCIENCE,283.1,BASIC,71,83.17,13.53,2016,85.47,6.77,10.01,13.22,17.62,7.41,20.23,26933,NA
2018-19,1001727,20001727,2,SOCIAL_STUDIES,157.2,BASIC,72,96.24,24.32,2017,94.34,10.4,6.38,11.0,3.06,2.66,10.61,31740,C
2021-22,1001728,20001728,7,ELA,307.7,PROFICIENT,82,83.03,30.98,2022,68.8,0.32,17.7,21.81,24.2,13.86,16.73,11508,D
2024-25,1001729,20001729,7,MATH,284.5,BELOW_BASIC,26,91.26,21.62,2021,78.34,9.0,21.22,7.55,10.81,16.87,14.43,7527,NA
2022-23,1001730,20001730,5,SOCIAL_STUDIES,337.7,BASIC,88,86.34,14.21,2021,91.33,6.15,8.29,15.37,0.15,12.16,10.86,23510,A
2018-19,1001731,20001731,K,ELA,282.7,ADVANCED,7,83.52,20.15,2017,85.75,0.94,14.16,10.5,18.09,1.71,13.37,22079,F
2024-25,1001732,20001732,9,SCIENCE,323.7,PROFICIENT,20,84.73,8.98,2024,85.21,3.1,2.65,19.41,33.4,4.6,15.39,22625,C
2019-20,1001733,20001733,6,MATH,251.3,PROFICIENT,38,87.64,7.13,2016,75.77,7.23,3.72,21.18,17.38,3.66,17.31,24916,C
2021-22,1001734,20001734,3,MATH,168.6,BELOW_BASIC,53,88.35,23.17,2018,85.14,7.44,3.35,9.86,24.65,17.38,24.59,15251,F
2020-21,1001735,20001735,9,SCIENCE,261.1,BELOW_BASIC,21,80.65,19.8,2018,91.22,3.68,10.42,17.97,14.9,14.17,23.99,15981,B
2017-18,1001736,20001736,2,MATH,237.9,PROFICIENT,74,86.11,28.7,2023,94.15,5.26,2.19,14.41,23.84,8.27,17.37,28259,A
2021-22,1001737,20001737,12,SCIENCE,263.9,PROFICIENT,3,80.42,33.7,2016,77.92,3.27,0.89,13.8,14.85,6.1,24.66,12982,B
2019-20,1001738,20001738,4,SOCIAL_STUDIES,331.5,BASIC,29,95.6,32.46,2021,90.93,8.83,21.51,15.09,14.53,1.47,20.07,27674,A
2018-19,1001739,20001739,12,SOCIAL_STUDIES,261.3,PROFICIENT,70,80.87,22.83,2020,94.86,0.21,17.43,18.22,35.57,13.54,15.72,23213,B
2020-21,1001740,20001740,3,SOCIAL_STUDIES,331.2,BASIC,42,88.51,31.8,2021,78.92,10.46,0.02,7.5,27.54,15.41,22.43,15885,B
2024-25,1001741,20001741,4,SOCIAL_STUDIES,253.6,PROFICIENT,22,91.33,2.62,2022,86.89,8.87,0.25,18.96,7.44,12.79,19.57,31718,C
2024-25,1001742,20001742,9,SCIENCE,296.0,BASIC,6,86.52,17.17,2024,69.43,10.48,8.91,13.19,19.98,9.86,11.91,16085,A
2017-18,1001743,20001743,5,MATH,209.5,BELOW_BASIC,51,91.58,13.46,2022,65.34,4.0,1.35,6.05,11.5,7.11,11.75,30991,B
2017-18,1001744,20001744,4,ELA,161.3,ADVANCED,51,82.03,2.64,2019,88.46,3.33,7.36,11.64,17.91,15.13,20.17,17504,F
2019-20,1001745,20001745,7,SOCIAL_STUDIES,189.1,BELOW_BASIC,23,98.98,14.57,2021,67.9,11.63,15.84,13.96,36.91,17.53,14.57,9091,A
2022-23,1001746,20001746,6,SCIENCE,294.5,PROFICIENT,78,98.04,19.03,2021,94.01,4.28,17.54,21.91,16.91,10.16,22.37,24762,F
2024-25,1001747,20001747,3,MATH,253.7,ADVANCED,6,97.62,18.75,2016,84.42,11.64,2.6,9.51,37.81,1.95,25.92,17011,B
2017-18,1001748,20001748,1,ELA,241.7,BASIC,62,86.9,29.82,2016,68.36,7.45,20.47,9.98,16.69,12.69,16.85,11011,B
2017-18,1001749,20001749,3,SOCIAL_STUDIES,203.8,ADVANCED,63,83.39,31.88,2023,95.01,3.83,19.17,11.13,34.36,14.24,11.61,17257,A
2024-25,1001750,20001750,10,ELA,162.8,BASIC,43,89.53,3.32,2021,70.2,8.37,16.9,10.88,18.72,10.64,24.04,21680,C
2023-24,1001751,20001751,7,SOCIAL_STUDIES,243.4,BELOW_BASIC,18,80.2,23.78,2019,85.93,6.24,15.99,10.44,37.77,7.78,19.58,9673,C
2024-25,1001752,20001752,K,ELA,348.6,BELOW_BASIC,49,95.17,23.13,2025,77.76,11.67,1.33,16.25,34.09,12.57,17.14,30639,A
2020-21,1001753,20001753,11,ELA,321.3,PROFICIENT,83,82.66,18.08,2020,77.98,11.51,2.79,17.93,33.29,0.44,22.26,14498,C
2017-18,1001754,20001754,5,SOCIAL_STUDIES,221.0,PROFICIENT,4,96.47,28.13,2024,83.25,8.22,23.15,21.69,2.44,10.88,17.53,26804,D
2017-18,1001755,20001755,4,MATH,254.9,ADVANCED,33,97.4,19.44,2023,86.05,8.38,9.02,18.8,14.18,12.45,22.65,18440,A
2020-21,1001756,20001756,4,MATH,303.0,BELOW_BASIC,98,89.88,15.78,2023,94.74,0.36,2.69,13.95,36.4,16.24,18.43,10514,A
2022-23,1001757,20001757,6,SOCIAL_STUDIES,151.4,BELOW_BASIC,58,83.8,3.77,2022,68.95,8.73,15.18,12.92,20.5,16.55,20.1,13294,A
2019-20,1001758,20001758,2,MATH,169.3,BASIC,40,99.42,10.97,2025,87.74,11.2,1.38,7.84,11.29,7.67,18.46,11040,C
2017-18,1001759,20001759,2,SOCIAL_STUDIES,170.2,BASIC,72,85.28,29.41,2017,63.67,8.57,8.71,16.5,35.55,7.87,19.9,9041,D
2021-22,1001760,20001760,11,SCIENCE,173.6,BASIC,89,87.19,13.53,2021,81.35,0.28,20.89,18.54,9.63,9.72,15.45,18391,D
2022-23,1001761,20001761,7,SOCIAL_STUDIES,243.1,BASIC,54,89.3,10.6,2021,85.0,5.97,12.67,12.0,8.36,1.49,15.54,30676,A
2020-21,1001762,20001762,9,SCIENCE,320.2,PROFICIENT,87,94.49,26.88,2020,85.36,9.51,22.94,20.71,37.16,16.22,16.47,10815,B
2018-19,1001763,20001763,12,SCIENCE,166.2,BASIC,22,96.61,3.71,2024,96.2,0.3,9.16,6.26,27.48,9.78,14.95,31728,B
2021-22,1001764,20001764,5,ELA,197.9,PROFICIENT,17,84.19,31.33,2023,64.65,3.28,6.19,6.97,23.41,6.56,16.86,16068,F
2018-19,1001765,20001765,4,SOCIAL_STUDIES,219.8,PROFICIENT,92,95.33,11.46,2016,78.26,10.02,9.24,16.81,5.41,2.03,24.53,22395,C
2024-25,1001766,20001766,5,ELA,348.5,BELOW_BASIC,27,93.83,9.16,2016,94.55,7.45,6.48,10.28,26.98,14.16,11.65,26665,B
2019-20,1001767,20001767,K,SCIENCE,260.4,BASIC,49,93.56,34.77,2022,85.07,1.31,5.37,21.16,35.71,7.89,24.53,16763,B
2022-23,1001768,20001768,6,MATH,217.5,PROFICIENT,92,90.09,23.18,2019,66.32,7.28,24.3,9.11,10.73,2.07,17.72,11758,A
2019-20,1001769,20001769,3,SCIENCE,152.4,BASIC,78,87.98,8.17,2020,83.06,5.6,8.35,10.63,10.11,12.56,12.86,16226,A
2017-18,1001770,20001770,9,SOCIAL_STUDIES,314.2,BASIC,55,95.23,20.82,2024,83.72,11.17,4.97,21.81,15.28,6.79,22.3,10785,A
2017-18,1001771,20001771,5,SCIENCE,181.8,PROFICIENT,97,89.2,15.76,2017,87.27,9.13,14.26,15.1,35.46,6.56,10.04,29017,B
2020-21,1001772,20001772,5,SOCIAL_STUDIES,281.2,BASIC,78,97.66,32.37,2022,78.32,5.6,1.57,8.85,20.24,3.16,22.44,26577,A
2022-23,1001773,20001773,9,MATH,172.7,BELOW_BASIC,14,83.53,28.1,2019,89.84,4.01,13.1,16.69,1.17,11.98,10.56,11059,F
2021-22,1001774,20001774,12,SOCIAL_STUDIES,295.9,ADVANCED,48,91.1,26.23,2023,76.55,11.08,14.75,7.97,13.98,0.75,19.94,14965,B
