ph_disease_report_week,ph_disease_country_iso2,ph_disease_region_nuts_code,ph_disease_pathogen_code,ph_disease_case_definition_code,ph_disease_cases_count,ph_disease_hospitalisations_count,ph_disease_icu_admissions_count,ph_disease_deaths_count,ph_disease_incidence_per_100k,ph_disease_test_positivity_pct,ph_disease_variant_lineage_code,ph_disease_vaccine_breakthrough_share_pct,ph_disease_outbreak_setting_code,ph_disease_contact_tracing_coverage_pct,ph_disease_time_to_report_days_median,ph_disease_ecdc_dataset_code,ph_disease_data_quality_flag,ph_disease_revision_round,ph_disease_data_extract_date
2018-W16,FR,HU580,MEASLES,CONFIRMED,358,18,3,0,89.562,5.65,FLU_H3N2,3.1,HOUSEHOLD,36.87,0.69,ECDC_TESSy,OK,FIRST,2025-10-28
2018-W17,LT,SK723,PERTUSSIS,PROBABLE,223,16,2,0,255.373,15.63,BA_5,12.3,SCHOOL,82.13,5.11,ECDC_FOODBORNE,REVISED,FLASH,2025-02-04
2018-W18,SK,LU41,TB,POSSIBLE,2192,201,51,10,110.876,11.9,OTHER,10.67,WORKPLACE,46.49,2.15,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2025-05-28
2018-W19,HR,HU43,SALMONELLA,CONFIRMED,1161,67,13,2,13.993,16.63,FLU_H1N1,6.49,CARE_HOME,67.7,8.16,ECDC_AMR,IMPUTED,SECOND,2025-03-24
2018-W20,DE,HR94,LISTERIA,PROBABLE,1478,149,33,8,69.563,1.81,XBB_1_5,2.68,HOSPITAL,25.48,12.14,ECDC_VPD,CHECK,FIRST,2025-09-23
2018-W21,LU,DK5,SARS_COV_2,POSSIBLE,1618,113,41,5,142.083,6.76,NONE,59.12,COMMUNITY,82.34,8.2,ECDC_TESSy,OK,FLASH,2024-03-05
2018-W22,SI,IT2,INFLUENZA_A,CONFIRMED,366,28,2,0,175.793,12.35,RSV_A,9.24,TRAVEL_RELATED,18.17,7.03,ECDC_FOODBORNE,REVISED,BENCHMARK,2025-05-22
2018-W23,CY,ES27,INFLUENZA_B,PROBABLE,3438,337,35,6,57.41,11.37,JN_1,3.34,FOODBORNE,52.67,2.74,ECDC_RESPIRATORY,PARTIAL,SECOND,2024-12-11
2018-W24,GR,CY2,RSV,POSSIBLE,3804,549,65,16,7.656,0.72,BA_2,4.78,UNKNOWN,51.75,7.68,ECDC_AMR,IMPUTED,FIRST,2025-07-17
2018-W25,MT,MT524,NOROVIRUS,CONFIRMED,319,25,4,0,67.603,5.53,RSV_B,2.52,HOUSEHOLD,34.83,17.05,ECDC_VPD,CHECK,FLASH,2025-07-11
2018-W26,ES,LV13,MEASLES,PROBABLE,2379,332,75,9,128.554,9.47,FLU_H3N2,5.08,SCHOOL,22.34,9.27,ECDC_TESSy,OK,BENCHMARK,2024-03-05
2018-W27,CZ,BG77,PERTUSSIS,POSSIBLE,898,86,14,3,16.744,9.45,BA_5,8.42,WORKPLACE,44.3,13.78,ECDC_FOODBORNE,REVISED,SECOND,2026-01-12
2018-W28,HU,SE205,TB,CONFIRMED,129,27,7,0,118.495,10.62,OTHER,5.05,CARE_HOME,70.2,7.05,ECDC_RESPIRATORY,PARTIAL,FIRST,2025-04-20
2018-W29,NL,LU965,SALMONELLA,PROBABLE,362,48,9,0,176.809,11.24,FLU_H1N1,5.45,HOSPITAL,31.96,3.6,ECDC_AMR,IMPUTED,FLASH,2025-07-20
2018-W30,SE,ES39,LISTERIA,POSSIBLE,1035,48,6,0,144.636,19.59,XBB_1_5,0.0,COMMUNITY,58.61,10.39,ECDC_VPD,CHECK,BENCHMARK,2024-10-20
2018-W31,DK,ES421,SARS_COV_2,CONFIRMED,2418,178,27,5,85.221,25.62,NONE,30.72,TRAVEL_RELATED,62.5,4.57,ECDC_TESSy,OK,SECOND,2026-01-19
2018-W32,IE,AT559,INFLUENZA_A,PROBABLE,2286,311,70,17,10.966,16.88,RSV_A,4.28,FOODBORNE,55.78,10.13,ECDC_FOODBORNE,REVISED,FIRST,2024-09-02
2018-W33,PL,EE519,INFLUENZA_B,POSSIBLE,92,6,0,0,131.465,22.1,JN_1,13.31,UNKNOWN,64.84,6.07,ECDC_RESPIRATORY,PARTIAL,FLASH,2026-01-07
2018-W34,AT,CZ4,RSV,CONFIRMED,2015,77,13,1,110.637,26.81,BA_2,10.0,HOUSEHOLD,75.36,3.56,ECDC_AMR,IMPUTED,BENCHMARK,2024-09-14
2018-W35,EE,NL67,NOROVIRUS,PROBABLE,2508,137,26,4,14.78,14.25,RSV_B,5.35,SCHOOL,31.15,9.57,ECDC_VPD,CHECK,SECOND,2025-05-28
2018-W36,IT,DE97,MEASLES,POSSIBLE,1577,60,12,2,119.054,12.93,FLU_H3N2,2.14,WORKPLACE,79.56,6.65,ECDC_TESSy,OK,FIRST,2025-02-05
2018-W37,PT,HU34,PERTUSSIS,CONFIRMED,1380,40,5,0,107.615,21.01,BA_5,4.2,CARE_HOME,30.08,3.44,ECDC_FOODBORNE,REVISED,FLASH,2026-02-17
2018-W38,BE,DK113,TB,PROBABLE,3664,619,123,33,183.096,13.09,OTHER,2.31,HOSPITAL,47.64,3.41,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2024-06-26
2018-W39,FI,LT9,SALMONELLA,POSSIBLE,706,41,2,0,157.051,0.64,FLU_H1N1,8.72,COMMUNITY,39.57,5.88,ECDC_AMR,IMPUTED,SECOND,2025-02-20
2018-W40,LV,GR1,LISTERIA,CONFIRMED,300,11,1,0,54.993,20.5,XBB_1_5,9.24,TRAVEL_RELATED,84.45,10.22,ECDC_VPD,CHECK,FIRST,2024-12-26
2018-W41,RO,HU344,SARS_COV_2,PROBABLE,1743,192,40,5,134.276,27.01,NONE,36.91,FOODBORNE,65.94,9.95,ECDC_TESSy,OK,FLASH,2025-08-18
2018-W42,BG,LT3,INFLUENZA_A,POSSIBLE,2190,215,19,2,12.981,19.69,RSV_A,6.84,UNKNOWN,14.51,14.34,ECDC_FOODBORNE,REVISED,BENCHMARK,2024-07-21
2018-W43,FR,SK20,INFLUENZA_B,CONFIRMED,699,59,15,1,118.87,23.08,JN_1,8.23,HOUSEHOLD,33.77,5.18,ECDC_RESPIRATORY,PARTIAL,SECOND,2024-01-15
2018-W44,LT,FI92,RSV,PROBABLE,1764,183,10,2,25.358,0.8,BA_2,12.61,SCHOOL,86.52,5.12,ECDC_AMR,IMPUTED,FIRST,2025-11-02
2018-W45,SK,PL82,NOROVIRUS,POSSIBLE,559,62,8,1,106.44,4.28,RSV_B,13.63,WORKPLACE,38.59,14.67,ECDC_VPD,CHECK,FLASH,2025-09-16
2018-W46,HR,IT558,MEASLES,CONFIRMED,2698,316,83,7,112.714,17.36,FLU_H3N2,10.57,CARE_HOME,83.96,1.37,ECDC_TESSy,OK,BENCHMARK,2025-04-02
2018-W47,DE,PL43,PERTUSSIS,PROBABLE,1763,262,64,12,135.995,12.86,BA_5,0.4,HOSPITAL,12.39,11.96,ECDC_FOODBORNE,REVISED,SECOND,2024-11-30
2018-W48,LU,FI90,TB,POSSIBLE,3498,151,24,2,14.276,2.83,OTHER,1.65,COMMUNITY,67.88,0.73,ECDC_RESPIRATORY,PARTIAL,FIRST,2025-04-10
2018-W49,SI,HU50,SALMONELLA,CONFIRMED,1526,224,55,6,29.903,15.3,FLU_H1N1,2.64,TRAVEL_RELATED,51.41,3.54,ECDC_AMR,IMPUTED,FLASH,2025-05-05
2018-W50,CY,DE993,LISTERIA,PROBABLE,770,29,7,1,116.935,7.55,XBB_1_5,1.53,FOODBORNE,35.39,2.47,ECDC_VPD,CHECK,BENCHMARK,2024-04-06
2018-W51,GR,PL15,SARS_COV_2,POSSIBLE,2896,379,75,11,51.931,3.76,NONE,53.33,UNKNOWN,28.02,9.56,ECDC_TESSy,OK,SECOND,2024-04-23
2018-W52,MT,FR89,INFLUENZA_A,CONFIRMED,1400,188,23,1,162.006,0.57,RSV_A,0.47,HOUSEHOLD,42.36,1.57,ECDC_FOODBORNE,REVISED,FIRST,2025-03-24
2019-W01,ES,CZ54,INFLUENZA_B,PROBABLE,3169,215,49,12,31.95,22.71,JN_1,1.28,SCHOOL,49.75,8.57,ECDC_RESPIRATORY,PARTIAL,FLASH,2025-01-20
2019-W02,CZ,LV2,RSV,POSSIBLE,1780,228,22,3,116.239,8.13,BA_2,0.07,WORKPLACE,98.67,11.07,ECDC_AMR,IMPUTED,BENCHMARK,2025-07-17
2019-W03,HU,PL6,NOROVIRUS,CONFIRMED,2228,197,34,5,174.795,20.85,RSV_B,8.22,CARE_HOME,49.64,8.72,ECDC_VPD,CHECK,SECOND,2025-05-16
2019-W04,NL,SE19,MEASLES,PROBABLE,2054,329,44,3,64.324,7.83,FLU_H3N2,5.69,HOSPITAL,40.79,4.22,ECDC_TESSy,OK,FIRST,2025-12-18
2019-W05,SE,CY38,PERTUSSIS,POSSIBLE,1739,220,18,2,62.318,8.54,BA_5,8.58,COMMUNITY,36.28,8.65,ECDC_FOODBORNE,REVISED,FLASH,2024-07-12
2019-W06,DK,HU677,TB,CONFIRMED,3346,477,37,6,67.708,17.79,OTHER,2.44,TRAVEL_RELATED,42.3,2.44,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2025-06-06
2019-W07,IE,BE3,SALMONELLA,PROBABLE,1838,104,17,4,48.277,14.51,FLU_H1N1,7.33,FOODBORNE,64.14,9.24,ECDC_AMR,IMPUTED,SECOND,2025-11-11
2019-W08,PL,GR901,LISTERIA,POSSIBLE,2156,347,17,3,26.966,13.74,XBB_1_5,12.28,UNKNOWN,30.1,3.84,ECDC_VPD,CHECK,FIRST,2024-08-19
2019-W09,AT,LU5,SARS_COV_2,CONFIRMED,558,32,12,1,59.973,15.14,NONE,40.65,HOUSEHOLD,51.55,9.21,ECDC_TESSy,OK,FLASH,2025-07-17
2019-W10,EE,SE2,INFLUENZA_A,PROBABLE,268,32,6,1,144.882,11.93,RSV_A,6.91,SCHOOL,67.31,11.98,ECDC_FOODBORNE,REVISED,BENCHMARK,2024-03-13
2019-W11,IT,LT183,INFLUENZA_B,POSSIBLE,3553,469,125,30,210.661,14.81,JN_1,10.69,WORKPLACE,23.59,7.55,ECDC_RESPIRATORY,PARTIAL,SECOND,2024-04-18
2019-W12,PT,LT760,RSV,CONFIRMED,2614,73,9,2,197.411,21.28,BA_2,12.71,CARE_HOME,12.77,4.67,ECDC_AMR,IMPUTED,FIRST,2025-07-04
2019-W13,BE,CZ46,NOROVIRUS,PROBABLE,1052,106,16,4,85.963,3.93,RSV_B,5.02,HOSPITAL,25.72,11.35,ECDC_VPD,CHECK,FLASH,2024-10-13
2019-W14,FI,DK898,MEASLES,POSSIBLE,1240,81,4,0,80.004,11.13,FLU_H3N2,6.5,COMMUNITY,82.88,6.67,ECDC_TESSy,OK,BENCHMARK,2025-06-03
2019-W15,LV,BG387,PERTUSSIS,CONFIRMED,2042,302,19,2,170.371,12.13,BA_5,5.63,TRAVEL_RELATED,38.92,15.17,ECDC_FOODBORNE,REVISED,SECOND,2025-02-24
2019-W16,RO,DE9,TB,PROBABLE,314,51,8,0,178.41,9.58,OTHER,1.73,FOODBORNE,73.2,5.76,ECDC_RESPIRATORY,PARTIAL,FIRST,2025-12-20
2019-W17,BG,AT87,SALMONELLA,POSSIBLE,1319,107,6,1,168.927,8.28,FLU_H1N1,6.55,UNKNOWN,39.86,2.18,ECDC_AMR,IMPUTED,FLASH,2024-02-20
2019-W18,FR,DK35,LISTERIA,CONFIRMED,1809,273,28,7,142.868,20.95,XBB_1_5,8.12,HOUSEHOLD,59.64,15.28,ECDC_VPD,CHECK,BENCHMARK,2024-05-28
2019-W19,LT,SE357,SARS_COV_2,PROBABLE,1465,177,18,2,104.297,23.51,NONE,6.85,SCHOOL,97.24,4.41,ECDC_TESSy,OK,SECOND,2025-10-25
2019-W20,SK,BE28,INFLUENZA_A,POSSIBLE,1325,135,21,2,131.276,25.86,RSV_A,12.28,WORKPLACE,26.64,13.7,ECDC_FOODBORNE,REVISED,FIRST,2025-09-21
2019-W21,HR,DE305,INFLUENZA_B,CONFIRMED,341,23,2,0,77.347,13.99,JN_1,5.18,CARE_HOME,33.74,6.43,ECDC_RESPIRATORY,PARTIAL,FLASH,2024-07-08
2019-W22,DE,GR6,RSV,PROBABLE,437,57,14,3,75.885,26.67,BA_2,6.66,HOSPITAL,52.18,11.15,ECDC_AMR,IMPUTED,BENCHMARK,2025-08-12
2019-W23,LU,CZ146,NOROVIRUS,POSSIBLE,304,42,8,1,199.385,20.97,RSV_B,1.79,COMMUNITY,72.95,12.16,ECDC_VPD,CHECK,SECOND,2024-11-26
2019-W24,SI,ES388,MEASLES,CONFIRMED,743,82,18,1,58.665,3.33,FLU_H3N2,0.06,TRAVEL_RELATED,17.45,5.58,ECDC_TESSy,OK,FIRST,2024-02-13
2019-W25,CY,LT68,PERTUSSIS,PROBABLE,58,4,0,0,36.504,14.59,BA_5,11.46,FOODBORNE,86.01,15.12,ECDC_FOODBORNE,REVISED,FLASH,2024-09-17
2019-W26,GR,SI51,TB,POSSIBLE,1275,206,25,5,184.345,1.92,OTHER,4.93,UNKNOWN,23.71,4.1,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2025-11-24
2019-W27,MT,DK413,SALMONELLA,CONFIRMED,461,55,7,1,204.304,4.58,FLU_H1N1,3.7,HOUSEHOLD,56.07,2.59,ECDC_AMR,IMPUTED,SECOND,2025-12-02
2019-W28,ES,RO680,LISTERIA,PROBABLE,1419,46,5,1,87.33,21.65,XBB_1_5,6.34,SCHOOL,74.87,16.81,ECDC_VPD,CHECK,FIRST,2025-03-30
2019-W29,CZ,LT66,SARS_COV_2,POSSIBLE,836,97,33,3,43.934,24.91,NONE,36.96,WORKPLACE,95.07,1.53,ECDC_TESSy,OK,FLASH,2024-08-12
2019-W30,HU,IE10,INFLUENZA_A,CONFIRMED,1442,74,9,0,56.651,19.62,RSV_A,8.53,CARE_HOME,76.18,1.49,ECDC_FOODBORNE,REVISED,BENCHMARK,2025-01-19
2019-W31,NL,NL663,INFLUENZA_B,PROBABLE,232,35,5,0,110.76,26.4,JN_1,6.02,HOSPITAL,56.66,6.82,ECDC_RESPIRATORY,PARTIAL,SECOND,2025-07-12
2019-W32,SE,BG608,RSV,POSSIBLE,651,77,14,1,136.116,21.5,BA_2,0.89,COMMUNITY,34.84,4.28,ECDC_AMR,IMPUTED,FIRST,2026-01-28
2019-W33,DK,SE63,NOROVIRUS,CONFIRMED,812,61,8,1,127.721,5.16,RSV_B,2.08,TRAVEL_RELATED,16.24,2.51,ECDC_VPD,CHECK,FLASH,2026-01-01
2019-W34,IE,LT85,MEASLES,PROBABLE,721,64,14,2,203.23,16.02,FLU_H3N2,13.44,FOODBORNE,12.32,2.56,ECDC_TESSy,OK,BENCHMARK,2024-06-07
2019-W35,PL,BG322,PERTUSSIS,POSSIBLE,1135,82,17,2,30.764,4.77,BA_5,0.63,UNKNOWN,82.03,6.98,ECDC_FOODBORNE,REVISED,SECOND,2026-01-08
2019-W36,AT,LU2,TB,CONFIRMED,2090,208,72,14,58.537,13.75,OTHER,5.03,HOUSEHOLD,22.07,10.87,ECDC_RESPIRATORY,PARTIAL,FIRST,2025-02-01
2019-W37,EE,MT496,SALMONELLA,PROBABLE,832,28,2,0,96.797,14.83,FLU_H1N1,11.82,SCHOOL,60.93,8.77,ECDC_AMR,IMPUTED,FLASH,2025-09-22
2019-W38,IT,PL117,LISTERIA,POSSIBLE,748,96,20,4,93.631,6.91,XBB_1_5,7.39,WORKPLACE,43.4,5.78,ECDC_VPD,CHECK,BENCHMARK,2025-10-19
2019-W39,PT,FR308,SARS_COV_2,CONFIRMED,318,20,4,0,208.887,12.2,NONE,41.79,CARE_HOME,60.42,6.98,ECDC_TESSy,OK,SECOND,2024-03-02
2019-W40,BE,GR355,INFLUENZA_A,PROBABLE,270,34,2,0,109.36,22.01,RSV_A,1.2,HOSPITAL,35.21,5.94,ECDC_FOODBORNE,REVISED,FIRST,2024-07-18
2019-W41,FI,ES674,INFLUENZA_B,POSSIBLE,453,49,13,1,96.448,9.36,JN_1,13.41,COMMUNITY,30.8,11.24,ECDC_RESPIRATORY,PARTIAL,FLASH,2025-12-24
2019-W42,LV,FR431,RSV,CONFIRMED,1066,53,3,0,67.347,25.28,BA_2,10.42,TRAVEL_RELATED,29.99,5.35,ECDC_AMR,IMPUTED,BENCHMARK,2024-01-17
2019-W43,RO,SK21,NOROVIRUS,PROBABLE,262,28,2,0,143.533,6.75,RSV_B,5.01,FOODBORNE,48.45,15.39,ECDC_VPD,CHECK,SECOND,2025-02-27
2019-W44,BG,SI475,MEASLES,POSSIBLE,24,1,0,0,96.221,5.08,FLU_H3N2,4.72,UNKNOWN,39.36,10.62,ECDC_TESSy,OK,FIRST,2024-09-19
2019-W45,FR,SI64,PERTUSSIS,CONFIRMED,681,37,6,0,80.896,2.98,BA_5,13.33,HOUSEHOLD,16.08,1.84,ECDC_FOODBORNE,REVISED,FLASH,2025-11-23
2019-W46,LT,NL387,TB,PROBABLE,1098,190,55,13,17.087,15.14,OTHER,12.94,SCHOOL,18.56,3.59,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2025-04-23
2019-W47,SK,SI9,SALMONELLA,POSSIBLE,1221,169,21,1,213.313,4.81,FLU_H1N1,1.48,WORKPLACE,67.56,5.76,ECDC_AMR,IMPUTED,SECOND,2025-12-21
2019-W48,HR,BE659,LISTERIA,CONFIRMED,1100,161,39,6,270.102,11.65,XBB_1_5,2.0,CARE_HOME,66.58,9.83,ECDC_VPD,CHECK,FIRST,2024-05-29
2019-W49,DE,ES369,SARS_COV_2,PROBABLE,1207,215,82,8,155.435,30.68,NONE,11.65,HOSPITAL,13.76,7.32,ECDC_TESSy,OK,FLASH,2025-03-16
2019-W50,LU,HU25,INFLUENZA_A,POSSIBLE,1030,53,9,0,128.699,30.29,RSV_A,0.99,COMMUNITY,73.65,10.26,ECDC_FOODBORNE,REVISED,BENCHMARK,2025-05-03
2019-W51,SI,NL291,INFLUENZA_B,CONFIRMED,483,20,4,1,96.048,16.35,JN_1,10.06,TRAVEL_RELATED,51.02,4.66,ECDC_RESPIRATORY,PARTIAL,SECOND,2025-06-21
2019-W52,CY,DK89,RSV,PROBABLE,1040,163,25,2,12.505,11.95,BA_2,10.66,FOODBORNE,13.32,6.92,ECDC_AMR,IMPUTED,FIRST,2024-10-27
2020-W01,GR,HU228,NOROVIRUS,POSSIBLE,604,97,16,3,73.308,17.67,RSV_B,10.64,UNKNOWN,51.41,2.95,ECDC_VPD,CHECK,FLASH,2024-07-29
2020-W02,MT,HR130,MEASLES,CONFIRMED,779,23,3,0,17.244,3.01,FLU_H3N2,6.99,HOUSEHOLD,66.54,9.7,ECDC_TESSy,OK,BENCHMARK,2024-08-06
2020-W03,ES,BE1,PERTUSSIS,PROBABLE,708,57,12,2,97.543,20.82,BA_5,7.43,SCHOOL,69.73,6.94,ECDC_FOODBORNE,REVISED,SECOND,2025-11-23
2020-W04,CZ,EE27,TB,POSSIBLE,617,32,3,0,107.939,11.48,OTHER,4.92,WORKPLACE,59.35,9.54,ECDC_RESPIRATORY,PARTIAL,FIRST,2025-02-07
2020-W05,HU,FR455,SALMONELLA,CONFIRMED,1247,173,35,3,164.924,2.16,FLU_H1N1,2.03,CARE_HOME,16.99,9.14,ECDC_AMR,IMPUTED,FLASH,2026-02-12
2020-W06,NL,LV233,LISTERIA,PROBABLE,737,41,4,0,101.524,12.24,XBB_1_5,3.33,HOSPITAL,61.01,15.5,ECDC_VPD,CHECK,BENCHMARK,2025-08-19
2020-W07,SE,SE293,SARS_COV_2,POSSIBLE,673,106,11,1,262.463,13.1,NONE,6.06,COMMUNITY,36.03,4.22,ECDC_TESSy,OK,SECOND,2024-07-14
2020-W08,DK,GR982,INFLUENZA_A,CONFIRMED,774,52,4,0,130.173,19.15,RSV_A,0.92,TRAVEL_RELATED,11.9,13.09,ECDC_FOODBORNE,REVISED,FIRST,2024-06-21
2020-W09,IE,BG310,INFLUENZA_B,PROBABLE,1607,102,26,6,154.569,15.06,JN_1,4.06,FOODBORNE,86.5,1.53,ECDC_RESPIRATORY,PARTIAL,FLASH,2024-09-14
2020-W10,PL,NL438,RSV,POSSIBLE,426,33,4,0,234.12,12.96,BA_2,3.69,UNKNOWN,75.44,9.24,ECDC_AMR,IMPUTED,BENCHMARK,2025-05-22
2020-W11,AT,FI133,NOROVIRUS,CONFIRMED,1973,218,44,2,77.106,4.51,RSV_B,13.07,HOUSEHOLD,46.76,6.96,ECDC_VPD,CHECK,SECOND,2024-06-04
2020-W12,EE,EE943,MEASLES,PROBABLE,1952,161,34,9,156.374,22.09,FLU_H3N2,3.45,SCHOOL,84.65,10.08,ECDC_TESSy,OK,FIRST,2026-02-10
2020-W13,IT,FR26,PERTUSSIS,POSSIBLE,1386,74,6,0,38.892,21.82,BA_5,4.12,WORKPLACE,94.15,7.52,ECDC_FOODBORNE,REVISED,FLASH,2026-02-25
2020-W14,PT,PT62,TB,CONFIRMED,2147,204,48,11,72.546,7.38,OTHER,6.37,CARE_HOME,50.61,6.88,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2025-06-25
2020-W15,BE,IT42,SALMONELLA,PROBABLE,1804,256,27,3,203.429,17.34,FLU_H1N1,7.57,HOSPITAL,34.67,7.35,ECDC_AMR,IMPUTED,SECOND,2025-02-06
2020-W16,FI,CY564,LISTERIA,POSSIBLE,1012,120,18,2,38.06,21.86,XBB_1_5,7.11,COMMUNITY,49.93,13.89,ECDC_VPD,CHECK,FIRST,2024-02-03
2020-W17,LV,PL9,SARS_COV_2,CONFIRMED,1098,197,24,2,18.383,7.69,NONE,18.54,TRAVEL_RELATED,27.32,6.5,ECDC_TESSy,OK,FLASH,2024-07-16
2020-W18,RO,RO78,INFLUENZA_A,PROBABLE,448,27,7,0,124.711,8.12,RSV_A,4.01,FOODBORNE,43.76,5.66,ECDC_FOODBORNE,REVISED,BENCHMARK,2025-05-30
2020-W19,BG,CZ713,INFLUENZA_B,POSSIBLE,236,32,3,0,150.524,28.78,JN_1,7.25,UNKNOWN,34.17,3.43,ECDC_RESPIRATORY,PARTIAL,SECOND,2024-10-16
2020-W20,FR,FR535,RSV,CONFIRMED,1252,135,27,1,47.753,13.86,BA_2,2.91,HOUSEHOLD,31.1,6.86,ECDC_AMR,IMPUTED,FIRST,2025-05-24
2020-W21,LT,EE89,NOROVIRUS,PROBABLE,3303,175,29,2,22.08,3.02,RSV_B,9.15,SCHOOL,71.22,15.43,ECDC_VPD,CHECK,FLASH,2024-08-25
2020-W22,SK,AT65,MEASLES,POSSIBLE,827,44,9,0,139.554,7.54,FLU_H3N2,5.2,WORKPLACE,24.52,9.1,ECDC_TESSy,OK,BENCHMARK,2025-02-12
2020-W23,HR,CY29,PERTUSSIS,CONFIRMED,5421,325,42,2,328.331,11.94,BA_5,4.0,CARE_HOME,20.42,3.55,ECDC_FOODBORNE,REVISED,SECOND,2025-10-23
2020-W24,DE,ES713,TB,PROBABLE,3348,640,119,26,151.072,8.53,OTHER,7.68,HOSPITAL,67.38,6.3,ECDC_RESPIRATORY,PARTIAL,FIRST,2025-07-16
2020-W25,LU,FI75,SALMONELLA,POSSIBLE,795,97,18,1,112.584,19.87,FLU_H1N1,8.14,COMMUNITY,31.49,11.0,ECDC_AMR,IMPUTED,FLASH,2024-02-10
2020-W26,SI,CY27,LISTERIA,CONFIRMED,995,140,25,4,141.591,20.04,XBB_1_5,11.26,TRAVEL_RELATED,48.27,11.84,ECDC_VPD,CHECK,BENCHMARK,2024-11-30
2020-W27,CY,LT72,SARS_COV_2,PROBABLE,2392,331,28,5,130.391,31.56,NONE,39.86,FOODBORNE,86.66,6.56,ECDC_TESSy,OK,SECOND,2024-11-29
2020-W28,GR,DK23,INFLUENZA_A,POSSIBLE,2241,178,47,2,45.95,24.32,RSV_A,8.7,UNKNOWN,41.28,15.72,ECDC_FOODBORNE,REVISED,FIRST,2025-11-19
2020-W29,MT,EE980,INFLUENZA_B,CONFIRMED,952,125,22,5,284.681,16.85,JN_1,4.93,HOUSEHOLD,53.24,1.8,ECDC_RESPIRATORY,PARTIAL,FLASH,2024-12-03
2020-W30,ES,HR4,RSV,PROBABLE,3794,428,49,13,178.933,25.11,BA_2,13.23,SCHOOL,67.87,12.42,ECDC_AMR,IMPUTED,BENCHMARK,2024-05-22
2020-W31,CZ,LV298,NOROVIRUS,POSSIBLE,4342,141,14,2,187.621,4.41,RSV_B,4.33,WORKPLACE,41.82,10.88,ECDC_VPD,CHECK,SECOND,2025-06-22
2020-W32,HU,ES88,MEASLES,CONFIRMED,1685,259,39,9,128.154,6.64,FLU_H3N2,3.9,CARE_HOME,60.36,2.27,ECDC_TESSy,OK,FIRST,2025-01-14
2020-W33,NL,BG66,PERTUSSIS,PROBABLE,1370,180,37,5,46.306,7.9,BA_5,8.58,HOSPITAL,79.61,13.18,ECDC_FOODBORNE,REVISED,FLASH,2025-06-06
2020-W34,SE,AT91,TB,POSSIBLE,3583,712,81,10,18.522,8.35,OTHER,11.59,COMMUNITY,80.61,1.88,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2024-06-09
2020-W35,DK,CZ8,SALMONELLA,CONFIRMED,4265,644,44,2,10.432,22.39,FLU_H1N1,10.84,TRAVEL_RELATED,63.28,12.06,ECDC_AMR,IMPUTED,SECOND,2025-05-03
2020-W36,IE,PL575,LISTERIA,PROBABLE,3581,572,65,6,187.161,13.16,XBB_1_5,9.74,FOODBORNE,73.62,11.5,ECDC_VPD,CHECK,FIRST,2025-11-25
2020-W37,PL,CY365,SARS_COV_2,POSSIBLE,898,144,14,3,181.764,12.19,NONE,0.5,UNKNOWN,72.34,1.82,ECDC_TESSy,OK,FLASH,2024-06-19
2020-W38,AT,FR998,INFLUENZA_A,CONFIRMED,824,82,12,2,60.204,24.62,RSV_A,6.88,HOUSEHOLD,65.14,11.02,ECDC_FOODBORNE,REVISED,BENCHMARK,2024-06-29
2020-W39,EE,BG205,INFLUENZA_B,PROBABLE,1557,172,40,3,111.07,22.53,JN_1,3.7,SCHOOL,62.69,6.1,ECDC_RESPIRATORY,PARTIAL,SECOND,2024-08-02
2020-W40,IT,DE40,RSV,POSSIBLE,3555,242,32,4,102.553,14.13,BA_2,9.18,WORKPLACE,29.51,11.67,ECDC_AMR,IMPUTED,FIRST,2024-02-24
2020-W41,PT,DK542,NOROVIRUS,CONFIRMED,2057,87,13,1,173.941,4.58,RSV_B,1.0,CARE_HOME,84.91,12.66,ECDC_VPD,CHECK,FLASH,2024-10-05
2020-W42,BE,LT6,MEASLES,PROBABLE,291,38,9,0,255.899,5.22,FLU_H3N2,12.27,HOSPITAL,71.47,12.17,ECDC_TESSy,OK,BENCHMARK,2024-01-03
2020-W43,FI,IT401,PERTUSSIS,POSSIBLE,1244,116,8,0,9.243,2.26,BA_5,3.53,COMMUNITY,86.74,16.69,ECDC_FOODBORNE,REVISED,SECOND,2025-05-02
2020-W44,LV,EE318,TB,CONFIRMED,2843,281,68,18,33.249,4.24,OTHER,1.42,TRAVEL_RELATED,18.06,5.96,ECDC_RESPIRATORY,PARTIAL,FIRST,2025-10-19
2020-W45,RO,GR36,SALMONELLA,PROBABLE,2055,239,40,6,184.128,14.68,FLU_H1N1,3.94,FOODBORNE,80.35,9.73,ECDC_AMR,IMPUTED,FLASH,2024-12-18
2020-W46,BG,ES966,LISTERIA,POSSIBLE,2928,306,22,5,177.929,22.1,XBB_1_5,11.62,UNKNOWN,67.79,7.86,ECDC_VPD,CHECK,BENCHMARK,2025-08-18
2020-W47,FR,AT879,SARS_COV_2,CONFIRMED,536,21,2,0,158.325,30.51,NONE,34.81,HOUSEHOLD,38.84,3.89,ECDC_TESSy,OK,SECOND,2025-12-30
