env_hazard_event_start_date,env_hazard_event_end_date,env_hazard_hazard_type_code,env_hazard_ndma_disaster_number,env_hazard_impact_area_polygon_id,env_hazard_fatalities_direct,env_hazard_fatalities_indirect,env_hazard_injuries_reported,env_hazard_property_damage_inr,env_hazard_crop_damage_inr,env_hazard_insured_loss_inr,env_hazard_evacuation_order_flag,env_hazard_power_outage_customers_peak,env_hazard_shelter_population_peak,env_hazard_flood_depth_max_ft,env_hazard_wind_gust_max_kmph,env_hazard_drought_severity_index,env_hazard_heat_index_max_f,env_hazard_snowfall_total_in,env_hazard_event_narrative_code
2016-06-17,2016-06-22,cloudburst,NDMA-7182-25,IN-POLY-00001541,1,0,13,5676088,135451,1797532,0,803666,7118,1.0,92,1.97,114,0.0,impact_brief_b
2012-02-02,2012-02-22,drought,NDMA-3931-34,IN-POLY-00001542,2,1,15,2079311,766760,488445,0,53876,2756,5.6,23,1.97,119,3.7,impact_brief_a
2019-06-05,2019-06-08,flood,NDMA-6019-52,IN-POLY-00001543,1,0,11,1183056,750766,232259,0,608026,3159,2.6,106,0.37,104,2.0,media_digest
2022-03-14,2022-03-25,heatwave,NDMA-2798-89,IN-POLY-00001544,3,0,11,3898349,466147,492050,0,25610,10296,7.3,112,2.55,111,2.0,state_relief_note
2025-09-02,2025-09-06,flood,NDMA-7992-38,IN-POLY-00001545,2,0,8,264013,1376696,44133,0,96061,25621,4.8,117,2.95,106,0.4,ndma_sitrep
2014-07-30,2014-07-31,cold_wave,NDMA-4274-91,IN-POLY-00001546,1,1,11,345814,1046047,22427,0,215147,13519,2.1,80,0.1,110,3.4,rapid_assessment
2024-06-17,2024-07-07,heatwave,NDMA-8801-85,IN-POLY-00001547,0,0,10,44312887,1320175,18061798,0,53921,37672,1.0,85,2.23,99,1.7,media_digest
2020-10-20,2020-11-04,flood,NDMA-7846-20,IN-POLY-00001548,0,0,8,1004870,177768,175776,0,164987,8190,8.6,83,2.95,95,1.9,impact_brief_a
2011-10-21,2011-11-10,flood,NDMA-2662-37,IN-POLY-00001549,0,0,9,4175381,252276,1710807,0,111407,21374,1.2,70,0.8,96,8.3,impact_brief_a
2016-05-01,2016-05-21,heatwave,NDMA-6238-55,IN-POLY-00001550,1,0,18,15098516,1154772,6452069,0,140685,5172,2.9,81,3.72,106,2.8,impact_brief_a
2023-12-30,2024-01-17,flood,NDMA-5237-48,IN-POLY-00001551,2,1,12,1185369,862120,391594,1,23416,10182,3.3,65,0.49,115,4.2,impact_brief_b
2023-04-26,2023-04-28,drought,NDMA-9728-44,IN-POLY-00001552,3,0,19,6173977,1592598,1767499,0,12668,4288,0.0,69,3.37,119,2.3,ndma_sitrep
2011-06-30,2011-07-01,heatwave,NDMA-6405-49,IN-POLY-00001553,1,1,15,1185695,1966914,470584,1,11234,2093,0.5,128,2.51,124,2.5,state_relief_note
2026-02-14,2026-02-17,heatwave,NDMA-8774-20,IN-POLY-00001554,1,1,11,3583296,502068,290815,0,317317,14521,4.3,79,3.26,113,7.2,media_digest
2018-09-02,2018-09-17,drought,NDMA-2666-93,IN-POLY-00001555,1,0,15,5211561,1189446,1546143,0,104307,6335,3.5,111,3.14,117,10.6,rapid_assessment
2019-03-04,2019-03-23,cloudburst,NDMA-9777-15,IN-POLY-00001556,3,0,11,6667221,817777,2798388,0,42485,3983,0.0,39,0.86,115,1.2,impact_brief_a
2024-07-25,2024-08-06,cold_wave,NDMA-7636-45,IN-POLY-00001557,0,0,12,926167,319334,378213,0,98147,3851,5.0,61,2.15,111,2.2,rapid_assessment
2024-08-22,2024-09-02,cyclone,NDMA-7675-79,IN-POLY-00001558,0,1,12,2064968,826463,739526,0,47659,676,2.2,62,3.1,103,5.1,state_relief_note
2022-07-23,2022-08-03,wildfire,NDMA-3168-66,IN-POLY-00001559,1,0,12,4672799,5423297,688420,0,268236,1247,0.0,84,2.27,114,2.8,impact_brief_a
2025-05-21,2025-06-10,storm_surge,NDMA-9266-77,IN-POLY-00001560,3,3,18,26818134,153989,8528398,0,26539,2692,5.0,42,2.89,91,1.7,impact_brief_a
2014-09-07,2014-09-25,wildfire,NDMA-8621-59,IN-POLY-00001561,0,1,12,17230160,1823486,7035787,0,22868,25877,4.3,46,1.87,112,3.0,impact_brief_a
2013-07-06,2013-07-07,flood,NDMA-1823-26,IN-POLY-00001562,0,1,16,9173819,236822,1772033,0,329161,11067,0.0,72,3.1,100,1.7,impact_brief_b
2010-02-04,2010-02-14,cyclone,NDMA-9458-35,IN-POLY-00001563,1,1,16,646903,30569026,198689,0,348990,14729,0.0,50,2.43,108,4.4,ndma_sitrep
2025-04-10,2025-04-19,flood,NDMA-7685-73,IN-POLY-00001564,1,1,10,1466011,2279409,315547,1,95797,10042,3.4,71,2.04,94,1.9,impact_brief_a
2021-11-19,2021-12-09,drought,NDMA-6688-71,IN-POLY-00001565,1,1,12,2204801,2219972,906856,0,71586,2900,1.1,140,1.97,104,2.0,rapid_assessment
2015-07-19,2015-08-06,cyclone,NDMA-1390-14,IN-POLY-00001566,4,0,10,9658813,731327,1397673,0,160794,3934,0.5,48,5.0,110,2.8,rapid_assessment
2010-06-01,2010-06-06,flood,NDMA-3003-92,IN-POLY-00001567,3,3,17,1489169,607575,241927,0,1777440,2256,0.1,75,1.9,82,2.0,impact_brief_a
2020-07-16,2020-08-03,flood,NDMA-9294-55,IN-POLY-00001568,1,0,15,5310466,4812724,1711965,0,172389,24371,0.0,109,1.36,115,3.3,impact_brief_a
2023-07-06,2023-07-17,cyclone,NDMA-2035-92,IN-POLY-00001569,2,0,7,1273190,252497,72050,1,47540,2825,5.1,60,0.76,121,1.0,impact_brief_a
2021-08-15,2021-08-28,drought,NDMA-6111-59,IN-POLY-00001570,0,0,11,14308594,3308225,2315911,0,50557,9845,1.2,42,1.23,118,0.7,media_digest
2019-12-21,2020-01-06,drought,NDMA-5971-88,IN-POLY-00001571,1,0,13,10017005,1097124,1656727,0,43722,27427,3.4,61,4.46,116,3.5,rapid_assessment
2010-07-15,2010-07-17,flood,NDMA-2096-50,IN-POLY-00001572,2,2,8,1741329,3005246,574814,0,161348,2665,5.5,3,0.51,124,3.8,impact_brief_a
2023-03-16,2023-03-21,storm_surge,NDMA-6584-17,IN-POLY-00001573,2,0,16,10095145,717906,2552836,0,225909,3417,2.6,109,1.89,116,2.3,ndma_sitrep
2016-09-15,2016-10-04,flood,NDMA-2843-87,IN-POLY-00001574,0,1,9,10535635,1018127,784108,0,86017,1297,6.8,79,0.0,101,2.2,rapid_assessment
2025-05-24,2025-06-02,storm_surge,NDMA-2162-57,IN-POLY-00001575,4,0,12,5932781,746230,1314477,0,101301,7622,0.4,69,3.61,110,0.6,state_relief_note
2023-09-17,2023-09-29,flood,NDMA-6259-60,IN-POLY-00001576,3,2,17,28315836,1069302,12643621,1,141970,4836,0.9,80,3.66,109,0.2,impact_brief_b
2013-05-15,2013-06-01,wildfire,NDMA-2539-26,IN-POLY-00001577,1,1,14,1827382,577613,744643,0,417843,9875,1.7,69,4.04,100,0.0,rapid_assessment
2025-12-03,2025-12-11,wildfire,NDMA-5892-32,IN-POLY-00001578,1,0,11,1478664,9756650,556547,1,49189,13470,6.2,135,2.17,114,3.0,rapid_assessment
2024-03-12,2024-03-15,heatwave,NDMA-6181-88,IN-POLY-00001579,2,0,12,15630860,2301110,4655394,0,12502,4188,3.8,124,3.07,97,4.9,state_relief_note
2023-06-29,2023-07-07,landslide,NDMA-1139-57,IN-POLY-00001580,1,0,10,4909634,1017182,494508,0,875083,9344,1.2,143,1.04,92,10.1,media_digest
2015-09-18,2015-10-04,drought,NDMA-9674-47,IN-POLY-00001581,5,2,12,843037,2084248,345349,1,69319,14470,4.7,102,2.83,105,8.5,impact_brief_a
2012-10-12,2012-10-22,earthquake,NDMA-6240-96,IN-POLY-00001582,1,2,11,19791017,118236,3837862,0,130388,3792,6.2,109,2.79,82,6.4,ndma_sitrep
2018-08-31,2018-09-18,heatwave,NDMA-2006-86,IN-POLY-00001583,2,0,9,618098,2847678,72998,1,64341,17596,6.6,105,1.41,105,0.7,impact_brief_b
2011-02-02,2011-02-21,cyclone,NDMA-5209-59,IN-POLY-00001584,2,1,11,10556913,1918879,1109619,1,193881,16687,5.3,67,2.12,98,0.3,impact_brief_b
2013-04-25,2013-04-27,heatwave,NDMA-1892-21,IN-POLY-00001585,2,0,9,15290968,88670,5946869,1,90518,15945,4.3,13,0.33,93,0.3,rapid_assessment
2024-03-25,2024-04-07,flood,NDMA-8894-35,IN-POLY-00001586,2,0,11,5480075,1245616,1665305,0,12744,8256,0.0,81,3.52,104,0.7,media_digest
2024-05-01,2024-05-07,flood,NDMA-6850-92,IN-POLY-00001587,1,1,16,16385385,349624,1524155,0,84981,10839,4.7,104,0.37,127,0.2,impact_brief_b
2018-05-13,2018-05-28,cloudburst,NDMA-9304-86,IN-POLY-00001588,5,2,14,1735523,1090807,675748,0,283652,8498,4.0,81,0.71,112,3.2,ndma_sitrep
2016-07-12,2016-07-28,heatwave,NDMA-5610-17,IN-POLY-00001589,1,1,8,7073099,1419229,1076239,0,99210,8841,3.5,130,0.2,94,4.7,state_relief_note
2014-10-25,2014-11-04,drought,NDMA-8034-82,IN-POLY-00001590,0,0,5,9212278,362065,2665256,0,94035,7258,2.0,68,3.73,97,0.6,impact_brief_a
2018-05-17,2018-05-30,cyclone,NDMA-4229-52,IN-POLY-00001591,0,1,15,12355014,579411,5364268,1,653837,5422,1.4,91,0.73,105,0.4,state_relief_note
2025-11-03,2025-11-07,drought,NDMA-1016-80,IN-POLY-00001592,1,0,14,2113460,836980,773713,0,160759,8404,3.0,69,3.8,102,0.3,ndma_sitrep
2018-07-17,2018-07-28,heatwave,NDMA-7141-49,IN-POLY-00001593,2,0,10,1816258,1983406,579612,0,41939,39122,4.6,145,1.87,105,1.1,state_relief_note
2014-09-07,2014-09-23,landslide,NDMA-8636-17,IN-POLY-00001594,1,0,12,313648,1128183,112259,0,235116,8108,1.5,16,2.23,99,4.6,impact_brief_a
2023-10-29,2023-11-09,cyclone,NDMA-4557-15,IN-POLY-00001595,1,1,8,725620,2102877,192629,0,290804,17590,0.0,130,1.18,112,2.3,media_digest
2022-04-11,2022-04-24,cloudburst,NDMA-3961-75,IN-POLY-00001596,1,2,17,6433322,76827,1369776,0,58046,23842,3.5,81,0.0,111,2.1,impact_brief_b
2019-01-21,2019-02-06,flood,NDMA-9184-11,IN-POLY-00001597,1,2,10,13507634,480629,769633,0,29848,18862,1.4,97,0.0,104,4.8,ndma_sitrep
2015-07-28,2015-08-08,heatwave,NDMA-7587-12,IN-POLY-00001598,1,1,3,6248599,2606743,312746,0,9180,44624,4.8,1,0.4,102,1.2,state_relief_note
2015-02-28,2015-03-09,flood,NDMA-5316-16,IN-POLY-00001599,0,0,10,3825440,685784,1608935,0,335169,14640,4.6,35,0.82,97,0.4,impact_brief_b
2022-07-02,2022-07-18,flood,NDMA-4101-44,IN-POLY-00001600,0,0,13,19105692,1496424,1735225,0,101229,21912,2.8,85,3.69,109,0.2,impact_brief_a
2013-03-16,2013-04-02,heatwave,NDMA-9181-90,IN-POLY-00001601,2,1,20,1889212,583176,546196,1,40079,37621,1.1,109,1.51,122,2.2,state_relief_note
2017-05-31,2017-06-17,flood,NDMA-1445-56,IN-POLY-00001602,2,0,12,5820485,278185,1611676,0,106761,5577,1.2,78,0.0,103,0.2,ndma_sitrep
2026-01-12,2026-01-21,flood,NDMA-8988-42,IN-POLY-00001603,2,2,16,1258096,3250195,365161,0,207019,7394,5.2,49,0.0,109,8.4,impact_brief_a
2010-07-09,2010-07-14,earthquake,NDMA-1636-51,IN-POLY-00001604,2,1,13,510352,1060026,128662,1,50231,17388,6.6,82,2.04,97,2.3,rapid_assessment
2025-11-07,2025-11-08,cyclone,NDMA-1175-71,IN-POLY-00001605,0,0,9,6079066,386730,2605248,0,84894,3039,3.2,57,0.9,101,0.4,ndma_sitrep
2025-11-15,2025-11-17,drought,NDMA-6218-16,IN-POLY-00001606,0,0,11,1101536,12689809,209219,0,193696,23712,0.0,168,2.25,81,2.9,state_relief_note
2022-02-12,2022-03-03,heatwave,NDMA-3790-64,IN-POLY-00001607,3,1,14,1179633,793162,204068,0,176975,2417,0.0,107,0.0,115,0.3,state_relief_note
2023-04-10,2023-04-24,landslide,NDMA-3276-93,IN-POLY-00001608,0,0,11,1963607,2044386,383907,1,88040,6914,3.1,89,1.58,93,4.4,impact_brief_a
2023-05-12,2023-05-20,flood,NDMA-9357-78,IN-POLY-00001609,2,0,6,58046709,3658189,7689612,0,72988,8834,0.0,134,1.27,109,2.3,ndma_sitrep
2016-01-16,2016-01-20,flood,NDMA-6876-48,IN-POLY-00001610,2,1,14,6324702,1520952,2144766,0,113489,2024,3.1,94,2.94,97,1.3,rapid_assessment
2016-01-23,2016-02-09,heatwave,NDMA-5508-87,IN-POLY-00001611,0,0,13,6946690,121432,1309809,0,313937,6933,4.8,131,1.8,103,1.6,media_digest
2016-11-02,2016-11-10,drought,NDMA-7812-64,IN-POLY-00001612,3,1,8,1408661,7139614,105388,1,626388,2531,2.4,197,4.23,117,0.2,impact_brief_a
2017-11-24,2017-12-11,cloudburst,NDMA-2083-75,IN-POLY-00001613,0,0,12,11006811,199739,1064723,0,76084,2850,4.0,65,1.84,109,3.5,impact_brief_b
2025-07-05,2025-07-23,landslide,NDMA-5099-29,IN-POLY-00001614,1,0,14,6451268,1036192,2308215,0,44712,34604,4.8,126,3.29,102,1.0,state_relief_note
2014-04-26,2014-05-04,wildfire,NDMA-3769-79,IN-POLY-00001615,1,0,9,25019984,391296,2216397,0,53803,6721,2.6,153,3.3,98,0.6,impact_brief_a
2018-12-25,2019-01-08,landslide,NDMA-2581-56,IN-POLY-00001616,1,1,13,1959226,2786186,264451,0,36435,26878,5.1,83,3.23,127,2.1,media_digest
2017-08-22,2017-09-04,storm_surge,NDMA-9789-85,IN-POLY-00001617,1,0,12,4363537,346361,873390,0,112648,11767,2.6,91,1.24,115,3.6,state_relief_note
2012-04-16,2012-05-03,landslide,NDMA-5421-23,IN-POLY-00001618,2,2,13,44114344,1390110,16210987,0,15466,14200,2.1,108,0.59,113,0.4,ndma_sitrep
2015-11-26,2015-11-28,drought,NDMA-8377-96,IN-POLY-00001619,3,1,10,8159815,73315,655265,0,355536,6548,1.8,35,3.53,109,0.2,impact_brief_b
2017-09-19,2017-09-27,cyclone,NDMA-6586-14,IN-POLY-00001620,1,0,10,2920726,6181446,373664,0,17769,2165,1.7,97,1.98,105,3.2,impact_brief_a
2019-03-20,2019-03-31,flood,NDMA-3847-51,IN-POLY-00001621,1,0,11,46525881,1155961,6029268,0,36338,50531,4.3,50,2.67,96,0.4,state_relief_note
2018-08-23,2018-08-27,flood,NDMA-5085-29,IN-POLY-00001622,0,3,15,1493551,3956846,352620,0,131254,18890,1.5,46,0.0,92,0.4,media_digest
2021-11-22,2021-11-25,flood,NDMA-7956-21,IN-POLY-00001623,2,1,12,40578163,4126335,8566962,1,88161,6891,4.4,118,0.37,92,3.9,state_relief_note
2011-07-04,2011-07-12,flood,NDMA-9104-19,IN-POLY-00001624,0,0,22,10612373,3849850,3950027,0,294118,4405,5.1,120,0.7,97,10.5,impact_brief_a
2011-09-04,2011-09-11,flood,NDMA-7633-11,IN-POLY-00001625,1,0,17,4009038,3206308,643972,0,163724,1301,0.8,94,1.58,103,2.9,state_relief_note
2015-09-20,2015-10-10,flood,NDMA-1951-25,IN-POLY-00001626,0,0,15,1659594,318906,166622,0,186921,5166,4.1,63,4.47,114,0.6,impact_brief_a
2015-08-16,2015-09-01,flood,NDMA-2068-56,IN-POLY-00001627,1,0,11,8800779,1164914,1278833,0,108605,28646,0.0,118,5.0,107,0.8,media_digest
2014-02-14,2014-02-24,heatwave,NDMA-7443-80,IN-POLY-00001628,0,1,12,4830938,233552,849780,0,211439,17990,1.5,98,0.0,97,3.2,impact_brief_a
2021-05-07,2021-05-12,flood,NDMA-8865-64,IN-POLY-00001629,1,0,12,474133,851452,135184,0,192778,7831,2.1,101,2.15,120,1.4,impact_brief_b
2013-04-24,2013-04-30,flood,NDMA-4538-94,IN-POLY-00001630,1,0,19,3922361,3854915,802615,0,37026,2507,1.9,106,4.32,106,3.4,impact_brief_a
2019-11-08,2019-11-11,storm_surge,NDMA-2522-21,IN-POLY-00001631,3,2,13,203418019,301161,28179542,0,26737,14447,8.2,82,2.94,107,5.1,rapid_assessment
2025-07-12,2025-07-20,flood,NDMA-5544-88,IN-POLY-00001632,0,2,10,28964264,4087303,2708735,0,187107,10386,2.1,94,0.8,108,0.3,media_digest
2012-11-24,2012-12-05,flood,NDMA-4509-73,IN-POLY-00001633,2,0,13,3253868,2373222,927387,0,68113,7406,2.9,69,2.19,117,1.9,impact_brief_b
2022-06-18,2022-07-06,earthquake,NDMA-6646-78,IN-POLY-00001634,0,0,14,37794334,491026,16063921,0,113901,10165,1.8,118,2.73,112,2.4,impact_brief_a
2025-04-02,2025-04-19,flood,NDMA-6840-15,IN-POLY-00001635,1,0,18,10236768,493163,1363465,0,80946,5474,9.4,110,2.0,107,3.3,state_relief_note
2025-05-20,2025-06-02,heatwave,NDMA-6017-84,IN-POLY-00001636,0,2,8,2362299,141684,236998,0,58729,4738,6.6,126,2.92,95,1.7,ndma_sitrep
2022-09-25,2022-10-09,earthquake,NDMA-9554-10,IN-POLY-00001637,1,0,10,3414689,1453163,1410471,0,96703,28409,5.4,31,1.55,113,2.5,rapid_assessment
2023-05-20,2023-05-30,heatwave,NDMA-9655-38,IN-POLY-00001638,1,1,11,5468190,3761986,1575898,0,100583,16956,0.3,114,1.83,109,1.0,impact_brief_a
2012-03-22,2012-04-08,wildfire,NDMA-4982-55,IN-POLY-00001639,4,0,15,16167638,366342,3142378,0,178163,4515,2.5,104,1.51,113,0.8,rapid_assessment
2013-11-19,2013-12-06,drought,NDMA-2444-64,IN-POLY-00001640,1,0,11,14781387,1256066,1091812,1,86325,956,6.8,39,2.56,103,0.7,impact_brief_b
2010-11-16,2010-11-27,drought,NDMA-8991-83,IN-POLY-00001641,1,0,10,1136382,398790,401208,0,36536,18631,7.0,121,3.9,116,0.9,rapid_assessment
2016-01-18,2016-02-04,landslide,NDMA-3704-88,IN-POLY-00001642,1,0,12,3459068,195354,1166435,0,92202,14822,0.0,61,0.97,109,1.2,impact_brief_a
2021-02-24,2021-03-05,flood,NDMA-6886-98,IN-POLY-00001643,1,1,13,6853135,20062406,2802842,0,79911,13432,0.0,79,4.48,108,1.7,rapid_assessment
2024-10-13,2024-11-01,flood,NDMA-1711-66,IN-POLY-00001644,1,0,9,837463,646826,232213,0,73479,18656,3.8,117,4.67,92,9.2,rapid_assessment
2021-03-11,2021-03-13,earthquake,NDMA-6909-16,IN-POLY-00001645,0,0,14,10540385,10401929,1868154,0,189769,6667,3.6,37,1.83,110,3.0,state_relief_note
2019-01-01,2019-01-04,cold_wave,NDMA-1584-12,IN-POLY-00001646,0,0,12,27973106,2869755,3278414,0,30920,3397,5.3,103,1.7,105,1.0,ndma_sitrep
2014-06-14,2014-07-02,flood,NDMA-4263-18,IN-POLY-00001647,3,1,16,5667721,421572,784316,0,222965,1257,4.5,34,1.32,104,0.2,impact_brief_a
2023-11-30,2023-12-16,heatwave,NDMA-6706-59,IN-POLY-00001648,3,1,17,754278,1918022,192402,1,123382,1355,4.9,124,0.56,105,2.0,state_relief_note
2011-12-06,2011-12-08,flood,NDMA-4079-62,IN-POLY-00001649,3,3,17,21965773,1134670,8544884,1,299206,13699,7.3,136,1.47,101,0.7,media_digest
2020-04-08,2020-04-25,flood,NDMA-3224-33,IN-POLY-00001650,3,1,8,4894402,316869,2009906,0,140895,13366,1.5,85,0.84,107,3.8,impact_brief_b
2016-12-05,2016-12-09,heatwave,NDMA-6894-49,IN-POLY-00001651,1,0,18,14395473,404378,3512931,0,16610,38207,1.6,19,1.15,92,0.3,impact_brief_b
2022-10-28,2022-11-17,drought,NDMA-1419-43,IN-POLY-00001652,1,0,15,1887938,387097,123949,1,34940,13598,4.1,90,2.81,104,3.9,media_digest
2011-11-23,2011-12-10,heatwave,NDMA-8860-76,IN-POLY-00001653,0,1,14,1366465,489950,132930,1,309651,3422,4.6,132,1.21,100,2.6,ndma_sitrep
2018-06-05,2018-06-23,landslide,NDMA-6792-89,IN-POLY-00001654,1,0,12,3644670,7307836,1567624,0,85379,14222,4.7,120,1.55,129,0.6,rapid_assessment
2017-02-07,2017-02-26,flood,NDMA-8413-75,IN-POLY-00001655,0,1,19,2388982,528465,338452,0,18017,22598,1.2,106,0.0,85,1.5,rapid_assessment
2025-08-27,2025-09-13,cold_wave,NDMA-1617-63,IN-POLY-00001656,0,0,13,1893261,978601,714888,0,115042,9380,2.8,122,1.23,103,2.0,ndma_sitrep
2022-07-22,2022-08-01,heatwave,NDMA-3812-74,IN-POLY-00001657,0,0,12,4991165,805628,2104220,0,72750,19004,6.7,60,3.01,110,0.1,impact_brief_b
2020-10-13,2020-10-16,heatwave,NDMA-6316-49,IN-POLY-00001658,1,1,11,2935985,516885,1248379,0,585279,29700,0.1,94,2.13,110,0.2,media_digest
2024-12-17,2024-12-23,heatwave,NDMA-1050-10,IN-POLY-00001659,1,0,21,3852111,196383,347131,0,13189,49770,2.6,61,2.75,112,0.6,impact_brief_b
2014-03-18,2014-04-05,flood,NDMA-4864-31,IN-POLY-00001660,1,1,9,8370708,376214,982312,0,158561,11994,4.8,65,3.64,102,1.6,impact_brief_b
2022-08-21,2022-08-28,flood,NDMA-9739-36,IN-POLY-00001661,2,0,17,43614054,819198,10217276,0,133829,2755,4.6,58,5.0,83,2.7,ndma_sitrep
2010-10-30,2010-11-15,heatwave,NDMA-3285-30,IN-POLY-00001662,0,0,10,9786456,1577962,1738901,0,22142,24620,3.2,58,3.27,100,1.6,impact_brief_a
2025-12-14,2025-12-20,landslide,NDMA-1476-15,IN-POLY-00001663,1,0,13,138478351,2296954,27162689,1,94272,11087,3.7,185,2.85,105,2.3,impact_brief_b
2023-12-22,2024-01-04,flood,NDMA-8987-89,IN-POLY-00001664,2,1,16,1647799,697792,427453,0,67206,34778,6.7,131,0.0,110,0.3,impact_brief_b
2016-08-16,2016-09-02,heatwave,NDMA-2159-71,IN-POLY-00001665,1,0,12,1325993,109899,562354,0,164305,14110,7.2,69,0.0,108,0.9,state_relief_note
2019-03-13,2019-03-23,flood,NDMA-3953-80,IN-POLY-00001666,1,1,7,6126838,2199450,1503414,0,20966,9329,1.5,112,1.12,101,6.5,media_digest
2021-06-23,2021-06-25,flood,NDMA-4186-49,IN-POLY-00001667,1,0,8,877954,1821644,196952,1,6785570,11363,1.9,58,2.23,105,1.8,media_digest
2021-05-19,2021-06-08,landslide,NDMA-3082-95,IN-POLY-00001668,0,0,12,3231107,371314,1010425,0,32149,10793,4.4,46,1.14,114,1.4,rapid_assessment
2012-10-21,2012-10-24,flood,NDMA-1585-81,IN-POLY-00001669,4,0,13,2654932,5538440,281588,1,85679,6854,4.0,123,1.83,100,4.5,rapid_assessment
2021-11-11,2021-11-30,flood,NDMA-1319-97,IN-POLY-00001670,2,0,8,753329,1376976,182591,0,72822,11634,2.8,55,0.3,110,6.9,ndma_sitrep
2013-07-03,2013-07-14,heatwave,NDMA-8939-80,IN-POLY-00001671,1,0,15,1145896,4573498,388789,1,2144114,8011,5.4,35,2.79,102,8.1,media_digest
2022-06-12,2022-06-22,cyclone,NDMA-2667-25,IN-POLY-00001672,3,0,10,52975915,1607348,15211895,1,563305,1590,6.1,98,1.58,103,2.1,impact_brief_b
2012-09-24,2012-09-28,earthquake,NDMA-5364-59,IN-POLY-00001673,1,0,14,1769962,388798,620819,1,805975,5377,2.4,69,0.3,126,4.1,impact_brief_b
2022-07-04,2022-07-10,heatwave,NDMA-1322-41,IN-POLY-00001674,1,1,10,4688449,488346,1895625,0,16221,7978,3.3,136,3.28,91,5.2,media_digest
2021-01-01,2021-01-12,earthquake,NDMA-1514-47,IN-POLY-00001675,1,1,15,9028036,5840072,2038769,0,153247,17976,0.0,54,2.16,92,1.2,ndma_sitrep
2025-09-14,2025-09-17,flood,NDMA-7338-48,IN-POLY-00001676,1,1,12,3812127,2333649,1291361,0,216603,8415,3.3,102,3.09,95,3.9,impact_brief_b
2014-10-08,2014-10-24,landslide,NDMA-5662-36,IN-POLY-00001677,0,1,7,545810,1086016,116011,0,226663,14042,1.3,103,0.23,109,1.4,media_digest
2014-04-25,2014-04-26,flood,NDMA-8985-55,IN-POLY-00001678,3,1,8,8776230,1444809,3489564,0,14348,1356,1.8,93,1.57,99,2.1,state_relief_note
2020-10-03,2020-10-20,wildfire,NDMA-2658-51,IN-POLY-00001679,2,0,12,18613452,387362,4171705,0,131366,9429,1.6,133,1.63,95,0.8,state_relief_note
2020-07-23,2020-07-26,cloudburst,NDMA-5912-95,IN-POLY-00001680,1,0,8,1422949,5247184,457065,0,89065,11398,5.3,104,1.86,113,0.3,rapid_assessment
2024-02-05,2024-02-22,wildfire,NDMA-9263-55,IN-POLY-00001681,0,0,14,3828445,3290833,202684,0,113750,6828,6.2,92,0.07,102,6.3,impact_brief_a
2012-03-14,2012-03-24,wildfire,NDMA-1857-85,IN-POLY-00001682,0,0,16,1881876,2386704,393940,1,523462,1722,2.0,115,1.6,95,3.9,impact_brief_b
2013-07-12,2013-07-17,heatwave,NDMA-6062-46,IN-POLY-00001683,3,0,16,1169754,3056331,316134,0,103072,12216,6.0,62,3.08,108,0.4,media_digest
2018-10-06,2018-10-25,cloudburst,NDMA-4542-11,IN-POLY-00001684,0,1,14,540035,683897,165498,0,74721,21769,3.7,58,1.43,121,0.1,impact_brief_a
2025-07-18,2025-08-07,flood,NDMA-6456-72,IN-POLY-00001685,1,0,16,6174904,638388,745806,1,55256,28422,0.7,91,3.48,115,1.7,ndma_sitrep
2023-11-08,2023-11-13,flood,NDMA-8419-27,IN-POLY-00001686,1,0,14,2289340,1095112,696264,1,13438,5148,4.5,106,1.23,92,6.0,state_relief_note
2025-09-02,2025-09-05,flood,NDMA-5272-97,IN-POLY-00001687,0,0,16,4707652,2673862,1643853,0,110560,8982,3.2,81,1.7,99,0.9,ndma_sitrep
2015-10-21,2015-10-28,heatwave,NDMA-9915-23,IN-POLY-00001688,3,0,12,4555676,315200,738188,0,186466,180385,0.8,83,3.45,102,0.7,rapid_assessment
2010-08-07,2010-08-23,flood,NDMA-1985-90,IN-POLY-00001689,1,0,14,1077603,31905,206175,0,144636,11289,4.4,82,1.89,106,3.2,state_relief_note
2019-12-04,2019-12-23,wildfire,NDMA-4096-25,IN-POLY-00001690,0,1,13,2507488,1929369,1038259,0,21572,10057,4.1,98,2.56,105,0.8,impact_brief_b
2020-12-26,2021-01-10,flood,NDMA-5390-94,IN-POLY-00001691,0,1,15,13993214,890031,1944537,0,237684,35602,2.7,120,2.87,107,2.0,ndma_sitrep
2018-09-21,2018-10-10,cold_wave,NDMA-1029-30,IN-POLY-00001692,1,0,15,11941031,1587269,2351444,0,312858,13982,1.6,91,2.71,122,5.3,ndma_sitrep
2010-01-09,2010-01-20,flood,NDMA-7215-52,IN-POLY-00001693,3,1,14,1486784,677056,503315,0,157798,5309,2.8,79,2.6,99,6.8,state_relief_note
2021-11-04,2021-11-20,flood,NDMA-1220-70,IN-POLY-00001694,1,1,14,2809727,344168,359428,1,542727,7754,0.9,51,2.81,99,1.1,rapid_assessment
2012-08-13,2012-08-22,landslide,NDMA-6352-28,IN-POLY-00001695,0,0,11,6324559,1680704,1594931,0,1132445,4110,4.8,156,3.46,104,0.3,ndma_sitrep
2015-01-06,2015-01-26,flood,NDMA-8598-33,IN-POLY-00001696,0,0,8,4715348,1891755,1642796,0,459076,23668,3.8,142,1.17,105,2.6,ndma_sitrep
