qol_infra_inspection_date,qol_infra_asset_type_code,qol_infra_asset_id_hash,qol_infra_condition_rating,qol_infra_work_order_count,qol_infra_mean_time_to_repair_days,qol_infra_preventive_maintenance_pct,qol_infra_pothole_reports_count,qol_infra_street_sweeping_completion_pct,qol_infra_water_main_break_count,qol_infra_sewer_overflow_count,qol_infra_signal_outage_minutes,qol_infra_graffiti_removal_days_avg,qol_infra_snow_plow_cycle_hours,qol_infra_leaf_pickup_completion_pct,qol_infra_permit_backlog_days,qol_infra_capital_project_status_code,qol_infra_service_request_backlog,qol_infra_operational_cost_inr,qol_infra_resident_report_accuracy_score
2019-10-20,PARK,78c22285ce6387f1,2,79,129,29.28,80,14.17,279,154,6726,17.11,61.39,14.2,229,COMPLETED,21554,54568668,85.2
2025-11-18,DRAIN,1c7410cc8a41d68c,5,296,71,60.2,2527,63.06,349,6,2628,20.95,65.68,79.67,343,PLANNED,15936,38512136,90.4
2021-11-12,PARK,d690cfb4b2339b99,4,481,29,12.8,3343,45.67,223,100,14476,55.23,3.93,94.93,166,CANCELLED,12198,29433401,99.4
2022-07-13,SIGNAL,680075982f238ef3,4,211,141,77.39,4072,11.43,69,157,18320,50.16,24.45,40.7,299,ON_HOLD,13721,5512595,24.8
2020-01-02,BRIDGE,117126b73433339f,3,200,170,19.96,5738,60.02,4,53,14839,8.91,59.19,3.58,347,COMPLETED,11407,38002887,81.2
2021-06-03,LIGHT,a45e4e5b9c04c70e,2,233,15,1.17,2337,89.1,354,0,6299,46.04,18.92,62.7,364,CANCELLED,18673,73291004,67.9
2019-06-24,ROAD,2244ab0d8e60807d,2,289,134,28.26,2734,50.85,100,27,10424,32.42,61.81,46.18,332,PLANNED,21920,47946935,19.5
2020-04-05,BRIDGE,393bf1185cc9e34c,4,136,26,46.41,1041,9.45,334,83,4545,29.17,43.14,4.58,54,ON_HOLD,6556,8798825,74.6
2023-03-19,DRAIN,347ab6da4b6102d1,2,426,47,99.15,46,54.95,199,180,2835,57.81,69.24,95.3,251,CANCELLED,5064,8685285,84.2
2025-10-24,PARK,c232b0abb2098433,2,37,36,5.89,721,26.0,157,231,12665,19.58,8.71,95.95,158,IN_PROGRESS,9056,1166333,60.2
2019-02-28,PARK,c51581a52ac75e53,5,313,59,34.05,1069,59.68,355,92,9040,48.27,6.89,7.32,137,IN_PROGRESS,22076,47864709,62.1
2020-02-26,BRIDGE,17c308d51469fb23,2,237,78,45.12,5244,18.57,220,80,16009,35.03,33.41,74.34,130,ON_HOLD,11379,58765080,96.5
2022-12-10,LIGHT,2d9bfd153af1d900,4,402,10,35.13,111,21.84,150,131,2975,21.56,51.83,44.77,188,ON_HOLD,24856,73085833,0.0
2023-11-02,LIGHT,8049c9ef76c8e8c4,5,450,35,49.62,1796,55.71,269,8,3162,57.54,5.31,15.84,141,CANCELLED,9746,18739320,7.5
2026-01-23,OTHER,a78e2c8781b4d14e,5,79,157,62.58,4794,24.43,364,198,17224,29.25,26.51,6.96,224,IN_PROGRESS,9044,74806756,98.2
2021-06-09,OTHER,679de252a6eb5c9d,2,65,146,7.31,2904,97.84,195,116,206,46.52,16.96,22.94,171,COMPLETED,3421,39484219,42.0
2021-03-10,LIGHT,d603ef2bbf33ff96,2,372,48,15.6,2833,96.85,263,214,19395,40.54,29.85,99.06,98,PLANNED,4591,12049918,79.1
2022-05-27,ROAD,62d865390c9b0fe3,5,49,113,10.64,1350,55.86,62,57,12050,41.25,56.14,40.36,359,PLANNED,10268,6598302,60.8
2023-04-02,BRIDGE,1ac96cc327dcc5b1,5,349,90,97.5,5709,47.19,288,225,6934,1.28,22.43,32.41,252,PLANNED,22009,63258751,54.5
2021-09-28,DRAIN,c35c6d2c9bb1ce3e,1,433,180,98.67,1880,58.59,323,100,12805,46.65,21.45,47.56,310,IN_PROGRESS,19943,25989980,5.4
2025-09-24,BRIDGE,eece5cac01c340f9,3,335,164,51.43,1462,46.25,124,148,16434,42.08,11.31,34.16,304,COMPLETED,9105,61854559,64.0
2024-08-24,ROAD,657ee978ac8d4a15,5,107,43,21.83,864,60.23,82,21,4486,22.92,19.2,3.77,317,COMPLETED,3201,73773937,29.8
2025-01-28,SEWER,deb27ce9a07196bd,1,225,92,84.91,4572,53.02,178,10,9963,26.92,15.36,21.61,160,IN_PROGRESS,13038,41153726,44.9
2021-08-12,SIGNAL,c38cdd99206023f3,1,338,45,66.09,814,99.28,148,143,16162,54.27,30.3,75.02,291,IN_PROGRESS,7152,72170846,38.8
2020-04-23,SIGNAL,6862da0be25bbcc3,2,64,155,35.94,5943,90.47,222,240,8962,32.12,45.21,19.1,330,PLANNED,4940,17526770,9.6
2019-03-10,LIGHT,7b39207b2462d3fa,2,219,139,41.21,4974,54.29,57,118,16612,59.21,24.98,0.27,248,ON_HOLD,7515,47549824,24.7
2021-04-28,DRAIN,03cc00616335ee69,1,309,93,64.81,5295,23.26,147,151,8553,27.04,26.39,60.67,349,ON_HOLD,23130,70362113,4.0
2025-07-10,WATER,ea7313ebcbbd867a,2,117,57,90.81,3348,72.24,278,38,7216,7.25,14.78,27.0,275,PLANNED,10793,1079283,49.4
2025-10-13,PARK,891eb97fdf21b7fb,2,263,117,81.83,1464,13.31,54,159,13959,35.82,49.28,61.71,157,ON_HOLD,9569,28959553,32.4
2020-06-17,SEWER,01a045055a598ddb,4,58,77,98.99,5567,0.28,106,216,18413,58.82,31.66,96.6,304,COMPLETED,5185,53616467,97.3
2024-08-04,DRAIN,a669bd0f537227db,1,494,169,48.11,3854,45.88,120,215,7386,41.96,46.66,58.01,265,PLANNED,7148,19878659,79.3
2025-10-01,ROAD,b805c42779f74c17,4,379,100,48.81,44,33.42,192,187,9701,42.54,39.82,63.95,39,IN_PROGRESS,19794,62007429,58.7
2023-05-08,BRIDGE,412160687a2ffb50,3,311,43,51.68,2638,72.27,26,78,698,2.72,24.74,93.24,239,PLANNED,7356,5212201,78.6
2022-05-07,WATER,50c3e76083c1e1e8,2,101,139,48.76,2371,62.15,246,110,7289,36.01,59.78,23.57,123,CANCELLED,11243,57110443,43.4
2022-01-01,SEWER,810752d9de5b8253,4,45,150,97.26,4230,19.78,306,18,10894,25.92,17.29,93.32,65,CANCELLED,9967,59278775,50.7
2022-12-03,BRIDGE,bc53fa609b48d69e,3,324,94,15.74,3078,14.45,395,50,10656,23.92,61.47,72.51,177,PLANNED,6699,59028058,8.8
2025-05-25,ROAD,ca55fcf3de2f36e8,4,487,162,55.63,433,58.75,91,200,10173,35.12,9.55,47.64,35,ON_HOLD,9383,41817932,12.6
2022-07-24,DRAIN,3863b10f8285303e,4,473,126,55.0,2108,13.25,280,45,6178,27.21,16.52,54.96,14,COMPLETED,18140,41192355,89.8
2023-07-01,WATER,87c795394f3a9c08,5,377,68,22.37,2955,54.78,111,20,12390,47.49,21.43,59.18,6,COMPLETED,3232,35350609,16.3
2024-11-18,DRAIN,94b8e0af8f70527b,1,7,58,70.01,5131,84.03,109,64,18948,7.99,41.44,98.77,110,IN_PROGRESS,7313,32065910,77.8
2025-04-21,PARK,7b4100d71015b277,4,458,32,26.64,5644,13.76,321,180,9088,28.4,22.21,32.92,192,PLANNED,2251,10295950,90.2
2023-04-19,DRAIN,30e41eff6aeccc5f,4,434,45,14.12,3908,41.87,181,13,8424,30.79,66.21,11.3,39,PLANNED,12473,59269796,53.7
2024-11-24,LIGHT,faa013f15d71e462,3,255,169,73.25,2421,33.6,134,95,10950,5.15,52.4,82.69,360,ON_HOLD,5488,6753933,53.3
2022-04-23,SIGNAL,e00f26745d7d6968,3,406,68,96.23,2831,69.1,99,166,17216,57.14,9.08,63.0,115,IN_PROGRESS,1821,33193078,46.7
2024-09-11,PARK,84b9d4c815b1f0fb,1,365,57,42.33,4309,33.16,6,226,10676,30.16,10.55,16.0,313,IN_PROGRESS,23669,12027122,44.8
2021-06-09,WATER,1bd2ed0bde9ce531,4,257,78,31.37,4902,11.29,239,50,13915,37.66,58.4,9.94,230,PLANNED,7586,36564626,36.2
2024-11-23,BUILD,75f1d0c21dd718ef,4,291,34,45.09,2679,46.29,324,80,13912,52.17,34.74,68.95,331,CANCELLED,13163,20337252,11.1
2023-03-23,ROAD,bda37d968e3b5be4,5,142,36,7.61,1080,24.48,219,198,18396,45.27,0.29,41.33,322,CANCELLED,21966,71085706,15.6
2020-06-23,WATER,e6ae4995aa25227a,4,168,1,63.18,4283,37.06,305,209,7264,42.39,38.9,95.94,262,COMPLETED,22259,48542933,65.1
2020-02-11,LIGHT,21434ed4e7cbebe5,3,232,20,6.99,5387,63.52,167,179,2033,18.85,10.67,55.59,332,IN_PROGRESS,16566,1756266,39.5
2021-08-06,WATER,278d35c143e18c60,2,109,82,27.94,3368,1.85,40,223,12306,52.67,48.79,22.38,60,COMPLETED,423,10267725,47.4
2022-08-03,OTHER,74bb040e4f6b8f31,4,358,176,58.02,2378,85.32,264,153,4704,34.28,51.87,66.85,114,COMPLETED,6080,40800442,98.9
2020-11-02,SEWER,492622bf9c59138f,3,423,121,82.29,2308,42.72,195,54,9921,5.31,24.74,36.57,99,PLANNED,21211,71699541,19.2
2021-07-02,DRAIN,c56dc98a3104aee0,1,417,38,93.64,1483,79.3,15,92,17378,9.44,34.17,33.46,188,IN_PROGRESS,8852,42966935,49.7
2020-10-31,DRAIN,295a96d399f74671,4,331,126,89.65,2705,50.34,259,170,9810,4.77,1.28,7.46,311,CANCELLED,21260,63285428,35.5
2023-05-02,PARK,0a2bd7493a260a75,3,37,87,12.24,4282,17.31,359,126,18240,23.52,45.08,6.52,62,ON_HOLD,19124,35802114,3.0
2019-09-07,PARK,6c2f50fe88cac8c3,3,250,3,85.11,1174,55.48,325,175,2284,52.77,34.05,56.91,341,ON_HOLD,11432,71669153,25.1
2023-12-12,WATER,fd175594e031e6fd,5,104,56,29.75,142,7.42,191,239,15786,24.98,50.55,29.69,123,IN_PROGRESS,6757,73194076,85.2
2023-05-25,SIGNAL,d23e5d49ad6c558d,5,63,16,91.11,3535,7.04,136,117,1346,59.55,39.49,67.48,115,PLANNED,84,1887707,25.4
2026-01-23,SEWER,492d6bc537178cea,4,470,148,21.2,4867,55.09,159,46,7987,34.29,18.59,36.77,293,CANCELLED,13909,45398816,2.3
2021-10-30,OTHER,1d5f09997a273e4f,1,158,4,52.23,2824,7.93,17,100,9549,47.98,32.89,96.25,124,CANCELLED,24983,38156672,6.1
2021-07-29,OTHER,398169fadc888455,5,181,52,29.41,2995,47.0,168,113,5739,36.32,30.35,11.12,92,ON_HOLD,8761,66318365,1.8
2024-08-12,ROAD,04822162b925836b,4,480,161,18.53,2151,92.93,177,200,6066,52.72,27.43,53.08,357,ON_HOLD,5059,32114896,77.6
2022-03-22,SEWER,79e1c53e0e514713,3,265,138,50.64,5068,56.09,207,34,13104,40.95,34.54,82.81,192,CANCELLED,13187,32705479,11.7
2025-02-18,OTHER,fc7f578174ec9b51,1,8,140,93.0,3183,47.23,87,184,2300,20.86,7.28,13.71,253,CANCELLED,601,12892766,57.1
2023-04-23,SEWER,71cff7f42b5f064b,2,408,98,42.07,2122,41.25,51,215,3360,28.07,14.88,45.51,295,COMPLETED,7756,4621024,80.1
2021-08-15,SIGNAL,fec5b4e0cc8e5c87,1,388,6,49.23,4739,16.17,171,111,16145,16.54,71.65,60.43,93,PLANNED,130,16558616,20.9
2025-11-12,SEWER,0aac682f94b49988,2,72,0,84.64,5849,82.61,303,62,2454,42.75,5.86,76.65,63,COMPLETED,5628,59600392,40.6
2020-06-12,PARK,a91e29023bd00d2e,5,354,58,18.28,5044,77.94,356,222,6507,17.21,67.75,82.56,184,PLANNED,6721,34894638,98.7
2025-09-06,SEWER,9eec8a39e385ccff,4,177,148,33.61,5714,78.6,189,121,6858,26.56,36.92,77.0,97,COMPLETED,9889,47656337,55.7
2024-09-16,OTHER,6db5c48223b96829,3,227,23,31.42,2013,33.77,239,194,5592,49.65,7.7,2.57,121,PLANNED,4463,3027910,90.0
2024-07-04,BUILD,619e8a10e479f9c0,3,216,71,93.13,4279,50.48,85,4,2165,13.73,61.08,51.59,76,PLANNED,11488,55115733,71.7
2019-05-10,LIGHT,9b0ed5c6642e10fc,3,424,64,99.44,1730,95.73,9,235,4193,22.37,69.17,55.56,225,ON_HOLD,24461,4202278,16.8
2020-02-22,WATER,b813add6f5314860,5,80,95,56.17,224,57.12,397,5,4506,5.64,25.75,1.39,91,COMPLETED,22537,9555522,14.0
2026-02-10,OTHER,ab1128abfdda99c8,5,345,98,17.45,4248,89.04,203,55,861,10.54,48.81,40.82,302,COMPLETED,19149,70897946,0.8
2020-07-10,LIGHT,763059868d52f759,4,402,84,74.02,2045,47.18,62,240,6007,9.37,16.78,82.69,175,CANCELLED,11930,68996148,95.6
2022-11-11,WATER,ad9c205ff8c29c6e,2,432,173,21.36,1123,89.06,232,245,8719,40.83,53.18,10.23,150,COMPLETED,12260,15182863,50.8
2023-12-12,DRAIN,ef256dd3db9457c3,4,79,85,55.18,5152,58.97,270,238,15695,34.58,17.42,18.24,70,PLANNED,8907,55592689,34.6
2025-12-21,OTHER,796e0688166b0f67,1,253,110,72.43,860,72.93,146,48,18452,34.03,48.99,27.84,158,PLANNED,843,8178371,50.7
2021-04-27,ROAD,3aa06f631169066b,3,267,89,72.28,5007,34.53,137,111,6277,39.53,22.45,76.91,153,ON_HOLD,12256,10301336,3.4
2025-11-30,SEWER,cf2df9588791f621,2,336,27,32.7,578,74.63,135,96,7846,47.96,2.81,74.6,141,PLANNED,11596,54524693,28.4
2020-09-11,ROAD,a117aada9071e1df,5,179,57,73.07,540,49.01,40,141,690,28.69,55.75,72.55,189,COMPLETED,3768,6023799,84.4
2021-07-03,BUILD,b61abef32eeb660d,2,146,15,94.59,2802,5.26,393,148,3024,50.21,32.69,71.85,124,ON_HOLD,6582,68409899,15.7
2024-04-27,BUILD,4060bc0597758502,1,242,102,79.96,5563,30.59,236,152,7630,35.49,59.65,3.94,49,COMPLETED,22247,74023156,23.3
2023-07-06,PARK,ecac3b6d93482846,3,103,114,54.69,4332,47.4,130,72,16746,1.99,19.16,56.63,227,COMPLETED,8527,68014202,11.7
2023-04-11,DRAIN,76045695e548b128,2,331,53,87.9,3110,17.87,10,42,10529,22.67,0.55,90.99,353,CANCELLED,3811,74178449,14.7
2020-06-15,BUILD,dc75bfe061c60255,2,416,134,21.17,4803,27.57,0,71,16555,34.41,50.24,37.8,19,CANCELLED,22968,35943434,31.9
2021-05-18,WATER,37d804a09a074759,4,49,127,83.92,3096,39.53,299,59,14500,19.26,26.34,35.12,249,ON_HOLD,217,21076842,28.4
2022-06-06,DRAIN,7cf0c50b1d7a2b70,4,310,5,60.36,1920,19.14,89,51,7533,6.05,5.87,56.44,156,ON_HOLD,7028,22720332,69.3
2024-04-24,DRAIN,dcb56da0e8e13e19,5,232,38,49.34,5436,97.36,399,26,3891,38.99,1.7,11.06,23,CANCELLED,20117,57441313,11.0
2025-08-21,SEWER,1ca3182627dac18b,3,1,27,70.47,5189,33.31,175,189,9683,25.28,39.41,93.58,61,IN_PROGRESS,24628,25090152,20.4
2023-07-31,BUILD,52a15e9f278c6627,3,70,136,35.75,1736,91.51,318,142,14487,12.48,48.14,24.51,292,ON_HOLD,1245,47572545,49.4
2022-12-11,PARK,1b9a4f9e102188b1,5,133,166,84.92,597,14.3,44,160,11034,58.35,16.35,22.76,125,CANCELLED,6637,50706748,66.4
2025-11-25,DRAIN,66f894726b2cc8a4,2,271,23,23.35,5415,27.57,34,190,14628,29.61,13.56,39.71,179,ON_HOLD,6755,20503511,41.2
2019-04-19,PARK,02ab1ca3d0317ab0,5,247,1,30.67,154,69.81,320,120,19325,19.46,16.04,12.36,144,IN_PROGRESS,20214,73617747,82.1
2025-12-18,ROAD,ab51229f7a634c03,3,202,41,44.3,1790,26.09,96,239,15495,40.84,13.48,94.11,50,IN_PROGRESS,17938,65084632,59.5
2022-07-15,DRAIN,3c09bd1cad7811c5,3,438,61,40.42,83,25.49,39,125,365,57.6,19.85,18.96,176,COMPLETED,24693,46292601,95.0
2021-09-12,DRAIN,15f8aac56ce94706,5,228,169,13.76,4629,66.7,369,186,10282,19.19,61.06,22.72,233,COMPLETED,10666,3536808,92.5
2025-01-11,OTHER,69812e4deb7372e8,3,410,106,14.64,3584,24.31,153,246,7415,21.03,62.81,23.91,93,CANCELLED,8547,30010216,97.6
2020-06-25,ROAD,a6f87cefb9067e97,2,415,9,90.24,1908,20.75,291,88,3482,40.12,18.3,44.02,157,ON_HOLD,5227,9825401,4.5
2026-01-02,WATER,ffaca53f34dec239,3,452,177,48.07,2938,73.17,129,187,19107,36.41,48.17,53.59,301,PLANNED,7859,70960626,97.2
2023-05-31,ROAD,0acba972cdfaedef,5,32,52,52.49,2677,76.84,365,239,5262,29.36,69.7,94.13,9,IN_PROGRESS,15686,61003225,80.5
2024-03-13,ROAD,f28361180889fdf2,2,3,102,61.9,4835,75.31,245,231,12313,19.11,41.41,78.4,324,IN_PROGRESS,18640,28371311,14.9
2020-11-28,BRIDGE,382c5c1202bcbc7e,5,336,6,41.38,5913,64.61,240,166,2960,27.22,20.36,68.39,246,ON_HOLD,24957,59373050,26.9
2020-02-07,BUILD,cf54c2949eb55bad,2,373,132,52.27,3441,62.09,55,249,14897,22.05,57.12,46.33,24,CANCELLED,7484,19724174,19.8
2024-05-18,SIGNAL,dc04ee0d7fd8a0f5,3,17,24,41.35,3275,42.23,151,36,19928,44.24,34.29,60.61,53,IN_PROGRESS,12978,50964559,51.1
2025-06-17,LIGHT,7e745398a9e4afae,1,380,153,29.99,3483,9.7,238,247,13852,21.49,48.05,0.33,322,IN_PROGRESS,22879,67870786,61.2
2023-01-26,SIGNAL,d52150dc4e96131a,4,431,152,24.61,3732,17.08,51,136,4848,49.97,10.62,42.28,285,PLANNED,7881,18015275,66.6
2021-07-25,ROAD,9e6377be13f73834,2,243,47,17.98,2168,54.68,144,182,8063,48.93,5.9,16.58,251,ON_HOLD,12671,13699731,79.1
2020-04-27,PARK,9f522db2f2eafd58,1,387,62,68.52,5553,97.23,52,182,4264,24.39,63.93,72.6,352,ON_HOLD,13784,55036884,34.4
2022-12-07,BUILD,c0516f1c337b1ab9,3,327,54,29.79,4457,41.9,341,116,4412,10.76,1.21,45.72,153,PLANNED,6815,45229742,75.7
2019-01-30,SIGNAL,7c9186c4a293617c,2,158,157,48.86,2312,60.49,30,7,15799,43.06,49.18,30.41,93,CANCELLED,20374,17918070,83.7
2021-07-06,DRAIN,e869b19ffdb7824e,3,116,131,18.37,5870,13.68,139,250,8452,5.37,70.73,46.72,132,COMPLETED,12390,45414922,58.9
2022-03-28,BRIDGE,4770d59cfd9b61f8,3,169,76,55.46,5227,84.84,188,5,12016,15.36,70.83,5.44,190,CANCELLED,12304,67178745,87.8
2020-06-01,LIGHT,fa3eda18f97c5f66,3,69,55,67.47,4251,21.27,44,96,10585,52.08,12.49,91.14,215,PLANNED,11832,54834699,48.8
2019-03-25,BRIDGE,3d766a6e498d5125,3,482,49,24.71,1787,86.37,384,236,18584,30.61,31.79,68.64,168,CANCELLED,11738,44724384,58.2
2023-08-29,WATER,fcdfd0d3d338eb69,4,119,94,60.23,3374,12.09,249,106,18463,22.69,10.5,78.75,252,ON_HOLD,1914,58158531,35.4
2025-06-14,WATER,93673edd72538cf2,4,161,130,53.82,2858,32.74,125,1,6034,37.04,21.93,79.8,206,ON_HOLD,13676,36599700,87.0
2022-03-22,DRAIN,124591dc3e14120a,3,14,79,9.91,2425,73.65,226,218,374,49.8,56.02,25.74,111,CANCELLED,11254,13870149,36.5
2023-10-08,DRAIN,c08dc8e8e1c7fce6,3,7,95,4.35,997,67.02,21,153,19398,18.59,13.82,62.0,249,IN_PROGRESS,22267,42400699,58.2
2021-08-30,BUILD,5e4573a78789792c,4,331,121,65.09,3869,37.66,359,164,6002,12.14,59.35,73.61,24,PLANNED,9380,67773911,30.7
2023-02-01,ROAD,504c3b53eb74874a,3,427,59,50.92,2840,46.43,251,132,2512,45.08,7.3,16.28,191,PLANNED,20724,15161246,28.8
2023-10-31,SEWER,130b8ae7f30ec7de,1,107,2,61.42,4262,71.59,23,205,378,40.78,61.83,94.15,269,PLANNED,18315,74590274,22.6
2025-01-29,BRIDGE,c070029423ba8fe4,2,36,3,94.87,2128,40.83,119,15,10690,22.37,0.97,93.86,171,ON_HOLD,15802,61473062,1.7
2023-10-23,PARK,3425fc1fca5dc6b1,5,113,72,33.25,3578,57.23,210,3,6695,23.44,4.15,89.27,333,IN_PROGRESS,1971,61285468,5.5
2023-03-19,WATER,a5ac825b1f4131d0,3,46,175,41.65,1324,85.4,34,81,14414,5.59,13.06,57.65,342,PLANNED,2248,8320985,96.6
2024-11-24,BUILD,295e5f5af4487703,1,44,11,36.2,385,70.22,144,186,6406,13.3,60.16,80.95,201,COMPLETED,4924,4226060,15.7
2023-11-02,SEWER,859af930fdb6cb9d,4,384,105,2.1,3230,93.92,380,108,13865,58.57,4.65,94.08,160,ON_HOLD,10508,71293175,92.0
2023-05-28,SEWER,bf7c6fe630cc5c47,3,491,87,14.88,1296,38.21,345,250,18687,47.96,52.43,41.55,178,COMPLETED,14658,8183925,92.6
2023-08-23,LIGHT,7ec8d5217ecc2c7a,1,337,74,31.1,1479,25.64,307,81,2100,29.21,47.64,52.98,197,ON_HOLD,5314,67014399,10.3
2019-08-18,DRAIN,9f81ba763e358e89,1,175,71,25.66,5899,57.76,264,226,22,15.91,64.46,18.8,186,CANCELLED,6686,68614446,7.4
2022-12-22,LIGHT,133c37529f4c0520,2,248,124,51.77,5667,53.95,221,182,4035,13.83,34.59,87.81,156,PLANNED,22904,18422080,5.7
2021-06-16,BUILD,0cf188adbd9dd8b9,5,42,40,66.29,5459,99.01,287,219,5947,48.32,11.08,70.33,144,PLANNED,18554,29993748,61.3
2024-05-10,WATER,d85b09e4269e21aa,5,27,106,29.91,594,24.03,18,46,15633,40.93,66.67,49.38,247,IN_PROGRESS,24895,51587373,93.9
2022-07-11,BUILD,94ddb59001f5a77e,2,295,142,50.03,2399,64.35,57,139,13941,52.53,39.42,45.07,323,PLANNED,15871,25194989,14.1
2024-12-24,PARK,bab60d1f8aeae6dd,5,2,99,16.54,2435,13.86,228,86,1674,50.96,49.44,19.07,297,PLANNED,22408,13151569,61.6
2023-01-22,BRIDGE,95edb4c6970ae24f,1,83,66,94.33,4462,86.72,274,189,13339,46.22,17.52,67.0,363,ON_HOLD,10647,49572527,64.3
2020-12-09,SIGNAL,ca335236c5de1ac0,4,282,151,56.76,126,28.85,275,8,19006,3.66,30.88,99.13,356,ON_HOLD,16514,14921736,0.9
2020-06-04,DRAIN,1633a510d31cb6e4,1,396,72,33.75,5970,84.73,373,181,16848,25.4,54.18,68.65,316,CANCELLED,21287,38579589,2.5
2023-01-15,BRIDGE,32699d7b4d7dfc5d,5,33,132,41.33,3150,10.98,9,222,5978,34.03,43.24,50.53,83,PLANNED,19828,31697756,30.7
2025-04-17,LIGHT,e771d9853a24627e,5,199,52,6.2,479,32.02,373,242,10913,57.87,36.91,43.08,232,IN_PROGRESS,16525,56608337,40.3
2019-02-19,SIGNAL,590d13a5ca0e9838,4,391,80,31.48,2666,77.88,98,152,19539,3.09,29.31,20.3,24,CANCELLED,19914,6062628,51.8
2025-11-04,SIGNAL,0dbfd4e533d0fff9,1,318,173,89.62,5395,56.82,252,90,10849,11.5,57.36,89.34,195,CANCELLED,6222,52995058,11.8
2019-02-02,SEWER,7be651fe88c2befb,3,177,127,10.03,3730,44.2,353,124,18170,21.92,37.69,93.53,229,COMPLETED,12835,2391206,31.3
2025-05-31,LIGHT,c258b4dea3298b9d,3,306,82,82.14,1242,72.19,127,194,3229,40.68,0.53,39.83,173,CANCELLED,4230,69381983,74.2
2025-04-14,BRIDGE,841034fd1d3e1675,3,418,107,21.15,1549,22.24,179,90,5766,9.95,26.12,57.97,174,IN_PROGRESS,5277,20460639,24.3
2023-05-23,BUILD,bcde6dbb6d325d1f,1,346,58,67.6,3863,51.68,56,9,19678,24.2,20.43,66.84,112,IN_PROGRESS,3433,13334549,22.8
2021-02-08,WATER,4ed4e03dbc09e25c,2,214,99,84.92,4887,3.65,68,72,9607,26.88,58.91,25.16,232,PLANNED,10457,65500720,50.2
2021-05-22,PARK,9ff0b9b9f3a8973a,3,253,105,6.69,2574,90.87,265,62,17607,19.0,9.33,91.61,59,PLANNED,5042,29096666,11.8
2021-08-12,SEWER,423d8fad42fdad46,1,65,91,58.74,4045,91.07,262,99,13271,45.54,0.18,43.63,269,CANCELLED,991,8491433,93.5
2020-12-06,LIGHT,1ad16e132f34c9f3,2,365,33,58.18,5242,8.07,378,47,15944,45.11,15.08,94.22,267,PLANNED,10504,32301785,72.3
2020-03-21,LIGHT,5a7c01d547fe90da,4,156,86,64.51,2165,62.92,211,11,19843,12.2,52.87,38.17,2,PLANNED,24230,72648943,69.3
2023-08-26,PARK,41be768e5856f6cc,2,73,148,52.33,3343,95.81,174,98,9890,33.92,59.68,15.95,72,ON_HOLD,2781,28333414,44.6
2025-10-02,DRAIN,3fcde86308bdba1d,3,230,86,17.89,3992,93.92,262,243,10082,40.29,71.52,43.6,264,IN_PROGRESS,2353,13589717,42.6
2023-07-16,BUILD,b85a6d3ee57090b9,2,136,131,63.11,3216,54.82,316,171,9097,24.74,21.13,27.81,322,IN_PROGRESS,22549,4171376,80.1
2023-02-26,PARK,8811f26e3ecb8fbe,4,292,147,74.88,926,89.36,298,35,17899,18.78,35.74,17.68,295,COMPLETED,2853,16271748,6.9
2025-08-07,ROAD,4fec36daa29515e7,1,452,62,0.75,3644,85.86,13,154,12680,8.37,53.29,37.49,288,IN_PROGRESS,6076,51305592,56.8
2020-08-07,SIGNAL,672e7cb5aac36822,2,452,12,83.2,4347,27.95,32,132,8035,46.96,62.07,81.38,95,PLANNED,242,12409365,38.1
2024-10-31,ROAD,58d5e9f8e4521e6a,1,14,18,42.95,2156,48.62,3,9,5766,44.12,36.07,86.93,119,IN_PROGRESS,19890,7465512,78.1
2021-07-21,BUILD,f5f5b9878a4d8f20,4,430,8,89.58,2866,77.8,292,180,2828,11.13,44.26,19.13,220,COMPLETED,15729,24393662,5.9
2021-01-23,LIGHT,e4d20fb84bcb8623,2,404,92,48.01,479,80.11,242,59,11969,48.58,52.66,74.57,3,COMPLETED,9765,49488079,64.1
2022-03-22,DRAIN,1f687ec9c566f3ef,1,170,45,7.73,577,97.98,315,91,16206,41.07,66.14,36.85,340,CANCELLED,23042,4010765,65.9
2023-02-02,DRAIN,e669860845613372,1,134,129,43.37,2196,69.25,172,228,5741,36.12,61.1,79.11,305,CANCELLED,11449,65683032,50.3
2022-10-10,WATER,52c57eb07cdf5ff5,4,336,47,50.55,2389,72.71,121,44,5201,24.41,21.11,68.66,225,COMPLETED,1452,37223404,76.9
2025-07-13,DRAIN,f6e83a70454548a7,4,108,9,9.42,2936,33.47,112,225,8679,29.99,2.37,25.52,303,CANCELLED,2799,18015541,47.6
2022-02-19,OTHER,9465178e6d001a05,1,409,28,69.63,3059,34.3,112,7,5656,19.96,9.68,27.85,95,PLANNED,19902,42544537,62.5
2022-01-04,PARK,f8cd2a24061b2678,5,430,37,62.61,1569,4.42,316,103,19209,44.1,67.34,55.76,198,IN_PROGRESS,1871,18308883,28.2
2025-07-27,SEWER,235292b2d4d10757,1,180,68,61.67,3567,95.2,352,1,15029,53.54,21.1,21.66,60,ON_HOLD,12879,65630211,77.7
2021-06-26,SIGNAL,e2cc0c9be859ae9c,4,350,39,56.43,3603,4.89,307,209,9106,14.65,34.33,33.08,139,ON_HOLD,18618,35033597,92.9
2021-05-15,PARK,bd74408961262694,5,363,55,61.98,72,2.58,176,75,6710,8.87,27.64,27.62,80,ON_HOLD,22457,16721591,29.2
