gov_contract_contract_award_date,gov_contract_contracting_office_code,gov_contract_naics_code_contract,gov_contract_psc_code,gov_contract_vendor_duns_hash,gov_contract_contract_vehicle_type,gov_contract_competition_type,gov_contract_contract_value_usd,gov_contract_ceiling_value_usd,gov_contract_obligated_amount_usd,gov_contract_period_of_performance_start,gov_contract_period_of_performance_end,gov_contract_small_business_set_aside,gov_contract_socioeconomic_category,gov_contract_subcontracting_plan_flag,gov_contract_labor_standards_clause_flag,gov_contract_buy_american_clause_flag,gov_contract_performance_based_flag,gov_contract_termination_for_default_flag,gov_contract_past_performance_score
2016-06-25,OFF001,334111,R408,DUNS000001638,BPA,SMALL_BUSINESS,161628332.38,353114644.67,160682495.06,2016-07-26,2021-09-16,SB,NONE,0,1,0,0,0,36.6
2016-06-26,OFF006,325412,D399,DUNS000001639,IDIQ,FULL_OPEN,54854312.1,80370989.78,11287223.0,2016-07-27,2020-08-14,WOSB,DBE,0,0,1,1,0,73.4
2016-06-27,OFF006,541330,D399,DUNS000001640,BPA,SMALL_BUSINESS,4861186007.62,18906866203.0,3068835298.69,2016-07-28,2024-01-16,WOSB,SDB,0,1,1,1,0,54.61
2016-06-28,OFF001,237310,D399,DUNS000001641,SEALED_BID,FULL_OPEN,5978528981.05,13915392367.52,5845948232.3,2016-07-29,2026-01-04,NONE,8A,0,1,0,1,0,60.48
2016-06-29,OFF002,561210,J015,DUNS000001642,GSA_SCHEDULE,SOLE_SOURCE,3267301748.22,14989892456.45,525979364.89,2016-07-30,2026-04-07,NONE,NONE,1,1,1,1,0,16.93
2016-06-30,OFF002,237310,F999,DUNS000001643,OT,FULL_OPEN,1946555026.66,6788284036.72,441814879.33,2016-07-31,2017-04-23,NONE,DBE,0,0,1,0,0,21.36
2016-07-01,OFF001,541519,D399,DUNS000001644,GSA_SCHEDULE,SMALL_BUSINESS,2537783494.96,14798582016.33,605510792.01,2016-08-01,2020-08-10,NONE,NONE,0,1,1,0,0,63.26
2016-07-02,OFF006,541330,R408,DUNS000001645,IDIQ,HUBZONE,5039877817.02,22272749866.18,3676136346.97,2016-08-02,2018-05-03,SB,NONE,0,0,1,1,0,52.03
2016-07-03,OFF005,541511,K016,DUNS000001646,OTHER,HUBZONE,5395633546.68,14472556718.58,3033561844.81,2016-08-03,2017-06-15,SB,NONE,1,1,0,0,0,39.55
2016-07-04,OFF003,541330,R408,DUNS000001647,GSA_SCHEDULE,FULL_OPEN,3468645367.79,10861851976.3,2561762335.34,2016-08-04,2018-12-10,SB,NONE,1,1,0,0,0,57.84
2016-07-05,OFF001,541519,K016,DUNS000001648,BPA,SMALL_BUSINESS,2415016694.4,10053321996.69,747772217.43,2016-08-05,2024-06-01,8A,NONE,1,0,1,0,0,48.73
2016-07-06,OFF002,561210,D302,DUNS000001649,GSA_SCHEDULE,8A,4794115104.14,10884005241.05,3127958241.02,2016-08-06,2022-08-13,NONE,WOSB,0,1,0,1,0,36.19
2016-07-07,OFF006,561210,J015,DUNS000001650,GSA_SCHEDULE,SMALL_BUSINESS,490349436.02,2882762432.32,449613277.32,2016-08-07,2021-01-13,NONE,NONE,0,1,1,1,1,22.55
2016-07-08,OFF005,325412,D399,DUNS000001651,GSA_SCHEDULE,SOLE_SOURCE,615640233.53,2745682493.27,303552441.83,2016-08-08,2016-11-26,NONE,HUBZONE,0,1,1,0,0,67.63
2016-07-09,OFF005,561210,S206,DUNS000001652,IDIQ,FULL_OPEN,3756161342.98,8805246794.48,1831096599.03,2016-08-09,2025-06-07,SDVOSB,NONE,1,1,0,0,0,41.1
2016-07-10,OFF005,237310,B510,DUNS000001653,OTHER,8A,347301205.89,1962328504.94,203641776.69,2016-08-10,2022-06-11,WOSB,DBE,1,0,1,0,0,99.51
2016-07-11,OFF002,561210,S206,DUNS000001654,IDIQ,FULL_OPEN,4140836407.94,16444114123.61,1933849098.07,2016-08-11,2019-10-06,SB,NONE,0,1,1,0,0,63.41
2016-07-12,OFF002,611430,S206,DUNS000001655,GWAC,FULL_OPEN,5929591311.48,14459666460.7,2941500773.2,2016-08-12,2019-08-04,NONE,SDVOSB,1,1,0,1,0,31.44
2016-07-13,OFF002,541330,A301,DUNS000001656,IDIQ,SOLE_SOURCE,2695395474.54,13747031854.08,613568279.58,2016-08-13,2020-08-10,HUBZONE,NONE,0,1,0,0,0,23.24
2016-07-14,OFF006,541519,D302,DUNS000001657,GSA_SCHEDULE,SMALL_BUSINESS,4938788660.95,11973082251.39,1303807083.8,2016-08-14,2025-06-13,SB,SDB,1,1,1,0,0,25.94
2016-07-15,OFF005,237310,A301,DUNS000001658,BPA,FULL_OPEN,5231831713.28,7120663512.71,3100648515.1,2016-08-15,2018-12-21,8A,NONE,1,0,0,1,0,51.04
2016-07-16,OFF001,611430,C211,DUNS000001659,IDIQ,SMALL_BUSINESS,4662604076.82,23227142861.64,3052973799.5,2016-08-16,2020-03-02,NONE,HUBZONE,0,1,1,0,0,45.14
2016-07-17,OFF001,541511,B510,DUNS000001660,OT,SOLE_SOURCE,721977543.54,3702028886.6,637001284.68,2016-08-17,2020-09-15,SB,NONE,0,0,1,0,0,78.06
2016-07-18,OFF003,325412,D302,DUNS000001661,GWAC,SMALL_BUSINESS,3111969398.75,12625414553.65,687511319.79,2016-08-18,2025-01-07,SB,NONE,1,1,1,0,0,57.35
2016-07-19,OFF001,236220,A301,DUNS000001662,IDIQ,SOLE_SOURCE,3165425649.45,5101532028.24,506568891.55,2016-08-19,2019-08-18,SDVOSB,SDVOSB,1,1,1,0,0,71.48
2016-07-20,OFF002,334111,B510,DUNS000001663,BPA,FULL_OPEN,1179116043.26,2852932439.37,116799177.18,2016-08-20,2023-03-26,NONE,WOSB,1,1,1,0,0,96.17
2016-07-21,OFF001,541512,C211,DUNS000001664,GSA_SCHEDULE,SMALL_BUSINESS,5052371128.18,14742780061.11,1350595040.95,2016-08-21,2020-05-18,NONE,HUBZONE,0,1,1,0,0,41.5
2016-07-22,OFF001,561210,C211,DUNS000001665,GSA_SCHEDULE,FULL_OPEN,269213283.27,1429373327.49,204864006.9,2016-08-22,2017-08-22,NONE,SDB,1,0,1,0,0,64.42
2016-07-23,OFF002,236220,B510,DUNS000001666,GSA_SCHEDULE,OTHER,3520536958.69,12347605193.11,2113091305.13,2016-08-23,2021-03-04,SB,DBE,1,0,0,1,0,40.35
2016-07-24,OFF003,541330,S206,DUNS000001667,OTHER,FULL_OPEN,5370977834.31,9826221542.66,1805809716.78,2016-08-24,2020-11-15,8A,NONE,1,0,0,0,0,42.88
2016-07-25,OFF002,237310,K016,DUNS000001668,BPA,FULL_OPEN,1226994220.44,3990934069.95,70307282.43,2016-08-25,2025-01-25,HUBZONE,NONE,1,1,1,1,0,58.15
2016-07-26,OFF004,541330,J015,DUNS000001669,OTHER,SOLE_SOURCE,4346422302.54,19440563323.47,2796560908.71,2016-08-26,2017-09-10,NONE,NONE,0,1,1,1,0,92.34
2016-07-27,OFF004,541512,J015,DUNS000001670,GSA_SCHEDULE,SMALL_BUSINESS,2223927292.36,12798698912.2,126009056.76,2016-08-27,2017-12-18,NONE,SDB,1,1,1,0,0,48.46
2016-07-28,OFF003,236220,K016,DUNS000001671,GWAC,SOLE_SOURCE,1585487196.81,9000669837.39,729976557.24,2016-08-28,2023-08-22,HUBZONE,NONE,0,1,1,1,0,60.82
2016-07-29,OFF001,541511,A301,DUNS000001672,OTHER,SDVOSB,5915173267.91,20840268955.32,3250087716.8,2016-08-29,2019-08-14,SB,SDVOSB,1,1,1,1,0,90.75
2016-07-30,OFF006,325412,K016,DUNS000001673,BPA,SMALL_BUSINESS,1416331043.11,7377128341.81,847349261.31,2016-08-30,2018-06-22,NONE,SDB,1,1,1,0,0,49.31
2016-07-31,OFF005,561210,F999,DUNS000001674,OTHER,FULL_OPEN,3408699496.57,20045577291.36,412864109.39,2016-08-31,2021-02-15,SB,NONE,1,1,0,1,0,65.91
2016-08-01,OFF003,236220,R408,DUNS000001675,OTHER,8A,2709935046.44,14580330674.63,448327550.33,2016-09-01,2020-03-25,NONE,SDVOSB,0,0,1,1,0,96.58
2016-08-02,OFF003,561210,D302,DUNS000001676,GSA_SCHEDULE,HUBZONE,5975085373.21,8418875411.57,731402472.96,2016-09-02,2024-01-15,SB,HUBZONE,1,0,1,0,0,84.94
2016-08-03,OFF004,611430,D302,DUNS000001677,IDIQ,SMALL_BUSINESS,2366134519.93,9503422986.89,1442309587.24,2016-09-03,2022-02-08,WOSB,NONE,0,1,1,0,0,56.18
2016-08-04,OFF005,541512,F999,DUNS000001678,IDIQ,OTHER,5911829495.83,28824560526.78,3163758738.65,2016-09-04,2022-12-08,SDVOSB,WOSB,0,1,1,1,0,55.8
2016-08-05,OFF002,541512,J015,DUNS000001679,IDIQ,FULL_OPEN,3685024597.33,7109788502.39,3111579606.64,2016-09-05,2022-06-15,SDVOSB,NONE,0,1,1,0,0,56.79
2016-08-06,OFF006,237310,K016,DUNS000001680,OTHER,SMALL_BUSINESS,3135500326.44,8316805062.33,262683802.59,2016-09-06,2022-07-04,8A,8A,0,1,0,1,0,95.5
2016-08-07,OFF006,237310,R408,DUNS000001681,GSA_SCHEDULE,HUBZONE,5735659771.15,15697297489.69,4376720795.09,2016-09-07,2019-12-15,8A,HUBZONE,0,1,0,0,0,42.66
2016-08-08,OFF006,611430,D399,DUNS000001682,GSA_SCHEDULE,HUBZONE,5868862801.51,20657454543.08,4250934964.0,2016-09-08,2021-12-24,WOSB,DBE,0,0,0,1,0,7.95
2016-08-09,OFF005,541519,R408,DUNS000001683,GSA_SCHEDULE,FULL_OPEN,4857468538.92,12542025944.11,3986611514.31,2016-09-09,2017-06-29,NONE,8A,1,1,1,0,0,12.68
2016-08-10,OFF003,561210,A301,DUNS000001684,BPA,FULL_OPEN,3618364222.84,18476520720.45,1001534422.73,2016-09-10,2017-06-22,NONE,NONE,1,0,1,1,1,65.36
2016-08-11,OFF002,541330,R408,DUNS000001685,IDIQ,OTHER,4201977015.05,16432618498.41,1046887983.23,2016-09-11,2016-11-10,NONE,WOSB,0,1,0,1,0,46.53
2016-08-12,OFF002,541330,S206,DUNS000001686,IDIQ,SMALL_BUSINESS,5147076156.79,5275538580.94,2252251343.5,2016-09-12,2019-01-08,NONE,NONE,1,1,0,1,0,63.12
2016-08-13,OFF006,541511,J015,DUNS000001687,IDIQ,SOLE_SOURCE,2520078331.95,3920525507.43,2419977143.99,2016-09-13,2023-11-25,SDVOSB,NONE,0,0,1,1,0,39.9
2016-08-14,OFF003,541512,A301,DUNS000001688,BPA,HUBZONE,466371513.06,1940511537.05,100757356.25,2016-09-14,2026-04-01,SB,NONE,1,1,1,0,0,11.96
2016-08-15,OFF006,541519,C211,DUNS000001689,IDIQ,8A,1123513355.49,2096895309.67,283353687.5,2016-09-15,2021-05-26,NONE,SDVOSB,0,1,1,0,0,93.76
2016-08-16,OFF006,236220,D399,DUNS000001690,GWAC,SOLE_SOURCE,3693312194.85,22082117762.09,3515014727.96,2016-09-16,2017-11-08,HUBZONE,HUBZONE,0,1,1,0,0,0.06
2016-08-17,OFF006,541512,D399,DUNS000001691,OT,SOLE_SOURCE,830944006.34,1064428817.7,225952219.32,2016-09-17,2020-02-11,NONE,8A,0,0,1,1,0,34.63
2016-08-18,OFF001,237310,D302,DUNS000001692,BPA,FULL_OPEN,777868384.8,3770570033.53,641669101.63,2016-09-18,2024-06-11,NONE,HUBZONE,1,1,1,0,0,75.34
2016-08-19,OFF005,237310,B510,DUNS000001693,SEALED_BID,FULL_OPEN,5475450551.82,16477900815.03,2829981037.47,2016-09-19,2019-09-15,NONE,8A,1,0,0,1,0,77.68
2016-08-20,OFF001,236220,D399,DUNS000001694,OTHER,SOLE_SOURCE,589139380.95,1404241939.29,363335971.47,2016-09-20,2024-03-06,NONE,WOSB,0,1,1,1,0,15.53
2016-08-21,OFF006,334111,D302,DUNS000001695,GSA_SCHEDULE,FULL_OPEN,5778515062.0,22194200447.13,4472479575.2,2016-09-21,2024-03-01,SB,WOSB,0,1,0,0,0,2.88
2016-08-22,OFF001,541512,J015,DUNS000001696,GWAC,SMALL_BUSINESS,3849057152.17,4041793658.63,629334091.88,2016-09-22,2019-06-18,WOSB,NONE,0,1,1,0,1,56.94
2016-08-23,OFF005,541330,A301,DUNS000001697,OT,FULL_OPEN,1536276874.4,7332684391.61,1449943589.79,2016-09-23,2017-03-07,NONE,WOSB,0,1,1,0,0,79.72
2016-08-24,OFF001,541511,A301,DUNS000001698,IDIQ,SMALL_BUSINESS,3703782612.95,5339515101.61,261987283.68,2016-09-24,2020-01-05,SB,WOSB,0,0,1,1,0,45.78
2016-08-25,OFF004,541330,D302,DUNS000001699,IDIQ,SDVOSB,5446476109.32,32583264008.18,5203420218.63,2016-09-25,2024-10-17,SB,NONE,1,0,1,1,0,44.12
2016-08-26,OFF002,236220,A301,DUNS000001700,BPA,FULL_OPEN,5673781633.51,25801452837.75,3902334319.75,2016-09-26,2024-01-01,NONE,SDB,1,1,1,1,0,52.13
2016-08-27,OFF005,334111,D399,DUNS000001701,GWAC,SOLE_SOURCE,3323103365.17,6349224305.88,2745261673.53,2016-09-27,2019-04-20,NONE,NONE,0,1,1,0,0,16.09
2016-08-28,OFF005,541512,K016,DUNS000001702,IDIQ,8A,2696401612.88,11354581821.74,1497280527.93,2016-09-28,2018-01-26,NONE,NONE,0,1,1,1,0,74.9
2016-08-29,OFF004,541512,D302,DUNS000001703,IDIQ,FULL_OPEN,4844842640.72,13638351440.52,3854675612.43,2016-09-29,2020-10-23,SDVOSB,NONE,0,0,1,1,0,64.63
2016-08-30,OFF001,541330,C211,DUNS000001704,BPA,FULL_OPEN,3386962988.8,19750688169.1,1028764028.54,2016-09-30,2025-02-18,NONE,NONE,0,0,1,0,0,39.63
2016-08-31,OFF006,541330,D399,DUNS000001705,BPA,SMALL_BUSINESS,768171670.95,2839092512.78,488514318.68,2016-10-01,2019-04-01,SDVOSB,NONE,1,0,0,0,0,47.94
2016-09-01,OFF002,236220,B510,DUNS000001706,GSA_SCHEDULE,FULL_OPEN,5966952802.71,14041534493.21,1742371532.93,2016-10-02,2025-09-09,NONE,WOSB,1,1,0,0,0,76.77
2016-09-02,OFF002,541519,D399,DUNS000001707,IDIQ,OTHER,3898011568.99,21571130224.12,1566949755.87,2016-10-03,2021-10-19,SB,NONE,0,0,1,0,0,89.61
2016-09-03,OFF003,325412,D302,DUNS000001708,IDIQ,FULL_OPEN,5043651862.14,22562977810.62,1728356926.51,2016-10-04,2020-05-02,NONE,WOSB,0,1,1,0,0,36.06
2016-09-04,OFF002,236220,S206,DUNS000001709,OT,8A,174191583.36,328704631.48,113555515.81,2016-10-05,2025-02-27,SB,NONE,1,0,1,0,0,13.02
2016-09-05,OFF003,236220,A301,DUNS000001710,IDIQ,WOSB,828464251.65,2405854605.27,462460163.24,2016-10-06,2020-01-08,NONE,SDVOSB,0,0,1,1,0,62.31
2016-09-06,OFF001,541519,C211,DUNS000001711,GSA_SCHEDULE,SOLE_SOURCE,2914415478.89,9528241255.86,671866572.32,2016-10-07,2017-12-28,HUBZONE,SDB,0,1,0,0,0,63.87
2016-09-07,OFF003,541330,B510,DUNS000001712,SEALED_BID,SOLE_SOURCE,4429371605.44,20570535314.99,1554293330.97,2016-10-08,2022-10-22,NONE,NONE,1,0,1,1,0,69.22
2016-09-08,OFF004,236220,D302,DUNS000001713,OT,SMALL_BUSINESS,2156241852.38,2972299277.49,1290004289.8,2016-10-09,2019-11-26,SB,SDVOSB,1,0,1,0,0,90.91
2016-09-09,OFF004,541512,A301,DUNS000001714,GSA_SCHEDULE,OTHER,10482438.76,62740725.55,1756165.95,2016-10-10,2019-09-20,NONE,NONE,0,1,1,0,0,5.25
2016-09-10,OFF003,541512,D399,DUNS000001715,OTHER,HUBZONE,5167107233.03,13117108631.55,992736521.38,2016-10-11,2024-11-21,SDVOSB,8A,0,1,0,0,0,13.16
2016-09-11,OFF006,325412,S206,DUNS000001716,IDIQ,SMALL_BUSINESS,5030087999.43,15598455848.66,3552074186.16,2016-10-12,2025-10-14,8A,SDVOSB,0,1,0,0,0,28.95
2016-09-12,OFF005,237310,A301,DUNS000001717,GSA_SCHEDULE,FULL_OPEN,4544231915.49,20654413503.33,3170453189.65,2016-10-13,2018-09-17,8A,NONE,0,1,1,0,0,4.22
2016-09-13,OFF005,236220,A301,DUNS000001718,GSA_SCHEDULE,SMALL_BUSINESS,2839206906.86,16344825414.99,403895424.99,2016-10-14,2020-02-12,WOSB,SDVOSB,0,0,1,1,0,30.54
2016-09-14,OFF003,541330,R408,DUNS000001719,SEALED_BID,FULL_OPEN,530006383.03,1419492975.28,499832655.51,2016-10-15,2020-04-08,8A,WOSB,1,0,0,1,0,32.45
2016-09-15,OFF006,541511,D399,DUNS000001720,IDIQ,SOLE_SOURCE,3576794950.83,12222889591.38,3494814096.89,2016-10-16,2022-05-17,NONE,SDB,1,0,1,1,0,72.69
2016-09-16,OFF004,325412,B510,DUNS000001721,GWAC,WOSB,30732260.22,142555276.78,23317770.93,2016-10-17,2021-01-10,WOSB,NONE,0,0,1,0,0,92.5
2016-09-17,OFF004,334111,K016,DUNS000001722,GSA_SCHEDULE,FULL_OPEN,251074434.98,1347842703.34,175427490.25,2016-10-18,2022-02-24,SB,SDB,1,0,1,0,0,71.88
2016-09-18,OFF006,611430,S206,DUNS000001723,OT,SOLE_SOURCE,1381778131.74,2097509462.95,932627625.02,2016-10-19,2020-03-08,8A,HUBZONE,0,1,1,0,0,46.15
2016-09-19,OFF005,561210,C211,DUNS000001724,IDIQ,FULL_OPEN,3343167476.35,5398849985.17,2026312975.18,2016-10-20,2024-10-16,SB,WOSB,1,1,1,1,0,49.45
2016-09-20,OFF006,237310,K016,DUNS000001725,GSA_SCHEDULE,8A,548677041.17,1405546041.87,73744576.94,2016-10-21,2023-04-03,NONE,HUBZONE,0,0,1,1,0,11.68
2016-09-21,OFF002,561210,R408,DUNS000001726,OTHER,FULL_OPEN,4225689589.65,5931236699.24,3293065819.13,2016-10-22,2024-03-07,NONE,NONE,1,1,1,0,0,13.87
2016-09-22,OFF005,541511,J015,DUNS000001727,IDIQ,SOLE_SOURCE,630585861.14,2379949053.56,454624399.07,2016-10-23,2021-03-16,NONE,NONE,0,0,1,1,0,38.13
2016-09-23,OFF002,561210,D399,DUNS000001728,SEALED_BID,SMALL_BUSINESS,2030403220.08,3320702608.2,454863788.89,2016-10-24,2022-01-11,SDVOSB,DBE,1,1,1,1,0,2.09
2016-09-24,OFF003,541519,J015,DUNS000001729,IDIQ,SDVOSB,922758578.87,1723904039.32,72671796.83,2016-10-25,2021-03-24,WOSB,NONE,1,1,1,0,0,51.87
2016-09-25,OFF004,541511,D399,DUNS000001730,BPA,WOSB,4386897019.22,5540635429.53,3736017677.46,2016-10-26,2017-10-05,NONE,NONE,1,1,1,1,0,39.04
2016-09-26,OFF001,541519,K016,DUNS000001731,IDIQ,OTHER,3079541586.36,9018195440.32,807418798.04,2016-10-27,2019-04-20,SB,NONE,1,1,1,0,0,66.16
2016-09-27,OFF002,611430,D302,DUNS000001732,BPA,FULL_OPEN,5861236588.08,28224755360.6,648157212.28,2016-10-28,2025-08-25,NONE,SDB,1,1,0,0,0,63.9
2016-09-28,OFF003,237310,C211,DUNS000001733,OTHER,8A,4637146444.4,6943516790.58,4351965239.26,2016-10-29,2026-01-26,NONE,NONE,0,1,1,1,0,68.42
2016-09-29,OFF004,236220,R408,DUNS000001734,BPA,SOLE_SOURCE,2676587935.32,9122303092.54,1837724349.3,2016-10-30,2023-07-08,SB,SDVOSB,0,1,1,1,0,20.62
2016-09-30,OFF003,237310,B510,DUNS000001735,GWAC,8A,1527849460.54,6258420808.88,1260469240.65,2016-10-31,2026-01-27,SB,NONE,1,1,1,0,0,6.45
2016-10-01,OFF001,334111,A301,DUNS000001736,OTHER,SOLE_SOURCE,5072284123.8,5459931632.47,1034846027.41,2016-11-01,2025-11-01,NONE,NONE,0,1,1,0,0,43.11
2016-10-02,OFF003,561210,R408,DUNS000001737,GWAC,OTHER,2325130225.27,8625101796.41,306551191.49,2016-11-02,2022-06-02,8A,NONE,1,0,1,0,0,44.91
2016-10-03,OFF003,237310,A301,DUNS000001738,GSA_SCHEDULE,FULL_OPEN,5172874248.76,9285222261.63,3054447389.29,2016-11-03,2019-05-03,NONE,8A,1,0,1,1,0,18.37
2016-10-04,OFF002,334111,K016,DUNS000001739,BPA,SDVOSB,2564590505.92,8611929466.23,1315967817.35,2016-11-04,2019-07-23,SB,SDVOSB,1,1,1,0,0,5.27
2016-10-05,OFF003,611430,B510,DUNS000001740,SEALED_BID,WOSB,4125057657.41,22588670172.08,3958880389.27,2016-11-05,2022-12-06,HUBZONE,NONE,0,0,0,0,0,81.56
2016-10-06,OFF005,541330,D399,DUNS000001741,GSA_SCHEDULE,FULL_OPEN,4976784808.36,26394179419.29,4305961025.24,2016-11-06,2025-07-08,HUBZONE,WOSB,1,1,0,0,0,3.46
2016-10-07,OFF005,541511,K016,DUNS000001742,OT,SMALL_BUSINESS,3242557924.44,13439755798.54,1221768259.45,2016-11-07,2026-10-23,HUBZONE,NONE,0,1,0,0,0,50.15
2016-10-08,OFF003,541330,F999,DUNS000001743,SEALED_BID,SOLE_SOURCE,2278965141.76,4655813563.28,2147095578.77,2016-11-08,2017-05-17,NONE,WOSB,1,1,1,0,0,82.71
2016-10-09,OFF005,237310,S206,DUNS000001744,IDIQ,HUBZONE,419776480.18,1787095943.04,285754008.77,2016-11-09,2020-05-02,SB,SDB,0,0,1,1,0,81.2
2016-10-10,OFF001,237310,D302,DUNS000001745,IDIQ,SMALL_BUSINESS,4796708102.57,21436074134.86,4339931690.03,2016-11-10,2022-11-15,HUBZONE,HUBZONE,0,1,0,0,0,12.18
2016-10-11,OFF005,334111,D302,DUNS000001746,OTHER,HUBZONE,4729077610.38,17585815222.16,1664115006.45,2016-11-11,2023-05-06,NONE,8A,0,1,1,1,0,3.64
2016-10-12,OFF001,561210,D399,DUNS000001747,GWAC,SDVOSB,2569270847.81,3671738556.25,550755804.66,2016-11-12,2022-04-19,SB,NONE,1,0,1,1,0,48.73
2016-10-13,OFF002,541512,K016,DUNS000001748,OTHER,SOLE_SOURCE,2590290167.86,10260421284.62,1966216417.76,2016-11-13,2023-02-08,SB,NONE,0,0,0,0,0,54.7
2016-10-14,OFF006,541512,C211,DUNS000001749,GSA_SCHEDULE,FULL_OPEN,951122408.21,1868501971.88,554582382.06,2016-11-14,2024-06-20,SB,SDVOSB,0,0,1,0,0,63.22
2016-10-15,OFF003,541511,F999,DUNS000001750,GSA_SCHEDULE,FULL_OPEN,3268651407.14,10634015954.46,2484747794.64,2016-11-15,2019-11-24,NONE,SDVOSB,1,1,1,0,0,71.43
2016-10-16,OFF002,541511,J015,DUNS000001751,GSA_SCHEDULE,FULL_OPEN,3281714672.26,16542687405.28,2463784706.53,2016-11-16,2022-07-22,NONE,SDB,0,0,0,1,0,82.54
2016-10-17,OFF001,541519,C211,DUNS000001752,OT,SDVOSB,5999002447.2,35724862756.94,1520243421.16,2016-11-17,2024-03-16,NONE,8A,0,0,0,0,0,76.72
2016-10-18,OFF003,611430,A301,DUNS000001753,OT,FULL_OPEN,3868502941.22,5796241220.91,3430233225.37,2016-11-18,2023-01-10,NONE,NONE,0,0,1,0,0,47.76
2016-10-19,OFF003,541330,F999,DUNS000001754,GWAC,FULL_OPEN,5058858307.04,15192930981.41,2543771210.08,2016-11-19,2025-11-03,NONE,WOSB,1,0,1,0,0,13.8
2016-10-20,OFF002,561210,F999,DUNS000001755,IDIQ,SOLE_SOURCE,4661136616.34,15709604914.54,3543795444.39,2016-11-20,2020-01-15,8A,NONE,0,1,1,0,0,14.99
2016-10-21,OFF001,541512,C211,DUNS000001756,GSA_SCHEDULE,SDVOSB,5087501137.57,6211194516.44,2965306865.49,2016-11-21,2025-10-11,SDVOSB,NONE,1,1,0,0,0,25.04
2016-10-22,OFF006,237310,B510,DUNS000001757,OT,FULL_OPEN,378721328.81,1935974067.49,251213699.17,2016-11-22,2025-05-24,8A,HUBZONE,1,0,1,0,0,76.76
2016-10-23,OFF005,541511,R408,DUNS000001758,GWAC,SMALL_BUSINESS,3721614333.76,13702915482.68,1132644174.74,2016-11-23,2017-08-18,NONE,NONE,1,1,1,0,0,67.56
2016-10-24,OFF003,611430,R408,DUNS000001759,OT,8A,116580798.99,321055556.89,83263081.04,2016-11-24,2024-07-07,NONE,HUBZONE,1,0,1,1,0,44.26
2016-10-25,OFF003,541519,F999,DUNS000001760,OT,SOLE_SOURCE,1360397901.14,6271746394.71,608979239.92,2016-11-25,2020-11-20,WOSB,SDVOSB,1,1,1,0,0,1.13
2016-10-26,OFF001,541511,C211,DUNS000001761,OT,SOLE_SOURCE,779713860.14,1495550363.43,359082282.69,2016-11-26,2024-03-27,NONE,SDB,1,1,1,1,0,14.55
2016-10-27,OFF001,541330,R408,DUNS000001762,IDIQ,OTHER,76083726.6,151974066.44,5842474.66,2016-11-27,2019-09-17,8A,NONE,0,1,1,0,0,63.36
2016-10-28,OFF004,325412,B510,DUNS000001763,BPA,SDVOSB,1649859344.62,5922015187.48,288369085.93,2016-11-28,2024-06-20,NONE,NONE,1,1,0,0,0,40.28
2016-10-29,OFF001,561210,B510,DUNS000001764,OT,SOLE_SOURCE,4676040279.42,25731988858.61,1735378243.71,2016-11-29,2018-07-16,NONE,SDB,0,1,1,0,0,86.96
2016-10-30,OFF006,237310,S206,DUNS000001765,OT,8A,1408791345.55,1872317864.65,123459920.91,2016-11-30,2026-01-25,SB,HUBZONE,0,1,1,0,0,27.05
2016-10-31,OFF001,334111,F999,DUNS000001766,GSA_SCHEDULE,SMALL_BUSINESS,142492734.75,485636988.77,68180580.89,2016-12-01,2023-06-22,NONE,SDB,0,0,1,0,0,85.72
2016-11-01,OFF005,325412,D399,DUNS000001767,BPA,SOLE_SOURCE,4616097328.87,24898554219.96,4446366090.61,2016-12-02,2022-03-10,NONE,NONE,1,0,0,0,0,84.38
2016-11-02,OFF005,541330,R408,DUNS000001768,OT,8A,5058467430.27,14992495454.22,4163592367.87,2016-12-03,2022-05-15,SB,8A,0,0,1,0,0,2.38
2016-11-03,OFF003,541330,J015,DUNS000001769,SEALED_BID,SMALL_BUSINESS,5949530968.88,29022799789.81,642075880.48,2016-12-04,2018-04-24,SDVOSB,NONE,1,1,1,0,0,22.05
2016-11-04,OFF004,541511,D399,DUNS000001770,GWAC,WOSB,2814930369.69,12984928716.3,1848354644.67,2016-12-05,2023-11-27,WOSB,8A,1,0,1,0,0,43.21
2016-11-05,OFF001,561210,K016,DUNS000001771,OT,OTHER,4295407946.23,24995792911.76,350974252.31,2016-12-06,2020-07-27,NONE,8A,0,0,1,1,0,51.55
2016-11-06,OFF004,541512,S206,DUNS000001772,IDIQ,FULL_OPEN,1747704992.03,1956935574.89,265519459.78,2016-12-07,2017-09-28,NONE,HUBZONE,0,1,1,0,0,96.94
2016-11-07,OFF003,541512,J015,DUNS000001773,OT,OTHER,2241077751.73,9643216198.11,1204118882.29,2016-12-08,2022-02-13,WOSB,NONE,1,1,0,1,0,72.81
2016-11-08,OFF004,611430,S206,DUNS000001774,SEALED_BID,SMALL_BUSINESS,3635226411.73,6219927236.22,2513343277.02,2016-12-09,2023-03-10,8A,NONE,1,0,1,1,0,29.62
2016-11-09,OFF003,541519,C211,DUNS000001775,GWAC,FULL_OPEN,4078057599.13,21698687646.43,1541127113.66,2016-12-10,2024-05-31,8A,DBE,1,0,1,0,0,71.83
2016-11-10,OFF001,541330,F999,DUNS000001776,OT,SMALL_BUSINESS,5935107350.15,27113648511.85,1020719880.23,2016-12-11,2021-07-21,NONE,SDB,1,0,1,0,0,71.24
