tax_incent_incentive_fiscal_year,tax_incent_incentive_program_id,tax_incent_incentive_type_code,tax_incent_eligible_industry_nic,tax_incent_eligible_activity_code,tax_incent_applications_received,tax_incent_applications_approved,tax_incent_credits_authorized_inr,tax_incent_credits_claimed_inr,tax_incent_beneficiaries_count,tax_incent_jobs_promised_count,tax_incent_jobs_created_verified,tax_incent_capital_investment_promised,tax_incent_capital_investment_verified,tax_incent_clawback_trigger_flag,tax_incent_recapture_amount_inr,tax_incent_performance_reporting_compliance,tax_incent_cost_per_job_estimate,tax_incent_equity_targeting_flag,tax_incent_sunset_date_program
2020,INC-9310,TAX_HOLIDAY,42,MANUF_UPGRADE,2286,1484,268804143,180323011,3617,716,710,16627459118,7208656748,0,0,71.85,378597.38,0,2026-02-06
2021,INC-4568,TAX_HOLIDAY,89,R_AND_D,2979,2569,165253887,140274307,4324,3520,3403,14844177268,13491791128,1,55486463,81.9,48561.24,1,2027-04-10
2019,INC-7809,TAX_HOLIDAY,19,EXPORT_PROMOTE,2317,786,315917999,165880528,229,1075,544,8535528256,2849970788,0,0,97.85,580731.62,1,2027-04-19
2021,INC-6886,CAPEX_SUBSIDY,98,EXPORT_PROMOTE,4362,3547,496357388,193005071,2952,4249,3188,15406928746,15045325666,0,0,86.99,155695.54,0,2031-12-14
2025,INC-7598,INTEREST_SUBVENTION,77,SKILL_DEV,2077,823,344386194,147119106,2905,3928,2736,2092209644,873977896,0,0,90.85,125872.15,0,2028-07-06
2020,INC-2029,EXPORT_REBATE,33,MSME_FORMALIZE,1490,1166,135958611,62613196,476,2419,862,19493590465,7844824752,0,0,90.24,157724.61,0,2032-02-08
2022,INC-6118,TAX_HOLIDAY,26,EXPORT_PROMOTE,1081,485,94163182,82944483,3997,3731,550,13554514957,11214781123,0,0,61.74,171205.79,0,2032-08-17
2018,INC-5033,EXPORT_REBATE,37,EXPORT_PROMOTE,2080,1963,191405035,79963045,1480,4350,1328,18507807534,17651498629,0,0,83.64,144130.3,1,2031-04-15
2023,INC-7501,EXPORT_REBATE,69,MANUF_UPGRADE,3265,2344,423058763,270056562,4051,7156,5590,14170268449,13640962779,0,0,62.03,75681.35,1,2029-03-18
2018,INC-5174,EXPORT_REBATE,22,EXPORT_PROMOTE,2194,2052,154082029,94258176,3366,5495,1849,9738716862,5970792566,0,0,84.11,83332.63,1,2031-01-03
2023,INC-0508,TAX_HOLIDAY,59,R_AND_D,3862,3155,499614983,468242006,2294,6545,2067,5575128715,2654900334,1,51442588,64.32,241710.2,0,2029-07-03
2023,INC-8518,TAX_HOLIDAY,96,MANUF_UPGRADE,4645,3345,171047436,99846317,1287,5482,3409,8769093377,8285173199,0,0,69.62,50175.25,0,2028-02-01
2018,INC-6562,INTEREST_SUBVENTION,62,MANUF_UPGRADE,3360,2821,406542266,168510226,3827,2025,737,19011554090,18827770175,0,0,96.12,551617.73,0,2032-05-10
2018,INC-2636,EXPORT_REBATE,87,MSME_FORMALIZE,3089,1895,90234740,76335119,3120,3662,2346,12165033297,6641726842,0,0,83.16,38463.23,0,2033-07-30
2024,INC-4215,INTEREST_SUBVENTION,90,SKILL_DEV,1262,521,438354925,204254417,1806,3503,3373,5702465754,5246877435,0,0,66.92,129959.95,1,2028-10-07
2019,INC-1429,TAX_HOLIDAY,34,MANUF_UPGRADE,3743,2511,257547483,131701304,2204,2168,779,6555439992,4175293175,0,0,93.94,330612.94,0,2032-08-13
2022,INC-1554,INTEREST_SUBVENTION,33,GREEN_TECH,3332,979,93233169,71516214,1653,1326,338,7945768746,7829525793,0,0,96.55,275837.78,0,2033-09-01
2019,INC-8489,GST_REFUND,71,MANUF_UPGRADE,1797,856,479282387,203132750,1911,1847,506,6395885407,6139015070,0,0,72.73,947198.39,1,2031-02-10
2025,INC-9578,EXPORT_REBATE,58,EXPORT_PROMOTE,50,42,141610474,63657557,2157,4399,2235,3234713260,3057881276,0,0,64.32,63360.39,0,2026-07-20
2025,INC-2838,TAX_HOLIDAY,81,GREEN_TECH,3112,2002,121921010,104248753,3589,3764,826,9040479902,8189228705,1,22183111,66.21,147604.13,0,2031-11-07
2018,INC-9520,CAPEX_SUBSIDY,96,R_AND_D,638,526,365881115,214049084,3516,5102,4045,4478958506,3225611640,1,92664657,71.71,90452.69,1,2032-05-25
2018,INC-8456,INTEREST_SUBVENTION,60,EXPORT_PROMOTE,259,228,162320451,61932466,3877,7153,2452,9898384338,4837820245,1,8168520,68.28,66199.21,0,2032-06-08
2018,INC-8277,INTEREST_SUBVENTION,91,EXPORT_PROMOTE,1412,388,172185268,163117313,456,2625,1369,12201131032,4790538064,0,0,85.52,125774.48,0,2031-12-27
2022,INC-8742,EXPORT_REBATE,33,R_AND_D,1164,586,352226506,325576740,806,1857,748,14611999880,14165897390,0,0,89.67,470891.05,1,2033-03-07
2019,INC-7105,INTEREST_SUBVENTION,93,MSME_FORMALIZE,3006,1333,422608484,328602794,2378,3660,1521,8023413510,3331557734,0,0,77.59,277849.1,0,2033-10-29
2024,INC-0765,EXPORT_REBATE,51,R_AND_D,3761,2678,293203394,208904405,4160,7382,6271,4983890621,3357803840,0,0,73.62,46755.44,0,2028-01-12
2022,INC-2037,INTEREST_SUBVENTION,97,MANUF_UPGRADE,3117,1415,426742031,164989596,3400,7526,3795,1363176093,1166283256,0,0,84.22,112448.49,0,2030-05-19
2022,INC-0545,GST_REFUND,74,SKILL_DEV,834,521,233067886,129793196,4396,7030,3191,5253634159,4271928684,0,0,65.34,73039.14,1,2029-04-13
2019,INC-8406,GST_REFUND,72,MSME_FORMALIZE,940,757,275409184,130306604,2606,4072,3638,4197378189,2313675474,0,0,97.42,75703.46,0,2031-01-17
2023,INC-0622,TAX_HOLIDAY,57,MSME_FORMALIZE,3374,2101,300040578,122806532,1170,4150,2949,13158742029,11112423347,0,0,83.58,101743.16,0,2033-04-30
2021,INC-3355,GST_REFUND,26,EXPORT_PROMOTE,3802,2050,57264855,44983034,2814,4739,1610,5191473337,4428846104,0,0,78.36,35568.23,1,2031-05-27
2019,INC-1964,CAPEX_SUBSIDY,83,EXPORT_PROMOTE,2220,746,124554326,120495772,3542,5504,3136,17668941139,15484650839,0,0,70.53,39717.58,0,2028-02-13
2023,INC-2343,EXPORT_REBATE,26,MANUF_UPGRADE,3709,2658,432158657,230556518,971,774,646,9988274709,2529300051,0,0,75.25,668976.25,0,2033-06-19
2021,INC-3159,CAPEX_SUBSIDY,13,R_AND_D,4671,1885,427700378,235338757,1786,2916,829,559552286,530978944,0,0,75.4,515923.25,1,2030-03-21
2018,INC-9503,EXPORT_REBATE,64,SKILL_DEV,2402,1598,465278731,333687798,90,1815,1666,4903717612,3463184207,0,0,60.09,279278.95,0,2027-10-27
2024,INC-7528,CAPEX_SUBSIDY,28,R_AND_D,4280,2459,343548766,153769222,4509,1251,703,9525564352,4583150425,0,0,80.26,488689.57,0,2031-01-21
2018,INC-2343,EXPORT_REBATE,69,MSME_FORMALIZE,3980,3638,63879105,51824609,1289,1708,808,3227630003,1711574390,0,0,94.89,79058.3,1,2031-12-06
2018,INC-6391,CAPEX_SUBSIDY,79,MANUF_UPGRADE,4204,1150,372079063,265899095,4033,4590,2000,9436208564,3868315004,0,0,95.91,186039.53,0,2029-08-06
2018,INC-8773,EXPORT_REBATE,27,R_AND_D,3774,1573,131572459,126602799,2689,6225,5170,6216335386,1775589920,0,0,78.63,25449.22,1,2028-04-20
2022,INC-8269,INTEREST_SUBVENTION,64,SKILL_DEV,2417,1298,197383670,154734951,4252,3217,979,8572837291,5990860132,0,0,65.46,201617.64,0,2030-01-14
2021,INC-5862,EXPORT_REBATE,80,GREEN_TECH,3458,2061,82262683,54315764,3271,7073,1142,19359557415,12879890458,0,0,64.95,72033.87,1,2027-10-26
2019,INC-3465,GST_REFUND,54,MSME_FORMALIZE,1951,657,486961789,175989383,574,6149,3797,4827379172,3652157939,0,0,88.68,128249.09,0,2026-08-30
2019,INC-1824,TAX_HOLIDAY,59,GREEN_TECH,4508,2373,368190036,291382155,316,6860,2093,6685144800,4724446865,0,0,99.59,175914.97,0,2033-06-10
2019,INC-9595,CAPEX_SUBSIDY,55,R_AND_D,1249,1114,72478709,48796619,4364,2902,1685,2559737231,2176731654,0,0,66.55,43014.07,0,2028-02-23
2024,INC-7370,CAPEX_SUBSIDY,21,SKILL_DEV,475,395,354310911,134132950,2364,7305,2475,9119050445,3812938455,0,0,97.63,143155.92,1,2033-12-27
2021,INC-9933,EXPORT_REBATE,16,GREEN_TECH,4019,1423,396852646,205686611,1221,4438,2937,5576001660,4273756584,0,0,91.66,135121.77,0,2029-02-17
2018,INC-6384,EXPORT_REBATE,70,MANUF_UPGRADE,798,324,81795687,50014251,2580,6127,6099,8517080725,7867117841,1,18723717,77.29,13411.33,0,2030-03-11
2022,INC-1615,GST_REFUND,85,EXPORT_PROMOTE,1840,490,390793815,310936950,4330,3909,1740,11975512210,10368090001,0,0,83.17,224594.15,1,2029-11-04
2023,INC-4351,INTEREST_SUBVENTION,12,R_AND_D,2295,594,53859516,44266171,3246,5903,3905,12817742210,8033764166,0,0,89.93,13792.45,1,2027-03-09
2025,INC-4178,EXPORT_REBATE,28,GREEN_TECH,1805,688,22145326,20029881,2337,635,147,6928153464,6204716093,0,0,99.11,150648.48,0,2031-03-12
2024,INC-5888,EXPORT_REBATE,10,SKILL_DEV,1425,478,488425543,174516137,2158,5181,3999,17335689386,8454777236,0,0,81.43,122136.92,0,2027-03-30
2021,INC-9507,CAPEX_SUBSIDY,56,R_AND_D,611,464,426061865,302116943,4204,5523,4460,5991595196,4314166371,0,0,82.57,95529.57,1,2030-09-12
2024,INC-4641,TAX_HOLIDAY,85,R_AND_D,4325,3622,451407042,391527171,4442,4371,2566,6711561820,6007870701,0,0,92.56,175918.57,0,2028-02-26
2024,INC-3996,GST_REFUND,27,SKILL_DEV,1312,981,128416240,113218721,4073,5899,4763,9815304140,9446454232,0,0,90.58,26961.21,1,2026-03-18
2018,INC-8281,INTEREST_SUBVENTION,32,EXPORT_PROMOTE,2936,1562,461372965,357783091,1523,6314,2591,19384558740,6848456596,0,0,97.07,178067.53,0,2031-07-06
2024,INC-2645,INTEREST_SUBVENTION,52,MSME_FORMALIZE,3473,2251,17678594,16974320,229,413,375,15302932085,5048462818,1,1065550,75.79,47142.92,0,2031-03-31
2020,INC-6801,INTEREST_SUBVENTION,59,EXPORT_PROMOTE,3400,3161,484938595,440281032,3733,1043,905,14189741126,8958451510,0,0,95.01,535843.75,1,2032-11-23
2019,INC-7260,GST_REFUND,23,SKILL_DEV,1522,807,425131582,235873903,2833,3122,1884,8053811194,4451041801,0,0,99.11,225653.71,0,2031-02-16
2023,INC-4817,GST_REFUND,23,SKILL_DEV,4647,1775,403212074,327984938,1607,3966,2733,16571321363,8294795671,0,0,60.47,147534.6,0,2031-10-20
2020,INC-4268,TAX_HOLIDAY,24,R_AND_D,4364,960,455175776,222931675,3090,2168,2132,11671953468,6121157162,1,40433028,70.33,213497.08,1,2026-06-28
2019,INC-8069,GST_REFUND,63,R_AND_D,3549,1681,402844088,293054501,279,1646,1601,19722269504,10567202561,1,21366048,99.74,251620.29,1,2026-12-06
2024,INC-6950,EXPORT_REBATE,73,SKILL_DEV,4445,1134,397561797,193502147,1726,2696,1988,19442761166,14633230018,0,0,79.63,199980.78,0,2031-01-13
2025,INC-2691,TAX_HOLIDAY,59,GREEN_TECH,4991,2035,368095193,246383739,4227,773,397,13758145530,9720808495,0,0,78.69,927191.92,0,2030-04-10
2023,INC-5355,GST_REFUND,18,GREEN_TECH,1846,1667,429222422,305817179,4642,2080,509,13638486547,7062294990,0,0,73.47,843266.06,1,2032-12-01
2024,INC-1758,GST_REFUND,30,GREEN_TECH,3868,2818,15938416,15473459,4732,6946,6684,6187045705,5605818672,0,0,64.37,2384.56,0,2027-04-24
2022,INC-1495,GST_REFUND,83,GREEN_TECH,1619,786,379363653,168596036,387,2439,1894,13522282965,7096985288,0,0,95.26,200297.6,0,2033-01-17
2023,INC-3936,TAX_HOLIDAY,10,SKILL_DEV,3328,1136,373842341,236042689,1763,7170,1464,4933205916,1237808871,0,0,67.92,255356.79,0,2026-05-09
2022,INC-3835,CAPEX_SUBSIDY,62,GREEN_TECH,4599,2174,217487428,189964993,4375,2388,1129,12014929104,4320938285,0,0,84.19,192637.23,0,2030-10-19
2019,INC-8579,TAX_HOLIDAY,26,MSME_FORMALIZE,1562,1464,337154399,303396539,3264,1030,442,10452399735,3078443751,0,0,78.2,762792.76,0,2028-01-19
2019,INC-9538,EXPORT_REBATE,54,EXPORT_PROMOTE,3761,3495,490393683,229451970,2274,3745,1571,17501385539,10894515155,0,0,93.79,312153.84,0,2029-09-27
2023,INC-8314,GST_REFUND,18,SKILL_DEV,3755,1951,93458210,34231400,596,3891,2505,11119191752,6108033623,0,0,72.37,37308.67,1,2027-06-15
2023,INC-5921,CAPEX_SUBSIDY,51,MSME_FORMALIZE,1922,1507,417729818,151451511,1105,7637,4502,7099219397,2631337671,0,0,61.7,92787.61,1,2032-02-28
2024,INC-5873,EXPORT_REBATE,75,MSME_FORMALIZE,2163,657,464601748,422912804,2684,3510,1127,4418984547,3217547427,0,0,87.11,412246.45,0,2031-09-24
2023,INC-9536,GST_REFUND,62,MANUF_UPGRADE,3413,2155,130266979,76236610,3585,6032,3358,5578854567,3122671121,0,0,62.23,38793.03,0,2029-11-13
2025,INC-2045,EXPORT_REBATE,48,SKILL_DEV,4730,1717,428616710,360288696,2973,1304,1212,15272810801,10380272515,0,0,64.7,353644.15,1,2026-10-05
2018,INC-2679,TAX_HOLIDAY,18,R_AND_D,2488,573,10723321,4239927,2655,1917,1347,17312014992,5427704895,0,0,94.72,7960.89,1,2026-08-08
2018,INC-8007,INTEREST_SUBVENTION,82,MANUF_UPGRADE,4341,2885,5258552,2322267,3309,5018,4182,16596159138,5197298403,0,0,66.77,1257.43,0,2032-06-03
2024,INC-7567,GST_REFUND,45,MSME_FORMALIZE,539,275,195087904,96804694,751,2855,337,19483958695,16027938147,0,0,75.48,578895.86,1,2031-08-26
2025,INC-2592,CAPEX_SUBSIDY,34,MANUF_UPGRADE,403,321,361378521,315000803,1883,3433,2820,9690192052,9492588286,0,0,96.17,128148.41,0,2028-11-27
2024,INC-6666,TAX_HOLIDAY,34,EXPORT_PROMOTE,4009,2049,329734303,121165468,1690,7891,6371,10615936765,7668393107,0,0,72.84,51755.5,0,2029-01-12
2023,INC-8347,CAPEX_SUBSIDY,16,SKILL_DEV,4896,987,379411797,289301549,1450,2708,1894,8112308761,3708883813,0,0,79.15,200323.02,0,2029-06-12
2023,INC-3521,INTEREST_SUBVENTION,94,EXPORT_PROMOTE,2734,1169,86639508,51669150,1580,7202,5355,13986739311,7086745837,0,0,73.18,16179.18,0,2031-09-28
2023,INC-0282,TAX_HOLIDAY,43,SKILL_DEV,2073,1711,296254958,235237629,1800,7895,6099,15435105267,4785245450,0,0,91.06,48574.35,0,2031-10-26
2024,INC-1401,TAX_HOLIDAY,65,GREEN_TECH,3130,2062,83275230,76329647,2512,1604,756,14829944873,14683200216,0,0,71.75,110152.42,0,2033-03-28
2018,INC-1769,TAX_HOLIDAY,17,EXPORT_PROMOTE,1577,727,33416327,30016122,2884,4671,613,997208704,892550442,0,0,91.02,54512.77,0,2032-06-24
2018,INC-0893,EXPORT_REBATE,38,GREEN_TECH,448,178,499190947,306678365,1661,3604,2533,11432795824,8313383645,0,0,98.48,197074.99,0,2032-01-09
2024,INC-1265,TAX_HOLIDAY,95,GREEN_TECH,1736,1171,383164014,211335035,3685,4217,650,16584921886,4695335016,0,0,92.47,589483.1,0,2031-03-04
2020,INC-4310,INTEREST_SUBVENTION,61,GREEN_TECH,4351,1619,46911131,23297188,1703,4099,2837,12270786226,4733678157,0,0,87.56,16535.47,0,2033-12-24
2020,INC-9019,GST_REFUND,71,EXPORT_PROMOTE,1022,776,33757456,23834350,1343,3682,3013,19834807696,6329107389,0,0,69.24,11203.93,0,2027-12-01
2020,INC-0851,EXPORT_REBATE,30,SKILL_DEV,1703,387,7426737,3675041,150,5094,4067,776488011,627273764,0,0,96.21,1826.1,1,2026-12-02
2021,INC-7229,CAPEX_SUBSIDY,62,SKILL_DEV,1962,1717,339827596,322517233,834,2105,1308,15856178711,14312055884,0,0,95.51,259807.03,0,2026-06-05
2019,INC-2386,INTEREST_SUBVENTION,34,SKILL_DEV,525,106,271913351,243526707,4397,3996,3534,2424561769,1542697841,0,0,63.21,76942.09,0,2032-01-23
2020,INC-8625,TAX_HOLIDAY,41,SKILL_DEV,4566,2518,366240903,185592499,2887,423,378,633406031,478101389,0,0,91.39,968891.28,1,2027-04-05
2024,INC-5473,INTEREST_SUBVENTION,75,R_AND_D,3867,2847,110182085,43380910,311,1095,417,13041265359,10748866124,0,0,94.89,264225.62,1,2029-08-12
2019,INC-1137,INTEREST_SUBVENTION,50,SKILL_DEV,1992,1430,84704754,75232591,4279,195,154,3798143856,1940253611,0,0,85.84,550030.87,0,2032-03-28
2020,INC-4679,INTEREST_SUBVENTION,56,R_AND_D,2474,1137,450886918,212253204,2228,7625,3121,4798055714,4757821483,0,0,60.18,144468.73,0,2031-10-31
2018,INC-4706,CAPEX_SUBSIDY,19,MSME_FORMALIZE,4973,3041,182109449,140747519,922,6986,6376,16178171274,9624775159,0,0,98.07,28561.71,0,2026-11-20
2018,INC-0628,CAPEX_SUBSIDY,48,GREEN_TECH,2253,1285,396457736,178448786,3613,2316,616,18653090427,16267573444,0,0,98.12,643600.22,0,2026-05-16
2025,INC-8585,GST_REFUND,67,MANUF_UPGRADE,3771,3194,421005148,271272436,996,1439,1351,1449897766,404224395,0,0,61.63,311624.83,0,2031-03-18
2024,INC-5386,CAPEX_SUBSIDY,32,EXPORT_PROMOTE,364,84,345082858,252302382,1594,2692,647,13535736663,4419434546,0,0,64.72,533358.36,0,2028-08-19
2022,INC-5533,CAPEX_SUBSIDY,36,MSME_FORMALIZE,3019,2323,383279708,344124387,3695,1759,1561,6563558175,2732558973,0,0,97.31,245534.73,0,2028-11-18
2022,INC-5266,TAX_HOLIDAY,22,EXPORT_PROMOTE,4780,2326,12655565,9876242,4113,4245,1746,4962716720,1848179119,0,0,73.11,7248.32,0,2028-10-06
2018,INC-4722,CAPEX_SUBSIDY,31,MSME_FORMALIZE,1214,875,478209517,178879792,3266,7094,1965,2127331478,2077675823,0,0,76.03,243363.62,0,2029-09-03
2023,INC-9303,TAX_HOLIDAY,29,R_AND_D,1792,1560,166127807,95631119,4202,159,76,10911303073,8372915286,0,0,60.08,2185892.2,0,2033-03-30
2025,INC-9722,INTEREST_SUBVENTION,66,R_AND_D,1117,1033,14388344,9374256,4921,6496,3011,15528762886,11395748052,1,3026443,78.58,4778.59,1,2033-08-09
2025,INC-7129,EXPORT_REBATE,50,MANUF_UPGRADE,972,381,384198178,142040838,2167,3984,1025,19809901522,13114415516,0,0,94.5,374827.49,0,2031-12-28
2025,INC-5106,EXPORT_REBATE,19,MSME_FORMALIZE,2291,481,70444498,44789124,354,3724,2543,1859850773,1773379108,0,0,66.49,27701.34,1,2030-04-23
2021,INC-7929,INTEREST_SUBVENTION,49,EXPORT_PROMOTE,4629,1018,157163030,127500467,2923,4211,4154,12844993434,7908549489,0,0,77.75,37834.14,1,2030-11-18
2025,INC-3108,CAPEX_SUBSIDY,95,GREEN_TECH,2690,1733,487701283,170892533,2200,7988,867,11336889999,7064497678,0,0,86.12,562515.9,0,2028-07-18
2023,INC-1044,INTEREST_SUBVENTION,86,R_AND_D,4493,2384,444226934,230942045,4360,3919,3422,9506634762,2478119820,0,0,92.97,129815.0,0,2026-07-12
2022,INC-1255,GST_REFUND,12,MANUF_UPGRADE,1287,1010,95762311,74531987,1049,6354,2129,7926183687,6663590165,0,0,61.41,44979.95,0,2029-05-25
2022,INC-1938,CAPEX_SUBSIDY,27,EXPORT_PROMOTE,4944,4199,312803723,138945163,4685,3031,2081,7404514539,6152897717,0,0,97.19,150314.14,0,2027-12-14
2021,INC-1977,EXPORT_REBATE,50,EXPORT_PROMOTE,3527,1169,458635754,221000961,3175,3425,2358,17654856824,4421961326,0,0,68.98,194502.02,1,2032-04-10
2023,INC-6553,TAX_HOLIDAY,65,R_AND_D,3047,834,312146879,183020203,4257,7067,716,18568310657,11999175077,0,0,92.86,435959.33,0,2032-02-14
2019,INC-8786,EXPORT_REBATE,62,EXPORT_PROMOTE,2802,2244,266813827,135069161,3003,4532,1045,14208845934,11264228020,0,0,90.33,255324.24,1,2026-06-26
2022,INC-5039,TAX_HOLIDAY,91,SKILL_DEV,3501,2854,20603196,9396498,335,3444,584,13385603970,4944251471,0,0,71.73,35279.45,0,2029-07-24
2025,INC-1469,TAX_HOLIDAY,72,EXPORT_PROMOTE,1841,841,256352790,147461467,220,4795,3248,3805390891,3485686857,0,0,85.02,78926.35,1,2031-05-26
2025,INC-0715,INTEREST_SUBVENTION,45,R_AND_D,2083,791,321867502,284750516,1488,2837,1768,8734566989,4614295183,0,0,64.06,182051.75,1,2028-12-28
2019,INC-8600,INTEREST_SUBVENTION,45,R_AND_D,1149,251,203507320,152882824,239,4700,2372,5009580532,4247833672,0,0,62.62,85795.67,1,2031-05-03
2020,INC-6661,GST_REFUND,23,R_AND_D,4427,2648,151002272,85008579,903,6494,4704,630087490,424769768,0,0,82.15,32100.82,0,2033-05-31
2020,INC-4924,CAPEX_SUBSIDY,59,SKILL_DEV,2410,1623,409002089,250985557,2854,6526,4757,6193466612,4175162483,0,0,87.57,85979.0,0,2029-04-02
2023,INC-9769,TAX_HOLIDAY,81,MSME_FORMALIZE,2705,1744,299913425,140214701,4794,5931,2100,5043368264,2357464815,0,0,72.96,142815.92,0,2028-07-23
2022,INC-0122,TAX_HOLIDAY,92,GREEN_TECH,4715,2540,12572960,9704586,2097,4361,1855,17673009966,11097653651,0,0,94.99,6777.88,0,2026-06-05
2018,INC-8397,CAPEX_SUBSIDY,18,R_AND_D,1247,336,2674652,2350145,1710,2601,2109,11041970767,10650368090,0,0,97.52,1268.21,1,2029-12-19
2023,INC-5674,EXPORT_REBATE,67,MANUF_UPGRADE,2925,1754,257976640,251763333,142,6771,4160,2419990408,1064424391,0,0,94.14,62013.62,0,2030-01-12
2024,INC-9009,INTEREST_SUBVENTION,24,EXPORT_PROMOTE,2703,1275,390584573,161306043,2334,4335,1579,2779537378,2445761145,0,0,98.17,247361.98,1,2030-10-20
2022,INC-2410,EXPORT_REBATE,95,MSME_FORMALIZE,2295,1679,466774057,412420742,2252,5341,2917,3913239270,2170468918,0,0,85.44,160018.53,1,2026-12-26
2022,INC-8242,CAPEX_SUBSIDY,83,MANUF_UPGRADE,4875,4579,63097794,57072595,769,3218,1589,17650371954,15257344975,0,0,67.74,39709.12,1,2026-11-14
2019,INC-4609,EXPORT_REBATE,62,GREEN_TECH,3779,2462,209078401,152636983,3657,7433,7012,16429252625,13580567720,0,0,75.61,29817.23,0,2030-01-10
2025,INC-0357,INTEREST_SUBVENTION,68,EXPORT_PROMOTE,1998,1153,43592860,27352080,1592,4479,2897,2603334385,2212965009,0,0,98.51,15047.59,0,2026-04-20
2025,INC-9365,CAPEX_SUBSIDY,24,GREEN_TECH,4765,2042,221169525,89902974,3942,3066,2790,12027850040,9715859971,0,0,81.96,79272.23,0,2029-08-18
2025,INC-6331,TAX_HOLIDAY,32,MANUF_UPGRADE,600,189,366101986,169561471,2396,657,189,11644683526,7071661697,0,0,61.63,1937047.54,0,2026-12-16
2018,INC-7214,GST_REFUND,84,EXPORT_PROMOTE,2462,820,473353299,430301281,881,6080,5214,11325622431,9914907638,0,0,99.8,90785.06,1,2033-05-12
2022,INC-6249,INTEREST_SUBVENTION,10,R_AND_D,3111,910,427652115,273665514,1415,6663,1502,10232252783,4585374971,1,46382923,73.16,284721.78,0,2030-09-07
2020,INC-9051,TAX_HOLIDAY,96,EXPORT_PROMOTE,4111,2796,31390779,22386934,144,6146,3604,4192323868,3704679421,0,0,88.27,8709.98,0,2032-09-08
2019,INC-6914,INTEREST_SUBVENTION,82,R_AND_D,4774,4133,427970395,223040294,4361,2905,2490,5555444104,1762743154,0,0,64.48,171875.66,0,2033-09-24
2021,INC-4985,TAX_HOLIDAY,13,SKILL_DEV,604,230,258444433,170443657,1510,4563,4336,824539398,807360276,0,0,69.99,59604.34,0,2030-02-07
2025,INC-0689,GST_REFUND,14,EXPORT_PROMOTE,2270,994,333911396,320656830,745,548,104,6420603422,3142059896,0,0,85.85,3210686.5,1,2032-06-12
2021,INC-6351,EXPORT_REBATE,23,EXPORT_PROMOTE,2494,2006,412796344,231608675,4110,4633,2747,18595121653,14457561204,0,0,96.91,150271.69,0,2032-07-09
2021,INC-8042,EXPORT_REBATE,86,MSME_FORMALIZE,3365,2874,464427824,221368573,4602,208,68,14071489365,13437529039,0,0,64.16,6829820.94,1,2031-11-17
2024,INC-3097,INTEREST_SUBVENTION,41,MANUF_UPGRADE,4548,2661,84997654,34372546,1832,5007,3977,14286456224,7431829566,0,0,74.08,21372.3,0,2028-08-19
2024,INC-8582,CAPEX_SUBSIDY,78,R_AND_D,4088,2294,170838465,145924009,4555,5939,4590,7596766622,7114478886,0,0,90.34,37219.71,0,2031-01-07
2025,INC-2986,EXPORT_REBATE,18,GREEN_TECH,4261,1259,126871391,76900374,1697,5878,5731,9251161825,8099701255,0,0,62.63,22137.74,1,2032-10-19
2021,INC-0159,GST_REFUND,48,MANUF_UPGRADE,3096,2520,222357208,86541350,1699,4791,519,2164860186,1018498619,0,0,83.46,428433.93,0,2027-08-19
2022,INC-0202,EXPORT_REBATE,22,MANUF_UPGRADE,4380,1755,331362443,126411651,124,4634,3331,15818732898,4011374692,0,0,73.03,99478.37,0,2029-06-06
2021,INC-9347,CAPEX_SUBSIDY,26,GREEN_TECH,1871,1168,263296648,136961940,4113,5801,1207,17324104878,15119255799,0,0,61.96,218141.38,0,2031-08-05
2022,INC-9124,GST_REFUND,19,GREEN_TECH,62,47,269871959,228051587,3217,1292,1156,1722229502,1346435718,0,0,84.72,233453.25,0,2033-04-27
2021,INC-1673,CAPEX_SUBSIDY,73,EXPORT_PROMOTE,3303,2623,147396076,75229784,4574,5744,2656,11052113948,3167369997,0,0,74.19,55495.51,0,2029-08-21
2018,INC-7112,INTEREST_SUBVENTION,72,EXPORT_PROMOTE,1667,937,332205705,163637717,4409,7572,2381,2917376190,837168140,0,0,86.96,139523.61,0,2028-01-06
2024,INC-7052,CAPEX_SUBSIDY,48,SKILL_DEV,1217,439,427889571,254537036,4576,715,675,3306322352,870186896,1,63164420,84.6,633910.48,0,2027-04-16
2020,INC-5832,EXPORT_REBATE,85,EXPORT_PROMOTE,104,40,211331477,165273582,1468,95,17,6050996501,5291960711,0,0,77.21,12431263.35,0,2030-04-22
2023,INC-7618,CAPEX_SUBSIDY,75,MSME_FORMALIZE,547,190,124910214,85014474,2545,4065,4021,12022430987,3194659260,0,0,95.3,31064.47,0,2032-12-08
2023,INC-0683,CAPEX_SUBSIDY,94,MANUF_UPGRADE,4217,2480,259137063,186173888,1311,1026,710,13978965143,10452699650,1,42271810,68.46,364981.78,0,2030-08-22
2024,INC-9882,GST_REFUND,91,MSME_FORMALIZE,3933,2246,16675637,13640827,2142,7281,3297,7905750155,2540499966,0,0,99.22,5057.82,0,2029-03-02
2019,INC-1825,GST_REFUND,48,MANUF_UPGRADE,2446,1890,446011831,324065996,4951,2115,389,2571594497,2088557674,0,0,65.72,1146559.98,1,2029-02-17
2020,INC-2907,INTEREST_SUBVENTION,21,GREEN_TECH,2160,1042,491484893,206669665,2313,6541,2531,7042879850,2979718925,0,0,98.16,194186.05,0,2029-10-26
