gov_unionspend_obligation_date,gov_unionspend_program_cfda_number,gov_unionspend_awarding_agency_code,gov_unionspend_funding_subagency_code,gov_unionspend_recipient_uei_hash,gov_unionspend_recipient_type_code,gov_unionspend_award_amount_inr,gov_unionspend_award_type_code,gov_unionspend_assistance_listing_title,gov_unionspend_place_of_performance_lgd_code,gov_unionspend_primary_purpose_code,gov_unionspend_covid_relief_flag,gov_unionspend_infrastructure_act_flag,gov_unionspend_competition_indicator,gov_unionspend_matching_requirement_flag,gov_unionspend_period_of_performance_days,gov_unionspend_outlay_estimate_inr,gov_unionspend_deobligation_amount_inr,gov_unionspend_reporting_period_quarter,gov_unionspend_data_source_system
2023-08-08,58001,486357,MNRE,GOVd556473fd391,GOVUXLSL,2967052,273791,Digital Health 61,GOVS8MRO,GOVHYNM4,0,1,GOVKBLBG,0,1599,566021,59011,2020Q1,DBT
2022-08-01,201959,228874,MeitY,GOVb768bee07aa7,GOV84Y38,29957,126374,Women Empowerment 78,GOVRSTD1,GOVGLHAW,0,0,GOVHVHCJ,1,2829,45967540,547606602,2025Q4,PFMS
2019-10-30,205556,225099,MOF,GOVc1bd8ef7c126,GOVJVKIV,671450849,245217,Skill Training 59,GOV42FQ7,GOVT2MQS,1,0,GOV4XG6T,0,1149,294571143,5446230,2019Q3,CPGRAMS
2021-07-10,432872,341486,MNRE,GOV1345a0d5d496,GOV3CA1T,375662,445606,Farm Support 9,GOV1W32C,GOVE176N,1,0,GOV60QTF,0,2849,47472,5031902,2026Q4,eProcure
2023-11-23,128679,176157,MoE,GOV56ca218dafd9,GOVHJHTN,656997490,34198,Clean Water 27,GOV7D0HV,GOVE6WWE,1,0,GOVVCK2M,0,1669,422434600,437411244,2023Q3,CAG
2020-03-28,2384,360348,DoPT,GOV6ed0d2f35c10,GOVARXQC,32668008,254481,Women Empowerment 19,GOVHTK6R,GOV0F6N9,1,0,GOVCGO56,0,3243,7901606,344217,2023Q4,DBT
2024-04-11,47027,278592,MeitY,GOV698554e98eba,GOV0H1UV,84252,145377,Digital Health 48,GOVKRALO,GOVEGHVO,0,1,GOVNC68P,1,3627,219238,5125433,2026Q2,IFMIS
2021-11-16,55126,321231,MoRTH,GOVfb3d12bd6175,GOVNWUII,5427475,83429,Disaster Relief 93,GOVJS8AU,GOVITXX6,0,1,GOV21UO5,1,3275,30544154,75458,2024Q4,DBT
2020-02-08,255356,187474,MoHUA,GOV4d1bafdf4267,GOV0DQOX,29017826,201044,Disaster Relief 96,GOV6TT33,GOVJ8ZM3,1,1,GOVDB5X4,0,2760,41141838,712258281,2023Q1,eProcure
2023-09-28,202714,40515,MHA,GOV450b950d432e,GOVHE0HX,377852674,375741,Digital Health 55,GOV1ASD1,GOV4TI4A,0,1,GOV4NGKB,0,724,480962497,5319749,2023Q4,eProcure
2023-10-18,489939,89084,MeitY,GOV20baa88d9b11,GOVU4EXH,528818657,332663,Women Empowerment 95,GOV0P6B6,GOVPS786,1,0,GOVTQSV3,0,2483,67590087,217766631,2018Q1,CAG
2021-07-28,310526,461115,MNRE,GOVd3c2d620d97a,GOV2VY2D,480610145,37355,Urban Transit 52,GOV23YBN,GOV38NYM,0,0,GOV8FTZU,1,837,254852479,2403461,2022Q2,DBT
2025-04-04,344465,174750,MoE,GOVa0f8421d3c20,GOVP6O02,45063200,275275,Housing Upgrade 66,GOV08XYR,GOV7ON0Y,1,1,GOVPF949,0,1468,33321694,376037828,2026Q4,CAG
2020-02-02,252152,295088,MoE,GOVffa886268688,GOVV8A0O,91108698,57819,Urban Transit 2,GOVAQ7D1,GOV12BMT,0,0,GOVTITXA,0,205,5274259,520641,2025Q3,DBT
2024-08-16,336693,123195,MOF,GOV075c7f6c32a2,GOVS8S5F,4628581,204086,Skill Training 13,GOVATBQT,GOVRNKI4,1,0,GOVXC6P8,1,2741,45959,624734,2026Q4,GeM
2020-04-01,109910,424414,MOF,GOV285a745af051,GOVQNHVZ,458408402,230004,Urban Transit 26,GOVYQP16,GOVTYXHQ,1,0,GOV7TA79,0,1347,650266,30750,2020Q2,GeM
2025-02-24,21728,77087,MHA,GOVc9ff235d9726,GOVWTMCD,59941341,143052,Rural Roads 47,GOVRXVMP,GOVRE05Z,1,0,GOV0MT7D,1,917,487625,8017657,2026Q2,DBT
2019-07-25,144808,312464,MoHFW,GOV7367ade1f108,GOV0A9HG,456664188,282526,Rural Roads 65,GOVQLR5D,GOVUYADF,0,0,GOVMFT5V,1,1055,3430856,52121090,2019Q2,eProcure
2020-03-03,90774,124860,MoE,GOV206c34eb2edc,GOVGIZQC,57901556,322608,Skill Training 97,GOV97V7O,GOVY0VQE,0,0,GOV660P2,0,3589,800577552,3425381,2019Q1,PFMS
2020-05-20,391989,405991,MoE,GOV63218c6be295,GOVSREOM,5641497,162497,Rural Roads 75,GOVE9JV6,GOVAD0EO,1,1,GOVMWMH6,1,648,521907,71269273,2020Q3,DBT
2024-12-24,379950,270840,MoHFW,GOV88f766a0558f,GOVQ8AA9,728972545,105244,Renewable Energy 9,GOVD2N8T,GOVUVICK,1,0,GOVZQ0S2,0,2153,3944203,4801829,2020Q2,eProcure
2025-06-01,321623,58710,DoPT,GOVb11f84d0b6de,GOVRT884,43600866,254030,Digital Health 88,GOV74YNX,GOVTNWBY,0,0,GOV452S6,0,1404,7223444,59571524,2026Q1,CAG
2022-04-03,386471,193958,MoHFW,GOVe230ee3953b5,GOVI4NM1,55235716,497900,Digital Health 32,GOVR5NC8,GOVKP6LL,0,0,GOVXLVHN,1,3290,60699936,520328,2026Q1,CAG
2018-08-19,428261,162800,DoPT,GOV3eb7fedd2cf9,GOVCNX7C,539738280,482708,Skill Training 79,GOVGOO4B,GOVQKCHM,0,1,GOV5HOOT,0,707,20218,3214967,2018Q2,IFMIS
2022-01-21,11322,299801,DoPT,GOVf7b8e7a1971e,GOVG4AWN,480654270,228627,Skill Training 97,GOVPTSCZ,GOVP50TY,1,0,GOV27YYW,0,271,4058486,50231,2018Q1,CAG
2019-09-28,250594,184110,MoRTH,GOVe11b80a54a95,GOV5G9VV,3511758,410892,Urban Transit 35,GOVVY8VQ,GOVXNQPB,0,1,GOVXPRIN,1,1278,71026,12752,2026Q3,CAG
2019-08-05,425181,348033,MoRD,GOV99fd7d21a86d,GOV699MI,6292086,297880,Digital Health 6,GOV7I0SI,GOVHWK82,1,0,GOVXJ1JA,0,3268,52378985,24933,2026Q1,PFMS
2023-10-08,183222,91749,DoPT,GOV925a34dcf1b5,GOV8VGFY,5930028,16931,Housing Upgrade 62,GOVF13NP,GOVYV2E5,0,0,GOVT0WH8,1,1243,4125053,400433,2018Q4,CPGRAMS
2021-12-31,418275,165717,MoHUA,GOV0adb10f5f1d2,GOV8A5AR,824524529,336099,Urban Transit 82,GOV8GWS6,GOV41HIG,1,1,GOV0OLOL,1,896,51194,188773,2025Q1,DBT
2022-05-14,67242,451045,MeitY,GOV378e246b1642,GOVO03VB,37325617,287287,Housing Upgrade 61,GOVYOGVL,GOVXZCCA,1,0,GOVW72P3,0,25,407555,72530,2020Q4,eProcure
2018-08-06,19057,54521,DoPT,GOV0964feeae778,GOVUVX0W,7034114,77698,Renewable Energy 98,GOVA6N3C,GOV0L410,0,1,GOV9MQRU,0,125,427793561,27422997,2025Q3,GeM
2020-02-25,48404,133913,MeitY,GOV09791285e875,GOVER0KC,147694,436390,Renewable Energy 8,GOVJDNYE,GOVEYQZL,0,0,GOV92YCQ,0,2981,31663956,366709,2018Q1,PFMS
2020-06-18,200003,415964,MoRD,GOVbca8793c8a81,GOVYMF4Q,5316617,186326,Clean Water 20,GOVPSFR8,GOVDU9LE,1,1,GOVMG76J,1,1637,47697,291805,2024Q2,CAG
2018-09-29,450839,33410,MHA,GOV73f9b2ee7dc2,GOV33F8I,383241,485932,Skill Training 60,GOVF0X9J,GOVAVSIO,0,1,GOVPGSW8,1,2729,419425636,7883542,2019Q3,GeM
2022-10-16,25911,72189,MoHFW,GOVb9fadf1abab6,GOVIZLYO,484900,224674,Urban Transit 83,GOVNU89L,GOV574XH,0,0,GOVOHYS1,0,2782,515340,483464935,2021Q4,CPGRAMS
2021-11-16,457521,317046,MNRE,GOV415cb72577ee,GOVY4Z0L,35675,48552,Clean Water 36,GOVJWJ5D,GOV0LCSP,0,0,GOVBOBGE,0,3588,61245,4614204,2026Q2,IFMIS
2022-03-09,52840,206723,DoPT,GOV292f54953c1e,GOVPA9O7,5084151,451005,Digital Health 70,GOV2OC28,GOVZ5UIY,1,0,GOVTRNKT,1,2738,3382014,8818218,2022Q4,IFMIS
2024-06-25,82103,400387,MHA,GOV34af3991eb40,GOV5128E,7192218,276412,Skill Training 86,GOVGCC29,GOVY8KS5,0,0,GOVJKWX6,0,310,501246,64179120,2021Q4,PFMS
2021-01-06,75196,180507,MoRTH,GOV0094a99a8083,GOVTEKTG,296674,36452,Farm Support 55,GOVOFI81,GOVSTFRT,0,1,GOVOVNQV,1,1178,56116893,241095,2020Q3,IFMIS
2023-09-13,84765,62382,MHA,GOV584bde1dc323,GOV89MM4,488440819,424892,Renewable Energy 56,GOV2E047,GOVMGDGM,1,0,GOVH120B,1,645,520097,87746,2023Q1,GeM
2020-06-07,353767,24033,MHA,GOVe3d599060d17,GOVS9544,1819449,178511,Disaster Relief 37,GOVD6HM0,GOVCYNHK,0,0,GOVQZPJ9,0,1232,646685072,62725267,2024Q3,CPGRAMS
2019-12-04,19462,168306,MoRD,GOVb69b12af69b4,GOVHYEY1,32492528,114587,Farm Support 38,GOVEKIQP,GOVMAMKY,1,0,GOVW0XIN,1,1824,713101,38961718,2018Q2,IFMIS
2024-03-29,315506,39287,MoRTH,GOV8528edf132d5,GOVS1Z2N,23234133,293584,Housing Upgrade 10,GOV2RE9V,GOVRV61G,1,1,GOVG6MHO,1,516,492469,658047,2022Q4,IFMIS
2019-07-17,220679,332255,MHA,GOV86f8e26d6cd5,GOV5KVS2,993127972,425257,Skill Training 74,GOVB90EI,GOV5C3X1,0,1,GOV3SQKQ,1,1867,324047523,311407,2025Q1,eProcure
2024-07-26,352471,326667,MOF,GOV10cd3ffac703,GOV7P46Y,44563311,101160,Rural Roads 52,GOVTMO4P,GOVIV8C8,1,1,GOVPZ1XN,1,2422,49695034,400223,2019Q1,CAG
2024-11-19,85615,185177,MoRTH,GOV6ef546f0af04,GOVGBLAH,6349251,210255,Disaster Relief 1,GOVKHIOO,GOVPVI4S,1,1,GOVI7WA8,1,57,57941448,54204840,2023Q4,IFMIS
2018-12-15,476857,443277,MoE,GOV4d6c1680cd36,GOV8ASV2,28089,434047,Digital Health 29,GOV4XMYE,GOVKGF2V,0,1,GOV282LP,0,2460,395183,97506,2024Q3,CAG
2022-01-22,157603,45513,MoHFW,GOVdf532cc83c37,GOVKZU0L,61745134,247287,Disaster Relief 42,GOVIMSL0,GOVETBX4,0,0,GOVK3X8Q,1,397,55591,4249242,2018Q3,eProcure
2018-01-24,221056,215671,MOF,GOVcde3568a750f,GOV7V35K,595001,262950,Digital Health 84,GOV02A3D,GOVKXNKS,1,1,GOVKSCMB,1,803,7454889,477593,2020Q4,PFMS
2024-03-22,460280,422413,MoRD,GOV8f1bb5a44610,GOVHMFCP,30906,308601,Skill Training 9,GOV6UVIJ,GOVNFMBH,0,0,GOV64N77,0,495,48588,396150,2025Q3,eProcure
2023-08-28,157997,425007,MoRTH,GOV3d87e0318b66,GOV4HPG2,53940316,429079,Digital Health 4,GOVIQ61P,GOVJELTJ,1,1,GOVEGF2Y,0,1397,738736,44078,2018Q2,CAG
2019-09-10,220750,159345,MNRE,GOV4af6fab4f0ec,GOVEN783,32016604,336027,Housing Upgrade 92,GOVC4EBB,GOVQOXME,0,1,GOVQ2LU6,0,614,5872996,394049186,2022Q2,PFMS
2018-09-10,87317,24301,MNRE,GOV86b5fa67d771,GOVGGRAM,79659027,250758,Housing Upgrade 76,GOVI2EOU,GOV0CYHY,0,1,GOVOXDKR,0,60,7096750,612511754,2018Q2,CAG
2025-09-04,193813,106288,MOF,GOVfa2a7061a41c,GOV6RJGK,4662083,203512,Digital Health 35,GOVOGJ6M,GOVYP0TH,0,0,GOVXXHNO,1,1168,45312471,3090776,2024Q4,GeM
2021-04-19,119164,42477,MeitY,GOVf9d8d13bd530,GOVPVM4N,3457323,473825,Farm Support 54,GOVVPYS8,GOVTB4NL,1,1,GOV24UTT,0,3014,5745263,407794,2025Q2,DBT
2019-06-26,182609,181600,MoRTH,GOV998d8358f64b,GOV5NLQ9,392353,177834,Disaster Relief 58,GOVDS9A9,GOVJHL6Z,1,1,GOVG1M19,0,408,53369,2158697,2021Q3,IFMIS
2020-10-12,455206,247982,MoHUA,GOVe4ee32365980,GOV7VM5Q,91127872,340024,Rural Roads 91,GOV2V8WT,GOV8GZXA,1,1,GOVSQIRM,0,2538,480398,500841,2026Q4,CPGRAMS
2023-09-02,377365,387523,MeitY,GOV3c511b13a328,GOVG7Z04,46159505,140432,Housing Upgrade 85,GOVL4JUZ,GOVPNTHF,0,1,GOVDSOKS,1,1277,631673,38334,2018Q2,eProcure
2019-07-18,226121,200146,MNRE,GOV9948edf86ae6,GOV17JN9,44458236,167353,Renewable Energy 30,GOV10Z0G,GOVSOVYR,1,1,GOVM12HB,1,695,76824464,662316772,2019Q3,CPGRAMS
2024-01-21,173555,200460,MoHUA,GOV3d904b033e3a,GOV03DVX,424603379,32270,Housing Upgrade 89,GOVWCN5G,GOV68LH6,1,0,GOVZXJR2,1,3229,45873,837496,2023Q2,CPGRAMS
2019-04-14,299627,24561,MoE,GOV3fe024c95890,GOV3K2IZ,8604950,394897,Disaster Relief 95,GOVG3EAI,GOVGNLMU,1,1,GOVZMU5W,0,1891,74412,69002808,2022Q3,eProcure
2019-05-06,243537,2694,MoHFW,GOVf9ab1c077cf3,GOVVGIWE,793863541,65818,Digital Health 24,GOVE1ZSV,GOVODXHM,0,0,GOVXSBL5,1,1616,284493418,2736960,2018Q3,CAG
2022-10-31,77831,472603,MNRE,GOV31d143ffa2f7,GOVR87Y4,73954294,460497,Clean Water 99,GOVGDGTK,GOVJBEXB,1,1,GOVCRMTI,1,3475,229539416,2745105,2023Q3,eProcure
2021-01-24,187591,12666,MoRD,GOV522fba4e01b4,GOVVIB4Y,11652,271051,Clean Water 60,GOVEFJOD,GOVRRXX9,0,1,GOVXMTF6,1,2706,89460,5915869,2022Q3,CPGRAMS
2022-12-30,468955,233233,MoRD,GOV30f5dbb922c1,GOVBXU2S,42548612,193001,Farm Support 90,GOVYT213,GOV76L33,0,0,GOV8P3XA,1,3453,546953201,863511,2022Q4,DBT
2021-11-17,215550,277430,MNRE,GOVd58787bef1ae,GOVSD7VF,64235,344701,Housing Upgrade 5,GOV7CAO4,GOVYIU4N,1,1,GOVORTVW,0,2483,416618,570560,2022Q3,DBT
2022-07-30,400772,12762,MOF,GOVc2f06993fcc0,GOVF3NNS,341605,473236,Clean Water 1,GOVS0I6R,GOVBN3N4,0,1,GOV4T2O2,1,3553,519325,8963684,2022Q1,CAG
2021-07-04,264495,29849,DoPT,GOV8e476385a3c6,GOV90THQ,411809,260685,Housing Upgrade 37,GOVHA9ZP,GOVFI6C8,0,0,GOVTAU2H,0,2577,27524531,308356,2023Q4,CAG
2018-02-23,385614,244857,MOF,GOV0d0cf4acdef2,GOVRDGMU,28039795,105264,Housing Upgrade 87,GOV7YVAV,GOV8WF95,0,1,GOVQFABM,0,938,557243998,240152630,2026Q3,GeM
2018-09-02,336675,429633,MoE,GOVd0f70d10562d,GOVGC6KC,1163125,19890,Renewable Energy 50,GOVW6RP9,GOV6A6IO,0,0,GOVBOZ3K,1,3418,306027,52919,2026Q1,CPGRAMS
2024-02-14,34633,495904,MoRTH,GOVbfbed72ced95,GOVHAP8Y,730784,191797,Housing Upgrade 86,GOV8IE3D,GOVCHVE8,1,1,GOVNPIAB,1,3003,277708120,438562793,2025Q1,CAG
2020-11-08,378714,426168,MoHUA,GOVa3b6066a6ac7,GOV484XX,637619039,496996,Women Empowerment 85,GOVQ4KBX,GOVZU3AS,0,1,GOVDCTC1,0,588,486626,394753099,2024Q4,GeM
2018-07-26,160463,212249,MeitY,GOV3a2b1fb217fa,GOVZL8AF,33784,401476,Renewable Energy 16,GOVOYY2V,GOV432HW,0,1,GOVHTSXY,0,1416,778667719,110865078,2022Q1,GeM
2020-01-06,246162,148128,MoHFW,GOV2733c8ddd255,GOVFCLBG,71032,451792,Women Empowerment 44,GOVZ0A0J,GOV8R9IZ,1,0,GOV8MG8F,1,3161,37383,423249,2022Q1,PFMS
2023-09-23,265213,251786,MoRD,GOVb7ade252d116,GOV6VD2P,956166015,425521,Skill Training 52,GOVU7Q0A,GOVEEY30,0,0,GOVHJ5KB,1,461,1273155,27941,2022Q2,DBT
2022-09-11,468157,362320,MoE,GOV5101fe351231,GOVEEFRJ,120209,25876,Renewable Energy 82,GOVHROA0,GOV8FJFN,0,0,GOVC4XXO,0,3248,18237,2278625,2020Q2,GeM
2024-05-04,447055,494854,MHA,GOV95b6a14e702d,GOVQ47TN,4290136,79651,Housing Upgrade 76,GOVPNL9F,GOV6418D,1,1,GOV19ZOD,1,2331,5493604,3806268,2026Q2,PFMS
2024-05-24,32770,309864,MNRE,GOVe5508535e745,GOV4EUP2,222050789,96948,Women Empowerment 63,GOVSL1XV,GOVTV9J8,1,1,GOVKEY6G,1,1203,85352459,4270836,2024Q2,GeM
2024-04-26,488424,487082,MeitY,GOV78c850bebd3f,GOV61NN9,38434003,456098,Rural Roads 18,GOVAPZOD,GOVJ00AN,0,0,GOVQYCF4,1,3208,713420980,761037455,2024Q1,eProcure
2023-04-21,391248,455935,MeitY,GOVab66c15092ce,GOV1W1QN,428498597,388968,Digital Health 89,GOV2CO13,GOVDHMNQ,0,0,GOVV2SU9,1,2224,45051838,438155399,2024Q1,eProcure
2024-08-22,311208,114691,MHA,GOV1163df186c8a,GOVUZIH5,29647,85142,Clean Water 52,GOVOUYV6,GOVLS65U,0,1,GOVNDB43,1,3405,452112,53981496,2021Q1,PFMS
2021-11-30,344829,220509,MoE,GOVf6bf214b0845,GOVCX3SA,72227237,191115,Urban Transit 7,GOVS5HK7,GOVTP043,0,1,GOVVVGCQ,0,903,4644147,571983,2026Q4,DBT
2022-02-10,347266,376612,MHA,GOVb88ad50af907,GOVGAL6A,62978,477953,Digital Health 93,GOVNSJMH,GOV3QKSQ,1,0,GOVJHI7C,1,449,65201,56997,2019Q4,CAG
2023-07-08,79444,494146,MNRE,GOV5a4498fe245a,GOVLSEPG,804809,268641,Farm Support 2,GOV1C64T,GOVRQHC7,1,0,GOVWLE90,0,156,1191213,2021168,2021Q3,eProcure
2022-10-31,92396,223062,MoHUA,GOV76fc9446f5f1,GOVZKSZV,66012,212382,Skill Training 83,GOV046FL,GOVKD2IP,0,0,GOVWC9XE,0,417,60656,44760191,2026Q1,GeM
2025-01-29,336809,13314,MoHUA,GOVeab04813aec9,GOVBGVDF,598949,477716,Rural Roads 86,GOVH3YMO,GOVLTSHE,0,1,GOVYL531,1,2712,808611,41971235,2023Q2,IFMIS
2025-06-05,411476,235688,MOF,GOVc01b07107300,GOVGVA6J,67385366,156009,Farm Support 81,GOVITLFQ,GOVQG83T,1,0,GOVROT8K,0,3058,63644,45000533,2021Q3,eProcure
2021-11-26,205813,142381,DoPT,GOV92ad567a52a0,GOVAMXKL,541697,486586,Renewable Energy 72,GOV2WBY4,GOVU2M33,1,0,GOV30G47,0,1216,38460,39051028,2025Q4,CAG
2023-12-24,246247,314472,MoRTH,GOV9a1dd21f1212,GOVPZU87,592805,164319,Skill Training 99,GOVWM2SN,GOV3KUEA,1,0,GOVWMLRE,1,1635,585045,780205821,2023Q1,IFMIS
2018-04-29,487468,265875,MOF,GOV47c8be6a6b60,GOVDHK4Z,62658,186326,Housing Upgrade 20,GOVQYFOI,GOVQU7BP,0,0,GOV4MREX,0,1945,403917,404824,2020Q2,IFMIS
2024-02-14,403165,335842,MOF,GOV36128d8e4783,GOVUCGU7,480890,287677,Rural Roads 40,GOVQX6MX,GOV5BXDX,1,1,GOVCZNA5,1,2796,79932477,269845,2026Q1,IFMIS
2021-12-17,463425,355182,MoRD,GOV2c0faa805dc4,GOVJ1IFO,763874142,433453,Housing Upgrade 16,GOVIFNXU,GOVZAYH6,1,0,GOVFQK4G,1,1334,75417,403811,2026Q1,eProcure
2023-02-04,242560,49780,MoHFW,GOVa18abc43df84,GOVPX547,33421,56585,Disaster Relief 23,GOV13BP9,GOVHTZLI,1,1,GOVRU246,1,2847,7410806,368660,2023Q2,CPGRAMS
2025-01-09,433592,419829,MoRD,GOV67659d46b4ad,GOVAN62S,50778,116434,Rural Roads 24,GOVAL4F7,GOVXSJ4B,0,0,GOV421C1,1,3200,5783387,2065932,2018Q1,CPGRAMS
2018-11-26,436349,303734,DoPT,GOV24fd1468665a,GOVE78TY,45587,419174,Rural Roads 16,GOVQK0BD,GOVDKXBS,0,1,GOV0X8H2,0,3236,4807729,52058,2023Q2,IFMIS
2024-10-12,182931,136209,MoRD,GOV501b842ecdfb,GOVU4KAY,846146,225592,Housing Upgrade 90,GOVQT240,GOVIE4SI,1,1,GOVC8UKP,1,1974,77847,7354090,2023Q2,DBT
2024-09-14,446258,236066,MoE,GOV5fa6af6cd736,GOVJIV0X,557962269,109902,Women Empowerment 44,GOV8SSDM,GOV95NQP,1,1,GOVMBT56,1,3077,774375718,38070,2021Q2,eProcure
2025-12-25,318029,24239,MoE,GOV89109e262b10,GOV99VII,31906496,316618,Farm Support 19,GOVKOHT8,GOVL0V0T,0,1,GOV47RUW,1,1860,4310357,40181583,2023Q1,eProcure
2019-06-06,471245,147265,MoE,GOV265b98a28081,GOV5FK6Y,25565637,441920,Urban Transit 55,GOVV674N,GOVJ5EQP,0,1,GOV51X82,0,1795,7287110,60395181,2025Q1,DBT
2023-08-15,196118,432925,MoRTH,GOV6eda77d426a0,GOVLBM3N,663347,182735,Clean Water 85,GOVSQD4M,GOV64ZAO,1,1,GOVX01BH,1,471,444938,258457,2018Q3,DBT
2018-11-21,204372,114701,DoPT,GOVba41f38a3fa3,GOVG2A0G,28032,338382,Disaster Relief 75,GOVCZ3TF,GOV85YDA,0,0,GOV05JVI,0,456,392395433,57199238,2024Q4,CAG
2019-11-09,35382,442566,DoPT,GOV7958b4dba1ff,GOVQ2DSI,642188,458147,Clean Water 26,GOV6ESGK,GOV3T6W3,1,0,GOVN84BL,1,436,68812433,620103046,2025Q1,IFMIS
2018-01-24,363215,116217,MeitY,GOVec7d22315c92,GOVN6HF4,566164455,15978,Urban Transit 44,GOVB0WBZ,GOVG0797,0,1,GOVZV6AO,0,2384,699499,71050891,2020Q2,GeM
2019-10-29,421082,247365,MoRTH,GOVac4e0d86714f,GOV7OLOH,63141,463148,Clean Water 85,GOV6PEYN,GOV08D8K,0,0,GOVYQX4D,1,1221,596301,764381,2021Q1,DBT
2025-12-09,368103,166659,MHA,GOVeba76805e963,GOVBTTV1,370530635,130253,Renewable Energy 55,GOV7DI7A,GOVLKT5K,0,0,GOVV7IMP,1,556,241464,66678612,2022Q1,eProcure
2022-04-19,388002,296537,MoHFW,GOV412a1f22658a,GOVIEG6O,16721640,255770,Disaster Relief 32,GOVE6Z9W,GOVLWGR0,1,0,GOVJ0QCE,0,466,37472983,287072,2021Q4,CPGRAMS
2024-02-19,219863,443327,MoE,GOV1afd70de5eed,GOVIB03Q,59788,362441,Disaster Relief 93,GOVJWI2N,GOVSMSD6,0,1,GOVZRGEN,1,2013,361962602,30824038,2022Q3,IFMIS
2025-07-13,43397,450581,MoRD,GOVbdb3c1d2b298,GOV4H6FD,565219,279775,Clean Water 6,GOVVGL5K,GOVSL25J,0,0,GOV5E05Y,1,3606,474276,25473,2024Q4,eProcure
2024-05-09,292397,379393,DoPT,GOV5c54d4713045,GOVXFEFV,92173,105008,Urban Transit 57,GOVZSW3Y,GOVEU81W,0,1,GOVORO89,1,25,3798501,43924921,2021Q2,DBT
2024-11-29,233967,446041,MoE,GOV9dc444abbf00,GOVHFKUD,68068,157125,Skill Training 9,GOV8XT6L,GOVVMXB0,1,1,GOVUQ8XC,1,3574,1135024,4716908,2022Q2,PFMS
2018-04-09,16089,371643,MoHUA,GOVb3bcd4125c4f,GOVFH4RX,69397040,28813,Urban Transit 22,GOVGRM7Q,GOVICFI5,0,0,GOVA3U9P,0,408,695856,43436,2026Q2,GeM
2022-01-24,499738,254641,MeitY,GOV495ff16a7fee,GOVMYE86,45944,20686,Digital Health 8,GOVYFJQ7,GOV4C4IJ,0,0,GOV9KTYW,1,605,75423979,556325291,2026Q1,IFMIS
2018-12-20,74742,206528,MNRE,GOVf5391c085240,GOV2CP9J,22776,456576,Housing Upgrade 22,GOV9I127,GOVW14SP,0,1,GOVKJ2VV,1,1113,217984641,5387504,2025Q1,CPGRAMS
2019-01-12,493616,71388,MNRE,GOV4ad8fa2bed53,GOVW0HP6,6579551,203316,Disaster Relief 40,GOVVV10Z,GOV5GM44,0,1,GOVP99FV,0,663,795380,6014175,2025Q4,CPGRAMS
2018-05-11,215425,155896,MHA,GOV5ee58acbfcd8,GOV5GYF4,691925,384555,Renewable Energy 18,GOVEKHXX,GOVQJ91G,1,1,GOVWY8A5,1,256,9199614,529320,2024Q1,DBT
2019-05-19,36332,112182,MOF,GOV958f6a27caed,GOVX38CS,9091464,160165,Digital Health 71,GOVJW5WA,GOVNKI0K,1,1,GOVC0ZJX,0,1955,729905288,3162747,2026Q4,PFMS
2019-09-28,162330,496122,MNRE,GOV97256755e7d3,GOV4WNQN,405250370,291977,Women Empowerment 95,GOVR9HOS,GOVDISM3,1,1,GOVHBGBG,0,1570,42570448,4501767,2026Q1,CPGRAMS
2019-07-22,13897,99997,MOF,GOV4b3c7c50629a,GOV2XQAM,27669863,480257,Clean Water 98,GOV5O6FF,GOVMOX9F,0,0,GOV5YNRE,1,3393,431913,4714263,2022Q1,DBT
2018-06-29,339832,80150,DoPT,GOV4528586780c2,GOVLKDI7,51817588,209369,Disaster Relief 1,GOVDXRGG,GOVC17O0,1,1,GOV6W6QN,1,1496,450250,608530379,2024Q3,CPGRAMS
2019-10-06,196327,254491,MoRTH,GOVe2565a361fe6,GOVYRJ7N,334616644,9267,Disaster Relief 79,GOVBDZZC,GOVQ3WW1,0,1,GOVMRF22,1,390,6061742,502937,2022Q1,GeM
2024-02-25,96143,156609,DoPT,GOVaa1d3b03627a,GOVD0AXF,712875615,133953,Renewable Energy 75,GOVXOOJ8,GOVLU3WS,0,0,GOVO29N1,1,2521,696281,72223400,2024Q3,GeM
2018-11-10,496256,21817,MoHUA,GOV18961016badc,GOV9V11J,28020283,443358,Rural Roads 22,GOVZT7V9,GOV3L6PX,0,0,GOVZLRCK,0,1541,37154,2825427,2024Q2,DBT
2025-12-07,355693,186058,MNRE,GOV2cd2cfce0da4,GOVNAPE3,291462182,227206,Women Empowerment 12,GOVCXZVP,GOVZQOSH,0,1,GOVYUDEA,1,1800,693424,33755469,2022Q1,IFMIS
2021-07-24,257730,292964,MNRE,GOV2f28e88921cc,GOVDPXMH,5148923,151504,Renewable Energy 82,GOVLHI15,GOVHP1YA,0,0,GOVKCO67,0,2631,6237138,593971,2023Q3,DBT
2018-10-22,122464,470508,MoRTH,GOV426e755327a9,GOV4ZS23,405470,301480,Disaster Relief 46,GOVR8EF3,GOVWFZ6F,1,0,GOVYZB7Z,1,43,69344,437507,2023Q2,DBT
2020-06-22,180486,230793,MoHUA,GOV691e2d2433f9,GOVHZOHE,25022089,262528,Women Empowerment 46,GOV4ATH0,GOVRPF6C,0,0,GOVVD3SH,1,3244,358056083,437379,2023Q1,CPGRAMS
