energy_eff_program_year,energy_eff_program_id,energy_eff_measure_type_code,energy_eff_rebate_amount_inr,energy_eff_participant_count,energy_eff_kwh_savings_first_year,energy_eff_kw_savings_peak,energy_eff_therm_savings_first_year,energy_eff_lifetime_savings_mwh,energy_eff_cost_effectiveness_trc,energy_eff_cost_effectiveness_pac,energy_eff_net_to_gross_ratio,energy_eff_free_ridership_rate,energy_eff_spillover_rate,energy_eff_verification_method_code,energy_eff_evaluation_report_link_id,energy_eff_income_qualification_flag,energy_eff_contractor_network_size,energy_eff_market_transformation_score,energy_eff_measure_installation_time_days
2021,EFF2021-01468,motor,110436.87,3106,407336.78,4474.179,165812.56,4345.865,0.779,1.561,0.774,0.014,0.138,randomized,RPT2021-001468,0,390,67.8,140
2021,EFF2021-01469,solar_rooftop,227096.86,43790,766099.52,3023.613,485282.31,4635.688,1.094,0.374,0.899,0.16,0.06,onsite,RPT2021-001469,0,226,52.19,175
2025,EFF2025-01470,insulation,47145.92,7676,314719.43,668.829,456353.42,3181.212,1.233,0.89,0.544,0.014,0.0,billing_analysis,RPT2025-001470,1,62,57.16,216
2018,EFF2018-01471,smart_meter,119334.45,3154,520624.28,2047.324,54186.7,5216.449,0.71,1.129,0.755,0.176,0.068,onsite,RPT2018-001471,0,29,32.13,154
2022,EFF2022-01472,ag_pump,134220.58,45206,709728.47,4460.591,78403.57,2145.865,0.463,0.05,0.558,0.146,0.0,engineering,RPT2022-001472,1,645,63.17,37
2019,EFF2019-01473,insulation,125533.03,23393,279690.34,1681.003,492822.32,706.699,0.281,1.686,0.764,0.069,0.0,metered_savings,RPT2019-001473,0,311,68.13,63
2020,EFF2020-01474,building_retrofit,214997.53,21683,517768.89,253.366,422559.71,4464.687,1.927,0.805,0.98,0.189,0.095,randomized,RPT2020-001474,0,473,20.74,67
2022,EFF2022-01475,smart_meter,148469.2,38108,358507.2,4359.027,399263.25,4208.898,0.695,0.767,0.779,0.159,0.172,randomized,RPT2022-001475,1,389,47.16,117
2025,EFF2025-01476,ag_pump,113444.22,35712,438014.45,1106.086,218419.32,4739.224,1.159,1.579,0.627,0.226,0.0,engineering,RPT2025-001476,0,204,43.77,77
2019,EFF2019-01477,insulation,49398.01,30767,384855.94,854.106,434583.92,1534.89,0.741,0.937,0.89,0.238,0.039,metered_savings,RPT2019-001477,0,366,32.05,128
2023,EFF2023-01478,smart_meter,45211.39,28785,199258.56,708.662,450264.28,1185.717,1.074,1.088,0.845,0.243,0.115,engineering,RPT2023-001478,1,388,47.31,74
2019,EFF2019-01479,motor,238667.57,42256,593139.63,2271.112,471028.21,5515.055,1.692,0.05,0.743,0.243,0.094,randomized,RPT2019-001479,0,325,60.5,3
2025,EFF2025-01480,building_retrofit,173021.77,33266,334537.87,4068.804,471525.57,1076.338,1.174,0.05,0.538,0.262,0.125,metered_savings,RPT2025-001480,1,259,47.39,51
2021,EFF2021-01481,smart_meter,218553.39,36852,605760.66,2365.622,287840.66,6428.564,1.293,1.064,0.849,0.189,0.042,engineering,RPT2021-001481,1,545,72.28,120
2023,EFF2023-01482,motor,238333.71,46406,628167.42,1172.483,310826.66,6874.319,1.187,0.05,0.873,0.108,0.044,randomized,RPT2023-001482,0,579,50.87,239
2020,EFF2020-01483,smart_meter,49010.22,5713,209634.99,3550.499,30625.23,600.697,1.13,0.565,0.657,0.087,0.191,engineering,RPT2020-001483,0,136,53.5,73
2025,EFF2025-01484,building_retrofit,240636.43,43931,324242.84,3894.854,138147.18,1831.497,0.1,0.794,0.912,0.0,0.137,billing_analysis,RPT2025-001484,1,608,29.86,182
2025,EFF2025-01485,ag_pump,225351.55,15039,707177.19,563.089,98747.58,7189.927,0.736,1.556,0.792,0.121,0.083,metered_savings,RPT2025-001485,0,39,28.39,120
2025,EFF2025-01486,hvac,107782.91,42510,542399.59,3114.298,180191.47,5143.979,1.723,0.705,0.889,0.092,0.012,randomized,RPT2025-001486,0,639,47.99,139
2020,EFF2020-01487,ag_pump,133380.03,4564,781230.38,3555.783,571681.38,6133.401,1.609,1.251,0.832,0.134,0.102,engineering,RPT2020-001487,1,296,78.72,169
2024,EFF2024-01488,insulation,235467.22,49517,568730.87,677.257,296088.55,2338.963,1.196,2.264,0.98,0.022,0.037,randomized,RPT2024-001488,1,66,64.56,79
2024,EFF2024-01489,led,153259.14,32254,292828.67,3859.105,274164.6,2107.083,1.018,0.274,0.978,0.09,0.216,onsite,RPT2024-001489,1,374,60.35,138
2025,EFF2025-01490,hvac,246513.16,41561,501176.8,180.543,566463.73,3865.015,1.182,1.023,0.839,0.157,0.051,onsite,RPT2025-001490,1,500,70.42,136
2022,EFF2022-01491,building_retrofit,230276.18,15795,404092.93,114.865,185134.49,3546.828,1.071,1.039,0.702,0.3,0.0,randomized,RPT2022-001491,0,457,47.62,128
2025,EFF2025-01492,led,49958.3,9354,632860.99,2707.147,555237.71,3006.47,0.652,0.05,0.747,0.152,0.1,engineering,RPT2025-001492,1,336,30.81,182
2023,EFF2023-01493,ag_pump,44179.9,46676,294248.11,1922.752,172382.29,2424.785,0.524,0.493,0.652,0.146,0.234,onsite,RPT2023-001493,0,61,82.63,220
2021,EFF2021-01494,motor,44106.04,33739,17620.19,4092.374,97412.43,42.762,1.969,1.299,0.777,0.054,0.094,billing_analysis,RPT2021-001494,0,243,88.42,233
2018,EFF2018-01495,smart_meter,23572.79,33644,271464.83,4318.704,355720.22,1979.777,1.219,0.662,0.906,0.043,0.166,engineering,RPT2018-001495,0,222,64.55,183
2022,EFF2022-01496,solar_rooftop,235559.39,9018,217269.86,2703.717,457983.39,2051.797,0.708,0.05,0.783,0.003,0.099,metered_savings,RPT2022-001496,1,95,47.79,200
2020,EFF2020-01497,hvac,225424.24,37175,663941.88,4068.749,101716.15,4035.162,0.1,0.564,0.947,0.166,0.173,onsite,RPT2020-001497,0,622,37.05,222
2020,EFF2020-01498,motor,131079.33,49841,386670.5,3744.482,45290.93,1687.02,0.884,1.706,0.631,0.088,0.182,billing_analysis,RPT2020-001498,1,36,35.65,15
2020,EFF2020-01499,insulation,147819.71,11575,787458.09,3457.721,489032.36,1826.657,1.102,1.07,0.743,0.177,0.07,engineering,RPT2020-001499,1,275,41.95,138
2019,EFF2019-01500,insulation,124171.92,39921,600596.89,1743.692,88453.28,1536.074,0.218,0.05,0.929,0.184,0.0,metered_savings,RPT2019-001500,0,127,33.19,142
2018,EFF2018-01501,smart_meter,189377.1,48060,398959.08,4490.506,449579.37,1939.243,1.054,0.05,0.977,0.277,0.166,engineering,RPT2018-001501,0,300,51.36,9
2022,EFF2022-01502,led,28935.91,36185,472150.35,2351.864,216868.37,3196.885,1.074,0.877,0.908,0.064,0.064,billing_analysis,RPT2022-001502,1,68,49.19,144
2018,EFF2018-01503,ag_pump,95690.75,28479,519595.78,2644.495,346644.42,6123.925,1.012,0.998,0.755,0.0,0.087,randomized,RPT2018-001503,1,355,14.9,190
2021,EFF2021-01504,building_retrofit,100461.04,49429,40172.66,2121.812,464701.32,401.692,1.393,1.743,0.735,0.108,0.0,metered_savings,RPT2021-001504,1,271,77.44,194
2023,EFF2023-01505,motor,97157.1,26077,300672.98,307.859,47838.35,616.595,1.157,1.908,0.68,0.083,0.21,randomized,RPT2023-001505,1,205,56.74,14
2023,EFF2023-01506,ag_pump,189625.35,35878,483195.61,814.077,40831.5,1205.748,0.337,1.246,0.754,0.219,0.034,randomized,RPT2023-001506,0,167,100.0,232
2018,EFF2018-01507,smart_meter,143744.27,22623,702803.6,1070.074,189455.73,4061.732,1.767,1.542,0.863,0.09,0.141,metered_savings,RPT2018-001507,1,155,64.99,129
2018,EFF2018-01508,solar_rooftop,88888.06,27152,257225.9,1163.927,414879.45,2408.349,0.784,0.903,0.98,0.168,0.09,randomized,RPT2018-001508,1,548,44.14,7
2022,EFF2022-01509,insulation,60401.11,15819,208169.82,665.34,239645.66,2329.117,0.817,1.164,0.723,0.107,0.045,randomized,RPT2022-001509,1,235,42.61,116
2022,EFF2022-01510,led,207236.16,44089,254920.98,4303.408,494866.66,1347.375,1.87,0.413,0.741,0.171,0.102,randomized,RPT2022-001510,1,577,56.75,113
2020,EFF2020-01511,motor,45167.9,13912,738474.24,3153.116,108233.02,5740.08,0.474,1.914,0.935,0.247,0.139,onsite,RPT2020-001511,1,642,46.18,99
2021,EFF2021-01512,led,137119.09,1367,100477.04,2994.357,95532.0,582.744,1.367,1.281,0.821,0.187,0.065,randomized,RPT2021-001512,1,461,68.46,156
2021,EFF2021-01513,motor,245259.01,14370,445685.75,4299.926,101292.12,2119.499,1.291,0.844,0.917,0.248,0.143,engineering,RPT2021-001513,0,247,27.48,210
2019,EFF2019-01514,insulation,197934.86,25648,342541.81,12.973,379350.47,2590.666,1.689,0.198,0.794,0.167,0.004,randomized,RPT2019-001514,1,82,55.76,226
2019,EFF2019-01515,hvac,129527.48,3299,777947.19,3460.555,591934.09,5992.599,1.973,0.37,0.917,0.133,0.0,billing_analysis,RPT2019-001515,1,379,65.59,189
2023,EFF2023-01516,ag_pump,16543.34,36932,78691.77,2042.983,38766.29,807.565,1.279,2.085,0.678,0.055,0.18,billing_analysis,RPT2023-001516,1,309,68.59,34
2022,EFF2022-01517,insulation,225388.76,42385,231342.36,2853.882,371049.79,2179.947,1.654,2.136,0.98,0.139,0.0,engineering,RPT2022-001517,0,167,42.64,43
2021,EFF2021-01518,motor,115331.37,3997,474755.02,3232.935,515522.81,1915.225,1.574,0.638,0.733,0.124,0.03,metered_savings,RPT2021-001518,0,263,83.84,119
2023,EFF2023-01519,motor,242774.6,2186,389099.88,4458.098,459295.97,2015.927,1.25,1.149,0.874,0.178,0.04,billing_analysis,RPT2023-001519,1,511,80.93,135
2021,EFF2021-01520,led,229622.48,28962,222385.79,2441.92,211530.86,1629.659,0.616,0.274,0.939,0.19,0.042,onsite,RPT2021-001520,0,493,33.14,48
2022,EFF2022-01521,smart_meter,166860.47,24935,723144.44,1487.359,182879.09,1635.373,1.426,1.143,0.695,0.175,0.009,metered_savings,RPT2022-001521,0,20,44.27,63
2025,EFF2025-01522,ag_pump,186910.03,22164,386994.03,3486.92,402394.91,4577.775,1.361,1.77,0.916,0.009,0.02,onsite,RPT2025-001522,1,245,32.51,191
2023,EFF2023-01523,motor,137595.25,26307,454632.92,783.951,481452.6,1699.645,1.084,1.807,0.772,0.124,0.134,randomized,RPT2023-001523,1,534,11.91,39
2019,EFF2019-01524,smart_meter,63005.87,40783,566295.14,1192.562,280468.07,4599.056,1.286,0.392,0.722,0.142,0.044,engineering,RPT2019-001524,1,343,43.91,10
2021,EFF2021-01525,building_retrofit,45905.03,42259,297223.59,954.573,278324.98,3034.389,0.885,1.276,0.682,0.158,0.118,metered_savings,RPT2021-001525,1,481,61.13,133
2020,EFF2020-01526,ag_pump,2256.26,31458,477654.36,3146.567,381880.82,1139.597,2.669,1.963,0.605,0.205,0.133,randomized,RPT2020-001526,1,394,52.26,55
2018,EFF2018-01527,led,66644.89,21843,798118.45,2742.101,100884.37,4679.838,0.682,1.157,0.804,0.253,0.087,randomized,RPT2018-001527,0,629,62.77,88
2025,EFF2025-01528,motor,60932.46,14970,368067.82,4096.761,72009.23,2664.555,0.314,1.643,0.832,0.066,0.0,randomized,RPT2025-001528,1,22,61.92,159
2024,EFF2024-01529,building_retrofit,140374.59,18353,505539.62,850.457,291187.3,3729.87,0.439,1.188,0.817,0.255,0.08,metered_savings,RPT2024-001529,1,282,57.61,35
2019,EFF2019-01530,smart_meter,191125.65,37204,596778.4,3886.372,398523.59,3541.134,1.837,1.094,0.98,0.153,0.103,metered_savings,RPT2019-001530,0,569,36.57,14
2025,EFF2025-01531,led,52259.53,43635,456312.92,326.049,431824.76,3539.605,1.78,1.55,0.868,0.168,0.0,randomized,RPT2025-001531,0,447,40.44,15
2025,EFF2025-01532,ag_pump,232759.27,33234,284656.86,2689.838,108805.54,2716.1,0.1,0.259,0.822,0.067,0.041,billing_analysis,RPT2025-001532,1,424,50.76,26
2021,EFF2021-01533,hvac,131421.07,18478,364097.35,314.263,150052.94,2775.062,1.813,0.498,0.673,0.074,0.082,onsite,RPT2021-001533,1,196,63.03,175
2023,EFF2023-01534,hvac,126599.63,15464,308742.78,2335.569,476963.22,652.838,1.165,0.413,0.859,0.17,0.114,randomized,RPT2023-001534,0,106,52.96,138
2018,EFF2018-01535,solar_rooftop,173196.77,15010,659185.85,361.754,5939.26,6230.194,0.656,0.628,0.891,0.146,0.0,billing_analysis,RPT2018-001535,0,559,42.78,141
2022,EFF2022-01536,ag_pump,138420.75,42496,625420.92,3979.741,221385.43,3878.808,0.1,0.534,0.497,0.198,0.164,engineering,RPT2022-001536,0,199,35.0,214
2023,EFF2023-01537,building_retrofit,8157.71,21574,582162.63,349.068,370297.86,5851.992,0.931,1.089,0.541,0.044,0.143,metered_savings,RPT2023-001537,0,147,49.74,37
2018,EFF2018-01538,motor,112180.17,22069,536822.26,406.637,382497.91,6247.972,0.1,1.086,0.828,0.111,0.131,metered_savings,RPT2018-001538,0,538,87.33,43
2018,EFF2018-01539,insulation,13582.58,44647,442610.52,2723.937,289592.25,1871.379,1.383,1.274,0.643,0.294,0.063,engineering,RPT2018-001539,1,599,57.64,71
2019,EFF2019-01540,led,44480.27,44211,224270.82,2213.929,268641.68,2276.55,1.113,0.33,0.864,0.108,0.199,engineering,RPT2019-001540,0,517,23.75,83
2021,EFF2021-01541,building_retrofit,60389.65,41750,213342.65,2680.04,180793.09,1966.908,0.503,1.352,0.957,0.13,0.0,onsite,RPT2021-001541,1,488,56.49,42
2024,EFF2024-01542,motor,15385.89,16338,474244.58,3628.32,183834.65,4844.378,0.735,1.422,0.578,0.162,0.153,billing_analysis,RPT2024-001542,1,324,40.83,199
2024,EFF2024-01543,ag_pump,66670.1,25029,528903.33,1826.433,435823.34,1515.347,0.1,1.152,0.72,0.114,0.141,billing_analysis,RPT2024-001543,1,563,67.73,220
2023,EFF2023-01544,smart_meter,8722.39,22752,504850.65,379.133,441141.17,4173.97,0.1,0.05,0.939,0.232,0.215,engineering,RPT2023-001544,1,261,73.6,49
2023,EFF2023-01545,motor,248793.98,41574,309650.45,655.606,207664.46,670.999,1.189,0.945,0.757,0.117,0.086,engineering,RPT2023-001545,1,247,47.09,227
2018,EFF2018-01546,motor,200532.39,5620,561638.1,3333.161,467249.5,4685.642,0.982,1.457,0.824,0.299,0.076,billing_analysis,RPT2018-001546,0,140,45.29,34
2024,EFF2024-01547,insulation,172308.23,8079,348489.53,2543.834,295477.12,2845.856,0.1,0.652,0.693,0.13,0.109,metered_savings,RPT2024-001547,0,442,1.63,114
2018,EFF2018-01548,motor,197843.6,2899,11107.86,2500.73,415400.14,38.084,1.275,0.712,0.841,0.179,0.183,engineering,RPT2018-001548,1,439,25.99,32
2021,EFF2021-01549,building_retrofit,223535.51,10917,722239.75,931.588,267508.65,6922.703,1.849,1.436,0.98,0.209,0.059,engineering,RPT2021-001549,1,102,42.73,10
2021,EFF2021-01550,ag_pump,41691.99,6366,607459.78,4224.814,471723.75,6746.143,0.877,1.392,0.889,0.219,0.102,metered_savings,RPT2021-001550,1,597,64.32,21
2021,EFF2021-01551,hvac,140660.36,45133,103573.91,857.224,170437.33,583.511,1.58,0.75,0.707,0.189,0.116,onsite,RPT2021-001551,0,256,36.2,52
2020,EFF2020-01552,ag_pump,216364.39,45563,759223.28,1648.632,560360.06,5764.228,0.994,1.463,0.593,0.311,0.087,billing_analysis,RPT2020-001552,0,614,83.43,7
2020,EFF2020-01553,solar_rooftop,226965.63,16437,713835.94,2374.807,452831.64,7475.713,1.123,0.921,0.826,0.181,0.09,billing_analysis,RPT2020-001553,1,474,72.36,155
2022,EFF2022-01554,insulation,146654.9,20762,743147.24,2128.028,586307.0,8883.525,0.973,0.933,0.905,0.116,0.0,onsite,RPT2022-001554,1,74,69.51,34
2022,EFF2022-01555,building_retrofit,194003.34,40688,165784.94,3635.648,281130.73,1267.314,0.62,1.21,0.58,0.174,0.088,billing_analysis,RPT2022-001555,0,87,62.92,222
2018,EFF2018-01556,ag_pump,85299.74,45200,621273.85,4334.072,544989.94,2396.334,1.258,0.738,0.744,0.054,0.063,metered_savings,RPT2018-001556,0,545,68.9,118
2019,EFF2019-01557,solar_rooftop,157665.9,39183,292341.04,1520.265,507461.2,3092.233,0.65,1.147,0.898,0.195,0.09,engineering,RPT2019-001557,0,194,56.63,187
2020,EFF2020-01558,led,200034.5,38476,68743.47,3135.177,103602.54,206.21,1.42,1.419,0.968,0.0,0.169,engineering,RPT2020-001558,0,246,54.1,150
2018,EFF2018-01559,building_retrofit,111215.69,20309,73719.41,3644.684,175738.28,331.912,0.416,0.267,0.642,0.11,0.158,engineering,RPT2018-001559,1,278,78.17,8
2018,EFF2018-01560,ag_pump,104208.09,48711,667031.46,3387.621,405369.24,4233.389,1.789,1.297,0.858,0.145,0.076,randomized,RPT2018-001560,0,140,72.39,202
2021,EFF2021-01561,solar_rooftop,108697.58,31498,391050.19,3555.442,453064.62,2685.757,0.676,1.04,0.98,0.126,0.023,onsite,RPT2021-001561,1,606,58.63,238
2020,EFF2020-01562,led,177403.55,12727,376394.94,1367.716,335033.22,3930.599,0.39,2.136,0.762,0.132,0.19,metered_savings,RPT2020-001562,0,426,41.46,109
2019,EFF2019-01563,solar_rooftop,4923.37,43049,69841.83,3094.118,270691.56,724.287,0.897,1.553,0.583,0.205,0.056,onsite,RPT2019-001563,0,146,69.01,42
2025,EFF2025-01564,led,91664.56,21592,154182.96,3055.203,81604.44,941.801,1.526,0.492,0.897,0.0,0.096,engineering,RPT2025-001564,1,555,33.73,177
2019,EFF2019-01565,building_retrofit,76177.47,30759,369816.28,1385.835,115697.04,1542.052,0.315,0.924,0.98,0.094,0.054,engineering,RPT2019-001565,1,235,45.67,135
2022,EFF2022-01566,insulation,8454.18,43478,70360.85,804.139,336530.13,198.741,1.902,0.646,0.731,0.124,0.085,engineering,RPT2022-001566,0,35,45.24,40
2025,EFF2025-01567,led,113196.6,35904,607270.87,1465.188,515560.76,3976.995,0.394,0.918,0.708,0.114,0.098,metered_savings,RPT2025-001567,0,245,64.15,32
2019,EFF2019-01568,smart_meter,3247.67,13221,571812.0,2532.284,110294.86,1367.395,0.196,0.05,0.925,0.268,0.086,metered_savings,RPT2019-001568,0,436,44.73,170
2020,EFF2020-01569,insulation,18154.4,3345,720197.28,1496.977,33006.18,2256.399,0.846,0.442,0.748,0.266,0.094,billing_analysis,RPT2020-001569,0,105,26.79,37
2019,EFF2019-01570,solar_rooftop,246271.2,46348,555070.44,3922.511,162054.6,5744.798,1.535,1.28,0.922,0.0,0.0,randomized,RPT2019-001570,0,344,77.2,79
2020,EFF2020-01571,ag_pump,32689.26,25674,346372.52,4339.116,260263.95,764.899,1.083,0.764,0.788,0.145,0.135,onsite,RPT2020-001571,1,508,68.35,8
2021,EFF2021-01572,led,77611.97,27990,488514.82,959.379,516894.96,5626.006,1.693,0.895,0.98,0.233,0.112,onsite,RPT2021-001572,0,495,64.37,127
2019,EFF2019-01573,building_retrofit,182826.34,27094,388429.53,1887.863,435800.04,2389.683,1.492,2.241,0.879,0.033,0.013,metered_savings,RPT2019-001573,0,343,57.8,82
2024,EFF2024-01574,smart_meter,55904.8,10432,361876.27,567.931,126225.72,4117.775,1.104,1.76,0.505,0.235,0.079,randomized,RPT2024-001574,0,175,70.16,101
2023,EFF2023-01575,ag_pump,2124.55,35630,179433.28,3825.968,410869.13,510.666,1.9,0.29,0.824,0.099,0.132,engineering,RPT2023-001575,0,387,63.58,122
2019,EFF2019-01576,led,41894.53,15877,14661.43,737.334,527132.15,89.238,2.1,0.311,0.868,0.148,0.109,engineering,RPT2019-001576,0,529,38.44,143
2020,EFF2020-01577,hvac,187449.03,27595,535109.59,4285.067,370377.66,1827.502,0.875,0.05,0.761,0.128,0.201,engineering,RPT2020-001577,1,518,42.71,213
2019,EFF2019-01578,solar_rooftop,48092.0,4214,103636.29,610.394,559777.47,327.643,0.503,0.564,0.98,0.154,0.066,metered_savings,RPT2019-001578,0,190,74.88,187
2018,EFF2018-01579,hvac,18335.75,8045,787543.56,2954.901,153035.68,7918.868,1.318,1.06,0.901,0.081,0.065,engineering,RPT2018-001579,0,14,45.2,32
2025,EFF2025-01580,led,97369.05,35047,728281.53,4062.74,438418.57,5790.071,0.1,1.153,0.75,0.074,0.155,metered_savings,RPT2025-001580,1,217,29.91,21
2023,EFF2023-01581,motor,29457.58,10075,521364.19,4140.053,438925.99,4951.588,2.009,0.231,0.737,0.24,0.155,randomized,RPT2023-001581,1,591,59.52,103
2021,EFF2021-01582,hvac,217561.67,23110,696140.69,2241.729,541408.11,5704.596,0.1,1.187,0.708,0.218,0.107,metered_savings,RPT2021-001582,1,435,64.55,144
2018,EFF2018-01583,ag_pump,31011.97,6573,394724.85,2622.095,120773.24,3302.492,1.757,1.249,0.672,0.323,0.135,metered_savings,RPT2018-001583,1,41,39.48,166
2025,EFF2025-01584,hvac,28938.54,17143,705938.97,3756.305,441854.19,7912.229,2.011,0.926,0.859,0.0,0.043,randomized,RPT2025-001584,0,52,44.25,192
2025,EFF2025-01585,motor,150535.66,16304,509574.31,3160.326,318878.27,1157.297,0.612,1.18,0.864,0.246,0.086,metered_savings,RPT2025-001585,0,540,53.01,166
2023,EFF2023-01586,insulation,210561.2,10424,242074.13,2130.899,540717.02,1080.934,1.908,1.337,0.743,0.161,0.196,metered_savings,RPT2023-001586,0,527,38.43,220
2021,EFF2021-01587,motor,209010.86,35782,428484.34,2281.33,437948.73,4615.5,0.622,0.367,0.916,0.081,0.1,engineering,RPT2021-001587,0,478,60.68,52
2023,EFF2023-01588,smart_meter,60143.39,36174,580150.52,3025.392,594118.48,3778.717,0.601,0.992,0.933,0.0,0.183,onsite,RPT2023-001588,0,197,34.55,145
2019,EFF2019-01589,ag_pump,232939.41,5676,443287.01,1563.932,118199.02,1347.056,1.582,2.09,0.895,0.023,0.074,metered_savings,RPT2019-001589,1,494,35.27,36
2018,EFF2018-01590,ag_pump,153121.17,10141,125932.46,347.661,294348.12,370.544,0.835,0.83,0.74,0.218,0.198,metered_savings,RPT2018-001590,0,305,62.9,234
2020,EFF2020-01591,smart_meter,138946.47,47778,242931.65,2368.375,434381.71,2010.698,1.291,1.363,0.98,0.053,0.171,randomized,RPT2020-001591,1,83,46.72,232
2023,EFF2023-01592,smart_meter,160996.89,1015,179501.81,2607.507,235269.28,1929.395,1.235,1.097,0.658,0.191,0.034,engineering,RPT2023-001592,1,405,47.87,79
2022,EFF2022-01593,insulation,38899.67,15237,249408.45,1396.928,84159.08,962.807,0.578,1.393,0.758,0.208,0.179,engineering,RPT2022-001593,1,414,62.04,103
2022,EFF2022-01594,ag_pump,16410.37,31468,401913.24,2126.464,386284.99,4209.105,0.321,0.69,0.521,0.156,0.048,randomized,RPT2022-001594,1,349,48.58,154
2020,EFF2020-01595,hvac,12751.43,48946,48350.84,1966.412,460290.66,164.36,0.361,1.187,0.98,0.153,0.265,metered_savings,RPT2020-001595,0,425,44.86,222
2023,EFF2023-01596,led,1015.5,42548,85024.24,4294.188,63063.95,757.073,1.109,0.687,0.679,0.103,0.15,metered_savings,RPT2023-001596,0,263,64.84,139
2018,EFF2018-01597,insulation,177863.82,33465,701496.79,888.025,260946.12,3426.636,2.065,1.35,0.736,0.266,0.088,billing_analysis,RPT2018-001597,1,376,68.05,74
2024,EFF2024-01598,motor,224651.26,17250,427238.72,2362.832,85273.88,2013.47,1.035,0.05,0.715,0.263,0.194,randomized,RPT2024-001598,0,144,67.84,22
2018,EFF2018-01599,motor,91525.59,41932,570991.74,564.253,249959.14,6799.564,1.129,1.088,0.917,0.0,0.037,billing_analysis,RPT2018-001599,0,434,51.29,201
2025,EFF2025-01600,insulation,36051.3,5955,665946.12,3804.787,532086.48,4857.379,0.652,2.124,0.939,0.155,0.083,randomized,RPT2025-001600,0,152,62.18,37
2024,EFF2024-01601,insulation,135448.57,25508,45343.33,1585.387,77981.09,504.506,1.156,0.731,0.609,0.17,0.147,billing_analysis,RPT2024-001601,0,321,68.44,92
2025,EFF2025-01602,led,220471.04,41252,287935.05,820.482,154942.7,2376.225,1.498,1.592,0.816,0.0,0.058,billing_analysis,RPT2025-001602,0,503,79.88,102
2025,EFF2025-01603,led,37590.13,6273,533482.98,634.853,469884.51,1757.854,1.278,0.583,0.728,0.146,0.1,metered_savings,RPT2025-001603,0,51,90.77,57
2021,EFF2021-01604,led,92229.68,3008,375336.81,3037.765,128705.29,3290.773,0.78,0.591,0.673,0.144,0.0,randomized,RPT2021-001604,0,391,47.83,154
2025,EFF2025-01605,building_retrofit,108998.48,30643,293365.71,1051.626,348739.09,647.667,1.117,1.658,0.818,0.225,0.056,randomized,RPT2025-001605,0,630,18.64,49
2020,EFF2020-01606,motor,105042.37,45016,268913.2,819.242,166915.86,999.295,0.794,0.406,0.698,0.19,0.0,engineering,RPT2020-001606,1,418,71.7,142
2022,EFF2022-01607,ag_pump,173248.81,26753,381773.96,3026.43,24624.93,2893.872,1.018,1.36,0.915,0.162,0.048,onsite,RPT2022-001607,1,223,54.88,130
2023,EFF2023-01608,hvac,88857.78,31046,223969.83,2860.86,125737.17,801.775,0.1,1.338,0.714,0.148,0.152,engineering,RPT2023-001608,0,212,39.21,159
2020,EFF2020-01609,solar_rooftop,57894.2,12931,212950.5,2278.47,3605.02,758.956,1.105,0.954,0.536,0.165,0.202,billing_analysis,RPT2020-001609,0,272,48.1,131
2025,EFF2025-01610,smart_meter,128778.29,25162,509151.54,2290.574,107415.08,5136.889,1.409,1.167,0.76,0.18,0.063,metered_savings,RPT2025-001610,1,232,39.0,132
2020,EFF2020-01611,hvac,159697.5,49297,7512.93,4183.29,146572.83,81.735,2.011,0.96,0.697,0.178,0.047,metered_savings,RPT2020-001611,1,643,44.99,136
2024,EFF2024-01612,hvac,74149.91,561,687542.73,1268.314,174005.92,4503.462,0.253,2.187,0.837,0.038,0.0,engineering,RPT2024-001612,1,217,45.97,66
2023,EFF2023-01613,ag_pump,236426.58,27784,727883.71,842.632,142029.82,4981.91,1.305,0.683,0.912,0.073,0.0,metered_savings,RPT2023-001613,1,562,78.46,118
2018,EFF2018-01614,insulation,248474.19,27103,234.26,3092.002,324909.55,1.034,0.781,0.475,0.847,0.044,0.153,billing_analysis,RPT2018-001614,0,351,67.31,216
2021,EFF2021-01615,ag_pump,141343.81,46983,404809.58,1791.698,113919.66,2349.644,1.538,1.449,0.809,0.147,0.178,onsite,RPT2021-001615,0,360,51.71,71
2020,EFF2020-01616,motor,75359.95,35966,141373.96,3637.045,310685.76,383.906,0.1,1.447,0.573,0.177,0.12,randomized,RPT2020-001616,1,352,74.29,229
2023,EFF2023-01617,solar_rooftop,14326.55,33660,595489.02,1129.443,380063.51,1316.133,0.151,0.676,0.923,0.204,0.16,onsite,RPT2023-001617,1,107,55.65,48
2025,EFF2025-01618,motor,141567.55,39219,22518.78,693.891,463935.31,257.377,0.996,0.05,0.752,0.116,0.032,metered_savings,RPT2025-001618,0,491,50.51,49
2022,EFF2022-01619,motor,219346.68,23658,409731.99,1954.594,168789.23,4299.753,1.621,0.983,0.922,0.186,0.0,onsite,RPT2022-001619,1,263,32.68,13
2021,EFF2021-01620,insulation,180526.09,26738,32604.85,1107.384,467560.78,236.477,1.002,1.103,0.618,0.258,0.222,billing_analysis,RPT2021-001620,1,415,41.23,236
2019,EFF2019-01621,motor,7787.56,33473,620019.44,2794.971,146088.6,7209.932,1.413,0.559,0.649,0.089,0.068,engineering,RPT2019-001621,0,254,43.97,233
2022,EFF2022-01622,solar_rooftop,186244.79,33623,487926.71,2635.948,483250.11,4850.206,1.697,0.53,0.898,0.038,0.247,randomized,RPT2022-001622,0,561,57.73,146
