safe_survey_survey_wave_id,safe_survey_respondent_household_id,safe_survey_perceived_safety_night_score,safe_survey_perceived_safety_day_score,safe_survey_victimization_any_flag,safe_survey_victimization_property_flag,safe_survey_victimization_violent_flag,safe_survey_reporting_to_police_flag,safe_survey_reason_not_reported_code,safe_survey_trust_in_police_score,safe_survey_fear_of_crime_index,safe_survey_neighborhood_disorder_index,safe_survey_social_cohesion_score,safe_survey_collective_efficacy_score,safe_survey_gun_heard_frequency,safe_survey_drug_activity_observed_frequency,safe_survey_lighting_adequacy_score,safe_survey_public_space_usage_score,safe_survey_survey_mode_type,safe_survey_weight_calibration_factor
WAVE012,HH000001571,4,1,0,0,0,0,TOO_MINOR,5,0.4962,0.1749,0.1339,0.9172,NEVER,SOMETIMES,8,0.6008,PHONE,0.560168
WAVE013,HH000001572,5,4,0,0,1,1,TOO_MINOR,8,0.6992,0.4772,0.9349,0.6946,RARELY,NEVER,8,0.1964,IN_PERSON,1.090452
WAVE014,HH000001573,4,4,0,0,0,0,NO_TIME,0,0.0967,0.9559,0.9285,0.424,OFTEN,NEVER,7,0.2719,WEB,1.132169
WAVE015,HH000001574,6,7,0,0,0,0,NOT_APPLICABLE,4,0.7475,0.7315,0.4721,0.2793,SOMETIMES,RARELY,4,0.7194,MAIL,2.401967
WAVE016,HH000001575,10,10,0,0,0,0,NOT_APPLICABLE,2,0.3551,0.0072,0.8653,0.7319,RARELY,SOMETIMES,10,0.881,IN_PERSON,1.852944
WAVE017,HH000001576,6,1,0,0,0,1,NOT_APPLICABLE,1,0.6382,0.7745,0.4605,0.4554,NEVER,RARELY,3,0.1756,WEB,0.276505
WAVE018,HH000001577,4,9,0,1,0,0,TOO_MINOR,0,0.2327,0.9367,0.0163,0.9092,NEVER,RARELY,8,0.6442,PHONE,2.151103
WAVE019,HH000001578,8,3,0,0,0,0,NOT_APPLICABLE,1,0.8743,0.7448,0.2003,0.3545,NEVER,NEVER,0,0.6914,WEB,1.326228
WAVE020,HH000001579,5,9,0,0,0,0,NOT_APPLICABLE,10,0.6532,0.5822,0.9921,0.3569,NEVER,SOMETIMES,4,0.5967,WEB,0.854693
WAVE021,HH000001580,6,2,1,0,0,1,OTHER,7,0.1393,0.6823,0.574,0.6062,NEVER,SOMETIMES,4,0.7048,WEB,1.483142
WAVE022,HH000001581,8,4,1,0,0,0,FEAR_RETALIATION,2,0.9612,0.6383,0.7539,0.1621,SOMETIMES,OFTEN,9,0.7317,WEB,2.311095
WAVE023,HH000001582,1,9,0,0,0,1,NOT_APPLICABLE,6,0.9095,0.362,0.7668,0.1887,NEVER,OFTEN,4,0.98,PHONE,0.737541
WAVE024,HH000001583,3,5,1,0,0,1,NOT_APPLICABLE,7,0.4987,0.9506,0.5284,0.6043,SOMETIMES,RARELY,5,0.2953,PHONE,1.789389
WAVE025,HH000001584,6,8,1,0,0,0,NOT_APPLICABLE,10,0.4694,0.7996,0.8543,0.9456,NEVER,NEVER,2,0.0014,IN_PERSON,0.83614
WAVE026,HH000001585,10,10,0,1,0,1,FEAR_RETALIATION,6,0.6063,0.9781,0.0521,0.9943,RARELY,SOMETIMES,6,0.9138,IN_PERSON,1.217267
WAVE027,HH000001586,8,4,0,0,0,1,TOO_MINOR,4,0.2503,0.0615,0.1782,0.4712,NEVER,RARELY,2,0.0815,WEB,1.82876
WAVE028,HH000001587,4,6,0,0,0,0,NOT_APPLICABLE,0,0.8235,0.0738,0.1396,0.9714,NEVER,RARELY,10,0.963,PHONE,1.258688
WAVE029,HH000001588,5,8,1,0,0,1,FEAR_RETALIATION,5,0.0899,0.4386,0.5048,0.2496,RARELY,SOMETIMES,4,0.4291,WEB,2.771584
WAVE030,HH000001589,1,7,0,0,0,0,NO_TRUST,3,0.9502,0.0351,0.1791,0.7181,NEVER,NEVER,6,0.1781,WEB,0.86126
WAVE031,HH000001590,1,2,0,1,0,1,NOT_APPLICABLE,1,0.1719,0.5093,0.7287,0.9119,RARELY,NEVER,6,0.3191,MAIL,2.197329
WAVE032,HH000001591,4,0,0,1,0,0,TOO_MINOR,9,0.9002,0.3978,0.0083,0.023,NEVER,NEVER,3,0.83,PHONE,1.934816
WAVE033,HH000001592,10,2,0,1,0,0,NOT_APPLICABLE,1,0.2253,0.4405,0.6843,0.544,NEVER,NEVER,5,0.7354,WEB,1.622909
WAVE034,HH000001593,8,10,0,0,0,1,FEAR_RETALIATION,9,0.6227,0.4018,0.3399,0.5134,SOMETIMES,SOMETIMES,5,0.3377,PHONE,2.613401
WAVE035,HH000001594,6,8,1,0,0,0,NOT_APPLICABLE,4,0.1979,0.2986,0.3954,0.148,SOMETIMES,RARELY,7,0.0858,MAIL,1.008667
WAVE036,HH000001595,8,9,0,0,0,0,NOT_APPLICABLE,1,0.8269,0.6097,0.8683,0.0641,SOMETIMES,SOMETIMES,7,0.7085,IN_PERSON,2.644371
WAVE037,HH000001596,9,1,0,0,0,0,NOT_APPLICABLE,1,0.5691,0.0153,0.9148,0.8615,NEVER,SOMETIMES,1,0.8956,MAIL,2.604407
WAVE038,HH000001597,5,8,0,1,0,0,FEAR_RETALIATION,6,0.281,0.6314,0.2006,0.455,RARELY,NEVER,9,0.0574,WEB,1.31077
WAVE039,HH000001598,0,3,0,0,0,1,NOT_APPLICABLE,2,0.7565,0.7262,0.3777,0.4021,NEVER,RARELY,5,0.98,IN_PERSON,2.11485
WAVE040,HH000001599,3,4,1,1,0,1,NOT_APPLICABLE,4,0.079,0.9407,0.0105,0.6782,NEVER,RARELY,5,0.473,WEB,2.418401
WAVE001,HH000001600,6,1,0,0,0,0,NOT_APPLICABLE,2,0.3124,0.8253,0.363,0.7798,RARELY,NEVER,4,0.1101,PHONE,0.754731
WAVE002,HH000001601,2,0,0,1,0,0,NOT_APPLICABLE,3,0.5982,0.5,0.4692,0.8687,NEVER,SOMETIMES,0,0.4526,MAIL,2.75151
WAVE003,HH000001602,7,4,1,0,0,0,NOT_APPLICABLE,0,0.026,0.3052,0.0354,0.0268,NEVER,NEVER,6,0.8456,WEB,2.761075
WAVE004,HH000001603,5,5,0,1,0,0,NOT_APPLICABLE,7,0.4134,0.5284,0.5265,0.8705,RARELY,NEVER,1,0.5181,MAIL,2.026809
WAVE005,HH000001604,2,2,1,0,0,1,NOT_APPLICABLE,3,0.3802,0.3695,0.3154,0.1888,NEVER,SOMETIMES,6,0.9594,WEB,0.381746
WAVE006,HH000001605,3,4,0,0,0,0,NO_TRUST,0,0.3319,0.7885,0.2661,0.824,RARELY,NEVER,5,0.1922,PHONE,2.598686
WAVE007,HH000001606,2,5,0,0,0,1,TOO_MINOR,0,0.4242,0.5874,0.5788,0.533,SOMETIMES,NEVER,6,0.0635,MAIL,2.643449
WAVE008,HH000001607,7,4,1,0,0,0,NOT_APPLICABLE,9,0.7828,0.5576,0.0456,0.3979,RARELY,SOMETIMES,9,0.203,WEB,1.868985
WAVE009,HH000001608,2,7,1,0,0,0,NO_TRUST,1,0.4256,0.804,0.0539,0.8115,RARELY,RARELY,2,0.2823,WEB,2.881909
WAVE010,HH000001609,0,1,0,0,0,1,NO_TRUST,3,0.8758,0.9597,0.5774,0.3345,RARELY,RARELY,2,0.3541,MAIL,1.635393
WAVE011,HH000001610,4,4,0,0,0,1,NOT_APPLICABLE,6,0.2288,0.0652,0.9446,0.323,SOMETIMES,SOMETIMES,4,0.583,IN_PERSON,1.377051
WAVE012,HH000001611,4,0,0,0,0,0,TOO_MINOR,9,0.18,0.6068,0.7702,0.1006,OFTEN,NEVER,1,0.7007,WEB,2.558671
WAVE013,HH000001612,9,6,0,0,0,0,TOO_MINOR,10,0.3957,0.6643,0.3364,0.3974,NEVER,RARELY,10,0.8136,IN_PERSON,0.66318
WAVE014,HH000001613,8,8,0,0,0,1,FEAR_RETALIATION,6,0.8919,0.3333,0.6429,0.5609,SOMETIMES,RARELY,6,0.3678,WEB,2.473703
WAVE015,HH000001614,4,7,0,0,0,0,NOT_APPLICABLE,7,0.472,0.987,0.1367,0.4107,NEVER,SOMETIMES,7,0.1259,WEB,0.871379
WAVE016,HH000001615,1,3,0,0,0,0,NOT_APPLICABLE,6,0.5194,0.3908,0.728,0.1646,RARELY,OFTEN,7,0.9454,PHONE,2.258714
WAVE017,HH000001616,8,3,0,0,0,0,OTHER,10,0.2481,0.1298,0.272,0.287,NEVER,NEVER,8,0.3881,PHONE,1.60693
WAVE018,HH000001617,4,5,1,0,0,1,NOT_APPLICABLE,4,0.7288,0.0789,0.1096,0.5914,SOMETIMES,NEVER,0,0.4606,WEB,1.056025
WAVE019,HH000001618,1,7,0,0,1,0,NOT_APPLICABLE,7,0.8724,0.2978,0.0817,0.7131,RARELY,SOMETIMES,0,0.8096,PHONE,1.156281
WAVE020,HH000001619,5,7,0,0,0,0,NOT_APPLICABLE,10,0.1372,0.5407,0.5807,0.9579,NEVER,NEVER,5,0.0647,PHONE,1.855075
WAVE021,HH000001620,3,8,0,0,0,0,TOO_MINOR,7,0.8435,0.1469,0.3303,0.854,RARELY,NEVER,5,0.0007,WEB,0.572732
WAVE022,HH000001621,8,8,0,0,0,1,NO_TRUST,2,0.5156,0.8299,0.9427,0.0837,NEVER,NEVER,7,0.5518,PHONE,2.133569
WAVE023,HH000001622,6,1,0,1,0,0,NOT_APPLICABLE,8,0.5236,0.9822,0.6109,0.781,NEVER,NEVER,7,0.7693,PHONE,1.440906
WAVE024,HH000001623,5,4,0,0,0,1,NOT_APPLICABLE,8,0.9397,0.6546,0.9595,0.9342,RARELY,NEVER,7,0.9641,WEB,2.235682
WAVE025,HH000001624,7,10,0,1,0,1,TOO_MINOR,5,0.6508,0.2289,0.5005,0.4298,RARELY,RARELY,10,0.5875,PHONE,0.45948
WAVE026,HH000001625,10,3,0,0,0,1,NOT_APPLICABLE,5,0.4952,0.4511,0.4838,0.8541,NEVER,OFTEN,0,0.2972,PHONE,0.739798
WAVE027,HH000001626,6,9,0,0,1,1,FEAR_RETALIATION,9,0.0115,0.3474,0.7689,0.1798,NEVER,NEVER,4,0.68,WEB,2.191947
WAVE028,HH000001627,9,0,0,1,0,0,NO_TIME,10,0.4235,0.4332,0.1441,0.2654,RARELY,NEVER,4,0.0112,MAIL,2.3278
WAVE029,HH000001628,6,9,0,1,0,0,TOO_MINOR,10,0.5104,0.6953,0.6931,0.3045,OFTEN,RARELY,8,0.9664,MAIL,2.093626
WAVE030,HH000001629,2,10,0,0,0,0,NO_TIME,2,0.7494,0.4005,0.3242,0.2956,RARELY,RARELY,1,0.4812,WEB,1.945329
WAVE031,HH000001630,2,5,0,1,0,1,NOT_APPLICABLE,5,0.5973,0.4631,0.6966,0.0143,RARELY,NEVER,6,0.7581,WEB,1.763161
WAVE032,HH000001631,10,3,0,0,0,0,NOT_APPLICABLE,7,0.8655,0.0341,0.7597,0.1197,NEVER,OFTEN,7,0.145,PHONE,2.708619
WAVE033,HH000001632,9,0,0,0,0,1,NOT_APPLICABLE,5,0.5915,0.7987,0.4499,0.9185,SOMETIMES,NEVER,1,0.9803,PHONE,0.990937
WAVE034,HH000001633,4,9,0,0,0,0,NOT_APPLICABLE,6,0.8578,0.4204,0.1409,0.6097,RARELY,RARELY,6,0.8367,PHONE,2.869562
WAVE035,HH000001634,10,3,0,0,1,1,NO_TIME,7,0.9642,0.741,0.8116,0.7402,NEVER,RARELY,10,0.991,MAIL,1.19776
WAVE036,HH000001635,1,4,0,0,0,0,NOT_APPLICABLE,7,0.1608,0.7524,0.7418,0.7889,NEVER,NEVER,4,0.9567,PHONE,2.148188
WAVE037,HH000001636,3,3,0,0,0,0,NOT_APPLICABLE,1,0.7947,0.2045,0.0915,0.8407,NEVER,SOMETIMES,2,0.0788,MAIL,1.169786
WAVE038,HH000001637,1,3,0,0,0,1,TOO_MINOR,8,0.973,0.8658,0.8054,0.3221,NEVER,RARELY,10,0.1523,IN_PERSON,2.045467
WAVE039,HH000001638,6,1,0,1,0,1,NOT_APPLICABLE,1,0.8599,0.4744,0.6587,0.8018,SOMETIMES,RARELY,7,0.7225,WEB,0.741227
WAVE040,HH000001639,6,6,0,1,0,0,NOT_APPLICABLE,7,0.7338,0.4278,0.9131,0.6013,NEVER,OFTEN,10,0.0085,WEB,2.143375
WAVE001,HH000001640,6,7,1,0,0,1,NO_TIME,6,0.1988,0.0641,0.5069,0.1094,RARELY,NEVER,3,0.3702,IN_PERSON,2.957917
WAVE002,HH000001641,5,6,0,0,0,1,NO_TRUST,3,0.8016,0.9012,0.224,0.486,RARELY,RARELY,2,0.6258,PHONE,1.799498
WAVE003,HH000001642,7,8,0,0,0,0,NOT_APPLICABLE,7,0.3703,0.8922,0.2569,0.365,RARELY,SOMETIMES,9,0.5023,WEB,1.501843
WAVE004,HH000001643,7,2,0,0,1,1,TOO_MINOR,9,0.128,0.0706,0.4111,0.5835,SOMETIMES,RARELY,0,0.495,WEB,1.32455
WAVE005,HH000001644,0,0,1,0,0,0,NO_TIME,8,0.4997,0.9434,0.5082,0.8684,SOMETIMES,SOMETIMES,5,0.1437,PHONE,1.109018
WAVE006,HH000001645,10,2,0,0,0,0,NOT_APPLICABLE,4,0.647,0.6865,0.7573,0.6657,NEVER,SOMETIMES,2,0.8247,PHONE,2.228406
WAVE007,HH000001646,10,3,0,0,0,1,NOT_APPLICABLE,9,0.7251,0.3555,0.9644,0.2479,NEVER,NEVER,3,0.8175,WEB,0.527316
WAVE008,HH000001647,5,5,1,1,0,0,NO_TRUST,6,0.7345,0.6051,0.6006,0.9296,RARELY,NEVER,6,0.9213,WEB,2.099722
WAVE009,HH000001648,2,1,0,0,0,0,NOT_APPLICABLE,9,0.9587,0.981,0.9352,0.6549,OFTEN,OFTEN,0,0.2875,WEB,0.390099
WAVE010,HH000001649,3,4,0,0,0,0,NO_TRUST,9,0.7277,0.7935,0.249,0.4993,NEVER,OFTEN,0,0.0582,WEB,1.005482
WAVE011,HH000001650,10,3,0,0,0,1,NOT_APPLICABLE,6,0.3528,0.1213,0.7172,0.3847,NEVER,NEVER,10,0.8847,WEB,2.653614
WAVE012,HH000001651,1,10,0,0,0,1,OTHER,4,0.5246,0.2886,0.2916,0.5881,NEVER,NEVER,10,0.8552,MAIL,0.493419
WAVE013,HH000001652,2,9,0,0,0,1,NOT_APPLICABLE,7,0.2649,0.1277,0.7048,0.3814,NEVER,OFTEN,7,0.1999,WEB,0.709134
WAVE014,HH000001653,6,5,1,0,1,0,OTHER,8,0.4887,0.6744,0.1254,0.9447,OFTEN,NEVER,3,0.9908,WEB,1.43429
WAVE015,HH000001654,9,2,0,0,0,0,NOT_APPLICABLE,1,0.4654,0.3021,0.1513,0.7603,NEVER,RARELY,4,0.7515,WEB,2.251587
WAVE016,HH000001655,4,10,0,0,0,1,OTHER,0,0.1664,0.5248,0.5236,0.8108,NEVER,RARELY,1,0.3222,IN_PERSON,0.689231
WAVE017,HH000001656,1,2,1,0,0,1,TOO_MINOR,5,0.8196,0.5823,0.1245,0.0742,RARELY,NEVER,7,0.2855,WEB,2.738657
WAVE018,HH000001657,0,4,1,0,0,1,NOT_APPLICABLE,0,0.4672,0.7766,0.2422,0.964,NEVER,RARELY,7,0.0408,PHONE,0.787716
WAVE019,HH000001658,0,3,0,0,0,1,FEAR_RETALIATION,4,0.2077,0.7692,0.4418,0.2138,SOMETIMES,NEVER,7,0.5319,PHONE,2.487445
WAVE020,HH000001659,4,0,0,0,0,1,OTHER,0,0.689,0.3231,0.1674,0.8537,NEVER,NEVER,6,0.4777,WEB,2.5985
WAVE021,HH000001660,5,4,0,0,1,0,NOT_APPLICABLE,7,0.4697,0.4197,0.6091,0.9154,NEVER,NEVER,7,0.7029,WEB,1.670446
WAVE022,HH000001661,7,2,0,0,0,0,NOT_APPLICABLE,3,0.7882,0.6917,0.4845,0.2256,NEVER,SOMETIMES,3,0.1036,WEB,0.714745
WAVE023,HH000001662,0,8,0,0,0,1,NOT_APPLICABLE,0,0.7762,0.5003,0.6582,0.5532,SOMETIMES,NEVER,6,0.9285,WEB,2.235906
WAVE024,HH000001663,6,5,0,0,0,1,NOT_APPLICABLE,9,0.8276,0.8797,0.0468,0.6726,NEVER,RARELY,2,0.1717,MAIL,0.546951
WAVE025,HH000001664,3,6,0,0,0,1,TOO_MINOR,4,0.8329,0.2481,0.5343,0.8467,RARELY,OFTEN,3,0.9218,MAIL,1.774793
WAVE026,HH000001665,2,4,1,1,0,1,TOO_MINOR,1,0.4191,0.3802,0.9027,0.6231,SOMETIMES,SOMETIMES,9,0.1103,WEB,1.234502
WAVE027,HH000001666,8,8,1,0,0,1,NOT_APPLICABLE,8,0.7239,0.5882,0.8053,0.5027,RARELY,SOMETIMES,5,0.1104,PHONE,0.800778
WAVE028,HH000001667,6,10,0,0,0,0,NOT_APPLICABLE,5,0.1539,0.4229,0.3859,0.455,RARELY,SOMETIMES,4,0.3616,WEB,1.322341
WAVE029,HH000001668,7,1,0,0,0,1,TOO_MINOR,6,0.5785,0.0514,0.4263,0.6993,OFTEN,NEVER,2,0.299,WEB,2.756267
WAVE030,HH000001669,0,6,0,1,1,0,OTHER,8,0.0355,0.8406,0.6876,0.3077,RARELY,NEVER,10,0.2355,PHONE,0.20913
WAVE031,HH000001670,10,0,0,0,1,0,NOT_APPLICABLE,6,0.1911,0.2717,0.2323,0.4703,NEVER,NEVER,9,0.6443,WEB,1.824335
WAVE032,HH000001671,3,9,0,1,0,1,NO_TIME,9,0.5841,0.2591,0.2397,0.2098,NEVER,SOMETIMES,1,0.8273,WEB,2.739656
WAVE033,HH000001672,10,10,0,0,0,1,NOT_APPLICABLE,2,0.064,0.192,0.5036,0.1042,NEVER,NEVER,6,0.7758,WEB,0.46332
WAVE034,HH000001673,2,5,0,0,0,1,OTHER,1,0.573,0.5023,0.2222,0.9114,NEVER,NEVER,3,0.7447,WEB,1.336127
WAVE035,HH000001674,5,3,1,0,0,0,TOO_MINOR,2,0.5396,0.3952,0.8751,0.0491,NEVER,SOMETIMES,4,0.8742,PHONE,1.954424
WAVE036,HH000001675,10,3,1,0,0,1,NOT_APPLICABLE,6,0.6776,0.6507,0.9891,0.4407,NEVER,RARELY,4,0.4659,PHONE,1.773158
WAVE037,HH000001676,9,1,1,0,0,0,NO_TRUST,7,0.8653,0.7223,0.9883,0.5396,RARELY,SOMETIMES,10,0.317,WEB,2.928193
WAVE038,HH000001677,8,8,0,0,0,0,OTHER,10,0.4361,0.4833,0.0099,0.5543,NEVER,RARELY,2,0.2216,MAIL,0.24095
WAVE039,HH000001678,10,5,1,0,0,0,NOT_APPLICABLE,6,0.8104,0.4851,0.8325,0.4746,SOMETIMES,NEVER,1,0.3999,PHONE,0.420398
WAVE040,HH000001679,8,0,1,0,0,0,FEAR_RETALIATION,10,0.5916,0.1843,0.8779,0.2999,NEVER,NEVER,9,0.4924,WEB,0.649844
WAVE001,HH000001680,1,0,0,0,0,0,FEAR_RETALIATION,7,0.3074,0.5381,0.2254,0.2281,RARELY,NEVER,10,0.8198,PHONE,2.43424
WAVE002,HH000001681,6,2,0,0,0,0,NOT_APPLICABLE,0,0.6267,0.9704,0.0858,0.3639,NEVER,NEVER,6,0.1752,WEB,0.347279
WAVE003,HH000001682,2,2,0,0,0,0,NOT_APPLICABLE,0,0.3489,0.5576,0.4696,0.1749,SOMETIMES,RARELY,8,0.385,WEB,0.999324
WAVE004,HH000001683,8,10,0,0,0,0,FEAR_RETALIATION,0,0.9838,0.2785,0.6412,0.5996,SOMETIMES,SOMETIMES,4,0.7997,PHONE,0.659168
WAVE005,HH000001684,0,2,1,0,0,0,NOT_APPLICABLE,9,0.1153,0.8055,0.8015,0.1036,NEVER,NEVER,6,0.5707,PHONE,1.829385
WAVE006,HH000001685,4,10,1,0,0,0,TOO_MINOR,5,0.2741,0.0401,0.5053,0.789,SOMETIMES,NEVER,10,0.5823,WEB,2.857622
WAVE007,HH000001686,5,0,0,0,0,1,NOT_APPLICABLE,7,0.0511,0.4339,0.8762,0.2929,RARELY,SOMETIMES,6,0.4624,WEB,0.249596
WAVE008,HH000001687,1,10,0,0,0,0,NOT_APPLICABLE,5,0.9624,0.2909,0.4485,0.5944,NEVER,RARELY,10,0.764,WEB,0.387114
WAVE009,HH000001688,8,3,0,0,0,0,NO_TRUST,7,0.1515,0.0645,0.5691,0.6116,RARELY,SOMETIMES,6,0.7458,PHONE,1.645348
WAVE010,HH000001689,10,10,1,0,0,1,NOT_APPLICABLE,8,0.4473,0.3273,0.8698,0.6082,NEVER,OFTEN,7,0.0328,MAIL,1.293315
WAVE011,HH000001690,9,0,1,1,0,1,NOT_APPLICABLE,7,0.9441,0.1692,0.4566,0.6785,RARELY,OFTEN,7,0.5988,PHONE,0.924106
WAVE012,HH000001691,10,8,0,1,0,1,NOT_APPLICABLE,1,0.6797,0.0289,0.7166,0.2046,RARELY,NEVER,1,0.7548,WEB,2.523217
WAVE013,HH000001692,4,6,1,0,0,0,NOT_APPLICABLE,7,0.0716,0.6005,0.0497,0.321,RARELY,SOMETIMES,8,0.4273,PHONE,2.91974
WAVE014,HH000001693,8,0,1,0,1,0,NOT_APPLICABLE,4,0.0402,0.6274,0.3037,0.4148,SOMETIMES,RARELY,3,0.96,IN_PERSON,1.266299
WAVE015,HH000001694,3,10,1,0,0,1,NO_TRUST,4,0.6749,0.526,0.6265,0.8557,SOMETIMES,NEVER,2,0.3254,IN_PERSON,0.552763
WAVE016,HH000001695,10,5,0,0,0,0,NOT_APPLICABLE,8,0.6423,0.4276,0.0878,0.6194,NEVER,SOMETIMES,2,0.1945,PHONE,1.984533
WAVE017,HH000001696,0,4,0,0,0,0,NO_TRUST,5,0.3954,0.1493,0.9362,0.0372,RARELY,OFTEN,4,0.9979,WEB,1.148764
WAVE018,HH000001697,1,5,0,0,0,1,NO_TRUST,3,0.7756,0.9852,0.7649,0.6947,RARELY,OFTEN,0,0.0213,WEB,0.91582
WAVE019,HH000001698,10,2,0,0,0,0,TOO_MINOR,5,0.8419,0.8882,0.1357,0.5553,SOMETIMES,SOMETIMES,1,0.4321,PHONE,0.895054
WAVE020,HH000001699,8,10,1,0,0,1,NOT_APPLICABLE,4,0.4802,0.0909,0.4696,0.9879,RARELY,NEVER,6,0.8825,MAIL,1.16108
WAVE021,HH000001700,5,5,0,0,0,0,TOO_MINOR,0,0.2462,0.7921,0.4229,0.5094,SOMETIMES,RARELY,5,0.8137,WEB,1.244103
WAVE022,HH000001701,7,9,0,1,0,1,NO_TRUST,4,0.2637,0.2057,0.1369,0.5708,NEVER,SOMETIMES,2,0.007,WEB,0.401637
WAVE023,HH000001702,0,8,0,0,0,1,NOT_APPLICABLE,8,0.64,0.9483,0.577,0.9319,NEVER,SOMETIMES,8,0.6752,MAIL,0.531374
WAVE024,HH000001703,0,2,0,0,0,0,NOT_APPLICABLE,0,0.4906,0.3239,0.6159,0.1764,NEVER,RARELY,10,0.4562,IN_PERSON,1.200862
WAVE025,HH000001704,4,9,1,1,0,1,TOO_MINOR,1,0.063,0.4253,0.6057,0.7891,NEVER,NEVER,6,0.5597,MAIL,0.549901
WAVE026,HH000001705,2,8,1,0,0,0,FEAR_RETALIATION,8,0.6457,0.5203,0.5563,0.6159,SOMETIMES,RARELY,4,0.7192,WEB,1.776891
WAVE027,HH000001706,1,8,0,0,0,1,NOT_APPLICABLE,0,0.0758,0.142,0.9562,0.5739,OFTEN,SOMETIMES,4,0.62,WEB,2.309712
WAVE028,HH000001707,7,6,1,0,1,1,NOT_APPLICABLE,9,0.4567,0.1709,0.1152,0.93,NEVER,NEVER,8,0.997,PHONE,1.675456
WAVE029,HH000001708,1,8,1,0,0,0,NOT_APPLICABLE,0,0.3358,0.9602,0.5927,0.7433,SOMETIMES,NEVER,3,0.5634,PHONE,1.171329
WAVE030,HH000001709,4,9,0,0,0,1,TOO_MINOR,4,0.2885,0.5442,0.5787,0.7387,OFTEN,SOMETIMES,4,0.058,PHONE,2.228901
WAVE031,HH000001710,0,3,1,0,0,1,NOT_APPLICABLE,2,0.9903,0.398,0.314,0.4974,NEVER,NEVER,2,0.5503,WEB,1.140241
WAVE032,HH000001711,7,7,0,0,0,1,NO_TRUST,7,0.0049,0.908,0.8997,0.0279,OFTEN,OFTEN,7,0.7214,WEB,2.02487
WAVE033,HH000001712,3,5,0,0,0,1,TOO_MINOR,6,0.485,0.909,0.4317,0.4056,SOMETIMES,OFTEN,5,0.1218,PHONE,0.301732
WAVE034,HH000001713,8,10,0,0,0,1,FEAR_RETALIATION,8,0.3505,0.657,0.9594,0.7316,RARELY,NEVER,10,0.5021,WEB,1.101252
WAVE035,HH000001714,3,5,1,0,0,0,NOT_APPLICABLE,5,0.2952,0.0981,0.9856,0.7898,NEVER,NEVER,2,0.4485,WEB,2.064754
WAVE036,HH000001715,7,0,0,0,0,0,TOO_MINOR,6,0.0395,0.6527,0.7905,0.344,RARELY,NEVER,7,0.8537,MAIL,1.252745
WAVE037,HH000001716,9,0,1,0,0,1,NOT_APPLICABLE,6,0.4967,0.7239,0.6531,0.3736,RARELY,RARELY,0,0.2547,WEB,0.693036
WAVE038,HH000001717,6,7,0,0,0,1,NOT_APPLICABLE,1,0.9691,0.4885,0.6139,0.1457,RARELY,NEVER,7,0.3916,PHONE,0.423335
WAVE039,HH000001718,0,8,0,0,0,1,NO_TRUST,0,0.8653,0.903,0.5538,0.4748,NEVER,NEVER,3,0.3436,PHONE,0.349649
WAVE040,HH000001719,2,6,1,0,0,0,NOT_APPLICABLE,7,0.9385,0.5347,0.3444,0.4305,NEVER,RARELY,2,0.5118,WEB,0.517527
WAVE001,HH000001720,3,5,1,1,0,0,NO_TRUST,8,0.005,0.948,0.966,0.2386,RARELY,NEVER,8,0.6709,WEB,0.511903
WAVE002,HH000001721,0,0,0,0,0,0,NOT_APPLICABLE,2,0.4385,0.2567,0.4817,0.1623,RARELY,SOMETIMES,1,0.5864,MAIL,0.98001
WAVE003,HH000001722,5,3,0,0,0,1,TOO_MINOR,1,0.1941,0.5682,0.1132,0.9867,SOMETIMES,OFTEN,1,0.2117,WEB,0.896367
WAVE004,HH000001723,4,4,0,0,0,0,TOO_MINOR,7,0.4866,0.5766,0.2371,0.9639,SOMETIMES,NEVER,10,0.1512,MAIL,2.195976
WAVE005,HH000001724,6,2,0,0,0,0,NO_TIME,9,0.7624,0.2447,0.1934,0.0525,SOMETIMES,NEVER,1,0.8833,WEB,0.264727
WAVE006,HH000001725,1,10,0,0,0,1,NOT_APPLICABLE,4,0.2526,0.6749,0.86,0.2226,NEVER,SOMETIMES,6,0.6194,PHONE,0.484438
WAVE007,HH000001726,6,2,0,1,0,1,NOT_APPLICABLE,2,0.4407,0.1017,0.4253,0.8841,SOMETIMES,NEVER,8,0.9527,WEB,0.67057
WAVE008,HH000001727,10,0,1,1,1,0,NOT_APPLICABLE,9,0.76,0.9729,0.4692,0.8893,NEVER,NEVER,8,0.693,MAIL,2.720193
WAVE009,HH000001728,2,7,1,0,0,1,NOT_APPLICABLE,8,0.3586,0.7796,0.1731,0.543,SOMETIMES,NEVER,0,0.1483,PHONE,1.464553
WAVE010,HH000001729,5,10,1,0,0,1,NOT_APPLICABLE,5,0.2354,0.244,0.263,0.0811,NEVER,OFTEN,10,0.2401,IN_PERSON,1.244028
WAVE011,HH000001730,4,2,0,0,0,0,NOT_APPLICABLE,8,0.6969,0.9417,0.1096,0.3743,SOMETIMES,NEVER,4,0.4497,PHONE,1.150503
WAVE012,HH000001731,9,10,0,0,1,1,NOT_APPLICABLE,8,0.3376,0.5948,0.011,0.1012,RARELY,RARELY,4,0.79,WEB,1.497196
WAVE013,HH000001732,4,7,0,0,0,1,TOO_MINOR,7,0.138,0.8444,0.0396,0.1609,SOMETIMES,SOMETIMES,4,0.6312,MAIL,2.561776
