ph_env_reference_year,ph_env_country_iso2,ph_env_region_nuts_code,ph_env_heatwave_days_count,ph_env_heat_related_mortality_count,ph_env_cold_spell_days_count,ph_env_air_pollution_attributable_deaths_count,ph_env_noise_exposure_l_den_share_pct,ph_env_urban_heat_island_index,ph_env_green_space_access_pct,ph_env_water_quality_compliance_pct,ph_env_bathing_water_quality_code,ph_env_chemical_exposure_indicator,ph_env_endocrine_disruptor_risk_index,ph_env_climate_adaptation_measures_count,ph_env_health_alert_system_flag,ph_env_data_source,ph_env_methodology_version,ph_env_revision_round,ph_env_data_extract_date
2022,PL,EE482,20,281,4,9464,21.04,5.55,73.26,75.56,GOOD,15.13,65.37,15,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-05-24
2023,ES,ES56,17,971,5,25913,45.21,4.66,69.36,86.61,SUFFICIENT,50.18,55.72,68,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-07-26
2024,HR,PL384,6,2,7,5419,19.35,5.67,17.32,77.64,POOR,26.16,70.94,49,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-09-21
2025,FI,FI167,16,1072,15,9004,21.72,2.23,27.16,80.97,UNKNOWN,33.11,31.36,38,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-03-04
2006,IE,BG14,0,0,27,3460,22.59,3.41,31.97,90.04,EXCELLENT,41.14,11.72,30,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-09-26
2007,MT,AT362,6,695,22,16644,36.06,0.57,65.54,86.35,GOOD,23.26,61.55,38,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-02-06
2008,SK,PT208,12,1504,8,21142,9.74,1.25,54.51,93.26,SUFFICIENT,68.04,77.08,30,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-03-03
2009,BE,SI364,11,950,6,36255,11.92,2.35,54.41,79.99,POOR,53.08,77.18,19,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-09-18
2010,DK,BG24,16,816,5,24827,29.37,3.66,77.84,95.31,UNKNOWN,64.25,59.71,18,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-06-23
2011,GR,LV82,16,1712,18,2290,26.2,7.42,50.1,74.65,EXCELLENT,68.26,11.94,66,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2026-01-20
2012,LT,SK8,23,4684,12,26976,8.9,2.97,82.54,88.92,GOOD,55.95,87.31,14,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-03-05
2013,PT,DK63,11,1325,4,28389,34.09,2.11,24.98,76.97,SUFFICIENT,24.3,12.3,34,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-02-26
2014,SE,MT8,20,643,4,16537,25.51,1.05,74.35,73.09,POOR,33.09,52.41,58,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-03-05
2015,CY,SE204,16,201,17,4942,9.12,6.28,75.51,98.14,UNKNOWN,24.6,44.63,52,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-08-18
2016,FR,SE97,13,2054,6,2215,38.43,4.78,82.7,84.93,EXCELLENT,62.43,85.3,45,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-06-27
2017,IT,BE335,14,517,17,24000,33.98,1.04,64.33,93.27,GOOD,46.21,83.77,40,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-02-17
2018,NL,EE865,9,463,13,5307,14.74,3.43,24.43,93.73,SUFFICIENT,23.96,25.41,80,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-06-30
2019,SI,LV999,21,1007,14,22991,18.15,1.86,54.52,88.56,POOR,58.96,25.7,74,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-09-18
2020,BG,LT45,29,2932,6,42052,21.15,6.05,73.96,98.02,UNKNOWN,68.43,83.21,58,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-12-10
2021,EE,HR94,19,737,0,40412,10.91,2.31,77.3,88.73,EXCELLENT,36.87,8.53,76,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-07-05
2022,HU,DK961,17,2974,6,21155,21.21,6.51,22.54,82.2,GOOD,43.9,46.44,57,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-09-19
2023,LU,IT215,13,585,9,27899,33.54,6.99,46.09,96.35,SUFFICIENT,64.99,79.9,73,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-03-13
2024,RO,BG44,14,456,3,732,20.31,3.02,23.03,80.29,POOR,55.27,34.9,50,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-02-13
2025,AT,GR652,32,1790,10,13031,14.53,3.27,32.45,73.9,UNKNOWN,45.07,69.82,67,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-05-28
2006,CZ,BG77,7,1019,8,40830,19.08,1.1,75.27,90.46,EXCELLENT,17.06,23.66,28,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-03-10
2007,DE,SI635,5,137,4,26588,39.2,5.61,71.91,79.35,GOOD,15.32,40.59,24,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-11-01
2008,LV,LU433,17,1088,22,20432,33.35,4.75,28.77,80.32,SUFFICIENT,73.16,78.25,6,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-09-14
2009,PL,NL8,14,1244,23,22731,29.35,1.81,39.65,72.91,POOR,57.82,33.51,34,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-11-22
2010,ES,HR6,12,2220,12,16279,17.78,1.19,40.3,76.11,UNKNOWN,20.43,61.74,47,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-03-11
2011,HR,CZ4,6,96,10,4320,19.75,0.48,61.33,86.02,EXCELLENT,57.74,69.39,8,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-05-22
2012,FI,EE5,15,333,12,19459,12.1,5.15,34.32,80.3,GOOD,38.18,48.86,52,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-06-03
2013,IE,CZ90,10,624,13,25311,25.48,1.99,47.18,77.96,SUFFICIENT,17.74,72.06,59,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-07-31
2014,MT,AT978,19,1661,7,22297,22.78,6.38,66.34,93.05,POOR,68.57,21.0,53,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-07-25
2015,SK,IE677,14,335,3,10693,23.7,4.12,52.85,78.16,UNKNOWN,73.72,78.66,23,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-01-13
2016,BE,HU344,15,394,9,31008,26.43,5.45,68.34,95.01,EXCELLENT,54.19,85.18,24,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-08-13
2017,DK,HU6,21,1286,9,12558,17.28,0.74,47.03,82.28,GOOD,15.67,37.62,42,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-12-14
2018,GR,PL3,8,1858,9,5231,27.74,1.4,82.24,92.88,SUFFICIENT,22.73,10.35,67,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-07-11
2019,LT,IT78,26,1091,20,2368,23.32,4.6,46.49,94.08,POOR,39.45,58.97,53,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-07-16
2020,PT,DE504,22,2512,11,24646,35.87,3.62,31.97,89.02,UNKNOWN,72.57,60.42,64,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-12-13
2021,SE,FI90,31,491,11,6790,29.19,1.14,59.77,85.67,EXCELLENT,68.71,24.22,68,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-01-22
2022,CY,CY32,15,3656,8,20715,31.19,1.85,19.08,80.92,GOOD,47.25,26.77,18,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-10-02
2023,FR,PL41,15,2431,16,37797,26.45,2.93,42.16,95.48,SUFFICIENT,35.97,8.22,86,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-10-04
2024,IT,SI8,18,3007,7,7877,39.42,2.42,37.06,87.71,POOR,65.8,41.03,49,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-03-18
2025,NL,IT4,37,1112,0,24904,15.52,4.94,26.73,89.67,UNKNOWN,76.39,34.39,51,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-11-15
2006,SI,PL6,11,824,8,18436,15.21,1.26,23.89,90.31,EXCELLENT,26.05,65.44,23,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-11-09
2007,BG,HU200,11,636,17,27822,27.02,5.67,56.3,89.58,GOOD,72.95,9.56,29,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-12-16
2008,EE,BE953,15,2869,17,14457,8.2,4.08,77.44,82.61,SUFFICIENT,26.07,24.11,44,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-02-11
2009,HU,LV75,15,1245,7,9429,18.42,6.12,69.58,75.85,POOR,35.74,29.92,37,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-03-27
2010,LU,CY439,9,2095,4,25975,12.88,4.65,58.93,92.46,UNKNOWN,35.78,62.83,19,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-08-18
2011,RO,SE2,5,142,19,2816,33.04,6.12,32.9,81.09,EXCELLENT,51.57,10.99,41,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-01-05
2012,AT,SE99,18,1715,7,7503,28.77,5.91,56.77,86.32,GOOD,68.2,83.78,51,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-03-03
2013,CZ,EE433,8,345,12,25052,15.3,5.61,22.91,89.1,SUFFICIENT,42.24,50.48,68,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2026-02-10
2014,DE,LV17,12,376,11,19543,41.72,2.7,58.72,90.58,POOR,27.3,43.68,19,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-01-08
2015,LV,IE65,7,698,17,25397,22.33,0.75,18.72,78.12,UNKNOWN,57.88,73.25,42,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-05-15
2016,PL,AT87,11,1267,11,27552,24.48,6.15,65.24,78.23,EXCELLENT,35.63,63.17,30,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-10-01
2017,ES,LT89,15,238,4,40254,14.14,5.71,58.27,79.76,GOOD,47.02,63.35,83,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-06-08
2018,HR,BG92,17,1870,19,4330,21.6,1.76,45.39,74.9,SUFFICIENT,72.8,79.87,35,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-03-07
2019,FI,SE1,1,154,15,28393,15.36,4.56,62.3,97.68,POOR,27.01,38.98,61,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-04-10
2020,IE,CY56,3,411,5,9807,9.5,0.57,80.16,90.09,UNKNOWN,61.4,33.9,40,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-06-17
2021,MT,ES388,6,562,11,31163,11.22,1.39,51.32,77.13,EXCELLENT,37.5,52.63,21,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-01-12
2022,SK,SK611,22,1302,16,9548,27.82,2.51,36.86,91.78,GOOD,72.45,56.89,72,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-12-25
2023,BE,PL476,26,3842,0,30201,19.86,3.3,48.73,76.79,SUFFICIENT,85.03,70.97,62,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-02-27
2024,DK,PL54,4,847,8,35868,11.39,0.6,62.0,86.61,POOR,63.24,32.67,48,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-04-26
2025,GR,EE88,6,714,15,31990,12.16,1.25,29.54,89.86,UNKNOWN,15.31,19.83,53,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-11-14
2006,LT,NL663,8,636,15,5709,11.15,2.81,77.44,72.04,EXCELLENT,51.32,79.46,29,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-01-07
2007,PT,AT14,17,645,18,21255,5.74,4.76,28.8,91.02,GOOD,16.56,13.69,29,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-07-11
2008,SE,BG75,1,131,15,9811,25.32,1.31,46.18,92.85,SUFFICIENT,63.7,24.86,9,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2026-02-10
2009,CY,PL85,15,120,9,22557,29.35,2.78,70.97,84.3,POOR,8.24,36.65,31,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-08-28
2010,FR,PL80,19,2529,6,29706,41.47,5.8,40.66,91.21,UNKNOWN,61.17,56.15,27,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-10-27
2011,IT,PL117,9,1197,2,9614,11.84,3.35,31.06,94.57,EXCELLENT,19.07,50.12,14,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-02-09
2012,NL,DE684,11,895,5,22452,31.0,4.58,29.18,79.65,GOOD,78.09,75.29,27,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-04-13
2013,SI,HR66,11,505,18,17963,28.18,2.66,38.58,82.37,SUFFICIENT,41.24,41.53,49,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-06-28
2014,BG,AT25,23,136,19,16835,26.58,7.67,63.58,72.66,POOR,53.33,72.0,38,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-07-29
2015,EE,CZ37,10,750,14,2402,8.65,3.54,60.27,95.07,UNKNOWN,41.53,9.92,29,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-12-02
2016,HU,SI64,13,618,22,3697,20.27,3.43,53.0,89.17,EXCELLENT,48.89,75.34,45,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-04-14
2017,LU,NL37,14,1621,17,32716,20.3,1.85,44.18,81.91,GOOD,68.54,63.83,64,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-05-07
2018,RO,SI923,15,1814,19,8659,35.7,3.53,19.71,95.06,SUFFICIENT,28.36,26.82,36,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-11-26
2019,AT,BE6,20,338,12,27644,21.41,4.28,29.74,83.09,POOR,60.67,31.01,33,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2026-01-05
2020,CZ,HR56,27,360,11,9148,28.89,5.43,83.42,75.28,UNKNOWN,70.26,83.08,36,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-04-06
2021,DE,DK89,24,6055,12,21832,9.23,2.82,65.78,98.36,EXCELLENT,49.84,22.49,95,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-04-01
2022,LV,AT35,27,3732,4,39677,31.86,5.02,79.77,86.47,GOOD,27.7,5.46,38,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-01-18
2023,PL,AT27,9,257,18,1182,16.23,3.81,52.56,84.14,SUFFICIENT,63.64,35.78,109,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-04-27
2024,ES,GR67,20,4214,10,15190,30.83,3.22,36.66,91.02,POOR,29.55,25.6,23,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-09-06
2025,HR,SI82,13,228,7,13520,10.81,2.06,25.21,79.86,UNKNOWN,30.65,72.71,59,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-09-22
2006,FI,SE293,1,66,25,12830,15.86,4.0,22.42,82.63,EXCELLENT,12.14,47.91,33,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-11-13
2007,IE,HU4,15,504,17,37905,24.29,6.13,80.46,84.32,GOOD,48.26,15.03,31,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-10-10
2008,MT,MT343,8,1168,27,3193,12.52,0.68,73.99,91.04,SUFFICIENT,56.05,24.13,5,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-07-19
2009,SK,GR8,16,1374,11,26586,32.05,3.97,77.4,89.61,POOR,49.04,12.7,8,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-02-07
2010,BE,LV629,7,22,21,13103,31.69,1.49,36.62,94.18,UNKNOWN,62.49,26.45,25,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-12-08
2011,DK,PT62,8,177,7,11894,19.44,3.52,50.58,86.78,EXCELLENT,13.67,58.86,40,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-04-21
2012,GR,GR746,11,1668,16,30229,11.13,4.14,26.43,71.6,GOOD,55.78,64.03,60,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-07-15
2013,LT,CZ30,8,304,2,7939,14.84,6.82,27.45,92.9,SUFFICIENT,54.46,61.1,46,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-04-10
2014,PT,AT127,14,749,22,18997,15.72,5.92,39.76,88.65,POOR,24.9,6.8,49,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-01-18
2015,SE,SI384,1,88,12,12237,33.44,1.03,77.44,88.83,UNKNOWN,52.54,73.92,42,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-01-01
2016,CY,EE89,5,276,21,18994,18.87,5.94,50.09,82.72,EXCELLENT,66.16,67.49,23,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-07-16
2017,FR,AT16,13,431,2,28088,44.13,6.9,49.49,76.62,GOOD,15.05,31.38,59,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-04-29
2018,IT,LT732,20,2310,2,14360,9.75,2.96,38.53,93.44,SUFFICIENT,10.97,54.31,53,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-11-19
2019,NL,IT9,22,3281,7,4622,8.98,1.41,83.06,77.8,POOR,31.86,44.04,64,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-09-12
2020,SI,BE428,12,747,3,29008,24.42,5.17,78.42,96.61,UNKNOWN,30.12,14.65,56,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-05-20
2021,BG,DK23,27,736,8,9913,27.71,1.45,54.34,87.54,EXCELLENT,41.39,65.71,34,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-04-10
2022,EE,ES786,28,5468,15,8685,18.2,3.55,66.85,83.95,GOOD,10.9,63.61,31,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-03-11
2023,HU,EE68,20,551,3,14477,31.5,7.21,59.18,94.85,SUFFICIENT,16.02,18.99,50,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-09-30
2024,LU,ES5,20,2093,6,6461,15.67,0.77,36.55,92.37,POOR,49.31,69.11,34,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-05-08
2025,RO,SE62,32,375,16,24053,8.84,6.51,39.31,96.87,UNKNOWN,39.29,59.89,91,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-09-10
2006,AT,CZ8,14,292,4,3574,33.52,5.11,67.47,79.91,EXCELLENT,69.03,17.13,40,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-12-13
2007,CZ,LU674,14,2533,2,33377,31.96,5.27,39.79,75.28,GOOD,23.34,28.84,39,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-12-06
2008,DE,AT39,18,1492,4,93,17.83,6.3,69.15,80.41,SUFFICIENT,63.14,36.38,4,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-03-13
2009,LV,FR264,3,333,24,32046,24.07,2.62,72.49,77.25,POOR,64.87,54.67,40,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-09-08
2010,PL,NL11,10,512,17,29521,32.07,6.48,52.19,91.73,UNKNOWN,52.32,9.73,47,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-12-01
2011,ES,LT6,12,2797,9,34866,22.95,1.66,48.9,82.68,EXCELLENT,68.87,17.3,35,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2026-02-25
2012,HR,LU501,8,211,8,28978,23.26,2.11,46.84,91.22,GOOD,17.53,20.35,3,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-09-16
2013,FI,CY39,6,318,4,12179,6.4,5.03,25.96,81.43,SUFFICIENT,43.68,56.58,54,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-10-20
2014,IE,CY59,18,626,17,13026,8.11,5.37,53.25,87.18,POOR,56.95,33.24,24,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-11-18
2015,MT,FR8,22,587,7,31735,22.3,5.08,63.89,77.7,UNKNOWN,24.76,55.45,61,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-03-19
2016,SK,CZ60,20,2713,5,42563,5.5,5.73,81.93,92.48,EXCELLENT,62.96,62.97,71,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-08-16
2017,BE,IE36,17,862,19,35370,24.03,1.57,78.67,93.47,GOOD,78.51,72.35,37,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-05-02
2018,DK,FR9,7,632,9,45317,34.72,3.3,75.16,76.48,SUFFICIENT,41.79,11.94,50,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-05-13
2019,GR,BG945,16,1378,0,28815,34.82,2.58,61.09,86.04,POOR,13.22,15.44,44,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-08-05
2020,LT,DK17,10,171,17,7172,27.68,4.39,32.13,83.64,UNKNOWN,41.72,40.62,61,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2026-02-16
2021,PT,DK138,2,259,10,41045,27.23,6.29,58.62,80.61,EXCELLENT,18.89,11.6,30,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-01-02
2022,SE,DK28,10,1167,7,4202,17.74,2.87,52.84,85.73,GOOD,15.15,9.88,41,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-10-29
2023,CY,NL6,17,361,2,9703,31.68,4.47,82.56,98.88,SUFFICIENT,29.38,34.71,22,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-02-23
2024,FR,IE89,33,1111,4,1407,7.05,4.0,72.15,94.9,POOR,62.18,48.67,49,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2026-02-04
2025,IT,ES275,26,2785,10,25295,23.18,4.3,62.37,96.89,UNKNOWN,19.08,68.33,61,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-07-10
2006,NL,HU99,15,765,2,17930,36.54,7.07,40.57,91.3,EXCELLENT,35.68,50.94,47,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-02-11
2007,SI,IE611,14,431,19,29107,12.77,4.99,67.63,81.48,GOOD,57.54,29.8,14,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-06-28
2008,BG,AT469,2,61,14,27991,26.96,2.28,26.52,77.8,SUFFICIENT,42.97,30.48,47,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-11-15
2009,EE,LU9,9,1190,21,14384,25.55,6.4,25.99,93.9,POOR,34.23,39.12,30,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-08-05
2010,HU,DE79,7,46,11,24922,18.8,0.51,62.23,85.77,UNKNOWN,56.13,6.79,51,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2026-01-27
2011,LU,IE5,5,336,3,5000,37.35,3.32,74.75,73.92,EXCELLENT,33.4,29.6,26,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-01-06
2012,RO,EE255,9,950,19,16999,7.41,3.49,57.49,95.38,GOOD,69.01,40.15,56,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-07-31
2013,AT,PL2,13,1330,7,13654,6.18,2.19,47.56,72.52,SUFFICIENT,10.57,67.55,32,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-09-14
2014,CZ,LU84,16,1405,5,25474,37.36,5.19,40.53,82.96,POOR,70.21,78.57,13,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-01-10
2015,DE,LV3,10,396,22,23766,35.11,6.16,19.41,80.91,UNKNOWN,28.36,13.98,52,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2026-02-11
2016,LV,LT174,22,1802,6,4559,28.22,5.41,55.48,86.28,EXCELLENT,17.54,23.76,32,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-04-20
2017,PL,DK76,11,506,3,16058,27.98,2.68,68.98,79.92,GOOD,27.11,65.14,40,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-09-10
2018,ES,LT7,25,5381,4,25251,15.16,0.78,78.56,76.39,SUFFICIENT,55.62,45.77,63,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-03-21
2019,HR,SE5,30,745,15,25280,14.07,6.37,44.92,78.52,POOR,32.92,18.37,27,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-09-25
2020,FI,HR7,26,1411,18,25944,17.62,3.41,62.36,93.63,UNKNOWN,44.47,28.72,94,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-06-03
2021,IE,BG68,22,2113,10,15164,34.58,0.59,41.32,76.95,EXCELLENT,61.53,54.95,46,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-03-26
2022,MT,ES54,30,1483,13,12404,24.57,1.33,46.9,75.59,GOOD,16.13,52.3,54,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-08-11
2023,SK,EE65,16,2271,11,12980,31.42,3.08,81.97,96.24,SUFFICIENT,49.19,52.56,87,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-01-07
2024,BE,FI573,25,235,16,3995,25.59,2.33,47.88,90.01,POOR,85.15,38.5,42,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-07-20
2025,DK,SK899,13,1151,11,3071,20.53,5.39,21.87,81.55,UNKNOWN,18.67,8.5,39,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-05-04
2006,GR,GR429,11,979,15,30318,13.13,3.49,20.3,91.67,EXCELLENT,57.3,48.27,25,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-06-14
2007,LT,AT1,4,84,1,26732,12.37,4.27,25.29,88.52,GOOD,57.89,28.9,39,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-12-20
2008,PT,IE1,12,835,27,13171,30.89,4.39,31.09,72.96,SUFFICIENT,32.53,18.03,16,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-01-18
2009,SE,HU37,3,32,5,21160,19.24,6.14,69.26,97.13,POOR,58.1,53.23,39,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-04-20
2010,CY,DE10,11,1266,16,15730,22.9,6.6,78.08,97.29,UNKNOWN,23.15,50.19,14,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-10-02
2011,FR,LV19,3,80,10,29870,25.92,6.33,28.81,91.07,EXCELLENT,62.8,64.58,48,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-10-25
2012,IT,LU6,9,1652,21,24648,11.85,2.41,60.77,72.25,GOOD,9.46,68.12,66,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-05-12
