demo_household_survey_year,demo_household_household_id_sample,demo_household_relationship_to_householder,demo_household_family_type_code,demo_household_marital_status,demo_household_number_of_children_u18,demo_household_multigenerational_flag,demo_household_single_parent_flag,demo_household_cohabiting_partner_flag,demo_household_household_income_ratio_poverty,demo_household_housing_cost_burden_pct,demo_household_crowding_persons_per_room,demo_household_vehicle_count_household,demo_household_internet_access_type,demo_household_language_spoken_at_home,demo_household_disability_status_household,demo_household_caregiving_hours_week,demo_household_childcare_cost_monthly,demo_household_eldercare_responsibility_flag,demo_household_sampling_stratum
2024,HH00001502,CHILD,NONFAMILY,SEPARATED,1,1,0,0,3.91,38.5,1.6,5,MOBILE_ONLY,CHINESE,ONE_MEMBER,10,1415,0,SMALL_TOWN
2025,HH00001503,SIBLING,FEMALE_HH_NO_SPOUSE,MARRIED,4,0,1,1,3.55,7.5,2.3,5,DSL,FRENCH,MULTIPLE_MEMBERS,24,3163,1,URBAN_CORE
2020,HH00001504,NONREL,FEMALE_HH_NO_SPOUSE,WIDOWED,4,0,0,1,1.48,40.4,1.69,5,FIBER,TAGALOG,ONE_MEMBER,55,819,0,URBAN_CORE
2025,HH00001505,HOUSEHOLDER,MALE_HH_NO_SPOUSE,WIDOWED,3,1,1,0,0.71,29.0,0.59,4,FIXED_WIRELESS,CHINESE,MULTIPLE_MEMBERS,15,3013,1,RURAL
2021,HH00001506,NONREL,MALE_HH_NO_SPOUSE,WIDOWED,3,0,0,1,2.93,55.9,1.8,2,FIXED_WIRELESS,ARABIC,NONE,23,233,1,URBAN_CORE
2020,HH00001507,OTHER_REL,FEMALE_HH_NO_SPOUSE,SEPARATED,3,0,0,1,1.67,29.4,1.05,3,SATELLITE,TAGALOG,MULTIPLE_MEMBERS,23,1310,0,RURAL
2021,HH00001508,NONREL,MARRIED_COUPLE,DIVORCED,2,0,0,1,4.68,48.1,1.59,5,DSL,TAGALOG,NONE,10,2788,0,SMALL_TOWN
2018,HH00001509,NONREL,NONFAMILY,WIDOWED,4,1,0,1,3.04,16.7,1.56,1,SATELLITE,OTHER,MULTIPLE_MEMBERS,43,227,0,RURAL
2021,HH00001510,HOUSEHOLDER,MARRIED_COUPLE,NEVER_MARRIED,2,1,1,1,5.78,60.4,0.68,0,DSL,CHINESE,NONE,45,79,1,SUBURBAN
2019,HH00001511,CHILD,MALE_HH_NO_SPOUSE,DIVORCED,3,0,1,1,5.74,22.7,2.1,2,FIBER,ENGLISH,MULTIPLE_MEMBERS,23,362,0,SUBURBAN
2024,HH00001512,HOUSEHOLDER,NONFAMILY,SEPARATED,1,1,1,0,5.31,5.3,1.49,2,FIBER,VIETNAMESE,ONE_MEMBER,16,2420,1,SUBURBAN
2024,HH00001513,CHILD,NONFAMILY,WIDOWED,3,1,1,1,3.85,9.9,1.15,2,CABLE,ENGLISH,NONE,41,1823,1,RURAL
2018,HH00001514,SIBLING,MARRIED_COUPLE,DIVORCED,3,1,0,0,3.67,18.8,0.75,2,DSL,KOREAN,ONE_MEMBER,59,2945,1,SUBURBAN
2020,HH00001515,SPOUSE,MARRIED_COUPLE,WIDOWED,5,0,0,1,1.46,14.9,2.32,2,MOBILE_ONLY,KOREAN,NONE,36,11,1,URBAN_CORE
2020,HH00001516,PARENT,FEMALE_HH_NO_SPOUSE,WIDOWED,0,1,1,1,4.36,16.4,0.83,5,DSL,FRENCH,MULTIPLE_MEMBERS,57,1533,0,RURAL
2022,HH00001517,SIBLING,MALE_HH_NO_SPOUSE,SEPARATED,0,1,1,1,5.5,39.8,2.36,2,NONE,ENGLISH,MULTIPLE_MEMBERS,39,1055,0,URBAN_CORE
2023,HH00001518,SPOUSE,NONFAMILY,NEVER_MARRIED,4,1,0,0,2.02,33.4,1.49,4,FIXED_WIRELESS,OTHER,NONE,40,1931,0,RURAL
2021,HH00001519,OTHER_REL,MARRIED_COUPLE,SEPARATED,4,1,1,0,5.09,47.7,1.41,5,FIBER,TAGALOG,ONE_MEMBER,17,1181,0,URBAN_CORE
2018,HH00001520,SIBLING,MARRIED_COUPLE,SEPARATED,4,0,0,1,2.58,52.4,1.34,5,MOBILE_ONLY,ARABIC,NONE,24,290,0,SMALL_TOWN
2023,HH00001521,SPOUSE,MALE_HH_NO_SPOUSE,NEVER_MARRIED,2,1,0,0,5.74,36.0,2.24,5,NONE,ENGLISH,NONE,51,1581,1,SMALL_TOWN
2021,HH00001522,CHILD,MARRIED_COUPLE,DIVORCED,4,0,0,0,2.51,40.6,2.09,3,NONE,SPANISH,MULTIPLE_MEMBERS,7,1298,0,SMALL_TOWN
2019,HH00001523,PARENT,NONFAMILY,SEPARATED,5,0,0,1,4.68,51.5,1.79,4,FIXED_WIRELESS,SPANISH,NONE,38,1600,1,SMALL_TOWN
2019,HH00001524,OTHER_REL,MALE_HH_NO_SPOUSE,WIDOWED,0,1,0,0,4.9,10.4,1.45,4,SATELLITE,ARABIC,ONE_MEMBER,15,3012,0,SMALL_TOWN
2022,HH00001525,NONREL,NONFAMILY,SEPARATED,4,0,1,1,4.33,31.0,1.74,5,FIXED_WIRELESS,ENGLISH,NONE,28,636,0,SMALL_TOWN
2018,HH00001526,CHILD,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,5,1,1,1,2.42,36.7,0.84,5,NONE,TAGALOG,MULTIPLE_MEMBERS,8,2046,1,SUBURBAN
2025,HH00001527,NONREL,MALE_HH_NO_SPOUSE,DIVORCED,3,1,1,1,1.11,40.9,1.39,5,DSL,ENGLISH,NONE,6,1021,0,RURAL
2024,HH00001528,PARENT,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,0,1,0,0,0.78,37.5,0.61,2,FIXED_WIRELESS,SPANISH,NONE,13,3182,1,URBAN_CORE
2018,HH00001529,SPOUSE,MARRIED_COUPLE,WIDOWED,2,0,1,1,0.74,26.0,0.58,2,CABLE,TAGALOG,NONE,24,784,0,RURAL
2021,HH00001530,OTHER_REL,FEMALE_HH_NO_SPOUSE,DIVORCED,5,0,0,0,4.66,22.3,1.86,2,MOBILE_ONLY,OTHER,NONE,36,153,0,URBAN_CORE
2022,HH00001531,HOUSEHOLDER,NONFAMILY,SEPARATED,2,0,1,0,2.41,31.4,2.37,1,NONE,ENGLISH,ONE_MEMBER,18,988,0,URBAN_CORE
2023,HH00001532,HOUSEHOLDER,MARRIED_COUPLE,DIVORCED,5,0,1,0,2.41,9.0,2.07,0,MOBILE_ONLY,OTHER,NONE,1,2955,0,URBAN_CORE
2024,HH00001533,NONREL,FEMALE_HH_NO_SPOUSE,SEPARATED,4,1,0,1,1.37,33.3,2.37,0,FIXED_WIRELESS,KOREAN,MULTIPLE_MEMBERS,18,1442,0,URBAN_CORE
2020,HH00001534,HOUSEHOLDER,MALE_HH_NO_SPOUSE,SEPARATED,2,0,1,0,1.44,62.9,0.79,3,CABLE,TAGALOG,MULTIPLE_MEMBERS,1,2902,1,SMALL_TOWN
2018,HH00001535,OTHER_REL,MARRIED_COUPLE,MARRIED,2,1,0,1,2.41,8.2,0.88,4,NONE,ENGLISH,NONE,23,2102,0,RURAL
2018,HH00001536,NONREL,MARRIED_COUPLE,SEPARATED,0,0,1,1,1.43,14.2,1.23,4,DSL,TAGALOG,MULTIPLE_MEMBERS,9,1872,1,SMALL_TOWN
2018,HH00001537,NONREL,FEMALE_HH_NO_SPOUSE,SEPARATED,4,1,1,1,3.88,42.8,1.14,3,SATELLITE,VIETNAMESE,NONE,49,790,1,SUBURBAN
2022,HH00001538,OTHER_REL,MALE_HH_NO_SPOUSE,SEPARATED,5,1,1,0,5.14,47.4,0.96,3,MOBILE_ONLY,KOREAN,NONE,55,2352,0,SMALL_TOWN
2023,HH00001539,NONREL,NONFAMILY,MARRIED,4,1,1,0,4.14,33.5,0.94,1,MOBILE_ONLY,OTHER,ONE_MEMBER,12,2649,0,SUBURBAN
2024,HH00001540,HOUSEHOLDER,MALE_HH_NO_SPOUSE,DIVORCED,3,1,0,0,1.92,60.0,2.31,3,FIBER,FRENCH,MULTIPLE_MEMBERS,36,1797,0,URBAN_CORE
2019,HH00001541,OTHER_REL,FEMALE_HH_NO_SPOUSE,MARRIED,4,0,0,0,2.07,33.9,0.7,3,NONE,VIETNAMESE,NONE,0,171,0,RURAL
2024,HH00001542,SIBLING,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,4,0,1,1,3.77,11.6,2.22,3,CABLE,ARABIC,ONE_MEMBER,14,2057,0,URBAN_CORE
2020,HH00001543,NONREL,MALE_HH_NO_SPOUSE,SEPARATED,0,0,0,1,3.79,33.7,1.42,2,NONE,KOREAN,NONE,52,1950,0,URBAN_CORE
2024,HH00001544,SIBLING,FEMALE_HH_NO_SPOUSE,MARRIED,3,0,1,1,4.56,35.9,2.34,5,FIBER,SPANISH,MULTIPLE_MEMBERS,6,1702,1,RURAL
2019,HH00001545,HOUSEHOLDER,NONFAMILY,MARRIED,3,1,1,0,5.63,30.7,0.34,1,SATELLITE,OTHER,MULTIPLE_MEMBERS,39,1656,1,SMALL_TOWN
2024,HH00001546,OTHER_REL,MALE_HH_NO_SPOUSE,DIVORCED,4,0,0,0,1.51,59.9,0.79,5,NONE,VIETNAMESE,ONE_MEMBER,15,697,0,SUBURBAN
2023,HH00001547,CHILD,MARRIED_COUPLE,DIVORCED,1,1,0,1,1.88,33.8,1.4,5,FIXED_WIRELESS,FRENCH,ONE_MEMBER,6,2122,0,URBAN_CORE
2024,HH00001548,SPOUSE,MARRIED_COUPLE,DIVORCED,3,0,1,0,4.38,46.5,0.61,5,SATELLITE,SPANISH,MULTIPLE_MEMBERS,17,2378,0,SUBURBAN
2023,HH00001549,HOUSEHOLDER,MALE_HH_NO_SPOUSE,WIDOWED,4,0,0,0,0.9,35.5,0.77,2,MOBILE_ONLY,KOREAN,NONE,27,1021,1,URBAN_CORE
2024,HH00001550,CHILD,FEMALE_HH_NO_SPOUSE,DIVORCED,4,1,0,0,1.6,48.6,1.34,1,SATELLITE,SPANISH,NONE,13,1892,0,SMALL_TOWN
2023,HH00001551,CHILD,NONFAMILY,SEPARATED,0,1,0,1,1.54,11.5,1.99,0,MOBILE_ONLY,VIETNAMESE,MULTIPLE_MEMBERS,16,1153,0,URBAN_CORE
2025,HH00001552,CHILD,FEMALE_HH_NO_SPOUSE,MARRIED,5,1,0,0,1.43,61.7,2.03,4,MOBILE_ONLY,TAGALOG,NONE,22,1688,1,SMALL_TOWN
2025,HH00001553,NONREL,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,3,1,0,1,4.29,41.7,1.65,4,NONE,ARABIC,ONE_MEMBER,56,2177,1,SMALL_TOWN
2021,HH00001554,SIBLING,NONFAMILY,NEVER_MARRIED,3,0,1,0,1.32,23.5,2.3,0,DSL,OTHER,NONE,22,1905,1,URBAN_CORE
2018,HH00001555,PARENT,NONFAMILY,NEVER_MARRIED,1,0,1,1,5.19,19.0,1.68,3,CABLE,FRENCH,NONE,23,1090,0,SMALL_TOWN
2021,HH00001556,OTHER_REL,MARRIED_COUPLE,SEPARATED,4,1,1,1,3.46,49.3,0.35,0,MOBILE_ONLY,TAGALOG,MULTIPLE_MEMBERS,20,1918,0,SUBURBAN
2025,HH00001557,SIBLING,NONFAMILY,MARRIED,3,1,1,1,3.21,21.0,1.44,1,SATELLITE,KOREAN,MULTIPLE_MEMBERS,21,1882,1,RURAL
2025,HH00001558,HOUSEHOLDER,MARRIED_COUPLE,WIDOWED,5,0,0,1,2.45,31.9,2.43,0,MOBILE_ONLY,OTHER,NONE,25,1861,0,RURAL
2023,HH00001559,NONREL,MALE_HH_NO_SPOUSE,WIDOWED,2,1,0,0,1.56,42.0,1.74,4,MOBILE_ONLY,VIETNAMESE,ONE_MEMBER,35,821,0,SMALL_TOWN
2021,HH00001560,OTHER_REL,MALE_HH_NO_SPOUSE,DIVORCED,3,1,1,0,1.13,56.5,1.81,4,CABLE,OTHER,MULTIPLE_MEMBERS,54,2262,0,SUBURBAN
2018,HH00001561,NONREL,FEMALE_HH_NO_SPOUSE,WIDOWED,4,1,0,1,1.34,54.8,0.55,3,MOBILE_ONLY,FRENCH,NONE,28,1585,0,SMALL_TOWN
2023,HH00001562,HOUSEHOLDER,MARRIED_COUPLE,MARRIED,2,0,0,1,5.63,45.0,1.09,0,CABLE,KOREAN,ONE_MEMBER,6,1488,1,SMALL_TOWN
2022,HH00001563,HOUSEHOLDER,MALE_HH_NO_SPOUSE,DIVORCED,1,0,1,1,3.8,20.9,2.16,3,SATELLITE,VIETNAMESE,NONE,55,1086,1,RURAL
2021,HH00001564,SPOUSE,FEMALE_HH_NO_SPOUSE,SEPARATED,2,1,0,1,3.02,14.7,0.54,2,FIBER,ENGLISH,NONE,16,2145,0,SMALL_TOWN
2022,HH00001565,SPOUSE,MALE_HH_NO_SPOUSE,NEVER_MARRIED,0,0,1,1,0.35,37.7,2.15,1,SATELLITE,SPANISH,ONE_MEMBER,53,107,1,SMALL_TOWN
2025,HH00001566,PARENT,MARRIED_COUPLE,NEVER_MARRIED,2,1,1,1,5.69,57.9,1.56,5,DSL,KOREAN,MULTIPLE_MEMBERS,10,190,1,URBAN_CORE
2019,HH00001567,SIBLING,MARRIED_COUPLE,DIVORCED,2,0,0,1,4.55,29.5,1.17,3,FIXED_WIRELESS,SPANISH,NONE,36,2897,0,RURAL
2024,HH00001568,CHILD,MARRIED_COUPLE,DIVORCED,2,1,0,0,1.28,49.2,2.35,4,NONE,ARABIC,MULTIPLE_MEMBERS,54,342,1,SMALL_TOWN
2020,HH00001569,OTHER_REL,MARRIED_COUPLE,DIVORCED,5,1,0,0,2.59,54.9,0.36,5,NONE,ENGLISH,NONE,24,76,1,RURAL
2024,HH00001570,NONREL,MALE_HH_NO_SPOUSE,MARRIED,4,0,0,0,3.86,20.8,2.34,1,FIXED_WIRELESS,VIETNAMESE,ONE_MEMBER,40,1312,1,SMALL_TOWN
2020,HH00001571,SIBLING,FEMALE_HH_NO_SPOUSE,DIVORCED,1,1,0,1,1.22,62.9,2.23,5,DSL,OTHER,ONE_MEMBER,47,1400,1,SMALL_TOWN
2020,HH00001572,HOUSEHOLDER,MARRIED_COUPLE,MARRIED,2,0,0,1,3.03,20.3,2.47,2,SATELLITE,ENGLISH,NONE,50,1541,1,SUBURBAN
2020,HH00001573,PARENT,FEMALE_HH_NO_SPOUSE,DIVORCED,0,1,0,0,4.32,40.4,1.22,0,SATELLITE,VIETNAMESE,MULTIPLE_MEMBERS,7,829,0,URBAN_CORE
2023,HH00001574,SPOUSE,NONFAMILY,MARRIED,3,0,0,0,1.06,45.1,1.31,2,SATELLITE,ENGLISH,MULTIPLE_MEMBERS,3,1037,1,SUBURBAN
2022,HH00001575,OTHER_REL,NONFAMILY,MARRIED,5,1,1,0,1.65,38.2,1.85,0,MOBILE_ONLY,TAGALOG,MULTIPLE_MEMBERS,36,1496,1,URBAN_CORE
2019,HH00001576,PARENT,NONFAMILY,WIDOWED,2,1,0,1,3.06,42.3,0.54,0,FIBER,TAGALOG,MULTIPLE_MEMBERS,50,2789,1,URBAN_CORE
2022,HH00001577,CHILD,MARRIED_COUPLE,WIDOWED,3,0,0,1,4.24,17.7,0.84,3,NONE,TAGALOG,NONE,8,1333,1,SUBURBAN
2021,HH00001578,PARENT,MALE_HH_NO_SPOUSE,DIVORCED,3,1,0,1,3.46,13.7,1.27,1,FIXED_WIRELESS,FRENCH,NONE,36,2914,1,SUBURBAN
2025,HH00001579,PARENT,MARRIED_COUPLE,DIVORCED,3,1,1,1,1.43,5.9,1.88,5,FIBER,OTHER,ONE_MEMBER,13,96,1,RURAL
2018,HH00001580,PARENT,MALE_HH_NO_SPOUSE,MARRIED,5,1,1,0,4.98,41.5,1.39,1,NONE,KOREAN,NONE,47,634,0,SUBURBAN
2023,HH00001581,HOUSEHOLDER,NONFAMILY,MARRIED,2,0,1,1,3.22,60.4,0.81,2,NONE,VIETNAMESE,NONE,13,613,1,SMALL_TOWN
2021,HH00001582,CHILD,NONFAMILY,WIDOWED,4,1,0,0,0.85,45.8,0.94,4,NONE,OTHER,NONE,22,2743,0,URBAN_CORE
2022,HH00001583,SPOUSE,MARRIED_COUPLE,SEPARATED,2,0,1,0,1.51,44.1,1.95,2,CABLE,OTHER,NONE,32,2637,1,RURAL
2021,HH00001584,SIBLING,NONFAMILY,NEVER_MARRIED,5,0,0,0,5.82,37.0,2.07,2,MOBILE_ONLY,ARABIC,NONE,50,888,0,SUBURBAN
2021,HH00001585,SPOUSE,MARRIED_COUPLE,NEVER_MARRIED,2,1,1,1,4.24,42.1,1.26,3,NONE,VIETNAMESE,MULTIPLE_MEMBERS,17,2474,1,RURAL
2021,HH00001586,PARENT,MALE_HH_NO_SPOUSE,SEPARATED,4,0,1,1,2.13,48.4,0.73,5,NONE,SPANISH,NONE,57,1795,0,URBAN_CORE
2019,HH00001587,PARENT,FEMALE_HH_NO_SPOUSE,SEPARATED,1,0,0,0,1.61,14.1,1.56,4,CABLE,OTHER,MULTIPLE_MEMBERS,41,874,0,SUBURBAN
2019,HH00001588,SIBLING,NONFAMILY,NEVER_MARRIED,5,1,0,1,2.9,48.8,1.18,3,DSL,ENGLISH,ONE_MEMBER,9,2370,0,SMALL_TOWN
2024,HH00001589,CHILD,FEMALE_HH_NO_SPOUSE,WIDOWED,5,1,1,1,1.13,14.3,1.71,1,FIBER,KOREAN,ONE_MEMBER,12,80,0,SUBURBAN
2018,HH00001590,PARENT,NONFAMILY,NEVER_MARRIED,5,1,0,1,1.55,22.7,2.11,3,SATELLITE,CHINESE,MULTIPLE_MEMBERS,45,1872,1,SMALL_TOWN
2020,HH00001591,HOUSEHOLDER,MARRIED_COUPLE,SEPARATED,5,0,1,0,4.24,25.4,1.46,5,SATELLITE,VIETNAMESE,NONE,23,465,0,SMALL_TOWN
2023,HH00001592,NONREL,MARRIED_COUPLE,NEVER_MARRIED,4,1,1,1,5.15,22.1,2.28,2,FIBER,VIETNAMESE,MULTIPLE_MEMBERS,55,2336,1,SUBURBAN
2023,HH00001593,OTHER_REL,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,5,1,0,0,0.56,36.5,1.11,1,NONE,FRENCH,NONE,49,2613,0,URBAN_CORE
2022,HH00001594,HOUSEHOLDER,MALE_HH_NO_SPOUSE,SEPARATED,2,0,0,0,3.64,38.3,1.36,3,SATELLITE,TAGALOG,ONE_MEMBER,45,3012,0,RURAL
2024,HH00001595,SPOUSE,NONFAMILY,WIDOWED,5,0,0,1,3.65,54.2,1.56,0,SATELLITE,ENGLISH,ONE_MEMBER,23,411,0,URBAN_CORE
2024,HH00001596,NONREL,MARRIED_COUPLE,NEVER_MARRIED,5,0,1,1,2.42,39.6,1.88,2,FIBER,ENGLISH,NONE,47,1674,0,RURAL
2022,HH00001597,HOUSEHOLDER,MALE_HH_NO_SPOUSE,DIVORCED,2,1,0,0,4.75,64.8,1.46,2,CABLE,TAGALOG,ONE_MEMBER,47,682,0,SMALL_TOWN
2019,HH00001598,SPOUSE,NONFAMILY,DIVORCED,4,0,0,1,3.1,46.7,2.08,3,FIBER,SPANISH,ONE_MEMBER,53,544,1,URBAN_CORE
2019,HH00001599,NONREL,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,5,1,1,0,1.03,48.8,1.83,4,NONE,SPANISH,NONE,41,546,0,SMALL_TOWN
2018,HH00001600,PARENT,MARRIED_COUPLE,SEPARATED,0,0,0,0,3.85,64.9,1.07,5,NONE,SPANISH,NONE,52,2390,0,SUBURBAN
2022,HH00001601,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,DIVORCED,4,1,0,1,3.68,19.0,1.71,0,FIXED_WIRELESS,TAGALOG,MULTIPLE_MEMBERS,2,684,0,SMALL_TOWN
2022,HH00001602,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,3,0,0,1,5.96,43.8,1.0,3,FIXED_WIRELESS,ENGLISH,ONE_MEMBER,19,597,0,RURAL
2024,HH00001603,SIBLING,MALE_HH_NO_SPOUSE,SEPARATED,4,1,0,1,1.47,58.3,1.88,2,MOBILE_ONLY,VIETNAMESE,MULTIPLE_MEMBERS,2,453,1,URBAN_CORE
2018,HH00001604,SPOUSE,MALE_HH_NO_SPOUSE,DIVORCED,0,0,0,1,3.72,63.1,1.74,5,FIXED_WIRELESS,KOREAN,NONE,36,2367,1,URBAN_CORE
2023,HH00001605,SIBLING,MALE_HH_NO_SPOUSE,WIDOWED,5,1,1,1,3.52,31.8,0.69,2,DSL,SPANISH,MULTIPLE_MEMBERS,58,2279,1,URBAN_CORE
2018,HH00001606,CHILD,MALE_HH_NO_SPOUSE,SEPARATED,3,0,0,0,2.08,30.9,1.84,2,DSL,ENGLISH,ONE_MEMBER,9,2527,0,SUBURBAN
2024,HH00001607,NONREL,MARRIED_COUPLE,DIVORCED,2,0,0,0,4.63,10.7,0.59,5,CABLE,VIETNAMESE,ONE_MEMBER,25,3012,0,RURAL
2025,HH00001608,OTHER_REL,MARRIED_COUPLE,MARRIED,1,1,0,1,2.36,59.3,0.5,5,FIBER,SPANISH,MULTIPLE_MEMBERS,36,209,0,URBAN_CORE
2025,HH00001609,SIBLING,MARRIED_COUPLE,MARRIED,4,0,0,1,4.03,61.2,1.71,5,CABLE,TAGALOG,ONE_MEMBER,59,2819,1,SUBURBAN
2024,HH00001610,NONREL,MALE_HH_NO_SPOUSE,SEPARATED,4,0,0,0,2.49,58.1,1.03,3,FIXED_WIRELESS,TAGALOG,NONE,15,306,0,SMALL_TOWN
2021,HH00001611,NONREL,FEMALE_HH_NO_SPOUSE,DIVORCED,4,1,1,1,4.8,18.5,0.65,1,FIXED_WIRELESS,CHINESE,ONE_MEMBER,41,337,0,SUBURBAN
2018,HH00001612,HOUSEHOLDER,MARRIED_COUPLE,WIDOWED,4,0,1,1,5.99,23.1,2.47,5,DSL,ARABIC,NONE,3,2365,0,SUBURBAN
2025,HH00001613,NONREL,MALE_HH_NO_SPOUSE,SEPARATED,0,1,0,0,4.19,61.9,2.21,4,FIXED_WIRELESS,SPANISH,MULTIPLE_MEMBERS,49,631,1,RURAL
2025,HH00001614,HOUSEHOLDER,MARRIED_COUPLE,SEPARATED,3,1,1,1,4.74,41.9,0.69,3,MOBILE_ONLY,ENGLISH,ONE_MEMBER,36,1469,1,RURAL
2021,HH00001615,CHILD,MARRIED_COUPLE,WIDOWED,0,0,1,0,0.53,42.9,2.38,3,DSL,ENGLISH,ONE_MEMBER,40,1337,0,RURAL
2023,HH00001616,SPOUSE,NONFAMILY,NEVER_MARRIED,1,0,1,0,5.38,30.0,1.63,2,CABLE,FRENCH,MULTIPLE_MEMBERS,32,787,0,SUBURBAN
2022,HH00001617,SPOUSE,MARRIED_COUPLE,NEVER_MARRIED,5,1,1,0,5.03,41.9,1.44,4,FIBER,VIETNAMESE,MULTIPLE_MEMBERS,35,1780,1,SMALL_TOWN
2025,HH00001618,OTHER_REL,MALE_HH_NO_SPOUSE,WIDOWED,0,0,0,0,1.0,14.6,1.09,2,NONE,VIETNAMESE,NONE,52,504,0,RURAL
2021,HH00001619,SPOUSE,MARRIED_COUPLE,WIDOWED,4,0,0,0,3.78,62.0,1.01,0,NONE,OTHER,ONE_MEMBER,56,1864,1,SMALL_TOWN
2020,HH00001620,CHILD,NONFAMILY,DIVORCED,1,0,0,0,5.21,61.7,0.53,0,MOBILE_ONLY,FRENCH,ONE_MEMBER,59,1893,1,SMALL_TOWN
2025,HH00001621,PARENT,FEMALE_HH_NO_SPOUSE,WIDOWED,1,1,1,1,3.85,56.4,0.7,2,FIBER,OTHER,NONE,33,312,1,SUBURBAN
2019,HH00001622,PARENT,MARRIED_COUPLE,MARRIED,1,0,0,0,5.32,20.4,0.89,0,FIBER,VIETNAMESE,ONE_MEMBER,9,1040,0,SUBURBAN
2024,HH00001623,CHILD,MALE_HH_NO_SPOUSE,MARRIED,2,0,0,0,4.32,57.6,1.92,0,FIBER,OTHER,MULTIPLE_MEMBERS,58,2340,0,SUBURBAN
2021,HH00001624,SIBLING,MALE_HH_NO_SPOUSE,NEVER_MARRIED,0,0,1,0,2.75,47.0,2.41,2,SATELLITE,ARABIC,NONE,22,1190,0,URBAN_CORE
2024,HH00001625,CHILD,MARRIED_COUPLE,MARRIED,1,0,1,0,5.75,19.8,1.32,0,MOBILE_ONLY,ENGLISH,MULTIPLE_MEMBERS,44,1233,0,RURAL
2020,HH00001626,PARENT,MARRIED_COUPLE,MARRIED,3,1,1,0,5.55,55.1,1.12,1,CABLE,KOREAN,ONE_MEMBER,16,2171,0,URBAN_CORE
2018,HH00001627,OTHER_REL,FEMALE_HH_NO_SPOUSE,DIVORCED,5,1,1,1,0.58,10.5,2.19,2,MOBILE_ONLY,KOREAN,NONE,7,2063,0,SMALL_TOWN
2025,HH00001628,OTHER_REL,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,1,0,0,1,1.13,48.0,1.8,1,MOBILE_ONLY,FRENCH,ONE_MEMBER,30,2907,1,RURAL
2024,HH00001629,PARENT,FEMALE_HH_NO_SPOUSE,DIVORCED,3,1,0,0,3.56,64.8,0.84,3,NONE,VIETNAMESE,ONE_MEMBER,33,392,1,SMALL_TOWN
2025,HH00001630,SIBLING,NONFAMILY,SEPARATED,5,1,1,1,3.79,30.9,1.48,1,DSL,ARABIC,ONE_MEMBER,0,1680,1,RURAL
2018,HH00001631,HOUSEHOLDER,MALE_HH_NO_SPOUSE,MARRIED,0,0,0,0,5.42,42.3,2.24,5,CABLE,VIETNAMESE,MULTIPLE_MEMBERS,19,1528,0,SUBURBAN
2018,HH00001632,HOUSEHOLDER,MARRIED_COUPLE,MARRIED,3,0,0,1,1.1,18.0,1.75,5,CABLE,ENGLISH,NONE,56,2832,0,URBAN_CORE
2018,HH00001633,HOUSEHOLDER,MARRIED_COUPLE,DIVORCED,5,0,1,1,2.39,33.0,1.12,3,SATELLITE,SPANISH,MULTIPLE_MEMBERS,35,3070,1,RURAL
2024,HH00001634,SPOUSE,MARRIED_COUPLE,SEPARATED,0,1,1,0,5.87,11.5,1.24,5,SATELLITE,ARABIC,ONE_MEMBER,4,494,1,URBAN_CORE
2020,HH00001635,PARENT,NONFAMILY,MARRIED,5,1,0,1,5.19,46.7,2.28,4,FIBER,FRENCH,ONE_MEMBER,26,322,1,URBAN_CORE
2024,HH00001636,NONREL,MALE_HH_NO_SPOUSE,WIDOWED,0,0,1,1,5.47,51.4,1.86,0,MOBILE_ONLY,ENGLISH,MULTIPLE_MEMBERS,45,2845,1,URBAN_CORE
2019,HH00001637,NONREL,FEMALE_HH_NO_SPOUSE,DIVORCED,4,1,1,1,0.38,40.3,1.42,4,FIBER,KOREAN,NONE,13,2399,1,URBAN_CORE
2023,HH00001638,CHILD,NONFAMILY,NEVER_MARRIED,4,0,0,0,1.48,49.5,1.79,0,NONE,ARABIC,MULTIPLE_MEMBERS,33,1727,0,RURAL
2023,HH00001639,NONREL,NONFAMILY,SEPARATED,2,0,0,1,2.89,46.4,1.81,3,FIXED_WIRELESS,VIETNAMESE,ONE_MEMBER,57,2670,1,RURAL
2021,HH00001640,SIBLING,MALE_HH_NO_SPOUSE,MARRIED,5,1,0,1,5.27,60.4,1.55,2,NONE,CHINESE,MULTIPLE_MEMBERS,25,553,1,RURAL
2019,HH00001641,NONREL,MALE_HH_NO_SPOUSE,MARRIED,4,0,0,0,2.79,33.7,1.68,0,FIXED_WIRELESS,VIETNAMESE,MULTIPLE_MEMBERS,30,485,1,SUBURBAN
2021,HH00001642,PARENT,MARRIED_COUPLE,NEVER_MARRIED,3,0,0,0,1.13,37.3,1.08,1,SATELLITE,VIETNAMESE,NONE,43,1185,0,RURAL
