trans_air_flight_date,trans_air_airport_iata_code,trans_air_carrier_code,trans_air_flight_number_hash,trans_air_scheduled_departure_local,trans_air_actual_departure_local,trans_air_departure_delay_minutes,trans_air_scheduled_arrival_local,trans_air_actual_arrival_local,trans_air_arrival_delay_minutes,trans_air_cancellation_flag,trans_air_diversion_flag,trans_air_taxi_out_minutes,trans_air_taxi_in_minutes,trans_air_airborne_time_minutes,trans_air_seat_capacity,trans_air_passengers_enplaned,trans_air_baggage_mishandled_rate,trans_air_cisf_security_wait_time_minutes,trans_air_gate_utilization_pct
2025-07-25,DEL,G8,FL6DD0F29F7691,2025-07-25 21:08,2025-07-25 21:25,17,2025-07-26 00:38,2025-07-26 01:09,31,N,N,19,8,183,156,154,1.57,24,68.82
2023-02-03,MAA,S5,FL3408335A2680,2023-02-03 07:12,2023-02-03 07:41,29,2023-02-03 10:43,2023-02-03 11:17,34,N,N,18,13,180,235,195,5.34,7,87.85
2022-01-14,MAA,G8,FL71AC953ECB05,2022-01-14 14:29,2022-01-14 15:08,39,2022-01-14 16:09,2022-01-14 17:05,56,N,N,12,15,73,195,189,5.81,20,61.53
2024-10-22,COK,UK,FL5632C30620C9,2024-10-22 22:22,2024-10-22 23:36,74,2024-10-23 01:14,2024-10-23 02:02,48,N,N,17,2,153,110,87,5.77,11,88.64
2022-08-14,BOM,6E,FLBD8D8D5C4D08,2022-08-14 08:42,2022-08-14 08:48,6,2022-08-14 10:36,2022-08-14 10:43,7,N,N,21,3,90,192,139,3.48,33,49.41
2022-01-06,CCU,SG,FLDC16F0292A7E,2022-01-06 20:41,2022-01-06 20:45,4,2022-01-06 22:26,2022-01-06 22:39,13,N,N,5,13,87,166,143,1.37,20,67.55
2021-01-10,IXC,6E,FLD943B477A048,2021-01-10 10:29,2021-01-10 10:22,-7,2021-01-10 14:01,2021-01-10 13:54,-7,N,N,21,9,182,190,151,6.52,13,90.3
2019-05-31,HYD,G8,FL41936A45938F,2019-05-31 16:05,2019-05-31 16:43,38,2019-05-31 18:42,2019-05-31 19:25,43,N,N,36,2,119,167,149,3.48,6,83.02
2022-09-17,GAU,I5,FLAAE9BE098E35,2022-09-17 05:16,2022-09-17 05:15,-1,2022-09-17 06:40,2022-09-17 06:59,19,N,N,21,14,49,183,181,2.2,16,44.44
2025-03-28,BLR,S5,FL3194E114ABDF,2025-03-28 07:48,2025-03-28 07:55,7,2025-03-28 09:24,2025-03-28 09:24,0,N,N,6,12,78,332,239,3.02,10,87.74
2022-05-08,TRV,SG,FLAB533BBD449B,2022-05-08 10:24,2022-05-08 10:05,-19,2022-05-08 12:12,2022-05-08 12:04,-8,N,N,11,15,82,106,88,3.33,13,82.63
2023-09-24,DEL,QP,FLF44DA8B3BFD5,2023-09-24 17:26,2023-09-24 17:16,-10,2023-09-24 20:50,2023-09-24 20:38,-12,N,N,11,13,180,307,293,5.09,21,42.1
2026-01-31,DEL,SG,FLCA3173B05A4F,2026-01-31 15:55,2026-01-31 16:26,31,2026-01-31 17:48,2026-01-31 18:14,26,N,N,20,11,82,155,141,6.51,0,51.8
2023-01-13,BLR,SG,FL80D17AE7D033,2023-01-13 10:39,2023-01-13 10:47,8,2023-01-13 12:47,2023-01-13 12:44,-3,N,N,4,12,112,133,86,1.83,12,74.07
2022-07-02,MAA,SG,FL119CA05EA06E,2022-07-02 21:35,2022-07-02 21:45,10,2022-07-02 22:43,2022-07-02 23:03,20,N,N,17,2,49,74,55,3.14,17,60.1
2019-05-27,IXC,G8,FL48187149AFC5,2019-05-27 06:11,2019-05-27 06:04,-7,2019-05-27 07:54,2019-05-27 07:43,-11,N,N,26,2,75,126,110,5.45,30,66.85
2023-07-26,MAA,AI,FL6C31AA179F3C,2023-07-26 16:37,2023-07-26 16:17,-20,2023-07-26 19:15,2023-07-26 18:45,-30,N,N,20,3,135,232,161,2.98,24,93.27
2022-10-02,IXB,SG,FL92523BFFB30B,2022-10-02 21:33,2022-10-02 21:34,1,2022-10-03 00:03,2022-10-02 23:58,-5,N,N,28,6,116,355,244,0.42,8,79.71
2020-02-17,BOM,6E,FL63124B4A653F,2020-02-17 07:47,2020-02-17 08:17,30,2020-02-17 09:24,2020-02-17 09:54,30,N,N,14,11,72,236,234,0.49,8,81.85
2019-12-27,CCU,QP,FLC3A8D16343CB,2019-12-27 05:54,2019-12-27 06:15,21,2019-12-27 09:22,2019-12-27 09:29,7,N,N,16,17,175,224,222,2.7,4,65.96
2025-10-07,CCU,SG,FLE6BEF2587DF4,2025-10-07 18:08,2025-10-07 17:59,-9,2025-10-07 19:52,2025-10-07 19:54,2,N,N,21,4,79,96,95,1.12,19,57.17
2023-10-25,TRV,6E,FL3F5FAC726C13,2023-10-25 07:24,2023-10-25 08:38,74,2023-10-25 08:49,2023-10-25 10:18,89,N,N,20,4,61,135,116,0.68,37,75.33
2024-08-09,IXC,SG,FLC153364FC5E2,2024-08-09 05:22,2024-08-09 05:43,21,2024-08-09 07:23,2024-08-09 07:29,6,N,N,12,10,99,362,205,5.28,16,81.68
2023-02-14,CCU,6E,FL1236AF0D4DE2,2023-02-14 10:09,2023-02-14 10:26,17,2023-02-14 13:45,2023-02-14 14:17,32,N,N,24,7,185,94,72,4.19,19,85.89
2020-07-10,AMD,I5,FLD23796131D0D,2020-07-10 10:42,2020-07-10 10:22,-20,2020-07-10 13:07,2020-07-10 13:19,12,N,N,4,9,132,147,110,1.17,37,88.01
2023-08-11,COK,AI,FLF2B3D145BEFC,2023-08-11 10:15,2023-08-11 10:48,33,2023-08-11 13:11,2023-08-11 13:47,36,N,N,18,7,151,356,259,4.1,28,63.16
2022-01-15,DEL,AI,FL271F53B1A858,2022-01-15 22:27,2022-01-15 22:59,32,2022-01-16 01:11,2022-01-16 02:07,56,N,N,12,13,139,99,65,1.6,14,82.9
2021-02-16,BLR,QP,FL842E8345043F,2021-02-16 10:10,2021-02-16 10:59,49,2021-02-16 12:48,2021-02-16 13:16,28,N,N,20,13,125,98,73,0.98,19,89.78
2020-05-15,PNQ,QP,FL7FE2612496AE,2020-05-15 10:02,2020-05-15 10:21,19,2020-05-15 11:23,2020-05-15 12:04,41,N,N,15,5,61,158,119,6.83,12,93.04
2021-02-17,BOM,G8,FL760C58E1577B,2021-02-17 16:40,2021-02-17 17:11,31,2021-02-17 19:18,2021-02-17 19:51,33,N,N,20,15,123,131,109,2.67,5,66.15
2019-08-05,CCU,UK,FL8EAC167DBAD0,2019-08-05 16:04,2019-08-05 16:04,0,2019-08-05 17:26,2019-08-05 17:26,0,Y,N,4,16,62,338,0,3.61,20,50.02
2019-10-26,PNQ,6E,FL410D4E807842,2019-10-26 11:41,2019-10-26 11:24,-17,2019-10-26 13:36,2019-10-26 13:28,-8,N,N,12,13,90,341,284,5.21,18,84.75
2022-12-15,COK,6E,FL5BB1861A6D50,2022-12-15 10:21,2022-12-15 10:44,23,2022-12-15 12:53,2022-12-15 12:58,5,N,N,20,9,123,223,196,3.88,8,60.18
2025-02-01,GAU,6E,FLBCDC33E6E7A4,2025-02-01 06:52,2025-02-01 07:10,18,2025-02-01 08:57,2025-02-01 09:06,9,N,N,16,4,105,304,284,3.64,29,66.53
2022-10-19,PNQ,G8,FL8A028BA884F1,2022-10-19 13:22,2022-10-19 13:21,-1,2022-10-19 15:30,2022-10-19 15:37,7,N,N,27,8,93,282,279,2.33,11,82.94
2025-05-21,JAI,SG,FL7049739CE499,2025-05-21 08:10,2025-05-21 08:28,18,2025-05-21 12:05,2025-05-21 12:10,5,N,N,23,8,204,122,110,4.45,16,63.74
2019-06-18,BOM,SG,FL4080D74A75FE,2019-06-18 10:21,2019-06-18 10:40,19,2019-06-18 11:29,2019-06-18 11:41,12,N,N,8,10,50,211,187,3.83,42,78.94
2021-05-09,GOI,AI,FLAB6B4315AE92,2021-05-09 07:12,2021-05-09 08:00,48,2021-05-09 08:31,2021-05-09 09:02,31,N,N,11,14,54,157,155,5.71,20,60.65
2020-01-01,DEL,QP,FL47194E70A697,2020-01-01 12:11,2020-01-01 13:35,84,2020-01-01 13:34,2020-01-01 14:35,61,N,N,15,4,64,288,251,2.16,26,54.75
2023-01-13,TRV,G8,FL1845F94CDDA2,2023-01-13 06:48,2023-01-13 07:07,19,2023-01-13 10:37,2023-01-13 10:27,-10,N,N,17,21,191,359,271,0.31,15,71.19
2021-02-11,BLR,SG,FL8252D4FDACD3,2021-02-11 08:13,2021-02-11 08:58,45,2021-02-11 11:12,2021-02-11 12:25,73,N,N,8,10,161,345,314,1.57,8,67.89
2025-08-09,BLR,QP,FL5903BD2FFFEB,2025-08-09 09:14,2025-08-09 09:22,8,2025-08-09 10:55,2025-08-09 11:10,15,N,N,18,11,72,80,76,5.56,19,43.28
2021-10-10,IXC,S5,FL6F2EB1B3B400,2021-10-10 17:32,2021-10-10 18:02,30,2021-10-10 19:32,2021-10-10 19:21,-11,N,N,4,11,105,359,355,5.97,21,64.44
2022-03-19,LKO,6E,FLD3909546B1C9,2022-03-19 16:00,2022-03-19 16:33,33,2022-03-19 19:18,2022-03-19 19:43,25,N,N,16,18,164,166,150,5.02,28,54.77
2019-10-12,JAI,G8,FL47F57E5FECAA,2019-10-12 20:10,2019-10-12 20:38,28,2019-10-12 23:22,2019-10-12 23:36,14,N,N,13,11,168,242,208,3.27,4,78.42
2021-03-06,MAA,AI,FL8B1F36DFB199,2021-03-06 21:51,2021-03-06 21:31,-20,2021-03-06 23:28,2021-03-06 22:58,-30,N,N,15,2,80,218,173,4.44,34,41.6
2019-05-07,BLR,S5,FL56F234D9D5A0,2019-05-07 16:18,2019-05-07 15:58,-20,2019-05-07 18:31,2019-05-07 18:01,-30,N,N,28,6,99,129,128,2.27,32,71.67
2025-05-05,CCU,G8,FLE55D0998CB28,2025-05-05 15:46,2025-05-05 15:26,-20,2025-05-05 19:00,2025-05-05 18:43,-17,N,N,16,17,161,263,212,1.39,9,81.29
2025-08-06,BOM,SG,FL00F2AB456AF3,2025-08-06 15:51,2025-08-06 15:31,-20,2025-08-06 17:33,2025-08-06 17:07,-26,N,N,8,15,79,305,302,0.76,39,78.71
2021-09-03,CCU,G8,FL30344CC4AFAA,2021-09-03 05:53,2021-09-03 06:27,34,2021-09-03 07:25,2021-09-03 08:14,49,N,N,19,3,70,98,66,3.14,18,78.83
2022-12-10,HYD,UK,FL6FE6F4C489D5,2022-12-10 12:42,2022-12-10 13:17,35,2022-12-10 14:01,2022-12-10 14:09,8,N,N,16,11,52,113,101,3.67,8,47.26
2020-04-23,JAI,UK,FLC6D694D5186F,2020-04-23 12:59,2020-04-23 13:02,3,2020-04-23 15:18,2020-04-23 15:37,19,N,N,19,8,112,161,100,4.04,29,95.44
2024-11-24,HYD,I5,FL128013D9084F,2024-11-24 14:03,2024-11-24 14:14,11,2024-11-24 15:30,2024-11-24 15:42,12,N,N,19,14,54,155,145,6.98,39,80.71
2021-03-28,LKO,SG,FLECA2561FA83D,2021-03-28 18:58,2021-03-28 19:40,42,2021-03-28 20:36,2021-03-28 22:06,90,N,N,24,13,61,186,126,1.25,37,60.91
2020-04-21,GOI,6E,FL0AFDC9334321,2020-04-21 19:25,2020-04-21 19:28,3,2020-04-21 20:34,2020-04-21 20:34,0,N,N,7,8,54,245,225,0.0,1,92.3
2019-02-03,LKO,UK,FL9C2761450E21,2019-02-03 07:31,2019-02-03 07:13,-18,2019-02-03 09:52,2019-02-03 09:29,-23,N,N,20,7,114,89,73,5.57,17,56.77
2023-09-25,BLR,AI,FLC692DDD7A321,2023-09-25 18:06,2023-09-25 18:07,1,2023-09-25 19:38,2023-09-25 19:54,16,N,N,19,3,70,154,121,0.85,0,74.76
2024-11-10,BLR,AI,FL7B2C0733A38D,2024-11-10 11:23,2024-11-10 11:43,20,2024-11-10 13:26,2024-11-10 13:55,29,N,N,14,16,93,146,139,6.04,35,67.78
2019-10-09,CCU,G8,FL5F5691CC5E22,2019-10-09 15:38,2019-10-09 15:53,15,2019-10-09 16:47,2019-10-09 17:13,26,N,N,11,5,53,261,171,1.51,5,52.45
2025-07-21,MAA,QP,FL34CECCA17B49,2025-07-21 19:35,2025-07-21 19:53,18,2025-07-21 20:56,2025-07-21 20:27,-29,N,N,13,10,58,241,151,2.4,21,86.45
2021-12-11,CCU,QP,FLD4C7E0036C6C,2021-12-11 14:54,2021-12-11 15:31,37,2021-12-11 17:02,2021-12-11 17:52,50,N,N,10,13,105,344,331,1.52,3,53.85
2025-05-29,HYD,G8,FLFCC74D3E6932,2025-05-29 22:15,2025-05-29 22:05,-10,2025-05-30 00:38,2025-05-30 00:19,-19,N,N,12,10,121,108,86,2.31,20,71.26
2019-11-13,DEL,G8,FL0F863E570DE1,2019-11-13 17:38,2019-11-13 17:53,15,2019-11-13 19:12,2019-11-13 19:23,11,N,N,14,15,65,256,253,1.21,23,88.81
2024-07-30,BLR,UK,FL3867F7FCD6B0,2024-07-30 14:40,2024-07-30 14:20,-20,2024-07-30 17:47,2024-07-30 17:27,-20,N,N,25,2,160,294,208,8.64,19,67.96
2020-10-15,IXC,I5,FLC9C2063BFB78,2020-10-15 20:51,2020-10-15 20:51,0,2020-10-16 00:21,2020-10-16 00:21,0,Y,N,6,12,192,174,0,2.69,26,59.83
2019-06-03,COK,SG,FLF17DBF63043B,2019-06-03 16:43,2019-06-03 16:57,14,2019-06-03 19:12,2019-06-03 19:53,41,N,N,9,12,128,221,178,2.77,20,31.67
2025-07-01,MAA,AI,FL6E4A3AC4BF9A,2025-07-01 15:30,2025-07-01 15:58,28,2025-07-01 18:48,2025-07-01 19:16,28,N,N,5,15,178,79,56,4.21,22,84.97
2021-05-21,DEL,SG,FL6544CF5488BA,2021-05-21 17:31,2021-05-21 17:59,28,2021-05-21 20:25,2021-05-21 21:23,58,N,N,18,4,152,264,261,0.39,19,85.72
2022-10-27,BOM,UK,FLF959163E5E22,2022-10-27 09:34,2022-10-27 09:56,22,2022-10-27 11:12,2022-10-27 11:50,38,N,N,4,8,86,112,98,2.94,19,63.29
2025-06-08,GAU,UK,FLC18A4F002E50,2025-06-08 09:58,2025-06-08 09:52,-6,2025-06-08 11:35,2025-06-08 11:40,5,N,N,4,12,81,286,233,2.58,11,66.59
2025-08-03,HYD,6E,FL6EF151A57A7F,2025-08-03 10:52,2025-08-03 11:03,11,2025-08-03 12:59,2025-08-03 13:28,29,N,N,20,14,93,331,247,3.92,13,76.75
2020-03-09,AMD,6E,FL96A15A15E13D,2020-03-09 19:26,2020-03-09 19:37,11,2020-03-09 20:57,2020-03-09 20:58,1,N,N,15,12,64,318,246,6.25,0,57.3
2024-06-20,LKO,I5,FLBE8650A343E5,2024-06-20 13:34,2024-06-20 13:55,21,2024-06-20 14:52,2024-06-20 15:15,23,N,N,6,15,57,214,156,6.4,11,70.97
2025-03-17,IXB,S5,FL08D882B48E26,2025-03-17 13:00,2025-03-17 12:51,-9,2025-03-17 16:46,2025-03-17 16:59,13,N,N,15,10,201,346,237,2.46,13,73.91
2022-03-27,LKO,QP,FLEF6F12E64CAD,2022-03-27 10:42,2022-03-27 10:42,0,2022-03-27 13:11,2022-03-27 13:11,0,Y,N,13,2,134,199,0,3.18,7,78.34
2022-08-18,COK,QP,FLE3C375C705D2,2022-08-18 08:49,2022-08-18 09:32,43,2022-08-18 11:21,2022-08-18 12:27,66,N,N,15,7,130,331,294,4.95,26,85.98
2023-04-20,DEL,UK,FLFB387EFCA46C,2023-04-20 20:10,2023-04-20 19:50,-20,2023-04-20 22:41,2023-04-20 22:19,-22,N,N,25,10,116,145,142,7.89,27,60.74
2019-11-08,HYD,G8,FL4830F1A0A0DB,2019-11-08 06:20,2019-11-08 06:33,13,2019-11-08 07:31,2019-11-08 08:17,46,N,N,19,2,50,214,202,2.85,15,82.67
2023-06-02,DEL,6E,FLF9D144EBDBF7,2023-06-02 21:36,2023-06-02 21:46,10,2023-06-03 01:09,2023-06-03 00:59,-10,N,N,20,8,185,84,77,4.32,32,81.26
2023-11-05,TRV,AI,FL895F0A3A7469,2023-11-05 19:24,2023-11-05 19:41,17,2023-11-05 20:51,2023-11-05 20:59,8,N,N,9,7,71,153,126,2.82,13,68.32
2025-04-02,GAU,QP,FL0623F974CEBF,2025-04-02 16:34,2025-04-02 16:38,4,2025-04-02 19:55,2025-04-02 19:39,-16,N,N,13,2,186,345,342,3.61,30,76.17
2021-01-09,HYD,I5,FLEFC0EC2BC859,2021-01-09 06:38,2021-01-09 06:18,-20,2021-01-09 09:20,2021-01-09 09:12,-8,N,N,10,14,138,277,216,0.52,30,78.93
2023-08-14,TRV,I5,FL46942257CD60,2023-08-14 13:02,2023-08-14 13:02,0,2023-08-14 16:41,2023-08-14 16:52,11,N,N,8,2,209,146,134,3.93,21,71.53
2024-08-10,IXB,SG,FL8CF726CED9C1,2024-08-10 20:14,2024-08-10 19:54,-20,2024-08-10 21:59,2024-08-10 22:01,2,N,N,15,3,87,225,164,0.0,18,91.21
2025-01-31,TRV,S5,FL0177A460EF69,2025-01-31 11:25,2025-01-31 11:46,21,2025-01-31 14:58,2025-01-31 15:41,43,N,N,17,15,181,245,193,5.71,27,82.8
2022-11-19,BOM,SG,FL240556AC35F4,2022-11-19 16:40,2022-11-19 16:42,2,2022-11-19 18:27,2022-11-19 18:45,18,N,N,23,8,76,133,132,6.57,9,52.07
2021-07-12,AMD,UK,FL54812CD13426,2021-07-12 06:12,2021-07-12 06:15,3,2021-07-12 07:42,2021-07-12 07:52,10,N,N,14,8,68,91,66,2.61,0,74.66
2019-03-17,TRV,6E,FL4E6EDD7CBCF9,2019-03-17 09:07,2019-03-17 09:28,21,2019-03-17 12:12,2019-03-17 12:55,43,N,N,14,8,163,82,65,3.86,16,76.82
2025-09-19,JAI,I5,FLFAE4C035376F,2025-09-19 06:34,2025-09-19 07:01,27,2025-09-19 10:20,2025-09-19 10:24,4,N,N,22,2,202,242,185,5.54,4,56.01
2021-12-21,JAI,UK,FL580613027E03,2021-12-21 10:32,2021-12-21 10:50,18,2021-12-21 12:37,2021-12-21 12:39,2,N,N,21,6,98,147,122,5.44,21,68.32
2023-06-01,IXB,6E,FL0A2F1949235D,2023-06-01 09:35,2023-06-01 09:50,15,2023-06-01 12:42,2023-06-01 12:56,14,N,N,11,11,165,86,80,4.62,35,98.47
2025-11-26,GAU,G8,FLAE040FF04DD7,2025-11-26 08:01,2025-11-26 08:00,-1,2025-11-26 11:14,2025-11-26 11:13,-1,N,N,14,3,176,179,137,4.6,13,76.51
2023-03-15,HYD,SG,FL254BE487A5B0,2023-03-15 21:52,2023-03-15 21:32,-20,2023-03-16 01:27,2023-03-16 00:58,-29,N,N,12,9,194,348,224,6.13,0,71.75
2021-03-09,MAA,G8,FL44457B225C68,2021-03-09 14:08,2021-03-09 13:48,-20,2021-03-09 16:38,2021-03-09 16:29,-9,N,N,26,8,116,201,137,4.42,23,74.24
2024-12-31,GOI,G8,FL01E0A9A9A31A,2024-12-31 19:05,2024-12-31 19:18,13,2024-12-31 22:00,2024-12-31 22:09,9,N,N,23,11,141,125,88,2.54,8,79.55
2021-04-09,IXB,G8,FL9432F478A64D,2021-04-09 08:10,2021-04-09 08:25,15,2021-04-09 10:06,2021-04-09 10:44,38,N,N,19,5,92,326,235,7.12,21,68.74
2019-07-30,GOI,G8,FL218DD40CAA12,2019-07-30 06:48,2019-07-30 06:55,7,2019-07-30 08:00,2019-07-30 08:01,1,N,N,4,6,62,323,296,2.75,29,78.47
2023-06-18,BOM,I5,FLF9AB43D56906,2023-06-18 13:27,2023-06-18 13:50,23,2023-06-18 15:57,2023-06-18 16:35,38,N,N,15,2,133,169,167,7.19,19,73.68
2019-07-09,JAI,UK,FL0F4A5696734E,2019-07-09 21:25,2019-07-09 21:05,-20,2019-07-10 00:11,2019-07-09 23:58,-13,N,N,9,9,148,282,188,0.94,16,67.83
2024-12-21,PNQ,I5,FL466525573070,2024-12-21 17:59,2024-12-21 18:26,27,2024-12-21 19:18,2024-12-21 19:56,38,N,N,10,9,60,129,102,2.07,27,60.83
2021-06-25,MAA,G8,FLE8175B0FC4E2,2021-06-25 20:00,2021-06-25 20:00,0,2021-06-25 23:40,2021-06-25 23:45,5,N,N,17,13,190,288,285,5.98,17,59.19
2024-11-25,AMD,QP,FL33BAB6F713B2,2024-11-25 21:51,2024-11-25 21:33,-18,2024-11-26 00:26,2024-11-25 23:56,-30,N,N,17,15,123,334,244,0.66,18,52.73
2024-01-24,BLR,I5,FL6500E87BF364,2024-01-24 09:52,2024-01-24 10:11,19,2024-01-24 11:56,2024-01-24 11:59,3,N,N,14,5,105,135,119,7.09,21,70.41
2025-01-04,LKO,6E,FLF45B2537735C,2025-01-04 17:01,2025-01-04 16:41,-20,2025-01-04 18:58,2025-01-04 18:33,-25,N,N,12,5,100,210,181,2.55,25,74.3
2024-07-24,BLR,I5,FL43AE621B64FF,2024-07-24 10:26,2024-07-24 11:23,57,2024-07-24 13:10,2024-07-24 14:16,66,N,N,16,7,141,274,214,2.56,21,70.16
2022-09-17,BLR,AI,FL44F196B69CB2,2022-09-17 11:03,2022-09-17 11:38,35,2022-09-17 14:40,2022-09-17 15:26,46,N,N,19,6,192,183,169,3.46,26,75.92
2019-05-23,AMD,I5,FLC6E5AB181CC5,2019-05-23 21:22,2019-05-23 21:32,10,2019-05-23 23:32,2019-05-23 23:30,-2,N,N,20,8,102,171,154,4.53,35,100.0
2023-07-05,DEL,UK,FL87AA6055CF28,2023-07-05 12:14,2023-07-05 12:17,3,2023-07-05 15:08,2023-07-05 15:04,-4,N,N,21,9,144,108,88,3.38,30,57.34
2023-01-07,CCU,S5,FL8CC115B88863,2023-01-07 09:57,2023-01-07 10:18,21,2023-01-07 11:57,2023-01-07 12:29,32,N,N,24,8,88,158,149,3.74,7,51.44
2025-08-25,COK,UK,FL69B07548BC9C,2025-08-25 09:20,2025-08-25 09:00,-20,2025-08-25 10:44,2025-08-25 10:19,-25,N,N,12,2,70,271,267,4.21,18,84.5
2025-01-14,IXB,6E,FL3681D4BD04CE,2025-01-14 18:06,2025-01-14 19:13,67,2025-01-14 20:15,2025-01-14 21:17,62,N,N,11,5,113,314,222,1.88,23,78.25
2020-07-16,TRV,SG,FL44260A1BE79C,2020-07-16 22:25,2020-07-16 22:59,34,2020-07-17 00:31,2020-07-17 00:49,18,N,N,6,11,109,104,99,1.01,37,65.71
2020-08-25,CCU,S5,FLA697CA467029,2020-08-25 11:05,2020-08-25 11:02,-3,2020-08-25 14:19,2020-08-25 14:10,-9,N,N,21,16,157,126,102,4.34,8,60.57
2021-09-26,BLR,AI,FL153C4FF65F13,2021-09-26 10:12,2021-09-26 11:00,48,2021-09-26 12:35,2021-09-26 13:03,28,N,N,23,13,107,318,241,2.71,6,38.15
2019-02-09,IXB,G8,FL66882A211969,2019-02-09 05:09,2019-02-09 05:50,41,2019-02-09 07:09,2019-02-09 08:26,77,N,N,18,13,89,193,175,2.64,20,90.88
2020-05-25,AMD,QP,FL75FCD153A6C0,2020-05-25 14:31,2020-05-25 14:44,13,2020-05-25 18:07,2020-05-25 17:47,-20,N,N,7,2,207,114,76,4.49,4,60.69
2022-03-27,HYD,AI,FL88F36A83F2B3,2022-03-27 21:40,2022-03-27 21:20,-20,2022-03-28 00:14,2022-03-28 00:06,-8,N,N,16,12,126,335,239,3.44,0,70.32
2020-05-02,COK,UK,FL1FDC4E5E795F,2020-05-02 19:29,2020-05-02 19:34,5,2020-05-02 23:05,2020-05-02 23:10,5,N,N,17,4,195,352,234,2.71,17,88.0
2022-09-13,MAA,SG,FLC3F17A19C3B8,2022-09-13 17:04,2022-09-13 16:55,-9,2022-09-13 18:31,2022-09-13 18:25,-6,N,N,17,10,60,254,222,2.46,17,83.9
2025-03-30,BLR,6E,FL034405576633,2025-03-30 17:56,2025-03-30 18:21,25,2025-03-30 19:18,2025-03-30 19:51,33,N,N,25,3,54,239,206,3.67,9,78.37
2020-07-21,IXB,UK,FL9031C820C67F,2020-07-21 13:46,2020-07-21 14:20,34,2020-07-21 14:59,2020-07-21 15:30,31,N,N,19,3,51,354,329,5.23,25,74.22
2024-09-21,BOM,6E,FL51E68C5C6D05,2024-09-21 13:27,2024-09-21 13:08,-19,2024-09-21 15:23,2024-09-21 15:16,-7,N,N,18,15,83,152,150,4.28,13,68.71
2021-09-19,JAI,UK,FLE62D973DFFF7,2021-09-19 19:46,2021-09-19 20:24,38,2021-09-19 21:06,2021-09-19 21:49,43,N,N,20,8,52,245,198,5.02,30,71.63
2024-09-26,IXB,UK,FL34DE11BFB097,2024-09-26 06:49,2024-09-26 07:35,46,2024-09-26 08:46,2024-09-26 09:20,34,N,N,20,13,84,206,204,2.24,22,70.63
2020-10-24,HYD,I5,FLCBB1F722C843,2020-10-24 07:17,2020-10-24 07:23,6,2020-10-24 09:41,2020-10-24 09:41,0,N,N,15,12,117,179,165,3.95,29,58.94
2021-06-08,DEL,AI,FL55BC3180212C,2021-06-08 17:16,2021-06-08 18:09,53,2021-06-08 20:18,2021-06-08 20:50,32,N,N,10,14,158,234,213,5.03,2,83.3
2024-01-10,TRV,I5,FL53C1F76F28EE,2024-01-10 15:58,2024-01-10 16:44,46,2024-01-10 17:24,2024-01-10 17:50,26,N,N,6,13,67,301,281,1.2,27,65.56
2021-03-26,MAA,SG,FL23C93F2D1E39,2021-03-26 19:09,2021-03-26 19:12,3,2021-03-26 22:05,2021-03-26 22:06,1,N,N,4,2,170,337,317,3.6,3,67.44
2022-04-23,IXB,6E,FLAA89B5F07684,2022-04-23 14:28,2022-04-23 15:37,69,2022-04-23 16:18,2022-04-23 17:55,97,N,N,7,14,89,288,224,0.01,19,85.79
2020-10-07,IXC,I5,FL4BCEE432BDB7,2020-10-07 07:10,2020-10-07 07:26,16,2020-10-07 10:30,2020-10-07 10:39,9,N,N,26,8,166,341,285,3.46,25,76.34
2022-12-22,IXC,SG,FLDCB5892963C5,2022-12-22 08:54,2022-12-22 08:42,-12,2022-12-22 10:45,2022-12-22 10:25,-20,N,N,19,10,82,344,255,6.27,26,73.49
2020-07-19,GAU,AI,FLE387F4FF9068,2020-07-19 05:50,2020-07-19 06:20,30,2020-07-19 08:54,2020-07-19 09:25,31,N,N,18,14,152,165,163,4.18,21,72.72
2022-07-06,COK,I5,FLA573989251C9,2022-07-06 19:49,2022-07-06 19:56,7,2022-07-06 21:14,2022-07-06 21:40,26,N,N,9,6,70,81,74,0.57,39,70.79
2022-09-16,GOI,UK,FL054DA7674B31,2022-09-16 19:59,2022-09-16 19:51,-8,2022-09-16 21:54,2022-09-16 22:01,7,N,N,18,13,84,247,245,7.88,23,59.83
2022-03-25,BLR,SG,FL0C19CBB76F45,2022-03-25 10:01,2022-03-25 10:18,17,2022-03-25 12:00,2022-03-25 12:52,52,N,N,13,9,97,107,86,7.04,23,57.18
2020-12-30,GOI,SG,FL1A28F8838310,2020-12-30 09:26,2020-12-30 09:46,20,2020-12-30 11:19,2020-12-30 11:27,8,N,N,5,3,105,325,310,0.0,19,82.0
2023-07-12,LKO,AI,FLA36E9F1C3FAD,2023-07-12 18:17,2023-07-12 18:37,20,2023-07-12 20:00,2023-07-12 20:30,30,N,N,13,5,85,117,94,0.86,9,78.72
2024-12-04,CCU,G8,FLC8B377E9E7FD,2024-12-04 19:13,2024-12-04 18:53,-20,2024-12-04 22:32,2024-12-04 22:06,-26,N,N,19,5,175,193,161,5.3,0,68.97
2022-08-08,IXC,I5,FLC7A786ACE045,2022-08-08 07:01,2022-08-08 07:25,24,2022-08-08 10:52,2022-08-08 11:33,41,N,N,23,6,202,332,266,5.49,4,100.0
2023-07-21,HYD,SG,FL24C5CA7AD9F8,2023-07-21 08:13,2023-07-21 08:16,3,2023-07-21 11:52,2023-07-21 11:28,-24,N,N,19,16,184,330,291,4.88,35,82.88
