gov_debt_reporting_year,gov_debt_issuer_id,gov_debt_debt_type_code,gov_debt_principal_outstanding_usd,gov_debt_principal_issued_usd,gov_debt_principal_retired_usd,gov_debt_interest_cost_usd,gov_debt_average_coupon_rate,gov_debt_maturity_years_weighted,gov_debt_debt_service_coverage_ratio,gov_debt_days_cash_on_hand,gov_debt_liquidity_ratio,gov_debt_net_position_change_usd,gov_debt_unfunded_pension_liability,gov_debt_opeb_liability,gov_debt_bond_rating_agency,gov_debt_bond_rating_value,gov_debt_default_event_flag,gov_debt_refinancing_savings_usd,gov_debt_fiscal_distress_flag
2002,ISSUER0001696,REVENUE_BOND,148267715845.86,29249643498.27,9260826381.1,10774432494.53,7.719,2.033,3.315,336.48,1.61,-17502286.8,155628262316.96,77312129328.66,S&P,A,0,1399730330.75,0
2013,ISSUER0001697,CERT_PARTICIPATION,67391761287.15,43159366219.38,32109108991.87,3120429997.02,1.584,11.793,3.063,511.89,2.21,-312046952.19,51472099546.07,13770169001.77,MOODYS,BBB+,0,1053655204.11,0
2022,ISSUER0001698,GO_BOND,143170725898.82,42976076653.14,9498218393.84,7015883979.53,0.73,23.309,2.894,179.13,0.321,-6192940151.63,156416426538.63,8285595051.8,FITCH,AA-,0,283062493.27,0
2014,ISSUER0001699,LEASE,141876763922.48,33499318448.99,23553798347.22,10429982983.39,4.585,13.229,2.531,64.38,0.806,-483571289.33,42591961331.31,61779193771.74,NONE,BBB-,0,570148718.14,0
2020,ISSUER0001700,LEASE,233564840666.48,6342939135.55,14319240159.59,4800178975.77,1.086,29.678,2.161,92.17,0.121,-4981764637.08,108559964245.09,48930767063.89,MOODYS,NR,0,779892099.59,0
2008,ISSUER0001701,GO_BOND,69992411889.48,21722818072.35,5041715231.11,1932678761.08,4.895,2.784,3.72,418.52,2.598,4582069588.82,155121734966.74,65645087418.99,S&P,NR,0,2279086285.9,0
2015,ISSUER0001702,GO_BOND,102739224535.01,2003754902.14,29208691926.73,8064532121.18,8.398,27.774,2.302,309.18,1.854,-3580095454.63,92175716173.47,30648206459.38,MOODYS,AAA,0,1530641787.85,0
2007,ISSUER0001703,REVENUE_BOND,33129310547.32,38441452981.24,10350791710.88,620336644.42,2.322,10.689,3.071,323.09,2.639,5164808679.29,100146289405.91,45767946781.2,MOODYS,A,0,112940801.39,0
2005,ISSUER0001704,REVENUE_BOND,138106159838.42,35009792557.81,18538205976.43,8614202728.31,3.426,22.473,0.525,348.55,2.883,-7946470834.94,34835572173.74,20434118191.06,S&P,A+,0,2195096649.64,0
2014,ISSUER0001705,GO_BOND,71048936807.98,42906523284.94,2358972000.84,3551985887.93,4.98,20.722,0.671,5.87,2.791,6224305181.85,17400146463.45,20373712494.16,S&P,NR,0,599232386.32,0
2010,ISSUER0001706,REVENUE_BOND,29619946888.75,12936699432.45,8719555187.56,1975278703.06,7.162,21.889,4.106,332.15,1.55,-413069670.32,115427411448.14,60418566254.3,MOODYS,AA,0,1550401553.59,0
2016,ISSUER0001707,GO_BOND,98798065684.08,16322462595.85,36686551931.51,6327213742.96,1.304,21.877,2.592,399.15,0.533,-6293770194.98,125025917228.81,15235845683.09,S&P,A-,1,340982901.83,0
2012,ISSUER0001708,GO_BOND,40299477552.83,22734693262.64,29650139538.71,2140862946.47,0.558,16.535,2.638,470.35,1.197,-755941223.26,44395506161.9,29548761930.41,NONE,BBB,0,1073196523.99,1
2002,ISSUER0001709,CERT_PARTICIPATION,51541345977.91,29565412327.93,36677638181.69,1576736655.19,6.688,6.343,4.172,214.61,0.401,722752169.74,107482547612.52,8213820878.14,S&P,A-,0,2271871171.35,0
2023,ISSUER0001710,REVENUE_BOND,236371152078.76,38733313252.32,34607721481.33,13193506155.02,4.829,7.938,4.05,420.37,1.204,-4304068090.59,31853315856.74,40207401595.29,MOODYS,AAA,0,1889818911.42,0
2024,ISSUER0001711,NOTES,209643782254.02,24551350966.3,38386009600.36,3409643994.51,6.044,6.374,3.847,58.18,0.288,-7991087220.53,44962911395.62,19136423953.5,FITCH,AA+,0,1900564626.01,0
2018,ISSUER0001712,CERT_PARTICIPATION,27856555421.21,20571394962.94,33773678585.99,1744153155.46,7.129,1.71,1.682,65.31,1.165,-47214723.64,137111440033.42,22585747212.85,S&P,A+,0,1128428706.47,0
2018,ISSUER0001713,REVENUE_BOND,238839395542.01,27864683301.33,35619030710.6,14404778638.27,6.255,9.506,4.262,20.21,1.194,304241571.96,16149721.28,18946374933.54,S&P,AA,0,1576740540.64,0
2013,ISSUER0001714,CERT_PARTICIPATION,55994672525.09,37764985487.43,28047250491.04,3368390780.46,7.379,11.602,0.314,378.14,2.425,-3529010334.51,128107577182.16,16924752989.05,S&P,A-,0,1552295702.69,0
2018,ISSUER0001715,LEASE,198589421459.04,44526534162.81,13608894161.32,4088281539.62,4.277,7.609,2.738,513.97,0.441,-665584031.24,117794789159.73,7066904266.02,FITCH,A+,0,1390571369.81,0
2008,ISSUER0001716,GO_BOND,91101055743.43,19779613742.7,17131556892.95,2200890515.66,2.376,28.95,3.985,152.46,0.67,-1874510162.01,156499922001.56,61244447202.33,S&P,A+,0,1902879944.29,0
2011,ISSUER0001717,REVENUE_BOND,107688928419.97,24382024640.39,2587053667.05,2090909337.73,4.089,9.026,3.979,436.16,0.984,3602294543.77,48188001102.38,78389341276.13,MOODYS,AA+,0,1847909736.89,0
2020,ISSUER0001718,CERT_PARTICIPATION,202934686785.51,32574493347.85,37932352549.17,9235235042.71,3.491,1.27,3.861,354.69,1.36,2342385876.59,66524965235.89,30714299061.18,S&P,A,0,997830358.19,0
2005,ISSUER0001719,CERT_PARTICIPATION,184618531345.55,20836390520.02,15346886923.46,3043910890.29,4.954,13.376,2.768,58.06,0.242,-3274611866.73,17489344561.7,70208610758.98,FITCH,AA+,0,1210502662.31,0
2003,ISSUER0001720,NOTES,213051442738.47,21870514131.43,183887591.95,4304893036.52,5.698,15.251,4.333,303.16,0.704,2016399416.23,46939443543.43,30442926967.36,FITCH,AA,0,1520221875.31,0
2025,ISSUER0001721,LEASE,105921896630.3,44594467237.18,3398098010.07,5127546871.91,7.5,19.134,1.98,297.59,1.163,1823570583.27,15790360458.24,72502982407.79,MOODYS,BBB,0,83590672.77,0
2005,ISSUER0001722,REVENUE_BOND,125524737912.21,40871102418.4,22115312216.21,2989431607.43,6.326,25.447,2.338,439.04,0.904,-3815916457.61,72381992234.99,64774468493.08,NONE,AA+,0,1222199191.0,0
2019,ISSUER0001723,GO_BOND,230426116548.62,42642735452.5,36964598677.78,9574429747.16,3.479,0.996,0.762,248.81,0.318,5969325778.8,125650944241.65,55135510812.0,NONE,BBB+,0,1908789205.29,0
2003,ISSUER0001724,GO_BOND,111561312289.89,38303754018.43,18487967602.7,2512793419.45,2.839,10.811,4.111,212.45,0.043,7997460563.01,14749700499.9,42809351323.37,FITCH,A,0,1605517892.06,0
2002,ISSUER0001725,REVENUE_BOND,152501116687.73,7006569306.16,7921895038.43,10286913571.79,1.98,13.904,4.412,77.26,0.769,4381108645.4,224781898.13,32570043738.04,MOODYS,AAA,0,1590679787.13,0
2003,ISSUER0001726,REVENUE_BOND,242031112658.82,41689176108.99,24728807755.27,5610745587.69,7.023,11.312,3.589,174.19,2.424,-4444218109.08,73314495666.55,72526357861.26,NONE,AA-,0,192030767.29,0
2023,ISSUER0001727,NOTES,243012980896.7,11831383679.44,6382856758.61,9887704046.38,7.382,12.162,1.389,84.33,2.246,2447977709.13,147796534613.05,15724038516.82,S&P,AA+,0,1603021473.34,0
2024,ISSUER0001728,REVENUE_BOND,114640844293.45,40092244395.68,20613418506.29,2727133995.24,1.867,7.486,3.683,131.43,0.508,2368285435.45,142383817685.76,54346237477.53,MOODYS,AAA,0,219435584.95,0
2002,ISSUER0001729,GO_BOND,83486193619.44,29873578693.62,35080777872.85,3360635949.24,5.789,6.856,3.493,326.06,2.467,-6133577212.89,75265346144.29,50565958529.84,MOODYS,BBB,0,988533640.24,1
2018,ISSUER0001730,PENSION_OBLIGATION,123456114540.46,27892234287.54,24870107408.16,8879244870.26,7.513,6.022,2.439,325.29,1.711,1301575182.01,9824192639.67,76765950895.58,S&P,AA,0,1012714302.52,0
2008,ISSUER0001731,PENSION_OBLIGATION,92771498882.98,4159104639.82,33083032739.47,1383137234.23,5.531,2.908,2.224,409.15,0.354,2273190681.63,10961303384.61,59795509093.07,NONE,BB+,0,618060728.78,0
2012,ISSUER0001732,GO_BOND,237440984561.86,2422451972.06,3853308636.6,8263340731.1,2.049,26.38,2.934,48.17,0.522,-161692595.25,15646363840.43,4326623181.04,MOODYS,BB,0,2009717300.49,0
2023,ISSUER0001733,GO_BOND,21752153848.7,23534269896.96,3832239708.61,361538846.27,7.493,27.184,1.598,475.99,2.641,-1839203126.59,50879928243.36,55202914728.41,S&P,AA,0,2381851135.96,0
2024,ISSUER0001734,REVENUE_BOND,70831130380.42,12852841158.28,21347241113.8,5185161660.86,5.135,17.999,1.347,271.31,1.777,2293660402.94,58481633214.16,62234836674.57,MOODYS,AA+,0,1415365437.97,1
2009,ISSUER0001735,REVENUE_BOND,164170064765.23,16412108603.45,10714852775.91,9800581594.6,7.459,26.415,0.677,193.47,1.523,5680289370.72,85179835459.36,29098336621.54,FITCH,BB+,1,602142784.55,0
2003,ISSUER0001736,GO_BOND,21269535872.07,25802172159.15,20047389344.05,1241958774.69,3.983,29.524,1.748,480.03,0.001,-3105205283.63,110089666236.87,5325654153.35,FITCH,A+,0,1357117253.98,0
2017,ISSUER0001737,REVENUE_BOND,215545762878.47,11267868415.96,24722296827.82,16118073671.04,1.131,10.19,1.793,441.45,1.496,3431467403.79,66739616604.7,50701681599.52,S&P,A+,1,329870472.89,0
2003,ISSUER0001738,GO_BOND,116820855780.17,2610482676.52,18157129307.36,3138233014.27,1.433,22.256,0.639,204.94,0.015,-2681359369.38,20658582308.35,59244527029.06,S&P,A-,0,1915667834.34,0
2008,ISSUER0001739,REVENUE_BOND,241904619996.52,13828605090.25,15306013806.95,14438805028.33,1.439,9.728,1.874,364.46,1.632,-479989954.4,61291841024.35,59785102592.01,MOODYS,BBB,0,1045313189.0,0
2020,ISSUER0001740,CERT_PARTICIPATION,168812369923.11,14901359454.94,3247210467.21,8010381629.65,6.92,18.074,1.269,350.7,0.498,1640957646.68,46750312336.54,73020382867.38,NONE,BB+,0,411716894.75,0
2020,ISSUER0001741,GO_BOND,88245115538.43,22082381136.37,16232564662.62,2783470355.23,1.091,14.947,2.597,412.42,1.192,2309224964.99,143093517527.51,20455176210.62,S&P,A-,0,2442150203.12,0
2016,ISSUER0001742,CERT_PARTICIPATION,109004808863.52,8577367670.57,4802705804.68,2492886837.34,2.466,18.098,4.21,262.31,1.833,6776474722.29,30308099906.64,27828993981.18,S&P,A-,0,549902202.59,0
2005,ISSUER0001743,NOTES,121385449752.31,18796963026.69,9142677509.83,1450711752.79,6.459,23.008,0.301,48.31,0.206,-686518118.05,134218006492.01,52873107641.23,S&P,A,0,1893194898.62,0
2018,ISSUER0001744,GO_BOND,138723033400.81,25251635364.96,32659273218.65,6601555740.31,3.32,26.008,4.124,452.39,1.106,-5445200380.06,1073840951.36,78907183621.47,S&P,BB,0,2290235761.93,1
2005,ISSUER0001745,REVENUE_BOND,110183975595.29,40324162067.79,31830607244.38,2458725095.69,3.055,17.786,0.846,434.37,2.394,-119251492.43,141822810522.46,72839781378.02,MOODYS,A-,0,1938216791.34,0
2005,ISSUER0001746,REVENUE_BOND,197961756623.54,40784922131.81,5281348579.86,13138851712.91,6.772,2.322,3.835,196.11,1.235,2077775707.34,157015525176.23,4401853330.42,NONE,A-,0,2379964775.97,0
2007,ISSUER0001747,PENSION_OBLIGATION,25073251216.06,1028224165.7,26111400306.79,889902817.11,4.731,0.876,4.003,298.29,2.288,-3668096435.42,99790454706.62,40357318060.44,S&P,BBB,0,2438245458.6,0
2013,ISSUER0001748,REVENUE_BOND,197960911504.46,44224090207.72,20282930957.9,3508814803.24,1.009,24.29,3.924,73.02,1.658,5260814442.59,158932312660.68,59595090471.72,S&P,BB,0,2340269537.51,0
2025,ISSUER0001749,NOTES,229186905716.16,31797055553.7,11653705523.22,4661269567.64,4.381,8.536,0.489,496.18,1.539,-3641736041.11,106547100040.95,3785715039.98,S&P,BBB,0,1459371598.86,0
2006,ISSUER0001750,REVENUE_BOND,79750419853.05,43563227651.13,9530599976.37,5245243644.66,5.443,11.012,2.036,267.31,0.605,-871629764.03,129203968351.37,71189371392.7,MOODYS,BBB+,0,335536291.58,0
2000,ISSUER0001751,CERT_PARTICIPATION,243102130693.87,8397326561.47,4829597137.63,4271243996.13,3.945,27.451,4.156,226.24,0.015,7669208894.66,64179645826.98,58648062558.85,S&P,A+,0,1955251222.7,0
2023,ISSUER0001752,REVENUE_BOND,190131862927.8,37269299763.59,11642625918.49,4039739639.14,6.999,17.207,0.982,174.35,1.773,7296093919.22,54685606679.39,28224397583.0,S&P,NR,0,2466004686.9,0
2022,ISSUER0001753,GO_BOND,4551936997.38,35272963244.01,37178532547.91,262562242.36,1.168,19.298,4.344,476.76,1.918,-5454747706.23,113748273885.0,37940701823.27,KBRA,BB,0,833253041.86,0
2022,ISSUER0001754,REVENUE_BOND,90584662029.37,44936138258.72,3802457521.03,3150721240.53,3.83,11.055,4.129,145.13,2.192,-3851335530.97,62998574163.45,77012047523.37,S&P,AA,0,376348880.38,1
2010,ISSUER0001755,REVENUE_BOND,85265012569.35,16265567470.44,8822153285.41,2672387355.93,3.351,24.572,4.157,111.39,0.228,-101187032.26,45832663539.01,5112654961.35,S&P,A+,0,1962401676.58,0
2008,ISSUER0001756,LEASE,46427126727.44,22717447295.59,22389459256.39,2254623660.77,8.037,3.971,4.458,160.93,0.687,799909600.48,140952830606.54,59667037128.73,NONE,A,0,2295574698.05,0
2016,ISSUER0001757,REVENUE_BOND,121792606192.49,11568309093.15,29094220547.46,7093612071.17,5.293,25.473,2.199,339.01,1.641,5672257441.32,131176222018.35,27391355531.89,S&P,AA,0,496020452.45,0
2014,ISSUER0001758,GO_BOND,214296270701.78,41761430054.14,23547888266.52,3874117454.96,7.518,2.712,4.364,406.47,1.989,914822619.32,15634893765.94,32103878200.58,MOODYS,A,0,2420767053.68,0
2019,ISSUER0001759,REVENUE_BOND,171519327466.6,24202570716.02,32998151386.74,6068796208.89,0.61,0.882,4.435,411.43,2.426,-6137730220.87,57189940724.22,21450739684.58,FITCH,AAA,0,681297650.39,0
2004,ISSUER0001760,LEASE,159208813266.86,42495010827.46,2172667731.14,12377911267.03,8.249,24.724,1.326,74.34,0.134,2674171889.78,13613349008.74,1437911401.36,S&P,AA,0,1220759406.68,0
2017,ISSUER0001761,GO_BOND,168733178020.05,15108231294.95,28544584959.59,4445560136.65,2.975,16.214,3.345,463.15,0.629,-6860529024.71,44574859155.95,21724981586.36,S&P,AA,0,499590614.94,0
2004,ISSUER0001762,REVENUE_BOND,216092624937.46,18586591720.89,32194263033.94,15291951198.31,3.496,10.291,4.303,43.5,1.17,7875789517.17,24735504955.31,11687049205.4,S&P,A,0,1319059249.3,0
2019,ISSUER0001763,GO_BOND,182094089040.27,2028387450.42,29271147161.4,9659178451.34,0.598,12.892,0.671,403.23,0.306,1116051367.39,111493501249.32,36602048963.4,MOODYS,AAA,1,812705304.3,1
2015,ISSUER0001764,LEASE,199061014804.27,30213094782.62,38159134006.64,3126596614.83,1.191,26.027,3.663,185.07,2.868,-5978568484.52,81258025972.91,18634022382.39,S&P,AA-,0,1459417767.28,0
2004,ISSUER0001765,NOTES,48148907752.21,7608316404.35,15784399780.41,2643216821.52,4.613,24.606,3.815,429.01,0.153,4645202394.54,66572120347.01,23371442265.78,S&P,AA-,0,815262900.73,0
2007,ISSUER0001766,NOTES,22089206988.39,10826185605.27,38769818410.84,890449691.63,2.557,12.846,4.33,280.34,0.582,-6390914198.8,55217966473.24,54157503812.35,S&P,BBB+,0,415190859.17,0
2018,ISSUER0001767,GO_BOND,122898059111.32,25812149796.45,24392479716.2,6729424674.49,5.121,16.936,4.031,376.5,0.002,3343342715.2,127429420528.68,4907947950.32,MOODYS,AA-,0,238498357.94,0
2012,ISSUER0001768,REVENUE_BOND,136067129101.43,26093386982.13,22385768679.74,5512874660.02,2.001,19.617,2.502,232.25,0.795,-6406797501.03,70413284705.69,26716599981.31,FITCH,AA-,0,2193036697.41,0
2018,ISSUER0001769,LEASE,140561388149.99,44184553012.04,15038517765.23,11197797949.95,7.104,24.676,1.08,83.41,1.356,-2469112365.08,111682660123.98,27073569248.52,S&P,AA,0,1445961858.33,0
2023,ISSUER0001770,LEASE,164876500459.25,18277805047.06,1169706422.93,5020566307.96,7.81,29.542,0.72,189.91,2.631,7965075756.84,52133127453.48,78984726259.64,FITCH,BBB-,0,461840120.87,0
2011,ISSUER0001771,NOTES,237880696585.54,32433040248.99,22102332629.83,9595837125.88,3.714,8.034,3.666,343.84,1.186,-1164550258.73,81661735626.41,10441439913.4,S&P,AAA,0,1269667585.99,0
2014,ISSUER0001772,REVENUE_BOND,239998307628.55,28759464994.21,11439157765.95,5725345431.47,5.803,11.94,0.355,144.51,1.662,2161554550.59,84862212599.21,8575209125.1,NONE,BBB-,0,2006853873.5,0
2012,ISSUER0001773,GO_BOND,25150854193.99,13630660320.99,12114698594.11,1411591190.89,3.3,15.069,1.285,426.43,2.722,-6504097700.39,121033549565.08,48628376459.14,NONE,AA+,0,172341202.39,0
2012,ISSUER0001774,REVENUE_BOND,9323702180.87,23831320793.02,38283225986.47,212508863.89,6.359,12.044,0.761,61.38,2.692,-87690482.82,2078269881.84,44540385220.47,MOODYS,A-,0,1877300681.43,0
2018,ISSUER0001775,LEASE,179952770035.81,39679614795.17,35380153165.52,4127455399.97,8.481,14.757,1.572,269.13,2.416,-5447749381.59,75949649174.4,61256135842.56,NONE,BB+,0,919526658.06,0
2010,ISSUER0001776,NOTES,101534230523.23,13582888243.96,9883964640.11,4246427914.25,1.137,10.676,0.531,179.35,0.713,-287667730.31,140205992076.0,52975554647.21,KBRA,A-,0,340336412.22,0
2010,ISSUER0001777,GO_BOND,113635237339.06,33303194430.11,14991319624.61,5549676911.37,4.442,19.391,2.316,98.96,1.379,-1044085727.91,55225762534.02,9578526340.48,KBRA,A-,0,594846435.04,0
2022,ISSUER0001778,GO_BOND,227616726849.1,36436645307.5,28365637501.65,9975385530.3,4.217,11.21,0.669,189.14,1.213,-7934615779.17,57048731630.13,33926219576.28,FITCH,AA-,0,1874012191.53,0
2016,ISSUER0001779,NOTES,90756221813.31,40141300773.46,29026908811.44,3484798975.35,3.383,7.738,3.16,61.59,1.945,3112273786.06,6914500023.99,59358086423.8,S&P,A,0,1904547173.79,0
2022,ISSUER0001780,GO_BOND,14934488065.15,19998759302.21,15878372980.05,248946233.11,7.258,23.388,0.948,430.65,1.996,1155170952.78,7774129804.04,2442145468.39,MOODYS,BBB,0,420921762.39,0
2006,ISSUER0001781,GO_BOND,28400633752.14,2935516941.84,10573938409.55,1212629398.38,4.687,13.531,3.892,123.6,0.912,4986901573.07,106641343209.74,43948934406.33,MOODYS,A,0,675124792.55,0
2009,ISSUER0001782,GO_BOND,240378393684.97,22540543440.14,38754814350.96,4750733581.73,5.28,5.745,3.501,136.07,2.332,-7028795837.99,36976438094.71,70650696077.59,S&P,A,1,1699032716.89,0
2012,ISSUER0001783,GO_BOND,63723067306.37,40963554851.74,31302409.25,4545012496.29,3.202,27.098,3.068,10.54,0.658,-5145121566.99,37874091295.35,57432450268.7,FITCH,A-,0,969370803.39,0
2006,ISSUER0001784,GO_BOND,78818233814.93,7975990108.82,39872955844.55,4844425317.98,3.361,7.827,3.647,94.1,2.906,-3267846117.62,52936510427.27,28843417666.04,MOODYS,BBB,0,126743938.98,0
2015,ISSUER0001785,LEASE,126161204036.75,7038573263.07,32595516003.14,4298968163.31,1.589,9.511,2.815,136.36,1.702,2232587962.47,76556817116.96,28388450401.3,KBRA,AA,0,1434856592.22,0
2017,ISSUER0001786,PENSION_OBLIGATION,182765575193.35,13124696128.11,5065929227.1,13229686718.67,8.15,28.12,2.569,289.95,0.703,6685929524.37,44265969232.17,75531613687.49,S&P,BB+,0,2419297612.36,0
2002,ISSUER0001787,REVENUE_BOND,120805433755.71,42872085660.11,39189788740.05,7474093700.28,7.251,1.608,4.024,135.37,0.525,4090591404.38,59130639554.72,66449755832.85,MOODYS,AA-,0,1618657095.63,0
2018,ISSUER0001788,REVENUE_BOND,137685324973.0,22565356136.21,22444077303.07,9206985004.95,4.244,19.559,1.823,80.55,1.431,6662484695.18,106531461899.36,57513870165.49,MOODYS,BBB+,0,1907155346.04,0
2021,ISSUER0001789,GO_BOND,67323350194.28,1348966753.38,10959238070.78,2432502288.64,0.888,27.844,0.485,378.55,1.58,-7134440780.61,89687220561.61,78161805180.43,S&P,AA-,1,2376828260.81,0
2021,ISSUER0001790,REVENUE_BOND,151533416094.08,7580247811.92,14000523327.12,11628106878.52,4.076,26.751,3.437,386.18,2.003,6903691660.72,7269510948.45,27868763144.57,FITCH,A+,0,289110714.0,0
2018,ISSUER0001791,REVENUE_BOND,116859307584.0,25195507225.18,14313826573.45,5262281555.42,1.796,11.258,1.741,96.2,1.715,-5454667384.79,17190605766.3,14695435209.43,MOODYS,A+,0,2371448027.63,0
2009,ISSUER0001792,GO_BOND,154049840509.39,12288097820.53,4826136857.25,6223745908.42,2.057,19.026,1.171,249.42,2.231,1940198514.35,21826312976.28,9900389132.35,FITCH,BBB+,0,1617738951.95,1
2009,ISSUER0001793,REVENUE_BOND,182867577494.23,33946094370.26,22160451133.47,12439440904.15,6.831,1.25,0.933,127.09,1.735,6212330988.16,128726741581.67,14374622397.75,S&P,AA-,0,1236470235.65,0
2019,ISSUER0001794,GO_BOND,120043482450.22,40231141580.6,23618426590.6,3132495261.81,1.622,18.432,3.226,388.43,1.333,5682455800.55,129732534114.25,35161505717.61,S&P,A+,0,1134541365.69,0
2003,ISSUER0001795,GO_BOND,239214349064.3,18221038121.07,34187378878.72,11191950137.43,3.703,12.649,3.014,370.01,0.998,6157726516.88,2449158420.92,27599890768.58,NONE,BBB-,0,2122023986.46,1
2011,ISSUER0001796,LEASE,38037371290.12,15246282490.5,33694421234.76,1227117452.04,3.585,3.588,4.142,204.94,0.765,-6285274381.88,64440465272.19,53320377942.98,MOODYS,BBB,0,1443538409.06,0
2003,ISSUER0001797,REVENUE_BOND,159090317533.18,23310270442.26,14755193021.59,2575756642.07,0.56,22.605,3.988,151.82,1.708,-5188360984.96,85966208558.54,26260216414.82,S&P,AA-,0,680908066.43,0
2025,ISSUER0001798,CERT_PARTICIPATION,33313070649.05,4111601488.4,2153591501.67,2007490567.41,3.974,4.09,2.224,455.49,1.64,-1026833093.73,119230907966.98,18514867185.86,FITCH,AA,0,651911761.22,1
2021,ISSUER0001799,GO_BOND,225948485176.22,30586055759.72,9956535761.65,7734038377.12,7.664,0.514,3.591,83.53,1.308,5710808538.79,80912763154.19,76881038136.07,KBRA,BBB-,0,890227582.77,0
2007,ISSUER0001800,REVENUE_BOND,223376259074.65,35212850543.14,12315198390.53,4978017821.0,5.772,5.538,1.81,375.34,0.551,-3923539371.0,74984614659.41,73845441815.71,MOODYS,AAA,0,757383285.14,0
2018,ISSUER0001801,NOTES,60276196166.11,2372105767.54,9254626681.14,2965015353.44,5.974,26.948,0.649,243.48,0.138,1784219696.11,150207114364.03,79319068253.93,FITCH,AA+,0,730437667.58,0
2019,ISSUER0001802,CERT_PARTICIPATION,141583175362.94,6064891533.49,7362916586.16,9581540233.56,8.419,27.124,3.032,455.0,1.571,-5005947125.17,6571462403.61,18102510037.99,S&P,BB+,0,596724462.81,0
2018,ISSUER0001803,NOTES,241491934603.97,29695878450.36,39435078966.98,6240700248.63,6.404,15.796,1.433,225.6,0.967,-7962480672.75,141513813294.76,52497110776.4,NONE,A,0,2240226534.43,0
2005,ISSUER0001804,LEASE,142946436183.62,25699091733.32,39371212129.06,5338957294.68,4.014,11.186,3.721,315.03,2.636,2697570564.2,33764092751.81,26024919537.38,MOODYS,AA-,0,749920462.7,0
2024,ISSUER0001805,REVENUE_BOND,88313652445.78,10354856061.14,2239938944.44,1613867202.65,2.565,4.302,2.01,326.71,2.737,-4714162426.78,86654908368.32,44537973469.33,NONE,AA+,0,845046324.92,0
2013,ISSUER0001806,GO_BOND,198853749336.04,7546343083.03,20003072759.81,11837751444.96,2.06,1.424,4.448,235.19,2.828,121301526.3,56984071239.43,58386995043.35,S&P,BB,0,2454504293.48,0
2012,ISSUER0001807,GO_BOND,66914868745.95,34156768638.35,37823557700.88,4849675601.76,4.194,18.655,0.783,457.26,0.452,6855700413.39,117227902107.78,15335489973.2,S&P,A-,0,473642873.1,0
2017,ISSUER0001808,REVENUE_BOND,67699361446.43,39941384516.46,26875189606.89,2164559632.6,4.281,21.31,1.796,219.47,1.738,7116493966.16,56055052416.95,4870405491.94,NONE,AA,0,1453848394.56,0
2016,ISSUER0001809,LEASE,19078184001.21,33508989026.9,22326919754.2,1435788305.04,1.37,8.491,2.812,336.15,0.09,-7103961280.14,22388250816.74,37394806229.03,FITCH,AAA,0,2219688233.0,0
2017,ISSUER0001810,NOTES,96549560624.73,35566199644.19,665253549.68,2769325103.88,7.494,20.628,0.859,338.46,1.542,6689706406.39,155196681652.84,76696480355.24,MOODYS,AA,0,1246984525.05,0
2012,ISSUER0001811,REVENUE_BOND,164609456788.59,39895267632.55,15659724625.9,5972923797.81,7.681,28.501,3.13,227.99,2.767,-103759166.68,28705393969.54,41463690192.19,FITCH,BBB+,0,849489710.37,0
2023,ISSUER0001812,PENSION_OBLIGATION,150803551355.49,15723741066.77,33441660389.44,4563555199.75,6.967,10.814,2.47,329.76,1.681,-2939723749.69,74263692951.35,70791702892.11,MOODYS,A+,0,454001542.4,0
2010,ISSUER0001813,NOTES,98438826024.73,42334855019.38,38689108293.91,6497175880.24,3.946,19.763,3.869,455.92,0.727,3763390058.21,128910566550.77,3668397089.06,MOODYS,A,0,2357718229.37,0
2019,ISSUER0001814,CERT_PARTICIPATION,120297478782.43,40924259604.68,26042414741.65,5663975285.34,8.327,16.694,0.303,254.61,0.364,402504868.6,21722203550.22,6085961579.58,FITCH,BB,0,2381721357.11,0
2012,ISSUER0001815,GO_BOND,386777505.6,23539836047.93,16356732995.98,22620941.47,5.578,2.725,3.603,137.05,2.861,-2236321832.65,107539012367.39,15054450011.14,FITCH,A,0,1121550235.61,0
2013,ISSUER0001816,LEASE,62506840183.81,35846400087.69,24070146365.72,3519109264.22,0.759,3.127,4.145,17.98,2.049,5419600011.81,127509057369.33,8670135518.78,NONE,BBB-,0,1297701217.39,0
2007,ISSUER0001817,REVENUE_BOND,137807940072.17,1954283653.38,10378795515.43,10270276246.14,7.708,28.584,0.602,159.8,1.536,-6273471255.05,159553990562.45,20882672325.65,S&P,A-,0,776995664.18,0
2012,ISSUER0001818,NOTES,47166728510.61,39914151327.94,39402959856.32,2938633261.72,7.053,9.503,0.43,259.09,2.626,4174984815.66,156969794268.45,45482531041.91,S&P,A+,0,1359624207.23,0
2006,ISSUER0001819,GO_BOND,108570116426.46,21832486730.12,37454168336.08,8179797451.6,3.225,15.382,0.593,110.06,0.219,3107401776.34,121797668467.48,74528600286.77,S&P,BBB+,0,1313500890.06,0
2013,ISSUER0001820,REVENUE_BOND,113826694612.51,15600343401.62,26234312070.57,3108911627.85,0.657,3.253,2.721,371.41,0.311,1003967119.2,139217649782.43,34324852040.22,S&P,AA-,0,618788811.68,0
2017,ISSUER0001821,NOTES,140037053076.63,21050528543.27,4170321587.21,7026913826.64,3.335,21.908,0.967,506.7,1.999,464844858.76,156644836414.42,43323885896.21,MOODYS,A,0,179050115.53,0
