house_insecure_point_in_time_date,house_insecure_service_region_id,house_insecure_unsheltered_count,house_insecure_sheltered_count,house_insecure_family_households_count,house_insecure_youth_count,house_insecure_veteran_count,house_insecure_chronic_homeless_count,house_insecure_length_of_stay_median_days,house_insecure_returns_to_homelessness_rate,house_insecure_hm_is_system_coverage_pct,house_insecure_encampment_clearance_count,house_insecure_outreach_contacts_count,house_insecure_bed_utilization_rate,house_insecure_housing_placement_rate,house_insecure_rrh_program_enrollments,house_insecure_psh_program_enrollments,house_insecure_eviction_prevention_assistance,house_insecure_street_medicine_visits,house_insecure_barrier_assessment_score
2040-07-30,SR001593,5627,11778,386,17,897,146,386,11.92,64.08,245,17043,83.1,18.22,547,1260,16146,3359,0.8473
2040-08-06,SR001594,24,3771,3817,1904,1150,1574,114,12.37,83.91,178,13169,47.72,37.82,3913,6291,16429,594,0.779
2040-08-13,SR001595,1514,432,3801,324,284,1059,86,34.84,94.85,69,9098,46.86,34.34,4481,860,6649,1067,0.6168
2040-08-20,SR001596,290,12958,3750,57,592,241,44,4.54,51.37,242,12458,56.11,11.68,3808,2513,16370,3974,0.8101
2040-08-27,SR001597,4640,4658,4091,2182,352,369,49,29.45,45.46,231,4181,42.01,14.27,1671,1439,2024,5953,0.1376
2040-09-03,SR001598,3989,4830,35,1860,33,1123,19,5.42,78.26,170,5151,64.5,52.26,3002,4066,13981,4639,0.1969
2040-09-10,SR001599,4522,3192,3443,2157,330,526,317,10.17,93.85,197,9705,35.76,28.85,4496,1453,20565,8884,0.222
2040-09-17,SR001600,193,10138,4194,492,903,2546,145,7.87,58.25,61,11207,61.03,44.71,4328,4270,6319,8526,0.3843
2040-09-24,SR001601,6050,3030,1225,670,617,819,254,28.39,80.56,168,17989,92.73,58.33,4373,882,6612,937,0.0513
2040-10-01,SR001602,4913,14365,1177,494,856,1141,213,17.75,77.13,259,10656,52.85,49.06,3535,3163,18494,6513,0.4276
2040-10-08,SR001603,2319,13613,2383,1618,322,766,399,19.46,87.65,84,14111,72.35,7.76,3017,964,2695,5559,0.879
2040-10-15,SR001604,3848,7177,1771,199,1102,1485,82,3.52,48.03,128,10140,68.3,33.43,3890,1116,2440,7997,0.9337
2040-10-22,SR001605,821,9981,1115,1706,52,1823,36,14.82,71.22,142,10570,93.42,29.2,1645,4981,24218,9834,0.3905
2040-10-29,SR001606,4704,13518,2768,2163,200,1088,407,2.63,95.07,230,17840,82.78,55.63,2379,5746,8804,7486,0.9215
2040-11-05,SR001607,3823,16398,2184,1175,1243,532,285,10.06,63.74,182,15049,38.5,53.96,3294,5014,3935,3807,0.7884
2040-11-12,SR001608,34,9719,3742,109,743,42,346,21.37,52.09,180,14605,30.66,61.47,3249,1512,19320,3414,0.4669
2040-11-19,SR001609,5052,17854,4033,52,831,36,140,9.36,99.14,12,8741,97.14,24.83,1463,2987,2305,5296,0.189
2040-11-26,SR001610,1393,11710,3249,1403,152,1349,137,29.86,89.55,173,7213,39.58,63.15,1707,4678,19179,2729,0.5113
2040-12-03,SR001611,1092,14381,1160,165,155,2268,202,0.53,89.85,185,9025,97.16,61.42,3644,7012,3041,2049,0.3794
2040-12-10,SR001612,5748,12131,2822,554,767,814,77,20.98,74.16,24,630,77.95,48.49,979,6760,23370,5027,0.3381
2040-12-17,SR001613,5860,7808,889,831,334,1729,136,8.53,94.42,125,7719,57.37,34.54,2331,3663,24319,1063,0.9417
2040-12-24,SR001614,6281,2547,1921,1235,572,484,54,7.02,59.49,86,17785,66.07,20.57,4562,7046,1200,132,0.5003
2040-12-31,SR001615,896,12706,1084,327,481,1218,22,11.07,47.2,45,11331,53.62,20.87,2693,6875,848,627,0.8404
2041-01-07,SR001616,5175,17673,3631,2089,587,1550,319,26.29,82.56,53,6242,91.68,50.21,1702,1054,4312,4494,0.6757
2041-01-14,SR001617,2014,17902,1692,1963,718,2462,70,7.5,72.61,165,2424,81.5,64.9,1283,2191,18919,2943,0.2436
2041-01-21,SR001618,4570,5271,4042,374,710,2095,310,10.38,82.4,34,759,63.87,14.5,5010,4751,19683,8003,0.5188
2041-01-28,SR001619,4043,14494,2618,863,58,1862,108,21.46,83.26,60,17643,37.53,58.64,2255,4392,3012,4208,0.3096
2041-02-04,SR001620,3630,4347,3808,2196,109,199,124,19.68,61.76,237,5885,46.59,47.98,3965,5136,7162,4949,0.5769
2041-02-11,SR001621,3688,10406,3813,1970,804,2391,290,25.04,69.29,175,17181,68.84,30.87,5106,3365,481,6845,0.0415
2041-02-18,SR001622,4027,5231,2422,2164,1170,967,12,19.87,87.42,46,8710,54.41,27.72,4208,5074,24731,1801,0.8958
2041-02-25,SR001623,5482,17275,3547,68,584,624,41,25.6,57.12,247,17884,51.38,11.79,4427,4710,8874,10253,0.0822
2041-03-04,SR001624,5055,16518,1408,655,1093,701,283,24.83,91.72,46,8849,63.94,16.39,884,6041,23150,2114,0.1607
2041-03-11,SR001625,6475,17971,4097,359,678,1093,42,27.63,90.28,26,7077,73.51,18.07,3298,5523,126,6518,0.6535
2041-03-18,SR001626,5733,15062,389,656,1257,179,209,14.93,74.92,127,10091,64.59,34.11,4073,1015,17890,3113,0.0927
2041-03-25,SR001627,1966,4386,2216,699,278,2021,420,14.53,52.4,132,12814,86.44,11.71,3183,7102,12258,4177,0.3176
2041-04-01,SR001628,4568,3503,2572,509,686,1023,143,24.2,54.06,51,1228,43.44,31.28,3468,1203,21729,8480,0.912
2041-04-08,SR001629,5193,15917,3498,1819,500,1808,126,17.26,74.82,137,9120,70.75,13.68,1539,827,7725,10509,0.4208
2041-04-15,SR001630,4587,9747,2143,781,1064,652,359,32.95,95.22,257,8385,46.21,42.99,1341,5578,21178,6956,0.3949
2041-04-22,SR001631,1007,15335,2557,1187,230,2294,113,33.23,49.73,194,17825,40.53,9.12,440,4152,9563,3155,0.4614
2041-04-29,SR001632,2584,13121,2481,1611,890,2335,109,7.23,98.48,49,6946,31.73,12.41,124,244,21107,786,0.3759
2041-05-06,SR001633,1625,1156,1520,625,310,33,304,18.78,48.83,57,7783,77.71,58.24,2932,4990,20255,5418,0.0279
2041-05-13,SR001634,4081,14098,2258,1178,431,425,320,30.02,71.99,178,15474,70.78,20.74,3426,6210,20075,9166,0.049
2041-05-20,SR001635,6219,12192,3328,2199,1278,1575,390,18.47,55.64,97,1445,41.85,41.32,2784,5925,12815,6156,0.063
2041-05-27,SR001636,1873,1388,568,1398,869,2412,14,20.51,92.23,35,14098,33.82,58.2,101,386,6485,6821,0.2199
2041-06-03,SR001637,3952,8241,1603,753,1229,2320,283,5.06,96.25,234,15063,65.56,31.97,436,4665,15964,6433,0.69
2041-06-10,SR001638,2782,10022,1085,472,1017,1510,18,28.06,53.85,70,10828,92.07,45.51,4452,3304,18069,3955,0.9723
2041-06-17,SR001639,6107,13166,236,921,203,1781,210,19.79,82.32,65,1316,82.4,5.22,926,3746,20260,4442,0.2453
2041-06-24,SR001640,1478,11970,3971,695,28,1389,294,26.75,66.95,166,2817,80.29,26.67,4508,3409,8350,1329,0.4045
2041-07-01,SR001641,2160,14618,3256,1639,1202,395,219,24.38,95.09,181,12469,73.58,32.01,2871,46,19925,3174,0.6182
2041-07-08,SR001642,2056,10682,1936,2199,288,2729,156,13.51,73.06,59,10105,43.96,36.4,5002,5822,17116,9203,0.1467
2041-07-15,SR001643,243,1629,1530,457,945,2381,51,32.92,85.05,167,12033,33.08,14.91,2296,3703,23887,32,0.7
2041-07-22,SR001644,1396,10606,1697,813,788,379,205,22.96,84.82,9,11058,51.08,21.1,1133,6491,270,2607,0.605
2041-07-29,SR001645,1662,6680,886,376,801,1859,159,23.96,58.44,37,5252,66.78,32.78,1222,765,3503,9473,0.7883
2041-08-05,SR001646,682,10688,3194,1705,488,97,135,26.92,73.74,30,14188,44.51,36.25,1895,3678,12018,2005,0.9371
2041-08-12,SR001647,35,2474,675,1743,1063,1414,10,19.18,56.29,244,14386,88.96,56.65,4118,359,1563,4020,0.2154
2041-08-19,SR001648,3974,3644,712,2162,865,2586,266,17.7,89.23,89,8250,71.38,56.35,3840,41,464,3506,0.2835
2041-08-26,SR001649,2224,8687,951,1153,1077,1545,78,29.3,55.08,166,3233,66.42,60.57,4531,263,22398,5877,0.9093
2041-09-02,SR001650,4185,14267,2324,1870,97,1798,167,30.39,52.54,13,13071,64.63,15.8,3740,1055,18192,7083,0.7393
2041-09-09,SR001651,1317,14207,2234,1483,1218,2528,351,34.69,87.38,145,15544,75.62,44.0,4885,1552,4803,5990,0.8599
2041-09-16,SR001652,1449,16199,1448,962,791,2236,76,25.57,59.91,116,1541,56.45,10.36,3129,3720,10837,9309,0.4355
2041-09-23,SR001653,6279,3586,1061,242,536,1,204,8.29,51.18,34,7150,36.27,61.87,3434,1856,10156,10634,0.6876
2041-09-30,SR001654,5269,11815,2784,1742,640,997,259,28.61,80.44,11,10235,55.79,56.1,3026,1022,24667,4809,0.4328
2041-10-07,SR001655,4982,17417,3751,455,1208,2568,285,10.55,71.23,15,12174,31.73,39.8,1601,5697,9137,8186,0.998
2041-10-14,SR001656,1108,15780,2374,1955,755,987,189,32.54,63.58,144,8557,80.57,6.95,541,3206,24275,7332,0.4466
2041-10-21,SR001657,5004,17402,1325,1229,105,1690,7,34.53,65.03,92,1479,61.88,26.36,4379,5247,18561,4123,0.7178
2041-10-28,SR001658,2325,5544,1711,445,412,2757,40,18.55,51.72,37,5162,96.85,28.99,1658,7051,14251,1429,0.5064
2041-11-04,SR001659,1892,14570,1303,1046,460,1156,146,21.42,84.92,118,3235,54.23,13.61,3803,1454,4146,10851,0.5149
2041-11-11,SR001660,6217,8716,789,1322,989,1233,296,27.82,50.02,217,5213,36.54,37.11,3327,5326,14527,4418,0.8031
2041-11-18,SR001661,930,4477,434,2181,863,1212,232,30.27,61.0,33,6359,78.57,12.09,1819,432,9649,4880,0.919
2041-11-25,SR001662,2570,6717,3482,1983,1293,73,285,14.44,48.74,48,1255,52.89,5.24,2694,5152,21962,2066,0.2673
2041-12-02,SR001663,298,17688,3837,631,466,54,197,32.29,60.05,237,2459,76.71,45.24,3856,3228,21029,1586,0.6323
2041-12-09,SR001664,4898,2598,1014,750,786,252,271,26.18,93.23,189,15657,90.31,58.85,1557,6845,6812,9351,0.6285
2041-12-16,SR001665,4377,5979,244,392,512,1264,228,8.02,99.25,70,12171,78.67,42.51,264,1315,8896,9861,0.7533
2041-12-23,SR001666,1859,13056,2992,818,914,1512,338,21.67,78.55,111,5454,48.8,31.8,2439,1473,11538,9082,0.5481
2041-12-30,SR001667,89,250,4037,1666,895,919,374,12.29,46.32,126,7972,77.69,29.5,4243,1035,188,1868,0.0684
2042-01-06,SR001668,862,1648,1201,44,753,1222,302,14.73,74.51,68,1051,61.45,18.68,2546,4441,1154,2155,0.5561
2042-01-13,SR001669,6133,12313,4157,1244,941,2787,115,23.49,94.48,14,10735,54.86,54.52,239,6411,17138,2758,0.1709
2042-01-20,SR001670,3062,15468,928,1814,528,763,364,27.7,53.46,181,13743,58.8,39.18,4020,2323,15810,6262,0.3174
2042-01-27,SR001671,2958,2362,348,1891,968,2065,102,33.43,72.41,9,12359,82.35,34.2,295,4759,153,9561,0.2454
2042-02-03,SR001672,5216,9308,354,958,723,1467,280,3.92,52.01,115,8698,77.55,35.65,2942,6774,22026,9865,0.5272
2042-02-10,SR001673,3567,16278,2732,1303,619,1,360,9.15,73.62,208,7630,43.32,58.48,4555,2822,137,1894,0.1241
2042-02-17,SR001674,2528,15592,1105,1301,441,724,127,10.37,83.33,16,280,55.43,17.22,4883,567,14105,2257,0.6791
2042-02-24,SR001675,3691,15282,2936,1840,582,919,145,20.7,81.57,70,5444,36.67,44.13,2200,6878,70,306,0.535
2042-03-03,SR001676,6457,4136,2049,1529,1225,348,36,4.06,58.0,193,14892,57.66,52.26,448,423,11487,10804,0.6651
2042-03-10,SR001677,496,15891,1181,370,627,2653,163,21.33,52.4,233,11050,41.79,31.5,853,1470,2085,7682,0.5873
2042-03-17,SR001678,566,1270,661,323,981,1146,401,33.91,98.87,253,16633,41.84,58.44,1236,610,9633,7411,0.8119
2042-03-24,SR001679,5834,8835,812,2102,321,601,48,33.11,71.43,14,13772,90.05,42.17,573,1719,10216,5936,0.825
2042-03-31,SR001680,1249,2934,3994,242,1156,593,86,33.76,96.69,43,5254,54.97,30.52,1077,5099,23822,1411,0.7452
2042-04-07,SR001681,1036,16358,2161,1406,1,126,295,18.33,49.17,70,16866,61.36,11.41,2489,2037,24504,8084,0.9294
2042-04-14,SR001682,2343,1094,2989,1335,136,195,254,0.05,67.56,166,6239,97.65,34.73,4435,4877,8317,10923,0.4205
2042-04-21,SR001683,5227,5374,1316,1735,1141,273,244,18.53,62.46,125,15995,42.47,57.06,1328,326,11698,6605,0.2387
2042-04-28,SR001684,4323,9392,1737,804,113,1721,142,32.45,73.6,60,14288,96.41,43.39,1876,555,3401,7847,0.1661
2042-05-05,SR001685,852,11503,2577,1266,1018,2291,350,18.17,52.6,5,8010,69.93,29.15,777,3946,11407,6383,0.9708
2042-05-12,SR001686,353,11453,765,1817,1172,193,285,26.4,95.99,166,9213,35.71,25.95,2724,4832,24546,9453,0.9424
2042-05-19,SR001687,2685,6156,4057,46,38,2425,176,2.09,96.62,130,14060,84.16,61.9,1332,5893,16378,6162,0.6745
2042-05-26,SR001688,3686,12531,3281,870,40,1135,340,29.92,98.22,234,2159,51.73,21.57,952,3726,20096,422,0.3425
2042-06-02,SR001689,4317,9394,2083,1519,1023,2296,420,0.71,89.04,99,2840,75.09,52.41,529,3074,4996,8885,0.0796
2042-06-09,SR001690,6493,14208,2752,523,1186,314,134,34.12,87.5,182,17766,73.45,18.48,2061,6295,12266,1550,0.254
2042-06-16,SR001691,5690,9234,2566,1747,1284,424,93,6.05,52.3,85,3969,86.57,50.56,3122,4544,14779,9148,0.6813
2042-06-23,SR001692,2732,226,65,619,301,1053,324,19.62,78.39,158,7015,56.72,48.14,4228,1217,20795,7769,0.3547
2042-06-30,SR001693,585,2987,2016,1337,454,2650,62,32.3,65.68,16,2598,64.8,31.34,4640,4802,10537,7174,0.1352
2042-07-07,SR001694,2344,3187,745,1336,16,1253,117,34.08,62.52,164,14813,68.12,42.31,4877,543,23106,6445,0.6681
2042-07-14,SR001695,5833,9963,691,955,301,1826,243,5.8,77.34,119,7796,68.74,5.76,3149,616,9452,10571,0.192
2042-07-21,SR001696,4342,12959,2825,573,1151,1785,101,19.54,77.78,229,10153,58.41,41.48,4324,3827,20439,9116,0.0011
2042-07-28,SR001697,3724,4693,1055,207,403,234,159,20.27,52.22,239,7976,59.07,48.96,1885,3280,3238,8414,0.4351
2042-08-04,SR001698,6222,2364,2576,698,912,150,336,18.53,95.74,157,4241,92.93,19.21,4122,4032,9186,6604,0.8066
2042-08-11,SR001699,3818,1645,51,828,829,1760,48,25.65,53.29,248,2453,71.15,5.3,2904,4163,9665,6847,0.8773
2042-08-18,SR001700,1025,1669,3745,1765,558,1322,143,27.74,49.95,242,3657,76.51,36.98,2558,516,1321,8876,0.84
2042-08-25,SR001701,1770,11408,930,166,983,1615,288,4.28,57.45,29,7577,35.7,40.15,4740,2111,10761,311,0.0904
2042-09-01,SR001702,4418,6808,3881,1715,410,655,365,7.09,55.93,115,5012,68.03,52.75,3866,1691,7971,1432,0.3247
2042-09-08,SR001703,6220,11675,3296,1945,675,1384,262,26.36,90.27,212,15604,73.65,50.11,4483,3225,13891,10383,0.709
2042-09-15,SR001704,4863,2796,845,208,267,303,81,20.02,87.78,75,14874,70.98,45.67,2790,3573,13481,10237,0.324
2042-09-22,SR001705,4943,9799,852,516,342,490,320,21.21,65.38,243,14489,41.85,7.02,1268,612,19926,7172,0.8001
2042-09-29,SR001706,458,9882,1769,1730,974,2157,304,29.39,75.71,186,10085,72.98,61.12,384,2842,16005,309,0.8117
2042-10-06,SR001707,457,10604,818,1678,500,1858,394,8.26,53.17,84,106,74.18,28.7,1280,115,5397,6865,0.5396
2042-10-13,SR001708,2841,15555,3576,973,505,2481,243,1.2,90.44,134,1622,78.52,11.77,1126,3062,11642,6351,0.1426
2042-10-20,SR001709,4248,3572,1305,1994,693,735,369,7.39,55.0,254,65,81.3,34.77,2461,3284,20999,1267,0.7071
2042-10-27,SR001710,3499,17093,548,906,1185,1294,129,6.09,47.23,198,11573,65.77,44.8,2227,3921,18047,8219,0.1944
2042-11-03,SR001711,6147,12344,132,765,252,607,106,23.03,77.05,140,10831,71.35,38.68,5050,478,6705,9662,0.3723
2042-11-10,SR001712,853,8108,700,65,619,1713,164,8.82,49.74,99,11670,32.32,55.18,4306,4089,10625,106,0.9775
2042-11-17,SR001713,2829,12852,3767,408,103,55,179,10.59,88.47,84,17418,34.79,7.65,1287,2056,17351,10951,0.8396
2042-11-24,SR001714,2575,3485,2985,291,1052,1164,323,12.82,62.39,7,17981,44.87,54.54,3260,4503,19090,468,0.0485
2042-12-01,SR001715,296,5566,372,953,66,775,306,23.67,57.13,73,4579,52.66,38.35,1309,5008,1358,2097,0.4193
2042-12-08,SR001716,5488,749,146,1445,1289,2109,381,25.36,73.03,210,2735,40.04,39.09,2857,1590,15683,3459,0.0251
2042-12-15,SR001717,4008,7510,4022,1053,763,77,364,6.35,98.05,60,1191,79.72,55.48,36,5456,12047,6441,0.0239
2042-12-22,SR001718,2720,14948,1212,1445,1067,921,286,22.68,93.36,118,2354,73.72,39.31,4494,1855,20355,216,0.7051
2042-12-29,SR001719,2040,11751,2871,1399,223,278,355,19.75,81.37,151,12383,39.95,17.25,411,5183,21294,10010,0.0706
2043-01-05,SR001720,5822,4339,991,1819,1185,528,355,3.1,52.72,38,3549,59.48,46.68,5027,2645,4518,4508,0.4992
2043-01-12,SR001721,3947,5709,928,1181,816,1699,381,34.1,61.82,134,3067,52.7,41.38,2374,5590,3095,3227,0.8269
2043-01-19,SR001722,5917,15063,1220,570,420,2074,96,25.04,66.32,36,4823,86.59,26.01,4575,2238,17213,7850,0.1117
2043-01-26,SR001723,2721,11712,348,2071,457,53,242,21.38,81.69,9,4347,58.51,59.98,4337,6619,15795,1528,0.973
2043-02-02,SR001724,2678,13135,1263,1878,416,715,340,13.18,98.7,143,8248,66.76,49.05,3257,4755,19759,9053,0.0994
2043-02-09,SR001725,3633,10073,1593,284,192,192,126,9.63,89.39,85,7804,56.65,20.25,1078,6484,5789,7543,0.333
2043-02-16,SR001726,2359,3835,2559,98,434,1206,301,16.43,59.76,5,12502,57.53,15.55,2172,4821,9735,6928,0.9607
2043-02-23,SR001727,5608,12499,111,557,857,578,397,20.54,45.45,64,11477,65.26,33.06,4011,1185,12399,4564,0.5789
2043-03-02,SR001728,377,17502,2725,73,254,2641,119,33.28,89.45,112,10285,68.85,41.09,3685,6028,22413,66,0.6353
2043-03-09,SR001729,3812,5667,611,1682,488,1042,198,14.47,93.8,110,17369,30.41,62.8,1792,6125,21124,5090,0.4799
2043-03-16,SR001730,1999,11995,4041,1362,877,1090,288,33.05,77.88,250,15032,95.71,30.24,4346,5409,24658,8996,0.5884
2043-03-23,SR001731,623,12481,802,946,562,1969,7,3.18,86.59,18,17590,72.59,12.86,4874,4102,7144,3063,0.0064
2043-03-30,SR001732,6133,14708,836,1514,1246,825,269,14.86,85.35,175,5987,95.03,32.11,2591,2064,11879,1907,0.7626
2043-04-06,SR001733,923,2864,3584,1766,179,2601,354,20.8,72.52,35,10256,49.84,36.19,2013,508,7965,3064,0.4096
2043-04-13,SR001734,5858,13359,31,1361,287,1090,330,5.2,98.69,84,15175,39.27,28.29,1504,5072,11127,3544,0.3183
2043-04-20,SR001735,3610,1938,2621,1757,493,2037,124,15.34,56.06,111,6130,78.02,24.64,2232,5342,18064,685,0.5863
2043-04-27,SR001736,2283,10758,2968,452,1283,693,170,6.0,45.57,237,4636,77.74,47.33,4040,1153,6321,6170,0.0416
2043-05-04,SR001737,1964,8773,3214,1927,357,1878,400,25.87,50.98,89,4308,39.15,44.5,3029,5522,23488,8439,0.9403
2043-05-11,SR001738,5413,14064,771,383,270,516,402,12.67,73.39,108,5598,67.08,35.77,3220,6333,6843,7686,0.0993
2043-05-18,SR001739,1218,15952,141,259,352,2033,156,27.74,77.01,102,16084,53.76,34.41,2800,447,22860,7795,0.6169
2043-05-25,SR001740,2237,17154,3952,1506,823,1555,204,33.07,89.91,115,994,62.27,32.21,950,6965,18578,7644,0.7724
2043-06-01,SR001741,5103,5465,4147,269,1211,545,77,3.2,67.14,257,1623,35.97,39.35,627,3964,22253,2745,0.3108
2043-06-08,SR001742,2054,13847,444,408,580,1056,37,13.73,52.22,34,8083,42.56,64.95,436,2468,12573,111,0.0005
2043-06-15,SR001743,2032,14202,3393,110,1187,1495,374,10.36,49.33,206,7395,75.52,14.78,1495,854,18883,8476,0.3823
2043-06-22,SR001744,2612,12201,1750,360,645,1737,261,15.62,59.16,163,6142,81.48,54.37,321,5087,20551,3038,0.1217
2043-06-29,SR001745,534,2987,525,2074,1294,2203,25,8.54,73.78,108,12437,44.19,13.08,1591,6781,1697,7528,0.3745
2043-07-06,SR001746,888,2742,1062,264,697,2114,249,1.6,83.98,41,6637,92.74,27.52,76,2987,776,848,0.5562
2043-07-13,SR001747,5759,11940,287,1499,301,949,68,20.26,56.4,143,12971,31.14,12.43,4493,6309,5984,2298,0.5636
2043-07-20,SR001748,427,5584,2039,791,1270,2579,179,0.34,76.43,33,15541,53.91,41.29,2993,5093,7156,6321,0.5941
2043-07-27,SR001749,393,2281,3622,1654,744,1077,290,29.06,98.79,198,9103,75.42,64.43,1344,6118,23061,112,0.7237
2043-08-03,SR001750,6188,6376,3821,223,468,2750,335,24.29,75.78,155,14093,94.36,13.15,764,883,11084,10633,0.7971
2043-08-10,SR001751,2864,11349,3972,1962,31,2782,196,2.75,79.12,14,11533,58.43,36.86,3412,1014,16838,2129,0.6307
2043-08-17,SR001752,666,7113,2224,577,103,81,212,23.16,78.45,211,3854,53.98,11.33,1224,5264,12870,5217,0.8287
2043-08-24,SR001753,653,11686,294,1374,1100,1566,78,29.0,75.02,31,9532,96.28,50.5,1341,600,18897,7585,0.5865
2043-08-31,SR001754,2687,713,3636,548,870,2166,178,27.26,46.5,1,15106,30.69,18.97,2973,1820,24566,9891,0.0298
2043-09-07,SR001755,1266,16735,3198,527,772,1741,306,1.96,78.0,159,13881,40.59,46.44,2264,932,13881,4007,0.4242
2043-09-14,SR001756,3401,4691,168,895,921,2680,130,24.26,67.82,216,6105,42.72,46.99,3696,3118,4157,9836,0.8997
2043-09-21,SR001757,79,8989,910,837,902,182,300,20.67,48.42,252,2315,94.44,21.7,2047,2620,8832,6996,0.5632
2043-09-28,SR001758,2151,12350,2932,1132,390,65,97,32.75,95.42,79,6349,63.81,15.21,1638,7080,5414,2890,0.5584
2043-10-05,SR001759,1023,394,2821,1731,955,1783,291,15.22,75.29,191,8699,99.48,54.92,409,6083,17116,6225,0.0955
2043-10-12,SR001760,5231,10637,207,1248,681,1708,411,2.85,55.97,193,16582,40.39,30.21,3960,4617,15861,3339,0.3518
2043-10-19,SR001761,1601,10563,1753,1328,1007,1514,212,19.57,65.27,250,6554,36.39,42.18,2249,4010,23569,2939,0.4872
2043-10-26,SR001762,4624,1741,1158,997,881,2000,14,0.57,89.54,203,15670,78.82,62.88,1063,6549,9383,10654,0.1375
2043-11-02,SR001763,2220,4676,1701,106,514,1319,313,3.7,59.64,68,2164,74.65,37.18,2166,7058,17328,3803,0.3801
2043-11-09,SR001764,2674,16221,1474,1301,341,486,159,6.16,80.28,50,10605,37.87,60.73,4817,3794,1529,7553,0.0046
2043-11-16,SR001765,362,17985,384,1037,475,2752,100,6.65,45.13,137,15383,66.94,49.92,1560,4366,8130,4769,0.2744
2043-11-23,SR001766,776,3765,1792,1292,910,1005,296,33.6,53.2,95,16345,64.27,47.14,1786,3697,22402,4380,0.8487
2043-11-30,SR001767,3363,8709,785,299,94,279,133,21.51,69.84,116,7693,32.65,35.8,2918,4220,23464,4120,0.639
2043-12-07,SR001768,4102,13301,2468,1494,1129,1671,247,13.75,58.7,70,14318,87.76,39.98,4993,4680,14691,10208,0.2459
2043-12-14,SR001769,3371,2983,389,1809,151,1922,236,29.68,48.16,74,11984,71.27,44.85,3307,3117,16025,4140,0.8403
2043-12-21,SR001770,4001,8867,3652,399,393,1420,393,27.98,86.6,67,9434,96.65,26.3,2056,4688,3799,694,0.7738
2043-12-28,SR001771,1470,987,2218,310,1112,1673,300,17.16,92.36,122,5217,65.34,19.94,2488,1674,9548,3739,0.809
2044-01-04,SR001772,2171,17682,810,1477,1144,2759,6,30.75,49.79,90,2846,89.41,8.51,601,5226,3983,5007,0.62
2044-01-11,SR001773,1438,13818,59,1778,121,230,211,5.44,49.17,39,8769,77.88,14.86,4536,552,19387,4787,0.4198
2044-01-18,SR001774,6021,5793,3301,32,517,1755,24,24.99,54.33,83,3060,56.31,27.66,4605,5112,18934,3777,0.9013
2044-01-25,SR001775,1122,1240,2984,3,98,284,306,21.68,59.65,0,5619,67.43,25.32,4572,722,19057,10194,0.1096
2044-02-01,SR001776,2308,17441,1058,2048,64,2199,193,30.6,93.43,223,12330,82.41,48.71,3691,2319,10995,7772,0.7059
2044-02-08,SR001777,3993,9616,2338,437,388,2768,381,15.63,57.61,100,3894,79.0,40.83,3400,6584,10788,5125,0.4611
2044-02-15,SR001778,5708,3806,4022,188,39,1774,375,0.43,92.38,90,9622,37.12,23.66,5133,4842,21633,7080,0.6297
2044-02-22,SR001779,287,10325,3922,1452,984,30,294,13.84,65.18,60,13911,66.23,45.48,4035,963,11239,6886,0.2192
2044-02-29,SR001780,4952,7119,672,1581,792,256,302,11.41,98.59,51,2596,38.3,62.45,1124,153,23082,2397,0.2325
2044-03-07,SR001781,661,11727,425,229,943,902,115,22.99,75.66,190,74,61.07,5.07,4802,3788,21648,8358,0.3248
2044-03-14,SR001782,828,6524,3043,214,243,1913,196,20.69,50.37,70,13721,56.92,18.48,332,270,24654,588,0.9395
2044-03-21,SR001783,1774,7088,2202,1307,137,1503,276,5.14,62.47,163,14225,93.88,39.94,2384,656,14771,3858,0.3054
2044-03-28,SR001784,3893,14541,2263,1646,1268,2783,287,34.58,79.81,205,2597,48.2,48.76,3601,5863,17524,5159,0.0818
2044-04-04,SR001785,1948,5656,2884,608,1108,2198,261,30.18,83.65,218,2081,36.45,34.88,4325,2585,6357,2925,0.5862
2044-04-11,SR001786,2366,5403,4141,1107,660,882,387,1.47,72.32,175,197,85.55,6.06,815,3994,18657,5575,0.6895
2044-04-18,SR001787,2603,15899,3127,1858,1162,1007,320,0.32,59.36,105,848,47.96,16.18,3650,727,17929,1785,0.1405
2044-04-25,SR001788,3877,15470,975,1804,851,988,265,10.35,87.64,44,1814,65.85,28.49,2661,5938,6066,3466,0.9626
2044-05-02,SR001789,4983,5645,186,934,605,2467,226,27.62,50.96,20,7984,95.56,11.05,3817,2584,6339,5960,0.4885
2044-05-09,SR001790,1498,14006,2731,247,173,2491,410,34.24,69.88,9,13620,96.69,42.52,4769,1279,19871,1438,0.4695
2044-05-16,SR001791,1906,10722,2289,199,428,2183,264,12.64,69.5,235,15913,97.87,5.17,3498,4143,21337,10848,0.0669
2044-05-23,SR001792,1116,14426,789,1410,622,919,137,30.12,78.22,3,7818,47.42,25.92,1769,873,20723,622,0.4887
2044-05-30,SR001793,3305,10338,3990,1955,198,2757,115,17.38,70.9,23,13115,59.59,16.77,5032,1615,2774,5955,0.7089
2044-06-06,SR001794,4414,6266,2744,1665,712,796,275,17.09,91.26,6,2725,43.68,33.16,4133,3834,1912,3515,0.8009
2044-06-13,SR001795,2994,13158,409,1035,93,870,312,29.05,90.84,3,14159,61.89,54.31,3532,5258,5929,1147,0.9643
