qol_amen_inventory_year,qol_amen_service_area_id,qol_amen_park_acres_per_1k,qol_amen_playground_count,qol_amen_trail_miles_total,qol_amen_library_branches_count,qol_amen_library_visits_per_capita,qol_amen_public_pool_count,qol_amen_recreation_program_participation,qol_amen_arts_venue_count,qol_amen_community_center_count,qol_amen_clinic_access_points_count,qol_amen_childcare_slots_per_1k,qol_amen_senior_center_count,qol_amen_public_restroom_count,qol_amen_tree_canopy_acres,qol_amen_streetlight_density,qol_amen_sidewalk_coverage_pct,qol_amen_accessibility_score_ada,qol_amen_amenity_equity_index
2017,SVC000001570,99.8939,286,222.34,4,16.811,12,0.5129,88,40,200,82.44,48,668,49976.41,131.467,44.43,70.83,0.942
2011,SVC000001571,7.892,402,344.26,36,1.521,47,0.7674,32,38,57,117.46,11,455,20548.41,97.385,39.82,65.91,0.0187
2010,SVC000001572,112.3901,223,131.09,54,27.232,41,0.2656,10,60,70,119.34,36,264,48275.42,187.683,66.73,86.3,0.619
2012,SVC000001573,13.7212,320,677.64,15,33.598,33,0.4465,53,13,7,110.96,56,382,8011.06,92.642,35.39,87.46,0.8025
2010,SVC000001574,82.0103,145,499.55,17,13.402,38,0.4169,87,50,74,52.46,8,0,40344.41,222.341,77.36,86.89,0.8662
2022,SVC000001575,106.5364,62,825.91,3,27.479,7,0.3619,28,53,95,96.18,4,329,11820.79,87.808,32.43,68.85,0.9114
2025,SVC000001576,29.3565,23,429.34,31,26.272,32,0.262,150,41,14,108.13,31,226,29959.04,46.759,4.9,27.5,0.972
2014,SVC000001577,112.2216,395,879.33,46,20.214,1,0.4337,134,4,49,53.45,12,217,34310.83,39.139,58.45,23.14,0.9164
2019,SVC000001578,67.8857,437,577.73,41,24.778,22,0.6462,57,20,184,28.0,2,277,46160.8,90.809,95.88,24.03,0.5529
2016,SVC000001579,20.5978,210,838.22,18,34.69,41,0.9339,101,9,98,47.38,48,140,19226.18,18.711,43.87,39.45,0.5407
2023,SVC000001580,16.0099,212,821.28,15,14.784,9,0.1416,0,19,73,28.15,30,40,47727.58,21.246,20.02,20.07,0.6655
2021,SVC000001581,21.123,16,713.38,97,6.287,31,0.1024,146,0,61,68.02,54,539,36098.4,123.19,4.18,61.04,0.1454
2018,SVC000001582,69.3141,170,29.65,6,39.443,24,0.8609,2,6,13,75.99,49,493,4834.55,235.248,32.61,52.35,0.9973
2021,SVC000001583,1.3852,377,157.22,14,10.621,21,0.0312,111,40,19,96.88,8,73,31941.48,222.456,75.79,61.99,0.9257
2014,SVC000001584,87.5283,54,334.24,19,3.997,49,0.9563,53,38,34,4.02,7,610,38275.34,50.633,70.21,20.84,0.3928
2019,SVC000001585,12.0584,438,171.27,97,36.005,39,0.8388,149,47,44,94.07,32,135,36898.12,73.933,81.25,22.78,0.7944
2022,SVC000001586,64.7715,23,417.42,43,12.532,6,0.1267,91,77,134,117.36,0,41,41800.8,101.263,49.33,59.43,0.5421
2022,SVC000001587,19.6936,287,127.49,88,0.484,28,0.2425,55,69,24,54.32,22,332,13189.23,52.832,61.6,53.09,0.9806
2023,SVC000001588,74.8047,264,585.56,37,25.147,13,0.95,143,8,116,15.88,47,230,5631.41,41.633,85.29,93.18,0.1738
2013,SVC000001589,81.2218,282,72.76,24,10.231,13,0.3712,96,47,82,74.39,33,582,614.63,178.043,5.01,38.64,0.3699
2015,SVC000001590,100.8459,8,877.06,64,28.68,28,0.6156,70,35,185,93.6,15,387,1774.95,138.432,87.35,44.36,0.0194
2019,SVC000001591,102.992,20,375.93,91,14.739,23,0.0531,103,58,159,57.27,23,472,25503.36,181.166,68.51,68.87,0.6964
2009,SVC000001592,4.9981,17,431.97,71,17.786,7,0.5842,86,45,10,79.38,13,216,5735.99,190.578,73.98,63.14,0.0121
2015,SVC000001593,7.7002,64,13.54,71,17.772,29,0.1432,1,21,162,43.57,38,661,49225.14,240.625,82.34,22.61,0.5124
2009,SVC000001594,90.4243,277,754.72,91,14.232,9,0.6502,140,47,133,84.49,60,280,6670.37,160.279,49.45,33.42,0.9395
2012,SVC000001595,109.8904,184,841.6,49,2.778,15,0.2179,76,74,119,79.99,40,120,41178.82,66.403,60.09,86.85,0.4268
2015,SVC000001596,81.4995,467,138.24,44,1.442,13,0.4221,86,56,12,16.44,37,315,38718.74,28.898,1.59,3.5,0.1599
2020,SVC000001597,60.0626,104,564.61,33,2.755,33,0.0269,121,5,75,117.28,41,613,27353.24,34.824,13.94,82.82,0.6831
2023,SVC000001598,71.2647,299,598.58,63,9.222,0,0.7276,52,20,62,4.05,23,530,18733.61,35.402,65.0,85.18,0.4243
2023,SVC000001599,107.0508,432,352.83,45,12.901,0,0.8365,149,26,59,49.33,19,42,11141.0,208.804,24.83,16.69,0.4132
2014,SVC000001600,108.5009,62,29.34,20,5.343,34,0.7472,48,43,149,9.36,33,300,36607.48,204.587,75.08,46.15,0.3081
2009,SVC000001601,92.521,309,800.89,6,0.156,39,0.8054,9,52,106,9.17,3,303,1850.37,156.793,78.78,62.19,0.3574
2018,SVC000001602,112.1401,427,548.85,61,26.517,40,0.348,130,52,35,102.56,28,357,40724.48,44.217,99.88,81.31,0.7
2011,SVC000001603,19.0062,175,261.56,1,33.996,50,0.2306,24,43,114,73.37,12,126,19896.05,147.469,33.01,65.35,0.4434
2025,SVC000001604,39.8783,88,811.58,41,30.497,46,0.9583,6,59,72,73.65,24,55,10538.4,223.862,12.2,75.42,0.5422
2019,SVC000001605,29.2464,28,306.07,34,15.326,41,0.0146,31,3,167,31.8,45,106,15116.85,37.795,50.89,27.49,0.7122
2024,SVC000001606,65.6275,243,483.89,31,38.526,29,0.7819,32,16,125,73.88,55,525,4908.11,39.615,75.25,48.59,0.4372
2022,SVC000001607,21.1926,99,308.08,96,34.341,28,0.4771,106,74,153,12.93,44,76,26918.17,233.36,31.22,99.62,0.5216
2021,SVC000001608,13.2147,117,622.37,38,33.004,8,0.5634,68,30,96,25.42,48,472,5822.85,59.374,25.04,33.52,0.2718
2019,SVC000001609,4.0958,450,361.21,59,9.402,43,0.49,115,41,27,97.87,27,461,16234.94,220.781,95.38,66.87,0.3351
2023,SVC000001610,35.3599,276,8.19,43,34.105,24,0.0235,29,23,151,59.9,16,190,945.23,43.336,15.34,32.07,0.3409
2010,SVC000001611,70.856,316,182.24,43,25.926,21,0.1077,58,76,189,66.55,21,563,38366.35,8.66,37.05,1.95,0.3539
2023,SVC000001612,9.1171,439,840.77,57,16.167,36,0.2935,140,73,194,4.26,4,56,42782.21,203.181,68.67,62.85,0.0828
2023,SVC000001613,14.5492,243,326.02,43,7.685,0,0.2066,48,70,13,91.59,36,242,43498.07,154.914,4.6,1.15,0.0223
2022,SVC000001614,14.5013,470,515.99,27,31.403,7,0.3411,118,9,69,7.33,9,306,39727.7,208.579,98.79,69.29,0.222
2014,SVC000001615,36.4674,333,82.69,88,26.742,42,0.6345,6,63,164,58.79,56,383,41468.22,36.373,83.31,50.32,0.4635
2013,SVC000001616,105.1895,474,506.47,4,36.837,16,0.1726,43,45,199,87.65,26,9,16734.01,39.932,38.64,14.98,0.9086
2012,SVC000001617,11.0046,62,449.53,13,4.289,43,0.8423,129,32,8,32.5,54,6,45864.44,9.059,91.73,28.74,0.4098
2014,SVC000001618,72.2457,478,235.73,92,10.322,13,0.6811,128,7,10,91.95,59,354,9082.93,230.572,54.45,11.15,0.7514
2011,SVC000001619,5.8978,398,872.6,54,32.705,42,0.1646,147,10,70,56.03,9,455,44381.54,85.956,78.71,73.12,0.8301
2014,SVC000001620,71.9359,87,562.51,61,25.631,30,0.5255,65,35,68,114.41,32,285,23597.7,42.66,37.82,35.56,0.1079
2013,SVC000001621,37.695,228,513.25,87,0.239,21,0.1748,67,22,97,83.6,34,300,3618.4,224.399,63.25,10.64,0.6549
2025,SVC000001622,50.6301,413,356.85,11,0.305,28,0.0333,53,32,115,5.56,52,53,23189.88,46.192,30.49,84.79,0.9592
2023,SVC000001623,74.6772,27,154.32,26,13.143,45,0.047,108,59,176,90.33,39,104,10926.53,238.553,22.69,51.24,0.2763
2014,SVC000001624,22.5823,464,550.39,79,6.679,24,0.623,95,50,60,118.77,28,671,12019.58,87.7,56.83,40.32,0.2316
2012,SVC000001625,73.1554,424,103.72,53,8.923,15,0.0153,82,40,62,32.06,22,122,19075.95,241.822,42.58,98.14,0.0351
2021,SVC000001626,94.0455,217,52.98,91,29.561,26,0.5183,85,27,51,62.27,20,608,47534.64,124.02,48.87,10.97,0.3425
2018,SVC000001627,84.8146,475,536.76,46,26.212,32,0.413,85,74,83,114.31,26,599,35458.27,92.163,72.95,36.59,0.3536
2022,SVC000001628,74.9377,180,704.69,11,26.153,35,0.4081,141,54,122,106.27,44,116,10887.51,175.089,39.36,92.43,0.1337
2013,SVC000001629,88.8038,89,645.57,28,39.873,0,0.7936,104,50,77,73.41,1,494,30773.31,3.36,33.15,88.85,0.0782
2009,SVC000001630,33.1339,225,250.39,95,21.419,25,0.4821,0,36,18,108.63,43,44,18447.27,15.893,21.33,17.3,0.5656
2017,SVC000001631,34.885,4,77.6,75,23.024,12,0.5978,49,69,69,15.83,53,420,1547.58,156.665,94.48,10.3,0.1581
2020,SVC000001632,24.0991,336,198.62,31,4.067,48,0.3425,95,79,190,107.82,2,405,48665.02,82.237,62.49,27.4,0.643
2010,SVC000001633,0.4772,177,579.18,22,10.656,17,0.1449,87,73,172,119.77,47,519,11007.5,115.943,67.12,14.76,0.984
2019,SVC000001634,44.6683,298,787.27,0,35.605,17,0.9788,76,32,170,38.06,23,451,31027.28,133.109,77.6,74.8,0.3701
2023,SVC000001635,38.6424,225,124.35,19,2.827,34,0.0167,139,55,187,15.56,42,196,36178.38,144.406,35.23,57.69,0.2729
2009,SVC000001636,90.3185,113,689.32,99,9.364,1,0.2968,55,24,149,46.24,41,493,49575.79,11.667,43.76,15.79,0.5672
2025,SVC000001637,61.1736,305,686.04,85,4.565,39,0.6556,19,68,191,72.1,22,688,19201.42,211.939,29.34,9.64,0.1711
2014,SVC000001638,13.9627,361,332.98,8,10.314,17,0.2247,89,32,80,88.27,5,319,44488.69,107.111,3.81,61.58,0.2541
2022,SVC000001639,105.6328,187,112.75,49,21.679,45,0.9412,119,44,27,60.19,28,249,1448.92,108.836,28.58,51.76,0.4394
2025,SVC000001640,12.7329,16,429.14,34,35.291,2,0.0882,103,66,92,70.63,26,627,48650.89,53.847,63.34,40.66,0.2464
2015,SVC000001641,50.617,310,544.71,89,3.809,37,0.6263,74,26,129,23.41,55,402,37346.26,237.637,15.2,54.54,0.2823
2016,SVC000001642,95.9491,309,545.39,9,25.588,6,0.1579,84,20,126,7.93,44,224,14138.74,217.812,9.4,7.41,0.0491
2025,SVC000001643,30.3192,303,519.66,59,15.575,35,0.7086,138,35,197,75.91,54,347,38903.34,121.009,45.93,68.99,0.8781
2023,SVC000001644,43.8193,21,404.27,71,36.055,23,0.5961,76,30,156,52.69,3,595,42338.41,236.847,48.89,21.0,0.5083
2009,SVC000001645,21.5194,257,132.34,77,31.758,42,0.5975,81,1,109,19.14,30,174,10308.28,47.036,97.73,27.59,0.3815
2025,SVC000001646,66.6995,422,747.64,17,19.663,39,0.8355,11,1,141,87.02,7,559,2252.04,47.084,46.61,24.98,0.8475
2018,SVC000001647,88.0056,285,718.39,12,34.8,34,0.9636,8,5,198,16.58,49,613,34574.52,159.957,63.51,91.37,0.059
2014,SVC000001648,13.9997,384,530.45,88,13.968,15,0.0458,149,69,17,103.1,47,548,17727.92,243.946,96.03,86.75,0.412
2024,SVC000001649,62.8208,492,775.12,2,39.247,15,0.131,70,79,30,25.1,41,465,34006.17,35.257,90.43,26.05,0.0869
2024,SVC000001650,92.0269,312,554.97,42,30.001,14,0.3476,29,10,142,79.96,4,288,21943.93,171.85,95.13,62.81,0.7
2017,SVC000001651,38.701,38,801.06,74,14.591,20,0.4027,14,55,17,26.12,17,578,17852.18,32.113,81.8,13.76,0.9458
2015,SVC000001652,19.9281,48,776.22,94,23.435,42,0.241,82,42,111,73.46,10,630,2993.74,66.389,86.06,70.75,0.1467
2023,SVC000001653,108.2942,481,836.82,22,25.7,49,0.9464,121,35,198,37.33,51,443,21642.31,26.202,69.24,80.08,0.858
2011,SVC000001654,36.1693,419,509.15,27,25.304,3,0.5128,82,31,144,81.29,30,315,46812.39,0.422,75.04,39.79,0.3444
2016,SVC000001655,22.4114,371,758.22,92,9.964,29,0.4511,76,16,190,75.53,15,194,36283.84,106.673,2.13,14.24,0.1397
2009,SVC000001656,63.3675,417,252.52,54,39.069,39,0.1923,57,18,190,91.11,46,346,37817.9,6.182,78.37,42.98,0.6195
2011,SVC000001657,60.0166,154,299.53,96,25.416,0,0.2615,27,52,143,29.88,48,132,29673.06,200.68,77.4,48.63,0.0772
2019,SVC000001658,73.1537,58,528.88,33,30.856,11,0.0344,60,0,150,73.25,25,201,37928.59,97.651,75.77,61.85,0.4795
2021,SVC000001659,52.7868,187,664.98,25,9.153,3,0.7863,111,29,144,110.02,23,211,8566.97,34.777,88.7,63.57,0.6029
2021,SVC000001660,17.8069,93,489.11,96,5.67,7,0.8205,71,28,39,77.74,56,354,25287.95,102.235,59.44,32.86,0.1337
2022,SVC000001661,15.402,408,692.59,94,12.347,8,0.4133,66,50,170,116.86,32,611,6147.78,228.8,65.41,93.05,0.7987
2011,SVC000001662,33.3301,458,548.14,51,1.459,26,0.0878,37,16,176,29.2,29,382,31966.98,75.47,13.88,94.3,0.4712
2025,SVC000001663,25.5102,153,169.51,35,29.863,25,0.3019,80,68,8,85.57,26,437,48647.32,36.799,19.32,30.62,0.9663
2019,SVC000001664,96.3163,368,437.53,68,34.805,20,0.0259,120,69,19,27.45,5,671,8616.97,238.899,0.55,84.21,0.5111
2009,SVC000001665,29.6024,290,674.05,18,13.301,50,0.5938,69,42,85,18.31,55,59,19928.09,102.752,76.56,76.56,0.34
2014,SVC000001666,94.6285,419,883.72,19,33.174,14,0.1466,15,61,132,16.03,56,64,48592.87,132.883,24.22,55.01,0.8132
2012,SVC000001667,44.4196,390,252.46,20,13.181,31,0.1686,124,75,77,54.97,56,76,9371.75,198.221,16.14,86.85,0.5065
2024,SVC000001668,0.5317,139,101.22,28,24.258,28,0.6309,102,67,34,38.2,11,293,809.0,230.879,86.96,94.28,0.2797
2021,SVC000001669,33.3618,233,749.38,66,16.671,12,0.9402,43,21,183,65.0,31,552,26127.98,56.199,29.73,86.57,0.9682
2024,SVC000001670,57.0699,443,433.65,20,5.695,18,0.156,124,67,189,59.97,46,649,14373.85,137.679,49.29,41.81,0.9306
2017,SVC000001671,111.586,116,667.5,28,12.802,41,0.3005,113,4,41,6.17,12,279,33733.06,132.116,18.14,80.44,0.5956
2012,SVC000001672,54.8611,107,658.37,76,13.57,8,0.9042,69,40,142,12.15,60,587,40303.66,167.688,48.28,65.94,0.131
2014,SVC000001673,41.0132,498,579.35,84,13.113,4,0.8281,52,67,147,76.03,36,626,44686.18,215.067,99.06,85.71,0.2594
2010,SVC000001674,5.9433,260,122.71,38,20.912,34,0.0647,2,40,87,6.83,50,405,45869.48,68.249,50.8,30.02,0.935
2013,SVC000001675,66.8514,363,500.58,61,18.299,17,0.769,122,15,187,79.24,27,69,25731.81,69.969,99.23,19.87,0.3855
2025,SVC000001676,44.5015,390,558.64,56,1.355,31,0.5771,140,33,12,75.38,32,283,46117.74,82.963,1.09,56.42,0.6886
2015,SVC000001677,23.8426,293,336.86,73,37.765,40,0.4405,86,23,78,61.07,41,491,25665.18,217.58,91.23,63.44,0.7726
2014,SVC000001678,111.2187,272,300.82,16,14.672,31,0.023,39,27,119,84.25,38,524,20505.25,13.348,51.29,8.75,0.1141
2014,SVC000001679,88.7868,110,685.48,60,19.113,28,0.8783,146,22,19,110.63,28,40,7725.54,111.422,18.36,1.62,0.5934
2010,SVC000001680,86.7689,285,468.3,33,18.818,22,0.7717,134,65,71,98.94,28,670,44607.97,158.623,23.5,99.92,0.9445
2019,SVC000001681,33.235,234,798.89,60,36.497,38,0.4037,134,70,49,74.48,18,453,37829.4,194.186,11.3,80.67,0.0588
2021,SVC000001682,118.4131,76,804.38,76,35.577,4,0.6146,44,5,5,53.97,24,159,24369.25,112.909,68.64,49.14,0.4996
2009,SVC000001683,5.0632,278,332.92,99,10.556,41,0.2722,24,62,170,80.57,48,534,18656.93,238.382,95.74,76.8,0.0217
2022,SVC000001684,76.5353,98,542.5,70,23.506,29,0.8077,49,13,110,44.67,52,91,49232.31,229.73,28.64,86.52,0.2905
2025,SVC000001685,43.3264,206,294.89,92,5.056,8,0.1669,113,1,120,79.81,14,563,5538.79,159.963,82.98,73.39,0.8342
2018,SVC000001686,74.5385,485,684.85,66,16.975,42,0.857,38,8,104,17.73,21,458,15477.65,8.687,10.15,29.58,0.7073
2021,SVC000001687,94.0726,273,419.43,92,39.201,47,0.9911,115,33,85,32.89,10,654,41668.34,132.347,35.1,81.48,0.7341
2023,SVC000001688,9.5587,313,795.89,26,18.455,30,0.0819,12,57,155,66.51,6,120,7574.13,100.088,15.62,96.12,0.4354
2014,SVC000001689,67.9298,102,322.09,78,17.36,43,0.0751,37,38,57,6.98,27,252,7318.7,239.628,74.78,86.96,0.4479
2022,SVC000001690,111.7209,370,513.95,18,4.381,29,0.1744,43,59,35,108.54,7,652,15877.05,78.141,72.62,52.59,0.1215
2019,SVC000001691,75.849,78,456.65,96,32.832,32,0.6053,60,24,25,79.85,22,687,19222.97,87.683,50.52,46.73,0.854
2009,SVC000001692,59.8301,32,187.32,99,3.315,29,0.4624,150,73,87,9.51,35,661,9088.6,148.246,12.21,58.49,0.2136
2016,SVC000001693,96.0252,227,671.2,79,26.908,0,0.439,63,70,34,21.18,7,278,33370.11,39.411,72.71,4.39,0.5427
2023,SVC000001694,47.6043,451,350.99,93,2.43,12,0.623,2,48,31,63.37,33,347,32524.4,165.156,73.88,39.19,0.7621
2016,SVC000001695,83.6664,136,179.62,30,18.41,1,0.6064,72,40,168,95.83,9,215,36178.91,73.415,82.12,97.01,0.5239
2016,SVC000001696,96.0955,16,723.06,33,3.551,11,0.1736,105,49,44,88.19,38,323,45833.02,1.443,20.04,18.36,0.1737
2015,SVC000001697,35.9046,6,459.27,22,24.351,7,0.1599,93,61,40,72.04,5,313,11421.51,39.367,18.82,71.79,0.1161
2019,SVC000001698,49.1157,24,642.47,20,31.963,33,0.4106,13,35,153,75.71,49,29,3473.09,192.605,33.22,66.5,0.3615
2011,SVC000001699,90.8878,298,180.83,97,25.021,50,0.8728,33,59,135,69.47,44,468,35599.14,3.616,56.16,62.04,0.1063
2022,SVC000001700,100.9549,62,609.66,1,22.804,6,0.7832,64,11,138,16.58,58,692,15366.49,148.91,50.07,20.23,0.6206
2018,SVC000001701,70.887,451,828.37,38,33.506,0,0.3746,52,75,147,12.99,30,586,40255.39,214.678,86.28,68.84,0.7559
2015,SVC000001702,34.0851,3,530.82,44,2.012,6,0.7067,41,35,27,103.51,47,61,1469.13,153.836,51.25,64.77,0.4739
2011,SVC000001703,28.8632,142,224.86,6,37.959,3,0.4559,37,32,13,23.49,58,188,28851.94,95.389,34.67,22.91,0.4091
2012,SVC000001704,79.9823,50,476.54,4,31.01,5,0.8545,0,9,18,110.43,60,304,22151.7,11.296,31.4,85.78,0.9302
2013,SVC000001705,93.6544,69,808.8,8,9.176,23,0.7932,125,23,153,105.57,36,426,15016.55,234.707,10.75,47.02,0.8659
2023,SVC000001706,31.5525,353,291.79,44,12.547,37,0.5445,32,20,168,59.09,18,33,26403.88,158.44,94.59,52.25,0.0883
2022,SVC000001707,22.2796,125,656.06,80,10.307,48,0.5396,150,76,60,37.91,13,128,14240.65,135.363,73.72,37.72,0.6456
2017,SVC000001708,35.8397,219,82.72,72,18.593,42,0.4192,102,63,149,98.06,6,620,41114.67,65.456,10.0,62.86,0.9536
2013,SVC000001709,90.5728,9,1.28,45,16.636,35,0.2811,102,53,83,119.2,48,95,21162.59,101.133,58.59,4.72,0.6983
2018,SVC000001710,34.3289,126,352.21,57,34.978,28,0.6769,127,1,149,78.79,29,324,48159.06,230.087,29.01,1.85,0.6032
2024,SVC000001711,20.625,486,128.49,87,5.4,23,0.508,146,53,116,80.77,21,143,36847.52,222.024,47.59,11.02,0.506
2025,SVC000001712,26.5791,74,189.18,61,27.857,25,0.9992,125,69,152,96.84,6,518,33509.49,43.838,43.92,94.49,0.8902
2019,SVC000001713,103.1082,500,682.84,56,19.046,34,0.457,50,20,100,94.75,3,679,31856.88,112.468,12.18,45.65,0.6861
2023,SVC000001714,87.9583,471,855.98,58,38.315,4,0.2141,128,79,16,47.1,15,456,8896.38,131.532,95.83,17.38,0.5924
2009,SVC000001715,117.4974,323,357.59,2,5.122,29,0.5842,1,52,55,6.34,24,300,18832.87,155.455,69.74,86.69,0.827
2009,SVC000001716,43.3545,400,198.91,65,27.098,12,0.7729,91,50,32,76.0,26,162,22354.23,79.339,88.18,33.01,0.9345
2009,SVC000001717,78.3276,464,67.9,73,24.003,46,0.7897,63,45,33,64.29,3,268,42748.27,84.513,40.29,48.88,0.5129
2025,SVC000001718,73.6877,123,318.01,55,29.57,27,0.8602,106,59,167,113.48,24,471,46493.29,64.648,65.05,24.35,0.4515
2016,SVC000001719,44.5668,101,174.0,11,22.533,8,0.201,60,69,43,68.81,28,322,33048.66,187.42,4.09,48.43,0.7166
2021,SVC000001720,45.6749,170,373.85,14,19.075,9,0.9732,49,59,51,36.92,7,667,26124.35,233.666,39.58,38.14,0.8192
2010,SVC000001721,35.938,477,445.39,94,18.619,29,0.9545,67,67,39,23.2,7,597,23395.72,235.373,15.44,87.12,0.095
2015,SVC000001722,85.0761,197,71.89,7,14.659,44,0.1761,3,52,101,101.48,14,431,27831.69,184.909,75.02,68.34,0.2212
2011,SVC000001723,111.1352,98,599.0,98,13.133,39,0.6404,20,43,84,97.15,17,29,10741.4,47.812,26.48,51.89,0.4221
2020,SVC000001724,38.9643,258,865.32,50,30.78,20,0.8441,68,26,31,81.19,46,560,36474.66,40.297,48.14,62.47,0.756
2016,SVC000001725,38.9734,490,731.69,43,32.368,4,0.0739,4,22,83,19.66,15,234,48260.33,89.814,43.78,75.94,0.9546
2013,SVC000001726,10.4635,225,43.64,37,8.667,42,0.3519,63,19,81,3.35,60,180,10076.43,154.601,85.38,2.08,0.4494
2017,SVC000001727,37.3366,350,93.01,49,35.539,20,0.2737,3,4,182,48.61,0,408,49950.87,76.121,43.15,86.15,0.0045
2018,SVC000001728,10.0537,122,577.4,61,21.539,48,0.707,13,20,40,62.75,26,386,45156.15,206.462,54.53,50.26,0.7768
2024,SVC000001729,105.6098,339,378.48,0,12.152,8,0.7271,102,71,147,71.25,46,636,48387.78,135.183,38.84,45.21,0.3317
2015,SVC000001730,66.6949,469,795.9,31,21.805,27,0.1747,73,45,99,74.89,1,136,21163.14,79.036,94.14,40.58,0.2728
2013,SVC000001731,105.312,259,499.14,37,2.238,25,0.4449,114,72,19,57.2,37,682,23127.09,211.113,87.12,46.93,0.5946
2019,SVC000001732,115.3491,251,790.19,26,35.234,8,0.2121,148,30,39,99.81,20,661,29301.12,159.154,11.54,16.17,0.4081
2012,SVC000001733,25.8932,348,95.13,27,10.299,1,0.3202,34,72,122,84.23,32,514,41864.3,193.971,81.12,36.16,0.0623
2022,SVC000001734,16.4333,125,790.41,27,31.599,44,0.1965,15,70,6,97.91,28,166,11067.13,175.068,40.41,40.25,0.0426
2024,SVC000001735,34.4974,33,634.04,83,9.961,47,0.55,26,3,66,62.75,35,228,17574.17,37.083,0.72,47.96,0.9753
2023,SVC000001736,76.8385,83,682.01,46,13.361,15,0.7353,103,60,81,85.42,9,319,35225.58,49.845,41.67,63.28,0.9869
2018,SVC000001737,113.6616,466,215.42,69,37.786,7,0.7323,94,68,189,85.1,0,390,38829.31,23.258,41.09,95.74,0.4953
2013,SVC000001738,31.6877,36,8.3,51,16.108,30,0.1852,39,21,130,28.91,57,18,33229.67,205.901,16.5,41.85,0.512
2018,SVC000001739,76.1908,60,550.84,91,2.761,32,0.4967,20,56,1,98.83,8,215,29510.3,200.078,95.45,64.92,0.1423
2019,SVC000001740,95.1899,394,860.01,74,18.561,12,0.4837,37,48,0,17.42,15,40,22455.51,81.632,9.75,22.16,0.9806
2018,SVC000001741,104.666,495,247.69,87,38.59,5,0.6421,85,27,191,85.81,12,483,15741.22,107.624,16.16,18.56,0.3891
2014,SVC000001742,73.5201,91,486.04,94,18.905,15,0.8899,120,32,90,19.75,42,614,4944.79,157.671,8.22,89.63,0.9766
2014,SVC000001743,12.7512,280,125.96,58,16.322,29,0.109,58,43,198,19.47,28,203,44418.35,83.975,67.06,42.38,0.8133
2024,SVC000001744,50.3443,279,322.32,37,35.576,9,0.0722,129,32,107,86.6,17,595,45403.52,204.283,69.01,81.64,0.5561
2013,SVC000001745,110.0904,37,62.84,53,21.891,40,0.3677,82,70,96,83.74,11,96,42582.01,70.341,58.2,95.17,0.4573
2022,SVC000001746,36.1305,312,58.13,82,0.591,8,0.845,18,53,190,45.93,58,270,14205.73,167.79,95.8,15.29,0.7668
2009,SVC000001747,76.2676,249,292.71,77,27.214,48,0.9984,115,32,49,27.11,59,485,48691.88,62.811,84.96,71.25,0.1568
2018,SVC000001748,100.2887,168,91.44,71,5.058,26,0.1049,72,65,113,29.05,59,225,47876.5,133.563,50.01,29.73,0.3412
2014,SVC000001749,102.9088,0,357.03,93,0.391,12,0.1185,114,37,180,24.75,23,612,25470.77,115.704,60.76,64.1,0.0519
2012,SVC000001750,110.2239,297,687.51,13,10.905,3,0.4865,6,50,181,92.68,6,206,35012.32,102.562,35.98,74.05,0.2408
2015,SVC000001751,108.367,213,337.43,52,13.553,17,0.9393,94,74,142,105.4,23,118,5711.52,98.851,49.16,49.18,0.2874
2023,SVC000001752,45.1741,114,312.07,54,13.196,15,0.9958,48,11,85,51.72,27,551,37495.91,188.979,54.3,57.06,0.5023
2017,SVC000001753,94.2802,99,551.82,8,15.501,39,0.3391,23,76,86,28.8,19,563,5853.05,181.176,37.31,52.59,0.6832
2018,SVC000001754,110.5193,215,248.47,77,25.001,8,0.6586,62,63,124,53.9,8,646,42204.43,173.798,74.77,73.89,0.4403
2014,SVC000001755,34.1334,90,219.04,39,22.35,28,0.247,119,55,200,55.12,26,646,7522.17,142.059,50.08,85.27,0.4306
2024,SVC000001756,95.3025,271,68.03,1,11.576,44,0.5831,9,55,132,17.9,56,158,13769.49,135.984,80.94,78.58,0.1519
2016,SVC000001757,70.1506,376,526.74,41,2.785,29,0.5401,16,17,163,37.73,48,646,26909.16,205.611,68.73,21.65,0.8752
2011,SVC000001758,18.4697,149,296.68,17,22.432,45,0.6353,91,37,66,5.32,19,504,41584.45,246.499,9.53,27.6,0.0856
2020,SVC000001759,85.5548,189,132.07,38,39.582,20,0.0501,43,32,71,8.14,38,237,15789.22,70.817,72.04,10.51,0.478
2012,SVC000001760,64.7399,485,102.29,80,19.979,1,0.0402,139,76,174,18.38,53,436,34799.91,7.459,0.7,51.58,0.8755
2010,SVC000001761,104.519,434,104.23,55,35.473,2,0.9353,119,43,87,53.77,3,291,35032.89,22.685,45.37,6.09,0.8334
2025,SVC000001762,112.2341,353,389.58,44,30.39,28,0.378,129,70,160,6.92,41,645,5926.57,184.248,63.24,83.72,0.5904
2017,SVC000001763,117.3552,238,613.73,88,34.998,26,0.7517,90,12,153,99.67,28,252,44458.38,20.463,12.66,86.1,0.4883
2011,SVC000001764,112.6343,130,212.85,24,36.285,19,0.55,68,16,91,43.04,57,117,41987.05,222.808,65.21,23.67,0.632
2015,SVC000001765,11.7674,368,310.93,61,14.675,40,0.48,117,35,162,77.16,30,645,24089.0,231.777,55.58,54.67,0.0714
