edu_att_reference_year,edu_att_country_iso2,edu_att_region_nuts_code,edu_att_age_group,edu_att_sex,edu_att_isc_level,edu_att_early_school_leavers_rate_pct,edu_att_tertiary_attainment_rate_pct,edu_att_vet_participation_rate_pct,edu_att_adult_learning_rate_pct,edu_att_neet_rate_pct,edu_att_pisa_reading_score,edu_att_pisa_math_score,edu_att_pisa_science_score,edu_att_digital_skills_students_pct,edu_att_teacher_shortage_index,edu_att_education_expenditure_pct_gdp,edu_att_eurostat_table_code,edu_att_survey_weight,edu_att_data_extract_date
2019,EE,DE818,45_54,M,ISCED_5_8,13.34,18.48,48.33,10.97,9.76,488,506,534,42.48,18.99,3.95,edat_lfse_29,3.745,2025-03-20
2020,IT,BE663,55_64,X,ISCED_3_4,8.23,21.04,13.36,19.58,18.17,503,511,469,32.42,21.33,5.53,edat_lfs_9912,1.8976,2025-04-25
2021,PT,CZ67,15_24,F,ISCED_0_2,20.25,24.3,38.59,4.37,13.46,420,472,459,47.77,9.04,3.56,edat_lfse_03,0.3144,2024-09-13
2022,BE,GR553,25_34,M,ISCED_5_8,3.45,26.66,49.95,18.15,13.66,486,486,480,62.42,57.97,7.24,edat_lfse_14,2.6996,2024-04-02
2023,FI,IT55,35_44,X,ISCED_3_4,6.21,39.32,50.23,3.54,9.28,437,483,484,34.2,64.49,5.75,edat_lfse_29,4.3649,2024-05-07
2024,LV,ES494,45_54,F,ISCED_0_2,8.35,29.83,47.68,19.68,13.95,453,421,414,79.76,37.48,6.53,edat_lfs_9912,1.6754,2025-07-02
2025,RO,EE399,55_64,M,ISCED_5_8,7.83,54.5,38.32,17.85,9.13,436,391,448,33.71,23.38,5.42,edat_lfse_03,4.4101,2024-04-27
2006,BG,PT975,15_24,X,ISCED_3_4,13.64,49.8,39.52,6.06,9.88,513,517,452,28.66,19.14,5.71,edat_lfse_14,2.7681,2024-11-22
2007,FR,ES716,25_34,F,ISCED_0_2,9.19,22.35,47.63,8.9,7.45,392,436,419,47.33,66.35,3.88,edat_lfse_29,1.717,2025-04-12
2008,LT,IT1,35_44,M,ISCED_5_8,11.53,42.74,27.33,5.88,7.47,409,458,403,41.68,38.46,4.12,edat_lfs_9912,2.3584,2024-06-11
2009,SK,SE37,45_54,X,ISCED_3_4,12.94,56.78,41.29,9.93,15.59,411,422,433,45.08,67.07,6.49,edat_lfse_03,1.7834,2025-12-27
2010,HR,LU18,55_64,F,ISCED_0_2,14.36,25.72,26.56,6.9,9.86,421,419,416,30.48,8.51,3.4,edat_lfse_14,4.5552,2025-06-19
2011,DE,DE749,15_24,M,ISCED_5_8,9.68,26.13,32.47,3.66,9.66,442,464,430,63.1,62.8,5.16,edat_lfse_29,2.8528,2025-03-17
2012,LU,GR54,25_34,X,ISCED_3_4,12.3,55.42,34.15,7.22,5.37,497,477,485,28.01,44.09,4.8,edat_lfs_9912,2.7155,2024-05-07
2013,SI,EE84,35_44,F,ISCED_0_2,8.61,39.86,22.55,9.71,6.41,404,416,392,40.54,62.07,4.43,edat_lfse_03,0.6052,2025-05-01
2014,CY,CZ81,45_54,M,ISCED_5_8,9.9,45.84,33.51,10.37,5.23,469,451,467,45.7,32.64,5.26,edat_lfse_14,3.1523,2026-02-02
2015,GR,LU6,55_64,X,ISCED_3_4,8.95,43.6,39.21,9.82,12.75,449,474,467,50.87,23.05,3.7,edat_lfse_29,2.7042,2025-10-04
2016,MT,FR3,15_24,F,ISCED_0_2,13.94,50.35,22.34,17.04,15.02,490,515,521,74.5,61.13,6.05,edat_lfs_9912,3.6386,2024-11-16
2017,ES,LT317,25_34,M,ISCED_5_8,8.76,29.98,39.23,18.29,7.45,477,488,466,41.74,57.14,7.2,edat_lfse_03,3.0646,2024-12-24
2018,CZ,BG4,35_44,X,ISCED_3_4,12.44,54.28,53.08,15.41,18.31,441,431,490,25.54,8.4,3.16,edat_lfse_14,3.6566,2024-08-05
2019,HU,HU1,45_54,F,ISCED_0_2,12.11,40.41,39.18,15.59,16.78,436,419,444,35.52,63.99,4.01,edat_lfse_29,1.056,2025-01-21
2020,NL,HU4,55_64,M,ISCED_5_8,14.95,34.59,28.18,15.77,20.78,504,494,513,61.07,77.47,4.17,edat_lfs_9912,4.2406,2024-03-12
2021,SE,RO29,15_24,X,ISCED_3_4,16.79,24.19,17.03,4.86,9.89,458,450,435,54.33,28.83,5.04,edat_lfse_03,1.0217,2024-03-15
2022,DK,AT986,25_34,F,ISCED_0_2,10.38,39.57,48.68,10.29,11.32,456,417,430,36.33,17.45,3.6,edat_lfse_14,1.506,2024-04-09
2023,IE,IT2,35_44,M,ISCED_5_8,13.89,31.27,21.51,6.61,16.63,475,476,436,78.27,17.94,4.26,edat_lfse_29,4.7125,2025-09-30
2024,PL,AT569,45_54,X,ISCED_3_4,13.11,40.95,20.29,15.76,5.62,490,465,498,63.99,31.71,3.21,edat_lfs_9912,3.9549,2024-10-29
2025,AT,MT7,55_64,F,ISCED_0_2,15.22,24.11,59.38,6.02,16.65,536,537,518,76.58,49.17,5.98,edat_lfse_03,1.8565,2024-09-05
2006,EE,SE539,15_24,M,ISCED_5_8,4.74,23.68,35.25,11.8,5.26,555,582,540,67.26,17.07,5.14,edat_lfse_14,0.5442,2025-07-20
2007,IT,SI69,25_34,X,ISCED_3_4,13.32,38.83,46.69,12.64,13.83,406,441,404,77.71,60.54,5.85,edat_lfse_29,0.3889,2025-09-09
2008,PT,LT14,35_44,F,ISCED_0_2,11.48,43.22,30.29,8.83,7.0,441,414,442,39.89,11.46,4.91,edat_lfs_9912,4.6972,2024-05-16
2009,BE,FI82,45_54,M,ISCED_5_8,11.79,20.73,43.02,14.03,10.87,458,424,424,62.11,44.29,3.66,edat_lfse_03,4.6429,2025-03-14
2010,FI,DE150,55_64,X,ISCED_3_4,5.87,22.68,22.87,4.28,6.4,548,547,563,27.66,23.81,4.37,edat_lfse_14,3.022,2024-08-22
2011,LV,CZ188,15_24,F,ISCED_0_2,10.99,54.86,17.91,8.97,8.85,447,438,475,33.21,45.65,6.2,edat_lfse_29,0.5547,2024-02-09
2012,RO,DK68,25_34,M,ISCED_5_8,13.99,30.19,19.47,8.71,16.21,508,487,485,27.37,55.45,6.64,edat_lfs_9912,2.4507,2026-01-03
2013,BG,SK31,35_44,X,ISCED_3_4,17.35,25.21,36.4,5.75,14.61,457,452,508,53.9,57.26,5.2,edat_lfse_03,3.4486,2026-01-10
2014,FR,AT9,45_54,F,ISCED_0_2,9.4,54.65,29.09,14.22,6.95,496,535,476,57.02,44.71,6.79,edat_lfse_14,4.0657,2025-10-29
2015,LT,BE868,55_64,M,ISCED_5_8,4.64,22.03,51.14,13.63,11.3,517,492,495,27.18,10.22,4.05,edat_lfse_29,4.4351,2025-11-09
2016,SK,PL522,15_24,X,ISCED_3_4,17.91,53.99,14.48,6.76,20.44,430,428,455,45.5,45.55,6.06,edat_lfs_9912,3.0316,2024-11-02
2017,HR,RO8,25_34,F,ISCED_0_2,6.65,61.74,15.5,14.82,14.87,457,465,450,50.6,39.45,6.31,edat_lfse_03,2.4176,2024-10-09
2018,DE,SI794,35_44,M,ISCED_5_8,8.82,22.33,54.42,9.3,9.08,455,448,428,76.66,44.54,4.72,edat_lfse_14,4.561,2025-10-09
2019,LU,LT4,45_54,X,ISCED_3_4,8.32,30.73,39.46,6.34,4.34,510,522,510,75.6,27.45,5.34,edat_lfse_29,3.5081,2025-06-27
2020,SI,LU691,55_64,F,ISCED_0_2,11.76,34.67,23.44,11.25,11.82,455,488,442,52.76,18.17,7.32,edat_lfs_9912,1.9738,2025-01-21
2021,CY,ES17,15_24,M,ISCED_5_8,9.35,24.37,49.46,12.24,26.56,516,467,475,52.45,75.75,3.47,edat_lfse_03,3.5416,2025-02-18
2022,GR,PL4,25_34,X,ISCED_3_4,13.95,51.4,41.74,3.34,17.06,528,462,473,69.6,41.03,3.72,edat_lfse_14,3.0759,2024-11-27
2023,MT,NL71,35_44,F,ISCED_0_2,13.96,36.28,42.9,9.44,8.85,521,535,517,53.53,34.2,3.53,edat_lfse_29,0.8668,2025-03-19
2024,ES,DK835,45_54,M,ISCED_5_8,16.64,48.53,34.42,12.36,6.82,420,461,430,91.9,60.44,7.27,edat_lfs_9912,4.7941,2026-02-01
2025,CZ,LV6,55_64,X,ISCED_3_4,9.07,27.99,39.4,4.91,16.13,499,482,503,30.47,65.29,4.85,edat_lfse_03,4.4198,2025-10-21
2006,HU,PT218,15_24,F,ISCED_0_2,4.36,48.46,50.83,10.72,19.52,467,497,459,76.0,17.5,5.24,edat_lfse_14,3.1745,2026-02-13
2007,NL,RO731,25_34,M,ISCED_5_8,7.91,37.74,10.94,18.97,17.53,560,552,544,25.5,27.28,5.83,edat_lfse_29,4.0348,2025-09-25
2008,SE,SI546,35_44,X,ISCED_3_4,9.73,37.01,36.15,17.17,6.01,489,484,535,63.34,16.79,5.67,edat_lfs_9912,3.4362,2024-07-19
2009,DK,LV250,45_54,F,ISCED_0_2,7.54,40.25,14.24,9.55,10.41,493,482,534,76.23,33.25,7.62,edat_lfse_03,3.596,2025-10-28
2010,IE,MT336,55_64,M,ISCED_5_8,5.2,30.63,47.12,6.81,15.27,453,441,449,49.52,47.29,6.63,edat_lfse_14,0.9499,2025-08-10
2011,PL,SK22,15_24,X,ISCED_3_4,12.63,18.15,23.53,15.47,10.39,497,447,466,29.59,31.16,5.1,edat_lfse_29,1.9265,2025-06-15
2012,AT,BE34,25_34,F,ISCED_0_2,14.41,44.25,46.8,11.98,12.55,428,415,398,78.06,31.9,5.8,edat_lfs_9912,0.7505,2026-01-02
2013,EE,SK194,35_44,M,ISCED_5_8,4.67,31.06,19.85,13.57,13.79,463,451,478,44.71,64.34,4.52,edat_lfse_03,3.8446,2024-05-05
2014,IT,BE5,45_54,X,ISCED_3_4,8.84,40.85,36.13,17.21,17.98,439,479,465,43.73,30.71,5.25,edat_lfse_14,0.3068,2024-08-27
2015,PT,LV57,55_64,F,ISCED_0_2,4.37,23.28,45.78,17.37,8.65,422,443,475,47.14,40.42,5.2,edat_lfse_29,3.254,2024-08-15
2016,BE,MT41,15_24,M,ISCED_5_8,16.9,35.92,18.92,5.81,14.58,484,471,449,35.22,37.81,3.41,edat_lfs_9912,4.2653,2024-09-21
2017,FI,GR26,25_34,X,ISCED_3_4,9.36,64.18,13.72,13.1,10.82,472,500,496,44.31,54.55,6.43,edat_lfse_03,3.9687,2024-04-04
2018,LV,ES81,35_44,F,ISCED_0_2,3.79,63.11,49.96,19.43,13.61,456,429,428,59.71,53.42,5.23,edat_lfse_14,3.9,2024-06-27
2019,RO,HU51,45_54,M,ISCED_5_8,11.8,31.81,46.88,11.17,7.36,483,467,495,78.11,50.04,5.74,edat_lfse_29,3.2422,2024-06-04
2020,BG,HU579,55_64,X,ISCED_3_4,15.63,42.93,38.57,19.78,11.14,437,458,492,74.45,25.44,6.44,edat_lfs_9912,4.3945,2026-01-02
2021,FR,LT118,15_24,F,ISCED_0_2,10.48,38.11,39.75,2.95,9.16,445,429,447,24.45,70.0,3.78,edat_lfse_03,3.5736,2024-08-06
2022,LT,HR985,25_34,M,ISCED_5_8,13.1,40.36,21.95,19.72,8.43,496,431,449,63.26,22.2,6.08,edat_lfse_14,3.5565,2026-02-18
2023,SK,IT32,35_44,X,ISCED_3_4,6.3,47.54,25.7,7.36,11.01,510,455,514,36.62,10.17,7.12,edat_lfse_29,2.064,2024-03-26
2024,HR,PT61,45_54,F,ISCED_0_2,13.2,22.04,36.1,9.62,13.02,465,425,434,38.63,42.6,4.77,edat_lfs_9912,3.277,2025-07-10
2025,DE,HR87,55_64,M,ISCED_5_8,11.68,37.22,35.52,5.57,13.51,456,463,463,60.88,66.08,3.67,edat_lfse_03,1.6068,2025-09-10
2006,LU,IT144,15_24,X,ISCED_3_4,4.13,44.32,35.26,3.45,10.32,452,477,473,70.5,55.23,5.91,edat_lfse_14,1.7411,2024-10-06
2007,SI,GR4,25_34,F,ISCED_0_2,11.28,30.28,18.77,2.7,14.31,419,404,416,64.27,64.99,4.86,edat_lfse_29,4.0367,2025-09-06
2008,CY,HU85,35_44,M,ISCED_5_8,8.6,63.11,47.67,15.7,18.6,476,454,433,47.86,55.36,6.05,edat_lfs_9912,3.6888,2024-05-26
2009,GR,AT355,45_54,X,ISCED_3_4,12.7,47.56,46.24,3.93,11.5,413,436,424,65.7,13.85,6.7,edat_lfse_03,1.8509,2024-07-03
2010,MT,DK157,55_64,F,ISCED_0_2,8.98,39.16,30.35,5.02,10.79,483,532,471,35.79,29.32,6.81,edat_lfse_14,1.2565,2025-02-06
2011,ES,DK887,15_24,M,ISCED_5_8,11.24,25.93,17.87,10.59,6.54,514,534,527,55.03,11.68,6.48,edat_lfse_29,4.3597,2024-07-12
2012,CZ,IE6,25_34,X,ISCED_3_4,6.56,59.25,51.96,9.67,13.34,469,459,477,56.29,21.41,5.25,edat_lfs_9912,1.339,2025-05-27
2013,HU,IT963,35_44,F,ISCED_0_2,10.02,25.59,41.74,3.3,15.39,452,436,449,51.76,31.79,3.73,edat_lfse_03,0.5679,2025-06-14
2014,NL,BG867,45_54,M,ISCED_5_8,13.2,53.58,24.34,16.41,13.3,506,461,466,76.22,47.95,6.23,edat_lfse_14,2.617,2024-10-16
2015,SE,LT70,55_64,X,ISCED_3_4,7.76,49.23,41.58,11.23,15.48,571,531,529,53.0,22.92,4.7,edat_lfse_29,4.0029,2024-06-24
2016,DK,FI828,15_24,F,ISCED_0_2,12.31,30.45,13.58,14.4,15.44,505,482,515,50.62,51.44,6.33,edat_lfs_9912,4.5572,2024-11-04
2017,IE,DK868,25_34,M,ISCED_5_8,4.05,31.4,26.44,14.33,10.35,502,474,491,52.08,66.25,7.04,edat_lfse_03,4.4667,2024-01-20
2018,PL,PL602,35_44,X,ISCED_3_4,10.68,45.24,13.2,12.76,9.87,468,505,489,62.93,66.8,5.16,edat_lfse_14,4.5213,2024-12-31
2019,AT,MT673,45_54,F,ISCED_0_2,7.09,30.52,15.03,4.84,4.94,444,493,494,30.39,60.68,4.55,edat_lfse_29,2.6345,2025-06-03
2020,EE,HR38,55_64,M,ISCED_5_8,15.24,23.5,21.8,14.91,19.92,532,500,498,41.99,52.36,7.38,edat_lfs_9912,3.7011,2025-01-19
2021,IT,SI17,15_24,X,ISCED_3_4,17.17,52.85,22.69,19.67,22.65,493,477,475,77.76,72.9,5.76,edat_lfse_03,0.2594,2024-05-04
2022,PT,RO98,25_34,F,ISCED_0_2,12.17,24.02,47.47,19.38,12.97,506,507,541,82.25,39.9,6.1,edat_lfse_14,0.3744,2024-06-23
2023,BE,FI32,35_44,M,ISCED_5_8,10.1,38.25,19.62,18.15,6.76,433,453,419,93.84,28.68,6.61,edat_lfse_29,3.557,2024-07-12
2024,FI,AT5,45_54,X,ISCED_3_4,11.52,19.18,36.33,4.77,4.95,467,460,479,60.4,58.93,3.87,edat_lfs_9912,0.2446,2025-06-06
2025,LV,IE728,55_64,F,ISCED_0_2,11.71,20.14,21.4,10.6,16.64,443,454,426,68.73,49.17,4.62,edat_lfse_03,1.1829,2024-11-13
2006,RO,CZ4,15_24,M,ISCED_5_8,8.43,20.23,50.34,13.75,21.0,449,449,444,28.79,19.86,5.05,edat_lfse_14,2.9372,2025-05-08
2007,BG,BE1,25_34,X,ISCED_3_4,5.34,30.22,18.39,4.08,11.49,490,456,511,53.59,58.26,7.06,edat_lfse_29,2.745,2025-11-05
2008,FR,IE874,35_44,F,ISCED_0_2,9.08,40.63,34.96,9.56,8.07,491,512,443,32.24,51.47,3.85,edat_lfs_9912,3.2064,2024-11-25
2009,LT,GR49,45_54,M,ISCED_5_8,12.1,45.94,15.53,5.32,4.97,476,503,455,33.05,37.46,5.09,edat_lfse_03,0.9997,2025-03-04
2010,SK,HR925,55_64,X,ISCED_3_4,11.41,24.3,40.15,18.51,4.62,509,471,511,61.25,55.47,6.36,edat_lfse_14,1.6173,2025-09-01
2011,HR,CZ857,15_24,F,ISCED_0_2,14.32,29.02,26.39,18.81,5.51,453,426,403,37.46,21.33,7.08,edat_lfse_29,4.6192,2024-04-10
2012,DE,DK54,25_34,M,ISCED_5_8,9.91,48.53,50.57,14.53,11.07,423,451,421,48.79,49.61,4.53,edat_lfs_9912,1.0151,2025-08-19
2013,LU,HU152,35_44,X,ISCED_3_4,13.58,38.16,37.88,7.32,13.33,533,496,476,53.14,11.17,4.84,edat_lfse_03,2.5665,2024-11-08
2014,SI,LV62,45_54,F,ISCED_0_2,12.34,20.6,25.06,14.06,13.86,479,463,452,50.84,20.1,6.12,edat_lfse_14,2.5304,2024-11-03
2015,CY,BG89,55_64,M,ISCED_5_8,12.94,30.63,16.61,9.04,15.36,518,489,497,28.62,46.91,4.59,edat_lfse_29,4.7935,2024-10-27
2016,GR,HU2,15_24,X,ISCED_3_4,11.17,18.02,25.79,3.47,18.6,396,388,434,36.57,11.53,3.76,edat_lfs_9912,2.0968,2024-07-31
2017,MT,DK777,25_34,F,ISCED_0_2,14.72,44.24,10.42,9.26,10.67,496,465,464,71.83,40.6,6.41,edat_lfse_03,3.1002,2024-01-05
2018,ES,MT771,35_44,M,ISCED_5_8,7.75,54.56,46.83,7.39,13.37,516,520,503,43.28,32.0,5.13,edat_lfse_14,1.5188,2024-09-19
2019,CZ,DK1,45_54,X,ISCED_3_4,12.94,43.57,58.1,18.7,13.03,393,418,415,64.42,22.65,6.13,edat_lfse_29,4.4556,2024-05-06
2020,HU,LU28,55_64,F,ISCED_0_2,9.46,21.31,23.26,8.93,14.53,514,474,484,37.75,60.09,6.0,edat_lfs_9912,1.4309,2024-03-28
2021,NL,DE528,15_24,M,ISCED_5_8,17.52,50.05,26.42,9.44,13.61,458,500,439,50.13,65.71,4.01,edat_lfse_03,3.7369,2025-09-22
2022,SE,HR438,25_34,X,ISCED_3_4,4.63,29.45,26.58,7.72,8.68,535,586,590,92.63,57.19,7.22,edat_lfse_14,2.1349,2024-07-11
2023,DK,SI53,35_44,F,ISCED_0_2,8.53,24.32,44.57,3.42,17.73,545,506,487,34.52,34.73,6.96,edat_lfse_29,1.8293,2025-09-03
2024,IE,SK393,45_54,M,ISCED_5_8,9.0,20.22,19.85,18.4,10.91,464,442,428,88.49,75.55,6.8,edat_lfs_9912,2.3538,2024-05-07
2025,PL,LT356,55_64,X,ISCED_3_4,11.28,37.66,47.33,16.33,9.13,433,429,433,39.2,28.07,5.54,edat_lfse_03,0.3227,2024-09-07
2006,AT,EE96,15_24,F,ISCED_0_2,5.64,45.18,59.69,9.12,21.66,428,461,461,52.27,11.4,5.73,edat_lfse_14,3.3956,2025-04-10
2007,EE,DE833,25_34,M,ISCED_5_8,11.35,58.94,16.3,18.9,15.6,528,501,515,46.13,48.01,6.09,edat_lfse_29,1.0541,2024-11-03
2008,IT,RO95,35_44,X,ISCED_3_4,13.0,36.07,12.4,3.49,16.39,442,485,437,55.19,36.53,4.67,edat_lfs_9912,2.5649,2025-11-24
2009,PT,LV149,45_54,F,ISCED_0_2,7.15,24.41,30.81,12.99,7.54,431,430,450,32.69,66.32,5.74,edat_lfse_03,0.8793,2024-08-10
2010,BE,SI8,55_64,M,ISCED_5_8,5.23,20.55,52.0,13.16,18.09,491,509,524,36.43,44.54,5.14,edat_lfse_14,2.6786,2025-10-06
2011,FI,FR714,15_24,X,ISCED_3_4,17.0,40.15,38.33,11.79,19.2,522,559,590,27.87,42.18,7.51,edat_lfse_29,2.6407,2024-11-28
2012,LV,SK367,25_34,F,ISCED_0_2,8.27,41.5,44.19,15.7,16.28,400,398,435,59.42,32.25,4.93,edat_lfs_9912,1.6729,2024-09-18
2013,RO,BG5,35_44,M,ISCED_5_8,15.3,31.46,35.06,18.53,14.05,476,532,534,63.92,47.01,7.29,edat_lfse_03,4.3668,2024-03-23
2014,BG,LU87,45_54,X,ISCED_3_4,6.34,19.06,28.1,12.47,9.66,475,436,466,35.39,25.93,3.73,edat_lfse_14,3.0887,2024-05-29
2015,FR,MT374,55_64,F,ISCED_0_2,12.31,39.58,25.12,15.14,11.36,515,473,507,58.88,40.03,3.4,edat_lfse_29,4.2787,2026-02-17
2016,LT,LV1,15_24,M,ISCED_5_8,14.8,48.58,11.94,4.52,10.68,470,443,467,48.24,40.95,4.32,edat_lfs_9912,4.6549,2026-01-03
2017,SK,MT725,25_34,X,ISCED_3_4,11.24,43.56,27.47,14.84,17.18,500,504,502,21.28,56.89,4.31,edat_lfse_03,0.6414,2024-05-01
2018,HR,LT2,35_44,F,ISCED_0_2,9.81,42.23,30.94,6.61,8.98,429,414,427,82.22,33.79,6.55,edat_lfse_14,2.7947,2024-04-20
2019,DE,ES63,45_54,M,ISCED_5_8,4.97,23.26,29.79,18.26,12.58,430,435,419,59.75,67.47,5.3,edat_lfse_29,4.5683,2025-09-08
2020,LU,ES34,55_64,X,ISCED_3_4,12.9,39.46,16.83,11.84,9.32,471,493,501,66.78,45.88,6.45,edat_lfs_9912,0.5679,2025-11-11
2021,SI,FR43,15_24,F,ISCED_0_2,10.16,31.47,44.31,13.16,19.95,472,427,465,61.84,47.39,3.14,edat_lfse_03,1.6958,2026-02-12
2022,CY,EE472,25_34,M,ISCED_5_8,6.9,48.53,29.2,14.4,4.29,418,432,467,54.08,34.47,3.42,edat_lfse_14,1.4325,2025-10-06
2023,GR,ES85,35_44,X,ISCED_3_4,5.68,54.96,17.49,15.27,12.82,460,457,466,90.68,69.49,6.69,edat_lfse_29,0.3181,2024-01-21
2024,MT,NL54,45_54,F,ISCED_0_2,9.28,27.95,33.81,8.31,12.73,403,389,410,48.21,74.67,5.46,edat_lfs_9912,4.7705,2024-08-21
2025,ES,FR6,55_64,M,ISCED_5_8,4.27,26.27,32.57,8.66,9.06,426,452,469,29.45,37.57,4.85,edat_lfse_03,4.7127,2025-01-24
2006,CZ,GR39,15_24,X,ISCED_3_4,15.53,55.17,41.6,5.51,16.32,441,431,452,31.44,43.89,6.73,edat_lfse_14,3.1328,2025-05-05
2007,HU,PL43,25_34,F,ISCED_0_2,3.78,25.6,23.81,15.75,9.83,491,503,529,51.42,10.66,6.7,edat_lfse_29,3.4969,2025-12-08
2008,NL,LU3,35_44,M,ISCED_5_8,14.15,42.3,35.68,11.29,8.27,500,476,466,43.23,23.2,7.77,edat_lfs_9912,1.7345,2024-09-20
2009,SE,CY21,45_54,X,ISCED_3_4,14.62,30.25,10.47,10.56,14.62,531,528,507,29.2,25.6,6.28,edat_lfse_03,3.379,2024-03-15
2010,DK,IT910,55_64,F,ISCED_0_2,12.32,24.24,43.89,11.84,7.12,580,547,520,57.98,52.24,4.87,edat_lfse_14,3.5417,2025-02-26
2011,IE,GR87,15_24,M,ISCED_5_8,12.92,35.58,21.66,2.79,12.43,505,548,486,54.57,37.73,4.59,edat_lfse_29,3.4931,2024-03-30
2012,PL,FR444,25_34,X,ISCED_3_4,11.52,42.59,34.63,11.86,11.74,473,455,445,61.45,57.86,6.87,edat_lfs_9912,1.8864,2025-08-08
2013,AT,BG985,35_44,F,ISCED_0_2,7.91,63.24,57.26,7.97,12.92,472,495,451,42.43,56.38,6.08,edat_lfse_03,1.2723,2026-01-04
2014,EE,DE651,45_54,M,ISCED_5_8,4.6,29.29,29.89,11.7,13.91,438,450,442,50.0,66.24,5.42,edat_lfse_14,0.5984,2024-08-22
2015,IT,HR288,55_64,X,ISCED_3_4,15.36,42.2,22.63,14.91,13.77,483,459,446,35.57,18.25,3.65,edat_lfse_29,1.7355,2024-08-21
2016,PT,IE84,15_24,F,ISCED_0_2,10.3,44.08,12.51,11.64,5.77,516,512,496,78.45,27.96,7.05,edat_lfs_9912,3.0115,2025-01-16
2017,BE,LU2,25_34,M,ISCED_5_8,12.93,33.18,14.87,10.88,11.9,527,488,482,75.65,27.13,7.17,edat_lfse_03,0.5955,2024-01-15
2018,FI,BE8,35_44,X,ISCED_3_4,12.55,52.25,11.26,17.28,16.12,430,483,455,29.94,56.99,6.19,edat_lfse_14,2.4709,2025-08-06
2019,LV,IE647,45_54,F,ISCED_0_2,9.79,35.34,30.78,10.76,12.05,471,453,486,36.19,16.2,4.31,edat_lfse_29,0.515,2025-11-28
2020,RO,PL22,55_64,M,ISCED_5_8,18.56,19.14,27.33,3.02,8.08,432,465,446,40.54,77.8,3.49,edat_lfs_9912,2.2268,2025-01-09
2021,BG,IT8,15_24,X,ISCED_3_4,12.62,48.98,39.53,3.99,20.78,422,451,458,54.19,64.83,7.1,edat_lfse_03,1.1252,2025-04-07
2022,FR,HR47,25_34,F,ISCED_0_2,12.31,48.56,41.37,15.39,14.03,491,517,518,42.33,68.28,5.14,edat_lfse_14,2.099,2025-09-13
2023,LT,FI2,35_44,M,ISCED_5_8,12.0,35.68,43.74,11.58,6.88,443,453,412,71.02,52.53,4.19,edat_lfse_29,1.9948,2024-12-31
2024,SK,LT380,45_54,X,ISCED_3_4,5.69,28.09,35.89,5.5,13.93,502,507,487,71.83,20.86,4.9,edat_lfs_9912,2.0015,2025-04-13
2025,HR,LU4,55_64,F,ISCED_0_2,10.55,27.83,36.79,7.53,10.84,451,437,430,34.35,41.7,5.32,edat_lfse_03,4.5628,2025-08-28
2006,DE,PL945,15_24,M,ISCED_5_8,4.52,20.67,12.27,3.43,12.16,419,400,448,46.61,8.0,4.05,edat_lfse_14,2.0004,2025-05-16
2007,LU,FR913,25_34,X,ISCED_3_4,11.43,46.3,27.4,13.49,11.25,428,424,480,31.15,27.84,3.66,edat_lfse_29,0.3784,2025-07-03
2008,SI,SI38,35_44,F,ISCED_0_2,12.32,43.37,19.85,11.81,18.13,448,471,476,51.4,49.93,7.15,edat_lfs_9912,1.7967,2024-07-30
2009,CY,SI34,45_54,M,ISCED_5_8,4.24,40.7,48.43,9.01,8.87,408,435,411,77.19,25.04,5.51,edat_lfse_03,3.4242,2025-03-27
2010,GR,FR746,55_64,X,ISCED_3_4,5.1,28.06,42.07,12.56,14.97,389,385,383,33.32,51.05,5.16,edat_lfse_14,3.53,2026-02-08
2011,MT,BG49,15_24,F,ISCED_0_2,15.63,35.93,41.89,13.99,16.33,536,550,529,76.47,28.64,6.35,edat_lfse_29,3.9317,2025-08-29
2012,ES,FR4,25_34,M,ISCED_5_8,6.9,39.21,16.17,5.53,18.27,529,516,503,64.51,29.49,3.97,edat_lfs_9912,2.461,2025-02-12
2013,CZ,DK82,35_44,X,ISCED_3_4,8.89,28.26,57.81,14.03,15.21,456,416,479,59.48,50.59,5.38,edat_lfse_03,2.5655,2025-02-07
2014,HU,IT9,45_54,F,ISCED_0_2,5.33,45.95,50.11,15.24,11.33,450,442,438,42.75,49.04,3.87,edat_lfse_14,2.0134,2025-05-02
2015,NL,FR967,55_64,M,ISCED_5_8,10.48,37.75,39.74,14.43,16.82,569,498,569,36.88,17.25,6.47,edat_lfse_29,4.3855,2025-07-11
2016,SE,IE281,15_24,X,ISCED_3_4,5.14,30.27,15.35,15.33,14.77,517,559,542,53.32,17.07,3.54,edat_lfs_9912,2.7947,2025-10-01
2017,DK,CY845,25_34,F,ISCED_0_2,12.69,31.41,13.33,9.95,14.9,498,453,451,25.42,19.39,6.51,edat_lfse_03,2.6244,2024-10-29
2018,IE,ES666,35_44,M,ISCED_5_8,7.04,38.12,22.57,14.03,17.43,519,495,495,61.14,58.68,3.38,edat_lfse_14,0.5763,2024-12-01
2019,PL,LV5,45_54,X,ISCED_3_4,12.87,24.92,43.64,12.28,10.59,440,482,496,46.75,57.1,6.27,edat_lfse_29,2.6058,2024-08-22
2020,AT,EE75,55_64,F,ISCED_0_2,4.47,50.06,46.51,11.85,22.29,454,474,411,26.37,52.46,4.29,edat_lfs_9912,2.8424,2025-02-09
2021,EE,DK66,15_24,M,ISCED_5_8,15.22,47.23,42.89,9.72,8.72,549,563,531,27.9,36.7,3.91,edat_lfse_03,0.4123,2024-12-02
