imm_refugee_arrival_month,imm_refugee_resettlement_agency_id,imm_refugee_case_size,imm_refugee_nationality_code,imm_refugee_refugee_category_code,imm_refugee_special_immigrant_visa_flag,imm_refugee_screening_completed_flag,imm_refugee_medical_clearance_flag,imm_refugee_travel_loan_amount_inr,imm_refugee_initial_cash_assistance_inr,imm_refugee_housing_placement_days,imm_refugee_school_enrollment_within_30d,imm_refugee_employment_within_90d,imm_refugee_english_training_enrollment,imm_refugee_healthcare_linkage_within_30d,imm_refugee_trauma_services_referral_flag,imm_refugee_secondary_migration_within_1yr,imm_refugee_public_benefit_uptake_rate,imm_refugee_self_sufficiency_score,imm_refugee_followup_contact_count
2024-01,RA008,4,PAK,FAMILY_REUN,0,0,1,288061,77207,81,1,0,0,0,1,0,13.29,68.4,25
2023-02,RA052,6,NPL,FAMILY_REUN,0,1,1,97054,50767,87,0,1,0,0,1,1,81.35,45.4,12
2021-03,RA043,7,ERI,SIV,0,0,0,189147,47901,173,1,0,1,1,0,0,65.04,35.4,19
2021-02,RA018,4,UKR,TEMP_PROTECTION,0,0,1,200941,34711,66,0,0,0,1,0,1,79.15,61.4,26
2019-03,RA052,6,BGD,TEMP_PROTECTION,1,1,1,122851,51522,116,1,1,0,0,1,1,95.05,53.6,26
2022-03,RA039,3,ERI,ASYLUM,1,0,0,180992,106537,173,1,0,1,0,1,1,49.62,23.2,25
2024-05,RA031,5,LKA,HUMANITARIAN_PAROLE,1,0,0,159373,143933,77,0,1,1,1,0,0,28.83,33.6,10
2021-11,RA014,4,AFG,FAMILY_REUN,1,1,1,187129,24218,66,0,1,1,0,0,1,77.95,3.4,22
2023-05,RA039,7,LKA,HUMANITARIAN_PAROLE,1,0,0,300465,128449,41,0,1,0,1,0,0,84.46,19.4,19
2022-10,RA033,6,SDN,ASYLUM,1,0,0,81193,8632,63,0,0,1,0,0,1,68.63,33.6,26
2024-08,RA029,7,SSD,ASYLUM,0,1,0,75462,29884,127,1,1,0,1,1,1,84.9,97.2,0
2025-11,RA044,6,SYR,UNHCR,0,0,1,160039,47388,72,0,0,1,1,0,1,73.03,52.7,11
2020-10,RA060,2,SSD,FAMILY_REUN,0,1,1,327693,41063,180,0,1,1,1,0,0,95.75,70.1,12
2023-12,RA033,7,SSD,TEMP_PROTECTION,1,1,0,201315,131382,89,1,0,1,0,1,1,57.07,67.4,25
2019-06,RA035,8,SSD,TEMP_PROTECTION,0,0,1,257626,34675,6,0,1,0,0,0,1,38.05,98.1,3
2023-04,RA002,7,IRQ,ASYLUM,0,0,0,352446,9899,6,0,1,1,0,1,0,68.05,55.6,26
2025-01,RA035,4,IRN,ASYLUM,0,1,0,137065,116379,121,0,0,1,0,0,1,6.91,58.5,11
2025-03,RA032,4,IRN,FAMILY_REUN,0,1,0,183088,105636,163,1,0,1,1,0,1,49.84,30.0,5
2025-01,RA036,5,UKR,UNHCR,0,0,0,163209,4502,115,0,1,0,1,1,1,77.34,62.6,12
2021-05,RA046,9,MMR,UNHCR,1,0,0,384437,148036,12,1,0,0,0,0,0,16.9,75.8,13
2022-07,RA055,5,IRN,UNHCR,1,0,1,331782,51167,19,1,1,0,0,1,1,40.04,10.3,11
2025-02,RA050,2,MMR,UNHCR,0,1,0,263248,128057,52,1,1,0,1,1,0,35.03,48.0,20
2021-10,RA023,5,ERI,SIV,0,0,1,297724,72398,85,1,0,0,1,0,0,33.5,42.2,28
2021-07,RA005,3,SSD,FAMILY_REUN,1,0,0,38899,4055,179,1,0,1,0,1,0,65.06,11.4,19
2022-10,RA047,8,SSD,FAMILY_REUN,1,0,0,104932,149316,96,1,1,1,0,1,1,49.75,34.1,1
2019-04,RA016,2,SYR,FAMILY_REUN,0,0,1,157028,11876,60,0,1,0,0,1,1,79.73,53.5,30
2019-02,RA040,4,IRQ,TEMP_PROTECTION,0,1,1,62774,105722,124,0,1,1,1,0,0,5.78,65.0,25
2019-05,RA024,5,SOM,UNHCR,1,1,1,228259,123066,101,0,1,1,1,1,0,45.39,28.9,26
2022-10,RA053,4,SSD,UNHCR,1,0,1,375289,12219,115,1,0,0,1,0,0,1.4,47.6,21
2025-07,RA058,5,SSD,TEMP_PROTECTION,0,0,0,106135,108118,89,0,1,0,1,1,1,22.09,73.4,11
2020-07,RA040,4,IRN,TEMP_PROTECTION,0,1,0,344865,149346,95,1,0,0,0,1,1,77.54,42.2,5
2022-02,RA028,3,IRQ,ASYLUM,1,0,1,114301,94697,60,1,1,1,1,1,1,10.61,94.1,21
2023-11,RA025,1,IRQ,SIV,0,1,1,53696,48108,55,0,0,0,0,1,0,10.56,3.1,3
2025-07,RA007,4,MMR,TEMP_PROTECTION,1,1,1,6428,74007,93,0,1,0,1,1,0,40.14,26.0,23
2024-12,RA038,9,SOM,FAMILY_REUN,0,1,1,343321,33622,39,0,0,0,0,1,0,77.69,13.3,0
2020-08,RA007,1,IRN,SIV,0,1,1,141385,96066,80,0,1,1,0,0,1,63.8,54.1,25
2025-04,RA055,7,AFG,TEMP_PROTECTION,1,0,1,4140,29676,62,0,0,1,1,0,1,78.18,17.7,7
2024-08,RA051,3,SDN,FAMILY_REUN,0,1,1,2792,16781,131,1,0,1,0,0,1,4.95,74.2,7
2023-05,RA022,8,MMR,UNHCR,0,0,1,330403,80963,153,1,0,0,0,1,0,56.37,91.8,20
2023-07,RA022,6,IRN,UNHCR,1,0,0,87496,3503,94,1,1,1,1,0,1,45.33,20.7,24
2022-03,RA027,1,IRQ,FAMILY_REUN,1,1,0,198630,32617,61,0,0,0,0,1,1,89.6,90.7,11
2021-12,RA057,5,BGD,HUMANITARIAN_PAROLE,1,1,1,250430,77599,145,1,0,0,1,0,0,73.73,63.2,24
2023-10,RA033,8,SYR,UNHCR,0,1,0,364636,52947,9,0,1,1,1,1,1,42.43,19.6,25
2020-03,RA045,3,SDN,ASYLUM,1,0,1,289233,33399,35,1,1,0,1,0,1,55.38,73.7,3
2019-01,RA032,4,UKR,TEMP_PROTECTION,1,1,0,262747,81808,129,0,1,1,0,0,1,42.48,9.1,15
2019-09,RA039,7,SDN,UNHCR,1,1,1,203636,117724,59,1,0,0,0,0,1,44.11,69.2,13
2020-11,RA032,6,MMR,ASYLUM,1,1,0,7150,12984,174,1,0,0,1,0,0,63.41,86.1,13
2023-04,RA001,7,SSD,SIV,0,0,1,113193,62886,72,1,0,1,1,1,0,21.65,95.0,1
2021-02,RA010,9,IRQ,UNHCR,1,1,0,56048,927,159,1,0,0,0,1,0,33.32,5.5,16
2023-12,RA045,9,SYR,TEMP_PROTECTION,0,1,0,221510,59371,178,0,1,1,1,1,0,27.92,6.2,23
2020-06,RA004,2,MMR,UNHCR,0,1,1,241406,91777,66,1,0,1,1,0,1,80.08,93.0,7
2025-06,RA029,3,SYR,TEMP_PROTECTION,1,0,0,284490,106573,80,1,1,0,1,1,0,94.19,79.0,26
2023-10,RA007,4,IRQ,SIV,1,1,0,81478,93353,76,1,0,0,0,1,0,41.43,77.4,6
2024-05,RA038,6,NPL,TEMP_PROTECTION,1,0,0,188202,148517,67,1,1,0,0,0,0,7.71,74.3,12
2025-05,RA006,5,SDN,ASYLUM,0,0,0,68311,105014,81,1,1,0,0,0,0,9.36,71.7,28
2025-07,RA053,6,AFG,HUMANITARIAN_PAROLE,1,0,1,227126,146358,55,0,0,0,1,0,1,39.96,61.3,30
2024-09,RA011,8,MMR,TEMP_PROTECTION,1,0,1,396855,94378,98,1,0,0,1,0,0,39.5,81.3,30
2020-02,RA055,2,SSD,TEMP_PROTECTION,1,0,1,90702,21121,13,1,0,0,1,1,1,14.62,3.4,10
2025-06,RA009,6,IRN,ASYLUM,0,1,0,181662,50851,143,1,1,0,1,0,1,80.71,74.0,18
2022-10,RA030,9,SOM,FAMILY_REUN,1,1,1,126450,114979,75,0,1,0,0,1,1,50.01,58.3,18
2024-09,RA022,5,ERI,FAMILY_REUN,0,0,0,328530,16964,74,1,0,0,0,0,0,10.91,90.7,9
2025-03,RA058,1,UKR,FAMILY_REUN,0,0,0,311735,4200,65,0,1,0,1,0,1,9.87,93.6,23
2021-08,RA039,8,IRQ,TEMP_PROTECTION,0,0,0,73336,97130,32,1,0,1,0,0,0,44.6,24.1,27
2023-03,RA009,4,MMR,SIV,1,0,1,383689,141559,12,0,0,0,1,0,0,11.68,78.9,10
2024-09,RA055,8,SDN,ASYLUM,1,1,1,72111,138142,29,0,0,0,1,1,1,56.12,95.7,15
2020-03,RA038,4,SDN,TEMP_PROTECTION,0,1,0,43955,124009,25,0,0,0,0,0,1,38.5,26.7,7
2023-05,RA051,8,SYR,UNHCR,1,0,0,94535,71516,113,0,1,1,0,0,1,91.97,85.1,1
2024-11,RA046,9,IRN,TEMP_PROTECTION,0,0,1,390400,102229,12,0,0,0,1,1,1,41.89,58.7,13
2024-09,RA033,5,SYR,FAMILY_REUN,1,0,0,215900,43952,67,0,1,1,1,0,1,61.44,39.5,16
2020-03,RA026,5,UKR,ASYLUM,1,1,0,292393,62959,122,1,1,1,0,1,1,81.14,82.4,16
2021-06,RA016,2,IRQ,UNHCR,1,0,1,283721,122040,32,1,1,0,0,1,0,30.29,87.0,10
2025-06,RA009,9,PAK,ASYLUM,0,1,1,378089,68781,142,0,1,0,0,1,0,51.19,28.3,0
2020-12,RA023,4,SSD,SIV,1,1,0,149000,26392,144,0,1,0,1,0,1,12.09,79.4,18
2021-11,RA015,3,NPL,FAMILY_REUN,0,0,1,247665,37256,5,1,0,1,0,1,0,43.28,5.0,0
2024-09,RA019,2,MMR,HUMANITARIAN_PAROLE,1,1,0,161310,101439,4,0,1,1,0,0,0,37.58,41.8,23
2019-12,RA042,3,SYR,TEMP_PROTECTION,1,0,0,44639,31715,160,1,0,1,0,1,0,42.82,7.0,23
2025-12,RA016,4,UKR,FAMILY_REUN,1,1,1,294145,119198,53,0,0,0,1,1,0,10.74,29.4,24
2022-10,RA025,9,ERI,FAMILY_REUN,1,0,0,18199,6546,143,1,0,0,0,0,0,39.84,95.0,3
2024-09,RA035,6,LKA,SIV,0,0,1,362724,132208,173,0,0,1,0,1,1,87.03,73.5,23
2021-12,RA051,5,UKR,UNHCR,0,0,1,191732,88128,151,0,1,1,0,0,1,93.71,75.6,6
2022-12,RA013,9,SSD,FAMILY_REUN,1,0,1,329130,149207,124,1,1,1,0,1,0,24.17,13.4,19
2024-07,RA046,8,SDN,UNHCR,0,0,0,360133,39312,4,1,0,1,1,0,0,30.05,57.9,0
2023-06,RA007,6,SDN,UNHCR,0,0,1,261575,79756,124,0,0,0,0,0,1,0.96,38.9,27
2021-12,RA034,3,MMR,SIV,0,1,0,223231,15448,75,1,0,0,1,1,1,11.56,73.4,10
2023-04,RA058,7,ERI,FAMILY_REUN,1,1,0,365354,113398,49,0,0,1,0,1,0,34.51,15.7,12
2020-10,RA014,6,UKR,TEMP_PROTECTION,1,0,1,333528,43851,168,0,0,0,0,0,1,68.51,28.2,2
2022-02,RA023,8,SDN,SIV,1,1,0,155821,80532,80,0,0,1,0,1,1,29.22,89.9,23
2024-02,RA023,6,SYR,SIV,1,0,1,130171,39268,112,0,1,1,0,0,0,7.54,17.0,7
2024-05,RA017,4,IRQ,HUMANITARIAN_PAROLE,0,1,1,203892,37741,19,1,1,0,0,1,0,73.09,63.2,11
2019-03,RA013,7,NPL,TEMP_PROTECTION,0,1,1,261462,148207,177,0,1,0,0,0,1,46.68,31.5,1
2019-08,RA058,7,BGD,SIV,1,0,0,306882,748,124,0,1,0,1,0,0,51.92,8.2,22
2022-03,RA027,8,SDN,HUMANITARIAN_PAROLE,1,0,1,87272,82186,34,1,0,1,1,1,0,32.6,22.4,0
2020-06,RA002,2,UKR,UNHCR,1,1,1,207221,130895,177,1,1,1,1,0,0,61.3,86.9,19
2019-03,RA037,6,SSD,TEMP_PROTECTION,0,1,1,343614,110997,160,0,1,0,1,0,0,89.08,91.1,13
2020-06,RA030,3,IRQ,TEMP_PROTECTION,1,1,0,159979,42148,66,0,0,0,1,1,1,55.38,42.0,29
2025-08,RA004,8,AFG,UNHCR,1,1,0,341835,22297,137,0,1,0,0,1,0,58.75,62.1,14
2019-01,RA030,4,SSD,ASYLUM,1,1,1,301245,63160,40,0,0,1,0,0,1,37.36,52.0,22
2021-02,RA003,4,PAK,TEMP_PROTECTION,0,1,1,356028,39577,167,1,0,1,0,1,0,8.26,28.0,3
2023-04,RA058,2,SDN,ASYLUM,1,0,1,179806,52372,133,0,0,0,0,0,0,42.85,34.5,19
2019-12,RA014,6,SSD,UNHCR,0,1,0,321180,54681,160,1,0,0,1,0,0,92.46,52.7,29
2022-02,RA011,6,SOM,FAMILY_REUN,1,0,0,16674,148158,15,0,0,1,1,1,0,68.02,69.5,30
2022-05,RA040,1,SOM,ASYLUM,1,1,0,175963,9890,23,1,1,0,0,1,0,49.02,35.0,26
2023-05,RA023,8,SOM,SIV,1,0,1,286036,113546,59,1,0,1,0,1,0,62.09,69.9,6
2020-01,RA041,3,AFG,TEMP_PROTECTION,0,0,0,116106,32968,120,0,1,0,1,0,0,55.85,96.1,0
2025-04,RA048,1,IRQ,ASYLUM,1,0,1,202201,147267,73,1,0,1,1,1,0,91.24,2.5,4
2020-01,RA032,1,SOM,TEMP_PROTECTION,0,0,0,382142,47323,138,1,0,1,0,0,1,22.38,16.4,13
2020-06,RA003,1,SDN,UNHCR,1,1,1,205367,78680,171,1,0,0,1,1,1,88.87,91.6,29
2020-07,RA042,5,SDN,FAMILY_REUN,0,0,0,87558,72691,2,1,1,0,0,0,1,68.85,7.2,5
2020-07,RA001,5,MMR,UNHCR,1,0,0,218162,75737,165,0,0,1,0,0,1,12.77,76.5,22
2024-10,RA009,1,SYR,FAMILY_REUN,1,1,0,163366,134577,167,1,1,0,1,1,1,37.19,62.4,6
2022-12,RA048,5,LKA,TEMP_PROTECTION,0,1,0,256297,60444,119,0,1,0,1,0,0,43.63,4.8,11
2024-11,RA009,7,BGD,ASYLUM,0,1,1,322631,7080,18,1,1,0,0,0,0,8.29,0.1,6
2024-11,RA060,5,IRN,SIV,1,0,1,213300,144479,39,0,0,1,1,0,0,55.42,50.2,17
2021-04,RA012,9,UKR,SIV,1,1,1,182362,72189,52,0,1,1,1,1,0,25.94,11.7,21
2020-07,RA001,4,AFG,UNHCR,1,0,0,18580,62803,163,1,0,1,0,0,1,45.81,87.2,15
2025-08,RA016,9,SSD,TEMP_PROTECTION,0,0,1,228381,124591,66,0,0,0,0,1,1,43.88,48.1,8
2025-09,RA030,8,SYR,FAMILY_REUN,1,0,0,393677,126230,85,1,0,1,0,0,1,52.17,23.4,6
2025-11,RA008,1,PAK,ASYLUM,0,1,0,242298,45094,88,0,0,0,1,0,1,84.62,16.8,22
2022-12,RA046,4,SSD,FAMILY_REUN,0,0,0,114048,147524,147,1,0,0,0,1,0,78.08,83.6,28
2021-05,RA046,7,SSD,FAMILY_REUN,0,0,1,249580,11383,155,1,0,1,0,0,0,87.3,71.9,13
2022-12,RA010,1,BGD,FAMILY_REUN,1,0,0,122647,55472,130,0,1,1,0,0,0,57.23,71.8,1
2020-07,RA033,8,IRN,TEMP_PROTECTION,1,1,0,397948,134090,85,0,0,1,1,0,1,61.58,8.5,29
2022-11,RA038,2,LKA,ASYLUM,1,1,0,344709,2653,107,1,0,0,1,1,1,43.05,62.5,30
2023-12,RA041,8,NPL,TEMP_PROTECTION,1,0,0,61957,63568,164,1,1,0,0,1,0,71.72,86.9,28
2022-12,RA051,4,PAK,FAMILY_REUN,0,0,1,183492,24916,120,1,1,1,1,1,0,20.49,76.6,12
2020-08,RA022,8,NPL,TEMP_PROTECTION,1,0,1,176317,139684,145,1,0,0,1,0,0,47.52,11.8,29
2020-07,RA016,1,LKA,SIV,0,0,1,294783,84195,83,0,0,1,0,1,1,71.42,94.9,6
2022-06,RA019,5,ERI,UNHCR,0,1,1,188139,98776,45,0,1,1,1,0,1,77.79,7.0,24
2025-05,RA011,9,NPL,HUMANITARIAN_PAROLE,0,0,1,45134,81535,4,0,1,1,1,0,0,24.79,55.7,18
2025-04,RA053,7,NPL,FAMILY_REUN,1,1,0,75298,112829,106,0,0,0,0,0,1,18.15,94.5,1
2023-01,RA011,3,IRN,SIV,1,0,1,49967,111458,122,1,1,1,1,1,0,28.85,82.2,5
2020-03,RA014,4,AFG,TEMP_PROTECTION,1,0,1,270184,127956,72,1,1,1,1,1,0,92.02,68.1,11
2023-12,RA039,7,ERI,SIV,0,1,1,208967,40585,80,0,0,1,1,1,0,12.91,85.6,28
2024-08,RA059,6,LKA,UNHCR,0,0,1,124970,24569,56,1,1,1,1,0,1,95.31,67.3,1
2025-07,RA026,4,PAK,UNHCR,1,0,1,37666,97202,153,1,1,0,1,1,1,99.48,5.5,16
2025-09,RA044,3,SOM,HUMANITARIAN_PAROLE,0,1,0,396420,54868,32,0,1,0,0,1,1,78.34,35.1,25
2021-03,RA020,2,AFG,HUMANITARIAN_PAROLE,0,0,1,33897,7996,96,0,1,0,0,0,1,76.04,42.7,11
2025-03,RA020,9,NPL,HUMANITARIAN_PAROLE,0,1,0,308894,30437,35,0,1,0,1,1,1,95.33,54.6,19
2023-07,RA055,3,IRQ,ASYLUM,1,1,1,227684,64802,92,0,1,0,0,1,0,29.05,23.0,8
2020-03,RA005,7,BGD,ASYLUM,1,0,0,305159,19771,21,0,0,0,0,1,0,12.9,88.1,25
2023-04,RA001,1,SDN,SIV,1,1,0,18181,50009,81,0,0,0,0,1,1,82.31,22.9,13
2021-07,RA011,8,LKA,TEMP_PROTECTION,0,1,1,380246,131203,16,0,0,1,0,1,1,17.09,65.8,2
2019-07,RA047,1,SOM,UNHCR,1,0,1,18868,19299,43,1,1,1,1,1,0,4.54,87.7,2
2020-01,RA010,2,UKR,FAMILY_REUN,1,0,1,88143,34693,179,1,1,0,1,0,1,19.65,73.3,21
2023-06,RA047,1,ERI,UNHCR,0,0,0,24107,135449,21,1,0,1,1,0,1,43.79,13.6,28
2020-01,RA028,4,SDN,ASYLUM,0,1,0,17072,23019,128,0,1,0,0,0,1,49.51,95.1,15
2020-08,RA045,2,NPL,SIV,1,0,1,224647,11763,29,0,0,0,1,1,1,6.25,9.2,5
2019-10,RA047,1,MMR,FAMILY_REUN,1,1,0,254527,5494,166,0,1,1,0,1,0,44.34,20.0,30
2023-04,RA034,1,MMR,HUMANITARIAN_PAROLE,1,0,1,308099,11563,162,1,1,1,1,0,1,60.43,13.9,7
2022-01,RA054,2,ERI,HUMANITARIAN_PAROLE,0,0,0,153887,33433,68,0,1,1,1,0,0,93.18,66.7,12
2023-04,RA013,6,NPL,ASYLUM,1,0,1,180020,29994,88,1,0,1,0,1,1,22.73,80.7,25
2021-03,RA044,2,ERI,SIV,0,1,0,128112,88618,10,0,0,0,1,1,1,21.1,23.8,21
2021-10,RA025,2,AFG,TEMP_PROTECTION,1,1,1,355266,120129,50,1,0,1,0,1,0,38.94,97.9,7
2024-02,RA023,8,SYR,UNHCR,1,1,0,28478,62573,62,1,0,0,1,1,0,98.37,13.9,7
2020-04,RA036,5,IRQ,ASYLUM,0,0,0,350065,18030,85,0,0,0,0,1,1,33.62,31.6,6
2023-11,RA060,8,IRQ,TEMP_PROTECTION,1,0,1,193231,78294,122,0,1,1,0,1,0,4.39,49.0,4
2020-09,RA012,8,MMR,TEMP_PROTECTION,0,0,0,121787,61952,33,1,1,1,0,0,0,26.56,80.9,19
2020-04,RA047,2,ERI,UNHCR,1,0,0,159969,1163,120,1,1,1,1,0,0,55.83,37.7,0
2025-09,RA045,7,ERI,FAMILY_REUN,1,0,1,292172,23217,77,0,1,0,1,1,1,41.25,18.0,12
2025-07,RA002,9,SDN,UNHCR,1,0,1,292256,79931,122,0,0,0,0,0,1,77.42,46.5,21
2020-01,RA020,8,NPL,FAMILY_REUN,1,0,1,317717,79030,19,0,0,1,0,0,1,60.73,47.6,7
2021-09,RA016,9,SDN,TEMP_PROTECTION,1,1,0,117527,37820,16,0,0,1,0,1,1,55.95,1.6,10
2023-06,RA014,8,SSD,SIV,0,0,0,314370,104217,33,1,1,0,1,0,0,32.3,2.1,29
2024-09,RA053,4,PAK,ASYLUM,1,0,1,225824,12190,98,0,0,1,0,1,1,55.18,27.8,19
2021-03,RA002,7,IRN,UNHCR,1,1,0,199133,45963,161,1,0,1,1,1,1,61.56,74.1,6
2023-04,RA049,9,SOM,SIV,0,0,0,298290,14212,146,0,1,1,1,0,1,17.92,36.6,18
2024-05,RA016,9,AFG,SIV,1,0,0,388125,53638,115,1,1,1,1,0,0,73.59,21.1,28
2022-08,RA004,4,PAK,UNHCR,0,1,1,258466,32794,113,0,0,1,0,0,0,39.29,11.3,29
2021-06,RA043,7,IRQ,HUMANITARIAN_PAROLE,1,0,1,44568,89831,96,1,0,1,1,1,1,74.23,28.1,20
2020-11,RA013,6,UKR,TEMP_PROTECTION,1,1,1,356960,84590,125,0,0,1,0,1,0,17.77,48.1,6
2025-07,RA038,3,PAK,HUMANITARIAN_PAROLE,0,0,1,221270,71446,119,0,1,0,0,1,0,65.65,9.3,15
2025-11,RA049,6,SDN,FAMILY_REUN,0,1,0,248857,49278,65,0,1,1,1,1,1,2.69,1.5,11
2020-04,RA001,8,SOM,SIV,1,0,1,194679,83399,71,0,1,1,1,0,0,15.9,12.7,10
2023-07,RA009,2,SSD,ASYLUM,0,1,1,225992,125208,92,1,1,0,0,0,0,89.11,73.8,24
2020-06,RA021,3,SSD,ASYLUM,1,0,0,342368,46474,169,0,1,0,1,0,1,46.15,46.6,8
2020-05,RA018,8,AFG,SIV,0,1,1,14350,149944,50,0,1,1,1,1,1,50.79,44.5,6
2025-03,RA043,4,MMR,HUMANITARIAN_PAROLE,0,0,0,366896,45749,176,0,0,0,1,1,0,90.76,2.0,19
2023-04,RA032,4,SSD,TEMP_PROTECTION,0,0,0,34045,12406,123,0,0,1,1,0,1,48.49,71.1,21
2022-09,RA046,2,MMR,SIV,0,0,0,238087,70409,156,1,0,0,0,1,0,65.46,20.2,28
2023-08,RA034,1,AFG,FAMILY_REUN,0,1,0,382902,80561,94,0,1,0,1,1,0,22.2,9.1,13
2023-06,RA020,7,IRN,SIV,1,1,0,383828,128367,29,1,1,0,1,0,1,8.16,84.2,3
2019-09,RA043,4,UKR,UNHCR,1,0,1,129663,110976,98,0,0,1,1,0,0,35.34,48.6,2
2020-05,RA002,6,PAK,HUMANITARIAN_PAROLE,0,0,0,7353,71637,152,0,0,0,1,1,0,79.87,74.9,8
2021-03,RA004,8,AFG,UNHCR,1,1,1,8578,99909,110,1,1,1,1,1,0,44.68,82.2,4
2022-01,RA059,7,IRN,UNHCR,0,1,1,73203,87197,112,0,1,1,1,0,1,16.82,96.5,23
2020-10,RA045,7,ERI,SIV,1,1,0,13,147254,37,0,1,0,1,1,0,54.51,62.4,2
2024-12,RA038,6,ERI,TEMP_PROTECTION,0,1,0,318693,61525,16,0,0,0,1,0,0,26.38,6.8,24
2024-07,RA007,4,ERI,SIV,0,1,1,151642,35176,73,0,1,1,1,0,0,94.67,55.8,0
2022-02,RA022,4,SOM,TEMP_PROTECTION,1,1,0,118163,125933,128,0,1,1,0,0,1,57.74,51.0,17
2024-12,RA020,9,SOM,ASYLUM,0,0,1,208376,133911,17,1,1,1,0,1,1,98.3,5.8,12
2022-08,RA058,5,MMR,TEMP_PROTECTION,1,0,0,311299,69990,173,0,1,0,1,0,1,4.31,30.6,3
2021-12,RA035,9,IRQ,UNHCR,0,0,0,355325,121558,146,0,0,1,1,0,0,1.16,41.2,17
2021-01,RA004,9,SOM,SIV,0,1,0,163479,145286,124,0,0,0,0,0,1,47.71,16.1,8
2022-06,RA060,4,SSD,ASYLUM,0,1,1,134362,93324,49,1,1,1,0,0,1,86.2,0.9,28
2020-01,RA053,2,SDN,UNHCR,1,0,0,241227,146529,119,1,1,0,1,1,0,52.44,75.7,6
2023-08,RA020,2,ERI,ASYLUM,0,0,0,127771,38862,95,1,1,1,0,0,1,87.62,85.2,14
2025-07,RA035,9,SSD,HUMANITARIAN_PAROLE,1,1,1,61282,89553,53,0,1,1,0,0,0,13.06,22.9,12
2023-03,RA033,9,SYR,FAMILY_REUN,1,0,1,389335,119088,30,0,1,0,0,0,0,69.93,0.4,1
2023-02,RA051,3,SDN,UNHCR,1,0,1,58946,133048,96,0,1,0,0,1,0,65.99,89.0,10
2025-05,RA059,5,MMR,SIV,1,1,0,210653,10921,45,0,1,0,0,1,0,54.5,13.4,26
2023-04,RA021,5,BGD,TEMP_PROTECTION,0,0,1,176831,123894,34,0,1,0,0,0,0,40.51,40.3,30
2021-09,RA045,2,SOM,HUMANITARIAN_PAROLE,0,0,1,201434,94848,48,1,0,0,0,0,1,64.71,36.6,3
2021-01,RA014,2,BGD,ASYLUM,0,1,1,236916,62563,80,0,0,1,0,0,0,55.01,16.4,28
2023-10,RA031,1,MMR,FAMILY_REUN,0,1,0,235536,31709,161,1,1,0,1,0,0,27.26,59.9,21
2022-04,RA022,2,PAK,TEMP_PROTECTION,1,1,0,331653,3444,28,1,0,0,0,1,0,10.46,91.9,17
2022-02,RA060,7,BGD,UNHCR,1,1,0,289262,33526,133,1,0,0,1,0,0,38.66,51.4,24
2019-03,RA048,1,SOM,FAMILY_REUN,1,0,1,288362,19478,0,0,0,0,0,1,0,51.24,97.3,2
2020-04,RA030,1,SOM,HUMANITARIAN_PAROLE,0,0,0,288209,63332,26,0,0,0,1,0,0,50.85,19.1,1
2019-02,RA029,9,AFG,FAMILY_REUN,1,1,0,350651,4379,139,1,1,1,1,1,0,42.56,84.9,11
2020-11,RA036,2,LKA,UNHCR,1,1,1,307162,147568,3,1,1,0,1,1,1,32.74,25.7,3
2021-06,RA049,4,IRN,HUMANITARIAN_PAROLE,0,1,0,186601,51572,79,1,1,1,1,1,1,35.05,25.1,13
2019-10,RA042,3,IRN,ASYLUM,0,0,0,150689,5283,179,1,1,0,0,1,1,26.58,11.8,15
2024-05,RA029,4,BGD,UNHCR,0,0,1,358574,17205,127,1,0,0,1,1,0,57.99,86.4,20
2020-10,RA007,7,UKR,FAMILY_REUN,0,0,1,190111,45246,10,0,0,1,0,1,1,84.99,72.5,3
2023-04,RA032,2,UKR,UNHCR,0,1,1,204151,50971,51,1,0,0,1,0,1,87.97,34.2,11
2023-08,RA013,2,LKA,HUMANITARIAN_PAROLE,0,1,1,343202,47596,83,1,0,0,0,1,0,99.37,34.9,29
2021-09,RA057,9,LKA,FAMILY_REUN,0,0,1,111605,23015,153,0,1,1,1,1,1,8.88,84.5,29
2025-08,RA013,6,PAK,ASYLUM,1,0,1,372629,116581,155,1,1,1,0,0,0,21.43,92.8,18
2021-06,RA054,7,SYR,TEMP_PROTECTION,1,1,1,19343,141607,71,1,1,0,0,1,0,73.02,60.2,18
2025-10,RA014,5,PAK,SIV,1,1,1,312557,92500,103,1,0,1,1,0,0,64.52,40.7,11
2020-12,RA006,5,UKR,ASYLUM,0,1,0,127605,98896,89,1,1,0,0,1,0,13.39,5.3,30
2019-05,RA016,4,BGD,UNHCR,0,1,0,280068,50539,154,0,1,0,0,1,1,63.1,12.7,29
2023-05,RA041,8,IRQ,SIV,1,1,0,188121,103376,96,0,1,0,1,1,0,40.65,14.2,14
2023-07,RA052,7,SSD,TEMP_PROTECTION,0,1,0,369433,91646,124,1,0,1,0,0,1,95.69,27.7,28
2020-11,RA048,2,SYR,TEMP_PROTECTION,1,1,0,225100,77837,70,1,1,1,1,1,1,85.52,25.7,2
2025-04,RA021,2,SYR,HUMANITARIAN_PAROLE,0,1,1,326551,119821,53,1,1,0,1,1,0,7.32,54.3,18
2019-10,RA053,6,ERI,TEMP_PROTECTION,1,0,1,242923,13295,45,1,1,0,0,0,1,9.0,94.4,21
2021-09,RA044,1,IRN,FAMILY_REUN,1,0,1,294210,42023,163,0,1,1,1,1,0,41.71,86.2,14
