mig_permits_reference_year,mig_permits_host_country_iso2,mig_permits_nuts_code,mig_permits_applicant_citizenship_iso2,mig_permits_permit_type_code,mig_permits_permit_reason_code,mig_permits_duration_months,mig_permits_first_permit_flag,mig_permits_renewal_flag,mig_permits_blue_card_flag,mig_permits_family_reunification_flag,mig_permits_student_permit_flag,mig_permits_seasonal_worker_flag,mig_permits_biometrics_collected_flag,mig_permits_processing_time_days_median,mig_permits_decision_outcome_code,mig_permits_appeal_lodged_flag,mig_permits_residence_permit_count,mig_permits_eurostat_table_code,mig_permits_data_extract_date
2017,FR,GR5,HR,D_VISA,FAMILY,1,1,0,0,1,0,0,1,91,REFUSED,0,125,migr_asyappctza,2025-05-30
2018,IT,CY11,IT,D_VISA,STUDY,9,0,1,0,0,1,0,0,77,PENDING,0,129,migr_resfirst,2024-03-06
2019,NL,ES586,ES,D_VISA,WORK,36,1,0,0,0,0,1,1,84,GRANTED,0,131,migr_resvalid,2024-08-20
2020,SI,LT7,GH,D_VISA,OTHER,1,1,0,0,0,0,0,1,88,WITHDRAWN,0,134,migr_resbc,2024-03-31
2021,BG,IE7,NG,D_VISA,RESEARCH,9,1,1,0,0,0,0,1,100,PARTIALLY_GRANTED,0,114,migr_reslt,2024-08-10
2022,EE,CZ99,AT,D_VISA,INVESTOR,36,0,1,0,0,0,0,1,101,REFUSED,1,132,migr_asyappctza,2024-07-28
2023,HU,SE5,GR,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,93,PENDING,0,140,migr_resfirst,2025-07-21
2024,LU,IE258,RO,D_VISA,FAMILY,9,1,0,0,1,0,0,1,75,GRANTED,0,116,migr_resvalid,2025-10-27
2025,RO,AT35,EG,D_VISA,STUDY,36,1,0,0,0,1,0,1,96,WITHDRAWN,0,120,migr_resbc,2026-01-21
2026,AT,BE945,MD,D_VISA,WORK,1,0,0,0,0,0,0,1,100,PARTIALLY_GRANTED,0,119,migr_reslt,2024-10-14
2010,CZ,AT96,UA,D_VISA,OTHER,9,1,1,0,1,0,0,1,93,REFUSED,1,132,migr_asyappctza,2025-12-16
2011,DE,FI19,FI,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,85,PENDING,0,137,migr_resfirst,2025-03-01
2012,LV,GR48,NL,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,84,GRANTED,0,131,migr_resvalid,2024-07-25
2013,PL,CZ78,CH,D_VISA,PROTECTION,9,0,1,0,0,0,0,1,87,WITHDRAWN,0,134,migr_resbc,2025-12-20
2014,ES,CY244,JP,D_VISA,FAMILY,36,1,0,0,1,0,0,1,93,PARTIALLY_GRANTED,0,135,migr_reslt,2025-01-19
2015,HR,SI2,SY,D_VISA,STUDY,1,1,1,0,0,0,0,1,97,REFUSED,1,143,migr_asyappctza,2025-04-13
2016,FI,CZ937,CZ,D_VISA,WORK,9,1,0,0,0,0,0,1,104,PENDING,0,144,migr_resfirst,2024-09-03
2017,IE,LV288,LT,D_VISA,OTHER,36,0,1,0,0,0,0,1,107,GRANTED,0,130,migr_resvalid,2026-01-15
2018,MT,LU656,AL,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,104,WITHDRAWN,0,126,migr_resbc,2024-06-05
2019,SK,GR276,IQ,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,92,PARTIALLY_GRANTED,0,132,migr_reslt,2024-10-18
2020,BE,PL889,PK,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,89,REFUSED,0,125,migr_asyappctza,2024-09-15
2021,DK,LV2,BG,D_VISA,FAMILY,1,0,0,0,1,0,0,1,112,PENDING,0,147,migr_resfirst,2024-11-13
2022,GR,HU897,IE,D_VISA,STUDY,9,1,0,0,0,1,0,1,95,GRANTED,0,151,migr_resvalid,2025-01-05
2023,LT,IT2,SI,D_VISA,WORK,36,1,0,0,0,0,0,1,95,WITHDRAWN,0,143,migr_resbc,2025-08-23
2024,PT,BG376,GE,D_VISA,OTHER,1,1,0,0,0,0,0,1,109,PARTIALLY_GRANTED,0,130,migr_reslt,2024-04-22
2025,SE,SE137,MK,D_VISA,RESEARCH,9,0,1,0,1,0,0,1,101,REFUSED,1,157,migr_asyappctza,2025-06-25
2026,CY,BE7,VN,D_VISA,INVESTOR,36,1,0,0,1,0,0,1,122,PENDING,0,154,migr_resfirst,2026-02-05
2010,FR,DE619,DE,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,109,GRANTED,0,142,migr_resvalid,2024-09-17
2011,IT,CY9,PT,D_VISA,FAMILY,9,1,1,0,1,0,0,1,117,WITHDRAWN,0,147,migr_resbc,2025-04-15
2012,NL,SK774,DZ,D_VISA,STUDY,36,0,1,0,1,1,0,1,102,PARTIALLY_GRANTED,0,139,migr_reslt,2025-06-19
2013,SI,PT376,MA,D_VISA,WORK,1,1,0,0,0,0,0,1,112,REFUSED,1,146,migr_asyappctza,2025-08-30
2014,BG,CZ77,TR,D_VISA,OTHER,9,1,0,0,0,0,0,1,117,PENDING,0,141,migr_resfirst,2025-03-09
2015,EE,PL21,EE,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,102,GRANTED,0,158,migr_resvalid,2024-08-31
2016,HU,HR30,MT,D_VISA,INVESTOR,1,0,1,0,0,0,0,1,122,WITHDRAWN,0,156,migr_resbc,2024-04-15
2017,LU,SE544,BY,D_VISA,PROTECTION,9,1,1,0,0,0,0,1,124,PARTIALLY_GRANTED,0,153,migr_reslt,2025-03-04
2018,RO,GR80,IS,D_VISA,FAMILY,36,1,1,0,1,0,0,1,122,REFUSED,0,165,migr_asyappctza,2025-12-26
2019,AT,IE2,RU,D_VISA,STUDY,1,1,1,0,0,1,0,1,122,PENDING,0,140,migr_resfirst,2024-05-31
2020,CZ,SK99,CY,D_VISA,WORK,9,0,1,1,0,0,0,1,121,GRANTED,0,171,migr_resvalid,2025-07-26
2021,DE,RO8,LV,D_VISA,OTHER,36,1,0,0,0,0,0,0,119,WITHDRAWN,0,161,migr_resbc,2025-08-06
2022,LV,DK24,SE,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,127,PARTIALLY_GRANTED,0,147,migr_reslt,2025-01-10
2023,PL,BE653,IN,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,125,REFUSED,0,167,migr_asyappctza,2025-06-04
2024,ES,BE975,NO,D_VISA,PROTECTION,36,0,1,0,0,0,0,1,130,PENDING,0,164,migr_resfirst,2024-01-17
2025,HR,IT4,BE,D_VISA,FAMILY,1,1,1,0,1,0,0,1,124,GRANTED,0,147,migr_resvalid,2024-02-25
2026,FI,CZ574,HU,D_VISA,STUDY,9,1,0,0,0,1,0,1,118,WITHDRAWN,0,177,migr_resbc,2025-03-19
2010,IE,SI373,SK,D_VISA,WORK,36,1,0,0,0,0,0,1,139,PARTIALLY_GRANTED,0,161,migr_reslt,2025-01-16
2011,MT,BG81,GB,D_VISA,OTHER,1,0,1,0,0,0,0,1,136,REFUSED,0,163,migr_asyappctza,2024-04-23
2012,SK,AT775,ME,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,133,PENDING,0,174,migr_resfirst,2024-07-15
2013,BE,ES1,US,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,144,GRANTED,0,158,migr_resvalid,2026-02-07
2014,DK,HR90,FR,D_VISA,PROTECTION,1,1,0,0,0,0,0,0,127,WITHDRAWN,0,165,migr_resbc,2025-05-25
2015,GR,HU795,PL,D_VISA,FAMILY,9,0,1,0,1,0,0,1,123,PARTIALLY_GRANTED,0,155,migr_reslt,2025-01-14
2016,LT,HU1,CN,D_VISA,STUDY,36,1,0,0,1,1,0,1,147,REFUSED,0,170,migr_asyappctza,2024-04-04
2017,PT,CZ9,KE,D_VISA,WORK,1,1,1,0,0,0,0,1,142,PENDING,0,165,migr_resfirst,2024-04-16
2018,SE,NL844,TN,D_VISA,OTHER,9,1,0,0,0,0,0,1,138,GRANTED,0,183,migr_resvalid,2025-03-01
2019,CY,AT744,DK,D_VISA,RESEARCH,36,0,1,0,0,0,0,1,132,WITHDRAWN,0,183,migr_resbc,2024-07-13
2020,FR,MT976,LU,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,137,PARTIALLY_GRANTED,0,164,migr_reslt,2025-04-19
2021,IT,CZ416,BA,D_VISA,PROTECTION,9,1,1,0,0,0,0,1,139,REFUSED,0,181,migr_asyappctza,2026-01-07
2022,NL,CZ571,IR,D_VISA,FAMILY,36,1,0,0,1,0,0,1,124,PENDING,0,175,migr_resfirst,2024-09-18
2023,SI,GR560,RS,D_VISA,STUDY,1,0,1,0,0,1,0,1,135,GRANTED,0,184,migr_resvalid,2025-08-14
2024,BG,MT644,HR,D_VISA,WORK,9,1,0,0,0,0,0,1,151,WITHDRAWN,0,191,migr_resbc,2024-09-08
2025,EE,LV436,IT,D_VISA,OTHER,36,1,1,0,0,0,0,1,152,PARTIALLY_GRANTED,0,174,migr_reslt,2025-09-01
2026,HU,AT661,ES,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,148,REFUSED,0,165,migr_asyappctza,2025-05-07
2010,LU,PL280,GH,D_VISA,INVESTOR,9,0,1,0,0,0,0,1,130,PENDING,0,165,migr_resfirst,2025-05-10
2011,RO,RO76,NG,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,154,GRANTED,0,196,migr_resvalid,2025-04-02
2012,AT,NL95,AT,D_VISA,FAMILY,1,1,0,0,1,0,0,1,155,WITHDRAWN,0,181,migr_resbc,2024-02-21
2013,CZ,CY2,GR,D_VISA,STUDY,9,1,0,0,0,1,0,0,143,PARTIALLY_GRANTED,0,198,migr_reslt,2024-04-25
2014,DE,DE478,RO,D_VISA,WORK,36,0,1,0,0,0,0,1,154,REFUSED,0,197,migr_asyappctza,2025-11-09
2015,LV,LT5,EG,D_VISA,OTHER,1,1,0,0,0,0,0,1,162,PENDING,0,194,migr_resfirst,2025-01-19
2016,PL,SE683,MD,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,152,GRANTED,0,175,migr_resvalid,2024-04-09
2017,ES,HU649,UA,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,162,WITHDRAWN,0,179,migr_resbc,2024-06-27
2018,HR,NL270,FI,D_VISA,PROTECTION,1,0,1,0,0,0,0,1,148,PARTIALLY_GRANTED,0,178,migr_reslt,2024-08-10
2019,FI,LU37,NL,D_VISA,FAMILY,9,1,0,0,1,0,0,1,163,REFUSED,1,199,migr_asyappctza,2026-02-12
2020,IE,HU676,CH,D_VISA,STUDY,36,1,0,0,0,1,0,1,149,PENDING,0,198,migr_resfirst,2025-03-08
2021,MT,IT476,JP,D_VISA,WORK,1,1,0,0,0,0,0,0,169,GRANTED,0,191,migr_resvalid,2025-10-10
2022,SK,HR92,SY,D_VISA,OTHER,9,0,0,0,0,0,0,1,152,WITHDRAWN,0,180,migr_resbc,2025-04-06
2023,BE,HR57,CZ,D_VISA,RESEARCH,36,1,0,0,0,0,0,0,156,PARTIALLY_GRANTED,0,203,migr_reslt,2024-03-09
2024,DK,SE479,LT,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,160,REFUSED,0,209,migr_asyappctza,2024-06-15
2025,GR,FR18,AL,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,146,PENDING,0,202,migr_resfirst,2026-01-01
2026,LT,AT535,IQ,D_VISA,FAMILY,36,0,0,0,1,0,0,1,169,GRANTED,0,203,migr_resvalid,2024-02-22
2010,PT,FR978,PK,D_VISA,STUDY,1,1,0,0,0,1,0,0,148,WITHDRAWN,0,207,migr_resbc,2025-06-17
2011,SE,IT10,BG,D_VISA,WORK,9,1,0,0,0,0,0,0,147,PARTIALLY_GRANTED,0,185,migr_reslt,2025-10-11
2012,CY,GR349,IE,D_VISA,OTHER,36,1,0,0,0,0,0,1,155,REFUSED,0,187,migr_asyappctza,2025-04-25
2013,FR,CZ5,SI,D_VISA,RESEARCH,1,0,1,0,1,0,0,0,177,PENDING,0,196,migr_resfirst,2024-05-04
2014,IT,HR667,GE,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,165,GRANTED,0,210,migr_resvalid,2024-11-13
2015,NL,AT28,MK,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,174,WITHDRAWN,0,205,migr_resbc,2024-08-22
2016,SI,IT40,VN,D_VISA,FAMILY,1,1,0,0,1,0,0,1,175,PARTIALLY_GRANTED,0,194,migr_reslt,2025-02-10
2017,BG,HR795,DE,D_VISA,STUDY,9,0,1,0,0,1,0,1,156,REFUSED,0,202,migr_asyappctza,2025-05-12
2018,EE,BE403,PT,D_VISA,WORK,36,1,0,0,1,0,1,0,157,PENDING,0,203,migr_resfirst,2025-10-02
2019,HU,CY185,DZ,D_VISA,OTHER,1,1,0,0,0,0,0,1,181,GRANTED,0,215,migr_resvalid,2024-06-15
2020,LU,PL63,MA,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,185,WITHDRAWN,0,210,migr_resbc,2025-11-15
2021,RO,NL9,TR,D_VISA,INVESTOR,36,0,1,0,0,0,0,1,159,PARTIALLY_GRANTED,0,218,migr_reslt,2024-01-03
2022,AT,SK696,EE,D_VISA,PROTECTION,1,1,1,0,1,0,0,1,177,REFUSED,0,202,migr_asyappctza,2025-06-22
2023,CZ,SI4,MT,D_VISA,FAMILY,9,1,0,0,1,0,0,1,170,PENDING,0,205,migr_resfirst,2024-01-25
2024,DE,IT24,BY,D_VISA,STUDY,36,1,0,0,0,1,0,1,180,GRANTED,0,219,migr_resvalid,2025-07-06
2025,LV,DE51,IS,D_VISA,WORK,1,0,0,0,0,0,0,0,190,WITHDRAWN,0,227,migr_resbc,2025-03-30
2026,PL,LV894,RU,D_VISA,OTHER,9,1,0,0,0,0,0,1,174,PARTIALLY_GRANTED,0,202,migr_reslt,2025-08-29
2010,ES,DE965,CY,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,182,REFUSED,0,205,migr_asyappctza,2024-04-07
2011,HR,FI3,LV,D_VISA,INVESTOR,1,1,0,0,1,0,0,1,182,PENDING,0,217,migr_resfirst,2025-06-05
2012,FI,HR98,SE,D_VISA,PROTECTION,9,0,1,0,0,0,0,1,177,GRANTED,0,13,migr_resvalid,2025-06-23
2013,IE,SK28,IN,D_VISA,FAMILY,36,1,1,0,1,0,0,1,182,WITHDRAWN,0,31,migr_resbc,2025-09-25
2014,MT,RO296,NO,D_VISA,STUDY,1,1,0,0,0,1,0,1,172,PARTIALLY_GRANTED,0,7,migr_reslt,2024-02-08
2015,SK,GR5,BE,D_VISA,WORK,9,1,0,0,0,0,0,1,197,REFUSED,1,25,migr_asyappctza,2024-02-29
2016,BE,CY11,HU,D_VISA,OTHER,36,0,1,0,0,0,0,1,184,PENDING,0,7,migr_resfirst,2025-07-26
2017,DK,ES586,SK,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,179,GRANTED,0,10,migr_resvalid,2025-05-28
2018,GR,LT7,GB,D_VISA,INVESTOR,9,1,1,0,0,0,0,0,196,WITHDRAWN,0,13,migr_resbc,2025-01-22
2019,LT,IE7,ME,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,187,PARTIALLY_GRANTED,0,35,migr_reslt,2024-10-30
2020,PT,CZ99,US,D_VISA,FAMILY,1,0,0,0,1,0,0,1,189,REFUSED,0,33,migr_asyappctza,2024-02-10
2021,SE,SE5,FR,D_VISA,STUDY,9,1,0,0,0,1,0,1,199,PENDING,0,25,migr_resfirst,2024-11-12
2022,CY,IE258,PL,D_VISA,WORK,36,1,0,0,0,0,1,1,177,GRANTED,0,23,migr_resvalid,2024-11-30
2023,FR,AT35,CN,D_VISA,OTHER,1,1,0,0,0,0,0,0,183,WITHDRAWN,0,32,migr_resbc,2025-04-04
2024,IT,BE945,KE,D_VISA,RESEARCH,9,0,1,0,0,0,0,1,197,PARTIALLY_GRANTED,0,35,migr_reslt,2024-08-05
2025,NL,AT96,TN,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,178,REFUSED,1,15,migr_asyappctza,2025-08-15
2026,SI,FI19,DK,D_VISA,PROTECTION,1,1,0,0,1,0,0,1,181,PENDING,0,34,migr_resfirst,2024-12-05
2010,BG,GR48,LU,D_VISA,FAMILY,9,1,0,0,1,0,0,1,185,GRANTED,0,19,migr_resvalid,2025-08-17
2011,EE,CZ78,BA,D_VISA,STUDY,36,0,1,0,0,0,0,1,208,WITHDRAWN,0,27,migr_resbc,2025-03-05
2012,HU,CY244,IR,D_VISA,WORK,1,1,0,1,0,0,0,1,205,PARTIALLY_GRANTED,0,44,migr_reslt,2025-05-27
2013,LU,SI2,RS,D_VISA,OTHER,9,1,0,0,0,0,0,1,198,REFUSED,1,47,migr_asyappctza,2024-04-02
2014,RO,CZ937,HR,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,195,PENDING,0,24,migr_resfirst,2024-10-30
2015,AT,LV288,IT,D_VISA,INVESTOR,1,0,0,0,0,0,0,1,25,GRANTED,0,42,migr_resvalid,2025-02-01
2016,CZ,LU656,ES,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,26,WITHDRAWN,0,23,migr_resbc,2025-03-28
2017,DE,GR276,GH,D_VISA,FAMILY,36,1,1,0,1,0,0,1,34,PARTIALLY_GRANTED,0,35,migr_reslt,2024-05-18
2018,LV,PL889,NG,D_VISA,STUDY,1,1,0,0,0,1,0,1,38,REFUSED,0,26,migr_asyappctza,2024-12-10
2019,PL,LV2,AT,D_VISA,WORK,9,0,0,0,0,0,1,1,21,PENDING,0,27,migr_resfirst,2024-11-05
2020,ES,HU897,GR,D_VISA,OTHER,36,1,1,0,0,0,0,1,16,GRANTED,0,37,migr_resvalid,2024-03-09
2021,HR,IT2,RO,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,30,WITHDRAWN,0,34,migr_resbc,2025-08-23
2022,FI,BG376,EG,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,13,PARTIALLY_GRANTED,0,49,migr_reslt,2025-01-04
2023,IE,SE137,MD,D_VISA,PROTECTION,36,0,1,0,0,0,0,1,14,REFUSED,1,58,migr_asyappctza,2025-12-21
2024,MT,BE7,UA,D_VISA,FAMILY,1,1,0,0,1,0,0,1,26,PENDING,0,35,migr_resfirst,2026-01-30
2025,SK,DE619,FI,D_VISA,STUDY,9,1,0,0,0,1,0,1,37,GRANTED,0,43,migr_resvalid,2024-08-23
2026,BE,CY9,NL,D_VISA,WORK,36,1,0,0,0,0,0,1,39,WITHDRAWN,0,53,migr_resbc,2024-12-09
2010,DK,SK774,CH,D_VISA,OTHER,1,0,1,0,0,0,0,0,33,PARTIALLY_GRANTED,0,45,migr_reslt,2024-11-11
2011,GR,PT376,JP,D_VISA,RESEARCH,9,1,0,0,0,0,0,0,27,REFUSED,0,60,migr_asyappctza,2025-02-01
2012,LT,CZ77,SY,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,26,PENDING,0,42,migr_resfirst,2025-08-07
2013,PT,PL21,CZ,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,30,GRANTED,0,59,migr_resvalid,2024-12-27
2014,SE,HR30,LT,D_VISA,FAMILY,9,0,1,0,1,0,0,1,28,WITHDRAWN,0,55,migr_resbc,2025-05-10
2015,CY,SE544,AL,D_VISA,STUDY,36,1,0,0,0,1,0,1,31,PARTIALLY_GRANTED,0,66,migr_reslt,2024-07-05
2016,FR,GR80,IQ,D_VISA,WORK,1,1,0,0,0,0,0,1,49,REFUSED,0,40,migr_asyappctza,2024-08-08
2017,IT,IE2,PK,D_VISA,OTHER,9,1,0,0,0,0,0,1,42,PENDING,0,70,migr_resfirst,2024-07-08
2018,NL,SK99,BG,D_VISA,RESEARCH,36,0,0,0,0,0,0,1,32,GRANTED,0,43,migr_resvalid,2025-06-25
2019,SI,RO8,IE,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,46,WITHDRAWN,0,51,migr_resbc,2024-02-06
2020,BG,DK24,SI,D_VISA,PROTECTION,9,1,0,0,1,0,0,1,38,PARTIALLY_GRANTED,0,55,migr_reslt,2024-05-10
2021,EE,BE653,GE,D_VISA,FAMILY,36,1,0,0,1,0,0,1,44,REFUSED,0,68,migr_asyappctza,2025-09-22
2022,HU,BE975,MK,D_VISA,STUDY,1,0,0,0,0,1,0,1,58,PENDING,0,67,migr_resfirst,2025-01-12
2023,LU,IT4,VN,D_VISA,WORK,9,1,0,0,0,0,0,1,51,GRANTED,0,58,migr_resvalid,2024-06-19
2024,RO,CZ574,DE,D_VISA,OTHER,36,1,0,0,1,0,0,1,52,WITHDRAWN,0,47,migr_resbc,2024-12-05
2025,AT,SI373,PT,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,33,PARTIALLY_GRANTED,0,70,migr_reslt,2025-08-15
2026,CZ,BG81,DZ,D_VISA,INVESTOR,9,0,0,0,0,0,0,1,37,REFUSED,0,77,migr_asyappctza,2024-07-30
2010,DE,AT775,MA,D_VISA,PROTECTION,36,1,0,0,0,0,0,0,38,PENDING,0,76,migr_resfirst,2025-09-03
2011,LV,ES1,TR,D_VISA,FAMILY,1,1,0,0,1,0,0,1,59,GRANTED,0,70,migr_resvalid,2024-09-22
2012,PL,HR90,EE,D_VISA,STUDY,9,1,1,0,1,1,0,1,56,WITHDRAWN,0,52,migr_resbc,2025-05-07
2013,ES,HU795,MT,D_VISA,WORK,36,0,1,0,0,0,0,1,64,PARTIALLY_GRANTED,0,77,migr_reslt,2024-03-28
2014,HR,HU1,BY,D_VISA,OTHER,1,1,1,0,1,0,0,0,64,REFUSED,0,77,migr_asyappctza,2024-02-28
2015,FI,CZ9,IS,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,53,PENDING,0,66,migr_resfirst,2025-10-31
2016,IE,NL844,RU,D_VISA,INVESTOR,36,1,1,0,0,0,0,1,41,GRANTED,0,60,migr_resvalid,2025-10-26
2017,MT,AT744,CY,D_VISA,PROTECTION,1,0,1,0,0,0,0,1,57,WITHDRAWN,0,60,migr_resbc,2025-05-11
2018,SK,MT976,LV,D_VISA,FAMILY,9,1,0,0,1,0,0,1,68,PARTIALLY_GRANTED,0,71,migr_reslt,2024-09-14
2019,BE,CZ416,SE,D_VISA,STUDY,36,1,0,0,0,1,0,1,51,REFUSED,0,82,migr_asyappctza,2024-11-24
2020,DK,CZ571,IN,D_VISA,WORK,1,1,0,0,0,0,0,1,58,PENDING,0,60,migr_resfirst,2025-09-04
2021,GR,GR560,NO,D_VISA,OTHER,9,0,1,0,0,0,0,1,68,GRANTED,0,89,migr_resvalid,2025-04-19
2022,LT,MT644,BE,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,51,WITHDRAWN,0,87,migr_resbc,2024-05-23
2023,PT,LV436,HU,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,55,PARTIALLY_GRANTED,0,68,migr_reslt,2025-09-22
2024,SE,AT661,SK,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,77,REFUSED,0,70,migr_asyappctza,2024-04-24
2025,CY,PL280,GB,D_VISA,FAMILY,36,0,1,0,1,0,0,1,69,PENDING,0,79,migr_resfirst,2024-08-07
2026,FR,RO76,ME,D_VISA,STUDY,1,1,0,0,0,1,0,1,65,GRANTED,0,89,migr_resvalid,2024-10-13
2010,IT,NL95,US,D_VISA,WORK,9,1,0,1,0,0,0,1,76,WITHDRAWN,0,93,migr_resbc,2025-06-10
2011,NL,CY2,FR,D_VISA,OTHER,36,1,0,0,0,0,0,0,69,PARTIALLY_GRANTED,0,69,migr_reslt,2024-03-12
2012,SI,DE478,PL,D_VISA,RESEARCH,1,0,1,0,1,0,0,1,68,REFUSED,0,90,migr_asyappctza,2025-06-02
2013,BG,LT5,CN,D_VISA,INVESTOR,9,1,0,0,0,0,0,0,71,PENDING,0,71,migr_resfirst,2025-12-31
2014,EE,SE683,KE,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,64,GRANTED,0,96,migr_resvalid,2024-09-11
2015,HU,HU649,TN,D_VISA,FAMILY,1,1,0,0,0,0,0,1,70,WITHDRAWN,0,94,migr_resbc,2025-01-30
2016,LU,NL270,DK,D_VISA,STUDY,9,0,1,0,0,0,0,1,81,PARTIALLY_GRANTED,0,94,migr_reslt,2024-11-30
2017,RO,LU37,LU,D_VISA,WORK,36,1,0,0,0,0,0,1,62,REFUSED,0,90,migr_asyappctza,2024-12-20
2018,AT,HU676,BA,D_VISA,OTHER,1,1,0,0,0,0,0,1,88,PENDING,0,94,migr_resfirst,2025-09-02
2019,CZ,IT476,IR,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,71,GRANTED,0,94,migr_resvalid,2025-05-25
2020,DE,HR92,RS,D_VISA,INVESTOR,36,0,0,0,0,0,0,1,71,WITHDRAWN,0,92,migr_resbc,2024-05-02
2021,LV,HR57,HR,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,77,PARTIALLY_GRANTED,0,83,migr_reslt,2024-03-16
2022,PL,SE479,IT,D_VISA,FAMILY,9,1,0,0,1,0,0,1,92,REFUSED,0,86,migr_asyappctza,2024-02-08
2023,ES,FR18,ES,D_VISA,STUDY,36,1,0,0,1,1,0,1,88,PENDING,0,82,migr_resfirst,2024-07-19
2024,HR,AT535,GH,D_VISA,WORK,1,0,1,0,0,0,0,1,72,GRANTED,0,84,migr_resvalid,2025-02-19
2025,FI,FR978,NG,D_VISA,OTHER,9,1,0,0,0,0,0,1,89,WITHDRAWN,0,89,migr_resbc,2025-06-04
2026,IE,IT10,AT,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,69,PARTIALLY_GRANTED,0,91,migr_reslt,2025-02-03
2010,MT,GR349,GR,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,96,REFUSED,0,88,migr_asyappctza,2025-11-21
2011,SK,CZ5,RO,D_VISA,PROTECTION,9,0,1,0,0,0,0,1,95,PENDING,0,91,migr_resfirst,2025-08-18
2012,BE,HR667,EG,D_VISA,FAMILY,36,1,0,0,1,0,0,1,99,GRANTED,0,113,migr_resvalid,2024-11-20
2013,DK,AT28,MD,D_VISA,STUDY,1,1,1,0,0,0,0,1,71,WITHDRAWN,0,110,migr_resbc,2025-05-09
2014,GR,IT40,UA,D_VISA,WORK,9,1,0,0,0,0,0,1,90,PARTIALLY_GRANTED,0,105,migr_reslt,2024-07-23
2015,LT,HR795,FI,D_VISA,OTHER,36,0,1,0,1,0,0,1,81,REFUSED,0,111,migr_asyappctza,2026-01-02
2016,PT,BE403,NL,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,97,PENDING,0,115,migr_resfirst,2025-10-30
2017,SE,CY185,CH,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,82,GRANTED,0,103,migr_resvalid,2025-05-05
2018,CY,PL63,JP,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,95,WITHDRAWN,0,93,migr_resbc,2025-12-17
2019,FR,NL9,SY,D_VISA,FAMILY,1,0,1,0,1,0,0,1,83,PARTIALLY_GRANTED,0,93,migr_reslt,2026-01-28
2020,IT,SK696,CZ,D_VISA,STUDY,9,1,1,0,0,1,0,1,86,REFUSED,0,109,migr_asyappctza,2024-06-01
2021,NL,SI4,LT,D_VISA,WORK,36,1,0,0,0,0,0,1,81,PENDING,0,103,migr_resfirst,2024-08-29
2022,SI,IT24,AL,D_VISA,OTHER,1,1,0,0,0,0,0,1,110,GRANTED,0,117,migr_resvalid,2024-03-07
2023,BG,DE51,IQ,D_VISA,RESEARCH,9,0,1,0,0,0,0,1,85,WITHDRAWN,0,124,migr_resbc,2025-02-24
2024,EE,LV894,PK,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,88,PARTIALLY_GRANTED,0,101,migr_reslt,2025-07-06
2025,HU,DE965,BG,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,105,REFUSED,0,115,migr_asyappctza,2025-04-14
