safe_traffic_reference_year,safe_traffic_country_iso2,safe_traffic_region_nuts_code,safe_traffic_enforcement_type_code,safe_traffic_checks_count,safe_traffic_speed_cameras_count,safe_traffic_speeding_tickets_count,safe_traffic_dui_tickets_count,safe_traffic_phone_use_tickets_count,safe_traffic_seatbelt_tickets_count,safe_traffic_penalty_points_total,safe_traffic_fines_total_eur,safe_traffic_license_suspensions_count,safe_traffic_roadside_drug_tests_count,safe_traffic_vehicle_inspections_count,safe_traffic_tachograph_violations_count,safe_traffic_cross_border_enforcement_directive_flag,safe_traffic_data_source,safe_traffic_revision_round,safe_traffic_data_extract_date
2011,AT,GR27,DISTRACTED_DRIVING,2240357,150,79580,44548,103435,63346,878179,119078987.72,20612,63281,50555,8779,1,INTERIOR_MINISTRY_STATS,FIRST,2025-08-01
2012,CZ,IT51,SEATBELT_ENFORCEMENT,449053,411,21047,1948,2264,21760,118873,8660685.33,725,8724,2666,502,1,TRANSPORT_INSPECTORATE,SECOND,2025-06-11
2013,DE,IT143,DUI_ENFORCEMENT,2780306,1305,184546,129257,49127,46506,1447876,250739689.41,32909,94237,18851,5215,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-03-19
2014,LV,DK773,SPEED_ENFORCEMENT,264108,542,73451,1840,1718,2569,199980,5784179.87,1933,6878,15266,1062,1,ROAD_POLICING_AGENCY,FLASH,2024-08-18
2015,PL,LV103,ROADWORTHINESS_INSPECTIONS,901765,323,54236,7623,10696,7264,298853,17985026.63,2220,11313,11431,3008,0,INTERIOR_MINISTRY_STATS,FIRST,2024-08-29
2016,ES,LU484,COMMERCIAL_VEHICLE_CHECKS,1156906,1146,65102,1397,19190,11901,288027,9601275.99,2317,130320,47591,30092,0,TRANSPORT_INSPECTORATE,SECOND,2026-02-02
2017,HR,PT6,DISTRACTED_DRIVING,1189316,705,210677,7397,61584,22829,745949,29059640.61,5180,25587,39454,4804,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-02-10
2018,FI,DE523,SEATBELT_ENFORCEMENT,1642802,631,120960,15043,8508,38955,636591,52913681.58,7914,40052,59997,5952,1,ROAD_POLICING_AGENCY,FLASH,2024-03-28
2019,IE,BE87,DUI_ENFORCEMENT,2155379,908,71949,123927,29177,61372,1157693,183744801.18,67831,14086,37241,10084,0,INTERIOR_MINISTRY_STATS,FIRST,2024-05-20
2020,MT,SE6,SPEED_ENFORCEMENT,586249,868,161694,8818,6706,2522,373082,22373038.49,2912,1088,24496,3000,0,TRANSPORT_INSPECTORATE,SECOND,2025-08-21
2021,SK,FR7,ROADWORTHINESS_INSPECTIONS,2329993,347,211125,33354,33178,19890,1096995,62836976.14,18991,7885,365914,12281,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-07-20
2022,BE,IT5,COMMERCIAL_VEHICLE_CHECKS,3303583,490,335810,55399,40832,77927,1630283,149301962.59,44901,10437,155059,76306,0,ROAD_POLICING_AGENCY,FLASH,2024-09-26
2023,DK,RO821,DISTRACTED_DRIVING,2562141,1395,158932,34859,22834,70079,761038,38715873.66,19711,21544,144218,1315,0,INTERIOR_MINISTRY_STATS,FIRST,2024-05-31
2024,GR,ES853,SEATBELT_ENFORCEMENT,2557496,291,66183,21661,43972,39933,476894,27541087.36,14502,33026,18015,10762,0,TRANSPORT_INSPECTORATE,SECOND,2025-12-20
2025,LT,DK599,DUI_ENFORCEMENT,332013,1280,34246,19489,4365,4125,173578,42706080.81,12471,39032,1830,1383,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-03-09
2006,PT,LT8,SPEED_ENFORCEMENT,1164338,4691,64659,18828,14235,32359,353595,27738860.76,8013,12899,3262,1236,0,ROAD_POLICING_AGENCY,FLASH,2024-10-02
2007,SE,LV6,ROADWORTHINESS_INSPECTIONS,249444,1046,20506,1396,4499,5157,89111,5687352.92,1426,4060,46214,616,1,INTERIOR_MINISTRY_STATS,FIRST,2026-02-16
2008,CY,DE4,COMMERCIAL_VEHICLE_CHECKS,2231932,259,226790,35805,35026,39175,702478,98769177.72,15337,85813,376643,12800,1,TRANSPORT_INSPECTORATE,SECOND,2025-02-12
2009,FR,MT7,DISTRACTED_DRIVING,1919550,1226,381327,11268,66181,20205,900667,40600623.4,7483,57519,72272,9682,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-07-24
2010,IT,RO538,SEATBELT_ENFORCEMENT,46070,962,1624,639,292,1615,9807,943998.98,191,945,269,234,0,ROAD_POLICING_AGENCY,FLASH,2025-05-15
2011,NL,DE8,DUI_ENFORCEMENT,2652773,1256,47850,5433,25342,16224,181820,15306208.08,4146,44061,66812,4298,0,INTERIOR_MINISTRY_STATS,FIRST,2024-04-18
2012,SI,BG1,SPEED_ENFORCEMENT,1015885,2316,43077,12167,8520,27775,164194,34077383.67,5064,13077,46249,2617,0,TRANSPORT_INSPECTORATE,SECOND,2024-12-02
2013,BG,PL40,ROADWORTHINESS_INSPECTIONS,2127863,708,153065,26929,14692,21112,804866,45648730.8,4466,26203,456449,7369,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-12-11
2014,EE,SE49,COMMERCIAL_VEHICLE_CHECKS,580133,1117,61316,3824,2595,17361,136176,7690644.2,879,18823,20356,3132,0,ROAD_POLICING_AGENCY,FLASH,2024-09-26
2015,HU,AT866,DISTRACTED_DRIVING,243160,1315,66641,958,1280,5740,105132,11257484.54,2251,2011,2506,261,1,INTERIOR_MINISTRY_STATS,FIRST,2024-06-21
2016,LU,SI388,SEATBELT_ENFORCEMENT,410005,202,34423,7323,1607,2374,172687,12199048.12,2441,9568,13916,476,0,TRANSPORT_INSPECTORATE,SECOND,2025-08-18
2017,RO,FR476,DUI_ENFORCEMENT,910586,999,58840,5766,9356,26641,259411,18792827.26,1475,42734,3118,3121,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-07-29
2018,AT,ES8,SPEED_ENFORCEMENT,33951,1495,8803,281,344,152,25459,968506.98,392,647,1760,70,1,ROAD_POLICING_AGENCY,FLASH,2025-05-20
2019,CZ,IT3,ROADWORTHINESS_INSPECTIONS,2702227,17,71242,14197,39318,68860,396089,43043016.28,4897,41602,580421,6724,1,INTERIOR_MINISTRY_STATS,FIRST,2025-03-14
2020,DE,HU491,COMMERCIAL_VEHICLE_CHECKS,1416517,834,18706,18113,4520,12427,196592,28344425.01,2751,66997,87116,32282,1,TRANSPORT_INSPECTORATE,SECOND,2024-07-28
2021,LV,DE919,DISTRACTED_DRIVING,1366656,290,51457,1631,64902,1616,290688,20766892.63,894,18531,27540,7231,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-09-04
2022,PL,FI233,SEATBELT_ENFORCEMENT,1575325,780,89510,18667,19760,35326,561009,49273788.02,7084,38668,56704,2972,1,ROAD_POLICING_AGENCY,FLASH,2024-08-23
2023,ES,BG98,DUI_ENFORCEMENT,2893051,1287,262573,114344,50035,47234,1946593,146321038.56,62085,15460,112921,12844,0,INTERIOR_MINISTRY_STATS,FIRST,2025-06-26
2024,HR,LT3,SPEED_ENFORCEMENT,898772,4108,118106,12981,8370,20921,366701,26853273.88,10695,5161,45538,1530,0,TRANSPORT_INSPECTORATE,SECOND,2024-05-17
2025,FI,HR365,ROADWORTHINESS_INSPECTIONS,1630593,1220,85306,9586,21165,13822,360981,27604658.24,7916,31453,313177,696,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-08-20
2006,IE,PL2,COMMERCIAL_VEHICLE_CHECKS,1964320,63,233856,14862,5513,42012,578242,70658106.1,3955,234982,207925,27232,1,ROAD_POLICING_AGENCY,FLASH,2024-03-11
2007,MT,SI306,DISTRACTED_DRIVING,2548904,542,185392,16527,44907,57618,605153,32413006.42,15627,47871,26003,5476,0,INTERIOR_MINISTRY_STATS,FIRST,2024-03-29
2008,SK,DK7,SEATBELT_ENFORCEMENT,3064771,205,307997,17202,16554,200288,1392725,78648876.81,6941,47029,15088,1786,1,TRANSPORT_INSPECTORATE,SECOND,2024-10-03
2009,BE,IT6,DUI_ENFORCEMENT,1419739,973,15811,53955,27475,21051,344728,110163519.26,20675,9630,28001,8086,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-09-17
2010,DK,DE356,SPEED_ENFORCEMENT,582163,4947,43590,6220,9177,9561,149103,17916669.05,2984,9443,15512,2948,0,ROAD_POLICING_AGENCY,FLASH,2025-08-31
2011,GR,MT59,ROADWORTHINESS_INSPECTIONS,1886577,194,153054,28573,15985,19589,719610,51374135.86,18708,27866,355895,115,0,INTERIOR_MINISTRY_STATS,FIRST,2024-08-01
2012,LT,IT50,COMMERCIAL_VEHICLE_CHECKS,221011,1309,21642,2649,1397,3809,76546,5743187.63,1114,12394,27865,6080,1,TRANSPORT_INSPECTORATE,SECOND,2025-10-01
2013,PT,DE78,DISTRACTED_DRIVING,71060,462,6128,769,726,1767,30208,2202626.69,234,1404,4019,222,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-01-23
2014,SE,CZ2,SEATBELT_ENFORCEMENT,1719580,661,101274,22010,10721,124415,570901,64532580.48,6217,23284,25140,9732,0,ROAD_POLICING_AGENCY,FLASH,2026-02-18
2015,CY,NL525,DUI_ENFORCEMENT,2487868,485,234515,62707,40928,33300,1134349,93820626.26,31906,17623,74902,6766,0,INTERIOR_MINISTRY_STATS,FIRST,2025-04-04
2016,FR,SI700,SPEED_ENFORCEMENT,1768966,1124,407633,30952,5234,38320,1137147,130310494.09,12959,3428,45497,2004,1,TRANSPORT_INSPECTORATE,SECOND,2024-09-17
2017,IT,IE14,ROADWORTHINESS_INSPECTIONS,1231867,810,60463,17383,9381,16366,210278,37324067.67,8614,11373,153527,2267,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-09-13
2018,NL,BG8,COMMERCIAL_VEHICLE_CHECKS,1095010,500,29927,13385,5497,10943,178848,20604613.64,4150,64716,239690,30719,1,ROAD_POLICING_AGENCY,FLASH,2026-02-15
2019,SI,LT337,DISTRACTED_DRIVING,1740832,279,131226,21374,51693,3035,618051,32133530.62,6023,13283,14254,4588,1,INTERIOR_MINISTRY_STATS,FIRST,2025-06-27
2020,BG,SE561,SEATBELT_ENFORCEMENT,2886247,1331,146572,22166,21074,111784,826227,50038712.09,4310,86486,170332,353,1,TRANSPORT_INSPECTORATE,SECOND,2025-09-27
2021,EE,AT719,DUI_ENFORCEMENT,2276700,968,257612,107974,39256,28282,1461693,257637285.53,46795,235238,128469,6705,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-02-17
2022,HU,HU76,SPEED_ENFORCEMENT,158293,1106,34739,2830,1414,3132,71457,6346258.03,2012,3738,2276,458,1,ROAD_POLICING_AGENCY,FLASH,2025-02-24
2023,LU,DE38,ROADWORTHINESS_INSPECTIONS,1515933,374,178289,22648,25311,35671,565060,62500101.16,16376,34973,333432,6889,0,INTERIOR_MINISTRY_STATS,FIRST,2024-09-07
2024,RO,PL6,COMMERCIAL_VEHICLE_CHECKS,2521044,769,180329,43838,22014,29528,625855,114338453.33,24777,210690,368624,10300,1,TRANSPORT_INSPECTORATE,SECOND,2024-03-07
2025,AT,ES164,DISTRACTED_DRIVING,760617,165,88151,12918,17836,1324,280418,26442820.83,4841,8183,40362,454,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-01-25
2006,CZ,DE42,SEATBELT_ENFORCEMENT,1914122,126,222340,22267,23435,106807,785143,88254858.39,4576,9487,61737,7247,0,ROAD_POLICING_AGENCY,FLASH,2024-07-05
2007,DE,PL5,DUI_ENFORCEMENT,2753785,1216,190738,115160,43737,70041,1434456,208723155.85,19989,99780,133924,4973,0,INTERIOR_MINISTRY_STATS,FIRST,2025-09-19
2008,LV,HU46,SPEED_ENFORCEMENT,1359767,3161,40328,5396,15680,11087,164572,16644834.58,2000,7385,22161,94,0,TRANSPORT_INSPECTORATE,SECOND,2024-02-14
2009,PL,CY806,ROADWORTHINESS_INSPECTIONS,1309688,1001,121318,5411,17942,15476,400403,11832890.29,5159,23775,151645,6342,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-12-20
2010,ES,CZ302,COMMERCIAL_VEHICLE_CHECKS,914991,878,108035,9463,1242,16597,387105,37134470.71,4951,4402,187691,8272,0,ROAD_POLICING_AGENCY,FLASH,2024-11-01
2011,HR,DK712,DISTRACTED_DRIVING,160303,491,10260,2750,3667,4514,80019,4609616.98,534,4090,9471,819,0,INTERIOR_MINISTRY_STATS,FIRST,2025-10-27
2012,FI,PL893,SEATBELT_ENFORCEMENT,731843,380,7829,1482,12813,35566,105544,7232207.88,992,772,25283,174,1,TRANSPORT_INSPECTORATE,SECOND,2024-05-31
2013,IE,PT599,DUI_ENFORCEMENT,1427686,1124,142429,48442,3009,10978,630341,42222603.59,13330,39948,73217,6793,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-08-06
2014,MT,PT79,SPEED_ENFORCEMENT,1069113,2377,60228,13616,15129,17271,353040,29701473.7,8025,21405,31253,2971,1,ROAD_POLICING_AGENCY,FLASH,2024-04-06
2015,SK,BG388,ROADWORTHINESS_INSPECTIONS,829503,1108,58271,1188,1968,4339,170240,7528894.94,2013,9147,121571,1630,1,INTERIOR_MINISTRY_STATS,FIRST,2024-06-07
2016,BE,LV782,COMMERCIAL_VEHICLE_CHECKS,608245,1105,16886,932,8084,17657,81977,6298072.98,584,5332,82960,16854,0,TRANSPORT_INSPECTORATE,SECOND,2024-11-28
2017,DK,AT721,DISTRACTED_DRIVING,2571810,277,422175,4118,136254,50624,1795487,60448440.27,6883,51734,93986,9414,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-06-03
2018,GR,IT857,SEATBELT_ENFORCEMENT,2104217,217,34596,5907,11347,115885,303882,17441823.06,3333,13594,101172,12472,0,ROAD_POLICING_AGENCY,FLASH,2025-03-12
2019,LT,SE1,DUI_ENFORCEMENT,2491112,770,215375,138250,28363,71671,1231807,151536355.69,44409,280886,61418,7600,1,INTERIOR_MINISTRY_STATS,FIRST,2025-09-04
2020,PT,IT34,SPEED_ENFORCEMENT,652210,3869,148183,1380,4780,17719,478967,19613374.43,571,16968,11049,168,0,TRANSPORT_INSPECTORATE,SECOND,2025-08-15
2021,SE,LT9,ROADWORTHINESS_INSPECTIONS,564106,1117,28505,7708,4366,15467,129202,18115533.02,1689,11719,103085,1007,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-02-12
2022,CY,SE72,COMMERCIAL_VEHICLE_CHECKS,904122,105,82255,2596,13920,5940,233981,12793954.44,2836,2703,63313,3288,0,ROAD_POLICING_AGENCY,FLASH,2024-12-09
2023,FR,DK8,DISTRACTED_DRIVING,1391647,329,262410,1187,9883,31214,865582,50838681.63,2101,2218,21319,5210,1,INTERIOR_MINISTRY_STATS,FIRST,2024-08-05
2024,IT,FI7,SEATBELT_ENFORCEMENT,1936501,1341,143718,8770,31508,99167,547034,52138094.39,4892,12529,87161,5625,1,TRANSPORT_INSPECTORATE,SECOND,2024-08-15
2025,NL,LU595,DUI_ENFORCEMENT,1966301,1305,36177,82003,2341,44493,596853,159668186.67,27550,65789,63795,2919,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-02-08
2006,SI,MT993,SPEED_ENFORCEMENT,1986876,4659,260549,6126,34056,52567,660004,46833724.6,4748,16197,39358,6824,0,ROAD_POLICING_AGENCY,FLASH,2024-12-23
2007,BG,MT37,ROADWORTHINESS_INSPECTIONS,2397385,771,252804,18705,17168,44434,1080638,42579575.42,15659,16850,452009,11381,0,INTERIOR_MINISTRY_STATS,FIRST,2024-04-05
2008,EE,SI21,COMMERCIAL_VEHICLE_CHECKS,321088,776,34898,4854,2550,1279,110521,6223814.87,2433,16988,27800,5083,1,TRANSPORT_INSPECTORATE,SECOND,2025-02-08
2009,HU,BE953,DISTRACTED_DRIVING,520138,44,33924,7160,30251,15423,253768,19675880.16,2317,1113,10161,257,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-03-12
2010,LU,AT80,SEATBELT_ENFORCEMENT,2867650,924,132642,21189,4354,24225,405504,67942853.1,12022,72630,112223,14134,0,ROAD_POLICING_AGENCY,FLASH,2024-02-23
2011,RO,EE236,DUI_ENFORCEMENT,608395,1349,29524,6199,7615,14762,125333,15097281.95,1570,14579,28033,3152,0,INTERIOR_MINISTRY_STATS,FIRST,2025-09-26
2012,AT,EE518,SPEED_ENFORCEMENT,1944914,4895,464959,37286,27560,24181,1421464,104203488.64,26149,14375,37698,2783,0,TRANSPORT_INSPECTORATE,SECOND,2024-05-07
2013,CZ,SK4,ROADWORTHINESS_INSPECTIONS,758929,954,71974,4912,2989,3887,172340,17719613.71,4439,4412,141434,4176,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-05-09
2014,DE,FR503,COMMERCIAL_VEHICLE_CHECKS,2180171,342,22144,16276,42295,53576,352987,27489035.55,3523,254202,293981,26194,1,ROAD_POLICING_AGENCY,FLASH,2025-10-29
2015,LV,NL7,DISTRACTED_DRIVING,2368800,1080,267688,15647,95777,38844,1144383,63560969.14,11505,19098,55293,7418,0,INTERIOR_MINISTRY_STATS,FIRST,2025-03-29
2016,PL,LV3,SEATBELT_ENFORCEMENT,1662939,204,89989,18780,4874,106163,538792,55473693.98,6410,41666,47095,204,0,TRANSPORT_INSPECTORATE,SECOND,2026-01-25
2017,ES,FI376,DUI_ENFORCEMENT,696673,886,28657,22594,8561,15374,318746,33773221.87,14373,6847,6887,1124,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-05-03
2018,HR,GR294,SPEED_ENFORCEMENT,17353,4516,4613,96,174,451,9882,901463.35,68,395,318,27,0,ROAD_POLICING_AGENCY,FLASH,2024-08-27
2019,FI,LV18,ROADWORTHINESS_INSPECTIONS,149133,985,13042,818,978,2074,43954,2521707.23,544,1127,9219,350,1,INTERIOR_MINISTRY_STATS,FIRST,2025-10-14
2020,IE,FR271,COMMERCIAL_VEHICLE_CHECKS,1987024,79,112732,13607,12591,20511,360739,43794198.77,2514,168924,223008,3456,1,TRANSPORT_INSPECTORATE,SECOND,2024-01-21
2021,MT,SI467,DISTRACTED_DRIVING,968705,1170,106791,19188,36830,3986,602816,34015650.12,4902,17614,37578,3437,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-10-17
2022,SK,IT333,SEATBELT_ENFORCEMENT,1582156,648,100113,30959,19292,108266,696408,37165767.95,16896,37252,86332,5808,0,ROAD_POLICING_AGENCY,FLASH,2025-02-16
2023,BE,FI375,DUI_ENFORCEMENT,2529103,885,86693,88902,20236,20373,1162058,107806716.44,54232,250766,58288,13116,1,INTERIOR_MINISTRY_STATS,FIRST,2024-04-11
2024,DK,HU56,SPEED_ENFORCEMENT,1994003,3906,278594,26751,5311,38303,1222598,90771692.3,16271,32933,73425,2937,1,TRANSPORT_INSPECTORATE,SECOND,2024-03-11
2025,GR,GR12,ROADWORTHINESS_INSPECTIONS,153152,825,12775,1420,1129,3364,41006,3939097.69,644,1606,26471,834,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-06-14
2006,LT,NL26,COMMERCIAL_VEHICLE_CHECKS,216116,715,10911,3467,3869,2659,63545,3575708.92,1048,7782,19422,2369,1,ROAD_POLICING_AGENCY,FLASH,2024-06-05
2007,PT,LU878,DISTRACTED_DRIVING,410105,179,97579,5377,31628,483,331666,23284452.82,4022,5850,9866,2048,1,INTERIOR_MINISTRY_STATS,FIRST,2024-11-06
2008,SE,IT39,SEATBELT_ENFORCEMENT,484525,270,33949,6277,2585,40374,178342,12406488.5,2424,13618,27116,2650,1,TRANSPORT_INSPECTORATE,SECOND,2025-08-22
2009,CY,IE666,DUI_ENFORCEMENT,3030214,880,176382,88060,18906,76518,1319640,215148482.78,39531,210463,150798,19,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-12-31
2010,FR,BG408,SPEED_ENFORCEMENT,595468,3243,118833,3831,5260,9727,307378,24678822.75,1498,5521,17706,3524,1,ROAD_POLICING_AGENCY,FLASH,2024-08-10
2011,IT,SE26,ROADWORTHINESS_INSPECTIONS,1436283,321,83266,3240,11223,22742,224290,10063408.53,3881,19216,45804,668,0,INTERIOR_MINISTRY_STATS,FIRST,2024-09-25
2012,NL,ES551,COMMERCIAL_VEHICLE_CHECKS,1287853,394,62472,7550,14037,29809,327474,18229366.76,5309,89257,84803,9753,0,TRANSPORT_INSPECTORATE,SECOND,2024-05-16
2013,SI,DK2,DISTRACTED_DRIVING,1651234,409,393405,29460,20411,42669,1232093,131560236.07,19644,17482,70059,7092,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-09-12
2014,BG,GR187,SEATBELT_ENFORCEMENT,1782889,286,135264,2966,26568,66058,505752,25957820.88,2715,14852,79139,8524,1,ROAD_POLICING_AGENCY,FLASH,2024-04-19
2015,EE,NL508,DUI_ENFORCEMENT,2593610,382,50509,23162,45212,62845,552284,43269126.23,14640,244732,128690,5988,0,INTERIOR_MINISTRY_STATS,FIRST,2024-07-08
2016,HU,DE9,SPEED_ENFORCEMENT,559542,525,107369,2273,1913,1296,361977,18754431.13,2944,13052,7380,2125,0,TRANSPORT_INSPECTORATE,SECOND,2025-04-02
2017,LU,DK792,ROADWORTHINESS_INSPECTIONS,693953,372,44468,2820,9558,2398,118126,10796120.79,2765,11172,123075,1062,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-03-17
2018,RO,SE634,COMMERCIAL_VEHICLE_CHECKS,799847,762,13504,6026,3033,20874,98890,10997868.9,1617,59722,56668,18760,1,ROAD_POLICING_AGENCY,FLASH,2024-10-11
2019,AT,FR393,DISTRACTED_DRIVING,651816,1201,142931,2586,40644,19036,620808,16504251.66,2147,1369,21641,1314,1,INTERIOR_MINISTRY_STATS,FIRST,2025-01-11
2020,CZ,AT277,SEATBELT_ENFORCEMENT,624135,1130,60392,8688,6267,3031,282410,27398806.1,2397,18475,34938,1951,0,TRANSPORT_INSPECTORATE,SECOND,2024-07-28
2021,DE,IT347,DUI_ENFORCEMENT,366269,985,7238,16745,7262,8092,190080,14192414.31,6772,21224,8984,319,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-01-04
2022,LV,SK612,SPEED_ENFORCEMENT,301843,659,13139,2745,3373,6213,55883,6122663.52,848,6030,12117,969,0,ROAD_POLICING_AGENCY,FLASH,2025-10-14
2023,PL,RO933,ROADWORTHINESS_INSPECTIONS,410048,492,22457,3276,2388,9668,66087,6041806.34,2516,8762,65956,93,1,INTERIOR_MINISTRY_STATS,FIRST,2025-03-18
2024,ES,BG2,COMMERCIAL_VEHICLE_CHECKS,2607884,1328,165407,44749,10820,66224,904972,128183800.89,15020,145951,105341,70842,1,TRANSPORT_INSPECTORATE,SECOND,2026-01-05
2025,HR,BE4,DISTRACTED_DRIVING,1309374,843,132831,14804,86999,33435,766227,51112953.94,6718,28345,27940,7526,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-08-17
2006,FI,BE850,SEATBELT_ENFORCEMENT,1146925,533,45702,21122,21881,90995,464132,58231916.75,13715,28804,60315,2939,0,ROAD_POLICING_AGENCY,FLASH,2025-12-09
2007,IE,AT21,DUI_ENFORCEMENT,2144498,677,98579,48693,31861,3222,813914,116475998.54,8801,109302,122067,714,1,INTERIOR_MINISTRY_STATS,FIRST,2025-01-23
2008,MT,SK94,SPEED_ENFORCEMENT,631481,4982,51610,10230,5407,14901,155344,10246882.53,4083,12606,5944,2494,1,TRANSPORT_INSPECTORATE,SECOND,2025-03-11
2009,SK,FI562,ROADWORTHINESS_INSPECTIONS,122366,249,13952,1573,1936,3145,58515,5213325.53,1248,1928,14181,581,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-02-24
2010,BE,GR115,COMMERCIAL_VEHICLE_CHECKS,1966501,1379,143032,31827,19706,7232,741505,47507966.6,13002,91761,218534,4079,1,ROAD_POLICING_AGENCY,FLASH,2025-01-11
2011,DK,MT196,DISTRACTED_DRIVING,704222,121,48556,9648,50415,5205,241488,33731204.64,4913,11403,31215,1051,0,INTERIOR_MINISTRY_STATS,FIRST,2024-02-07
2012,GR,PL393,SEATBELT_ENFORCEMENT,1071420,726,111361,5535,10275,17937,352359,17762203.25,5969,14201,35002,2702,1,TRANSPORT_INSPECTORATE,SECOND,2024-10-18
2013,LT,FR768,DUI_ENFORCEMENT,655171,515,25226,1515,10528,9237,131654,6473165.42,1299,47614,29527,3388,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-06-04
2014,PT,BG7,SPEED_ENFORCEMENT,1861328,3169,348990,22811,13554,27757,761904,76929295.41,16781,6120,78941,4303,0,ROAD_POLICING_AGENCY,FLASH,2024-12-13
2015,SE,BG202,ROADWORTHINESS_INSPECTIONS,2775831,367,273924,40034,53433,44908,854232,131850175.32,31417,3911,272437,13177,0,INTERIOR_MINISTRY_STATS,FIRST,2026-02-10
2016,CY,EE91,COMMERCIAL_VEHICLE_CHECKS,1140694,631,36412,16313,9630,12160,262484,25108511.19,4095,97026,237983,24780,1,TRANSPORT_INSPECTORATE,SECOND,2024-04-05
2017,FR,LT488,DISTRACTED_DRIVING,2014744,476,82082,11180,19702,54661,492954,26223965.76,8924,46310,12167,9685,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-02-27
2018,IT,FI84,SEATBELT_ENFORCEMENT,3173786,669,250380,46000,33053,172770,1227486,121417281.88,25602,90555,20871,1011,0,ROAD_POLICING_AGENCY,FLASH,2025-10-02
2019,NL,NL8,DUI_ENFORCEMENT,2064565,1149,88788,74858,17696,34785,1051523,86272238.57,46465,63032,63470,3788,1,INTERIOR_MINISTRY_STATS,FIRST,2025-03-17
2020,SI,PL636,SPEED_ENFORCEMENT,1955966,4286,140876,5400,27145,41192,493743,21333919.77,4860,6283,66610,1629,0,TRANSPORT_INSPECTORATE,SECOND,2024-11-13
2021,BG,FR854,ROADWORTHINESS_INSPECTIONS,3015913,1308,249212,21066,22427,23253,673392,35044092.69,9050,73401,563414,14873,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-09-27
2022,EE,IT73,COMMERCIAL_VEHICLE_CHECKS,1284524,1355,126644,13959,4011,12614,497298,37259128.0,8509,98038,258564,4331,0,ROAD_POLICING_AGENCY,FLASH,2025-05-31
2023,HU,LV16,DISTRACTED_DRIVING,2082393,444,318879,8184,43861,11210,1030677,41401578.13,7367,8428,79090,110,0,INTERIOR_MINISTRY_STATS,FIRST,2025-01-27
2024,LU,MT520,SEATBELT_ENFORCEMENT,1112242,194,89694,14832,12955,73059,508138,48449653.68,5584,14290,29187,5070,0,TRANSPORT_INSPECTORATE,SECOND,2025-02-02
2025,RO,BG39,DUI_ENFORCEMENT,1182374,867,140777,14942,11451,9510,427250,32232402.09,5320,41771,28270,1299,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-02-16
2006,AT,LU31,SPEED_ENFORCEMENT,337326,1417,21367,708,5834,9652,64653,5866740.94,701,4803,18270,235,0,ROAD_POLICING_AGENCY,FLASH,2025-01-09
2007,CZ,PT32,ROADWORTHINESS_INSPECTIONS,1027605,1285,58234,2028,15094,1903,132372,13489055.69,2197,15788,176653,4551,1,INTERIOR_MINISTRY_STATS,FIRST,2025-12-04
