care_coverage_coverage_year,care_coverage_state_ut_code,care_coverage_district_lgd_code,care_coverage_scheme_type_code,care_coverage_pmjay_beneficiary_count,care_coverage_abha_id_linked_share_pct,care_coverage_premium_benchmark_inr,care_coverage_deductible_individual_inr,care_coverage_oop_max_individual_inr,care_coverage_network_tier_type,care_coverage_covered_lives_count,care_coverage_uninsured_rate_estimate,care_coverage_esic_enrollment,care_coverage_cghs_enrollment,care_coverage_employer_covered_share_pct,care_coverage_subsidy_eligible_share_pct,care_coverage_plan_switch_rate_pct,care_coverage_special_enrollment_count,care_coverage_rate_review_status,care_coverage_data_source_agency
2016,IN-GA,LGD-D-1080958,PrivateGroup,1787434,55.42,25597.89,24764.3,89510.9,Open,4951114,7.71,3015527,612658,45.12,42.16,29.84,112212,UnderReview,MoHFW
2017,IN-AN,LGD-D-2049099,PrivateGroup,753182,97.4,29210.48,16858.01,86323.93,Restricted,7500870,1.77,763193,235368,50.51,38.83,31.1,175660,Rejected,MoHFW
2016,IN-AP,LGD-D-8252927,PMJAY,1947925,14.88,7936.15,3309.89,25421.24,Tiered,3386699,18.21,109153,682376,37.21,78.21,26.46,157069,UnderReview,MoHFW
2016,IN-MZ,LGD-D-9494198,CGHS,340559,59.91,34920.5,4685.12,49184.48,EHS_Network,7052351,1.85,2071951,78502,4.69,15.3,3.03,97544,PendingDocs,CGHS
2023,IN-OD,LGD-D-8738276,ESIC,859757,49.21,3619.11,10480.34,45909.8,Tiered,10167374,34.12,4346673,202208,29.29,76.62,17.65,112410,UnderReview,NIC
2025,IN-MZ,LGD-D-8809748,ESIC,2213757,26.28,23329.61,5790.08,133746.69,Open,6641617,23.27,3571130,146545,7.69,14.5,16.34,186819,Approved,ESIC
2025,IN-JK,LGD-D-6538709,PrivateGroup,2136154,25.86,21183.68,5774.59,37701.65,Restricted,11866699,2.84,5873998,556376,2.78,51.41,18.24,189868,Approved,CGHS
2017,IN-MZ,LGD-D-3877253,ESIC,3317642,57.96,2227.79,12232.32,36513.67,EHS_Network,11761780,14.71,5558634,381440,35.0,78.66,4.08,227885,PendingDocs,NHA
2016,IN-CG,LGD-D-6447027,CommunityBased,529208,25.92,17455.56,18578.78,27507.02,Open,9581587,21.74,3470888,103419,20.1,61.47,33.87,242823,Rejected,MoHFW
2021,IN-GJ,LGD-D-3945294,PMJAY,1401193,67.34,20078.71,15344.82,120569.96,Open,10741734,30.44,2962528,243220,0.41,49.0,31.43,87058,Approved,NIC
2023,IN-UK,LGD-D-2613703,ESIC,570724,16.07,18775.06,6931.03,116897.49,Tiered,5804174,19.17,359504,63455,20.99,81.8,10.31,134034,Approved,IRDAI
2016,IN-WB,LGD-D-5984003,CGHS,1255153,38.55,25353.5,6941.0,82683.77,Tiered,670894,28.19,1058688,319090,4.65,36.84,4.76,67112,Rejected,NIC
2017,IN-CH,LGD-D-1791428,CommunityBased,1580670,59.0,14887.08,6799.97,42805.49,EHS_Network,10747876,34.61,5258475,22745,38.31,18.09,29.51,35744,NotApplicable,ESIC
2023,IN-TS,LGD-D-5839529,StateScheme,194934,64.91,19206.41,16403.92,132573.34,EHS_Network,5825474,16.68,626515,549434,35.4,32.29,31.99,130887,NotApplicable,IRDAI
2023,IN-AR,LGD-D-2516679,CommunityBased,2906903,54.65,18179.43,8309.13,129155.22,Restricted,1338390,5.15,596749,110293,9.49,57.06,26.85,163231,Rejected,CGHS
2024,IN-CG,LGD-D-4751964,CommunityBased,71973,77.45,19021.9,18321.16,87162.1,Tiered,11595133,24.89,1496923,226818,4.96,32.08,3.06,72492,NotApplicable,MoHFW
2025,IN-LA,LGD-D-6522574,CGHS,1468920,3.88,27274.0,21031.32,66949.8,Restricted,427597,33.58,2906939,227151,51.2,77.18,34.31,189935,UnderReview,ESIC
2024,IN-AN,LGD-D-8493377,StateScheme,2384668,29.31,30677.18,14476.25,78263.97,Open,11988466,16.44,5523665,464652,20.44,70.22,20.3,219959,NotApplicable,ESIC
2017,IN-KL,LGD-D-9486822,StateScheme,351163,68.76,34593.56,12902.71,4532.17,Restricted,2687388,19.81,1578247,587323,40.51,37.82,26.97,87773,Rejected,ESIC
2025,IN-AR,LGD-D-7670923,CGHS,2899292,42.31,10229.69,10794.62,133671.41,EHS_Network,5766818,12.94,2302173,161665,46.26,81.57,2.56,53849,UnderReview,IRDAI
2025,IN-RJ,LGD-D-3964565,CommunityBased,1472488,61.02,11789.41,7071.3,91762.48,EHS_Network,7438617,32.48,262496,455095,42.42,63.86,1.64,86676,NotApplicable,NHA
2021,IN-RJ,LGD-D-4971342,CommunityBased,1500993,36.88,15572.37,24168.21,97195.8,Tiered,8168700,10.43,4362381,578472,18.93,41.12,23.26,186731,UnderReview,NHA
2023,IN-CG,LGD-D-3446618,ESIC,2392616,91.42,8960.09,16430.15,62734.39,Tiered,8803736,32.97,4820216,29934,6.05,32.79,11.34,206186,NotApplicable,CGHS
2021,IN-UK,LGD-D-3963942,StateScheme,1964475,4.33,5875.08,4328.13,25609.93,EHS_Network,4188826,29.94,1545801,606912,48.37,37.42,17.88,91379,Rejected,IRDAI
2018,IN-SK,LGD-D-2303309,PrivateGroup,2116304,19.68,18611.9,12046.25,128165.23,EHS_Network,3919633,6.72,3340551,14705,3.6,79.49,9.97,68956,PendingDocs,NIC
2020,IN-DH,LGD-D-4929578,CGHS,2047036,70.61,21478.88,23019.0,91437.94,Restricted,4868752,22.21,3166064,442349,19.75,17.0,26.1,146969,Rejected,NHA
2022,IN-TR,LGD-D-3741230,ESIC,2380051,83.04,34953.45,23075.81,95668.79,EHS_Network,3066168,11.39,1480995,105328,48.56,16.52,2.94,66814,UnderReview,NIC
2018,IN-HP,LGD-D-9087025,ESIC,2689336,83.23,25529.85,11209.79,15282.6,Restricted,1082023,1.59,2876967,693422,40.14,16.38,4.07,228991,UnderReview,ESIC
2019,IN-JH,LGD-D-8187969,CGHS,2921498,59.81,15785.89,18616.43,74415.58,Open,9201045,9.04,4563863,691245,16.41,24.14,5.67,182894,PendingDocs,IRDAI
2022,IN-TS,LGD-D-2152420,ESIC,606948,31.53,22395.21,23180.35,112664.08,Open,10458430,7.04,4906014,221541,23.03,63.53,28.56,175189,UnderReview,NIC
2019,IN-AP,LGD-D-8434277,Mixed,38412,47.33,14644.12,12111.81,42240.77,Restricted,8407836,4.41,3865337,277784,31.46,79.86,6.64,15232,PendingDocs,CGHS
2022,IN-JH,LGD-D-5625241,PrivateGroup,916845,92.02,32894.78,20711.65,4267.32,Restricted,9206939,23.15,2521771,547035,21.93,29.48,31.32,69999,PendingDocs,StateHealthDept
2019,IN-MP,LGD-D-5445876,CommunityBased,136928,21.98,17988.12,10502.53,79601.48,Open,9590326,4.88,2890755,358031,51.27,60.0,15.38,104007,NotApplicable,StateHealthDept
2020,IN-RJ,LGD-D-3303198,CommunityBased,1462974,40.56,23978.86,3748.02,148215.33,Tiered,11606487,19.14,2450317,560686,49.76,37.89,3.48,198126,UnderReview,ESIC
2020,IN-HP,LGD-D-2277471,CommunityBased,1288044,21.9,34958.27,2027.91,16036.01,EHS_Network,10873770,5.09,928159,326758,49.78,38.74,27.01,20838,NotApplicable,MoHFW
2023,IN-AP,LGD-D-8360465,StateScheme,1805451,62.94,30771.01,14038.08,70862.17,EHS_Network,7191215,11.31,5994533,335843,38.55,45.66,13.93,162253,UnderReview,IRDAI
2024,IN-ML,LGD-D-5937368,CGHS,2440492,88.16,17156.26,20835.3,104961.69,Open,8442939,19.52,1588624,301004,30.88,64.34,30.44,121697,Rejected,NIC
2023,IN-LD,LGD-D-4299480,CommunityBased,1104100,26.68,6879.97,3123.86,6870.43,Open,4696720,15.65,5405606,446053,50.31,45.22,7.51,49840,PendingDocs,CGHS
2016,IN-GJ,LGD-D-6321559,CommunityBased,3082589,92.74,17222.36,24104.92,98845.56,EHS_Network,9996435,14.32,5718806,671433,36.67,79.3,20.17,185872,UnderReview,MoHFW
2017,IN-MN,LGD-D-2345293,CommunityBased,3499697,5.88,29469.63,16739.04,106063.64,EHS_Network,686495,30.76,1767900,204831,29.81,58.74,13.71,209762,UnderReview,StateHealthDept
2020,IN-MH,LGD-D-8426455,PrivateGroup,2053167,66.86,26245.64,12883.03,94618.46,Preferred,6160606,28.79,2828363,323870,29.08,40.26,7.81,115306,UnderReview,CGHS
2021,IN-LD,LGD-D-5960913,CGHS,1514191,94.06,16322.43,15307.22,138971.2,Tiered,11680505,6.36,3082718,439723,10.66,48.37,16.48,73286,Approved,NHA
2023,IN-PB,LGD-D-2543912,ESIC,1523688,27.63,24754.6,12747.84,25351.92,Tiered,9674281,21.68,2400691,547424,32.24,73.87,20.25,41964,UnderReview,IRDAI
2018,IN-MH,LGD-D-9533470,CGHS,2629590,22.48,14404.89,1284.04,146976.76,Tiered,9369775,28.22,3834805,573114,34.74,31.7,4.39,35419,UnderReview,MoHFW
2022,IN-GJ,LGD-D-3639717,CommunityBased,1100715,84.95,15946.69,12856.95,74660.94,Preferred,4220115,2.3,2919246,407075,40.06,46.87,29.87,56078,UnderReview,StateHealthDept
2017,IN-TS,LGD-D-4243523,ESIC,928310,21.25,34657.42,4454.93,77156.88,Tiered,4642188,33.27,1858217,485610,52.93,55.71,22.16,138780,Approved,ESIC
2020,IN-LD,LGD-D-8441461,CommunityBased,2042605,37.22,6880.71,17803.94,116495.45,Preferred,3535391,10.02,4854229,468110,45.56,4.14,31.33,8584,NotApplicable,IRDAI
2020,IN-CH,LGD-D-7335550,CGHS,667555,27.92,2410.83,7750.3,136604.4,Preferred,10378317,33.32,5517802,12654,17.72,12.48,25.96,126050,NotApplicable,NIC
2016,IN-ML,LGD-D-4886043,PMJAY,1021466,27.73,7521.22,1343.17,148460.9,Restricted,145558,32.0,5714049,204137,53.86,52.49,1.84,134542,NotApplicable,ESIC
2025,IN-JK,LGD-D-1488844,CGHS,2006829,61.29,21839.27,9101.46,71449.81,Open,4113957,2.01,1390384,638291,23.67,6.99,25.71,57208,NotApplicable,MoHFW
2025,IN-MP,LGD-D-3211756,CommunityBased,108985,88.56,22141.33,5840.16,24688.47,Restricted,1820176,5.86,1389822,424318,48.78,43.42,26.8,23950,NotApplicable,MoHFW
2016,IN-CG,LGD-D-2647466,CGHS,3157343,37.92,29516.21,10079.26,61762.31,Restricted,4543112,3.83,2715812,227909,26.91,5.41,10.24,157347,PendingDocs,StateHealthDept
2024,IN-MZ,LGD-D-6710399,StateScheme,3245760,92.74,21255.53,21763.1,121392.67,Preferred,1757008,18.16,5617763,491152,45.33,32.67,1.59,142369,NotApplicable,CGHS
2023,IN-DL,LGD-D-8224148,StateScheme,1765520,83.37,31400.55,11628.15,140506.54,Restricted,2277282,28.25,1238982,692118,4.48,7.06,10.18,135785,Rejected,MoHFW
2024,IN-RJ,LGD-D-3518993,CGHS,136633,46.57,22864.41,8249.89,1718.66,Restricted,5791622,21.93,2681089,259765,49.92,10.76,18.15,44741,Rejected,StateHealthDept
2022,IN-AR,LGD-D-7188929,PMJAY,3023357,39.95,15795.62,8899.95,28772.98,Open,8606780,1.71,194404,169701,46.09,61.64,2.65,203384,NotApplicable,CGHS
2023,IN-ML,LGD-D-9353764,CommunityBased,1162591,50.13,26399.96,20975.34,30776.32,Tiered,10497446,13.91,4762713,154254,10.7,28.23,34.0,194564,UnderReview,ESIC
2024,IN-OD,LGD-D-9398544,PMJAY,2259316,17.85,5680.52,13519.49,142059.41,Restricted,6470355,8.92,991464,172837,3.9,28.69,24.88,226685,UnderReview,IRDAI
2017,IN-HR,LGD-D-3494913,Mixed,1280699,26.35,22828.65,18979.85,74725.32,EHS_Network,11205648,7.11,5595668,191876,51.87,83.65,17.98,148646,Rejected,StateHealthDept
2025,IN-DL,LGD-D-5630803,PMJAY,1505325,52.91,32010.42,13463.23,124833.27,Open,4259906,21.43,3402565,176772,12.32,20.56,17.81,40947,Rejected,MoHFW
2023,IN-JH,LGD-D-6475961,StateScheme,1793316,89.13,15563.9,3207.84,8955.02,Open,2393074,12.17,4127837,550638,49.68,34.03,21.53,192285,Approved,IRDAI
2016,IN-WB,LGD-D-8635106,Mixed,993386,46.5,4814.98,22142.34,97071.1,EHS_Network,2608675,18.83,3434111,623841,11.63,24.91,19.45,185363,Rejected,NHA
2016,IN-TR,LGD-D-3787035,ESIC,2676014,90.53,34016.75,6058.19,142945.78,Tiered,3218632,22.67,1276765,357267,49.35,60.06,30.34,191366,PendingDocs,ESIC
2024,IN-NL,LGD-D-9876889,ESIC,2983314,96.2,9783.75,24154.56,76659.08,Preferred,2398137,34.74,4358906,486861,39.71,69.69,7.76,212400,Approved,StateHealthDept
2024,IN-JK,LGD-D-8406074,CommunityBased,2600311,15.21,3498.74,19001.91,13121.72,Restricted,9501357,17.73,4657698,256881,22.58,41.18,4.64,249863,PendingDocs,MoHFW
2017,IN-MZ,LGD-D-3516938,PMJAY,3166655,29.99,26930.69,4898.71,29544.37,EHS_Network,3028677,15.8,3223733,86847,11.14,60.86,0.3,237797,Rejected,MoHFW
2022,IN-LA,LGD-D-9772540,CGHS,2315629,50.04,29291.66,23515.57,144508.76,Open,6940683,20.11,769256,81269,50.05,1.5,32.38,206719,UnderReview,IRDAI
2019,IN-SK,LGD-D-3428081,ESIC,1671432,96.8,4311.26,8752.31,70686.96,Restricted,9225363,24.66,5275725,660368,13.25,30.91,26.99,128019,Approved,CGHS
2016,IN-UP,LGD-D-3626584,CGHS,3310455,98.27,33839.06,23544.2,117221.71,Tiered,6383716,6.34,419853,393082,47.14,36.38,2.83,147007,NotApplicable,ESIC
2016,IN-JK,LGD-D-7374092,CommunityBased,2553423,18.69,22445.07,18499.68,146594.4,Open,6191705,29.87,3191497,157687,46.5,5.57,12.66,141059,PendingDocs,NHA
2024,IN-JK,LGD-D-7081180,PrivateGroup,3312663,19.97,21249.93,7467.29,64982.21,Restricted,5172428,11.19,2239484,628954,24.17,16.98,2.87,69920,NotApplicable,CGHS
2021,IN-TS,LGD-D-2975767,ESIC,3382110,42.91,8846.06,1535.62,24875.02,Open,8804513,32.63,1544132,333051,18.38,33.14,22.44,171447,NotApplicable,ESIC
2023,IN-MN,LGD-D-7114445,PMJAY,2497288,67.8,23475.46,10044.39,54416.98,Tiered,5337256,25.26,5188627,386603,13.9,70.85,8.63,104421,NotApplicable,ESIC
2020,IN-AR,LGD-D-4567859,PrivateGroup,502800,43.39,15671.64,14960.2,94240.38,Restricted,1348506,31.86,3545497,108908,9.08,66.55,18.19,15840,PendingDocs,NHA
2023,IN-GJ,LGD-D-5328366,StateScheme,2149252,75.28,14589.18,22985.86,124728.06,Tiered,8030840,9.18,3495733,12824,4.2,29.82,13.4,16012,Approved,CGHS
2021,IN-NL,LGD-D-4449378,ESIC,695781,2.11,8867.88,15625.75,42089.61,Restricted,3493801,27.7,5618220,130509,41.04,9.83,34.53,171510,NotApplicable,StateHealthDept
2024,IN-BR,LGD-D-1178867,PMJAY,2848020,40.86,23487.15,6019.53,141070.42,Preferred,933466,16.32,1443394,51142,24.31,20.3,6.28,30998,PendingDocs,NIC
2018,IN-RJ,LGD-D-6850623,ESIC,1364300,30.12,18044.89,774.31,139088.25,EHS_Network,6821911,6.95,5079021,566406,17.14,40.5,10.35,93362,NotApplicable,IRDAI
2019,IN-AR,LGD-D-9046462,ESIC,1255644,47.22,25044.75,23927.66,2922.85,Preferred,2336659,32.69,5035122,450988,1.75,39.62,31.81,77699,NotApplicable,StateHealthDept
2018,IN-SK,LGD-D-8251553,ESIC,3202607,20.11,27665.54,23291.04,141429.63,Tiered,11286421,15.31,389287,74493,12.76,55.14,9.41,109044,PendingDocs,CGHS
2019,IN-KL,LGD-D-6885424,Mixed,1197174,73.47,21535.57,3923.11,35442.38,Preferred,11711202,8.79,3909020,102777,26.56,79.42,15.76,110031,UnderReview,CGHS
2020,IN-AS,LGD-D-1669048,StateScheme,1591170,69.37,15414.55,11305.23,44594.37,EHS_Network,4819669,1.51,4215204,413864,7.32,75.8,13.91,146196,NotApplicable,NIC
2020,IN-KL,LGD-D-3089483,CGHS,2737652,96.78,5583.22,3966.71,141800.67,Restricted,6116595,7.33,3483527,351913,39.85,74.67,21.46,1554,PendingDocs,ESIC
2017,IN-DH,LGD-D-6517103,CGHS,940289,4.32,13960.09,15450.74,121243.72,Preferred,3110569,16.73,4186443,9736,52.21,26.96,23.92,181725,Rejected,ESIC
2019,IN-RJ,LGD-D-1145985,PMJAY,3321666,59.57,13537.04,23840.7,21417.55,Restricted,4643071,23.93,2949174,470961,15.79,50.78,30.75,232046,Rejected,NIC
2016,IN-CH,LGD-D-3941986,PMJAY,3270063,94.79,29523.19,20929.46,18685.45,Tiered,655063,12.66,1064497,194422,46.73,19.09,2.71,206444,PendingDocs,NHA
2016,IN-TS,LGD-D-7956810,PMJAY,3114629,79.47,9343.96,19809.56,12901.1,EHS_Network,4158797,17.79,1763056,132386,38.09,55.94,10.57,75477,UnderReview,MoHFW
2019,IN-TR,LGD-D-2017912,StateScheme,3445206,11.86,13819.36,12462.0,29701.5,Restricted,6300528,16.17,5146601,506094,23.09,12.4,2.87,158803,NotApplicable,StateHealthDept
2024,IN-CG,LGD-D-8691711,Mixed,3221291,27.61,16952.07,365.56,124259.42,Tiered,5034937,11.26,2949718,525339,1.07,64.24,30.81,110982,UnderReview,StateHealthDept
2021,IN-WB,LGD-D-1499754,PMJAY,1988128,97.91,32701.67,16278.67,25948.53,EHS_Network,1907205,21.93,1473730,160642,46.88,77.22,9.83,116042,NotApplicable,NIC
2018,IN-JH,LGD-D-5900765,StateScheme,1293704,16.57,33304.6,17795.55,122593.23,Preferred,5456378,2.02,4183734,39680,34.6,38.78,3.08,15795,UnderReview,MoHFW
2023,IN-RJ,LGD-D-2180360,CGHS,3406694,33.05,27585.35,5698.03,130838.74,Preferred,9195836,22.72,4535858,311941,47.84,40.59,1.35,148330,PendingDocs,CGHS
2025,IN-MN,LGD-D-3062428,StateScheme,1930258,34.22,19342.72,11867.13,84912.53,EHS_Network,2181157,34.47,3825913,580924,44.34,59.1,32.76,163662,UnderReview,MoHFW
2020,IN-MN,LGD-D-5580341,PrivateGroup,3490680,17.73,12073.55,2884.0,84771.72,Open,7255226,22.3,3084423,104067,22.99,6.74,30.75,234025,NotApplicable,MoHFW
2024,IN-CG,LGD-D-9828522,StateScheme,2440413,59.97,32480.93,24761.84,122558.35,Open,11891569,10.7,1611678,626554,16.38,60.32,20.83,200348,PendingDocs,ESIC
2018,IN-JH,LGD-D-9193864,ESIC,1286456,12.33,23355.07,7921.16,46538.93,Preferred,10693959,14.3,910492,151707,45.93,5.47,23.76,246279,Approved,StateHealthDept
2018,IN-AS,LGD-D-6509179,PMJAY,51924,1.82,24395.45,18830.74,105321.19,Preferred,8266244,27.55,1660642,373943,31.82,27.14,23.93,9861,Approved,ESIC
2018,IN-RJ,LGD-D-6377674,CommunityBased,2930400,69.09,9870.95,24508.9,129006.45,Open,2995251,1.32,1846830,162600,11.45,60.58,4.05,173164,NotApplicable,StateHealthDept
2019,IN-UK,LGD-D-5398235,ESIC,143787,6.9,27328.19,21509.84,119523.64,Restricted,10676569,10.86,4706502,657536,29.83,22.72,21.55,226649,UnderReview,CGHS
2022,IN-GJ,LGD-D-7499802,CommunityBased,985663,27.32,11944.19,19754.17,23121.9,EHS_Network,2297346,19.87,3292067,170783,4.38,3.78,21.21,62868,PendingDocs,StateHealthDept
2021,IN-GA,LGD-D-9059201,PrivateGroup,1528276,83.68,2824.82,5929.84,38886.73,Restricted,6447434,21.8,3444178,315561,22.0,16.98,3.24,100446,PendingDocs,NIC
2023,IN-AR,LGD-D-3311861,PMJAY,739335,31.3,22399.0,16821.09,1179.92,Preferred,4377085,8.21,2326798,486012,38.18,68.56,29.41,70061,PendingDocs,NHA
2025,IN-JH,LGD-D-5784800,StateScheme,526052,45.74,8041.87,21167.8,13644.24,Preferred,3477577,2.74,2474321,218160,14.49,4.83,26.16,163536,UnderReview,StateHealthDept
2017,IN-HR,LGD-D-5785779,PMJAY,1011626,51.33,19119.08,13814.59,71889.97,Restricted,9159096,29.48,2374224,103542,38.66,10.3,2.74,225767,Approved,CGHS
2020,IN-CH,LGD-D-2545655,PrivateGroup,1314561,70.12,24624.93,24092.84,130388.64,Open,6210073,24.93,5952448,572029,2.8,23.49,7.23,189703,UnderReview,NIC
2017,IN-UP,LGD-D-1165600,StateScheme,1494621,5.07,19802.55,15836.09,100334.84,Restricted,6937652,23.4,581643,535745,36.6,46.11,8.7,87352,UnderReview,MoHFW
2022,IN-LD,LGD-D-5490454,PMJAY,3219100,15.33,17246.29,7072.86,71284.55,Open,4208047,21.49,5356329,158618,2.07,16.57,16.57,1157,PendingDocs,NIC
2018,IN-AP,LGD-D-8198823,Mixed,2497181,75.07,19400.68,1581.39,83955.34,Preferred,3855982,34.16,3882687,337047,35.4,72.2,13.03,93426,PendingDocs,StateHealthDept
2016,IN-PB,LGD-D-1689316,PrivateGroup,1427336,19.75,26757.03,7233.61,61882.17,Restricted,10024076,22.01,4837591,254134,54.24,81.79,7.02,45206,Rejected,NIC
2024,IN-LD,LGD-D-5902968,StateScheme,2252246,26.88,15564.08,8532.63,14607.85,Restricted,3893883,33.29,2342396,385236,9.41,16.69,9.24,248545,PendingDocs,StateHealthDept
2017,IN-MZ,LGD-D-3875073,PrivateGroup,2539301,72.12,14975.43,13720.72,53627.27,EHS_Network,11071239,13.61,5015382,547375,27.11,58.38,6.58,215155,PendingDocs,CGHS
2016,IN-AS,LGD-D-1607152,PrivateGroup,933260,42.62,5036.42,833.25,132878.39,EHS_Network,8567219,7.11,2497890,121695,52.3,81.47,23.24,196861,Approved,NHA
2025,IN-JK,LGD-D-2709747,PrivateGroup,2430331,8.58,7030.65,654.09,117213.37,Open,10314587,4.9,626150,414291,7.86,5.13,2.7,237988,Rejected,MoHFW
2019,IN-SK,LGD-D-6017646,CommunityBased,265859,59.6,14518.31,11820.75,48676.75,EHS_Network,10916274,22.03,3165524,389927,33.29,53.65,34.52,173707,NotApplicable,ESIC
2025,IN-DL,LGD-D-1834599,StateScheme,1348152,7.96,10936.17,13011.9,108261.9,Open,3899288,25.41,587878,147588,40.19,73.01,10.93,91973,PendingDocs,MoHFW
2025,IN-CG,LGD-D-6198129,PrivateGroup,435454,54.41,23319.91,15976.71,19734.04,Open,10711796,23.55,3235702,630270,26.38,80.93,31.9,191357,NotApplicable,CGHS
2022,IN-SK,LGD-D-3016921,PMJAY,1167287,25.05,21155.05,1985.15,97659.98,Restricted,2339987,9.39,3892129,668304,33.5,4.19,32.08,161954,Rejected,ESIC
2019,IN-AS,LGD-D-9237693,CGHS,1370756,0.14,22383.56,15113.92,120999.66,Restricted,9165743,13.5,4508717,124293,48.64,55.15,31.64,100429,UnderReview,ESIC
2020,IN-CH,LGD-D-9298725,CGHS,272282,47.55,28485.95,9222.45,31580.25,Preferred,6809970,1.22,5889059,326005,3.39,24.86,27.6,229197,Rejected,MoHFW
2023,IN-MP,LGD-D-3607429,Mixed,2333990,87.66,30700.33,21567.94,42623.92,Restricted,1936264,34.17,5654308,11084,15.94,33.28,21.46,248700,Approved,IRDAI
2022,IN-UK,LGD-D-3014531,CGHS,1660700,70.82,22310.65,1051.56,89135.94,Preferred,7906560,23.95,2055226,477998,44.72,37.9,8.85,103697,PendingDocs,IRDAI
2016,IN-MH,LGD-D-8399060,PMJAY,2882381,77.92,9052.56,5176.14,95995.82,Tiered,1687766,9.45,5372833,48612,34.43,83.94,12.41,202108,PendingDocs,NHA
2017,IN-UK,LGD-D-9251365,PrivateGroup,2797844,23.52,29723.78,347.89,58696.7,EHS_Network,9435164,33.49,769069,188786,26.99,83.54,24.67,119428,NotApplicable,ESIC
2025,IN-NL,LGD-D-4886661,PMJAY,244500,95.44,20691.19,7609.49,126653.37,Preferred,2863601,31.09,2589714,43768,33.55,63.53,23.98,112677,Approved,NIC
2021,IN-KA,LGD-D-7016568,ESIC,1410666,85.63,24032.67,20179.26,141315.94,Tiered,8264031,12.69,3256676,146275,41.71,76.98,1.8,237243,Rejected,IRDAI
2020,IN-CH,LGD-D-3405400,PrivateGroup,271919,49.21,20956.67,23320.67,26171.68,Tiered,11878473,16.67,4492375,304858,0.77,64.06,25.13,208491,Rejected,IRDAI
2025,IN-NL,LGD-D-6200166,ESIC,1336525,77.95,27376.32,24398.39,123979.99,Tiered,6680750,16.68,4986147,651488,46.97,59.95,29.23,171105,Rejected,StateHealthDept
2019,IN-LA,LGD-D-4725571,CGHS,2010135,81.72,30730.22,9093.28,5590.19,Restricted,1161069,16.14,4000988,140325,17.65,63.72,23.11,224537,UnderReview,IRDAI
2024,IN-MN,LGD-D-4865896,ESIC,2057894,29.35,13320.74,4899.35,135928.96,Restricted,5413380,33.87,1863882,695986,5.52,42.54,4.69,152228,PendingDocs,IRDAI
2021,IN-TR,LGD-D-7114254,StateScheme,386148,32.6,33894.17,13249.08,30221.25,Tiered,1485968,9.94,5215215,586483,41.92,34.1,19.6,136786,PendingDocs,NIC
2022,IN-KL,LGD-D-8934099,CGHS,1849709,90.62,29482.28,17602.73,68132.66,Restricted,4546506,15.51,2659699,673736,36.8,4.83,8.13,105321,Rejected,CGHS
2016,IN-KA,LGD-D-4361984,PMJAY,3396505,58.59,15990.62,16327.8,78107.75,Preferred,8658474,24.13,4899097,228793,22.33,0.22,28.57,203482,Rejected,CGHS
2019,IN-TS,LGD-D-7252775,StateScheme,2666301,81.79,28537.7,24433.65,98353.06,Preferred,9972931,4.18,3615254,564354,36.77,14.26,14.55,238200,Rejected,MoHFW
2018,IN-LA,LGD-D-3658806,PMJAY,41601,64.93,2242.38,2546.91,89360.11,Restricted,2671692,24.15,964750,509049,10.23,19.56,26.1,248099,Approved,ESIC
2019,IN-UP,LGD-D-9507696,PrivateGroup,3468920,59.84,27144.87,7593.27,41966.68,Open,854358,14.67,3625362,356551,40.39,63.5,7.48,102968,UnderReview,NHA
2019,IN-MZ,LGD-D-9278954,PrivateGroup,2167126,42.92,1332.54,13955.81,9686.26,Tiered,572006,24.37,1005594,519025,31.09,43.74,22.1,72699,Approved,CGHS
2017,IN-MZ,LGD-D-5120457,Mixed,146749,56.13,33461.81,16415.17,78703.39,Restricted,9012292,8.36,42383,474902,37.6,84.11,22.77,11057,Rejected,ESIC
2016,IN-MP,LGD-D-7476920,PrivateGroup,2227299,95.48,17262.43,2943.13,119865.19,EHS_Network,10017832,12.5,4260623,189520,36.51,28.26,24.16,221065,PendingDocs,IRDAI
2019,IN-MZ,LGD-D-5425655,CGHS,1784883,96.24,11613.28,7510.49,42440.44,Open,9409022,17.04,4618997,376823,10.7,68.99,11.36,114612,Approved,CGHS
2017,IN-DH,LGD-D-8704810,CommunityBased,492189,5.71,32618.55,12593.34,44804.3,EHS_Network,5777835,7.32,5709073,449157,49.55,34.39,32.79,142567,NotApplicable,ESIC
2020,IN-NL,LGD-D-4975128,CommunityBased,1413204,34.84,22934.68,1040.25,8345.67,Open,11124085,10.81,1691220,186411,14.17,64.41,6.91,147951,Rejected,NIC
2017,IN-MZ,LGD-D-4095601,Mixed,5218,91.12,15562.69,15347.76,44145.66,Restricted,6279098,14.12,5963572,559745,30.52,81.73,33.1,70707,PendingDocs,IRDAI
2024,IN-MZ,LGD-D-6003295,Mixed,1472148,65.99,14766.23,11230.75,124583.39,EHS_Network,8484938,34.73,520673,81828,13.86,71.77,15.71,207173,PendingDocs,StateHealthDept
2025,IN-KL,LGD-D-5809730,CommunityBased,1921499,84.67,33159.95,23594.27,61989.68,EHS_Network,7709255,26.46,2808328,498959,10.97,27.64,6.92,7475,Approved,ESIC
2025,IN-LD,LGD-D-7015805,PrivateGroup,1636917,50.89,15767.81,6223.78,66644.06,EHS_Network,11290217,11.32,1757502,345059,23.18,73.56,16.43,81846,UnderReview,MoHFW
