safe_terror_reference_year,safe_terror_country_iso2,safe_terror_attack_type_code,safe_terror_attack_count,safe_terror_fatalities_count,safe_terror_injuries_count,safe_terror_arrests_count,safe_terror_plot_disrupted_count,safe_terror_radicalisation_channel_code,safe_terror_online_propaganda_takedowns_count,safe_terror_foreign_fighter_returnees_count,safe_terror_financing_case_count,safe_terror_ct_policy_measure_code,safe_terror_public_alert_level_code,safe_terror_critical_infrastructure_threat_flag,safe_terror_cross_border_cooperation_flag,safe_terror_eu_agency_dataset,safe_terror_data_source,safe_terror_revision_round,safe_terror_data_extract_date
2016,CY,FIREARM,3,7,4,82,6,IN_PERSON_NETWORK,159,67,64,CT_STRATEGY_UPDATE,LOW,0,1,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-03-28
2017,FR,ATTACK_COMPLETED,3,5,20,130,20,FAMILY_PEER,1588,21,0,FINANCIAL_SANCTIONS,SEVERE,0,1,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2025-12-06
2018,IT,VEHICLE_ATTACK,8,8,59,228,4,TRAVEL_RELATED,1856,18,45,INTELLIGENCE_SHARING,HIGH,1,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2025-05-22
2019,NL,SABOTAGE,0,0,0,83,1,UNKNOWN,2436,10,35,ONLINE_CONTENT_ACTION,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2026-02-03
2020,SI,ARSON,0,0,0,53,2,ONLINE,2469,62,67,DERADICALISATION_PROGRAM,GUARDED,0,1,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-01-16
2021,BG,EXPLOSIVE_DEVICE,4,6,58,13,25,PRISON,3073,5,1,BORDER_SCREENING,LOW,0,1,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2025-09-17
2022,EE,ATTACK_ATTEMPTED,1,2,3,36,8,IN_PERSON_NETWORK,3527,6,77,CRITICAL_INFRA_PROTECTION,SEVERE,0,0,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2024-05-22
2023,HU,STABBING,2,1,10,1,6,FAMILY_PEER,386,23,26,CT_STRATEGY_UPDATE,HIGH,1,1,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-02-04
2024,LU,FIREARM,10,22,45,87,2,TRAVEL_RELATED,3296,34,82,FINANCIAL_SANCTIONS,ELEVATED,1,1,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2026-01-19
2025,RO,ATTACK_COMPLETED,6,7,50,166,34,UNKNOWN,2770,38,8,INTELLIGENCE_SHARING,GUARDED,0,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2026-01-20
2006,AT,VEHICLE_ATTACK,7,3,60,81,8,ONLINE,3422,45,59,ONLINE_CONTENT_ACTION,LOW,0,0,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-07-02
2007,CZ,SABOTAGE,11,5,39,155,37,PRISON,3912,1,1,DERADICALISATION_PROGRAM,SEVERE,0,0,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-05-07
2008,DE,ARSON,10,6,91,181,19,IN_PERSON_NETWORK,480,27,57,BORDER_SCREENING,HIGH,0,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-07-01
2009,LV,EXPLOSIVE_DEVICE,11,42,63,249,20,FAMILY_PEER,1235,61,1,CRITICAL_INFRA_PROTECTION,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-03-08
2010,PL,ATTACK_ATTEMPTED,2,1,9,156,15,TRAVEL_RELATED,2384,33,37,CT_STRATEGY_UPDATE,GUARDED,1,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2025-11-07
2011,ES,STABBING,4,8,9,36,8,UNKNOWN,728,63,87,FINANCIAL_SANCTIONS,LOW,0,0,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-12-23
2012,HR,FIREARM,10,21,21,236,39,ONLINE,9617,33,56,INTELLIGENCE_SHARING,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-07-05
2013,FI,ATTACK_COMPLETED,8,14,27,66,39,PRISON,96,76,53,ONLINE_CONTENT_ACTION,HIGH,1,0,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2024-05-11
2014,IE,VEHICLE_ATTACK,2,8,9,202,20,IN_PERSON_NETWORK,2656,56,64,DERADICALISATION_PROGRAM,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2024-08-10
2015,MT,SABOTAGE,9,2,61,167,40,FAMILY_PEER,1526,47,16,BORDER_SCREENING,GUARDED,0,1,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-07-26
2016,SK,ARSON,3,2,7,246,4,TRAVEL_RELATED,1882,62,28,CRITICAL_INFRA_PROTECTION,LOW,0,1,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-08-16
2017,BE,EXPLOSIVE_DEVICE,10,41,137,116,0,UNKNOWN,2961,39,78,CT_STRATEGY_UPDATE,SEVERE,0,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2024-08-22
2018,DK,ATTACK_ATTEMPTED,7,10,16,59,27,ONLINE,12081,47,43,FINANCIAL_SANCTIONS,HIGH,1,1,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2026-02-16
2019,GR,STABBING,10,0,84,69,0,PRISON,1969,58,28,INTELLIGENCE_SHARING,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-03-30
2020,LT,FIREARM,9,5,66,84,41,IN_PERSON_NETWORK,981,38,37,ONLINE_CONTENT_ACTION,GUARDED,0,1,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-11-24
2021,PT,ATTACK_COMPLETED,6,11,1,1,1,FAMILY_PEER,2380,47,14,DERADICALISATION_PROGRAM,LOW,0,0,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2026-02-03
2022,SE,VEHICLE_ATTACK,6,21,41,70,39,TRAVEL_RELATED,2178,46,76,BORDER_SCREENING,SEVERE,0,0,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2024-08-24
2023,CY,SABOTAGE,6,5,30,98,22,UNKNOWN,1543,1,17,CRITICAL_INFRA_PROTECTION,HIGH,0,0,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-01-13
2024,FR,ARSON,11,23,33,114,16,ONLINE,9604,34,9,CT_STRATEGY_UPDATE,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2026-02-01
2025,IT,EXPLOSIVE_DEVICE,11,14,93,122,2,PRISON,3615,42,15,FINANCIAL_SANCTIONS,GUARDED,1,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2024-08-17
2006,NL,ATTACK_ATTEMPTED,6,7,55,128,34,IN_PERSON_NETWORK,400,70,8,INTELLIGENCE_SHARING,LOW,0,1,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-09-15
2007,SI,STABBING,5,1,12,65,31,FAMILY_PEER,1551,17,27,ONLINE_CONTENT_ACTION,SEVERE,0,1,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-10-01
2008,BG,FIREARM,6,25,31,108,15,TRAVEL_RELATED,1221,31,39,DERADICALISATION_PROGRAM,HIGH,0,1,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-01-17
2009,EE,ATTACK_COMPLETED,9,15,80,34,20,UNKNOWN,220,29,38,BORDER_SCREENING,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2024-12-21
2010,HU,VEHICLE_ATTACK,8,29,42,18,10,ONLINE,6071,65,73,CRITICAL_INFRA_PROTECTION,GUARDED,0,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2024-04-02
2011,LU,SABOTAGE,8,12,33,172,31,PRISON,3953,77,35,CT_STRATEGY_UPDATE,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-02-24
2012,RO,ARSON,3,2,27,136,22,IN_PERSON_NETWORK,1299,66,2,FINANCIAL_SANCTIONS,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-11-16
2013,AT,EXPLOSIVE_DEVICE,8,28,5,161,33,FAMILY_PEER,2469,31,39,INTELLIGENCE_SHARING,HIGH,1,0,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2024-04-04
2014,CZ,ATTACK_ATTEMPTED,11,14,64,237,14,TRAVEL_RELATED,901,76,27,ONLINE_CONTENT_ACTION,ELEVATED,1,0,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-05-16
2015,DE,STABBING,6,2,36,132,43,UNKNOWN,1538,67,27,DERADICALISATION_PROGRAM,GUARDED,0,1,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2026-01-12
2016,LV,FIREARM,4,0,22,168,13,ONLINE,7436,67,31,BORDER_SCREENING,LOW,0,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-07-03
2017,PL,ATTACK_COMPLETED,7,9,15,45,10,PRISON,934,72,77,CRITICAL_INFRA_PROTECTION,SEVERE,0,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2024-05-20
2018,ES,VEHICLE_ATTACK,0,0,0,113,31,IN_PERSON_NETWORK,4189,33,1,CT_STRATEGY_UPDATE,HIGH,1,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2025-01-07
2019,HR,SABOTAGE,8,2,33,142,11,FAMILY_PEER,3967,56,31,FINANCIAL_SANCTIONS,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2026-01-11
2020,FI,ARSON,9,1,82,30,24,TRAVEL_RELATED,2494,74,19,INTELLIGENCE_SHARING,GUARDED,0,1,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-07-18
2021,IE,EXPLOSIVE_DEVICE,9,8,118,125,21,UNKNOWN,2630,21,6,ONLINE_CONTENT_ACTION,LOW,1,1,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2024-08-30
2022,MT,ATTACK_ATTEMPTED,3,5,23,19,26,ONLINE,7958,34,66,DERADICALISATION_PROGRAM,SEVERE,0,1,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2024-09-23
2023,SK,STABBING,10,10,61,2,4,PRISON,3664,43,27,BORDER_SCREENING,HIGH,0,0,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-01-25
2024,BE,FIREARM,9,36,35,18,10,IN_PERSON_NETWORK,3760,31,25,CRITICAL_INFRA_PROTECTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-01-20
2025,DK,ATTACK_COMPLETED,6,7,49,201,7,FAMILY_PEER,3167,34,75,CT_STRATEGY_UPDATE,GUARDED,0,1,FRA_DATA,COURT_CASES_REGISTER,FIRST,2026-02-24
2006,GR,VEHICLE_ATTACK,6,26,84,68,36,TRAVEL_RELATED,2072,69,32,FINANCIAL_SANCTIONS,LOW,0,0,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-04-05
2007,LT,SABOTAGE,1,1,6,150,17,UNKNOWN,1543,33,56,INTELLIGENCE_SHARING,SEVERE,0,1,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2026-01-15
2008,PT,ARSON,5,6,28,252,34,ONLINE,4527,26,65,ONLINE_CONTENT_ACTION,HIGH,0,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-10-09
2009,SE,EXPLOSIVE_DEVICE,7,28,60,18,25,PRISON,240,0,66,DERADICALISATION_PROGRAM,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-12-23
2010,CY,ATTACK_ATTEMPTED,6,3,40,141,2,IN_PERSON_NETWORK,1148,27,0,BORDER_SCREENING,GUARDED,0,1,FRA_DATA,EUROPOL_TE_SAT,FLASH,2025-07-12
2011,FR,STABBING,10,4,12,224,8,FAMILY_PEER,3403,18,33,CRITICAL_INFRA_PROTECTION,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-08-01
2012,IT,FIREARM,11,43,12,4,25,TRAVEL_RELATED,3706,5,52,CT_STRATEGY_UPDATE,SEVERE,0,1,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-11-19
2013,NL,ATTACK_COMPLETED,8,4,53,200,22,UNKNOWN,4144,8,14,FINANCIAL_SANCTIONS,HIGH,0,0,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2025-10-31
2014,SI,VEHICLE_ATTACK,5,20,8,55,12,ONLINE,9611,49,34,INTELLIGENCE_SHARING,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2026-01-14
2015,BG,SABOTAGE,2,1,11,87,13,PRISON,1196,69,34,ONLINE_CONTENT_ACTION,GUARDED,0,0,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-07-19
2016,EE,ARSON,7,1,64,93,13,IN_PERSON_NETWORK,1261,40,53,DERADICALISATION_PROGRAM,LOW,0,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-03-03
2017,HU,EXPLOSIVE_DEVICE,8,7,102,56,38,FAMILY_PEER,2114,27,0,BORDER_SCREENING,SEVERE,1,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2024-06-22
2018,LU,ATTACK_ATTEMPTED,1,0,8,236,27,TRAVEL_RELATED,1776,15,5,CRITICAL_INFRA_PROTECTION,HIGH,0,1,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2024-07-29
2019,RO,STABBING,2,3,13,0,6,UNKNOWN,3855,77,47,CT_STRATEGY_UPDATE,ELEVATED,1,1,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-10-06
2020,AT,FIREARM,3,5,3,174,25,ONLINE,134,2,94,FINANCIAL_SANCTIONS,GUARDED,1,1,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-02-11
2021,CZ,ATTACK_COMPLETED,2,1,5,226,8,PRISON,2065,26,69,INTELLIGENCE_SHARING,LOW,0,0,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2025-06-13
2022,DE,VEHICLE_ATTACK,10,43,120,215,20,IN_PERSON_NETWORK,2461,16,47,ONLINE_CONTENT_ACTION,SEVERE,0,0,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2025-01-09
2023,LV,SABOTAGE,3,3,25,30,18,FAMILY_PEER,527,34,0,DERADICALISATION_PROGRAM,HIGH,1,0,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-12-21
2024,PL,ARSON,11,13,50,73,16,TRAVEL_RELATED,2384,0,23,BORDER_SCREENING,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-11-07
2025,ES,EXPLOSIVE_DEVICE,7,4,100,60,17,UNKNOWN,1854,48,58,CRITICAL_INFRA_PROTECTION,GUARDED,1,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-07-09
2006,HR,ATTACK_ATTEMPTED,0,0,0,132,16,ONLINE,3084,71,18,CT_STRATEGY_UPDATE,LOW,0,1,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-07-21
2007,FI,STABBING,9,3,18,248,30,PRISON,2139,37,51,FINANCIAL_SANCTIONS,SEVERE,0,0,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-07-04
2008,IE,FIREARM,2,4,13,225,11,IN_PERSON_NETWORK,385,29,7,INTELLIGENCE_SHARING,HIGH,1,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-10-30
2009,MT,ATTACK_COMPLETED,10,11,43,5,12,FAMILY_PEER,2978,14,82,ONLINE_CONTENT_ACTION,ELEVATED,1,0,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2024-07-28
2010,SK,VEHICLE_ATTACK,7,16,3,126,14,TRAVEL_RELATED,1254,55,29,DERADICALISATION_PROGRAM,GUARDED,0,1,FRA_DATA,EUROPOL_TE_SAT,FLASH,2024-07-03
2011,BE,SABOTAGE,10,21,49,188,22,UNKNOWN,2560,33,54,BORDER_SCREENING,LOW,1,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-12-07
2012,DK,ARSON,4,6,27,233,27,ONLINE,12503,30,26,CRITICAL_INFRA_PROTECTION,SEVERE,0,1,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-04-05
2013,GR,EXPLOSIVE_DEVICE,0,0,0,22,5,PRISON,157,25,50,CT_STRATEGY_UPDATE,HIGH,0,1,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2024-01-17
2014,LT,ATTACK_ATTEMPTED,5,8,22,111,12,IN_PERSON_NETWORK,3989,44,24,FINANCIAL_SANCTIONS,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2024-08-01
2015,PT,STABBING,2,0,16,12,21,FAMILY_PEER,3138,75,45,INTELLIGENCE_SHARING,GUARDED,0,1,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-10-12
2016,SE,FIREARM,8,28,32,88,31,TRAVEL_RELATED,3746,34,20,ONLINE_CONTENT_ACTION,LOW,0,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-06-12
2017,CY,ATTACK_COMPLETED,1,1,4,33,10,UNKNOWN,1732,14,39,DERADICALISATION_PROGRAM,SEVERE,0,1,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2025-01-06
2018,FR,VEHICLE_ATTACK,11,39,125,107,27,ONLINE,5443,6,50,BORDER_SCREENING,HIGH,0,1,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2024-06-16
2019,IT,SABOTAGE,3,1,1,63,9,PRISON,2230,64,90,CRITICAL_INFRA_PROTECTION,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-07-07
2020,NL,ARSON,0,0,0,71,18,IN_PERSON_NETWORK,1097,16,101,CT_STRATEGY_UPDATE,GUARDED,0,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-02-10
2021,SI,EXPLOSIVE_DEVICE,3,2,16,158,26,FAMILY_PEER,214,46,42,FINANCIAL_SANCTIONS,LOW,0,1,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2025-06-19
2022,BG,ATTACK_ATTEMPTED,6,5,50,183,11,TRAVEL_RELATED,2560,38,58,INTELLIGENCE_SHARING,SEVERE,0,1,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2025-03-27
2023,EE,STABBING,7,9,33,19,11,UNKNOWN,450,25,55,ONLINE_CONTENT_ACTION,HIGH,0,1,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-04-29
2024,HU,FIREARM,8,15,6,121,15,ONLINE,13058,17,65,DERADICALISATION_PROGRAM,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2026-01-10
2025,LU,ATTACK_COMPLETED,0,0,0,162,11,PRISON,3289,35,8,BORDER_SCREENING,GUARDED,0,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-09-07
2006,RO,VEHICLE_ATTACK,10,8,134,204,41,IN_PERSON_NETWORK,2154,53,6,CRITICAL_INFRA_PROTECTION,LOW,0,0,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-05-06
2007,AT,SABOTAGE,4,3,26,25,24,FAMILY_PEER,1625,75,87,CT_STRATEGY_UPDATE,SEVERE,1,0,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-04-04
2008,CZ,ARSON,2,4,5,42,35,TRAVEL_RELATED,3319,54,11,FINANCIAL_SANCTIONS,HIGH,0,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-11-07
2009,DE,EXPLOSIVE_DEVICE,10,30,104,47,13,UNKNOWN,3697,52,45,INTELLIGENCE_SHARING,ELEVATED,1,0,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-08-19
2010,LV,ATTACK_ATTEMPTED,6,5,42,244,12,ONLINE,13928,44,31,ONLINE_CONTENT_ACTION,GUARDED,0,1,FRA_DATA,EUROPOL_TE_SAT,FLASH,2025-07-11
2011,PL,STABBING,0,0,0,157,30,PRISON,1108,30,54,DERADICALISATION_PROGRAM,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-03-04
2012,ES,FIREARM,1,4,3,111,1,IN_PERSON_NETWORK,3556,65,33,BORDER_SCREENING,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-12-29
2013,HR,ATTACK_COMPLETED,5,8,38,8,16,FAMILY_PEER,3355,6,86,CRITICAL_INFRA_PROTECTION,HIGH,0,1,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2025-02-27
2014,FI,VEHICLE_ATTACK,3,1,45,92,3,TRAVEL_RELATED,4015,67,23,CT_STRATEGY_UPDATE,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2024-05-16
2015,IE,SABOTAGE,4,2,26,249,22,UNKNOWN,2279,33,25,FINANCIAL_SANCTIONS,GUARDED,1,0,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-01-24
2016,MT,ARSON,8,13,27,107,35,ONLINE,5597,25,87,INTELLIGENCE_SHARING,LOW,1,1,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-11-02
2017,SK,EXPLOSIVE_DEVICE,4,7,60,84,0,PRISON,2379,25,61,ONLINE_CONTENT_ACTION,SEVERE,1,1,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2025-09-23
2018,BE,ATTACK_ATTEMPTED,10,16,61,45,0,IN_PERSON_NETWORK,2442,56,6,DERADICALISATION_PROGRAM,HIGH,0,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2025-09-30
2019,DK,STABBING,7,2,46,55,3,FAMILY_PEER,3663,40,42,BORDER_SCREENING,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-10-29
2020,GR,FIREARM,10,12,59,19,27,TRAVEL_RELATED,2986,76,17,CRITICAL_INFRA_PROTECTION,GUARDED,0,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-10-28
2021,LT,ATTACK_COMPLETED,10,3,49,181,3,UNKNOWN,681,25,85,CT_STRATEGY_UPDATE,LOW,0,0,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2024-08-17
2022,PT,VEHICLE_ATTACK,3,5,25,203,36,ONLINE,678,9,64,FINANCIAL_SANCTIONS,SEVERE,0,1,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2024-02-06
2023,SE,SABOTAGE,11,13,72,6,0,PRISON,314,26,25,INTELLIGENCE_SHARING,HIGH,0,0,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-12-03
2024,CY,ARSON,3,4,18,181,23,IN_PERSON_NETWORK,2031,46,11,ONLINE_CONTENT_ACTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-07-28
2025,FR,EXPLOSIVE_DEVICE,9,14,51,212,20,FAMILY_PEER,2806,10,3,DERADICALISATION_PROGRAM,GUARDED,0,1,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-12-02
2006,IT,ATTACK_ATTEMPTED,3,5,26,133,41,TRAVEL_RELATED,3184,10,43,BORDER_SCREENING,LOW,0,1,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-03-02
2007,NL,STABBING,6,11,40,205,20,UNKNOWN,3575,50,60,CRITICAL_INFRA_PROTECTION,SEVERE,0,1,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-11-07
2008,SI,FIREARM,1,1,2,224,5,ONLINE,9744,9,64,CT_STRATEGY_UPDATE,HIGH,1,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-02-18
2009,BG,ATTACK_COMPLETED,8,12,31,71,5,PRISON,1464,20,76,FINANCIAL_SANCTIONS,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-03-12
2010,EE,VEHICLE_ATTACK,7,20,15,16,2,IN_PERSON_NETWORK,1368,68,15,INTELLIGENCE_SHARING,GUARDED,1,1,FRA_DATA,EUROPOL_TE_SAT,FLASH,2025-03-14
2011,HU,SABOTAGE,0,0,0,64,41,FAMILY_PEER,1296,10,41,ONLINE_CONTENT_ACTION,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-09-05
2012,LU,ARSON,7,0,51,41,3,TRAVEL_RELATED,4027,20,15,DERADICALISATION_PROGRAM,SEVERE,1,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-06-18
2013,RO,EXPLOSIVE_DEVICE,8,9,65,85,11,UNKNOWN,297,27,52,BORDER_SCREENING,HIGH,0,1,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2024-10-23
2014,AT,ATTACK_ATTEMPTED,1,0,5,43,21,ONLINE,3361,40,17,CRITICAL_INFRA_PROTECTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-10-28
2015,CZ,STABBING,5,10,20,159,10,PRISON,888,14,49,CT_STRATEGY_UPDATE,GUARDED,0,0,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-05-31
2016,DE,FIREARM,7,30,5,203,30,IN_PERSON_NETWORK,3744,47,0,FINANCIAL_SANCTIONS,LOW,0,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-06-16
2017,LV,ATTACK_COMPLETED,11,15,55,192,34,FAMILY_PEER,2387,43,46,INTELLIGENCE_SHARING,SEVERE,0,1,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2024-05-11
