tax_env_reference_year,tax_env_country_iso2,tax_env_tax_type_code,tax_env_tax_base_unit,tax_env_tax_rate_value,tax_env_tax_revenue_eur,tax_env_tax_revenue_pct_gdp,tax_env_ets_auction_revenue_eur,tax_env_ets_allowances_auctioned_count,tax_env_cbam_revenue_eur,tax_env_energy_tax_revenue_eur,tax_env_transport_tax_revenue_eur,tax_env_pollution_tax_revenue_eur,tax_env_resource_tax_revenue_eur,tax_env_revenue_recycled_to_households_flag,tax_env_green_budget_tagging_flag,tax_env_fossil_fuel_subsidy_eur,tax_env_policy_reference_fit55_flag,tax_env_data_source,tax_env_data_extract_date
2018,LT,CARBON,EUR_PER_LITRE,12.4441,11547130.51,0.0052,1051263701.35,21928782,184577328.72,4365485.02,2109321.18,1236325.55,3835998.76,1,0,287177157.91,0,NATIONAL_ENV_MINISTRY,2025-09-13
2019,PT,TRANSPORT,EUR_PER_TONNE,176.8282,80101134.65,0.0357,3657285571.11,21877794,62861657.5,4629515.03,11065148.85,1808291.54,62598179.23,1,1,2347575327.51,0,BUDGET_REPORTING,2024-08-30
2020,SE,RESOURCE,EUR_PER_VEHICLE,123.831,99454786.07,0.0439,1547398060.86,21968645,62674138.7,8894640.93,17351037.75,2245323.54,70963783.85,1,1,5430461262.99,0,EUROSTAT_ENV_TAX,2025-06-23
2021,CY,ENERGY,EUR_PER_TCO2,128.1594,81062509.94,0.0353,955479000.48,22039109,206123999.71,41627572.59,11994405.4,5972561.8,21467970.15,1,1,7697459237.73,1,ETS_AUCTION_PLATFORM,2025-04-18
2022,FR,POLLUTION,EUR_PER_MWH,29.8288,5442984.18,0.0023,159940056.18,22032458,174713712.53,642225.56,366554.86,629650.3,3804553.46,1,1,1504352012.43,1,NATIONAL_ENV_MINISTRY,2024-02-09
2023,IT,CARBON,EUR_PER_LITRE,81.7844,31599736.31,0.0135,2785905757.4,22040877,726754825.87,12581794.95,2817046.61,2638455.54,13562439.21,1,0,1523437670.2,1,BUDGET_REPORTING,2025-04-05
2024,NL,TRANSPORT,EUR_PER_TONNE,139.2106,77789881.57,0.0329,3416620142.7,22057708,725220365.5,13366128.39,24340955.99,9181249.91,30901547.28,1,1,898641910.22,1,EUROSTAT_ENV_TAX,2024-12-02
2025,SI,RESOURCE,EUR_PER_VEHICLE,63.5523,68759819.21,0.0287,4033629309.86,22247332,669511911.38,14444557.99,7623391.18,1842262.36,44849607.68,1,0,3856430518.65,0,ETS_AUCTION_PLATFORM,2026-02-10
2026,BG,ENERGY,EUR_PER_TCO2,149.7862,138073710.36,0.0571,1843763129.66,22167943,453219930.08,42957559.29,25952508.88,11483027.35,57680614.84,0,0,3273434269.03,0,NATIONAL_ENV_MINISTRY,2025-10-22
2010,EE,POLLUTION,EUR_PER_MWH,43.5342,96326841.32,0.0393,1507716435.4,22163633,88434191.85,13948049.17,5048424.24,10672301.12,66658066.79,0,1,1746010625.17,0,BUDGET_REPORTING,2025-04-29
2011,HU,CARBON,EUR_PER_LITRE,79.8709,92212059.61,0.0372,366516829.18,22312335,11298569.17,51213673.11,5490073.13,5326568.52,30181744.85,1,1,1231425868.33,0,EUROSTAT_ENV_TAX,2024-10-23
2012,LU,TRANSPORT,EUR_PER_TONNE,122.7652,55469115.93,0.0221,470871293.79,22352327,172126504.78,3356463.72,7719410.32,3674877.69,40718364.2,1,1,3219916509.5,0,ETS_AUCTION_PLATFORM,2024-01-18
2013,RO,RESOURCE,EUR_PER_VEHICLE,167.5194,122473044.8,0.0486,3893099852.73,22272339,198461768.26,17885804.54,6211557.53,4888789.7,93486893.03,0,0,3278448368.31,0,NATIONAL_ENV_MINISTRY,2024-09-23
2014,AT,ENERGY,EUR_PER_TCO2,166.4771,137824310.05,0.054,1245417928.06,22399723,35771472.74,35817821.81,12074676.84,19523150.38,70408661.02,0,0,2540742536.58,0,BUDGET_REPORTING,2024-12-16
2015,CZ,POLLUTION,EUR_PER_MWH,137.8657,153447338.04,0.0596,859491916.41,22383575,142190437.82,28058810.12,27495134.4,40719099.84,57174293.68,0,1,378425292.18,0,EUROSTAT_ENV_TAX,2024-02-25
2016,DE,CARBON,EUR_PER_LITRE,123.8748,138057255.51,0.0531,364186878.98,22532628,88778328.77,59866268.75,26886757.51,20242290.45,31061938.8,0,1,43866148.49,0,ETS_AUCTION_PLATFORM,2025-07-04
2017,LV,TRANSPORT,EUR_PER_TONNE,14.7892,13739769.09,0.0052,3518751086.05,22421332,109504199.37,1170063.16,3129287.49,1946088.1,7494330.34,1,1,4596906820.79,0,NATIONAL_ENV_MINISTRY,2024-12-19
2018,PL,RESOURCE,EUR_PER_VEHICLE,160.9493,189638368.49,0.0714,104602050.27,22592798,113747009.93,33381754.02,12299042.95,12973754.34,130983817.18,0,1,1266115965.97,0,BUDGET_REPORTING,2025-07-21
2019,ES,ENERGY,EUR_PER_TCO2,27.6837,21169364.36,0.0079,58285528.04,22560726,136439415.18,9440985.72,2429568.97,513527.18,8785282.49,1,0,3718950714.03,1,EUROSTAT_ENV_TAX,2024-09-24
2020,HR,POLLUTION,EUR_PER_MWH,137.4337,69709350.95,0.0258,1176524238.64,22580370,28581801.5,8363399.01,13697043.26,18898143.6,28750765.08,0,0,2486403155.48,1,ETS_AUCTION_PLATFORM,2025-08-29
2021,FI,CARBON,EUR_PER_LITRE,159.1529,177801688.05,0.0649,2259705983.48,22731422,173016881.05,98113986.58,23580687.75,25040375.94,31066637.78,0,1,1342830185.77,1,NATIONAL_ENV_MINISTRY,2024-11-17
2022,IE,TRANSPORT,EUR_PER_TONNE,35.7821,31284131.4,0.0113,2425090817.93,22731046,73695906.76,5283529.71,12593917.73,1021266.09,12385417.87,0,0,2981603073.38,0,BUDGET_REPORTING,2025-09-03
2023,MT,RESOURCE,EUR_PER_VEHICLE,126.3977,23731909.4,0.0085,693083810.1,22812881,159917970.63,4597149.25,1383300.96,851098.23,16900360.96,0,1,134121901.82,0,EUROSTAT_ENV_TAX,2025-05-19
2024,SK,ENERGY,EUR_PER_TCO2,26.0695,29897759.08,0.0106,22179055.42,22786476,707064441.57,19092710.2,5872897.39,1353573.19,3578578.3,1,0,473634177.68,1,ETS_AUCTION_PLATFORM,2025-05-01
2025,BE,POLLUTION,EUR_PER_MWH,122.1487,87206555.13,0.0308,2026772684.82,22886286,278780357.91,5040609.23,13555449.99,17518866.74,51091629.17,1,1,1465057443.19,1,NATIONAL_ENV_MINISTRY,2024-07-23
2026,DK,CARBON,EUR_PER_LITRE,163.53,207875109.71,0.0725,2575437017.05,22939433,349479489.06,73818155.53,25584361.65,27117410.89,81355181.64,1,1,41567830.57,0,BUDGET_REPORTING,2025-06-23
2010,GR,TRANSPORT,EUR_PER_TONNE,171.3444,41344468.08,0.0143,1651381290.3,22871750,177673009.89,8681987.01,12045818.25,4681628.75,15935034.07,0,1,5816812938.86,0,EUROSTAT_ENV_TAX,2024-08-18
2011,LT,RESOURCE,EUR_PER_VEHICLE,12.0748,24577764.09,0.0084,845064814.27,23017173,179233964.6,1894626.09,4369477.84,2067887.06,16245773.1,1,1,2064323717.67,0,ETS_AUCTION_PLATFORM,2024-09-20
2012,PT,ENERGY,EUR_PER_TCO2,106.0807,121190512.32,0.0413,1304492802.28,23042287,122107101.4,68607210.07,7002559.27,7047418.13,38533324.85,1,0,1250515705.9,0,NATIONAL_ENV_MINISTRY,2025-07-28
2013,SE,POLLUTION,EUR_PER_MWH,84.5194,1011650.3,0.0003,2454788845.75,22990439,132174103.31,182247.92,117168.54,245015.45,467218.39,1,0,593092512.44,0,BUDGET_REPORTING,2024-10-17
2014,CY,CARBON,EUR_PER_LITRE,91.8035,111326536.53,0.0372,1336689094.99,23077389,209114143.06,28421099.37,10264359.77,12905645.59,59735431.8,0,1,2996148572.91,0,EUROSTAT_ENV_TAX,2025-10-21
2015,FR,TRANSPORT,EUR_PER_TONNE,45.5864,24012417.28,0.008,1343426800.54,23167803,78065728.23,5581933.49,3704589.17,672542.6,14053352.02,1,1,644189514.89,0,ETS_AUCTION_PLATFORM,2024-05-28
2016,IT,RESOURCE,EUR_PER_VEHICLE,74.1652,184671697.37,0.0606,3301404300.95,23067158,101474661.22,37049500.98,26019423.13,22126313.91,99476459.35,1,0,1971151076.35,0,NATIONAL_ENV_MINISTRY,2024-04-11
2017,NL,ENERGY,EUR_PER_TCO2,78.3989,117743586.17,0.0383,4067629252.57,23114866,162028153.73,69740520.07,16824973.39,8798587.35,22379505.36,1,1,6327947792.44,0,BUDGET_REPORTING,2026-02-24
2018,SI,POLLUTION,EUR_PER_MWH,178.1225,49831813.54,0.0161,2188112239.84,23203917,177631873.66,3467699.19,3924539.64,5492370.08,36947204.63,0,1,2184224590.09,0,EUROSTAT_ENV_TAX,2024-10-15
2019,BG,CARBON,EUR_PER_LITRE,112.5904,127439542.76,0.0409,3442857851.42,23307461,43557554.05,70808126.35,24595060.15,9797499.22,22238857.04,1,1,3979811424.32,0,ETS_AUCTION_PLATFORM,2025-03-26
2020,EE,TRANSPORT,EUR_PER_TONNE,158.6615,85468611.28,0.0272,2924857757.78,23228191,169704159.93,18389142.08,22988739.81,9031858.84,35058870.55,0,1,1478029729.84,1,NATIONAL_ENV_MINISTRY,2025-09-11
2021,HU,RESOURCE,EUR_PER_VEHICLE,96.4298,69777334.17,0.022,3123646256.13,23298634,53802633.27,6385960.45,9523771.92,7884699.13,45982902.67,0,1,974729195.21,1,BUDGET_REPORTING,2024-05-10
2022,LU,ENERGY,EUR_PER_TCO2,10.3416,23211883.47,0.0073,1385162706.16,23329668,44820961.43,10331406.37,4220265.54,1078794.69,7581416.87,1,1,2389191106.55,0,EUROSTAT_ENV_TAX,2024-12-17
2023,RO,POLLUTION,EUR_PER_MWH,160.1049,76985110.42,0.0239,3928386033.06,23410848,618622606.81,10149921.18,13996039.73,10751111.33,42088038.18,0,1,736357072.83,1,ETS_AUCTION_PLATFORM,2024-10-25
2024,AT,CARBON,EUR_PER_LITRE,77.3298,84490363.72,0.026,936388307.62,23538599,760393558.31,32900460.44,12472946.54,10730946.56,28386010.18,0,1,6960992636.02,1,NATIONAL_ENV_MINISTRY,2025-12-25
2025,CZ,TRANSPORT,EUR_PER_TONNE,126.1845,36127577.6,0.011,291839770.38,23568191,159143857.11,3148227.76,16199322.82,1611933.53,15168093.49,1,1,7707332306.17,1,BUDGET_REPORTING,2026-02-12
2026,DE,RESOURCE,EUR_PER_VEHICLE,38.8688,45414466.85,0.0137,446179295.22,23656883,579618871.2,10359284.51,8115274.2,2241320.5,24698587.64,1,1,3977587391.95,1,EUROSTAT_ENV_TAX,2025-02-09
2010,LV,ENERGY,EUR_PER_TCO2,16.2738,8529566.5,0.0026,1728345246.14,23541788,160357320.54,2860500.3,1414093.56,422504.54,3832468.1,0,1,2271425497.64,1,ETS_AUCTION_PLATFORM,2025-11-06
2011,PL,POLLUTION,EUR_PER_MWH,178.5989,78745280.44,0.0234,972951863.73,23599084,85449833.09,5171534.75,13596106.13,19960810.4,40016829.16,0,1,2258940190.09,0,NATIONAL_ENV_MINISTRY,2024-11-12
2012,ES,CARBON,EUR_PER_LITRE,17.7791,12784598.29,0.0038,995714231.6,23777024,202512470.41,7324596.49,775423.54,300908.94,4383669.32,1,1,4659880269.69,0,BUDGET_REPORTING,2025-03-18
2013,HR,TRANSPORT,EUR_PER_TONNE,122.5815,16817980.55,0.0049,3591988335.42,23742189,58515521.19,4063137.88,7481505.29,732556.69,4540780.69,0,0,1235377518.17,0,EUROSTAT_ENV_TAX,2024-03-31
2014,FI,RESOURCE,EUR_PER_VEHICLE,75.9552,37510308.94,0.0109,195096938.55,23733872,8119806.12,6838790.37,1974805.28,5030855.03,23665858.26,0,1,1101157823.13,0,ETS_AUCTION_PLATFORM,2026-02-02
2015,IE,ENERGY,EUR_PER_TCO2,42.019,11985306.29,0.0035,1930205499.0,23813789,72551765.76,5917727.29,1615289.73,1671706.96,2780582.31,1,1,4152465681.12,0,NATIONAL_ENV_MINISTRY,2024-11-18
2016,MT,POLLUTION,EUR_PER_MWH,51.5803,24338489.24,0.007,2809214995.68,23865083,21267708.85,1220255.24,1802162.36,7696517.38,13619554.26,0,1,4572767626.24,1,BUDGET_REPORTING,2024-07-08
2017,SK,CARBON,EUR_PER_LITRE,42.3952,84558636.05,0.024,1199709370.39,23839165,181194702.9,51140087.56,13535717.82,6775481.39,13107349.28,0,1,5803400395.05,0,EUROSTAT_ENV_TAX,2026-01-01
2018,BE,TRANSPORT,EUR_PER_TONNE,21.1197,12898917.02,0.0036,860104705.06,23976308,103246358.5,985210.47,5744830.09,485360.03,5683516.43,1,1,328221155.43,0,ETS_AUCTION_PLATFORM,2025-06-29
2019,DK,RESOURCE,EUR_PER_VEHICLE,10.9777,1271418.03,0.0004,2474003494.57,24044826,55519695.95,252076.74,217749.91,124837.27,676754.11,1,0,73081642.79,0,NATIONAL_ENV_MINISTRY,2025-04-19
2020,GR,ENERGY,EUR_PER_TCO2,18.1641,36014863.15,0.01,4366384240.07,24001030,102700769.72,18727384.09,3842932.09,3346314.89,10098232.08,1,1,7948574610.76,0,BUDGET_REPORTING,2025-01-20
2021,LT,POLLUTION,EUR_PER_MWH,33.0399,58123705.27,0.0161,914305870.92,24073954,37351375.4,5811906.05,5542888.68,15544190.95,31224719.59,1,1,1578163358.99,1,EUROSTAT_ENV_TAX,2024-02-23
2022,PT,CARBON,EUR_PER_LITRE,145.3261,103550266.9,0.0284,151778757.19,24026115,200046662.32,34428757.26,7348472.89,9159242.39,52613794.36,1,1,7024197515.42,1,ETS_AUCTION_PLATFORM,2024-03-23
2023,SE,TRANSPORT,EUR_PER_TONNE,107.1483,75713572.35,0.0206,2350357119.68,24163061,558628015.49,16943369.25,7646044.45,1849168.76,49274989.89,0,0,4260573844.34,1,NATIONAL_ENV_MINISTRY,2025-06-14
2024,CY,RESOURCE,EUR_PER_VEHICLE,166.4689,15932860.72,0.0043,107803151.69,24223385,159773774.99,3827901.66,1163439.97,806640.87,10134878.22,1,0,5582466521.6,0,BUDGET_REPORTING,2024-02-16
2025,FR,ENERGY,EUR_PER_TCO2,19.7655,26763119.04,0.0072,2121875545.08,24227769,209891578.56,8734674.28,3736646.53,3498767.02,10793031.21,0,1,134866692.57,1,EUROSTAT_ENV_TAX,2024-03-15
2026,IT,POLLUTION,EUR_PER_MWH,97.2066,68700690.62,0.0184,271566273.29,24246397,625850818.53,10576171.29,3725006.0,10107193.69,44292319.64,0,1,3664295470.99,1,ETS_AUCTION_PLATFORM,2024-05-11
2010,NL,CARBON,EUR_PER_LITRE,151.0865,16627475.22,0.0044,1335501714.72,24205220,6931686.5,8194279.59,1058098.5,720323.49,6654773.64,0,1,3126038551.22,0,NATIONAL_ENV_MINISTRY,2025-01-18
2011,SI,TRANSPORT,EUR_PER_TONNE,136.9996,32713426.59,0.0086,971341529.75,24241290,61445372.53,4294640.79,6426433.59,3182085.91,18810266.3,0,1,664343979.09,0,BUDGET_REPORTING,2024-03-04
2012,BG,RESOURCE,EUR_PER_VEHICLE,84.3432,60401944.25,0.0158,2318900380.34,24434268,131305265.77,3370445.02,3100797.65,7021956.9,46908744.68,0,1,2800911182.7,0,EUROSTAT_ENV_TAX,2025-05-01
2013,EE,ENERGY,EUR_PER_TCO2,131.1563,38636017.13,0.0101,3338875487.51,24332381,193224416.47,12094837.54,5095952.81,1320849.98,20124376.8,0,1,2597363336.42,0,ETS_AUCTION_PLATFORM,2025-04-13
2014,HU,POLLUTION,EUR_PER_MWH,14.57,1838217.26,0.0005,2463933819.77,24478986,31349848.09,239876.3,277146.4,352915.31,968279.25,1,0,2074846931.45,1,NATIONAL_ENV_MINISTRY,2024-03-14
2015,LU,CARBON,EUR_PER_LITRE,85.9448,22033851.38,0.0057,2107568559.68,24567908,113291025.63,6520583.94,1414921.76,3263526.95,10834818.73,0,0,2412696874.56,0,BUDGET_REPORTING,2025-05-11
2016,RO,TRANSPORT,EUR_PER_TONNE,122.7672,132350544.22,0.0336,1894147607.58,24572283,195975789.46,29475911.19,41913145.7,5259346.03,55702141.3,1,0,1182835421.32,0,EUROSTAT_ENV_TAX,2024-05-03
2017,AT,RESOURCE,EUR_PER_VEHICLE,51.2237,11687770.36,0.003,2305071779.6,24553032,154612914.58,2269580.33,2290208.97,1034861.72,6093119.34,1,0,5103250748.64,0,ETS_AUCTION_PLATFORM,2025-02-23
2018,CZ,ENERGY,EUR_PER_TCO2,68.9438,60400515.23,0.0152,1136296121.72,24515501,189350248.67,26122856.45,4457299.77,2624680.76,27195678.25,1,1,4509096472.46,0,NATIONAL_ENV_MINISTRY,2025-06-03
2019,DE,POLLUTION,EUR_PER_MWH,80.3389,45826541.32,0.0114,1912631447.32,24708136,187649275.32,3574891.4,2371761.14,6605682.55,33274206.23,0,1,884740594.67,0,BUDGET_REPORTING,2025-06-08
2020,LV,CARBON,EUR_PER_LITRE,104.6786,122116876.31,0.0303,518173046.97,24667919,206428636.91,70627845.24,22317278.42,17645479.26,11526273.39,0,1,4206714763.35,1,EUROSTAT_ENV_TAX,2024-05-16
2021,PL,TRANSPORT,EUR_PER_TONNE,30.9678,8205492.25,0.002,1426081130.39,24670349,23756629.58,1611319.96,1153675.86,701937.97,4738558.46,0,0,4932328932.18,1,ETS_AUCTION_PLATFORM,2026-01-31
2022,ES,RESOURCE,EUR_PER_VEHICLE,172.7174,60180808.99,0.0148,148236473.47,24813053,138525391.96,14140811.81,9129967.49,3000017.42,33910012.27,1,1,6747784132.76,1,NATIONAL_ENV_MINISTRY,2024-01-07
2023,HR,ENERGY,EUR_PER_TCO2,119.7509,248116336.56,0.0603,2816232686.96,24896899,37358429.89,90600039.12,20961764.71,5165697.81,131388834.92,1,1,2048873455.29,0,BUDGET_REPORTING,2026-01-25
2024,FI,POLLUTION,EUR_PER_MWH,106.1557,154322041.15,0.0373,2090782540.71,24891756,161567726.51,20152904.25,26440041.05,17407270.13,90321825.72,0,0,1946549826.97,1,EUROSTAT_ENV_TAX,2024-08-03
2025,IE,CARBON,EUR_PER_LITRE,34.7655,21375190.99,0.0051,3499743489.24,24902406,217298937.97,10077369.47,3095030.11,2766724.45,5436066.96,1,0,5223935877.61,1,ETS_AUCTION_PLATFORM,2025-04-15
2026,MT,TRANSPORT,EUR_PER_TONNE,90.2892,44196571.54,0.0105,904784418.75,24921958,63420667.83,9220831.6,13759970.69,1020838.82,20194930.43,0,1,6832854208.61,1,NATIONAL_ENV_MINISTRY,2025-08-24
2010,SK,RESOURCE,EUR_PER_VEHICLE,90.7717,134991911.94,0.0321,1913742320.09,24865002,120351809.56,31598265.91,21366328.64,13902052.32,68125265.07,1,0,5239740973.27,0,BUDGET_REPORTING,2024-12-10
2011,BE,ENERGY,EUR_PER_TCO2,164.8718,22602567.51,0.0053,1246836717.59,25019539,211283398.41,14179043.83,3266966.94,2248809.83,2907746.91,0,1,1725773055.51,0,EUROSTAT_ENV_TAX,2024-02-12
2012,DK,POLLUTION,EUR_PER_MWH,119.8676,145637101.26,0.0342,1895504527.92,24966641,147210277.77,10761226.8,11757359.96,40757254.51,82361259.99,0,0,5072688177.89,0,ETS_AUCTION_PLATFORM,2024-07-30
2013,GR,CARBON,EUR_PER_LITRE,119.2303,103683108.11,0.0241,1263480467.53,25093761,88772334.74,36903631.06,14335051.01,8109822.49,44334603.55,0,1,4757144084.52,0,NATIONAL_ENV_MINISTRY,2024-01-22
2014,LT,TRANSPORT,EUR_PER_TONNE,174.8636,150707217.01,0.0349,1454524826.08,25169889,102143933.84,19639048.46,38992996.28,12614295.21,79460877.06,0,0,7352927399.43,0,BUDGET_REPORTING,2024-11-24
2015,PT,RESOURCE,EUR_PER_VEHICLE,70.0491,38821641.94,0.009,1844578965.9,25125738,83492453.16,9581809.07,2427000.93,5560358.12,21252473.82,1,1,1759971064.99,0,EUROSTAT_ENV_TAX,2024-03-31
2016,SE,ENERGY,EUR_PER_TCO2,14.1073,4404365.46,0.001,2196602207.39,25109526,19556700.13,2561448.19,788308.0,531565.62,523043.65,0,0,719117790.76,0,ETS_AUCTION_PLATFORM,2025-11-07
2017,CY,POLLUTION,EUR_PER_MWH,103.7713,31702266.0,0.0072,527050227.42,25168032,20105016.24,4143756.25,2992281.09,6919219.11,17647009.55,1,0,4683208607.19,0,NATIONAL_ENV_MINISTRY,2025-08-27
2018,FR,CARBON,EUR_PER_LITRE,48.0357,10457877.66,0.0024,3123775024.38,25260938,41847145.96,4530668.76,956735.27,362371.16,4608102.47,0,1,625562159.4,0,BUDGET_REPORTING,2024-02-17
2019,IT,TRANSPORT,EUR_PER_TONNE,64.1987,66959617.98,0.015,4383548316.87,25354750,40686363.75,10457472.28,15011371.92,9643346.9,31847426.88,0,0,2432045602.7,0,EUROSTAT_ENV_TAX,2024-11-04
2020,NL,RESOURCE,EUR_PER_VEHICLE,50.0046,4438900.36,0.001,1272475740.24,25446339,8395645.77,660455.64,875088.94,629232.03,2274123.75,0,1,1131049987.43,1,ETS_AUCTION_PLATFORM,2024-11-05
2021,SI,ENERGY,EUR_PER_TCO2,134.5076,55673412.33,0.0124,2293394902.18,25462757,177773487.48,23902007.62,3991019.76,3279349.86,24501035.09,1,0,6813901836.03,1,NATIONAL_ENV_MINISTRY,2025-03-20
2022,BG,POLLUTION,EUR_PER_MWH,72.7201,177663487.5,0.0393,1147038823.3,25524130,3967227.84,15749252.48,24158749.0,31965829.66,105789656.36,0,0,3471559515.55,1,BUDGET_REPORTING,2024-09-26
2023,EE,CARBON,EUR_PER_LITRE,116.8654,46583194.06,0.0102,2827094442.54,25420936,506461435.43,28806761.91,5326105.49,5443337.6,7006989.06,0,1,3775657647.11,1,EUROSTAT_ENV_TAX,2025-08-04
2024,HU,TRANSPORT,EUR_PER_TONNE,125.4617,83155626.97,0.0182,3267437318.79,25429295,533785604.27,20530351.91,22413709.62,10838150.28,29373415.16,0,1,577487586.8,1,ETS_AUCTION_PLATFORM,2024-02-13
2025,LU,RESOURCE,EUR_PER_VEHICLE,128.7874,11620972.39,0.0025,389836793.76,25529896,703906064.98,1991325.1,1454575.88,1677728.99,6497342.42,0,1,1414985696.04,1,NATIONAL_ENV_MINISTRY,2024-05-05
2026,RO,ENERGY,EUR_PER_TCO2,112.3021,144262620.55,0.0311,1338124318.86,25630834,682679674.78,85956664.7,18461451.97,19659095.41,20185408.47,1,1,5254185568.99,1,BUDGET_REPORTING,2025-04-07
2010,AT,POLLUTION,EUR_PER_MWH,135.5828,74464590.01,0.016,550770064.79,25562318,71875455.49,16520482.39,6200782.56,10327983.34,41415341.72,1,1,6632465798.5,0,EUROSTAT_ENV_TAX,2025-11-02
2011,CZ,CARBON,EUR_PER_LITRE,88.4716,126366176.74,0.027,1539601698.33,25749170,9805897.81,70743261.32,9768809.84,2528392.89,43325712.69,1,1,6385537406.26,0,ETS_AUCTION_PLATFORM,2025-08-19
2012,DE,TRANSPORT,EUR_PER_TONNE,134.5883,85996029.22,0.0182,1845561391.27,25766926,88647159.01,20828502.53,36323666.79,11320768.0,17523091.9,0,0,4490667644.12,0,NATIONAL_ENV_MINISTRY,2024-09-27
2013,LV,RESOURCE,EUR_PER_VEHICLE,176.6807,185825716.53,0.0393,85085638.53,25733776,181643662.4,41022565.04,32762978.24,4229145.46,107811027.79,1,1,3506251196.54,0,BUDGET_REPORTING,2024-06-13
2014,PL,ENERGY,EUR_PER_TCO2,3.9805,5208485.81,0.0011,3508834051.43,25768360,20638992.99,2233915.92,527955.15,370763.82,2075850.92,0,1,720817142.5,1,EUROSTAT_ENV_TAX,2024-03-06
2015,ES,POLLUTION,EUR_PER_MWH,31.6765,69856250.26,0.0146,1408410938.77,25776344,52915964.31,8407755.59,5153242.48,11761884.67,44533367.52,1,0,1075198765.4,0,ETS_AUCTION_PLATFORM,2026-02-01
2016,HR,CARBON,EUR_PER_LITRE,81.7267,12893055.39,0.0027,8843957.39,25868344,134331439.87,7451720.99,2281890.15,1679853.74,1479590.51,0,1,3202337632.59,0,NATIONAL_ENV_MINISTRY,2024-02-21
2017,FI,TRANSPORT,EUR_PER_TONNE,78.9108,78543849.79,0.0162,1780612421.72,25970244,35535037.16,19146286.87,23004803.83,8398799.53,27993959.56,0,0,2889496449.1,0,BUDGET_REPORTING,2025-04-12
2018,IE,RESOURCE,EUR_PER_VEHICLE,45.3582,6969453.02,0.0014,618077604.94,25948158,113531491.37,1591384.39,1128615.83,948376.13,3301076.67,0,1,1782866161.0,1,EUROSTAT_ENV_TAX,2024-10-31
2019,MT,ENERGY,EUR_PER_TCO2,50.3734,41764472.29,0.0085,1494849742.01,26089649,18622970.73,16590562.36,4485674.56,1982848.42,18705386.95,0,1,4488484216.82,0,ETS_AUCTION_PLATFORM,2024-08-20
2020,SK,POLLUTION,EUR_PER_MWH,73.7242,89516330.13,0.0182,2740861883.1,26040629,79347048.3,7398932.22,11074355.59,23624495.89,47418546.43,0,1,871472146.1,1,NATIONAL_ENV_MINISTRY,2025-10-18
2021,BE,CARBON,EUR_PER_LITRE,76.0869,22421159.88,0.0045,2418193693.41,25991040,87582270.47,13886719.55,3943185.37,3096525.25,1494729.71,0,1,1091846859.6,1,BUDGET_REPORTING,2025-09-04
2022,DK,TRANSPORT,EUR_PER_TONNE,17.5607,29372059.81,0.0059,2035796106.65,26024277,192542251.01,6833991.15,10525364.84,1491224.55,10521479.27,0,1,1161003224.0,0,EUROSTAT_ENV_TAX,2025-12-04
2023,GR,RESOURCE,EUR_PER_VEHICLE,159.3678,80433750.58,0.0161,530043406.05,26164071,818548425.39,9183111.44,12912252.54,2549362.72,55789023.88,1,1,3502800633.86,1,ETS_AUCTION_PLATFORM,2025-09-07
2024,LT,ENERGY,EUR_PER_TCO2,172.0167,106028427.69,0.0211,1863847168.53,26161945,170004503.58,38538844.66,18783526.98,6265382.11,42440673.94,1,0,2265074558.44,1,NATIONAL_ENV_MINISTRY,2024-09-16
2025,PT,POLLUTION,EUR_PER_MWH,178.3533,232826362.27,0.0461,917348569.74,26316841,805049155.15,44468059.2,44075367.56,29369990.42,114912945.09,0,0,1140618487.08,0,BUDGET_REPORTING,2025-06-07
2026,SE,CARBON,EUR_PER_LITRE,174.6587,76416242.67,0.015,1152949546.5,26222153,105042603.46,48304906.58,13519444.9,1578311.29,13013579.9,0,0,1143357937.92,1,EUROSTAT_ENV_TAX,2025-01-31
2010,CY,TRANSPORT,EUR_PER_TONNE,142.6981,109549564.71,0.0215,2127218456.61,26254098,129668191.71,23045766.99,12818535.78,11527601.24,62157660.7,1,0,1787696006.08,0,ETS_AUCTION_PLATFORM,2025-04-09
2011,FR,RESOURCE,EUR_PER_VEHICLE,27.0524,57413441.9,0.0112,2882138621.16,26412241,20628100.03,4693105.56,9251649.13,3343229.56,40125457.65,1,0,445739561.64,0,NATIONAL_ENV_MINISTRY,2024-05-17
2012,IT,ENERGY,EUR_PER_TCO2,167.116,58083540.88,0.0113,4144144042.16,26469978,56819220.33,32280104.95,3796317.45,3399178.54,18607939.94,0,0,469584603.49,1,BUDGET_REPORTING,2024-03-09
2013,NL,POLLUTION,EUR_PER_MWH,28.8931,12102764.73,0.0023,2421288283.21,26341299,79823285.45,1808189.76,1445292.35,2901374.12,5947908.5,1,1,2597688746.86,0,EUROSTAT_ENV_TAX,2025-06-29
2014,SI,CARBON,EUR_PER_LITRE,69.2093,27951203.07,0.0054,207954147.0,26499091,98732277.62,8156809.28,3435904.7,3716832.74,12641656.35,1,0,4013776843.66,0,ETS_AUCTION_PLATFORM,2026-01-01
2015,BG,TRANSPORT,EUR_PER_TONNE,117.5345,69556154.27,0.0133,198043840.56,26592660,494625.35,10911447.35,30673139.0,6431875.43,21539692.49,0,0,1892895868.41,1,NATIONAL_ENV_MINISTRY,2025-11-03
