tax_property_assessment_year,tax_property_parcel_geocode,tax_property_property_class_code,tax_property_assessed_value_total,tax_property_market_value_estimate,tax_property_tax_rate_millage,tax_property_tax_bill_amount_usd,tax_property_homestead_exemption_flag,tax_property_senior_exemption_flag,tax_property_disabled_exemption_flag,tax_property_appeal_filed_flag,tax_property_appeal_outcome_code,tax_property_assessment_ratio,tax_property_equalization_factor,tax_property_delinquency_rate_pct,tax_property_foreclosure_initiation_flag,tax_property_tax_increment_district_flag,tax_property_school_levy_share_pct,tax_property_municipal_levy_share_pct,tax_property_payment_plan_enrolled_flag
2014,PARCEL0000001485,RES_SF,86489908.75,83206071.65,20.6284,1712189.78,1,0,0,0,NONE,0.9109,1.1043,4.46,0,0,0.5096,0.2281,0
2022,PARCEL0000001486,RES_SF,125232204.68,111099774.31,33.955,4471020.93,1,0,0,0,NONE,0.9213,1.0561,17.01,0,0,0.537,0.3117,0
2025,PARCEL0000001487,RES_SF,104318033.22,138401846.24,25.7244,2585230.97,0,0,0,0,NONE,0.5336,0.9939,15.28,0,0,0.1697,0.611,0
2020,PARCEL0000001488,AG,113991829.8,131213390.8,16.5813,1986200.49,0,0,1,0,REDUCED,0.8568,1.1533,9.33,0,0,0.2108,0.641,0
2020,PARCEL0000001489,RES_SF,245943930.08,246265346.13,41.2248,10773871.36,0,0,0,0,UPHELD,0.64,1.1921,9.94,0,0,0.6365,0.2166,0
2006,PARCEL0000001490,COMM,34697352.77,35244321.26,39.8785,1414047.92,0,1,0,0,NONE,0.9507,1.1328,4.31,0,0,0.7305,0.2143,1
2007,PARCEL0000001491,RES_SF,168006881.5,183668680.07,16.9651,2706168.47,0,0,0,1,UPHELD,0.6511,1.1844,10.43,0,0,0.2482,0.3811,0
2018,PARCEL0000001492,RES_SF,236810982.11,242769060.34,9.9571,2452644.67,1,1,0,0,NONE,0.9479,1.1299,3.46,0,0,0.6911,0.2196,0
2018,PARCEL0000001493,COMM,203810124.59,212248394.07,26.1451,5256243.48,1,0,0,0,NONE,0.8454,0.9922,2.89,0,0,0.5817,0.3084,0
2017,PARCEL0000001494,RES_MF,216965314.02,223906508.74,24.1253,5571832.91,1,1,0,0,PENDING,0.5613,1.1228,16.45,0,1,0.5363,0.4099,0
2021,PARCEL0000001495,COMM,231907858.62,252881769.97,2.1529,504421.91,1,1,0,1,UPHELD,0.5176,0.9277,15.38,0,0,0.5185,0.398,0
2008,PARCEL0000001496,AG,68896844.02,83678934.84,43.857,3135136.78,1,0,0,0,WITHDRAWN,1.1209,1.0285,16.69,0,0,0.6864,0.2256,0
2017,PARCEL0000001497,RES_SF,174904446.02,224905236.06,41.8948,6743598.33,0,0,1,0,UPHELD,0.918,1.0201,14.04,0,0,0.4637,0.456,0
2010,PARCEL0000001498,RES_MF,121553624.79,137638053.83,43.0084,4907813.26,0,0,0,0,NONE,0.8263,1.091,7.61,0,1,0.5567,0.399,0
2006,PARCEL0000001499,COMM,44184101.79,44293030.67,41.8851,1816046.1,1,0,0,0,PENDING,1.0801,1.0833,17.46,1,1,0.344,0.5801,0
2015,PARCEL0000001500,RES_SF,11581635.8,12037033.08,44.0847,502644.57,1,0,0,0,PENDING,0.9671,1.1584,6.86,0,0,0.6604,0.1983,0
2007,PARCEL0000001501,RES_SF,196225642.24,203205628.22,19.6246,3885767.41,0,0,0,0,NONE,1.0664,0.8649,12.96,0,0,0.4802,0.3349,0
2025,PARCEL0000001502,COMM,165616787.04,201157900.43,40.958,6901703.12,1,0,0,0,NONE,0.6836,1.0277,10.08,1,0,0.4381,0.2669,1
2008,PARCEL0000001503,RES_SF,184430144.48,224264460.17,15.989,3182979.04,0,0,0,0,UPHELD,1.0645,1.0731,8.06,0,0,0.2251,0.7182,0
2019,PARCEL0000001504,RES_SF,139287365.48,173343537.89,14.695,2153463.96,0,1,0,0,NONE,0.8572,0.8715,7.41,0,1,0.6151,0.2405,0
2014,PARCEL0000001505,COMM,170309141.16,204702429.8,10.3345,1740094.6,1,1,0,0,UPHELD,0.7505,0.9142,0.02,1,0,0.539,0.2877,0
2018,PARCEL0000001506,COMM,88163083.57,111956781.8,27.5756,2509165.62,0,0,0,0,UPHELD,0.513,1.1834,10.18,0,0,0.3301,0.3675,1
2022,PARCEL0000001507,RES_MF,164767774.63,177673629.43,6.0322,1000865.71,1,0,0,0,NONE,1.0229,0.9205,16.94,1,0,0.323,0.4313,0
2009,PARCEL0000001508,RES_SF,186888185.95,160214833.56,6.8754,1314934.8,1,0,0,0,NONE,0.7295,1.0313,8.06,0,0,0.2191,0.7097,0
2017,PARCEL0000001509,RES_SF,65651325.22,86204577.33,17.7213,1242264.12,1,0,0,0,REDUCED,1.0401,1.1448,9.78,0,0,0.1626,0.7581,0
2011,PARCEL0000001510,IND,120559761.68,143014474.18,28.8373,3568355.71,1,0,0,1,NONE,0.8888,0.8891,4.17,0,1,0.4404,0.233,0
2023,PARCEL0000001511,VACANT,104141868.77,97512690.25,8.444,882181.81,1,0,0,0,PENDING,0.8189,1.2281,9.96,0,0,0.66,0.1638,0
2010,PARCEL0000001512,IND,57469924.17,73688313.85,0.2387,14652.96,1,1,0,0,UPHELD,1.0085,0.9312,14.17,0,0,0.1826,0.3665,0
2009,PARCEL0000001513,RES_SF,21069769.61,28247535.45,3.3467,75722.95,0,1,0,0,NONE,0.7157,0.9159,10.46,0,0,0.5113,0.209,0
2016,PARCEL0000001514,VACANT,135861521.84,182395145.09,7.809,987448.38,1,0,0,0,PENDING,0.8739,1.0902,17.06,0,0,0.3939,0.291,0
2012,PARCEL0000001515,RES_SF,217831351.43,248927835.35,0.2085,48942.64,0,0,0,0,REDUCED,0.6462,0.8645,10.36,0,1,0.7255,0.2547,0
2010,PARCEL0000001516,RES_SF,238506624.56,230033829.26,42.9044,10945741.67,1,1,0,0,REDUCED,0.5167,0.9111,16.97,1,0,0.546,0.4276,0
2015,PARCEL0000001517,COMM,119877670.38,136508231.0,28.3908,3580151.25,0,0,0,1,NONE,0.8899,0.8505,14.21,0,0,0.4409,0.2772,0
2008,PARCEL0000001518,RES_SF,204964642.2,245296282.38,8.3044,1790212.4,1,1,0,0,NONE,0.9582,0.9853,1.32,0,0,0.2726,0.6562,0
2015,PARCEL0000001519,VACANT,141577877.71,155314448.5,17.6133,2322627.36,1,0,0,0,NONE,1.0037,1.1809,17.81,0,0,0.4651,0.4336,0
2007,PARCEL0000001520,RES_MF,57593524.11,64009255.67,25.6052,1396763.66,1,1,0,1,PENDING,0.6429,1.1149,2.17,0,1,0.6399,0.2476,1
2013,PARCEL0000001521,RES_SF,97361487.52,115413441.31,1.3474,136632.85,1,0,0,0,REDUCED,0.9257,1.1,16.41,0,0,0.6528,0.2552,0
2008,PARCEL0000001522,AG,188210164.65,225558725.3,17.2068,3153560.22,1,1,0,1,NONE,0.6431,0.8745,8.45,0,0,0.6269,0.2316,0
2015,PARCEL0000001523,VACANT,96471105.01,83829129.78,4.5428,460498.64,1,0,0,1,UPHELD,0.6819,0.9225,13.62,0,0,0.1655,0.3496,0
2009,PARCEL0000001524,RES_MF,83443108.39,84658700.76,12.7623,1095623.46,1,0,0,0,UPHELD,0.9682,0.911,11.81,0,0,0.3613,0.3207,0
2019,PARCEL0000001525,COMM,216409204.84,214229747.28,41.5616,8902114.29,1,0,0,0,PENDING,0.6211,1.0516,7.45,0,0,0.278,0.4052,0
2009,PARCEL0000001526,RES_SF,193200332.98,251930382.96,30.044,5532510.19,1,0,0,0,INCREASED,0.9967,1.0088,6.63,0,1,0.3487,0.5432,0
2024,PARCEL0000001527,RES_SF,98166124.08,121199358.6,10.2925,983292.87,0,0,0,1,NONE,1.1418,0.883,5.64,0,0,0.5339,0.2937,0
2010,PARCEL0000001528,RES_SF,219974656.37,274071959.44,32.7404,6752294.39,1,0,0,0,REDUCED,0.9411,1.1407,12.63,0,1,0.1509,0.7476,0
2010,PARCEL0000001529,RES_MF,246638117.1,297609931.12,32.1863,7587153.23,0,0,0,0,REDUCED,0.8257,1.0024,13.81,0,0,0.2002,0.3726,1
2015,PARCEL0000001530,VACANT,8799551.85,9399083.45,5.533,47642.64,1,0,0,0,NONE,0.7713,1.2348,0.34,0,0,0.381,0.5642,0
2021,PARCEL0000001531,RES_MF,140569158.6,150015097.13,24.2932,3307264.57,0,0,0,0,UPHELD,1.0954,1.1038,14.56,0,0,0.1952,0.5715,0
2023,PARCEL0000001532,COMM,36069287.75,35723786.82,6.961,256553.88,0,0,0,0,NONE,1.1318,1.2309,2.3,1,0,0.4354,0.2608,0
2021,PARCEL0000001533,COMM,76218046.69,65577398.89,19.4482,1440153.65,1,0,0,0,NONE,0.8541,1.1086,6.78,0,0,0.3193,0.5999,0
2021,PARCEL0000001534,RES_SF,198263916.95,189270472.1,18.0901,3550817.34,1,0,0,0,REDUCED,1.0817,1.078,16.92,1,0,0.2661,0.5825,0
2023,PARCEL0000001535,RES_SF,86261899.4,104099116.47,35.6384,3042832.44,1,0,0,1,UPHELD,0.5545,1.1822,14.9,0,0,0.6037,0.2068,0
2024,PARCEL0000001536,RES_SF,60824542.2,63943657.86,5.8301,367325.51,0,0,0,1,UPHELD,0.8042,0.9926,1.6,0,0,0.5403,0.3465,0
2006,PARCEL0000001537,RES_SF,93483460.58,101252932.65,14.9388,1379743.75,0,0,0,0,UPHELD,1.0257,1.0023,9.15,0,0,0.577,0.2767,0
2006,PARCEL0000001538,RES_SF,74540583.68,95919945.86,32.8715,2259797.72,1,0,0,1,NONE,0.9702,1.0125,1.28,0,0,0.3078,0.6122,0
2016,PARCEL0000001539,RES_SF,40638315.07,43165610.21,12.117,485385.79,1,0,0,1,PENDING,0.5096,0.9388,12.01,0,0,0.4037,0.4466,0
2009,PARCEL0000001540,VACANT,111499934.82,97466827.55,16.4628,1735194.85,1,0,0,1,NONE,0.8409,0.9624,0.1,0,0,0.2603,0.5203,1
2011,PARCEL0000001541,RES_MF,25454410.29,32357716.68,33.6301,793795.32,1,0,0,0,UPHELD,0.8659,0.8946,13.54,0,1,0.5639,0.1921,0
2021,PARCEL0000001542,RES_SF,195668114.96,242100213.41,40.4237,8219131.09,1,0,0,0,UPHELD,1.0249,0.8647,12.16,0,0,0.243,0.512,0
2006,PARCEL0000001543,RES_SF,202801929.88,234955013.18,5.7354,1172655.11,0,0,0,0,PENDING,0.6607,1.0759,6.34,0,0,0.5202,0.3018,0
2025,PARCEL0000001544,COMM,39247028.16,39784755.98,9.5437,371149.4,1,0,0,0,UPHELD,0.5065,0.9222,7.71,0,0,0.1538,0.5091,0
2006,PARCEL0000001545,RES_SF,193587005.3,211783738.19,31.9216,6654252.79,1,0,0,0,UPHELD,0.8501,0.8593,2.43,1,0,0.6278,0.27,0
2008,PARCEL0000001546,RES_SF,170906596.35,151221250.26,24.9703,4180353.48,1,0,0,1,UPHELD,1.1358,0.9378,14.77,0,0,0.6131,0.2824,1
2013,PARCEL0000001547,RES_SF,57664627.79,62907076.79,10.7056,570353.6,1,1,0,0,PENDING,0.7836,1.1937,13.26,0,0,0.7493,0.134,0
2019,PARCEL0000001548,RES_SF,30334453.92,30297250.49,6.1925,184383.34,1,1,0,0,REDUCED,0.9165,1.1753,13.5,0,0,0.2637,0.6126,0
2013,PARCEL0000001549,RES_SF,33940334.09,40863915.63,30.1644,1053421.77,1,0,0,1,WITHDRAWN,1.0701,1.0975,1.52,0,1,0.5843,0.2624,0
2019,PARCEL0000001550,IND,122373730.69,155660101.62,44.9854,5862094.77,0,1,0,0,UPHELD,0.6011,0.8952,2.69,0,0,0.474,0.4689,0
2007,PARCEL0000001551,IND,99448559.72,133190790.77,23.7386,2363543.83,0,0,0,0,NONE,0.5287,1.1473,11.93,0,0,0.1628,0.6371,0
2010,PARCEL0000001552,RES_MF,123059418.77,144895550.44,2.2843,261530.14,1,0,0,0,NONE,0.5093,1.0111,7.79,0,0,0.3129,0.3355,0
2013,PARCEL0000001553,RES_SF,226163995.41,211673996.68,10.4424,2190663.89,1,0,1,0,REDUCED,1.081,1.0257,7.29,0,0,0.5891,0.3509,0
2020,PARCEL0000001554,RES_MF,181139235.15,163601521.9,28.2519,4894244.87,1,0,0,0,NONE,0.5645,0.9445,3.44,0,0,0.4997,0.2226,0
2017,PARCEL0000001555,RES_MF,246909769.37,274179434.81,28.5584,6615819.49,1,1,0,0,NONE,0.6094,1.1192,0.46,1,0,0.4682,0.3228,0
2020,PARCEL0000001556,RES_SF,113445047.58,137001472.29,2.5745,302970.08,0,0,0,1,NONE,1.1705,1.2139,3.03,0,0,0.2038,0.4146,0
2018,PARCEL0000001557,RES_MF,246753994.44,298997162.81,24.8873,5729840.61,0,0,0,0,UPHELD,0.9652,0.9069,1.72,0,1,0.3577,0.2916,0
2023,PARCEL0000001558,COMM,209389002.31,260611900.79,20.2802,4322606.2,0,0,0,0,NONE,0.9168,1.0884,17.94,0,0,0.5199,0.2062,0
2008,PARCEL0000001559,AG,88905442.62,106487669.72,41.6161,3595474.82,0,0,0,0,REDUCED,1.1439,1.168,9.77,0,0,0.3923,0.4291,0
2022,PARCEL0000001560,AG,145450738.92,130724193.42,16.5974,2579591.16,1,0,0,1,UPHELD,0.8295,1.2151,11.67,0,1,0.5675,0.2973,0
2020,PARCEL0000001561,RES_SF,39351632.16,40524425.62,0.5314,22039.81,1,0,0,0,NONE,1.1041,0.8929,8.98,0,0,0.1963,0.5613,1
2011,PARCEL0000001562,COMM,64887323.47,75692997.91,24.8468,1616924.32,1,0,0,0,UPHELD,0.9851,1.2256,2.09,0,0,0.5445,0.2398,0
2019,PARCEL0000001563,RES_SF,191522756.06,183548919.92,4.6291,891199.56,1,0,0,0,REDUCED,0.9915,1.0945,1.35,0,0,0.5418,0.2386,0
2021,PARCEL0000001564,VACANT,1197161.75,1472987.57,8.841,9808.58,0,0,0,1,NONE,1.1726,1.1892,16.28,0,1,0.506,0.4068,0
2025,PARCEL0000001565,COMM,240359608.47,245997556.48,30.9674,7634850.95,0,0,0,0,NONE,1.0242,1.1704,0.92,0,0,0.4736,0.317,0
2024,PARCEL0000001566,IND,54727739.13,48546389.27,26.0574,1346352.88,1,0,1,0,PENDING,0.7652,1.2105,0.28,0,0,0.2513,0.5053,0
2009,PARCEL0000001567,RES_SF,29315735.23,38351295.25,10.3198,314973.45,1,0,1,1,PENDING,1.1172,1.0976,0.42,1,0,0.3929,0.4776,0
2011,PARCEL0000001568,IND,116094544.01,105121889.0,41.7203,4840387.6,0,0,0,0,REDUCED,0.8299,1.1191,13.77,0,0,0.3725,0.3719,0
2009,PARCEL0000001569,RES_SF,41516483.21,35473010.46,8.8401,370189.42,1,1,1,1,NONE,0.7389,1.0565,5.95,0,0,0.396,0.5484,0
2014,PARCEL0000001570,RES_SF,205709705.42,194267414.22,40.1289,7887256.82,0,1,0,0,NONE,0.6714,1.0359,10.14,0,0,0.315,0.5954,0
2008,PARCEL0000001571,VACANT,127461471.48,157480574.91,9.0777,1206212.26,1,0,0,0,UPHELD,0.9639,0.9132,16.24,0,0,0.1799,0.6564,0
2008,PARCEL0000001572,RES_SF,90626885.34,122042491.39,11.7781,1039886.26,1,0,0,1,PENDING,1.0286,0.9017,6.48,0,0,0.5486,0.4139,0
2013,PARCEL0000001573,RES_SF,222176123.69,190991203.3,24.041,5391877.34,0,1,0,0,NONE,0.8373,1.1076,3.75,0,0,0.4259,0.461,1
2011,PARCEL0000001574,RES_SF,25160872.21,33633345.68,23.9036,582004.07,1,0,0,0,NONE,0.6326,1.0244,0.27,0,0,0.6358,0.3422,1
2015,PARCEL0000001575,COMM,121267425.2,135304788.93,32.7835,3872036.76,0,0,0,0,NONE,0.6774,0.8967,10.29,0,0,0.4799,0.4059,0
2013,PARCEL0000001576,IND,169121186.96,184299342.03,7.4685,1317870.31,1,1,0,0,WITHDRAWN,0.955,1.0468,10.02,0,1,0.2205,0.5791,0
2014,PARCEL0000001577,COMM,27121069.23,30849042.09,31.5214,792605.49,0,0,0,0,UPHELD,0.9624,1.0269,7.67,0,0,0.4005,0.4512,0
2022,PARCEL0000001578,RES_SF,148746603.79,182323303.37,35.6719,5629025.44,1,1,0,0,NONE,1.0998,1.1313,4.7,0,0,0.2438,0.6984,0
2013,PARCEL0000001579,VACANT,176348283.14,182415862.85,1.1595,209983.44,1,1,0,0,UPHELD,0.9746,0.8861,6.96,0,0,0.6812,0.24,0
2013,PARCEL0000001580,AG,86170856.37,115689762.53,16.6805,1404220.09,0,0,0,0,UPHELD,0.9091,0.8815,9.2,0,0,0.5196,0.2047,0
2019,PARCEL0000001581,RES_MF,137879234.02,119272077.63,8.6734,1102781.52,1,0,0,0,NONE,1.0512,1.2285,3.23,0,1,0.3472,0.3474,0
2023,PARCEL0000001582,RES_SF,228654433.21,250962952.82,21.4136,4863398.84,1,0,0,0,WITHDRAWN,0.7661,0.8571,10.23,0,0,0.6956,0.1799,0
2009,PARCEL0000001583,RES_MF,59966701.57,59679965.1,39.906,2470777.33,0,0,0,1,NONE,0.726,1.1051,6.04,0,0,0.1919,0.5675,0
2023,PARCEL0000001584,RES_MF,161542447.07,174061218.43,42.2243,6526026.32,1,0,0,0,WITHDRAWN,0.6529,0.9756,16.32,0,0,0.2639,0.5629,0
2012,PARCEL0000001585,COMM,91989949.81,83007430.09,42.5773,3634492.7,1,0,0,1,UPHELD,0.749,0.9476,17.97,0,0,0.6864,0.234,0
2012,PARCEL0000001586,RES_SF,75781254.78,94801475.17,1.1544,83302.92,1,1,0,0,NONE,0.7917,1.2445,10.42,0,0,0.4484,0.442,0
2018,PARCEL0000001587,AG,10911969.74,10031882.53,0.9519,11053.2,0,0,0,0,UPHELD,1.0777,1.0202,7.71,0,0,0.182,0.4454,0
2014,PARCEL0000001588,IND,104892242.17,93943769.07,24.834,2706035.43,1,0,0,1,PENDING,0.9504,0.8971,16.14,0,1,0.3391,0.2798,1
2021,PARCEL0000001589,COMM,44866322.12,49096854.78,26.3695,1267401.74,0,0,0,0,INCREASED,0.8824,1.2146,9.4,0,0,0.283,0.3934,0
2021,PARCEL0000001590,RES_SF,39353742.57,34599175.17,43.9283,1719436.3,1,1,0,0,INCREASED,0.8816,1.0654,8.55,0,0,0.6318,0.2882,0
2016,PARCEL0000001591,RES_SF,185031861.27,211819021.94,9.9663,1799917.71,1,0,0,0,NONE,0.5966,1.0554,7.89,0,1,0.3767,0.4933,0
2020,PARCEL0000001592,IND,124011395.46,127723808.94,31.2245,3960841.42,1,0,0,1,NONE,1.0617,1.1767,14.26,0,1,0.3264,0.6067,0
2023,PARCEL0000001593,COMM,140395560.94,144636105.59,23.5264,3337815.0,1,1,0,0,UPHELD,1.1367,1.0363,11.17,0,1,0.261,0.6682,0
2010,PARCEL0000001594,COMM,209196314.86,236302194.13,1.1359,243960.27,1,0,0,1,WITHDRAWN,0.8624,1.0801,9.17,0,0,0.2436,0.3639,0
2019,PARCEL0000001595,COMM,144351612.34,132230538.11,14.6631,2249739.02,0,0,0,0,UPHELD,0.9212,0.927,7.85,0,0,0.4746,0.2217,0
2017,PARCEL0000001596,RES_SF,22202640.43,24391021.72,31.6477,731730.86,0,0,0,0,NONE,1.0054,1.1392,7.67,0,0,0.7182,0.1325,0
2012,PARCEL0000001597,RES_MF,146117206.53,195228195.67,19.6817,2904432.5,1,1,0,1,REDUCED,0.8199,1.0394,4.91,0,0,0.7378,0.1134,0
2015,PARCEL0000001598,COMM,146207237.69,157449605.5,37.8812,5697168.27,1,0,0,1,UPHELD,1.0416,1.1974,17.81,1,0,0.4138,0.3209,0
2021,PARCEL0000001599,RES_MF,64000790.44,84583202.34,6.9198,457525.48,1,1,0,0,PENDING,0.5774,0.8738,15.54,0,0,0.4259,0.3205,0
2022,PARCEL0000001600,RES_SF,175658525.27,175629841.16,36.5414,6683122.39,1,0,0,1,WITHDRAWN,0.7442,1.0486,13.91,0,0,0.5518,0.2105,0
2025,PARCEL0000001601,RES_SF,72913837.48,65319936.05,41.5218,3259625.84,0,0,0,0,UPHELD,1.06,1.1384,8.9,0,0,0.2956,0.5567,0
2021,PARCEL0000001602,COMM,114661602.62,151849041.89,22.4393,2592387.05,0,1,0,0,UPHELD,0.5092,1.1199,14.48,0,0,0.5909,0.3083,0
2019,PARCEL0000001603,RES_SF,101131243.25,101630185.37,7.1063,736614.38,0,0,0,0,INCREASED,0.9102,1.037,4.98,0,1,0.6058,0.2308,0
2007,PARCEL0000001604,RES_SF,198596038.21,235553597.24,34.2805,6962607.36,0,0,0,0,NONE,1.1401,0.851,0.6,0,0,0.4461,0.2833,0
2006,PARCEL0000001605,RES_SF,122894941.33,127127782.64,37.7429,4620048.17,0,0,0,0,NONE,0.5826,1.1762,6.57,0,0,0.35,0.2674,0
2016,PARCEL0000001606,AG,28099520.27,29481730.92,22.6637,597529.09,0,0,0,1,REDUCED,0.5477,0.933,13.55,0,0,0.5985,0.3475,0
2018,PARCEL0000001607,RES_SF,215183116.19,193851830.1,1.4339,296098.9,1,1,0,0,REDUCED,1.1851,0.9607,15.77,0,0,0.389,0.4166,0
2006,PARCEL0000001608,IND,95018815.09,114986850.93,31.4478,2846615.26,0,0,0,0,UPHELD,0.8264,1.0105,3.99,0,0,0.4305,0.2442,0
2011,PARCEL0000001609,RES_SF,61024686.0,69753877.68,12.4523,763494.08,1,0,0,0,REDUCED,1.0693,0.9469,14.94,0,0,0.2863,0.385,1
2021,PARCEL0000001610,RES_SF,135942507.96,178589925.19,20.2262,2919801.72,0,0,0,0,UPHELD,0.7524,1.0382,1.64,0,1,0.4767,0.4765,0
2015,PARCEL0000001611,RES_SF,25779514.68,31427451.17,12.702,305902.25,1,0,0,0,REDUCED,0.641,0.956,2.33,0,0,0.4027,0.4788,0
2024,PARCEL0000001612,IND,183443095.99,236168749.5,14.2436,2665017.92,1,1,0,0,NONE,0.8317,0.8809,9.5,0,1,0.7019,0.1814,0
2009,PARCEL0000001613,RES_SF,73937402.48,73294640.47,39.2185,2763778.05,0,0,0,1,PENDING,1.1641,1.1965,2.2,0,0,0.2004,0.3326,0
2011,PARCEL0000001614,COMM,107620139.03,115866353.94,33.7115,3910076.97,0,0,0,0,UPHELD,0.6471,1.099,2.13,0,0,0.488,0.2113,0
2019,PARCEL0000001615,COMM,221429014.8,196695586.86,40.6315,9281198.47,1,0,0,0,REDUCED,1.1616,0.9444,15.73,0,0,0.4159,0.3128,0
2006,PARCEL0000001616,RES_SF,62612707.99,63502099.58,13.0527,838174.45,1,0,0,1,NONE,0.5867,1.1563,9.86,0,0,0.4475,0.518,0
2012,PARCEL0000001617,RES_SF,203589356.6,200198965.81,9.9726,2066138.67,1,0,0,0,UPHELD,0.8401,1.1274,8.12,0,0,0.3792,0.2557,0
2012,PARCEL0000001618,RES_MF,147583044.83,159046324.16,10.4703,1444509.31,1,0,0,1,UPHELD,0.9386,1.113,7.84,0,0,0.6057,0.2494,0
2008,PARCEL0000001619,RES_SF,168213593.87,146587836.77,41.5574,6482951.73,0,0,0,1,WITHDRAWN,1.1566,0.9121,0.2,0,0,0.2489,0.5641,0
2008,PARCEL0000001620,RES_SF,188884314.81,203078503.7,17.3146,3406534.71,1,1,0,1,NONE,0.5659,0.9411,0.63,0,1,0.7395,0.2333,0
2024,PARCEL0000001621,RES_SF,206201943.4,218496604.32,26.1278,5339826.93,1,0,0,0,REDUCED,0.8841,1.1334,5.29,0,0,0.2302,0.3715,0
2017,PARCEL0000001622,RES_SF,204872186.79,252820754.75,3.0851,646403.34,0,0,0,0,NONE,0.9256,0.9608,15.26,0,0,0.6747,0.3004,0
2007,PARCEL0000001623,RES_MF,3646153.22,3238476.23,29.6882,109637.69,1,0,0,1,REDUCED,1.105,1.031,3.95,0,0,0.3878,0.5126,0
2021,PARCEL0000001624,RES_SF,9152991.57,11048678.97,15.729,152074.69,1,0,0,0,UPHELD,0.7626,1.065,3.87,0,0,0.4281,0.3556,0
2013,PARCEL0000001625,COMM,72667309.0,63741965.58,19.6798,1529672.11,0,1,0,0,REDUCED,1.0753,0.8721,15.55,0,0,0.7327,0.2084,1
2014,PARCEL0000001626,IND,119115602.32,126436088.73,6.6788,796283.39,1,0,0,0,UPHELD,0.9395,1.1781,13.99,0,1,0.3674,0.3052,0
2020,PARCEL0000001627,RES_SF,216213680.68,264994341.86,38.0264,8156998.27,1,0,0,0,REDUCED,1.0014,0.9515,12.99,1,0,0.3234,0.3359,0
2006,PARCEL0000001628,AG,136340214.24,163310786.23,2.4815,352101.72,0,0,0,0,PENDING,1.077,0.9293,9.9,0,0,0.3055,0.379,0
2017,PARCEL0000001629,AG,217118884.21,221878744.93,42.833,8853477.47,1,1,1,0,REDUCED,0.7264,0.8772,13.59,0,0,0.6332,0.2457,0
2007,PARCEL0000001630,IND,127086557.06,139330833.23,5.8082,697075.2,0,1,0,0,NONE,1.1191,0.855,2.66,0,0,0.4677,0.4097,0
2015,PARCEL0000001631,RES_SF,164450132.24,152290110.48,2.8447,482315.62,0,0,0,0,UPHELD,0.7707,0.9502,13.79,0,0,0.1803,0.6354,0
2018,PARCEL0000001632,IND,148998036.73,186368621.66,36.0733,5537886.76,1,0,0,0,WITHDRAWN,0.9037,0.9868,5.04,0,0,0.3771,0.2849,0
2012,PARCEL0000001633,RES_SF,830590.49,776734.38,26.6039,23721.71,0,0,0,0,NONE,0.9348,0.8655,2.79,1,0,0.2396,0.3742,0
2008,PARCEL0000001634,COMM,11397304.24,15318559.04,17.6566,205194.41,1,0,0,0,NONE,1.197,1.167,13.82,0,0,0.5734,0.3253,0
2012,PARCEL0000001635,RES_SF,182973251.34,225055774.72,7.6788,1386718.7,0,1,0,0,PENDING,0.6534,1.2034,8.25,0,0,0.2001,0.7077,0
2010,PARCEL0000001636,COMM,85264521.3,80568328.86,10.9166,954997.04,0,0,0,1,NONE,0.923,1.0397,14.09,0,0,0.6961,0.1341,0
2021,PARCEL0000001637,RES_SF,113506968.4,132906223.93,7.4254,816017.03,1,0,0,0,REDUCED,0.7615,1.0141,13.57,0,0,0.5235,0.2002,0
2023,PARCEL0000001638,IND,121609695.42,132980388.07,40.0906,4846966.38,1,1,0,0,NONE,0.5491,0.9512,8.38,0,0,0.3848,0.4339,0
2017,PARCEL0000001639,RES_SF,188465070.98,254425422.4,9.276,1637559.74,1,0,1,0,UPHELD,1.144,0.89,17.51,0,0,0.2182,0.4785,0
2023,PARCEL0000001640,IND,126440554.63,144034766.81,12.8344,1530406.66,1,0,0,0,REDUCED,1.1852,1.1895,15.1,0,0,0.652,0.2918,0
2016,PARCEL0000001641,RES_MF,95410670.48,90405481.24,1.7521,162174.21,1,0,0,0,NONE,1.0066,0.9455,9.7,0,1,0.2755,0.6013,0
2006,PARCEL0000001642,IND,105838028.87,138462637.21,23.1616,2592363.56,0,1,0,0,NONE,0.8733,1.1428,15.3,0,0,0.4009,0.4623,0
2022,PARCEL0000001643,RES_SF,236244609.26,219111188.15,13.4175,3269007.52,1,0,1,0,INCREASED,0.9973,0.8984,9.11,0,0,0.4482,0.4934,0
2014,PARCEL0000001644,IND,128147480.36,135628342.79,29.618,3614600.3,1,0,0,0,NONE,0.9145,1.0791,16.49,0,0,0.2686,0.3675,0
2008,PARCEL0000001645,RES_SF,126123428.2,143512510.48,8.7946,1047773.21,0,0,0,0,REDUCED,0.5398,1.2033,8.36,0,0,0.6574,0.2072,0
2018,PARCEL0000001646,VACANT,66848864.93,86702519.99,32.3513,2015384.48,1,0,0,0,UPHELD,0.6133,1.2468,1.42,0,1,0.4914,0.4055,0
2016,PARCEL0000001647,RES_SF,111607071.85,127254809.88,26.8112,2998114.72,1,0,0,1,NONE,0.5126,1.0177,13.0,0,0,0.4938,0.2474,0
2008,PARCEL0000001648,VACANT,105782572.66,128701531.94,38.0649,4111275.59,0,0,0,0,NONE,0.6979,0.9496,3.4,0,1,0.1852,0.5887,0
