biz_output_reporting_quarter,biz_output_industry_cluster_code,biz_output_shipment_value_usd,biz_output_new_orders_value_usd,biz_output_capacity_utilization_pct,biz_output_unit_labor_cost_index,biz_output_export_share_pct,biz_output_import_penetration_pct,biz_output_domestic_market_share_pct,biz_output_price_competitiveness_index,biz_output_innovation_intensity_score,biz_output_capital_investment_usd,biz_output_r_and_d_spend_usd,biz_output_automation_adoption_index,biz_output_supply_chain_concentration_index,biz_output_supplier_risk_score,biz_output_customer_concentration_index,biz_output_energy_intensity_btu_output,biz_output_carbon_intensity_tons_output,biz_output_benchmark_peer_group
2399Q1,CL001549,417899315956.21,281183757394.67,34.06,155.78,64.06,15.23,92.51,94.61,14.36,7081564253.14,49933549805.51,0.625,0.0917,2.16,0.141,48311.6,249.2841,PEER_A
2399Q2,CL001550,188433583628.79,205335964197.35,75.36,154.3,70.37,46.25,60.35,85.76,25.13,86262249260.19,36931161512.52,0.5369,0.4586,90.62,0.1318,23783.81,187.7089,PEER_D
2399Q3,CL001551,60083238760.17,54781708007.25,86.28,159.63,71.91,49.92,65.64,92.32,6.29,83838281438.84,56501449843.11,0.031,0.7622,66.3,0.8301,4223.81,83.5112,PEER_B
2399Q4,CL001552,265682007870.14,178582884692.14,22.19,89.96,25.1,86.43,52.83,70.15,31.51,116330465109.45,12947919780.46,0.0297,0.5612,43.22,0.2789,42287.17,127.0184,PEER_F
2400Q1,CL001553,87076200236.64,86148716962.48,38.65,129.11,55.18,70.63,56.47,105.61,44.49,95343964527.14,10717785236.52,0.4536,0.3026,37.37,0.0233,16383.07,183.6063,PEER_F
2400Q2,CL001554,328129386797.28,334876942267.06,61.43,156.6,2.87,6.66,94.42,73.8,44.08,67562481386.02,16056790209.64,0.1945,0.5238,12.22,0.3633,18419.34,115.8674,PEER_D
2400Q3,CL001555,116745405946.91,89819887991.86,73.21,96.13,18.25,55.45,56.81,124.35,88.51,25369961696.95,54067749622.09,0.1752,0.9659,15.49,0.1157,12750.95,40.8076,PEER_F
2400Q4,CL001556,334306916541.6,369210604588.09,84.44,159.7,74.25,69.25,60.85,96.92,81.18,22065967441.51,50557102605.72,0.9864,0.1422,27.23,0.3386,49801.25,124.0427,PEER_D
2401Q1,CL001557,254273621994.87,273020208540.68,77.22,73.46,30.75,38.26,72.86,118.47,58.94,23313739997.91,33812668147.72,0.2746,0.5778,22.24,0.0125,31922.6,185.3951,PEER_F
2401Q2,CL001558,375699579053.88,404015843891.25,93.29,117.62,25.68,54.91,61.15,107.9,14.38,114383877306.3,1340973409.35,0.9701,0.7875,55.45,0.0633,30080.46,149.4091,PEER_E
2401Q3,CL001559,197062161418.29,146368396450.51,96.82,110.51,58.27,43.35,66.39,124.61,76.13,13647789657.84,31875917729.19,0.0553,0.2652,30.75,0.2004,45150.06,190.4367,PEER_F
2401Q4,CL001560,440384061720.97,409258023734.23,55.34,78.67,25.27,67.85,75.73,135.27,63.2,69891803578.54,14226634253.93,0.6513,0.6044,81.36,0.3962,43004.06,197.6942,PEER_D
2402Q1,CL001561,416083219316.63,392556607522.51,27.67,62.59,19.97,57.73,64.57,103.08,42.81,39741940108.15,26899477363.97,0.8173,0.735,7.02,0.4765,35179.11,7.7251,PEER_B
2402Q2,CL001562,144089937812.05,112671555224.8,25.3,123.73,37.12,4.7,98.48,88.0,64.82,102735931047.05,6385994862.33,0.7686,0.6152,59.15,0.1895,36850.16,107.9047,PEER_B
2402Q3,CL001563,311587590982.65,343799390110.95,69.58,114.13,67.18,89.93,70.53,120.42,81.85,82045328676.04,2377565005.69,0.9342,0.6925,87.53,0.0412,16002.46,236.0089,PEER_E
2402Q4,CL001564,416495445539.98,466529123846.02,35.03,113.01,32.91,73.64,76.54,101.64,22.84,34842503560.16,16205743198.93,0.71,0.2816,9.29,0.5769,18043.59,111.9988,PEER_F
2403Q1,CL001565,365305356465.04,343336220236.51,85.64,114.39,69.51,8.75,94.4,137.3,68.4,56998625049.0,45053536189.64,0.9734,0.5375,71.82,0.706,20471.49,51.3301,PEER_C
2403Q2,CL001566,3268296891.29,2381241553.29,94.59,105.01,21.09,34.19,78.57,69.68,4.38,84733391277.62,56204878807.38,0.5095,0.4499,83.97,0.8253,21775.33,208.7396,PEER_E
2403Q3,CL001567,91224948823.59,92972765382.28,90.58,96.54,42.92,47.53,67.02,120.3,65.21,102446504834.51,56609342674.53,0.671,0.1497,22.64,0.9331,17213.59,201.9781,PEER_A
2403Q4,CL001568,41092118466.52,46460488796.03,70.99,113.58,46.59,24.87,89.85,124.95,10.02,69448313052.59,33633442989.32,0.2556,0.9083,61.13,0.2131,36807.3,3.1208,PEER_B
2404Q1,CL001569,309875291166.51,238340291279.14,68.75,77.28,29.66,55.43,57.82,115.03,62.11,81089328091.67,28750576656.45,0.6215,0.8454,99.0,0.4181,28669.85,25.5584,PEER_E
2404Q2,CL001570,404049292433.06,422958941031.94,88.91,76.38,17.07,9.26,95.81,129.86,85.6,5374463425.76,33348999787.18,0.3734,0.9242,3.77,0.8663,25089.68,228.8902,PEER_D
2404Q3,CL001571,126652609190.28,133139857165.29,96.05,83.47,70.22,70.07,57.51,103.47,91.35,96304513222.55,36817368392.04,0.8355,0.432,21.61,0.743,28624.5,186.2914,PEER_B
2404Q4,CL001572,35658644402.07,27208486010.47,66.2,154.65,74.55,72.62,50.95,129.25,1.4,93785031797.99,51529748030.9,0.7132,0.8208,53.55,0.5511,22748.21,249.3321,PEER_D
2405Q1,CL001573,170081285400.65,157271998006.86,70.37,138.42,37.93,23.13,83.03,118.56,47.3,50124869638.44,9563190924.11,0.309,0.8528,77.31,0.8192,44387.68,62.8376,PEER_A
2405Q2,CL001574,78446566508.75,50998874737.01,39.14,108.79,53.83,86.95,61.78,118.24,31.75,84732976413.12,49332234444.17,0.0239,0.3584,28.47,0.9754,1687.25,20.6975,PEER_D
2405Q3,CL001575,398161131022.97,423526708363.29,67.14,102.73,59.68,19.56,93.22,108.8,68.55,11375479426.16,42824490961.13,0.8571,0.1021,69.65,0.0158,38416.67,68.9719,PEER_E
2405Q4,CL001576,347334747449.36,291011239107.53,51.58,62.32,73.46,31.69,71.93,110.39,77.3,67066612799.79,584906859.82,0.8024,0.9927,34.33,0.4107,20712.16,57.3409,PEER_D
2406Q1,CL001577,442754625968.42,373951511987.64,25.26,68.53,5.31,64.91,75.53,125.21,14.46,55685761292.61,34675886691.21,0.8424,0.5656,70.22,0.0693,36425.25,146.888,PEER_E
2406Q2,CL001578,254815947131.02,266221697924.18,77.37,91.11,22.24,57.62,68.6,65.05,76.73,52917278329.32,46442672508.07,0.4106,0.8165,68.9,0.5443,46314.21,246.5768,PEER_B
2406Q3,CL001579,209817196745.07,195503334937.66,41.01,92.75,51.38,43.89,65.74,72.95,64.36,79153545770.19,40375896982.03,0.1326,0.5898,66.03,0.7719,9342.87,123.6779,PEER_B
2406Q4,CL001580,206094166154.98,224720150091.17,38.95,71.59,50.31,25.56,79.7,81.99,99.49,82174308908.9,11387650214.11,0.9322,0.5036,3.72,0.7708,47769.6,171.469,PEER_F
2407Q1,CL001581,183674939224.02,206265982596.67,60.1,122.89,8.82,20.92,90.47,105.34,21.28,70498757634.06,29049979970.21,0.1421,0.086,54.12,0.6112,27081.35,178.0375,PEER_C
2407Q2,CL001582,20383642363.67,13712181857.26,86.69,80.86,23.77,12.02,92.99,113.1,4.35,15961670830.77,18076330158.05,0.9493,0.1327,42.98,0.3321,26778.74,59.2238,PEER_D
2407Q3,CL001583,281747735501.2,219864387106.07,55.67,151.29,76.5,89.57,28.46,128.62,71.1,15796227035.36,50402118357.95,0.0462,0.6513,17.22,0.5888,32810.89,59.4739,PEER_A
2407Q4,CL001584,255645822201.95,293199736532.55,36.45,138.92,28.62,5.05,96.39,104.89,51.03,78052253170.54,41082553973.51,0.652,0.3208,26.13,0.9281,38846.75,71.6978,PEER_C
2408Q1,CL001585,301559961592.27,277418277582.05,79.04,99.54,41.14,57.8,61.03,90.28,62.24,109609430527.63,15691881286.16,0.3613,0.8665,7.4,0.215,17489.54,231.2254,PEER_E
2408Q2,CL001586,257219589357.24,238521757330.12,62.92,151.6,6.79,54.16,53.44,104.19,16.65,115783801644.43,35077794883.94,0.4424,0.4639,7.98,0.0882,14269.44,92.542,PEER_C
2408Q3,CL001587,320333061154.76,285991161009.71,65.15,106.36,75.73,81.55,75.06,80.78,37.76,60637074353.21,14447239658.58,0.0492,0.6118,41.6,0.1657,16255.07,94.6009,PEER_F
2408Q4,CL001588,207147600687.81,171954564897.45,67.62,60.06,83.91,11.57,91.42,98.82,71.09,75026034580.7,12707858332.67,0.2821,0.0178,69.37,0.723,14441.58,179.0798,PEER_B
2409Q1,CL001589,33254190703.43,21621587146.17,70.25,134.72,50.04,4.73,96.49,123.16,34.95,59017471858.29,31789692221.93,0.805,0.3527,96.92,0.8571,3738.93,199.3993,PEER_D
2409Q2,CL001590,232096990055.67,224282345150.98,78.62,67.93,65.75,45.19,76.66,138.07,57.22,86281932575.98,3579816785.85,0.5421,0.0901,91.81,0.275,47533.68,10.7322,PEER_F
2409Q3,CL001591,320587045325.24,360961700568.53,90.62,104.15,14.43,56.32,50.04,60.01,83.07,7851804076.45,59518702969.51,0.2916,0.0119,58.96,0.6347,29363.91,26.3353,PEER_D
2409Q4,CL001592,438513479172.23,406270168041.61,21.93,137.84,68.16,68.04,44.89,130.01,6.22,55332055911.78,22982320802.8,0.965,0.0345,52.93,0.9859,45674.37,178.6583,PEER_D
2410Q1,CL001593,404543714645.61,430829233471.03,54.04,101.19,69.85,11.98,96.06,106.73,20.35,119680239318.5,18460341485.87,0.4551,0.5762,49.93,0.6659,25479.74,16.0443,PEER_F
2410Q2,CL001594,85978437912.74,56993901410.27,65.25,89.29,70.17,12.21,94.29,92.34,87.26,11175964997.97,47595744303.44,0.1143,0.8144,27.07,0.4192,24494.33,37.5867,PEER_B
2410Q3,CL001595,223895150544.02,220147996428.27,38.93,66.66,64.73,17.26,86.1,116.04,58.72,29391570807.55,21705786141.49,0.609,0.026,95.37,0.3713,48121.45,8.6098,PEER_B
2410Q4,CL001596,96995555280.83,88313607662.54,24.46,109.84,4.62,34.87,89.33,123.85,44.72,832417126.36,51002449631.6,0.3558,0.5356,51.56,0.407,37913.73,167.889,PEER_B
2411Q1,CL001597,363799563949.74,363375748944.52,44.75,84.16,69.11,83.14,40.67,61.93,15.04,110011513389.66,28361742936.82,0.9618,0.4935,40.4,0.6383,37154.72,99.7124,PEER_A
2411Q2,CL001598,181501103982.12,170324538174.07,90.58,100.0,19.2,88.45,62.78,101.61,73.35,2799689442.11,45633240900.92,0.4211,0.5013,9.8,0.2266,16713.63,100.3008,PEER_A
2411Q3,CL001599,113920308860.65,78028201016.17,41.23,86.1,24.27,40.43,81.96,126.43,86.66,49574691951.52,11819630485.0,0.4519,0.0497,74.76,0.2212,44353.22,239.3831,PEER_A
2411Q4,CL001600,355333174025.31,361155358668.14,55.14,101.99,5.45,81.83,43.64,99.87,60.23,2486864872.12,32834081663.28,0.346,0.3939,10.35,0.9233,37834.99,161.5124,PEER_D
2412Q1,CL001601,8528473900.51,9152121435.17,23.93,111.24,57.96,75.86,44.39,94.22,12.84,42140493622.58,26079204690.85,0.6027,0.9387,5.15,0.5008,29050.74,219.6145,PEER_C
2412Q2,CL001602,52411681546.09,55274778245.18,81.66,91.4,80.24,13.79,90.02,95.98,33.1,103118480127.4,39727302593.93,0.1035,0.7289,49.46,0.7014,40832.8,67.9861,PEER_B
2412Q3,CL001603,230204249890.75,187175773955.94,94.12,136.78,1.95,73.61,36.33,122.82,12.73,66811447081.02,16799333599.48,0.1061,0.4429,26.96,0.2953,34081.39,236.0715,PEER_B
2412Q4,CL001604,174057695453.01,134254558610.71,78.38,127.23,35.47,8.68,93.49,63.62,54.68,109241958838.63,52734434715.26,0.8974,0.3298,56.97,0.4391,25528.49,88.5554,PEER_D
2413Q1,CL001605,63121007202.45,70243822615.99,54.66,101.53,16.54,78.33,61.84,65.66,18.34,67852590478.8,36580848069.81,0.6372,0.5291,12.59,0.0632,8846.93,38.03,PEER_C
2413Q2,CL001606,218799890574.75,242945213341.47,46.0,126.54,82.88,22.1,88.29,109.72,53.48,7324131345.15,8806970699.26,0.7527,0.5765,51.86,0.4714,13100.18,117.2355,PEER_F
2413Q3,CL001607,179085111244.48,140517778744.15,46.79,141.97,42.2,33.59,76.39,69.56,42.2,107192947408.61,59437105095.3,0.0524,0.9827,98.8,0.1896,6170.79,214.9689,PEER_F
2413Q4,CL001608,227621325937.46,232076305806.76,27.0,141.84,5.31,53.32,60.46,79.75,11.13,93927035249.93,58953315430.48,0.9304,0.1695,82.67,0.652,17522.15,178.7448,PEER_F
2414Q1,CL001609,406051256379.4,327376401972.61,20.09,133.62,79.32,56.45,80.7,76.21,81.33,13287755697.46,1074155268.59,0.07,0.7509,12.02,0.3493,23801.73,139.4733,PEER_D
2414Q2,CL001610,290285234941.04,287905502834.66,88.66,90.65,80.75,51.02,60.23,112.18,70.44,112783487392.14,44619025824.41,0.7996,0.7235,87.7,0.4354,15927.51,38.6845,PEER_F
2414Q3,CL001611,339805297701.79,347747767091.38,75.03,87.36,34.9,25.77,86.58,72.8,30.7,51739304438.88,29853521039.77,0.3066,0.0964,85.83,0.8625,2683.01,20.0658,PEER_A
2414Q4,CL001612,154457861501.11,103893844514.4,90.84,64.83,39.93,49.03,68.19,60.32,74.8,6650707656.72,38624503761.88,0.8891,0.0957,66.59,0.6815,6113.89,154.3808,PEER_D
2415Q1,CL001613,117961203435.12,100305951798.61,97.39,117.84,4.4,31.18,83.9,64.94,46.78,80942165282.97,13958734439.01,0.4461,0.9876,13.07,0.8865,47485.9,186.2206,PEER_A
2415Q2,CL001614,32784687440.82,29497430599.34,57.69,152.49,37.07,9.49,95.6,127.47,50.99,11695577396.34,21486975854.04,0.8404,0.2581,37.59,0.8736,12789.84,36.0383,PEER_B
2415Q3,CL001615,172336418442.95,187200637735.18,34.33,73.57,28.97,53.68,71.43,87.71,9.67,59636609548.3,7959623252.76,0.7497,0.7648,85.64,0.7263,1580.96,248.6917,PEER_B
2415Q4,CL001616,349947009380.02,325220380057.79,92.91,102.39,53.35,76.41,58.58,131.13,36.85,78616536646.18,9081495761.45,0.7863,0.6959,25.21,0.009,40317.02,141.2661,PEER_A
2416Q1,CL001617,79081206439.49,67159939101.59,30.18,82.77,36.07,10.07,95.15,94.34,12.56,73956320299.39,50233011669.13,0.671,0.4587,51.17,0.0115,2339.47,32.9106,PEER_B
2416Q2,CL001618,179635199415.33,131139356856.27,94.49,122.7,19.8,49.7,72.69,81.53,12.37,108645917081.9,37106602105.78,0.0339,0.7503,18.19,0.911,39894.33,143.8748,PEER_B
2416Q3,CL001619,663482518.98,521516466.99,48.04,152.57,2.36,8.28,96.76,80.26,47.71,15842270800.92,16726489789.57,0.265,0.9469,11.55,0.465,24956.68,171.266,PEER_F
2416Q4,CL001620,114564827299.15,84410163104.39,48.28,138.63,15.96,38.95,76.14,74.98,60.26,30649342378.16,20483085968.06,0.1429,0.8484,83.16,0.0684,727.06,196.3011,PEER_A
2417Q1,CL001621,277267465372.13,218285962565.1,79.35,88.32,81.13,46.83,83.9,83.0,12.13,30058915867.89,54855966423.59,0.9805,0.4003,54.72,0.1471,6850.49,32.1797,PEER_D
2417Q2,CL001622,15033429903.21,10116471270.31,66.57,67.73,76.04,78.39,59.73,81.99,12.27,43761190729.23,49597986757.77,0.7935,0.9303,57.85,0.7746,18759.28,165.213,PEER_C
2417Q3,CL001623,60732576146.77,54582039624.91,87.64,100.54,9.73,49.01,74.2,61.04,24.09,62772854559.53,49188956749.9,0.1695,0.9845,77.49,0.7451,31892.77,10.5801,PEER_D
2417Q4,CL001624,305444486527.56,212112813283.62,80.68,81.86,32.51,56.34,82.28,108.11,34.97,32014085769.42,4703398402.44,0.0263,0.7641,69.31,0.739,13569.79,129.7023,PEER_A
2418Q1,CL001625,266581705366.83,242248082237.18,28.53,73.77,69.85,80.9,46.55,65.54,22.56,3205950948.23,29262600222.57,0.6806,0.9575,6.18,0.9133,25903.86,245.7036,PEER_B
2418Q2,CL001626,141258554953.38,159802488866.09,39.68,136.18,63.31,69.24,63.92,65.74,57.89,76441835603.45,46850175216.22,0.1625,0.2183,71.83,0.6743,21209.22,193.7816,PEER_E
2418Q3,CL001627,144785488237.26,150600674842.78,87.67,137.81,6.55,27.85,78.46,101.58,46.21,39877977916.44,28551603937.17,0.0782,0.9368,29.23,0.9287,23527.21,199.1041,PEER_A
2418Q4,CL001628,147127420404.39,166275802389.23,45.34,150.64,45.43,40.52,76.58,80.99,88.55,43513270359.49,48890642463.88,0.8612,0.0899,36.64,0.2385,386.06,240.8884,PEER_C
2419Q1,CL001629,83808764545.13,78500776548.43,70.33,87.4,53.19,39.66,76.83,124.67,37.42,19918292537.03,41423183191.91,0.1096,0.9797,44.3,0.6403,19430.47,102.7471,PEER_C
2419Q2,CL001630,339450883286.08,301367054521.36,37.97,129.14,74.25,43.12,75.93,83.31,76.35,96809327259.78,36902788578.16,0.8812,0.7565,16.85,0.6772,24581.0,216.2197,PEER_D
2419Q3,CL001631,265544861189.43,265457174079.6,91.16,93.5,58.47,64.7,74.95,100.98,73.03,94003623370.35,1755819466.82,0.4161,0.6649,54.96,0.3109,3833.79,242.0406,PEER_C
2419Q4,CL001632,1738894997.13,1295018828.83,94.0,145.55,15.62,35.19,83.37,78.11,19.81,95653072918.46,48666229047.44,0.9814,0.6111,64.51,0.6742,15912.22,94.1399,PEER_F
2420Q1,CL001633,16149485445.48,15447793330.66,57.73,103.92,73.64,42.46,86.95,95.93,20.81,72204643219.77,54482973120.55,0.3995,0.8499,82.84,0.1718,3566.77,121.6639,PEER_B
2420Q2,CL001634,357437411943.84,357853359006.76,25.9,73.96,54.84,56.39,61.94,79.82,35.76,51574251663.0,5355425692.79,0.1436,0.8933,63.58,0.8385,44848.7,247.8753,PEER_F
2420Q3,CL001635,268153046662.78,279911926947.97,40.74,120.72,61.43,69.28,74.27,124.5,63.01,36971328889.7,47403971949.81,0.3006,0.7374,63.62,0.7703,27209.61,59.7805,PEER_C
2420Q4,CL001636,58278979953.35,45745406431.57,74.43,111.26,41.58,66.27,60.1,82.17,13.41,12384262872.69,11630453908.28,0.4135,0.6769,14.64,0.7747,14796.18,119.9468,PEER_E
2421Q1,CL001637,292000372103.05,292242992571.07,22.74,120.64,32.82,5.01,97.37,107.87,14.49,60921617181.63,48142545712.16,0.547,0.0541,64.46,0.5772,20835.42,52.9937,PEER_D
2421Q2,CL001638,113588224605.78,114470934048.59,76.48,133.22,18.44,71.99,46.91,87.11,5.36,114240712960.89,45474813856.21,0.9007,0.8326,97.79,0.0602,37530.72,84.6369,PEER_A
2421Q3,CL001639,255510917831.51,269320124304.63,34.37,151.26,0.37,79.38,41.06,61.79,55.49,86112815803.42,12005477059.2,0.5468,0.1901,32.11,0.4712,8839.72,235.1488,PEER_E
2421Q4,CL001640,396555027956.3,279520981897.81,38.57,137.28,50.36,20.11,88.02,120.14,20.36,58399289144.44,35951971227.27,0.1458,0.3529,98.4,0.3156,18806.46,56.3034,PEER_C
2422Q1,CL001641,126470875757.67,138109027420.69,43.73,126.73,13.31,32.84,74.7,89.31,49.91,102336525158.14,8897145775.46,0.3801,0.7968,78.38,0.0603,38171.96,194.1804,PEER_E
2422Q2,CL001642,409348425376.06,360016070952.4,36.09,85.8,20.48,73.62,73.57,98.62,37.45,18288004224.81,42036638223.74,0.8699,0.7176,57.23,0.4402,16860.48,153.5968,PEER_B
2422Q3,CL001643,214486683557.09,180423876247.22,34.89,133.28,84.16,83.89,49.23,130.52,33.27,10447014422.56,8958937531.84,0.398,0.1685,20.05,0.4191,32702.13,83.6585,PEER_B
2422Q4,CL001644,219047334408.79,246354575159.06,89.61,111.07,28.68,22.76,83.87,91.71,17.64,50231254456.34,12349436299.35,0.8812,0.4467,36.92,0.0282,28073.61,231.444,PEER_E
2423Q1,CL001645,259319641705.15,215111854256.9,75.07,136.89,70.75,86.81,46.1,106.69,88.19,45821054014.84,49710580369.88,0.2038,0.2537,58.25,0.2605,20515.46,183.3354,PEER_C
2423Q2,CL001646,411467127251.71,284937747030.23,37.42,152.01,38.5,61.47,57.28,106.77,53.41,116562108797.87,33420333733.62,0.6309,0.979,63.15,0.1387,17645.83,136.1657,PEER_E
2423Q3,CL001647,156588649050.2,112181603266.96,48.72,96.2,39.12,12.1,95.24,122.35,20.89,70173555041.02,30568481987.05,0.2,0.2778,26.34,0.4854,8066.59,68.7937,PEER_C
2423Q4,CL001648,277793305734.24,198978745916.1,67.01,99.56,50.05,56.97,82.9,139.7,51.58,112693977448.98,54000446952.48,0.478,0.8709,17.7,0.992,22650.65,119.0967,PEER_A
2424Q1,CL001649,237597938827.18,232284298869.23,92.38,145.13,20.88,19.48,92.17,97.6,65.66,62783573555.78,25449559917.59,0.9877,0.4446,18.81,0.1433,6716.58,65.98,PEER_D
2424Q2,CL001650,30358176576.32,21959189599.19,41.93,91.49,0.52,49.87,57.33,108.78,8.18,18535190512.66,48665880324.18,0.547,0.4995,0.85,0.2707,46204.81,117.1617,PEER_C
2424Q3,CL001651,211601743777.6,220664717296.8,20.19,139.13,27.52,47.48,60.43,92.37,85.99,31204609587.01,4041790441.43,0.423,0.9279,48.45,0.4425,17329.72,0.9925,PEER_D
2424Q4,CL001652,391052395956.6,407780965113.19,24.51,66.18,40.29,7.05,93.68,73.35,54.2,73404427432.28,34093692249.02,0.2943,0.3852,27.58,0.6881,40115.28,234.2479,PEER_E
2425Q1,CL001653,434800054694.34,406691383744.9,56.76,96.0,40.91,36.3,74.46,112.51,13.92,91570575393.29,19165496012.58,0.6355,0.3255,9.44,0.6316,41986.35,161.94,PEER_B
2425Q2,CL001654,227760566118.88,215960084625.94,25.98,114.63,15.35,13.79,92.7,120.03,40.24,34659452035.3,45311613428.77,0.4606,0.3917,9.82,0.8074,31570.36,108.2648,PEER_B
2425Q3,CL001655,335920164144.51,307710125198.68,27.81,94.97,56.34,25.84,90.19,85.8,71.4,82894444633.35,55582605810.64,0.0069,0.7439,10.01,0.5781,26385.72,25.3995,PEER_F
2425Q4,CL001656,192555839040.22,171215132864.32,77.11,118.0,0.13,59.95,78.69,72.58,81.8,95007071657.38,32196410640.75,0.1383,0.5195,53.6,0.8398,42544.59,89.3797,PEER_D
2426Q1,CL001657,407485941831.13,313393233476.94,95.66,66.8,82.91,35.3,71.74,113.42,30.03,118173925673.1,37547599649.0,0.7355,0.7664,15.96,0.3562,3418.29,180.989,PEER_E
2426Q2,CL001658,261809880867.85,294533236726.9,55.24,140.4,38.49,70.9,57.53,62.33,73.76,96069112791.44,55099785757.51,0.3526,0.7035,68.86,0.3357,7635.79,189.9025,PEER_E
2426Q3,CL001659,136040468007.63,89313967749.41,87.84,71.7,79.6,12.02,90.87,66.54,72.77,3583749882.92,51777411567.95,0.4747,0.3197,43.69,0.8416,28674.12,63.4518,PEER_D
2426Q4,CL001660,359705335040.15,311585301595.81,90.45,68.52,84.95,86.99,67.3,88.5,95.78,9148520534.0,17289444889.64,0.0418,0.4991,4.39,0.3984,189.89,203.8808,PEER_A
2427Q1,CL001661,70472690613.83,60216511199.24,87.4,141.69,28.55,86.36,29.48,137.47,35.51,107933789190.65,22300145922.95,0.8175,0.4491,66.86,0.5532,30338.69,5.4864,PEER_A
2427Q2,CL001662,340230213034.81,343732524321.19,58.61,61.87,31.38,2.68,99.03,101.93,46.52,96394499839.65,29502258282.74,0.2573,0.7956,47.58,0.411,36457.48,177.9437,PEER_D
2427Q3,CL001663,263717457662.34,222876724072.13,74.15,71.02,42.19,20.25,84.09,95.09,61.02,32783952513.69,40279781173.16,0.9539,0.1806,39.82,0.7546,3713.61,163.2865,PEER_C
2427Q4,CL001664,211187304769.79,151729086923.84,49.61,159.92,70.27,1.82,99.42,138.66,93.73,958515394.33,14037461707.59,0.4505,0.9352,37.77,0.4021,18007.87,194.6962,PEER_A
2428Q1,CL001665,16228356919.01,15905067382.03,83.78,109.86,28.37,37.84,85.33,114.47,15.91,69877897872.86,16694021987.24,0.7808,0.7189,23.65,0.5997,45517.43,186.9074,PEER_B
2428Q2,CL001666,117655425289.57,113803716231.01,22.33,62.13,62.68,73.4,67.6,72.53,10.91,56242253015.84,16393595337.44,0.4976,0.3178,46.68,0.7261,5545.96,102.3344,PEER_B
2428Q3,CL001667,345778503911.07,306519915584.91,95.65,80.17,3.28,61.34,81.58,62.14,67.71,64307407346.84,192333934.71,0.1783,0.2403,7.54,0.1632,20686.54,143.7643,PEER_B
2428Q4,CL001668,245878468915.71,244958644616.0,32.07,152.67,22.45,49.25,56.05,111.88,82.01,77698330322.78,37642084194.67,0.1664,0.2043,48.88,0.3135,43953.64,160.0068,PEER_D
2429Q1,CL001669,96663663459.26,80830085354.02,49.73,77.14,70.51,55.38,73.45,120.76,78.52,54140679805.8,4311634903.42,0.0579,0.5109,77.16,0.6453,42078.96,95.4025,PEER_F
2429Q2,CL001670,71172543519.46,78350228717.01,70.99,124.58,61.57,66.81,40.56,87.63,60.08,115155175751.17,20151808321.49,0.0883,0.2829,82.48,0.0154,32667.67,222.3941,PEER_A
2429Q3,CL001671,290629491475.82,313610100307.49,33.57,88.23,28.08,71.94,38.87,60.54,66.3,73431404989.87,52030271973.01,0.5701,0.1055,16.26,0.7508,23281.96,151.235,PEER_A
2429Q4,CL001672,290037945768.44,214804809095.57,50.96,134.68,63.74,79.63,72.95,72.02,48.21,44451839537.75,43807803077.76,0.6463,0.4363,20.26,0.0215,44546.18,231.5272,PEER_E
2430Q1,CL001673,184550363233.14,144135442617.08,64.78,77.15,27.52,77.49,34.32,127.56,55.72,11440571880.03,57219040201.41,0.9304,0.1211,65.09,0.1,4370.86,236.2689,PEER_C
2430Q2,CL001674,26097625172.0,29440776097.28,22.71,88.92,16.11,72.65,74.9,93.55,71.75,108817976674.59,13744209487.65,0.5826,0.2454,0.07,0.488,15594.08,167.3048,PEER_E
2430Q3,CL001675,162244586169.77,122012953748.82,78.7,125.61,8.15,4.26,97.92,68.12,58.59,42537342473.92,20553600873.03,0.7209,0.8036,74.25,0.8883,35408.59,84.9795,PEER_C
2430Q4,CL001676,179283605374.89,120777198863.35,91.48,157.11,11.51,18.3,84.78,73.43,66.54,85619338976.43,10715191591.11,0.4325,0.1162,28.94,0.6933,20222.6,12.512,PEER_F
2431Q1,CL001677,250459682898.4,261644160260.88,87.94,131.93,13.0,14.37,88.31,94.67,40.59,99262710703.55,35028017704.78,0.7203,0.4109,84.78,0.5802,25205.64,248.3865,PEER_F
2431Q2,CL001678,380683298962.07,311446040872.38,89.18,103.18,6.78,64.94,52.93,85.13,3.14,115433294540.86,32815485115.44,0.9205,0.4934,76.29,0.4207,21677.33,149.9674,PEER_E
2431Q3,CL001679,381195915919.76,276303287380.33,56.75,119.19,41.6,48.32,77.55,133.76,5.35,101801257261.81,32404157594.21,0.8395,0.1748,56.45,0.7273,46460.91,4.532,PEER_C
2431Q4,CL001680,404581615235.46,422537367327.24,34.89,62.32,33.6,16.65,90.21,109.17,53.44,7308818772.11,47693927570.56,0.0002,0.7864,84.77,0.0988,25378.84,247.333,PEER_B
2432Q1,CL001681,80543385811.86,57153947660.74,48.89,116.2,57.29,48.31,59.09,114.54,21.74,55596308561.25,19574790114.34,0.3392,0.3821,12.32,0.8441,39100.11,132.7276,PEER_E
2432Q2,CL001682,415386308493.21,304546837443.54,35.33,147.3,64.59,80.75,70.07,116.1,72.85,42860778055.65,44786823143.53,0.4986,0.1875,22.52,0.639,26526.19,22.239,PEER_B
