biz_innov_filing_year,biz_innov_patent_application_id_hash,biz_innov_technology_class_code,biz_innov_inventor_count,biz_innov_assignee_type_code,biz_innov_university_assignee_flag,biz_innov_small_entity_flag,biz_innov_citation_count_5yr,biz_innov_forward_citation_velocity,biz_innov_claims_count,biz_innov_family_size_count,biz_innov_international_filing_flag,biz_innov_grant_lag_months,biz_innov_licensing_revenue_estimate,biz_innov_r_and_d_tax_credit_claim_flag,biz_innov_venture_funding_round_flag,biz_innov_startup_spinout_flag,biz_innov_tech_transfer_office_id,biz_innov_innovation_cluster_score,biz_innov_commercialization_stage_code
2011,e47983749dcc81442c53,TC396,5,individual,0,1,28,0.164,16,3,1,38,13087929.2,0,1,0,,72.13,prototype
2016,f6cbaef950171d399461,TC933,1,startup,0,0,19,0.335,16,5,0,22,2452434.22,0,0,0,,19.46,licensed
2009,d250601a632e291df4a2,TC492,5,psu,0,1,26,1.074,22,3,1,13,1099505.67,0,0,0,,68.49,acquired
2021,5f22dbd3a72598d2dd81,TC464,8,startup,0,0,17,1.637,13,4,1,27,14788358.48,0,0,0,,69.81,licensed
2020,f364ee60b5b0fb8409c1,TC948,8,university,1,0,24,1.694,13,2,1,24,2523922.72,0,1,0,TTO734649,35.36,pilot
2014,03ead6cda4ba2c020de3,TC788,2,psu,0,0,15,2.536,15,4,0,25,2142585.2,0,0,0,,59.33,pilot
2024,6f5a3a806dcd0eeafa61,TC102,3,govt_lab,0,0,17,1.14,24,4,0,23,12120935.6,0,0,0,,70.34,open_source
2012,c9b2df23ea616aa8eca5,TC250,7,govt_lab,0,0,23,0.332,16,4,1,17,15750358.19,0,0,0,,71.62,scale
2009,96aea3268fcb61e711c7,TC992,8,corp,0,0,20,0.0,13,6,1,30,26602566.69,0,0,0,,40.26,scale
2017,51b51373adc1c866be87,TC148,7,startup,0,1,19,0.935,15,5,0,37,12756366.46,0,0,1,,70.57,idea
2012,17fdc830b4b2ae181770,TC955,1,corp,0,0,23,0.598,12,4,1,31,8270247.78,0,0,0,,69.64,market_entry
2010,b5633dd4f794d4e28033,TC903,6,startup,0,1,25,1.673,13,7,0,30,8738274.46,0,0,0,,52.14,licensed
2010,2ec276daa118a7cff965,TC662,6,corp,0,0,10,0.891,21,3,0,20,6303256.3,0,0,0,,53.29,pilot
2023,b9c90feb3c6c340b422e,TC373,1,psu,0,0,18,0.787,15,5,1,19,20325886.08,0,0,0,,38.23,licensed
2023,3b21a69c24cb283a806b,TC714,5,university,1,0,19,2.31,16,5,0,29,4953949.64,1,0,0,TTO749047,42.85,prototype
2013,058c8124310dded8ca90,TC961,3,psu,0,1,17,2.317,11,3,0,35,10373275.99,0,1,0,,50.64,market_entry
2017,3abfd6be3d6a2f3bb1f0,TC817,5,university,1,1,12,1.021,15,6,0,29,3696651.92,0,0,0,TTO108285,24.74,scale
2017,b0cafb6875382950ec05,TC932,8,psu,0,0,19,1.164,18,4,1,28,9798335.14,0,1,1,,64.12,scale
2012,84b21c9403c94efbb712,TC112,6,startup,0,1,14,2.965,21,5,0,31,1763274.11,1,0,0,,21.79,acquired
2016,b49c7a0dca58b34f095c,TC871,1,govt_lab,0,0,15,1.652,21,3,1,12,1308053.09,0,1,0,,52.11,pilot
2012,7a4953b9f2c092a335d5,TC120,7,individual,0,1,16,1.558,18,3,0,15,1565282.84,0,0,0,,56.87,internal_use
2025,3eb1b12912c0e9cb06d9,TC977,6,startup,0,1,15,2.785,17,4,1,36,1310538.31,0,0,1,,50.41,market_entry
2020,40bc1a2930859379dc6b,TC298,6,startup,0,0,22,1.959,17,5,0,37,20952045.91,0,0,0,,58.22,idea
2011,899e8fad88330b5c009e,TC600,3,university,1,0,17,1.553,20,5,0,34,7127740.98,0,0,0,TTO382170,100.0,open_source
2010,4ee5e9d1780bd6428ae7,TC559,2,individual,0,0,12,2.763,27,5,1,30,31737109.07,0,0,1,,45.29,market_entry
2016,528f237fb8f92b3c7762,TC625,1,corp,0,1,20,0.0,13,5,1,30,3659624.95,0,1,0,,87.13,scale
2014,078737dcbf455d50c80f,TC260,3,university,1,0,14,0.942,15,4,1,29,14421268.38,0,0,0,TTO298325,16.17,scale
2018,e069b16123c11af9fc72,TC925,5,govt_lab,0,1,16,2.024,14,6,0,23,201056.34,0,0,0,,43.24,prototype
2010,03585f16043e98c72107,TC802,3,university,1,0,21,0.858,15,5,1,29,1043198.67,0,0,0,TTO445783,58.06,open_source
2010,e297c92b1ce3803e7afc,TC989,8,university,1,0,14,0.389,11,6,0,18,1857241.21,0,0,0,TTO579091,50.43,market_entry
2015,0ee69c7298fe55a5bebd,TC176,9,individual,0,1,24,1.317,17,2,0,34,11904021.4,0,0,0,,46.73,licensed
2021,00da56147762a4397969,TC324,1,corp,1,1,18,2.203,12,2,0,10,4638564.55,0,0,0,TTO796360,86.9,prototype
2011,3ead78eb60ad58ead5ed,TC406,4,university,1,0,17,1.023,22,3,1,26,24525707.97,0,0,0,TTO260236,8.09,open_source
2020,84a9af6ed53272805ff6,TC194,4,startup,0,0,17,0.81,11,6,0,31,7283235.17,0,0,0,,58.72,internal_use
2017,45bd3a56a984b4b63bf5,TC971,6,govt_lab,0,0,14,2.17,12,1,0,22,225794.9,1,0,0,,54.43,licensed
2016,3dff065599f2b974564b,TC584,7,individual,0,0,22,0.882,17,4,0,50,3716083.44,0,0,0,,54.13,prototype
2017,2dd7155139ec0ecbd2c7,TC559,1,individual,0,1,13,0.647,17,2,0,35,605479.58,0,0,0,,38.48,idea
2021,a6a2d55ebccc222543bc,TC845,7,university,1,0,16,1.214,20,9,1,29,22760636.82,0,0,0,TTO351631,35.0,idea
2024,17b6c0dd6e682594be80,TC175,10,startup,0,0,15,1.607,18,3,0,8,579369.72,0,0,1,,87.75,licensed
2014,0017d77996dc51fdf3a6,TC861,2,university,1,0,18,0.792,12,3,0,28,14972984.52,1,0,0,TTO207617,44.03,market_entry
2018,67802d42d1b7661b4cc4,TC239,8,govt_lab,0,0,29,1.838,16,8,0,8,702994.83,1,0,0,,45.21,open_source
2014,f1e3759ff2b68b529a9a,TC272,6,psu,0,0,18,0.0,12,7,1,26,631678.28,0,0,0,,41.82,acquired
2024,adda066a8335097ed6af,TC796,7,govt_lab,0,0,16,3.645,16,6,0,33,2188870.87,0,1,1,,29.13,prototype
2012,165f877e762ada594f99,TC470,3,startup,0,1,16,3.045,23,2,0,29,1298239.41,0,0,0,,70.5,market_entry
2025,244a7e0f25a16c784b30,TC516,7,corp,0,0,12,2.605,6,5,0,29,10167165.41,0,0,0,,76.82,internal_use
2016,6c9ea9da2213e429bfea,TC724,2,university,1,0,25,1.96,23,4,1,36,19640091.23,0,0,0,TTO392193,96.14,internal_use
2019,fddfbe7fb7e711e5daf2,TC704,4,corp,0,0,12,2.566,18,3,0,32,3541546.18,0,1,0,,83.7,idea
2010,3f34b5072b4fd0a29c10,TC990,9,corp,0,0,14,4.298,12,4,0,43,490671.52,0,0,0,,22.27,internal_use
2024,4687dfc87341203b002a,TC954,8,govt_lab,0,0,15,0.0,21,6,1,36,1014516.4,0,0,0,,62.65,market_entry
2019,9a262339480b59aa2bee,TC577,8,corp,0,0,21,0.0,15,6,0,31,3496536.32,0,0,0,,83.33,scale
2024,e9755f76b326d7f3087b,TC610,3,individual,0,0,25,1.586,21,3,0,26,63081028.2,0,1,1,,47.37,prototype
2010,81b298b1a4748efba8cb,TC189,2,university,1,1,13,3.01,15,3,0,48,5545480.51,0,1,0,TTO619284,74.64,prototype
2024,7b2598d18ab466a204e9,TC315,5,corp,0,0,30,3.108,14,2,1,19,12468516.52,1,0,0,,48.67,scale
2011,ae16eb8d376390cd3ce0,TC275,5,individual,0,0,17,0.0,17,2,1,27,886130.21,0,0,0,,51.31,acquired
2009,99a75ffbc510d24645ba,TC494,8,govt_lab,0,0,23,3.078,12,1,1,30,42352452.55,0,0,0,,55.05,internal_use
2025,245394c1eb04637c8879,TC302,3,govt_lab,0,0,21,2.653,23,3,0,28,265176.96,0,0,0,,59.01,pilot
2008,c33d72003a18b44ee4e0,TC196,9,psu,0,0,19,0.937,14,6,1,35,94419379.96,0,0,0,,65.02,prototype
2023,68128d8e98a361daee66,TC179,3,corp,0,0,22,0.806,17,5,0,28,2152675.21,0,0,0,,48.32,open_source
2017,f33ca446459c8b8943ef,TC990,10,startup,0,0,13,1.743,22,3,0,21,11386291.89,0,0,0,,76.19,prototype
2012,b10ba21bc10251de081d,TC276,5,startup,0,1,15,3.168,10,4,0,22,5690420.23,0,0,0,,65.8,open_source
2024,4a1eba073eba3f87838e,TC347,7,corp,0,1,15,2.892,21,5,1,31,78908345.67,1,0,0,,47.91,idea
2021,751ba0c0fea55c1e56f4,TC395,7,startup,0,0,18,1.885,19,6,0,42,2257555.15,0,0,0,,37.27,acquired
2009,76b1406c2280dff82b24,TC284,9,psu,0,0,17,1.285,19,4,1,15,7994436.25,0,0,0,,55.73,internal_use
2019,d72cb1912531303882ef,TC515,7,university,1,0,19,3.104,7,2,1,34,26297097.95,0,0,1,TTO823691,72.83,acquired
2012,d62ba105e19b6acbbc09,TC798,2,university,1,0,22,1.283,12,4,0,38,25960972.04,1,1,0,TTO505560,37.29,pilot
2018,778f3c642fd36d3d8a57,TC334,4,university,1,0,23,2.3,20,2,0,19,6149276.14,1,0,0,TTO430623,37.2,open_source
2021,cbbd5508c04e081f1c67,TC194,8,corp,0,1,14,0.854,13,4,0,24,833028.62,0,0,0,,52.12,acquired
2013,0029734a1904e97b41af,TC473,10,psu,0,0,15,0.0,13,3,0,8,410188.11,0,1,0,,31.0,internal_use
2025,b207404bd28550cc89cb,TC118,8,psu,1,0,15,2.141,20,4,1,9,1956734.53,0,0,0,TTO683744,48.32,idea
2016,1737ebcb236314f9dd83,TC909,5,individual,0,1,16,0.225,21,8,1,26,3193177.11,1,0,0,,71.5,acquired
2008,58481571850e070f5edc,TC917,2,startup,0,1,20,0.546,18,3,0,32,12358254.41,0,0,0,,25.68,market_entry
2015,c99c948ccfa6a26d9ec0,TC923,10,individual,0,1,20,2.996,14,3,0,30,5740511.99,0,0,1,,27.2,prototype
2013,c51136e7ecec7fde6f9a,TC114,6,university,1,1,14,0.203,23,2,0,23,928508.08,0,0,1,TTO389128,71.61,scale
2014,919744dba4e5667e272c,TC254,3,individual,0,0,15,2.494,17,2,1,26,60652611.24,0,0,1,,79.25,market_entry
2025,bd3edd485697ab07ad5b,TC288,4,corp,0,0,17,2.49,26,4,1,47,6938398.23,0,1,0,,45.46,acquired
2025,ee3beb0b991b4cd24051,TC726,7,corp,0,0,19,0.591,23,1,1,24,12295404.77,1,1,0,,55.77,idea
2023,4fdf5bfc07d2400c02fb,TC712,10,individual,0,1,16,0.262,15,4,1,27,14717472.42,0,0,1,,43.81,market_entry
2017,70dc544b6cc6fc7df7b1,TC891,8,corp,0,0,13,1.157,21,3,1,25,49135622.79,1,1,0,,37.16,pilot
2010,2f99809bc05f70807f04,TC248,5,startup,0,1,19,1.345,31,5,1,27,925682.25,0,0,0,,35.88,acquired
2024,0d2263c3d91ac4ea3ace,TC254,1,university,1,0,20,1.016,19,5,1,28,6086307.36,0,0,0,TTO497911,68.32,licensed
2012,6182c6854059e09c32fe,TC629,4,psu,0,0,22,4.31,13,4,1,36,4061393.4,0,0,0,,44.21,idea
2019,0c87c269e9d70b463e31,TC335,7,psu,0,0,17,0.456,16,8,0,37,2151418.58,1,0,0,,24.92,licensed
2011,fcda5a09e27b4ee13c08,TC894,10,individual,0,0,17,0.516,22,4,0,30,11721132.68,0,0,0,,55.99,pilot
2019,773d8cb8330bb9220ad3,TC310,4,university,1,0,24,0.613,20,2,1,31,3319832.18,0,0,1,TTO683377,50.41,prototype
2009,e00135569584efe674f4,TC234,1,corp,0,0,16,0.689,18,2,1,21,1594919.58,1,1,0,,23.49,scale
2014,a8d6edb938656c1da537,TC525,10,individual,0,0,7,2.1,16,5,0,32,29474833.71,0,0,0,,89.59,idea
2019,bbc52b3578f2ee4d7da4,TC699,5,govt_lab,0,0,17,0.246,17,2,1,35,7053806.95,0,0,0,,54.25,acquired
2022,1e778624e64e6ba5ea4f,TC952,10,govt_lab,0,0,22,1.052,18,1,0,30,125513.19,0,0,1,,42.4,idea
2017,a1c4a93f46e3240984d5,TC970,10,corp,0,1,23,1.581,23,6,0,21,1026617.82,0,0,0,,59.3,licensed
2013,9ecc2bcdd3365c7951c5,TC411,4,corp,0,0,22,2.982,17,4,1,33,42682386.15,0,0,0,,43.13,scale
2017,362da48ab535049b9c4a,TC122,4,university,1,1,21,2.854,17,2,0,26,2903801.45,0,0,0,TTO209796,72.88,pilot
2012,dda3a75f2c6a20df1693,TC700,2,corp,0,0,17,1.977,10,6,0,47,751390.91,0,0,0,,65.66,prototype
2018,d2704d4c7cbf1095699e,TC570,9,govt_lab,0,0,13,1.449,14,3,0,27,1455045.3,0,0,0,,39.68,acquired
2022,39267785ff571d8fcb5b,TC826,10,individual,0,0,17,2.808,15,3,1,24,5263095.75,0,0,0,,75.1,market_entry
2025,4b7e7d3c3ed2d9bd8d76,TC904,7,psu,0,0,18,2.226,10,2,0,16,28948484.84,0,0,1,,57.17,internal_use
2023,38bac1cd4a891e626723,TC228,4,individual,0,1,17,2.325,13,3,0,33,207548.07,0,0,0,,24.92,pilot
2010,2ae3f6c4d8e6124202b1,TC806,2,individual,0,1,20,0.372,29,3,0,43,839636.71,0,1,0,,56.1,pilot
2016,d8411c8002e9456559fb,TC449,6,university,1,0,17,2.368,13,3,1,6,11013031.48,0,0,0,TTO578928,62.89,idea
2019,0e939d2a0d766a482b14,TC127,1,corp,0,0,15,1.423,15,2,1,39,3254033.84,0,0,1,,41.39,licensed
2015,133fd5cb8c991b6cfc0f,TC805,3,individual,0,0,19,0.512,23,3,1,29,87710665.74,0,0,0,,25.53,pilot
2017,53b41ef1f949f48a511a,TC725,8,individual,0,0,13,3.007,21,3,0,26,2680980.01,0,1,0,,16.81,pilot
2024,1c7664f88e25201eee8f,TC387,7,corp,0,0,14,2.283,20,4,1,32,7210974.7,0,0,0,,81.93,licensed
2014,efa3f04d7b2e2732c4e9,TC380,5,govt_lab,0,0,21,1.405,15,1,0,21,748357.08,1,0,0,,30.02,pilot
2019,7e544597793f7193f361,TC912,9,psu,0,0,23,2.225,13,5,0,17,5823377.15,0,1,0,,41.1,idea
2012,c2af105320643153e55f,TC861,8,corp,0,1,10,0.621,15,4,0,17,563515.99,0,0,0,,81.19,idea
2018,03d5c70c3944a6e4566d,TC488,4,corp,0,0,18,1.368,22,3,1,27,639691.52,0,0,0,,33.01,prototype
2014,e06121580712195254a3,TC576,4,individual,0,1,22,0.264,25,6,1,25,1890468.25,1,0,0,,80.29,scale
2012,2e9bec6f8e5db4047b99,TC319,7,startup,0,1,18,1.475,18,5,1,16,17606933.05,0,0,0,,69.49,scale
2019,da2fdc76786d7227ab58,TC704,10,individual,0,1,19,1.054,18,2,1,33,9463219.07,0,0,1,,66.49,market_entry
2024,aa5e8ecbfb0db63417be,TC632,3,startup,0,1,18,1.987,21,5,0,34,577056.88,1,0,0,,55.84,prototype
2014,2818ae3c0c033859aa89,TC621,5,individual,0,0,17,0.501,18,2,0,18,5275149.28,0,0,0,,59.15,market_entry
2013,d2e4a481aaa47d62d159,TC412,8,psu,0,1,16,1.193,15,7,0,15,1029677.51,1,0,0,,64.75,pilot
2025,3585e54ca083b56aa03f,TC733,9,university,1,0,14,2.365,19,4,0,46,1852066.87,0,0,0,TTO212576,36.74,pilot
2013,6997972abb971d80a9a0,TC725,10,startup,0,1,16,1.102,11,3,0,19,16012648.59,0,1,0,,55.47,acquired
2022,81b200acee29413405d1,TC267,2,corp,0,1,30,2.201,13,4,0,35,4593385.41,0,0,1,,56.19,market_entry
2008,67badd6fed3da1edabc6,TC889,6,individual,0,0,16,2.504,20,5,0,42,4211626.3,0,0,0,,46.59,market_entry
2019,a3c999e61eb5a7117ef1,TC853,4,psu,0,0,25,0.688,15,4,1,48,13267322.22,0,0,0,,45.4,scale
2019,3b0b25edf34d97afa1e2,TC136,4,university,1,1,21,2.565,19,3,0,34,921461.38,0,0,0,TTO194114,55.95,acquired
2015,5d60d6710c0cbb5d146d,TC840,1,psu,0,1,8,0.044,16,4,1,32,1716598.22,0,0,0,,45.56,scale
2024,b26ede632c0408868d62,TC757,3,university,1,1,17,1.654,22,8,1,28,1485664.65,1,0,0,TTO905040,67.8,pilot
2025,3a5ba1c68735294c2eaa,TC211,8,individual,0,1,19,1.81,17,3,0,47,3472006.96,0,0,0,,41.16,scale
2023,a58ee9ee78b2253dd2ef,TC986,1,individual,0,0,13,1.409,20,4,0,22,6958095.06,0,0,0,,73.69,internal_use
2023,be891510ba199258e7c9,TC733,5,govt_lab,0,1,12,2.323,18,3,0,10,2112001.31,0,0,0,,83.61,scale
2018,4f7c350cdbfce73d1de1,TC979,10,university,1,0,18,1.356,24,3,0,29,2849665.36,0,1,0,TTO603594,52.32,open_source
2024,1698ae931184454a4fbd,TC176,10,govt_lab,0,0,17,1.245,29,5,1,22,21761155.33,1,0,0,,38.83,idea
2021,19f58f96715d9e36d5ca,TC438,1,individual,0,0,17,1.234,17,5,0,42,534089.11,0,0,0,,55.36,scale
2016,00aa81ff52b5090d94af,TC718,5,startup,0,1,17,2.012,13,5,0,24,61745993.23,1,0,1,,36.04,internal_use
2013,295d0de42ed04f6e376c,TC628,9,govt_lab,0,0,19,3.936,17,3,0,21,5633831.99,0,0,0,,52.98,acquired
2008,f20feb9cffeab1e7fe50,TC729,10,individual,0,0,31,1.813,12,3,0,39,49339648.17,1,0,0,,65.83,scale
2016,ad7905730e6c8ac997c5,TC489,1,individual,0,1,25,0.329,15,5,0,32,5684290.59,1,0,0,,79.85,idea
2018,d8cebbbae966922e4ba4,TC182,1,psu,0,0,13,1.629,24,5,0,15,1173423.21,1,1,0,,50.07,licensed
2022,32b6b283fbee87f9845e,TC677,4,individual,0,0,18,2.862,16,7,0,13,1438786.86,0,0,0,,37.88,acquired
2010,b01a90b5d15aa54a7133,TC354,6,govt_lab,0,1,26,1.741,21,4,0,41,8684813.14,0,0,1,,100.0,open_source
2018,0cee5c793e0dc53a75ae,TC350,4,psu,1,0,19,2.95,15,7,0,41,1981901.82,1,0,0,TTO339893,34.81,market_entry
2018,2dfbaab37a8639667e21,TC576,6,university,1,0,20,1.852,15,5,0,33,9902351.12,1,0,0,TTO143251,27.56,internal_use
2012,9319a1dddaedd9849cd8,TC447,10,psu,0,0,12,2.018,20,3,1,29,7100468.25,0,0,1,,40.53,licensed
2025,7fb2dd16869d0bf160a7,TC916,7,individual,0,0,12,1.157,12,3,1,50,12963829.09,0,0,1,,32.06,open_source
2014,2f0e4a3b32b03bb20e8a,TC228,5,individual,0,1,14,3.381,12,4,0,20,1476467.9,1,0,0,,57.94,licensed
2013,114129883327810c3a65,TC182,2,govt_lab,0,0,26,2.144,20,4,0,26,43891681.1,0,0,0,,43.18,prototype
2012,afeafbf43476174dbfc8,TC823,9,university,1,0,19,1.822,21,3,0,19,33748858.18,0,0,0,TTO710666,72.92,pilot
2025,727a5666489bdbb86bf2,TC182,8,govt_lab,0,0,17,2.969,18,3,1,44,10474969.82,1,0,0,,42.65,acquired
2023,eac36698b34b00a7175d,TC569,1,university,1,0,11,1.014,13,5,0,18,2700915.82,0,0,0,TTO747761,76.57,licensed
2021,8bd41bc96aa4bbdb9db9,TC500,4,startup,0,1,22,0.808,18,5,0,21,163675.2,0,0,1,,41.64,prototype
2023,a0c3a9aca39bff5ee2ac,TC819,2,university,1,0,18,0.0,18,5,1,17,11182927.27,0,0,0,TTO136221,70.88,open_source
2025,f875647437393572dbcc,TC982,10,govt_lab,0,0,12,0.0,18,3,1,12,22056979.32,0,0,0,,64.6,pilot
2010,8c09899f8650793534c8,TC564,6,university,1,0,22,3.1,14,1,0,36,2447700.83,0,0,0,TTO708228,28.38,market_entry
2011,8d6f49f7e0caf5f50801,TC725,4,psu,0,1,14,1.982,22,4,1,22,24896232.58,0,0,0,,41.98,internal_use
2008,92066a92e254bfa12efc,TC383,7,corp,0,0,23,1.44,21,3,1,29,10212333.63,0,0,0,,38.43,acquired
2009,c603c0235d3575ec7608,TC699,7,govt_lab,0,0,26,1.64,12,6,1,38,26254590.49,0,0,0,,67.15,scale
2017,ff9a1663a8f448a1bc97,TC677,10,corp,0,1,19,1.356,18,4,1,30,6138758.63,0,0,1,,60.09,scale
2017,84ce29fbca3240255f1f,TC850,4,govt_lab,0,1,17,0.951,18,5,0,28,2765713.91,0,0,0,,39.54,licensed
2021,3358844247a4650a8102,TC289,5,individual,0,1,16,2.569,18,7,0,24,20228929.06,0,0,0,,54.99,market_entry
2020,5f6d48453472ec0adcc6,TC476,5,govt_lab,0,1,16,3.095,19,2,1,23,1865828.36,0,0,0,,68.08,licensed
2025,f89a7d057d0e2a495db3,TC617,6,individual,0,0,22,0.0,17,1,0,21,64872572.29,0,0,0,,41.2,scale
2011,a45ef4045f85db24d67f,TC990,3,govt_lab,0,0,30,0.051,16,5,0,30,567782.95,0,0,0,,67.07,scale
2022,e528c003e6262965db5c,TC627,1,govt_lab,0,1,22,0.88,18,2,1,22,18450425.31,0,0,0,,65.63,acquired
2009,d73da9b23479c85c7cee,TC390,7,psu,0,0,21,0.0,15,2,0,19,1131445.31,0,0,0,,13.38,licensed
2018,b9bb08ad5e69a1ce4156,TC307,8,psu,0,0,20,2.102,14,1,1,23,21863756.29,0,0,0,,68.4,market_entry
2018,c8e9df04b570e4344e53,TC863,10,university,1,1,24,1.599,11,3,0,35,2619345.32,0,0,0,TTO507883,23.72,market_entry
2025,e2b5b6fe758abc6f74bf,TC354,10,startup,0,0,12,2.13,13,5,0,32,37429878.06,1,1,0,,66.93,acquired
2023,958a526f2aba5bc2fe3d,TC810,5,individual,0,1,17,1.977,13,4,1,15,2666702.7,1,0,1,,29.3,internal_use
2017,eefd3ac0dda2dac94eb3,TC444,9,university,1,0,16,1.638,15,4,0,36,19133380.23,1,1,0,TTO174856,55.22,market_entry
2014,03cc0384e810baf756bc,TC214,6,individual,0,0,17,1.994,15,5,0,17,1594336.86,0,0,0,,40.85,scale
2021,ea59b45cd2b63be681d1,TC476,5,individual,0,0,21,1.533,18,3,1,40,9584738.29,1,0,0,,52.99,acquired
2023,e7506ee1d733e09b99d3,TC280,2,govt_lab,0,0,17,4.755,19,2,0,35,3554794.7,0,0,0,,76.17,pilot
2018,098f12741795f94e8743,TC424,3,university,1,0,15,1.892,12,3,0,9,1780688.48,1,0,1,TTO125092,80.08,prototype
2025,234e4c3a32363e7b704a,TC569,6,university,1,1,20,0.526,18,3,1,25,11281158.0,0,0,0,TTO839727,69.28,open_source
2019,97b38bae5e74bd7b37c3,TC256,4,corp,0,0,24,1.006,17,1,0,37,1516244.74,0,1,0,,61.93,pilot
2010,43b69cca025343906610,TC497,7,psu,0,0,23,1.209,13,4,1,15,5893538.03,0,0,0,,81.56,open_source
2021,8b41dc042eb9c75b8629,TC922,10,psu,0,0,20,0.321,20,4,0,31,664955.16,0,0,1,,51.25,acquired
2025,9391916ec1448fe21b97,TC737,1,individual,0,0,17,2.191,17,3,0,27,7210603.18,0,0,0,,68.54,internal_use
2024,2fea673f7414c72cf646,TC211,9,individual,1,0,26,1.058,10,4,0,25,6328147.85,0,1,1,TTO685545,46.98,licensed
2019,28cde077209440cd9024,TC392,6,university,1,1,15,3.063,16,5,0,21,3279430.48,1,0,0,TTO486532,37.75,market_entry
2016,c5d3704f39941dea640b,TC567,6,psu,0,0,25,0.92,19,6,1,22,11640507.8,0,0,0,,84.81,scale
2015,a6b5d35169b341b66a8b,TC522,4,govt_lab,0,0,17,3.867,13,3,0,29,4228611.39,0,0,0,,49.66,internal_use
2009,bd71ccd21caf9aee6891,TC621,10,university,1,0,17,0.259,18,3,1,45,5293663.66,1,0,0,TTO835855,56.4,internal_use
2024,5b49d5795b4a610e535e,TC350,9,psu,0,0,21,3.116,10,4,0,24,988926.25,0,0,0,,60.66,acquired
2013,72dccdb9f5743cdfcfd8,TC839,1,individual,0,0,26,0.686,19,2,1,25,5936657.53,0,0,0,,26.45,idea
2016,3ba3fb861fb82dbf4890,TC708,5,govt_lab,0,1,19,2.321,18,3,1,15,20349535.8,0,0,0,,48.93,prototype
2016,1b08be1f7f2f21d3bf3e,TC761,5,govt_lab,0,0,21,2.219,25,2,0,42,2664314.22,0,0,0,,42.87,internal_use
2014,de4aadb696520f039ae7,TC897,10,individual,0,1,15,0.504,9,5,0,12,2900422.95,0,0,0,,56.19,scale
2024,f12bbef0ab95ce6e92b1,TC714,2,startup,0,0,18,2.542,22,4,0,8,3476941.55,0,0,0,,71.59,open_source
2010,8a9207af6c983948558c,TC393,7,startup,0,1,10,0.53,17,2,0,31,6557091.46,0,0,0,,30.57,market_entry
2008,406ea55fa89bc791df98,TC386,2,startup,0,1,19,2.088,20,3,1,19,12174530.69,0,0,0,,26.58,internal_use
2008,ec52c3418d078cb92359,TC292,10,psu,0,0,32,1.26,23,3,0,29,1622059.73,1,1,0,,68.34,prototype
2025,1b4f2a031ed2aad7ea8c,TC729,2,govt_lab,0,0,19,0.0,15,3,0,15,2407102.87,0,1,0,,40.76,prototype
2015,9157c374899cae5158bc,TC212,2,university,1,1,19,2.422,20,6,1,33,9455631.19,1,0,0,TTO174064,65.39,market_entry
2013,e5d093cf10bdd8f679ec,TC560,8,psu,0,0,18,0.0,17,2,1,33,22749296.13,0,0,0,,59.69,internal_use
2019,dc36d38ee2e58923a1b3,TC282,7,corp,0,0,15,3.631,20,4,0,21,23975603.42,1,0,0,,56.72,prototype
2019,3d13d795ec10a6b01015,TC593,9,govt_lab,1,0,28,1.364,12,5,1,19,16225499.94,0,0,0,TTO755220,59.57,internal_use
2012,2a893461f884ae85535d,TC411,10,psu,0,0,20,0.0,17,5,0,36,18155265.38,0,0,0,,55.73,market_entry
2014,712ac0b25dea1be94841,TC733,9,psu,0,1,12,2.292,21,3,1,53,14763472.4,0,1,0,,59.47,open_source
2015,fda3633da4f9138a5838,TC218,5,corp,0,0,25,0.197,20,2,0,35,824882.93,1,0,0,,68.19,idea
2015,379cdaf9c19c26216426,TC915,1,individual,0,1,19,1.958,17,2,0,23,3529206.28,0,0,0,,31.62,idea
2023,29373d11e8da325756ed,TC490,6,govt_lab,0,1,17,0.957,23,5,1,6,1211659.66,0,0,0,,77.81,market_entry
2014,5bf672ed580714cdb6c8,TC986,4,govt_lab,0,1,20,0.804,23,2,1,40,2025105.41,1,0,0,,21.87,pilot
2021,28854f418042811ff715,TC368,9,govt_lab,0,0,22,0.871,12,2,1,17,3916991.17,0,0,0,,45.24,idea
2023,5c6f42aba367e01cbd8d,TC350,2,govt_lab,0,1,11,4.504,15,1,0,32,3527320.28,0,0,0,,39.43,pilot
2014,70592a7c00c1ec5e8e15,TC545,4,corp,0,1,21,1.484,18,1,0,33,1447599.91,1,0,0,,48.34,prototype
2017,aeb04fd42f76be0a73a2,TC320,5,university,1,0,17,1.601,21,2,1,21,11276404.97,1,0,0,TTO199495,78.3,internal_use
2017,36a10aaa2e436e1dcfad,TC712,6,startup,0,1,14,3.145,17,5,1,39,13166576.74,0,0,0,,68.97,acquired
2009,5f94ba278dc6528e6591,TC231,8,govt_lab,0,0,28,1.357,23,5,0,35,1574881.44,0,0,0,,51.62,internal_use
2020,1bf67559a92434a77428,TC769,7,psu,0,0,24,1.766,15,3,1,23,4546675.65,0,0,0,,58.67,idea
2009,44320945c2a7c00071a5,TC606,3,startup,0,0,21,1.061,26,3,1,41,26684707.4,0,0,1,,21.42,pilot
2013,7ee8f21609ea89474df3,TC306,7,govt_lab,0,1,16,2.687,16,2,0,26,9419292.92,0,0,0,,37.74,scale
